Unnamed: 0,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_doordash_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_doordash_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_apple_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_apple_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_samsara_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_samsara_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_yelp_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_yelp_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_match_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_match_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_i2c_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_i2c_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_adobe_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_adobe_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_amazon_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_amazon_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_rowan_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_rowan_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_google_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_google_ux_Score
56652,0.66987467,0.83493733,0.6794424,0.8397212,0.6022043,0.80110216,0.61434734,0.80717367,0.6777178,0.8388589,0.7182175,0.85910875,0.7015466,0.85077333,0.7268616,0.8634308,0.7642907,0.88214535,0.7614186,0.8807093
56653,0.5567802,0.7783901,0.6062523,0.80312616,0.5478723,0.77393615,0.55285853,0.7764293,0.60821164,0.8041058,0.58671105,0.7933555,0.5783739,0.78918695,0.6498847,0.82494235,0.6192647,0.80963236,0.6129894,0.8064947
56654,0.71100354,0.8555018,0.6658325,0.83291626,0.6292076,0.8146038,0.626642,0.813321,0.74523747,0.87261873,0.81504756,0.90752375,0.7845532,0.8922766,0.7778145,0.88890725,0.7827858,0.8913929,0.8583043,0.92915213
56656,0.5737341,0.786867,0.6020113,0.80100566,0.5369569,0.76847845,0.5548706,0.7774353,0.6138041,0.80690205,0.66988456,0.8349423,0.69959146,0.8497957,0.6704551,0.83522755,0.7098315,0.85491574,0.74753827,0.87376916
56657,0.5548634,0.7774317,0.542398,0.771199,0.51795876,0.7589794,0.50515,0.75257504,0.5532152,0.77660763,0.6029742,0.8014871,0.6097003,0.80485016,0.56331354,0.78165674,0.67349577,0.8367479,0.59501016,0.7975051
56661,0.74296963,0.8714848,0.6777309,0.83886546,0.6405556,0.8202778,0.582658,0.791329,0.7584194,0.8792097,0.8982285,0.94911426,0.75717306,0.87858653,0.8142594,0.9071297,0.7604899,0.880245,0.8584531,0.9292265
56662,0.66751987,0.8337599,0.6548065,0.82740325,0.58713686,0.79356843,0.6039288,0.8019644,0.6490722,0.8245361,0.7820778,0.8910389,0.6814184,0.8407092,0.7800288,0.8900144,0.8191248,0.9095624,0.8018553,0.90092766
56725,0.69058216,0.8452911,0.658141,0.8290705,0.5937581,0.79687905,0.60404253,0.80202127,0.7290839,0.86454195,0.84702396,0.923512,0.78436255,0.8921813,0.7757844,0.8878922,0.7354865,0.86774325,0.8289529,0.91447645
56795,0.6553894,0.8276947,0.64919335,0.82459664,0.55341536,0.77670765,0.61588144,0.8079407,0.64128035,0.8206402,0.7194723,0.85973614,0.7155305,0.85776526,0.7626076,0.8813038,0.7539065,0.87695324,0.7845997,0.8922999
56796,0.6522099,0.82610494,0.6127399,0.80636996,0.5717551,0.7858776,0.5893202,0.7946601,0.6697904,0.8348952,0.77718216,0.88859105,0.6765542,0.8382771,0.7540351,0.87701756,0.7325258,0.8662629,0.73222494,0.8661125
56797,0.61727023,0.8086351,0.64889574,0.8244479,0.58585286,0.79292643,0.6116879,0.80584395,0.6575666,0.8287833,0.7300112,0.8650056,0.69727767,0.84863883,0.7573458,0.8786729,0.77560556,0.8878028,0.7861073,0.89305365
56798,0.62379533,0.81189764,0.64251065,0.8212553,0.5817468,0.7908734,0.6123209,0.80616045,0.63972116,0.8198606,0.6832866,0.84164333,0.7201976,0.86009884,0.70666474,0.8533324,0.7212726,0.8606363,0.7399881,0.86999404
56799,0.6493517,0.82467586,0.6073185,0.80365926,0.54690826,0.7734541,0.55991983,0.7799599,0.6765399,0.83826995,0.8028751,0.9014375,0.7728171,0.88640857,0.74515456,0.8725773,0.77379465,0.8868973,0.8344437,0.91722184
56800,0.60947907,0.80473953,0.58836365,0.7941818,0.5209843,0.76049215,0.59162986,0.79581493,0.56704235,0.7835212,0.6062599,0.8031299,0.54347146,0.7717357,0.6410538,0.8205269,0.61870825,0.8093541,0.6026883,0.80134416
56801,0.5461192,0.7730596,0.56282246,0.78141123,0.5410126,0.77050626,0.51572496,0.75786245,0.5798255,0.78991276,0.70632315,0.8531616,0.6224053,0.81120265,0.64117676,0.82058835,0.67369294,0.8368465,0.69856477,0.8492824
56802,0.63485426,0.81742716,0.6018591,0.80092955,0.57695055,0.7884753,0.57379246,0.7868962,0.63638294,0.81819147,0.74232364,0.8711618,0.76493514,0.88246757,0.7024282,0.8512141,0.77598536,0.8879927,0.7965456,0.8982728
56803,0.720222,0.860111,0.68523955,0.8426198,0.6699139,0.83495694,0.64811325,0.8240566,0.71666235,0.8583312,0.776479,0.8882395,0.7544448,0.8772224,0.78589976,0.8929499,0.7475348,0.8737674,0.8122692,0.9061346
56804,0.7275783,0.86378914,0.69649106,0.8482455,0.6175399,0.80876994,0.64768887,0.82384443,0.7188057,0.85940284,0.76377475,0.8818874,0.70480466,0.8524023,0.7961286,0.89806426,0.74480844,0.8724042,0.7500119,0.87500596
56805,0.56847733,0.7842387,0.5925179,0.7962589,0.5309378,0.7654689,0.5945049,0.7972524,0.54878414,0.77439207,0.62358403,0.811792,0.61228156,0.8061408,0.69485533,0.84742767,0.69420755,0.8471038,0.6820432,0.8410216
56807,0.68995214,0.84497607,0.6868169,0.84340847,0.6095706,0.8047853,0.6181877,0.80909383,0.71818477,0.85909235,0.7616769,0.88083845,0.789186,0.894593,0.7511656,0.8755828,0.77282023,0.8864101,0.7936636,0.8968318
56809,0.6067189,0.80335945,0.6410958,0.82054794,0.58789545,0.7939477,0.67960703,0.8398035,0.6100509,0.80502546,0.6406437,0.82032186,0.64406884,0.8220344,0.7237802,0.8618901,0.7418324,0.8709162,0.69796026,0.8489801
56859,0.6687145,0.83435726,0.62359667,0.81179833,0.56191987,0.78095996,0.5717586,0.7858793,0.64277387,0.82138693,0.7686908,0.8843454,0.7141346,0.8570673,0.7125023,0.8562511,0.7632807,0.8816403,0.7886826,0.8943413
56860,0.6302509,0.81512547,0.6293778,0.8146889,0.60693544,0.80346775,0.6676563,0.83382815,0.68241715,0.8412086,0.7693546,0.8846773,0.7074001,0.85370004,0.7741855,0.8870927,0.77397,0.886985,0.81286484,0.9064324
56861,0.62740326,0.8137016,0.59129417,0.7956471,0.55579937,0.7778997,0.59347916,0.7967396,0.6311195,0.81555974,0.697487,0.8487435,0.64305353,0.82152677,0.66029584,0.8301479,0.71218264,0.8560913,0.6994853,0.84974265
56862,0.74413514,0.8720676,0.7345605,0.86728024,0.6833116,0.8416558,0.64438546,0.8221927,0.73847216,0.8692361,0.8148601,0.90743005,0.7681872,0.88409364,0.83126414,0.91563207,0.8095824,0.90479124,0.8486318,0.9243159
57384,0.6370039,0.81850195,0.643214,0.821607,0.5678761,0.78393805,0.5993787,0.79968935,0.64646393,0.82323194,0.6877203,0.84386015,0.7041372,0.8520686,0.6944529,0.84722644,0.70553243,0.8527662,0.7176833,0.85884166
57400,0.78615576,0.89307785,0.72120005,0.8606,0.67311096,0.8365555,0.6653609,0.83268046,0.7735765,0.88678825,0.82764935,0.9138247,0.7624227,0.88121134,0.81977725,0.9098886,0.7431402,0.8715701,0.82755446,0.91377723
62042,0.5545726,0.7772863,0.5985395,0.79926974,0.51531017,0.7576551,0.55292886,0.77646446,0.5580143,0.77900714,0.6186441,0.80932206,0.60237294,0.80118644,0.6579162,0.8289581,0.6998463,0.84992313,0.6407112,0.8203556
63086,0.4312201,0.71561,0.47544253,0.73772126,0.40548497,0.70274246,0.42808914,0.7140446,0.46966046,0.73483026,0.5650452,0.78252256,0.5730405,0.78652024,0.53584766,0.76792383,0.60256624,0.8012831,0.593719,0.7968595
63087,0.5834167,0.79170835,0.56722426,0.78361213,0.53693986,0.7684699,0.54628384,0.7731419,0.6055913,0.80279565,0.6892381,0.84461904,0.72477007,0.86238503,0.6757108,0.8378554,0.708575,0.8542875,0.74715614,0.8735781
83710,0.70838964,0.8541948,0.711099,0.8555495,0.61891305,0.8094565,0.7080978,0.8540489,0.7165623,0.85828114,0.750342,0.875171,0.7050047,0.85250235,0.7702514,0.8851257,0.7835759,0.89178795,0.77971727,0.8898586
83711,0.5394474,0.7697237,0.62884027,0.8144201,0.55512375,0.7775619,0.5552857,0.77764285,0.4943282,0.74716413,0.49304885,0.74652445,0.5100001,0.75500005,0.5682573,0.78412867,0.62112874,0.8105644,0.5623608,0.7811804
86666,0.6068053,0.80340266,0.6571326,0.8285663,0.57254183,0.7862709,0.577473,0.78873646,0.6537311,0.82686555,0.75182235,0.8759112,0.7191429,0.85957146,0.7594018,0.8797009,0.7614353,0.88071764,0.75613374,0.8780669
87779,0.7430489,0.87152445,0.78052485,0.8902624,0.6946074,0.8473037,0.7348003,0.86740017,0.72385156,0.8619258,0.6506301,0.82531506,0.678728,0.839364,0.79808944,0.89904475,0.73157525,0.8657876,0.69339216,0.8466961
97622,0.7034823,0.85174114,0.7340521,0.8670261,0.69029367,0.84514683,0.65539384,0.8276969,0.7433933,0.87169665,0.8038508,0.90192544,0.74130934,0.8706547,0.83615327,0.91807663,0.7857667,0.89288336,0.8129701,0.9064851
98134,0.6499367,0.82496834,0.673982,0.836991,0.6214999,0.81074995,0.56923157,0.78461576,0.7039765,0.85198826,0.76147294,0.8807365,0.7715262,0.8857631,0.7678508,0.88392544,0.7743076,0.8871538,0.8160411,0.90802056
98135,0.67310596,0.836553,0.6692051,0.8346026,0.6452311,0.82261556,0.63646615,0.8182331,0.6681482,0.83407414,0.7660275,0.8830137,0.6703322,0.8351661,0.7902794,0.8951397,0.7434374,0.8717187,0.76442957,0.8822148
98136,0.6673373,0.83366865,0.5926409,0.79632044,0.58035505,0.7901775,0.59710956,0.7985548,0.6350602,0.8175301,0.74968934,0.8748447,0.6125617,0.80628085,0.71844625,0.8592231,0.7122611,0.85613054,0.72957224,0.86478615
98137,0.6206502,0.8103251,0.6357264,0.8178632,0.57416487,0.78708243,0.613222,0.806611,0.6446527,0.82232636,0.7317773,0.86588866,0.687603,0.8438015,0.7268034,0.8634017,0.74064815,0.8703241,0.75750864,0.8787543
98138,0.6363908,0.8181954,0.62266386,0.8113319,0.5903726,0.7951863,0.583591,0.7917955,0.6758115,0.83790576,0.7841022,0.8920511,0.75006175,0.8750309,0.7393726,0.8696863,0.7858005,0.8929002,0.8035774,0.9017887
98171,0.7170042,0.8585021,0.6660613,0.83303064,0.63466525,0.8173326,0.62732345,0.8136617,0.7558937,0.87794685,0.85942316,0.9297116,0.7890375,0.89451873,0.7868496,0.8934248,0.7959342,0.8979671,0.87877935,0.9393897
98172,0.6114987,0.80574936,0.633501,0.8167505,0.5544114,0.7772057,0.5739588,0.78697944,0.66210806,0.83105403,0.76633936,0.88316965,0.71767575,0.85883784,0.76798123,0.88399065,0.7657137,0.88285685,0.7922504,0.8961252
98173,0.7420374,0.8710187,0.7671683,0.88358414,0.67776364,0.83888185,0.7107256,0.8553628,0.75659806,0.878299,0.79114085,0.8955704,0.7851424,0.8925712,0.8242754,0.9121377,0.81986654,0.90993327,0.8369762,0.9184881
98245,0.57223344,0.7861167,0.5832212,0.7916106,0.53902155,0.76951075,0.5700227,0.78501135,0.5909769,0.7954885,0.70665807,0.85332906,0.6713666,0.8356833,0.71733683,0.85866845,0.7482114,0.8741057,0.7339421,0.866971
98250,0.31675076,0.6583754,0.37844032,0.6892202,0.32505864,0.66252935,0.33983433,0.66991717,0.27805203,0.63902605,0.30365372,0.65182686,0.35290575,0.6764529,0.31983078,0.6599154,0.32590443,0.6629522,0.33742112,0.6687106
98251,0.6718684,0.83593416,0.6213933,0.81069666,0.5755279,0.78776395,0.59812385,0.7990619,0.6681904,0.83409524,0.71918035,0.8595902,0.683485,0.8417425,0.68579865,0.8428993,0.74305105,0.8715255,0.731911,0.8659555
98252,0.38908786,0.69454396,0.33239466,0.6661973,0.29862544,0.64931273,0.52566624,0.7628331,0.37207246,0.6860362,0.36491695,0.68245846,0.3611614,0.68058074,0.34562594,0.67281294,0.4439463,0.7219732,0.37929875,0.68964934
98253,0.708095,0.85404754,0.6945385,0.84726924,0.6338409,0.81692046,0.6462986,0.8231493,0.71273464,0.85636735,0.7231636,0.8615818,0.6814729,0.84073645,0.7297334,0.86486673,0.74457645,0.8722882,0.7343633,0.86718166
98254,0.6722977,0.83614886,0.7085395,0.85426974,0.6301409,0.81507045,0.68004715,0.8400236,0.6932881,0.84664404,0.75207543,0.8760377,0.7173039,0.85865194,0.78756034,0.8937802,0.7664741,0.88323706,0.7645742,0.88228714
98255,0.7383938,0.8691969,0.7297921,0.86489606,0.6602359,0.83011794,0.6937469,0.84687346,0.7489325,0.87446624,0.80921835,0.9046092,0.7488382,0.8744191,0.81653106,0.90826553,0.78356564,0.8917828,0.8367077,0.91835386
98256,0.6756582,0.8378291,0.6482756,0.8241378,0.6119648,0.8059824,0.6916224,0.8458112,0.659498,0.829749,0.73492444,0.8674622,0.63550293,0.81775147,0.7358134,0.8679067,0.73636657,0.86818326,0.72774357,0.8638718
98257,0.6612323,0.8306161,0.6998576,0.8499288,0.6735349,0.83676744,0.718804,0.859402,0.61666024,0.8083301,0.6620783,0.8310392,0.62307245,0.8115362,0.7175391,0.85876954,0.75320625,0.8766031,0.7286005,0.86430025
98258,0.23588559,0.6179428,0.27727336,0.6386367,0.24302903,0.6215145,0.22174722,0.6108736,0.28253067,0.64126533,0.29919347,0.64959675,0.33297843,0.66648924,0.2334861,0.616743,0.3445249,0.67226243,0.35291937,0.67645967
98259,0.643577,0.8217885,0.6197398,0.8098699,0.58961934,0.7948097,0.6241702,0.8120851,0.64782655,0.8239133,0.7145533,0.8572767,0.6851375,0.84256876,0.69266546,0.8463327,0.74870443,0.8743522,0.74672204,0.873361
98260,0.6021695,0.80108476,0.60513484,0.8025674,0.61025226,0.80512613,0.6928182,0.8464091,0.6063398,0.8031699,0.6571777,0.82858884,0.59938186,0.79969096,0.71973383,0.8598669,0.69966954,0.8498348,0.6732925,0.83664626
98261,0.7126837,0.85634184,0.6692418,0.8346209,0.6398641,0.81993204,0.68493056,0.8424653,0.6380093,0.81900465,0.6770566,0.8385283,0.6578126,0.8289063,0.659382,0.829691,0.7321393,0.8660697,0.7123916,0.8561958
98262,0.6461252,0.8230626,0.6430576,0.8215288,0.57156587,0.78578293,0.6895462,0.8447731,0.61670256,0.8083513,0.67888856,0.8394443,0.65762913,0.82881457,0.6865078,0.8432539,0.7541383,0.8770691,0.7539425,0.87697124
98263,0.5661047,0.7830523,0.61261606,0.80630803,0.57719016,0.7885951,0.62292355,0.8114618,0.52965206,0.76482606,0.5873175,0.79365873,0.54524916,0.7726246,0.6216121,0.81080604,0.6624398,0.8312199,0.64356464,0.82178235
98264,0.7357296,0.8678648,0.70620954,0.85310477,0.63854396,0.819272,0.7164705,0.85823524,0.7097869,0.85489345,0.7541337,0.87706685,0.6927066,0.8463533,0.79696745,0.89848375,0.7719224,0.8859612,0.77136195,0.885681
98265,0.6702821,0.83514106,0.6135267,0.80676335,0.58481336,0.7924067,0.6239687,0.81198436,0.6802197,0.8401098,0.80655324,0.9032766,0.69626856,0.8481343,0.74862933,0.87431467,0.75317585,0.8765879,0.77605784,0.8880289
98266,0.7058036,0.8529018,0.64241934,0.82120967,0.63914573,0.81957287,0.6878147,0.84390736,0.64415324,0.8220766,0.6930852,0.8465426,0.6189985,0.80949926,0.7195346,0.8597673,0.7244751,0.8622376,0.7133585,0.85667926
98267,0.6269828,0.8134914,0.6329373,0.81646866,0.59831214,0.79915607,0.68715775,0.8435789,0.65162677,0.8258134,0.62844086,0.8142204,0.6144519,0.80722594,0.70861787,0.85430896,0.73896223,0.8694811,0.6950855,0.84754276
98268,0.61958766,0.80979383,0.6461477,0.82307386,0.6308993,0.81544966,0.6417265,0.82086325,0.57198083,0.7859904,0.63598585,0.8179929,0.54883564,0.7744178,0.6479645,0.82398224,0.6832118,0.8416059,0.66872495,0.8343625
98269,0.6844903,0.84224516,0.6638528,0.8319264,0.62699103,0.8134955,0.63847136,0.8192357,0.69378924,0.8468946,0.71214104,0.8560705,0.6556968,0.82784843,0.73296237,0.8664812,0.73463345,0.8673167,0.70539546,0.85269773
98270,0.6047592,0.8023796,0.58958864,0.7947943,0.5194942,0.7597471,0.6028825,0.80144125,0.579643,0.7898215,0.6538063,0.82690316,0.6177416,0.8088708,0.6647897,0.83239484,0.72489184,0.86244595,0.66960406,0.83480203
98271,0.6336128,0.81680644,0.5891175,0.79455876,0.5551229,0.7775614,0.5804398,0.7902199,0.65030324,0.8251516,0.8220748,0.9110374,0.7381655,0.86908275,0.7570467,0.87852335,0.7847597,0.8923799,0.8370145,0.9185072
98272,0.649077,0.82453847,0.65704024,0.8285201,0.62252235,0.8112612,0.6239531,0.81197655,0.6953974,0.8476987,0.8111201,0.90556,0.72815794,0.864079,0.8112471,0.90562356,0.7906434,0.8953217,0.8354628,0.9177314
98273,0.7404622,0.8702311,0.7293222,0.8646611,0.6805973,0.84029865,0.6883475,0.8441738,0.7398397,0.86991984,0.8079783,0.90398914,0.7214062,0.8607031,0.8503578,0.9251789,0.8221361,0.9110681,0.8387002,0.9193501
98274,0.7342097,0.8671049,0.70046604,0.850233,0.6617923,0.83089614,0.7032547,0.85162735,0.75010693,0.87505347,0.84364694,0.9218235,0.7652854,0.8826427,0.8417896,0.9208948,0.8058533,0.9029267,0.84146386,0.9207319
98275,0.6682892,0.8341446,0.63838327,0.81919163,0.58005,0.790025,0.6274406,0.8137203,0.693774,0.846887,0.7457992,0.8728996,0.7088124,0.85440624,0.7467867,0.87339336,0.7185657,0.85928285,0.7341033,0.86705166
98276,0.60007435,0.80003715,0.6122558,0.8061279,0.5414247,0.7707124,0.603972,0.801986,0.64288825,0.82144415,0.6799015,0.83995074,0.66795284,0.8339764,0.7065426,0.8532713,0.7461402,0.8730701,0.72612685,0.86306345
98277,0.5632142,0.7816071,0.57954943,0.7897747,0.4919413,0.74597067,0.61286604,0.806433,0.5625111,0.78125554,0.6354826,0.8177413,0.61057794,0.805289,0.6662319,0.83311594,0.69437647,0.84718823,0.67407936,0.8370397
98278,0.69557595,0.847788,0.6284131,0.81420654,0.6031343,0.80156714,0.6652018,0.8326009,0.6929612,0.8464806,0.8041261,0.902063,0.71197927,0.85598963,0.751089,0.8755445,0.77076447,0.88538224,0.80508596,0.90254295
98279,0.7299431,0.8649715,0.6756407,0.83782035,0.64209545,0.8210477,0.7102746,0.8551373,0.7019061,0.85095304,0.7977887,0.8988943,0.7060717,0.8530358,0.7841556,0.8920778,0.76987755,0.8849388,0.78519666,0.89259833
98280,0.6772969,0.83864844,0.66977566,0.83488786,0.6160877,0.80804384,0.67499924,0.8374996,0.67009056,0.8350453,0.76437616,0.8821881,0.7193271,0.85966355,0.7514861,0.87574303,0.79243004,0.896215,0.8003179,0.90015894
98281,0.631094,0.815547,0.61043644,0.8052182,0.5559938,0.7779969,0.64040536,0.8202027,0.6233675,0.8116838,0.69722617,0.8486131,0.64170456,0.8208523,0.6876259,0.84381294,0.70403016,0.8520151,0.69563997,0.84782
98282,0.74211514,0.87105757,0.6760159,0.8380079,0.63639987,0.81819993,0.62797505,0.8139875,0.75804067,0.87902033,0.8790442,0.9395221,0.7620854,0.8810427,0.8112409,0.90562046,0.7954687,0.89773434,0.84875774,0.9243789
98283,0.7465142,0.8732571,0.68058527,0.84029263,0.63715124,0.8185756,0.70752263,0.8537613,0.7445152,0.8722576,0.8019146,0.9009573,0.744735,0.8723675,0.8010456,0.9005228,0.7622304,0.8811152,0.8011944,0.9005972
98284,0.4834533,0.74172664,0.5218752,0.7609376,0.42435884,0.7121794,0.4775548,0.7387774,0.518657,0.7593285,0.60619295,0.8030965,0.62044275,0.8102214,0.6092281,0.80461407,0.67136407,0.83568203,0.6844002,0.8422001
98285,0.5901231,0.7950616,0.5727931,0.78639656,0.5032852,0.7516426,0.583869,0.7919345,0.5815091,0.79075456,0.6803842,0.8401921,0.6351303,0.81756514,0.6727121,0.83635604,0.72555625,0.8627781,0.69564486,0.8478224
98286,0.6049672,0.80248356,0.61824334,0.80912167,0.58217406,0.79108703,0.5553172,0.7776586,0.6231808,0.81159043,0.709939,0.8549695,0.6736206,0.8368103,0.73060983,0.86530495,0.72200334,0.8610017,0.74003494,0.87001747
98287,0.68054104,0.8402705,0.67821014,0.83910507,0.6489422,0.8244711,0.6373905,0.81869525,0.68397486,0.84198743,0.78851956,0.8942598,0.68833447,0.84416723,0.81461465,0.9073073,0.76610863,0.8830543,0.770682,0.885341
98288,0.6536688,0.82683444,0.6697732,0.8348866,0.70627505,0.8531375,0.58128047,0.79064023,0.6935821,0.846791,0.71574336,0.85787165,0.6504933,0.8252467,0.7460667,0.87303334,0.7625138,0.88125694,0.75253093,0.87626547
98289,0.6650021,0.83250105,0.65219283,0.8260964,0.6081257,0.80406284,0.6406492,0.8203246,0.65576917,0.82788455,0.7404673,0.87023365,0.6960087,0.84800434,0.72643745,0.8632187,0.74594694,0.87297344,0.7553407,0.87767035
98290,0.62574995,0.812875,0.62591004,0.812955,0.5653638,0.78268194,0.57310075,0.7865504,0.6783103,0.83915514,0.7525767,0.87628835,0.7362746,0.8681373,0.74043477,0.8702174,0.74954164,0.8747708,0.7863956,0.8931978
98291,0.7545104,0.8772552,0.68621844,0.84310925,0.66976106,0.83488053,0.6264639,0.81323195,0.7579325,0.8789662,0.85866666,0.9293333,0.76253945,0.8812697,0.79470325,0.8973516,0.7932495,0.89662474,0.8460947,0.92304736
98292,0.656708,0.828354,0.6872101,0.84360504,0.636645,0.81832254,0.637219,0.8186095,0.7231439,0.8615719,0.79169047,0.89584523,0.7534871,0.87674356,0.79415715,0.8970786,0.76251566,0.88125783,0.80345,0.901725
98293,0.64778423,0.8238921,0.64206314,0.8210316,0.5718342,0.7859171,0.6167162,0.8083581,0.6702785,0.8351393,0.7596053,0.87980264,0.7167229,0.8583615,0.7545187,0.8772594,0.77305144,0.88652575,0.7701155,0.88505775
98294,0.65254915,0.8262746,0.61632895,0.8081645,0.59335124,0.7966756,0.6718651,0.83593255,0.6559726,0.8279863,0.71275556,0.8563778,0.65424645,0.8271232,0.7281009,0.86405045,0.7310589,0.8655294,0.72153354,0.86076677
