Unnamed: 0,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_doordash_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_doordash_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_apple_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_apple_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_samsara_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_samsara_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_yelp_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_yelp_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_match_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_match_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_i2c_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_i2c_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_adobe_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_adobe_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_amazon_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_amazon_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_rowan_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_rowan_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_google_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_google_ux_Score
98316,0.8315321,0.91576606,0.7856024,0.89280117,0.74504685,0.8725234,0.6966932,0.8483466,0.82360995,0.911805,0.88776684,0.9438834,0.8040864,0.9020432,0.8583336,0.9291668,0.7867025,0.89335126,0.8621852,0.9310926
98317,0.5559626,0.7779813,0.59043026,0.79521513,0.48851502,0.7442575,0.52611315,0.7630566,0.5833626,0.7916813,0.6304512,0.8152256,0.6585916,0.8292958,0.6117775,0.8058888,0.64120674,0.8206034,0.65149355,0.8257468
98318,0.65356946,0.82678473,0.6317874,0.8158937,0.5641104,0.7820552,0.6660414,0.8330207,0.6312292,0.8156146,0.6936884,0.8468442,0.65125716,0.8256286,0.70089966,0.8504498,0.7145343,0.85726714,0.7427023,0.8713511
98319,0.6961137,0.84805685,0.6503854,0.8251927,0.6427334,0.82136667,0.6997565,0.84987825,0.6554129,0.82770646,0.75240195,0.876201,0.6778264,0.8389132,0.73397017,0.8669851,0.7527832,0.8763916,0.75764835,0.8788242
98320,0.7201061,0.86005306,0.7007698,0.8503849,0.6778252,0.8389126,0.63875,0.81937504,0.75954986,0.8797749,0.84270954,0.9213548,0.75855637,0.8792782,0.81652665,0.9082633,0.7948735,0.89743674,0.84239817,0.9211991
98321,0.69778067,0.8488903,0.6516365,0.82581824,0.6148585,0.80742925,0.6510354,0.8255177,0.701918,0.850959,0.84164,0.92082,0.74227583,0.8711379,0.7665621,0.88328105,0.7888516,0.8944258,0.8190206,0.9095103
98322,0.6982935,0.8491467,0.6819942,0.8409971,0.6100205,0.80501026,0.60959893,0.80479944,0.72285247,0.86142623,0.8314912,0.9157456,0.7565162,0.8782581,0.79720765,0.8986038,0.78701156,0.8935058,0.8335563,0.91677815
98323,0.7238735,0.86193675,0.66969675,0.8348484,0.6249764,0.8124882,0.5993252,0.7996626,0.74764335,0.8738217,0.82317364,0.9115868,0.77435106,0.88717556,0.81392765,0.9069638,0.7305404,0.8652702,0.80828464,0.9041423
98324,0.7030219,0.85151094,0.6930294,0.8465147,0.65465903,0.8273295,0.70784515,0.8539226,0.7070247,0.85351235,0.7615518,0.8807759,0.7107185,0.85535926,0.7686856,0.8843428,0.77260095,0.88630044,0.7840882,0.89204407
98325,0.66881675,0.8344084,0.650046,0.825023,0.62784815,0.8139241,0.6260854,0.8130427,0.66243595,0.831218,0.7824855,0.89124274,0.73060596,0.865303,0.7552744,0.8776372,0.7737546,0.8868773,0.79767615,0.89883804
98326,0.54676145,0.77338076,0.5627539,0.78137696,0.504821,0.75241053,0.54810977,0.7740549,0.5145719,0.75728595,0.6234678,0.8117339,0.5806458,0.7903229,0.6462388,0.8231194,0.71139634,0.85569817,0.67631865,0.8381593
98327,0.5961486,0.7980743,0.6468799,0.82343996,0.57060504,0.7853025,0.588744,0.79437196,0.59882534,0.79941267,0.6848971,0.8424486,0.6646143,0.83230716,0.7027985,0.85139924,0.75124943,0.8756247,0.7492695,0.87463474
98328,0.73574543,0.8678727,0.6535779,0.82678896,0.6513023,0.82565117,0.71627176,0.8581359,0.7220514,0.8610257,0.8072611,0.90363055,0.7021642,0.8510821,0.7919036,0.8959518,0.7755009,0.88775045,0.80477166,0.90238583
98329,0.6863145,0.8431573,0.6619084,0.8309542,0.5888525,0.79442626,0.6642083,0.83210415,0.6666758,0.8333379,0.7510097,0.87550485,0.706149,0.8530745,0.77324015,0.88662004,0.77727044,0.8886352,0.79626024,0.8981301
98330,0.55636656,0.7781833,0.5810641,0.79053205,0.5016226,0.75081134,0.548684,0.774342,0.5403316,0.7701658,0.5949625,0.79748124,0.58425784,0.7921289,0.6226281,0.81131405,0.62683934,0.8134197,0.6505957,0.82529783
98331,0.6364746,0.8182373,0.5545608,0.7772804,0.59492755,0.7974638,0.62495553,0.81247777,0.58587474,0.7929374,0.6864644,0.8432322,0.5188161,0.75940806,0.6438643,0.82193214,0.6839499,0.841975,0.6361265,0.81806326
98332,0.55995804,0.779979,0.57518536,0.78759265,0.51042104,0.7552105,0.5571646,0.77858233,0.57957244,0.7897862,0.6572626,0.8286313,0.6538663,0.82693315,0.69109833,0.84554917,0.69394267,0.84697133,0.7159611,0.85798055
98333,0.6275741,0.81378704,0.61997044,0.8099852,0.5630901,0.78154504,0.5983921,0.79919606,0.61769295,0.8088465,0.7198318,0.8599159,0.70181316,0.8509066,0.69325805,0.846629,0.75428075,0.8771404,0.7595509,0.87977546
98334,0.6516184,0.82580924,0.6862947,0.84314734,0.6597409,0.82987046,0.605449,0.8027245,0.64369404,0.821847,0.6414021,0.82070106,0.5520246,0.7760123,0.67282116,0.8364106,0.6255868,0.8127934,0.62077403,0.810387
98335,0.7319763,0.86598814,0.7307856,0.8653928,0.6698963,0.8349482,0.6986627,0.8493314,0.7158426,0.8579213,0.7867112,0.8933556,0.7200334,0.8600167,0.8007555,0.90037775,0.7538775,0.87693876,0.7710364,0.8855182
98336,0.56835407,0.78417706,0.55493367,0.77746683,0.55894494,0.7794725,0.54565287,0.77282643,0.5916023,0.79580116,0.67113465,0.83556736,0.5471895,0.77359474,0.642789,0.8213945,0.6443442,0.8221721,0.61484504,0.8074225
98337,0.43730313,0.71865153,0.39805305,0.6990265,0.34730053,0.67365026,0.4675969,0.73379844,0.4402495,0.7201247,0.47896776,0.7394839,0.49567202,0.747836,0.43261382,0.7163069,0.5381588,0.7690794,0.49554896,0.7477745
98338,0.5971254,0.7985627,0.66820264,0.8341013,0.57817245,0.7890862,0.6386229,0.81931144,0.5602736,0.7801368,0.52551377,0.7627569,0.54111946,0.7705597,0.64356345,0.82178175,0.66998225,0.8349911,0.6133004,0.80665016
98339,0.5553849,0.77769244,0.5723464,0.7861732,0.5065802,0.75329006,0.52828443,0.7641422,0.5793979,0.78969896,0.7113029,0.85565144,0.6589664,0.8294832,0.6901562,0.8450781,0.72367096,0.8618355,0.7582246,0.8791123
98340,0.59602416,0.7980121,0.56353843,0.7817692,0.5027586,0.7513793,0.5603774,0.7801887,0.60820746,0.80410373,0.7216255,0.8608128,0.69095933,0.84547967,0.65999854,0.82999927,0.69609034,0.8480452,0.7486303,0.87431514
98341,0.6580132,0.8290066,0.6645638,0.8322819,0.5905963,0.79529816,0.6224871,0.81124353,0.6442307,0.82211536,0.75614214,0.87807107,0.69323397,0.846617,0.7623898,0.8811949,0.742914,0.871457,0.7628929,0.8814465
98342,0.7037581,0.85187906,0.6434649,0.82173246,0.6096473,0.80482364,0.6541548,0.8270774,0.6828675,0.84143376,0.80477893,0.90238947,0.71984243,0.8599212,0.77130103,0.8856505,0.7773192,0.8886596,0.83297956,0.9164898
98343,0.50059676,0.7502984,0.49851036,0.7492552,0.4542364,0.7271182,0.48746175,0.7437309,0.5056271,0.7528136,0.61027527,0.80513763,0.57551384,0.7877569,0.5931735,0.79658675,0.66065156,0.8303258,0.6631609,0.83158046
98344,0.6989502,0.8494751,0.6889312,0.8444656,0.62615144,0.8130757,0.70811456,0.8540573,0.670135,0.8350675,0.720037,0.8600185,0.6878728,0.84393644,0.7485236,0.8742618,0.73115724,0.86557865,0.73759115,0.8687956
98345,0.6770763,0.83853817,0.6433624,0.8216812,0.62383455,0.8119173,0.5927799,0.79638994,0.6908419,0.84542096,0.81188977,0.9059449,0.6860367,0.84301835,0.7372992,0.8686496,0.7303436,0.8651718,0.80375004,0.901875
98346,0.6065465,0.80327326,0.61454505,0.80727255,0.57807827,0.78903913,0.60781085,0.8039054,0.6405034,0.8202517,0.72709376,0.86354685,0.66729385,0.8336469,0.7357712,0.8678856,0.7321282,0.8660641,0.7201754,0.8600877
98347,0.61260164,0.8063008,0.6121294,0.8060647,0.5567436,0.7783718,0.59505326,0.7975266,0.6385094,0.8192547,0.7200103,0.86000514,0.6707765,0.83538824,0.71078163,0.8553908,0.7523724,0.8761862,0.7346013,0.8673006
98348,0.55500954,0.7775048,0.5448017,0.77240086,0.52816045,0.7640802,0.5415524,0.7707762,0.5598279,0.77991396,0.67005825,0.8350291,0.6274853,0.81374264,0.6396549,0.81982744,0.7265698,0.8632849,0.71795714,0.85897857
98349,0.7060294,0.8530147,0.6952594,0.84762967,0.6244275,0.8122138,0.6707041,0.83535206,0.6999799,0.84998995,0.78203845,0.8910192,0.7021638,0.8510819,0.79868746,0.8993437,0.78382015,0.8919101,0.78720754,0.8936038
98350,0.64670897,0.8233545,0.6318524,0.8159262,0.58276105,0.7913805,0.6327522,0.8163761,0.67331386,0.8366569,0.80377793,0.90188897,0.7232431,0.86162156,0.7559976,0.8779988,0.767746,0.883873,0.81726855,0.9086343
98351,0.6289947,0.81449735,0.60917854,0.8045893,0.5322322,0.76611614,0.5588033,0.77940166,0.67096716,0.83548355,0.7788458,0.8894229,0.7282134,0.8641067,0.7448272,0.87241364,0.7445415,0.87227076,0.8051666,0.9025833
98352,0.4984197,0.7492099,0.495709,0.7478545,0.44483685,0.7224184,0.49807617,0.7490381,0.4924916,0.7462458,0.6251758,0.81258786,0.5844481,0.79222405,0.62392056,0.8119603,0.679265,0.8396325,0.67534137,0.8376707
98353,0.562716,0.781358,0.5716079,0.7858039,0.5165236,0.7582618,0.5239873,0.76199365,0.556025,0.7780125,0.65086013,0.82543004,0.63341755,0.8167088,0.6336816,0.81684077,0.68179744,0.84089875,0.7133955,0.85669774
98354,0.5831736,0.79158676,0.6385317,0.81926584,0.5785949,0.78929746,0.5446198,0.7723099,0.56856096,0.7842805,0.5433874,0.7716937,0.5598482,0.7799241,0.59853977,0.7992699,0.5808089,0.79040444,0.56461596,0.782308
98355,0.6781042,0.8390521,0.6896472,0.8448236,0.6501202,0.8250601,0.68060637,0.8403032,0.66478515,0.8323926,0.70013595,0.850068,0.6915742,0.8457871,0.7091767,0.8545884,0.75032187,0.87516093,0.78622377,0.8931119
98356,0.5612744,0.7806372,0.60365117,0.8018256,0.5047878,0.7523939,0.53743577,0.7687179,0.6088457,0.80442286,0.6224983,0.81124914,0.644757,0.8223785,0.65453994,0.82727,0.6548722,0.8274361,0.63015234,0.8150762
98357,0.67815256,0.8390763,0.70822525,0.8541126,0.65706646,0.82853323,0.6491533,0.8245766,0.66568303,0.8328415,0.59186935,0.7959347,0.60601705,0.80300856,0.6647147,0.83235735,0.64177716,0.8208886,0.61308146,0.8065407
98358,0.70474017,0.8523701,0.6870116,0.8435058,0.64752734,0.82376367,0.63362575,0.8168129,0.7125802,0.8562901,0.8168708,0.9084354,0.74653864,0.8732693,0.7834366,0.89171827,0.8130414,0.9065207,0.8475754,0.9237877
98359,0.6248355,0.81241775,0.5561689,0.77808446,0.5237485,0.76187426,0.5356444,0.7678222,0.59569687,0.79784846,0.71306205,0.856531,0.64386165,0.8219308,0.6608243,0.83041215,0.72682047,0.86341023,0.72750217,0.86375105
98360,0.60942173,0.80471087,0.63708603,0.818543,0.6230881,0.81154406,0.7055609,0.85278046,0.5772103,0.78860515,0.56238425,0.7811921,0.54004025,0.7700201,0.6657764,0.8328882,0.6690204,0.8345102,0.6363825,0.8181913
98361,0.72442144,0.86221075,0.7157402,0.8578701,0.6676416,0.8338208,0.6732644,0.8366322,0.70829535,0.8541477,0.780364,0.890182,0.73747975,0.86873984,0.8085374,0.90426874,0.7980027,0.89900136,0.83237374,0.91618687
98362,0.5515702,0.7757851,0.5794332,0.7897166,0.54259866,0.77129936,0.51753104,0.7587655,0.58144665,0.7907233,0.62622654,0.8131133,0.65311444,0.8265572,0.6292875,0.81464374,0.6894429,0.84472144,0.678566,0.839283
98363,0.7064835,0.85324174,0.6907449,0.84537244,0.6321118,0.8160559,0.641098,0.820549,0.7144871,0.85724354,0.77535355,0.8876768,0.6786086,0.8393043,0.78301466,0.8915073,0.7603965,0.88019824,0.77204907,0.88602453
98364,0.5377636,0.7688818,0.56221056,0.7811053,0.5369801,0.7684901,0.46633804,0.733169,0.56680775,0.7834039,0.6050452,0.8025226,0.576521,0.78826046,0.64673996,0.82337,0.60855854,0.80427927,0.5986951,0.7993475
98365,0.575366,0.787683,0.6222129,0.81110644,0.5534462,0.7767231,0.54968274,0.77484137,0.5570581,0.77852905,0.567685,0.7838425,0.5289918,0.7644959,0.63883233,0.81941617,0.62658775,0.8132939,0.5960367,0.79801834
98366,0.56028515,0.78014255,0.603307,0.8016535,0.5421688,0.7710844,0.5437341,0.77186704,0.57661784,0.7883089,0.5696758,0.7848379,0.55879045,0.7793952,0.6156565,0.80782825,0.61208665,0.8060433,0.5842819,0.79214096
98367,0.568084,0.784042,0.55084723,0.77542365,0.5361328,0.7680664,0.54906225,0.7745311,0.5714909,0.78574544,0.69136584,0.8456829,0.6062157,0.80310786,0.624199,0.81209946,0.68396807,0.84198403,0.6867917,0.8433958
98368,0.5068244,0.7534122,0.5456058,0.7728029,0.47975934,0.73987967,0.51100016,0.7555001,0.5004431,0.75022155,0.57345843,0.7867292,0.5528288,0.7764144,0.56933945,0.78466976,0.63202477,0.8160124,0.6096979,0.8048489
98369,0.6740036,0.8370018,0.6533842,0.8266921,0.60522985,0.8026149,0.6178386,0.8089193,0.7307725,0.86538625,0.8588394,0.9294197,0.7751013,0.88755065,0.8038206,0.9019103,0.80168706,0.9008435,0.86000425,0.9300021
98370,0.6409814,0.8204907,0.61951727,0.80975866,0.55020255,0.7751013,0.59361684,0.7968084,0.6463618,0.8231809,0.8062024,0.9031012,0.71197397,0.85598695,0.7614358,0.8807179,0.77704597,0.888523,0.82434666,0.91217333
98371,0.739817,0.8699085,0.72137374,0.8606869,0.67662793,0.83831394,0.73937273,0.86968637,0.7033217,0.85166085,0.769186,0.884593,0.7125497,0.85627484,0.79906857,0.8995343,0.78847516,0.8942376,0.812649,0.9063245
98372,0.7558919,0.87794596,0.7065958,0.8532979,0.6359957,0.8179978,0.64276636,0.8213832,0.76103467,0.88051736,0.84691906,0.92345953,0.77916557,0.88958275,0.8301586,0.9150793,0.80879194,0.90439594,0.8584987,0.92924935
98373,0.7551173,0.87755865,0.66281366,0.83140683,0.63525414,0.8176271,0.7070476,0.8535238,0.68429565,0.8421478,0.7424884,0.8712442,0.6444068,0.8222034,0.718824,0.859412,0.73981345,0.8699067,0.7318721,0.86593604
98374,0.69783866,0.84891933,0.6554167,0.82770836,0.6175895,0.80879474,0.6775701,0.83878505,0.6715737,0.8357868,0.74350274,0.87175137,0.6529063,0.82645315,0.7472147,0.87360734,0.7494428,0.8747214,0.7267585,0.86337924
98375,0.6824839,0.84124196,0.6942453,0.84712267,0.6636549,0.83182746,0.66509175,0.8325459,0.6818069,0.84090346,0.7791318,0.88956594,0.71385527,0.85692763,0.7567179,0.87835896,0.7938796,0.8969398,0.8073502,0.9036751
98376,0.71543443,0.8577172,0.68589777,0.8429489,0.66510963,0.8325548,0.7054275,0.85271376,0.66770434,0.8338522,0.74319106,0.8715955,0.6496143,0.82480717,0.7470678,0.8735339,0.75223964,0.87611985,0.72970665,0.8648533
98377,0.695447,0.8477235,0.676756,0.838378,0.6338124,0.8169062,0.64999175,0.8249959,0.7131118,0.85655594,0.82330805,0.911654,0.77139556,0.8856978,0.8243351,0.91216755,0.82409173,0.91204584,0.869905,0.9349525
98378,0.73989946,0.8699497,0.6959427,0.8479713,0.6239969,0.8119985,0.65078473,0.82539237,0.7244092,0.8622046,0.8516462,0.9258231,0.78373706,0.89186853,0.8096384,0.9048192,0.790199,0.8950995,0.8494143,0.9247072
98379,0.7427809,0.87139046,0.6450238,0.8225119,0.64922464,0.8246123,0.6775807,0.83879036,0.70614886,0.85307443,0.8203349,0.91016746,0.67690384,0.8384519,0.76102364,0.8805118,0.74827516,0.8741376,0.79841566,0.89920783
98380,0.6590508,0.8295254,0.6393345,0.8196672,0.5787717,0.78938586,0.650856,0.825428,0.670913,0.8354565,0.7626183,0.88130915,0.71259135,0.8562957,0.7425568,0.8712784,0.7729084,0.8864542,0.7854594,0.8927297
98381,0.59124327,0.79562163,0.6276023,0.81380117,0.5560511,0.7780255,0.5925158,0.7962579,0.58217365,0.7910868,0.65489507,0.82744753,0.62592995,0.812965,0.697453,0.8487265,0.67967093,0.83983546,0.6670321,0.83351606
98382,0.62437767,0.81218886,0.62917626,0.8145881,0.55835843,0.7791792,0.61658645,0.8082932,0.64534384,0.8226719,0.7299249,0.86496246,0.6961129,0.84805644,0.7413193,0.87065965,0.75738657,0.8786933,0.7817627,0.89088136
98383,0.6961562,0.84807813,0.7149137,0.85745686,0.66571265,0.8328563,0.6674114,0.83370566,0.708356,0.854178,0.74407905,0.87203956,0.6801616,0.8400808,0.7500577,0.87502885,0.77360374,0.88680184,0.7596647,0.8798324
98384,0.706107,0.8530535,0.673082,0.836541,0.60247445,0.8012372,0.709404,0.854702,0.6557291,0.8278645,0.7085266,0.8542633,0.6514863,0.82574314,0.7353038,0.86765194,0.73107946,0.8655397,0.7422148,0.8711074
98385,0.6577152,0.8288576,0.62043875,0.8102194,0.57536775,0.78768384,0.6052524,0.8026262,0.6596806,0.8298403,0.7969119,0.898456,0.71441805,0.857209,0.76068175,0.8803409,0.7746397,0.88731986,0.82212347,0.91106176
98386,0.6813029,0.84065145,0.6727295,0.83636475,0.6221278,0.8110639,0.6962521,0.84812605,0.6893074,0.8446537,0.72049886,0.8602494,0.6786933,0.83934665,0.7550217,0.87751085,0.7507572,0.8753786,0.7542075,0.87710375
98387,0.70638,0.85319,0.7389746,0.8694873,0.6636524,0.8318262,0.72471625,0.8623581,0.7277912,0.8638956,0.7920368,0.8960184,0.7432891,0.87164456,0.7997004,0.8998502,0.78253776,0.89126885,0.8272272,0.91361356
98388,0.7186568,0.8593284,0.6902648,0.8451324,0.6179551,0.80897754,0.7025573,0.85127866,0.72689056,0.8634453,0.7659699,0.88298494,0.7216133,0.86080664,0.7720864,0.8860432,0.75498253,0.87749124,0.77520484,0.88760245
98389,0.723585,0.8617925,0.6854107,0.84270537,0.6507923,0.8253962,0.68302345,0.8415117,0.7025242,0.8512621,0.7864171,0.89320856,0.70730853,0.85365427,0.7777533,0.8888767,0.7689923,0.88449615,0.7966165,0.8983083
98390,0.61442506,0.80721253,0.5710264,0.78551316,0.54369986,0.77184993,0.6793697,0.83968484,0.5911406,0.7955703,0.68234086,0.84117043,0.5862634,0.7931317,0.66257495,0.8312875,0.6775421,0.83877105,0.6960658,0.8480329
98391,0.617682,0.808841,0.5786747,0.78933734,0.5176486,0.7588243,0.5346776,0.7673388,0.6430415,0.82152075,0.7856815,0.89284074,0.70657444,0.8532872,0.7033497,0.85167485,0.74067473,0.87033737,0.7939221,0.8969611
98392,0.6064334,0.8032167,0.6398147,0.8199073,0.58489525,0.7924476,0.66125834,0.83062917,0.5667786,0.78338933,0.5881281,0.79406404,0.5614244,0.7807122,0.68134916,0.8406746,0.70388925,0.8519446,0.6621307,0.83106536
98393,0.6163844,0.8081922,0.6134151,0.80670756,0.5389826,0.7694913,0.56955135,0.7847757,0.6119766,0.8059883,0.7308315,0.86541575,0.6699792,0.8349896,0.71619475,0.8580974,0.7345929,0.86729646,0.7465991,0.87329954
98394,0.5471749,0.77358747,0.56344366,0.78172183,0.51227725,0.7561386,0.5129236,0.7564618,0.58828956,0.79414475,0.65642023,0.8282101,0.64578307,0.82289153,0.6648954,0.8324477,0.70170045,0.8508502,0.70886517,0.8544326
98395,0.74471354,0.8723568,0.68326896,0.8416345,0.63821435,0.8191072,0.6361034,0.8180517,0.7721147,0.8860574,0.884271,0.9421355,0.78570837,0.8928542,0.8337933,0.91689664,0.8031672,0.9015836,0.868419,0.93420947
98396,0.6574537,0.8287269,0.63101506,0.81550753,0.5831981,0.79159904,0.6285076,0.8142538,0.7081208,0.8540604,0.7947815,0.8973907,0.76260614,0.8813031,0.7654057,0.8827028,0.7780361,0.88901806,0.83567613,0.9178381
98397,0.566422,0.783211,0.56006056,0.78003025,0.4888084,0.7444042,0.5041882,0.7520941,0.6116905,0.80584526,0.7325077,0.86625385,0.6980959,0.84904796,0.6929935,0.84649676,0.73607135,0.8680357,0.78003776,0.8900189
98398,0.6564532,0.82822657,0.59709716,0.7985486,0.5531569,0.7765784,0.5487778,0.7743889,0.6690532,0.8345266,0.7850164,0.8925082,0.6887554,0.8443777,0.71550214,0.8577511,0.7269345,0.8634672,0.76579,0.882895
98399,0.537444,0.768722,0.55311275,0.7765564,0.48138687,0.74069345,0.47605228,0.73802614,0.5768132,0.7884066,0.6043767,0.80218834,0.623013,0.8115065,0.5912919,0.79564595,0.61563224,0.80781615,0.6043416,0.8021708
98400,0.51511276,0.7575564,0.5341542,0.7670771,0.44479656,0.7223983,0.54059803,0.770299,0.52609396,0.763047,0.52200973,0.76100487,0.53708804,0.768544,0.5352841,0.767642,0.621087,0.81054354,0.5524503,0.77622515
98401,0.6110214,0.8055107,0.66160387,0.83080196,0.5602479,0.78012395,0.5820567,0.7910284,0.5904095,0.79520476,0.65290993,0.826455,0.6281227,0.81406134,0.7295226,0.8647613,0.7192181,0.859609,0.69281864,0.8464093
98402,0.7821039,0.89105195,0.7414222,0.8707111,0.7159767,0.85798836,0.67789006,0.83894503,0.7681246,0.8840623,0.8425362,0.9212681,0.7307987,0.86539936,0.8423838,0.92119193,0.8029425,0.90147126,0.8253179,0.91265893
1747,0.69437635,0.8471882,0.6287844,0.8143922,0.61137456,0.8056873,0.6659943,0.83299714,0.63167965,0.8158398,0.6550822,0.8275411,0.62957036,0.8147852,0.6645365,0.83226824,0.69195354,0.84597677,0.66395545,0.8319777
1784,0.6938809,0.84694046,0.6684897,0.83424485,0.61982346,0.8099117,0.6267031,0.8133515,0.7127013,0.85635066,0.721628,0.860814,0.7319437,0.86597186,0.7267609,0.86338043,0.75143754,0.8757188,0.71262014,0.85631007
2476,0.7856879,0.89284396,0.7175688,0.85878444,0.7316935,0.86584675,0.63139236,0.8156962,0.7570883,0.87854415,0.7954494,0.8977247,0.7244326,0.8622163,0.76892984,0.8844649,0.7224442,0.8612221,0.7897619,0.89488095
2515,0.74622095,0.8731105,0.67396075,0.83698034,0.6748165,0.83740824,0.61729753,0.80864877,0.6731994,0.8365997,0.7171649,0.85858244,0.6302339,0.81511694,0.6761261,0.83806306,0.6744039,0.83720195,0.7193006,0.8596503
2517,0.7124043,0.8562021,0.6709236,0.8354618,0.67004406,0.83502203,0.57079375,0.7853969,0.6826227,0.84131134,0.616774,0.80838704,0.53099275,0.7654964,0.63732266,0.81866133,0.61721075,0.8086054,0.59723216,0.79861605
2529,0.7214825,0.86074126,0.65304625,0.8265231,0.5940417,0.79702085,0.58579504,0.7928975,0.6691628,0.8345814,0.6466552,0.8233276,0.6524656,0.8262328,0.6273355,0.8136678,0.6133772,0.8066886,0.6632663,0.83163315
2538,0.74339396,0.87169695,0.6673212,0.8336606,0.6319473,0.81597364,0.62812793,0.81406397,0.705047,0.8525235,0.6995337,0.84976685,0.6690937,0.83454686,0.68367213,0.8418361,0.65633106,0.82816553,0.6816207,0.84081036
2551,0.78512,0.89256,0.70699006,0.853495,0.6625114,0.8312557,0.60099685,0.8004984,0.70551634,0.85275817,0.72899234,0.8644962,0.6579813,0.82899064,0.6992769,0.84963846,0.70125985,0.8506299,0.70704824,0.8535241
2553,0.7738091,0.88690454,0.70132387,0.85066193,0.7126318,0.8563159,0.649385,0.8246925,0.6986501,0.84932506,0.72299325,0.8614966,0.6730246,0.8365123,0.7215563,0.86077815,0.6856662,0.8428331,0.73263025,0.8663151
2554,0.6709998,0.8354999,0.7051221,0.85256106,0.61126035,0.8056302,0.64149415,0.8207471,0.66607434,0.83303714,0.7000489,0.85002446,0.6763785,0.83818924,0.7315037,0.86575186,0.69695485,0.8484774,0.723094,0.861547
2555,0.61242855,0.8062143,0.6317136,0.8158568,0.5906663,0.79533315,0.59039044,0.7951952,0.5542838,0.7771419,0.55594206,0.777971,0.5571108,0.7785554,0.60693586,0.8034679,0.6422084,0.82110417,0.5989244,0.7994622
2556,0.7038647,0.85193235,0.7645925,0.88229626,0.7495619,0.87478095,0.6951467,0.84757334,0.6767882,0.8383941,0.6457968,0.8228984,0.60389197,0.801946,0.7274188,0.8637094,0.68861246,0.84430623,0.6616108,0.8308054
2577,0.7874249,0.89371246,0.740262,0.870131,0.70049095,0.8502455,0.69361883,0.8468094,0.6948365,0.84741825,0.7192938,0.8596469,0.6647854,0.8323927,0.7338127,0.86690634,0.71824336,0.8591217,0.7246275,0.86231375
