Unnamed: 0,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_doordash_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_doordash_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_apple_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_apple_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_samsara_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_samsara_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_yelp_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_yelp_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_match_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_match_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_i2c_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_i2c_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_adobe_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_adobe_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_amazon_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_amazon_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_rowan_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_rowan_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_google_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_google_ux_Score
86,-0.016821537,0.49158922,-0.03182543,0.4840873,-0.031103462,0.48444825,-0.0064468877,0.49677655,-0.040064648,0.47996768,-0.0020036194,0.4989982,0.004724283,0.50236213,-0.008299507,0.49585024,0.023140237,0.5115701,-0.0016560797,0.49917197
87,0.055063546,0.52753174,0.038111437,0.5190557,0.01872879,0.50936437,0.076838985,0.5384195,0.022948844,0.51147443,0.056328945,0.52816445,0.061478075,0.530739,0.07284501,0.5364225,0.13343576,0.56671786,0.0689995,0.53449976
88,0.052363068,0.5261815,0.012073622,0.5060368,-0.0015532086,0.49922338,0.047115162,0.5235576,0.007700696,0.50385034,0.056774143,0.52838707,0.019427232,0.5097136,0.057180032,0.52859,0.07357388,0.5367869,0.057164967,0.52858245
89,0.19820616,0.5991031,0.1772376,0.5886188,0.16810429,0.58405215,0.1827193,0.5913597,0.12240981,0.5612049,0.18431565,0.59215784,0.15103292,0.57551646,0.17458382,0.5872919,0.21752727,0.60876364,0.20531988,0.60265994
90,0.09147063,0.5457353,0.06289019,0.5314451,0.051081456,0.5255407,0.14043334,0.57021666,0.023145126,0.51157254,0.10198901,0.5509945,0.07282137,0.5364107,0.10050913,0.5502546,0.13113874,0.5655694,0.08399348,0.5419967
91,0.20781592,0.60390794,0.24610811,0.623054,0.21207479,0.6060374,0.25863957,0.6293198,0.1708154,0.5854077,0.26713836,0.6335692,0.23617291,0.61808646,0.2754579,0.6377289,0.3292879,0.66464394,0.26315463,0.6315773
92,0.15760039,0.5788002,0.11525686,0.55762845,0.10711114,0.55355555,0.1922081,0.596104,0.07393141,0.5369657,0.14811099,0.5740555,0.12912518,0.56456256,0.16406,0.58203,0.19286181,0.5964309,0.16711667,0.5835583
93,0.2326782,0.6163391,0.18353707,0.5917685,0.17899172,0.58949584,0.2872598,0.6436299,0.19114354,0.59557176,0.29793826,0.6489691,0.24066454,0.62033224,0.28613394,0.643067,0.3445663,0.6722832,0.31481177,0.65740585
94,0.055106215,0.5275531,0.02453993,0.51227,0.08559954,0.5427998,-0.014365537,0.49281722,0.032187715,0.51609385,0.030664813,0.5153324,0.023026615,0.5115133,0.073198006,0.536599,0.019136054,0.50956804,0.05201209,0.52600604
95,0.025718488,0.5128592,0.024925081,0.51246256,-0.011663143,0.49416843,0.09359588,0.54679793,-0.013663744,0.49316812,0.03616598,0.518083,0.049248096,0.52462405,0.045355257,0.5226776,0.11762053,0.55881023,0.0695807,0.53479034
96,0.5745268,0.7872634,0.6108173,0.80540866,0.51190877,0.7559544,0.55922604,0.779613,0.604266,0.80213296,0.7203468,0.8601734,0.67492986,0.8374649,0.6935036,0.8467518,0.73938173,0.8696909,0.75087416,0.8754371
97,0.18124282,0.5906214,0.16511327,0.5825566,0.11962358,0.5598118,0.2490204,0.62451017,0.12615186,0.5630759,0.20740674,0.6037034,0.21102452,0.60551226,0.2203394,0.6101697,0.25148308,0.62574154,0.20704214,0.60352105
98,0.15291573,0.57645786,0.14243832,0.57121915,0.09519794,0.54759896,0.20927966,0.6046398,0.11765441,0.5588272,0.21269041,0.6063452,0.19969359,0.5998468,0.20957564,0.6047878,0.25260243,0.6263012,0.21631232,0.60815614
99,0.28942484,0.64471245,0.2703656,0.6351828,0.21630515,0.60815257,0.33288288,0.66644144,0.23726228,0.6186311,0.3375467,0.66877335,0.31251526,0.6562576,0.32548892,0.66274446,0.39381886,0.6969094,0.3435242,0.6717621
100,0.288697,0.6443485,0.27252543,0.6362627,0.25863278,0.6293164,0.33409834,0.66704917,0.23729676,0.6186484,0.3101048,0.6550524,0.2621843,0.63109213,0.3312204,0.6656102,0.36332583,0.6816629,0.31866676,0.65933335
101,0.07891561,0.5394578,0.08615877,0.5430794,0.042019293,0.5210096,0.11878753,0.55939376,0.030622892,0.5153114,0.0874432,0.5437216,0.09467285,0.5473364,0.08356215,0.54178107,0.17013265,0.5850663,0.122422636,0.56121135
102,0.17257231,0.5862862,0.17600155,0.5880008,0.088249825,0.5441249,0.19973317,0.59986657,0.13306627,0.56653315,0.17406087,0.5870304,0.17528224,0.5876411,0.1645665,0.58228326,0.2570381,0.62851906,0.2066094,0.6033047
103,0.16680375,0.58340186,0.13835756,0.56917876,0.1144414,0.5572207,0.18551582,0.59275794,0.13046612,0.56523305,0.20412025,0.60206014,0.2133471,0.60667354,0.17827615,0.5891381,0.25931224,0.62965614,0.2050617,0.60253084
104,0.16134606,0.58067304,0.1720943,0.5860472,0.11188689,0.5559434,0.20183304,0.6009165,0.15149674,0.5757484,0.18388593,0.59194297,0.19952282,0.5997614,0.18162529,0.5908126,0.23482461,0.6174123,0.2220928,0.61104643
105,0.15893283,0.5794664,0.12315473,0.5615774,0.1281139,0.56405693,0.1647209,0.58236045,0.12381455,0.5619073,0.21037556,0.6051878,0.20920591,0.60460293,0.17798531,0.58899266,0.25853792,0.62926894,0.23024203,0.615121
106,0.08695866,0.5434793,0.110444784,0.5552224,0.046211235,0.5231056,0.1407471,0.57037354,0.04783936,0.5239197,0.08657184,0.5432859,0.08116709,0.54058355,0.113488585,0.5567443,0.14990807,0.57495403,0.11016765,0.5550838
107,0.007688742,0.5038444,-0.027143128,0.48642844,0.040039346,0.52001965,0.0026224703,0.50131124,0.0040399395,0.50201994,-0.032523774,0.48373812,0.010517526,0.50525874,0.0058136582,0.5029068,0.028786283,0.51439315,0.020716457,0.5103582
108,0.08634432,0.5431722,0.0937026,0.5468513,0.06840654,0.5342033,0.14298578,0.5714929,0.031593375,0.51579666,0.11017587,0.5550879,0.07949871,0.5397494,0.116419435,0.5582097,0.1558666,0.5779333,0.104626045,0.552313
109,0.09714644,0.5485732,0.07097938,0.5354897,0.041457217,0.5207286,0.091116115,0.54555804,0.057032723,0.52851635,0.13781139,0.5689057,0.12735376,0.5636769,0.12794842,0.5639742,0.18203822,0.5910191,0.13898608,0.56949306
110,0.23089013,0.6154451,0.19881365,0.59940684,0.16872755,0.58436376,0.25800726,0.62900364,0.15853262,0.5792663,0.24577367,0.62288684,0.22363469,0.61181736,0.23458095,0.6172905,0.2930984,0.6465492,0.2561746,0.6280873
111,0.020293592,0.5101468,-0.009850007,0.495075,-0.011786604,0.4941067,0.004784586,0.5023923,-0.030460931,0.48476952,0.0446263,0.5223132,-0.0019961298,0.49900192,0.03175875,0.5158794,0.042677313,0.52133864,0.045064665,0.52253234
112,0.09543675,0.5477184,-0.0028120559,0.498594,0.052144393,0.5260722,0.11738025,0.55869013,0.06977674,0.5348884,0.1344706,0.5672353,0.0872091,0.54360455,0.102926485,0.55146325,0.131372,0.565686,0.12930056,0.5646503
113,0.09899923,0.54949963,0.056625385,0.5283127,0.05045964,0.5252298,0.10753703,0.5537685,0.030822014,0.515411,0.11079955,0.5553998,0.054671414,0.5273357,0.09105158,0.5455258,0.12278648,0.56139326,0.11674518,0.5583726
114,0.13242483,0.5662124,0.11315389,0.55657697,0.08710287,0.54355145,0.17205426,0.58602715,0.06895761,0.5344788,0.13386998,0.566935,0.12200001,0.561,0.16076185,0.5803809,0.20954093,0.6047705,0.16153775,0.5807689
115,0.011917934,0.505959,-0.008578192,0.4957109,0.0078050755,0.50390255,0.052371174,0.5261856,-0.042798813,0.4786006,0.03979679,0.5198984,0.0022993227,0.50114965,0.024149913,0.51207495,0.07298607,0.53649306,0.038087882,0.5190439
116,0.12376599,0.561883,0.13898993,0.56949496,0.05627694,0.52813846,0.14192803,0.57096404,0.07880224,0.5394011,0.10608662,0.5530433,0.1164881,0.55824405,0.11550282,0.5577514,0.16066755,0.58033377,0.13586375,0.5679319
117,0.11395851,0.55697924,0.09504296,0.5475215,0.049896635,0.5249483,0.14693491,0.57346743,0.07485367,0.5374268,0.15008348,0.5750418,0.13568786,0.5678439,0.16472796,0.58236396,0.20294842,0.6014742,0.1464785,0.57323927
118,0.17580897,0.58790445,0.16088527,0.58044267,0.11753448,0.55876726,0.18914747,0.59457374,0.14758374,0.57379186,0.22485635,0.6124282,0.2332488,0.6166244,0.21148874,0.60574436,0.27302292,0.63651145,0.23073459,0.6153673
119,0.022409387,0.5112047,0.032132212,0.51606613,-0.008042578,0.4959787,0.056178834,0.5280894,0.0030670874,0.50153357,0.03392691,0.5169635,0.03346618,0.5167331,0.0465658,0.5232829,0.08340825,0.5417041,0.046223618,0.5231118
120,0.060069304,0.53003466,0.055995356,0.5279977,0.03683487,0.5184174,0.13488378,0.5674419,0.012037876,0.50601894,0.09485927,0.5474296,0.066166244,0.53308314,0.09727516,0.54863757,0.13942683,0.5697134,0.10156512,0.55078256
121,0.1435489,0.5717745,0.12887907,0.56443954,0.10077744,0.5503887,0.18848741,0.5942437,0.114538714,0.55726933,0.18930855,0.59465426,0.17792696,0.5889635,0.19202375,0.5960119,0.23188381,0.6159419,0.19704482,0.5985224
122,-0.015986197,0.4920069,-0.05851138,0.4707443,-0.046583623,0.47670817,-0.017696604,0.4911517,-0.0647433,0.46762836,-0.011888424,0.49405578,-0.018406603,0.4907967,-0.011567852,0.49421608,0.039314777,0.5196574,0.009405522,0.50470275
123,0.16913152,0.58456576,0.17517245,0.5875862,0.13064165,0.56532085,0.21664886,0.6083244,0.07438342,0.5371917,0.19754615,0.59877306,0.15437117,0.5771856,0.2120729,0.6060364,0.25997907,0.6299895,0.21574646,0.6078732
124,0.18788436,0.59394217,0.15129791,0.57564896,0.1395411,0.5697706,0.22126451,0.61063224,0.1267323,0.5633662,0.20742118,0.6037106,0.15969765,0.5798488,0.18751597,0.593758,0.2299653,0.61498266,0.19360547,0.5968027
125,0.18176676,0.5908834,0.16617179,0.5830859,0.09626988,0.5481349,0.23476389,0.61738193,0.1437293,0.57186466,0.20624475,0.60312235,0.20953359,0.6047668,0.2227226,0.6113613,0.233787,0.61689353,0.21322165,0.60661083
126,0.083051085,0.54152554,0.118150204,0.5590751,0.07464968,0.53732485,0.12884164,0.5644208,0.07097999,0.53549,0.11703059,0.5585153,0.109601185,0.55480057,0.122619465,0.56130975,0.20126621,0.6006331,0.12467387,0.5623369
127,-0.00225728,0.49887136,-0.016767712,0.49161613,-0.004252131,0.49787393,0.048768774,0.5243844,-0.042233165,0.47888342,0.0011903585,0.50059515,0.008626856,0.5043134,0.016775865,0.5083879,0.058758304,0.5293791,0.023268742,0.51163435
128,0.044100124,0.5220501,0.02822369,0.5141118,0.017337278,0.50866866,0.029851263,0.51492566,0.023225699,0.51161283,0.039145738,0.51957285,0.06765102,0.5338255,0.047423627,0.5237118,0.07979346,0.5398967,0.08062078,0.5403104
129,0.018699985,0.50935,-0.007050091,0.49647495,-0.016175108,0.49191245,0.08241692,0.54120845,-0.043534555,0.4782327,0.029218819,0.5146094,0.0040332694,0.50201666,0.019294653,0.5096473,0.06805703,0.53402853,0.033528525,0.5167643
130,0.044574354,0.5222872,0.032361902,0.51618093,0.02194083,0.5109704,0.080866516,0.5404333,-0.0042189015,0.49789056,0.04541041,0.5227052,0.038441658,0.5192208,0.060477406,0.5302387,0.08479819,0.5423991,0.05103565,0.5255178
131,0.23811533,0.61905766,0.2121639,0.60608196,0.20279102,0.6013955,0.22970213,0.61485106,0.23028946,0.6151447,0.30578515,0.6528926,0.28138268,0.64069134,0.28372902,0.64186454,0.33416694,0.6670835,0.3392805,0.66964024
132,0.054670244,0.5273351,0.021203885,0.51060194,0.02041236,0.51020616,0.06714089,0.53357047,0.011902683,0.50595134,0.05507628,0.5275381,0.052878678,0.5264393,0.054668814,0.5273344,0.081968844,0.5409844,0.07792698,0.5389635
133,0.06672051,0.53336024,0.06260001,0.5313,0.045768365,0.5228842,0.09920482,0.5496024,0.023322102,0.51166105,0.06745169,0.53372586,0.06505821,0.5325291,0.07940897,0.5397045,0.11679835,0.5583992,0.089313194,0.5446566
134,0.2589185,0.62945926,0.2740708,0.63703537,0.21058121,0.6052906,0.3653582,0.6826791,0.17122537,0.58561265,0.22920136,0.61460066,0.22233321,0.6111666,0.27449638,0.63724816,0.35060602,0.675303,0.2667794,0.6333897
135,0.20405242,0.6020262,0.24346623,0.6217331,0.14434035,0.5721702,0.28850076,0.6442504,0.16245982,0.5812299,0.23411272,0.61705637,0.23608834,0.61804414,0.26655555,0.6332778,0.32139695,0.6606985,0.24966528,0.62483263
136,0.018302966,0.50915146,-0.010021573,0.49498922,0.0001727622,0.50008637,0.05889935,0.5294497,-0.044684418,0.4776578,0.01043164,0.5052158,-0.012829134,0.49358544,0.037401035,0.51870054,0.049565334,0.52478266,0.0060778265,0.50303894
137,0.003357833,0.50167894,0.00543998,0.50272,-0.011168603,0.4944157,0.057595793,0.5287979,-0.017448109,0.49127594,0.016749049,0.5083745,0.027794266,0.5138971,0.040930185,0.5204651,0.05556723,0.52778363,0.02092952,0.5104648
138,0.037706412,0.5188532,0.02418778,0.5120939,0.0034228014,0.5017114,0.047874145,0.52393705,0.012304754,0.5061524,0.06755252,0.5337763,0.06256387,0.53128195,0.05452907,0.52726454,0.10709159,0.5535458,0.07811068,0.53905535
139,0.055359453,0.52767974,0.03113688,0.51556844,-0.0017249193,0.49913755,0.094053194,0.5470266,-0.010439018,0.49478048,0.07978994,0.53989494,0.081663445,0.54083174,0.037726752,0.5188634,0.13140526,0.5657026,0.077716306,0.5388582
140,0.2020055,0.60100275,0.21002123,0.6050106,0.13429001,0.567145,0.26951414,0.63475704,0.16732037,0.5836602,0.23209059,0.6160453,0.21268882,0.6063444,0.23037061,0.6151853,0.29820013,0.64910007,0.25519615,0.62759805
141,0.0193342,0.5096671,-0.01639447,0.49180275,-0.010260295,0.49486986,0.045297332,0.5226487,-0.02625612,0.48687193,0.012503992,0.506252,0.010962238,0.5054811,0.038902193,0.5194511,0.064924955,0.5324625,0.033819504,0.5169098
142,0.07508753,0.5375438,0.042755093,0.52137756,0.033360202,0.5166801,0.06537941,0.5326897,0.020652112,0.510326,0.07829858,0.5391493,0.041514717,0.5207574,0.067970335,0.53398514,0.08830479,0.5441524,0.06312941,0.5315647
143,0.21327712,0.60663855,0.23751542,0.6187577,0.16563883,0.5828194,0.25764173,0.6288209,0.21010694,0.6050535,0.2888992,0.6444496,0.26363593,0.63181794,0.25437492,0.6271875,0.29924482,0.64962244,0.27993655,0.6399683
144,0.44974208,0.72487104,0.48277414,0.74138707,0.4334236,0.7167118,0.4470523,0.7235261,0.4680518,0.7340259,0.48725075,0.7436254,0.44939023,0.7246951,0.46517128,0.73258567,0.5040822,0.7520411,0.48419434,0.74209714
145,0.11012388,0.55506194,0.10043024,0.5502151,0.06725613,0.53362805,0.16952209,0.584761,0.08416615,0.5420831,0.14858498,0.5742925,0.15479428,0.5773971,0.15512326,0.5775616,0.20190583,0.6009529,0.17326848,0.5866342
146,0.19930187,0.5996509,0.20296079,0.60148036,0.14305547,0.5715277,0.2567297,0.62836486,0.14764544,0.57382274,0.21471813,0.60735905,0.19593242,0.5979662,0.22209615,0.6110481,0.26020628,0.6301031,0.21905237,0.60952616
147,0.07016522,0.5350826,0.04805053,0.52402526,0.01772967,0.5088648,0.120565474,0.5602827,0.014541712,0.5072709,0.05293697,0.5264685,0.05210329,0.52605164,0.0785731,0.53928655,0.09991044,0.54995525,0.061322115,0.53066105
148,0.08605061,0.5430253,0.09138256,0.54569125,0.050917808,0.52545893,0.11596614,0.55798304,0.06734884,0.5336744,0.107812814,0.5539064,0.11692605,0.55846304,0.10218495,0.5510925,0.16442965,0.58221483,0.13347188,0.5667359
149,0.26354164,0.63177085,0.20753807,0.60376906,0.1886675,0.59433377,0.29730892,0.64865446,0.12469971,0.56234986,0.21116145,0.60558075,0.19425005,0.59712505,0.22122285,0.61061144,0.30449313,0.6522466,0.24082622,0.6204131
150,0.27264827,0.63632417,0.23644349,0.61822176,0.20101371,0.60050684,0.23737392,0.618687,0.2859273,0.64296365,0.34341675,0.67170835,0.32767805,0.66383904,0.2909785,0.6454892,0.32034996,0.66017497,0.32446504,0.6622325
151,0.39485836,0.6974292,0.3853006,0.6926503,0.29892665,0.6494633,0.41359884,0.7067994,0.3523453,0.6761726,0.3921169,0.69605845,0.39346752,0.6967338,0.42681482,0.7134074,0.42240435,0.71120214,0.38857636,0.6942882
152,0.0014563543,0.5007282,-0.010467041,0.49476647,-0.026641656,0.48667917,0.040748738,0.52037436,-0.04484756,0.47757623,-0.00709223,0.49645388,0.019111626,0.5095558,-0.0004929453,0.49975353,0.05152244,0.52576125,0.029054035,0.514527
153,0.17067188,0.58533597,0.1784931,0.5892466,0.13512897,0.5675645,0.20676142,0.6033807,0.1238172,0.5619086,0.18861297,0.59430647,0.1807434,0.5903717,0.20015085,0.6000754,0.26533264,0.63266635,0.20038953,0.60019475
154,0.43250144,0.7162507,0.45812404,0.729062,0.39324528,0.6966226,0.4193043,0.7096522,0.4593499,0.72967494,0.535642,0.767821,0.57306767,0.78653383,0.53686386,0.7684319,0.55899894,0.7794995,0.5663289,0.78316444
155,0.1782023,0.58910114,0.17555548,0.58777773,0.110014945,0.55500746,0.25187913,0.62593955,0.14452453,0.5722623,0.21946564,0.6097328,0.23344392,0.616722,0.228071,0.6140355,0.2849937,0.6424968,0.22397465,0.61198735
156,0.39205664,0.69602835,0.39542562,0.6977128,0.30849493,0.65424746,0.39168045,0.69584024,0.36992028,0.6849601,0.43545756,0.7177288,0.43379933,0.71689963,0.42839253,0.71419626,0.4712818,0.7356409,0.43799055,0.7189953
157,0.23807907,0.61903954,0.22685115,0.61342555,0.16840908,0.58420455,0.29430208,0.64715105,0.18236728,0.59118366,0.25544068,0.62772036,0.27624765,0.6381238,0.28043795,0.640219,0.33379155,0.66689575,0.28487504,0.6424375
158,0.1316636,0.5658318,0.15212321,0.5760616,0.111899935,0.55595,0.2317779,0.61588895,0.07852378,0.5392619,0.10273768,0.55136883,0.104146145,0.55207306,0.15975264,0.5798763,0.20074242,0.60037124,0.14446956,0.57223475
159,0.09217993,0.54608995,0.07252265,0.5362613,0.07236248,0.5361812,0.14639983,0.5731999,0.060332954,0.5301665,0.11270784,0.5563539,0.11960953,0.55980474,0.13525721,0.5676286,0.19030935,0.59515464,0.14983365,0.57491684
160,0.061473384,0.5307367,-0.019873504,0.49006325,0.019084793,0.5095424,0.022368986,0.5111845,0.008793996,0.504397,0.062349558,0.5311748,-0.0074814744,0.49625927,0.054702513,0.52735126,0.051899068,0.52594954,0.032058507,0.51602924
161,0.30308154,0.65154076,0.28006163,0.6400308,0.23758538,0.6187927,0.3229561,0.66147804,0.24466564,0.6223328,0.31899405,0.659497,0.3069844,0.6534922,0.33245397,0.666227,0.3495174,0.6747587,0.31240743,0.65620375
162,0.18068743,0.5903437,0.161703,0.5808515,0.1377417,0.56887084,0.23653087,0.61826545,0.06472095,0.5323605,0.110781305,0.55539066,0.123402596,0.5617013,0.14399329,0.5719966,0.20391262,0.6019563,0.1433804,0.5716902
163,0.36323655,0.6816183,0.3985722,0.6992861,0.32127976,0.6606399,0.37730965,0.68865484,0.29944777,0.6497239,0.3499147,0.67495733,0.3761525,0.68807626,0.40024185,0.7001209,0.42196178,0.7109809,0.41023314,0.70511657
164,0.15570469,0.57785237,0.17089237,0.5854462,0.09932894,0.5496645,0.20612513,0.60306257,0.13635235,0.56817615,0.19542581,0.5977129,0.2087104,0.6043552,0.20110801,0.600554,0.2635935,0.6317967,0.2184523,0.60922617
165,0.22704822,0.6135241,0.208571,0.6042855,0.13520454,0.5676023,0.24255401,0.621277,0.19900605,0.59950304,0.28964078,0.6448204,0.2777223,0.6388612,0.2680465,0.63402325,0.34778154,0.67389077,0.32660538,0.66330266
166,0.4612705,0.7306353,0.49718326,0.74859166,0.38307893,0.69153947,0.3971386,0.6985693,0.48074198,0.740371,0.5707674,0.7853837,0.6135864,0.8067932,0.58336854,0.79168427,0.6514929,0.8257464,0.6509103,0.8254552
167,0.013593758,0.5067969,-0.0027415408,0.49862924,-0.002333221,0.4988334,0.042409852,0.52120495,-0.013931618,0.49303418,0.024963923,0.512482,0.02344818,0.5117241,0.018807901,0.50940394,0.08271296,0.5413565,0.03485115,0.5174256
168,0.15357602,0.576788,0.05699692,0.5284985,0.07537194,0.537686,0.1495761,0.57478803,0.04226608,0.52113307,0.110772684,0.55538636,0.054189198,0.5270946,0.101611584,0.5508058,0.12763214,0.5638161,0.080118105,0.54005903
169,0.14543134,0.57271564,0.13937257,0.5696863,0.086720645,0.54336035,0.19157684,0.5957884,0.05581539,0.52790767,0.11530832,0.55765414,0.108233035,0.5541165,0.13047862,0.5652393,0.17136107,0.58568054,0.11898762,0.5594938
170,-0.009565162,0.4952174,-0.01472134,0.49263933,-0.020470388,0.4897648,0.030958991,0.5154795,-0.03938967,0.48030517,0.0004310226,0.50021553,0.00207752,0.5010388,0.014486787,0.5072434,0.042699773,0.5213499,0.009599712,0.50479984
171,0.17922932,0.5896146,0.20037523,0.6001876,0.1351646,0.5675823,0.2377193,0.61885965,0.13923244,0.5696162,0.1873437,0.59367186,0.22034258,0.6101713,0.20943359,0.6047168,0.289806,0.644903,0.2155596,0.6077798
172,0.019331437,0.5096657,0.011805214,0.5059026,0.0051013324,0.50255066,0.09832044,0.54916024,-0.058758948,0.4706205,0.005339016,0.5026695,0.00029337406,0.5001467,0.013780833,0.5068904,0.06963897,0.5348195,0.03391327,0.5169566
173,0.42738247,0.71369123,0.47278094,0.7363905,0.3979033,0.69895166,0.4462295,0.7231147,0.4399987,0.7199993,0.57140696,0.7857035,0.5499142,0.77495706,0.5190012,0.7595006,0.6455157,0.82275784,0.6186056,0.8093028
174,0.17796886,0.58898443,0.17434403,0.58717203,0.15916942,0.5795847,0.27498823,0.6374941,0.1596698,0.5798349,0.25194198,0.62597096,0.25482732,0.62741363,0.23172149,0.61586076,0.30100143,0.6505007,0.272121,0.6360605
175,0.11493112,0.55746555,0.1145306,0.5572653,0.071511485,0.53575575,0.16879763,0.5843988,0.08100011,0.54050004,0.15735912,0.57867956,0.14251097,0.5712555,0.14319894,0.5715995,0.19842699,0.5992135,0.1545076,0.5772538
176,0.50201714,0.75100857,0.46883273,0.73441637,0.4661903,0.73309517,0.49737144,0.7486857,0.5772332,0.7886166,0.7055497,0.85277486,0.60104907,0.80052453,0.6100985,0.80504924,0.6410122,0.8205061,0.68653333,0.84326667
177,0.07386525,0.53693265,0.050924208,0.5254621,0.024186928,0.5120935,0.1177638,0.5588819,0.027632575,0.5138163,0.08901368,0.54450685,0.072579026,0.5362895,0.0855173,0.54275864,0.12533996,0.56267,0.090805374,0.5454027
178,0.56301296,0.7815065,0.5671706,0.7835853,0.47280946,0.7364047,0.5755319,0.787766,0.56242514,0.78121257,0.65516686,0.82758343,0.67768,0.83884,0.6814277,0.84071386,0.6934259,0.84671295,0.7146034,0.8573017
179,0.53448796,0.767244,0.53189254,0.76594627,0.46956533,0.7347827,0.50512266,0.75256133,0.5509184,0.7754592,0.61559427,0.80779713,0.6158373,0.80791867,0.6119357,0.8059678,0.6340301,0.81701505,0.6528897,0.82644486
180,0.038074125,0.51903707,0.013411007,0.5067055,0.0148981605,0.5074491,0.048095714,0.52404785,-0.036450647,0.4817747,0.04146062,0.5207303,0.0075627444,0.5037814,0.04865622,0.5243281,0.06260926,0.53130466,0.047859866,0.52392995
181,-0.023212764,0.4883936,-0.04132481,0.4793376,-0.04582285,0.47708857,-0.003373757,0.49831313,-0.06279,0.468605,-0.009618317,0.49519083,-0.0028575435,0.49857122,-0.007377601,0.4963112,0.059179995,0.52959,0.0068572676,0.50342864
182,0.5675386,0.7837693,0.5701835,0.78509176,0.5122131,0.75610656,0.60437787,0.80218893,0.5170039,0.75850195,0.60070235,0.80035114,0.49750298,0.7487515,0.6139062,0.8069531,0.66007185,0.8300359,0.6127096,0.80635476
183,0.3040527,0.65202636,0.29083773,0.6454189,0.20639725,0.60319865,0.3313642,0.6656821,0.2607497,0.63037485,0.34918645,0.6745932,0.33370948,0.66685474,0.31113535,0.65556765,0.3998029,0.69990146,0.37766838,0.6888342
184,-0.010234091,0.49488294,-0.035087768,0.48245612,-0.03511596,0.48244202,0.029525513,0.51476276,-0.073674954,0.4631625,-0.013111185,0.4934444,-0.037319705,0.48134014,-0.0026157622,0.49869213,0.024634134,0.51231706,-0.012861153,0.49356943
185,0.21616954,0.6080848,0.15171923,0.5758596,0.15732056,0.57866025,0.22486055,0.6124303,0.17514327,0.5875716,0.26911193,0.63455594,0.22498286,0.6124914,0.2513789,0.62568945,0.30607414,0.6530371,0.2683747,0.63418734
