Unnamed: 0,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_doordash_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_doordash_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_apple_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_apple_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_samsara_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_samsara_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_yelp_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_yelp_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_match_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_match_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_i2c_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_i2c_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_adobe_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_adobe_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_amazon_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_amazon_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_rowan_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_rowan_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_google_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_google_ux_Score
6213,0.7424934,0.8712467,0.6502721,0.82513607,0.6383221,0.81916106,0.5620703,0.7810352,0.65819466,0.82909733,0.6611881,0.83059406,0.59528863,0.7976443,0.6576929,0.82884645,0.63131,0.815655,0.62622833,0.81311417
6214,0.6379448,0.8189724,0.6168752,0.8084376,0.5958299,0.797915,0.5522518,0.7761259,0.55445045,0.77722526,0.57900953,0.78950477,0.5686219,0.78431094,0.5983206,0.7991603,0.60403186,0.8020159,0.5983224,0.7991612
6231,0.67083776,0.8354189,0.65369254,0.82684624,0.6136792,0.8068396,0.5571773,0.77858865,0.62029535,0.81014764,0.6036879,0.80184394,0.5983397,0.79916984,0.62419283,0.8120964,0.5857513,0.79287565,0.598188,0.79909396
6232,0.7738053,0.8869027,0.7030103,0.85150516,0.7291178,0.86455894,0.64591026,0.82295513,0.7040097,0.8520049,0.72437143,0.8621857,0.64418745,0.8220937,0.7360072,0.8680036,0.68113834,0.84056914,0.72500956,0.8625048
6233,0.72967046,0.86483526,0.6952576,0.84762883,0.7219798,0.8609899,0.6034481,0.8017241,0.6614508,0.83072543,0.680925,0.8404625,0.57703644,0.7885182,0.68069535,0.84034765,0.65691197,0.828456,0.6328348,0.8164174
6239,0.5865311,0.7932656,0.6250993,0.81254965,0.5305389,0.76526946,0.60353327,0.80176663,0.5422323,0.77111614,0.57196456,0.78598225,0.5925534,0.7962767,0.6012784,0.8006392,0.65837204,0.829186,0.6187329,0.80936646
6240,0.7431917,0.87159586,0.6624971,0.8312485,0.6726961,0.83634806,0.5904063,0.79520315,0.7061846,0.8530923,0.7072023,0.85360116,0.64012164,0.82006085,0.6651841,0.832592,0.6601361,0.83006805,0.6889081,0.84445405
6254,0.6950913,0.8475456,0.7417144,0.87085724,0.64265585,0.8213279,0.6141943,0.80709714,0.6726868,0.8363434,0.6491978,0.8245989,0.6559898,0.82799494,0.704828,0.852414,0.6429202,0.8214601,0.6454956,0.8227478
6255,0.6643889,0.83219445,0.6006075,0.80030376,0.61553633,0.80776817,0.5609781,0.7804891,0.6000907,0.8000454,0.6246207,0.81231034,0.59266686,0.79633343,0.59707856,0.7985393,0.61045706,0.80522853,0.61668646,0.80834323
6342,0.58055484,0.7902774,0.60184306,0.80092156,0.54358023,0.77179015,0.49477464,0.7473873,0.5846766,0.7923383,0.5575725,0.77878624,0.5737392,0.7868696,0.58869445,0.7943472,0.5421441,0.77107203,0.5266917,0.76334584
7630,0.67466885,0.8373344,0.71243227,0.85621613,0.5992414,0.7996207,0.61291313,0.80645657,0.6600174,0.8300087,0.66820073,0.83410037,0.6741035,0.83705175,0.7276611,0.86383057,0.6733395,0.83666974,0.7283869,0.86419344
7654,0.64488125,0.8224406,0.68265533,0.84132767,0.6374172,0.8187086,0.5591873,0.77959365,0.6170976,0.8085488,0.60420835,0.8021042,0.58883655,0.7944183,0.6104638,0.8052319,0.6141046,0.8070523,0.60287166,0.8014358
8890,0.6229112,0.8114556,0.6107695,0.80538476,0.5832465,0.79162323,0.59822935,0.7991147,0.5825721,0.79128605,0.6617502,0.8308751,0.61194,0.80597,0.69946396,0.849732,0.7088829,0.85444146,0.7148676,0.8574338
8916,0.76615864,0.8830793,0.7455255,0.87276274,0.7228706,0.8614353,0.6611923,0.83059615,0.6950038,0.8475019,0.6497183,0.82485914,0.63692987,0.81846493,0.68951535,0.8447577,0.66679597,0.833398,0.65351367,0.82675683
9028,0.6215906,0.8107953,0.6408417,0.82042086,0.5749006,0.7874503,0.58338106,0.7916905,0.5797535,0.78987676,0.588078,0.794039,0.6045351,0.80226755,0.6302781,0.81513906,0.5860634,0.7930317,0.62003255,0.8100163
9066,0.7139813,0.85699064,0.63705784,0.8185289,0.63005173,0.81502587,0.5475765,0.7737882,0.6585427,0.8292713,0.66886437,0.8344322,0.5887389,0.79436946,0.6482818,0.8241409,0.60472095,0.8023605,0.63936067,0.81968033
9445,0.7369783,0.86848915,0.69812393,0.84906197,0.691913,0.8459565,0.65957344,0.8297867,0.6897972,0.8448986,0.71154195,0.85577095,0.6625931,0.83129656,0.7006274,0.85031366,0.71083695,0.85541844,0.71882176,0.8594109
9542,0.69826984,0.8491349,0.69517875,0.8475894,0.6339929,0.81699646,0.68744016,0.8437201,0.69292325,0.84646165,0.61221653,0.80610824,0.5611266,0.7805633,0.68844926,0.84422463,0.6668409,0.83342046,0.6041815,0.80209076
9546,0.719065,0.8595325,0.6593503,0.82967514,0.61816484,0.8090824,0.61688673,0.80844337,0.6508641,0.82543206,0.6574931,0.82874656,0.6364867,0.8182434,0.6658756,0.83293784,0.6600956,0.8300478,0.6466043,0.82330215
9547,0.722365,0.8611825,0.6912049,0.84560245,0.65740764,0.8287038,0.651865,0.8259325,0.6318141,0.81590706,0.6293329,0.81466645,0.62111485,0.8105574,0.66705084,0.8335254,0.67121,0.835605,0.6487446,0.8243723
9583,0.6932556,0.84662783,0.6687309,0.8343655,0.63162965,0.81581485,0.628464,0.814232,0.63607633,0.81803817,0.6209336,0.81046677,0.594825,0.7974125,0.6287193,0.81435966,0.6355885,0.81779426,0.61559045,0.8077952
9587,0.69705975,0.8485299,0.6655052,0.8327526,0.63367933,0.8168397,0.5579573,0.77897865,0.6129002,0.8064501,0.6768665,0.83843327,0.6121543,0.8060771,0.6285323,0.81426615,0.635864,0.817932,0.66298217,0.8314911
12037,0.74636817,0.8731841,0.768,0.884,0.74599934,0.87299967,0.6673052,0.8336526,0.7432622,0.8716311,0.7740488,0.8870244,0.73439896,0.8671995,0.798939,0.8994695,0.773507,0.8867535,0.7902871,0.8951435
12116,0.65673727,0.82836866,0.6395309,0.81976545,0.65372634,0.82686317,0.5912552,0.7956276,0.6100311,0.80501556,0.6347862,0.81739306,0.6059293,0.8029647,0.6519368,0.8259684,0.60794836,0.80397415,0.64714754,0.82357377
12122,0.736984,0.868492,0.6819453,0.84097266,0.66593957,0.8329698,0.5807276,0.7903638,0.6655365,0.83276826,0.68835264,0.8441763,0.62496233,0.81248116,0.6714544,0.8357272,0.62776405,0.813882,0.6554479,0.827724
12124,0.584095,0.7920475,0.5979618,0.7989809,0.56615824,0.78307915,0.5362952,0.7681476,0.5176698,0.7588349,0.57263076,0.7863154,0.542806,0.771403,0.56558895,0.7827945,0.5699632,0.7849816,0.5814735,0.7907368
12141,0.73462164,0.8673108,0.6840811,0.84204054,0.6634079,0.83170396,0.5957741,0.7978871,0.70581156,0.85290575,0.71330655,0.8566533,0.7002651,0.8501326,0.6781026,0.8390513,0.6854879,0.842744,0.7087152,0.8543576
12143,0.64983374,0.82491684,0.6771543,0.83857715,0.62069917,0.8103496,0.57757205,0.78878605,0.5817804,0.7908902,0.58944154,0.79472077,0.56153286,0.7807664,0.6437902,0.8218951,0.5967209,0.79836047,0.6056287,0.80281436
12149,0.69181967,0.84590983,0.71306443,0.8565322,0.68151534,0.84075767,0.5804658,0.7902329,0.6461848,0.8230924,0.64158493,0.82079244,0.66114634,0.8305732,0.6511533,0.82557666,0.6450845,0.82254225,0.66196245,0.83098125
12161,0.5881519,0.79407597,0.5820042,0.7910021,0.5329453,0.76647264,0.5393829,0.76969147,0.54183596,0.770918,0.59168506,0.7958425,0.59717053,0.7985853,0.58988607,0.79494303,0.604318,0.802159,0.61366755,0.80683374
12252,0.62724054,0.81362027,0.64638233,0.82319117,0.5907799,0.79538995,0.62635326,0.81317663,0.6050484,0.8025242,0.6286034,0.8143017,0.59680796,0.798404,0.6735872,0.8367936,0.6572596,0.8286298,0.668369,0.8341845
12408,0.62982994,0.81491494,0.6726848,0.8363424,0.6036133,0.8018067,0.5953208,0.7976604,0.60967803,0.804839,0.6120995,0.80604976,0.60108256,0.8005413,0.6473949,0.82369745,0.6135075,0.80675375,0.6322104,0.8161052
12409,0.6875186,0.8437593,0.6611539,0.83057696,0.6173694,0.8086847,0.5784981,0.78924906,0.63903403,0.819517,0.6825599,0.84128,0.65650916,0.8282546,0.69034797,0.84517395,0.6627368,0.8313684,0.69747484,0.8487374
12410,0.74427557,0.8721378,0.71485174,0.85742587,0.7134588,0.8567294,0.59954846,0.7997742,0.6990038,0.8495019,0.7154175,0.85770875,0.66678727,0.83339363,0.7250401,0.86252004,0.6770416,0.83852077,0.68740916,0.8437046
12418,0.68052006,0.84026,0.6550741,0.82753706,0.657022,0.828511,0.5717895,0.78589475,0.62498176,0.8124909,0.6795796,0.8397898,0.6239611,0.81198055,0.6694155,0.83470774,0.62894,0.81447,0.6730557,0.8365278
12422,0.6286228,0.8143114,0.6041842,0.8020921,0.5964243,0.7982122,0.51314324,0.75657165,0.6241219,0.81206095,0.64220953,0.82110476,0.60522336,0.8026117,0.6059272,0.8029636,0.6072809,0.8036405,0.63706845,0.81853426
12435,0.5604083,0.7802042,0.53015876,0.7650794,0.53735083,0.76867545,0.50172377,0.7508619,0.50727975,0.7536399,0.5274361,0.763718,0.5329195,0.76645976,0.51560616,0.7578031,0.5320424,0.7660212,0.5407162,0.7703581
12436,0.71041286,0.85520643,0.67159766,0.83579886,0.6479635,0.82398176,0.5927547,0.79637736,0.6495956,0.8247978,0.6587359,0.82936794,0.61354077,0.8067704,0.6697249,0.8348625,0.62188077,0.8109404,0.6274816,0.8137408
12437,0.6754589,0.83772945,0.6810627,0.84053135,0.6155503,0.80777514,0.6094128,0.8047064,0.65065277,0.8253264,0.6558552,0.8279276,0.6660823,0.8330412,0.68684125,0.8434206,0.6597443,0.82987213,0.688323,0.8441615
12447,0.77090645,0.8854532,0.7574376,0.8787188,0.69605094,0.84802544,0.69033945,0.8451697,0.70956206,0.85478103,0.67194957,0.8359748,0.6744901,0.83724505,0.7204441,0.86022204,0.6917305,0.84586525,0.6735051,0.83675253
12448,0.77981925,0.8899096,0.7483222,0.8741611,0.7140568,0.85702837,0.67255473,0.83627737,0.75334096,0.8766705,0.73947513,0.86973757,0.70353436,0.8517672,0.7541945,0.87709725,0.7173042,0.8586521,0.73054653,0.86527324
12449,0.72545266,0.86272633,0.6430094,0.8215047,0.64117014,0.8205851,0.5786683,0.7893342,0.66192734,0.8309637,0.72848773,0.86424387,0.6220379,0.81101894,0.671806,0.835903,0.64757353,0.82378674,0.65856826,0.82928413
12450,0.63787353,0.81893677,0.61130357,0.8056518,0.60632735,0.80316365,0.54790014,0.7739501,0.58324754,0.7916238,0.6190672,0.8095336,0.5934779,0.796739,0.6222451,0.81112254,0.5878552,0.7939276,0.6223091,0.81115454
12451,0.6389275,0.81946373,0.63713396,0.818567,0.6438631,0.82193154,0.5313484,0.76567423,0.58441865,0.7922093,0.5709366,0.78546834,0.5288236,0.7644118,0.5823775,0.7911887,0.5723511,0.78617555,0.55729926,0.7786496
12452,0.77468336,0.8873417,0.68640304,0.8432015,0.7064527,0.85322636,0.6067896,0.8033948,0.7061931,0.85309654,0.73636115,0.8681806,0.63644785,0.81822395,0.7162938,0.8581469,0.66327405,0.831637,0.6998762,0.8499381
12453,0.7180321,0.85901606,0.7072916,0.8536458,0.6502895,0.82514477,0.61804914,0.8090246,0.6756513,0.83782566,0.67211676,0.8360584,0.642135,0.8210675,0.7155764,0.8577882,0.64805675,0.8240284,0.6785412,0.8392706
12454,0.6917379,0.84586895,0.68813753,0.84406877,0.60812914,0.8040646,0.58750474,0.7937524,0.7042,0.8521,0.66053534,0.83026767,0.66189635,0.8309482,0.6781435,0.83907175,0.68915814,0.8445791,0.6662028,0.8331014
12455,0.7228484,0.8614242,0.6790675,0.83953375,0.7065536,0.8532768,0.62780505,0.8139025,0.6330675,0.81653374,0.6897656,0.8448828,0.6013397,0.80066985,0.6917494,0.84587467,0.7161396,0.8580698,0.68567383,0.8428369
12456,0.8204551,0.91022754,0.7174535,0.85872674,0.76116896,0.8805845,0.63096046,0.81548023,0.7478953,0.8739476,0.75030065,0.8751503,0.66460824,0.8323041,0.73807645,0.8690382,0.65988266,0.82994133,0.694793,0.8473965
12457,0.71322036,0.8566102,0.6719761,0.83598804,0.71766955,0.85883474,0.6114622,0.80573106,0.664677,0.8323385,0.71984565,0.8599228,0.66477776,0.8323889,0.7191384,0.8595692,0.65698814,0.8284941,0.666849,0.8334245
12458,0.8210057,0.91050285,0.76742756,0.8837138,0.7711104,0.8855552,0.68352437,0.8417622,0.74607635,0.8730382,0.7903824,0.8951912,0.69664156,0.8483208,0.7950077,0.89750385,0.75408804,0.877044,0.7706481,0.88532406
12459,0.6896407,0.8448204,0.6380672,0.8190336,0.62435573,0.8121779,0.558707,0.7793535,0.64087325,0.8204366,0.6776812,0.8388406,0.6410086,0.8205043,0.6585107,0.82925534,0.6278006,0.8139003,0.65159464,0.8257973
12460,0.77793854,0.8889693,0.69668233,0.84834117,0.707059,0.8535295,0.6055957,0.80279785,0.7537775,0.87688875,0.8232766,0.91163826,0.7153894,0.8576947,0.76297325,0.88148665,0.74374306,0.87187153,0.7626724,0.8813362
12461,0.7181813,0.8590907,0.5972235,0.79861176,0.6910609,0.84553045,0.5728685,0.7864343,0.61495435,0.8074772,0.6932783,0.84663916,0.52620053,0.76310027,0.6348359,0.817418,0.62372506,0.8118625,0.63372695,0.8168635
12462,0.6753777,0.83768886,0.6741733,0.8370867,0.6952003,0.84760016,0.5810609,0.79053044,0.6388873,0.81944364,0.7150852,0.85754263,0.59663314,0.7983166,0.6999185,0.84995925,0.7031994,0.8515997,0.68471086,0.84235543
12463,0.6234237,0.81171185,0.56997937,0.7849897,0.57935274,0.78967637,0.5267137,0.76335686,0.59406465,0.79703236,0.68598586,0.8429929,0.6300076,0.8150038,0.61353886,0.80676943,0.6678628,0.8339314,0.67829,0.839145
12464,0.78114736,0.8905737,0.7130305,0.8565153,0.7094366,0.8547183,0.6122269,0.8061135,0.7266102,0.8633051,0.7836503,0.89182514,0.6913581,0.84567904,0.74612975,0.8730649,0.6971069,0.8485534,0.7422656,0.8711328
12465,0.6383978,0.8191989,0.68421686,0.8421084,0.64039165,0.8201958,0.5792852,0.7896426,0.6482251,0.82411253,0.6096532,0.8048266,0.6501746,0.8250873,0.64165103,0.8208255,0.6498416,0.8249208,0.63910365,0.8195518
12466,0.6296843,0.81484216,0.5642119,0.7821059,0.56292486,0.78146243,0.4869551,0.7434776,0.57914686,0.78957343,0.6554183,0.82770914,0.5541421,0.77707106,0.5951109,0.79755545,0.5990113,0.79950565,0.624236,0.812118
12467,0.65009093,0.82504547,0.6598243,0.8299122,0.60610306,0.80305153,0.59957695,0.7997885,0.5829606,0.7914803,0.69085336,0.8454267,0.63492244,0.81746125,0.70886517,0.8544326,0.7009281,0.85046405,0.7108458,0.8554229
12468,0.5867835,0.79339176,0.56807697,0.7840385,0.6014651,0.80073255,0.54521596,0.772608,0.6129854,0.8064927,0.60266995,0.801335,0.6391016,0.8195508,0.5798484,0.7899242,0.6305897,0.81529486,0.61850846,0.8092542
12469,0.62306535,0.8115327,0.6553302,0.8276651,0.57878685,0.7893934,0.54690623,0.7734531,0.5929968,0.7964984,0.6321529,0.81607646,0.6116282,0.8058141,0.6500722,0.8250361,0.6948991,0.84744954,0.69858813,0.84929407
12470,0.74764764,0.8738238,0.72778237,0.8638912,0.7299043,0.86495215,0.659369,0.8296845,0.7379308,0.8689654,0.74459326,0.87229663,0.7182349,0.85911745,0.7611284,0.8805642,0.69472086,0.84736043,0.7380821,0.8690411
12471,0.70064145,0.8503207,0.69346344,0.8467317,0.6589272,0.8294636,0.60216784,0.8010839,0.67633593,0.83816797,0.6932902,0.8466451,0.6570912,0.8285456,0.69971246,0.84985626,0.68212795,0.841064,0.70041555,0.8502078
12472,0.6531956,0.8265978,0.7124209,0.8562105,0.6015052,0.80075264,0.6400181,0.82000905,0.6438482,0.8219241,0.6535369,0.82676846,0.6472777,0.82363886,0.7165466,0.85827327,0.7036357,0.85181785,0.6773168,0.8386584
12473,0.7310251,0.86551255,0.674685,0.8373425,0.66376054,0.8318803,0.63368285,0.8168414,0.6943124,0.84715617,0.73881763,0.86940885,0.69789445,0.8489472,0.71766776,0.8588339,0.6821276,0.8410638,0.74659455,0.8732973
12474,0.56742835,0.7837142,0.55630684,0.7781534,0.5717994,0.7858997,0.53868926,0.7693446,0.52458405,0.762292,0.58857524,0.7942876,0.51722,0.75861,0.59910023,0.7995501,0.5998559,0.79992795,0.57510126,0.7875506
12475,0.6466751,0.82333755,0.6271372,0.8135686,0.58659256,0.7932963,0.5933608,0.7966804,0.6162463,0.8081231,0.6144968,0.8072484,0.62464035,0.8123202,0.6055288,0.8027644,0.65056145,0.8252807,0.62374914,0.81187457
12476,0.7099459,0.85497296,0.71295625,0.8564781,0.64010906,0.82005453,0.6174152,0.8087076,0.7044978,0.8522489,0.674795,0.83739746,0.7180245,0.85901225,0.7215024,0.8607512,0.6814861,0.84074306,0.69799125,0.8489956
12477,0.6640335,0.8320167,0.64551896,0.8227595,0.6094487,0.80472434,0.6173719,0.80868596,0.6319634,0.8159817,0.67529047,0.83764523,0.67075515,0.8353776,0.6719128,0.8359564,0.65537196,0.82768595,0.7163179,0.85815895
12478,0.73337764,0.86668885,0.6705878,0.8352939,0.6716163,0.83580816,0.62455946,0.8122797,0.66647863,0.8332393,0.75785863,0.8789293,0.652243,0.8261215,0.72916317,0.8645816,0.7086158,0.8543079,0.7365893,0.86829466
12479,0.69057435,0.8452872,0.6198561,0.80992806,0.6702275,0.83511376,0.53401595,0.76700795,0.65259385,0.8262969,0.755389,0.8776945,0.62872887,0.81436443,0.6867017,0.8433509,0.68406856,0.8420343,0.70457745,0.8522887
12480,0.72480077,0.8624004,0.67313606,0.836568,0.6916645,0.8458322,0.6333865,0.81669325,0.64974517,0.8248726,0.6776421,0.83882105,0.5661698,0.78308487,0.69467884,0.8473394,0.65315384,0.82657695,0.64249206,0.821246
12481,0.70872056,0.8543603,0.69107246,0.84553623,0.6858911,0.8429456,0.65226126,0.8261306,0.65718776,0.82859385,0.70576215,0.8528811,0.65250444,0.8262522,0.7322521,0.86612606,0.7310605,0.86553025,0.7140812,0.85704064
12482,0.7784536,0.8892268,0.7189628,0.8594814,0.7184734,0.8592367,0.6771411,0.83857054,0.7404765,0.87023824,0.7752594,0.8876297,0.71579933,0.85789967,0.7619002,0.8809501,0.7306881,0.86534405,0.7665075,0.88325375
12483,0.6512125,0.8256062,0.6422106,0.8211053,0.640079,0.8200395,0.599873,0.79993653,0.6250713,0.81253564,0.6504145,0.82520723,0.6456109,0.82280546,0.6639482,0.8319741,0.63709116,0.8185456,0.6706753,0.83533764
12484,0.6758655,0.8379327,0.63921297,0.8196065,0.63214636,0.8160732,0.5483601,0.77418005,0.6265107,0.8132553,0.6509249,0.82546246,0.59477365,0.7973868,0.6439465,0.82197326,0.60592794,0.802964,0.622796,0.811398
12485,0.6372404,0.8186202,0.62299395,0.811497,0.61745036,0.8087252,0.53702307,0.76851153,0.6107479,0.8053739,0.6761645,0.83808225,0.6435244,0.8217622,0.6728945,0.83644724,0.6233257,0.81166285,0.67640024,0.8382001
12486,0.7419898,0.8709949,0.7720236,0.88601184,0.691218,0.845609,0.6381986,0.8190993,0.7248335,0.86241674,0.70745087,0.85372543,0.7327168,0.8663584,0.7521639,0.87608194,0.7179785,0.85898924,0.73002493,0.86501247
12487,0.76358116,0.8817906,0.72544515,0.8627226,0.71517974,0.85758984,0.6144911,0.80724555,0.71622217,0.8581111,0.74269515,0.87134755,0.6860657,0.84303284,0.7331049,0.8665525,0.7103118,0.8551559,0.7239999,0.862
12488,0.6537692,0.8268846,0.70611614,0.8530581,0.63451433,0.81725717,0.61959773,0.80979884,0.6461326,0.8230663,0.6508188,0.8254094,0.6327945,0.81639725,0.688202,0.844101,0.6815343,0.84076715,0.68246746,0.84123373
12489,0.59918845,0.7995942,0.6025594,0.80127966,0.6243835,0.8121917,0.5361687,0.76808435,0.5660348,0.7830174,0.6110995,0.80554974,0.5886917,0.79434586,0.6367293,0.8183646,0.5934595,0.79672974,0.5957622,0.7978811
12490,0.61513615,0.8075681,0.588591,0.7942955,0.5788511,0.78942555,0.55314803,0.776574,0.56764287,0.78382146,0.60859454,0.80429727,0.58427733,0.7921387,0.5761682,0.7880841,0.5956595,0.79782975,0.5994563,0.79972816
12491,0.73900914,0.8695046,0.64715016,0.8235751,0.68142295,0.8407115,0.61874354,0.80937177,0.66140336,0.8307017,0.6876168,0.8438084,0.6283052,0.8141526,0.6769923,0.83849615,0.6442071,0.82210356,0.6787691,0.83938456
12492,0.6794497,0.83972484,0.65909314,0.8295466,0.66584444,0.8329222,0.5953408,0.79767036,0.62798405,0.813992,0.6380608,0.8190304,0.5847994,0.7923997,0.6766371,0.8383186,0.62949216,0.8147461,0.58469975,0.7923499
12493,0.68236303,0.8411815,0.65076065,0.8253803,0.6682297,0.83411485,0.6046567,0.80232835,0.62477446,0.8123872,0.69328225,0.8466411,0.6324609,0.8162304,0.6923872,0.8461936,0.6604452,0.8302226,0.67488813,0.83744407
12494,0.7170358,0.8585179,0.69903135,0.8495157,0.6677562,0.8338781,0.61392355,0.8069618,0.66718566,0.83359283,0.6984811,0.84924054,0.6890378,0.8445189,0.69420993,0.84710497,0.7224145,0.86120725,0.7115916,0.8557958
12495,0.7065867,0.85329336,0.7169647,0.85848236,0.6638644,0.8319322,0.62876517,0.81438255,0.6808272,0.8404136,0.7151116,0.8575558,0.6693765,0.83468825,0.73207545,0.8660377,0.73054636,0.8652732,0.71988815,0.8599441
12496,0.7510346,0.8755173,0.70057416,0.8502871,0.7142055,0.85710275,0.62142396,0.810712,0.7135114,0.85675573,0.7780711,0.8890356,0.68218786,0.8410939,0.7564144,0.8782072,0.7710993,0.88554966,0.76485753,0.88242877
12497,0.62655413,0.81327707,0.6329172,0.8164586,0.6368556,0.8184278,0.58054787,0.7902739,0.62519217,0.8125961,0.6086518,0.80432594,0.5968697,0.79843485,0.6492032,0.8246016,0.5837995,0.79189974,0.60361004,0.801805
12498,0.77614975,0.8880749,0.784979,0.8924895,0.7173517,0.85867584,0.69339204,0.846696,0.7237666,0.8618833,0.7060884,0.8530442,0.6941167,0.84705836,0.7638584,0.88192916,0.7067892,0.8533946,0.7118847,0.85594237
12499,0.71195114,0.85597557,0.6801631,0.8400816,0.71835506,0.85917753,0.58554494,0.7927725,0.70464957,0.8523248,0.68132555,0.8406628,0.6545089,0.8272544,0.711262,0.855631,0.6230998,0.8115499,0.6597795,0.8298898
12500,0.7365869,0.86829346,0.72191983,0.8609599,0.69562244,0.8478112,0.6186099,0.80930495,0.7364857,0.86824286,0.6978851,0.8489425,0.7277387,0.8638693,0.7467717,0.87338585,0.70555973,0.85277987,0.7089169,0.85445845
12501,0.4349265,0.71746325,0.43561602,0.717808,0.44124922,0.7206246,0.40089694,0.70044845,0.41785046,0.70892525,0.39270908,0.6963545,0.3810484,0.6905242,0.3768686,0.6884343,0.41361773,0.70680887,0.36634216,0.6831711
12502,0.7394906,0.8697453,0.752048,0.876024,0.70825315,0.8541266,0.64307415,0.8215371,0.7612274,0.8806137,0.7031554,0.8515777,0.7105538,0.85527694,0.74812883,0.87406445,0.67809707,0.8390485,0.68925625,0.8446281
12503,0.67377126,0.83688563,0.6055504,0.8027752,0.62143844,0.81071925,0.53261423,0.7663071,0.5885364,0.7942682,0.71581924,0.8579096,0.5909755,0.79548776,0.6525829,0.82629144,0.6696937,0.83484685,0.6642878,0.8321439
12504,0.7994207,0.89971036,0.7759436,0.88797176,0.75401986,0.8770099,0.6953906,0.8476953,0.73405504,0.8670275,0.736843,0.8684215,0.67350054,0.83675027,0.780397,0.89019847,0.67286396,0.836432,0.6958041,0.84790206
12505,0.6561949,0.82809746,0.63055074,0.8152754,0.6596713,0.82983565,0.57338333,0.78669167,0.6144011,0.80720055,0.6545156,0.8272578,0.5620092,0.7810046,0.6386169,0.81930846,0.6724814,0.8362407,0.6538811,0.82694054
12506,0.6928328,0.8464164,0.685922,0.842961,0.6814625,0.84073126,0.60410535,0.8020527,0.65108955,0.8255448,0.65366024,0.82683015,0.6185924,0.8092962,0.6780227,0.8390113,0.63142383,0.8157119,0.6510508,0.8255254
12507,0.61554825,0.8077741,0.5919016,0.7959508,0.5784241,0.78921205,0.551295,0.7756475,0.5947021,0.79735106,0.5962175,0.79810876,0.6064474,0.8032237,0.621382,0.810691,0.6077911,0.8038956,0.6336688,0.8168344
12508,0.73646605,0.868233,0.6840374,0.8420187,0.68806326,0.84403163,0.55739844,0.7786992,0.72258604,0.861293,0.75867623,0.87933815,0.67184913,0.83592457,0.7261275,0.86306375,0.66295964,0.8314798,0.7115122,0.8557561
12509,0.71637464,0.8581873,0.6770364,0.8385182,0.7272366,0.8636183,0.6096903,0.80484515,0.65266055,0.8263303,0.70122814,0.8506141,0.60898054,0.80449027,0.68529737,0.8426487,0.6746436,0.83732176,0.69067216,0.8453361
