Unnamed: 0,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_doordash_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_doordash_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_apple_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_apple_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_samsara_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_samsara_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_yelp_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_yelp_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_match_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_match_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_i2c_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_i2c_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_adobe_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_adobe_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_amazon_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_amazon_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_rowan_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_rowan_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_google_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_google_ux_Score
56725,0.623707,0.8118535,0.60353786,0.8017689,0.5690987,0.78454936,0.6228561,0.81142807,0.6341367,0.81706834,0.67281646,0.83640826,0.6842698,0.8421349,0.7046294,0.8523147,0.6780211,0.83901054,0.73309124,0.8665456
56795,0.5388288,0.7694144,0.58705777,0.7935289,0.5305153,0.76525766,0.55890906,0.7794545,0.5742477,0.78712386,0.58399415,0.7919971,0.65449774,0.8272489,0.6767347,0.83836734,0.66583633,0.83291817,0.6753932,0.8376966
56796,0.5518558,0.7759279,0.59474605,0.79737306,0.52888894,0.7644445,0.54020184,0.77010095,0.63425446,0.8171272,0.6624682,0.8312341,0.6941613,0.84708065,0.6891352,0.8445676,0.682412,0.841206,0.69031936,0.84515965
56797,0.65349436,0.8267472,0.6725018,0.8362509,0.57649463,0.78824735,0.634148,0.817074,0.64707094,0.82353544,0.65330315,0.8266516,0.6477111,0.8238555,0.7170179,0.85850894,0.7015386,0.8507693,0.70058036,0.8502902
56798,0.52967954,0.76483977,0.5516546,0.7758273,0.50308836,0.7515442,0.5636127,0.78180635,0.54189324,0.7709466,0.60302913,0.80151457,0.652562,0.826281,0.625301,0.8126505,0.64975536,0.8248777,0.70002866,0.8500143
56799,0.6812535,0.8406267,0.64223933,0.82111967,0.5803446,0.79017234,0.591481,0.7957405,0.71264696,0.8563235,0.8035634,0.9017817,0.7849206,0.8924603,0.77248776,0.8862439,0.78129977,0.8906499,0.85461324,0.92730665
56800,0.6254468,0.8127234,0.6309028,0.8154514,0.55440354,0.7772018,0.61670625,0.8083531,0.5672268,0.78361344,0.5974431,0.79872155,0.540522,0.770261,0.6593276,0.8296638,0.64801157,0.8240058,0.60716057,0.8035803
56801,0.5513862,0.77569306,0.5608661,0.78043306,0.5326751,0.7663375,0.51882887,0.75941443,0.54192746,0.7709637,0.6556009,0.82780045,0.5676547,0.78382736,0.6180958,0.80904794,0.66200435,0.8310022,0.64907,0.824535
56802,0.52924955,0.7646248,0.5045944,0.75229716,0.49128255,0.7456413,0.48106092,0.7405305,0.5047295,0.75236475,0.63556874,0.81778437,0.59480166,0.79740083,0.6273275,0.8136637,0.65940475,0.8297024,0.6716345,0.8358172
56803,0.636444,0.818222,0.68535244,0.8426762,0.64388406,0.82194203,0.6305496,0.81527483,0.62690866,0.81345433,0.7168948,0.85844743,0.66664106,0.8333205,0.7572944,0.8786472,0.71355003,0.85677505,0.74399006,0.87199503
56804,0.69059277,0.8452964,0.6839343,0.8419671,0.5935997,0.79679984,0.640169,0.8200845,0.6905643,0.84528214,0.7380893,0.86904466,0.67790985,0.8389549,0.78504145,0.8925207,0.75371516,0.8768576,0.73363435,0.8668172
56805,0.51157725,0.7557886,0.5129091,0.7564546,0.49183834,0.74591917,0.52008957,0.7600448,0.4778544,0.7389272,0.56895673,0.78447837,0.52322817,0.7616141,0.58359134,0.7917957,0.6411081,0.820554,0.6058719,0.80293596
56807,0.55754316,0.7787716,0.5784342,0.7892171,0.5316312,0.7658156,0.5329866,0.7664933,0.56803477,0.7840174,0.5458827,0.77294135,0.5972933,0.7986467,0.5715488,0.7857744,0.64232624,0.8211631,0.6101059,0.80505294
56809,0.5481154,0.7740577,0.5649228,0.7824614,0.5504565,0.77522826,0.5746486,0.7873243,0.5249669,0.7624835,0.56273836,0.7813692,0.50276184,0.7513809,0.6529787,0.8264893,0.63189054,0.81594527,0.5475404,0.7737702
56859,0.5884291,0.79421455,0.5716738,0.78583694,0.4956401,0.74782,0.5828028,0.7914014,0.5836473,0.7918236,0.655023,0.8275115,0.6306235,0.8153118,0.6583047,0.82915235,0.7083626,0.8541813,0.68922293,0.84461147
56860,0.60351527,0.80175763,0.6177151,0.80885756,0.55710113,0.77855057,0.636679,0.81833947,0.65027654,0.8251383,0.73314047,0.86657023,0.7114054,0.8557027,0.7749399,0.88746995,0.7712318,0.8856159,0.8061596,0.9030798
56861,0.46933508,0.73466754,0.45425397,0.72712696,0.40040714,0.70020354,0.48798907,0.74399453,0.4652966,0.7326483,0.5074403,0.75372016,0.53612006,0.76806,0.53130347,0.7656517,0.56101793,0.780509,0.53381985,0.76690996
56862,0.58482665,0.79241335,0.6119205,0.80596024,0.5198459,0.759923,0.58101505,0.79050756,0.5736177,0.78680885,0.5890919,0.79454595,0.6203352,0.8101676,0.65184194,0.82592094,0.68049896,0.8402495,0.6688046,0.8344023
57384,0.7287307,0.86436534,0.6963165,0.84815824,0.65501094,0.82750547,0.64424884,0.8221244,0.72418547,0.86209273,0.8373344,0.9186672,0.7683652,0.8841826,0.80404764,0.9020238,0.781175,0.8905875,0.8111971,0.9055985
57400,0.77726245,0.8886312,0.74035895,0.8701795,0.6602755,0.8301377,0.6704529,0.8352264,0.80075145,0.9003757,0.85631514,0.92815757,0.8169532,0.9084766,0.8203191,0.9101596,0.7727952,0.8863976,0.84377825,0.9218891
62042,0.6747475,0.83737373,0.6464443,0.82322216,0.63073623,0.8153681,0.61652434,0.80826217,0.6396531,0.81982654,0.6379724,0.8189862,0.59024286,0.79512143,0.62976444,0.8148822,0.66054463,0.8302723,0.64054084,0.8202704
63086,0.59064734,0.79532367,0.5769377,0.78846884,0.5322871,0.76614356,0.5390049,0.76950246,0.6056571,0.80282855,0.7302159,0.86510795,0.68152845,0.8407642,0.70244825,0.8512241,0.7015302,0.8507651,0.7412479,0.87062395
63087,0.5515475,0.77577376,0.5318699,0.76593494,0.52458596,0.762293,0.5737822,0.7868911,0.56561315,0.7828066,0.6669065,0.83345324,0.6792661,0.83963305,0.6092273,0.80461365,0.7019909,0.8509954,0.7210573,0.86052865
83710,0.7085899,0.85429496,0.73775494,0.8688775,0.67056775,0.8352839,0.7215437,0.8607719,0.73475933,0.86737967,0.7353921,0.86769605,0.68575734,0.8428787,0.80773586,0.90386796,0.7324246,0.8662123,0.75677216,0.8783861
83711,0.483702,0.741851,0.55521035,0.7776052,0.5075028,0.7537514,0.49206793,0.74603397,0.42253608,0.71126807,0.43338507,0.71669257,0.44077837,0.7203892,0.53643215,0.7682161,0.53411186,0.7670559,0.4828226,0.7414113
86666,0.5952842,0.7976421,0.66987395,0.834937,0.60409164,0.8020458,0.63996017,0.8199801,0.6345476,0.8172738,0.7099434,0.8549717,0.7172763,0.85863817,0.800364,0.900182,0.7802433,0.89012164,0.7832916,0.8916458
87779,0.43921757,0.7196088,0.49207252,0.7460363,0.38071135,0.69035566,0.49004853,0.74502426,0.4169851,0.7084925,0.3780704,0.6890352,0.4418407,0.7209203,0.4417212,0.7208606,0.46790653,0.73395324,0.4109795,0.70548975
97622,0.669546,0.834773,0.6643096,0.8321548,0.650849,0.8254245,0.6087605,0.80438024,0.70580053,0.85290027,0.8155733,0.9077866,0.75911224,0.8795561,0.8009534,0.9004767,0.78386307,0.89193153,0.8317415,0.9158708
98134,0.49119616,0.7455981,0.51750624,0.7587531,0.45220387,0.72610193,0.43252918,0.7162646,0.52061415,0.7603071,0.60556054,0.8027803,0.6377063,0.81885314,0.589314,0.794657,0.6555166,0.8277583,0.65798223,0.8289911
98135,0.6365309,0.81826544,0.6575159,0.82875794,0.6318631,0.81593156,0.66039646,0.8301982,0.66746557,0.8337328,0.7357205,0.86786026,0.7070625,0.85353124,0.78219956,0.8910998,0.7702544,0.8851272,0.80174273,0.9008714
98136,0.59121203,0.795606,0.5671905,0.78359526,0.5406801,0.7703401,0.5627955,0.78139776,0.6001662,0.8000831,0.69681805,0.84840906,0.6196877,0.80984384,0.700261,0.8501305,0.7046497,0.85232484,0.7213993,0.86069965
98137,0.61135465,0.8056773,0.67895854,0.83947927,0.5966554,0.7983277,0.64506304,0.8225315,0.67861605,0.839308,0.6901809,0.84509045,0.72105575,0.8605279,0.7468517,0.87342584,0.7420794,0.8710397,0.73882747,0.86941373
98138,0.63978213,0.8198911,0.68125874,0.84062934,0.63782656,0.8189133,0.6688372,0.8344186,0.690083,0.8450415,0.75865495,0.8793275,0.743703,0.8718515,0.7625115,0.88125575,0.8047768,0.9023884,0.80837524,0.9041876
98171,0.6221781,0.81108904,0.61408824,0.80704415,0.52646136,0.7632307,0.57032424,0.7851621,0.64942384,0.8247119,0.7179754,0.8589877,0.73664767,0.8683238,0.68126404,0.840632,0.7200668,0.8600334,0.7671544,0.8835772
98172,0.47601816,0.7380091,0.5370059,0.76850295,0.41561723,0.7078086,0.45033324,0.7251666,0.54963094,0.77481544,0.5716566,0.7858283,0.6352875,0.81764376,0.60387635,0.8019382,0.5659582,0.78297913,0.58700246,0.79350126
98173,0.6620209,0.83101046,0.7205286,0.8602643,0.6244495,0.81222475,0.6779168,0.8389584,0.67916113,0.83958054,0.73022,0.86511004,0.69113415,0.8455671,0.76314867,0.88157433,0.8117908,0.9058954,0.784029,0.8920145
98245,0.56390846,0.7819542,0.5754764,0.7877382,0.536929,0.7684645,0.55981475,0.77990735,0.571174,0.785587,0.6465447,0.82327235,0.61440194,0.80720097,0.67257565,0.83628786,0.6991756,0.8495878,0.66227114,0.8311356
98250,0.59265256,0.7963263,0.6485212,0.8242606,0.5828498,0.7914249,0.5947107,0.79735535,0.5667397,0.78336984,0.5442574,0.7721287,0.55166835,0.7758342,0.61467075,0.8073354,0.5812044,0.7906022,0.541492,0.770746
98251,0.5675453,0.78377265,0.553318,0.776659,0.49560517,0.7478026,0.5212054,0.7606027,0.5698619,0.78493094,0.6202894,0.81014466,0.602088,0.801044,0.58556247,0.79278123,0.67660373,0.8383019,0.63326883,0.8166344
98252,0.4086414,0.70432067,0.43560117,0.7178006,0.36310422,0.6815521,0.60034806,0.800174,0.43780518,0.7189026,0.42268845,0.71134424,0.4376173,0.71880865,0.45769995,0.72885,0.50217056,0.7510853,0.42656738,0.71328366
98253,0.5769748,0.78848743,0.6012442,0.8006221,0.52218515,0.76109254,0.5659702,0.7829851,0.5799948,0.7899974,0.5984584,0.7992292,0.57812953,0.78906476,0.608562,0.804281,0.6624813,0.83124065,0.6231676,0.81158376
98254,0.5498732,0.77493656,0.5970306,0.7985153,0.53169394,0.76584697,0.58071846,0.79035926,0.58078235,0.7903912,0.66945505,0.8347275,0.6255666,0.8127833,0.67504597,0.837523,0.7075187,0.85375935,0.68572664,0.8428633
98255,0.5499935,0.77499676,0.54596305,0.7729815,0.52341044,0.7617052,0.5563063,0.7781532,0.547134,0.77356696,0.601032,0.800516,0.51750565,0.7587528,0.581525,0.79076254,0.609179,0.8045895,0.5861329,0.79306644
98256,0.6433403,0.8216702,0.60364,0.80182004,0.55444705,0.7772235,0.61869264,0.8093463,0.6390341,0.819517,0.7491244,0.8745622,0.60799783,0.80399895,0.6937106,0.8468553,0.6947737,0.84738684,0.70023596,0.850118
98257,0.69061685,0.8453084,0.7285212,0.8642606,0.6521865,0.82609326,0.73474455,0.8673723,0.65418565,0.8270928,0.6553177,0.8276589,0.62258655,0.81129324,0.7389785,0.86948925,0.74681467,0.87340736,0.70790905,0.85395455
98258,0.56517124,0.7825856,0.5893452,0.7946726,0.521007,0.76050353,0.5573063,0.77865314,0.54319525,0.7715976,0.6332392,0.81661963,0.6199341,0.80996704,0.6003554,0.8001777,0.69497216,0.8474861,0.7019893,0.85099465
98259,0.715503,0.8577515,0.72286224,0.8614311,0.6916876,0.8458438,0.6849189,0.84245944,0.7058289,0.85291445,0.7000195,0.85000974,0.68273115,0.8413656,0.74379575,0.8718979,0.77853847,0.88926923,0.7751845,0.88759226
98260,0.5942146,0.79710734,0.59019494,0.7950975,0.5923024,0.79615116,0.67595446,0.83797723,0.5811888,0.7905944,0.5988636,0.7994318,0.5527504,0.7763752,0.6643182,0.8321591,0.65166134,0.8258307,0.61442363,0.8072118
98261,0.7083243,0.85416216,0.6364259,0.818213,0.6216994,0.81084967,0.64686215,0.8234311,0.66792846,0.8339642,0.7136991,0.85684955,0.68594277,0.8429714,0.72666746,0.8633337,0.7229003,0.86145014,0.737648,0.868824
98262,0.6703036,0.8351518,0.6267258,0.8133629,0.62562585,0.8128129,0.68967474,0.84483737,0.6495718,0.8247859,0.7049145,0.8524573,0.62303513,0.8115176,0.71903443,0.8595172,0.7522886,0.8761443,0.75807923,0.87903965
98263,0.39881495,0.69940746,0.48053885,0.7402694,0.4753723,0.73768616,0.48470974,0.74235487,0.43260756,0.71630377,0.47014457,0.73507226,0.4142453,0.7071227,0.50886846,0.7544342,0.53217447,0.76608723,0.49501663,0.7475083
98264,0.6092601,0.80463004,0.5992094,0.7996047,0.54489243,0.7724462,0.63201505,0.8160075,0.5529218,0.7764609,0.5572268,0.7786134,0.49610943,0.74805474,0.6245945,0.8122972,0.61900854,0.8095043,0.5632187,0.78160936
98265,0.6916425,0.84582126,0.63135976,0.8156799,0.6101519,0.80507594,0.6114923,0.80574614,0.6843928,0.8421964,0.8112509,0.90562546,0.6788149,0.83940744,0.72507596,0.862538,0.747934,0.873967,0.7538786,0.8769393
98266,0.7129986,0.8564993,0.67769516,0.8388476,0.6486156,0.8243078,0.67493415,0.8374671,0.67051196,0.835256,0.6672627,0.83363134,0.59455955,0.7972798,0.725587,0.8627935,0.6935821,0.846791,0.6629675,0.8314837
98267,0.6143491,0.80717456,0.61733115,0.8086656,0.60545194,0.802726,0.6428307,0.82141536,0.6296245,0.81481224,0.57493585,0.78746796,0.5548732,0.7774366,0.6543604,0.8271802,0.66608524,0.8330426,0.607157,0.8035785
98268,0.49200237,0.7460012,0.5436158,0.7718079,0.500996,0.750498,0.5327388,0.7663694,0.47479534,0.7373977,0.4700845,0.7350422,0.40018505,0.70009255,0.5219203,0.76096016,0.516014,0.758007,0.45735276,0.7286764
98269,0.6872448,0.8436224,0.64907193,0.82453597,0.65221226,0.82610613,0.63798296,0.8189915,0.7015341,0.850767,0.7506937,0.87534684,0.67170024,0.8358501,0.75647986,0.8782399,0.75617474,0.8780874,0.7467842,0.8733921
98270,0.6065868,0.8032934,0.6173909,0.80869544,0.5548768,0.7774384,0.60080254,0.8004013,0.5977445,0.79887223,0.6615839,0.83079195,0.634269,0.8171345,0.6713116,0.8356558,0.7339329,0.8669665,0.66810083,0.8340504
98271,0.539497,0.7697485,0.52341986,0.7617099,0.4755345,0.7377672,0.5120765,0.75603825,0.5579803,0.77899015,0.72585166,0.8629258,0.6758659,0.83793294,0.6562594,0.8281297,0.72885346,0.86442673,0.7657362,0.8828681
98272,0.6524439,0.82622194,0.66710484,0.8335524,0.6197654,0.8098827,0.6361486,0.8180743,0.72106177,0.86053085,0.7909843,0.89549214,0.739128,0.869564,0.8285829,0.91429144,0.8074581,0.9037291,0.8440027,0.92200136
98273,0.4722954,0.7361477,0.5883801,0.79419005,0.47883898,0.73941946,0.5175431,0.75877154,0.49058276,0.74529135,0.52525014,0.7626251,0.5633036,0.7816518,0.62347746,0.8117387,0.6512007,0.8256004,0.607429,0.8037145
98274,0.68723655,0.8436183,0.69303715,0.8465186,0.65130484,0.8256524,0.70403546,0.85201776,0.68728495,0.8436425,0.74677706,0.8733885,0.68905234,0.8445262,0.771039,0.8855195,0.74411964,0.8720598,0.75776315,0.8788816
98275,0.6960978,0.8480489,0.6691533,0.8345766,0.63737035,0.8186852,0.6550089,0.82750446,0.7455548,0.8727774,0.805227,0.9026135,0.7718196,0.8859098,0.82895327,0.91447663,0.795245,0.89762247,0.8365319,0.91826594
98276,0.6630522,0.8315261,0.66600704,0.8330035,0.59190786,0.7959539,0.6271173,0.81355864,0.701705,0.8508525,0.74219525,0.8710976,0.71768117,0.8588406,0.76816934,0.8840847,0.78594536,0.8929727,0.7867311,0.89336556
98277,0.6753851,0.83769256,0.65670717,0.8283536,0.58808196,0.794041,0.6667124,0.8333562,0.67760336,0.8388017,0.784308,0.892154,0.68783116,0.8439156,0.776835,0.8884175,0.7825767,0.89128834,0.78210026,0.8910501
98278,0.73025143,0.8651257,0.68458354,0.8422918,0.66768456,0.8338423,0.71570444,0.8578522,0.70216465,0.8510823,0.81220186,0.9061009,0.70365006,0.851825,0.7936776,0.8968388,0.78603345,0.8930167,0.80987835,0.9049392
98279,0.70067894,0.8503395,0.6657558,0.8328779,0.6253381,0.81266904,0.678776,0.839388,0.6810156,0.8405078,0.7341838,0.8670919,0.6460256,0.8230128,0.74720454,0.8736023,0.7300426,0.8650213,0.71683407,0.85841703
98280,0.56700516,0.7835026,0.59321684,0.79660845,0.5415246,0.7707623,0.6349686,0.81748426,0.5584847,0.77924234,0.6268184,0.8134092,0.6280372,0.8140186,0.6625713,0.83128566,0.6976596,0.8488298,0.6818295,0.8409147
98281,0.6302418,0.81512094,0.6717603,0.83588016,0.58816063,0.7940803,0.6699992,0.83499956,0.6505575,0.82527876,0.70653105,0.8532655,0.7051759,0.85258794,0.7506342,0.8753171,0.7589891,0.87949455,0.73771536,0.8688577
98282,0.6605457,0.83027285,0.7125913,0.85629565,0.6449145,0.82245725,0.7112168,0.8556084,0.65602076,0.8280104,0.692579,0.8462895,0.6685438,0.8342719,0.7426214,0.8713107,0.7484492,0.8742246,0.74222386,0.8711119
98283,0.71056366,0.85528183,0.6629467,0.83147335,0.6423625,0.82118124,0.6570343,0.82851714,0.7015522,0.8507761,0.8008592,0.9004296,0.7100822,0.8550411,0.78313136,0.8915657,0.78463566,0.89231783,0.8093786,0.9046893
98284,0.5548339,0.77741694,0.5521993,0.7760997,0.4933629,0.74668145,0.5348629,0.76743144,0.60293597,0.801468,0.71653366,0.85826683,0.71622056,0.8581103,0.7153933,0.85769665,0.7498441,0.87492204,0.7719297,0.8859649
98285,0.5006554,0.7503277,0.51438934,0.75719464,0.41450238,0.7072512,0.4955017,0.7477509,0.520487,0.76024354,0.6188543,0.80942714,0.6112141,0.8056071,0.5918695,0.79593474,0.6663314,0.8331657,0.63901174,0.8195059
98286,0.6240238,0.8120119,0.6630211,0.83151054,0.59862626,0.7993131,0.57280695,0.7864035,0.6566465,0.82832325,0.6817187,0.84085935,0.72498214,0.8624911,0.7270676,0.8635338,0.70806134,0.85403067,0.713944,0.856972
98287,0.6870876,0.84354377,0.6580419,0.829021,0.6504555,0.82522774,0.6334124,0.8167062,0.6857063,0.8428532,0.79336417,0.8966821,0.71315265,0.8565763,0.821108,0.910554,0.7703363,0.88516814,0.7937058,0.8968529
98288,0.5075508,0.75377536,0.540705,0.7703525,0.46556473,0.73278236,0.5229015,0.76145077,0.4999129,0.7499564,0.48451442,0.74225724,0.49871123,0.7493556,0.6011896,0.8005948,0.6034027,0.8017013,0.5451214,0.7725607
98289,0.5587659,0.77938294,0.5248373,0.7624186,0.5275588,0.7637794,0.5527427,0.77637136,0.51099116,0.75549555,0.59875,0.799375,0.5289451,0.76447254,0.5788456,0.7894228,0.6410253,0.82051265,0.6099304,0.8049652
98290,0.39099675,0.69549835,0.40803683,0.7040184,0.42210266,0.71105134,0.37539428,0.6876972,0.44897792,0.724489,0.54442716,0.7722136,0.5574974,0.7787487,0.47158557,0.73579276,0.5844941,0.79224706,0.60983217,0.8049161
98291,0.6759597,0.83797985,0.66831166,0.8341558,0.6504172,0.8252086,0.59460664,0.7973033,0.69317114,0.8465856,0.7709409,0.88547045,0.6921965,0.84609824,0.7355983,0.86779916,0.7615746,0.8807873,0.77594817,0.8879741
98292,0.5719866,0.78599334,0.63198763,0.8159938,0.52068424,0.7603421,0.5838821,0.79194105,0.6310626,0.8155313,0.65850645,0.8292532,0.69510746,0.84755373,0.677228,0.838614,0.7159921,0.85799605,0.7137864,0.8568932
98293,0.6270418,0.8135209,0.6313983,0.81569916,0.5616556,0.78082776,0.61275005,0.806375,0.63099563,0.8154978,0.7222047,0.86110234,0.6846037,0.84230185,0.72735476,0.8636774,0.74897015,0.8744851,0.7575425,0.87877125
98294,0.5447931,0.77239656,0.5382056,0.7691028,0.5256623,0.76283115,0.5942144,0.7971072,0.5540171,0.77700853,0.6106937,0.80534685,0.5392465,0.7696233,0.59150517,0.7957526,0.6445223,0.82226115,0.5923687,0.79618436
98295,0.61393225,0.8069661,0.61252415,0.8062621,0.58038306,0.79019153,0.59725034,0.7986252,0.63383806,0.816919,0.7744129,0.88720644,0.7096029,0.8548014,0.74502444,0.8725122,0.7942622,0.8971311,0.8054601,0.90273005
98296,0.61259866,0.8062993,0.6189612,0.8094806,0.5549611,0.77748054,0.5839522,0.7919761,0.56763244,0.7838162,0.6070764,0.8035382,0.5786185,0.78930926,0.6964005,0.84820026,0.6953087,0.84765434,0.6669105,0.83345526
98297,0.7064407,0.85322034,0.6743833,0.83719164,0.63740265,0.8187013,0.70162964,0.8508148,0.67287636,0.8364382,0.73091906,0.86545956,0.70574975,0.8528749,0.7689756,0.8844878,0.78747076,0.8937354,0.8080399,0.90401995
98298,0.69625485,0.8481274,0.66089034,0.8304452,0.61874723,0.8093736,0.6351564,0.8175782,0.7014439,0.85072196,0.79813623,0.8990681,0.7724727,0.8862363,0.7738668,0.8869334,0.77358866,0.8867943,0.8287916,0.9143958
98299,0.6878457,0.84392285,0.70594287,0.85297143,0.6361474,0.8180737,0.65059793,0.82529896,0.7096449,0.85482246,0.7685269,0.88426346,0.7069877,0.8534938,0.7787805,0.88939023,0.7660738,0.8830369,0.79254675,0.8962734
98300,0.60636306,0.8031815,0.6150577,0.80752885,0.5668043,0.78340214,0.5746709,0.78733546,0.6463662,0.82318306,0.71821094,0.85910547,0.71294403,0.856472,0.7245097,0.86225486,0.7299588,0.8649794,0.7563358,0.87816787
98301,0.55317676,0.7765884,0.53517544,0.7675877,0.50767374,0.75383687,0.48805726,0.7440286,0.6160499,0.80802494,0.7474747,0.87373734,0.72467124,0.8623356,0.67707896,0.8385395,0.7218181,0.86090904,0.77761286,0.88880646
98302,0.74051845,0.8702592,0.67902875,0.8395144,0.64646804,0.823234,0.6968651,0.84843254,0.72314715,0.8615736,0.7621802,0.8810901,0.6922581,0.84612906,0.7750183,0.8875091,0.7419455,0.87097275,0.75867546,0.8793377
98303,0.7028891,0.85144454,0.6295594,0.8147797,0.61824274,0.8091214,0.60317296,0.8015865,0.7177498,0.8588749,0.8476528,0.9238264,0.7572496,0.8786248,0.7676872,0.8838436,0.80180997,0.900905,0.8608339,0.93041694
98304,0.73956746,0.86978376,0.726981,0.86349046,0.6524153,0.82620764,0.6494194,0.8247097,0.67625785,0.8381289,0.76264226,0.88132113,0.66652983,0.83326495,0.7660296,0.8830148,0.7691888,0.88459444,0.7432432,0.8716216
