Unnamed: 0,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_doordash_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_doordash_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_apple_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_apple_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_samsara_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_samsara_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_yelp_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_yelp_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_match_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_match_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_i2c_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_i2c_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_adobe_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_adobe_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_amazon_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_amazon_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_rowan_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_rowan_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_google_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_google_ux_Score
6043,0.68200755,0.8410038,0.6000874,0.8000437,0.58064246,0.79032123,0.59876466,0.7993823,0.58260536,0.7913027,0.5972775,0.79863876,0.5552112,0.7776056,0.5770649,0.78853244,0.62172794,0.810864,0.58532774,0.7926639
6078,0.71264815,0.8563241,0.6667731,0.83338654,0.66554457,0.83277225,0.64953476,0.82476735,0.6688345,0.8344172,0.6408919,0.82044595,0.59401584,0.7970079,0.6502141,0.82510704,0.6593695,0.82968473,0.6436266,0.8218133
6081,0.7287409,0.86437047,0.67579615,0.8378981,0.6920759,0.846038,0.71162605,0.855813,0.671451,0.8357255,0.691126,0.845563,0.64460737,0.82230365,0.6810547,0.84052736,0.7047347,0.85236734,0.69192636,0.8459632
6082,0.7094672,0.8547336,0.6469421,0.82347107,0.65006685,0.8250334,0.6384362,0.8192181,0.7124897,0.85624486,0.7403865,0.87019324,0.7206813,0.86034065,0.71259236,0.8562962,0.734515,0.8672575,0.7354108,0.8677054
6090,0.6927869,0.84639347,0.66792095,0.8339605,0.67531085,0.8376554,0.65687966,0.82843983,0.63365185,0.8168259,0.6380776,0.8190388,0.6341268,0.8170634,0.69369566,0.84684783,0.68016934,0.8400847,0.66880673,0.8344034
6127,0.71178776,0.85589385,0.76001966,0.88000983,0.7415947,0.87079734,0.6380532,0.8190266,0.73965997,0.86983,0.7149198,0.8574599,0.6636543,0.83182716,0.75015163,0.8750758,0.65710235,0.8285512,0.6923947,0.84619737
6211,0.7360003,0.86800015,0.6944963,0.84724814,0.6921753,0.8460877,0.5711385,0.78556925,0.6968441,0.84842205,0.74364007,0.87182003,0.67167425,0.8358371,0.714195,0.8570975,0.6763203,0.83816016,0.7081999,0.8541
6213,0.72442293,0.86221147,0.63008404,0.815042,0.6030085,0.80150425,0.595292,0.797646,0.6516547,0.82582736,0.68161297,0.8408065,0.606913,0.8034565,0.6587115,0.8293557,0.66715896,0.8335795,0.652876,0.826438
6214,0.6036804,0.8018402,0.5697557,0.78487784,0.63129216,0.81564605,0.5382686,0.7691343,0.52737623,0.7636881,0.5710976,0.7855488,0.5237372,0.7618686,0.5636376,0.7818188,0.5760921,0.78804606,0.55339116,0.7766956
6231,0.6678231,0.83391154,0.65787566,0.8289378,0.64005375,0.8200269,0.5734832,0.7867416,0.63369626,0.81684816,0.608591,0.80429554,0.5935451,0.79677254,0.64738667,0.82369334,0.6304631,0.81523156,0.6101847,0.80509233
6232,0.734493,0.8672465,0.65112776,0.8255639,0.7040238,0.8520119,0.5836959,0.79184794,0.67058355,0.83529174,0.6795312,0.8397656,0.55829644,0.7791482,0.68536425,0.8426821,0.61238456,0.8061923,0.6505246,0.8252623
6233,0.73929405,0.869647,0.71604526,0.85802263,0.7387281,0.869364,0.60941124,0.8047056,0.6980144,0.8490072,0.6867653,0.84338266,0.58307004,0.791535,0.6937345,0.84686726,0.66172665,0.83086336,0.6378361,0.81891805
6239,0.6035286,0.8017643,0.5889913,0.79449564,0.5683317,0.78416586,0.5592693,0.77963465,0.5432805,0.77164024,0.6049551,0.80247754,0.58666086,0.79333043,0.62197256,0.8109863,0.642199,0.8210995,0.63717115,0.8185856
6240,0.6459042,0.8229521,0.5646224,0.7823112,0.5796843,0.7898421,0.5155659,0.75778294,0.5855306,0.79276526,0.5690857,0.78454286,0.518504,0.759252,0.5440649,0.77203244,0.5669426,0.7834713,0.54804504,0.7740225
6254,0.63014364,0.8150718,0.7139837,0.8569919,0.62260926,0.8113046,0.6012503,0.80062515,0.6220962,0.8110481,0.60563314,0.80281657,0.655433,0.82771647,0.6700595,0.8350297,0.6515738,0.8257869,0.65174854,0.82587427
6255,0.56625456,0.7831273,0.5510628,0.7755314,0.5536169,0.77680844,0.5126978,0.7563489,0.5323755,0.7661878,0.5597487,0.7798743,0.5703772,0.78518856,0.52207476,0.76103735,0.60217345,0.8010867,0.6001185,0.80005926
6342,0.5957566,0.79787827,0.60430956,0.8021548,0.5494162,0.7747081,0.49862963,0.7493148,0.5991698,0.79958487,0.55802894,0.77901447,0.56790507,0.78395253,0.58226824,0.7911341,0.5490742,0.7745371,0.52215827,0.76107913
7630,0.5561066,0.7780533,0.6448097,0.82240486,0.5386413,0.7693206,0.5976795,0.79883975,0.59466815,0.7973341,0.5655651,0.78278255,0.614923,0.8074615,0.65953207,0.82976604,0.68035626,0.84017813,0.70573413,0.85286707
7654,0.6146842,0.8073421,0.6546708,0.82733536,0.62827134,0.8141357,0.58329785,0.7916489,0.58597803,0.792989,0.5809727,0.79048634,0.577016,0.788508,0.60291576,0.8014579,0.62016916,0.8100846,0.5912607,0.79563034
8890,0.58213097,0.79106545,0.61295176,0.8064759,0.5905388,0.79526937,0.5941942,0.7970971,0.553707,0.7768535,0.6058027,0.8029014,0.5874174,0.7937087,0.6677646,0.83388233,0.68924654,0.84462327,0.6684307,0.83421534
8916,0.4741203,0.7370601,0.48150223,0.74075115,0.525401,0.7627005,0.45100752,0.72550374,0.4221692,0.7110846,0.38179076,0.6908954,0.4114071,0.70570356,0.4398769,0.71993846,0.47767746,0.73883873,0.4138902,0.7069451
9028,0.6682403,0.83412015,0.66878235,0.8343912,0.640571,0.8202855,0.6161525,0.80807626,0.60625494,0.80312747,0.637205,0.8186025,0.6012577,0.80062884,0.6768563,0.83842814,0.6296444,0.8148222,0.6737517,0.83687586
9066,0.6533702,0.8266851,0.5854234,0.79271173,0.5822138,0.79110694,0.5128573,0.75642866,0.5747173,0.78735864,0.5716609,0.78583044,0.48897618,0.7444881,0.57166535,0.78583264,0.55439264,0.7771963,0.55402064,0.7770103
9445,0.5940255,0.79701275,0.6433855,0.82169276,0.57046604,0.785233,0.5781044,0.7890522,0.5930355,0.7965177,0.57668203,0.78834105,0.6376731,0.81883657,0.63489246,0.81744623,0.6729551,0.8364775,0.6541697,0.82708484
9542,0.68663734,0.8433187,0.70216435,0.8510822,0.6216029,0.81080145,0.66878486,0.8343924,0.6957576,0.8478788,0.6265569,0.81327844,0.5837832,0.7918916,0.6961633,0.84808165,0.67346823,0.8367341,0.62450325,0.8122516
9546,0.63623106,0.81811553,0.5763172,0.7881586,0.5516745,0.77583724,0.5955822,0.7977911,0.56327593,0.78163797,0.58683145,0.7934157,0.51379466,0.75689733,0.57679325,0.7883966,0.6057266,0.8028633,0.5469285,0.77346426
9547,0.57495105,0.7874755,0.5560959,0.7780479,0.53607786,0.7680389,0.53333914,0.7666696,0.50114393,0.75057197,0.4754549,0.73772746,0.46623674,0.73311836,0.52959645,0.7647982,0.54119927,0.7705996,0.48998612,0.7449931
9583,0.6368729,0.81843644,0.649507,0.8247535,0.62337565,0.8116878,0.6325282,0.8162641,0.5842708,0.79213536,0.56817496,0.7840875,0.56035846,0.78017926,0.61713606,0.808568,0.64055383,0.8202769,0.6056715,0.80283576
9587,0.6483804,0.8241902,0.6504314,0.8252157,0.65464044,0.8273202,0.5580197,0.7790098,0.58284163,0.7914208,0.63843936,0.8192197,0.5978623,0.7989311,0.63804126,0.8190206,0.646335,0.8231675,0.6535215,0.82676077
12037,0.7102852,0.8551426,0.7498418,0.8749209,0.7252202,0.8626101,0.6540452,0.8270226,0.6954326,0.84771633,0.7510791,0.87553954,0.7150924,0.8575462,0.7913013,0.8956506,0.7822939,0.89114696,0.782846,0.891423
12116,0.64726657,0.8236333,0.6159837,0.80799186,0.65207404,0.82603705,0.5788415,0.7894207,0.5938376,0.7969188,0.63347614,0.81673807,0.57846457,0.78923225,0.64875484,0.8243774,0.64419836,0.8220992,0.65712905,0.8285645
12122,0.7120137,0.85600686,0.62798417,0.8139921,0.6613016,0.8306508,0.5626442,0.7813221,0.62589276,0.8129464,0.6828543,0.84142715,0.55049324,0.7752466,0.6593418,0.8296709,0.60735106,0.80367553,0.62010837,0.8100542
12124,0.5775442,0.7887721,0.55936265,0.7796813,0.5672759,0.78363794,0.5151614,0.7575807,0.49578893,0.74789447,0.5812857,0.79064286,0.5050758,0.7525379,0.5399449,0.76997244,0.5646981,0.78234905,0.5663936,0.7831968
12141,0.6578901,0.82894504,0.60363305,0.8018165,0.63742286,0.8187114,0.55901533,0.77950764,0.60476065,0.8023803,0.6086004,0.8043002,0.59483534,0.79741764,0.6036726,0.8018363,0.6324585,0.8162292,0.6247643,0.81238216
12143,0.65829664,0.8291483,0.6441928,0.8220964,0.6291724,0.81458616,0.5667549,0.7833774,0.6177255,0.80886275,0.6720909,0.83604544,0.58529675,0.7926484,0.64556754,0.82278377,0.6718285,0.83591425,0.6644726,0.8322363
12149,0.6193251,0.8096626,0.6797365,0.83986825,0.68425333,0.84212667,0.55943394,0.77971697,0.6121081,0.80605406,0.6080699,0.80403495,0.64735633,0.82367814,0.63628566,0.81814283,0.65211225,0.8260561,0.63945836,0.8197292
12161,0.5215759,0.76078796,0.5081357,0.75406784,0.520216,0.760108,0.51836216,0.7591811,0.50647724,0.7532386,0.529088,0.764544,0.5080034,0.75400174,0.55577636,0.7778882,0.5832769,0.7916385,0.5448321,0.77241606
12252,0.62415683,0.8120784,0.6443024,0.8221512,0.58368915,0.7918446,0.6234987,0.81174934,0.61424196,0.807121,0.62345314,0.81172657,0.5847808,0.7923904,0.6797682,0.8398841,0.66650873,0.83325434,0.6791829,0.83959144
12408,0.6438477,0.82192385,0.6444639,0.82223195,0.6281903,0.81409514,0.58387643,0.7919382,0.65395665,0.8269783,0.7000365,0.85001826,0.68165135,0.8408257,0.67913485,0.8395674,0.6868102,0.8434051,0.7268859,0.86344296
12409,0.5355968,0.7677984,0.5823293,0.79116464,0.5367702,0.7683851,0.51776004,0.75888,0.5185753,0.75928766,0.4959951,0.7479975,0.53242636,0.7662132,0.5708601,0.7854301,0.54206884,0.7710344,0.52461773,0.76230884
12410,0.7358874,0.8679437,0.732257,0.8661285,0.7391316,0.86956584,0.6274747,0.8137374,0.69621634,0.8481082,0.65950024,0.8297501,0.6286049,0.81430244,0.7245517,0.86227584,0.6779361,0.83896804,0.65721154,0.8286058
12418,0.71472335,0.8573617,0.70627785,0.8531389,0.6976019,0.84880096,0.6126442,0.8063221,0.68309474,0.84154737,0.7108836,0.8554418,0.6936103,0.84680516,0.71900475,0.8595024,0.67831886,0.8391594,0.7199276,0.8599638
12422,0.65007746,0.82503873,0.56244373,0.78122187,0.6205161,0.81025803,0.49739003,0.748695,0.61235976,0.8061799,0.6837133,0.84185666,0.5796728,0.7898364,0.604026,0.80201304,0.59901595,0.799508,0.6405012,0.82025063
12435,0.5297798,0.7648899,0.5037193,0.75185966,0.5136379,0.75681895,0.49847573,0.7492379,0.48167503,0.7408375,0.5064109,0.7532054,0.50916123,0.7545806,0.4944988,0.74724936,0.51326025,0.7566301,0.50871253,0.75435627
12436,0.6415643,0.8207822,0.5616938,0.7808469,0.6268913,0.8134457,0.5172154,0.7586077,0.59445274,0.79722637,0.63659406,0.818297,0.5254362,0.7627181,0.6242952,0.8121476,0.60490143,0.8024507,0.5908803,0.79544014
12437,0.52690005,0.76345,0.5264529,0.76322645,0.56571686,0.78285843,0.53880036,0.7694002,0.5023177,0.75115883,0.5003748,0.7501874,0.46183488,0.73091745,0.577966,0.788983,0.528865,0.7644325,0.51468635,0.7573432
12447,0.74787843,0.8739392,0.74668634,0.87334317,0.7039163,0.85195816,0.7021088,0.85105443,0.7045748,0.8522874,0.71752936,0.85876465,0.6762607,0.83813035,0.7370511,0.86852556,0.7524346,0.8762173,0.72542006,0.86271
12448,0.7624711,0.88123554,0.756106,0.878053,0.72617537,0.86308765,0.7129043,0.8564521,0.763381,0.8816905,0.7749233,0.88746166,0.70858264,0.8542913,0.7842698,0.8921349,0.75200737,0.8760037,0.76351845,0.8817592
12449,0.65463555,0.8273178,0.58840024,0.7942001,0.66075134,0.8303757,0.5495686,0.7747843,0.5866969,0.79334843,0.684907,0.8424535,0.5075274,0.7537637,0.63562703,0.8178135,0.61826897,0.8091345,0.5960276,0.7980138
12450,0.5767016,0.7883508,0.57017463,0.78508735,0.5881785,0.79408926,0.50528204,0.752641,0.5480622,0.7740311,0.57779956,0.7888998,0.56983376,0.7849169,0.58256006,0.79128003,0.57569605,0.787848,0.59226596,0.796133
12451,0.67603296,0.8380165,0.6624889,0.83124447,0.7391778,0.8695889,0.5700627,0.7850313,0.6281214,0.8140607,0.6000512,0.8000256,0.5364005,0.7682003,0.63997453,0.8199873,0.61186564,0.8059328,0.59514767,0.7975738
12452,0.67441,0.837205,0.57970464,0.7898523,0.6536301,0.826815,0.53341347,0.7667067,0.62087977,0.8104399,0.63011813,0.81505907,0.5039058,0.7519529,0.6327313,0.81636566,0.5873054,0.7936527,0.5903973,0.7951987
12453,0.5996912,0.7998456,0.61501646,0.80750823,0.5631698,0.78158486,0.5736333,0.78681666,0.5670881,0.78354406,0.58463156,0.7923158,0.5540049,0.77700245,0.63297874,0.81648934,0.5931445,0.7965722,0.6135551,0.80677754
12454,0.69242287,0.84621143,0.66255045,0.8312752,0.645324,0.822662,0.6351293,0.8175646,0.6767844,0.8383922,0.6391015,0.81955075,0.63082135,0.8154107,0.6607187,0.83035934,0.6513115,0.82565576,0.62528145,0.8126407
12455,0.7099684,0.85498416,0.6303041,0.81515205,0.6803297,0.84016484,0.6098822,0.80494106,0.6165117,0.80825585,0.6684507,0.83422536,0.54177606,0.77088803,0.64760566,0.8238028,0.6305052,0.8152526,0.619116,0.80955803
12456,0.7461215,0.87306076,0.66659737,0.8332987,0.7054547,0.85272735,0.5826025,0.79130125,0.6915452,0.8457726,0.6431523,0.8215761,0.570574,0.785287,0.6832886,0.8416443,0.5947407,0.7973703,0.60758436,0.8037922
12457,0.71929514,0.8596476,0.6918169,0.84590846,0.7506013,0.87530065,0.6445004,0.8222502,0.69669855,0.8483493,0.6963682,0.8481841,0.6669825,0.8334912,0.732348,0.866174,0.6949253,0.84746265,0.6783451,0.83917254
12458,0.73668283,0.86834145,0.7066095,0.85330474,0.7573389,0.87866944,0.6490366,0.8245183,0.62684774,0.8134239,0.6623107,0.83115536,0.53676033,0.76838017,0.7171937,0.85859686,0.6924046,0.8462023,0.650825,0.8254125
12459,0.6587374,0.8293687,0.61779195,0.80889595,0.6375977,0.81879884,0.5612335,0.78061676,0.6138383,0.80691916,0.566874,0.783437,0.54923916,0.7746196,0.61198586,0.80599296,0.5517441,0.77587205,0.5466428,0.7733214
12460,0.7008724,0.8504362,0.67245936,0.8362297,0.69261885,0.8463094,0.6377424,0.8188712,0.67834866,0.83917433,0.7394687,0.86973435,0.6397159,0.81985795,0.7226568,0.86132836,0.76110446,0.88055223,0.7022707,0.8511354
12461,0.7376387,0.86881936,0.62484145,0.8124207,0.7100904,0.8550452,0.59708565,0.79854286,0.6266377,0.81331885,0.7158556,0.8579278,0.54108906,0.7705445,0.66706705,0.8335335,0.62712705,0.8135635,0.6512301,0.82561505
12462,0.69016314,0.84508157,0.7055632,0.8527816,0.70366603,0.851833,0.62913114,0.81456554,0.6788169,0.83940846,0.6607158,0.8303579,0.58908165,0.7945408,0.6831802,0.8415901,0.7128879,0.85644394,0.66087925,0.8304396
12463,0.4902013,0.7451006,0.4682031,0.73410153,0.5431292,0.7715646,0.46195185,0.7309759,0.47862202,0.739311,0.52133495,0.76066744,0.5313127,0.76565635,0.49413446,0.7470672,0.5625802,0.7812901,0.53263664,0.7663183
12464,0.75111413,0.87555707,0.7098742,0.8549371,0.7287991,0.86439955,0.6564598,0.8282299,0.71190834,0.8559542,0.72151273,0.8607564,0.6296285,0.8148142,0.739767,0.86988354,0.7093656,0.8546828,0.68989086,0.84494543
12465,0.6249062,0.8124531,0.66393214,0.83196604,0.6438353,0.82191765,0.55751085,0.7787554,0.62337995,0.81169,0.607117,0.80355847,0.6530709,0.82653546,0.6366184,0.8183092,0.6489403,0.82447016,0.6361648,0.8180824
12466,0.64138484,0.8206924,0.56628084,0.7831404,0.5832766,0.7916383,0.51651996,0.75826,0.59756875,0.7987844,0.67480963,0.83740485,0.5810859,0.79054296,0.62774897,0.8138745,0.61655265,0.8082763,0.63657045,0.8182852
12467,0.59652686,0.79826343,0.61603034,0.80801517,0.61328197,0.806641,0.6071187,0.80355936,0.54837024,0.7741851,0.6168638,0.80843186,0.5783819,0.78919095,0.6903403,0.84517014,0.6949395,0.84746975,0.6571932,0.8285966
12468,0.5756444,0.7878222,0.56124276,0.7806214,0.5733131,0.78665656,0.5216241,0.76081204,0.605865,0.8029325,0.6311479,0.81557393,0.66558564,0.8327928,0.58676136,0.7933807,0.6685071,0.83425355,0.64233977,0.82116985
12469,0.39625937,0.69812965,0.46749884,0.7337494,0.4080184,0.7040092,0.40450364,0.7022518,0.38416842,0.6920842,0.38891262,0.69445634,0.39586836,0.69793415,0.4534819,0.72674096,0.5031507,0.75157535,0.47401124,0.7370056
12470,0.6368181,0.8184091,0.5926288,0.79631436,0.67933726,0.83966863,0.6007216,0.8003608,0.6030699,0.80153495,0.6157797,0.8078898,0.53703773,0.76851887,0.6710949,0.83554745,0.5723622,0.7861811,0.571795,0.7858975
12471,0.71138453,0.85569227,0.72268784,0.8613439,0.7031642,0.8515821,0.66396457,0.83198225,0.6937261,0.84686303,0.6854577,0.84272885,0.6825775,0.84128875,0.74509156,0.8725458,0.7170156,0.8585078,0.735482,0.867741
12472,0.6192935,0.8096467,0.6833862,0.8416931,0.6216645,0.81083226,0.61614436,0.8080722,0.6335416,0.8167708,0.6138112,0.8069056,0.60883355,0.8044168,0.69982374,0.84991187,0.6806874,0.8403437,0.65203094,0.8260155
12473,0.6735856,0.8367928,0.66246164,0.8312308,0.65681684,0.8284084,0.6357258,0.81786287,0.6473739,0.82368696,0.6567376,0.8283688,0.6502682,0.8251341,0.676493,0.83824646,0.6488788,0.8244394,0.6894103,0.84470516
12474,0.5611974,0.7805987,0.52910495,0.7645525,0.539666,0.76983297,0.5337527,0.76687634,0.5099423,0.75497115,0.6001642,0.8000821,0.5206975,0.76034874,0.57463646,0.7873182,0.60864973,0.80432487,0.5706076,0.78530383
12475,0.6439663,0.82198316,0.61539185,0.8076959,0.60725516,0.8036276,0.5763328,0.7881664,0.61215997,0.80608,0.67379814,0.83689904,0.6447524,0.8223762,0.6573869,0.82869345,0.68617004,0.84308505,0.69366735,0.8468337
12476,0.6899924,0.8449962,0.6909398,0.8454699,0.6606464,0.8303232,0.61399734,0.80699867,0.6794472,0.8397236,0.6481769,0.82408845,0.6867779,0.8433889,0.70902514,0.8545126,0.6906289,0.84531444,0.693965,0.8469825
12477,0.63179857,0.81589925,0.6493559,0.82467794,0.6366302,0.8183151,0.6320828,0.8160414,0.6150839,0.80754197,0.6807454,0.8403727,0.65692586,0.82846296,0.68184716,0.84092355,0.6851293,0.84256464,0.73453796,0.867269
12478,0.6461978,0.8230989,0.65802765,0.8290138,0.65433514,0.8271676,0.6127465,0.80637324,0.6288858,0.8144429,0.6516707,0.82583535,0.59351325,0.7967566,0.67373717,0.8368686,0.67076707,0.83538353,0.6505052,0.8252526
12479,0.5804459,0.79022294,0.53853047,0.76926523,0.6041786,0.80208933,0.5135343,0.75676715,0.5056435,0.75282174,0.58739483,0.7936974,0.48301607,0.741508,0.58098114,0.79049057,0.56880766,0.7844038,0.5361731,0.76808655
12480,0.7431967,0.87159836,0.6902789,0.84513944,0.688102,0.844051,0.65038,0.82519,0.686533,0.8432665,0.6726866,0.8363433,0.59769225,0.7988461,0.6940752,0.8470376,0.64131546,0.82065773,0.6337658,0.8168829
12481,0.6391616,0.8195808,0.6071676,0.8035838,0.6683527,0.83417636,0.5750691,0.7875346,0.565958,0.782979,0.64722204,0.823611,0.5079627,0.75398135,0.6869681,0.84348404,0.66214764,0.8310738,0.6207173,0.81035864
12482,0.7132367,0.85661834,0.6909052,0.8454526,0.69871354,0.8493568,0.6550956,0.8275478,0.6982115,0.8491057,0.72455764,0.8622788,0.6860403,0.84302014,0.7389008,0.8694504,0.6937469,0.84687346,0.7066088,0.8533044
12483,0.6845399,0.84226996,0.6955935,0.84779674,0.6825347,0.84126735,0.58770275,0.7938514,0.66614753,0.83307374,0.7069584,0.8534792,0.6784523,0.8392261,0.71154225,0.8557711,0.70201397,0.851007,0.7360045,0.86800224
12484,0.57122785,0.7856139,0.5345552,0.7672776,0.5977255,0.79886276,0.4660306,0.7330153,0.5341512,0.7670756,0.5694264,0.7847132,0.4631096,0.7315548,0.54105467,0.77052736,0.52776617,0.7638831,0.53436476,0.76718235
12485,0.6421299,0.82106495,0.61955404,0.809777,0.6526283,0.82631415,0.5678135,0.78390676,0.6126874,0.8063437,0.73130095,0.8656505,0.6552441,0.82762206,0.7111559,0.85557795,0.6841611,0.8420806,0.7118343,0.85591716
12486,0.6846208,0.8423104,0.6997343,0.8498671,0.7020023,0.85100114,0.5801376,0.7900688,0.675892,0.837946,0.69553536,0.8477677,0.6762743,0.83813715,0.7080928,0.8540464,0.6787754,0.8393877,0.6659007,0.83295035
12487,0.7632077,0.88160384,0.7452922,0.8726461,0.77962875,0.8898144,0.6616748,0.83083737,0.71743876,0.85871935,0.7202583,0.8601291,0.66398084,0.8319904,0.7737948,0.8868974,0.72080386,0.8604019,0.7081667,0.85408336
12488,0.49785158,0.7489258,0.6143098,0.8071549,0.5116935,0.75584674,0.51204926,0.7560246,0.5214983,0.76074916,0.5137283,0.7568642,0.5398183,0.76990914,0.5685699,0.78428495,0.62805593,0.81402797,0.5787377,0.78936887
12489,0.573169,0.7865845,0.56489694,0.7824485,0.60877824,0.8043891,0.49845946,0.7492297,0.5375447,0.76877236,0.5967236,0.7983618,0.5590095,0.7795048,0.6012288,0.80061436,0.5639192,0.7819596,0.56409234,0.7820462
12490,0.5359005,0.76795024,0.54425925,0.77212965,0.5522459,0.7761229,0.48990673,0.7449534,0.5214361,0.76071805,0.54711735,0.7735587,0.53092563,0.7654628,0.51521766,0.75760883,0.5704269,0.7852135,0.5556737,0.77783686
12491,0.6960605,0.8480302,0.6755419,0.83777094,0.682363,0.8411815,0.6386813,0.81934065,0.63821995,0.81911,0.6926875,0.84634376,0.63700765,0.81850386,0.6953558,0.8476779,0.6963141,0.84815705,0.6987344,0.8493672
12492,0.5447861,0.77239305,0.541403,0.7707015,0.5579477,0.7789738,0.5222451,0.7611226,0.5111094,0.7555547,0.5203298,0.76016486,0.46409136,0.73204565,0.5633155,0.78165776,0.5412817,0.77064085,0.47335768,0.73667884
12493,0.5644189,0.78220946,0.5043684,0.7521842,0.56582856,0.7829143,0.51479155,0.75739574,0.46643203,0.73321605,0.57043165,0.78521585,0.46499136,0.73249567,0.5663314,0.7831657,0.5710685,0.78553426,0.5400709,0.77003545
12494,0.6531166,0.8265583,0.6658046,0.8329023,0.6808418,0.8404209,0.6486887,0.82434434,0.63230896,0.8161545,0.6445002,0.8222501,0.6795374,0.8397687,0.663725,0.8318625,0.7312931,0.86564654,0.7120443,0.8560221
12495,0.70813006,0.85406506,0.6945888,0.8472944,0.67003095,0.8350155,0.62730145,0.8136507,0.6855385,0.84276927,0.76189065,0.8809453,0.6708168,0.8354084,0.76148504,0.88074255,0.74745864,0.87372935,0.7537498,0.8768749
12496,0.65312415,0.82656205,0.62330556,0.8116528,0.64681864,0.8234093,0.577576,0.78878796,0.60984606,0.80492306,0.62225014,0.81112504,0.5325535,0.7662767,0.6482732,0.8241366,0.68730426,0.8436521,0.6218543,0.81092715
12497,0.6719721,0.835986,0.65101326,0.8255066,0.6898682,0.8449341,0.62549937,0.8127497,0.6450529,0.82252645,0.6677977,0.83389884,0.6075871,0.80379355,0.6873935,0.8436967,0.6531937,0.82659686,0.65991056,0.8299553
12498,0.69986343,0.8499317,0.7606081,0.88030404,0.68903464,0.84451735,0.66872644,0.8343632,0.67517066,0.83758533,0.6764025,0.8382013,0.67867446,0.8393372,0.7260594,0.8630297,0.75225115,0.8761256,0.7178674,0.8589337
12499,0.6747769,0.83738846,0.66512704,0.8325635,0.69058025,0.8452901,0.56211656,0.7810583,0.68567985,0.84283996,0.6997575,0.8498788,0.6857718,0.8428859,0.7103164,0.8551582,0.65208006,0.82604,0.6965326,0.8482663
