Unnamed: 0,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_doordash_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_doordash_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_apple_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_apple_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_samsara_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_samsara_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_yelp_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_yelp_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_match_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_match_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_i2c_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_i2c_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_adobe_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_adobe_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_amazon_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_amazon_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_rowan_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_rowan_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_google_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_google_ux_Score
87,0.061898634,0.5309493,0.04371815,0.52185905,0.02052947,0.51026475,0.098586194,0.5492931,0.030830849,0.51541543,0.06631146,0.53315574,0.06939678,0.53469837,0.072834104,0.53641707,0.14135882,0.5706794,0.07181527,0.5359076
88,0.07620025,0.5381001,0.02318213,0.5115911,0.020064523,0.51003224,0.0736387,0.53681934,0.01669075,0.50834537,0.07936901,0.53968453,0.04430877,0.5221544,0.079998076,0.539999,0.09544557,0.5477228,0.077932596,0.5389663
89,0.18152481,0.5907624,0.1783657,0.58918285,0.13772875,0.56886435,0.17884609,0.58942306,0.10127005,0.55063504,0.17091416,0.5854571,0.15162815,0.57581407,0.17402992,0.587015,0.22805434,0.61402714,0.20240021,0.6012001
90,0.118636265,0.5593181,0.09433926,0.5471696,0.074763976,0.537382,0.17842369,0.5892118,0.050538264,0.52526915,0.1406812,0.57034063,0.11060045,0.55530024,0.13082,0.56541,0.16903356,0.58451676,0.11929378,0.5596469
91,0.2157599,0.60787994,0.2620944,0.6310472,0.19777054,0.5988853,0.28810805,0.64405406,0.16578156,0.58289075,0.2482157,0.62410784,0.22242093,0.61121047,0.2729471,0.63647354,0.3072942,0.65364707,0.25558847,0.62779427
92,0.072121054,0.5360605,0.039602518,0.51980126,0.041763328,0.52088165,0.11511846,0.55755925,-0.00046334742,0.49976832,0.06356931,0.53178465,0.028123487,0.51406175,0.07400537,0.5370027,0.104409024,0.5522045,0.06370856,0.5318543
93,0.20130712,0.6006535,0.18509658,0.5925483,0.16226041,0.5811302,0.26404482,0.6320224,0.17927144,0.5896357,0.29516265,0.64758134,0.25754544,0.62877274,0.27946538,0.6397327,0.3239488,0.66197443,0.30684578,0.6534229
94,0.1441754,0.5720877,0.16351993,0.58176,0.096697845,0.5483489,0.20284012,0.60142004,0.118887566,0.5594438,0.18391557,0.5919578,0.21802606,0.609013,0.19573463,0.5978673,0.25500688,0.62750345,0.20638041,0.6031902
95,0.100083455,0.55004174,0.12123248,0.56061625,0.042171054,0.5210855,0.1276261,0.56381303,0.055287987,0.527644,0.08460872,0.54230434,0.09236241,0.5461812,0.10899824,0.55449915,0.1393665,0.56968325,0.112611055,0.5563055
96,0.179934,0.589967,0.19000287,0.59500146,0.12136303,0.5606815,0.27657098,0.6382855,0.116686955,0.55834347,0.17834544,0.5891727,0.18161497,0.5908075,0.20770684,0.6038534,0.24126968,0.62063485,0.20156306,0.60078156
97,0.13990977,0.5699549,0.1238908,0.5619454,0.0644922,0.5322461,0.18924913,0.5946246,0.082433686,0.54121685,0.16456988,0.5822849,0.16738656,0.58369327,0.1693743,0.5846872,0.2190916,0.6095458,0.16582337,0.5829117
98,0.22012348,0.61006176,0.19337523,0.5966876,0.14823352,0.57411677,0.27537993,0.63768995,0.17700437,0.58850217,0.28292352,0.64146173,0.25804156,0.6290208,0.28196156,0.6409808,0.31034595,0.65517294,0.2924076,0.6462038
99,0.3069855,0.65349275,0.29829633,0.64914817,0.24372867,0.6218643,0.3389448,0.6694724,0.26293278,0.6314664,0.36217457,0.68108726,0.3271584,0.6635792,0.35667592,0.67833793,0.40869063,0.70434535,0.37055218,0.6852761
100,0.20422149,0.60211074,0.17877105,0.5893855,0.1536774,0.57683873,0.23522764,0.6176138,0.18338686,0.5916934,0.23339671,0.6166984,0.2182113,0.60910565,0.22766861,0.6138343,0.2739399,0.6369699,0.23188221,0.6159411
101,0.07891561,0.5394578,0.08615877,0.5430794,0.042019293,0.5210096,0.11878753,0.55939376,0.030622892,0.5153114,0.0874432,0.5437216,0.09467285,0.5473364,0.08356215,0.54178107,0.17013265,0.5850663,0.122422636,0.56121135
102,0.09843411,0.54921705,0.067891166,0.53394556,0.029824764,0.51491237,0.13024068,0.56512034,0.039607383,0.5198037,0.09380472,0.54690236,0.08426286,0.5421314,0.098276086,0.54913807,0.16746005,0.58373004,0.113233685,0.55661684
103,0.014031114,0.5070156,-0.0065786466,0.4967107,-0.027166475,0.48641676,0.044593412,0.5222967,-0.04336003,0.47831997,-0.009504713,0.49524763,-0.0023977198,0.49880114,0.014096656,0.5070483,0.05777761,0.5288888,0.016171463,0.5080857
104,0.06845808,0.53422904,0.05852142,0.5292607,-0.0019651596,0.49901742,0.1127588,0.5563794,0.016869236,0.5084346,0.07789626,0.5389481,0.06006918,0.5300346,0.09150562,0.5457528,0.12922573,0.56461287,0.08947559,0.5447378
105,0.23445386,0.61722696,0.20705588,0.60352796,0.20189394,0.60094696,0.21087882,0.6054394,0.21658829,0.6082941,0.31174818,0.6558741,0.29011983,0.64505994,0.2688523,0.6344261,0.33882767,0.6694138,0.3345977,0.66729885
106,0.09458544,0.5472927,0.12225224,0.5611261,0.03689389,0.5184469,0.14569826,0.57284915,0.06325334,0.5316267,0.08923393,0.54461694,0.1012859,0.55064297,0.115448266,0.5577241,0.1550344,0.5775172,0.12253518,0.5612676
107,0.17765826,0.58882916,0.2152653,0.60763264,0.10710508,0.5535525,0.1996728,0.5998364,0.12457407,0.56228703,0.15404922,0.5770246,0.17013204,0.585066,0.17055187,0.58527595,0.2138015,0.60690075,0.19963154,0.5998158
108,0.08794312,0.54397154,0.095857844,0.5479289,0.07047525,0.5352376,0.14179541,0.5708977,0.033997484,0.51699877,0.11220964,0.55610484,0.080920644,0.54046035,0.119650304,0.5598252,0.157527,0.5787635,0.10754922,0.5537746
109,0.081101,0.5405505,0.057516214,0.5287581,0.031357713,0.5156789,0.08246683,0.5412334,0.041398916,0.52069944,0.117548786,0.5587744,0.10555893,0.55277944,0.11481547,0.55740774,0.17145887,0.5857294,0.11694283,0.55847144
110,0.24457821,0.6222891,0.23560204,0.617801,0.18105166,0.5905258,0.29598182,0.64799094,0.18598756,0.5929938,0.27006167,0.63503087,0.2623803,0.6311902,0.258696,0.629348,0.32994694,0.6649735,0.28628987,0.64314497
111,0.004551326,0.50227565,-0.018929344,0.49053532,-0.02347337,0.4882633,-0.00960942,0.4951953,-0.045611285,0.47719437,0.035376467,0.5176882,-0.007519044,0.49624047,0.022441983,0.511221,0.0316377,0.51581883,0.03860382,0.5193019
112,0.08918978,0.5445949,-0.00095093064,0.49952453,0.04096219,0.5204811,0.12428979,0.5621449,0.059451416,0.52972573,0.12341768,0.56170887,0.08096279,0.5404814,0.093469605,0.5467348,0.13190022,0.5659501,0.1180781,0.55903906
113,0.0633826,0.5316913,0.02855182,0.5142759,0.035878982,0.5179395,0.064931214,0.5324656,0.0012178402,0.5006089,0.06830775,0.5341539,0.031124545,0.5155623,0.072859384,0.5364297,0.09967768,0.54983884,0.07018109,0.53509057
114,0.12729841,0.5636492,0.12753676,0.5637684,0.09924019,0.5496201,0.16622937,0.5831147,0.08446424,0.5422321,0.14038862,0.5701943,0.15111548,0.5755577,0.16901673,0.58450836,0.21069357,0.6053468,0.17674056,0.58837026
115,0.026156142,0.5130781,0.015855664,0.50792783,-0.00052754395,0.49973622,0.03996335,0.5199817,-0.02382196,0.48808903,0.033610016,0.516805,0.017247276,0.50862366,0.0152410455,0.5076205,0.05827114,0.5291356,0.031205801,0.5156029
116,0.13075334,0.56537664,0.15514344,0.57757175,0.045973115,0.52298653,0.1549839,0.57749194,0.09057363,0.54528683,0.12798923,0.56399465,0.13203204,0.566016,0.14174174,0.5708709,0.16599372,0.58299685,0.16270155,0.5813508
117,0.16185367,0.58092684,0.14783838,0.5739192,0.102948576,0.5514743,0.20029886,0.60014945,0.11482172,0.55741084,0.1962827,0.5981414,0.17698675,0.58849335,0.21366477,0.6068324,0.241503,0.6207515,0.18973917,0.5948696
118,0.21264806,0.606324,0.21287435,0.6064372,0.14455032,0.57227516,0.24232253,0.6211613,0.19263862,0.5963193,0.30960554,0.6548028,0.30770567,0.6538528,0.27637792,0.63818896,0.33563256,0.6678163,0.30962572,0.6548129
119,0.25502768,0.6275138,0.26650906,0.6332545,0.19774717,0.5988736,0.3183329,0.65916646,0.21400906,0.6070045,0.36977267,0.68488634,0.310429,0.6552145,0.32448936,0.6622447,0.38270363,0.69135183,0.3691141,0.6845571
120,0.09158168,0.54579085,0.085029006,0.5425145,0.04859958,0.5242998,0.15314159,0.5765708,0.03820575,0.5191029,0.11971681,0.5598584,0.08331965,0.54165983,0.12310365,0.5615518,0.16103786,0.58051896,0.11391029,0.55695516
121,0.15450692,0.57725346,0.14518146,0.5725907,0.11305201,0.556526,0.18490297,0.59245145,0.11603296,0.5580165,0.19441506,0.59720755,0.19581237,0.5979062,0.20656678,0.6032834,0.27293614,0.63646805,0.22765198,0.613826
122,-0.028142333,0.48592883,-0.06285906,0.46857047,-0.06444457,0.46777773,-0.04133173,0.47933415,-0.065876275,0.46706188,-0.0052295676,0.4973852,-0.03528735,0.4823563,-0.014077524,0.49296123,0.022418827,0.5112094,-0.008169886,0.49591506
123,0.16225472,0.58112735,0.18061769,0.59030885,0.0984774,0.5492387,0.1807419,0.59037095,0.09598884,0.54799443,0.19083583,0.5954179,0.16340627,0.5817031,0.19534078,0.5976704,0.24843222,0.6242161,0.21134922,0.6056746
124,0.16029653,0.5801483,0.15662466,0.57831234,0.105118476,0.55255926,0.23500074,0.61750036,0.10093382,0.5504669,0.13511357,0.5675568,0.13351795,0.566759,0.15641925,0.57820964,0.21144798,0.605724,0.13436598,0.567183
125,0.21675667,0.60837835,0.24768268,0.62384135,0.15081845,0.57540923,0.26890108,0.63445055,0.1541899,0.577095,0.20840336,0.6042017,0.2121912,0.6060956,0.23815179,0.6190759,0.27966344,0.6398317,0.25409546,0.6270477
126,0.13944483,0.5697224,0.160679,0.5803395,0.091934584,0.5459673,0.18296917,0.5914846,0.12417735,0.56208867,0.15384355,0.57692176,0.16992943,0.5849647,0.16067249,0.5803362,0.21771875,0.60885936,0.18040442,0.5902022
127,0.015887935,0.507944,-0.00532311,0.49733844,-0.0033065192,0.49834675,0.047435053,0.5237175,-0.024987454,0.48750627,0.013402004,0.506701,0.009002371,0.50450116,0.034159563,0.5170798,0.061204277,0.53060216,0.018304884,0.5091524
128,0.06753621,0.5337681,0.05106631,0.52553314,0.020481044,0.5102405,0.07311821,0.5365591,0.014187258,0.5070936,0.0581029,0.5290514,0.0545464,0.5272732,0.059584595,0.5297923,0.11102231,0.5555112,0.085923865,0.54296196
129,0.029981848,0.5149909,0.0096904915,0.50484526,-0.0051044524,0.4974478,0.10133608,0.55066806,-0.021454671,0.48927265,0.050960418,0.5254802,0.034018096,0.517009,0.036848538,0.5184243,0.08543967,0.54271984,0.05747763,0.5287388
130,0.07151027,0.53575516,0.077698804,0.5388494,0.037800524,0.5189003,0.14119227,0.57059616,0.037392087,0.51869607,0.09451716,0.54725856,0.096735865,0.5483679,0.100213096,0.5501065,0.15639988,0.5781999,0.10672527,0.5533626
131,0.23712653,0.6185633,0.18296205,0.59148103,0.17361021,0.5868051,0.21940404,0.609702,0.19795662,0.5989783,0.31860992,0.659305,0.29533795,0.64766896,0.26237735,0.6311887,0.32112303,0.6605615,0.34478265,0.6723913
132,0.15688291,0.57844144,0.1892561,0.59462804,0.12997998,0.56499,0.23391846,0.6169592,0.12593439,0.5629672,0.19037437,0.5951872,0.16058207,0.58029103,0.23521358,0.61760676,0.28699607,0.64349806,0.23036942,0.6151847
133,0.0659703,0.53298515,0.061399348,0.5306997,0.038369987,0.519185,0.10917438,0.5545872,0.016875474,0.50843775,0.07219793,0.53609896,0.05757118,0.5287856,0.08107211,0.54053605,0.10991648,0.5549582,0.086895406,0.54344773
134,0.24204606,0.62102306,0.25450397,0.627252,0.19419381,0.5970969,0.35559154,0.67779577,0.16168259,0.5808413,0.21512008,0.60756004,0.2155452,0.6077726,0.25762698,0.6288135,0.3405913,0.67029566,0.25728947,0.6286447
135,0.2540856,0.6270428,0.298113,0.6490565,0.18409231,0.59204614,0.318389,0.65919447,0.20803022,0.6040151,0.28070718,0.64035356,0.2846808,0.6423404,0.30554152,0.65277076,0.3700229,0.68501145,0.30801088,0.6540054
136,0.0064083803,0.50320417,-0.027071092,0.48646444,-0.011587573,0.49420622,0.043305393,0.5216527,-0.057372175,0.47131392,-0.0007180241,0.499641,-0.024462383,0.4877688,0.024520293,0.51226014,0.038596667,0.5192983,-0.0047451933,0.4976274
137,0.021737345,0.51086867,0.018792475,0.50939626,-0.0004804507,0.49975976,0.06598572,0.53299284,-0.006978952,0.49651054,0.0381955,0.51909775,0.024006628,0.5120033,0.052609272,0.52630466,0.07443871,0.53721935,0.035907276,0.51795363
138,0.0241719,0.512086,0.028136224,0.5140681,-0.0009906031,0.4995047,0.069869295,0.53493464,-0.013060108,0.49346995,0.03230066,0.51615036,0.041353513,0.52067673,0.026843378,0.5134217,0.10963773,0.55481887,0.05141763,0.5257088
139,0.050288364,0.52514416,0.022890091,0.51144505,0.00034197792,0.500171,0.08936998,0.544685,-0.018000782,0.4909996,0.06635855,0.5331793,0.061011992,0.530506,0.0323056,0.5161528,0.11146596,0.55573297,0.060478553,0.5302393
140,0.17981732,0.58990866,0.19048202,0.595241,0.114171445,0.55708575,0.26682407,0.633412,0.14571764,0.5728588,0.20272218,0.6013611,0.19102445,0.5955122,0.2028494,0.6014247,0.27955937,0.6397797,0.23027581,0.61513793
141,0.020360246,0.5101801,-0.0021559224,0.49892205,-0.022519013,0.4887405,0.06744276,0.5337214,-0.034857735,0.48257113,0.0006686915,0.5003343,0.0020894548,0.50104475,0.019932369,0.5099662,0.057703003,0.5288515,0.01862108,0.50931054
142,0.3139851,0.65699255,0.28875715,0.64437854,0.2338981,0.6169491,0.27784592,0.6389229,0.29435965,0.64717984,0.3747201,0.68736005,0.32372612,0.6618631,0.3527236,0.6763618,0.34784505,0.67392254,0.36063036,0.6803152
143,0.24786401,0.623932,0.27265054,0.63632524,0.22768775,0.61384386,0.2981366,0.6490683,0.23456764,0.6172838,0.33673972,0.6683699,0.29756665,0.6487833,0.30282468,0.65141237,0.35745358,0.6787268,0.32589436,0.6629472
144,0.24367714,0.62183857,0.21071628,0.6053581,0.18853182,0.59426594,0.29252648,0.64626324,0.1909185,0.5954592,0.30653584,0.6532679,0.23927742,0.6196387,0.26470494,0.6323525,0.2983629,0.6491815,0.29971755,0.6498588
145,0.17118908,0.58559453,0.18475664,0.5923783,0.111427575,0.5557138,0.25615844,0.62807924,0.15085682,0.5754284,0.22394322,0.6119716,0.20806941,0.6040347,0.22303182,0.6115159,0.24474634,0.62237316,0.21796727,0.60898364
146,0.23029974,0.61514986,0.21463245,0.60731626,0.15170433,0.57585216,0.2719413,0.63597065,0.16999774,0.58499885,0.23093972,0.6154699,0.21661177,0.6083059,0.22864065,0.61432034,0.26471293,0.63235646,0.23457667,0.61728835
147,0.08167565,0.5408378,0.068288416,0.5341442,0.026989907,0.51349497,0.12756242,0.5637812,0.032770958,0.5163855,0.059956614,0.52997833,0.07954553,0.53977275,0.08006835,0.5400342,0.11724252,0.5586213,0.0787892,0.5393946
148,0.015770495,0.5078852,-0.018224858,0.49088758,0.05341148,0.52670574,-0.022016598,0.4889917,0.014107974,0.507054,0.005554667,0.50277734,0.0031066663,0.50155336,0.035418384,0.5177092,0.00019448157,0.5000972,0.040150125,0.5200751
149,0.23535524,0.6176776,0.22052586,0.61026293,0.16228485,0.5811424,0.28734526,0.64367265,0.16325678,0.5816284,0.25235376,0.6261769,0.22765526,0.61382765,0.2588052,0.6294026,0.31004748,0.65502375,0.26887435,0.6344372
150,0.1147486,0.5573743,0.092679806,0.5463399,0.056506664,0.5282533,0.13578802,0.567894,0.04999979,0.5249999,0.09199035,0.5459952,0.078031376,0.5390157,0.09852217,0.5492611,0.1348859,0.56744295,0.07326529,0.53663266
151,0.21353823,0.6067691,0.23493275,0.6174664,0.13782887,0.5689144,0.24473917,0.6223696,0.15369168,0.5768458,0.1864713,0.5932357,0.2004412,0.6002206,0.21834072,0.6091704,0.24954252,0.62477124,0.22457194,0.612286
152,0.031180657,0.5155903,0.029839756,0.5149199,0.011427727,0.5057139,0.05335336,0.52667665,0.0070822183,0.5035411,0.03613309,0.5180665,0.0537492,0.5268746,0.043226767,0.52161336,0.096685454,0.5483427,0.05730319,0.5286516
153,0.14650154,0.5732508,0.1597643,0.57988214,0.101308525,0.5506543,0.19386601,0.596933,0.090568095,0.54528403,0.16682757,0.5834138,0.16348495,0.58174247,0.16441512,0.58220756,0.23802398,0.619012,0.17692098,0.5884605
154,0.0629712,0.5314856,0.04281099,0.5214055,0.011259977,0.50563,0.09812608,0.549063,0.024267092,0.51213354,0.07187062,0.5359353,0.039576054,0.519788,0.0672721,0.53363603,0.13177215,0.5658861,0.07023103,0.53511554
155,0.17991593,0.58995795,0.17775051,0.58887523,0.11426508,0.55713254,0.24552876,0.62276435,0.15696546,0.57848275,0.23267047,0.6163352,0.245916,0.622958,0.24066159,0.6203308,0.28817427,0.64408714,0.2408102,0.6204051
156,0.365403,0.68270147,0.373541,0.6867705,0.27763748,0.63881874,0.3447107,0.67235535,0.36233634,0.6811682,0.43348622,0.7167431,0.42894748,0.7144737,0.41174242,0.7058712,0.45341617,0.72670805,0.42763013,0.7138151
157,0.21004447,0.60502225,0.18869531,0.59434766,0.12866975,0.56433487,0.2600134,0.6300067,0.14142524,0.5707126,0.24291785,0.62145895,0.2258508,0.6129254,0.2553161,0.62765807,0.29518417,0.64759207,0.256276,0.628138
158,0.23558807,0.61779404,0.2707522,0.6353761,0.18602295,0.5930115,0.31779024,0.65889513,0.1862522,0.5931261,0.20075822,0.6003791,0.20944038,0.6047202,0.2464855,0.62324274,0.27151048,0.63575524,0.2532837,0.62664187
159,0.119471066,0.55973554,0.10932521,0.5546626,0.09237648,0.54618824,0.16589019,0.5829451,0.09073644,0.5453682,0.15139623,0.57569814,0.1560987,0.57804936,0.17382707,0.5869135,0.23103745,0.61551875,0.18940696,0.5947035
160,0.061473384,0.5307367,-0.019873504,0.49006325,0.019084793,0.5095424,0.022368986,0.5111845,0.008793996,0.504397,0.062349558,0.5311748,-0.0074814744,0.49625927,0.054702513,0.52735126,0.051899068,0.52594954,0.032058507,0.51602924
161,0.2665551,0.63327754,0.24967198,0.62483597,0.18838152,0.5941908,0.28663874,0.64331937,0.21576874,0.60788435,0.2869592,0.6434796,0.2803952,0.64019763,0.3013846,0.6506923,0.3330276,0.6665138,0.28203076,0.6410154
162,0.14555828,0.5727791,0.19143465,0.5957173,0.09427582,0.5471379,0.20521595,0.60260797,0.113120794,0.5565604,0.13983469,0.5699173,0.15656826,0.57828414,0.17733611,0.58866805,0.1895042,0.5947521,0.17077126,0.5853856
163,0.21101344,0.6055067,0.27063772,0.6353189,0.20273226,0.60136616,0.22534412,0.6126721,0.20156047,0.60078025,0.15936172,0.57968086,0.22539194,0.612696,0.21239978,0.60619986,0.2357646,0.6178823,0.20172034,0.6008602
164,0.19950864,0.59975433,0.17688997,0.588445,0.12262202,0.561311,0.22819732,0.61409867,0.18098968,0.5904949,0.26584357,0.6329218,0.25815162,0.6290758,0.24450056,0.62225026,0.31470555,0.6573528,0.28095007,0.64047503
165,0.33748156,0.66874075,0.31064904,0.6553245,0.2849567,0.64247835,0.32531482,0.6626574,0.3500283,0.67501414,0.46472657,0.7323633,0.42955303,0.7147765,0.4585324,0.72926617,0.5075696,0.7537848,0.52317476,0.7615874
166,0.23569089,0.6178454,0.22158031,0.61079013,0.20496944,0.6024847,0.21113378,0.60556686,0.23905677,0.6195284,0.3036136,0.65180683,0.33424562,0.66712284,0.3227648,0.66138244,0.36369067,0.6818453,0.35810694,0.6790535
167,0.024320083,0.51216006,0.0028694589,0.50143474,0.0041400436,0.50207,0.044589926,0.52229494,-0.002236152,0.49888194,0.030841706,0.51542085,0.04077784,0.5203889,0.023392364,0.51169616,0.083365425,0.5416827,0.042662613,0.5213313
168,0.15401459,0.5770073,0.0587593,0.52937967,0.07323431,0.53661716,0.15961078,0.5798054,0.043970615,0.5219853,0.11228953,0.5561448,0.061011456,0.5305057,0.10324252,0.55162126,0.13198037,0.5659902,0.08510552,0.54255277
169,0.34625763,0.67312884,0.36071447,0.6803572,0.26344803,0.631724,0.39179894,0.6958995,0.26566082,0.6328304,0.3321734,0.6660867,0.34009352,0.67004675,0.37713933,0.68856966,0.40265393,0.70132697,0.360719,0.6803595
170,0.13411629,0.56705815,0.11235476,0.5561774,0.08348979,0.5417449,0.18265882,0.5913294,0.09498494,0.54749244,0.17150113,0.5857506,0.1588636,0.5794318,0.18191507,0.5909575,0.24404472,0.6220224,0.18600956,0.59300476
171,0.17782608,0.588913,0.1704031,0.58520156,0.12553865,0.5627693,0.2103162,0.6051581,0.118326664,0.55916333,0.20017213,0.6000861,0.19897537,0.59948766,0.20338617,0.6016931,0.2659637,0.63298184,0.21207932,0.60603964
172,0.034113593,0.5170568,0.024327587,0.5121638,0.008440909,0.5042204,0.119878225,0.5599391,-0.05166197,0.47416902,0.005262144,0.50263107,0.013547951,0.50677395,0.02325521,0.5116276,0.07225184,0.5361259,0.026946813,0.5134734
173,0.12394494,0.5619725,0.098998584,0.5494993,0.10677685,0.5533884,0.12473122,0.5623656,0.06219666,0.5310983,0.10628507,0.55314255,0.08662396,0.54331195,0.12583278,0.5629164,0.13607635,0.56803817,0.10668416,0.5533421
174,0.10450503,0.55225253,0.11959748,0.5597987,0.05428688,0.5271434,0.19224253,0.59612125,0.064044155,0.53202206,0.13836196,0.56918097,0.11519088,0.55759543,0.1510298,0.5755149,0.19407068,0.59703535,0.14095087,0.57047546
175,0.1985122,0.5992561,0.17252144,0.58626074,0.12982033,0.5649102,0.240333,0.6201665,0.15865283,0.5793264,0.24073817,0.6203691,0.23046228,0.61523116,0.24520925,0.6226046,0.27829918,0.6391496,0.24329513,0.6216476
176,0.032519728,0.51625985,0.03660505,0.5183025,-0.0035783332,0.49821085,0.07098022,0.5354901,-0.015612973,0.49219352,0.047811776,0.5239059,0.02337195,0.51168597,0.037612226,0.5188061,0.08525969,0.54262984,0.044112828,0.5220564
177,0.60442185,0.8022109,0.6151447,0.80757236,0.59629154,0.7981458,0.6139225,0.80696124,0.5831309,0.7915654,0.6758181,0.83790904,0.6160393,0.80801964,0.6739495,0.83697474,0.7475288,0.8737644,0.7126633,0.85633165
178,0.19030342,0.5951517,0.18634316,0.5931716,0.10326736,0.55163366,0.23624519,0.6181226,0.14877337,0.5743867,0.17096007,0.58548003,0.2067613,0.6033807,0.20417663,0.60208833,0.24161613,0.62080806,0.2125069,0.60625345
179,0.216224,0.608112,0.2134358,0.6067179,0.15674762,0.5783738,0.25529885,0.6276494,0.21700399,0.608502,0.30446684,0.6522334,0.2994128,0.64970636,0.27819103,0.63909554,0.35747713,0.6787386,0.3188102,0.6594051
180,0.09324928,0.54662466,0.09737891,0.5486895,0.06923671,0.5346184,0.1344247,0.56721234,0.016060624,0.5080303,0.0807759,0.5403879,0.06304915,0.5315246,0.11146158,0.5557308,0.14257097,0.5712855,0.1092271,0.55461353
181,0.010603019,0.50530154,0.0040196637,0.5020098,0.0044857543,0.50224286,0.046986703,0.52349335,-0.02331632,0.48834184,0.04542741,0.5227137,0.031123444,0.5155617,0.042672392,0.5213362,0.10742681,0.5537134,0.052086353,0.5260432
182,0.08064906,0.5403245,0.036688697,0.51834434,0.03266465,0.5163323,0.09269064,0.5463453,0.05373494,0.52686745,0.12863968,0.56431985,0.14098243,0.5704912,0.10409142,0.5520457,0.15916231,0.57958114,0.1403151,0.5701575
183,0.1646265,0.58231324,0.15862978,0.5793149,0.09586147,0.5479307,0.20674336,0.6033717,0.11676181,0.5583809,0.19201592,0.59600794,0.17376158,0.5868808,0.17732103,0.58866054,0.23345518,0.6167276,0.19677973,0.59838986
184,0.11277748,0.55638874,0.14647946,0.57323974,0.08527084,0.54263544,0.18157627,0.5907881,0.08297395,0.541487,0.093722016,0.546861,0.119224645,0.55961233,0.12323779,0.5616189,0.15523031,0.57761514,0.12858447,0.56429225
185,0.21323676,0.6066184,0.14066043,0.5703302,0.1458104,0.5729052,0.24056906,0.62028456,0.16769227,0.58384615,0.2598463,0.62992316,0.21974447,0.6098722,0.24193472,0.6209674,0.30390435,0.65195215,0.25944638,0.6297232
186,0.2042952,0.6021476,0.21167037,0.6058352,0.16527137,0.5826357,0.27695978,0.6384799,0.14309281,0.57154644,0.22368893,0.6118445,0.2147983,0.60739917,0.24574032,0.62287015,0.33617947,0.66808975,0.26059663,0.6302983
187,0.17484958,0.5874248,0.15504026,0.57752013,0.09970956,0.54985476,0.21982874,0.60991436,0.07686696,0.5384335,0.109489605,0.5547448,0.10969966,0.5548498,0.12100393,0.560502,0.20524634,0.60262316,0.13712037,0.5685602
