Unnamed: 0,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_doordash_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_doordash_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_apple_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_apple_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_samsara_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_samsara_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_yelp_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_yelp_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_match_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_match_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_i2c_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_i2c_ux_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_adobe_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_adobe_ux_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_amazon_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_amazon_ux_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_rowan_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_rowan_ux_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_google_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_google_ux_Score
63087,0.67766905,0.8388345,0.6484097,0.82420486,0.62314606,0.811573,0.6521482,0.8260741,0.7058556,0.8529278,0.76895195,0.88447595,0.79205865,0.89602935,0.7352042,0.8676021,0.76771283,0.8838564,0.82759166,0.9137958
83710,0.63075775,0.8153789,0.6074635,0.80373174,0.5437213,0.77186066,0.6179004,0.8089502,0.63173616,0.8158681,0.71945363,0.8597268,0.6338804,0.8169402,0.7360371,0.8680185,0.6998756,0.8499378,0.7362898,0.86814487
83711,0.5460367,0.77301836,0.5747913,0.78739566,0.54383314,0.77191657,0.51367396,0.756837,0.45935515,0.72967756,0.42510736,0.7125537,0.40063173,0.70031583,0.545813,0.77290654,0.5165397,0.75826985,0.4453879,0.7226939
86666,0.60255027,0.80127513,0.6928674,0.8464337,0.5764266,0.7882133,0.6390077,0.81950384,0.6250792,0.8125396,0.6852573,0.84262866,0.71547604,0.857738,0.7853467,0.8926734,0.7757253,0.8878627,0.75583947,0.87791973
87779,0.41218305,0.7060915,0.45307028,0.72653514,0.35317245,0.6765862,0.4392476,0.7196238,0.39803034,0.69901514,0.38417274,0.69208634,0.43043208,0.71521604,0.41357565,0.7067878,0.43314022,0.71657014,0.39347786,0.69673896
97622,0.69117707,0.84558856,0.7251376,0.8625688,0.6932925,0.84664625,0.6508691,0.82543457,0.7356912,0.8678456,0.7971942,0.8985971,0.6999125,0.8499563,0.8410747,0.92053735,0.7713275,0.88566375,0.7906203,0.89531016
98134,0.6459382,0.8229691,0.634953,0.8174765,0.618365,0.8091825,0.5288502,0.7644251,0.6690967,0.83454835,0.75674003,0.87837005,0.73146474,0.8657324,0.71878755,0.8593938,0.7406086,0.8703043,0.77352047,0.88676023
98135,0.67951155,0.8397558,0.67143035,0.8357152,0.64031535,0.82015765,0.63520247,0.8176012,0.7273159,0.86365795,0.8052281,0.90261406,0.7436112,0.8718056,0.8301581,0.91507906,0.7644403,0.88222015,0.82126844,0.9106342
98136,0.603696,0.801848,0.56302214,0.78151107,0.5256615,0.76283073,0.5396891,0.76984453,0.6029774,0.8014887,0.70391154,0.8519558,0.5902681,0.79513407,0.6726384,0.8363192,0.65743774,0.8287189,0.66304934,0.83152467
98137,0.6275377,0.81376886,0.6485199,0.82425994,0.6013253,0.80066264,0.6419699,0.82098496,0.6595332,0.82976663,0.7385286,0.8692643,0.7009716,0.8504858,0.75901055,0.8795053,0.73604643,0.8680232,0.76596963,0.8829848
98138,0.6794285,0.8397143,0.662351,0.8311755,0.64838403,0.82419205,0.6725014,0.83625066,0.7016767,0.85083836,0.7959855,0.89799273,0.74136055,0.8706803,0.76877844,0.8843892,0.8128012,0.90640056,0.8408877,0.9204439
98171,0.6740557,0.83702785,0.6588776,0.8294388,0.59546924,0.7977346,0.61106527,0.80553263,0.7219528,0.8609764,0.78274554,0.8913728,0.7701504,0.8850752,0.75890785,0.8794539,0.751534,0.875767,0.8135031,0.9067515
98172,0.5756873,0.78784364,0.62899816,0.8144991,0.5382995,0.7691498,0.5502749,0.7751374,0.6619829,0.83099145,0.6916996,0.8458498,0.7312225,0.86561126,0.70906806,0.85453403,0.6945925,0.84729624,0.71833193,0.85916597
98173,0.66390514,0.8319526,0.71990293,0.8599515,0.5956521,0.79782605,0.68348694,0.84174347,0.6752732,0.8376366,0.67764103,0.8388205,0.65021384,0.8251069,0.7141886,0.8570943,0.7736727,0.88683635,0.73716843,0.8685842
98245,0.56371045,0.7818552,0.559055,0.7795275,0.53960395,0.769802,0.55744815,0.7787241,0.58474904,0.7923745,0.6717801,0.83589005,0.6398769,0.8199384,0.6690687,0.83453435,0.7008251,0.85041255,0.6931709,0.84658545
98250,0.6127497,0.80637485,0.68572474,0.84286237,0.6069715,0.80348575,0.6218958,0.8109479,0.5737645,0.7868823,0.5437652,0.7718826,0.53729314,0.7686466,0.6335255,0.81676275,0.58682007,0.79341006,0.53226674,0.76613337
98251,0.5848032,0.7924016,0.56276155,0.7813808,0.49433222,0.7471661,0.52309823,0.7615491,0.58539534,0.79269767,0.6300117,0.81500584,0.59746003,0.79873,0.60148126,0.8007406,0.66526264,0.83263135,0.61179286,0.8058964
98252,0.3165642,0.6582821,0.29289612,0.6464481,0.25112525,0.6255626,0.51000535,0.7550027,0.32467628,0.66233814,0.28190982,0.6409549,0.31040895,0.6552045,0.30121398,0.650607,0.35348922,0.6767446,0.28712195,0.643561
98253,0.6228459,0.81142294,0.62527984,0.81263995,0.5669629,0.7834815,0.6197332,0.8098666,0.5992361,0.799618,0.59803355,0.7990168,0.5724535,0.78622675,0.6213388,0.8106694,0.6767084,0.83835423,0.635022,0.81751096
98254,0.65754217,0.8287711,0.63754094,0.81877047,0.58899933,0.79449964,0.6201575,0.81007874,0.67594266,0.8379713,0.80706966,0.9035348,0.71719456,0.8585973,0.7731799,0.88658994,0.77855575,0.8892779,0.80473423,0.9023671
98255,0.6996459,0.84982294,0.6711484,0.8355742,0.63073295,0.8153665,0.6876013,0.84380066,0.7152027,0.85760134,0.8231761,0.9115881,0.72984505,0.8649225,0.7940639,0.89703196,0.79074216,0.8953711,0.825152,0.91257596
98256,0.62362194,0.811811,0.5963688,0.7981844,0.5567641,0.77838206,0.62956727,0.81478363,0.6083394,0.8041697,0.7097448,0.8548724,0.6075554,0.8037777,0.6734271,0.83671355,0.71589255,0.8579463,0.73039573,0.8651979
98257,0.7101978,0.8550989,0.7271348,0.8635674,0.6835624,0.8417812,0.75426614,0.8771331,0.6804851,0.84024256,0.66734433,0.83367217,0.63195467,0.81597733,0.76820374,0.88410187,0.75659776,0.8782989,0.72573423,0.8628671
98258,0.5576706,0.7788353,0.5926728,0.7963364,0.5226311,0.7613156,0.5496644,0.7748322,0.5467931,0.77339655,0.62767684,0.8138384,0.62927294,0.81463647,0.5864345,0.79321724,0.6737792,0.8368896,0.68554103,0.8427705
98259,0.7277329,0.86386645,0.71572006,0.85786,0.68595624,0.8429781,0.7052405,0.85262024,0.7369492,0.8684746,0.76017416,0.8800871,0.7376204,0.8688102,0.76994157,0.8849708,0.81536424,0.9076821,0.8172492,0.9086246
98260,0.62880176,0.8144009,0.6178316,0.8089158,0.6096144,0.8048072,0.66824985,0.8341249,0.6259443,0.8129722,0.6984587,0.84922934,0.62358737,0.8117937,0.75896204,0.879481,0.67798615,0.8389931,0.68945676,0.84472835
98261,0.6456808,0.8228404,0.5701728,0.7850864,0.5778135,0.78890675,0.628222,0.814111,0.5974307,0.79871535,0.667343,0.8336715,0.6104245,0.80521226,0.6497318,0.82486594,0.6753284,0.8376642,0.668398,0.834199
98262,0.62675077,0.81337535,0.6066998,0.8033499,0.5671094,0.7835547,0.67656183,0.8382809,0.59710944,0.7985547,0.63794005,0.81897,0.59249073,0.79624534,0.649101,0.8245505,0.72199255,0.86099625,0.6846785,0.8423393
98263,0.66509974,0.83254987,0.6807314,0.8403657,0.66422063,0.8321103,0.6800675,0.84003377,0.675398,0.837699,0.71984726,0.8599236,0.6509764,0.8254882,0.7467687,0.87338436,0.7404632,0.8702316,0.75049186,0.8752459
98264,0.6655979,0.83279896,0.6490493,0.82452464,0.59105515,0.7955276,0.72114784,0.8605739,0.6152556,0.8076278,0.6394266,0.8197133,0.57376623,0.7868831,0.7194898,0.8597449,0.6726619,0.83633095,0.65902114,0.82951057
98265,0.694783,0.8473915,0.6126867,0.8063433,0.6053515,0.8026757,0.60134363,0.8006718,0.6716763,0.83583814,0.81696796,0.908484,0.6600954,0.8300477,0.7259731,0.86298656,0.75784886,0.8789244,0.76087785,0.8804389
98266,0.76296574,0.88148284,0.6710998,0.8355499,0.6223806,0.8111903,0.71304643,0.8565232,0.6779368,0.8389684,0.7597109,0.87985545,0.67603135,0.8380157,0.75585115,0.8779256,0.73566425,0.8678321,0.73751265,0.8687563
98267,0.6127825,0.80639124,0.59870017,0.7993501,0.5894294,0.7947147,0.6391065,0.81955326,0.62316024,0.8115801,0.5860512,0.7930256,0.5604282,0.7802141,0.6595931,0.82979655,0.6946746,0.8473373,0.6365442,0.8182721
98268,0.6499582,0.82497907,0.6797923,0.83989614,0.6445558,0.8222779,0.6524044,0.8262022,0.6071315,0.80356574,0.64533925,0.8226696,0.59846056,0.7992303,0.67664135,0.8383207,0.6998656,0.8499328,0.7009978,0.8504989
98269,0.6453434,0.8226717,0.62988853,0.81494427,0.587223,0.7936115,0.62003016,0.8100151,0.65467227,0.82733613,0.68190527,0.84095263,0.62807274,0.81403637,0.69997,0.849985,0.7058728,0.8529364,0.6571232,0.8285616
98270,0.65200084,0.82600045,0.62967765,0.8148388,0.5564596,0.77822983,0.63168025,0.8158401,0.6357039,0.81785196,0.7200119,0.860006,0.6837466,0.8418733,0.71932214,0.8596611,0.7582661,0.87913305,0.72721016,0.8636051
98271,0.54757506,0.7737875,0.5142802,0.7571401,0.46836665,0.7341833,0.5297196,0.7648598,0.5546252,0.77731264,0.717772,0.858886,0.66829216,0.8341461,0.65689987,0.82844996,0.73064643,0.8653232,0.7690081,0.8845041
98272,0.657655,0.8288275,0.65170765,0.8258538,0.60577285,0.8028864,0.602285,0.8011425,0.7011025,0.85055125,0.84403455,0.9220173,0.74641764,0.8732088,0.82863855,0.9143193,0.77056754,0.88528377,0.8590213,0.92951065
98273,0.6646564,0.8323282,0.68085,0.840425,0.60901237,0.8045062,0.6576698,0.8288349,0.6348811,0.8174405,0.70365846,0.85182923,0.66663945,0.8333197,0.78798574,0.8939929,0.7583978,0.8791989,0.77749467,0.88874733
98274,0.70480597,0.852403,0.65541494,0.82770747,0.60997164,0.8049858,0.6575221,0.82876104,0.6948345,0.84741724,0.8489504,0.9244752,0.7179064,0.85895324,0.7742852,0.8871426,0.75833416,0.8791671,0.7939045,0.8969523
98275,0.6776061,0.83880305,0.6446301,0.82231504,0.60872287,0.80436146,0.68429446,0.84214723,0.68258345,0.8412917,0.74414015,0.8720701,0.6878501,0.84392506,0.76180273,0.88090134,0.7507759,0.8753879,0.77065736,0.88532865
98276,0.6684349,0.8342174,0.69933176,0.8496659,0.6195596,0.80977976,0.65726787,0.8286339,0.69879043,0.8493952,0.723889,0.8619445,0.70742553,0.8537128,0.80248094,0.90124047,0.7700789,0.88503945,0.76845944,0.8842297
98277,0.64848125,0.8242406,0.62300885,0.8115044,0.5645864,0.7822932,0.626704,0.813352,0.65786517,0.8289326,0.79479057,0.89739525,0.7121357,0.85606784,0.7752873,0.88764364,0.78144264,0.8907213,0.7977794,0.89888966
98278,0.73633575,0.8681679,0.68974996,0.844875,0.69450516,0.8472526,0.71604156,0.8580208,0.674858,0.837429,0.7834027,0.89170134,0.6694827,0.83474135,0.78709257,0.8935463,0.73498,0.86749,0.75263274,0.87631637
98279,0.69167876,0.8458394,0.6555,0.82774997,0.6092367,0.80461836,0.68835413,0.84417707,0.681416,0.840708,0.77159286,0.8857964,0.6776729,0.83883643,0.76028836,0.8801442,0.7369443,0.86847216,0.7682565,0.8841282
98280,0.6670588,0.8335294,0.6569403,0.8284701,0.6063116,0.8031558,0.70201606,0.85100806,0.6569401,0.82847005,0.735301,0.8676505,0.6923568,0.8461784,0.74206233,0.87103117,0.7561517,0.87807584,0.7556025,0.87780124
98281,0.7483615,0.8741808,0.6980232,0.8490116,0.66229403,0.831147,0.70448947,0.85224473,0.71378297,0.8568915,0.8266378,0.9133189,0.7811742,0.8905871,0.8260082,0.9130041,0.817608,0.908804,0.8425836,0.9212918
98282,0.6855265,0.84276325,0.71593,0.857965,0.6642237,0.83211184,0.73556066,0.8677803,0.6584083,0.82920414,0.67008907,0.8350445,0.6666764,0.8333382,0.7244968,0.8622484,0.71028537,0.8551427,0.7176058,0.8588029
98283,0.7708395,0.8854197,0.70360893,0.8518045,0.6578684,0.8289342,0.67160946,0.8358047,0.7646694,0.8823347,0.83419526,0.9170976,0.7866243,0.89331216,0.8128537,0.90642685,0.7818422,0.8909211,0.8429555,0.9214778
98284,0.48984507,0.7449225,0.5225333,0.76126665,0.44947648,0.72473824,0.49069393,0.74534696,0.5378366,0.7689183,0.63411236,0.8170562,0.6558184,0.82790923,0.66126215,0.8306311,0.6808777,0.84043884,0.68474054,0.8423703
98285,0.58192056,0.7909603,0.57931143,0.7896557,0.49439186,0.74719596,0.54866815,0.7743341,0.61744034,0.8087202,0.7049564,0.8524782,0.6818192,0.8409096,0.6782224,0.8391112,0.7262117,0.8631059,0.7201923,0.86009616
98286,0.6929438,0.8464719,0.6988673,0.84943366,0.66715336,0.8335767,0.6253041,0.81265205,0.7143654,0.85718274,0.73982847,0.86991423,0.71948695,0.8597435,0.8020129,0.90100646,0.74662304,0.8733115,0.75330275,0.8766514
98287,0.63948154,0.8197408,0.6611081,0.830554,0.6141821,0.80709106,0.620026,0.810013,0.6511998,0.8255999,0.7429564,0.8714782,0.68639535,0.8431977,0.7986032,0.8993016,0.7355974,0.8677987,0.7430419,0.87152094
98288,0.52672637,0.7633632,0.5302999,0.76514995,0.4544079,0.72720397,0.5050677,0.75253385,0.5035765,0.75178826,0.52191377,0.7609569,0.50500035,0.7525002,0.6094839,0.804742,0.6029647,0.8014823,0.5634788,0.7817394
98289,0.6246555,0.81232774,0.597805,0.7989025,0.5787369,0.78936845,0.6225458,0.81127286,0.6406007,0.82030034,0.7568266,0.8784133,0.667228,0.833614,0.72580785,0.86290395,0.7434194,0.8717097,0.76370543,0.88185275
98290,0.45735234,0.7286762,0.47361484,0.7368074,0.48319018,0.7415951,0.42302978,0.7115149,0.52864456,0.7643223,0.6146416,0.80732083,0.64810824,0.8240541,0.542181,0.7710905,0.6272899,0.81364495,0.66372716,0.8318636
98291,0.7396622,0.8698311,0.7109371,0.8554685,0.6786065,0.83930326,0.6577392,0.8288696,0.7311539,0.865577,0.83334064,0.9166703,0.75792223,0.8789611,0.8095209,0.9047605,0.8005317,0.9002658,0.83844876,0.9192244
98292,0.62181175,0.8109059,0.6530388,0.82651937,0.5644763,0.7822381,0.6236834,0.8118417,0.6821817,0.84109086,0.7540246,0.8770123,0.74253076,0.8712654,0.77544147,0.8877207,0.75719905,0.8785995,0.78599715,0.8929986
98293,0.6258735,0.8129368,0.6156177,0.8078089,0.5527842,0.7763921,0.62139654,0.8106983,0.63088655,0.8154433,0.7274719,0.8637359,0.6986575,0.84932876,0.7342558,0.8671279,0.754346,0.877173,0.762077,0.8810385
98294,0.5630796,0.7815398,0.5035926,0.7517963,0.49785304,0.7489265,0.54554665,0.7727733,0.55109,0.775545,0.5992416,0.7996208,0.5082701,0.754135,0.5850978,0.7925489,0.5980702,0.7990351,0.55582505,0.7779125
98295,0.64714336,0.8235717,0.64252853,0.82126427,0.58754975,0.79377484,0.617539,0.80876946,0.6753148,0.8376574,0.8100368,0.9050184,0.7696065,0.88480324,0.78201616,0.8910081,0.812945,0.9064725,0.8499819,0.92499095
98296,0.6552368,0.82761836,0.63300693,0.81650347,0.5996138,0.7998069,0.5976051,0.79880255,0.63859785,0.8192989,0.6792995,0.83964974,0.6391262,0.8195631,0.7236825,0.86184126,0.7092813,0.85464066,0.7201519,0.86007595
98297,0.6898408,0.8449204,0.6689869,0.83449346,0.61781394,0.808907,0.6837779,0.84188896,0.6595762,0.8297881,0.69398427,0.84699214,0.6585586,0.8292793,0.74266106,0.8713305,0.74098843,0.87049425,0.75295115,0.8764756
98298,0.6968511,0.8484255,0.65733945,0.8286697,0.59789073,0.79894537,0.6491346,0.8245673,0.69030046,0.84515023,0.7938858,0.8969429,0.73044336,0.8652217,0.7700815,0.88504076,0.76397467,0.88198733,0.8024305,0.90121526
98299,0.67058766,0.8352938,0.6818927,0.8409463,0.6018751,0.80093753,0.62776124,0.8138806,0.67312455,0.8365623,0.7571909,0.8785955,0.6792689,0.8396344,0.7544576,0.8772288,0.6822022,0.8411011,0.7462126,0.8731063
98300,0.6744174,0.8372087,0.69228005,0.84614,0.6485089,0.82425445,0.64820397,0.824102,0.7427096,0.8713548,0.79596394,0.897982,0.7782124,0.8891062,0.829998,0.914999,0.7716702,0.8858351,0.83497834,0.9174892
98301,0.6050594,0.8025297,0.5762002,0.7881001,0.5559329,0.77796644,0.52438116,0.7621906,0.6693344,0.8346672,0.79098976,0.8954949,0.7592289,0.8796145,0.72320783,0.8616039,0.75141126,0.8757056,0.8087485,0.90437424
98302,0.7104072,0.8552036,0.68308187,0.84154093,0.614287,0.8071435,0.68926895,0.8446345,0.72848874,0.86424434,0.81559706,0.9077985,0.7521566,0.8760783,0.80310917,0.9015546,0.7867031,0.89335155,0.82466304,0.9123315
98303,0.71398747,0.85699373,0.6471583,0.8235792,0.6305857,0.81529284,0.6219406,0.8109703,0.72427875,0.86213934,0.86644363,0.9332218,0.766294,0.883147,0.782485,0.8912425,0.807248,0.903624,0.8681972,0.9340986
98304,0.78118,0.89059,0.7618079,0.88090396,0.692258,0.846129,0.6710002,0.8355001,0.7434753,0.87173766,0.85022694,0.92511344,0.7664785,0.88323927,0.8382414,0.91912067,0.7997619,0.89988095,0.82527214,0.91263604
98305,0.7549046,0.8774523,0.7226608,0.8613304,0.6489264,0.8244632,0.67551017,0.8377551,0.75928795,0.879644,0.8314514,0.9157257,0.7609942,0.8804971,0.8202734,0.9101367,0.77309215,0.8865461,0.8177972,0.9088986
98306,0.6694374,0.8347187,0.6476708,0.8238354,0.6106119,0.80530596,0.6178635,0.8089317,0.6452813,0.82264066,0.7510343,0.87551713,0.6830363,0.84151816,0.74984884,0.8749244,0.74665153,0.87332577,0.7658751,0.88293755
98307,0.69282895,0.84641445,0.68401814,0.84200907,0.636452,0.818226,0.64049995,0.82025,0.724644,0.862322,0.847159,0.9235795,0.7558084,0.8779042,0.83589864,0.9179493,0.80123794,0.900619,0.83647484,0.91823745
98308,0.69212496,0.8460625,0.67953664,0.8397683,0.6001457,0.80007285,0.6511821,0.8255911,0.7241366,0.8620683,0.80765486,0.9038274,0.80506694,0.9025335,0.7953023,0.89765114,0.80973405,0.90486705,0.842739,0.9213695
98309,0.6800224,0.84001124,0.64007485,0.8200374,0.5883503,0.79417515,0.60313857,0.8015693,0.69615805,0.848079,0.7897565,0.89487827,0.70938003,0.85469,0.8069067,0.90345335,0.784382,0.892191,0.791759,0.8958795
98310,0.70896995,0.854485,0.60955554,0.80477774,0.659852,0.829926,0.5942311,0.79711556,0.6508741,0.82543707,0.7173718,0.8586859,0.5995095,0.79975474,0.7103244,0.8551622,0.6164749,0.80823743,0.68633574,0.8431679
98311,0.67770755,0.8388538,0.69126856,0.8456343,0.59820235,0.7991012,0.6504836,0.8252418,0.693415,0.84670746,0.73176086,0.8658804,0.7434106,0.8717053,0.71925175,0.8596259,0.7725474,0.88627374,0.7963438,0.8981719
98312,0.6985871,0.8492936,0.70977986,0.8548899,0.626423,0.8132115,0.6673818,0.8336909,0.76497674,0.88248837,0.80376387,0.90188193,0.82088923,0.9104446,0.82209796,0.911049,0.7727841,0.88639206,0.84268737,0.9213437
98313,0.6628227,0.83141136,0.68971455,0.8448573,0.638761,0.8193805,0.6439071,0.82195354,0.70080554,0.8504028,0.8085153,0.90425766,0.6934804,0.8467402,0.8172518,0.9086259,0.7825241,0.89126205,0.8175927,0.9087963
98314,0.747916,0.873958,0.7201359,0.86006796,0.66989756,0.8349488,0.7154628,0.8577314,0.76619303,0.8830965,0.8307909,0.91539544,0.7277399,0.8638699,0.8265201,0.91326004,0.7809454,0.8904727,0.80501723,0.9025086
98315,0.63501966,0.81750983,0.6920235,0.84601176,0.61993265,0.8099663,0.643295,0.8216475,0.6754721,0.837736,0.74933577,0.8746679,0.70170236,0.8508512,0.73837435,0.8691872,0.7745772,0.8872886,0.75281197,0.87640595
98316,0.794855,0.8974275,0.74938047,0.87469023,0.71558464,0.8577923,0.679936,0.83996797,0.7913601,0.89568007,0.8730805,0.93654025,0.7713181,0.88565904,0.8490336,0.9245168,0.78746295,0.8937315,0.8458164,0.9229082
98317,0.713779,0.8568895,0.7004043,0.85020214,0.6418727,0.8209363,0.6444979,0.82224894,0.779129,0.8895645,0.8250116,0.9125058,0.80043846,0.9002192,0.79602504,0.8980125,0.7805973,0.89029866,0.8337997,0.91689986
98318,0.7452867,0.87264335,0.69753474,0.8487674,0.672335,0.8361675,0.7075219,0.85376096,0.7431716,0.8715858,0.8235247,0.91176236,0.748533,0.8742665,0.80734456,0.9036723,0.7922753,0.89613765,0.8370166,0.9185083
98319,0.6714574,0.8357287,0.65135944,0.8256797,0.61817884,0.8090894,0.6766337,0.83831686,0.6515026,0.8257513,0.76269054,0.8813453,0.6901294,0.8450647,0.75243217,0.87621605,0.7700844,0.8850422,0.7739624,0.8869812
98320,0.69464135,0.8473207,0.6593616,0.8296808,0.65978825,0.8298941,0.6159297,0.80796486,0.7235619,0.86178094,0.84381187,0.92190593,0.7188741,0.85943705,0.80662763,0.9033138,0.76453143,0.8822657,0.8025536,0.9012768
98321,0.68282986,0.8414149,0.621526,0.810763,0.6201421,0.81007105,0.66874886,0.8343744,0.6425286,0.82126427,0.75671005,0.878355,0.62960577,0.8148029,0.7041825,0.85209125,0.75897545,0.87948775,0.7434292,0.8717146
98322,0.66622794,0.83311397,0.67247367,0.83623683,0.5903294,0.7951647,0.5904683,0.79523414,0.6822661,0.84113306,0.7882917,0.89414585,0.7109678,0.8554839,0.76252854,0.88126427,0.7410556,0.8705278,0.76924515,0.8846226
98323,0.66016006,0.83008003,0.6498284,0.8249142,0.5611795,0.78058976,0.57103056,0.7855153,0.6928513,0.84642565,0.74870735,0.87435365,0.7102898,0.85514486,0.7621938,0.8810969,0.7069608,0.8534804,0.72802675,0.8640134
98324,0.67205215,0.8360261,0.6821483,0.8410741,0.6122328,0.8061164,0.6801859,0.84009296,0.6584447,0.8292223,0.73192525,0.8659626,0.7024942,0.8512471,0.75136673,0.87568337,0.78007627,0.89003813,0.7826567,0.89132833
98325,0.7079757,0.8539878,0.6956967,0.84784836,0.65243214,0.8262161,0.6817889,0.84089446,0.72721875,0.8636094,0.8180226,0.9090113,0.767653,0.8838265,0.847702,0.923851,0.82678574,0.9133929,0.84500635,0.9225032
98326,0.55496013,0.77748007,0.59101945,0.7955097,0.5014583,0.75072914,0.55722725,0.7786136,0.54835206,0.774176,0.6362306,0.8181153,0.588513,0.7942565,0.66110206,0.830551,0.7260868,0.8630434,0.6590078,0.8295039
98327,0.58376586,0.79188293,0.65698504,0.8284925,0.577888,0.788944,0.59607464,0.7980373,0.60636723,0.8031836,0.6367111,0.81835556,0.628166,0.814083,0.6922822,0.8461411,0.73217475,0.8660874,0.69656223,0.84828115
98328,0.7028049,0.85140246,0.6442528,0.8221264,0.61355007,0.80677503,0.7129415,0.85647076,0.7149552,0.8574776,0.75935286,0.87967646,0.7021039,0.8510519,0.7803677,0.8901838,0.7594198,0.8797099,0.7762649,0.88813245
98329,0.62352645,0.8117632,0.62867594,0.81433797,0.56198615,0.7809931,0.6367705,0.81838524,0.6217539,0.81087697,0.7007898,0.8503949,0.6858183,0.84290916,0.73411614,0.86705804,0.74880224,0.8744011,0.75545585,0.8777279
98330,0.65777457,0.8288873,0.66083074,0.83041537,0.60511935,0.8025597,0.6360678,0.81803393,0.6584059,0.82920295,0.72373784,0.8618689,0.67905235,0.8395262,0.73390955,0.8669548,0.7495356,0.8747678,0.7483338,0.8741669
98331,0.6060916,0.8030458,0.5665004,0.7832502,0.5949478,0.7974739,0.64393246,0.82196623,0.5697378,0.7848689,0.63787013,0.81893504,0.51070035,0.7553502,0.64227825,0.8211391,0.67704976,0.8385249,0.59839183,0.7991959
98332,0.5670861,0.78354305,0.57928777,0.7896439,0.5257397,0.76286983,0.5788814,0.7894407,0.61024284,0.8051214,0.6771028,0.8385514,0.67371005,0.83685505,0.70685375,0.8534269,0.69578815,0.8478941,0.70383763,0.8519188
98333,0.6037557,0.80187786,0.57037,0.785185,0.5679107,0.78395534,0.5480938,0.7740469,0.57974744,0.7898737,0.72608775,0.8630439,0.677632,0.838816,0.64779353,0.82389677,0.7368964,0.8684482,0.7515769,0.87578845
98334,0.61223966,0.8061198,0.65186596,0.825933,0.63151467,0.81575733,0.58896685,0.7944834,0.5964011,0.79820055,0.595027,0.7975135,0.5138961,0.75694805,0.63503397,0.817517,0.5927844,0.7963922,0.59631944,0.7981597
98335,0.70603704,0.8530185,0.7142768,0.8571384,0.65598154,0.8279908,0.72483623,0.8624181,0.6947975,0.84739876,0.7789571,0.88947856,0.72676265,0.8633813,0.7995629,0.89978147,0.7851565,0.89257824,0.80480635,0.9024032
98336,0.5715622,0.7857811,0.548167,0.7740835,0.548511,0.7742555,0.5599984,0.7799992,0.5675899,0.78379494,0.6641376,0.8320688,0.50845325,0.7542266,0.66039205,0.830196,0.61186945,0.8059347,0.5917531,0.79587656
98337,0.50259376,0.7512969,0.46563467,0.73281735,0.42077938,0.7103897,0.511094,0.755547,0.5179156,0.7589578,0.5752113,0.78760564,0.59003466,0.79501736,0.5151301,0.757565,0.62217975,0.8110899,0.60142034,0.8007102
