Unnamed: 0,Modifiedgpt4o-onmini_doordash_pm_Raw_Score,Modifiedgpt4o-onmini_doordash_pm_Score,Modifiedgpt4o-onmini_apple_pm_Raw_Score,Modifiedgpt4o-onmini_apple_pm_Score,Modifiedgpt4o-onmini_samsara_pm_Raw_Score,Modifiedgpt4o-onmini_samsara_pm_Score,Modifiedgpt4o-onmini_yelp_pm_Raw_Score,Modifiedgpt4o-onmini_yelp_pm_Score,Modifiedgpt4o-onmini_match_pm_Raw_Score,Modifiedgpt4o-onmini_match_pm_Score,Modifiedgpt4o-onmini_i2c_ux_Raw_Score,Modifiedgpt4o-onmini_i2c_ux_Score,Modifiedgpt4o-onmini_adobe_ux_Raw_Score,Modifiedgpt4o-onmini_adobe_ux_Score,Modifiedgpt4o-onmini_amazon_ux_Raw_Score,Modifiedgpt4o-onmini_amazon_ux_Score,Modifiedgpt4o-onmini_rowan_ux_Raw_Score,Modifiedgpt4o-onmini_rowan_ux_Score,Modifiedgpt4o-onmini_google_ux_Raw_Score,Modifiedgpt4o-onmini_google_ux_Score
9445,0.7111474,0.8555737,0.7153892,0.8576946,0.66425896,0.8321295,0.6882523,0.8441261,0.66261095,0.8313055,0.66111773,0.8305589,0.6494477,0.82472384,0.6992203,0.84961015,0.704677,0.8523385,0.68778765,0.8438938
9542,0.73256063,0.8662803,0.7376651,0.8688326,0.6962222,0.8481111,0.6679832,0.8339916,0.721028,0.860514,0.6799736,0.8399868,0.62124443,0.8106222,0.7500422,0.8750211,0.66597086,0.8329854,0.66856766,0.8342838
9546,0.7696361,0.8848181,0.70779,0.853895,0.6808982,0.8404491,0.64459175,0.8222959,0.691059,0.8455295,0.69403553,0.84701777,0.6542311,0.82711554,0.7023088,0.8511544,0.6768086,0.8384043,0.677407,0.8387035
9547,0.65759104,0.82879555,0.6299193,0.81495965,0.61126506,0.80563253,0.6250475,0.8125237,0.5772809,0.78864044,0.5769473,0.7884736,0.56495976,0.7824799,0.5935766,0.79678833,0.62041414,0.81020707,0.6039543,0.80197716
9583,0.6757556,0.8378778,0.67777145,0.8388857,0.60781795,0.80390894,0.6203834,0.8101917,0.63015366,0.8150768,0.6151707,0.80758536,0.64699084,0.8234954,0.6236688,0.8118344,0.65603924,0.8280196,0.6332061,0.81660306
9587,0.76283026,0.8814151,0.7064767,0.85323834,0.6827588,0.8413794,0.62486154,0.81243074,0.67271197,0.836356,0.69758415,0.8487921,0.64891624,0.8244581,0.68049604,0.840248,0.67247236,0.8362362,0.69936043,0.8496802
12037,0.7124569,0.8562285,0.75990677,0.8799534,0.7183192,0.8591596,0.66065645,0.8303282,0.7228501,0.86142504,0.76124644,0.8806232,0.7384113,0.86920565,0.79339933,0.89669967,0.78337526,0.89168763,0.80326873,0.90163434
12116,0.68021286,0.8401064,0.6471925,0.82359624,0.6660852,0.8330426,0.599491,0.7997455,0.6249604,0.8124802,0.6867748,0.84338737,0.633078,0.816539,0.67993903,0.8399695,0.6605194,0.8302597,0.6964568,0.8482284
12122,0.7465712,0.8732856,0.67575586,0.8378779,0.66104454,0.8305223,0.5930587,0.79652935,0.65962803,0.829814,0.69308996,0.846545,0.61415315,0.8070766,0.67518747,0.83759373,0.6524866,0.8262433,0.6644802,0.8322401
12124,0.57635534,0.78817767,0.59244776,0.7962239,0.5823703,0.79118514,0.5198047,0.75990236,0.5128186,0.7564093,0.56055593,0.78027797,0.5203877,0.7601938,0.5472618,0.77363086,0.5730341,0.786517,0.5714764,0.7857382
12141,0.6534008,0.8267004,0.6294632,0.8147316,0.5769205,0.78846025,0.53844595,0.769223,0.6342604,0.8171302,0.6419718,0.8209859,0.6655947,0.83279735,0.60431457,0.8021573,0.60586655,0.8029333,0.63682765,0.81841385
12143,0.6793828,0.8396914,0.7259472,0.8629736,0.6969401,0.8484701,0.57319784,0.7865989,0.6493778,0.8246889,0.67878485,0.8393924,0.60006726,0.8000336,0.6899235,0.84496176,0.6430905,0.82154524,0.6654136,0.8327068
12149,0.7317409,0.8658705,0.72239757,0.8611988,0.6978748,0.8489374,0.6012591,0.80062956,0.67010254,0.8350513,0.69631565,0.8481578,0.6961025,0.84805125,0.6994494,0.8497247,0.6630434,0.8315217,0.69790065,0.8489503
12161,0.66543615,0.8327181,0.59350806,0.796754,0.6006154,0.8003077,0.53627276,0.7681364,0.6279275,0.8139638,0.6913076,0.8456538,0.63848937,0.8192447,0.64153886,0.8207694,0.63676107,0.81838053,0.6588097,0.82940483
12252,0.7697614,0.88488066,0.78278077,0.8913904,0.7157488,0.8578744,0.69958097,0.84979045,0.7453739,0.872687,0.7444477,0.87222385,0.69674516,0.8483726,0.7941953,0.89709765,0.73174345,0.8658717,0.7614536,0.8807268
12408,0.63604903,0.8180245,0.6731736,0.83658683,0.6000451,0.80002254,0.5784188,0.78920937,0.6106114,0.8053057,0.6057594,0.8028797,0.59388256,0.7969413,0.6420778,0.8210389,0.6050922,0.80254614,0.6276145,0.81380725
12409,0.703094,0.851547,0.67537117,0.8376856,0.63033205,0.815166,0.5741644,0.7870822,0.6611473,0.8305737,0.6964303,0.84821516,0.6867935,0.8433968,0.6821371,0.8410685,0.65720844,0.8286042,0.7201333,0.86006665
12410,0.7066805,0.85334027,0.7161293,0.85806465,0.6775024,0.8387512,0.59945524,0.7997276,0.6549027,0.82745135,0.6623944,0.8311972,0.6186425,0.8093213,0.7029898,0.8514949,0.64649403,0.823247,0.6435299,0.82176495
12418,0.6452342,0.8226171,0.59619004,0.798095,0.624512,0.812256,0.5639615,0.78198075,0.57759035,0.7887952,0.6378278,0.81891394,0.58352816,0.7917641,0.6114304,0.8057152,0.5928638,0.7964319,0.62610054,0.81305027
12422,0.6621231,0.83106154,0.5946523,0.79732615,0.62703514,0.8135176,0.5222002,0.7611001,0.62223923,0.8111196,0.6746747,0.8373374,0.5869603,0.79348016,0.61793363,0.8089668,0.62037873,0.81018937,0.6578558,0.8289279
12435,0.6509187,0.82545936,0.61109656,0.8055483,0.5844976,0.7922488,0.55068886,0.77534443,0.59557545,0.7977877,0.5862135,0.7931068,0.58406854,0.79203427,0.5837765,0.79188824,0.58442813,0.79221404,0.57713675,0.7885684
12436,0.73900485,0.8695024,0.64826906,0.8241345,0.63987696,0.8199385,0.55147773,0.77573884,0.6640357,0.83201784,0.7327344,0.8663672,0.62909573,0.8145479,0.674148,0.83707404,0.61966276,0.8098314,0.6604974,0.8302487
12437,0.66624343,0.8331217,0.6498625,0.82493126,0.5908406,0.7954203,0.5813463,0.79067314,0.63047516,0.8152376,0.6263149,0.81315744,0.62499666,0.81249833,0.65463483,0.8273174,0.6026625,0.8013313,0.63453865,0.8172693
12447,0.7959775,0.89798874,0.7732204,0.8866102,0.734586,0.867293,0.6824442,0.8412221,0.75719154,0.87859577,0.7285627,0.86428136,0.70647854,0.8532393,0.7612216,0.8806108,0.7006245,0.85031223,0.70856714,0.8542836
12448,0.7798629,0.88993144,0.68079346,0.84039676,0.6911967,0.84559834,0.62468874,0.8123444,0.71100223,0.8555011,0.78305763,0.89152884,0.668954,0.834477,0.74374473,0.87187237,0.7063942,0.8531971,0.71665573,0.85832787
12449,0.7512345,0.87561727,0.66463196,0.832316,0.6580093,0.82900465,0.5797051,0.78985256,0.6937885,0.84689426,0.73914427,0.86957216,0.62691164,0.8134558,0.6973977,0.84869885,0.6286465,0.81432325,0.66381204,0.831906
12450,0.67527854,0.8376393,0.64946496,0.8247325,0.5985774,0.7992887,0.5613401,0.78067005,0.61955416,0.8097771,0.64679855,0.8233993,0.65852773,0.82926387,0.63850707,0.81925356,0.6304407,0.81522036,0.67619455,0.8380973
12451,0.7021727,0.8510864,0.66641843,0.8332092,0.68233263,0.8411663,0.5576949,0.77884746,0.6467695,0.82338476,0.6216143,0.8108071,0.5703832,0.7851916,0.62802446,0.8140122,0.5899662,0.7949831,0.59849155,0.7992458
12452,0.7376764,0.8688382,0.619947,0.8099735,0.6663736,0.8331868,0.55796367,0.7789818,0.6186522,0.8093261,0.67677855,0.8383893,0.5408747,0.77043736,0.64664507,0.82332253,0.5995933,0.79979664,0.63727534,0.81863767
12453,0.69138527,0.84569263,0.653863,0.8269315,0.6036855,0.80184275,0.6393591,0.81967956,0.6249477,0.8124739,0.63245815,0.8162291,0.6099708,0.8049854,0.66147876,0.8307394,0.6196317,0.8098159,0.635813,0.8179065
12454,0.7550731,0.87753654,0.68064034,0.84032017,0.63878083,0.8193904,0.5875192,0.7937596,0.7640005,0.8820002,0.7188456,0.8594228,0.6840594,0.8420297,0.6901474,0.8450737,0.6852076,0.8426038,0.688903,0.8444515
12455,0.75497687,0.87748843,0.67961216,0.8398061,0.72664297,0.8633215,0.6344973,0.81724864,0.65350795,0.826754,0.6941359,0.84706795,0.60363996,0.80182,0.6838671,0.84193355,0.6903881,0.84519404,0.68518555,0.8425928
12456,0.79427767,0.89713883,0.7232759,0.86163795,0.7294452,0.8647226,0.66371465,0.8318573,0.70931613,0.85465807,0.7074739,0.85373694,0.65241176,0.82620585,0.71998894,0.8599945,0.6616224,0.8308112,0.67366314,0.83683157
12457,0.7591262,0.8795631,0.72116697,0.8605835,0.71802104,0.8590105,0.62837625,0.8141881,0.7146228,0.85731137,0.7454517,0.87272584,0.7040299,0.85201496,0.72356915,0.8617846,0.6945267,0.84726334,0.71221894,0.8561095
12458,0.80083346,0.90041673,0.74697757,0.8734888,0.76922476,0.8846124,0.67596334,0.8379817,0.7086232,0.8543116,0.7654611,0.88273054,0.6461143,0.8230572,0.76698685,0.8834934,0.7274821,0.86374104,0.7271298,0.8635649
12459,0.68508905,0.84254456,0.58426803,0.79213405,0.6129273,0.80646366,0.501879,0.7509395,0.63992465,0.8199623,0.6851157,0.84255785,0.60364914,0.80182457,0.66099685,0.83049846,0.57156837,0.7857842,0.63177854,0.81588924
12460,0.760288,0.880144,0.68289244,0.8414462,0.69222736,0.8461137,0.63324183,0.81662095,0.69885075,0.8494254,0.7774281,0.8887141,0.668674,0.834337,0.725411,0.86270547,0.73681915,0.8684096,0.7335384,0.8667692
12461,0.74193376,0.8709669,0.6608917,0.8304459,0.68082404,0.840412,0.5785922,0.7892961,0.6793817,0.83969086,0.77987266,0.8899363,0.67518294,0.83759147,0.69658506,0.8482925,0.72819173,0.86409587,0.7523128,0.8761564
12462,0.7166966,0.8583483,0.7321162,0.8660581,0.7508099,0.87540495,0.628572,0.814286,0.67531025,0.8376551,0.70305896,0.8515295,0.6172031,0.80860156,0.7205936,0.8602968,0.7079054,0.8539527,0.7021409,0.85107046
12463,0.662808,0.831404,0.6398392,0.8199196,0.65218365,0.8260918,0.58079237,0.7903962,0.6519239,0.82596195,0.7107713,0.85538566,0.67694473,0.83847237,0.68510836,0.8425542,0.68034124,0.8401706,0.71142477,0.8557124
12464,0.77366376,0.8868319,0.6945276,0.8472638,0.70784545,0.8539227,0.61011136,0.8050557,0.7030455,0.85152274,0.7653477,0.88267386,0.6652435,0.83262175,0.71358985,0.85679495,0.69364184,0.84682095,0.72380555,0.8619028
12465,0.67096967,0.83548486,0.7047555,0.8523778,0.6953902,0.8476951,0.59998477,0.7999924,0.67329454,0.8366473,0.6314745,0.81573725,0.67784697,0.83892345,0.67771566,0.8388578,0.66742706,0.83371353,0.65999913,0.82999957
12466,0.6362654,0.8181327,0.6415663,0.82078314,0.5856297,0.79281485,0.554425,0.7772125,0.61954045,0.8097702,0.6479074,0.8239537,0.6436808,0.8218404,0.6600274,0.8300137,0.62671375,0.8133569,0.6660612,0.8330306
12467,0.6864702,0.84323514,0.66741574,0.83370787,0.63242984,0.8162149,0.60825396,0.804127,0.6212248,0.81061244,0.7074981,0.85374904,0.6468793,0.82343966,0.7234717,0.8617358,0.7075209,0.8537605,0.71803105,0.8590155
12468,0.71494186,0.8574709,0.66741896,0.8337095,0.6276306,0.8138153,0.56723815,0.78361905,0.7029552,0.8514776,0.6899238,0.8449619,0.70080996,0.850405,0.6579516,0.8289758,0.62821615,0.8141081,0.6831418,0.8415709
12469,0.5897877,0.79489386,0.63397264,0.8169863,0.5312724,0.7656362,0.5312995,0.76564974,0.56471765,0.7823588,0.5776123,0.78880614,0.59952545,0.7997627,0.6044649,0.80223244,0.65356815,0.8267841,0.65948474,0.8297424
12470,0.7619707,0.8809854,0.73538935,0.8676947,0.7228668,0.8614334,0.67192024,0.83596015,0.75374854,0.87687427,0.73300594,0.866503,0.7045431,0.85227156,0.7781763,0.88908815,0.6827647,0.8413824,0.7327366,0.8663683
12471,0.773451,0.8867255,0.7296414,0.8648207,0.71474886,0.8573744,0.64731145,0.8236557,0.759103,0.87955153,0.7300735,0.8650367,0.6759577,0.83797884,0.7606277,0.8803139,0.689762,0.844881,0.72312176,0.8615609
12472,0.75768375,0.8788419,0.7522843,0.87614214,0.71102774,0.8555139,0.65859413,0.82929707,0.735885,0.8679425,0.7521136,0.8760568,0.70547175,0.8527359,0.77303624,0.8865181,0.7524839,0.8762419,0.7354108,0.8677054
12473,0.79965746,0.89982873,0.7137446,0.8568723,0.73551106,0.86775553,0.6538633,0.82693166,0.73273206,0.866366,0.72876066,0.86438036,0.67707705,0.8385385,0.73211724,0.8660586,0.66081434,0.83040714,0.6997108,0.8498554
12474,0.5483595,0.77417976,0.5429016,0.77145076,0.57189465,0.7859473,0.5584502,0.7792251,0.5058987,0.75294936,0.5512773,0.77563864,0.50554794,0.752774,0.5848845,0.79244226,0.5861038,0.7930519,0.5489141,0.77445704
12475,0.7091028,0.85455143,0.6910096,0.84550476,0.637414,0.818707,0.58122426,0.7906121,0.67495143,0.8374757,0.6432588,0.8216294,0.64269614,0.8213481,0.6652007,0.83260036,0.61525214,0.80762607,0.62307024,0.8115351
12476,0.6584374,0.8292187,0.64475137,0.82237566,0.6352712,0.8176356,0.5690298,0.7845149,0.67459494,0.83729744,0.66326666,0.8316333,0.6584443,0.82922214,0.67956305,0.8397815,0.623466,0.811733,0.66850305,0.8342515
12477,0.709804,0.854902,0.6788869,0.83944345,0.67289245,0.8364462,0.6352991,0.81764954,0.65792966,0.8289648,0.71415174,0.85707587,0.6614309,0.8307154,0.6959511,0.84797555,0.6882514,0.8441257,0.73559475,0.8677974
12478,0.7066016,0.8533008,0.6552505,0.8276253,0.6325007,0.8162503,0.6217922,0.8108961,0.65069723,0.8253486,0.71889484,0.8594474,0.6580203,0.8290101,0.6954497,0.84772485,0.6842458,0.8421229,0.71747315,0.8587366
12479,0.7044944,0.85224724,0.6399007,0.81995034,0.67500174,0.8375009,0.5532292,0.7766146,0.64122593,0.82061297,0.73790896,0.8689545,0.62718445,0.8135922,0.6852242,0.8426121,0.6669323,0.8334662,0.6911418,0.8455709
12480,0.7300554,0.86502767,0.68875957,0.8443798,0.68554115,0.8427706,0.6111957,0.80559784,0.674196,0.837098,0.70884246,0.85442126,0.60098773,0.80049384,0.7078742,0.8539371,0.66810274,0.8340514,0.6648375,0.83241874
12481,0.77539086,0.88769543,0.6887306,0.8443653,0.7286867,0.86434335,0.6506289,0.82531446,0.68269,0.841345,0.7086463,0.85432315,0.6165812,0.8082906,0.71077704,0.8553885,0.6729833,0.83649164,0.6823126,0.8411563
12482,0.7839293,0.8919647,0.7355108,0.8677554,0.7065201,0.85326004,0.6583667,0.82918334,0.74571705,0.8728585,0.7690228,0.8845114,0.7229018,0.8614509,0.74866927,0.87433463,0.7180305,0.8590152,0.75342715,0.8767136
12483,0.573727,0.7868635,0.59124815,0.7956241,0.56465447,0.78232723,0.5466355,0.77331775,0.53006893,0.76503444,0.5352561,0.7676281,0.56081223,0.7804061,0.5723883,0.78619415,0.54948246,0.77474123,0.56708276,0.7835414
12484,0.7324084,0.8662042,0.6488432,0.82442164,0.6582632,0.8291316,0.5777332,0.78886664,0.6937876,0.8468938,0.7317537,0.86587685,0.62702787,0.81351393,0.6676393,0.8338196,0.64583623,0.8229181,0.6815697,0.84078485
12485,0.65359974,0.82679987,0.67711145,0.8385557,0.6400411,0.82002056,0.60299027,0.80149513,0.64439404,0.822197,0.73440784,0.86720395,0.71183085,0.8559154,0.7347888,0.8673944,0.7366066,0.8683033,0.75777704,0.8788885
12486,0.7566192,0.8783096,0.7100035,0.85500175,0.69145715,0.8457286,0.5878068,0.7939034,0.73121226,0.8656061,0.7706802,0.8853401,0.698696,0.849348,0.74675715,0.8733786,0.6979009,0.84895045,0.7255405,0.86277026
12487,0.78222644,0.8911132,0.7366935,0.86834675,0.73054,0.86527,0.6135198,0.8067599,0.7134439,0.85672194,0.756426,0.878213,0.68324757,0.8416238,0.73857003,0.869285,0.717368,0.858684,0.7298802,0.8649401
12488,0.6807482,0.8403741,0.71415067,0.85707533,0.6849963,0.8424982,0.5962875,0.79814374,0.6885674,0.8442837,0.71179116,0.8558956,0.65038,0.82519,0.7085817,0.85429084,0.6985279,0.8492639,0.7185415,0.85927075
12489,0.6240635,0.81203175,0.6218834,0.8109417,0.6158813,0.80794066,0.5274939,0.763747,0.6104506,0.8052253,0.68679357,0.8433968,0.66834724,0.8341736,0.66090703,0.8304535,0.6343597,0.81717986,0.6646659,0.83233297
12490,0.5871514,0.7935757,0.5576234,0.7788117,0.54783946,0.7739197,0.54069537,0.7703477,0.54361624,0.77180815,0.56009465,0.7800473,0.5367909,0.7683954,0.54137146,0.77068573,0.5672771,0.78363854,0.55199784,0.77599895
12491,0.7259965,0.86299825,0.7096355,0.85481775,0.68073785,0.8403689,0.62981176,0.8149059,0.6846719,0.84233594,0.672364,0.836182,0.66923755,0.8346188,0.70087636,0.8504382,0.67218125,0.8360906,0.69308144,0.8465407
12492,0.7070663,0.85353315,0.6722838,0.83614194,0.6909199,0.84545994,0.60821295,0.8041065,0.6428465,0.8214233,0.67091745,0.83545876,0.5912055,0.79560274,0.6973851,0.84869254,0.65184855,0.8259243,0.6085123,0.80425614
12493,0.67526066,0.83763033,0.65484905,0.8274245,0.63314664,0.8165733,0.61340797,0.806704,0.59779227,0.79889613,0.6578032,0.8289016,0.62117267,0.81058633,0.6604949,0.83024746,0.6828799,0.84143996,0.679036,0.839518
12494,0.6642475,0.83212376,0.6379545,0.81897724,0.61246645,0.8062332,0.5787202,0.7893601,0.6181768,0.8090884,0.65344423,0.82672215,0.6378057,0.81890285,0.65033543,0.8251677,0.71102583,0.8555129,0.6823767,0.8411883
12495,0.71644306,0.85822153,0.69747055,0.8487353,0.67602384,0.8380119,0.6206951,0.81034756,0.6732932,0.83664656,0.75031674,0.87515837,0.6470673,0.82353365,0.7492981,0.87464905,0.734908,0.867454,0.7286424,0.86432123
12496,0.7742703,0.88713515,0.7309401,0.86547005,0.7204926,0.8602463,0.6205145,0.81025726,0.74982893,0.87491447,0.81163967,0.90581983,0.7390356,0.8695178,0.78320277,0.8916014,0.78297263,0.8914863,0.79546905,0.8977345
12497,0.7355215,0.8677608,0.69649017,0.8482451,0.71520823,0.85760415,0.6328573,0.81642866,0.69594735,0.8479737,0.713307,0.8566535,0.6608881,0.83044404,0.7307632,0.8653816,0.66768926,0.83384466,0.7046853,0.8523426
12498,0.7655162,0.88275814,0.7592685,0.87963426,0.68526775,0.84263384,0.6556569,0.8278284,0.70665956,0.8533298,0.71076816,0.8553841,0.6682398,0.8341199,0.732211,0.8661055,0.67995954,0.83997977,0.7016456,0.8508228
12499,0.770688,0.885344,0.70760757,0.85380375,0.70230865,0.8511543,0.5986903,0.79934514,0.73513055,0.8675653,0.7297439,0.864872,0.6788498,0.8394249,0.71538556,0.8576928,0.6395112,0.8197556,0.6985629,0.84928143
12500,0.70767707,0.85383856,0.6857101,0.84285504,0.64308614,0.8215431,0.5776776,0.7888388,0.6667484,0.8333742,0.664207,0.8321035,0.6655836,0.8327918,0.6604974,0.8302487,0.6125234,0.80626166,0.6525686,0.8262843
12501,0.6366966,0.8183483,0.61509395,0.807547,0.6087405,0.8043703,0.5731147,0.7865573,0.59249157,0.7962458,0.5935857,0.79679286,0.5723537,0.78617686,0.586658,0.793329,0.5755659,0.7877829,0.59062403,0.79531205
12502,0.745877,0.8729385,0.72149146,0.8607457,0.69587636,0.8479382,0.62011635,0.8100582,0.7320978,0.86604893,0.6973191,0.8486595,0.6726162,0.8363081,0.7280636,0.8640318,0.64881974,0.82440984,0.6782234,0.8391117
12503,0.71811223,0.8590561,0.6497196,0.8248598,0.6475455,0.8237728,0.5799216,0.7899608,0.648492,0.824246,0.7176858,0.8588429,0.64037496,0.82018745,0.66621864,0.8331093,0.6639919,0.83199596,0.6772785,0.83863926
12504,0.7720146,0.8860073,0.7367209,0.86836046,0.74306816,0.8715341,0.6683724,0.8341862,0.7057007,0.8528503,0.6958763,0.8479382,0.6391376,0.8195688,0.75539875,0.8776994,0.666424,0.833212,0.6741774,0.8370887
12505,0.69213164,0.8460658,0.66388804,0.831944,0.68583417,0.8429171,0.6012471,0.80062354,0.66174066,0.83087033,0.6990177,0.8495089,0.60727024,0.8036351,0.6819274,0.8409637,0.6912533,0.84562665,0.69795036,0.8489752
12506,0.6703479,0.83517396,0.72342026,0.86171013,0.6371885,0.8185942,0.6146477,0.8073238,0.6648631,0.83243155,0.6274655,0.81373274,0.656971,0.8284855,0.6575769,0.82878846,0.63048875,0.8152444,0.64109266,0.8205463
12507,0.667814,0.833907,0.6353061,0.81765306,0.6187596,0.8093798,0.56335384,0.7816769,0.6580694,0.8290347,0.6831095,0.84155476,0.6741054,0.8370527,0.6619762,0.8309881,0.67720985,0.8386049,0.7063396,0.8531698
12508,0.7476759,0.87383795,0.6991507,0.84957534,0.67984414,0.8399221,0.6016686,0.8008343,0.6977018,0.8488509,0.71339494,0.85669744,0.67921454,0.83960724,0.7001066,0.8500533,0.666242,0.833121,0.69926167,0.84963083
12509,0.7040225,0.85201126,0.67326427,0.83663213,0.71654195,0.858271,0.61030924,0.8051546,0.6647764,0.83238816,0.74464464,0.8723223,0.61828756,0.8091438,0.716558,0.858279,0.6915076,0.8457538,0.7147651,0.85738254
12510,0.7094674,0.8547337,0.69368696,0.8468435,0.6694766,0.8347383,0.604514,0.802257,0.65142095,0.8257105,0.6866915,0.84334576,0.6412196,0.8206098,0.68720126,0.84360063,0.63086146,0.81543076,0.66989577,0.8349479
12511,0.5670469,0.78352344,0.57035136,0.7851757,0.50301945,0.7515097,0.49341053,0.7467053,0.5150895,0.75754476,0.59454775,0.7972739,0.56488055,0.7824403,0.5699372,0.7849686,0.608462,0.804231,0.58830845,0.7941542
12512,0.64272475,0.8213624,0.654253,0.8271265,0.5679095,0.78395474,0.6049962,0.8024981,0.6142303,0.80711514,0.5517809,0.77589047,0.60192,0.80096,0.6078682,0.8039341,0.65558153,0.82779074,0.5999901,0.79999506
12513,0.6617832,0.8308916,0.60176235,0.80088115,0.61632514,0.80816257,0.5391648,0.7695824,0.59004664,0.7950233,0.63801426,0.81900716,0.5674338,0.7837169,0.6163664,0.8081832,0.58909565,0.7945478,0.62148803,0.81074405
12514,0.7259204,0.8629602,0.71873873,0.8593694,0.7063811,0.85319054,0.6420399,0.82101995,0.7352705,0.86763525,0.708261,0.8541305,0.6566062,0.8283031,0.76426953,0.8821348,0.67556244,0.8377812,0.6807076,0.8403538
12515,0.75593007,0.87796503,0.7132648,0.8566324,0.6901682,0.8450841,0.6238844,0.8119422,0.6843086,0.84215426,0.7078229,0.85391146,0.63205516,0.8160276,0.72401094,0.8620055,0.70238256,0.8511913,0.7048671,0.85243356
12516,0.75778407,0.87889206,0.7297186,0.86485934,0.7355709,0.86778545,0.6720792,0.8360396,0.7394196,0.8697098,0.6925754,0.8462877,0.7023146,0.8511573,0.7500993,0.87504965,0.6948086,0.8474043,0.7140738,0.8570369
12518,0.6943896,0.8471948,0.74313056,0.8715653,0.7102109,0.85510546,0.6355492,0.8177746,0.73555756,0.8677788,0.7372407,0.86862034,0.73576313,0.86788154,0.78859067,0.89429533,0.7454743,0.87273717,0.74809134,0.87404567
12519,0.74589026,0.87294513,0.7036597,0.8518299,0.6645111,0.83225554,0.58454573,0.79227287,0.67158353,0.83579177,0.67169124,0.8358456,0.6235156,0.8117578,0.6718025,0.83590126,0.63751245,0.8187562,0.66833353,0.83416677
12520,0.69542,0.84771,0.65758616,0.82879305,0.6712767,0.83563834,0.5788438,0.7894219,0.64640296,0.8232015,0.6537795,0.82688975,0.59404665,0.7970233,0.6555793,0.82778966,0.6180348,0.8090174,0.6562321,0.82811606
12521,0.74341476,0.8717074,0.66235244,0.8311762,0.6830449,0.84152246,0.5896434,0.79482174,0.6979041,0.84895205,0.74942136,0.8747107,0.6634029,0.83170146,0.70623684,0.8531184,0.6330025,0.81650126,0.71762466,0.85881233
12523,0.6774827,0.83874136,0.6773081,0.83865404,0.6468187,0.8234093,0.63215953,0.81607974,0.6135901,0.80679506,0.6527347,0.8263674,0.620008,0.810004,0.67911637,0.8395582,0.65333927,0.82666963,0.68248045,0.8412402
12525,0.81714934,0.9085747,0.7714036,0.8857018,0.7665031,0.88325155,0.6744169,0.83720845,0.7988405,0.89942026,0.78828454,0.89414227,0.7386203,0.86931014,0.79195154,0.89597577,0.72490907,0.86245453,0.75584614,0.8779231
12526,0.80966103,0.9048305,0.745564,0.872782,0.7376379,0.86881894,0.6922072,0.8461036,0.76121414,0.88060707,0.7875546,0.8937773,0.7466759,0.873338,0.76876974,0.8843849,0.74224806,0.871124,0.7867522,0.8933761
12527,0.7420976,0.8710488,0.70173585,0.8508679,0.6778492,0.8389246,0.6283084,0.8141542,0.66527295,0.8326365,0.72296774,0.8614839,0.64796257,0.8239813,0.6869097,0.84345484,0.6670141,0.83350706,0.69499815,0.8474991
12528,0.65842813,0.8292141,0.65799874,0.8289994,0.6693741,0.83468705,0.57144636,0.7857232,0.63520765,0.8176038,0.69384027,0.84692013,0.588351,0.7941755,0.6926166,0.8463083,0.6779913,0.83899564,0.64392275,0.8219614
12529,0.7664001,0.88320005,0.6991105,0.84955525,0.6948781,0.84743905,0.6046771,0.80233854,0.7131219,0.85656095,0.7180372,0.85901856,0.6597257,0.82986283,0.7081637,0.85408187,0.61375177,0.8068759,0.6625943,0.83129716
12530,0.5827025,0.79135126,0.5323397,0.76616985,0.5488055,0.77440274,0.5060465,0.75302327,0.48051688,0.74025846,0.5059651,0.75298256,0.43984574,0.7199229,0.502722,0.751361,0.49161643,0.74580824,0.5088758,0.7544379
12531,0.5658922,0.7829461,0.616464,0.808232,0.58019257,0.7900963,0.50762284,0.7538114,0.56927824,0.7846391,0.56229067,0.78114533,0.5812505,0.7906252,0.5450461,0.77252305,0.5642556,0.7821278,0.56601787,0.78300893
12532,0.7439234,0.8719617,0.6930094,0.8465047,0.6845069,0.84225345,0.635532,0.817766,0.6729985,0.8364992,0.6623676,0.8311838,0.6366582,0.8183291,0.6735982,0.8367991,0.64881957,0.8244098,0.6551764,0.8275882
12533,0.75823283,0.8791164,0.6744383,0.8372191,0.6696986,0.8348493,0.5956379,0.79781896,0.7039821,0.85199106,0.7195122,0.8597561,0.65483534,0.8274177,0.7036614,0.8518307,0.65021855,0.82510924,0.6945753,0.84728765
12565,0.7980014,0.8990007,0.7733225,0.8866613,0.74838775,0.8741939,0.6767976,0.8383988,0.7485099,0.87425494,0.7419008,0.8709504,0.66964674,0.83482337,0.76312053,0.88156027,0.7012205,0.85061026,0.7316551,0.86582756
12656,0.6573324,0.8286662,0.6883383,0.84416914,0.6001962,0.80009806,0.5720291,0.78601456,0.6609041,0.8304521,0.6317731,0.81588656,0.63842857,0.8192143,0.6924697,0.84623486,0.64534086,0.82267046,0.67765296,0.8388265
12674,0.75589144,0.8779457,0.7014289,0.85071445,0.6999211,0.84996057,0.58955806,0.79477906,0.6832655,0.8416327,0.7299062,0.8649531,0.6206392,0.8103196,0.70567536,0.8528377,0.6610555,0.8305278,0.6927302,0.8463651
