Unnamed: 0,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_doordash_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_doordash_pm_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_apple_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_apple_pm_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_samsara_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_samsara_pm_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_yelp_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_yelp_pm_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_match_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_match_pm_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_i2c_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_i2c_ux_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_adobe_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_adobe_ux_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_amazon_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_amazon_ux_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_rowan_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_rowan_ux_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_google_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_google_ux_Score
98134,0.62593603,0.812968,0.6045604,0.8022802,0.52989864,0.7649493,0.5250151,0.76250756,0.6310626,0.8155313,0.73652637,0.8682632,0.717422,0.858711,0.7222744,0.8611372,0.7150058,0.85750294,0.76399064,0.8819953
98135,0.62640077,0.81320035,0.6522293,0.82611465,0.59801495,0.7990075,0.6245821,0.812291,0.6757325,0.83786625,0.77138877,0.8856944,0.74607,0.873035,0.7783021,0.88915104,0.7623584,0.8811792,0.80392027,0.90196013
98136,0.60464597,0.802323,0.57849824,0.7892491,0.5256865,0.76284325,0.54510224,0.7725511,0.61325276,0.8066264,0.7094075,0.8547038,0.63377655,0.8168883,0.6758455,0.83792275,0.7024498,0.8512249,0.7096833,0.85484165
98137,0.60083723,0.8004186,0.60890234,0.80445117,0.51870805,0.759354,0.5891617,0.7945808,0.6224984,0.8112492,0.6942463,0.84712315,0.68638706,0.84319353,0.71630883,0.8581544,0.70866895,0.8543345,0.7324141,0.86620706
98138,0.5759344,0.7879672,0.56820714,0.7841036,0.5037885,0.75189424,0.5534075,0.7767037,0.6001104,0.8000552,0.72549987,0.86274993,0.6826021,0.8413011,0.6945069,0.84725344,0.7498449,0.87492245,0.78127146,0.8906357
98171,0.63914275,0.8195714,0.6407162,0.8203581,0.5414227,0.77071136,0.59011227,0.7950561,0.65568745,0.8278437,0.7449329,0.87246644,0.7269743,0.8634871,0.721643,0.8608215,0.7524097,0.87620485,0.79319894,0.8965995
98172,0.58330095,0.7916505,0.60001504,0.8000075,0.49517578,0.7475879,0.53590816,0.7679541,0.65752745,0.8287637,0.72271544,0.8613577,0.7486727,0.87433636,0.7185782,0.8592891,0.696309,0.8481545,0.74641776,0.8732089
98173,0.6636988,0.8318494,0.64665973,0.82332987,0.5787452,0.78937256,0.5821893,0.79109466,0.6712886,0.8356443,0.7834847,0.89174235,0.71504533,0.85752267,0.7310978,0.8655489,0.7714373,0.88571864,0.7979224,0.8989612
98245,0.60770285,0.8038514,0.5889772,0.7944886,0.5723907,0.78619534,0.5447035,0.77235174,0.623215,0.8116075,0.71833146,0.8591657,0.65931296,0.8296565,0.7120745,0.85603726,0.7142863,0.85714316,0.72349787,0.86174893
98250,0.61839527,0.80919766,0.6797893,0.83989465,0.6108413,0.80542064,0.63143593,0.81571794,0.58098865,0.7904943,0.54685694,0.77342844,0.53900516,0.7695026,0.63373107,0.81686556,0.59637237,0.7981862,0.54172456,0.7708623
98251,0.6211329,0.8105664,0.60567737,0.8028387,0.5308052,0.76540256,0.56610465,0.7830523,0.61465865,0.8073293,0.65812343,0.82906175,0.6556841,0.82784206,0.63012874,0.8150644,0.7059202,0.8529601,0.67556727,0.83778363
98252,0.40092182,0.7004609,0.39706692,0.6985335,0.33031017,0.66515505,0.5805266,0.7902633,0.42293358,0.7114668,0.38046598,0.690233,0.39884526,0.6994226,0.4068715,0.7034358,0.4814186,0.7407093,0.4045285,0.70226425
98253,0.6912792,0.8456396,0.68143046,0.8407152,0.619167,0.8095835,0.6327929,0.8163965,0.6765176,0.8382588,0.6775689,0.83878446,0.6324141,0.81620705,0.69718546,0.84859276,0.69820094,0.8491005,0.67186815,0.83593404
98254,0.61811215,0.80905604,0.62444943,0.81222475,0.59270144,0.7963507,0.6378769,0.8189385,0.62696815,0.8134841,0.713066,0.856533,0.63941574,0.8197079,0.73208654,0.86604327,0.7382277,0.86911386,0.754986,0.877493
98255,0.7582679,0.87913394,0.7685518,0.8842759,0.7215953,0.86079764,0.754382,0.877191,0.7432519,0.87162596,0.7508488,0.8754244,0.6934091,0.84670454,0.83031607,0.91515803,0.77779806,0.888899,0.78038955,0.8901948
98256,0.65366656,0.82683325,0.61458373,0.80729187,0.56566495,0.7828325,0.6413896,0.8206948,0.638537,0.81926847,0.73046887,0.86523443,0.6203961,0.81019807,0.691037,0.84551847,0.69819176,0.8490959,0.69790787,0.84895396
98257,0.735936,0.86796796,0.7679168,0.8839584,0.66089904,0.8304495,0.74303806,0.871519,0.7354982,0.8677491,0.75404495,0.8770225,0.73987377,0.8699369,0.8263232,0.91316164,0.7970287,0.8985144,0.79731166,0.89865583
98258,0.5671458,0.7835729,0.6148821,0.80744106,0.52124333,0.76062167,0.61350787,0.80675393,0.5360039,0.7680019,0.5580752,0.7790376,0.5963709,0.79818547,0.590923,0.79546154,0.6518326,0.8259163,0.6301466,0.8150733
98259,0.66928625,0.8346431,0.6199645,0.80998224,0.58758366,0.79379183,0.596763,0.7983815,0.6582811,0.82914054,0.7628201,0.88141006,0.7219149,0.86095744,0.70215726,0.8510786,0.75952137,0.8797607,0.7883326,0.8941663
98260,0.6637352,0.8318676,0.66106,0.83053,0.6476803,0.82384014,0.7332848,0.86664236,0.64761823,0.82380915,0.7303096,0.8651548,0.676856,0.838428,0.76214993,0.88107497,0.764625,0.88231254,0.76187325,0.8809366
98261,0.6774703,0.83873516,0.6374134,0.8187067,0.59894574,0.79947287,0.66942894,0.8347145,0.66158473,0.83079237,0.75323737,0.8766187,0.722201,0.8611005,0.7178893,0.85894465,0.75911427,0.87955713,0.772107,0.8860535
98262,0.6622185,0.8311093,0.6216594,0.8108297,0.58130455,0.7906523,0.6721283,0.83606416,0.6029062,0.8014531,0.7044084,0.8522042,0.636875,0.81843746,0.6872783,0.84363914,0.73397064,0.8669853,0.75702107,0.87851053
98263,0.611979,0.8059895,0.6434796,0.8217398,0.61292446,0.8064622,0.6439316,0.8219658,0.6370967,0.8185483,0.6721407,0.83607036,0.6081644,0.8040822,0.6951866,0.8475933,0.6939131,0.84695655,0.69754016,0.8487701
98264,0.6676177,0.83380884,0.6832907,0.84164536,0.60834616,0.8041731,0.73207295,0.8660365,0.6166735,0.80833673,0.5862323,0.79311615,0.54750776,0.7737539,0.68776894,0.84388447,0.6686039,0.83430195,0.61194265,0.8059713
98265,0.71502507,0.85751253,0.66248167,0.83124083,0.6425096,0.8212548,0.6488168,0.8244084,0.71914184,0.8595709,0.83371,0.916855,0.71522486,0.85761243,0.776054,0.888027,0.79557896,0.8977895,0.80459,0.902295
98266,0.7840649,0.89203244,0.7021423,0.8510711,0.68083096,0.8404155,0.6958524,0.8479262,0.7288495,0.8644247,0.83095896,0.9154795,0.7137412,0.8568706,0.8032924,0.9016462,0.7814215,0.8907107,0.80197835,0.9009892
98267,0.63665974,0.8183299,0.6205528,0.8102764,0.59659064,0.7982953,0.65131927,0.82565963,0.64988655,0.8249433,0.6147325,0.80736625,0.57967246,0.7898362,0.67921066,0.83960533,0.7181972,0.8590986,0.6644866,0.8322433
98268,0.6877019,0.843851,0.70548135,0.85274065,0.6682347,0.83411735,0.6737776,0.8368888,0.65792716,0.8289636,0.690145,0.8450725,0.6015341,0.80076706,0.74081814,0.8704091,0.67072594,0.835363,0.6762967,0.83814836
98269,0.71070784,0.85535395,0.66000843,0.8300042,0.6478492,0.8239246,0.63022685,0.8151134,0.6916493,0.84582466,0.7685922,0.88429606,0.68068707,0.84034353,0.77452916,0.8872646,0.7405788,0.8702894,0.77473164,0.8873658
98270,0.6368097,0.81840485,0.61319155,0.8065958,0.53244084,0.76622045,0.5974552,0.79872763,0.61587095,0.8079355,0.72784424,0.8639221,0.6774439,0.838722,0.7123169,0.85615844,0.75124204,0.875621,0.72265434,0.8613272
98271,0.5882019,0.79410094,0.54278433,0.77139217,0.4772282,0.7386141,0.5326409,0.76632047,0.5757375,0.78786874,0.738044,0.869022,0.67103076,0.8355154,0.65529263,0.8276463,0.7068492,0.8534246,0.7550895,0.87754476
98272,0.6740278,0.8370139,0.6737776,0.8368888,0.6345991,0.81729954,0.63584197,0.817921,0.7366351,0.86831754,0.8572426,0.9286213,0.7850121,0.89250606,0.8419782,0.9209891,0.8276974,0.9138487,0.90010643,0.9500532
98273,0.66776013,0.83388007,0.6790761,0.83953804,0.5795555,0.78977776,0.62663126,0.81331563,0.6258646,0.8129323,0.74735904,0.8736795,0.6975206,0.8487603,0.78552896,0.89276445,0.75606066,0.8780303,0.8043316,0.9021658
98274,0.6767086,0.8383543,0.6740021,0.8370011,0.6071595,0.80357975,0.7088942,0.8544471,0.6652777,0.83263886,0.76706445,0.8835322,0.6997167,0.84985834,0.7713517,0.88567585,0.74942887,0.87471443,0.7574234,0.8787117
98275,0.73594475,0.8679724,0.68120545,0.84060276,0.64383996,0.82192,0.67938924,0.8396946,0.74802154,0.8740108,0.8187841,0.90939206,0.7566838,0.8783419,0.80271256,0.9013563,0.7839153,0.89195764,0.84775066,0.92387533
98276,0.7208414,0.8604207,0.7024089,0.85120445,0.63213164,0.8160658,0.6582836,0.8291418,0.7446538,0.8723269,0.77084714,0.88542354,0.7418884,0.8709442,0.8081353,0.90406764,0.78893214,0.89446604,0.7894442,0.8947221
98277,0.6457523,0.82287616,0.6292689,0.81463444,0.5471196,0.7735598,0.6396426,0.8198213,0.6078613,0.80393064,0.7144657,0.8572328,0.66458786,0.8322939,0.7258223,0.86291116,0.7466448,0.87332237,0.7095374,0.8547687
98278,0.66914386,0.83457196,0.6587074,0.8293537,0.60015583,0.8000779,0.6648534,0.83242667,0.6868063,0.84340316,0.79178286,0.8958914,0.72231424,0.8611571,0.77019465,0.8850973,0.7563335,0.87816674,0.7674703,0.8837352
98279,0.71961796,0.859809,0.6887654,0.8443827,0.6296836,0.8148418,0.68869424,0.8443471,0.732054,0.866027,0.81501186,0.9075059,0.72252685,0.8612634,0.7953958,0.8976979,0.7646969,0.8823484,0.7956788,0.8978394
98280,0.6916559,0.84582794,0.66540706,0.83270353,0.61832255,0.8091613,0.6960689,0.84803444,0.64089495,0.82044744,0.72607017,0.8630351,0.6676667,0.83383334,0.7410594,0.8705297,0.75726044,0.8786302,0.7409769,0.87048846
98281,0.67466116,0.8373306,0.62674624,0.8133731,0.57166314,0.7858316,0.6060567,0.80302835,0.6720623,0.83603114,0.7862089,0.89310443,0.7172122,0.8586061,0.74274504,0.8713725,0.77490044,0.8874502,0.79186845,0.8959342
98282,0.684296,0.842148,0.70749867,0.85374933,0.67765826,0.83882916,0.7163414,0.8581707,0.66716564,0.8335828,0.6747459,0.83737296,0.657014,0.828507,0.7283037,0.86415184,0.7136799,0.85683995,0.7255318,0.8627659
98283,0.7601026,0.8800513,0.7208368,0.86041844,0.66615164,0.8330758,0.70071405,0.85035706,0.74431604,0.87215805,0.8045275,0.90226376,0.75358796,0.876794,0.8069246,0.9034623,0.7884996,0.8942498,0.8250606,0.9125303
98284,0.5234967,0.7617483,0.54105103,0.7705255,0.45469624,0.7273481,0.50942504,0.7547125,0.54831123,0.7741556,0.6523614,0.8261807,0.67589957,0.83794975,0.6609303,0.83046514,0.6868878,0.8434439,0.6937853,0.84689265
98285,0.59930956,0.7996548,0.55192065,0.7759603,0.5178705,0.7589352,0.56701815,0.7835091,0.6099363,0.8049681,0.6981412,0.8490706,0.64079046,0.82039523,0.6728109,0.83640546,0.73866546,0.86933273,0.70762765,0.8538138
98286,0.59329855,0.7966493,0.60969937,0.8048497,0.5487372,0.77436864,0.5790941,0.7895471,0.5995446,0.79977226,0.66756773,0.83378386,0.6455939,0.82279694,0.70317674,0.85158837,0.7083688,0.8541844,0.71024084,0.8551204
98287,0.697456,0.848728,0.6856308,0.8428154,0.6624783,0.83123916,0.66389406,0.831947,0.67784625,0.8389231,0.78211755,0.8910588,0.71201396,0.856007,0.796405,0.89820254,0.77667415,0.8883371,0.7976996,0.8988498
98288,0.70168215,0.85084105,0.6830233,0.8415116,0.63877934,0.8193897,0.61581767,0.80790883,0.64870095,0.8243505,0.7047389,0.8523694,0.6523727,0.82618636,0.7369704,0.8684852,0.758899,0.8794495,0.7335363,0.8667681
98289,0.6405623,0.82028115,0.6163169,0.80815846,0.61436814,0.8071841,0.605369,0.8026845,0.6074084,0.8037042,0.6957749,0.84788746,0.5985041,0.79925203,0.69201565,0.8460078,0.7105863,0.85529315,0.69423413,0.84711707
98290,0.5688938,0.7844469,0.56692433,0.78346217,0.5578033,0.77890164,0.52896595,0.764483,0.59535897,0.7976795,0.7004562,0.8502281,0.7024172,0.85120857,0.6589159,0.82945794,0.71435314,0.85717654,0.7771528,0.8885764
98291,0.695515,0.84775746,0.68513834,0.8425692,0.62647486,0.8132374,0.6032213,0.80161065,0.6917039,0.84585196,0.7952576,0.8976288,0.712059,0.8560295,0.7604082,0.8802041,0.76743805,0.883719,0.78255963,0.8912798
98292,0.6647001,0.83235,0.66423345,0.8321167,0.5809208,0.7904604,0.6461811,0.82309055,0.7075081,0.85375404,0.77916,0.88958,0.7485281,0.87426406,0.77286065,0.8864303,0.7669294,0.8834647,0.79676,0.89838004
98293,0.6609185,0.83045924,0.6460227,0.82301134,0.5634941,0.78174704,0.6336007,0.81680036,0.6569556,0.8284778,0.7559642,0.87798214,0.7142299,0.8571149,0.75180584,0.8759029,0.7579591,0.87897956,0.7661279,0.8830639
98294,0.63337016,0.8166851,0.5993151,0.7996576,0.58959407,0.79479706,0.61944234,0.8097212,0.62983423,0.8149171,0.6769408,0.8384704,0.60070777,0.8003539,0.66807556,0.8340378,0.7118573,0.85592866,0.66914463,0.8345723
98295,0.5666882,0.7833441,0.55465865,0.7773293,0.5040387,0.75201935,0.5479559,0.77397794,0.5960798,0.7980399,0.7298744,0.8649372,0.6727187,0.8363594,0.690469,0.8452345,0.71909785,0.8595489,0.7547791,0.87738955
98296,0.6466081,0.82330406,0.6445489,0.82227445,0.567968,0.783984,0.5822189,0.79110944,0.6496457,0.82482284,0.7301619,0.86508095,0.6810359,0.84051794,0.721097,0.8605485,0.74993205,0.874966,0.7750423,0.88752115
98297,0.7200283,0.86001414,0.7009007,0.85045034,0.6489852,0.8244926,0.6846887,0.84234434,0.6552756,0.8276378,0.73789203,0.868946,0.6924311,0.84621555,0.7648909,0.88244545,0.7722876,0.8861438,0.7842957,0.89214784
98298,0.7143917,0.85719585,0.6608422,0.8304211,0.6138586,0.8069293,0.6509081,0.82545406,0.68261075,0.8413054,0.80309,0.901545,0.7238577,0.8619288,0.777936,0.888968,0.7787576,0.8893788,0.7997348,0.8998674
98299,0.6814643,0.84073216,0.69616336,0.8480817,0.64061964,0.8203098,0.641063,0.8205315,0.70771873,0.85385936,0.775855,0.88792753,0.7089404,0.8544702,0.78707474,0.8935374,0.70774686,0.85387343,0.7479322,0.8739661
98300,0.6227495,0.8113748,0.5984309,0.79921544,0.5585379,0.779269,0.5695103,0.7847551,0.6545479,0.82727396,0.8023641,0.90118206,0.7263645,0.86318225,0.75269544,0.8763477,0.71598196,0.857991,0.8130816,0.9065408
98301,0.5886607,0.79433036,0.5597036,0.7798518,0.55033994,0.77516997,0.5203186,0.7601593,0.64976656,0.8248833,0.77615726,0.88807863,0.7436898,0.8718449,0.7151817,0.85759085,0.73539007,0.86769503,0.79548526,0.8977426
98302,0.7267697,0.86338484,0.66591847,0.83295923,0.6124712,0.8062356,0.6633625,0.83168125,0.72377425,0.8618871,0.8037796,0.9018898,0.71983737,0.8599187,0.7750445,0.8875222,0.7311042,0.86555207,0.78443456,0.8922173
98303,0.69172716,0.8458636,0.6325914,0.81629574,0.60598797,0.802994,0.606742,0.803371,0.7146809,0.85734046,0.8588188,0.9294094,0.76562345,0.8828117,0.77458745,0.8872937,0.799205,0.89960253,0.86172736,0.9308637
98304,0.7957564,0.89787817,0.7372859,0.8686429,0.681821,0.8409105,0.6542512,0.8271256,0.7252412,0.8626206,0.8456888,0.9228444,0.73672235,0.8683612,0.8106054,0.9053027,0.78699803,0.893499,0.8206219,0.910311
98305,0.75098085,0.8754904,0.7166054,0.8583027,0.6614069,0.83070344,0.68316734,0.84158367,0.7066518,0.8533259,0.8096218,0.9048109,0.7281768,0.8640884,0.8048726,0.90243626,0.7798499,0.88992494,0.81057364,0.9052868
98306,0.73092693,0.8654635,0.71716094,0.85858047,0.6730226,0.8365113,0.68350136,0.8417507,0.7152077,0.85760385,0.7840234,0.8920117,0.73406994,0.867035,0.8003051,0.90015256,0.7896276,0.8948138,0.79517186,0.8975859
98307,0.72496843,0.8624842,0.7146688,0.8573344,0.6951163,0.84755814,0.7115213,0.8557607,0.69862807,0.84931403,0.77255964,0.8862798,0.7285141,0.86425704,0.80983686,0.90491843,0.7908827,0.89544135,0.828771,0.9143855
98308,0.65768445,0.8288422,0.647032,0.823516,0.5706477,0.78532386,0.6178369,0.8089185,0.6772716,0.8386358,0.760113,0.8800565,0.7567716,0.8783858,0.7548462,0.8774231,0.7743046,0.8871523,0.7946193,0.89730966
98309,0.7314193,0.86570966,0.68917084,0.8445854,0.6422312,0.8211156,0.6127646,0.8063823,0.7443489,0.87217444,0.8504883,0.92524415,0.7534254,0.8767127,0.8359674,0.9179837,0.8134042,0.9067021,0.83099616,0.9154981
98310,0.7823637,0.8911818,0.70181024,0.8509051,0.72574663,0.8628733,0.65219545,0.8260977,0.77600896,0.8880045,0.808664,0.90433204,0.74417496,0.8720875,0.79238695,0.8961935,0.7074532,0.8537266,0.7929683,0.89648414
98311,0.68305576,0.8415279,0.65569687,0.82784843,0.5859679,0.79298395,0.61366487,0.80683243,0.6610861,0.83054304,0.7453333,0.87266666,0.72561574,0.86280787,0.7104564,0.8552282,0.76754594,0.88377297,0.79375637,0.8968782
98312,0.69498706,0.8474935,0.70798695,0.8539935,0.6116643,0.80583215,0.6637466,0.8318733,0.6915195,0.84575975,0.7292787,0.86463934,0.7427375,0.87136877,0.7671586,0.8835793,0.7079079,0.85395396,0.78180957,0.8909048
98313,0.6705016,0.8352508,0.67167044,0.8358352,0.63699377,0.8184969,0.6394968,0.8197484,0.66614103,0.8330705,0.7699212,0.8849606,0.6697632,0.8348816,0.7853893,0.89269465,0.7752274,0.8876137,0.7902751,0.89513755
98314,0.74905807,0.874529,0.71545315,0.8577266,0.6736808,0.8368404,0.69902205,0.849511,0.7404977,0.87024885,0.82155925,0.9107796,0.70504963,0.8525248,0.80198765,0.9009938,0.7931411,0.89657056,0.8138366,0.9069183
98315,0.68942213,0.84471107,0.6583015,0.82915074,0.6278255,0.81391275,0.62470645,0.81235325,0.70708644,0.8535432,0.8327116,0.9163558,0.72645104,0.8632255,0.7637967,0.88189834,0.782395,0.8911975,0.8014828,0.9007414
98316,0.8168522,0.9084261,0.74223745,0.8711187,0.71894604,0.859473,0.6708931,0.83544654,0.78320265,0.8916013,0.86059034,0.93029517,0.7275619,0.863781,0.82519865,0.9125993,0.7831234,0.8915617,0.81948316,0.9097416
98317,0.59629285,0.7981464,0.6176704,0.8088352,0.5451349,0.77256745,0.5548876,0.77744377,0.6669911,0.83349556,0.76290965,0.8814548,0.7775988,0.8887994,0.7161038,0.8580519,0.7543123,0.87715614,0.79033124,0.8951656
98318,0.65356946,0.82678473,0.6317874,0.8158937,0.5641104,0.7820552,0.6660414,0.8330207,0.6312292,0.8156146,0.6936884,0.8468442,0.65125716,0.8256286,0.70089966,0.8504498,0.7145343,0.85726714,0.7427023,0.8713511
98319,0.7185641,0.859282,0.6648809,0.83244044,0.6561594,0.8280797,0.700506,0.850253,0.67478406,0.83739203,0.76347834,0.88173914,0.69538605,0.847693,0.74909246,0.87454623,0.7640004,0.8820002,0.7681285,0.88406426
98320,0.7201061,0.86005306,0.7007698,0.8503849,0.6778252,0.8389126,0.63875,0.81937504,0.75954986,0.8797749,0.84270954,0.9213548,0.75855637,0.8792782,0.81652665,0.9082633,0.7948735,0.89743674,0.84239817,0.9211991
98321,0.69578207,0.84789103,0.6493854,0.8246927,0.61470056,0.8073503,0.6523963,0.82619816,0.6964612,0.8482306,0.842126,0.921063,0.74299026,0.8714951,0.76806533,0.88403267,0.7887393,0.89436966,0.81986797,0.909934
98322,0.6982935,0.8491467,0.6819942,0.8409971,0.6100205,0.80501026,0.60959893,0.80479944,0.72285247,0.86142623,0.8314912,0.9157456,0.7565162,0.8782581,0.79720765,0.8986038,0.78701156,0.8935058,0.8335563,0.91677815
98323,0.7238735,0.86193675,0.66969675,0.8348484,0.6249764,0.8124882,0.5993252,0.7996626,0.74764335,0.8738217,0.82317364,0.9115868,0.77435106,0.88717556,0.81392765,0.9069638,0.7305404,0.8652702,0.80828464,0.9041423
98324,0.7236481,0.86182404,0.72118855,0.8605943,0.675591,0.8377955,0.70788646,0.8539432,0.7202763,0.8601382,0.7808428,0.8904214,0.74932474,0.8746624,0.78869,0.894345,0.80307424,0.9015371,0.81229913,0.90614957
98325,0.6692354,0.83461773,0.64796627,0.82398313,0.62481105,0.8124055,0.62468195,0.812341,0.65931785,0.8296589,0.7810812,0.8905406,0.72686666,0.86343336,0.75313795,0.876569,0.7693505,0.88467526,0.79333425,0.8966671
98326,0.54676145,0.77338076,0.5627539,0.78137696,0.504821,0.75241053,0.54810977,0.7740549,0.5145719,0.75728595,0.6234678,0.8117339,0.5806458,0.7903229,0.6462388,0.8231194,0.71139634,0.85569817,0.67631865,0.8381593
98327,0.5961486,0.7980743,0.6468799,0.82343996,0.57060504,0.7853025,0.588744,0.79437196,0.59882534,0.79941267,0.6848971,0.8424486,0.6646143,0.83230716,0.7027985,0.85139924,0.75124943,0.8756247,0.7492695,0.87463474
98328,0.73574543,0.8678727,0.6535779,0.82678896,0.6513023,0.82565117,0.71627176,0.8581359,0.7220514,0.8610257,0.8072611,0.90363055,0.7021642,0.8510821,0.7919036,0.8959518,0.7755009,0.88775045,0.80477166,0.90238583
98329,0.6863145,0.8431573,0.6619084,0.8309542,0.5888525,0.79442626,0.6642083,0.83210415,0.6666758,0.8333379,0.7510097,0.87550485,0.706149,0.8530745,0.77324015,0.88662004,0.77727044,0.8886352,0.79626024,0.8981301
98330,0.55139804,0.775699,0.5813856,0.7906928,0.49446195,0.747231,0.5482137,0.77410686,0.5394494,0.7697247,0.5890708,0.7945354,0.59100443,0.7955022,0.6262578,0.8131289,0.6279356,0.8139678,0.6437079,0.82185394
98331,0.6364746,0.8182373,0.5545608,0.7772804,0.59492755,0.7974638,0.62495553,0.81247777,0.58587474,0.7929374,0.6864644,0.8432322,0.5188161,0.75940806,0.6438643,0.82193214,0.6839499,0.841975,0.6361265,0.81806326
98332,0.55995804,0.779979,0.57518536,0.78759265,0.51042104,0.7552105,0.5571646,0.77858233,0.57957244,0.7897862,0.6572626,0.8286313,0.6538663,0.82693315,0.69109833,0.84554917,0.69394267,0.84697133,0.7159611,0.85798055
98333,0.6324086,0.8162043,0.63881457,0.8194073,0.57036537,0.7851827,0.61301243,0.8065062,0.6173551,0.80867755,0.7348232,0.8674116,0.7126497,0.85632485,0.70331526,0.8516576,0.7805829,0.89029145,0.7895844,0.8947922
98334,0.6516184,0.82580924,0.6862947,0.84314734,0.6597409,0.82987046,0.605449,0.8027245,0.64369404,0.821847,0.6414021,0.82070106,0.5520246,0.7760123,0.67282116,0.8364106,0.6255868,0.8127934,0.62077403,0.810387
98335,0.7319763,0.86598814,0.7307856,0.8653928,0.6698963,0.8349482,0.6986627,0.8493314,0.7158426,0.8579213,0.7867112,0.8933556,0.7200334,0.8600167,0.8007555,0.90037775,0.7538775,0.87693876,0.7710364,0.8855182
98336,0.56835407,0.78417706,0.55493367,0.77746683,0.55894494,0.7794725,0.54565287,0.77282643,0.5916023,0.79580116,0.67113465,0.83556736,0.5471895,0.77359474,0.642789,0.8213945,0.6443442,0.8221721,0.61484504,0.8074225
98337,0.44030905,0.7201545,0.39984107,0.69992054,0.35063872,0.6753194,0.4711303,0.7355652,0.44425517,0.72212756,0.47737688,0.73868847,0.49473074,0.74736536,0.43463683,0.7173184,0.53644276,0.7682214,0.493267,0.7466335
98338,0.58621323,0.7931066,0.6531244,0.82656217,0.5716919,0.78584594,0.62646675,0.8132334,0.5404258,0.7702129,0.49504447,0.74752223,0.5165801,0.75829005,0.6244246,0.8122123,0.638232,0.819116,0.5789583,0.78947914
98339,0.4750818,0.7375409,0.50998724,0.7549936,0.4648175,0.73240876,0.46121055,0.73060524,0.47393212,0.7369661,0.5833125,0.79165626,0.5359557,0.76797783,0.6119144,0.8059572,0.64124334,0.82062167,0.64970195,0.824851
98340,0.59602416,0.7980121,0.56353843,0.7817692,0.5027586,0.7513793,0.5603774,0.7801887,0.60820746,0.80410373,0.7216255,0.8608128,0.69095933,0.84547967,0.65999854,0.82999927,0.69609034,0.8480452,0.7486303,0.87431514
98341,0.6580132,0.8290066,0.6645638,0.8322819,0.5905963,0.79529816,0.6224871,0.81124353,0.6442307,0.82211536,0.75614214,0.87807107,0.69323397,0.846617,0.7623898,0.8811949,0.742914,0.871457,0.7628929,0.8814465
98342,0.7157979,0.85789895,0.65048915,0.82524455,0.6184021,0.80920106,0.65213025,0.8260651,0.6885538,0.8442769,0.8065101,0.90325505,0.71556437,0.8577822,0.7824408,0.8912204,0.78959477,0.8947974,0.83974385,0.9198719
98343,0.45234898,0.7261745,0.45199114,0.72599554,0.40919268,0.70459634,0.45909846,0.7295492,0.48010778,0.7400539,0.5867413,0.79337066,0.53510416,0.7675521,0.56444895,0.7822245,0.6455921,0.82279605,0.6369989,0.81849945
98344,0.6989502,0.8494751,0.6889312,0.8444656,0.62615144,0.8130757,0.70811456,0.8540573,0.670135,0.8350675,0.720037,0.8600185,0.6878728,0.84393644,0.7485236,0.8742618,0.73115724,0.86557865,0.73759115,0.8687956
98345,0.6770763,0.83853817,0.6433624,0.8216812,0.62383455,0.8119173,0.5927799,0.79638994,0.6908419,0.84542096,0.81188977,0.9059449,0.6860367,0.84301835,0.7372992,0.8686496,0.7303436,0.8651718,0.80375004,0.901875
98346,0.5621458,0.7810729,0.59172523,0.7958626,0.5273142,0.7636571,0.59485626,0.79742813,0.6015022,0.8007511,0.6693117,0.8346559,0.6296593,0.81482965,0.7038946,0.8519473,0.6827626,0.8413813,0.6636442,0.8318221
