Unnamed: 0,Modifiedgpt4o-on3.5_doordash_pm_Raw_Score,Modifiedgpt4o-on3.5_doordash_pm_Score,Modifiedgpt4o-on3.5_apple_pm_Raw_Score,Modifiedgpt4o-on3.5_apple_pm_Score,Modifiedgpt4o-on3.5_samsara_pm_Raw_Score,Modifiedgpt4o-on3.5_samsara_pm_Score,Modifiedgpt4o-on3.5_yelp_pm_Raw_Score,Modifiedgpt4o-on3.5_yelp_pm_Score,Modifiedgpt4o-on3.5_match_pm_Raw_Score,Modifiedgpt4o-on3.5_match_pm_Score,Modifiedgpt4o-on3.5_i2c_ux_Raw_Score,Modifiedgpt4o-on3.5_i2c_ux_Score,Modifiedgpt4o-on3.5_adobe_ux_Raw_Score,Modifiedgpt4o-on3.5_adobe_ux_Score,Modifiedgpt4o-on3.5_amazon_ux_Raw_Score,Modifiedgpt4o-on3.5_amazon_ux_Score,Modifiedgpt4o-on3.5_rowan_ux_Raw_Score,Modifiedgpt4o-on3.5_rowan_ux_Score,Modifiedgpt4o-on3.5_google_ux_Raw_Score,Modifiedgpt4o-on3.5_google_ux_Score
9066,0.72128487,0.86064243,0.6407887,0.82039434,0.6190455,0.80952275,0.5663569,0.78317845,0.6367544,0.8183772,0.65111196,0.825556,0.5749366,0.7874683,0.639806,0.819903,0.6084637,0.8042319,0.6169116,0.8084558
9445,0.6601799,0.8300899,0.6836959,0.84184796,0.6406144,0.8203072,0.61019915,0.8050996,0.64106226,0.82053113,0.6079737,0.80398685,0.6470203,0.82351017,0.66775763,0.8338788,0.68511844,0.8425592,0.66980183,0.8349009
9542,0.7538924,0.8769462,0.77345425,0.8867271,0.6924368,0.8462184,0.6797727,0.8398863,0.72898865,0.8644943,0.7073252,0.8536626,0.6726819,0.83634096,0.7803738,0.8901869,0.71440953,0.8572048,0.70744264,0.8537213
9546,0.6881403,0.84407014,0.6406994,0.8203497,0.60285187,0.80142593,0.663455,0.8317275,0.6025779,0.80128896,0.59670573,0.79835284,0.5453001,0.77265006,0.63225234,0.81612617,0.63775694,0.8188785,0.57357305,0.78678656
9547,0.7050662,0.8525331,0.6667395,0.83336973,0.6371544,0.8185772,0.6293478,0.8146739,0.61590743,0.8079537,0.62276685,0.8113834,0.61543167,0.80771583,0.65529513,0.82764757,0.65557474,0.8277874,0.6371877,0.81859386
9583,0.75427437,0.8771372,0.665739,0.8328695,0.65756506,0.82878256,0.6350337,0.81751686,0.6451541,0.82257706,0.6178684,0.8089342,0.54740876,0.7737044,0.6322805,0.8161403,0.5980442,0.7990221,0.6029525,0.80147624
9587,0.6484997,0.82424986,0.6054903,0.80274516,0.5884208,0.79421043,0.52783346,0.76391673,0.58165276,0.7908264,0.6856454,0.8428227,0.6085899,0.80429494,0.62406325,0.8120316,0.6340159,0.81700796,0.6705705,0.83528525
12037,0.68650043,0.8432502,0.73935235,0.8696762,0.6866753,0.84333766,0.63623524,0.8181176,0.68547624,0.84273815,0.7246617,0.86233085,0.71481013,0.85740507,0.7620871,0.88104355,0.7640521,0.8820261,0.7696918,0.8848459
12116,0.6492442,0.8246221,0.62295663,0.8114783,0.6383581,0.81917906,0.5828084,0.7914042,0.5976391,0.79881954,0.63469195,0.817346,0.610247,0.8051235,0.6416497,0.82082486,0.6006361,0.80031806,0.64266914,0.8213346
12122,0.7040639,0.85203195,0.6257235,0.81286174,0.644127,0.8220635,0.5395944,0.7697972,0.62714666,0.81357336,0.67563957,0.8378198,0.5434567,0.77172834,0.65141886,0.82570946,0.60597366,0.80298686,0.61429703,0.8071485
12124,0.52537894,0.7626895,0.54050314,0.7702516,0.51118326,0.75559163,0.49088287,0.74544144,0.4584162,0.7292081,0.50599825,0.7529991,0.48255384,0.7412769,0.49946117,0.7497306,0.5011134,0.7505567,0.51628435,0.7581422
12141,0.6325669,0.81628346,0.61663854,0.8083193,0.6003896,0.8001948,0.5620875,0.78104377,0.6022166,0.8011083,0.59233475,0.7961674,0.6012908,0.8006454,0.5853574,0.7926787,0.6073277,0.80366385,0.6069771,0.80348855
12143,0.6641598,0.8320799,0.70534337,0.8526717,0.6408429,0.82042146,0.58018744,0.7900937,0.62310016,0.8115501,0.632221,0.8161105,0.61112905,0.8055645,0.66147864,0.8307393,0.64289063,0.82144535,0.66877913,0.83438957
12149,0.67886627,0.83943313,0.6841879,0.84209394,0.6624045,0.83120227,0.58451605,0.792258,0.6330222,0.8165111,0.66964245,0.8348212,0.67615163,0.8380758,0.67306614,0.83653307,0.66820073,0.83410037,0.70498604,0.85249305
12161,0.55373836,0.7768692,0.5116992,0.7558496,0.53227305,0.7661365,0.52991986,0.76495993,0.52133125,0.76066566,0.57091606,0.785458,0.52077734,0.7603887,0.5702173,0.7851087,0.5956633,0.79783165,0.5637487,0.78187436
12252,0.7520262,0.8760131,0.7559906,0.8779953,0.693094,0.846547,0.685773,0.8428865,0.72109926,0.8605496,0.71179783,0.8558989,0.68206,0.84103,0.758145,0.8790725,0.7258178,0.8629089,0.7387314,0.8693657
12408,0.63189566,0.81594783,0.6436257,0.82181287,0.61439514,0.8071976,0.59709346,0.79854673,0.6178842,0.8089421,0.66171217,0.8308561,0.6399685,0.81998426,0.66299343,0.8314967,0.6567367,0.8283683,0.6888408,0.84442043
12409,0.661363,0.8306815,0.6659281,0.83296406,0.6343212,0.8171606,0.5791774,0.7895887,0.62852883,0.8142644,0.6323929,0.81619644,0.6137625,0.80688125,0.6875454,0.8437727,0.62749505,0.8137475,0.64039946,0.8201997
12410,0.75257206,0.87628603,0.7107661,0.85538304,0.7158779,0.85793895,0.61027694,0.80513847,0.69589865,0.8479493,0.72459877,0.8622994,0.6699103,0.83495516,0.7273202,0.8636601,0.6766608,0.8383304,0.6942917,0.84714586
12418,0.7187598,0.8593799,0.705823,0.8529115,0.6958163,0.84790814,0.62013483,0.8100674,0.67514193,0.83757097,0.7083304,0.8541652,0.6889757,0.84448785,0.7159568,0.8579784,0.6808077,0.84040385,0.71550167,0.85775083
12422,0.6806151,0.8403076,0.60133314,0.8006666,0.6501006,0.8250503,0.5354588,0.7677294,0.6543423,0.82717115,0.7128086,0.8564043,0.60948217,0.8047411,0.6503043,0.82515216,0.6453116,0.8226558,0.6945722,0.8472861
12435,0.5595602,0.7797801,0.5413084,0.7706542,0.53954613,0.76977307,0.5295292,0.7647646,0.5071714,0.7535857,0.51199615,0.7559981,0.5193579,0.75967896,0.53036106,0.7651805,0.5375274,0.76876366,0.52982676,0.7649134
12436,0.7066817,0.85334086,0.6415395,0.8207698,0.63250107,0.81625056,0.567894,0.783947,0.6231886,0.8115943,0.6618635,0.8309318,0.59800386,0.79900193,0.64821684,0.8241084,0.6105131,0.80525655,0.6307267,0.81536335
12437,0.6373222,0.8186611,0.64203525,0.8210176,0.5823188,0.7911594,0.57828474,0.7891424,0.61159474,0.80579734,0.6393953,0.8196976,0.64007163,0.8200358,0.66271275,0.8313564,0.61986434,0.8099322,0.6564517,0.82822585
12447,0.8131429,0.90657145,0.7814847,0.89074236,0.7417288,0.8708644,0.71464396,0.857322,0.7572658,0.8786329,0.752688,0.87634397,0.7245679,0.86228395,0.76467955,0.8823398,0.73612857,0.8680643,0.74275666,0.8713783
12448,0.7659519,0.88297594,0.75670445,0.8783522,0.7393832,0.8696916,0.7208071,0.86040354,0.7727648,0.8863824,0.77439857,0.8871993,0.7135763,0.85678816,0.7964866,0.8982433,0.7672241,0.88361204,0.7858572,0.8929286
12449,0.66820246,0.8341012,0.605952,0.802976,0.6003164,0.8001582,0.568754,0.784377,0.5977911,0.79889554,0.68365014,0.84182507,0.5929765,0.7964883,0.63264966,0.81632483,0.6503565,0.82517827,0.64182436,0.8209122
12450,0.60996324,0.8049816,0.6272836,0.8136418,0.6124004,0.8062002,0.5457642,0.7728821,0.5979909,0.79899544,0.61661136,0.8083057,0.62781596,0.813908,0.62568945,0.81284475,0.62963015,0.81481504,0.644892,0.822446
12451,0.699006,0.84950304,0.677312,0.838656,0.70312005,0.85156,0.56345296,0.7817265,0.6309521,0.81547606,0.62842107,0.81421053,0.57317674,0.7865884,0.6376676,0.8188338,0.61759734,0.8087987,0.6219579,0.81097895
12452,0.66335046,0.83167523,0.5686842,0.7843421,0.6366815,0.8183408,0.502868,0.75143397,0.61477286,0.8073864,0.63152915,0.81576455,0.493325,0.7466625,0.61907345,0.8095367,0.58960605,0.794803,0.6020076,0.8010038
12453,0.70052934,0.85026467,0.6839766,0.8419883,0.6450782,0.8225391,0.63226736,0.8161337,0.6395213,0.8197607,0.63184273,0.81592137,0.60465765,0.8023288,0.69507307,0.84753656,0.61694676,0.80847335,0.6483068,0.8241534
12454,0.7003988,0.8501994,0.6664821,0.83324105,0.6320934,0.8160467,0.63314414,0.81657207,0.7004218,0.8502109,0.6764815,0.83824074,0.6726061,0.83630306,0.67957115,0.8397856,0.6700008,0.8350004,0.66783214,0.83391607
12455,0.71467364,0.8573368,0.6857611,0.84288055,0.68856525,0.8442826,0.6141671,0.80708355,0.6313808,0.8156904,0.69410074,0.84705037,0.60554534,0.80277264,0.6960379,0.84801894,0.70403767,0.85201883,0.6875385,0.84376925
12456,0.8145629,0.90728146,0.72394526,0.86197263,0.75544065,0.87772036,0.6305336,0.8152668,0.7458614,0.8729307,0.73919916,0.8695996,0.65311885,0.8265594,0.74592483,0.8729624,0.6583946,0.8291973,0.69118786,0.8455939
12457,0.7387841,0.86939204,0.66906625,0.8345331,0.7435,0.87175,0.6037748,0.8018874,0.7200947,0.86004734,0.77386606,0.886933,0.6892306,0.84461534,0.7504405,0.87522024,0.6891041,0.84455204,0.7148669,0.85743344
12458,0.71640444,0.8582022,0.73163587,0.8658179,0.7153436,0.8576718,0.60537326,0.80268663,0.65477115,0.82738554,0.69062525,0.8453126,0.5937173,0.79685867,0.7185445,0.85927224,0.6977285,0.84886426,0.6702951,0.83514756
12459,0.7073875,0.8536937,0.64072204,0.820361,0.6832496,0.8416248,0.571837,0.7859185,0.6758423,0.83792114,0.6575732,0.8287866,0.6203718,0.8101859,0.6783513,0.83917564,0.609733,0.8048665,0.6340641,0.81703204
12460,0.7485774,0.8742887,0.65957,0.829785,0.6555614,0.8277807,0.6072432,0.8036216,0.70631117,0.8531556,0.8034451,0.90172255,0.6999741,0.84998703,0.72099376,0.8604969,0.7500287,0.87501436,0.7530241,0.87651205
12461,0.7855434,0.8927717,0.6943419,0.84717095,0.71653354,0.8582668,0.6131979,0.80659896,0.7164271,0.85821354,0.7960079,0.89800394,0.6640046,0.8320023,0.7406384,0.8703192,0.6955439,0.84777194,0.74417305,0.8720865
12462,0.69413185,0.8470659,0.6890199,0.84450996,0.7354347,0.8677174,0.59244,0.79622,0.6823557,0.8411778,0.6993972,0.8496986,0.59694624,0.7984731,0.70932144,0.85466075,0.71464396,0.857322,0.69028753,0.8451438
12463,0.60505044,0.8025252,0.6006924,0.8003462,0.631655,0.8158275,0.5596965,0.7798482,0.56950057,0.7847503,0.59638333,0.79819167,0.5913093,0.79565465,0.6134189,0.8067094,0.61973655,0.8098683,0.62435746,0.81217873
12464,0.77453065,0.8872653,0.7280041,0.86400205,0.70397204,0.85198605,0.63030535,0.81515265,0.7253858,0.8626929,0.743291,0.8716455,0.67856264,0.8392813,0.72405493,0.86202747,0.68587005,0.842935,0.7088554,0.8544277
12465,0.6320619,0.816031,0.66935647,0.83467823,0.63660395,0.818302,0.55287814,0.7764391,0.6385592,0.8192796,0.62463737,0.8123187,0.652657,0.8263285,0.64408135,0.8220407,0.644781,0.8223905,0.6415849,0.82079244
12466,0.6372391,0.81861955,0.6493254,0.8246627,0.59648097,0.7982405,0.55449426,0.77724713,0.6213905,0.8106953,0.6910028,0.8455014,0.69097644,0.8454882,0.67241657,0.8362083,0.6564167,0.8282083,0.71195984,0.8559799
12467,0.66467017,0.8323351,0.6705264,0.8352632,0.6075014,0.8037507,0.60508585,0.8025429,0.6014703,0.8007351,0.6843741,0.84218705,0.65297985,0.8264899,0.709371,0.8546855,0.6955267,0.84776336,0.6942681,0.84713405
12468,0.5936969,0.7968484,0.5772594,0.7886297,0.59982765,0.7999138,0.54107547,0.77053773,0.61463785,0.8073189,0.6212492,0.8106246,0.6435138,0.8217569,0.5848012,0.7924006,0.64609873,0.82304937,0.62868476,0.8143424
12469,0.5941299,0.79706496,0.64092743,0.8204637,0.54753685,0.7737684,0.5216069,0.76080346,0.56756437,0.7837822,0.59504986,0.7975249,0.6022748,0.8011374,0.619027,0.8095135,0.6575334,0.8287667,0.6698899,0.83494496
12470,0.7837664,0.8918832,0.7098696,0.8549348,0.77277225,0.88638616,0.66866463,0.83433235,0.8115555,0.90577775,0.77880764,0.8894038,0.68675756,0.8433788,0.80160534,0.9008027,0.6597047,0.82985234,0.723976,0.861988
12471,0.7483844,0.87419224,0.7370867,0.8685434,0.72951424,0.8647571,0.67550516,0.8377526,0.72949165,0.86474586,0.7358643,0.86793214,0.71130395,0.855652,0.77315223,0.8865761,0.75070757,0.8753538,0.78247005,0.891235
12472,0.6817444,0.84087217,0.72986865,0.8649343,0.62480235,0.8124012,0.6739968,0.8369984,0.6745112,0.8372556,0.67127633,0.83563817,0.67520773,0.83760387,0.7350285,0.86751425,0.7244477,0.86222386,0.69714,0.84857
12473,0.67873085,0.8393654,0.6695683,0.83478415,0.65095437,0.8254772,0.6404575,0.82022876,0.645639,0.8228195,0.65571225,0.8278561,0.65932095,0.8296605,0.6736079,0.8368039,0.6580496,0.8290248,0.6961888,0.8480944
12474,0.5846558,0.7923279,0.57502544,0.7875127,0.583197,0.7915985,0.5520599,0.77602994,0.5494359,0.7747179,0.6114749,0.80573744,0.54024637,0.7701232,0.61656135,0.8082807,0.61946523,0.8097326,0.5971116,0.7985558
12475,0.50857115,0.7542856,0.5136371,0.75681853,0.4684296,0.7342148,0.48024687,0.74012345,0.47228172,0.73614085,0.47833818,0.7391691,0.4912753,0.74563766,0.4938935,0.74694675,0.4905964,0.7452982,0.47083458,0.7354173
12476,0.7672837,0.88364184,0.72996247,0.86498123,0.6864246,0.8432123,0.63615346,0.8180767,0.7426125,0.87130624,0.7105895,0.85529476,0.71235275,0.8561764,0.72308874,0.8615444,0.6709368,0.8354684,0.684181,0.8420905
12477,0.6836047,0.84180236,0.66134435,0.83067214,0.647965,0.8239825,0.6295967,0.81479836,0.63397944,0.8169897,0.67416555,0.83708274,0.6337879,0.81689394,0.6793877,0.83969384,0.6586926,0.8293463,0.69348645,0.8467432
12478,0.69598055,0.8479903,0.67417,0.837085,0.64025784,0.8201289,0.6153916,0.8076958,0.6913131,0.8456565,0.74452937,0.8722647,0.69680053,0.84840024,0.7194436,0.8597218,0.7110483,0.8555242,0.7292137,0.86460686
12479,0.7143734,0.8571867,0.67146116,0.83573055,0.69130623,0.8456531,0.5793354,0.7896677,0.6611686,0.8305843,0.7371583,0.86857915,0.6466935,0.82334673,0.705946,0.852973,0.68653595,0.843268,0.70306504,0.8515325
12480,0.7475193,0.8737596,0.7087474,0.8543737,0.7004628,0.8502314,0.64014125,0.8200706,0.69912726,0.8495636,0.6804057,0.8402028,0.6083431,0.80417156,0.70584786,0.8529239,0.64427745,0.8221387,0.6503561,0.825178
12481,0.71047074,0.85523534,0.6577915,0.82889575,0.7309524,0.8654762,0.59068096,0.7953405,0.648672,0.824336,0.7161981,0.85809904,0.57211906,0.7860595,0.7330605,0.86653024,0.6652632,0.8326316,0.67535126,0.83767563
12482,0.77066094,0.88533044,0.7447101,0.87235504,0.7381848,0.8690924,0.70015365,0.8500768,0.75166595,0.875833,0.7633854,0.8816927,0.73841906,0.8692095,0.7839976,0.89199877,0.7400632,0.8700316,0.7732411,0.8866205
12483,0.67788446,0.8389422,0.7006471,0.85032356,0.6825298,0.8412649,0.5924329,0.7962165,0.65243125,0.8262156,0.6713203,0.83566016,0.6529348,0.8264674,0.7038598,0.8519299,0.68121123,0.8406056,0.699376,0.849688
12484,0.669502,0.834751,0.64016557,0.8200828,0.63171875,0.8158594,0.56320375,0.7816019,0.6381735,0.8190868,0.6664601,0.83323,0.6262423,0.81312114,0.6429923,0.8214961,0.62868214,0.81434107,0.64514256,0.8225713
12485,0.6163349,0.80816746,0.6544993,0.82724965,0.6046056,0.80230284,0.5301659,0.76508296,0.62100935,0.8105047,0.6736883,0.83684415,0.66810715,0.8340536,0.6760226,0.83801126,0.6297301,0.81486505,0.6702206,0.8351103
12486,0.7639444,0.8819722,0.7379344,0.8689672,0.701221,0.8506105,0.6017494,0.8008747,0.7403555,0.87017775,0.7801877,0.89009386,0.7257755,0.86288774,0.7744887,0.88724434,0.7275417,0.86377084,0.750151,0.87507546
12487,0.7210888,0.86054444,0.6804163,0.8402082,0.65144444,0.8257222,0.5789635,0.78948176,0.6609019,0.83045095,0.6788763,0.83943814,0.66349494,0.8317475,0.67282,0.83641,0.647305,0.8236525,0.6698947,0.83494735
12488,0.67317724,0.8365886,0.7217644,0.86088216,0.7041567,0.8520783,0.65190744,0.8259537,0.68454266,0.8422713,0.7007625,0.85038126,0.6497221,0.82486105,0.73998916,0.8699946,0.7243134,0.8621567,0.72539794,0.862699
12489,0.6547146,0.8273573,0.6478436,0.8239218,0.63902813,0.81951404,0.5691806,0.7845903,0.62054145,0.8102707,0.6740318,0.83701587,0.64905643,0.8245282,0.66066694,0.8303335,0.6368097,0.81840485,0.66346925,0.83173466
12490,0.6079776,0.8039888,0.56822276,0.7841114,0.572369,0.7861845,0.5218828,0.7609414,0.568254,0.784127,0.64091974,0.82045984,0.587515,0.7937575,0.57423913,0.78711957,0.60338974,0.80169487,0.62318134,0.8115907
12491,0.68578845,0.8428942,0.66740936,0.8337047,0.6695535,0.83477676,0.6134812,0.80674064,0.6345756,0.8172878,0.697498,0.84874904,0.6432445,0.82162225,0.690551,0.8452755,0.69702077,0.8485104,0.70832634,0.85416317
12492,0.719859,0.8599295,0.6599655,0.82998276,0.6896386,0.8448193,0.5743287,0.78716433,0.6735351,0.83676755,0.7187087,0.8593544,0.6200639,0.81003195,0.7086612,0.8543306,0.6607474,0.8303737,0.65039533,0.8251977
12493,0.64149654,0.82074827,0.6020098,0.8010049,0.60544825,0.8027241,0.56600934,0.78300464,0.58751965,0.7937598,0.6846613,0.8423307,0.6207093,0.81035465,0.64661545,0.82330775,0.6547796,0.82738984,0.67114,0.83557
12494,0.6982554,0.8491277,0.6996515,0.84982574,0.69691384,0.8484569,0.6316335,0.81581676,0.67937136,0.8396857,0.7149211,0.85746056,0.7029965,0.85149825,0.7091356,0.85456777,0.7432499,0.87162495,0.7402685,0.87013423
12495,0.74863493,0.87431747,0.73995197,0.869976,0.699708,0.849854,0.651948,0.825974,0.72937745,0.86468875,0.7913469,0.89567345,0.701865,0.8509325,0.79181206,0.89590603,0.7632795,0.8816397,0.7705755,0.88528776
12496,0.7737857,0.88689286,0.72744715,0.8637236,0.7379093,0.86895466,0.64211845,0.8210592,0.73890674,0.8694534,0.789911,0.8949555,0.6906126,0.8453063,0.78423953,0.89211977,0.7794819,0.88974094,0.77178615,0.8858931
12497,0.6759769,0.83798844,0.66367084,0.8318354,0.69453466,0.8472673,0.6151405,0.8075702,0.66136706,0.8306835,0.6889541,0.84447706,0.6293344,0.8146672,0.7034309,0.85171545,0.6569707,0.82848537,0.6883979,0.84419894
12498,0.7274543,0.86372715,0.74547553,0.87273777,0.67997897,0.8399895,0.65283644,0.8264182,0.6793224,0.83966124,0.66281533,0.83140767,0.65404,0.82702,0.7159128,0.8579564,0.67492616,0.8374631,0.6695832,0.8347916
12499,0.69108045,0.8455402,0.6697798,0.8348899,0.70088553,0.85044277,0.5744567,0.78722835,0.70124006,0.85062003,0.7015078,0.8507539,0.6831057,0.84155285,0.7198029,0.8599014,0.6403381,0.8201691,0.68453294,0.84226644
12500,0.73523426,0.86761713,0.70372045,0.8518602,0.6833222,0.8416611,0.60469925,0.8023496,0.7261702,0.8630851,0.70078194,0.850391,0.72323734,0.86161864,0.7259433,0.86297166,0.6942402,0.8471201,0.70766866,0.85383433
12501,0.643076,0.821538,0.6355824,0.8177912,0.6166461,0.808323,0.58188504,0.79094255,0.58759534,0.7937977,0.5587659,0.77938294,0.5639709,0.78198546,0.572193,0.7860965,0.5784762,0.7892381,0.5841157,0.7920579
12502,0.73978025,0.8698901,0.7610801,0.88054,0.7158553,0.8579277,0.6491034,0.8245517,0.73784196,0.868921,0.69466317,0.8473316,0.7209224,0.86046124,0.7499585,0.87497926,0.69137156,0.8456858,0.71964145,0.8598207
12503,0.71703017,0.8585151,0.65435266,0.82717633,0.6478754,0.8239377,0.60194093,0.80097044,0.6596153,0.82980764,0.7274105,0.8637053,0.6571733,0.82858664,0.6747813,0.83739066,0.6944787,0.8472394,0.6979277,0.84896386
12504,0.81160384,0.9058019,0.77778983,0.8888949,0.76223373,0.88111687,0.71102726,0.85551363,0.7454051,0.87270254,0.71937454,0.85968727,0.68486625,0.8424331,0.75855005,0.879275,0.69925535,0.8496277,0.71165395,0.855827
12505,0.6584993,0.8292496,0.62777114,0.81388557,0.64445055,0.8222253,0.5408062,0.7704031,0.620214,0.810107,0.6649451,0.83247256,0.57943994,0.78971994,0.6310156,0.81550777,0.6590607,0.82953036,0.6440772,0.8220386
12506,0.67371476,0.8368574,0.69397056,0.8469853,0.6641157,0.83205783,0.6132099,0.806605,0.6475955,0.82379776,0.60525024,0.8026251,0.60789895,0.8039495,0.6566675,0.82833374,0.6059761,0.80298805,0.6016021,0.80080104
12507,0.61395127,0.8069756,0.6521022,0.8260511,0.6947799,0.84738994,0.56873703,0.7843685,0.65420574,0.8271029,0.58727556,0.79363775,0.61923444,0.8096172,0.6217755,0.81088775,0.62980497,0.8149025,0.6429813,0.82149065
12508,0.74924004,0.87462,0.7040061,0.85200304,0.6749947,0.83749735,0.61306465,0.8065323,0.6978673,0.84893364,0.70057416,0.8502871,0.65404975,0.8270249,0.7002448,0.8501224,0.66068923,0.8303446,0.67384017,0.8369201
12509,0.72271717,0.8613586,0.68017614,0.84008807,0.7372491,0.86862457,0.6161784,0.8080892,0.67761207,0.83880603,0.7310082,0.8655041,0.6129855,0.80649275,0.7219117,0.86095583,0.6930082,0.8465041,0.70810103,0.8540505
12510,0.7287133,0.86435664,0.674602,0.837301,0.6861526,0.8430763,0.63579136,0.81789565,0.6352024,0.8176012,0.69275635,0.8463782,0.62090266,0.8104513,0.69057333,0.84528667,0.64163667,0.8208183,0.6636003,0.83180016
12511,0.55639946,0.77819973,0.52666205,0.76333106,0.51272416,0.7563621,0.4940002,0.7470001,0.48170835,0.74085414,0.5773226,0.7886613,0.5064306,0.7532153,0.5218932,0.76094663,0.5855148,0.7927574,0.5559944,0.7779972
12512,0.59948707,0.79974353,0.61172545,0.8058627,0.5228727,0.76143634,0.58314925,0.7915746,0.58382297,0.7919115,0.50542635,0.7527132,0.5576811,0.77884054,0.56917953,0.78458977,0.6188917,0.80944586,0.5466319,0.7733159
12513,0.6588271,0.82941353,0.59707683,0.79853845,0.6249317,0.81246585,0.5647063,0.78235316,0.5826846,0.79134226,0.6227304,0.8113652,0.54198956,0.7709948,0.62454814,0.8122741,0.602934,0.801467,0.60306144,0.8015307
12514,0.6772453,0.8386227,0.67376673,0.83688337,0.66744506,0.83372253,0.60651326,0.80325663,0.65700567,0.82850283,0.64974207,0.82487106,0.56941736,0.7847087,0.68806833,0.8440342,0.6256975,0.81284875,0.6186007,0.80930036
12515,0.731369,0.8656845,0.73409843,0.8670492,0.6997503,0.84987515,0.65965116,0.8298256,0.72485363,0.8624268,0.7044616,0.8522308,0.69073886,0.84536946,0.76133925,0.8806696,0.75632495,0.8781625,0.73246986,0.8662349
12516,0.7323277,0.86616385,0.68175685,0.8408784,0.71411467,0.85705733,0.6402919,0.82014596,0.68231726,0.8411586,0.66039026,0.8301951,0.6218395,0.81091976,0.706483,0.8532415,0.63564456,0.8178223,0.6471176,0.8235588
12518,0.6940203,0.84701014,0.74444646,0.87222326,0.6878238,0.8439119,0.63775754,0.81887877,0.7164656,0.8582328,0.74206066,0.87103033,0.7131647,0.85658234,0.76595104,0.8829755,0.75425434,0.8771272,0.7687875,0.88439375
12519,0.6999458,0.8499729,0.689553,0.8447765,0.6456126,0.8228063,0.57898873,0.7894944,0.6251688,0.8125844,0.61053365,0.80526686,0.5968666,0.7984333,0.6384794,0.81923974,0.61503065,0.8075153,0.6130339,0.80651695
12520,0.6879691,0.84398454,0.6873354,0.8436677,0.64032555,0.8201628,0.5949577,0.79747885,0.6390236,0.8195118,0.6945127,0.84725636,0.63209915,0.8160496,0.6608838,0.8304419,0.64906144,0.8245307,0.6947813,0.84739065
12521,0.73550856,0.8677543,0.67123556,0.8356178,0.67228043,0.8361402,0.5861242,0.7930621,0.6687554,0.8343777,0.707174,0.85358703,0.6600013,0.83000064,0.6795503,0.83977515,0.6368737,0.81843686,0.70066375,0.8503319
12523,0.6488657,0.82443285,0.68735075,0.8436754,0.61851025,0.8092551,0.61993253,0.80996627,0.61893505,0.80946755,0.6408899,0.82044494,0.6417599,0.82087994,0.66148853,0.83074427,0.6609129,0.83045644,0.6795813,0.83979064
12525,0.84690595,0.923453,0.79552746,0.8977637,0.7867496,0.8933748,0.70744085,0.8537204,0.81420434,0.90710217,0.78221273,0.89110637,0.74359107,0.87179554,0.8054781,0.90273905,0.7359562,0.8679781,0.76749897,0.8837495
12526,0.7808534,0.8904267,0.71706593,0.85853297,0.70280147,0.85140073,0.6741549,0.83707744,0.7162258,0.85811293,0.7524264,0.8762132,0.709975,0.8549875,0.74581087,0.87290543,0.72010034,0.8600502,0.7651743,0.8825872
12527,0.7518079,0.87590396,0.6962908,0.84814537,0.70058626,0.85029316,0.6234496,0.8117248,0.68539464,0.8426973,0.7794941,0.889747,0.6508198,0.8254099,0.7312621,0.86563104,0.70230466,0.8511523,0.71455526,0.85727763
12528,0.6665436,0.8332718,0.64550793,0.82275397,0.69455326,0.8472766,0.57358056,0.78679025,0.60974085,0.8048704,0.6591823,0.82959116,0.5705819,0.78529096,0.6344949,0.81724745,0.6367367,0.8183683,0.61236715,0.8061836
12529,0.7902895,0.89514476,0.6827854,0.8413927,0.7167792,0.8583896,0.60407877,0.8020394,0.7185188,0.85925937,0.7633109,0.88165545,0.6581787,0.82908934,0.7279788,0.8639894,0.6337447,0.81687236,0.69615704,0.8480785
12530,0.5275816,0.7637908,0.4889156,0.7444578,0.48914507,0.7445725,0.46654925,0.73327464,0.44566,0.72283,0.48171166,0.7408558,0.41689536,0.7084477,0.4678824,0.7339412,0.459302,0.729651,0.47739676,0.73869836
12531,0.5350838,0.7675419,0.59832835,0.7991642,0.5409394,0.77046967,0.48095208,0.740476,0.5320009,0.76600045,0.53220797,0.766104,0.5644003,0.78220016,0.54788303,0.7739415,0.5526513,0.77632564,0.5607693,0.78038466
12532,0.7603284,0.8801642,0.6544267,0.82721335,0.6983389,0.8491695,0.5940624,0.79703116,0.66952443,0.8347622,0.7064096,0.8532048,0.60266745,0.8013337,0.65873575,0.8293679,0.6426055,0.8213028,0.6812129,0.84060645
12533,0.6631865,0.8315933,0.6792649,0.83963245,0.693994,0.846997,0.5895942,0.79479706,0.664424,0.832212,0.6653111,0.83265555,0.68523276,0.8426164,0.7044699,0.85223496,0.6842866,0.8421433,0.6846354,0.8423177
12565,0.79014885,0.8950744,0.7266112,0.86330557,0.7160021,0.85800105,0.6579386,0.8289693,0.7259579,0.86297894,0.76518714,0.8825936,0.676897,0.8384485,0.76087874,0.8804394,0.70161986,0.85080993,0.7339718,0.8669859
12656,0.65241015,0.8262051,0.7077407,0.8538704,0.6135725,0.80678624,0.6059085,0.80295426,0.64940524,0.8247026,0.6109779,0.80548894,0.60020185,0.8001009,0.6953789,0.84768945,0.6676331,0.8338165,0.64864635,0.8243232
