,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Score
56862,0.7140845,0.85704225,0.66760534,0.8338027,0.56998676,0.7849934,0.6377653,0.81888264,0.6944128,0.8472064,0.78856766,0.89428383,0.7346218,0.8673109,0.7846974,0.8923487,0.734977,0.8674885,0.7828897,0.89144486
57384,0.74806035,0.8740302,0.7146617,0.85733086,0.6783044,0.8391522,0.64661884,0.8233094,0.7636535,0.88182676,0.87299323,0.9364966,0.7707128,0.8853564,0.852708,0.926354,0.77774394,0.88887197,0.8459606,0.9229803
57400,0.7779701,0.88898504,0.6851908,0.8425954,0.6733391,0.83666956,0.612169,0.8060845,0.78339005,0.891695,0.86362207,0.93181103,0.7476521,0.873826,0.8179322,0.90896606,0.7062619,0.85313094,0.8008937,0.9004469
62042,0.6693878,0.8346939,0.6434073,0.8217037,0.6083225,0.80416125,0.6158432,0.8079216,0.6145532,0.8072766,0.6362163,0.81810814,0.5897944,0.7948972,0.6347893,0.8173946,0.6346731,0.81733656,0.598171,0.7990855
63086,0.56433487,0.78216743,0.58754414,0.7937721,0.5147334,0.75736666,0.5154502,0.7577251,0.6038626,0.80193126,0.70286953,0.85143477,0.6751435,0.83757174,0.6797564,0.8398782,0.7066107,0.85330534,0.72262794,0.86131394
63087,0.6600287,0.83001435,0.6387321,0.81936604,0.5738784,0.7869392,0.6316415,0.81582075,0.6745415,0.83727074,0.7358211,0.86791056,0.76932204,0.884661,0.71462005,0.85731006,0.7161764,0.8580882,0.7699533,0.8849766
83710,0.67940915,0.8397046,0.6595313,0.8297657,0.57614934,0.7880747,0.6333514,0.81667566,0.6812893,0.84064466,0.7506568,0.8753284,0.6747691,0.8373846,0.7686735,0.8843367,0.71077824,0.8553891,0.7346894,0.86734474
83711,0.60821486,0.8041074,0.66129327,0.83064663,0.5627627,0.78138137,0.54947615,0.7747381,0.5597713,0.77988565,0.5318099,0.76590496,0.5297013,0.7648506,0.6228369,0.8114184,0.5822121,0.79110605,0.53489846,0.76744926
86666,0.6913593,0.84567964,0.73692375,0.86846185,0.6231164,0.8115582,0.65774745,0.82887375,0.7073573,0.85367864,0.78265125,0.8913256,0.7553466,0.87767327,0.8353398,0.9176699,0.80405974,0.9020299,0.8078126,0.9039063
87779,0.46608073,0.73304033,0.5087137,0.75435686,0.41631317,0.7081566,0.4970531,0.7485266,0.45513374,0.72756684,0.48561388,0.7428069,0.5125562,0.7562781,0.4842147,0.74210733,0.55388606,0.776943,0.5009172,0.7504586
97622,0.69810414,0.8490521,0.66622186,0.8331109,0.62887883,0.8144394,0.59766036,0.79883015,0.73595047,0.86797523,0.85155666,0.9257783,0.7541112,0.8770556,0.8158344,0.9079172,0.75924844,0.87962425,0.8246352,0.91231763
98134,0.70813966,0.8540698,0.6614005,0.8307003,0.60030735,0.8001537,0.5637887,0.7818943,0.718811,0.8594055,0.8205183,0.9102591,0.78908587,0.89454293,0.77332294,0.88666147,0.746006,0.873003,0.81130147,0.90565073
98135,0.6835616,0.8417808,0.6529385,0.82646924,0.6056819,0.80284095,0.61427045,0.8071352,0.70818317,0.8540916,0.8317861,0.9158931,0.7443118,0.8721559,0.800067,0.9000335,0.74125993,0.87062997,0.81070495,0.9053525
98136,0.66713315,0.83356655,0.6274555,0.81372774,0.56374866,0.7818743,0.6025571,0.8012786,0.6669443,0.83347213,0.80831647,0.90415823,0.6933345,0.8466673,0.75708985,0.8785449,0.73335767,0.86667883,0.7807512,0.8903756
98137,0.66898614,0.83449304,0.6873219,0.84366095,0.5871837,0.79359186,0.6508564,0.8254282,0.6947671,0.84738356,0.7503229,0.8751614,0.7427667,0.8713833,0.77898383,0.8894919,0.75288475,0.8764424,0.7773733,0.88868666
98138,0.5950661,0.79753304,0.5927266,0.7963633,0.5300325,0.76501626,0.5834057,0.79170287,0.62571204,0.812856,0.7457807,0.87289035,0.7000151,0.85000753,0.72000706,0.86000353,0.73774004,0.86887,0.7682109,0.88410544
98171,0.6445157,0.8222579,0.6211531,0.81057656,0.5349156,0.76745784,0.58059597,0.790298,0.6932945,0.84664726,0.78178304,0.89089155,0.7334912,0.8667456,0.74513006,0.87256503,0.750996,0.875498,0.79571533,0.89785767
98172,0.6344047,0.8172023,0.6386701,0.81933504,0.5639496,0.7819748,0.5659052,0.7829526,0.7129527,0.8564763,0.78236526,0.89118266,0.7618842,0.8809421,0.7448883,0.87244415,0.71832323,0.8591616,0.7759774,0.8879887
98173,0.69785404,0.848927,0.65392065,0.8269603,0.5844531,0.79222655,0.5694943,0.7847471,0.7494502,0.8747251,0.8546548,0.9273274,0.7558205,0.87791026,0.7743043,0.88715214,0.77098024,0.8854901,0.827153,0.9135765
98245,0.55096173,0.77548087,0.55959547,0.77979773,0.49955627,0.74977815,0.5150227,0.7575114,0.53681856,0.76840925,0.6238233,0.81191164,0.5921531,0.79607654,0.64533234,0.82266617,0.6299569,0.8149785,0.6406622,0.8203311
98250,0.6283726,0.81418633,0.67514515,0.8375726,0.6090455,0.80452275,0.6193501,0.80967504,0.6135875,0.80679375,0.5755227,0.78776133,0.5418947,0.77094734,0.65450597,0.827253,0.5933918,0.7966959,0.55433893,0.77716947
98251,0.61290896,0.8064545,0.57761097,0.7888055,0.51527727,0.75763863,0.54675156,0.77337575,0.610523,0.8052615,0.6340463,0.81702316,0.6200694,0.8100347,0.5974239,0.79871196,0.6451793,0.82258964,0.6051614,0.8025807
98252,0.4729251,0.73646253,0.44663024,0.7233151,0.38529038,0.6926452,0.6144918,0.8072459,0.45031157,0.7251558,0.4666914,0.7333457,0.46817583,0.73408794,0.48879597,0.744398,0.5472872,0.7736436,0.47908783,0.7395439
98253,0.6738532,0.8369266,0.66836536,0.8341827,0.60049206,0.800246,0.65704715,0.8285236,0.65282345,0.8264117,0.6660595,0.83302975,0.6250161,0.81250805,0.69830525,0.8491526,0.7286179,0.86430895,0.69075525,0.8453776
98254,0.64552474,0.82276237,0.63060236,0.8153012,0.57525396,0.787627,0.64864624,0.8243231,0.6813961,0.84069806,0.75000536,0.8750027,0.70665526,0.85332763,0.7621972,0.8810986,0.7597697,0.87988484,0.77103364,0.8855168
98255,0.73770195,0.86885095,0.72526515,0.8626326,0.68932366,0.84466183,0.7148342,0.8574171,0.73145807,0.86572903,0.78324795,0.891624,0.6914158,0.8457079,0.81233454,0.90616727,0.7711731,0.88558656,0.7750008,0.8875004
98256,0.6291084,0.8145542,0.6045487,0.80227435,0.546276,0.773138,0.66688967,0.83344483,0.62316775,0.8115839,0.67808676,0.8390434,0.5937384,0.79686916,0.6767435,0.83837175,0.6819822,0.84099114,0.6498257,0.82491285
98257,0.75091326,0.87545663,0.6958166,0.84790826,0.6535053,0.82675266,0.6584779,0.82923895,0.7226044,0.8613022,0.8519578,0.9259789,0.731608,0.86580396,0.8302376,0.9151188,0.77551794,0.887759,0.81944084,0.9097204
98258,0.65983033,0.82991517,0.6165205,0.80826026,0.57064307,0.78532153,0.61509657,0.8075483,0.5669848,0.7834924,0.63931346,0.8196567,0.60188615,0.8009431,0.59086674,0.7954334,0.6406733,0.82033664,0.6490156,0.82450783
98259,0.65070534,0.82535267,0.58675766,0.79337883,0.54522765,0.7726138,0.58312505,0.79156256,0.6681457,0.8340728,0.79303455,0.8965173,0.7375453,0.8687726,0.7208817,0.86044085,0.73881763,0.86940885,0.78676605,0.893383
98260,0.63072336,0.8153617,0.63271517,0.8163576,0.62756467,0.81378233,0.6912501,0.84562504,0.62907565,0.8145378,0.6782184,0.8391092,0.61834157,0.8091708,0.73188436,0.8659422,0.69737077,0.8486854,0.6915559,0.845778
98261,0.6742792,0.8371396,0.6158741,0.807937,0.5995517,0.79977584,0.66008526,0.8300426,0.65186423,0.82593215,0.7424675,0.87123376,0.6983713,0.84918565,0.68735355,0.8436768,0.73160654,0.86580324,0.73920554,0.8696028
98262,0.62677807,0.81338906,0.58081836,0.7904092,0.5431912,0.7715956,0.6316587,0.81582934,0.60910785,0.8045539,0.71847105,0.8592355,0.62422276,0.8121114,0.68266314,0.8413316,0.72762,0.86381,0.7203688,0.86018443
98263,0.7027881,0.85139406,0.64381707,0.82190853,0.6448621,0.8224311,0.6468942,0.8234471,0.6929518,0.8464759,0.69873935,0.84936965,0.6270102,0.8135051,0.7185045,0.8592522,0.7053164,0.8526582,0.6999543,0.84997714
98264,0.6471401,0.82357,0.64826727,0.82413363,0.5731041,0.7865521,0.71237516,0.8561876,0.61712277,0.8085614,0.6651218,0.8325609,0.6192392,0.8096196,0.71333027,0.85666513,0.7082839,0.85414195,0.7054349,0.85271746
98265,0.7579009,0.8789505,0.69208884,0.8460444,0.6561619,0.82808095,0.6554186,0.8277093,0.74322015,0.87161005,0.8564682,0.9282341,0.72812116,0.8640606,0.80167484,0.9008374,0.78717303,0.8935865,0.8128047,0.90640235
98266,0.74339354,0.87169677,0.6831169,0.84155846,0.6209039,0.810452,0.6983215,0.8491608,0.7002862,0.8501431,0.80201685,0.9010084,0.68977207,0.84488606,0.7930715,0.89653575,0.74607813,0.87303907,0.7706568,0.8853284
98267,0.67679787,0.83839893,0.64602005,0.82301,0.62267894,0.8113395,0.6522341,0.82611704,0.6646979,0.83234894,0.67504364,0.8375218,0.61007,0.805035,0.72757494,0.8637875,0.73406684,0.8670334,0.6882789,0.84413946
98268,0.68473434,0.8423672,0.676228,0.838114,0.6450995,0.82254976,0.6305742,0.8152871,0.6482089,0.8241044,0.67139685,0.8356984,0.5927219,0.79636097,0.7191962,0.8595981,0.6661812,0.8330906,0.6684879,0.83424395
98269,0.6616812,0.8308406,0.63496256,0.8174813,0.6060827,0.80304134,0.63259935,0.8162997,0.64902884,0.8245144,0.7161299,0.85806495,0.65243423,0.8262171,0.7349304,0.8674652,0.74420655,0.8721033,0.7156249,0.85781246
98270,0.7052573,0.85262865,0.6497775,0.8248887,0.59185445,0.7959272,0.63921523,0.8196076,0.701975,0.8509875,0.8142626,0.9071313,0.7551389,0.87756944,0.7776823,0.88884115,0.79218864,0.8960943,0.8082266,0.9041133
98271,0.6121499,0.806075,0.5868932,0.7934466,0.49632448,0.74816227,0.5563077,0.77815384,0.6317818,0.8158909,0.7683766,0.8841883,0.71421313,0.85710657,0.7205913,0.86029565,0.7284951,0.86424756,0.77794605,0.888973
98272,0.68629754,0.84314877,0.6642363,0.83211815,0.6134103,0.8067051,0.5999953,0.7999977,0.72506726,0.8625336,0.86416113,0.93208057,0.74801064,0.8740053,0.81158465,0.90579236,0.78669035,0.8933452,0.85872567,0.92936283
98273,0.701686,0.850843,0.69776857,0.8488843,0.5778179,0.78890896,0.650864,0.825432,0.6762961,0.83814806,0.7493186,0.8746593,0.6961732,0.8480866,0.7987243,0.89936215,0.7605264,0.8802632,0.79615057,0.8980753
98274,0.7419722,0.8709861,0.6845003,0.8422501,0.65928304,0.8296415,0.67575884,0.8378794,0.73155683,0.86577845,0.87030846,0.9351542,0.74888027,0.87444013,0.8224759,0.91123796,0.7988882,0.8994441,0.83913434,0.91956717
98275,0.7182962,0.8591481,0.69255763,0.8462788,0.6564001,0.82820004,0.6932312,0.8466156,0.7490414,0.87452066,0.8005655,0.90028274,0.73442274,0.86721134,0.8049082,0.90245414,0.7734796,0.8867398,0.8080301,0.90401506
98276,0.6692496,0.83462477,0.642832,0.821416,0.5590513,0.77952564,0.6159487,0.80797434,0.71207154,0.85603577,0.779922,0.889961,0.7469325,0.87346625,0.76888025,0.8844401,0.77703726,0.88851863,0.80607367,0.90303683
98277,0.5806437,0.7903218,0.60147727,0.80073863,0.50549805,0.752749,0.5973699,0.79868495,0.6162891,0.80814457,0.7039583,0.85197914,0.70022494,0.85011244,0.6937498,0.8468749,0.7360379,0.868019,0.7273695,0.8636848
98278,0.74530494,0.8726525,0.675696,0.837848,0.63551146,0.8177557,0.6459636,0.82298183,0.7475109,0.87375546,0.8838843,0.94194216,0.7672336,0.8836168,0.80821097,0.9041055,0.79263633,0.8963182,0.83236694,0.9161835
98279,0.7061279,0.85306394,0.6938753,0.84693766,0.60689336,0.80344665,0.6785114,0.8392557,0.7092284,0.8546142,0.81112194,0.905561,0.72196853,0.86098427,0.7858263,0.89291316,0.7520969,0.87604845,0.78944135,0.8947207
98280,0.7054432,0.8527216,0.6736274,0.8368137,0.61977375,0.8098869,0.6951028,0.8475514,0.6987255,0.84936273,0.78747976,0.8937399,0.71911764,0.8595588,0.76628095,0.88314044,0.75933933,0.87966967,0.7807621,0.89038104
98281,0.7449659,0.87248296,0.6758226,0.8379113,0.63317645,0.8165882,0.62980294,0.8149015,0.7371743,0.86858714,0.85960823,0.9298041,0.7628839,0.88144195,0.7893428,0.89467144,0.787956,0.893978,0.845053,0.9225265
98282,0.6596544,0.8298272,0.7117621,0.85588104,0.6248967,0.8124484,0.72132564,0.8606628,0.66408026,0.83204013,0.7073164,0.8536582,0.7012887,0.85064435,0.7708089,0.88540447,0.78031224,0.89015615,0.7701175,0.88505876
98283,0.7288573,0.86442864,0.7235435,0.86177176,0.6288322,0.8144161,0.6958356,0.8479178,0.7346572,0.86732864,0.80737096,0.90368545,0.7707994,0.8853997,0.8118915,0.9059458,0.79191244,0.8959562,0.8180972,0.90904856
98284,0.53836477,0.7691824,0.53674567,0.76837283,0.47823977,0.7391199,0.49765867,0.74882936,0.5988672,0.7994336,0.7002253,0.8501127,0.71528184,0.8576409,0.69539714,0.84769857,0.71307707,0.85653853,0.7358216,0.8679108
98285,0.58639807,0.79319906,0.5513475,0.77567375,0.4654431,0.73272157,0.53716403,0.768582,0.5943244,0.7971622,0.6785012,0.83925056,0.64095306,0.82047653,0.64826655,0.8241333,0.699867,0.8499335,0.6859966,0.84299827
98286,0.5974546,0.7987273,0.59554577,0.7977729,0.5592254,0.77961266,0.5631244,0.7815622,0.6358726,0.8179363,0.6901169,0.84505844,0.64330983,0.8216549,0.7222065,0.86110324,0.6730782,0.8365391,0.69071794,0.84535897
98287,0.64737177,0.8236859,0.6455852,0.8227926,0.5893501,0.79467505,0.60646486,0.80323243,0.6676333,0.83381665,0.779437,0.88971853,0.7111738,0.8555869,0.80725,0.903625,0.75234616,0.8761731,0.78428316,0.8921416
98288,0.6097761,0.804888,0.6591947,0.82959735,0.5916965,0.79584825,0.5664897,0.78324485,0.62169826,0.81084913,0.6159855,0.80799276,0.6140432,0.8070216,0.69529223,0.8476461,0.71662796,0.858314,0.67231274,0.83615637
98289,0.60035753,0.80017877,0.544757,0.7723785,0.49295163,0.7464758,0.55271316,0.7763566,0.62106025,0.8105301,0.7488048,0.8744024,0.6379463,0.8189732,0.67218506,0.83609253,0.67169285,0.8358464,0.70409036,0.8520452
98290,0.55305004,0.776525,0.54397655,0.7719883,0.5295677,0.76478386,0.49601722,0.7480086,0.63372034,0.8168602,0.738824,0.869412,0.74369484,0.8718474,0.652997,0.8264985,0.7182137,0.85910684,0.77983004,0.889915
98291,0.73365796,0.866829,0.70920736,0.85460365,0.6687583,0.83437914,0.660107,0.8300535,0.74134445,0.8706722,0.838691,0.9193455,0.77547956,0.8877398,0.8047192,0.9023596,0.79010934,0.8950547,0.8163761,0.90818805
98292,0.5986972,0.7993486,0.601963,0.8009815,0.52026117,0.7601306,0.59229636,0.7961482,0.6323793,0.81618965,0.7167468,0.8583734,0.6743624,0.8371812,0.7072513,0.85362566,0.71086776,0.8554339,0.7162937,0.85814685
98293,0.63696164,0.81848085,0.61410105,0.8070505,0.5431278,0.7715639,0.60264874,0.80132437,0.6347109,0.81735545,0.7549987,0.87749934,0.70337784,0.8516889,0.7376938,0.8688469,0.73511904,0.86755955,0.766407,0.8832035
98294,0.6719471,0.83597356,0.62627375,0.8131369,0.60398746,0.8019937,0.6788813,0.83944064,0.657963,0.8289815,0.6895778,0.8447889,0.6156524,0.80782616,0.7188298,0.85941494,0.70727503,0.8536375,0.66450286,0.8322514
98295,0.5805708,0.7902854,0.580423,0.7902115,0.5271642,0.7635821,0.56410456,0.7820523,0.60483444,0.8024172,0.71083057,0.8554153,0.6634233,0.83171165,0.69205105,0.8460255,0.70210814,0.8510541,0.7199531,0.85997653
98296,0.6454492,0.8227246,0.68207645,0.8410382,0.5870539,0.79352695,0.5927861,0.79639304,0.657289,0.8286445,0.7411772,0.8705886,0.67916083,0.8395804,0.7669419,0.88347095,0.72592044,0.8629602,0.7247033,0.86235166
98297,0.7127844,0.8563922,0.6761743,0.83808714,0.6417825,0.82089126,0.68743384,0.8437169,0.671688,0.83584404,0.7387575,0.86937875,0.69986486,0.84993243,0.7659538,0.8829769,0.78281355,0.8914068,0.7872343,0.89361715
98298,0.7234496,0.8617248,0.70338,0.85169,0.61843026,0.8092151,0.7028481,0.85142404,0.7096454,0.8548227,0.787495,0.8937475,0.74228865,0.8711443,0.8103152,0.90515757,0.771747,0.8858735,0.79007363,0.8950368
98299,0.65136486,0.8256824,0.6618874,0.8309437,0.58379406,0.79189706,0.6278566,0.8139283,0.68485916,0.8424296,0.76481867,0.88240933,0.71654916,0.8582746,0.77155215,0.88577604,0.70587754,0.8529388,0.7559061,0.87795305
98300,0.58488667,0.79244334,0.59994686,0.7999734,0.5531291,0.77656454,0.5933547,0.79667735,0.61760104,0.8088005,0.6866627,0.84333134,0.68061006,0.84030503,0.7138994,0.8569497,0.7009455,0.85047275,0.7119594,0.8559797
98301,0.5680969,0.78404844,0.52069163,0.7603458,0.4827214,0.74136066,0.49054146,0.7452707,0.5977391,0.79886955,0.7086661,0.85433304,0.66239953,0.83119977,0.6582885,0.82914424,0.6965834,0.8482917,0.73379916,0.8668996
98302,0.70714843,0.8535742,0.6702398,0.8351199,0.61698604,0.808493,0.69996685,0.84998345,0.71468735,0.8573437,0.79670215,0.8983511,0.72268766,0.86134386,0.7838364,0.8919182,0.7550484,0.8775242,0.8011004,0.9005502
98303,0.692708,0.846354,0.6505749,0.82528746,0.5666245,0.78331226,0.57536745,0.7876837,0.7305392,0.8652696,0.85529226,0.92764616,0.78926253,0.89463127,0.78337234,0.8916862,0.75721866,0.8786093,0.84742594,0.92371297
98304,0.75054765,0.8752738,0.724839,0.8624195,0.6701144,0.8350572,0.6608616,0.8304308,0.70774865,0.8538743,0.82501805,0.912509,0.70433444,0.85216725,0.80211204,0.90105605,0.7963406,0.8981703,0.8110905,0.90554523
98305,0.7515378,0.8757689,0.7249748,0.86248744,0.6625092,0.8312546,0.6814763,0.8407382,0.74110746,0.87055373,0.85935634,0.9296782,0.7780717,0.8890358,0.83080906,0.91540456,0.8144628,0.9072314,0.85632014,0.9281601
98306,0.6712225,0.8356112,0.644405,0.8222025,0.5867432,0.79337156,0.5976243,0.79881215,0.6764389,0.83821946,0.7956786,0.8978393,0.7271942,0.8635971,0.75723,0.878615,0.7421265,0.87106323,0.7771816,0.8885908
98307,0.71240795,0.856204,0.69384104,0.8469205,0.6144775,0.80723876,0.64258784,0.82129395,0.7255732,0.8627866,0.82542336,0.9127117,0.75204635,0.8760232,0.8112741,0.905637,0.76213217,0.8810661,0.7846293,0.8923147
98308,0.6586126,0.8293063,0.6956737,0.84783685,0.5813158,0.7906579,0.6414151,0.82070756,0.6461376,0.8230688,0.7207788,0.8603894,0.7485285,0.87426424,0.73821557,0.8691078,0.76225173,0.88112587,0.76118386,0.8805919
98309,0.67985237,0.8399262,0.66775405,0.833877,0.6055639,0.80278194,0.6144395,0.80721974,0.70439553,0.85219777,0.7766007,0.88830036,0.710507,0.85525346,0.80561984,0.9028099,0.77757084,0.8887854,0.75980544,0.8799027
98310,0.79204637,0.89602315,0.68092746,0.84046376,0.66939473,0.83469737,0.62593675,0.8129684,0.7571005,0.8785503,0.8513911,0.92569554,0.7376301,0.86881506,0.783394,0.891697,0.71310997,0.856555,0.81380355,0.9069018
98311,0.72454065,0.86227036,0.65054166,0.82527083,0.6073476,0.8036738,0.6056818,0.8028409,0.7194036,0.8597018,0.8317785,0.91588926,0.7475047,0.87375236,0.75350344,0.8767517,0.75885415,0.8794271,0.8014165,0.90070826
98312,0.6890607,0.84453034,0.695256,0.847628,0.58978254,0.79489124,0.63263655,0.8163183,0.7132348,0.8566174,0.7810438,0.8905219,0.76448846,0.8822442,0.78148174,0.8907409,0.6899631,0.84498155,0.77159894,0.88579947
98313,0.6307353,0.81536764,0.5958518,0.7979259,0.5551331,0.77756655,0.55268264,0.7763413,0.63611925,0.8180596,0.78792524,0.8939626,0.63968045,0.8198402,0.73119795,0.865599,0.71509767,0.85754883,0.7334796,0.8667398
98314,0.7228967,0.86144835,0.6842474,0.8421237,0.64450943,0.8222547,0.6814264,0.8407132,0.7364985,0.86824924,0.8289938,0.9144969,0.72193325,0.8609666,0.79253125,0.8962656,0.7737092,0.8868546,0.8261783,0.91308916
98315,0.6575775,0.82878876,0.63560104,0.8178005,0.57562494,0.7878125,0.59487325,0.7974366,0.658288,0.829144,0.80170894,0.90085447,0.6862531,0.84312654,0.734812,0.867406,0.75513744,0.8775687,0.77955014,0.88977504
98316,0.7828789,0.89143944,0.7223025,0.8611512,0.67624575,0.83812284,0.63175225,0.8158761,0.7775227,0.88876134,0.8741165,0.9370582,0.764531,0.8822655,0.82231367,0.91115683,0.7664071,0.8832035,0.8093115,0.90465575
98317,0.6356323,0.81781614,0.60873044,0.8043652,0.54870814,0.7743541,0.5563005,0.77815026,0.6708462,0.8354231,0.80359006,0.901795,0.740136,0.870068,0.7274442,0.8637221,0.73110986,0.8655549,0.8081056,0.9040528
98318,0.7273282,0.8636641,0.7102082,0.8551041,0.64191556,0.8209578,0.70820284,0.8541014,0.72336155,0.86168075,0.7672521,0.88362604,0.75768256,0.8788413,0.7663325,0.88316625,0.77224195,0.886121,0.8007086,0.90035427
98319,0.6540408,0.8270204,0.6374417,0.8187208,0.58525646,0.7926282,0.67504764,0.8375238,0.6317593,0.81587964,0.7316351,0.86581755,0.659263,0.8296315,0.72228706,0.8611435,0.7419189,0.87095946,0.73705673,0.86852837
98320,0.7354822,0.8677411,0.67197144,0.8359857,0.6334833,0.81674165,0.59428394,0.79714197,0.7788533,0.88942665,0.8878331,0.94391656,0.7739531,0.88697654,0.82437193,0.91218597,0.7744846,0.8872423,0.83892256,0.91946125
98321,0.70643663,0.8532183,0.6581683,0.82908416,0.60913384,0.8045669,0.63958967,0.81979483,0.7119125,0.85595626,0.8610928,0.9305464,0.7543118,0.8771559,0.803156,0.901578,0.7733166,0.8866583,0.83108467,0.91554236
98322,0.67736256,0.8386813,0.6455163,0.82275814,0.58556306,0.79278153,0.57518375,0.7875919,0.7068833,0.85344166,0.85925126,0.92962563,0.73939896,0.8696995,0.783223,0.89161146,0.7711439,0.88557196,0.83483136,0.9174157
98323,0.6546086,0.8273043,0.6082907,0.80414534,0.5433884,0.7716942,0.54652727,0.77326363,0.6659124,0.8329562,0.7543897,0.8771949,0.698391,0.8491955,0.7485969,0.87429845,0.68389046,0.84194523,0.7393689,0.86968446
98324,0.7141018,0.8570509,0.68745446,0.84372723,0.6400117,0.8200059,0.7107533,0.85537666,0.7052498,0.8526249,0.8095599,0.9047799,0.7405009,0.87025046,0.79254293,0.89627147,0.7810278,0.8905139,0.81055987,0.90527993
98325,0.7010379,0.85051894,0.65809715,0.8290486,0.6306288,0.8153144,0.63617235,0.81808615,0.7352871,0.86764354,0.86237746,0.9311887,0.7829348,0.8914674,0.82393557,0.91196775,0.8087877,0.90439385,0.85993576,0.9299679
98326,0.5989748,0.7994874,0.5990621,0.79953104,0.53616434,0.76808214,0.56668186,0.78334093,0.5815644,0.7907822,0.70782775,0.8539139,0.6347821,0.81739104,0.6925676,0.8462838,0.7333331,0.86666656,0.71209836,0.8560492
98327,0.5654462,0.78272307,0.59622,0.79811,0.51922685,0.7596134,0.5736699,0.78683496,0.5527059,0.77635294,0.64186686,0.82093346,0.6214098,0.8107049,0.6622958,0.8311479,0.712594,0.856297,0.69202054,0.84601027
98328,0.71983546,0.85991776,0.64020467,0.82010233,0.63188314,0.8159416,0.69128853,0.84564424,0.7110605,0.85553026,0.80866647,0.90433323,0.72586185,0.8629309,0.7918161,0.89590806,0.77433485,0.88716745,0.8119838,0.9059919
98329,0.699546,0.849773,0.69713056,0.8485653,0.60396236,0.8019812,0.6698756,0.8349378,0.69932884,0.84966445,0.76300836,0.8815042,0.74088454,0.8704423,0.7859908,0.89299536,0.7863102,0.8931551,0.8007058,0.9003529
98330,0.66143095,0.8307155,0.68709,0.84354496,0.5953766,0.7976883,0.6432879,0.82164395,0.68948066,0.84474033,0.7602943,0.88014716,0.7064364,0.8532182,0.77468044,0.8873402,0.7417208,0.8708604,0.7725711,0.88628554
