Unnamed: 0,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_doordash_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_doordash_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_apple_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_apple_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_samsara_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_samsara_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_yelp_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_yelp_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_match_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_match_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_i2c_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_i2c_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_adobe_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_adobe_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_amazon_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_amazon_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_rowan_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_rowan_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_google_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_google_ux_Score
98304,0.7808615,0.89043075,0.75481564,0.8774078,0.7015464,0.8507732,0.67122304,0.8356115,0.7136226,0.8568113,0.8239166,0.91195834,0.73654115,0.8682706,0.81058496,0.9052925,0.80207646,0.9010382,0.8214192,0.9107096
98305,0.7297112,0.8648556,0.692054,0.846027,0.6588248,0.8294124,0.6678635,0.83393174,0.71176666,0.85588336,0.8070698,0.9035349,0.7121614,0.8560807,0.77906656,0.8895333,0.76496315,0.8824816,0.8070515,0.9035257
98306,0.68390197,0.841951,0.6714509,0.8357254,0.6319088,0.8159544,0.6578882,0.8289441,0.6745917,0.8372959,0.75770473,0.87885237,0.6934059,0.84670293,0.76355386,0.8817769,0.73603135,0.86801565,0.76618004,0.88309
98307,0.7622153,0.8811077,0.72907686,0.86453843,0.68220264,0.8411013,0.6890906,0.8445453,0.75346977,0.87673485,0.8327577,0.91637886,0.7625648,0.8812824,0.835585,0.9177925,0.7837732,0.8918866,0.84268355,0.9213418
98308,0.6633564,0.8316782,0.6631782,0.8315891,0.5778705,0.78893524,0.6345538,0.8172769,0.67711854,0.83855927,0.7635626,0.88178134,0.7597359,0.8798679,0.76157796,0.880789,0.7823307,0.8911654,0.8007068,0.90035343
98309,0.73301786,0.86650896,0.68743986,0.84371996,0.6440685,0.82203424,0.61158156,0.8057908,0.7426583,0.8713292,0.8535205,0.92676026,0.7542981,0.87714905,0.83698094,0.91849047,0.8133459,0.90667295,0.83532584,0.9176629
98310,0.79048896,0.8952445,0.712116,0.856058,0.73568845,0.8678442,0.66282785,0.8314139,0.7877263,0.89386314,0.8098709,0.9049355,0.7444943,0.87224716,0.8031916,0.90159583,0.7168647,0.85843235,0.798602,0.899301
98311,0.67939234,0.83969617,0.65573585,0.8278679,0.5833483,0.79167414,0.6043472,0.8021736,0.6604909,0.83024544,0.744455,0.8722275,0.72641426,0.8632071,0.716918,0.858459,0.76512873,0.88256437,0.78653395,0.893267
98312,0.69498706,0.8474935,0.70798695,0.8539935,0.6116643,0.80583215,0.6637466,0.8318733,0.6915195,0.84575975,0.7292787,0.86463934,0.7427375,0.87136877,0.7671586,0.8835793,0.7079079,0.85395396,0.78180957,0.8909048
98313,0.6715174,0.8357587,0.67282784,0.8364139,0.63400185,0.8170009,0.6393225,0.81966126,0.65927595,0.829638,0.7610458,0.8805229,0.65737283,0.8286864,0.7817837,0.89089185,0.768023,0.8840115,0.779165,0.8895825
98314,0.7410773,0.87053865,0.7013289,0.85066444,0.66392267,0.83196133,0.68251115,0.84125555,0.75434893,0.8771745,0.8275578,0.9137789,0.7075325,0.85376626,0.8039152,0.90195763,0.7819782,0.89098907,0.80985487,0.90492743
98315,0.68942213,0.84471107,0.6583015,0.82915074,0.6278255,0.81391275,0.62470645,0.81235325,0.70708644,0.8535432,0.8327116,0.9163558,0.72645104,0.8632255,0.7637967,0.88189834,0.782395,0.8911975,0.8014828,0.9007414
98316,0.8071712,0.9035856,0.76251733,0.88125867,0.71817374,0.8590869,0.69710946,0.84855473,0.8017612,0.9008806,0.8602595,0.93012977,0.7616757,0.88083786,0.8443822,0.92219114,0.7793776,0.8896888,0.8254484,0.9127242
98317,0.6378723,0.8189361,0.69582236,0.8479112,0.600633,0.8003165,0.63497704,0.81748855,0.66992784,0.8349639,0.725963,0.8629815,0.7449167,0.87245834,0.72511387,0.86255693,0.7645161,0.88225806,0.79243124,0.8962156
98318,0.71046734,0.85523367,0.7000199,0.8500099,0.62265724,0.81132865,0.70121807,0.85060906,0.6868812,0.8434406,0.74539626,0.8726981,0.70627606,0.853138,0.75867844,0.8793392,0.77427113,0.88713557,0.80809784,0.9040489
98319,0.66814816,0.8340741,0.6424016,0.8212008,0.6375612,0.8187806,0.6991535,0.8495767,0.6220549,0.8110274,0.71840763,0.8592038,0.67034924,0.8351746,0.7060834,0.8530417,0.74327385,0.8716369,0.7743573,0.88717866
98320,0.75018966,0.87509483,0.7252247,0.86261237,0.70494187,0.85247093,0.6543612,0.8271806,0.7663682,0.8831841,0.8605366,0.9302683,0.75789964,0.8789498,0.81744874,0.90872437,0.81294835,0.9064742,0.8654754,0.9327377
98321,0.69778067,0.8488903,0.6516365,0.82581824,0.6148585,0.80742925,0.6510354,0.8255177,0.701918,0.850959,0.84164,0.92082,0.74227583,0.8711379,0.7665621,0.88328105,0.7888516,0.8944258,0.8190206,0.9095103
98322,0.6831034,0.84155166,0.705859,0.8529295,0.6198447,0.80992234,0.6483861,0.82419306,0.69323456,0.8466173,0.78233373,0.89116687,0.7567735,0.87838674,0.7900575,0.8950287,0.81384,0.90691996,0.8301245,0.91506225
98323,0.76788956,0.88394475,0.71342254,0.85671127,0.6701649,0.8350824,0.6412726,0.8206363,0.77611053,0.88805526,0.82458115,0.9122906,0.7611991,0.88059956,0.83229816,0.9161491,0.7587864,0.8793932,0.80957574,0.9047879
98324,0.67138124,0.8356906,0.6906023,0.84530115,0.6305845,0.81529224,0.6933269,0.8466635,0.6616856,0.8308428,0.7021857,0.8510928,0.69485843,0.8474292,0.73164904,0.8658245,0.77097094,0.8854855,0.76311,0.88155496
98325,0.6692354,0.83461773,0.64796627,0.82398313,0.62481105,0.8124055,0.62468195,0.812341,0.65931785,0.8296589,0.7810812,0.8905406,0.72686666,0.86343336,0.75313795,0.876569,0.7693505,0.88467526,0.79333425,0.8966671
98326,0.5441755,0.77208775,0.56322265,0.7816113,0.4923857,0.7461928,0.54985976,0.7749299,0.52114904,0.7605745,0.63167095,0.8158355,0.5785829,0.78929144,0.65649354,0.8282468,0.691002,0.845501,0.6768216,0.8384108
98327,0.5961486,0.7980743,0.6468799,0.82343996,0.57060504,0.7853025,0.588744,0.79437196,0.59882534,0.79941267,0.6848971,0.8424486,0.6646143,0.83230716,0.7027985,0.85139924,0.75124943,0.8756247,0.7492695,0.87463474
98328,0.73574543,0.8678727,0.6535779,0.82678896,0.6513023,0.82565117,0.71627176,0.8581359,0.7220514,0.8610257,0.8072611,0.90363055,0.7021642,0.8510821,0.7919036,0.8959518,0.7755009,0.88775045,0.80477166,0.90238583
98329,0.69920766,0.84960383,0.67510045,0.8375502,0.5973803,0.79869014,0.67319757,0.83659875,0.6861768,0.8430884,0.7678444,0.8839222,0.726384,0.86319196,0.78939426,0.8946971,0.79301095,0.8965055,0.81013364,0.90506685
98330,0.65180635,0.8259032,0.63726735,0.8186337,0.5656873,0.78284365,0.6261519,0.81307596,0.6212147,0.8106073,0.6960185,0.8480092,0.6686952,0.8343476,0.69904685,0.8495234,0.71500635,0.8575032,0.751675,0.8758375
98331,0.69075096,0.8453755,0.6234797,0.81173986,0.6440819,0.8220409,0.650669,0.8253345,0.63689005,0.818445,0.7438309,0.87191546,0.5998728,0.7999364,0.69821805,0.84910905,0.7643239,0.882162,0.7282493,0.86412466
98332,0.5659831,0.7829915,0.5794803,0.78974015,0.51565254,0.75782627,0.5580535,0.77902675,0.5827546,0.7913773,0.66159916,0.8307996,0.6572652,0.8286326,0.6960731,0.8480365,0.6984805,0.84924024,0.72070724,0.8603536
98333,0.6275741,0.81378704,0.61997044,0.8099852,0.5630901,0.78154504,0.5983921,0.79919606,0.61769295,0.8088465,0.7198318,0.8599159,0.70181316,0.8509066,0.69325805,0.846629,0.75428075,0.8771404,0.7595509,0.87977546
98334,0.6516184,0.82580924,0.6862947,0.84314734,0.6597409,0.82987046,0.605449,0.8027245,0.64369404,0.821847,0.6414021,0.82070106,0.5520246,0.7760123,0.67282116,0.8364106,0.6255868,0.8127934,0.62077403,0.810387
98335,0.7319763,0.86598814,0.7307856,0.8653928,0.6698963,0.8349482,0.6986627,0.8493314,0.7158426,0.8579213,0.7867112,0.8933556,0.7200334,0.8600167,0.8007555,0.90037775,0.7538775,0.87693876,0.7710364,0.8855182
98336,0.5584397,0.77921987,0.55277073,0.77638537,0.5550839,0.77754194,0.54670423,0.77335215,0.59008706,0.7950435,0.6707076,0.8353538,0.5561019,0.77805096,0.64499366,0.82249683,0.6481696,0.82408476,0.61730206,0.80865103
98337,0.4934073,0.7467036,0.46271813,0.73135906,0.407819,0.7039095,0.54008543,0.7700427,0.47360134,0.7368007,0.49542582,0.7477129,0.5316375,0.7658187,0.48243898,0.7412195,0.58315915,0.7915796,0.5450453,0.7725227
98338,0.6301491,0.81507456,0.6894661,0.84473306,0.59596145,0.7979807,0.64255154,0.8212758,0.6066909,0.80334544,0.54196954,0.77098477,0.5455764,0.77278817,0.64606553,0.82303274,0.653426,0.82671297,0.5771013,0.7885506
98339,0.5387653,0.76938266,0.5415096,0.7707548,0.48682183,0.74341094,0.5129554,0.7564777,0.54911137,0.7745557,0.6959149,0.8479575,0.63031983,0.8151599,0.66848314,0.83424157,0.70306194,0.85153097,0.7435466,0.8717733
98340,0.5772482,0.7886241,0.55372083,0.7768604,0.4826439,0.7413219,0.5451447,0.77257234,0.59365547,0.79682773,0.70783746,0.85391873,0.6884346,0.8442173,0.6440276,0.8220138,0.6908069,0.84540343,0.7457319,0.8728659
98341,0.6600771,0.83003855,0.6534952,0.8267476,0.585737,0.7928685,0.61817116,0.8090856,0.67067456,0.8353373,0.79315144,0.8965757,0.71839404,0.859197,0.7895201,0.89476,0.76339424,0.8816971,0.786404,0.893202
98342,0.7284303,0.86421514,0.6773044,0.8386522,0.6355573,0.81777865,0.674583,0.8372915,0.70281225,0.8514061,0.7942041,0.89710206,0.734195,0.8670975,0.7763115,0.88815576,0.7850431,0.89252156,0.8541192,0.9270596
98343,0.50059676,0.7502984,0.49851033,0.7492552,0.4542364,0.7271182,0.4874618,0.7437309,0.50562704,0.7528135,0.6102754,0.8051377,0.5755139,0.7877569,0.5931735,0.79658675,0.6606517,0.83032584,0.6631609,0.83158046
98344,0.71797204,0.858986,0.7071631,0.85358155,0.6521642,0.8260821,0.6921356,0.8460678,0.6873926,0.8436963,0.7904593,0.89522964,0.72021806,0.86010903,0.7698041,0.88490206,0.7714617,0.88573086,0.81237316,0.9061866
98345,0.69388133,0.84694064,0.704741,0.8523705,0.6728683,0.8364341,0.6384583,0.8192291,0.7162565,0.85812825,0.79976255,0.89988124,0.7215324,0.8607662,0.7691512,0.8845756,0.77680165,0.8884008,0.8301688,0.91508436
98346,0.59159,0.79579496,0.62471235,0.8123562,0.56660414,0.78330207,0.6067593,0.80337965,0.63551605,0.817758,0.70025146,0.85012573,0.66231257,0.83115625,0.72745275,0.8637264,0.72325635,0.8616282,0.71795017,0.85897505
98347,0.6214601,0.81073004,0.60877454,0.8043873,0.5506369,0.77531844,0.58489573,0.79244787,0.64391583,0.82195795,0.72885954,0.8644298,0.6705179,0.83525896,0.7001007,0.85005033,0.7435653,0.87178266,0.7257972,0.8628986
98348,0.5949217,0.79746085,0.57285964,0.7864298,0.5583285,0.77916425,0.56086844,0.78043425,0.5977717,0.7988858,0.7128645,0.85643226,0.6433283,0.82166415,0.6757989,0.83789945,0.74509335,0.8725467,0.7328975,0.86644876
98349,0.7060294,0.8530147,0.6952594,0.84762967,0.6244275,0.8122138,0.6707041,0.83535206,0.6999799,0.84998995,0.78203845,0.8910192,0.7021638,0.8510819,0.79868746,0.8993437,0.78382015,0.8919101,0.78720754,0.8936038
98350,0.64670897,0.8233545,0.6318524,0.8159262,0.58276105,0.7913805,0.6327522,0.8163761,0.67331386,0.8366569,0.80377793,0.90188897,0.7232431,0.86162156,0.7559976,0.8779988,0.767746,0.883873,0.81726855,0.9086343
98351,0.63092273,0.8154614,0.62841636,0.81420815,0.54102206,0.77051103,0.57731086,0.7886554,0.67582905,0.8379145,0.7629179,0.88145894,0.7354898,0.8677449,0.74667645,0.8733382,0.75032616,0.8751631,0.7933341,0.89666706
98352,0.5331252,0.7665626,0.5248089,0.76240444,0.4764154,0.7382077,0.511939,0.7559695,0.52379894,0.7618995,0.6543498,0.8271749,0.6126592,0.8063296,0.65816545,0.8290827,0.6972569,0.84862846,0.70403826,0.85201913
98353,0.56500477,0.7825024,0.55057704,0.7752885,0.49339873,0.74669933,0.5088822,0.75444114,0.58719957,0.7935998,0.69876575,0.8493829,0.6605816,0.8302908,0.659222,0.829611,0.6886201,0.84431005,0.7268657,0.8634329
98354,0.6487851,0.82439256,0.6665802,0.8332901,0.6292695,0.81463474,0.576805,0.7884025,0.6057314,0.80286574,0.595547,0.7977735,0.5872058,0.79360294,0.6365738,0.8182869,0.608513,0.8042565,0.6067563,0.80337816
98355,0.69375837,0.8468792,0.7061882,0.8530941,0.63708794,0.818544,0.6715528,0.8357764,0.70964587,0.85482293,0.7358024,0.8679012,0.75569034,0.87784517,0.71853673,0.85926837,0.75075644,0.87537825,0.80534506,0.9026725
98356,0.5675187,0.78375936,0.5914465,0.79572326,0.50495744,0.7524787,0.5511752,0.77558756,0.58618796,0.793094,0.629199,0.8145995,0.6194519,0.80972594,0.6570606,0.8285303,0.66213775,0.8310689,0.634403,0.8172015
98357,0.72494394,0.86247194,0.7777545,0.8888773,0.68361455,0.84180725,0.6855022,0.8427511,0.734498,0.867249,0.66358125,0.8317906,0.6800883,0.84004414,0.7246649,0.86233246,0.71217054,0.8560853,0.6869185,0.84345925
98358,0.70049924,0.85024965,0.6809391,0.84046954,0.6499633,0.8249817,0.63080513,0.81540257,0.7125439,0.856272,0.8075044,0.9037522,0.72269595,0.861348,0.7775689,0.8887844,0.8123822,0.9061911,0.82845426,0.9142271
98359,0.6139393,0.80696964,0.5554205,0.77771026,0.5316678,0.7658339,0.5357596,0.76787984,0.59025335,0.7951267,0.70104766,0.8505238,0.64540625,0.8227031,0.6542401,0.82712007,0.71709955,0.8585498,0.74877584,0.8743879
98360,0.6157863,0.80789316,0.6431978,0.8215989,0.6184846,0.8092423,0.7058606,0.8529303,0.5652142,0.7826071,0.55836046,0.7791802,0.5432537,0.77162683,0.6726085,0.83630425,0.6858195,0.84290975,0.6368967,0.81844836
98361,0.72442144,0.86221075,0.7157402,0.8578701,0.6676416,0.8338208,0.6732644,0.8366322,0.70829535,0.8541477,0.780364,0.890182,0.73747975,0.86873984,0.8085374,0.90426874,0.7980027,0.89900136,0.83237374,0.91618687
98362,0.5515702,0.7757851,0.5794332,0.7897166,0.54259866,0.77129936,0.51753104,0.7587655,0.58144665,0.7907233,0.62622654,0.8131133,0.65311444,0.8265572,0.6292875,0.81464374,0.6894429,0.84472144,0.678566,0.839283
98363,0.70374274,0.8518714,0.6864319,0.84321594,0.626927,0.8134635,0.63813144,0.8190657,0.70983803,0.854919,0.7695889,0.8847945,0.6739727,0.83698636,0.7784959,0.88924795,0.75778544,0.8788927,0.76573384,0.8828669
98364,0.5883251,0.7941625,0.63270146,0.8163507,0.6316222,0.8158111,0.57235956,0.7861798,0.61787796,0.808939,0.64610255,0.8230513,0.62035877,0.81017935,0.7102766,0.8551383,0.68107146,0.84053576,0.6966054,0.8483027
98365,0.6712103,0.83560514,0.691223,0.8456115,0.64507425,0.8225371,0.63402104,0.8170105,0.62184894,0.8109245,0.6553695,0.82768476,0.6067618,0.8033809,0.6968671,0.84843355,0.7103123,0.8551562,0.7081147,0.8540573
98366,0.5868217,0.79341084,0.6348672,0.8174336,0.5776484,0.7888242,0.5661775,0.78308874,0.6017993,0.8008996,0.58691895,0.7934595,0.56197774,0.7809889,0.62965417,0.8148271,0.63501096,0.8175055,0.60043275,0.8002164
98367,0.6758556,0.8379278,0.6402098,0.8201049,0.62486696,0.8124335,0.6156002,0.8078001,0.6523522,0.8261761,0.7729418,0.8864709,0.6823764,0.8411882,0.7093526,0.8546763,0.7341398,0.8670699,0.7782471,0.88912356
98368,0.60491824,0.8024591,0.6196668,0.8098334,0.5746918,0.7873459,0.58673143,0.7933657,0.58898187,0.79449093,0.67894375,0.8394719,0.6387427,0.81937134,0.66898406,0.834492,0.7236772,0.8618386,0.729884,0.864942
98369,0.6740036,0.8370018,0.6533842,0.8266921,0.60522985,0.8026149,0.6178386,0.8089193,0.7307725,0.86538625,0.8588394,0.9294197,0.7751013,0.88755065,0.8038206,0.9019103,0.80168706,0.9008435,0.86000425,0.9300021
98370,0.6409814,0.8204907,0.61951727,0.80975866,0.55020255,0.7751013,0.59361684,0.7968084,0.6463618,0.8231809,0.8062024,0.9031012,0.71197397,0.85598695,0.7614358,0.8807179,0.77704597,0.888523,0.82434666,0.91217333
98371,0.74903536,0.8745177,0.7133321,0.8566661,0.68619466,0.8430973,0.7324197,0.86620986,0.69892395,0.849462,0.75935245,0.8796762,0.69615823,0.8480791,0.7841921,0.89209604,0.7870826,0.89354134,0.7946123,0.89730614
98372,0.76623124,0.88311565,0.71961236,0.8598062,0.65418196,0.827091,0.6746073,0.83730364,0.7566029,0.87830144,0.83254373,0.91627187,0.79117066,0.8955853,0.8262322,0.9131161,0.81159806,0.90579903,0.87520576,0.9376029
98373,0.7536749,0.8768375,0.6724434,0.8362217,0.63778627,0.81889313,0.7146661,0.85733306,0.68852127,0.84426063,0.7380134,0.8690067,0.644341,0.8221705,0.72612274,0.86306137,0.74381983,0.8719099,0.729182,0.864591
98374,0.7443084,0.87215424,0.6776422,0.8388211,0.6481581,0.82407904,0.69047904,0.8452395,0.73428845,0.8671442,0.8241149,0.91205746,0.7155427,0.85777134,0.79668164,0.8983408,0.79353344,0.8967667,0.8081467,0.90407336
98375,0.68608636,0.8430432,0.6936641,0.84683204,0.66456974,0.83228487,0.6556776,0.8278388,0.6899551,0.84497756,0.78558064,0.8927903,0.71379113,0.85689557,0.76029456,0.8801473,0.79452294,0.8972615,0.80277693,0.90138847
98376,0.71543443,0.8577172,0.68589777,0.8429489,0.66510963,0.8325548,0.7054275,0.85271376,0.66770434,0.8338522,0.74319106,0.8715955,0.6496143,0.82480717,0.7470678,0.8735339,0.75223964,0.87611985,0.72970665,0.8648533
98377,0.6978895,0.8489448,0.6780374,0.8390187,0.6346699,0.81733495,0.65073526,0.8253676,0.71516085,0.8575804,0.8270648,0.9135324,0.76918113,0.88459057,0.8267858,0.9133929,0.8226601,0.91133004,0.8657287,0.9328643
98378,0.6920867,0.84604335,0.6698849,0.83494246,0.59695446,0.79847723,0.6209375,0.8104688,0.6924935,0.8462467,0.81951475,0.9097574,0.7759968,0.8879984,0.77048826,0.88524413,0.7866639,0.89333194,0.8582796,0.9291398
98379,0.7102833,0.85514164,0.67844,0.83922,0.62838584,0.8141929,0.6423868,0.8211934,0.67815137,0.8390757,0.8069507,0.90347534,0.67859566,0.83929783,0.77342653,0.88671327,0.7544131,0.87720656,0.79432285,0.8971614
98380,0.66746104,0.8337305,0.65893227,0.8294661,0.58222276,0.79111135,0.66926,0.83463,0.67386246,0.8369312,0.7580912,0.8790456,0.71909523,0.8595476,0.75236756,0.87618375,0.7857771,0.89288855,0.79458666,0.8972933
98381,0.5980116,0.7990058,0.63793725,0.81896865,0.5523195,0.77615976,0.60134983,0.8006749,0.5908579,0.795429,0.6504905,0.82524526,0.6332908,0.8166454,0.7043266,0.8521633,0.68162,0.84081,0.6654728,0.8327364
98382,0.6480111,0.82400554,0.62710893,0.81355447,0.5921445,0.79607224,0.6051855,0.80259275,0.6536021,0.82680106,0.77167416,0.8858371,0.71385944,0.8569297,0.75203145,0.8760157,0.76762223,0.8838111,0.8376391,0.91881955
98383,0.6961562,0.84807813,0.7149137,0.85745686,0.66571265,0.8328563,0.6674114,0.83370566,0.708356,0.854178,0.74407905,0.87203956,0.6801616,0.8400808,0.7500577,0.87502885,0.77360374,0.88680184,0.7596647,0.8798324
98384,0.706107,0.8530535,0.673082,0.836541,0.60247445,0.8012372,0.709404,0.854702,0.6557291,0.8278645,0.7085266,0.8542633,0.6514863,0.82574314,0.7353038,0.86765194,0.73107946,0.8655397,0.7422148,0.8711074
98385,0.6577152,0.8288576,0.62043875,0.8102194,0.57536775,0.78768384,0.6052524,0.8026262,0.6596806,0.8298403,0.7969119,0.898456,0.71441805,0.857209,0.76068175,0.8803409,0.7746397,0.88731986,0.82212347,0.91106176
98386,0.6813029,0.84065145,0.6727295,0.83636475,0.6221278,0.8110639,0.6962521,0.84812605,0.6893074,0.8446537,0.72049886,0.8602494,0.6786933,0.83934665,0.7550217,0.87751085,0.7507572,0.8753786,0.7542075,0.87710375
98387,0.67467624,0.8373381,0.7017337,0.85086685,0.6177721,0.80888605,0.6907726,0.84538627,0.7039161,0.85195804,0.7784876,0.88924384,0.7223114,0.8611557,0.795608,0.897804,0.7378434,0.8689217,0.77966225,0.8898311
98388,0.69288886,0.8464444,0.6745184,0.8372592,0.6087318,0.8043659,0.70459974,0.85229987,0.69034815,0.8451741,0.7228603,0.86143017,0.67042476,0.83521235,0.7543658,0.8771829,0.7259073,0.86295366,0.73566335,0.8678317
98389,0.7171262,0.85856307,0.6672652,0.8336326,0.65720594,0.82860297,0.66408587,0.83204293,0.67483234,0.8374162,0.79145664,0.89572835,0.68787706,0.8439385,0.7631129,0.88155645,0.76282036,0.8814102,0.8101463,0.90507317
98390,0.61442506,0.80721253,0.5710264,0.78551316,0.54369986,0.77184993,0.6793697,0.83968484,0.5911406,0.7955703,0.68234086,0.84117043,0.5862634,0.7931317,0.66257495,0.8312875,0.6775421,0.83877105,0.6960658,0.8480329
98391,0.617682,0.808841,0.5786747,0.78933734,0.5176486,0.7588243,0.5346776,0.7673388,0.6430415,0.82152075,0.7856815,0.89284074,0.70657444,0.8532872,0.7033497,0.85167485,0.74067473,0.87033737,0.7939221,0.8969611
98392,0.606146,0.803073,0.6241865,0.81209326,0.5545945,0.77729726,0.6513794,0.8256897,0.5688118,0.7844059,0.6052716,0.8026358,0.58798677,0.79399335,0.6665726,0.8332863,0.7150346,0.8575173,0.67082167,0.83541083
98393,0.6163844,0.8081922,0.6134151,0.80670756,0.5389826,0.7694913,0.56955135,0.7847757,0.6119766,0.8059883,0.7308315,0.86541575,0.6699792,0.8349896,0.71619475,0.8580974,0.7345929,0.86729646,0.7465991,0.87329954
98394,0.5471749,0.77358747,0.56344366,0.78172183,0.51227725,0.7561386,0.5129236,0.7564618,0.58828956,0.79414475,0.65642023,0.8282101,0.64578307,0.82289153,0.6648954,0.8324477,0.70170045,0.8508502,0.70886517,0.8544326
98395,0.74471354,0.8723568,0.68326896,0.8416345,0.63821435,0.8191072,0.6361034,0.8180517,0.7721147,0.8860574,0.884271,0.9421355,0.78570837,0.8928542,0.8337933,0.91689664,0.8031672,0.9015836,0.868419,0.93420947
98396,0.63729525,0.8186476,0.61011016,0.8050551,0.5618472,0.7809236,0.62009287,0.81004643,0.6839545,0.84197724,0.77015936,0.8850797,0.7276204,0.8638102,0.7426754,0.8713377,0.7601954,0.8800977,0.8054476,0.9027238
98397,0.5726928,0.78634644,0.5599656,0.7799828,0.4878594,0.7439297,0.5048576,0.75242877,0.6137192,0.8068596,0.73393714,0.8669686,0.6931956,0.8465978,0.69244784,0.84622395,0.73423374,0.86711687,0.77989554,0.8899478
