Unnamed: 0,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_doordash_pm_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_doordash_pm_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_apple_pm_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_apple_pm_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_samsara_pm_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_samsara_pm_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_yelp_pm_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_yelp_pm_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_match_pm_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_match_pm_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_i2c_ux_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_i2c_ux_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_adobe_ux_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_adobe_ux_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_amazon_ux_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_amazon_ux_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_rowan_ux_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_rowan_ux_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_google_ux_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_google_ux_Score
3161,0.8083577,0.90417886,0.76539516,0.8826976,0.73312646,0.8665632,0.66016835,0.8300842,0.746227,0.8731135,0.7313187,0.86565936,0.6451075,0.82255375,0.72957253,0.86478627,0.6731765,0.83658826,0.71519697,0.8575985
3162,0.737156,0.86857796,0.64698845,0.8234942,0.63830584,0.81915295,0.6084892,0.80424464,0.6551789,0.82758945,0.6536083,0.82680416,0.59559274,0.79779637,0.649958,0.824979,0.6196046,0.8098023,0.6296774,0.8148387
3186,0.8002111,0.90010554,0.72428745,0.86214375,0.7048589,0.85242945,0.65599453,0.82799727,0.7756097,0.88780487,0.74334335,0.8716717,0.68473214,0.8423661,0.7395143,0.8697572,0.68530476,0.8426524,0.7447418,0.8723709
3225,0.56332135,0.7816607,0.63128036,0.8156402,0.5302066,0.76510334,0.5562521,0.77812606,0.5291445,0.76457226,0.46361664,0.7318083,0.48530033,0.74265015,0.52121305,0.7606065,0.5207005,0.7603502,0.45883465,0.7294173
3315,0.66135764,0.8306788,0.60200965,0.8010048,0.6238631,0.81193155,0.5385934,0.7692967,0.5865131,0.7932565,0.6977762,0.8488881,0.60459745,0.8022987,0.66192794,0.83096397,0.6342562,0.81712806,0.6686427,0.8343214
3321,0.6374251,0.8187126,0.6076275,0.80381376,0.5642274,0.7821137,0.54206085,0.7710304,0.56009877,0.7800494,0.5813807,0.79069036,0.537142,0.768571,0.61238825,0.8061941,0.55715513,0.77857757,0.54430056,0.7721503
3332,0.72998047,0.86499023,0.71620685,0.8581034,0.74644536,0.8732227,0.6391492,0.8195746,0.6709447,0.83547235,0.6923319,0.84616596,0.62004626,0.8100231,0.7109542,0.8554771,0.6772913,0.83864564,0.67090476,0.8354524
5877,0.6992055,0.84960276,0.73782766,0.8689138,0.69718647,0.84859324,0.64204466,0.82102233,0.64895755,0.82447875,0.6324817,0.81624085,0.5755391,0.78776956,0.6540406,0.8270203,0.62915325,0.8145766,0.637449,0.8187245
5981,0.76006675,0.8800334,0.70727646,0.85363823,0.7043704,0.8521852,0.6251669,0.81258345,0.7532954,0.8766477,0.7662288,0.8831144,0.7115747,0.85578734,0.73457706,0.86728853,0.7138381,0.85691905,0.75646037,0.8782302
6043,0.74244404,0.871222,0.6743703,0.83718514,0.6363102,0.8181551,0.6178618,0.8089309,0.67843556,0.8392178,0.6956818,0.8478409,0.65435666,0.82717836,0.659325,0.8296625,0.6846118,0.8423059,0.6708159,0.835408
6078,0.7327262,0.8663631,0.6720155,0.8360077,0.6440754,0.8220377,0.6013242,0.8006621,0.6797596,0.8398798,0.66400516,0.8320026,0.6186888,0.8093444,0.64937925,0.8246896,0.6636815,0.83184075,0.66110694,0.8305535
6081,0.76198024,0.88099015,0.66361666,0.8318083,0.69667125,0.8483356,0.70249665,0.8512483,0.69008505,0.8450425,0.7301631,0.86508155,0.65039253,0.82519627,0.7041701,0.85208505,0.7118803,0.85594016,0.7169703,0.85848516
6082,0.75278294,0.8763915,0.6472566,0.8236283,0.6658784,0.8329392,0.6108798,0.8054399,0.69192183,0.8459609,0.728765,0.8643825,0.6850178,0.8425089,0.6858722,0.8429361,0.69360423,0.8468021,0.7209008,0.8604504
6090,0.6448451,0.82242256,0.6006441,0.80032206,0.5781523,0.78907615,0.58554196,0.792771,0.5849456,0.79247284,0.593274,0.796637,0.5947805,0.7973902,0.61117005,0.805585,0.60635465,0.80317736,0.604308,0.802154
6127,0.70340735,0.85170364,0.7290876,0.8645438,0.7158971,0.85794854,0.62918675,0.8145934,0.6837554,0.8418777,0.6911868,0.8455934,0.6207583,0.81037915,0.70623904,0.8531195,0.64081424,0.82040715,0.67344654,0.83672327
6211,0.6397884,0.8198942,0.6212051,0.81060255,0.5723585,0.78617924,0.5216043,0.76080215,0.59290636,0.7964532,0.60841584,0.8042079,0.599792,0.799896,0.6041863,0.80209315,0.5799593,0.78997964,0.5900193,0.7950096
6213,0.73066175,0.8653309,0.60607785,0.80303895,0.58859915,0.7942996,0.53190005,0.76595,0.63468874,0.81734437,0.66082,0.83041,0.58327305,0.7916365,0.6221001,0.81105006,0.60242873,0.80121434,0.62904716,0.8145236
6214,0.6666931,0.83334655,0.6180463,0.80902314,0.64125496,0.82062745,0.5518515,0.77592576,0.5827863,0.79139316,0.6294012,0.8147006,0.5724882,0.7862441,0.6127767,0.8063884,0.6064095,0.8032048,0.6125351,0.80626756
6231,0.66284037,0.8314202,0.63945323,0.8197266,0.60512686,0.8025634,0.56259614,0.78129804,0.6163328,0.8081664,0.6073275,0.80366373,0.6026634,0.8013317,0.62859595,0.814298,0.61026233,0.8051312,0.6119541,0.80597705
6232,0.79769474,0.89884734,0.7183902,0.8591951,0.73859507,0.8692975,0.6486715,0.82433575,0.7189467,0.85947335,0.74077696,0.8703885,0.66170156,0.8308508,0.7489797,0.87448984,0.68747914,0.84373957,0.7337307,0.86686534
6233,0.7232919,0.86164594,0.71053374,0.85526687,0.7204521,0.86022604,0.61751723,0.8087586,0.65439963,0.8271998,0.68405056,0.8420253,0.5975479,0.79877394,0.6859874,0.84299374,0.6647969,0.8323984,0.6527814,0.82639074
6239,0.6387365,0.81936824,0.6390159,0.81950796,0.61386186,0.8069309,0.63044477,0.8152224,0.5844986,0.7922493,0.61337554,0.8066878,0.59957826,0.79978913,0.6303607,0.81518036,0.6810206,0.8405103,0.65215194,0.826076
6240,0.7008428,0.8504214,0.62817633,0.81408817,0.6244528,0.8122264,0.5467752,0.7733876,0.6448788,0.82243943,0.63905394,0.819527,0.5824238,0.7912119,0.59855425,0.7992771,0.6184091,0.8092046,0.61094344,0.8054717
6254,0.72491837,0.8624592,0.77409637,0.8870482,0.68089664,0.8404483,0.66202235,0.8310112,0.7131597,0.85657984,0.65313923,0.8265696,0.6652092,0.8326046,0.74705815,0.8735291,0.6681041,0.8340521,0.6683939,0.8341969
6255,0.6893234,0.8446617,0.63162917,0.8158146,0.63073623,0.8153681,0.57089835,0.78544915,0.6172741,0.808637,0.65995234,0.8299762,0.61853445,0.8092672,0.6245799,0.81228995,0.6262976,0.8131488,0.63822913,0.81911457
6342,0.60162556,0.8008128,0.6111835,0.80559176,0.5641537,0.78207684,0.50660414,0.7533021,0.5982629,0.79913145,0.5709045,0.78545225,0.5749769,0.78748846,0.59729683,0.7986484,0.55239034,0.77619517,0.5349736,0.7674868
7630,0.65419954,0.8270998,0.6961659,0.84808296,0.5758618,0.7879309,0.60744184,0.80372095,0.6333195,0.81665975,0.63119626,0.81559813,0.65599227,0.82799613,0.6921071,0.84605354,0.6752864,0.8376432,0.7051778,0.8525889
7654,0.558957,0.7794785,0.5805222,0.7902611,0.54797643,0.77398825,0.4734748,0.7367374,0.51739585,0.7586979,0.5172971,0.7586485,0.47987288,0.7399365,0.49837166,0.7491858,0.5148607,0.7574303,0.50272846,0.75136423
8890,0.71312296,0.8565615,0.664469,0.8322345,0.6397172,0.8198586,0.6230456,0.81152284,0.6615946,0.8307973,0.74655986,0.8732799,0.67512536,0.8375627,0.7273878,0.8636939,0.7015526,0.8507763,0.7434971,0.87174857
8916,0.6871668,0.8435834,0.6569476,0.8284738,0.6458461,0.82292306,0.5802248,0.7901124,0.62285435,0.8114272,0.58914995,0.794575,0.5734294,0.7867147,0.61731654,0.80865824,0.5895622,0.7947811,0.5818557,0.7909279
9028,0.68657476,0.84328735,0.6603739,0.83018696,0.64147997,0.82074,0.6000329,0.80001646,0.6257159,0.812858,0.6958753,0.84793764,0.64662683,0.8233134,0.68965036,0.84482515,0.6547185,0.82735926,0.7165576,0.8582788
9066,0.7001767,0.85008836,0.6312287,0.81561434,0.611168,0.805584,0.5624457,0.7812228,0.6083503,0.80417514,0.6000825,0.80004126,0.53498757,0.7674938,0.6126113,0.80630565,0.5595442,0.7797721,0.5816568,0.7908284
9445,0.7148709,0.85743546,0.72367215,0.8618361,0.6885909,0.84429544,0.68261063,0.8413053,0.68720376,0.8436019,0.6805073,0.84025365,0.66570663,0.8328533,0.72588265,0.8629413,0.74385047,0.87192523,0.7334149,0.86670744
9542,0.6766261,0.83831304,0.69369775,0.84684885,0.62882525,0.8144126,0.6168941,0.80844706,0.6407565,0.82037824,0.6089281,0.80446404,0.55315447,0.77657723,0.6810845,0.84054226,0.5959852,0.7979926,0.59262335,0.7963117
9546,0.70768553,0.85384274,0.6472225,0.82361126,0.6142485,0.80712426,0.63806385,0.81903195,0.6312604,0.8156302,0.63746,0.81873,0.59009457,0.7950473,0.6481309,0.82406545,0.65162313,0.82581156,0.61714125,0.8085706
9547,0.6516926,0.8258463,0.62371385,0.8118569,0.60425127,0.80212563,0.6291816,0.8145908,0.57442117,0.7872106,0.58186543,0.7909327,0.56808734,0.78404367,0.6014715,0.8007357,0.6327883,0.81639415,0.607187,0.8035935
9583,0.70520204,0.85260105,0.69882977,0.8494149,0.64876753,0.82438374,0.6508316,0.8254158,0.64694417,0.8234721,0.6215247,0.81076235,0.6303916,0.8151958,0.659497,0.8297485,0.66428494,0.8321425,0.644539,0.8222695
9587,0.74660194,0.87330097,0.69633937,0.8481697,0.6754005,0.83770025,0.62056065,0.8102803,0.64752734,0.82376367,0.69578195,0.847891,0.6391984,0.8195992,0.6757188,0.8378594,0.68120676,0.84060335,0.7003449,0.85017246
12037,0.7195897,0.85979486,0.7436131,0.87180656,0.7347121,0.86735606,0.66227174,0.83113587,0.7257681,0.86288404,0.75444007,0.87722003,0.73096025,0.8654801,0.7914486,0.8957243,0.7814965,0.89074826,0.78688467,0.89344233
12116,0.64301133,0.82150567,0.6253269,0.81266344,0.6389403,0.81947017,0.5895018,0.7947509,0.5877472,0.7938736,0.63497853,0.81748927,0.60967934,0.8048397,0.64718634,0.82359314,0.62980574,0.8149029,0.6599593,0.82997966
12122,0.72149944,0.8607497,0.6546589,0.82732946,0.65036,0.82518,0.5882535,0.79412675,0.6326318,0.8163159,0.6670964,0.8335482,0.5920047,0.7960024,0.6604326,0.8302163,0.63451415,0.81725705,0.6457361,0.82286805
12124,0.5609578,0.7804789,0.57556653,0.78778327,0.5674199,0.78370994,0.5075174,0.75375867,0.49938488,0.74969244,0.5601647,0.78008235,0.51467866,0.75733936,0.53656995,0.768285,0.56259006,0.78129506,0.569182,0.78459096
12141,0.68702334,0.8435117,0.6338983,0.8169491,0.61995494,0.8099775,0.5618824,0.7809412,0.6513077,0.82565385,0.65725875,0.8286294,0.6733469,0.83667344,0.6224323,0.8112161,0.6205779,0.8102889,0.6469605,0.82348025
12143,0.6730278,0.8365139,0.7126342,0.8563171,0.6782962,0.8391481,0.5672126,0.7836063,0.6430123,0.82150614,0.6823596,0.8411798,0.5994075,0.7997037,0.6915404,0.84577024,0.64184725,0.8209236,0.66594636,0.8329732
12149,0.7216016,0.8608008,0.7010307,0.85051537,0.6907296,0.8453648,0.5844142,0.7922071,0.6644486,0.8322243,0.6923797,0.84618986,0.6763071,0.83815354,0.6888368,0.8444184,0.6457081,0.82285404,0.68573016,0.8428651
12161,0.68452233,0.8422612,0.6439938,0.8219969,0.6268314,0.8134157,0.57601035,0.7880052,0.65724325,0.8286216,0.6794089,0.83970445,0.6664743,0.8332372,0.67298186,0.8364909,0.6495034,0.82475173,0.6704473,0.8352237
12252,0.74661946,0.87330973,0.772379,0.88618946,0.7042303,0.85211515,0.6897179,0.84485894,0.7233877,0.86169386,0.71628064,0.85814035,0.6769289,0.83846444,0.7766448,0.8883224,0.72227335,0.8611367,0.74117184,0.8705859
12408,0.61161,0.80580497,0.6465733,0.82328665,0.58275163,0.7913758,0.55826116,0.7791306,0.5940392,0.7970196,0.605754,0.802877,0.59176075,0.7958804,0.6317679,0.815884,0.6054175,0.80270875,0.62680745,0.8134037
12409,0.71677876,0.8583894,0.70989573,0.85494787,0.646981,0.8234905,0.6212034,0.8106017,0.66731334,0.83365667,0.6892332,0.8446166,0.7016712,0.85083556,0.7057514,0.8528757,0.6806108,0.8403054,0.7273313,0.86366564
12410,0.7085725,0.85428625,0.7201003,0.86005014,0.6829306,0.8414653,0.598194,0.799097,0.6548038,0.8274019,0.6560435,0.82802176,0.6095815,0.80479074,0.69119275,0.8455964,0.639513,0.8197565,0.63640666,0.81820333
12418,0.64965534,0.8248277,0.59879744,0.7993987,0.62320375,0.8116019,0.56984806,0.78492403,0.5775647,0.78878236,0.63689125,0.8184456,0.5753864,0.7876932,0.60690653,0.80345327,0.5958952,0.7979476,0.63210547,0.81605273
12422,0.6823007,0.84115034,0.61385596,0.806928,0.64633864,0.82316935,0.5428804,0.7714402,0.64349085,0.8217454,0.69513,0.847565,0.6098888,0.8049444,0.64434636,0.8221732,0.64016914,0.8200846,0.6752366,0.8376183
12435,0.590109,0.7950545,0.5605107,0.7802553,0.55062866,0.77531433,0.5097753,0.75488764,0.56143904,0.7807195,0.5207325,0.76036626,0.5087907,0.75439537,0.54330903,0.7716545,0.47881734,0.7394087,0.46731102,0.7336555
12436,0.7054024,0.8527012,0.6470006,0.8235003,0.6310395,0.81551975,0.5667239,0.7833619,0.6145787,0.80728936,0.66576314,0.83288157,0.5838387,0.79191935,0.63944465,0.8197223,0.61061877,0.8053094,0.6198006,0.8099003
12437,0.6585374,0.8292687,0.6276703,0.81383514,0.5840319,0.7920159,0.57921183,0.7896059,0.6126616,0.8063308,0.6101558,0.8050779,0.594328,0.79716396,0.64809763,0.8240488,0.5845903,0.79229516,0.6179549,0.8089775
12447,0.7902335,0.89511675,0.76453197,0.882266,0.7413719,0.87068594,0.6743523,0.83717614,0.74283606,0.871418,0.719725,0.8598625,0.6921345,0.84606725,0.76062846,0.88031423,0.7025213,0.85126066,0.70682454,0.8534123
12448,0.7869854,0.8934927,0.7307349,0.8653674,0.7284646,0.8642323,0.6736138,0.8368069,0.74580514,0.8729026,0.73720074,0.86860037,0.6743009,0.83715045,0.75857234,0.87928617,0.70114815,0.8505741,0.716282,0.858141
12449,0.7458081,0.87290406,0.66740125,0.83370066,0.6690682,0.8345341,0.5843539,0.79217696,0.69238794,0.84619397,0.7448304,0.8724152,0.63117474,0.8155874,0.69782764,0.8489138,0.6383084,0.8191542,0.67157483,0.8357874
12450,0.68541574,0.8427079,0.63553905,0.8177695,0.59450483,0.7972524,0.5743661,0.78718305,0.6206449,0.81032246,0.63211715,0.8160586,0.6241864,0.8120932,0.6342102,0.8171051,0.62646556,0.8132328,0.6520513,0.82602566
12451,0.6836668,0.8418334,0.65868795,0.829344,0.6789535,0.83947676,0.5222497,0.76112485,0.64692307,0.82346153,0.63112783,0.8155639,0.5603309,0.78016543,0.62248147,0.81124073,0.58054554,0.7902728,0.59220004,0.7961
12452,0.7350023,0.86750114,0.61793876,0.8089694,0.6657192,0.83285964,0.5565959,0.77829796,0.61795497,0.8089775,0.67446554,0.83723277,0.5373956,0.7686978,0.6463202,0.8231601,0.5928557,0.79642785,0.6360183,0.81800914
12453,0.7047487,0.8523743,0.6655525,0.83277625,0.6255652,0.8127826,0.6499659,0.82498294,0.6233762,0.81168807,0.6455825,0.8227912,0.6114776,0.8057388,0.6696017,0.83480084,0.632835,0.81641746,0.6447951,0.8223976
12454,0.7547082,0.8773541,0.68157625,0.8407881,0.64247394,0.82123697,0.62374353,0.81187177,0.7482571,0.8741286,0.7194679,0.85973394,0.6810101,0.84050506,0.68861717,0.8443086,0.6960169,0.84800845,0.6865103,0.84325516
12455,0.7241166,0.8620583,0.67004097,0.8350205,0.71147966,0.85573983,0.6496291,0.82481456,0.61424434,0.8071222,0.6569885,0.82849425,0.5733632,0.7866816,0.6714661,0.83573306,0.6761311,0.83806556,0.6520207,0.82601035
12456,0.7952578,0.8976289,0.7188816,0.8594408,0.73750234,0.86875117,0.6462655,0.82313275,0.71025264,0.8551263,0.71702695,0.8585135,0.64963794,0.82481897,0.7217083,0.86085415,0.654034,0.827017,0.6810871,0.8405435
12457,0.73847437,0.8692372,0.7068649,0.8534324,0.70155567,0.85077786,0.62263334,0.81131667,0.6911485,0.84557426,0.7243043,0.86215216,0.70195866,0.8509793,0.7133876,0.8566938,0.6798198,0.8399099,0.6929977,0.84649885
12458,0.80248654,0.90124327,0.7506583,0.87532914,0.76561767,0.8828088,0.6659306,0.8329653,0.72213876,0.8610694,0.7575903,0.87879515,0.64823806,0.82411903,0.7735771,0.88678855,0.72411156,0.8620558,0.72863257,0.8643163
12459,0.66174656,0.83087325,0.5835372,0.7917686,0.6116339,0.80581695,0.49118,0.74559,0.6308746,0.8154373,0.66161096,0.8308055,0.5974746,0.7987373,0.6491766,0.8245883,0.5549738,0.7774869,0.61022836,0.80511415
12460,0.74398255,0.8719913,0.63214856,0.81607425,0.64438254,0.82219124,0.5935433,0.79677165,0.68626,0.84313,0.7837635,0.89188176,0.66308016,0.8315401,0.70118463,0.8505923,0.72071034,0.86035514,0.72840095,0.8642005
12461,0.7344255,0.8672128,0.6371782,0.8185891,0.663437,0.8317185,0.55459344,0.7772967,0.6731317,0.83656585,0.7836008,0.8918004,0.6541349,0.8270675,0.69610226,0.84805113,0.70144653,0.85072327,0.73735845,0.8686792
12462,0.744301,0.87215054,0.7285274,0.8642637,0.7537802,0.87689006,0.64336574,0.8216829,0.69464254,0.8473213,0.73140883,0.8657044,0.6371037,0.81855184,0.74922216,0.8746111,0.7122259,0.85611296,0.7276251,0.86381257
12463,0.6796587,0.8398293,0.64389485,0.82194746,0.66710454,0.83355224,0.58843887,0.79421943,0.66603196,0.833016,0.71589553,0.85794777,0.675408,0.837704,0.6956664,0.84783316,0.6802911,0.8401456,0.7200955,0.86004776
12464,0.76002043,0.88001025,0.6599517,0.82997584,0.69668484,0.8483424,0.57870454,0.7893523,0.69621533,0.8481077,0.78269243,0.8913462,0.63825923,0.8191296,0.7077731,0.85388654,0.69135076,0.84567535,0.7291043,0.86455214
12465,0.6571927,0.82859635,0.69156754,0.84578377,0.68356836,0.8417842,0.5894197,0.79470986,0.64863986,0.82431996,0.61108136,0.8055407,0.6570159,0.82850796,0.662688,0.831344,0.6543904,0.82719517,0.64054585,0.8202729
12466,0.6169044,0.8084522,0.5609757,0.78048784,0.5608107,0.78040534,0.4783491,0.73917454,0.5668907,0.78344536,0.64064693,0.82032347,0.5457574,0.7728787,0.5921041,0.79605204,0.5896201,0.79481006,0.6068982,0.8034491
12467,0.6830267,0.84151334,0.6845535,0.84227675,0.648312,0.824156,0.63398194,0.816991,0.6218313,0.81091565,0.6939386,0.8469693,0.65140843,0.8257042,0.7321098,0.8660549,0.70852864,0.8542643,0.7107923,0.85539615
12468,0.7460662,0.8730331,0.6887877,0.84439385,0.66313386,0.83156693,0.5924959,0.79624796,0.7191713,0.85958564,0.7307488,0.8653744,0.71196985,0.8559849,0.69063747,0.84531873,0.677068,0.838534,0.7231413,0.86157066
12469,0.59841824,0.7992091,0.6335101,0.81675506,0.5677796,0.7838898,0.54321826,0.7716091,0.57161844,0.7858092,0.609957,0.8049785,0.59109235,0.7955462,0.638047,0.8190235,0.66803676,0.83401835,0.6867318,0.8433659
12470,0.7061938,0.8530969,0.71642375,0.8582119,0.6960142,0.8480071,0.6534636,0.8267318,0.70444703,0.8522235,0.69250727,0.84625363,0.6781109,0.8390554,0.74726033,0.87363017,0.67487097,0.8374355,0.71531963,0.8576598
12471,0.7550224,0.8775112,0.7055135,0.85275674,0.68597084,0.8429854,0.62919515,0.8145976,0.700454,0.850227,0.6945604,0.8472802,0.6458818,0.8229409,0.71391726,0.8569586,0.66259587,0.83129793,0.6985324,0.8492662
12472,0.76114714,0.8805736,0.741944,0.87097204,0.7088858,0.8544429,0.6551713,0.82758564,0.737802,0.868901,0.7615705,0.8807852,0.7009774,0.85048866,0.7694901,0.88474506,0.7586626,0.8793313,0.7338987,0.8669493
12473,0.7700635,0.88503176,0.705249,0.85262454,0.7155956,0.8577978,0.65464294,0.82732147,0.7131856,0.8565928,0.69891584,0.8494579,0.64843196,0.824216,0.71863043,0.8593152,0.64454454,0.8222723,0.6750485,0.83752424
12474,0.5350277,0.7675139,0.5035271,0.7517636,0.5316819,0.76584095,0.5271902,0.7635951,0.47151145,0.73575574,0.5533268,0.7766634,0.47687453,0.7384373,0.54951185,0.77475595,0.5695398,0.7847699,0.53778005,0.76889
12475,0.6428621,0.82143104,0.6372615,0.81863075,0.5975271,0.7987635,0.57956284,0.78978145,0.613454,0.806727,0.6389472,0.8194736,0.6400994,0.8200497,0.636076,0.818038,0.6375594,0.8187797,0.62862384,0.8143119
12476,0.65614414,0.8280721,0.6575198,0.8287599,0.62141824,0.8107091,0.56517935,0.7825897,0.68144774,0.8407239,0.6447717,0.82238585,0.6629962,0.8314981,0.66123235,0.8306162,0.60950917,0.8047546,0.6458413,0.8229207
12477,0.683112,0.841556,0.65150625,0.8257531,0.6581558,0.8290779,0.6280279,0.81401396,0.63802475,0.8190124,0.6958393,0.84791964,0.6292906,0.8146453,0.6874719,0.84373593,0.66957855,0.8347893,0.71575475,0.8578774
12478,0.7117548,0.8558774,0.6607067,0.8303534,0.64322644,0.8216132,0.61767656,0.80883825,0.65084946,0.82542473,0.72006905,0.8600345,0.6569085,0.82845426,0.69493747,0.84746873,0.69218874,0.84609437,0.7207083,0.8603542
12479,0.7001047,0.85005236,0.65234727,0.82617366,0.67503256,0.8375163,0.56072056,0.7803603,0.6427115,0.82135576,0.7322117,0.86610585,0.6458055,0.82290274,0.6892604,0.84463024,0.680682,0.840341,0.7060173,0.8530086
12480,0.75241745,0.8762087,0.71296334,0.8564817,0.7272173,0.86360866,0.65509576,0.8275479,0.69036925,0.8451846,0.71050453,0.85525227,0.6247017,0.81235087,0.727481,0.8637405,0.68954486,0.84477246,0.6853058,0.8426529
12481,0.76366353,0.88183177,0.6810526,0.84052634,0.72349906,0.86174953,0.62675023,0.8133751,0.69101024,0.8455051,0.72296154,0.8614808,0.6290443,0.81452215,0.705713,0.8528565,0.67556775,0.8377839,0.68282485,0.8414124
12482,0.77882695,0.8894135,0.7200533,0.86002666,0.7170116,0.8585058,0.6659951,0.83299756,0.729298,0.864649,0.7543421,0.87717104,0.70322776,0.8516139,0.7483777,0.87418884,0.7216879,0.86084396,0.757377,0.8786885
12483,0.5709683,0.78548414,0.5906353,0.79531765,0.56125367,0.78062683,0.5426438,0.7713219,0.5263997,0.7631998,0.5403241,0.77016205,0.56249535,0.7812477,0.571709,0.78585446,0.54956996,0.774785,0.5693222,0.7846611
12484,0.6995349,0.84976745,0.6305214,0.8152607,0.64753973,0.82376987,0.5546541,0.77732706,0.67413974,0.83706987,0.70965815,0.8548291,0.6104976,0.8052488,0.64537144,0.8226857,0.6425719,0.82128596,0.6756667,0.83783334
12485,0.63598645,0.8179932,0.6661128,0.8330564,0.6415111,0.82075554,0.5853448,0.7926724,0.6313091,0.8156545,0.70402217,0.8520111,0.68056023,0.8402801,0.7163743,0.85818714,0.71005785,0.8550289,0.7281732,0.8640866
