Unnamed: 0,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_doordash_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_doordash_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_apple_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_apple_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_samsara_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_samsara_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_yelp_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_yelp_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_match_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_match_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_i2c_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_i2c_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_adobe_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_adobe_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_amazon_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_amazon_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_rowan_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_rowan_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_google_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_google_ux_Score
83711,0.59166646,0.79583323,0.6563163,0.82815814,0.5847753,0.79238766,0.5811882,0.7905941,0.5617292,0.7808646,0.56468046,0.7823402,0.5735395,0.78676975,0.62797266,0.8139863,0.65104824,0.8255241,0.63243306,0.8162165
86666,0.5760374,0.7880187,0.6835649,0.84178245,0.55954754,0.7797738,0.60937107,0.80468553,0.6008297,0.80041486,0.6817993,0.84089965,0.7168089,0.85840446,0.74991333,0.87495667,0.7779505,0.88897526,0.77677524,0.8883876
87779,0.7910825,0.89554125,0.7890281,0.8945141,0.7268262,0.8634131,0.73623925,0.8681196,0.74976903,0.8748845,0.70110965,0.8505548,0.6673478,0.8336739,0.79626644,0.8981332,0.73828804,0.869144,0.7176991,0.8588495
97622,0.6869365,0.84346825,0.714874,0.857437,0.6893171,0.84465855,0.6527142,0.8263571,0.7268066,0.8634033,0.8080064,0.9040032,0.7326417,0.86632085,0.8435483,0.92177415,0.7822256,0.8911128,0.81520957,0.9076048
98134,0.584457,0.79222846,0.6130895,0.8065448,0.5528592,0.7764296,0.51574445,0.7578722,0.6329488,0.81647444,0.69364184,0.84682095,0.71435153,0.85717577,0.6934105,0.84670526,0.71070266,0.8553513,0.73015946,0.86507976
98135,0.61222327,0.80611163,0.63552487,0.81776243,0.57785785,0.7889289,0.62281215,0.8114061,0.64155257,0.8207763,0.7301365,0.86506826,0.6846216,0.8423108,0.75285375,0.8764269,0.7270126,0.8635063,0.756075,0.8780375
98136,0.5881666,0.7940833,0.5602758,0.7801379,0.5373453,0.76867265,0.54785573,0.77392787,0.60784996,0.803925,0.68494415,0.8424721,0.5940379,0.79701895,0.68094265,0.8404713,0.65811694,0.82905847,0.67693424,0.8384671
98137,0.5610992,0.7805496,0.5938848,0.7969424,0.51368785,0.7568439,0.56065416,0.7803271,0.5786261,0.7893131,0.6540473,0.8270236,0.66142887,0.83071446,0.66627526,0.83313763,0.69397485,0.8469874,0.72400427,0.86200213
98138,0.6534289,0.82671446,0.6493249,0.82466245,0.61762404,0.808812,0.633673,0.8168365,0.66399497,0.8319975,0.76096797,0.880484,0.75192285,0.8759614,0.7450977,0.8725488,0.7873055,0.89365274,0.8280144,0.9140072
98171,0.540808,0.770404,0.5729598,0.7864799,0.49544472,0.7477224,0.5420081,0.7710041,0.60798454,0.8039923,0.6495049,0.82475245,0.6767536,0.83837676,0.63348496,0.8167425,0.67290944,0.83645475,0.7129539,0.85647696
98172,0.6609727,0.83048636,0.6624087,0.83120435,0.5982574,0.7991287,0.6058619,0.80293095,0.6939827,0.84699136,0.8120326,0.9060163,0.7671323,0.88356614,0.806767,0.9033835,0.8094866,0.9047433,0.85931236,0.92965615
98173,0.68797934,0.8439897,0.72418195,0.86209095,0.6457083,0.82285416,0.6927805,0.84639025,0.68931055,0.8446553,0.74853057,0.8742653,0.7350448,0.86752236,0.7767186,0.8883593,0.7924292,0.8962146,0.8166293,0.90831465
98245,0.58299845,0.79149926,0.58285266,0.7914263,0.5501791,0.77508956,0.5907593,0.79537964,0.58755493,0.79377747,0.674557,0.8372785,0.64410746,0.82205373,0.6991889,0.8495945,0.7175009,0.85875046,0.70172405,0.850862
98250,0.59026134,0.79513067,0.64436924,0.8221846,0.5761318,0.7880659,0.5953821,0.79769105,0.5586019,0.7793009,0.53710735,0.7685537,0.5487504,0.7743752,0.6184123,0.8092061,0.60693246,0.8034662,0.57535666,0.78767836
98251,0.5903034,0.7951517,0.60362625,0.8018131,0.5271834,0.7635917,0.5684331,0.7842165,0.59429765,0.7971488,0.6218542,0.8109271,0.6277583,0.81387913,0.60502875,0.8025144,0.7173199,0.85866,0.6636131,0.83180654
98252,0.34043342,0.6702167,0.29791185,0.64895594,0.26868472,0.6343424,0.48675078,0.7433754,0.3314553,0.6657276,0.30089557,0.6504478,0.32306153,0.66153073,0.29874325,0.6493716,0.38783973,0.6939199,0.3144323,0.65721613
98253,0.7178662,0.8589331,0.70290184,0.8514509,0.65055,0.825275,0.6563461,0.82817304,0.69050485,0.8452524,0.6944268,0.8472134,0.6548522,0.8274261,0.71985924,0.8599296,0.74405414,0.87202704,0.7167655,0.85838276
98254,0.5723474,0.7861737,0.59444535,0.7972227,0.53197944,0.7659897,0.6008539,0.80042696,0.58801013,0.79400504,0.6975741,0.84878707,0.641246,0.82062304,0.6852107,0.84260535,0.72738814,0.8636941,0.7359003,0.86795014
98255,0.7429087,0.87145436,0.74542284,0.8727114,0.67667735,0.8383387,0.70618534,0.8530927,0.75952244,0.8797612,0.81395924,0.9069796,0.76231825,0.8811591,0.82906985,0.9145349,0.8044014,0.9022007,0.83571255,0.9178563
98256,0.63955414,0.8197771,0.63977295,0.81988645,0.5934909,0.7967454,0.6831703,0.84158516,0.63500834,0.81750417,0.7068879,0.853444,0.6174039,0.808702,0.7184601,0.85923004,0.719362,0.859681,0.7067827,0.85339135
98257,0.6611103,0.83055514,0.70041573,0.85020787,0.6524253,0.82621264,0.7396387,0.86981934,0.6115155,0.80575776,0.62196743,0.8109837,0.61449623,0.8072481,0.7085108,0.85425544,0.7310823,0.86554116,0.7111076,0.8555538
98258,0.61067605,0.805338,0.6352316,0.8176158,0.58105993,0.79052997,0.61004424,0.8050221,0.58500624,0.7925031,0.65179706,0.8258985,0.65661794,0.82830894,0.6621706,0.8310853,0.7116898,0.85584486,0.74272627,0.87136316
98259,0.6783098,0.8391549,0.6656291,0.8328146,0.6448928,0.8224464,0.66447806,0.83223903,0.6599993,0.8299997,0.69362605,0.846813,0.68019116,0.8400956,0.71182513,0.85591257,0.7705258,0.8852629,0.7507154,0.8753577
98260,0.5398879,0.76994395,0.53715914,0.7685796,0.56185126,0.78092563,0.661823,0.8309115,0.5152431,0.7576215,0.5637034,0.7818517,0.51684403,0.758422,0.6317314,0.8158657,0.62442887,0.81221443,0.5879383,0.79396915
98261,0.7217164,0.8608582,0.66386,0.83193004,0.64800465,0.8240023,0.6889659,0.84448296,0.64043635,0.8202182,0.6807478,0.8403739,0.6580274,0.8290137,0.67043686,0.8352184,0.7358897,0.86794484,0.7107476,0.8553738
98262,0.65706336,0.8285317,0.6215725,0.81078625,0.5863811,0.79319054,0.69459885,0.84729946,0.62033385,0.81016695,0.6882061,0.84410304,0.6375525,0.81877625,0.69345105,0.8467255,0.7502744,0.8751372,0.7446195,0.87230974
98263,0.6122142,0.8061071,0.62788594,0.81394297,0.64015055,0.8200753,0.64326674,0.82163334,0.5798806,0.7899403,0.6448462,0.8224231,0.5665059,0.78325295,0.67015934,0.83507967,0.6904187,0.84520936,0.6855285,0.84276426
98264,0.70875454,0.85437727,0.7109806,0.8554903,0.61699843,0.8084992,0.73894286,0.86947143,0.6716703,0.83583516,0.67384547,0.83692276,0.6439802,0.82199013,0.7736243,0.88681215,0.71929824,0.8596491,0.6934276,0.8467138
98265,0.7154467,0.85772336,0.6777988,0.8388994,0.6310884,0.8155442,0.6497965,0.82489824,0.69551593,0.84775794,0.81961447,0.9098072,0.70919114,0.85459554,0.7708864,0.8854432,0.7777939,0.88889694,0.7955115,0.89775574
98266,0.6957001,0.8478501,0.67014027,0.83507013,0.62523377,0.8126169,0.67977005,0.839885,0.63708115,0.8185406,0.6728678,0.8364339,0.61058855,0.8052943,0.7132682,0.85663414,0.73140395,0.865702,0.6894436,0.8447218
98267,0.5858266,0.7929133,0.58478284,0.7923914,0.5632309,0.78161544,0.63919425,0.8195971,0.59028554,0.79514277,0.54794043,0.77397025,0.53477836,0.7673892,0.63098717,0.8154936,0.6684673,0.83423364,0.59848464,0.7992423
98268,0.6112304,0.8056152,0.6557481,0.82787406,0.64416605,0.822083,0.6595407,0.8297703,0.58577347,0.79288673,0.6007176,0.8003588,0.5470425,0.77352124,0.673138,0.836569,0.6787374,0.8393687,0.6623391,0.83116955
98269,0.6558996,0.82794976,0.6325621,0.8162811,0.59394443,0.7969722,0.6324939,0.816247,0.6471137,0.82355684,0.6745635,0.83728176,0.6150183,0.8075092,0.68959576,0.84479785,0.7069377,0.85346884,0.6556004,0.8278002
98270,0.63156974,0.8157849,0.6217696,0.81088483,0.57642484,0.7882124,0.62462443,0.81231225,0.61059546,0.80529773,0.6809038,0.8404519,0.65381944,0.8269097,0.7010325,0.85051626,0.75558424,0.8777921,0.7090368,0.8545184
98271,0.52659893,0.76329947,0.5478269,0.77391344,0.47719717,0.7385986,0.55391854,0.7769593,0.5312947,0.76564735,0.66070193,0.830351,0.6272844,0.8136422,0.6661107,0.8330554,0.718922,0.859461,0.729537,0.8647685
98272,0.6431203,0.82156014,0.65338254,0.82669127,0.60883576,0.80441785,0.6191647,0.80958235,0.6829523,0.84147614,0.7900901,0.89504504,0.7184454,0.8592227,0.79817545,0.8990877,0.7787467,0.88937336,0.8248099,0.91240495
98273,0.73323524,0.8666176,0.73296463,0.8664823,0.68571556,0.8428578,0.6907393,0.84536964,0.73270017,0.86635005,0.79507303,0.8975365,0.71223617,0.8561181,0.8394976,0.9197488,0.82215196,0.91107595,0.83067036,0.9153352
98274,0.7259531,0.86297655,0.6820142,0.8410071,0.6524036,0.8262018,0.6867335,0.84336674,0.7496352,0.8748176,0.8413769,0.92068845,0.7589661,0.87948304,0.8359349,0.91796744,0.79173875,0.8958694,0.8311628,0.9155814
98275,0.6622894,0.8311447,0.6333655,0.81668276,0.574787,0.7873935,0.62224233,0.81112117,0.67203724,0.8360186,0.7377696,0.8688848,0.73055625,0.8652781,0.74863935,0.8743197,0.7091607,0.85458034,0.72165567,0.8608278
98276,0.66051924,0.8302596,0.6601657,0.8300829,0.58448005,0.79224,0.6387178,0.8193589,0.6966634,0.8483317,0.74133575,0.8706679,0.72555494,0.8627775,0.7654411,0.8827206,0.7783284,0.8891642,0.7767241,0.88836205
98277,0.6005384,0.8002692,0.61502564,0.8075128,0.55568796,0.77784395,0.61415565,0.8070778,0.6072824,0.8036412,0.71852076,0.8592604,0.6782502,0.8391251,0.6925883,0.84629416,0.73900425,0.8695021,0.7632822,0.8816411
98278,0.7005489,0.85027444,0.6693173,0.8346586,0.6516613,0.82583064,0.6894462,0.8447231,0.6967771,0.84838855,0.80493164,0.9024658,0.72922564,0.8646128,0.78292465,0.8914623,0.7965051,0.89825255,0.830089,0.9150445
98279,0.73196137,0.8659807,0.7172073,0.85860366,0.64343286,0.8217164,0.69590175,0.8479509,0.74617624,0.8730881,0.8183158,0.9091579,0.7527268,0.8763634,0.7984084,0.8992042,0.783619,0.89180946,0.8197672,0.9098836
98280,0.67347956,0.8367398,0.65401983,0.8270099,0.6053394,0.8026697,0.69117355,0.8455868,0.6454917,0.82274586,0.7288246,0.8644123,0.66915584,0.8345779,0.7284092,0.8642046,0.7445024,0.8722512,0.74259925,0.8712996
98281,0.62035894,0.8101795,0.6119023,0.8059511,0.59145075,0.79572535,0.6475743,0.82378715,0.5856544,0.7928272,0.6799869,0.8399935,0.63016874,0.81508434,0.6744611,0.83723056,0.7252461,0.86262304,0.7204403,0.8602202
98282,0.6580391,0.82901955,0.73991776,0.8699589,0.6551545,0.82757723,0.73124576,0.8656229,0.6502253,0.82511264,0.64807343,0.8240367,0.6618705,0.83093524,0.73139143,0.8656957,0.7295463,0.86477315,0.70227975,0.8511399
98283,0.71621627,0.85810816,0.69233525,0.8461676,0.63366294,0.81683147,0.7169212,0.8584606,0.7103222,0.8551611,0.7474376,0.8737188,0.6923121,0.84615606,0.7822685,0.89113426,0.7439029,0.87195146,0.7501827,0.8750913
98284,0.47028506,0.7351425,0.5069281,0.75346404,0.43081653,0.71540827,0.47191477,0.7359574,0.5335808,0.7667904,0.597692,0.798846,0.62741244,0.8137062,0.62795466,0.81397736,0.65201217,0.82600605,0.6469749,0.82348746
98285,0.6466198,0.8233099,0.6152594,0.8076297,0.5510479,0.77552396,0.6147144,0.8073572,0.6425797,0.82128984,0.75297165,0.8764858,0.69384074,0.8469204,0.71406907,0.85703456,0.77304375,0.8865219,0.7655739,0.882787
98286,0.60469866,0.8023493,0.6344514,0.8172257,0.59594476,0.7979724,0.5878558,0.7939279,0.6248753,0.81243765,0.6742968,0.8371484,0.65513605,0.82756805,0.7316133,0.86580664,0.71038544,0.8551927,0.70888937,0.8544447
98287,0.70914495,0.8545725,0.71227777,0.8561389,0.6564269,0.82821345,0.6564945,0.82824725,0.6927427,0.84637135,0.7891539,0.8945769,0.73714924,0.8685746,0.8067725,0.90338624,0.7857294,0.8928647,0.8182875,0.90914375
98288,0.5752454,0.7876227,0.5803199,0.79015994,0.56305736,0.7815287,0.53037995,0.76519,0.55957305,0.7797865,0.57164663,0.78582335,0.5486321,0.7743161,0.6437487,0.8218744,0.65811694,0.82905847,0.6201755,0.81008774
98289,0.6299809,0.81499046,0.61978024,0.80989015,0.6055228,0.80276144,0.6206256,0.8103128,0.58336496,0.7916825,0.66699755,0.8334988,0.6189027,0.80945134,0.664479,0.8322395,0.70494103,0.8524705,0.7299834,0.86499166
98290,0.50663817,0.7533191,0.52831125,0.7641556,0.51565164,0.75782585,0.46070158,0.7303508,0.53365135,0.7668257,0.6255401,0.81277,0.6475973,0.82379866,0.5758747,0.78793734,0.6859379,0.84296894,0.7239462,0.8619731
98291,0.6555659,0.827783,0.63472986,0.81736493,0.6127658,0.8063829,0.6017112,0.80085564,0.6535697,0.82678485,0.7407054,0.8703527,0.6954059,0.847703,0.7158052,0.8579026,0.7440846,0.8720423,0.7853333,0.89266664
98292,0.6154748,0.8077374,0.685668,0.842834,0.59725064,0.79862535,0.6319261,0.81596303,0.6630074,0.8315037,0.6853066,0.8426533,0.71599704,0.8579985,0.72824216,0.8641211,0.74855757,0.8742788,0.7655957,0.88279784
98293,0.6646141,0.83230704,0.6747867,0.83739334,0.59192914,0.7959646,0.6652385,0.83261925,0.6764238,0.8382119,0.73381495,0.8669075,0.70078313,0.85039157,0.761654,0.880827,0.7822055,0.8911028,0.75972605,0.879863
98294,0.634341,0.8171705,0.5953921,0.79769605,0.57295126,0.78647566,0.6458365,0.82291824,0.64257425,0.82128716,0.70180774,0.85090387,0.6326586,0.8163293,0.7067969,0.85339844,0.70867294,0.8543365,0.70221555,0.8511078
98295,0.5820905,0.79104525,0.61196494,0.8059825,0.55898374,0.7794919,0.62011456,0.8100573,0.6066437,0.80332184,0.69690347,0.84845173,0.6860564,0.8430282,0.7139189,0.85695946,0.75793,0.878965,0.76422554,0.88211274
98296,0.6934147,0.84670734,0.6901512,0.8450756,0.62298656,0.8114933,0.6218459,0.810923,0.6801831,0.8400916,0.78349245,0.8917462,0.7253293,0.86266464,0.7733503,0.8866751,0.7961316,0.8980658,0.836478,0.918239
98297,0.7642315,0.8821157,0.7224371,0.8612186,0.6907063,0.8453531,0.72564876,0.8628244,0.74250007,0.87125003,0.79410094,0.8970505,0.7532432,0.8766216,0.8147137,0.90735686,0.8096705,0.9048352,0.84795845,0.9239792
98298,0.7091961,0.85459805,0.697939,0.84896946,0.6498563,0.82492816,0.7242987,0.86214936,0.6750741,0.83753705,0.74097204,0.870486,0.71452427,0.85726213,0.76928365,0.8846418,0.792338,0.896169,0.80059326,0.9002966
98299,0.6624373,0.83121866,0.6526059,0.82630295,0.61545515,0.8077276,0.6183033,0.80915165,0.64803505,0.8240175,0.7599009,0.87995046,0.685838,0.842919,0.7300366,0.8650183,0.7314681,0.86573404,0.75749075,0.8787454
98300,0.5899743,0.79498714,0.6067462,0.8033731,0.57683766,0.7884188,0.5356823,0.76784116,0.6081126,0.8040563,0.68041915,0.8402096,0.6455518,0.8227759,0.70131266,0.85065633,0.7113756,0.8556878,0.74950624,0.8747531
98301,0.5998213,0.79991066,0.56053853,0.78026927,0.5441513,0.77207565,0.50863314,0.75431657,0.63409215,0.81704605,0.77492046,0.88746023,0.7284511,0.8642255,0.7008824,0.8504412,0.7362677,0.86813384,0.8031415,0.90157074
98302,0.74712694,0.87356347,0.70750105,0.8537505,0.65723705,0.8286185,0.72273433,0.86136717,0.75081134,0.87540567,0.8033416,0.9016708,0.74920547,0.87460274,0.7993608,0.8996804,0.79079086,0.8953954,0.8180486,0.9090243
98303,0.6393584,0.8196792,0.6108839,0.805442,0.56173,0.780865,0.61637825,0.80818915,0.65861636,0.82930815,0.76783156,0.8839158,0.6986352,0.8493176,0.7108418,0.8554209,0.7699579,0.88497895,0.79240555,0.8962028
98304,0.7715521,0.88577604,0.7753477,0.88767385,0.6975746,0.8487873,0.70234025,0.8511701,0.7399778,0.8699889,0.7772178,0.88860893,0.7323947,0.86619735,0.8176295,0.9088148,0.8124678,0.9062339,0.78530115,0.8926506
98305,0.7685576,0.8842788,0.73780406,0.868902,0.7090988,0.8545494,0.72966474,0.8648324,0.7267412,0.8633706,0.8211367,0.91056836,0.7213209,0.86066043,0.8459816,0.9229908,0.81011105,0.9050555,0.82037324,0.91018665
98306,0.68614364,0.8430718,0.6752807,0.83764035,0.63791156,0.8189558,0.6609554,0.8304777,0.6883831,0.84419155,0.76612246,0.88306123,0.68919265,0.8445963,0.78305197,0.891526,0.76759243,0.8837962,0.77392805,0.886964
98307,0.693005,0.84650254,0.7077904,0.8538952,0.6733682,0.8366841,0.6673573,0.83367866,0.7279515,0.86397576,0.8245618,0.9122809,0.7745483,0.88727415,0.82571423,0.9128571,0.85645705,0.9282285,0.8681184,0.9340592
98308,0.44474113,0.72237056,0.54533315,0.7726666,0.3671853,0.6835927,0.46077168,0.73038584,0.42598534,0.71299267,0.46889886,0.73444945,0.5126382,0.7563191,0.5285845,0.76429224,0.56068075,0.7803404,0.50172806,0.750864
98309,0.6169768,0.80848837,0.6522379,0.82611895,0.5894101,0.79470503,0.5935942,0.7967971,0.63069975,0.8153499,0.6940435,0.84702176,0.6853781,0.84268904,0.7509929,0.87549645,0.7868767,0.89343834,0.76552343,0.8827617
98310,0.697664,0.848832,0.6244563,0.81222814,0.6438201,0.82191,0.611722,0.805861,0.6396184,0.8198092,0.74620545,0.8731027,0.6448564,0.8224282,0.7076607,0.85383034,0.65721667,0.82860833,0.7228743,0.86143714
98311,0.6847048,0.8423524,0.6545292,0.8272646,0.61401975,0.8070099,0.6327971,0.81639856,0.68006116,0.84003055,0.751746,0.87587297,0.73801225,0.86900616,0.7274682,0.8637341,0.78559685,0.8927984,0.81029445,0.9051472
98312,0.6833596,0.8416798,0.7383722,0.8691861,0.6301371,0.81506854,0.6718379,0.83591896,0.74298227,0.87149113,0.7814156,0.8907078,0.824391,0.9121955,0.8252283,0.9126141,0.7671296,0.88356483,0.8275871,0.91379356
98313,0.70218444,0.8510922,0.6864146,0.8432073,0.67304385,0.8365219,0.6605153,0.83025765,0.6910518,0.84552586,0.7732807,0.8866403,0.6647423,0.8323711,0.7888641,0.89443207,0.77796876,0.8889844,0.79968846,0.8998442
98314,0.7117882,0.8558941,0.70451725,0.8522586,0.6649412,0.8324706,0.70025706,0.85012853,0.70997673,0.85498834,0.76787627,0.88393813,0.6930038,0.8465019,0.78125566,0.89062786,0.7611041,0.88055205,0.7932975,0.89664876
98315,0.5665115,0.78325576,0.5984931,0.79924655,0.5663997,0.78319985,0.5813871,0.7906935,0.5643635,0.78218174,0.64819694,0.82409847,0.59537625,0.7976881,0.6441878,0.8220939,0.6956671,0.8478335,0.64988244,0.8249412
98316,0.7955589,0.89777946,0.7286665,0.8643333,0.7052703,0.85263515,0.6715772,0.8357886,0.79711705,0.8985585,0.87803376,0.9390169,0.7554512,0.8777256,0.84224725,0.9211236,0.7829798,0.89148986,0.82714057,0.9135703
98317,0.65030694,0.82515347,0.58985424,0.7949271,0.53630793,0.76815397,0.5443057,0.77215284,0.6786554,0.8393277,0.81384873,0.90692437,0.7562503,0.8781252,0.7211781,0.860589,0.7410306,0.8705153,0.80942833,0.90471417
98318,0.6847925,0.84239626,0.64743507,0.82371753,0.6067852,0.8033926,0.6927006,0.8463503,0.6811683,0.84058416,0.750456,0.875228,0.6817499,0.8408749,0.74173284,0.8708664,0.74897516,0.8744876,0.7695496,0.8847748
98319,0.6854398,0.8427199,0.6638273,0.83191365,0.64212334,0.8210617,0.6750574,0.8375287,0.6390468,0.8195234,0.7245283,0.86226416,0.6773236,0.8386618,0.70356834,0.85178417,0.75165486,0.87582743,0.76411676,0.8820584
98320,0.7608582,0.8804291,0.6934208,0.84671044,0.6689627,0.83448136,0.60885334,0.80442667,0.7826546,0.89132726,0.904068,0.952034,0.77386034,0.88693017,0.8495645,0.9247823,0.7941684,0.89708424,0.8657908,0.9328954
98321,0.5971378,0.7985689,0.63676065,0.81838036,0.6020212,0.8010106,0.62746274,0.8137314,0.5971573,0.7985786,0.6985398,0.84926987,0.6356688,0.8178344,0.6885011,0.84425056,0.7579619,0.878981,0.77661777,0.8883089
98322,0.66173875,0.8308694,0.67678976,0.8383949,0.5962063,0.79810315,0.61117506,0.80558753,0.6827831,0.84139156,0.7817616,0.8908808,0.69729066,0.8486453,0.7837769,0.89188844,0.7691997,0.88459986,0.7785656,0.8892828
98323,0.69961476,0.8498074,0.65346473,0.8267324,0.58617413,0.79308707,0.5691546,0.7845773,0.7048895,0.85244477,0.7982147,0.89910734,0.74109805,0.870549,0.78861034,0.89430517,0.7366173,0.86830866,0.79368305,0.8968415
98324,0.6639588,0.8319794,0.6447978,0.8223989,0.60519767,0.80259883,0.710172,0.85508597,0.6080189,0.80400944,0.66407907,0.83203954,0.6106792,0.8053396,0.685701,0.8428505,0.71411586,0.8570579,0.71801734,0.85900867
98325,0.7100834,0.85504174,0.64505243,0.8225262,0.6580026,0.8290013,0.6571243,0.82856214,0.69419956,0.8470998,0.82598436,0.9129922,0.75056064,0.8752803,0.8080212,0.9040106,0.8015642,0.9007821,0.8442363,0.9221182
98326,0.61369574,0.8068479,0.6159394,0.8079697,0.5804205,0.79021025,0.58527374,0.7926369,0.5843702,0.79218507,0.6577847,0.82889235,0.6104506,0.8052253,0.6961596,0.8480798,0.7335363,0.8667681,0.72748756,0.8637438
98327,0.58381677,0.7919084,0.63277143,0.81638575,0.58062506,0.7903125,0.5629589,0.7814795,0.5941263,0.7970631,0.6696749,0.83483744,0.6320965,0.81604826,0.68619585,0.8430979,0.74660796,0.873304,0.72008455,0.8600423
98328,0.7837683,0.89188415,0.67953116,0.83976555,0.6858897,0.84294486,0.7159648,0.8579824,0.76804423,0.8840221,0.83999264,0.9199963,0.7391076,0.8695538,0.8248906,0.9124453,0.7768508,0.8884254,0.8129845,0.90649223
98329,0.6821212,0.84106064,0.6902629,0.84513146,0.6286553,0.81432766,0.6892357,0.84461784,0.6701627,0.83508134,0.73131907,0.86565953,0.71237546,0.8561877,0.77361894,0.88680947,0.7955096,0.8977548,0.8038322,0.9019161
98330,0.546046,0.773023,0.57287806,0.78643906,0.49860165,0.74930084,0.5626238,0.78131187,0.5415498,0.7707749,0.59210575,0.7960529,0.5745425,0.78727126,0.60000086,0.8000004,0.63432485,0.8171624,0.6120516,0.8060258
98331,0.63501185,0.81750596,0.6048105,0.80240524,0.596599,0.7982995,0.63901365,0.8195068,0.59953725,0.7997686,0.68407226,0.8420361,0.5459572,0.7729786,0.6862546,0.8431273,0.7137891,0.85689455,0.6551688,0.8275844
98332,0.70643306,0.8532165,0.7058425,0.85292125,0.6355599,0.81777996,0.6748228,0.8374114,0.70433354,0.8521668,0.78193265,0.8909663,0.79028344,0.8951417,0.7989377,0.89946884,0.80083734,0.90041864,0.8273255,0.9136628
98333,0.5979344,0.79896724,0.5865361,0.7932681,0.5742944,0.78714716,0.57900083,0.7895004,0.58449703,0.7922485,0.6926445,0.84632224,0.67221916,0.8361096,0.65305316,0.8265266,0.7284169,0.86420846,0.74235237,0.8711762
98334,0.57549715,0.7877486,0.640443,0.82022154,0.5979111,0.79895556,0.5799285,0.78996426,0.5569085,0.77845424,0.5724624,0.78623116,0.51703864,0.7585193,0.6074242,0.8037121,0.5896528,0.7948264,0.58571416,0.79285705
98335,0.67444175,0.8372209,0.69763523,0.8488176,0.6535003,0.82675016,0.71491563,0.8574578,0.6684146,0.8342073,0.7141069,0.85705346,0.68635124,0.84317565,0.7622824,0.8811412,0.76236844,0.8811842,0.7516662,0.8758331
98336,0.5587529,0.77937645,0.5598923,0.77994615,0.55857307,0.7792865,0.55426896,0.7771345,0.5485041,0.77425206,0.60065466,0.8003273,0.47302526,0.73651266,0.61633956,0.8081698,0.60425705,0.80212855,0.5389513,0.76947564
98337,0.5850263,0.79251313,0.56847286,0.78423643,0.52315176,0.7615759,0.59894705,0.7994735,0.5899601,0.79498005,0.62466764,0.8123338,0.65553117,0.8277656,0.6040498,0.8020249,0.68726915,0.8436346,0.68117803,0.84058905
98338,0.56183034,0.78091514,0.63473237,0.8173662,0.57151675,0.7857584,0.59033036,0.7951652,0.5383881,0.769194,0.48684508,0.7434225,0.5041336,0.7520668,0.61544335,0.8077217,0.6031115,0.80155575,0.5274134,0.7637067
98339,0.61746526,0.8087326,0.61005294,0.8050265,0.5940213,0.79701066,0.5862129,0.79310644,0.62983793,0.814919,0.76962245,0.8848112,0.6780684,0.8390342,0.7598029,0.8799014,0.7681953,0.88409764,0.80328643,0.9016432
98340,0.61494327,0.80747163,0.6114383,0.80571914,0.55736923,0.7786846,0.6049615,0.80248076,0.61842346,0.80921173,0.68707937,0.8435397,0.6787566,0.8393783,0.65704155,0.8285208,0.7296612,0.8648306,0.7197019,0.85985094
