Unnamed: 0,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_doordash_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_doordash_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_apple_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_apple_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_samsara_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_samsara_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_yelp_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_yelp_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_match_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_match_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_i2c_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_i2c_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_adobe_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_adobe_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_amazon_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_amazon_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_rowan_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_rowan_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_google_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_google_ux_Score
3332,0.70838124,0.8541906,0.73479056,0.8673953,0.74031293,0.87015647,0.64405423,0.8220271,0.6700511,0.83502555,0.665721,0.83286047,0.6177541,0.80887705,0.7151798,0.8575899,0.6681973,0.83409864,0.6617688,0.8308844
5877,0.681437,0.8407185,0.74764633,0.87382317,0.65998006,0.82999,0.6297185,0.8148593,0.65507174,0.82753587,0.59213656,0.7960683,0.6096661,0.80483305,0.64502007,0.82251,0.64110154,0.8205508,0.64163435,0.8208172
5981,0.77454585,0.88727295,0.70503485,0.8525174,0.73399234,0.86699617,0.6611845,0.8305923,0.7453284,0.8726642,0.74998856,0.8749943,0.7089729,0.85448647,0.72665906,0.8633295,0.7154765,0.85773826,0.74581337,0.8729067
6043,0.7117966,0.85589826,0.6673254,0.8336627,0.60032,0.80016,0.60557437,0.8027872,0.68276596,0.841383,0.6800679,0.84003395,0.6700508,0.8350254,0.6491823,0.82459116,0.6851311,0.84256554,0.6649194,0.8324597
6078,0.7707436,0.8853718,0.6730831,0.83654153,0.67536944,0.83768475,0.6025999,0.8012999,0.7043931,0.8521966,0.72604895,0.8630245,0.6438152,0.82190764,0.6839378,0.8419689,0.6843418,0.8421709,0.7170145,0.8585073
6081,0.79009974,0.89504987,0.6971649,0.84858245,0.7288081,0.8644041,0.7308535,0.8654268,0.7053752,0.8526876,0.77534777,0.88767385,0.6948534,0.8474267,0.7406762,0.8703381,0.75979805,0.879899,0.7734374,0.8867187
6082,0.7267381,0.86336905,0.6545783,0.82728916,0.6260332,0.8130166,0.61160576,0.8058029,0.70390385,0.85195196,0.74233556,0.8711678,0.7294849,0.86474246,0.71246654,0.85623324,0.7182245,0.85911226,0.727594,0.863797
6090,0.6859181,0.84295905,0.6500462,0.8250231,0.6690769,0.83453846,0.64497304,0.8224865,0.6332581,0.81662905,0.64181554,0.8209078,0.62716323,0.8135816,0.6730901,0.83654505,0.66350555,0.8317528,0.66316634,0.83158314
6127,0.76302886,0.88151443,0.7517024,0.8758512,0.75319386,0.8765969,0.6407782,0.8203891,0.7644978,0.8822489,0.77465785,0.8873289,0.6710206,0.8355103,0.770853,0.8854265,0.6565731,0.8282865,0.7376915,0.86884576
6211,0.7272997,0.86364985,0.7022308,0.8511154,0.6915034,0.8457517,0.57752264,0.7887613,0.68710124,0.8435506,0.72633123,0.8631656,0.6605083,0.83025414,0.71394384,0.8569719,0.66661537,0.8333077,0.68826354,0.84413177
6213,0.73761004,0.86880505,0.6468351,0.82341754,0.6380584,0.8190292,0.5585363,0.77926815,0.6612287,0.8306143,0.66757834,0.83378917,0.5976589,0.79882944,0.6625171,0.83125854,0.6319858,0.8159929,0.6286278,0.8143139
6214,0.6379449,0.81897247,0.61687505,0.8084375,0.59582996,0.797915,0.5522518,0.7761259,0.5544504,0.7772252,0.5790094,0.7895047,0.56862175,0.7843109,0.5983206,0.7991603,0.6040318,0.8020159,0.5983224,0.7991612
6231,0.66437656,0.83218825,0.651004,0.82550204,0.6108459,0.80542296,0.5658789,0.78293943,0.6157371,0.80786854,0.5970924,0.7985462,0.59806216,0.7990311,0.62304175,0.8115209,0.58762777,0.7938139,0.5975107,0.79875535
6232,0.769822,0.884911,0.70209026,0.85104513,0.7269038,0.8634519,0.6459967,0.82299834,0.6973988,0.8486994,0.7192576,0.8596288,0.6403084,0.8201542,0.73208064,0.86604035,0.68125486,0.84062743,0.7226919,0.86134595
6233,0.72856945,0.86428475,0.7056742,0.8528371,0.7260854,0.8630427,0.6099247,0.80496234,0.67447245,0.8372362,0.68783915,0.8439196,0.59589684,0.7979484,0.6914731,0.84573656,0.6651132,0.8325566,0.64266145,0.8213307
6239,0.5865311,0.7932656,0.6250993,0.81254965,0.5305389,0.76526946,0.60353327,0.80176663,0.5422323,0.77111614,0.57196456,0.78598225,0.5925534,0.7962767,0.6012784,0.8006392,0.65837204,0.829186,0.6187329,0.80936646
6240,0.74618655,0.87309325,0.66411763,0.8320588,0.67526156,0.83763075,0.5969565,0.79847825,0.7070621,0.85353106,0.7099606,0.8549803,0.64209497,0.8210475,0.6683865,0.8341932,0.66413367,0.83206683,0.69245744,0.8462287
6254,0.6921723,0.84608614,0.7359996,0.8679998,0.638717,0.81935847,0.6093342,0.8046671,0.666772,0.833386,0.6486689,0.82433444,0.6533837,0.82669187,0.69850034,0.8492502,0.63651264,0.8182563,0.6422916,0.8211458
6255,0.6643889,0.83219445,0.6006075,0.80030376,0.61553633,0.80776817,0.5609781,0.7804891,0.6000907,0.8000454,0.6246207,0.81231034,0.59266686,0.79633343,0.59707856,0.7985393,0.61045706,0.80522853,0.61668646,0.80834323
6342,0.5879817,0.79399085,0.6183897,0.80919486,0.5725254,0.7862627,0.49151117,0.74575555,0.6024775,0.8012388,0.5779085,0.78895426,0.5777132,0.7888566,0.60349655,0.8017483,0.5569313,0.7784656,0.53572035,0.7678602
7630,0.67466885,0.8373344,0.71243227,0.85621613,0.5992414,0.7996207,0.61291313,0.80645657,0.6600174,0.8300087,0.66820073,0.83410037,0.6741035,0.83705175,0.7276611,0.86383057,0.6733395,0.83666974,0.7283869,0.86419344
7654,0.62751454,0.8137573,0.68218875,0.8410944,0.6329714,0.8164857,0.5571937,0.7785969,0.593402,0.796701,0.56892943,0.7844647,0.56082094,0.78041047,0.591282,0.795641,0.6003666,0.8001833,0.5737501,0.786875
8890,0.6229112,0.8114556,0.6107695,0.80538476,0.5832465,0.79162323,0.59822935,0.7991147,0.5825721,0.79128605,0.6617502,0.8308751,0.61194,0.80597,0.69946396,0.849732,0.7088829,0.85444146,0.7148676,0.8574338
8916,0.7155576,0.8577788,0.71137357,0.8556868,0.69362473,0.84681237,0.60929006,0.80464506,0.65360206,0.82680106,0.6407843,0.82039213,0.6284289,0.81421447,0.6584226,0.8292113,0.63083005,0.815415,0.6337881,0.81689405
9028,0.61237884,0.8061894,0.62775254,0.8138763,0.56100535,0.7805027,0.5743845,0.7871922,0.5683919,0.78419596,0.5808479,0.790424,0.59596443,0.7979822,0.61631346,0.8081567,0.57870275,0.78935134,0.6117954,0.8058977
9066,0.68941236,0.8447062,0.6206429,0.81032145,0.6049572,0.8024786,0.5331477,0.76657385,0.64117646,0.82058823,0.65880686,0.8294034,0.5804696,0.7902348,0.62460244,0.8123012,0.6123358,0.8061679,0.63316107,0.81658053
9445,0.7391728,0.8695864,0.70023334,0.85011667,0.70024073,0.85012037,0.6594211,0.82971054,0.6901077,0.84505385,0.7137553,0.8568777,0.66207874,0.83103937,0.7051926,0.8525963,0.71004355,0.8550218,0.721776,0.860888
9542,0.67002976,0.8350149,0.66834736,0.8341737,0.5968715,0.79843575,0.65986824,0.8299341,0.662302,0.831151,0.59941983,0.7997099,0.55079573,0.7753979,0.65525556,0.8276278,0.63349456,0.8167473,0.58499783,0.79249895
9546,0.719065,0.8595325,0.6593503,0.82967514,0.61816484,0.8090824,0.61688673,0.80844337,0.6508641,0.82543206,0.6574931,0.82874656,0.6364867,0.8182434,0.6658756,0.83293784,0.6600956,0.8300478,0.6466043,0.82330215
9547,0.733151,0.8665755,0.70416963,0.8520848,0.66303086,0.83151543,0.6528874,0.8264437,0.6576108,0.8288054,0.6464793,0.8232397,0.65510476,0.8275524,0.68194675,0.8409734,0.6806344,0.8403172,0.66538334,0.83269167
9583,0.6932556,0.84662783,0.6687309,0.8343655,0.63162965,0.81581485,0.628464,0.814232,0.63607633,0.81803817,0.6209336,0.81046677,0.594825,0.7974125,0.6287193,0.81435966,0.6355885,0.81779426,0.61559045,0.8077952
9587,0.67792964,0.8389648,0.64180577,0.8209029,0.61912465,0.8095623,0.5386726,0.76933634,0.60077727,0.80038863,0.680694,0.840347,0.61808944,0.8090447,0.61854655,0.80927324,0.6356745,0.81783724,0.6640925,0.8320463
12037,0.74636817,0.8731841,0.768,0.884,0.74599934,0.87299967,0.6673052,0.8336526,0.7432622,0.8716311,0.7740488,0.8870244,0.73439896,0.8671995,0.798939,0.8994695,0.773507,0.8867535,0.7902871,0.8951435
12116,0.65673727,0.82836866,0.6395309,0.81976545,0.65372634,0.82686317,0.5912552,0.7956276,0.6100311,0.80501556,0.6347862,0.81739306,0.6059293,0.8029647,0.6519368,0.8259684,0.60794836,0.80397415,0.64714754,0.82357377
12122,0.7699901,0.88499504,0.7039081,0.85195404,0.6843956,0.8421978,0.6027267,0.80136335,0.684138,0.84206903,0.72242224,0.8612111,0.65306234,0.8265312,0.7124704,0.8562352,0.6635947,0.83179736,0.69127905,0.8456395
12124,0.5703503,0.78517514,0.58781546,0.79390776,0.5561842,0.7780921,0.5255495,0.7627747,0.50625837,0.7531292,0.57071245,0.7853562,0.54441357,0.7722068,0.55772114,0.77886057,0.5639632,0.7819816,0.5765505,0.78827524
12141,0.73462164,0.8673108,0.6840811,0.84204054,0.6634079,0.83170396,0.5957741,0.7978871,0.70581156,0.85290575,0.71330655,0.8566533,0.7002651,0.8501326,0.6781026,0.8390513,0.6854879,0.842744,0.7087152,0.8543576
12143,0.65221226,0.82610613,0.67937547,0.8396877,0.62042296,0.8102115,0.5792648,0.78963244,0.5839603,0.79198015,0.5932327,0.7966163,0.5650598,0.7825299,0.64635026,0.82317513,0.60101473,0.80050737,0.60871494,0.80435747
12149,0.65517926,0.82758963,0.6801094,0.8400547,0.64754283,0.8237714,0.5574815,0.77874076,0.60908663,0.8045433,0.5950122,0.7975061,0.61912966,0.8095648,0.6162175,0.80810875,0.60028577,0.8001429,0.6077851,0.80389255
12161,0.6095957,0.8047979,0.59071004,0.795355,0.5541285,0.77706426,0.54984534,0.77492267,0.56244624,0.7812231,0.60659313,0.80329657,0.6057451,0.80287254,0.60812783,0.8040639,0.60899293,0.80449647,0.62533677,0.8126684
12252,0.62724054,0.81362027,0.64638233,0.82319117,0.5907799,0.79538995,0.62635326,0.81317663,0.6050484,0.8025242,0.6286034,0.8143017,0.59680796,0.798404,0.6735872,0.8367936,0.6572596,0.8286298,0.668369,0.8341845
12408,0.62982994,0.81491494,0.6726848,0.8363424,0.6036133,0.8018067,0.5953208,0.7976604,0.60967803,0.804839,0.6120995,0.80604976,0.60108256,0.8005413,0.6473949,0.82369745,0.6135075,0.80675375,0.6322104,0.8161052
12409,0.6862585,0.8431293,0.65378034,0.8268902,0.6261214,0.8130607,0.5788665,0.78943324,0.63651913,0.8182596,0.6776309,0.83881545,0.65113723,0.8255686,0.6820286,0.84101427,0.6688508,0.8344254,0.6981946,0.8490973
12410,0.7395314,0.8697657,0.71648693,0.85824347,0.71343184,0.8567159,0.6045363,0.80226815,0.70043874,0.85021937,0.7057772,0.8528886,0.6607431,0.83037156,0.721401,0.8607005,0.6658546,0.8329273,0.67355776,0.8367789
12418,0.67867374,0.8393369,0.65347135,0.8267357,0.654842,0.827421,0.5707493,0.78537464,0.6234593,0.81172967,0.67957747,0.83978873,0.62284297,0.8114215,0.66709876,0.8335494,0.6263606,0.8131803,0.66959965,0.8347998
12422,0.6286228,0.8143114,0.6041842,0.8020921,0.5964243,0.7982122,0.51314324,0.75657165,0.6241219,0.81206095,0.64220953,0.82110476,0.60522336,0.8026117,0.6059272,0.8029636,0.6072809,0.8036405,0.63706845,0.81853426
12435,0.55699563,0.7784978,0.5265586,0.7632793,0.5305957,0.7652979,0.49867702,0.7493385,0.5030842,0.7515421,0.52276057,0.7613803,0.52867955,0.7643398,0.5125046,0.7562523,0.52584314,0.7629216,0.5343324,0.7671662
12436,0.6653149,0.83265746,0.6541879,0.82709396,0.62472475,0.8123624,0.5693228,0.7846614,0.60349154,0.8017458,0.6071539,0.80357695,0.5740716,0.7870358,0.6326854,0.8163427,0.58763325,0.7938166,0.584093,0.7920465
12437,0.66876584,0.8343829,0.6842923,0.84214616,0.62122166,0.81061083,0.61110556,0.8055528,0.64366174,0.82183087,0.6471468,0.8235734,0.66101927,0.83050966,0.68289185,0.8414459,0.6544146,0.8272073,0.68255496,0.8412775
12447,0.77090645,0.8854532,0.7574376,0.8787188,0.69605094,0.84802544,0.69033945,0.8451697,0.70956206,0.85478103,0.67194957,0.8359748,0.6744901,0.83724505,0.7204441,0.86022204,0.6917305,0.84586525,0.6735051,0.83675253
12448,0.77981925,0.8899096,0.7483222,0.8741611,0.7140568,0.85702837,0.67255473,0.83627737,0.75334096,0.8766705,0.73947513,0.86973757,0.70353436,0.8517672,0.7541945,0.87709725,0.7173042,0.8586521,0.73054653,0.86527324
12449,0.72545266,0.86272633,0.6430094,0.8215047,0.64117014,0.8205851,0.5786683,0.7893342,0.66192734,0.8309637,0.72848773,0.86424387,0.6220379,0.81101894,0.671806,0.835903,0.64757353,0.82378674,0.65856826,0.82928413
12450,0.6701424,0.8350712,0.6486033,0.82430166,0.63214266,0.81607133,0.57438004,0.78719,0.6225045,0.81125224,0.6526165,0.82630825,0.62888503,0.8144425,0.64747113,0.8237356,0.6259829,0.81299144,0.6537062,0.8268531
12451,0.6380268,0.81901336,0.636106,0.818053,0.6428385,0.82141924,0.5276314,0.7638157,0.5837062,0.7918531,0.57294416,0.7864721,0.5299616,0.7649808,0.5824622,0.7912311,0.5717032,0.7858516,0.5579093,0.7789546
12452,0.77160573,0.88580287,0.68434083,0.8421704,0.70282054,0.85141027,0.6083176,0.8041588,0.7059945,0.85299724,0.7370336,0.8685168,0.6415242,0.8207621,0.7061586,0.8530793,0.66136307,0.83068156,0.70818347,0.85409176
12453,0.7180321,0.85901606,0.7072916,0.8536458,0.6502895,0.82514477,0.61804914,0.8090246,0.6756513,0.83782566,0.67211676,0.8360584,0.642135,0.8210675,0.7155764,0.8577882,0.64805675,0.8240284,0.6785412,0.8392706
12454,0.6917379,0.84586895,0.68813753,0.84406877,0.60812914,0.8040646,0.58750474,0.7937524,0.7042,0.8521,0.66053534,0.83026767,0.66189635,0.8309482,0.6781435,0.83907175,0.68915814,0.8445791,0.6662028,0.8331014
12455,0.7180387,0.85901934,0.67445505,0.8372275,0.70061696,0.8503085,0.62300944,0.8115047,0.6218363,0.81091815,0.678118,0.839059,0.5915037,0.7957518,0.6844281,0.84221405,0.7100254,0.8550127,0.67727673,0.83863837
12456,0.81323344,0.9066167,0.7235495,0.86177474,0.75305116,0.8765256,0.63933104,0.81966555,0.7467455,0.8733728,0.7499918,0.8749959,0.6751808,0.8375904,0.739123,0.8695615,0.6655773,0.83278865,0.6984518,0.8492259
12457,0.7032574,0.85162866,0.6619308,0.8309654,0.71189183,0.85594594,0.6014453,0.80072266,0.6576816,0.8288408,0.70568186,0.8528409,0.64743817,0.8237191,0.7033651,0.85168254,0.6452708,0.8226354,0.6530205,0.82651025
12458,0.8210057,0.91050285,0.76742756,0.8837138,0.7711104,0.8855552,0.68352437,0.8417622,0.74607635,0.8730382,0.7903824,0.8951912,0.69664156,0.8483208,0.7950077,0.89750385,0.75408804,0.877044,0.7706481,0.88532406
12459,0.69739896,0.84869945,0.64606154,0.82303077,0.63299596,0.816498,0.55632186,0.7781609,0.6548095,0.82740474,0.68796515,0.8439826,0.65100753,0.82550377,0.66332966,0.8316648,0.6244674,0.8122337,0.66390604,0.83195305
12460,0.77793854,0.8889693,0.69668233,0.84834117,0.707059,0.8535295,0.6055957,0.80279785,0.7537775,0.87688875,0.8232766,0.91163826,0.7153894,0.8576947,0.76297325,0.88148665,0.74374306,0.87187153,0.7626724,0.8813362
12461,0.7181813,0.8590907,0.5972235,0.79861176,0.6910609,0.84553045,0.5728685,0.7864343,0.61495435,0.8074772,0.6932783,0.84663916,0.52620053,0.76310027,0.6348359,0.817418,0.62372506,0.8118625,0.63372695,0.8168635
12462,0.69433117,0.8471656,0.6794159,0.839708,0.69860876,0.8493044,0.57981265,0.7899063,0.6616423,0.83082116,0.73432803,0.867164,0.6133429,0.80667144,0.7104839,0.85524195,0.7092055,0.85460275,0.69798183,0.8489909
12463,0.59121925,0.7956096,0.549035,0.77451754,0.5499177,0.77495885,0.51185584,0.7559279,0.5645648,0.7822824,0.66436994,0.832185,0.61717427,0.80858713,0.59424174,0.79712087,0.65664744,0.8283237,0.6696364,0.83481824
12464,0.7820931,0.8910465,0.7168374,0.8584187,0.7071114,0.8535557,0.6150059,0.807503,0.7308111,0.86540556,0.77911973,0.88955986,0.69476783,0.8473839,0.74532974,0.87266487,0.69767,0.848835,0.73826694,0.8691335
12465,0.6357353,0.81786764,0.68160474,0.8408024,0.63730854,0.8186543,0.5773872,0.7886936,0.646461,0.8232305,0.61017877,0.80508935,0.65073943,0.8253697,0.6402221,0.82011104,0.6495173,0.82475865,0.6389939,0.819497
12466,0.6296843,0.81484216,0.5642119,0.7821059,0.56292486,0.78146243,0.4869551,0.7434776,0.57914686,0.78957343,0.6554183,0.82770914,0.5541421,0.77707106,0.5951109,0.79755545,0.5990113,0.79950565,0.624236,0.812118
12467,0.65009093,0.82504547,0.6598243,0.8299122,0.60610306,0.80305153,0.59957695,0.7997885,0.5829606,0.7914803,0.69085336,0.8454267,0.63492244,0.81746125,0.70886517,0.8544326,0.7009281,0.85046405,0.7108458,0.8554229
12468,0.70292115,0.8514606,0.6404342,0.82021713,0.6427803,0.82139015,0.57528734,0.7876437,0.684642,0.84232104,0.708812,0.854406,0.7016654,0.8508327,0.6567585,0.8283793,0.67885303,0.8394265,0.70567614,0.85283804
12469,0.6049943,0.80249715,0.6316775,0.81583875,0.5596828,0.7798414,0.52957785,0.7647889,0.5596322,0.7798161,0.61295545,0.8064777,0.58202755,0.7910138,0.6252278,0.8126139,0.66464937,0.8323247,0.67303705,0.8365185
12470,0.7474205,0.8737103,0.73037803,0.865189,0.73692274,0.8684614,0.6580136,0.8290068,0.73976386,0.8698819,0.74422216,0.8721111,0.7167778,0.8583889,0.7656326,0.8828163,0.69015455,0.8450773,0.7308731,0.86543655
12471,0.7023092,0.85115457,0.6959947,0.8479973,0.661482,0.830741,0.61306775,0.8065339,0.67380095,0.8369005,0.6989351,0.8494675,0.65454656,0.82727325,0.70055324,0.8502766,0.6863166,0.8431583,0.7049097,0.85245484
12472,0.6531956,0.8265978,0.7124209,0.8562105,0.6015052,0.80075264,0.6400181,0.82000905,0.6438482,0.8219241,0.6535369,0.82676846,0.6472777,0.82363886,0.7165466,0.85827327,0.7036357,0.85181785,0.6773168,0.8386584
12473,0.7310251,0.86551255,0.674685,0.8373425,0.66376054,0.8318803,0.63368285,0.8168414,0.6943124,0.84715617,0.73881763,0.86940885,0.69789445,0.8489472,0.71766776,0.8588339,0.6821276,0.8410638,0.74659455,0.8732973
12474,0.6192092,0.8096046,0.60476935,0.8023847,0.6092979,0.80464894,0.5871884,0.79359424,0.573344,0.786672,0.6267822,0.8133911,0.5618465,0.78092325,0.64543575,0.8227179,0.63867533,0.81933767,0.61752117,0.8087606
12475,0.6466751,0.82333755,0.6271372,0.8135686,0.58659256,0.7932963,0.5933608,0.7966804,0.6162463,0.8081231,0.6144968,0.8072484,0.62464035,0.8123202,0.6055288,0.8027644,0.65056145,0.8252807,0.62374914,0.81187457
12476,0.67877626,0.83938813,0.67317134,0.83658564,0.61237264,0.8061863,0.58630383,0.7931519,0.67248344,0.8362417,0.6548557,0.82742786,0.6897296,0.8448648,0.68717396,0.843587,0.6394808,0.8197404,0.64995784,0.82497895
12477,0.6668912,0.8334456,0.6481093,0.82405466,0.61121714,0.8056086,0.618601,0.80930054,0.6351849,0.81759244,0.6783811,0.83919054,0.6731144,0.8365572,0.6736568,0.8368284,0.6582488,0.8291244,0.71842897,0.8592145
12478,0.73337764,0.86668885,0.6705878,0.8352939,0.6716163,0.83580816,0.62455946,0.8122797,0.66647863,0.8332393,0.75785863,0.8789293,0.652243,0.8261215,0.72916317,0.8645816,0.7086158,0.8543079,0.7365893,0.86829466
12479,0.69200325,0.8460016,0.6263129,0.8131565,0.67800045,0.8390002,0.53982383,0.7699119,0.6526957,0.8263478,0.75139874,0.8756994,0.6272972,0.8136486,0.6909732,0.84548664,0.6775117,0.83875585,0.6965296,0.8482648
12480,0.72480077,0.8624004,0.67313606,0.836568,0.6916645,0.8458322,0.6333865,0.81669325,0.64974517,0.8248726,0.6776421,0.83882105,0.5661698,0.78308487,0.69467884,0.8473394,0.65315384,0.82657695,0.64249206,0.821246
12481,0.7092749,0.85463744,0.68740594,0.843703,0.6792372,0.83961856,0.6458127,0.8229064,0.65534556,0.8276728,0.7085271,0.85426354,0.65106833,0.82553416,0.732419,0.8662095,0.7288155,0.8644078,0.7131424,0.8565712
12482,0.7784536,0.8892268,0.7189628,0.8594814,0.7184734,0.8592367,0.6771411,0.83857054,0.7404765,0.87023824,0.7752594,0.8876297,0.71579933,0.85789967,0.7619002,0.8809501,0.7306881,0.86534405,0.7665075,0.88325375
12483,0.6512125,0.8256062,0.6422106,0.8211053,0.640079,0.8200395,0.599873,0.79993653,0.6250713,0.81253564,0.6504145,0.82520723,0.6456109,0.82280546,0.6639482,0.8319741,0.63709116,0.8185456,0.6706753,0.83533764
12484,0.69113773,0.8455689,0.6515136,0.8257568,0.64640105,0.8232005,0.5620297,0.78101486,0.63291335,0.8164567,0.64979833,0.8248992,0.58527845,0.79263926,0.64411235,0.8220562,0.6038611,0.80193055,0.6210903,0.81054515
12485,0.6372404,0.8186202,0.62299395,0.811497,0.61745036,0.8087252,0.53702307,0.76851153,0.6107479,0.8053739,0.6761645,0.83808225,0.6435244,0.8217622,0.6728945,0.83644724,0.6233257,0.81166285,0.67640024,0.8382001
12486,0.7235807,0.86179036,0.74271226,0.8713561,0.6523836,0.8261918,0.5994618,0.7997309,0.6986022,0.8493011,0.70705795,0.853529,0.7142062,0.8571031,0.7283664,0.8641832,0.7184715,0.85923576,0.72891617,0.8644581
12487,0.75706494,0.87853247,0.71954894,0.8597745,0.7028107,0.8514054,0.60282063,0.8014103,0.6884806,0.8442403,0.7151282,0.8575641,0.67106724,0.8355336,0.71247447,0.85623723,0.68790805,0.843954,0.7067413,0.85337067
12488,0.65038013,0.82519007,0.69735134,0.84867567,0.6090325,0.80451626,0.6024696,0.80123484,0.6366211,0.81831056,0.62872255,0.8143613,0.6244406,0.81222034,0.66900456,0.8345023,0.67501754,0.8375088,0.65847576,0.8292379
12489,0.59918845,0.7995942,0.6025594,0.80127966,0.6243835,0.8121917,0.5361687,0.76808435,0.5660348,0.7830174,0.6110995,0.80554974,0.5886917,0.79434586,0.6367293,0.8183646,0.5934595,0.79672974,0.5957622,0.7978811
12490,0.61348814,0.8067441,0.58326495,0.7916325,0.5733422,0.7866711,0.5461083,0.7730541,0.560886,0.780443,0.60829914,0.80414957,0.57722044,0.7886102,0.5651753,0.78258765,0.592378,0.796189,0.5977769,0.79888844
12491,0.73458225,0.8672911,0.65330034,0.82665014,0.6883076,0.84415376,0.61707795,0.808539,0.6645144,0.8322572,0.7017529,0.85087645,0.637967,0.8189835,0.6888342,0.8444171,0.6568414,0.8284207,0.69760394,0.848802
12492,0.6794497,0.83972484,0.65909314,0.8295466,0.66584444,0.8329222,0.5953408,0.79767036,0.62798405,0.813992,0.6380608,0.8190304,0.5847994,0.7923997,0.6766371,0.8383186,0.62949216,0.8147461,0.58469975,0.7923499
12493,0.67942834,0.83971417,0.6502961,0.82514805,0.6639735,0.8319868,0.6005069,0.80025345,0.62313735,0.8115687,0.69450533,0.84725267,0.632252,0.816126,0.6908492,0.8454246,0.6650593,0.83252966,0.678727,0.83936346
12494,0.7182241,0.859112,0.69991267,0.84995633,0.67031664,0.83515835,0.61906314,0.80953157,0.66666955,0.8333348,0.6880243,0.84401214,0.6757029,0.83785146,0.6922326,0.8461163,0.71607524,0.8580376,0.706275,0.8531375
