Unnamed: 0,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_doordash_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_doordash_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_apple_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_apple_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_samsara_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_samsara_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_yelp_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_yelp_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_match_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_match_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_i2c_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_i2c_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_adobe_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_adobe_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_amazon_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_amazon_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_rowan_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_rowan_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_google_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_google_ux_Score
56803,0.7402218,0.87011087,0.6987246,0.8493623,0.6598273,0.8299136,0.66573787,0.83286893,0.72101057,0.8605053,0.76630527,0.8831526,0.75733894,0.8786695,0.812516,0.906258,0.7501409,0.87507045,0.78761935,0.8938097
56804,0.7521366,0.8760683,0.7161113,0.85805565,0.6396784,0.81983924,0.6520543,0.82602715,0.7354125,0.86770624,0.7769492,0.8884746,0.7029665,0.8514832,0.8011006,0.9005503,0.753085,0.8765425,0.74925953,0.87462974
56805,0.5641681,0.78208405,0.5891219,0.7945609,0.5302302,0.76511514,0.5857639,0.79288197,0.53441465,0.7672073,0.5896578,0.7948289,0.58470577,0.7923529,0.6569944,0.8284972,0.6653015,0.8326508,0.63987046,0.8199352
56807,0.6898671,0.8449335,0.6877668,0.8438834,0.60892045,0.8044602,0.6169039,0.80845195,0.71928865,0.8596443,0.76178706,0.8808935,0.7915034,0.8957517,0.75106514,0.87553257,0.7732593,0.88662964,0.79459226,0.89729613
56809,0.6079059,0.80395293,0.6492419,0.82462096,0.59700215,0.7985011,0.6794456,0.8397228,0.61278236,0.8063912,0.63645947,0.81822973,0.6464056,0.8232028,0.7193538,0.8596769,0.74606687,0.8730334,0.6993111,0.8496555
56859,0.5407394,0.7703697,0.56150305,0.7807515,0.49112982,0.74556494,0.54493225,0.7724661,0.53279376,0.7663969,0.6260617,0.81303084,0.6111722,0.8055861,0.6266038,0.8133019,0.7089771,0.85448855,0.6934203,0.84671015
56860,0.5786499,0.78932494,0.59887916,0.79943955,0.56341445,0.7817072,0.6121762,0.8060881,0.6244682,0.8122341,0.6825652,0.8412826,0.6558503,0.82792515,0.71530825,0.8576541,0.7327721,0.86638606,0.74119353,0.87059677
56861,0.5963665,0.79818326,0.57971674,0.78985834,0.51981163,0.7599058,0.6193258,0.80966294,0.58635855,0.7931793,0.59926444,0.7996322,0.6155423,0.80777115,0.62868464,0.8143423,0.664296,0.83214796,0.6337274,0.81686366
56862,0.6883907,0.84419537,0.69415224,0.8470761,0.6524508,0.8262254,0.6234895,0.81174475,0.66922003,0.83461,0.75981194,0.87990594,0.75237036,0.8761852,0.78061557,0.8903078,0.801807,0.90090346,0.8344116,0.9172058
57384,0.738311,0.8691555,0.7153212,0.8576606,0.64211166,0.8210558,0.65050834,0.8252542,0.7577656,0.87888277,0.87546057,0.9377303,0.78395766,0.89197886,0.84411335,0.9220567,0.80348265,0.9017413,0.877277,0.9386385
57400,0.8020704,0.9010352,0.7393458,0.8696729,0.687806,0.843903,0.6872531,0.84362656,0.7965891,0.89829457,0.84876585,0.9243829,0.7805529,0.89027643,0.8360969,0.91804844,0.7571244,0.8785622,0.83868253,0.91934127
62042,0.5527777,0.7763889,0.6025984,0.8012992,0.51586545,0.7579327,0.5554772,0.7777386,0.5574359,0.778718,0.6140313,0.80701566,0.6010041,0.80050206,0.6615047,0.8307524,0.6990359,0.84951794,0.6386888,0.8193444
63086,0.41854647,0.7092732,0.4547825,0.72739124,0.40025154,0.70012575,0.42006075,0.7100304,0.45763552,0.72881776,0.5491207,0.77456033,0.5511135,0.77555674,0.5207281,0.76036406,0.59346247,0.79673123,0.5765298,0.7882649
63087,0.6288291,0.81441456,0.64683807,0.82341903,0.59404945,0.7970247,0.5994458,0.7997229,0.6669847,0.83349234,0.7126141,0.856307,0.7638511,0.8819256,0.7287185,0.86435926,0.765615,0.8828075,0.80078566,0.90039283
83710,0.6889809,0.8444904,0.697791,0.8488955,0.6019993,0.80099964,0.7003881,0.85019404,0.68559724,0.8427986,0.72194636,0.8609732,0.6713798,0.8356899,0.75593096,0.87796545,0.77280676,0.8864034,0.754514,0.877257
83711,0.5229543,0.7614771,0.6058796,0.8029398,0.5150533,0.75752664,0.53260016,0.7663001,0.5008327,0.75041634,0.51199317,0.7559966,0.5353292,0.7676646,0.5540383,0.77701914,0.61980855,0.8099043,0.59912884,0.7995644
86666,0.56187403,0.780937,0.67907345,0.8395367,0.54110634,0.7705532,0.5932617,0.79663086,0.6098158,0.8049079,0.66144013,0.83072007,0.689551,0.8447755,0.7595926,0.87979627,0.7369534,0.8684767,0.695549,0.8477745
87779,0.39781177,0.6989059,0.47135967,0.73567986,0.39025587,0.69512796,0.44905996,0.72453,0.32592672,0.6629634,0.30474615,0.6523731,0.29825723,0.6491286,0.4501896,0.7250948,0.42184803,0.710924,0.32455352,0.66227674
97622,0.68279433,0.84139717,0.73242843,0.8662142,0.6856395,0.84281975,0.6500462,0.8250231,0.7340177,0.86700886,0.8035922,0.9017961,0.73070437,0.86535215,0.8329276,0.9164638,0.77686316,0.88843155,0.7996445,0.89982224
98134,0.6720932,0.8360466,0.6908525,0.84542626,0.63979566,0.81989783,0.58483183,0.7924159,0.7269952,0.8634976,0.7738138,0.88690686,0.78466713,0.89233357,0.78695214,0.89347607,0.7870263,0.89351314,0.8189766,0.9094883
98135,0.6601486,0.8300743,0.6600913,0.83004564,0.64283895,0.8214195,0.62516385,0.8125819,0.65680814,0.82840407,0.75231075,0.8761554,0.6620471,0.8310236,0.76810586,0.88405293,0.72695994,0.86348,0.73734987,0.86867493
98136,0.5996973,0.7998487,0.5705117,0.78525585,0.5348152,0.7674076,0.5540955,0.77704775,0.60846424,0.8042321,0.711027,0.8555135,0.6148168,0.8074084,0.69541466,0.84770733,0.68752354,0.8437618,0.70629746,0.8531487
98137,0.61485547,0.80742776,0.62924695,0.8146235,0.56679523,0.7833976,0.60772604,0.80386305,0.638201,0.8191005,0.71796536,0.8589827,0.6825227,0.8412614,0.72074044,0.8603702,0.7268957,0.86344784,0.74917996,0.87459
98138,0.67908156,0.8395408,0.6711298,0.8355649,0.6327426,0.8163713,0.6309242,0.8154621,0.6972977,0.84864885,0.79198885,0.8959944,0.76579225,0.8828961,0.76174676,0.8808734,0.8142921,0.90714604,0.8396833,0.91984165
98171,0.7226825,0.86134124,0.69294584,0.8464729,0.64041716,0.82020855,0.64087063,0.8204353,0.7523302,0.8761651,0.83798635,0.9189932,0.76137865,0.8806893,0.78411806,0.892059,0.7872887,0.89364433,0.84167993,0.92083997
98172,0.6398974,0.8199487,0.6683177,0.83415884,0.5805996,0.7902998,0.6020936,0.8010468,0.6785426,0.8392713,0.7847073,0.89235365,0.7530804,0.8765402,0.7854312,0.8927156,0.7930002,0.8965001,0.829826,0.914913
98173,0.7297269,0.86486346,0.7627672,0.8813836,0.6743796,0.8371898,0.7115129,0.85575646,0.74720573,0.87360287,0.7639507,0.88197535,0.7529839,0.87649196,0.797819,0.8989095,0.799652,0.899826,0.7985612,0.8992806
98245,0.5715283,0.78576416,0.5844197,0.79220986,0.5379425,0.76897126,0.5702266,0.78511333,0.5829503,0.7914752,0.6858272,0.8429136,0.6515062,0.8257531,0.7016834,0.8508417,0.72344995,0.861725,0.7095633,0.8547816
98250,0.58357024,0.7917851,0.62348354,0.81174177,0.5745808,0.7872904,0.5767422,0.7883711,0.55355537,0.7767777,0.54764414,0.77382207,0.551654,0.775827,0.6188431,0.80942154,0.6079356,0.80396783,0.5842025,0.79210126
98251,0.6149763,0.80748814,0.59166783,0.79583395,0.5209979,0.76049894,0.5723438,0.7861719,0.6121781,0.80608904,0.6626587,0.83132935,0.63541126,0.81770563,0.62817574,0.81408787,0.7174281,0.85871404,0.67852426,0.8392621
98252,0.37300965,0.68650484,0.3114565,0.6557282,0.28736258,0.6436813,0.4949267,0.74746335,0.3588001,0.6794001,0.33601934,0.66800964,0.33952072,0.66976035,0.31970757,0.6598538,0.4099018,0.7049509,0.34740275,0.6737014
98253,0.7198571,0.85992855,0.70288587,0.85144293,0.6539842,0.8269921,0.650121,0.8250605,0.72131485,0.86065745,0.7370436,0.8685218,0.69888806,0.84944403,0.7374781,0.868739,0.75330424,0.8766521,0.74870396,0.874352
98254,0.64757884,0.8237894,0.66354686,0.8317734,0.583814,0.791907,0.64542574,0.8227129,0.676931,0.8384655,0.75483954,0.87741977,0.71700394,0.858502,0.75051755,0.8752588,0.7532646,0.87663233,0.77298415,0.8864921
98255,0.7454469,0.87272346,0.73795164,0.8689758,0.67233396,0.836167,0.69485956,0.84742975,0.76035726,0.88017863,0.8189992,0.9094996,0.7534142,0.8767071,0.8268982,0.9134491,0.78887033,0.89443517,0.83373773,0.91686887
98256,0.6724851,0.83624256,0.6509913,0.82549566,0.6106853,0.8053427,0.6910758,0.8455379,0.65420145,0.82710075,0.72111833,0.86055917,0.6251211,0.81256056,0.7239671,0.86198354,0.7279538,0.8639769,0.7115304,0.8557652
98257,0.67742586,0.83871293,0.70536315,0.8526816,0.6828414,0.8414207,0.72125983,0.8606299,0.6371566,0.8185783,0.7090193,0.85450965,0.64275724,0.8213786,0.7364515,0.86822575,0.7581935,0.87909675,0.75887954,0.8794398
98258,0.6384164,0.8192082,0.6352016,0.8176008,0.56822413,0.7841121,0.61820865,0.8091043,0.58924234,0.79462117,0.6848839,0.8424419,0.65845704,0.8292285,0.67792946,0.8389647,0.7172141,0.85860705,0.7211382,0.8605691
98259,0.6946428,0.8473214,0.6835501,0.84177506,0.64928615,0.8246431,0.69807243,0.8490362,0.70088696,0.8504435,0.74222684,0.8711134,0.72315216,0.8615761,0.7492428,0.8746214,0.78692836,0.8934642,0.78718585,0.89359295
98260,0.5890844,0.7945422,0.57675016,0.7883751,0.6059246,0.8029623,0.67848724,0.83924365,0.5826306,0.7913153,0.63394773,0.81697387,0.571823,0.7859115,0.6920301,0.84601504,0.6682158,0.8341079,0.6480546,0.8240273
98261,0.69464326,0.8473216,0.6487433,0.82437164,0.6209109,0.81045544,0.67892385,0.8394619,0.61132336,0.8056617,0.6611593,0.83057964,0.63769007,0.81884503,0.6379533,0.81897664,0.7181368,0.8590684,0.69218963,0.84609485
98262,0.6351131,0.81755656,0.6189035,0.80945176,0.54900146,0.7745007,0.68674207,0.84337103,0.5903818,0.79519093,0.6511423,0.8255712,0.6329243,0.81646216,0.6675705,0.83378524,0.72845846,0.8642292,0.727826,0.863913
98263,0.6069395,0.8034698,0.6299497,0.81497484,0.6253588,0.8126794,0.65078485,0.8253924,0.59295404,0.796477,0.6462426,0.8231213,0.5636065,0.78180325,0.67951155,0.8397558,0.69073,0.845365,0.67164755,0.8358238
98264,0.70131606,0.85065806,0.6937402,0.84687006,0.60616446,0.8030822,0.7243156,0.8621578,0.6672348,0.8336174,0.6713817,0.83569086,0.6345407,0.81727034,0.7718495,0.88592476,0.71167994,0.85583997,0.6938235,0.8469118
98265,0.67229104,0.8361455,0.60908186,0.80454093,0.58304566,0.79152286,0.62231714,0.81115854,0.67975163,0.8398758,0.80943674,0.9047184,0.6928667,0.84643334,0.74863386,0.87431693,0.750198,0.875099,0.7776383,0.88881916
98266,0.6786804,0.8393402,0.6919654,0.8459827,0.6244823,0.81224114,0.710377,0.8551885,0.6321028,0.81605136,0.650658,0.825329,0.6200006,0.8100003,0.71171904,0.8558595,0.74344635,0.8717232,0.6993918,0.8496959
98267,0.5919541,0.79597706,0.5943686,0.7971843,0.56091964,0.7804598,0.6506307,0.82531536,0.61590815,0.8079541,0.5820559,0.79102796,0.5825074,0.7912537,0.65424466,0.82712233,0.71115315,0.8555766,0.6572695,0.82863474
98268,0.6218127,0.81090635,0.6588345,0.8294172,0.6552815,0.8276408,0.66787577,0.8339379,0.60067606,0.80033803,0.62968755,0.8148438,0.54558396,0.772792,0.67548895,0.8377445,0.67165685,0.8358284,0.65447354,0.8272368
98269,0.6362647,0.81813234,0.6258811,0.81294054,0.58482003,0.79241,0.6178578,0.8089289,0.6403098,0.8201549,0.67285246,0.83642626,0.619897,0.8099485,0.68639684,0.8431984,0.71889746,0.85944873,0.65880364,0.82940185
98270,0.5979307,0.79896533,0.5914004,0.7957002,0.5165833,0.75829166,0.611702,0.805851,0.57199097,0.7859955,0.6293581,0.814679,0.6060348,0.8030174,0.65629756,0.8281488,0.71479404,0.857397,0.6505455,0.82527274
98271,0.576267,0.7881335,0.5774252,0.7887126,0.51576394,0.757882,0.5759727,0.78798634,0.5980818,0.7990409,0.7369203,0.8684602,0.68177354,0.8408868,0.7183044,0.8591522,0.7710533,0.88552666,0.78480613,0.89240307
98272,0.64549077,0.8227454,0.66099405,0.830497,0.61515856,0.8075793,0.62143946,0.8107197,0.6871252,0.8435626,0.79693246,0.8984662,0.7249689,0.86248446,0.8021946,0.9010973,0.78302526,0.89151263,0.8267721,0.91338605
98273,0.7384366,0.8692183,0.7278019,0.86390096,0.6816416,0.8408208,0.6866747,0.84333736,0.74248815,0.8712441,0.80812204,0.904061,0.7202873,0.86014366,0.85051507,0.92525756,0.8191366,0.9095683,0.83743507,0.9187175
98274,0.7422566,0.8711283,0.7072606,0.8536303,0.66822994,0.83411497,0.70469093,0.85234547,0.7611208,0.8805604,0.84889543,0.9244477,0.77657807,0.88828903,0.8461709,0.92308545,0.8104652,0.9052326,0.8485599,0.9242799
98275,0.6901694,0.84508467,0.62588274,0.8129414,0.598102,0.799051,0.611969,0.8059845,0.7091186,0.8545593,0.7909527,0.89547634,0.73759556,0.8687978,0.755944,0.877972,0.7295503,0.8647752,0.7573347,0.87866735
98276,0.64403594,0.82201797,0.6470327,0.82351637,0.57654965,0.7882748,0.6228207,0.8114103,0.6817563,0.8408781,0.730281,0.8651405,0.7093692,0.8546846,0.75553393,0.87776697,0.7784257,0.88921285,0.7698922,0.8849461
98277,0.59676766,0.79838383,0.62718624,0.81359315,0.5154026,0.7577013,0.63140005,0.81570005,0.623278,0.811639,0.70745885,0.8537294,0.69872737,0.8493637,0.7005385,0.85026926,0.7272531,0.86362654,0.7292461,0.86462307
98278,0.700192,0.850096,0.64047164,0.82023585,0.60864663,0.8043233,0.6710521,0.83552605,0.70293,0.851465,0.80835974,0.9041799,0.7298191,0.8649095,0.762213,0.8811065,0.7809942,0.8904971,0.819741,0.9098705
98279,0.7167671,0.85838354,0.6774844,0.8387422,0.6361171,0.81805855,0.70769083,0.8538454,0.7010811,0.8505405,0.79572964,0.8978648,0.7101717,0.85508585,0.78830415,0.89415205,0.77982914,0.8899146,0.79021466,0.8951073
98280,0.6606822,0.8303411,0.6459696,0.8229848,0.5858615,0.7929307,0.6778527,0.8389263,0.6388801,0.81944,0.72219825,0.8610991,0.6805645,0.84028226,0.7160425,0.85802126,0.74333334,0.87166667,0.74789596,0.873948
98281,0.63304746,0.81652373,0.60230345,0.80115175,0.5658665,0.78293324,0.63418317,0.8170916,0.60780907,0.80390453,0.7087388,0.8543694,0.64172626,0.8208631,0.6957839,0.8478919,0.71788657,0.8589433,0.70077837,0.8503892
98282,0.6273149,0.81365746,0.68452084,0.8422604,0.6012721,0.80063605,0.60367435,0.8018372,0.66739184,0.8336959,0.7244373,0.8622186,0.7359474,0.8679737,0.7637162,0.8818581,0.73904526,0.86952263,0.74126434,0.8706322
98283,0.7465142,0.8732571,0.68058527,0.84029263,0.63715124,0.8185756,0.70752263,0.8537613,0.7445152,0.8722576,0.8019146,0.9009573,0.744735,0.8723675,0.8010456,0.9005228,0.7622304,0.8811152,0.8011944,0.9005972
98284,0.446123,0.7230615,0.4845846,0.7422923,0.40359443,0.70179725,0.45469376,0.7273469,0.50228417,0.7511421,0.56584704,0.7829235,0.6041144,0.8020572,0.5902827,0.79514134,0.62869895,0.8143495,0.6219023,0.8109511
98285,0.59076154,0.7953808,0.5720952,0.7860476,0.5001967,0.75009835,0.5837259,0.79186296,0.58804715,0.7940236,0.6851021,0.84255105,0.6406336,0.8203168,0.6752095,0.83760476,0.7231327,0.86156636,0.6962222,0.8481111
98286,0.6316085,0.81580424,0.64441085,0.8222054,0.6115976,0.80579877,0.56951106,0.7847555,0.65346515,0.8267326,0.7286246,0.8643123,0.6818385,0.84091926,0.7526369,0.87631845,0.7280707,0.86403537,0.74036664,0.87018335
98287,0.67776525,0.8388826,0.67487365,0.8374368,0.6358937,0.81794685,0.6441181,0.82205904,0.68400615,0.8420031,0.78823674,0.89411837,0.6989156,0.8494578,0.8153366,0.9076683,0.7656318,0.8828159,0.7796732,0.8898366
98288,0.5163064,0.7581532,0.55527234,0.7776362,0.5199287,0.75996435,0.48707443,0.7435372,0.5189762,0.7594881,0.5301039,0.76505196,0.5179275,0.75896376,0.61322165,0.8066108,0.6200256,0.8100128,0.58009315,0.7900466
98289,0.624268,0.812134,0.62162316,0.8108116,0.5761718,0.78808594,0.6150149,0.80750746,0.6100589,0.80502945,0.6997527,0.84987634,0.65964127,0.82982063,0.6981897,0.84909487,0.7171409,0.85857046,0.74078715,0.8703936
98290,0.6389571,0.8194785,0.6315496,0.8157748,0.5762676,0.7881338,0.5928883,0.7964442,0.6893978,0.8446989,0.7571506,0.8785753,0.7409098,0.8704549,0.7480944,0.87404716,0.75489086,0.87744546,0.7875937,0.89379686
98291,0.6751816,0.8375908,0.6636396,0.8318198,0.63207823,0.8160391,0.6124203,0.80621016,0.68883884,0.8444194,0.76196754,0.88098377,0.7139137,0.85695684,0.7484158,0.8742079,0.759018,0.879509,0.7836056,0.8918028
98292,0.63854957,0.8192748,0.7076429,0.85382146,0.6098299,0.80491495,0.6659876,0.8329938,0.71321523,0.8566076,0.7096205,0.85481024,0.72611415,0.8630571,0.756958,0.878479,0.75685024,0.8784251,0.7548008,0.8774004
98293,0.6310787,0.81553936,0.6221837,0.81109184,0.5475465,0.77377325,0.5959525,0.79797626,0.65578485,0.8278924,0.7533189,0.87665945,0.7050016,0.8525008,0.74489796,0.872449,0.7628765,0.88143826,0.7612505,0.88062525
98294,0.63929284,0.8196464,0.59696496,0.7984825,0.5820548,0.7910274,0.6532441,0.826622,0.64086294,0.8204315,0.7119248,0.8559624,0.64223564,0.8211178,0.71711826,0.85855913,0.7243018,0.8621509,0.7178222,0.8589111
98295,0.6177856,0.8088928,0.63775086,0.81887543,0.5848419,0.792421,0.620695,0.8103475,0.63975525,0.8198776,0.7458255,0.87291276,0.73554724,0.86777365,0.7419653,0.87098265,0.7851509,0.89257544,0.80572057,0.9028603
98296,0.6607177,0.83035886,0.69266075,0.8463304,0.594731,0.7973655,0.61838865,0.8091943,0.6923989,0.84619945,0.77178967,0.88589483,0.7206366,0.8603183,0.78016496,0.8900825,0.77861553,0.88930774,0.8059089,0.90295446
98297,0.7233561,0.86167806,0.70058966,0.8502948,0.6519087,0.8259543,0.7123942,0.8561971,0.7058165,0.85290825,0.7433623,0.87168115,0.7248893,0.86244464,0.7780576,0.8890288,0.8086312,0.9043156,0.8184351,0.90921754
98298,0.6524675,0.82623374,0.6429359,0.82146794,0.6163225,0.80816126,0.68294656,0.8414733,0.6205356,0.8102678,0.67104286,0.83552146,0.6719323,0.8359661,0.700155,0.8500775,0.74105465,0.8705273,0.7366147,0.86830735
98299,0.5127289,0.75636446,0.5580646,0.7790323,0.50500256,0.75250125,0.53013015,0.7650651,0.5358666,0.7679333,0.5186192,0.7593096,0.5017562,0.7508781,0.57980466,0.7899023,0.50924194,0.75462097,0.50906444,0.7545322
98300,0.6625054,0.8312527,0.67821336,0.8391067,0.63553303,0.81776655,0.6067596,0.8033798,0.6844872,0.8422436,0.72107184,0.8605359,0.7051324,0.85256624,0.7716886,0.8858443,0.7282052,0.8641026,0.7608442,0.8804221
98301,0.49724054,0.7486203,0.49568594,0.74784297,0.44715464,0.7235773,0.44458443,0.7222922,0.5506693,0.77533466,0.64733624,0.8236681,0.6299703,0.81498516,0.6106756,0.8053378,0.6554922,0.8277461,0.68666965,0.8433348
98302,0.75111794,0.875559,0.7107342,0.85536706,0.6614091,0.83070457,0.7297399,0.86486995,0.7530235,0.87651175,0.80101585,0.9005079,0.749761,0.8748805,0.8053169,0.90265846,0.7918923,0.89594615,0.81945,0.909725
98303,0.6746292,0.8373146,0.6359322,0.8179661,0.58865106,0.79432553,0.62646323,0.8132316,0.7062396,0.8531198,0.8234667,0.9117334,0.7363207,0.86816037,0.75554454,0.8777723,0.79039764,0.8951988,0.8298146,0.91490734
98304,0.79763186,0.89881593,0.76754427,0.88377213,0.7017565,0.85087824,0.68617874,0.84308934,0.7852823,0.8926412,0.8373841,0.91869205,0.77839255,0.8891963,0.8476872,0.9238436,0.8338016,0.9169008,0.8367522,0.9183761
98305,0.7739574,0.8869787,0.73204917,0.8660246,0.69900453,0.84950227,0.73095846,0.86547923,0.7088797,0.85443985,0.80568016,0.9028401,0.71419805,0.85709906,0.8263546,0.9131773,0.797305,0.8986525,0.81031,0.905155
98306,0.65788984,0.8289449,0.66872835,0.8343642,0.6303876,0.8151938,0.6529076,0.8264538,0.66491747,0.83245873,0.7212738,0.8606369,0.66867363,0.8343368,0.75805163,0.8790258,0.75623655,0.8781183,0.74420905,0.8721045
98307,0.53603995,0.76802,0.61003566,0.8050178,0.50800216,0.7540011,0.5710864,0.7855432,0.5684415,0.78422076,0.62645644,0.81322825,0.62160623,0.8108031,0.6901395,0.84506977,0.68511236,0.8425562,0.67230666,0.8361533
98308,0.63788164,0.8189408,0.7130791,0.85653955,0.5883335,0.79416674,0.6058639,0.80293196,0.66943717,0.8347186,0.75423706,0.8771185,0.7170967,0.85854834,0.7687814,0.8843907,0.7900151,0.89500755,0.7767129,0.88835645
98309,0.58572984,0.7928649,0.61190516,0.80595255,0.5453248,0.7726624,0.55190945,0.7759547,0.60278964,0.8013948,0.6729007,0.83645034,0.6566133,0.8283067,0.7056258,0.8528129,0.7386452,0.8693226,0.6973086,0.84865427
98310,0.80747604,0.903738,0.709172,0.854586,0.72353125,0.8617656,0.65837836,0.8291892,0.75368524,0.8768426,0.8021339,0.90106696,0.712523,0.8562615,0.7969937,0.89849687,0.71482456,0.8574123,0.77303326,0.88651663
98311,0.6725787,0.83628935,0.6627867,0.83139336,0.6000652,0.8000326,0.6047381,0.80236906,0.6747408,0.8373704,0.73956776,0.8697839,0.7377666,0.8688833,0.7108395,0.85541975,0.764531,0.8822655,0.78002715,0.8900136
98312,0.66708785,0.8335439,0.72706306,0.86353153,0.6138841,0.80694205,0.6601769,0.83008844,0.713419,0.8567095,0.74325716,0.8716286,0.78268933,0.89134467,0.80395985,0.9019799,0.7369385,0.86846924,0.7793628,0.8896814
98313,0.6965201,0.84826005,0.6739571,0.83697855,0.64845943,0.8242297,0.6532537,0.82662684,0.6957667,0.84788334,0.78894687,0.89447343,0.6745765,0.83728826,0.7882982,0.89414907,0.7833956,0.89169776,0.7964971,0.89824855
98314,0.7199098,0.8599549,0.7170718,0.8585359,0.6615312,0.8307656,0.6968337,0.84841686,0.72654784,0.8632739,0.7876432,0.8938216,0.7156608,0.8578304,0.8101131,0.90505654,0.78721106,0.89360553,0.8089522,0.9044761
98315,0.5723603,0.78618014,0.599875,0.7999375,0.57147294,0.78573644,0.5917584,0.7958792,0.5762411,0.7881205,0.6682113,0.8341056,0.61500204,0.807501,0.65891147,0.82945573,0.71078026,0.85539013,0.6694103,0.8347051
98316,0.7773893,0.88869464,0.7307294,0.8653647,0.7056453,0.85282266,0.68201387,0.84100693,0.7761716,0.88808584,0.86394775,0.9319739,0.74577165,0.8728858,0.8402083,0.92010415,0.80044746,0.90022373,0.82947457,0.9147373
98317,0.65458155,0.8272908,0.5950565,0.79752827,0.5389118,0.7694559,0.538556,0.769278,0.6732273,0.83661366,0.8257139,0.91285694,0.75899655,0.87949824,0.71166843,0.85583425,0.7366148,0.8683074,0.8228661,0.91143304
98318,0.6880992,0.8440496,0.6961619,0.848081,0.6281638,0.8140819,0.6984477,0.84922385,0.7188433,0.8594216,0.769423,0.8847115,0.7512916,0.87564576,0.790781,0.8953905,0.8029567,0.90147835,0.8205644,0.9102822
