Unnamed: 0,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_doordash_pm_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_doordash_pm_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_apple_pm_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_apple_pm_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_samsara_pm_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_samsara_pm_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_yelp_pm_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_yelp_pm_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_match_pm_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_match_pm_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_i2c_ux_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_i2c_ux_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_adobe_ux_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_adobe_ux_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_amazon_ux_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_amazon_ux_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_rowan_ux_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_rowan_ux_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_google_ux_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_google_ux_Score
7630,0.67466885,0.8373344,0.71243227,0.85621613,0.5992414,0.7996207,0.61291313,0.80645657,0.6600174,0.8300087,0.66820073,0.83410037,0.6741035,0.83705175,0.7276611,0.86383057,0.6733395,0.83666974,0.7283869,0.86419344
7654,0.61723256,0.8086163,0.65792567,0.8289628,0.6135504,0.8067752,0.5260678,0.76303387,0.596191,0.79809546,0.58580816,0.7929041,0.57289135,0.7864457,0.59089035,0.7954452,0.5932927,0.79664636,0.57973975,0.7898699
8890,0.6298884,0.8149442,0.6155539,0.8077769,0.5909759,0.79548794,0.6003847,0.80019236,0.59609467,0.7980473,0.67215455,0.8360773,0.62189484,0.8109474,0.70245975,0.8512299,0.71182275,0.8559114,0.7247176,0.8623588
8916,0.7035996,0.8517998,0.6907342,0.8453671,0.68503034,0.8425152,0.5977967,0.79889834,0.6465246,0.82326233,0.6272261,0.81361306,0.6115316,0.8057658,0.64204717,0.8210236,0.6265714,0.8132857,0.61870503,0.8093525
9028,0.6309496,0.8154748,0.6354251,0.81771255,0.5813869,0.79069346,0.58056045,0.7902802,0.5892855,0.79464275,0.61913717,0.8095686,0.6205461,0.81027305,0.6366324,0.8183162,0.60543615,0.80271804,0.6461901,0.8230951
9066,0.69355977,0.8467799,0.6295023,0.81475115,0.61899376,0.8094969,0.5578594,0.7789297,0.6277564,0.8138782,0.6092731,0.80463654,0.5451225,0.77256125,0.6143737,0.80718684,0.5966141,0.79830706,0.6009173,0.80045867
9445,0.7348945,0.86744726,0.70203996,0.85102,0.70078677,0.8503934,0.6542092,0.82710457,0.68651867,0.84325933,0.701465,0.8507325,0.6528727,0.82643634,0.6967658,0.8483829,0.7048273,0.85241365,0.7126417,0.85632086
9542,0.6951362,0.8475681,0.70272034,0.8513602,0.6360291,0.81801456,0.682328,0.841164,0.69921935,0.8496097,0.6154912,0.8077456,0.56938684,0.7846934,0.6898249,0.8449124,0.6649152,0.8324576,0.60684264,0.8034213
9546,0.719065,0.8595325,0.6593503,0.82967514,0.61816484,0.8090824,0.61688673,0.80844337,0.6508641,0.82543206,0.6574931,0.82874656,0.6364867,0.8182434,0.6658756,0.83293784,0.6600956,0.8300478,0.6466043,0.82330215
9547,0.7397571,0.86987853,0.7006185,0.85030925,0.66468006,0.83234,0.6606802,0.8303401,0.6448904,0.8224452,0.6447514,0.8223757,0.63258123,0.8162906,0.6789478,0.8394739,0.6797261,0.83986306,0.6589996,0.82949984
9583,0.68354416,0.8417721,0.65963274,0.82981634,0.6271273,0.81356364,0.6271032,0.8135516,0.62748075,0.8137404,0.60378385,0.8018919,0.5772676,0.7886338,0.6121379,0.80606896,0.624586,0.812293,0.59396744,0.7969837
9587,0.7140554,0.8570277,0.6687025,0.83435124,0.66064095,0.8303205,0.5759858,0.7879929,0.62628144,0.81314075,0.7186438,0.8593219,0.6297249,0.8148625,0.66288507,0.83144253,0.67206717,0.8360336,0.70325696,0.8516285
12037,0.7493093,0.87465465,0.7635324,0.8817662,0.74814785,0.8740739,0.66742134,0.8337107,0.7427667,0.8713833,0.77937603,0.889688,0.73555994,0.86777997,0.8000306,0.9000153,0.7764977,0.88824886,0.79496014,0.8974801
12116,0.63718987,0.81859493,0.61859477,0.8092974,0.62858367,0.81429183,0.57676446,0.78838223,0.58743787,0.79371893,0.6148244,0.8074122,0.59643865,0.7982193,0.62789047,0.81394523,0.59316814,0.79658407,0.63150775,0.8157539
12122,0.7076595,0.85382974,0.63467914,0.81733954,0.6346277,0.81731385,0.5494182,0.7747091,0.6217775,0.81088877,0.65764475,0.8288224,0.5336804,0.7668402,0.63737017,0.81868505,0.60943425,0.8047171,0.5980358,0.7990179
12124,0.558344,0.779172,0.57562906,0.7878145,0.54098904,0.7704945,0.5144398,0.7572199,0.499844,0.74992204,0.5519258,0.7759629,0.53301966,0.76650983,0.54222286,0.7711114,0.5457576,0.77287877,0.55838305,0.7791915
12141,0.72292566,0.86146283,0.6746169,0.8373084,0.6516692,0.82583463,0.5854018,0.7927009,0.6962264,0.8481132,0.68505603,0.842528,0.6790031,0.83950156,0.655965,0.8279825,0.6608958,0.8304479,0.68202513,0.8410126
12143,0.617103,0.8085515,0.6594695,0.82973474,0.6111945,0.80559725,0.5558814,0.7779407,0.5578361,0.778918,0.57247317,0.7862366,0.5431827,0.7715913,0.6204212,0.8102106,0.5688436,0.7844218,0.5962292,0.7981146
12149,0.68920857,0.84460425,0.7110468,0.8555234,0.72366065,0.86183035,0.5953552,0.79767764,0.6759325,0.83796626,0.67368674,0.8368434,0.68177366,0.84088683,0.6902392,0.8451196,0.69931346,0.8496567,0.7085681,0.85428405
12161,0.5840694,0.7920347,0.5829774,0.7914887,0.54137397,0.770687,0.5422045,0.77110225,0.5330808,0.7665404,0.5758612,0.7879306,0.5806085,0.79030424,0.58128786,0.79064393,0.60280085,0.8014004,0.59459823,0.79729915
12252,0.6625478,0.8312739,0.67372173,0.8368609,0.6195735,0.80978674,0.6376939,0.81884694,0.6505482,0.8252741,0.6595073,0.82975364,0.6251796,0.81258976,0.70476747,0.85238373,0.6841637,0.84208184,0.702594,0.851297
12408,0.62504536,0.81252265,0.66219926,0.8310996,0.6052294,0.8026147,0.58039606,0.790198,0.60517573,0.80258787,0.6242371,0.81211853,0.6140526,0.80702627,0.64625376,0.8231269,0.629515,0.81475747,0.6553254,0.8276627
12409,0.68380594,0.841903,0.6555024,0.82775116,0.61575955,0.8078798,0.57386756,0.7869338,0.6361376,0.8180688,0.68249345,0.8412467,0.65467894,0.8273395,0.6846246,0.84231234,0.6602093,0.83010465,0.69811237,0.8490562
12410,0.7434803,0.87174016,0.71336114,0.8566806,0.7136759,0.856838,0.60800946,0.8040047,0.6887085,0.8443543,0.7074721,0.85373604,0.6550516,0.8275258,0.72109723,0.8605486,0.6755433,0.83777165,0.67474717,0.8373736
12418,0.68052006,0.84026,0.6550741,0.82753706,0.657022,0.828511,0.5717895,0.78589475,0.62498176,0.8124909,0.6795796,0.8397898,0.6239611,0.81198055,0.6694155,0.83470774,0.62894,0.81447,0.6730557,0.8365278
12422,0.65212667,0.82606333,0.6187084,0.8093542,0.60074735,0.8003737,0.5267482,0.7633741,0.64231884,0.8211594,0.65390176,0.8269509,0.6142004,0.8071002,0.61842287,0.80921143,0.6207811,0.8103906,0.6468224,0.8234112
12435,0.5522893,0.7761446,0.5290593,0.76452965,0.53317523,0.7665876,0.50797284,0.7539864,0.5010368,0.75051844,0.5044219,0.752211,0.51547337,0.7577367,0.5134467,0.75672334,0.51993346,0.75996673,0.5197463,0.75987315
12436,0.63915527,0.81957763,0.6242051,0.81210256,0.60153157,0.80076575,0.5716992,0.7858496,0.54874635,0.7743732,0.5689416,0.7844708,0.54155225,0.77077615,0.60763526,0.80381763,0.58125764,0.7906288,0.56453204,0.782266
12437,0.731195,0.8655975,0.6682546,0.8341273,0.63079154,0.8153958,0.6202011,0.81010056,0.6842642,0.8421321,0.73311365,0.8665568,0.6686589,0.8343295,0.7216857,0.8608428,0.64357245,0.8217862,0.70736825,0.8536841
12447,0.75473887,0.8773694,0.7469678,0.8734839,0.6925696,0.8462848,0.6714418,0.8357209,0.70399624,0.8519981,0.66354376,0.83177185,0.66990715,0.83495355,0.71121466,0.85560733,0.680997,0.8404985,0.66679823,0.8333991
12448,0.781241,0.89062047,0.7632321,0.88161606,0.7151682,0.8575841,0.6878507,0.84392536,0.75107324,0.8755366,0.72549117,0.8627456,0.71013314,0.85506654,0.75040746,0.8752037,0.72392416,0.8619621,0.7305726,0.8652863
12449,0.7054342,0.8527171,0.62310594,0.811553,0.6171658,0.8085829,0.5662925,0.78314626,0.6168498,0.8084249,0.698516,0.849258,0.5873498,0.7936749,0.63987684,0.8199384,0.6214653,0.81073266,0.63020146,0.8151007
12450,0.6733053,0.83665264,0.6502175,0.82510877,0.6312556,0.8156278,0.5663595,0.78317976,0.623387,0.8116935,0.6631161,0.83155805,0.6345649,0.81728244,0.65509313,0.8275466,0.626845,0.8134225,0.6529045,0.82645226
12451,0.66515255,0.8325763,0.64236987,0.82118493,0.67398,0.83699,0.5235053,0.7617526,0.60336626,0.8016831,0.5897502,0.7948751,0.5276723,0.76383615,0.6004038,0.8002019,0.56856203,0.784281,0.56876814,0.7843841
12452,0.68682396,0.843412,0.5903063,0.79515314,0.65426004,0.82713,0.5321151,0.76605755,0.64282084,0.8214104,0.6585444,0.8292722,0.5288724,0.7644362,0.6436907,0.82184535,0.5937704,0.7968852,0.61017823,0.8050891
12453,0.7180321,0.85901606,0.7072916,0.8536458,0.6502895,0.82514477,0.61804914,0.8090246,0.6756513,0.83782566,0.67211676,0.8360584,0.642135,0.8210675,0.7155764,0.8577882,0.64805675,0.8240284,0.6785412,0.8392706
12454,0.6961918,0.8480959,0.68605566,0.84302783,0.61033964,0.8051698,0.59444755,0.7972238,0.704768,0.852384,0.6681764,0.8340882,0.6647494,0.8323747,0.6810787,0.84053934,0.6969205,0.84846026,0.67639667,0.8381983
12455,0.7214624,0.86073124,0.6758905,0.8379452,0.69999397,0.849997,0.6163409,0.80817044,0.6341526,0.8170763,0.697057,0.8485285,0.5992626,0.7996313,0.68833286,0.8441664,0.7113544,0.8556772,0.6875067,0.84375334
12456,0.80444133,0.90222067,0.7218785,0.86093926,0.72486246,0.8624312,0.63946843,0.8197342,0.71326566,0.8566328,0.71067214,0.85533607,0.6497939,0.82489693,0.7070327,0.85351634,0.6402237,0.8201119,0.66533864,0.8326693
12457,0.71322036,0.8566102,0.6719761,0.83598804,0.71766955,0.85883474,0.6114622,0.80573106,0.664677,0.8323385,0.71984565,0.8599228,0.66477776,0.8323889,0.7191384,0.8595692,0.65698814,0.8284941,0.666849,0.8334245
12458,0.81510746,0.90755373,0.7539099,0.8769549,0.7449486,0.8724743,0.6580185,0.8290093,0.7239728,0.8619864,0.7867328,0.8933664,0.6871841,0.84359205,0.7752674,0.8876337,0.74115694,0.87057847,0.75097275,0.8754864
12459,0.6916769,0.8458384,0.63799,0.818995,0.6285553,0.81427765,0.5489547,0.77447736,0.6459482,0.8229741,0.69243956,0.8462198,0.64257425,0.82128716,0.6563878,0.8281939,0.6241956,0.8120978,0.6649976,0.8324988
12460,0.77970743,0.8898537,0.70141107,0.8507055,0.71165353,0.85582674,0.60937786,0.80468893,0.75639796,0.878199,0.8222039,0.91110194,0.7167159,0.8583579,0.766098,0.883049,0.7452587,0.87262934,0.76339465,0.8816973
12461,0.71964705,0.8598235,0.60154307,0.80077153,0.6971781,0.84858906,0.5572533,0.7786267,0.6244006,0.8122003,0.6956033,0.8478017,0.5150839,0.75754195,0.6424664,0.8212332,0.61627084,0.8081354,0.6279888,0.8139944
12462,0.7143256,0.85716283,0.69058233,0.84529114,0.71418977,0.8570949,0.5950262,0.7975131,0.6919068,0.8459534,0.76300853,0.8815043,0.63951683,0.8197584,0.7370782,0.8685391,0.7316984,0.8658492,0.73197186,0.86598593
12463,0.62927663,0.8146383,0.57710284,0.78855145,0.5815952,0.7907976,0.5332011,0.76660055,0.60146093,0.80073047,0.69225836,0.8461292,0.6359316,0.8179658,0.6184919,0.80924594,0.67664444,0.8383222,0.6859704,0.8429852
12464,0.7854238,0.8927119,0.71926224,0.8596311,0.7181859,0.85909295,0.6209822,0.8104911,0.7305069,0.86525345,0.77875185,0.8893759,0.6903385,0.84516925,0.74821293,0.87410647,0.6974986,0.8487493,0.7387703,0.8693851
12465,0.6580435,0.82902175,0.7033191,0.85165954,0.67378676,0.8368934,0.5865598,0.7932799,0.65184057,0.8259203,0.6124414,0.8062207,0.6672694,0.83363473,0.66408575,0.8320429,0.6569658,0.82848287,0.64238465,0.8211923
12466,0.61686134,0.8084307,0.55771136,0.7788557,0.55036896,0.7751845,0.4808581,0.74042904,0.5656231,0.7828115,0.6397561,0.81987804,0.5478035,0.77390176,0.5777601,0.78888005,0.58078337,0.7903917,0.60566366,0.8028318
12467,0.6532862,0.8266431,0.6665175,0.83325875,0.6116746,0.8058373,0.6011019,0.80055094,0.5830865,0.79154325,0.6871064,0.8435532,0.63298726,0.81649363,0.7117162,0.8558581,0.7023885,0.85119426,0.71239674,0.8561984
12468,0.610189,0.8050945,0.57835996,0.78918,0.6262213,0.81311065,0.5645199,0.78225994,0.61875355,0.8093768,0.6232734,0.8116367,0.6254697,0.81273484,0.5942956,0.7971478,0.64866865,0.8243343,0.6274019,0.8137009
12469,0.580351,0.7901755,0.61465216,0.8073261,0.55128783,0.77564394,0.52000535,0.7600027,0.54521143,0.7726057,0.5895817,0.79479086,0.56646293,0.7832315,0.6205201,0.81026006,0.65414715,0.8270736,0.66023123,0.8301156
12470,0.76277673,0.88138837,0.74032545,0.8701627,0.7353672,0.8676836,0.66106224,0.8305311,0.74950886,0.8747544,0.754228,0.877114,0.7342595,0.86712974,0.7727672,0.8863836,0.6991092,0.8495546,0.7319881,0.86599404
12471,0.6992982,0.8496491,0.6912235,0.84561175,0.6499361,0.82496804,0.6177358,0.80886793,0.6592581,0.82962906,0.6757246,0.8378623,0.64190966,0.8209548,0.67795324,0.8389766,0.6718439,0.83592194,0.69239044,0.8461952
12472,0.6908742,0.8454371,0.7364458,0.8682229,0.64516854,0.8225843,0.6635965,0.83179826,0.67572427,0.83786213,0.6721095,0.83605474,0.65630984,0.8281549,0.7405875,0.87029374,0.7071912,0.8535956,0.6868553,0.84342766
12473,0.7283809,0.86419046,0.672912,0.836456,0.6624978,0.8312489,0.63347363,0.8167368,0.6942787,0.84713936,0.736895,0.86844754,0.69819635,0.8490982,0.71568525,0.8578426,0.6801256,0.8400628,0.74645716,0.87322855
12474,0.5777316,0.7888658,0.5620998,0.7810499,0.5728047,0.78640234,0.54632294,0.7731615,0.53197926,0.76598966,0.58942217,0.7947111,0.52027524,0.7601376,0.60145044,0.8007252,0.61431944,0.8071597,0.5887878,0.7943939
12475,0.64887285,0.8244364,0.6316284,0.8158142,0.5924815,0.79624075,0.59753335,0.7987667,0.6194671,0.8097335,0.61213714,0.80606854,0.62338567,0.81169283,0.6084569,0.8042284,0.65160555,0.8258028,0.6214452,0.8107226
12476,0.70578086,0.85289043,0.7144549,0.85722744,0.63664746,0.81832373,0.61808,0.80904,0.70397544,0.8519877,0.6707171,0.83535856,0.7207707,0.86038536,0.71736157,0.8586808,0.67815846,0.83907926,0.6936716,0.8468358
12477,0.64889604,0.824448,0.6210052,0.8105026,0.5948596,0.7974298,0.603631,0.8018155,0.6137717,0.80688584,0.6440525,0.82202625,0.63348734,0.8167437,0.6522707,0.82613534,0.6243632,0.8121816,0.67899764,0.8394988
12478,0.73910826,0.86955416,0.677785,0.83889246,0.6758598,0.8379299,0.6268585,0.81342924,0.6781103,0.8390552,0.767138,0.883569,0.664289,0.8321445,0.73882693,0.8694135,0.7136487,0.85682434,0.744766,0.872383
12479,0.6963209,0.84816045,0.62382424,0.8119121,0.6785395,0.83926976,0.54311955,0.7715598,0.6480282,0.82401407,0.73943603,0.869718,0.61187786,0.80593896,0.6870338,0.8435169,0.6651082,0.8325541,0.6822872,0.8411436
12480,0.72271276,0.8613564,0.6711786,0.8355893,0.6937886,0.84689426,0.631117,0.8155585,0.6482012,0.8241006,0.6719303,0.83596516,0.5614309,0.78071547,0.6928574,0.8464287,0.6465841,0.823292,0.63663644,0.81831825
12481,0.69735014,0.8486751,0.6815227,0.84076136,0.6723696,0.8361848,0.6474145,0.8237072,0.643669,0.8218345,0.7003528,0.8501764,0.64494926,0.8224746,0.72289395,0.861447,0.7275423,0.86377114,0.70806444,0.8540322
12482,0.7644175,0.88220876,0.7168269,0.85841346,0.7065307,0.85326535,0.6636281,0.83181405,0.72833204,0.864166,0.758727,0.87936354,0.71333295,0.85666645,0.7482281,0.87411404,0.7184894,0.8592447,0.7512496,0.8756248
12483,0.6512125,0.8256062,0.6422106,0.8211053,0.640079,0.8200395,0.599873,0.79993653,0.6250713,0.81253564,0.6504145,0.82520723,0.6456109,0.82280546,0.6639482,0.8319741,0.63709116,0.8185456,0.6706753,0.83533764
12484,0.6807618,0.8403809,0.6284892,0.8142446,0.6405131,0.8202566,0.5486198,0.7743099,0.6293995,0.81469977,0.6693425,0.83467126,0.5945358,0.7972679,0.64410293,0.82205147,0.62282073,0.81141037,0.6445292,0.8222646
12485,0.6372404,0.8186202,0.62299395,0.811497,0.61745036,0.8087252,0.53702307,0.76851153,0.6107479,0.8053739,0.6761645,0.83808225,0.6435244,0.8217622,0.6728945,0.83644724,0.6233257,0.81166285,0.67640024,0.8382001
12486,0.7419898,0.8709949,0.7720236,0.88601184,0.691218,0.845609,0.6381986,0.8190993,0.7248335,0.86241674,0.70745087,0.85372543,0.7327168,0.8663584,0.7521639,0.87608194,0.7179785,0.85898924,0.73002493,0.86501247
12487,0.7497157,0.87485784,0.7237278,0.8618639,0.70606256,0.8530313,0.61322355,0.8066118,0.6952939,0.84764695,0.7227471,0.86137354,0.681061,0.8405305,0.72934544,0.8646727,0.6952877,0.84764385,0.71203953,0.85601974
12488,0.65575516,0.8278776,0.699352,0.849676,0.6206647,0.81033236,0.6188606,0.8094303,0.6433679,0.82168394,0.65092963,0.82546484,0.6343412,0.8171706,0.68946266,0.84473133,0.6757997,0.83789986,0.67898655,0.8394933
12489,0.59918845,0.7995942,0.6025594,0.80127966,0.6243835,0.8121917,0.5361687,0.76808435,0.5660348,0.7830174,0.6110995,0.80554974,0.5886917,0.79434586,0.6367293,0.8183646,0.5934595,0.79672974,0.5957622,0.7978811
12490,0.5958832,0.79794157,0.56560427,0.7828021,0.5587773,0.77938867,0.52893627,0.76446813,0.5491784,0.7745892,0.6218071,0.81090355,0.5756368,0.78781843,0.5598918,0.7799459,0.59474874,0.79737437,0.6025498,0.8012749
12491,0.73388696,0.8669435,0.64309573,0.82154787,0.6844406,0.8422203,0.6025998,0.8012999,0.6524737,0.82623684,0.6928308,0.8464154,0.6183965,0.80919826,0.6727358,0.8363679,0.64362967,0.82181484,0.6697564,0.8348782
12492,0.6755128,0.8377564,0.65723664,0.8286183,0.6714487,0.83572435,0.59184766,0.7959238,0.6296052,0.8148026,0.6437629,0.8218814,0.5834251,0.7917125,0.6798532,0.8399266,0.63795024,0.8189751,0.5887499,0.79437494
12493,0.68017864,0.8400893,0.64157563,0.8207878,0.6655179,0.83275896,0.5880023,0.79400116,0.6238518,0.8119259,0.7034222,0.8517111,0.6229697,0.8114848,0.68487823,0.8424391,0.6632923,0.83164614,0.6743812,0.8371906
12494,0.7019541,0.85097706,0.6817861,0.84089303,0.6550647,0.82753235,0.6185978,0.8092989,0.65570396,0.827852,0.6767801,0.83839005,0.67231935,0.8361597,0.68229514,0.84114754,0.69782716,0.84891355,0.693581,0.8467905
12495,0.6974217,0.8487109,0.6938411,0.84692055,0.64278305,0.8213915,0.60953426,0.80476713,0.6621672,0.8310836,0.7205852,0.8602926,0.65960264,0.8298013,0.7153469,0.8576734,0.7240702,0.8620351,0.7196249,0.85981244
12496,0.7510346,0.8755173,0.70057416,0.8502871,0.7142055,0.85710275,0.62142396,0.810712,0.7135114,0.85675573,0.7780711,0.8890356,0.68218786,0.8410939,0.7564144,0.8782072,0.7710993,0.88554966,0.76485753,0.88242877
12497,0.6516412,0.82582057,0.6629584,0.8314792,0.65521365,0.8276068,0.6000029,0.80000144,0.66005,0.83002496,0.64212,0.82106,0.65423906,0.8271195,0.6826752,0.84133756,0.6326344,0.8163172,0.6395322,0.8197661
12498,0.7634551,0.8817276,0.7637223,0.88186115,0.69712317,0.8485616,0.6759714,0.8379857,0.7068341,0.85341704,0.6987024,0.84935117,0.6811936,0.8405968,0.75009024,0.8750451,0.6886276,0.8443138,0.6938547,0.84692734
12499,0.6714112,0.83570564,0.65389,0.826945,0.6994252,0.8497126,0.56510013,0.7825501,0.6775812,0.8387906,0.68757176,0.8437859,0.6640799,0.83203995,0.70014834,0.8500742,0.63222516,0.8161126,0.6754701,0.83773506
12500,0.75184846,0.8759242,0.7325431,0.86627156,0.7131412,0.8565706,0.6299162,0.8149581,0.75266826,0.87633413,0.71652496,0.8582625,0.74615955,0.8730798,0.7592441,0.87962204,0.7260329,0.8630165,0.73431635,0.8671582
12501,0.4269932,0.71349657,0.4324243,0.71621215,0.42966238,0.7148312,0.40199497,0.7009975,0.41121742,0.7056087,0.38068432,0.6903422,0.37357676,0.6867884,0.3736268,0.6868134,0.40643358,0.7032168,0.35799187,0.67899597
12502,0.7394906,0.8697453,0.752048,0.876024,0.70825315,0.8541266,0.64307415,0.8215371,0.7612274,0.8806137,0.7031554,0.8515777,0.7105538,0.85527694,0.74812883,0.87406445,0.67809707,0.8390485,0.68925625,0.8446281
12503,0.67377126,0.83688563,0.6055504,0.8027752,0.62143844,0.81071925,0.53261423,0.7663071,0.5885364,0.7942682,0.71581924,0.8579096,0.5909755,0.79548776,0.6525829,0.82629144,0.6696937,0.83484685,0.6642878,0.8321439
12504,0.7982786,0.8991393,0.78005946,0.8900297,0.77008843,0.8850442,0.70805705,0.8540285,0.73265344,0.8663267,0.7303741,0.86518705,0.6739039,0.836952,0.78797626,0.89398813,0.69085336,0.8454267,0.69785786,0.8489289
12505,0.68909407,0.84454703,0.6472044,0.8236022,0.67837465,0.8391873,0.5973661,0.79868305,0.62375444,0.81187725,0.6733483,0.83667415,0.57851475,0.7892574,0.6567744,0.8283872,0.68502814,0.84251404,0.6601924,0.8300962
12506,0.6645037,0.83225185,0.6746572,0.8373286,0.6510375,0.8255187,0.58324176,0.79162085,0.63816035,0.8190802,0.65189147,0.82594573,0.6413874,0.82069373,0.64914864,0.82457435,0.6249739,0.81248695,0.66079146,0.8303957
12507,0.61523956,0.8076198,0.5985745,0.79928726,0.5956369,0.7978184,0.55824935,0.7791247,0.5928248,0.7964124,0.5775571,0.78877854,0.5939996,0.7969998,0.6174286,0.8087143,0.59359145,0.7967957,0.6229645,0.81148225
12508,0.7516018,0.8758009,0.68117666,0.84058833,0.6826973,0.84134865,0.5679264,0.7839632,0.72219,0.861095,0.77689594,0.888448,0.68262905,0.84131455,0.73223156,0.8661158,0.6745697,0.83728486,0.7187978,0.8593989
12509,0.72661805,0.863309,0.6519946,0.8259973,0.7235806,0.8617903,0.59223497,0.7961175,0.6859324,0.8429662,0.7532357,0.87661785,0.637395,0.8186975,0.7134347,0.85671735,0.700357,0.8501785,0.7154063,0.85770315
12510,0.6668724,0.8334362,0.669258,0.834629,0.63375264,0.8168763,0.6163218,0.8081609,0.6299938,0.8149969,0.6662123,0.83310616,0.65789783,0.8289489,0.68904686,0.84452343,0.65396035,0.8269802,0.6849811,0.84249055
12511,0.5481677,0.77408385,0.513137,0.7565685,0.50135,0.75067496,0.49420458,0.74710226,0.46735024,0.7336751,0.55728686,0.7786434,0.4867231,0.74336153,0.5131631,0.75658154,0.56766856,0.7838343,0.54219484,0.7710974
12512,0.62253344,0.8112667,0.63252306,0.81626153,0.54828465,0.7741423,0.56362367,0.78181183,0.6078886,0.8039443,0.5648792,0.7824396,0.6046277,0.80231386,0.58961475,0.7948074,0.6412957,0.82064784,0.59468305,0.7973415
12513,0.67151177,0.8357559,0.6200243,0.81001216,0.6415513,0.8207756,0.5704848,0.78524244,0.5815555,0.79077774,0.647456,0.82372797,0.56550384,0.7827519,0.6404263,0.82021314,0.64492214,0.82246107,0.6477339,0.82386696
12514,0.7183121,0.859156,0.702899,0.8514495,0.69122076,0.8456104,0.60974455,0.8048723,0.7077594,0.8538797,0.7052444,0.8526222,0.6401043,0.82005215,0.7348721,0.86743605,0.68010044,0.8400502,0.67924833,0.83962417
12515,0.7594844,0.8797422,0.7292826,0.8646413,0.6891775,0.84458876,0.61902016,0.8095101,0.71474457,0.8573723,0.7515733,0.87578666,0.69853383,0.8492669,0.7454146,0.8727073,0.730898,0.865449,0.74567294,0.8728365
12516,0.65996766,0.82998383,0.6514138,0.8257069,0.6371942,0.8185971,0.61248875,0.8062444,0.6706341,0.835317,0.6284301,0.81421506,0.65979534,0.82989764,0.6660119,0.83300596,0.63718,0.81859,0.6628348,0.83141744
12518,0.685926,0.842963,0.74095464,0.8704773,0.70727754,0.85363877,0.63773584,0.8188679,0.73553014,0.86776507,0.71695983,0.8584799,0.7535889,0.87679446,0.7680479,0.88402396,0.7393446,0.8696723,0.74155027,0.8707751
12519,0.7382674,0.8691337,0.71247077,0.8562354,0.690358,0.84517896,0.6218833,0.81094164,0.6628634,0.8314317,0.63037324,0.8151866,0.6105125,0.80525625,0.6719973,0.83599865,0.62585914,0.8129296,0.6394011,0.81970054
12520,0.6869059,0.84345293,0.6577009,0.82885045,0.6659297,0.83296484,0.5388057,0.76940286,0.64623123,0.8231156,0.6828415,0.84142077,0.58820784,0.7941039,0.6511402,0.8255701,0.6063088,0.8031544,0.6502117,0.82510585
12521,0.7602112,0.8801056,0.6814847,0.84074235,0.7075428,0.8537714,0.602774,0.801387,0.6955702,0.8477851,0.7484864,0.8742432,0.6662079,0.83310395,0.7282344,0.8641172,0.6506901,0.82534504,0.7397867,0.8698933
12523,0.6540871,0.82704353,0.6255692,0.8127846,0.62706625,0.8135331,0.5970993,0.79854965,0.58786213,0.79393107,0.6788342,0.8394171,0.5989774,0.79948866,0.66525686,0.8326284,0.66935825,0.8346791,0.6730603,0.83653015
12525,0.8261745,0.91308725,0.74830604,0.874153,0.76094043,0.8804702,0.65059125,0.8252956,0.8128123,0.90640616,0.79387397,0.896937,0.734712,0.867356,0.7923858,0.8961929,0.7048709,0.85243547,0.7432617,0.87163085
12526,0.7299955,0.86499774,0.66855234,0.8342762,0.67397845,0.8369892,0.6470066,0.82350326,0.6567215,0.82836074,0.6860416,0.8430208,0.6157129,0.80785644,0.6801639,0.84008193,0.65495545,0.8274777,0.65050626,0.8252531
12527,0.756984,0.878492,0.7036176,0.8518088,0.70947766,0.85473883,0.6292403,0.81462014,0.6950623,0.84753114,0.7874476,0.8937238,0.6565186,0.8282593,0.7397255,0.86986274,0.71136504,0.8556825,0.72383213,0.86191607
