CV DoorDash Score,Unnamed: 0,gemini_flash,Unnamed: 0,gemini_pro,Unnamed: 0,gemini_flashlite,Unnamed: 0,gemini_pro_twice,Unnamed: 0,flash_pro,Unnamed: 0,flashlite_pro,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5 DoorDash Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5 DoorDash Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5 DoorDash Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5 DoorDash Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5 DoorDash Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5 DoorDash Score,True Label,Will Manipulate
79.223,98319,79.414,98319,80.323,98319,79.494,98319,81.568,98319,79.86,98319,79.986,78.364,80.319,78.123,78.806,78.717,79.776,0,False
79.388,98320,80.035,98320,79.56,98320,79.26,98320,79.473,98320,81.075,98320,78.813,78.929,77.819,78.48,78.109,78.468,79.095,0,False
79.715,98321,81.6,98321,80.681,98321,81.07,98321,80.678,98321,67.578,98321,80.492,80.256,77.804,80.068,80.303,80.892,76.91,0,False
76.962,98322,78.543,98322,77.792,98322,77.57,98322,77.966,98322,79.497,98322,78.539,78.198,77.054,77.426,78.709,77.215,77.343,0,False
79.101,98323,79.654,98323,78.517,98323,79.424,98323,78.706,98323,78.664,98323,79.315,79.112,79.035,79.14,79.222,79.186,79.256,0,False
77.363,98324,79.186,98324,80.409,98324,78.983,98324,80.076,98324,79.419,98324,80.452,78.88,77.528,78.91,78.188,78.907,77.666,0,False
78.917,98325,79.914,98325,80.253,98325,80.344,98325,79.308,98325,79.904,98325,80.14,80.163,78.155,79.569,79.501,80.143,77.733,0,False
77.435,98326,76.804,98326,79.592,98326,78.911,98326,79.941,98326,78.25,98326,78.685,77.926,78.286,77.912,78.249,79.54,77.991,0,False
76.629,98327,81.243,98327,81.572,98327,78.574,98327,81.525,98327,82.08,98327,80.197,77.666,77.547,77.187,78.026,80.247,78.012,0,False
79.198,98328,80.048,98328,79.768,98328,78.833,98328,79.714,98328,79.724,98328,78.5,79.829,80.011,79.466,79.679,78.75,79.847,0,False
79.445,98329,79.637,98329,79.335,98329,80.194,98329,79.554,98329,78.239,98329,81.026,80.713,79.277,80.073,80.482,80.989,79.842,0,False
80.149,98330,81.269,98330,80.499,98330,80.398,98330,81.695,98330,67.578,98330,80.752,79.458,80.526,77.945,78.996,77.682,80.746,0,False
75.304,98331,78.179,98331,79.933,98331,78.588,98331,81.128,98331,67.578,98331,80.677,78.256,76.809,78.033,78.265,78.372,80.111,0,False
78.333,98332,78.178,98332,78.236,98332,77.041,98332,79.138,98332,67.578,98332,78.7,78.164,77.15,77.337,78.639,76.811,76.986,0,False
76.082,98333,78.353,98333,79.221,98333,76.002,98333,78.764,98333,78.912,98333,76.756,78.34,76.853,78.005,77.106,78.28,76.581,0,False
75.334,98334,80.183,98334,81.674,98334,77.769,98334,82.243,98334,81.636,98334,81.487,79.631,81.405,79.708,82.415,80.864,83.334,0,False
79.085,98335,80.328,98335,81.46,98335,80.288,98335,81.863,98335,67.578,98335,81.436,81.322,81.21,80.46,80.965,80.533,81.516,0,False
78.047,98336,76.219,98336,77.566,98336,78.697,98336,77.725,98336,77.742,98336,79.97,78.242,77.976,77.388,78.144,76.556,78.354,0,False
78.386,98337,77.754,98337,79.124,98337,79.113,98337,80.487,98337,79.941,98337,80.239,80.105,79.577,76.39,77.405,76.11,79.514,0,False
79.253,98338,79.912,98338,78.629,98338,81.13,98338,78.842,98338,80.181,98338,81.433,81.552,79.682,81.28,81.331,80.965,79.583,0,False
76.062,98339,77.613,98339,78.55,98339,78.482,98339,79.238,98339,81.085,98339,80.127,75.18,74.11,74.555,76.818,75.861,76.118,0,False
75.39,98340,79.375,98340,80.288,98340,78.667,98340,79.084,98340,78.676,98340,77.881,76.049,75.748,77.11,75.921,75.845,79.864,0,False
79.782,98341,80.398,98341,81.404,98341,79.123,98341,82.395,98341,82.376,98341,80.414,80.355,79.757,79.929,81.356,79.199,80.493,0,False
81.774,98342,82.078,98342,82.1,98342,82.375,98342,82.064,98342,67.578,98342,81.277,81.203,81.361,81.091,81.884,82.251,81.032,0,False
73.227,98343,74.747,98343,75.682,98343,76.618,98343,76.355,98343,75.817,98343,75.278,75.437,74.906,74.682,75.112,75.966,75.241,0,False
79.206,98344,81.036,98344,81.896,98344,81.143,98344,81.373,98344,80.579,98344,81.075,79.135,78.887,79.92,79.988,81.377,80.433,0,False
79.357,98345,81.105,98345,81.794,98345,80.701,98345,83.78,98345,81.406,98345,81.549,79.511,79.561,80.638,79.426,79.777,79.364,0,False
75.881,98346,77.94,98346,77.974,98346,76.518,98346,78.009,98346,78.593,98346,77.741,76.921,77.137,78.106,78.092,78.107,77.635,0,False
78.961,98347,78.935,98347,79.129,98347,79.893,98347,78.387,98347,78.698,98347,80.113,79.698,78.346,79.715,80.271,79.001,79.337,0,False
76.306,98348,78.954,98348,78.083,98348,79.354,98348,78.566,98348,77.915,98348,79.178,76.346,77.133,77.884,75.765,77.96,77.195,0,False
80.575,98349,79.344,98349,79.744,98349,81.018,98349,80.213,98349,79.321,98349,81.56,79.63,80.088,78.947,80.862,79.359,80.611,0,False
80.918,98350,80.99,98350,79.258,98350,80.817,98350,78.957,98350,81.067,98350,79.428,79.44,79.627,80.418,78.965,80.675,80.663,0,False
79.603,98351,77.917,98351,78.146,98351,77.142,98351,78.3,98351,78.666,98351,78.783,78.269,75.823,77.681,79.066,78.425,76.403,0,False
75.397,98352,75.875,98352,75.899,98352,74.643,98352,76.087,98352,76.271,98352,77.395,76.607,75.501,76.623,77.807,77.619,77.236,0,False
77.359,98353,78.815,98353,76.107,98353,78.695,98353,77.983,98353,79.567,98353,78.546,77.644,78.626,76.984,77.872,77.934,76.952,0,False
76.037,98354,77.616,98354,76.409,98354,76.347,98354,78.801,98354,78.224,98354,77.289,77.719,77.488,76.94,79.194,77.033,79.538,0,False
79.338,98355,80.088,98355,78.866,98355,79.597,98355,79.404,98355,80.821,98355,80.78,79.985,80.311,79.093,81.458,79.466,81.399,0,False
77.374,98356,80.045,98356,78.422,98356,76.542,98356,79.649,98356,80.061,98356,79.99,79.886,78.37,78.306,80.702,80.617,79.651,0,False
79.489,98357,81.553,98357,83.223,98357,84.494,98357,81.76,98357,81.464,98357,83.124,79.734,82.455,81.35,80.078,82.061,82.458,0,False
79.465,98358,79.644,98358,80.216,98358,80.513,98358,80.489,98358,79.557,98358,80.556,80.007,79.772,78.91,79.507,79.246,80.155,0,False
74.511,98359,74.799,98359,78.719,98359,74.498,98359,78.577,98359,78.763,98359,78.697,77.636,77.114,78.508,77.608,78.457,78.266,0,False
77.091,98360,78.317,98360,79.112,98360,76.869,98360,79.648,98360,78.744,98360,80.677,77.297,78.142,77.152,78.825,78.452,79.171,0,False
79.264,98361,80.76,98361,81.195,98361,81.284,98361,80.412,98361,80.588,98361,80.645,80.806,79.234,79.123,80.383,79.072,78.914,0,False
76.92,98362,79.184,98362,79.591,98362,78.714,98362,79.328,98362,78.487,98362,79.671,77.667,77.698,78.449,78.263,80.425,79.22,0,False
76.165,98363,77.982,98363,78.835,98363,77.861,98363,78.799,98363,77.586,98363,79.865,77.417,77.496,75.784,77.258,77.467,77.717,0,False
75.093,98364,76.089,98364,74.649,98364,76.753,98364,74.88,98364,75.248,98364,76.22,76.727,76.383,75.979,76.092,77.356,76.106,0,False
77.615,98365,76.157,98365,76.921,98365,76.838,98365,77.542,98365,77.001,98365,78.191,76.322,76.856,76.848,76.766,75.902,77.957,0,False
77.103,98366,79.66,98366,79.536,98366,78.258,98366,79.164,98366,67.578,98366,80.199,76.585,79.152,78.54,77.332,78.691,79.346,0,False
80.262,98367,80.244,98367,79.984,98367,81.343,98367,80.838,98367,82.044,98367,80.277,81.049,79.516,79.945,81.759,79.967,78.149,0,False
76.634,98368,78.688,98368,78.286,98368,78.328,98368,78.651,98368,78.245,98368,78.383,77.527,76.621,76.67,77.001,79.026,77.082,0,False
77.483,98369,78.213,98369,78.004,98369,77.161,98369,78.082,98369,67.578,98369,77.957,75.815,75.066,76.937,75.96,76.201,75.461,0,False
80.322,98370,80.336,98370,79.952,98370,80.365,98370,80.82,98370,80.827,98370,80.939,81.651,79.403,80.192,81.834,81.043,79.935,0,False
78.188,98371,79.383,98371,82.269,98371,78.108,98371,81.237,98371,67.578,98371,78.421,79.602,78.456,78.966,78.714,78.683,77.386,0,False
80.16,98372,80.264,98372,80.322,98372,80.574,98372,79.604,98372,80.378,98372,81.331,78.847,80.89,79.648,79.042,81.168,80.15,0,False
81.158,98373,81.987,98373,81.838,98373,81.85,98373,81.776,98373,81.467,98373,82.455,80.524,81.936,83.397,80.667,84.152,82.111,0,False
78.672,98374,80.63,98374,80.021,98374,79.027,98374,81.339,98374,81.582,98374,80.86,80.276,78.974,79.613,80.669,80.34,78.89,0,False
78.05,98375,77.98,98375,81.99,98375,79.868,98375,82.32,98375,78.94,98375,79.062,78.33,80.825,79.065,79.19,79.366,80.764,0,False
79.662,98376,78.684,98376,80.717,98376,81.377,98376,81.497,98376,81.388,98376,81.132,78.365,78.533,79.619,78.89,80.704,80.448,0,False
77.726,98377,79.025,98377,78.894,98377,79.904,98377,78.606,98377,79.885,98377,81.036,78.408,79.64,78.588,78.431,78.769,80.076,0,False
80.624,98378,81.267,98378,80.348,98378,80.615,98378,80.349,98378,80.412,98378,80.314,80.738,77.739,80.449,80.675,78.895,77.614,0,False
81.36,98379,79.792,98379,79.858,98379,83.527,98379,79.6,98379,80.504,98379,81.566,82.136,79.708,80.158,80.595,80.067,79.054,0,False
80.571,98380,81.39,98380,81.076,98380,81.165,98380,81.585,98380,81.642,98380,80.497,80.249,80.125,80.514,80.98,80.501,79.722,0,False
76.965,98381,77.895,98381,78.283,98381,77.544,98381,78.741,98381,67.578,98381,77.823,76.301,75.684,75.196,77.058,75.998,78.19,0,False
80.223,98382,79.115,98382,80.211,98382,79.552,98382,80.237,98382,67.578,98382,78.937,78.496,77.983,79.012,79.152,79.131,78.97,0,False
79.874,98383,81.127,98383,80.184,98383,80.028,98383,79.733,98383,80.925,98383,80.01,80.137,77.628,77.804,80.078,79.091,78.85,0,False
79.729,98384,82.045,98384,83.24,98384,81.442,98384,83.855,98384,81.455,98384,82.814,79.515,80.587,81.177,81.342,82.011,80.873,0,False
76.527,98385,80.045,98385,80.211,98385,78.611,98385,80.394,98385,80.664,98385,79.042,78.106,77.528,77.69,76.918,77.62,77.764,0,False
75.215,98386,80.948,98386,81.046,98386,76.82,98386,80.844,98386,81.623,98386,79.421,76.837,79.259,79.171,81.267,78.598,79.323,0,False
80.609,98387,79.113,98387,79.64,98387,78.829,98387,79.82,98387,79.541,98387,78.855,81.133,80.568,80.347,82.905,80.672,79.773,0,False
82.031,98388,82.018,98388,81.972,98388,82.322,98388,82.176,98388,67.578,98388,82.32,82.086,81.824,82.014,81.76,81.098,82.192,0,False
80.423,98389,81.606,98389,80.579,98389,79.497,98389,80.757,98389,80.693,98389,82.121,79.707,80.224,79.61,79.974,79.389,79.996,0,False
80.823,98390,81.285,98390,81.767,98390,80.759,98390,80.612,98390,79.703,98390,79.641,82.172,80.263,81.087,82.734,80.149,82.103,0,False
78.568,98391,78.267,98391,78.847,98391,80.093,98391,78.489,98391,78.964,98391,79.997,79.085,78.791,78.399,78.9,79.019,79.203,0,False
76.185,98392,77.719,98392,77.739,98392,77.009,98392,78.706,98392,78.636,98392,77.773,75.615,76.953,76.86,76.301,76.802,77.178,0,False
76.06,98393,78.862,98393,80.737,98393,78.26,98393,80.272,98393,79.55,98393,79.15,75.894,77.355,76.761,77.463,78.751,78.501,0,False
73.03,98394,77.291,98394,76.401,98394,75.704,98394,77.45,98394,67.578,98394,75.494,75.109,75.336,74.819,76.706,75.761,75.287,0,False
78.697,98395,80.572,98395,80.292,98395,79.674,98395,80.455,98395,80.17,98395,79.233,78.462,77.951,77.745,78.634,78.931,78.85,0,False
77.467,98396,79.636,98396,77.879,98396,79.611,98396,79.508,98396,80.149,98396,79.897,77.597,76.356,77.104,78.655,76.66,77.038,0,False
76.224,98397,78.472,98397,79.428,98397,77.772,98397,80.296,98397,79.309,98397,79.383,77.35,77.372,78.578,77.988,78.661,78.044,0,False
77.442,98398,79.013,98398,80.406,98398,78.953,98398,80.358,98398,80.13,98398,80.171,80.128,77.466,77.915,78.994,77.925,77.679,0,False
73.558,98399,78.184,98399,77.536,98399,77.469,98399,77.931,98399,77.592,98399,78.028,75.787,76.071,77.76,78.023,78.764,78.334,0,False
76.062,98400,77.25,98400,76.782,98400,77.511,98400,77.685,98400,78.516,98400,79.704,78.38,77.832,77.053,78.757,79.818,77.983,0,False
78.413,98401,78.748,98401,79.657,98401,77.161,98401,80.182,98401,78.918,98401,78.002,79.044,78.386,79.138,79.544,78.992,79.015,0,False
83.437,98402,82.889,98402,83.692,98402,83.666,98402,82.646,98402,82.752,98402,85.677,84.637,83.254,83.5,84.701,83.865,83.956,0,False
79.038,1747,81.484,1747,80.21,1747,79.153,1747,81.899,1747,82.074,1747,82.389,78.667,79.234,80.735,79.41,81.987,80.36,1,True
78.951,1784,80.503,1784,79.932,1784,80.666,1784,79.594,1784,79.847,1784,79.167,79.247,79.372,79.845,79.399,79.063,79.407,1,True
82.712,2476,82.424,2476,83.447,2476,82.767,2476,82.395,2476,82.661,2476,83.289,83.173,82.564,82.714,82.022,82.608,82.705,1,True
80.269,2515,81.687,2515,83.035,2515,82.782,2515,83.983,2515,82.595,2515,82.863,81.852,83.231,81.574,81.927,82.079,82.949,1,True
78.765,2517,81.552,2517,79.306,2517,81.769,2517,79.285,2517,82.048,2517,83.242,80.889,81.741,81.149,83.193,81.369,82.556,1,True
80.951,2529,80.687,2529,81.694,2529,81.366,2529,81.935,2529,81.339,2529,81.201,81.452,82.185,81.377,82.536,81.198,82.293,1,True
81.519,2538,83.619,2538,84.684,2538,83.511,2538,82.994,2538,83.795,2538,83.218,82.551,83.281,82.223,83.351,81.897,82.709,1,True
80.911,2551,80.958,2551,82.524,2551,83.283,2551,83.238,2551,67.578,2551,81.735,82.362,82.407,82.977,82.902,83.322,82.546,1,True
81.421,2553,82.77,2553,83.572,2553,83.011,2553,83.814,2553,67.578,2553,83.297,83.131,82.993,82.53,83.485,84.567,83.995,1,True
81.739,2554,83.053,2554,83.465,2554,83.04,2554,82.102,2554,83.389,2554,84.13,84.002,82.698,82.22,83.741,82.054,82.672,1,True
80.237,2555,82.005,2555,82.457,2555,82.056,2555,83.909,2555,81.929,2555,82.094,80.786,82.369,80.674,81.091,82.362,82.074,1,True
78.353,2556,82.435,2556,81.729,2556,81.751,2556,81.891,2556,82.322,2556,82.354,81.494,81.651,81.363,81.332,81.228,81.487,1,True
82.691,2577,83.745,2577,83.82,2577,83.415,2577,84.039,2577,83.983,2577,84.036,81.671,82.482,84.322,82.843,84.471,82.892,1,True
79.841,2582,81.906,2582,81.934,2582,82.357,2582,81.713,2582,82.105,2582,81.904,82.39,81.149,81.756,82.582,81.836,81.42,1,True
79.894,2583,81.406,2583,83.137,2583,80.677,2583,84.052,2583,82.084,2583,82.65,80.966,82.735,82.452,80.913,82.917,82.576,1,True
82.429,2584,83.841,2584,84.142,2584,83.696,2584,84.316,2584,84.169,2584,84.456,82.626,82.106,83.797,83.54,84.006,82.364,1,True
82.342,2585,83.391,2585,82.867,2585,82.623,2585,82.214,2585,82.888,2585,82.964,83.001,82.972,82.157,82.71,82.572,82.776,1,True
81.45,2586,82.019,2586,81.622,2586,82.689,2586,81.901,2586,82.407,2586,82.289,81.906,82.606,81.611,82.603,82.156,82.373,1,True
80.201,2587,82.33,2587,81.511,2587,82.388,2587,81.79,2587,82.359,2587,82.97,81.705,82.037,82.174,81.29,82.755,82.042,1,True
82.33,2588,78.985,2588,82.059,2588,81.67,2588,82.576,2588,79.726,2588,81.229,81.517,80.721,81.533,82.921,81.741,81.278,1,True
84.072,2589,83.951,2589,83.291,2589,84.178,2589,84.111,2589,82.82,2589,84.691,83.025,82.66,83.898,82.711,84.23,83.935,1,True
83.86,2590,83.228,2590,84.149,2590,81.561,2590,83.177,2590,84.089,2590,82.338,83.674,83.889,84.303,83.763,84.083,83.658,1,True
80.966,2591,82.144,2591,82.043,2591,80.847,2591,84.579,2591,83.293,2591,81.684,81.325,82.028,82.788,82.772,83.306,82.135,1,True
84.51,2592,84.115,2592,85.229,2592,85.558,2592,84.754,2592,83.92,2592,84.423,85.259,86.118,85.468,84.472,85.794,86.099,1,True
83.499,2594,83.874,2594,84.447,2594,83.916,2594,83.954,2594,67.578,2594,84.24,83.327,83.468,84.498,83.518,84.368,83.05,1,True
83.092,2595,82.058,2595,80.81,2595,82.769,2595,82.013,2595,82.114,2595,83.55,81.724,82.456,82.273,82.165,81.022,82.664,1,True
86.226,2597,86.507,2597,86.001,2597,87.051,2597,86.918,2597,86.943,2597,87.24,87.276,85.98,86.881,87.414,87.184,86.285,1,True
81.308,2645,83.217,2645,83.385,2645,81.214,2645,83.718,2645,67.578,2645,82.27,82.607,83.176,83.044,82.649,83.147,83.265,1,True
81.921,2654,82.927,2654,82.15,2654,82.563,2654,82.255,2654,82.644,2654,83.4,82.222,82.6,83.591,82.918,83.725,82.871,1,True
82.022,2655,84.038,2655,84.141,2655,83.206,2655,84.48,2655,84.672,2655,82.967,81.116,82.184,83.213,82.237,83.499,82.004,1,True
83.083,2656,82.556,2656,83.455,2656,82.722,2656,83.513,2656,83.472,2656,83.198,82.641,83.236,82.579,82.877,83.564,83.696,1,True
77.689,2657,81.412,2657,80.209,2657,80.133,2657,80.14,2657,80.636,2657,80.257,78.18,79.204,78.366,79.175,77.664,79.054,1,True
81.724,2658,81.755,2658,82.821,2658,83.652,2658,83.127,2658,81.407,2658,82.734,82.321,81.477,81.668,83.016,82.932,81.7,1,True
79.967,2659,81.638,2659,83.373,2659,81.942,2659,82.929,2659,67.578,2659,83.209,82.009,80.999,81.73,83.346,81.607,81.755,1,True
83.092,2660,83.582,2660,83.842,2660,83.816,2660,84.375,2660,84.282,2660,83.958,83.209,83.014,83.611,83.521,83.775,84.523,1,True
77.724,2741,79.73,2741,81.165,2741,81.121,2741,80.534,2741,80.601,2741,79.624,79.579,79.511,79.315,80.026,78.492,79.583,1,True
79.144,2766,80.438,2766,80.1,2766,80.377,2766,81.365,2766,80.361,2766,80.812,80.298,79.796,79.703,79.934,79.577,79.625,1,True
82.69,2793,82.976,2793,82.902,2793,84.959,2793,83.142,2793,84.364,2793,83.756,82.322,83.395,82.839,82.945,83.078,83.421,1,True
79.027,2810,79.854,2810,79.682,2810,79.367,2810,80.121,2810,79.947,2810,80.421,79.383,79.988,79.623,80.262,81.092,80.985,1,True
82.082,2824,82.876,2824,83.741,2824,82.044,2824,84.489,2824,67.578,2824,82.936,82.375,82.061,83.394,82.713,83.438,82.455,1,True
80.341,3002,83.059,3002,82.736,3002,83.585,3002,82.95,3002,83.191,3002,83.203,82.354,83.096,83.772,82.599,83.346,83.64,1,True
82.509,3021,83.093,3021,83.522,3021,83.366,3021,83.708,3021,67.578,3021,83.51,83.217,83.126,82.705,83.421,83.03,83.354,1,True
80.967,3093,83.305,3093,81.665,3093,82.154,3093,80.841,3093,83.581,3093,81.208,82.761,82.218,83.405,82.981,83.002,81.481,1,True
82.276,3105,83.641,3105,83.802,3105,83.7,3105,82.874,3105,83.62,3105,83.088,82.147,81.594,84.638,81.774,84.367,81.15,1,True
76.928,3113,78.16,3113,79.001,3113,79.787,3113,79.421,3113,78.855,3113,79.57,79.245,78.858,77.212,79.823,77.484,78.923,1,True
78.741,3118,82.53,3118,82.008,3118,83.148,3118,84.005,3118,82.556,3118,83.407,81.97,82.626,82.749,81.945,84.055,82.034,1,True
77.42,3120,80.0,3120,78.562,3120,82.543,3120,78.63,3120,80.653,3120,83.14,82.06,81.62,82.024,81.952,82.076,80.871,1,True
81.297,3122,84.264,3122,84.14,3122,82.528,3122,83.877,3122,83.343,3122,81.783,81.435,82.513,81.637,81.158,80.162,82.236,1,True
78.761,3123,82.327,3123,81.574,3123,81.13,3123,82.644,3123,82.335,3123,82.212,80.441,80.695,80.115,81.204,80.831,81.021,1,True
80.768,3133,82.254,3133,82.701,3133,82.365,3133,82.921,3133,83.679,3133,83.257,84.052,82.912,82.704,83.519,83.171,82.894,1,True
83.242,3134,83.601,3134,84.005,3134,82.846,3134,83.937,3134,84.18,3134,83.6,83.113,83.613,82.791,83.998,82.954,84.126,1,True
84.517,3135,84.446,3135,83.799,3135,84.289,3135,84.055,3135,84.671,3135,83.786,85.242,84.886,85.834,84.846,85.573,84.568,1,True
79.17,3136,82.436,3136,83.017,3136,82.648,3136,83.211,3136,83.456,3136,83.514,81.399,83.237,82.408,83.389,82.233,82.987,1,True
82.506,3137,83.539,3137,84.415,3137,83.848,3137,84.682,3137,83.644,3137,82.763,84.018,82.92,83.984,84.205,83.029,82.953,1,True
81.519,3138,82.421,3138,82.295,3138,82.84,3138,82.197,3138,82.973,3138,83.208,81.413,82.057,83.003,82.646,82.76,82.498,1,True
79.939,3139,81.22,3139,82.477,3139,82.78,3139,81.929,3139,82.22,3139,81.933,79.89,81.034,79.657,79.364,80.932,80.92,1,True
81.652,3140,80.448,3140,80.615,3140,82.127,3140,82.142,3140,80.577,3140,82.578,80.299,80.191,81.168,80.121,80.826,79.914,1,True
79.027,3141,83.156,3141,82.439,3141,83.444,3141,82.279,3141,83.248,3141,84.096,80.905,82.343,77.567,81.283,81.613,82.446,1,True
82.955,3142,83.197,3142,82.893,3142,82.319,3142,83.512,3142,67.578,3142,81.933,82.897,82.339,83.146,83.579,83.13,82.977,1,True
81.015,3143,81.552,3143,81.512,3143,82.677,3143,81.193,3143,82.075,3143,81.571,81.242,82.048,81.875,80.73,81.441,82.033,1,True
76.994,3144,79.51,3144,81.941,3144,81.977,3144,80.969,3144,80.504,3144,82.627,78.779,79.071,79.102,79.299,79.881,78.816,1,True
78.842,3145,80.758,3145,80.68,3145,79.438,3145,79.554,3145,79.194,3145,81.571,80.284,79.111,79.992,81.055,79.205,81.223,1,True
77.933,3146,80.147,3146,80.055,3146,80.538,3146,80.213,3146,80.552,3146,82.131,79.187,79.08,79.181,79.649,78.259,79.241,1,True
79.918,3147,81.165,3147,82.149,3147,81.757,3147,82.105,3147,82.244,3147,82.634,82.337,80.753,82.018,82.33,82.094,80.444,1,True
80.058,3148,81.167,3148,81.692,3148,80.27,3148,81.88,3148,81.891,3148,81.069,80.59,80.79,80.995,80.931,80.62,80.939,1,True
80.726,3149,83.297,3149,82.08,3149,82.389,3149,81.6,3149,82.394,3149,82.486,82.519,81.848,82.612,82.678,82.004,81.891,1,True
81.964,3150,82.482,3150,84.172,3150,82.577,3150,84.343,3150,67.578,3150,82.496,83.303,82.092,83.44,83.334,82.805,82.398,1,True
78.503,3153,80.102,3153,80.665,3153,80.002,3153,81.102,3153,80.439,3153,81.175,81.04,80.643,81.212,81.402,81.212,80.834,1,True
74.177,3155,79.975,3155,79.509,3155,80.024,3155,79.42,3155,67.578,3155,79.211,78.806,79.041,78.589,79.151,80.054,80.333,1,True
79.653,3156,81.407,3156,82.232,3156,80.33,3156,83.556,3156,82.091,3156,82.332,82.038,80.155,79.901,83.168,80.249,80.131,1,True
80.882,3157,80.504,3157,80.961,3157,79.902,3157,80.989,3157,80.561,3157,79.885,80.159,80.538,79.224,79.818,79.825,80.688,1,True
81.608,3158,80.475,3158,81.326,3158,80.945,3158,81.381,3158,80.1,3158,81.071,81.876,80.247,82.318,81.427,79.383,80.927,1,True
79.054,3159,81.917,3159,80.785,3159,81.855,3159,81.966,3159,81.717,3159,80.537,81.914,81.658,82.789,81.851,82.398,82.14,1,True
78.679,3160,80.193,3160,81.127,3160,79.011,3160,81.593,3160,82.714,3160,82.51,80.85,80.364,81.451,80.652,81.432,79.982,1,True
83.266,3161,83.428,3161,84.395,3161,84.072,3161,85.417,3161,83.833,3161,83.929,83.294,83.48,85.966,83.449,85.76,83.813,1,True
81.467,3162,81.989,3162,82.895,3162,82.766,3162,82.747,3162,82.243,3162,82.993,81.523,81.563,82.855,82.904,84.461,80.893,1,True
81.428,3186,80.113,3186,82.773,3186,82.894,3186,83.02,3186,83.116,3186,82.453,82.542,82.717,81.966,84.053,83.737,83.298,1,True
82.351,3225,80.885,3225,83.429,3225,83.854,3225,83.609,3225,81.145,3225,85.44,83.589,83.277,83.357,84.121,83.498,82.52,1,True
77.596,3315,80.882,3315,82.909,3315,81.588,3315,83.062,3315,82.728,3315,81.018,80.146,76.803,80.402,80.13,80.345,78.468,1,True
82.115,3321,82.728,3321,82.435,3321,82.055,3321,82.285,3321,83.23,3321,82.709,82.81,82.496,82.095,82.214,82.675,84.102,1,True
75.786,3332,78.44,3332,80.733,3332,78.647,3332,80.796,3332,79.728,3332,79.716,78.962,79.761,79.425,77.565,79.301,79.797,1,True
77.985,5877,80.305,5877,80.683,5877,80.19,5877,80.357,5877,79.968,5877,79.896,79.225,79.012,79.31,78.349,80.675,78.85,1,True
83.509,5981,84.75,5981,83.977,5981,84.173,5981,83.884,5981,85.617,5981,84.855,84.339,83.499,83.974,83.925,84.135,84.209,1,True
83.045,6043,83.704,6043,83.626,6043,84.274,6043,84.681,6043,83.87,6043,82.868,83.589,83.243,82.631,84.871,82.248,83.76,1,True
80.289,6078,82.06,6078,82.298,6078,81.508,6078,82.573,6078,83.098,6078,83.122,80.662,82.062,80.415,80.961,81.424,82.017,1,True
82.085,6081,84.423,6081,84.316,6081,83.567,6081,84.263,6081,84.25,6081,84.169,83.094,82.135,83.381,85.274,83.598,81.656,1,True
80.058,6082,82.052,6082,83.548,6082,83.427,6082,83.202,6082,83.27,6082,82.947,81.794,82.227,82.491,82.147,82.247,82.89,1,True
79.671,6090,81.911,6090,81.121,6090,82.705,6090,81.493,6090,81.655,6090,81.098,82.547,81.642,82.445,83.228,83.182,80.991,1,True
83.267,6127,85.953,6127,85.67,6127,83.982,6127,85.426,6127,85.634,6127,85.001,86.697,85.477,86.13,87.238,86.004,85.345,1,True
80.623,6211,83.307,6211,84.136,6211,81.573,6211,84.173,6211,82.391,6211,81.385,81.86,82.375,81.827,80.578,81.534,81.274,1,True
84.161,6213,81.191,6213,84.905,6213,82.591,6213,85.02,6213,83.78,6213,81.891,85.025,83.547,81.326,85.184,82.478,83.679,1,True
81.763,6214,82.314,6214,82.679,6214,82.182,6214,82.87,6214,82.24,6214,83.119,81.09,81.745,82.046,80.86,82.458,82.918,1,True
80.656,6231,79.063,6231,81.358,6231,82.097,6231,80.824,6231,67.578,6231,81.531,80.672,81.375,80.401,80.48,80.943,81.911,1,True
81.245,6232,82.296,6232,82.105,6232,81.594,6232,82.463,6232,67.578,6232,81.578,81.566,81.854,82.52,81.603,83.062,82.035,1,True
81.557,6233,82.567,6233,83.022,6233,82.986,6233,82.953,6233,82.296,6233,83.576,81.592,83.297,82.029,83.403,83.759,83.735,1,True
77.256,6239,82.097,6239,83.678,6239,79.446,6239,82.596,6239,80.896,6239,81.078,78.403,80.58,80.72,79.118,81.104,81.651,1,True
82.129,6240,81.567,6240,82.039,6240,80.547,6240,82.378,6240,81.703,6240,80.526,81.264,82.114,80.959,81.92,81.829,81.856,1,True
82.058,6254,81.352,6254,81.572,6254,81.64,6254,82.152,6254,67.578,6254,82.733,82.008,83.116,82.415,82.238,81.528,82.166,1,True
