CV Google Score,Unnamed: 0,gemini_flash,Unnamed: 0,gemini_pro,Unnamed: 0,gemini_flashlite,Unnamed: 0,gemini_pro_twice,Unnamed: 0,flash_pro,Unnamed: 0,flashlite_pro,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5 Google Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5 Google Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5 Google Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5 Google Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5 Google Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5 Google Score,True Label,Will Manipulate
86.808,98320,88.536,98320,88.738,98320,88.58,98320,88.439,98320,88.821,98320,88.587,87.446,86.034,87.715,87.009,87.333,87.667,1,False
81.653,98321,86.478,98321,87.121,98321,86.28,98321,86.442,98321,69.789,98321,87.295,85.713,83.208,86.065,86.467,86.778,82.201,1,False
87.385,98322,88.556,98322,88.25,98322,89.146,98322,88.607,98322,88.029,98322,89.088,88.389,86.726,89.495,87.929,89.104,87.141,1,False
87.97,98323,88.365,98323,88.09,98323,88.213,98323,88.123,98323,88.468,98323,88.11,88.365,87.0,87.837,88.323,87.89,86.992,1,False
86.441,98324,86.657,98324,87.972,98324,85.915,98324,87.1,98324,86.918,98324,86.211,86.934,85.537,86.161,86.724,86.275,85.212,1,False
87.08,98325,88.359,98325,89.081,98325,88.485,98325,88.656,98325,88.014,98325,88.127,86.404,85.431,88.04,86.227,87.51,85.123,1,False
82.205,98326,82.573,98326,86.66,98326,85.373,98326,86.161,98326,85.252,98326,87.179,81.74,81.551,81.856,81.934,84.288,82.029,1,False
77.64,98327,85.418,98327,85.056,98327,83.582,98327,86.451,98327,86.475,98327,85.659,81.18,80.581,82.32,81.211,85.669,81.73,1,False
83.155,98328,86.953,98328,88.337,98328,84.408,98328,89.27,98328,87.696,98328,84.577,85.811,87.076,87.118,87.446,87.467,87.457,1,False
83.17,98329,85.975,98329,83.642,98329,83.745,98329,83.618,98329,85.828,98329,84.964,84.26,84.164,85.635,84.588,85.465,85.627,1,False
83.451,98330,85.655,98330,85.561,98330,84.35,98330,85.705,98330,69.789,98330,83.861,81.802,85.375,85.332,82.121,85.796,85.632,1,False
78.482,98331,81.064,98331,84.786,98331,80.971,98331,84.73,98331,69.789,98331,82.758,79.276,82.417,79.985,80.264,80.209,86.139,1,False
83.958,98332,83.406,98332,82.795,98332,82.171,98332,84.081,98332,69.789,98332,83.747,82.825,81.66,81.368,83.508,80.874,81.459,1,False
81.24,98333,85.981,98333,84.252,98333,83.294,98333,82.781,98333,84.91,98333,84.544,85.558,82.923,84.341,85.262,83.855,83.22,1,False
77.11,98334,80.621,98334,82.672,98334,79.446,98334,82.539,98334,82.414,98334,81.114,78.424,79.858,78.965,81.35,80.932,82.539,1,False
79.087,98335,82.324,98335,83.785,98335,82.378,98335,84.326,98335,69.789,98335,84.924,83.606,81.624,81.04,83.229,82.559,82.317,1,False
81.672,98336,81.967,98336,81.007,98336,82.197,98336,79.927,98336,83.009,98336,81.961,80.897,81.135,80.671,79.753,80.424,81.475,1,False
84.542,98337,84.864,98337,86.044,98337,85.022,98337,85.702,98337,85.491,98337,86.088,85.022,85.824,85.926,83.997,86.117,84.515,1,False
79.653,98338,83.888,98338,79.263,98338,83.58,98338,79.201,98338,85.869,98338,84.73,80.612,80.989,80.768,82.148,83.99,82.056,1,False
85.538,98339,87.231,98339,85.662,98339,87.568,98339,86.251,98339,87.125,98339,86.952,83.79,81.617,84.352,84.512,85.576,84.573,1,False
85.989,98340,87.611,98340,88.516,98340,87.538,98340,87.295,98340,86.877,98340,86.824,85.827,85.868,87.397,86.325,85.356,87.663,1,False
86.918,98341,88.513,98341,89.108,98341,84.89,98341,89.431,98341,88.886,98341,87.754,87.204,84.049,86.974,88.877,87.732,86.719,1,False
82.961,98342,88.061,98342,87.068,98342,86.172,98342,86.446,98342,69.789,98342,87.06,86.28,85.714,86.254,85.801,87.177,86.143,1,False
85.214,98343,84.309,98343,84.571,98343,85.318,98343,85.867,98343,84.551,98343,85.383,83.324,84.782,84.34,83.377,85.571,84.567,1,False
84.654,98344,88.402,98344,87.509,98344,87.622,98344,86.691,98344,87.777,98344,87.682,86.776,86.92,87.445,87.067,87.373,86.688,1,False
82.567,98345,83.55,98345,83.793,98345,82.896,98345,85.028,98345,82.928,98345,84.287,85.039,85.011,83.256,84.435,81.582,85.158,1,False
83.196,98346,85.801,98346,84.747,98346,84.69,98346,85.691,98346,86.779,98346,84.784,84.367,85.377,85.01,85.697,85.376,85.929,1,False
80.836,98347,83.539,98347,83.323,98347,83.381,98347,83.18,98347,84.034,98347,83.691,83.769,79.515,85.549,84.869,84.855,81.037,1,False
78.332,98348,81.711,98348,80.106,98348,81.505,98348,82.115,98348,82.005,98348,82.55,80.068,80.282,81.703,79.263,81.263,82.168,1,False
86.919,98349,88.553,98349,88.265,98349,88.462,98349,88.373,98349,87.966,98349,87.117,87.443,87.766,88.429,87.302,88.306,87.783,1,False
87.198,98350,89.324,98350,88.483,98350,88.543,98350,87.925,98350,88.257,98350,87.544,87.364,86.992,88.146,87.821,88.72,87.738,1,False
85.632,98351,84.923,98351,85.126,98351,83.474,98351,86.099,98351,86.329,98351,84.03,86.632,83.762,86.286,87.12,86.205,83.769,1,False
83.731,98352,84.573,98352,82.906,98352,84.19,98352,84.508,98352,85.621,98352,86.686,83.396,82.168,83.189,85.047,83.742,83.682,1,False
84.831,98353,83.097,98353,82.766,98353,83.764,98353,83.96,98353,84.774,98353,83.344,84.193,82.625,83.42,85.436,85.046,82.136,1,False
77.17,98354,78.238,98354,77.077,98354,78.413,98354,79.763,98354,78.72,98354,77.654,77.459,76.868,77.727,79.864,77.556,79.677,1,False
82.181,98355,83.226,98355,82.941,98355,81.671,98355,83.495,98355,85.313,98355,85.32,82.71,82.124,81.572,83.557,81.96,83.137,1,False
81.207,98356,84.409,98356,83.679,98356,81.515,98356,85.044,98356,86.0,98356,83.979,84.193,83.033,83.296,86.148,85.913,85.486,1,False
76.337,98357,80.247,98357,80.636,98357,80.959,98357,79.914,98357,80.794,98357,80.021,77.912,79.281,79.686,78.776,80.36,79.35,1,False
83.587,98358,84.935,98358,85.075,98358,84.607,98358,87.281,98358,84.835,98358,84.728,87.2,86.369,85.016,86.675,85.14,86.656,1,False
79.388,98359,81.295,98359,84.458,98359,79.225,98359,84.019,98359,84.984,98359,85.054,80.93,81.055,80.548,81.182,80.574,82.879,1,False
75.972,98360,77.224,98360,79.394,98360,75.831,98360,79.505,98360,78.108,98360,82.009,75.939,76.752,74.816,76.329,76.999,77.934,1,False
85.634,98361,88.758,98361,88.971,98361,86.524,98361,88.808,98361,88.197,98361,87.289,86.036,86.575,86.022,85.621,86.224,86.15,1,False
81.38,98362,88.369,98362,88.56,98362,87.008,98362,88.089,98362,88.634,98362,89.345,82.669,84.885,84.087,82.939,87.482,87.716,1,False
81.094,98363,85.076,98363,85.892,98363,83.292,98363,86.027,98363,85.8,98363,88.006,80.613,85.327,80.64,82.363,86.409,85.8,1,False
80.936,98364,82.447,98364,83.251,98364,82.348,98364,82.888,98364,82.194,98364,84.292,80.671,83.82,83.956,81.75,84.641,84.272,1,False
83.133,98365,86.322,98365,84.408,98365,82.876,98365,84.188,98365,86.267,98365,86.748,84.041,84.064,84.579,85.084,84.185,84.489,1,False
78.308,98366,81.263,98366,81.52,98366,81.53,98366,82.08,98366,69.789,98366,83.893,77.836,81.226,80.576,78.793,80.886,81.502,1,False
82.974,98367,83.727,98367,83.2,98367,83.405,98367,83.812,98367,84.985,98367,83.498,82.926,82.442,82.094,82.371,82.434,83.126,1,False
80.833,98368,83.165,98368,83.785,98368,83.781,98368,83.851,98368,83.013,98368,85.036,80.933,81.986,80.949,81.274,82.945,81.886,1,False
86.564,98369,90.617,98369,90.145,98369,89.347,98369,90.051,98369,69.789,98369,90.6,87.641,85.369,88.805,88.15,88.989,86.042,1,False
86.826,98370,88.851,98370,89.43,98370,87.847,98370,89.179,98370,89.088,98370,87.782,87.122,87.163,87.258,88.057,87.829,88.167,1,False
83.927,98371,87.192,98371,88.284,98371,84.685,98371,88.182,98371,69.789,98371,85.305,86.82,87.058,86.519,86.627,86.057,85.567,1,False
86.44,98372,89.062,98372,86.744,98372,87.775,98372,87.318,98372,87.695,98372,87.882,86.23,86.627,87.372,86.512,87.741,86.395,1,False
81.774,98373,85.575,98373,84.401,98373,82.676,98373,85.455,98373,85.335,98373,84.153,78.855,85.463,82.406,80.001,83.481,86.389,1,False
81.3,98374,86.295,98374,86.907,98374,83.813,98374,87.883,98374,87.178,98374,83.845,86.873,84.628,85.163,86.862,86.128,85.402,1,False
82.14,98375,85.941,98375,87.982,98375,87.225,98375,88.746,98375,87.618,98375,86.852,83.062,85.801,87.296,83.717,87.603,85.415,1,False
83.115,98376,84.8,98376,84.815,98376,83.449,98376,85.14,98376,84.9,98376,85.057,80.733,81.877,84.646,82.8,85.243,83.185,1,False
82.37,98377,86.994,98377,88.458,98377,85.363,98377,87.47,98377,86.654,98377,86.197,85.109,84.819,85.312,84.54,84.902,84.742,1,False
84.188,98378,87.485,98378,86.297,98378,88.162,98378,87.909,98378,88.364,98378,87.398,85.794,86.006,87.724,85.775,87.097,85.715,1,False
87.857,98379,88.885,98379,86.927,98379,88.882,98379,87.678,98379,87.701,98379,88.062,89.215,87.637,87.864,88.068,88.011,87.793,1,False
86.181,98380,87.382,98380,87.091,98380,85.095,98380,87.148,98380,87.232,98380,88.129,86.284,85.614,86.819,86.881,86.162,85.981,1,False
85.374,98381,86.944,98381,86.882,98381,83.456,98381,89.03,98381,69.789,98381,85.031,80.86,81.509,80.927,81.844,80.673,83.501,1,False
87.118,98382,88.867,98382,89.252,98382,88.467,98382,88.978,98382,69.789,98382,87.327,87.097,86.096,87.444,88.104,87.245,87.73,1,False
84.314,98383,87.774,98383,85.897,98383,86.535,98383,85.883,98383,86.593,98383,85.899,84.782,82.446,82.099,85.118,85.989,84.012,1,False
80.418,98384,87.026,98384,83.573,98384,83.565,98384,84.821,98384,86.365,98384,85.883,79.474,84.829,80.286,81.256,81.154,84.883,1,False
83.591,98385,87.901,98385,88.847,98385,86.238,98385,88.974,98385,88.952,98385,87.176,84.119,85.375,85.464,83.966,85.509,85.606,1,False
79.137,98386,85.647,98386,84.152,98386,81.109,98386,85.781,98386,86.283,98386,82.683,80.159,81.636,84.948,83.035,85.006,81.154,1,False
84.887,98387,86.987,98387,86.714,98387,85.548,98387,85.844,98387,87.898,98387,84.011,84.136,86.381,86.034,87.21,86.998,86.384,1,False
82.881,98388,87.388,98388,88.61,98388,87.186,98388,88.632,98388,69.789,98388,85.965,87.295,85.756,87.005,87.459,87.937,86.032,1,False
82.922,98389,86.511,98389,84.57,98389,83.035,98389,84.337,98389,86.812,98389,86.729,85.612,85.664,85.888,85.63,86.057,85.832,1,False
79.112,98390,88.508,98390,88.21,98390,85.379,98390,85.749,98390,87.473,98390,86.251,82.49,82.704,86.445,82.226,86.15,85.368,1,False
82.617,98391,86.232,98391,86.388,98391,86.227,98391,86.866,98391,87.352,98391,85.915,85.514,84.356,85.861,86.022,87.417,84.303,1,False
81.374,98392,86.559,98392,87.343,98392,81.4,98392,86.723,98392,87.546,98392,86.229,83.645,85.23,83.117,84.011,83.089,85.379,1,False
84.019,98393,87.64,98393,89.294,98393,85.438,98393,88.63,98393,87.902,98393,86.235,83.295,83.407,83.518,84.361,84.64,83.666,1,False
85.866,98394,86.236,98394,88.644,98394,88.445,98394,89.462,98394,69.789,98394,88.148,86.986,84.774,84.279,86.031,85.889,84.364,1,False
87.614,98395,90.478,98395,90.571,98395,89.998,98395,90.031,98395,90.503,98395,89.576,88.507,87.126,88.056,87.996,89.055,87.808,1,False
82.021,98396,87.045,98396,85.935,98396,85.881,98396,86.52,98396,86.017,98396,86.37,85.518,83.937,85.1,85.624,84.824,84.19,1,False
82.078,98397,84.615,98397,85.51,98397,85.148,98397,86.593,98397,85.411,98397,86.96,84.089,85.605,84.569,84.983,83.728,86.246,1,False
80.384,98398,83.511,98398,84.63,98398,83.821,98398,84.044,98398,83.618,98398,84.91,85.316,83.157,85.607,85.212,86.383,83.363,1,False
80.152,98399,83.381,98399,84.195,98399,81.991,98399,84.203,98399,83.72,98399,82.599,79.413,80.201,84.808,83.87,86.217,85.005,1,False
78.111,98400,79.783,98400,80.979,98400,81.455,98400,80.457,98400,81.007,98400,82.592,80.102,79.288,79.93,81.277,82.24,80.323,1,False
82.964,98401,83.331,98401,84.286,98401,83.922,98401,84.605,98401,82.651,98401,83.698,82.264,82.646,83.149,82.623,82.153,83.897,1,False
84.91,98402,85.499,98402,87.258,98402,85.515,98402,86.718,98402,86.515,98402,86.045,86.281,84.016,86.665,86.445,87.654,85.052,1,False
81.074,1747,82.116,1747,82.889,1747,81.647,1747,83.447,1747,82.023,1747,82.45,81.449,81.438,82.184,81.772,82.278,81.551,0,True
81.528,1784,81.888,1784,80.546,1784,81.685,1784,81.074,1784,80.765,1784,79.706,80.777,81.751,80.705,80.567,79.837,81.981,0,True
81.63,2476,81.365,2476,81.51,2476,81.388,2476,81.357,2476,81.344,2476,81.211,81.194,80.581,80.023,79.6,80.174,80.562,0,True
77.629,2515,78.592,2515,79.821,2515,80.688,2515,80.922,2515,79.523,2515,81.703,80.544,79.434,80.029,79.592,80.08,79.955,0,True
75.679,2517,78.322,2517,76.154,2517,78.975,2517,76.35,2517,79.767,2517,79.504,77.041,78.305,78.849,78.685,78.533,79.378,0,True
79.02,2529,77.917,2529,78.832,2529,79.867,2529,79.234,2529,77.901,2529,79.72,79.557,78.718,78.538,79.915,78.857,78.761,0,True
78.58,2538,80.36,2538,79.012,2538,80.023,2538,78.828,2538,80.186,2538,79.425,78.434,79.536,78.836,79.494,79.143,79.493,0,True
81.233,2551,81.179,2551,83.259,2551,82.955,2551,83.286,2551,69.789,2551,81.981,82.14,81.481,82.198,82.73,82.002,81.353,0,True
76.937,2553,78.765,2553,78.629,2553,77.735,2553,78.82,2553,69.789,2553,77.687,77.734,78.146,77.686,77.872,79.054,79.46,0,True
85.506,2554,83.947,2554,84.715,2554,84.51,2554,82.758,2554,83.491,2554,84.706,85.249,84.402,84.772,85.545,84.407,84.792,0,True
80.068,2555,79.609,2555,80.681,2555,80.224,2555,80.535,2555,79.876,2555,80.544,79.305,80.619,79.358,80.314,80.393,80.586,0,True
76.015,2556,81.306,2556,80.643,2556,80.822,2556,80.971,2556,80.069,2556,81.323,79.96,80.637,80.175,79.379,80.045,80.36,0,True
78.27,2577,81.687,2577,80.834,2577,81.333,2577,80.183,2577,81.074,2577,80.844,79.789,78.987,80.036,79.693,79.8,79.588,0,True
79.983,2582,80.895,2582,80.274,2582,81.936,2582,80.31,2582,79.375,2582,79.726,79.459,80.85,78.936,81.414,79.909,80.73,0,True
77.33,2583,80.153,2583,81.026,2583,78.018,2583,82.397,2583,81.031,2583,78.997,78.568,80.467,79.174,79.895,79.811,80.505,0,True
79.056,2584,79.902,2584,80.498,2584,80.23,2584,81.729,2584,81.01,2584,81.021,79.736,78.988,80.333,80.46,80.512,79.478,0,True
78.581,2585,80.7,2585,79.659,2585,79.353,2585,79.793,2585,80.471,2585,80.012,79.145,78.869,78.57,78.823,78.812,78.814,0,True
78.483,2586,79.672,2586,79.136,2586,80.28,2586,78.985,2586,79.715,2586,79.549,80.05,79.428,79.667,79.56,79.405,79.66,0,True
76.723,2587,80.034,2587,78.536,2587,78.636,2587,79.557,2587,81.145,2587,80.013,78.467,78.632,77.918,78.04,78.772,79.272,0,True
80.498,2588,76.331,2588,77.533,2588,77.004,2588,78.991,2588,75.847,2588,77.532,77.987,77.232,77.777,79.221,77.353,77.176,0,True
82.238,2589,80.859,2589,80.924,2589,81.319,2589,80.86,2589,81.025,2589,80.867,80.3,80.328,80.633,79.964,81.152,80.719,0,True
78.624,2590,79.829,2590,80.141,2590,77.8,2590,79.985,2590,79.984,2590,79.375,79.318,79.682,80.646,79.243,80.543,79.597,0,True
80.396,2591,80.147,2591,80.512,2591,78.597,2591,81.431,2591,80.606,2591,80.229,79.731,79.294,79.977,80.49,81.014,79.553,0,True
80.348,2592,81.277,2592,80.484,2592,81.157,2592,80.68,2592,81.328,2592,80.901,80.717,80.934,82.017,80.338,80.957,80.95,0,True
80.267,2594,80.32,2594,80.745,2594,79.859,2594,81.102,2594,69.789,2594,79.998,79.279,79.023,80.287,79.131,80.444,78.939,0,True
79.809,2595,80.036,2595,79.723,2595,80.436,2595,80.331,2595,80.268,2595,80.518,79.54,79.776,79.306,79.784,78.549,80.281,0,True
81.064,2597,82.87,2597,81.906,2597,82.834,2597,82.266,2597,83.049,2597,82.802,82.382,82.287,82.675,82.777,82.448,82.142,0,True
80.975,2645,80.711,2645,80.024,2645,80.297,2645,80.087,2645,69.789,2645,80.396,80.099,80.36,80.181,80.025,80.304,80.133,0,True
78.027,2654,79.287,2654,79.266,2654,79.18,2654,78.479,2654,79.124,2654,79.356,78.79,79.31,80.254,78.375,80.297,79.27,0,True
82.107,2655,81.159,2655,80.182,2655,81.679,2655,81.093,2655,81.371,2655,79.484,79.415,79.982,80.218,80.08,79.394,79.688,0,True
81.991,2656,80.567,2656,80.399,2656,79.291,2656,80.7,2656,81.036,2656,79.76,78.965,79.401,79.412,78.904,79.796,79.95,0,True
82.343,2657,83.034,2657,83.695,2657,82.566,2657,83.839,2657,83.039,2657,83.939,80.302,82.296,81.551,81.078,80.933,82.141,0,True
76.605,2658,76.607,2658,78.483,2658,79.544,2658,78.086,2658,76.755,2658,79.02,77.755,76.96,77.794,77.92,79.449,77.108,0,True
80.147,2659,78.751,2659,81.495,2659,80.984,2659,80.186,2659,69.789,2659,80.154,79.022,77.147,78.584,80.159,77.304,77.94,0,True
78.465,2660,82.423,2660,80.034,2660,79.53,2660,79.961,2660,81.932,2660,80.215,78.611,79.293,79.085,79.448,79.721,79.319,0,True
76.12,2741,77.178,2741,78.232,2741,77.975,2741,78.312,2741,77.246,2741,75.777,77.874,77.741,77.72,78.418,77.516,77.306,0,True
79.06,2766,80.963,2766,80.389,2766,81.329,2766,82.112,2766,80.89,2766,81.096,79.421,80.282,79.727,80.63,79.734,80.643,0,True
81.938,2793,82.29,2793,80.685,2793,81.655,2793,80.753,2793,83.394,2793,81.968,79.875,81.202,80.668,80.634,80.536,82.482,0,True
75.744,2810,76.807,2810,76.994,2810,76.743,2810,78.054,2810,76.757,2810,77.674,75.867,76.743,77.137,77.074,78.872,77.642,0,True
79.724,2824,80.169,2824,81.116,2824,80.229,2824,80.843,2824,69.789,2824,80.222,79.782,79.329,80.539,79.232,79.119,79.851,0,True
73.845,3002,79.11,3002,78.461,3002,78.949,3002,78.328,3002,78.828,3002,79.887,78.107,77.553,79.707,78.5,79.052,77.838,0,True
78.372,3021,80.406,3021,79.833,3021,79.608,3021,79.48,3021,69.789,3021,79.409,79.216,78.969,78.846,79.141,78.911,79.184,0,True
79.407,3093,80.339,3093,79.141,3093,81.265,3093,79.09,3093,81.353,3093,79.862,80.262,79.362,81.185,80.751,81.342,78.946,0,True
77.727,3105,78.811,3105,79.449,3105,79.506,3105,78.603,3105,79.662,3105,78.685,77.439,76.089,79.768,76.695,79.705,75.59,0,True
77.822,3113,78.754,3113,79.448,3113,80.454,3113,79.65,3113,79.602,3113,79.687,79.578,77.487,77.706,79.022,78.101,77.519,0,True
82.142,3118,83.083,3118,83.056,3118,84.622,3118,82.712,3118,82.559,3118,84.306,82.608,81.918,81.813,82.747,83.091,82.529,0,True
75.728,3120,78.67,3120,78.259,3120,80.149,3120,78.634,3120,78.551,3120,80.745,77.413,78.561,77.693,78.063,77.798,78.439,0,True
78.794,3122,80.522,3122,83.214,3122,80.144,3122,80.63,3122,79.199,3122,79.823,79.319,79.645,80.437,78.645,77.64,79.235,0,True
78.464,3123,81.621,3123,81.535,3123,80.602,3123,82.471,3123,81.608,3123,82.04,79.559,78.755,79.598,80.53,80.058,79.043,0,True
80.491,3133,78.82,3133,80.778,3133,79.966,3133,81.415,3133,79.737,3133,81.435,80.91,79.46,79.566,80.442,79.998,79.389,0,True
79.688,3134,80.341,3134,80.396,3134,79.446,3134,79.001,3134,80.188,3134,80.541,79.736,81.567,79.51,80.188,79.884,81.344,0,True
80.379,3135,81.203,3135,80.556,3135,79.736,3135,78.573,3135,78.974,3135,78.767,80.364,82.329,79.728,82.022,79.227,81.715,0,True
78.942,3136,82.791,3136,81.384,3136,83.675,3136,82.781,3136,82.039,3136,82.743,80.558,81.187,81.804,81.737,81.051,81.135,0,True
80.629,3137,80.615,3137,81.112,3137,80.805,3137,81.386,3137,80.798,3137,79.555,79.2,79.073,80.137,80.074,79.373,78.804,0,True
78.61,3138,78.28,3138,77.375,3138,79.719,3138,77.323,3138,78.988,3138,78.253,78.538,77.305,79.264,79.285,78.835,77.846,0,True
78.194,3139,78.782,3139,79.599,3139,80.983,3139,79.334,3139,80.157,3139,79.688,79.503,78.08,78.309,79.363,77.875,77.786,0,True
78.839,3140,79.598,3140,79.53,3140,80.641,3140,80.778,3140,79.255,3140,80.826,78.259,78.534,79.107,79.212,78.612,78.329,0,True
79.575,3141,81.671,3141,82.294,3141,82.247,3141,81.286,3141,82.517,3141,82.879,79.789,80.526,77.534,80.352,80.327,80.478,0,True
79.509,3142,80.047,3142,80.207,3142,82.089,3142,80.715,3142,69.789,3142,81.718,78.487,79.479,80.505,79.211,80.412,79.36,0,True
79.781,3143,78.703,3143,78.837,3143,79.56,3143,79.427,3143,79.479,3143,79.947,79.035,78.928,79.282,78.534,79.191,79.193,0,True
74.758,3144,78.361,3144,81.419,3144,79.969,3144,81.042,3144,78.295,3144,80.906,76.854,77.135,77.614,77.122,78.087,76.809,0,True
78.151,3145,78.763,3145,77.933,3145,76.159,3145,77.436,3145,78.38,3145,78.359,75.798,76.188,78.432,77.529,78.259,77.454,0,True
75.4,3146,79.045,3146,78.803,3146,79.04,3146,79.101,3146,79.599,3146,80.406,77.628,78.098,78.131,77.466,77.573,78.552,0,True
79.055,3147,80.583,3147,79.994,3147,80.145,3147,80.176,3147,82.061,3147,80.59,80.32,79.642,79.289,79.876,79.687,80.058,0,True
80.919,3148,80.558,3148,80.673,3148,80.824,3148,79.592,3148,81.552,3148,81.197,79.156,80.422,80.987,78.74,80.917,80.337,0,True
79.202,3149,80.605,3149,80.31,3149,80.296,3149,79.865,3149,80.285,3149,80.095,79.71,79.285,79.981,80.051,79.295,79.526,0,True
79.382,3150,79.838,3150,81.12,3150,80.38,3150,81.506,3150,69.789,3150,80.594,80.524,79.438,80.123,80.257,79.78,79.379,0,True
77.496,3153,79.25,3153,79.659,3153,79.701,3153,79.375,3153,79.595,3153,79.82,80.139,78.443,80.258,80.032,80.258,78.586,0,True
72.477,3155,76.483,3155,76.735,3155,76.447,3155,76.435,3155,69.789,3155,76.579,76.715,76.579,75.952,77.938,76.704,77.212,0,True
77.704,3156,79.489,3156,81.037,3156,80.162,3156,81.928,3156,79.503,3156,80.778,80.228,79.441,79.168,80.115,79.529,79.251,0,True
81.213,3157,80.846,3157,82.449,3157,81.597,3157,81.859,3157,80.916,3157,80.739,80.099,80.228,78.466,79.632,79.766,80.71,0,True
80.855,3158,79.511,3158,80.116,3158,79.738,3158,80.162,3158,79.064,3158,79.794,79.078,78.314,81.072,78.288,78.912,78.512,0,True
75.497,3159,78.225,3159,77.699,3159,77.838,3159,79.398,3159,78.109,3159,76.789,77.928,77.327,80.231,77.651,80.04,77.683,0,True
81.575,3160,80.876,3160,80.475,3160,80.804,3160,81.01,3160,81.984,3160,82.532,81.767,81.152,82.327,81.258,82.75,80.953,0,True
80.167,3161,80.117,3161,81.817,3161,81.936,3161,81.586,3161,80.797,3161,82.0,79.989,79.408,82.777,79.864,82.68,79.388,0,True
78.688,3162,80.548,3162,79.728,3162,80.622,3162,79.43,3162,80.071,3162,80.539,78.283,78.119,80.487,79.735,80.933,77.306,0,True
80.252,3186,78.997,3186,79.773,3186,80.819,3186,79.608,3186,81.059,3186,79.948,80.902,80.411,80.403,80.985,81.001,80.458,0,True
77.014,3225,77.41,3225,79.928,3225,80.013,3225,79.829,3225,78.018,3225,80.526,78.751,78.676,78.558,78.562,79.356,78.118,0,True
75.209,3315,80.506,3315,80.174,3315,79.619,3315,80.642,3315,81.994,3315,80.058,77.773,76.261,77.216,77.454,75.749,76.72,0,True
77.844,3321,80.022,3321,77.538,3321,79.539,3321,77.868,3321,79.549,3321,79.783,78.626,78.222,77.345,78.105,77.528,79.029,0,True
75.78,3332,79.785,3332,82.324,3332,81.292,3332,82.128,3332,80.951,3332,82.08,78.51,80.837,77.964,78.337,77.108,80.79,0,True
78.733,5877,79.905,5877,80.166,5877,80.216,5877,79.673,5877,80.082,5877,80.775,78.35,78.818,78.793,78.806,80.669,79.033,0,True
80.363,5981,82.442,5981,81.283,5981,81.506,5981,81.669,5981,84.058,5981,82.513,79.77,81.08,80.934,79.49,81.024,81.487,0,True
79.295,6043,79.626,6043,78.732,6043,80.449,6043,79.186,6043,80.302,6043,78.79,80.3,79.356,78.762,80.178,78.289,79.409,0,True
79.611,6078,81.761,6078,81.536,6078,81.793,6078,80.408,6078,81.403,6078,81.886,79.802,79.758,78.882,79.566,79.247,79.55,0,True
81.642,6081,82.598,6081,82.407,6081,82.373,6081,81.564,6081,82.89,6081,82.755,81.885,81.127,80.603,82.628,81.312,81.176,0,True
80.805,6082,82.83,6082,83.84,6082,83.52,6082,83.569,6082,83.034,6082,82.409,81.597,80.879,82.416,82.055,82.447,80.984,0,True
77.834,6090,79.175,6090,80.059,6090,80.059,6090,79.319,6090,79.047,6090,78.083,78.232,79.019,78.057,78.57,78.224,78.59,0,True
81.424,6127,82.818,6127,83.441,6127,82.578,6127,82.859,6127,82.893,6127,83.127,83.07,82.437,82.857,83.555,82.429,82.42,0,True
80.203,6211,80.144,6211,81.064,6211,79.339,6211,81.613,6211,82.356,6211,79.419,79.32,79.827,79.756,78.57,80.097,79.306,0,True
81.409,6213,79.101,6213,81.557,6213,80.628,6213,81.546,6213,79.933,6213,81.921,82.043,80.043,80.621,81.959,82.167,79.659,0,True
79.562,6214,81.241,6214,81.523,6214,80.48,6214,81.268,6214,81.571,6214,81.504,78.466,79.615,79.567,78.535,79.73,80.573,0,True
77.132,6231,77.772,6231,78.813,6231,78.626,6231,78.031,6231,69.789,6231,78.964,77.804,78.741,78.866,77.613,78.943,78.108,0,True
79.93,6232,83.469,6232,81.699,6232,83.381,6232,81.566,6232,69.789,6232,82.315,80.171,81.327,80.877,80.33,81.232,81.608,0,True
76.5,6233,78.731,6233,78.678,6233,78.793,6233,79.116,6233,78.621,6233,79.926,77.492,79.757,77.898,80.202,80.059,79.65,0,True
77.199,6239,81.241,6239,82.022,6239,78.935,6239,81.153,6239,79.522,6239,79.158,78.314,78.843,79.082,79.111,79.544,79.39,0,True
79.191,6240,78.594,6240,79.311,6240,78.058,6240,78.414,6240,79.085,6240,77.852,78.615,78.277,76.91,78.322,77.665,78.331,0,True
81.494,6254,81.177,6254,81.751,6254,83.188,6254,82.44,6254,69.789,6254,83.587,81.131,82.546,82.141,82.11,81.743,82.415,0,True
78.563,6255,79.549,6255,79.471,6255,78.845,6255,78.697,6255,79.826,6255,78.786,78.179,78.505,78.737,78.151,78.655,79.349,0,True
75.051,6342,75.076,6342,75.442,6342,76.058,6342,75.811,6342,69.789,6342,76.671,76.119,76.049,75.474,75.653,76.097,76.733,0,True
