Position,True Label,id,CVDoorDash PM Score,Cleaned GPT-4o Conversation-Improved CVDoorDash PM Score,Cleaned Twice GPT-4o Conversation-Improved CVDoorDash PM Score,GPT-3.5 Improved CVDoorDash PM Score,GPT-4o Conversation Improved on GPT-3.5 Improved CVDoorDash PM Score,GPT-4o-mini Improved CVDoorDash PM Score,GPT-4o Conversation Improved on GPT-4o-mini Improved CVDoorDash PM Score,Will Manipulate
Junior UI/UX designer,0,d214c2a5-6402-52ce-b76f-28f2c526e96e,82.058,81.169,81.252,78.203,76.61,78.252,79.284,False
Junior UI/UX designer,0,a7a86472-010d-509e-bbdd-463117fcd68b,83.853,83.491,82.888,83.517,83.322,82.71,81.753,False
Junior UI/UX designer,0,0cd672f3-ad0c-5d0a-b06b-35178d6a8035,78.875,75.16,74.996,77.191,77.299,76.281,75.972,False
Junior UI/UX designer,0,da207c2d-2654-5bcf-a53d-25d0754d448b,79.5,79.089,79.024,77.724,79.304,78.778,79.76,False
Junior UI/UX designer,0,3b33ec66-7870-51e1-afe1-86e586672022,78.645,80.595,81.439,77.008,78.247,80.284,80.222,False
Junior UI/UX designer,0,85a6513b-cf9e-5330-937f-f34a625a799b,79.216,79.592,78.605,79.009,81.749,81.768,82.809,False
Junior+ UI/UX designer,0,7d327a23-5f53-5faa-82fa-6f03ecd0c1be,79.788,78.713,78.963,79.258,78.492,80.251,79.864,False
Junior UI/UX Designer,0,430df53c-c8bc-567c-8eea-c6b1fe9587d2,76.396,78.729,78.773,77.751,79.77,79.172,79.979,False
Junior UI/UX Designer,0,5c983a34-c47e-583f-b2d1-812249fb475b,75.904,78.764,78.179,77.142,79.823,78.151,77.039,False
Junior UI/UX Designer,0,06b11937-6f65-501f-b2e5-432757f6ccbb,81.031,82.95,82.969,79.764,81.502,80.996,81.391,False
Junior UI/UX Designer,0,a4eb539f-67d1-50e2-adc0-85a7595c2208,78.412,81.969,81.196,79.903,81.504,81.998,81.766,False
Junior UI/UX Designer,0,183b8ef5-8813-51ca-a041-f8da81a9f74a,78.653,80.006,80.06,79.296,81.198,81.508,81.044,False
Junior UI/UX Designer,0,b2a613e2-6aef-5583-89aa-0c4cc4f3452b,77.748,80.944,81.317,76.529,80.036,79.609,79.033,False
Junior UI/UX Designer,0,e6d02a64-7a65-5810-b1a1-523757665641,80.937,83.668,83.511,80.108,83.915,82.419,82.638,False
Junior UI/UX Designer,0,e0643050-8052-5978-9414-6407e16574b8,80.786,83.653,83.862,80.681,82.327,84.314,83.887,False
Junior UI/UX Designer,0,caee5b11-319b-5e89-81fa-dd3e306dbcba,82.737,84.67,84.697,81.417,84.487,82.517,82.738,False
Junior UI/UX Designer,0,22ef9051-4b15-5136-9aa2-b3f0f99b9279,76.138,78.339,78.911,76.461,77.018,79.951,79.437,False
Junior UI/UX Designer,0,7887fef8-f33c-5c9c-95de-5a7973c5853d,77.622,80.737,80.846,79.238,79.381,81.738,81.819,False
Junior UI/UX Designer,0,cc541d4c-7a31-5c96-9952-682f36124403,80.152,79.894,80.015,79.108,80.077,80.398,79.698,False
Junior UI/UX Designer,0,da54c3d5-b54f-53fe-a97c-27506509d974,78.065,79.65,80.787,80.515,80.871,79.314,80.059,False
Junior UI/UX Designer,0,d209593f-382c-569f-b738-6d3c161b17e2,78.649,78.692,78.784,78.815,78.458,80.324,80.6,False
Junior UI/UX Designer,0,576eb08b-c387-551d-8f1d-30c8e093a974,77.925,79.049,78.054,78.22,80.219,77.681,78.769,False
Junior UI/UX Designer,0,35cf258f-02fd-5854-bf52-4fb209464d57,78.303,79.5,79.534,77.969,76.742,78.662,79.301,False
Junior UI/UX Designer,0,d13e772a-23c8-502d-8420-7fc9a714f239,82.023,80.172,79.95,80.531,81.199,80.379,80.285,False
Junior UI/UX Designer,0,43949168-265e-557d-bc27-c446bf50c075,79.168,78.294,79.85,80.773,80.898,80.884,79.964,False
Junior UI/UX Designer,0,22bdc128-ff6b-50ff-8d62-a74573a7951c,78.575,81.887,80.832,79.972,80.006,80.186,80.186,False
Junior UI/UX Designer,0,d475e689-475e-5a96-941a-401c8ca62feb,79.362,79.456,80.462,79.867,80.87,79.992,82.154,False
Junior UI/UX Designer,0,b655a8e8-c8e0-5982-847d-99bea5f90a8e,83.116,81.978,81.982,81.523,82.882,81.313,81.591,False
Junior UI/UX Designer,0,45c7d5d3-018d-5eb0-a718-16932b21935b,81.508,81.318,82.74,79.941,78.874,80.521,79.899,False
Junior UI/UX Designer,0,03860376-2f39-55e0-989c-a0a7ebd6d8ca,77.424,81.792,80.144,77.582,78.824,80.259,79.826,False
Junior UI/UX Designer,0,7759a32a-d3c1-5ea9-8596-aeb776763a5b,77.568,79.159,78.902,77.015,77.092,79.813,80.283,False
Junior UI/UX Designer,0,3214686d-c55f-53e3-b69d-24b92e7036cd,78.971,79.821,79.818,78.682,80.709,80.156,80.848,False
Junior UI/UX Designer,0,e24a6352-0b99-5455-a09e-18cd2e65d9e9,80.659,80.105,80.115,79.804,80.578,79.788,79.887,False
Junior UI/UX Designer,0,86afa425-94be-5772-88e5-1131e55c89cf,81.461,82.104,81.637,80.259,80.22,81.817,80.601,False
Junior UI/UX Designer,0,7c87ea7e-6f9c-58f6-87a6-f9cd125ecb94,78.629,76.184,77.523,78.198,79.658,80.227,80.113,False
Junior UI/UX Designer,0,b18d0f51-d206-5a63-8afc-fcb9f8c47283,79.438,81.688,81.358,79.961,81.478,81.685,82.244,False
Junior UI/UX Designer,0,518a873e-d540-5315-8b3d-7672bf359c8f,79.498,79.285,78.625,79.155,79.612,80.892,80.974,False
Junior UI/UX Designer,0,e719bfcb-b4ec-58c1-84f8-56ac6a1bfdb4,79.643,79.156,78.959,80.28,80.411,79.591,79.56,False
Junior UI/UX Designer,0,0b4d6948-77f2-55fa-afd5-defe6529a07a,81.933,80.77,81.015,82.442,83.593,83.126,83.259,False
Junior UI/UX Designer,0,5fc10bbe-c9fd-5e3b-a78f-5d0142b017c5,78.557,78.036,77.323,78.043,78.186,79.681,79.78,False
Junior UI/UX Designer,0,ecec725b-5a1c-51f3-9b76-09383e5d41e1,80.006,80.546,80.309,81.834,79.181,80.784,80.901,False
Junior UI/UX Designer,0,00272183-647f-562a-9192-a129087341a3,78.156,79.616,79.832,78.738,80.134,78.454,78.477,False
Junior UI/UX Designer,0,3416661c-4121-5398-90a1-5096f2250b01,79.9,79.724,79.801,79.25,79.049,82.178,81.338,False
Junior UI/UX Designer,0,974831f3-c473-502c-b690-b1ed299173bc,83.101,83.389,83.309,81.199,82.215,83.589,82.936,False
Junior UI/UX Designer,0,1f3ecd75-8859-5265-8b63-9649b2a01063,80.481,80.111,79.491,79.72,79.485,79.593,79.679,False
Junior UI/UX Designer,0,c33a453e-7425-5d3a-ab90-746b63d8e156,85.276,85.448,85.953,84.141,85.172,83.538,83.939,False
Junior UI/UX Designer,0,f02f2f9e-bfa6-5b23-bf11-ccf53514ad1b,77.873,78.684,78.759,76.169,77.781,79.408,79.461,False
Junior UI/UX Designer,0,e02f54e9-9ce6-56fb-b597-8d690f355170,78.138,79.901,80.501,77.42,79.728,81.68,81.917,False
Junior UI/UX Designer,0,96ffd9e7-8a74-520b-9bd7-c152b551b48c,79.223,81.801,80.378,78.838,76.971,80.799,80.435,False
Junior UI/UX Designer,0,b3637fd1-95ec-540a-bdb3-713d30b1e4eb,79.388,78.951,77.95,76.847,77.538,79.667,79.711,False
Junior UI/UX Designer,0,f16c09c2-0022-5092-8017-a3cd14e059b2,79.715,81.419,81.552,79.164,80.578,82.997,82.387,False
Junior UI/UX Designer,0,9fef99a1-f1f9-558e-a2d2-32eb3f96484a,79.101,78.425,78.346,77.407,78.785,80.452,80.18,False
Junior UI/UX Designer,0,6c9b6f0b-8bc2-53bc-af7a-22c73cfb95e6,77.363,81.358,80.866,78.562,77.944,79.478,79.929,False
Junior UI/UX Designer,0,98e7a967-fe13-587b-a082-ca1c100f3968,78.917,80.455,81.985,78.497,78.482,80.558,80.462,False
Junior UI/UX Designer,0,f47e39b3-5a95-545f-9b61-df180f5e7f82,79.198,80.781,80.651,80.107,80.438,80.226,80.178,False
Junior UI/UX Designer,0,e5067c43-948d-5beb-8326-f782edc04443,76.082,77.329,77.329,74.58,79.27,78.916,78.578,False
Junior UI/UX Designer,0,149cb4e7-10fd-50b9-9c70-77f79d72bd79,79.085,78.207,78.056,79.581,80.201,81.626,81.715,False
Junior UI/UX Designer,0,e7b31a1d-7f37-5c05-92be-e411deb2d39c,79.782,80.548,79.64,79.55,79.995,81.183,81.47,False
Junior UI/UX Designer,0,4dfad485-fd76-54fe-b05c-3836900c41d3,81.774,80.525,80.801,82.977,81.339,81.64,81.783,False
Junior UI/UX Designer,0,20d42ad9-28e9-5747-8b28-2e87f9138442,79.206,81.23,81.069,79.599,77.562,80.552,79.86,False
Junior UI/UX Designer,0,68a4d2ec-f0db-54cf-b542-225d04a16d09,80.575,81.533,81.737,82.618,80.757,82.513,80.16,False
Junior UI/UX Designer,0,86354f03-1781-5cf4-85ba-0890635c17b2,80.918,80.057,79.648,79.62,77.776,80.353,80.515,False
Junior UI/UX Designer,0,10bb7087-dafe-5728-a6af-73bdff4bc0bd,79.338,82.384,82.736,78.283,79.911,82.071,82.431,False
Junior UI/UX Designer,0,fd6f057d-8486-5dad-8706-ced4893042b2,76.92,79.74,79.884,75.906,79.261,79.614,79.867,False
Junior UI/UX Designer,0,5c27f8f7-faf9-531f-8f90-12338d55f715,80.322,81.056,79.904,80.81,80.829,80.488,81.776,False
Junior UI/UX Designer,0,3bc3783a-d15a-5143-aceb-8b531b554cba,78.188,80.316,80.391,77.745,80.465,80.141,80.485,False
Junior UI/UX Designer,0,7fc63d04-b009-5f28-ae34-def418edfb8e,80.16,80.773,80.219,79.565,79.859,79.471,79.091,False
Junior UI/UX Designer,0,b2cba638-f7aa-5487-9a65-4b7f8bbc7e36,81.158,84.017,84.156,80.839,83.842,83.774,83.564,False
Junior UI/UX Designer,0,d7b6ab5c-8aef-5921-bc84-c9160901314b,79.662,79.805,80.178,77.368,79.449,81.086,80.338,False
Junior UI/UX Designer,0,870e4df4-bce6-509c-ad3a-fc3fd9bbb19b,80.624,81.558,81.028,78.809,79.248,81.339,81.256,False
Junior UI/UX Designer,0,71ad99f8-38ae-549c-a905-274f2f9d45fc,81.36,80.992,80.77,81.276,83.121,82.5,83.152,False
Junior UI/UX Designer,0,551031ef-91aa-575b-9005-49b07a723c46,80.571,80.508,80.24,80.534,82.109,81.289,81.653,False
Junior UI/UX Designer,0,1d2da245-5892-524a-a468-b452acd819bb,79.874,80.743,80.92,79.641,79.085,82.41,82.278,False
Junior UI/UX Designer,0,a399cfcf-27dc-51b7-9cd4-f5a9c233e125,79.729,82.805,82.01,79.756,80.647,80.041,79.985,False
Junior UI/UX Designer,0,3a5e5a8a-3d70-5fe2-9908-83a5a1b4a442,76.527,76.942,77.667,79.271,79.355,77.628,77.76,False
Junior UI/UX Designer,0,f6c61c4b-c1db-5544-b2ab-35f517dfdd1f,75.215,76.649,76.803,76.766,78.48,77.263,77.885,False
Junior Project Manager,1,ab2947d3-8493-5fe2-9192-f3f41b162ef7,81.061,81.918,84.059,83.743,84.076,82.319,82.921,True
Junior Project Manager,1,2e133b46-3c9a-5db5-87ba-cfbe6e845883,84.806,83.298,83.153,83.544,84.001,83.709,83.684,True
Junior Project Manager,1,dcded1c8-b173-5c6c-ab7b-0b661821ad50,81.328,80.856,81.031,81.011,81.767,84.412,83.344,True
Junior Project Manager,1,c7585ff6-5ddc-5a4b-8e73-051c781483d2,82.467,84.138,84.179,83.281,82.825,83.534,82.783,True
Junior Project Manager,1,9c1fe21f-8bc7-5242-9cb3-197413b1592b,81.239,81.466,81.332,79.332,81.636,82.256,81.65,True
Junior Project Manager,1,f3186803-3b67-5b28-87f8-52886727eba8,78.576,83.522,83.258,79.711,83.103,78.125,82.522,True
Junior Project Manager,1,28e67e65-43d2-5c54-a271-844e1cf02737,81.196,84.7,84.641,80.848,83.383,82.006,85.823,True
Junior Project Manager,1,2f824f85-85f5-50c8-84c2-128c82a17b6b,80.252,81.066,81.049,80.087,80.509,81.433,81.251,True
Junior Project Manager,1,9f383aaf-1ba3-5075-8b37-03f92690b5e3,84.576,84.478,85.066,83.979,84.55,85.364,84.584,True
Junior Project Manager,1,718ad965-8247-5c27-89ba-242a80e8f219,79.446,82.034,82.854,79.791,81.853,83.596,83.253,True
Junior Project Manager,1,19e05bdb-e95c-565d-a817-0652167e34ef,81.59,82.956,83.122,82.178,83.494,82.54,82.484,True
Junior Project Manager,1,93d4a674-a580-5954-9dc6-de0a55a1950d,79.582,81.369,81.502,81.474,81.493,81.752,82.26,True
Junior Project Manager,1,2e6bc125-cca6-5103-9a1e-dbb77bf7df69,85.334,84.242,84.454,82.264,81.513,83.544,85.217,True
Junior Project Manager,1,355477a7-9e94-50e6-8ee1-b79443ec5903,79.147,80.7,81.838,79.257,81.584,80.577,81.274,True
Junior Project Manager,1,8290733c-b38b-5020-b04a-a206da2c00e7,84.456,83.165,83.541,84.609,83.922,85.806,85.475,True
Junior Project Manager,1,43a069b0-865c-5eaa-9cec-259b12549e43,80.748,83.835,84.368,80.123,83.517,81.767,82.012,True
Junior Project Manager,1,27e1288a-4446-5e6a-afe6-71dbae622ad8,78.747,79.197,79.395,80.523,80.481,79.717,80.266,True
Junior Project Manager,1,03464058-5438-508c-8c37-88eb6edd2639,80.034,81.067,80.944,78.741,81.663,80.834,81.234,True
Junior Project Manager,1,be697da9-2258-51ab-9cbe-ff173ba26988,79.222,81.206,79.832,76.835,77.535,79.196,78.856,True
Junior Project Manager,1,76c76b9f-ad7b-5ac4-b9f4-ca954676764f,78.72,79.646,79.444,78.306,78.864,81.34,81.641,True
Junior Project Manager,1,d573f598-2708-5943-8d7c-2fcb6903f5bd,81.981,82.009,80.388,82.075,81.409,81.406,80.765,True
Junior Project Manager,1,d8506b73-86d8-53dc-9f59-3d15d8f2d5d9,77.844,78.525,78.872,77.604,82.168,81.676,82.311,True
Junior Project Manager,1,187b52ca-5bcd-5b55-bce3-828cc3bb62d5,82.191,83.625,83.161,81.644,84.903,82.007,82.187,True
Junior Project Manager,1,3674589c-d495-553b-b7e9-b7788ab324a9,80.268,81.344,81.031,80.178,85.264,80.203,81.094,True
Junior Project Manager,1,f0a0e19c-d3a3-51f9-a526-f0c86ca59876,81.376,82.987,83.029,81.606,82.829,81.721,82.234,True
Junior Project Manager,1,11eb711d-4446-5e2c-8948-ab468b405dd4,79.921,80.682,80.32,78.839,78.864,81.76,80.843,True
Junior Project Manager,1,ca3df61d-cd2a-5e24-ad33-47d254fa04c3,81.741,82.017,81.607,81.657,81.289,81.959,81.917,True
Junior Project Manager,1,dca5b758-7acd-5980-95f7-789a4400dc2b,82.577,81.511,82.246,81.193,83.109,82.293,83.306,True
Junior Project Manager,1,b5c66bd0-1758-5749-9d81-cf1cc93856ee,79.643,79.812,79.362,77.938,80.58,78.031,78.293,True
Junior Project Manager,1,e198d97e-a872-5803-bac3-376c4d8b1738,82.204,83.086,83.815,83.087,84.034,81.757,81.371,True
Junior Project Manager,1,480929c7-769b-54ca-a1f6-ca23fabebbfb,80.412,79.242,79.317,79.676,78.296,79.058,78.621,True
Junior Project Manager,1,bd33aaa4-d578-5af0-b076-fb42095de7b1,83.747,82.314,83.368,82.339,82.594,84.105,84.083,True
Junior Project Manager,1,461c585d-c52f-5403-8b52-54c29eb4bbf4,83.41,83.636,83.408,83.856,83.577,83.8,83.637,True
Junior Project Manager,1,4e1c42ff-7d93-54d2-b3a6-fb3df5808e53,80.488,83.023,83.656,82.822,83.767,82.528,83.001,True
Junior Project Manager,1,fe24ac58-f490-551e-a80f-ec065c6267b6,78.533,77.903,77.798,77.833,78.679,77.2,77.85,True
Junior Project Manager,1,dfce63ff-9d97-55d6-89cb-062783cdad9f,82.808,83.632,82.054,82.956,83.051,83.947,82.728,True
Junior Project Manager,1,86e80384-5975-5764-8bb8-f2bb25761f51,82.911,83.844,83.937,84.069,83.169,85.311,84.572,True
Junior Project Manager,1,0b5a603d-0ab4-5290-a97d-95fd9adbc81f,79.108,78.497,78.445,78.603,78.126,79.27,79.065,True
Junior Project Manager,1,b20dff8e-406f-5170-9e93-27660be962d8,85.071,85.492,84.781,83.463,84.167,85.764,85.544,True
Junior Project Manager,1,918711ac-b766-5e4c-99d0-061cb8078c26,80.347,81.423,80.867,79.426,81.364,81.623,81.411,True
Junior Project Manager,1,5b4a5bc9-6f33-570d-b215-022962f4d08e,79.548,82.713,83.026,82.283,80.803,80.65,81.199,True
Junior Project Manager,1,ea984de6-bf07-5a37-bfff-5a143b9051fd,77.226,77.973,77.693,76.725,78.571,79.079,79.158,True
Junior Project Manager,1,c69bb319-d105-5664-b91f-99eaca347eac,82.431,81.829,82.042,78.166,79.188,81.635,81.176,True
Junior Project Manager,1,a97dbd9d-d1cc-5964-9775-240a6d7d6452,80.178,81.522,80.99,80.112,81.315,82.79,82.354,True
Junior Project Manager,1,7f4da53b-d213-56f4-a51d-cc7aca3f6b97,79.263,80.418,80.362,79.684,81.72,80.146,80.842,True
Junior Project Manager,1,ae4c91d4-d638-5541-b20a-75f3b4ed1721,80.745,81.17,80.634,80.214,81.61,82.63,81.894,True
Junior Project Manager,1,182b3510-b706-50ee-87b0-729de33ba4bd,81.369,84.428,84.093,81.284,82.882,81.715,84.954,True
Junior Project Manager,1,f9f6c0ad-9df1-573d-baf5-5223f3916587,81.448,82.911,83.033,81.474,83.636,83.016,83.175,True
Junior Project Manager,1,766d2ea3-3888-5631-bce9-6099ca409ccc,80.692,82.483,82.293,80.846,80.678,81.395,81.544,True
Junior Project Manager,1,5886a922-7eb5-5d90-9100-6e12b6ef08fc,79.425,82.13,81.727,80.07,81.599,80.276,80.499,True
Junior Project Manager,1,1c0b34ce-1114-5158-8f4b-7346dd628c41,83.81,83.603,82.879,81.982,83.07,84.124,84.468,True
Junior Project Manager,1,9f81ba49-8fd9-5195-93de-7261b44246b1,82.776,82.778,81.92,80.92,82.067,82.006,81.93,True
Junior Project Manager,1,b1ba1505-5890-5243-850f-8c3424bf90be,78.394,79.675,78.974,79.341,78.312,78.169,78.926,True
Junior Project Manager,1,b78b8aeb-682d-50fb-8e5b-aeacfa242ea1,79.21,81.192,81.378,78.005,77.798,80.67,81.084,True
Junior Project Manager,1,f02ab58b-791f-5681-a52e-2f007ee415e6,75.63,80.369,80.317,77.004,78.44,77.184,77.792,True
Junior Project Manager,1,ead7eddb-ccde-5df9-8243-3be6ad07a22f,78.077,77.749,77.261,77.664,78.51,79.488,79.554,True
Junior Project Manager,1,1b1bc22c-723f-5a47-8a00-68b2d738ae8d,81.891,82.397,82.311,79.765,82.61,83.671,83.313,True
Junior Project Manager,1,4b00d0d7-09f0-576c-95c4-1e405fbb63a4,77.147,82.526,82.352,77.016,77.81,81.575,80.979,True
Junior Project Manager,1,6c6901e2-710f-5670-8040-dc76b5464193,82.487,83.232,83.482,83.244,82.637,83.003,82.753,True
Junior Project Manager,1,6e94e609-fc39-5b46-b160-08580ac2c646,81.159,81.719,81.232,81.417,82.85,80.871,81.437,True
Junior Project Manager,1,a6c5d1ea-ad22-53bc-bfe8-49f8f7bdd6c3,83.06,82.385,82.684,80.833,81.12,83.555,83.216,True
Junior Project Manager,1,56a910ed-8f22-5504-a337-63523046724b,81.739,82.084,81.978,81.71,81.267,81.975,81.97,True
Junior Project Manager,1,bdd3ad8e-77c0-5226-80e8-370e0a5410ef,83.006,81.801,81.003,79.425,79.563,80.909,80.544,True
Junior Project Manager,1,7ee3d927-5ee6-5d86-a4a5-380e0ef7d8e4,81.921,81.815,81.484,80.739,81.862,81.967,82.131,True
Junior Project Manager,1,14e0c254-fdc6-5eae-9c97-eb7eab1d0575,81.118,81.646,82.077,80.155,80.196,81.305,80.029,True
Junior Project Manager,1,77421e60-feb3-5c3e-ae51-4ccef466c98d,77.278,79.859,79.727,77.995,78.786,80.697,80.348,True
Junior Project Manager,1,ad4e7c9c-7bb5-55ea-ab86-2e3d26213eb4,81.733,82.298,82.093,80.444,81.893,82.022,81.612,True
Junior Project Manager,1,aa72ccef-c3e4-5450-8303-28a3e921162e,82.369,82.45,82.874,80.114,81.832,81.882,81.748,True
Junior Project Manager,1,3ffffc23-afd9-5df0-93e4-fd2ddc84ff66,81.93,80.236,79.643,80.792,81.0,80.986,82.155,True
Junior Project Manager,1,239abf28-3bdf-5d69-86ac-3acc10e6e5a3,80.587,83.402,83.094,81.568,83.757,81.333,81.663,True
Junior Project Manager,1,eb639414-3207-5821-9ce5-51d639e25ff9,78.893,79.651,80.474,80.606,82.95,79.926,81.138,True
Junior Project Manager,1,025555d5-faee-5511-8e33-82a0285ecfcb,84.068,85.44,84.385,84.237,83.938,84.322,83.55,True
Junior Project Manager,1,4c2f49af-0d82-58f3-9670-0b36f976653e,81.257,81.802,81.592,81.373,83.213,82.039,81.987,True
Junior Project Manager,1,40156960-c679-5751-b010-39d488ba3a13,78.357,79.008,79.312,76.569,76.189,78.887,77.157,True
Junior Project Manager,1,79316dda-72d3-5e1b-ae70-5e1fb483d49c,85.063,84.779,84.794,82.68,83.638,85.004,84.513,True
Junior Project Manager,1,db12bdfe-018f-5720-b629-8e4a834eed76,77.09,81.277,81.246,79.231,79.655,82.02,82.373,True
Junior Project Manager,1,2012d52b-bcc1-5892-976a-3010e21c4d70,81.318,81.507,82.667,80.884,83.012,81.695,82.3,True
Junior Project Manager,1,c850bc40-dbad-525f-956e-2ddde50a23a3,85.619,83.781,83.725,83.006,83.193,83.497,83.428,True
Junior Project Manager,1,8f9ff62a-5e83-514d-a8c3-126b00cfbe7a,82.794,82.696,82.565,80.606,81.404,81.821,82.353,True
Junior Project Manager,1,f45fc90c-e117-5c8b-99cb-d69c73e3b8cc,78.957,79.772,79.156,78.043,79.702,80.81,80.089,True
Junior Project Manager,1,f7c323ae-5ffb-597c-9ab4-fad68e6f2374,80.064,80.145,80.105,80.26,81.967,80.792,80.63,True
Junior Project Manager,1,4b12ecf2-70c1-5520-878c-6f9615072e9d,82.266,84.064,84.062,81.974,84.718,82.467,82.996,True
Junior Project Manager,1,b52981ea-2212-542e-a643-c5fce7db6faa,81.905,82.182,82.713,80.501,82.592,81.061,80.804,True
Junior Project Manager,1,ddd99b6e-5f37-5747-9427-b4c57fd47bda,83.257,83.833,83.166,82.794,82.817,83.941,83.68,True
Junior Project Manager,1,c5f996b3-0397-5595-9806-94f513b1c87c,78.534,82.176,81.268,78.903,79.017,79.866,80.02,True
Junior Project Manager,1,c475bc00-6530-54dd-b26a-2e3106b62c23,83.421,84.593,84.022,83.389,83.379,84.018,84.09,True
Junior Project Manager,1,965a0b2c-28db-5c75-9125-192a742fa9c9,78.766,77.773,78.024,77.843,78.428,78.657,78.429,True
Junior Project Manager,1,dfb9a4bf-6517-558c-bdb7-d64301f59893,80.782,80.511,80.577,81.761,82.4,82.503,82.916,True
Junior Project Manager,1,75f78fae-354f-5c07-94e2-cf76c8b25122,80.259,80.993,81.157,80.62,80.094,81.354,82.406,True
Junior Project Manager,1,bf4303c4-2f1a-525c-9ee0-db2ab3bdbc4e,82.705,82.33,82.149,82.395,80.783,82.893,83.083,True
Junior Project Manager,1,1682370d-9635-5da6-b8bb-6a172cd00de3,82.431,81.769,81.405,82.551,81.313,83.749,84.014,True
Junior Project Manager,1,e98618bd-4fbc-502e-bd01-6ff695f5ae1e,82.61,83.892,83.79,79.731,83.117,82.96,82.937,True
Junior Project Manager,1,56a8ffff-a10d-5bc6-8ecf-bae18047195b,82.365,84.259,85.082,83.614,83.675,84.695,84.313,True
Junior Project Manager,1,8b273f46-6fe3-529d-adbd-12c326f92438,80.758,81.562,80.799,79.602,81.962,80.114,80.457,True
Junior Project Manager,1,950fd2e8-b7cb-5645-9d4d-0733137ce303,81.767,82.186,82.248,81.783,82.267,82.217,82.838,True
Junior Project Manager,1,e80d789f-c5d8-5595-83d4-3c3ee9a47af5,79.957,80.479,80.388,80.021,79.989,79.981,79.651,True
Junior Project Manager,1,02be6da0-49e4-50eb-96c8-81ed905d07ac,81.575,81.064,80.875,79.078,80.491,79.363,79.371,True
Junior Project Manager,1,442b8e7a-aca4-5c84-bc3d-df0a55629668,82.244,82.858,82.743,81.501,81.875,81.729,81.932,True
Junior Project Manager,1,cad4cfdd-a759-5639-ac98-d4d3180d4b01,83.887,84.652,84.534,81.717,83.195,85.622,85.883,True
Junior Project Manager,1,781e36af-45e8-51b8-8313-746c8cda05aa,83.523,83.044,82.642,81.395,82.385,84.585,84.003,True
Account Manager / Client Success Manager / Project Manager,1,e373a7e2-482c-53fe-aead-93f25f3da280,82.712,81.579,81.585,83.184,83.858,83.572,84.007,True
Account Manager / Junior Project Manager,1,82621d03-7c4a-5f0c-9423-295f1daa9c4a,81.421,83.414,83.185,80.912,81.044,82.654,83.335,True
Account Manager / Junior Project Manager,1,3ab37873-5c23-5827-82f7-8a10c6944df1,81.739,85.045,84.997,81.124,82.086,82.485,81.656,True
"Account Manager, Project Coordinator, Project Manager, Business Administrator",1,f0764582-4ddc-561b-bdb6-986444a4445d,82.691,83.428,83.795,82.903,82.436,83.67,83.286,True
Account Manager / Project Manager,1,69d70e77-7a20-584c-8070-713f08467113,79.894,78.921,78.618,80.22,80.395,82.281,82.617,True
Account Manager / Project Manager,1,920e7efb-e260-5e4d-9306-9e15eb1da6c6,82.429,83.585,83.238,81.774,84.133,83.803,83.772,True
"Account Manager, Project Manager",1,ff684746-9ea8-5a15-a74e-732e09a455c5,84.072,83.907,84.642,83.569,84.057,83.65,83.708,True
"Account Manager, Project Manager, Scrum Master, Product Manager, Product Owner",1,e40b6c57-c522-5b6f-acb6-9c0ce2cbaf4a,86.226,85.557,85.529,83.794,85.859,85.677,86.151,True
Account / Project Manager,1,ea7ef1bd-ef4f-55d7-9991-261373192231,82.022,83.033,82.983,82.525,83.681,82.819,83.557,True
Junior Project Manager,1,d547debe-3220-5165-92db-2b293efb6c45,82.225,81.701,82.733,82.278,80.626,82.875,81.961,True
Junior Project Manager,1,99c68a4a-fd75-5bb5-a98e-88e68e1c73ad,77.676,79.279,79.448,77.476,79.265,78.992,79.429,True
Junior Project Manager,1,9c184ee0-7369-5e07-a2a0-aa4227d8cfe2,81.82,83.357,83.372,80.975,81.743,84.292,84.282,True
Junior Project Manager,1,3d9023de-e57c-5f97-ad5d-20a36f3e150b,75.947,74.636,76.374,74.678,75.055,77.595,77.895,True
Junior Project Manager,1,2f94208c-3229-5b04-81ca-d6c0473988c1,83.692,83.343,83.667,83.578,84.138,82.831,82.748,True
Junior Project Manager,1,ecc8b41b-3957-5044-ac42-ca33303a7e50,81.879,84.124,84.542,81.536,84.615,83.673,85.106,True
Junior Project Manager,1,ffd3851d-c2f6-525c-956b-e9a90b565048,80.707,80.875,80.632,81.429,80.821,80.914,81.863,True
Junior Project Manager,1,7adca4bc-192d-5f50-9702-e786dfec2ca7,81.438,81.96,81.774,79.287,81.79,80.757,83.009,True
Junior Project Manager,1,87e451c5-b9c4-55b5-9b54-d37d97df7c83,80.522,83.066,83.905,79.785,83.636,82.307,82.406,True
Junior Project Manager,1,0e7e9a30-db4b-5993-9c0f-3ee4823e5659,81.658,79.155,79.307,79.195,81.092,79.376,80.636,True
Junior Project Manager,1,151d7e3f-fb84-5fa3-9a06-0566e2e71b30,83.731,85.274,85.256,83.3,85.141,86.245,85.316,True
Junior Project Manager,1,c5e1409e-c3c4-54dd-936e-31424ab50768,83.276,81.816,81.758,81.911,82.46,83.038,83.883,True
Junior Project Manager,1,c06ab54c-8beb-585f-be73-e125db7744ed,79.291,80.73,80.631,79.045,79.155,83.162,83.161,True
