,Unnamed: 0.1,Unnamed: 0, GPT-35 Conversation-Improved CV DoorDash PM Score, GPT-4o Conversation-Improved CV DoorDash PM Score, Twice GPT-4o Conversation-Improved CV DoorDash PM Score,True Label,GPT-4o-mini Improved CVDoorDash Score,Original CVDoorDash Score
,508,508,80.505,81.363,81.035,1,81.7,80.28
,509,509,82.79,83.871,82.225,1,82.064,80.558
,510,510,81.264,82.531,82.968,1,82.932,82.792
,511,511,84.043,84.038,84.237,1,84.365,84.901
,512,512,79.561,79.56,81.823,1,81.902,79.51
,513,513,80.244,78.541,82.854,1,82.49,82.553
,514,514,84.326,84.127,83.961,1,84.429,83.35
,515,515,78.928,78.435,75.572,1,75.524,76.679
,516,516,80.848,82.173,81.598,1,81.877,79.645
,517,517,80.603,80.874,81.34,1,81.354,80.626
,518,518,80.44,80.279,82.485,1,82.083,80.179
,519,519,77.361,78.742,79.387,1,79.068,79.183
