id,ScoresGoogle_Original_File_haiku_v1 resumes,ScoresGoogle_Original_File_sonnet_v1 resumes,ScoresGoogle_Original_File_gemini_flash_v1 resumes,ScoresGoogle_Original_File_opus_v1 resumes,ScoresGoogle_Original_google resumes,ScoresGoogle_Original_File_gemini_pro_v1 resumes,ScoresGoogle_Original_File_gemini_flash_lite_v1 resumes
98322,88.389,89.495,88.556,86.726,87.385,88.25,89.146
98323,88.365,87.837,88.365,87.0,87.97,88.09,88.213
98324,86.934,86.161,86.657,85.537,86.441,87.972,85.915
98325,86.404,88.04,88.359,85.431,87.08,89.081,88.485
98326,81.74,81.856,82.573,81.551,82.205,86.66,85.373
98327,81.18,82.32,85.418,80.581,77.64,85.056,83.582
98328,85.811,87.118,86.953,87.076,83.155,88.337,84.408
98329,84.26,85.635,85.975,84.164,83.17,83.642,83.745
98330,81.802,85.332,85.655,85.375,83.451,85.561,84.35
98331,79.276,79.985,81.064,82.417,78.482,84.786,80.971
98332,82.825,81.368,83.406,81.66,83.958,82.795,82.171
98333,85.558,84.341,85.981,82.923,81.24,84.252,83.294
98334,78.424,78.965,80.621,79.858,77.11,82.672,79.446
98335,83.606,81.04,82.324,81.624,79.087,83.785,82.378
98336,80.897,80.671,81.967,81.135,81.672,81.007,82.197
98337,85.022,85.926,84.864,85.824,84.542,86.044,85.022
98338,80.612,80.768,83.888,80.989,79.653,79.263,83.58
98339,83.79,84.352,87.231,81.617,85.538,85.662,87.568
98340,85.827,87.397,87.611,85.868,85.989,88.516,87.538
98341,87.204,86.974,88.513,84.049,86.918,89.108,84.89
98342,86.28,86.254,88.061,85.714,82.961,87.068,86.172
98343,83.324,84.34,84.309,84.782,85.214,84.571,85.318
98344,86.776,87.445,88.402,86.92,84.654,87.509,87.622
98345,85.039,83.256,83.55,85.011,82.567,83.793,82.896
98346,84.367,85.01,85.801,85.377,83.196,84.747,84.69
98347,83.769,85.549,83.539,79.515,80.836,83.323,83.381
98348,80.068,81.703,81.711,80.282,78.332,80.106,81.505
98349,87.443,88.429,88.553,87.766,86.919,88.265,88.462
98350,87.364,88.146,89.324,86.992,87.198,88.483,88.543
98351,86.632,86.286,84.923,83.762,85.632,85.126,83.474
98352,83.396,83.189,84.573,82.168,83.731,82.906,84.19
98353,84.193,83.42,83.097,82.625,84.831,82.766,83.764
98354,77.459,77.727,78.238,76.868,77.17,77.077,78.413
98355,82.71,81.572,83.226,82.124,82.181,82.941,81.671
98356,84.193,83.296,84.409,83.033,81.207,83.679,81.515
98357,77.912,79.686,80.247,79.281,76.337,80.636,80.959
98358,87.2,85.016,84.935,86.369,83.587,85.075,84.607
98359,80.93,80.548,81.295,81.055,79.388,84.458,79.225
98360,75.939,74.816,77.224,76.752,75.972,79.394,75.831
98361,86.036,86.022,88.758,86.575,85.634,88.971,86.524
98362,82.669,84.087,88.369,84.885,81.38,88.56,87.008
98363,80.613,80.64,85.076,85.327,81.094,85.892,83.292
98364,80.671,83.956,82.447,83.82,80.936,83.251,82.348
98365,84.041,84.579,86.322,84.064,83.133,84.408,82.876
98366,77.836,80.576,81.263,81.226,78.308,81.52,81.53
98367,82.926,82.094,83.727,82.442,82.974,83.2,83.405
98368,80.933,80.949,83.165,81.986,80.833,83.785,83.781
98369,87.641,88.805,90.617,85.369,86.564,90.145,89.347
98370,87.122,87.258,88.851,87.163,86.826,89.43,87.847
98371,86.82,86.519,87.192,87.058,83.927,88.284,84.685
98372,86.23,87.372,89.062,86.627,86.44,86.744,87.775
98373,78.855,82.406,85.575,85.463,81.774,84.401,82.676
98374,86.873,85.163,86.295,84.628,81.3,86.907,83.813
98375,83.062,87.296,85.941,85.801,82.14,87.982,87.225
98376,80.733,84.646,84.8,81.877,83.115,84.815,83.449
98377,85.109,85.312,86.994,84.819,82.37,88.458,85.363
98378,85.794,87.724,87.485,86.006,84.188,86.297,88.162
98379,89.215,87.864,88.885,87.637,87.857,86.927,88.882
98380,86.284,86.819,87.382,85.614,86.181,87.091,85.095
98381,80.86,80.927,86.944,81.509,85.374,86.882,83.456
98382,87.097,87.444,88.867,86.096,87.118,89.252,88.467
98383,84.782,82.099,87.774,82.446,84.314,85.897,86.535
98384,79.474,80.286,87.026,84.829,80.418,83.573,83.565
98385,84.119,85.464,87.901,85.375,83.591,88.847,86.238
98386,80.159,84.948,85.647,81.636,79.137,84.152,81.109
98387,84.136,86.034,86.987,86.381,84.887,86.714,85.548
98388,87.295,87.005,87.388,85.756,82.881,88.61,87.186
98389,85.612,85.888,86.511,85.664,82.922,84.57,83.035
98390,82.49,86.445,88.508,82.704,79.112,88.21,85.379
98391,85.514,85.861,86.232,84.356,82.617,86.388,86.227
98392,83.645,83.117,86.559,85.23,81.374,87.343,81.4
98393,83.295,83.518,87.64,83.407,84.019,89.294,85.438
98394,86.986,84.279,86.236,84.774,85.866,88.644,88.445
98395,88.507,88.056,90.478,87.126,87.614,90.571,89.998
98396,85.518,85.1,87.045,83.937,82.021,85.935,85.881
98397,84.089,84.569,84.615,85.605,82.078,85.51,85.148
98398,85.316,85.607,83.511,83.157,80.384,84.63,83.821
98399,79.413,84.808,83.381,80.201,80.152,84.195,81.991
98400,80.102,79.93,79.783,79.288,78.111,80.979,81.455
98401,82.264,83.149,83.331,82.646,82.964,84.286,83.922
98402,86.281,86.665,85.499,84.016,84.91,87.258,85.515
