id,sonnet_doordash_pm resumes,haiku_doordash_pm resumes,gemini_flash_doordash_pm resumes,opus_doordash_pm resumes,gemini_flash_lite_doordash_pm resumes,gemini_pro_doordash_pm resumes
87779,0.7141599,0.7212026,0.70005715,0.7285211,0.7683501,0.6875337
97622,0.8455026,0.8460134,0.8492196,0.86566424,0.83341867,0.8374116
98134,0.8264684,0.7629204,0.81734455,0.8237363,0.7831042,0.829131
98135,0.8246126,0.85554343,0.86520547,0.8314232,0.8082363,0.8368131
98136,0.79444814,0.79657894,0.8050933,0.7695153,0.7778422,0.8140079
98137,0.8189046,0.80446696,0.79960465,0.81348103,0.76643044,0.8226267
98138,0.7983302,0.80329597,0.8281448,0.80340904,0.78470516,0.8027664
98171,0.8218288,0.820254,0.8160779,0.8195502,0.7637956,0.83779407
98172,0.7945219,0.7873843,0.82512695,0.7850359,0.7787769,0.8227031
98173,0.846859,0.86831856,0.8625151,0.8469901,0.7926654,0.8487118
98245,0.7684543,0.7841584,0.8220465,0.7566545,0.7875656,0.8199389
98250,0.8113937,0.79775965,0.83530927,0.8046906,0.8446059,0.840918
98251,0.7460369,0.7534826,0.8130941,0.7527361,0.7971786,0.8124227
98252,0.72598755,0.69922817,0.82371294,0.7441765,0.68957686,0.8007113
98253,0.8253156,0.83440626,0.85452354,0.8564079,0.84663254,0.83721304
98254,0.8164932,0.83260167,0.8515726,0.82277924,0.80166703,0.836957
98255,0.8718263,0.8752226,0.87035865,0.8631486,0.8669272,0.88910747
98256,0.8044584,0.8124957,0.8459251,0.806935,0.81356263,0.8638069
98257,0.86367524,0.8387456,0.86568403,0.83589137,0.85524035,0.88307333
98258,0.79587674,0.79360276,0.804574,0.8011857,0.78735626,0.8074534
98259,0.81496716,0.8258232,0.8508647,0.81855154,0.8147939,0.82102215
98260,0.8122122,0.8357252,0.8385087,0.8289435,0.81125057,0.8489169
98261,0.8428894,0.7971324,0.8461772,0.810607,0.81033957,0.8466529
98262,0.815389,0.8134766,0.8501923,0.80421364,0.86365795,0.8402805
98263,0.8529509,0.8495188,0.8405395,0.809213,0.81303716,0.8653713
98264,0.8268485,0.8002956,0.86485094,0.82952905,0.8110318,0.8566074
98265,0.87680465,0.8778023,0.8533715,0.87374866,0.8564517,0.8756539
98266,0.87484187,0.8758325,0.89134955,0.88544357,0.8744228,0.8706565
98267,0.8462755,0.85128254,0.8388818,0.83938146,0.8283534,0.8386911
98268,0.84240276,0.8416286,0.84727865,0.8249529,0.81799924,0.83276415
98269,0.8265835,0.8101983,0.8469622,0.83215356,0.8211873,0.8072959
98270,0.8292269,0.82580805,0.8425177,0.8388369,0.82881725,0.8141979
98271,0.8030835,0.7931149,0.80559886,0.8063917,0.7604737,0.77368414
98272,0.84439355,0.84480447,0.8331476,0.82377106,0.8009436,0.84930485
98273,0.81857145,0.7958129,0.8711305,0.80558133,0.78365755,0.8497706
98274,0.8626499,0.8493982,0.8419796,0.82689226,0.8196721,0.85416174
98275,0.8607588,0.8502337,0.8617201,0.8457196,0.8318695,0.8506768
98276,0.8300602,0.8194516,0.8439981,0.8524097,0.85383373,0.84025097
98277,0.8557153,0.8567985,0.8326037,0.8495853,0.8201879,0.8266544
98278,0.8638534,0.8689736,0.855384,0.8790061,0.85843086,0.8616907
98279,0.8582301,0.86526453,0.86403584,0.8632743,0.86205035,0.85475004
98280,0.84909767,0.8560977,0.84583944,0.86923003,0.8160633,0.8455603
98281,0.8470072,0.8352714,0.84624386,0.8320179,0.81516325,0.85816765
98282,0.8327733,0.83166724,0.8509728,0.8347674,0.80952215,0.85097796
98283,0.85556304,0.8657284,0.8837377,0.83859104,0.84528357,0.86279845
98284,0.767627,0.79778403,0.7874758,0.7381743,0.7468096,0.7616266
98285,0.7763098,0.7932969,0.7944203,0.78974515,0.7885412,0.7977336
98286,0.7970351,0.8283174,0.84093857,0.7948654,0.8002407,0.8512974
98287,0.81940705,0.824244,0.8632262,0.84949195,0.8301001,0.8317639
98288,0.81121886,0.81880546,0.8323409,0.8514225,0.8313911,0.8222359
98289,0.8031988,0.81441057,0.8379687,0.80821496,0.81913894,0.85334444
98290,0.76616406,0.74776506,0.7884711,0.744609,0.74313045,0.78458047
98291,0.86433613,0.8608391,0.8546852,0.8376957,0.8481435,0.8543434
98292,0.80434394,0.8185179,0.7910428,0.7881762,0.7886195,0.82479566
98293,0.8056542,0.77303755,0.8092272,0.82124704,0.8078032,0.831859
98294,0.7849889,0.8061476,0.82884705,0.76887333,0.805763,0.8332472
98295,0.8104716,0.8014214,0.8512688,0.80780256,0.78208923,0.82741845
98296,0.80922484,0.80375236,0.84441173,0.806505,0.78872514,0.85125655
98297,0.84249574,0.85699934,0.8666437,0.85424566,0.83715796,0.8414773
98298,0.83210963,0.85825133,0.83353454,0.85063803,0.8398738,0.85112965
98299,0.83160937,0.8184116,0.844373,0.81841063,0.8439981,0.82815653
98300,0.7920743,0.8003597,0.80942243,0.80923015,0.77599674,0.7977048
98301,0.78684074,0.80689895,0.77049834,0.7709886,0.7931466,0.7829064
98302,0.86803734,0.8657018,0.8716399,0.870224,0.86312574,0.8691952
98303,0.8285371,0.8498759,0.81758434,0.84711784,0.82765925,0.84141433
98304,0.8742149,0.8755013,0.8832697,0.86872965,0.8770895,0.8879701
98305,0.8663827,0.8569906,0.89046025,0.8598655,0.86123204,0.8769935
98306,0.83305013,0.81486964,0.82368755,0.8279184,0.8264776,0.8624423
98307,0.85174656,0.8496052,0.86731505,0.856087,0.8230295,0.8623285
98308,0.8177471,0.83195853,0.8658546,0.810818,0.8353716,0.8466907
98309,0.83449394,0.8551625,0.8618698,0.829797,0.8034607,0.8564923
98310,0.8916575,0.8775186,0.83040047,0.8595311,0.8653874,0.8801469
98311,0.86582947,0.8524347,0.8663123,0.85538656,0.8305261,0.8482756
98312,0.8353938,0.8521743,0.8569226,0.8378637,0.8376429,0.8540236
98313,0.8162776,0.8348622,0.8244886,0.83370143,0.82471424,0.85205746
98314,0.87587076,0.8844036,0.8755329,0.87484455,0.8928334,0.8853638
98315,0.8180842,0.78329027,0.83164257,0.8035239,0.77986676,0.8217631
98316,0.8935343,0.887165,0.87713194,0.89009935,0.8897337,0.8783194
98317,0.8028934,0.84482235,0.8281384,0.79533994,0.7240141,0.8386618
98318,0.8572948,0.8744411,0.8668281,0.85022527,0.84701824,0.8255237
98319,0.83537376,0.84474444,0.8445152,0.82943213,0.83304584,0.83453757
98320,0.85779464,0.84900177,0.8582884,0.8411322,0.8424447,0.85213155
98321,0.8519113,0.8543614,0.8879584,0.8501417,0.82739514,0.8475307
98322,0.83811224,0.8495228,0.85072666,0.8478059,0.82005775,0.8298868
98323,0.83059776,0.8679729,0.86497635,0.8302876,0.8375875,0.86592853
98324,0.85072744,0.8591691,0.87288254,0.8525001,0.81737834,0.85987407
98325,0.8539407,0.8458872,0.8637568,0.84116244,0.8496136,0.85455555
98326,0.7827289,0.79520404,0.8314589,0.81226444,0.77136064,0.813077
98327,0.78445375,0.77720195,0.7905591,0.76492137,0.7891071,0.8240349
98328,0.8526195,0.8452918,0.8468499,0.8457725,0.83539104,0.8497706
98329,0.84056747,0.832485,0.86855525,0.8093244,0.78108,0.85000795
98330,0.8366978,0.7620677,0.8260347,0.8090972,0.79953635,0.81228113
98331,0.79521084,0.82207936,0.82398236,0.76554847,0.81590956,0.8582721
98332,0.7809675,0.80674106,0.80336213,0.7612734,0.77650887,0.7878075
98333,0.7878219,0.8001192,0.8387196,0.7713336,0.73770034,0.8111874
98334,0.76293224,0.8004734,0.81809115,0.84174573,0.78112936,0.85023606
98335,0.85952747,0.8610285,0.859969,0.861333,0.8369825,0.86672974
98336,0.7859597,0.7993514,0.8023805,0.7741916,0.78421354,0.7885225
98337,0.7498607,0.7352537,0.78491056,0.7364556,0.74996173,0.80389196
98338,0.80026305,0.80895877,0.8321792,0.81092215,0.7795569,0.81282765
98339,0.7728403,0.7734126,0.81121975,0.74002635,0.7788304,0.79614645
98340,0.7831128,0.7993694,0.8065977,0.7964432,0.7971634,0.81656563
98341,0.8422434,0.8339837,0.8091009,0.8276863,0.8355415,0.8439834
98342,0.86805433,0.8497677,0.86446357,0.86878526,0.8314362,0.86423403
98343,0.74930584,0.74338114,0.75164604,0.72979987,0.7732925,0.72108006
98344,0.8511376,0.8586327,0.860603,0.8677963,0.83962035,0.8598639
98345,0.84081256,0.8536675,0.85733,0.83459866,0.8020216,0.8651551
98346,0.8107882,0.7665751,0.7866943,0.79614663,0.7711458,0.80760705
98347,0.79589176,0.7964625,0.8263205,0.7655932,0.806257,0.8078537
98348,0.7843167,0.72405535,0.8381074,0.7911955,0.80130744,0.79542226
98349,0.86629844,0.8455095,0.8625241,0.8367331,0.8366579,0.85290265
98350,0.82601625,0.85077715,0.843788,0.8032324,0.81874126,0.8509345
98351,0.8255491,0.82721514,0.8434049,0.7896404,0.78965265,0.837155
98352,0.7919297,0.78604776,0.77885056,0.7976818,0.7637446,0.74822533
98353,0.7682334,0.7881409,0.81419736,0.76529413,0.74829304,0.7834209
98354,0.7422036,0.74100405,0.7324555,0.71718013,0.76927924,0.74350095
98355,0.82000196,0.85317534,0.85697126,0.8255201,0.87425244,0.8454802
98356,0.76575625,0.77294046,0.83390987,0.790711,0.79019976,0.77603066
98357,0.80763257,0.7327567,0.8440873,0.83864784,0.79031694,0.7936594
98358,0.84501743,0.8380853,0.86404693,0.84993833,0.8346195,0.84989905
98359,0.79532516,0.7966834,0.7910219,0.8038217,0.7830799,0.7945276
98360,0.7180824,0.71696854,0.7658722,0.7554941,0.7626346,0.78189147
98361,0.8435832,0.8765874,0.8688825,0.8529875,0.8537795,0.83383036
98362,0.77837867,0.7964305,0.8241571,0.7954161,0.81411415,0.82152236
98363,0.8408145,0.83989245,0.8504921,0.8402313,0.8309739,0.84163946
98364,0.8151736,0.7568488,0.7750061,0.8085407,0.7755822,0.75900066
98365,0.80665076,0.7887544,0.8186879,0.8173485,0.7630221,0.8186389
98366,0.76636195,0.7348324,0.76558006,0.76741374,0.780649,0.7910302
98367,0.8333229,0.8301706,0.813428,0.8231517,0.8086159,0.8061572
98368,0.7320651,0.7592545,0.7467127,0.77960217,0.7492703,0.787286
98369,0.7572482,0.76041156,0.82402533,0.7859056,0.7823963,0.80138177
98370,0.8407543,0.8549935,0.8445405,0.82855815,0.7921182,0.8235962
98371,0.87122273,0.86946654,0.87049973,0.8340353,0.84857047,0.85802716
98372,0.83463466,0.84010357,0.8499925,0.8504715,0.85120356,0.8419807
98373,0.85091794,0.8420591,0.876598,0.86302817,0.86560476,0.86170954
98374,0.84311175,0.82148635,0.86773473,0.8345176,0.8195236,0.8495387
98375,0.84446704,0.8487431,0.83605623,0.8404877,0.8326055,0.831699
98376,0.8693496,0.8570246,0.8766941,0.8828663,0.8373211,0.8832818
98377,0.8156915,0.81393594,0.8451664,0.82757443,0.7985902,0.85586953
98378,0.8229326,0.8583596,0.8918514,0.82791764,0.8281486,0.8326342
98379,0.8126584,0.85862315,0.81225765,0.85081524,0.8160679,0.8215798
98380,0.8397338,0.8498661,0.85930246,0.84631324,0.8476634,0.8609991
98381,0.77610654,0.79263365,0.82482165,0.80064523,0.789525,0.84860647
98382,0.8019918,0.80135965,0.8072533,0.8065243,0.8002964,0.83303726
98383,0.8378524,0.82819843,0.8658607,0.8406586,0.8039393,0.87263155
98384,0.8323234,0.840948,0.8636832,0.8569688,0.84534377,0.855025
98385,0.8106474,0.8048969,0.84103185,0.8139211,0.8052877,0.8073044
98386,0.8500378,0.8524339,0.8549854,0.8632538,0.8309792,0.849246
98387,0.8449488,0.8619721,0.8484538,0.8658996,0.79804146,0.82630086
98388,0.85895157,0.8780362,0.89393234,0.87576723,0.8759538,0.8965269
98389,0.8559631,0.8724981,0.8525767,0.8561208,0.8450557,0.8598684
98390,0.79751575,0.8166102,0.8350546,0.83053935,0.78720987,0.85132277
98391,0.7714397,0.83207446,0.8173131,0.7953542,0.8276764,0.8141402
98392,0.7649145,0.81553644,0.83852476,0.8145091,0.8083977,0.8358319
98393,0.7943108,0.78446287,0.7998637,0.7739749,0.7811953,0.81265515
98394,0.7751383,0.7725199,0.80516493,0.7617341,0.7533501,0.79400444
98395,0.8727815,0.86300766,0.86809903,0.8433889,0.88141274,0.8687524
98396,0.79231656,0.7739395,0.84270334,0.81376773,0.78584725,0.8389671
98397,0.79947245,0.77847975,0.8047164,0.8007624,0.75361764,0.785956
98398,0.8352341,0.850538,0.83211553,0.82085824,0.8182947,0.8634569
98399,0.769717,0.73430204,0.77563715,0.7347486,0.7878195,0.75876844
98400,0.8001523,0.7742612,0.8114015,0.79111737,0.7710572,0.78783506
98401,0.8235039,0.8166237,0.81143266,0.82591057,0.821625,0.82111436
98402,0.88573587,0.86243206,0.8558252,0.8639326,0.86261964,0.8563342
