id,ScoresDoorDash_Original_File_merged_DS1 resumes,ScoresDoorDash_Original_File_merged_DS2 resumes,ScoresDoorDash_Original_File_merged_DS3 resumes,ScoresDoorDash_Original_File_merged_GPT-mini1 resumes,ScoresDoorDash_Original_File_merged_Mixtral3 resumes,ScoresDoorDash_Original_File_merged_Mixtral2 resumes,ScoresDoorDash_Original_File_merged_GPT-mini2 resumes,ScoresDoorDash_Original_File_merged_Mixtral1 resumes,ScoresDoorDash_Original_File_merged_GPT-mini3 resumes,ScoresDoorDash_Original_File_twice_sonnet_doordash_pm resumes,ScoresDoorDash_Original_File_Good_merged_Llama3 resumes,ScoresDoorDash_Original_File_Good_merged_Llama2 resumes,ScoresDoorDash_Original_File_merged resumes,ScoresDoorDash_Original_File_Good_merged_Llama1 resumes,ScoresDoorDash_Original_File_sonnet_doordash_pm resumes,ScoresDoorDash_Original_File_merged_GPT-4o1 resumes,ScoresDoorDash_Original_File_merged_GPT-3.5.1 resumes,ScoresDoorDash_Original_File_merged_GPT-3.5.3 resumes,ScoresDoorDash_Original_File_merged_GPT-4o3 resumes,ScoresDoorDash_Original_File_merged_GPT-4o2 resumes,ScoresDoorDash_Original_File_merged_GPT-3.5.2 resumes
12460,83.515,83.515,84.369,83.235,82.34,82.16,83.435,83.277,83.435,81.672,81.057,81.057,84.031,83.768,82.377,83.054,84.656,82.625,82.877,82.98,82.596
12461,83.096,83.096,81.847,81.896,79.752,79.747,82.154,80.967,82.154,76.591,81.045,81.562,76.918,81.562,76.437,78.612,76.918,76.689,79.416,79.416,76.73
12462,81.187,81.042,80.955,81.05,82.296,82.314,81.05,81.758,81.05,80.17,81.11,81.115,79.285,81.11,80.979,81.263,79.3,77.964,81.992,81.704,77.964
12463,75.459,75.221,75.221,80.825,72.976,73.49,80.825,73.877,80.825,76.852,75.107,75.107,74.3,75.107,77.483,78.255,74.213,74.213,78.44,78.962,74.242
12464,85.592,85.592,85.666,84.892,85.089,84.466,84.892,84.275,84.892,85.05,84.256,84.256,83.39,83.866,81.31,86.015,83.121,83.645,85.88,85.824,83.645
12465,83.521,83.521,83.418,80.715,81.735,80.929,80.715,80.768,80.715,83.445,81.234,81.234,80.344,80.748,83.015,80.599,80.481,80.076,80.339,80.357,80.572
12466,80.377,80.377,80.647,80.866,82.262,81.946,81.237,81.453,81.325,80.651,80.363,80.363,79.429,80.658,80.757,80.665,80.074,80.014,80.821,80.821,80.014
12467,79.138,79.499,79.499,84.219,81.125,80.849,84.219,80.745,84.219,83.656,78.89,78.957,82.072,80.26,82.982,83.704,80.844,80.844,83.82,83.841,80.844
12468,81.061,81.321,80.521,82.455,79.081,80.197,82.455,80.519,82.455,82.014,79.734,79.583,78.341,78.534,80.154,78.073,78.889,78.889,81.449,78.89,78.889
12469,77.011,76.762,76.762,78.037,73.743,73.625,78.037,74.389,78.037,77.239,73.907,73.907,74.243,73.907,76.347,77.043,74.243,74.243,77.064,76.908,74.243
12470,85.874,85.874,85.874,84.088,86.24,84.602,84.097,84.902,84.097,84.51,82.82,83.081,80.991,83.501,83.109,84.035,81.11,81.11,83.485,83.456,81.195
12471,82.845,82.845,82.845,83.668,83.562,83.244,83.699,83.415,83.859,85.225,82.737,82.737,84.184,82.529,84.811,84.446,81.441,81.441,84.105,84.134,81.441
12472,82.728,82.728,82.728,82.765,79.982,81.589,82.765,79.629,82.765,83.721,81.965,81.965,80.53,81.587,82.13,82.64,80.873,80.873,82.235,82.235,80.873
12473,81.146,81.146,81.146,83.657,80.346,80.264,83.656,80.282,83.656,82.847,79.541,79.541,82.216,80.254,82.41,81.277,80.873,81.034,80.975,80.975,80.873
12474,79.178,79.178,79.178,79.502,78.017,77.928,79.511,78.502,79.511,78.394,77.291,77.401,79.462,77.691,78.15,80.89,79.462,79.283,80.173,79.971,79.283
12475,82.314,82.314,82.314,82.269,81.132,81.859,82.269,81.314,82.269,82.253,81.511,81.116,82.06,80.934,81.759,81.666,80.011,78.511,81.589,81.589,78.516
12476,80.675,81.466,81.608,81.95,80.815,81.85,81.95,82.541,81.95,80.992,81.451,81.451,82.204,81.637,81.149,81.454,80.358,80.358,80.818,81.214,80.358
12477,81.616,81.616,81.616,86.284,83.007,81.848,86.284,82.593,86.284,86.382,85.357,85.165,82.083,85.165,87.6,83.953,80.686,79.61,83.051,83.04,80.268
12478,83.915,83.915,83.915,83.467,82.062,82.239,83.049,83.519,83.049,83.855,82.287,82.287,80.015,82.677,83.499,83.188,81.113,81.113,83.169,83.169,81.113
12479,83.065,83.065,83.065,81.998,82.233,81.334,81.998,80.471,81.998,81.139,81.934,81.934,78.869,81.029,80.326,81.55,78.669,78.669,81.304,81.43,78.796
12480,82.705,82.705,82.705,82.648,81.458,82.561,82.197,82.213,82.197,82.597,82.494,82.127,82.038,82.127,81.968,81.97,82.34,82.34,82.513,82.513,82.34
12481,80.952,80.61,81.477,82.196,78.615,78.207,82.196,77.743,82.196,83.35,80.015,80.274,80.903,80.197,82.711,80.824,79.538,79.546,80.125,80.276,79.546
12482,82.697,82.697,82.441,81.316,82.062,82.321,81.316,83.898,81.316,82.5,82.851,82.12,83.031,81.917,82.776,82.601,81.859,81.688,82.697,82.697,81.688
12483,81.858,80.855,80.855,81.682,79.807,80.13,81.682,80.65,81.682,82.007,79.97,79.97,81.297,79.97,81.474,79.992,78.839,78.796,79.992,79.992,78.796
12484,81.807,81.075,81.939,80.746,78.645,79.419,80.71,79.044,80.71,78.205,81.242,81.242,78.232,80.853,77.712,81.493,78.785,78.785,81.356,81.782,78.785
12485,83.792,83.747,83.747,79.259,82.605,82.449,79.259,82.919,79.259,82.278,79.796,79.796,81.38,79.796,82.061,82.445,81.366,80.249,82.445,82.445,80.249
12486,83.373,83.048,84.529,83.341,81.367,81.675,83.341,81.229,83.341,84.483,82.46,82.46,82.114,81.886,83.493,83.185,81.481,81.672,83.24,83.185,81.672
12487,83.757,83.972,83.714,82.829,81.039,81.044,82.829,84.245,82.829,84.254,83.006,83.751,84.148,82.885,83.558,82.151,83.672,83.672,81.667,81.847,83.672
12488,80.822,80.957,80.888,80.357,80.304,80.294,80.637,81.337,80.637,81.999,80.071,80.071,81.203,80.67,80.179,81.182,79.429,79.429,82.346,81.107,79.429
12489,77.405,79.446,79.979,76.553,77.325,79.381,76.404,76.584,76.303,80.136,77.11,77.116,77.179,77.116,80.022,77.546,76.974,77.071,77.546,77.546,77.071
12490,80.525,81.111,81.111,81.016,81.134,81.028,81.016,82.949,81.016,80.719,77.653,78.541,80.169,78.137,80.661,82.151,79.818,79.01,82.511,82.491,78.565
12491,82.448,82.448,84.964,84.051,79.588,83.629,84.051,84.08,84.051,82.379,81.52,81.585,80.571,81.585,82.973,83.06,80.74,81.524,82.798,83.014,79.897
12492,81.934,81.755,81.755,82.094,82.463,80.568,82.094,81.668,82.094,83.486,81.68,81.68,81.785,81.381,82.034,82.34,81.788,81.788,82.181,82.181,81.562
12493,76.276,76.276,81.089,82.624,79.372,79.189,82.624,79.302,82.624,80.553,76.106,76.106,77.354,76.191,80.456,82.745,76.421,76.197,82.848,82.658,76.199
12494,80.98,80.98,80.98,80.67,78.654,78.434,80.716,79.131,80.716,80.609,79.788,79.788,79.893,79.813,81.428,81.565,78.938,78.938,81.212,81.035,78.938
12495,84.115,82.114,82.114,83.57,83.465,83.508,83.464,84.693,83.464,83.382,83.18,83.18,83.082,83.18,83.014,84.739,82.232,82.624,84.518,84.763,82.343
12496,80.139,80.139,80.139,82.776,78.212,79.179,82.776,80.48,82.607,82.268,81.851,80.375,79.886,80.375,82.101,81.079,78.651,78.651,81.302,81.079,78.651
12497,82.179,82.293,82.682,82.1,83.286,83.063,82.048,83.002,82.048,85.439,84.486,83.945,82.928,84.097,84.983,84.59,82.986,82.986,84.328,84.105,82.986
12498,84.307,85.209,85.074,82.898,77.576,83.131,82.932,83.077,82.932,84.625,83.18,83.362,83.737,83.231,84.112,83.344,82.831,82.831,83.29,83.419,82.831
12499,83.269,83.269,83.269,84.052,78.966,79.737,84.163,80.146,84.163,81.882,80.553,80.553,80.214,80.485,81.566,79.916,80.269,80.269,80.806,81.121,80.269
12500,81.121,78.333,78.333,81.955,78.558,78.866,81.955,78.929,82.189,80.191,79.043,79.043,79.336,79.183,80.243,79.759,79.591,79.591,79.893,79.893,79.591
12501,79.985,74.049,76.617,76.057,76.621,69.088,76.505,75.799,77.474,77.036,76.978,76.978,73.249,76.925,77.341,75.313,74.271,74.668,81.281,75.01,74.668
12502,82.125,85.767,84.075,83.426,81.521,80.895,83.426,80.147,83.426,82.119,79.952,79.992,79.626,80.118,82.908,83.532,79.313,78.813,83.595,83.531,78.813
12503,79.372,79.372,79.372,83.287,76.779,76.671,83.287,76.08,83.287,77.18,78.853,78.853,76.122,78.853,76.672,81.025,75.748,76.572,81.025,81.025,76.968
12504,84.242,84.242,84.242,83.439,80.377,80.162,83.439,81.056,83.439,82.877,80.401,80.769,83.023,80.769,83.32,84.259,81.996,81.996,84.235,84.281,81.996
12505,76.237,75.856,75.865,75.784,75.093,75.093,75.784,71.154,75.784,77.576,76.048,76.048,76.132,76.048,76.253,75.976,75.841,75.617,76.069,76.224,75.617
12506,81.26,81.22,81.227,81.998,78.37,77.786,81.998,79.399,81.998,82.954,81.146,81.146,81.809,81.146,83.037,81.996,81.53,81.53,82.162,82.128,81.53
12507,80.817,80.4,80.4,80.997,79.701,80.693,80.997,80.48,80.997,79.447,78.586,78.586,81.053,80.116,79.221,80.357,78.869,78.869,80.664,80.597,78.869
12508,81.996,81.996,83.131,83.529,81.056,81.488,83.529,81.592,83.529,82.015,81.539,81.539,81.937,81.539,82.072,80.477,81.399,81.399,80.881,80.881,81.399
12509,79.393,79.393,79.393,79.931,79.87,79.807,79.931,80.368,79.931,81.588,81.604,81.725,79.714,81.671,81.392,81.508,78.91,78.733,81.257,81.257,78.733
12510,82.885,83.572,82.894,82.65,81.999,80.237,82.65,81.231,82.65,80.992,79.482,79.649,79.411,79.324,80.472,82.713,78.436,78.436,82.908,82.589,78.436
12511,79.518,82.428,82.29,81.451,79.924,79.657,81.451,80.233,81.451,81.706,80.191,80.191,80.135,79.773,81.354,81.212,80.301,80.13,81.372,81.372,80.13
12512,80.433,80.433,80.433,80.127,80.631,80.453,80.127,80.736,80.127,81.175,80.814,80.299,80.673,80.169,79.709,80.513,80.972,80.972,80.513,80.513,80.972
12513,80.079,81.91,80.554,81.754,79.815,79.653,81.754,79.759,81.754,79.717,79.859,79.626,79.544,79.686,79.689,80.374,79.618,79.701,80.262,80.374,79.701
12514,85.796,85.796,85.283,84.583,84.881,84.827,84.583,81.995,84.583,85.457,84.318,84.654,82.236,84.472,85.407,83.474,84.803,84.518,83.705,83.938,84.647
12515,84.016,83.975,82.003,82.82,83.433,83.057,82.82,82.071,82.82,83.197,80.834,80.834,81.648,80.834,83.269,82.446,81.976,81.976,82.314,82.139,81.976
12516,82.175,82.175,85.203,84.452,82.679,82.016,84.607,81.443,84.607,84.171,82.541,83.219,83.058,83.219,84.358,83.898,81.958,81.958,83.571,83.571,81.958
12518,84.024,84.024,83.9,82.87,85.051,84.938,83.121,86.014,83.121,81.832,81.876,82.224,81.753,82.224,82.195,83.154,84.472,84.472,83.154,83.154,84.472
12519,80.723,81.119,82.142,81.251,80.965,81.639,81.251,81.729,81.491,81.524,81.565,81.565,79.677,81.62,81.084,82.477,80.803,80.495,81.657,81.479,80.495
12520,84.93,84.691,84.714,84.505,84.602,84.663,84.505,84.54,84.505,84.335,83.501,83.775,84.553,83.409,84.183,84.162,83.753,83.35,84.131,84.131,83.35
12521,82.423,82.609,82.609,83.199,80.959,81.026,83.199,83.129,83.199,82.998,82.569,82.569,82.633,82.75,82.524,81.974,81.996,81.996,82.159,82.196,81.996
12523,82.772,82.772,82.772,83.274,79.602,82.138,83.274,82.51,83.274,83.981,81.694,81.441,78.456,81.441,84.377,82.222,80.482,80.281,81.985,81.426,81.443
12525,86.196,86.196,85.31,85.963,85.861,85.758,85.963,86.37,85.963,86.225,85.783,85.783,85.303,85.962,86.211,85.148,85.794,85.794,85.764,85.764,85.794
12526,84.829,84.654,84.654,83.385,83.69,84.149,84.463,83.453,85.236,83.382,84.23,83.97,82.639,82.565,83.751,84.22,83.992,83.992,85.508,84.896,83.992
12527,82.36,82.074,82.074,83.391,81.077,83.674,83.391,82.001,83.391,83.487,83.384,83.377,81.905,83.377,82.881,83.366,81.905,81.725,83.406,83.406,82.073
12528,80.018,79.835,79.933,79.847,76.434,75.685,79.917,79.358,80.399,80.349,79.898,79.898,79.472,79.734,80.128,79.22,79.291,79.291,80.295,80.303,79.291
12529,85.378,85.432,85.432,86.324,83.615,83.982,86.384,85.914,86.384,84.265,83.971,83.925,85.004,83.871,84.925,85.75,84.709,84.709,86.114,86.114,84.709
12530,80.452,80.452,80.452,79.216,82.211,74.808,79.216,80.47,79.216,80.528,80.189,80.189,79.314,79.874,80.0,80.006,79.133,79.133,80.077,80.077,78.849
12531,75.763,75.763,79.749,80.403,78.14,77.586,80.403,76.548,80.403,79.815,79.022,78.825,76.728,75.961,78.998,81.059,76.304,76.304,80.749,80.749,76.304
12532,82.657,82.138,82.138,82.51,81.473,80.893,82.51,81.775,82.51,81.209,81.813,81.813,79.832,81.813,81.106,83.167,81.227,81.227,83.077,83.197,81.227
12533,82.324,82.324,81.639,82.448,80.848,81.101,82.3,81.353,82.233,82.301,81.145,80.975,81.969,81.137,81.473,82.765,80.31,80.31,82.829,82.936,80.31
12565,84.542,84.542,84.542,85.374,82.631,82.568,85.374,83.317,85.374,84.671,84.998,85.315,84.886,85.134,85.023,84.532,84.821,84.821,84.594,84.594,84.821
12656,83.02,82.599,82.599,82.729,80.0,79.444,82.201,82.786,82.201,82.463,82.256,83.237,82.681,82.882,81.914,83.564,81.613,80.904,83.468,83.564,80.904
12674,83.381,82.413,82.315,83.248,82.259,83.027,83.248,83.825,83.248,82.248,79.549,80.703,81.642,80.703,82.88,83.641,82.357,82.101,83.522,83.835,82.101
12687,79.133,80.619,79.95,79.493,76.634,76.241,79.493,76.588,79.493,78.56,79.935,80.394,79.369,80.985,79.385,79.395,79.865,79.865,79.495,79.495,79.865
12736,82.627,82.538,82.829,83.22,83.83,82.867,83.22,82.665,83.22,82.575,83.479,83.042,82.133,82.586,82.796,83.163,82.083,82.132,84.512,84.488,82.132
13078,81.091,80.751,80.751,83.253,79.84,79.601,82.701,81.367,82.83,82.584,79.583,79.583,82.662,79.583,82.274,81.554,78.985,78.985,80.824,80.9,78.985
13080,83.706,83.706,83.526,82.829,81.892,82.567,82.829,83.59,82.829,83.063,84.086,84.086,82.397,83.659,83.375,84.124,82.397,82.51,83.683,83.674,82.51
13146,79.663,78.562,78.632,80.052,76.715,77.009,80.052,77.139,80.052,80.493,82.072,82.072,79.198,81.998,80.798,83.591,78.891,78.891,83.591,83.591,78.891
13147,81.22,81.22,80.951,82.287,81.355,80.702,82.287,81.287,82.287,81.626,80.863,80.863,81.122,80.863,81.058,81.444,81.496,81.496,81.49,81.49,81.496
13148,83.345,83.345,83.345,83.23,82.059,82.222,83.23,83.12,83.23,84.688,83.367,83.367,82.124,82.614,83.031,83.661,82.443,82.532,83.616,83.696,82.532
13149,82.372,81.795,81.809,82.409,82.495,82.438,82.409,82.957,82.409,81.133,80.627,80.627,80.98,81.363,81.678,81.307,83.178,83.178,81.055,81.055,83.178
13150,82.235,81.973,81.836,82.976,83.777,83.999,83.063,85.8,83.063,81.952,81.936,81.936,83.228,81.936,82.2,83.176,80.909,80.908,83.016,82.955,80.909
13196,84.429,84.429,84.625,84.104,83.544,83.06,84.104,82.9,84.104,85.666,83.491,83.118,82.047,83.238,85.725,83.898,82.069,82.764,84.014,84.014,82.764
13382,82.338,83.212,81.918,82.681,76.597,80.538,82.871,81.485,82.871,82.202,80.84,80.84,77.717,80.84,81.544,81.236,79.751,79.168,81.519,81.53,79.168
13461,78.365,78.365,78.365,80.782,78.757,78.22,80.782,78.25,80.782,80.81,78.423,78.424,77.719,78.424,81.057,80.532,79.002,79.002,79.735,80.26,79.002
13475,83.972,83.972,83.972,84.315,81.482,81.9,84.315,81.373,84.315,84.492,83.168,83.478,82.804,83.423,84.748,83.223,81.069,81.069,83.223,83.223,81.069
13477,81.457,81.485,80.932,82.845,76.525,78.124,82.845,79.024,82.845,80.376,78.915,79.211,80.048,79.02,80.4,82.568,79.553,80.369,82.568,82.568,80.369
13537,79.922,84.382,85.236,82.855,82.82,82.486,82.855,82.513,82.855,83.753,82.084,82.084,80.83,82.084,83.135,84.418,80.579,82.54,84.399,84.344,81.729
13893,83.933,83.933,82.597,83.621,81.344,81.108,83.621,79.713,83.621,81.988,80.54,80.54,82.617,80.497,81.777,82.944,78.878,79.02,82.794,82.944,79.02
13897,83.322,82.807,83.202,82.555,81.834,81.67,82.555,82.003,82.555,80.924,80.689,81.037,79.197,80.106,80.789,79.298,79.46,79.46,79.401,79.02,79.46
14744,81.231,81.231,81.231,83.993,81.736,81.096,83.993,80.807,83.993,83.823,81.163,81.163,80.258,81.163,83.817,83.744,80.045,80.045,84.097,84.41,80.045
14862,82.947,83.514,83.573,83.191,81.671,81.374,83.191,81.535,83.191,81.555,81.236,81.236,80.284,80.674,81.466,80.137,80.849,81.687,81.951,81.951,80.269
14882,83.742,81.761,82.341,81.571,80.459,79.963,81.571,80.714,81.571,84.765,83.358,83.358,82.443,83.358,84.906,82.813,83.567,82.449,82.62,83.095,82.449
14890,81.007,83.315,82.449,81.28,82.313,82.259,81.571,82.509,81.756,83.062,83.169,83.169,79.639,83.169,82.954,84.404,81.433,81.391,84.957,84.644,81.391
14906,80.042,80.114,80.042,80.307,80.937,79.943,80.307,80.295,80.307,81.141,79.622,79.716,81.154,80.61,80.91,81.438,79.899,79.899,81.66,81.648,79.846
14907,81.839,81.839,81.839,81.5,81.075,81.104,81.5,80.659,81.5,81.645,82.138,81.296,80.215,80.908,81.857,82.001,81.609,81.748,82.001,82.001,81.748
14914,83.028,82.621,81.632,82.087,81.916,82.146,82.087,80.554,82.087,82.526,82.155,81.254,79.951,80.142,82.049,81.036,80.66,80.57,83.016,83.016,80.57
14916,79.267,80.644,80.806,75.24,77.052,79.748,75.498,81.044,75.498,81.482,80.295,80.295,79.431,80.295,80.786,80.716,79.947,79.947,80.771,80.771,79.947
14930,82.712,83.117,82.904,84.328,81.593,81.677,84.328,81.996,84.033,83.757,81.369,81.369,81.419,81.788,83.463,82.656,81.701,81.561,82.859,82.9,81.561
14932,75.406,75.406,76.82,80.398,75.322,75.365,80.398,75.396,80.398,78.808,75.495,75.019,75.023,75.475,78.846,78.681,74.628,74.628,78.32,78.32,74.628
14939,79.639,79.401,78.651,80.457,79.136,79.353,80.115,79.657,80.115,79.713,79.701,79.701,80.096,79.701,79.942,80.286,76.688,76.688,80.459,80.234,76.688
14947,80.749,80.58,82.939,80.613,80.157,80.757,80.641,80.342,81.597,82.142,80.913,80.913,79.241,80.317,82.152,80.525,79.799,79.799,79.857,79.857,79.799
15180,79.693,79.693,80.231,78.645,79.245,79.29,83.373,79.532,83.373,81.217,82.698,82.213,80.155,81.659,80.245,82.004,78.961,78.961,82.529,82.178,78.961
15240,80.193,81.204,81.193,81.318,81.811,80.205,81.446,80.875,81.446,80.751,82.805,82.805,79.513,81.797,80.576,81.364,79.513,79.513,81.083,81.166,79.513
15339,83.551,84.76,82.923,84.276,79.06,77.967,84.276,79.958,84.276,79.842,81.348,81.188,79.347,81.263,81.817,83.01,79.998,79.998,83.489,83.297,79.998
15419,81.332,81.875,82.137,80.762,79.996,80.476,80.297,80.309,80.297,80.682,81.903,81.772,82.234,82.167,80.731,81.224,80.801,80.526,81.778,81.874,80.808
15425,85.12,83.981,84.147,84.581,82.085,81.574,84.581,82.815,84.581,84.918,82.807,82.807,80.784,82.807,84.337,84.355,82.022,82.022,84.828,84.737,82.022
15426,82.762,82.931,82.145,84.015,80.067,81.521,84.055,80.585,84.055,81.905,80.261,80.261,79.82,80.322,79.84,83.425,79.779,79.593,82.559,83.114,79.593
15474,83.445,83.196,83.445,82.244,82.378,82.453,82.37,82.129,82.37,85.414,81.419,81.419,81.051,82.064,84.947,81.652,81.555,81.555,81.71,81.728,81.555
15519,81.768,82.303,82.357,81.43,79.245,80.01,81.43,80.636,81.43,80.012,81.58,81.602,78.923,81.878,81.395,82.748,78.464,78.464,82.922,82.922,78.464
15524,82.62,82.993,82.993,82.052,81.47,81.959,82.052,82.02,82.052,82.798,83.252,83.252,82.165,83.252,82.979,81.622,82.72,82.72,82.593,82.445,82.72
15589,81.888,83.01,81.583,81.159,80.621,80.696,81.159,80.627,81.159,80.244,79.672,79.672,78.509,79.672,77.976,82.752,77.849,77.869,82.596,82.682,77.869
15679,77.098,77.098,76.953,77.197,75.65,75.143,77.197,73.016,77.197,76.878,75.704,75.65,74.458,76.675,77.78,76.555,76.52,76.038,76.555,76.555,76.678
15743,76.401,76.239,74.339,79.389,76.219,77.353,78.748,77.731,79.22,78.417,77.309,77.309,77.237,77.309,77.923,80.328,77.955,78.113,79.805,79.802,78.113
16036,81.697,83.568,80.596,85.408,82.092,80.203,85.408,80.459,85.408,84.343,82.491,82.491,80.419,83.237,83.471,84.116,80.786,80.786,84.558,84.077,80.786
16039,80.948,80.954,80.954,82.145,77.646,77.253,82.145,81.036,82.145,81.553,82.298,82.625,80.565,82.398,81.734,81.672,80.719,81.454,81.753,81.383,81.454
16064,85.224,85.824,85.824,85.347,85.58,85.718,85.347,86.112,85.347,84.398,84.288,84.288,85.761,84.721,84.238,84.787,85.761,84.705,84.839,84.839,84.705
16980,78.075,78.075,78.075,80.571,74.02,72.559,80.571,72.006,80.571,79.2,79.346,79.094,77.141,79.001,78.795,77.708,77.411,77.234,77.773,77.771,77.234
17014,77.262,77.412,77.178,77.647,71.93,71.196,77.647,73.758,77.647,76.381,72.377,72.377,77.237,72.377,76.381,76.078,74.861,73.864,76.601,76.325,73.864
18230,77.197,79.826,77.483,78.052,76.861,76.861,78.052,76.624,78.052,77.594,76.998,77.055,75.989,76.725,76.714,76.005,76.075,76.075,75.688,75.878,76.075
18348,78.957,79.493,79.099,78.715,79.281,78.734,78.876,80.021,79.175,79.441,78.918,78.918,78.917,78.918,79.538,80.413,79.357,79.357,79.679,80.004,79.357
26715,81.596,81.596,81.596,81.933,79.749,79.781,81.933,81.233,81.933,81.361,80.639,80.639,79.694,80.763,81.969,79.96,80.396,79.871,79.734,80.022,79.871
26747,83.853,82.54,82.54,82.111,81.471,82.168,82.111,82.233,82.111,84.604,81.611,81.611,80.852,81.706,84.443,80.021,81.309,80.933,80.286,80.286,80.933
29788,78.556,77.893,79.338,80.398,76.694,77.468,80.398,80.62,80.398,77.218,78.634,78.06,78.953,77.946,77.56,77.73,77.691,77.691,77.853,77.663,77.691
29835,78.874,81.027,81.388,81.036,78.066,78.047,81.036,78.0,81.036,80.913,79.12,80.615,79.948,78.838,80.971,81.79,80.38,80.38,82.064,81.343,80.38
30606,76.608,76.688,78.56,80.387,76.77,77.382,80.387,76.547,80.387,78.986,75.598,75.598,76.332,75.598,79.027,79.028,75.1,74.774,79.368,79.028,74.774
30845,82.475,82.475,82.201,81.637,79.641,78.915,81.278,81.969,81.278,80.881,80.355,80.355,80.344,80.271,81.758,80.325,79.9,79.9,80.325,80.325,79.9
32072,81.215,81.215,81.175,80.092,77.305,77.161,80.092,79.475,80.092,80.645,79.063,78.264,78.465,79.152,80.175,79.573,78.633,78.642,80.065,80.062,78.642
46443,83.434,83.876,83.876,83.307,84.51,83.598,83.307,83.189,83.307,83.261,82.243,82.243,82.198,81.746,83.475,84.239,80.873,80.873,84.108,84.239,80.873
46506,77.669,80.02,78.536,80.141,73.883,73.64,80.141,73.863,80.141,78.918,74.765,73.978,75.488,73.823,77.078,77.846,77.017,74.489,78.052,78.162,76.127
50300,81.599,81.759,81.759,82.704,82.291,82.091,82.704,83.32,82.704,81.83,80.419,80.419,81.352,80.928,81.686,83.067,81.175,81.175,82.572,83.067,81.175
51419,78.055,78.125,78.055,79.597,76.746,76.604,79.779,76.142,79.779,79.2,77.4,77.587,79.169,77.311,78.607,79.585,78.358,78.358,79.532,79.537,78.358
53971,77.757,78.105,77.402,78.408,74.855,75.737,78.408,75.052,78.408,77.784,74.924,75.146,74.711,75.989,78.215,79.748,74.659,73.185,79.981,79.777,74.083
53972,79.199,80.574,78.964,78.541,77.7,78.818,78.541,77.809,78.541,78.107,78.036,78.036,77.173,77.782,77.883,79.213,78.768,78.764,79.292,79.292,78.768
53973,76.609,77.042,77.042,78.009,76.251,77.164,78.009,79.457,78.009,77.0,75.64,75.653,76.43,76.329,77.274,78.971,76.113,76.195,79.4,78.993,75.46
53974,76.074,76.074,76.541,78.529,75.545,75.374,78.529,78.301,78.529,76.123,75.729,75.729,77.267,75.392,76.466,78.033,76.96,76.96,78.507,78.131,76.96
53975,78.135,78.21,80.224,80.547,76.893,79.44,80.547,78.082,80.547,78.697,79.134,79.134,79.808,79.814,78.707,79.809,80.233,78.491,80.916,80.916,78.491
53976,74.633,77.25,79.438,77.604,75.997,75.273,77.327,76.189,77.327,76.016,76.925,76.925,75.827,78.198,77.427,75.778,75.838,75.838,76.931,76.608,75.838
53977,81.704,81.198,81.198,80.322,82.341,82.205,80.322,81.707,80.322,82.285,81.371,81.371,81.101,81.371,81.938,81.299,79.906,79.906,81.299,81.299,79.906
53978,79.491,79.491,79.491,75.784,75.755,74.385,75.924,75.303,75.924,77.555,76.466,76.466,76.586,76.703,76.819,76.255,75.703,75.703,77.023,76.714,75.703
53979,77.228,77.714,80.433,77.412,76.498,77.363,78.091,77.763,78.235,77.849,80.678,80.678,77.557,78.309,78.171,77.777,76.353,74.954,77.69,77.722,74.954
53981,76.141,76.875,76.875,77.838,75.509,79.31,77.838,78.231,77.838,77.127,77.35,77.35,79.713,77.714,77.094,77.528,77.047,77.048,77.947,77.863,77.047
54796,76.184,76.165,76.165,78.026,75.854,79.302,78.011,79.229,78.011,78.23,76.386,76.386,76.356,76.386,76.861,76.187,76.034,76.034,75.961,76.187,76.034
54797,79.663,79.384,79.424,79.214,77.505,78.179,79.214,78.924,79.214,78.355,78.605,78.605,76.764,77.086,78.822,79.762,77.811,77.832,79.779,79.634,77.832
54798,79.06,79.06,79.06,80.22,78.159,78.356,80.154,80.058,80.154,79.481,76.651,76.651,79.209,76.651,79.463,80.204,78.613,78.613,79.862,79.862,78.613
54799,77.009,77.03,79.908,78.074,75.316,77.794,78.074,78.789,78.074,77.859,74.683,74.683,76.467,74.723,77.319,79.081,76.505,76.505,79.053,80.025,76.505
54800,73.853,73.853,73.853,74.585,72.928,74.909,74.585,74.629,74.244,74.866,73.871,73.275,72.283,73.207,75.011,75.991,72.05,71.759,75.991,75.991,71.759
56453,81.698,80.687,80.488,81.138,79.585,80.399,81.138,78.702,81.138,79.833,80.47,80.47,80.597,80.976,80.634,80.649,80.797,80.797,80.316,81.044,80.797
56528,77.848,80.641,77.525,77.691,71.895,78.895,77.691,76.19,77.691,78.517,76.309,76.309,76.399,76.309,78.693,77.948,77.357,77.357,77.797,77.802,77.357
56542,75.737,76.469,79.054,75.612,73.172,73.282,75.387,77.27,75.387,76.246,75.774,75.774,76.652,76.588,76.948,76.7,73.571,73.571,76.077,76.077,73.571
56543,74.11,75.744,75.821,78.012,76.346,76.125,78.012,75.629,78.012,74.772,73.747,74.542,75.785,72.344,74.454,79.537,74.825,73.615,79.769,79.26,73.615
56544,75.267,78.156,77.223,77.429,73.159,73.043,77.429,74.667,77.429,75.795,75.462,75.462,74.694,75.462,76.05,77.192,71.971,72.907,76.858,76.858,72.907
