id,original_cvs resumes,haiku_google_ux resumes,gemini_flash_lite_google_ux resumes,gemini_pro_google_ux resumes,opus_google_ux resumes,gemini_flash_google_ux resumes,sonnet_google_ux resumes,True
56542,0.8368452,0.82855487,0.83349156,0.8304386,0.8297038,0.85368663,0.8331851,1
56543,0.7593102,0.7954575,0.76648295,0.8166641,0.7682092,0.8263364,0.7576893,1
56544,0.83945763,0.8145087,0.8163398,0.8435021,0.805826,0.85422194,0.82187897,1
56545,0.7568313,0.7672224,0.7609173,0.77758086,0.7575356,0.7683596,0.75295055,1
56618,0.7934563,0.83541375,0.7823001,0.84450567,0.81609684,0.8282187,0.8308762,1
56619,0.76289135,0.7980283,0.78394955,0.8055642,0.7927604,0.77847195,0.7950541,1
56629,0.8900909,0.87106186,0.8429722,0.8659176,0.85525244,0.8375884,0.853799,1
56630,0.79755926,0.8329338,0.7939633,0.803275,0.82288146,0.8408649,0.8375671,1
56631,0.7926491,0.78177094,0.7801614,0.79708076,0.76325643,0.83418024,0.77510303,1
56632,0.87563723,0.8507544,0.83988774,0.8468352,0.8634684,0.83910966,0.8392151,1
56633,0.7962482,0.83230567,0.834363,0.8307389,0.85439193,0.83309066,0.80439436,1
56634,0.74498343,0.75163007,0.78459644,0.7874472,0.74466705,0.81182814,0.78687704,1
56635,0.7303113,0.78008735,0.7534576,0.77551323,0.78170866,0.7760484,0.75227743,1
56637,0.8289921,0.82699364,0.7800559,0.86694264,0.7987297,0.841555,0.7959407,1
56638,0.8395251,0.84741867,0.86029315,0.8596567,0.8561921,0.8550289,0.8517208,1
56639,0.70545113,0.8049519,0.75216794,0.7093881,0.7665924,0.73713785,0.74936414,1
56641,0.8057692,0.79428893,0.7730497,0.79137033,0.8020563,0.7984616,0.81354374,1
56642,0.79807675,0.803285,0.76875496,0.80691266,0.80088055,0.81494164,0.7902571,1
56643,0.86503965,0.8688369,0.85651636,0.8750596,0.8798079,0.87849087,0.8593553,1
56644,0.72183263,0.7945967,0.7489662,0.77948916,0.80795443,0.78462696,0.8328967,1
56645,0.81050783,0.8120241,0.78795475,0.8284664,0.81068724,0.8200158,0.8080794,1
56646,0.74620044,0.7748455,0.7172413,0.77036524,0.7634759,0.7619228,0.80301833,1
56647,0.8154922,0.8259257,0.81127274,0.8483771,0.83162814,0.8208388,0.82529676,1
56648,0.86687994,0.83692783,0.8731926,0.8816023,0.8850466,0.85944843,0.8486674,1
56649,0.8127352,0.80569494,0.8396857,0.8394574,0.8032491,0.8374519,0.7987295,1
56650,0.8492846,0.8607191,0.7944528,0.8312422,0.85689527,0.84600747,0.8537744,1
56651,0.73110425,0.8074432,0.73043126,0.78514814,0.8161597,0.7471998,0.772513,1
56652,0.8301041,0.84431195,0.83636427,0.829461,0.83074933,0.88005847,0.8445569,1
56653,0.73699754,0.76203257,0.7443382,0.809886,0.81874216,0.8184494,0.7771998,1
56654,0.87811613,0.86488485,0.8699801,0.8729604,0.86700064,0.8845191,0.87413275,1
56656,0.8024687,0.8110803,0.7780047,0.81790864,0.80657977,0.8209982,0.79174423,1
56657,0.76825106,0.76506597,0.77614677,0.7921979,0.74405867,0.7663646,0.7599828,1
56661,0.8807047,0.8790512,0.8501626,0.8489063,0.8643549,0.8479922,0.85473096,1
56662,0.7561407,0.8344478,0.7917409,0.8345126,0.86886764,0.8420421,0.8382914,1
56725,0.8118535,0.8500823,0.8282403,0.84308493,0.818032,0.81467533,0.8632623,1
56795,0.7853752,0.8175702,0.77190673,0.81267613,0.81663036,0.82197833,0.82308936,1
56796,0.7662462,0.7984868,0.7629369,0.82600784,0.77565426,0.7652337,0.7912566,1
56797,0.8074836,0.8289715,0.8252578,0.8477485,0.8422349,0.83906686,0.8601803,1
56798,0.7970058,0.8341173,0.8060086,0.800582,0.79679406,0.7928295,0.80385834,1
56799,0.8237421,0.813156,0.78748304,0.84982866,0.77267724,0.8086766,0.8057783,1
56800,0.81372666,0.7993107,0.8341707,0.8197285,0.7972832,0.84311134,0.7992961,1
56801,0.76981676,0.82715327,0.80437434,0.8385734,0.8361833,0.8288553,0.7801587,1
56802,0.7900418,0.79391676,0.7747464,0.7925618,0.802019,0.7977607,0.80948055,1
56803,0.83550125,0.85003066,0.8407608,0.88682884,0.8646574,0.8711778,0.8742948,1
56804,0.8674824,0.8661934,0.85642344,0.8349362,0.8618965,0.83553195,0.87740767,1
56805,0.7667828,0.7779475,0.76012754,0.8077462,0.80996823,0.82618,0.7748059,1
56807,0.8129789,0.81636405,0.8352039,0.86175,0.83076537,0.8503418,0.8492601,1
56809,0.7909018,0.86585647,0.7933644,0.82548505,0.80420274,0.8664311,0.85767436,1
56859,0.7857143,0.79938304,0.7761102,0.7914369,0.777816,0.7891723,0.7999684,1
56860,0.83798337,0.8272533,0.79817283,0.8521887,0.80282676,0.84601355,0.8355287,1
56861,0.7633898,0.8055907,0.7361182,0.748902,0.790171,0.79069906,0.7750671,1
56862,0.80862546,0.8204701,0.7966466,0.8569389,0.8398998,0.84298646,0.82763314,1
57384,0.8628199,0.8644482,0.8480365,0.86979276,0.8698935,0.85341954,0.8749534,1
57400,0.9022654,0.88305974,0.89326745,0.87633324,0.87636375,0.872097,0.86419916,1
62042,0.85214484,0.83390176,0.8796082,0.8478486,0.84229404,0.8571596,0.82516706,1
63086,0.7105472,0.7315483,0.7267527,0.75316405,0.755549,0.7326982,0.7625983,1
63087,0.7874408,0.84166455,0.80465376,0.8369025,0.83262265,0.83048683,0.8454141,1
83710,0.83122766,0.8419655,0.8228936,0.86977583,0.8419862,0.85197175,0.8543562,1
83711,0.79241765,0.73459363,0.7923228,0.769282,0.75275487,0.7749139,0.78479123,1
86666,0.7976421,0.8159683,0.77633876,0.8347662,0.8185325,0.84251636,0.8430197,1
87779,0.7217212,0.7197591,0.77082753,0.68564236,0.81805897,0.6959747,0.72850215,1
97622,0.83185154,0.860482,0.8395125,0.85401624,0.86670697,0.8524138,0.8546046,1
98134,0.73870146,0.7685641,0.84351516,0.8417832,0.8298534,0.81145036,0.81075144,1
98135,0.793396,0.84287167,0.7980807,0.84321886,0.83852327,0.8310405,0.8235124,1
98136,0.81221175,0.81990373,0.77772117,0.8059754,0.8186307,0.8402758,0.78981423,1
98137,0.80553424,0.82723796,0.7713766,0.82288605,0.7937599,0.82005155,0.82603157,1
98138,0.78966296,0.80981064,0.7842804,0.8071327,0.77635264,0.7962056,0.81003934,1
98171,0.8037321,0.8395508,0.79027647,0.8197131,0.82517207,0.849522,0.8352643,1
98172,0.7573557,0.78877777,0.7712182,0.8147918,0.7893636,0.7730617,0.7919649,1
98173,0.83376956,0.8594543,0.8511337,0.83552235,0.8372603,0.84183997,0.85692334,1
98245,0.7555576,0.76649773,0.82029414,0.7999251,0.76501364,0.8061872,0.8186649,1
98250,0.8123142,0.80456305,0.8449817,0.82803816,0.8051304,0.844097,0.80466944,1
98251,0.78377265,0.7483209,0.79511917,0.7888341,0.77257967,0.8109678,0.7655797,1
98252,0.70362353,0.7116078,0.7202686,0.793787,0.7168714,0.7618189,0.72662145,1
98253,0.8436983,0.83713484,0.84857327,0.8376304,0.8274023,0.8559684,0.8341932,1
98254,0.8582866,0.81160355,0.80795807,0.83022547,0.79420567,0.82200533,0.8222851,1
98255,0.84320813,0.85822165,0.8661623,0.8603363,0.8706453,0.8783094,0.8782913,1
98256,0.8170043,0.8128458,0.81217706,0.865399,0.8143326,0.85485566,0.81352335,1
98257,0.85567707,0.84918433,0.8799326,0.8841461,0.83579195,0.87602293,0.8678954,1
98258,0.7788763,0.8209126,0.78711057,0.8172958,0.79935884,0.81802523,0.7943133,1
98259,0.84148383,0.81947166,0.8021452,0.8130771,0.83288336,0.8347741,0.82606447,1
98260,0.78055876,0.809656,0.82158613,0.8301495,0.8284118,0.8546882,0.78108335,1
98261,0.80414337,0.8120099,0.8405758,0.8356356,0.85578525,0.8704937,0.8308428,1
98262,0.82294726,0.8191537,0.8379349,0.8723713,0.79776555,0.5821111,0.8390996,1
98263,0.8191799,0.8291509,0.821244,0.8471794,0.798823,0.85474646,0.81388885,1
98264,0.7592357,0.83148116,0.8183776,0.87749237,0.8083338,0.85815847,0.8056524,1
98265,0.87758327,0.8719812,0.8335549,0.89327705,0.8606739,0.87742054,0.87487704,1
98266,0.8442223,0.88459647,0.877357,0.8732181,0.88680863,0.8779396,0.8806973,1
98267,0.81986076,0.8504848,0.8184757,0.8553128,0.8401638,0.870218,0.8429387,1
98268,0.79092526,0.8470942,0.8422874,0.844789,0.8355061,0.8503654,0.8080416,1
98269,0.84009564,0.83250034,0.8428912,0.844667,0.8362925,0.8468473,0.83997977,1
98270,0.84185153,0.82978964,0.8284837,0.8261785,0.8179241,0.85988593,0.8020603,1
98271,0.7670759,0.8055518,0.7532189,0.78444386,0.79667544,0.8037852,0.79784584,1
98272,0.85707164,0.8383522,0.8316588,0.84409153,0.80496395,0.8464632,0.80946845,1
98273,0.8597348,0.7882907,0.7937414,0.8503136,0.82376325,0.8787967,0.7966623,1
98274,0.8475654,0.8685015,0.8227609,0.84746575,0.8478359,0.856778,0.86698484,1
98275,0.8416322,0.8479196,0.85627466,0.8710055,0.8628248,0.836223,0.85675466,1
98276,0.83197385,0.8230597,0.8286301,0.8385612,0.8189636,0.83279103,0.84885716,1
98277,0.81147534,0.8393192,0.8297366,0.8170008,0.84585005,0.84439796,0.8303598,1
98278,0.8745009,0.87093115,0.8555101,0.8375484,0.8754269,0.8513085,0.87666416,1
98279,0.8404902,0.882933,0.87870115,0.8651502,0.87139666,0.8692355,0.8504553,1
98280,0.8276128,0.8505807,0.8050492,0.8343882,0.8618579,0.85554314,0.8567364,1
98281,0.8462127,0.84127057,0.8319559,0.8616731,0.81665146,0.8390445,0.8380572,1
98282,0.8112334,0.84567165,0.8072731,0.84510565,0.8390653,0.85548306,0.84751487,1
98283,0.8606146,0.8706492,0.8398485,0.87879497,0.85425955,0.8639154,0.8526505,1
98284,0.73307157,0.7873042,0.74230766,0.76470125,0.7441696,0.7782739,0.75484776,1
98285,0.8027452,0.79014546,0.7973393,0.84055316,0.8008914,0.80913687,0.8037507,1
98286,0.8106376,0.8118836,0.8034354,0.83588153,0.8158343,0.8226298,0.78821206,1
98287,0.8621811,0.8196207,0.8263225,0.8298046,0.83689916,0.831645,0.83767456,1
98288,0.78014845,0.7895289,0.80591637,0.8015785,0.84556943,0.83711374,0.81121886,1
98289,0.8007725,0.797333,0.81657565,0.8657842,0.8098334,0.82583696,0.80309796,1
98290,0.7232671,0.77032447,0.7479467,0.78207713,0.7278424,0.77056205,0.7524313,1
98291,0.8282596,0.8553171,0.8467822,0.8500071,0.82818055,0.8516967,0.86407894,1
98292,0.8180445,0.8394569,0.7927505,0.81079066,0.79486245,0.82676256,0.79021007,1
98293,0.82225853,0.78096485,0.8088257,0.83288,0.81386685,0.8427879,0.79317343,1
98294,0.77607936,0.764704,0.8328558,0.8131006,0.76887333,0.822574,0.83822143,1
98295,0.8223696,0.8039702,0.77716935,0.8461886,0.7837206,0.83386165,0.7797242,1
98296,0.82893425,0.78694814,0.8099674,0.8262167,0.826995,0.81573045,0.8406211,1
98297,0.8556765,0.87079406,0.8223028,0.85247964,0.8522303,0.8412271,0.8325852,1
98298,0.8375716,0.82595193,0.7880971,0.8405857,0.8579006,0.8667402,0.8429581,1
98299,0.8628395,0.8358303,0.83356947,0.85656077,0.8155197,0.8209773,0.8346558,1
98300,0.8317963,0.80946857,0.77135706,0.80598056,0.80735207,0.8361007,0.7696508,1
98301,0.7998105,0.8153429,0.8057749,0.7768137,0.7773714,0.77163345,0.84356076,1
98302,0.8615969,0.86005175,0.8569997,0.88770676,0.8525731,0.87087065,0.8669689,1
98303,0.85497415,0.8510023,0.81912816,0.805875,0.8437637,0.81611097,0.8478979,1
98304,0.8685401,0.8913386,0.85069597,0.8797102,0.8892062,0.8890086,0.8942349,1
98305,0.882887,0.86749,0.87513554,0.87253493,0.8436034,0.8891899,0.85210985,1
98306,0.85157466,0.80061674,0.7800355,0.8594886,0.8168717,0.83692336,0.82998204,1
98307,0.85415906,0.87242794,0.8185027,0.8396517,0.86517954,0.8559242,0.85997134,1
98308,0.8508378,0.8262528,0.8113894,0.8247466,0.81175846,0.8296412,0.8372365,1
98309,0.8208141,0.8628964,0.82899356,0.86760676,0.83168775,0.85053045,0.86239415,1
98310,0.85668373,0.87601614,0.8540387,0.8556076,0.8552012,0.8525103,0.8860555,1
98311,0.838179,0.8486359,0.8326025,0.8686667,0.8331973,0.87035406,0.84062016,1
98312,0.84152424,0.8249346,0.81501544,0.850888,0.83888,0.8636811,0.82112575,1
98313,0.8370819,0.81941634,0.82871264,0.87754524,0.8272507,0.8762704,0.8210521,1
98314,0.86337584,0.88594717,0.86381423,0.8861361,0.8745073,0.894169,0.85705507,1
98315,0.8276424,0.7913445,0.80495757,0.8374672,0.8019834,0.8388959,0.8147667,1
98316,0.8949145,0.8905004,0.8740054,0.8919626,0.880613,0.89496064,0.8851607,1
98317,0.8317139,0.7757252,0.7408277,0.84166026,0.8026188,0.85944295,0.82706237,1
98318,0.85582805,0.86539924,0.829122,0.84175503,0.863289,0.8705009,0.86424124,1
98319,0.8572297,0.8306179,0.83205634,0.84954154,0.8387545,0.82987106,0.8356115,1
98320,0.8664453,0.8583922,0.8228851,0.8594366,0.8170133,0.86034226,0.8624214,1
98321,0.81223965,0.8583825,0.86141056,0.8667067,0.851243,0.87383616,0.87814534,1
98322,0.8601837,0.835752,0.807246,0.8315727,0.8403222,0.82857877,0.86236894,1
98323,0.87469184,0.8651743,0.80730736,0.84754515,0.81876576,0.8623074,0.8401019,1
98324,0.8551092,0.866029,0.8395452,0.85797876,0.85542667,0.8676165,0.81751525,1
98325,0.8462603,0.83967704,0.8545198,0.84910667,0.85116327,0.87090427,0.8432077,1
98326,0.79913706,0.7854624,0.8051502,0.84227574,0.8130835,0.85190845,0.77864,1
98327,0.7896244,0.7948297,0.78648376,0.80638206,0.77815866,0.8443016,0.81316346,1
98328,0.8353922,0.8484737,0.8341812,0.85408026,0.852201,0.85868484,0.85140496,1
98329,0.84601974,0.8242562,0.79012096,0.8415778,0.8326269,0.8413122,0.8461843,1
98330,0.8071451,0.7627553,0.7789633,0.83046806,0.802475,0.8281337,0.8265513,1
98331,0.7985569,0.80939555,0.80842245,0.8437989,0.76783454,0.8212421,0.7893005,1
98332,0.79182756,0.80723614,0.7850457,0.77897495,0.78628683,0.80683917,0.7799587,1
98333,0.787222,0.7785355,0.7794711,0.8307817,0.7791171,0.84409726,0.77854383,1
98334,0.71658826,0.7608032,0.78996116,0.8406782,0.7651249,0.83163106,0.7860907,1
98335,0.8462479,0.8655536,0.8473417,0.8481647,0.8544964,0.8715281,0.8552349,1
98336,0.7969003,0.8072723,0.7953948,0.7771367,0.7582264,0.7711709,0.792242,1
98337,0.7265895,0.7226662,0.7585411,0.7731717,0.7367708,0.7860379,0.73315436,1
98338,0.79706585,0.79763544,0.77173865,0.81309134,0.81975853,0.80393875,0.78690815,1
98339,0.75725764,0.74985015,0.75410473,0.782097,0.73552465,0.76705366,0.7753746,1
98340,0.7852254,0.7886944,0.83531666,0.8045417,0.7842928,0.8416896,0.78502196,1
98341,0.85207987,0.8270308,0.83562934,0.82363415,0.83737195,0.8311353,0.8136398,1
98342,0.8691021,0.8562588,0.8345244,0.86884826,0.8671839,0.8608735,0.88642216,1
98343,0.7234814,0.71960795,0.7806829,0.7327385,0.73549664,0.76172745,0.7589077,1
98344,0.8199272,0.85023034,0.8197986,0.85218406,0.88489413,0.8642955,0.8334144,1
98345,0.83418155,0.85348547,0.80667806,0.8372043,0.82898635,0.8468299,0.8509761,1
98346,0.7785017,0.7913854,0.8001481,0.7844138,0.80322313,0.81367886,0.78654206,1
98347,0.7418892,0.7792874,0.8130141,0.803519,0.77027345,0.80570024,0.7715615,1
98348,0.764167,0.71953607,0.79459405,0.8203766,0.8097643,0.79095966,0.79979455,1
98349,0.8471465,0.8538786,0.8391535,0.865702,0.8550292,0.87884426,0.8439536,1
98350,0.8135512,0.8405494,0.79582405,0.83440435,0.8318759,0.8178129,0.8357874,1
98351,0.7866485,0.82351077,0.77108717,0.83104783,0.8084909,0.8433797,0.8091037,1
98352,0.7527722,0.7878883,0.7500574,0.77630115,0.78261876,0.77915263,0.7819915,1
98353,0.7371747,0.7669481,0.725604,0.8036197,0.7678886,0.78832644,0.8237306,1
98354,0.7191472,0.7455315,0.6910761,0.7497283,0.7404529,0.7589643,0.7541325,1
98355,0.82454264,0.8668301,0.84390664,0.84797806,0.85744095,0.8637738,0.8270831,1
98356,0.77070844,0.77303714,0.78662163,0.7794408,0.7947834,0.8044756,0.7692876,1
98357,0.7410662,0.78312707,0.7854337,0.80765474,0.8356605,0.83609104,0.75694376,1
98358,0.8502868,0.8566718,0.82928836,0.8504903,0.8407565,0.8501755,0.86182606,1
98359,0.7677412,0.8163912,0.77701294,0.77294415,0.79464,0.807516,0.80188364,1
98360,0.7419652,0.738993,0.7740539,0.7903418,0.69490796,0.78407466,0.7083718,1
98361,0.82362366,0.87881386,0.82609415,0.8340068,0.8669387,0.88625515,0.86104125,1
98362,0.74933827,0.79405814,0.80255497,0.80462754,0.8042362,0.8358156,0.78257257,1
98363,0.83928585,0.8466549,0.8296908,0.84537166,0.84043366,0.8424863,0.8431344,1
98364,0.748285,0.76625216,0.7258634,0.76265514,0.80849755,0.7696682,0.79516435,1
98365,0.7827592,0.7861273,0.76814795,0.80257136,0.8160581,0.81346935,0.8133159,1
98366,0.7699958,0.77711135,0.81578,0.78629416,0.78094935,0.7694797,0.76975566,1
98367,0.78894794,0.8115211,0.790747,0.8269117,0.8327131,0.8285812,0.8055464,1
98368,0.761659,0.74750376,0.7586657,0.7447628,0.75241375,0.7733332,0.7577148,1
98369,0.8068352,0.7760354,0.77480096,0.7976645,0.7725142,0.7962092,0.76564217,1
98370,0.84175485,0.818596,0.80939806,0.83905685,0.8354827,0.8237884,0.8191122,1
98371,0.8430563,0.8619132,0.8435143,0.8612137,0.8563742,0.8344068,0.86418515,1
98372,0.86519265,0.84842473,0.8285237,0.848419,0.8130655,0.8670993,0.86426747,1
98373,0.84379363,0.89163244,0.87159896,0.8671702,0.8650007,0.8721595,0.8529875,1
98374,0.83584476,0.82928795,0.83748657,0.8667023,0.8331394,0.86741495,0.8461913,1
98375,0.8295036,0.8494518,0.8398481,0.85205114,0.83894444,0.851362,0.861025,1
98376,0.8606858,0.84176016,0.83790165,0.85245395,0.88475275,0.8862736,0.8576181,1
98377,0.7928612,0.83713174,0.8047152,0.8187812,0.81591797,0.857327,0.81782913,1
98378,0.85831827,0.8454993,0.82485855,0.80385363,0.8369917,0.855313,0.84588146,1
98379,0.86119735,0.84355813,0.82586634,0.8222384,0.83884895,0.8307061,0.8467202,1
98380,0.8534534,0.8486477,0.8400458,0.87181973,0.86301124,0.8647857,0.8635611,1
98381,0.8162001,0.77526194,0.77321696,0.8135055,0.8123889,0.848999,0.8213337,1
98382,0.82065237,0.8058443,0.79450023,0.8598933,0.78657246,0.8588791,0.7808625,1
98383,0.8359265,0.8317974,0.8510027,0.8778527,0.83501804,0.8407804,0.84018433,1
98384,0.8226551,0.8459232,0.82369924,0.8536217,0.84391403,0.8600249,0.8395416,1
98385,0.8573272,0.81299806,0.8082895,0.79318327,0.7835925,0.8409375,0.8121237,1
98386,0.834308,0.85817295,0.81722975,0.8436763,0.85991675,0.84159714,0.83235013,1
98387,0.8564106,0.86136115,0.81333363,0.82734674,0.8422775,0.8323388,0.86167306,1
98388,0.8474864,0.868812,0.86521554,0.88695866,0.8748339,0.89566875,0.87369835,1
98389,0.87407684,0.87397146,0.8291979,0.8600538,0.84366393,0.8593198,0.8599472,1
98390,0.7842533,0.82512736,0.8129914,0.8549448,0.83432186,0.8602799,0.7957167,1
98391,0.82346594,0.79748446,0.8064732,0.8241194,0.7821408,0.78617656,0.77539086,1
98392,0.7868325,0.80272144,0.8180444,0.84484255,0.8050309,0.8121908,0.8015611,1
98393,0.83077985,0.7714384,0.7823868,0.83604074,0.771305,0.848982,0.779763,1
98394,0.7686255,0.78267056,0.794494,0.8067136,0.76037264,0.7966297,0.7645038,1
98395,0.8535375,0.8553813,0.8804348,0.87292254,0.86703724,0.84560645,0.8379144,1
98396,0.8164883,0.75938535,0.79540455,0.8213313,0.8124545,0.8263694,0.82757276,1
98397,0.8013645,0.7665363,0.74210906,0.78851676,0.80260146,0.7721117,0.7951093,1
98398,0.83715385,0.8578791,0.79992115,0.85498047,0.84040415,0.86468816,0.8449749,1
98399,0.73643064,0.74352515,0.7972778,0.7487712,0.72983384,0.73928523,0.77026,1
98400,0.76557565,0.7719412,0.74622965,0.7995042,0.7881329,0.8478383,0.79065955,1
98401,0.81378907,0.8001864,0.8357862,0.8175025,0.8159045,0.8151529,0.81871784,1
98402,0.86760575,0.87420195,0.86103815,0.8881922,0.8783369,0.8623228,0.85958886,1
