id,merged_DS1 resumes,merged_Mixtral1 resumes,Good_merged_Llama1 resumes,merged_GPT-4o1 resumes,merged_GPT-mini resumes,merged_GPT-3.5 resumes,twice_sonnet_doordash_pm resumes
56637,0.8100153,0.80171233,0.8126549,0.82706326,0.7917142,0.7841538,0.82958686
56638,0.83460486,0.8176483,0.85265476,0.8615608,0.8245131,0.8101147,0.8496841
56639,0.7390833,0.72338325,0.80325663,0.76980966,0.75841355,0.7361663,0.7553504
56641,0.79335344,0.71828586,0.7975104,0.8012471,0.79890394,0.7871668,0.7987127
56642,0.8106276,0.7790998,0.827436,0.8196426,0.79002887,0.79078287,0.81687075
56643,0.87558985,0.878472,0.8687559,0.87418807,0.86851996,0.83761203,0.8593533
56644,0.7812542,0.75782543,0.72149134,0.7911242,0.7940675,0.7299568,0.85754037
56645,0.84599274,0.80048245,0.8164493,0.795995,0.79976594,0.7694893,0.8273567
56646,0.81919444,0.7653782,0.7525451,0.78422385,0.80418783,0.7422373,0.7705134
56647,0.85202116,0.8320106,0.8555209,0.83100325,0.8599861,0.7997526,0.87136644
56648,0.83811355,0.85229254,0.8403569,0.84814346,0.8474187,0.83971727,0.86073035
56649,0.8177599,0.81762755,0.81062484,0.8182663,0.83718395,0.82615715,0.8214737
56650,0.8255636,0.8533196,0.8286283,0.8495495,0.82470906,0.84574354,0.86271214
56651,0.8192203,0.73705864,0.76604474,0.8316757,0.82849866,0.7432275,0.8091258
56652,0.83649045,0.84175974,0.87949157,0.8351523,0.8952358,0.82336986,0.8263426
56653,0.82568616,0.75961125,0.7406641,0.8536428,0.8350639,0.7345611,0.8558423
56654,0.88284224,0.8599568,0.8574839,0.8495792,0.87785447,0.87811613,0.8640037
56656,0.80757594,0.8142704,0.7910315,0.78840065,0.8028982,0.7983997,0.78777266
56657,0.75236505,0.75282645,0.7587364,0.77415407,0.7943756,0.75506854,0.803863
56661,0.86346227,0.86549795,0.8661475,0.8492954,0.8782655,0.83478475,0.8741899
56662,0.8120477,0.81219995,0.8147049,0.8524934,0.83127785,0.7593491,0.8490699
56725,0.817989,0.84578747,0.8380827,0.85288,0.84674835,0.8118535,0.8590481
56795,0.8287367,0.8255776,0.78871596,0.8214882,0.8395643,0.76633704,0.83789533
56796,0.7902186,0.8268449,0.8197411,0.7924011,0.77788496,0.7777146,0.785485
56797,0.8188613,0.8097652,0.80117214,0.81768775,0.82149374,0.8267472,0.8670659
56798,0.8381656,0.8280655,0.765548,0.7885908,0.8377811,0.76483977,0.8713929
56799,0.80323005,0.81343114,0.8004664,0.84931934,0.833902,0.8237421,0.8033795
56800,0.82239866,0.7999548,0.80646193,0.81830794,0.8208166,0.81372666,0.8301548
56801,0.8223817,0.77847534,0.79907364,0.84545934,0.8462049,0.77824783,0.8404826
56802,0.7884944,0.81847167,0.7692667,0.8362121,0.8277465,0.7669652,0.8519201
56803,0.86514485,0.8650702,0.84324855,0.8494851,0.88224113,0.8181681,0.8690593
56804,0.8626041,0.87618196,0.8597915,0.87416416,0.8573769,0.8470062,0.8607524
56805,0.8113338,0.8158227,0.77924246,0.8377308,0.820726,0.7557886,0.817088
56807,0.82530427,0.8346437,0.860157,0.8516241,0.8581176,0.84099853,0.84639215
56809,0.8706269,0.8039477,0.83830875,0.8635682,0.86657155,0.80012745,0.8533356
56859,0.7891279,0.78788435,0.7821946,0.7943037,0.77771425,0.79421455,0.7972566
56860,0.8304474,0.8040494,0.84026647,0.82831043,0.8498775,0.8120053,0.8190096
56861,0.83749783,0.7971844,0.7905325,0.7751715,0.8045291,0.7632576,0.7933926
56862,0.8362609,0.7115087,0.8001714,0.853948,0.84623617,0.79241335,0.85704225
57384,0.8744869,0.8708858,0.8582886,0.87426174,0.8568081,0.86436534,0.8740302
57400,0.89193,0.89630765,0.9007798,0.8918093,0.9071007,0.9022654,0.88898504
62042,0.8693421,0.749696,0.85233533,0.85301524,0.80637246,0.8545425,0.8346939
63086,0.7573963,0.7156678,0.74597913,0.7437447,0.74668646,0.7261293,0.78216743
63087,0.817354,0.8107904,0.8388345,0.7998631,0.8208151,0.7740306,0.83001435
83710,0.8458431,0.84128034,0.8153789,0.8490008,0.862936,0.8534128,0.8397046
83711,0.77033293,0.79583323,0.77301836,0.8074493,0.84352404,0.74111223,0.8041074
86666,0.8148178,0.7880187,0.80127513,0.7958438,0.81552666,0.7976421,0.84567964
87779,0.73130137,0.89554125,0.7060915,0.86583525,0.8876529,0.7338484,0.73304033
97622,0.84506875,0.84346825,0.84558856,0.8361052,0.8188791,0.834773,0.8490521
98134,0.812968,0.79222846,0.8229691,0.8086673,0.8029821,0.7455981,0.8540698
98135,0.81320035,0.80611163,0.8397558,0.82409656,0.8296301,0.8182654,0.8417808
98136,0.802323,0.7940833,0.801848,0.81709164,0.8153,0.795606,0.83356655
98137,0.8004186,0.7805496,0.81376886,0.77723664,0.812222,0.8056773,0.83449304
98138,0.7879672,0.82671446,0.8397143,0.7830196,0.8177228,0.8198911,0.79753304
98171,0.8195714,0.770404,0.83702785,0.7927652,0.837815,0.81092215,0.8222579
98172,0.7916505,0.83048636,0.78784364,0.7764909,0.77605677,0.7380091,0.8172023
98173,0.8318494,0.8439897,0.8319526,0.86045057,0.84219635,0.82045776,0.848927
98245,0.8038514,0.79149926,0.7818552,0.8302885,0.8111141,0.7850939,0.77548087
98250,0.80919766,0.79513067,0.80637485,0.8034551,0.8707371,0.7963263,0.81418633
98251,0.8105664,0.7951517,0.7924016,0.7980853,0.7983463,0.78377265,0.8064545
98252,0.7004609,0.6702167,0.6582821,0.7484982,0.7831483,0.70682156,0.73646253
98253,0.8456396,0.8589331,0.81142294,0.8361331,0.84135866,0.84392,0.8369266
98254,0.80905604,0.7861737,0.8287711,0.82157034,0.8108244,0.7895827,0.82276237
98255,0.87913394,0.87145436,0.84982294,0.87100315,0.85239047,0.77493715,0.86885095
98256,0.82683325,0.8197771,0.811811,0.819934,0.79898375,0.80494326,0.8145542
98257,0.86796796,0.83055514,0.8550989,0.84653693,0.8447284,0.8453084,0.87545663
98258,0.7835729,0.805338,0.7788353,0.80089587,0.7848595,0.7825856,0.82991517
98259,0.8346431,0.8391549,0.86386645,0.8045216,0.8188045,0.8497352,0.82535267
98260,0.8318676,0.76994395,0.8144009,0.8569143,0.851405,0.8203377,0.8153617
98261,0.83873516,0.8608582,0.8228404,0.8288483,0.8301534,0.85416216,0.8371396
98262,0.8311093,0.8285317,0.81337535,0.81653696,0.8136474,0.8351518,0.81338906
98263,0.8059895,0.8061071,0.83254987,0.84818244,0.8670216,0.7115046,0.85139406
98264,0.83380884,0.85437727,0.83279896,0.8563083,0.8949475,0.8046299,0.82357
98265,0.85751253,0.85772336,0.8473915,0.8619063,0.85761976,0.8469841,0.8789505
98266,0.89203244,0.8478501,0.88148284,0.87854373,0.87201905,0.8556682,0.87169677
98267,0.8183299,0.7929133,0.80639124,0.8519131,0.8333091,0.80743253,0.83839893
98268,0.843851,0.8056152,0.82497907,0.84057593,0.85164046,0.7596337,0.8423672
98269,0.85535395,0.82794976,0.8226717,0.8519664,0.8421484,0.84009564,0.8308406
98270,0.81840485,0.8157849,0.82600045,0.84619623,0.8300614,0.8056146,0.85262865
98271,0.79410094,0.76329947,0.7737875,0.8053285,0.8148341,0.7697485,0.806075
98272,0.8370139,0.82156014,0.8288275,0.84511125,0.8217998,0.83962846,0.84314877
98273,0.83388007,0.8666176,0.8323282,0.8332434,0.8554726,0.7361477,0.850843
98274,0.8383543,0.86297655,0.852403,0.8026163,0.8123566,0.8436183,0.8709861
98275,0.8679724,0.8311447,0.83880305,0.8289762,0.83963567,0.8480489,0.8591481
98276,0.8604207,0.8302596,0.8342174,0.8448936,0.8368179,0.83152604,0.83462477
98277,0.82287616,0.8002692,0.8242406,0.822978,0.7988348,0.83769256,0.7903218
98278,0.83457196,0.85027444,0.8681679,0.85361856,0.8458102,0.8651257,0.8726525
98279,0.859809,0.8659807,0.8458394,0.8765166,0.85400057,0.8493459,0.85306394
98280,0.84582794,0.8367398,0.8335294,0.8362487,0.8213819,0.7859959,0.8527216
98281,0.8373306,0.8101795,0.8741808,0.8460833,0.8352328,0.8252628,0.87248296
98282,0.842148,0.82901955,0.84276325,0.84858906,0.8212797,0.8299201,0.8298272
98283,0.8800513,0.85810816,0.8854197,0.83940995,0.8498554,0.85528183,0.86442864
98284,0.7617483,0.7351425,0.7449225,0.75510883,0.75346017,0.77741694,0.7691824
98285,0.7996548,0.8233099,0.7909603,0.7873192,0.78206885,0.7503277,0.79319906
98286,0.7966493,0.8023493,0.8464719,0.824425,0.819611,0.8106376,0.7987273
98287,0.848728,0.8545725,0.8197408,0.84222806,0.842935,0.8435438,0.8236859
98288,0.85084105,0.7876227,0.7633632,0.82655966,0.7788001,0.7480552,0.804888
98289,0.82028115,0.81499046,0.81232774,0.83458304,0.84033483,0.77938294,0.80017877
98290,0.7844469,0.7533191,0.7286762,0.75514233,0.72208196,0.6929207,0.776525
98291,0.84775746,0.827783,0.8698311,0.848226,0.86205167,0.84078044,0.866829
98292,0.83235,0.8077374,0.8109059,0.82982326,0.82684475,0.78599334,0.7993486
98293,0.83045924,0.83230704,0.8129368,0.8163203,0.8267396,0.8135209,0.81848085
98294,0.8166851,0.8171705,0.7815398,0.83647007,0.83355844,0.7760794,0.83597356
98295,0.7833441,0.79104525,0.8235717,0.81982446,0.8167388,0.8069661,0.7902854
98296,0.82330406,0.84670734,0.82761836,0.81475925,0.7784637,0.8133391,0.8227246
98297,0.86001414,0.8821157,0.8449204,0.8382577,0.85343957,0.85322034,0.8563922
98298,0.85719585,0.85459805,0.8484255,0.82715595,0.8266141,0.8481274,0.8617248
98299,0.84073216,0.83121866,0.8352938,0.8106269,0.82864356,0.84392285,0.8256824
98300,0.8113748,0.79498714,0.8372087,0.8088473,0.8153955,0.8015927,0.79244334
98301,0.79433036,0.79991066,0.8025297,0.79863214,0.8057654,0.77658844,0.78404844
98302,0.86338484,0.87356347,0.8552036,0.861511,0.86929953,0.8702592,0.8535742
98303,0.8458636,0.8196792,0.85699373,0.8317388,0.82263756,0.85144454,0.846354
98304,0.89787817,0.88577604,0.89059,0.8825421,0.8838392,0.8697837,0.8752738
98305,0.8754904,0.8842788,0.8774523,0.8718116,0.86278677,0.85396785,0.8757689
98306,0.8654635,0.8430718,0.8347187,0.84765613,0.82129884,0.8435184,0.8356112
98307,0.8624842,0.84650254,0.84641445,0.85497695,0.85969985,0.8389294,0.856204
98308,0.8288422,0.72237056,0.8460625,0.847879,0.79219127,0.8508378,0.8293063
98309,0.86570966,0.80848837,0.84001124,0.86326337,0.864192,0.7975472,0.8399262
98310,0.8911818,0.848832,0.854485,0.8799252,0.8484482,0.85668373,0.89602315
98311,0.8415279,0.8423524,0.8388538,0.8696555,0.8407104,0.8373987,0.86227036
98312,0.8474935,0.8416798,0.8492936,0.8479783,0.8255594,0.84152424,0.84453034
98313,0.8352508,0.8510922,0.83141136,0.8620644,0.8313078,0.8466535,0.81536764
98314,0.874529,0.8558941,0.873958,0.8801936,0.8885334,0.8852712,0.86144835
98315,0.84471107,0.78325576,0.81750983,0.82074875,0.83238417,0.7759069,0.82878876
98316,0.9084261,0.89777946,0.8974275,0.88549507,0.8907207,0.8915707,0.89143944
98317,0.7981464,0.82515347,0.8568895,0.84544337,0.8024114,0.7332008,0.81781614
98318,0.82678473,0.84239626,0.87264335,0.8691606,0.85994565,0.855056,0.8636641
98319,0.859282,0.8427199,0.8357287,0.86859316,0.8557944,0.85935426,0.8270204
98320,0.86005306,0.8804291,0.8473207,0.8680588,0.86008835,0.853111,0.8677411
98321,0.84789103,0.7985689,0.8414149,0.8485078,0.86232245,0.84247243,0.8532183
98322,0.8491467,0.8308694,0.83311397,0.85501826,0.83585465,0.82930636,0.8386813
98323,0.86193675,0.8498074,0.83008003,0.8571655,0.8529209,0.87469184,0.8273043
98324,0.86182404,0.8319794,0.8360261,0.7974807,0.81851137,0.84063125,0.8570509
98325,0.83461773,0.85504174,0.8539878,0.83042276,0.8537184,0.8462603,0.85051894
98326,0.77338076,0.8068479,0.77748007,0.77479446,0.7865037,0.7929103,0.7994874
98327,0.7980743,0.7919084,0.79188293,0.8029537,0.7862053,0.77949387,0.78272307
98328,0.8678727,0.89188415,0.85140246,0.8592499,0.8646329,0.86176693,0.85991776
98329,0.8431573,0.84106064,0.8117632,0.8328215,0.83528864,0.8418955,0.849773
98330,0.775699,0.773023,0.8288873,0.8111335,0.7959496,0.8129563,0.8307155
98331,0.8182373,0.81750596,0.8030458,0.8141403,0.81119066,0.7874381,0.80314314
98332,0.779979,0.8532165,0.78354305,0.81912696,0.77989817,0.7709968,0.79688996
98333,0.8162043,0.79896724,0.80187786,0.8142362,0.7798242,0.7347787,0.78777516
98334,0.82580924,0.7877486,0.8061198,0.8229813,0.83012426,0.67368805,0.85530555
98335,0.86598814,0.8372209,0.8530185,0.84793913,0.8579179,0.8350178,0.8511355
98336,0.78417706,0.77937645,0.7857811,0.8290646,0.8420688,0.78818524,0.7994512
98337,0.7201545,0.79251313,0.7512969,0.7708791,0.7811229,0.73501277,0.7425794
98338,0.7931066,0.78091514,0.77498734,0.81657875,0.8056191,0.79706585,0.79193425
98339,0.7375409,0.8087326,0.763194,0.78835285,0.77361566,0.75190794,0.7668895
98340,0.7980121,0.80747163,0.8262671,0.79043925,0.8314061,0.79207695,0.8073031
98341,0.8290066,0.8439282,0.8454211,0.8414773,0.8170474,0.83737475,0.8240824
98342,0.85789895,0.8539802,0.87088096,0.8473145,0.8779583,0.85635084,0.8755767
98343,0.7261745,0.7287358,0.7538283,0.7277825,0.7228138,0.6972102,0.7650915
98344,0.8494751,0.8358299,0.878937,0.83030546,0.8357048,0.8072494,0.87454414
98345,0.83853817,0.8449841,0.8442157,0.83933794,0.85492724,0.83418155,0.8362481
98346,0.7810729,0.78952134,0.790993,0.78403133,0.8204094,0.7501796,0.8107882
98347,0.8068163,0.77995074,0.79146475,0.7963187,0.77329767,0.76807386,0.7910687
98348,0.79601866,0.7717871,0.72846663,0.79398555,0.79831254,0.75081366,0.7895211
98349,0.8530147,0.8428229,0.84996307,0.85255957,0.8542032,0.84196985,0.87750065
98350,0.8233545,0.8180304,0.8320055,0.7825028,0.8457816,0.83789253,0.8475453
98351,0.80412436,0.8201396,0.7823912,0.7997717,0.8433561,0.7866485,0.8409314
98352,0.77499545,0.77378106,0.770852,0.7503996,0.7481214,0.74582857,0.75858843
98353,0.7491772,0.8267418,0.7023448,0.8111272,0.83232224,0.71659285,0.7670938
98354,0.79158676,0.76183635,0.74255645,0.7413937,0.7373697,0.7191472,0.76143575
98355,0.8553436,0.7986688,0.84650135,0.86126983,0.8768469,0.8167377,0.8299067
98356,0.7806372,0.7702137,0.7701606,0.77528715,0.81503606,0.77070844,0.81440085
98357,0.8390763,0.791212,0.776655,0.83664346,0.8018744,0.72205406,0.8294331
98358,0.8358308,0.838404,0.85197276,0.825486,0.85463625,0.82828695,0.8545025
98359,0.81241775,0.79345185,0.7875796,0.79467726,0.7981832,0.7468413,0.79854786
98360,0.7473761,0.73394823,0.74324286,0.7722015,0.793737,0.72054857,0.7283498
98361,0.86221075,0.81775576,0.84003884,0.85234886,0.801541,0.8428024,0.8435832
98362,0.80206585,0.7859504,0.79892015,0.80167764,0.80754507,0.7735409,0.78239834
98363,0.8274849,0.8416855,0.8200446,0.87118125,0.86647046,0.8334843,0.8408145
98364,0.80230284,0.7574464,0.73172355,0.76890326,0.8007468,0.7239707,0.7950429
98365,0.7896933,0.782254,0.8025522,0.7965182,0.792242,0.7617074,0.80196416
98366,0.77604717,0.70309454,0.7778615,0.8307627,0.7933605,0.77335286,0.78200954
98367,0.78228414,0.7848326,0.8265381,0.8076303,0.83085996,0.77839994,0.8319565
98368,0.8063074,0.78930444,0.7614908,0.76014954,0.81269383,0.7519522,0.7751196
98369,0.8134491,0.81572586,0.79194325,0.7845339,0.8095881,0.7679447,0.77485305
98370,0.81497616,0.82563335,0.8534691,0.8051003,0.80986345,0.81486064,0.8282931
98371,0.85799646,0.8574486,0.851266,0.8256826,0.834768,0.86171085,0.8410775
98372,0.87922764,0.86312777,0.87222916,0.84929055,0.8523129,0.86681676,0.838113
98373,0.87755865,0.8046939,0.84788525,0.869566,0.88530463,0.7809609,0.8458976
98374,0.84891933,0.8322388,0.8626698,0.8551476,0.8650604,0.84549,0.8683725
98375,0.8405323,0.8290137,0.8539556,0.85588694,0.85401255,0.8514743,0.8414129
98376,0.8577172,0.83705354,0.8660337,0.81615114,0.83490956,0.849517,0.8623432
98377,0.849226,0.8338251,0.8444277,0.8394222,0.8382828,0.809199,0.8254936
98378,0.8699497,0.862038,0.86677206,0.8272151,0.8133079,0.83785546,0.8589762
98379,0.8724514,0.8544919,0.8453523,0.83715445,0.8619529,0.86114395,0.81391704
98380,0.8295254,0.8685614,0.83816063,0.8445585,0.83807725,0.8510133,0.8641491
98381,0.7980442,0.80501556,0.7930964,0.8270972,0.83236825,0.7861676,0.7689253
98382,0.81218886,0.81255084,0.8337796,0.8162373,0.8311678,0.8191372,0.8171562
98383,0.8528124,0.85384285,0.81873447,0.84783345,0.8366752,0.8223003,0.8470521
98384,0.8443228,0.8425616,0.8230481,0.82575935,0.8291112,0.83975625,0.8356722
98385,0.8288576,0.8009009,0.81617665,0.82233894,0.8413869,0.8573272,0.8156531
98386,0.84065145,0.8398583,0.82168645,0.87531734,0.85776055,0.82693344,0.8492707
98387,0.8427047,0.87007093,0.82126737,0.82528603,0.84282446,0.7183316,0.8350207
98388,0.8540926,0.8607582,0.8796815,0.8666032,0.8662948,0.88054764,0.8527496
98389,0.84198403,0.8473029,0.87224674,0.8346584,0.82760394,0.85831916,0.8573773
98390,0.80721253,0.8457327,0.81773484,0.8473373,0.83720785,0.814507,0.79497564
98391,0.7827533,0.8127782,0.8058052,0.81675446,0.8234626,0.809736,0.8148998
98392,0.8032167,0.7903303,0.8085325,0.79516315,0.8314407,0.76402557,0.78528816
98393,0.80819225,0.8302654,0.74854743,0.8098535,0.7727201,0.82319355,0.8074472
98394,0.77775556,0.780782,0.774925,0.8044668,0.78916097,0.7819806,0.7937609
98395,0.8723568,0.8602227,0.8842112,0.8603424,0.8741168,0.85092384,0.8713292
98396,0.83421725,0.82142836,0.823297,0.81926656,0.8018981,0.82440627,0.79165304
98397,0.7912537,0.80213684,0.81843865,0.7633641,0.7575841,0.78783214,0.83924615
98398,0.8343592,0.8496965,0.84866273,0.8355175,0.8445935,0.83330905,0.85542274
98399,0.79615194,0.6812788,0.74667996,0.7990336,0.785266,0.73643064,0.7776126
98400,0.75709003,0.85809356,0.78024334,0.84199065,0.84252733,0.76014113,0.8001523
98401,0.8301363,0.8022155,0.80886966,0.8344388,0.81385803,0.8071637,0.8146935
98402,0.88435215,0.8750119,0.8797673,0.86882293,0.86000156,0.85076493,0.8866329
