id,haiku resumes,gemini_flash_lite resumes,gemini_pro resumes,opus resumes,gemini_flash resumes,sonnet resumes,True,CV google Score
56544,0.8852674,0.87852657,0.896261,0.87928605,0.88527155,0.8884994,1,0.88653797
56545,0.76186657,0.793774,0.82830465,0.7656018,0.7751662,0.76331174,1,0.7481912
56618,0.8796143,0.82801825,0.9086037,0.8633646,0.87515026,0.8833965,1,0.8507314
56619,0.85918045,0.84526277,0.8749944,0.8620567,0.8586783,0.8624333,1,0.84686893
56629,0.91421753,0.8827239,0.9323802,0.9057157,0.9128957,0.9011198,1,0.9112349
56630,0.8965082,0.8601849,0.87757725,0.86724603,0.90075123,0.8974053,1,0.85836184
56631,0.8602365,0.8675778,0.8956258,0.8370129,0.9230546,0.8622654,1,0.85985625
56632,0.9337859,0.90462554,0.909355,0.90815413,0.9155545,0.9227629,1,0.9220105
56633,0.8745449,0.8668833,0.8611566,0.89000225,0.8614782,0.8409813,1,0.844704
56634,0.83546233,0.8634269,0.8531155,0.82098883,0.8886812,0.855222,1,0.80377996
56635,0.86422276,0.82382065,0.82653105,0.8523259,0.8374256,0.7948064,1,0.79852843
56637,0.8929575,0.8407769,0.9046393,0.8356992,0.89255375,0.8597938,1,0.8822423
56638,0.8905087,0.8814679,0.89658755,0.90582645,0.9010836,0.90989697,1,0.87257147
56639,0.8955703,0.83764255,0.8061222,0.86449933,0.83780587,0.8275229,1,0.81270885
56641,0.879161,0.85037005,0.8710871,0.87571126,0.89726216,0.8861197,1,0.8843533
56642,0.85089993,0.8153902,0.8715157,0.8668162,0.88082427,0.854935,1,0.8673828
56643,0.84656024,0.8362217,0.8539848,0.85022366,0.86311245,0.83473265,1,0.8410065
56644,0.8435358,0.7982908,0.8166777,0.84295046,0.80736434,0.87256837,1,0.7914114
56645,0.86363745,0.8274137,0.8749472,0.84617674,0.8638773,0.8497426,1,0.8463256
56646,0.8322754,0.7767104,0.8174616,0.812637,0.8196612,0.85090387,1,0.80502856
56647,0.8769345,0.8678542,0.91067624,0.8677149,0.8887867,0.89346933,1,0.83885753
56648,0.8555936,0.8983366,0.8901062,0.881597,0.89833736,0.86776775,1,0.8858664
56649,0.8255248,0.8575452,0.86228746,0.8122499,0.86779886,0.8168682,1,0.801724
56650,0.9107241,0.8684514,0.8861861,0.9033731,0.90207785,0.915136,1,0.9223221
56651,0.88999397,0.7961228,0.8654172,0.89040506,0.8058618,0.8544297,1,0.80286705
56652,0.8856442,0.87617874,0.8775858,0.86960477,0.93274486,0.8892822,1,0.8273554
56653,0.8174566,0.8062146,0.8654003,0.86396843,0.8822714,0.83029425,1,0.7674954
56654,0.9221211,0.9152365,0.92890847,0.9100997,0.92206967,0.9266888,1,0.929392
56656,0.8764193,0.8320211,0.8495544,0.8632927,0.8785129,0.8390109,1,0.8475109
56657,0.85291445,0.8659899,0.88185513,0.8345438,0.86355937,0.84193164,1,0.862515
56661,0.91207814,0.8936267,0.89697295,0.8929126,0.88813466,0.88819665,1,0.91122085
56662,0.88603187,0.8617052,0.90233827,0.90879613,0.8940781,0.8970008,1,0.8289554
56725,0.9101298,0.8675488,0.91080546,0.87525386,0.88247025,0.9119531,1,0.8665456
56795,0.8869932,0.8214673,0.8762492,0.89464414,0.9045129,0.8876183,1,0.86430824
56796,0.8906354,0.8330717,0.90748066,0.8249304,0.82352704,0.8458078,1,0.8461517
56797,0.85485864,0.8599822,0.8709967,0.86150974,0.864631,0.8859176,1,0.8514757
56798,0.8952261,0.8613866,0.8678747,0.87245053,0.8561044,0.86362267,1,0.8167087
56799,0.89935356,0.87042326,0.9008632,0.8403262,0.89218295,0.863488,1,0.9081762
56800,0.8003571,0.84891474,0.82364666,0.79368293,0.8503251,0.8074746,1,0.8134059
56801,0.8857437,0.84183836,0.8858057,0.8845571,0.88771063,0.8288429,1,0.840127
56802,0.84257674,0.82741976,0.8563041,0.8363365,0.8332585,0.85929,1,0.80307764
56803,0.87824893,0.89726895,0.9193864,0.91333836,0.90947413,0.9094651,1,0.85905707
56804,0.90612286,0.8824812,0.8981418,0.8804495,0.8763462,0.89605075,1,0.8906783
56805,0.8195155,0.79563135,0.845237,0.845747,0.84099317,0.8035655,1,0.7999923
56807,0.8519364,0.89129627,0.9284184,0.86223435,0.91558576,0.9100901,1,0.86125696
56809,0.9136208,0.8572914,0.8818505,0.86600053,0.897155,0.8999939,1,0.8433418
56859,0.8496743,0.8275361,0.8465066,0.82167876,0.82780856,0.8369508,1,0.8477992
56860,0.8983481,0.87372905,0.91311115,0.88287264,0.9166262,0.9106563,1,0.9018886
56861,0.84823877,0.7788907,0.77926743,0.82080305,0.84664154,0.80599403,1,0.7689758
56862,0.8534368,0.82664514,0.90164036,0.83637834,0.8972211,0.8518899,1,0.8436817
57384,0.9286946,0.895437,0.9264455,0.90256226,0.9109315,0.9186204,1,0.9311049
57400,0.9026438,0.89886296,0.90491045,0.89579153,0.90941465,0.8893573,1,0.9066463
62042,0.78676015,0.8992783,0.8597194,0.8139905,0.82546407,0.8041592,1,0.83629394
63086,0.8078372,0.7945535,0.81689656,0.8187217,0.7993016,0.84369814,1,0.8030467
63087,0.9053827,0.83730394,0.8889473,0.8832066,0.8810032,0.88610566,1,0.8754021
83710,0.86453074,0.8624136,0.8929355,0.86268455,0.8913098,0.8895952,1,0.8613397
83711,0.70030344,0.7823441,0.7364148,0.738498,0.7446313,0.778982,1,0.7701442
86666,0.8987505,0.8439578,0.9053757,0.9031957,0.9215516,0.8985516,1,0.8916458
87779,0.70379215,0.76591456,0.6826726,0.7852222,0.6903267,0.74835956,1,0.7140521
97622,0.89640224,0.9159539,0.9237076,0.92572844,0.92047733,0.9144591,1,0.88474995
98134,0.84827846,0.90619916,0.89361715,0.8573662,0.88043666,0.87937665,1,0.8253988
98135,0.8920193,0.850435,0.92437094,0.9014073,0.89483166,0.8916739,1,0.8797651
98136,0.8843275,0.8249935,0.85663635,0.84105164,0.8949956,0.8385004,1,0.84668446
98137,0.8761163,0.84110326,0.8959445,0.8339084,0.8848356,0.87822336,1,0.85434824
98138,0.90136266,0.86395335,0.8947694,0.85371685,0.89011824,0.8907931,1,0.8844228
98171,0.8761748,0.8485886,0.876515,0.88783264,0.89311594,0.89871156,1,0.8720887
98172,0.8777791,0.85143745,0.8793865,0.87142175,0.84551567,0.8716124,1,0.8240388
98173,0.90364075,0.8914836,0.90203315,0.8816974,0.90989363,0.8858711,1,0.8759593
98245,0.8170554,0.8821312,0.87300587,0.82186186,0.87332666,0.8904296,1,0.80640197
98250,0.77532774,0.8254918,0.8012103,0.7660454,0.79990697,0.7642743,1,0.7735916
98251,0.7662204,0.80526,0.792127,0.75452787,0.81677747,0.7612644,1,0.8166344
98252,0.6769103,0.71134746,0.78547037,0.69469315,0.7522863,0.7217274,1,0.6908432
98253,0.8548696,0.8793813,0.86214066,0.8274784,0.86320853,0.82122797,1,0.8293048
98254,0.8922226,0.8720388,0.89139384,0.8473241,0.88887143,0.8885956,1,0.9034249
98255,0.87214667,0.88839155,0.9071883,0.8980906,0.90640855,0.9212712,1,0.80622953
98256,0.81756127,0.83246654,0.89330876,0.8383435,0.8986418,0.8115491,1,0.832114
98257,0.8574955,0.89493,0.8971181,0.8560624,0.9011483,0.88447416,1,0.8598099
98258,0.8545691,0.8101536,0.8385641,0.81334835,0.83717364,0.8177797,1,0.8460016
98259,0.87170905,0.86745155,0.86439127,0.895304,0.89177895,0.89798176,1,0.8781574
98260,0.8515332,0.8463969,0.86507374,0.8600247,0.88544154,0.808555,1,0.7924813
98261,0.878513,0.8510494,0.872191,0.8819121,0.8862634,0.8709285,1,0.79632133
98262,0.848679,0.8711603,0.9069563,0.83560514,0.59241855,0.88234866,1,0.84728724
98263,0.89858115,0.8609875,0.8829153,0.8447379,0.8967558,0.8479299,1,0.82393575
98264,0.8017186,0.8168327,0.86452645,0.808776,0.85098934,0.80409276,1,0.7465103
98265,0.9127609,0.8937626,0.9010189,0.8797762,0.90996045,0.91477346,1,0.8760281
98266,0.87252116,0.8761639,0.8649606,0.8937484,0.8784518,0.90419436,1,0.8099183
98267,0.87578875,0.82700026,0.86084527,0.8564047,0.8851455,0.85714614,1,0.828095
98268,0.8528509,0.85919863,0.84677875,0.82745546,0.8687048,0.7911086,1,0.7660269
98269,0.86533594,0.87212604,0.8794116,0.85414565,0.88709944,0.85226184,1,0.85620767
98270,0.8499006,0.85506374,0.87038434,0.83605045,0.8832178,0.81914055,1,0.87048084
98271,0.9001867,0.8272325,0.8663685,0.88071287,0.8789574,0.88694584,1,0.8723707
98272,0.92767954,0.9189317,0.92212164,0.88895404,0.9383186,0.89465183,1,0.9292579
98273,0.83761466,0.8493398,0.89852786,0.8564943,0.9204547,0.8495288,1,0.8896793
98274,0.91062117,0.87368965,0.90267795,0.89265734,0.9108257,0.9072337,1,0.8937221
98275,0.90504843,0.89972496,0.9062556,0.91941226,0.88292485,0.91647744,1,0.887348
98276,0.87200415,0.86812353,0.88676965,0.86012256,0.8649404,0.89715946,1,0.8594584
98277,0.89884716,0.8540712,0.8932655,0.8973422,0.91089076,0.8848353,1,0.8376014
98278,0.9082488,0.91250455,0.9109016,0.9177703,0.9014331,0.9017641,1,0.9013842
98279,0.9287081,0.91878366,0.89239913,0.900835,0.89854443,0.8774855,1,0.85349405
98280,0.89352536,0.822142,0.8749105,0.88310874,0.89101416,0.90836143,1,0.83129734
98281,0.8992042,0.88865,0.8898277,0.84903955,0.8922738,0.8947323,1,0.90049183
98282,0.8733888,0.8556782,0.89265645,0.8834792,0.9131721,0.8913387,1,0.83641654
98283,0.8920483,0.8597719,0.88650745,0.88659334,0.8996099,0.88820267,1,0.8573343
98284,0.89591265,0.8327663,0.8658209,0.7936843,0.8803884,0.8220899,1,0.82138526
98285,0.8432369,0.8368674,0.90735245,0.85028493,0.87395084,0.8764542,1,0.86626464
98286,0.86042607,0.8269807,0.8926665,0.86475617,0.8828217,0.8282815,1,0.84075177
98287,0.86016953,0.85723364,0.88454515,0.90193665,0.88483655,0.8851085,1,0.89879483
98288,0.81296587,0.80075216,0.7964113,0.83871543,0.84222186,0.8387689,1,0.78400356
98289,0.83346796,0.86923164,0.9142014,0.85546416,0.88453233,0.83870125,1,0.8306743
98290,0.8743396,0.8370677,0.8671814,0.8088125,0.8571109,0.84012926,1,0.82203037
98291,0.8970315,0.90713775,0.9162952,0.883712,0.9029279,0.8870158,1,0.87097216
98292,0.91261065,0.85732853,0.8755878,0.85398775,0.8811519,0.8541843,1,0.87811923
98293,0.85755765,0.86969143,0.8695375,0.8438908,0.88984,0.84768003,1,0.8739201
98294,0.7845776,0.84808195,0.82971704,0.7658867,0.83086467,0.8207061,1,0.7898294
98295,0.891456,0.8659374,0.9203387,0.861385,0.8971545,0.8579836,1,0.90418357
98296,0.8040217,0.84036803,0.87963814,0.869878,0.84855264,0.8953393,1,0.83052635
98297,0.9163037,0.8525547,0.885685,0.88261545,0.88869655,0.8667867,1,0.87115824
98298,0.87179744,0.8380173,0.88328564,0.8911872,0.89362204,0.8792345,1,0.8606238
98299,0.8846241,0.8725474,0.91500914,0.85533935,0.8913492,0.8654976,1,0.9013977
98300,0.8858313,0.8233284,0.8694192,0.88899744,0.88233304,0.81714386,1,0.89344066
98301,0.8918891,0.8863956,0.87578976,0.8545147,0.86570334,0.93015593,1,0.9025551
98302,0.8973676,0.90310425,0.91181093,0.8863484,0.8964714,0.9102194,1,0.8653203
98303,0.9187409,0.89172685,0.889431,0.91629094,0.89394116,0.9342465,1,0.91463864
98304,0.9183588,0.8644966,0.89520437,0.9234127,0.9032736,0.90468293,1,0.8338825
98305,0.87167,0.9089087,0.882313,0.8713864,0.8975849,0.8952078,1,0.9013881
98306,0.8422925,0.8375927,0.89537084,0.86707157,0.89455956,0.87515366,1,0.8847614
98307,0.9094814,0.86217296,0.8926291,0.908659,0.9377112,0.91558087,1,0.90103555
98308,0.87909406,0.86689043,0.89176965,0.84109104,0.8925935,0.8853965,1,0.91246694
98309,0.9228759,0.8780929,0.9170588,0.86460096,0.8936267,0.8858827,1,0.8764384
98310,0.90181637,0.8518324,0.87984586,0.87915045,0.8661757,0.90190524,1,0.8425104
98311,0.9116353,0.8811195,0.9272105,0.8696248,0.9226043,0.8841462,1,0.87314713
98312,0.890928,0.846485,0.91673774,0.89576894,0.91777694,0.8987169,1,0.89576524
98313,0.8677904,0.90116185,0.9146636,0.8850011,0.9196458,0.85469234,1,0.90083086
98314,0.91456276,0.8753594,0.8959057,0.9083484,0.9009152,0.90926886,1,0.884508
98315,0.8488624,0.8667929,0.90107954,0.8616381,0.8924716,0.87165123,1,0.8763157
98316,0.90529156,0.9106164,0.9162624,0.90182984,0.9129671,0.8931457,1,0.88598853
98317,0.8425752,0.8095708,0.91024745,0.88481677,0.91771364,0.91225183,1,0.89269793
98318,0.91430926,0.85964996,0.8798835,0.90737176,0.9040571,0.888223,1,0.86417025
98319,0.84898835,0.8543375,0.8885739,0.87085795,0.8563174,0.86811393,1,0.89056635
98320,0.9005643,0.89245456,0.92168266,0.87117004,0.9240027,0.9009039,1,0.91405207
98321,0.89811796,0.8790457,0.9090214,0.89424926,0.89851373,0.9189477,1,0.8524976
98322,0.91409075,0.87964284,0.9094014,0.907863,0.90244937,0.9211297,1,0.9002507
98323,0.905495,0.8533053,0.8716075,0.85231596,0.90460086,0.8899456,1,0.88086855
98324,0.9031938,0.8896549,0.91382235,0.8982543,0.8707363,0.8757272,1,0.89489526
98325,0.9099395,0.907537,0.92414397,0.9096127,0.91700506,0.91557765,1,0.89411956
98326,0.8385862,0.8461819,0.9098908,0.85823166,0.90993905,0.82807446,1,0.85071206
98327,0.8543445,0.87564987,0.89445436,0.8462004,0.9103453,0.8680372,1,0.83965313
98328,0.88889205,0.87710285,0.88004047,0.86479545,0.8917858,0.88507044,1,0.8365718
98329,0.88762146,0.836496,0.8955673,0.9017843,0.9101585,0.90347767,1,0.9038216
98330,0.80784,0.82029366,0.86621785,0.82358146,0.87857825,0.87743783,1,0.8357975
98331,0.81662333,0.8249164,0.87796307,0.76147044,0.8226073,0.7779673,1,0.7761107
98332,0.8705641,0.8525001,0.8575747,0.8383373,0.89056265,0.84440184,1,0.870533
98333,0.8580513,0.8478159,0.89836913,0.8288466,0.9200396,0.87011725,1,0.852561
98334,0.7395755,0.7831615,0.824901,0.7471063,0.8139571,0.7633246,1,0.7238443
98335,0.8985227,0.87685007,0.87883514,0.89061546,0.8952675,0.8823338,1,0.8320989
98336,0.8151179,0.7905959,0.7839585,0.7567527,0.7929025,0.81676936,1,0.80651546
98337,0.7332406,0.79679036,0.8154695,0.77134675,0.8112263,0.7644743,1,0.7647954
98338,0.7665084,0.7781956,0.80066216,0.8036207,0.7813092,0.7904916,1,0.78065
98339,0.8544322,0.84514064,0.8719906,0.8023325,0.8618181,0.86665434,1,0.86544514
98340,0.8625782,0.8937185,0.8831237,0.8235991,0.8983412,0.8331779,1,0.86327106
98341,0.89892983,0.8974876,0.9003911,0.8970933,0.8732837,0.8653585,1,0.93801475
98342,0.8945142,0.8685096,0.8956065,0.8800764,0.90226674,0.93151176,1,0.8817732
98343,0.8009489,0.84963286,0.8113038,0.79446465,0.8435155,0.8354725,1,0.8222071
98344,0.8755212,0.8726536,0.8898568,0.8951987,0.8639877,0.8862466,1,0.8429755
98345,0.8967632,0.8352136,0.8905096,0.8821339,0.91444266,0.8955666,1,0.8992723
98346,0.85691524,0.84138,0.831431,0.8362379,0.8753963,0.857636,1,0.82809556
98347,0.85658437,0.86323917,0.86438936,0.8360595,0.86118174,0.8275382,1,0.7995537
98348,0.7986556,0.8234397,0.8726852,0.86333656,0.8565684,0.88261545,1,0.80704504
98349,0.86884373,0.8780944,0.9260126,0.89140534,0.92301434,0.90002155,1,0.8963203
98350,0.9016018,0.8666514,0.8993856,0.8925807,0.89741516,0.9045691,1,0.8703604
98351,0.87254417,0.839079,0.8889487,0.8613883,0.8943966,0.8593334,1,0.8646711
98352,0.8941799,0.84388137,0.85205007,0.89599717,0.8645183,0.8876828,1,0.84720504
98353,0.84962064,0.7964768,0.88443965,0.83066833,0.86759084,0.89615154,1,0.8130189
98354,0.73491466,0.7016933,0.7250348,0.71736103,0.7502924,0.7381212,1,0.7045557
98355,0.8911243,0.8788173,0.8554964,0.8880912,0.90533996,0.8858303,1,0.8594422
98356,0.8183092,0.8319788,0.8281832,0.8229854,0.85506535,0.80875146,1,0.81346893
98357,0.755994,0.75793225,0.77944577,0.7923154,0.7950399,0.71827924,1,0.7011943
98358,0.91804314,0.8923724,0.90154094,0.9028209,0.9133505,0.9159529,1,0.9065368
98359,0.8991148,0.8648766,0.84215367,0.8563596,0.86854184,0.8513778,1,0.8215951
98360,0.7466473,0.7644936,0.7773864,0.6956321,0.78303075,0.70905894,1,0.7474139
98361,0.918002,0.8550321,0.8746542,0.90648633,0.9197947,0.908991,1,0.85030663
98362,0.8486113,0.83709,0.8531046,0.8491627,0.87261736,0.83952594,1,0.7901273
98363,0.86959875,0.8568928,0.8908888,0.87781096,0.8790287,0.8769336,1,0.8733057
98364,0.8053133,0.756439,0.8059108,0.8074941,0.80529094,0.843166,1,0.7758386
98365,0.811428,0.7953111,0.8241515,0.84541106,0.8650795,0.86596835,1,0.803162
98366,0.76071477,0.8127667,0.7789296,0.78190434,0.7663503,0.7669538,1,0.7802608
98367,0.85999036,0.8072654,0.86733365,0.8642915,0.86129,0.8408342,1,0.82327276
98368,0.8134434,0.8189331,0.8229531,0.8111966,0.8459078,0.81185263,1,0.8248572
98369,0.87039673,0.85566,0.87565213,0.86045796,0.8865608,0.8735968,1,0.88148844
98370,0.89644516,0.88705236,0.90311563,0.91174316,0.89930284,0.89701945,1,0.89497757
98371,0.8969642,0.85987854,0.8863889,0.88137895,0.8539683,0.8804858,1,0.83284324
98372,0.88601065,0.89047366,0.90542954,0.85589194,0.91303563,0.90412736,1,0.8850974
98373,0.86954373,0.8730686,0.86429507,0.84319645,0.8820955,0.84436095,1,0.82653606
98374,0.8601591,0.83852243,0.87478304,0.8581561,0.88240933,0.8659381,1,0.83411133
98375,0.88680094,0.8792285,0.8994655,0.8694308,0.9074617,0.8900983,1,0.8638787
98376,0.8756323,0.8767435,0.88994604,0.89706916,0.9143852,0.8871141,1,0.8656709
98377,0.9288653,0.8711039,0.9145262,0.8980787,0.924185,0.897887,1,0.8752586
98378,0.92748475,0.88900274,0.8948772,0.90255564,0.91003716,0.88784754,1,0.8843955
98379,0.8893465,0.87934226,0.9046517,0.89199305,0.89571416,0.88825333,1,0.8870955
98380,0.91305876,0.88233835,0.9225157,0.9226891,0.9139817,0.92649674,1,0.9101423
98381,0.80175614,0.8124809,0.8482132,0.83077455,0.8951577,0.84031427,1,0.8697175
98382,0.89848924,0.8654512,0.9159116,0.8634774,0.93519664,0.8668427,1,0.9010713
98383,0.86384547,0.8826015,0.9025299,0.85578835,0.8844935,0.86276025,1,0.8688388
98384,0.8622697,0.83129305,0.88760376,0.8440539,0.88932717,0.8486609,1,0.81190854
98385,0.88490033,0.8982922,0.8757077,0.86031806,0.903676,0.8853353,1,0.9224389
98386,0.8927395,0.8701787,0.8932472,0.8980183,0.87756956,0.85785335,1,0.85872644
98387,0.8883469,0.8577382,0.8643357,0.88485456,0.8719847,0.8855313,1,0.8747141
98388,0.8966247,0.8976892,0.9028851,0.9031428,0.89964867,0.8873751,1,0.8454345
98389,0.91383016,0.87621945,0.9168389,0.89552045,0.916635,0.91881776,1,0.8902499
98390,0.85955936,0.8313896,0.8909775,0.87557656,0.8878176,0.836328,1,0.8057692
98391,0.901143,0.87713623,0.90385884,0.87159914,0.89190763,0.8905783,1,0.89626503
98392,0.8158208,0.8555842,0.8740187,0.8211601,0.8534281,0.8368139,1,0.7998473
98393,0.8266296,0.8473005,0.8987894,0.8214296,0.9196046,0.82835466,1,0.8991163
98394,0.871898,0.8898542,0.8798755,0.83171564,0.90159994,0.84176934,1,0.85836744
98395,0.9009169,0.92555255,0.91395533,0.90709305,0.90042245,0.90606016,1,0.90322626
98396,0.8264465,0.8580247,0.8769227,0.88159263,0.87884796,0.91739327,1,0.8885126
98397,0.8595042,0.83756965,0.88733155,0.88977176,0.86775994,0.8750487,1,0.87456316
98398,0.89395356,0.851547,0.9065028,0.87515646,0.90476483,0.8725797,1,0.8695544
98399,0.767194,0.8625147,0.7940701,0.7709018,0.78424823,0.793069,1,0.7789415
98400,0.7962765,0.7836,0.8544882,0.82245314,0.89106166,0.8239242,1,0.79268074
98401,0.8537011,0.8735124,0.84153557,0.8405711,0.841254,0.8557345,1,0.8476142
98402,0.9101121,0.89317805,0.9076073,0.9115774,0.8958065,0.9060885,1,0.90443534
