id,haiku resumes,opus resumes,CV doordash Score,sonnet resumes,ScoresDoorDash_Original_File_gemini_flash_lite resumes,ScoresDoorDash_Original_File_gemini_pro resumes,ScoresDoorDash_Original_File_gemini_flash resumes,True
98300,77.597,76.818,77.878,76.907,78.898,79.745,78.971,0
98301,76.61,75.158,74.19,75.325,74.825,75.215,76.161,0
98302,80.02,80.771,79.438,80.816,80.693,79.56,79.424,0
98303,78.98,77.933,79.498,79.546,79.245,79.674,79.66,0
98304,79.455,77.753,79.643,78.865,78.111,80.926,78.966,0
98305,84.462,80.995,81.933,82.312,81.368,80.883,80.996,0
98306,78.551,78.458,76.646,78.984,80.424,79.297,77.206,0
98307,78.701,76.877,76.417,78.748,77.863,79.24,78.93,0
98308,77.878,78.376,78.557,77.977,78.073,78.364,77.637,0
98309,79.09,80.051,80.006,79.844,79.542,82.762,78.249,0
98310,81.777,81.356,78.286,82.495,81.743,82.555,80.979,0
98311,80.046,78.427,79.733,78.765,79.731,78.761,79.413,0
98312,77.97,79.635,78.156,80.095,78.722,78.688,79.645,0
98313,77.503,78.334,79.9,77.243,80.475,80.597,79.238,0
98314,82.306,80.962,83.101,81.717,84.149,83.14,83.077,0
98315,78.935,78.846,80.481,79.145,78.517,79.554,80.058,0
98316,82.757,84.282,85.276,84.078,80.351,83.865,83.736,0
98317,77.877,76.434,77.873,79.023,76.675,79.995,81.073,0
98318,78.704,79.737,78.138,79.373,80.241,82.473,80.928,0
98319,78.364,80.319,79.223,78.123,79.494,80.323,79.414,0
98320,78.929,77.819,79.388,78.48,79.26,79.56,80.035,0
98321,80.256,77.804,79.715,80.068,81.07,80.681,81.6,0
98322,78.198,77.054,76.962,77.426,77.57,77.792,78.543,0
98323,79.112,79.035,79.101,79.14,79.424,78.517,79.654,0
98324,78.88,77.528,77.363,78.91,78.983,80.409,79.186,0
98325,80.163,78.155,78.917,79.569,80.344,80.253,79.914,0
98326,77.926,78.286,77.435,77.912,78.911,79.592,76.804,0
98327,77.666,77.547,76.629,77.187,78.574,81.572,81.243,0
98328,79.829,80.011,79.198,79.466,78.833,79.768,80.048,0
98329,80.713,79.277,79.445,80.073,80.194,79.335,79.637,0
98330,79.458,80.526,80.149,77.945,80.398,80.499,81.269,0
98331,78.256,76.809,75.304,78.033,78.588,79.933,78.179,0
98332,78.164,77.15,78.333,77.337,77.041,78.236,78.178,0
98333,78.34,76.853,76.082,78.005,76.002,79.221,78.353,0
98334,79.631,81.405,75.334,79.708,77.769,81.674,80.183,0
98335,81.322,81.21,79.085,80.46,80.288,81.46,80.328,0
98336,78.242,77.976,78.047,77.388,78.697,77.566,76.219,0
98337,80.105,79.577,78.386,76.39,79.113,79.124,77.754,0
98338,81.552,79.682,79.253,81.28,81.13,78.629,79.912,0
98339,75.18,74.11,76.062,74.555,78.482,78.55,77.613,0
98340,76.049,75.748,75.39,77.11,78.667,80.288,79.375,0
98341,80.355,79.757,79.782,79.929,79.123,81.404,80.398,0
98342,81.203,81.361,81.774,81.091,82.375,82.1,82.078,0
98343,75.437,74.906,73.227,74.682,76.618,75.682,74.747,0
98344,79.135,78.887,79.206,79.92,81.143,81.896,81.036,0
98345,79.511,79.561,79.357,80.638,80.701,81.794,81.105,0
98346,76.921,77.137,75.881,78.106,76.518,77.974,77.94,0
98347,79.698,78.346,78.961,79.715,79.893,79.129,78.935,0
98348,76.346,77.133,76.306,77.884,79.354,78.083,78.954,0
98349,79.63,80.088,80.575,78.947,81.018,79.744,79.344,0
98350,79.44,79.627,80.918,80.418,80.817,79.258,80.99,0
98351,78.269,75.823,79.603,77.681,77.142,78.146,77.917,0
98352,76.607,75.501,75.397,76.623,74.643,75.899,75.875,0
98353,77.644,78.626,77.359,76.984,78.695,76.107,78.815,0
98354,77.719,77.488,76.037,76.94,76.347,76.409,77.616,0
98355,79.985,80.311,79.338,79.093,79.597,78.866,80.088,0
98356,79.886,78.37,77.374,78.306,76.542,78.422,80.045,0
98357,79.734,82.455,79.489,81.35,84.494,83.223,81.553,0
98358,80.007,79.772,79.465,78.91,80.513,80.216,79.644,0
98359,77.636,77.114,74.511,78.508,74.498,78.719,74.799,0
98360,77.297,78.142,77.091,77.152,76.869,79.112,78.317,0
98361,80.806,79.234,79.264,79.123,81.284,81.195,80.76,0
98362,77.667,77.698,76.92,78.449,78.714,79.591,79.184,0
98363,77.417,77.496,76.165,75.784,77.861,78.835,77.982,0
98364,76.727,76.383,75.093,75.979,76.753,74.649,76.089,0
98365,76.322,76.856,77.615,76.848,76.838,76.921,76.157,0
98366,76.585,79.152,77.103,78.54,78.258,79.536,79.66,0
98367,81.049,79.516,80.262,79.945,81.343,79.984,80.244,0
98368,77.527,76.621,76.634,76.67,78.328,78.286,78.688,0
98369,75.815,75.066,77.483,76.937,77.161,78.004,78.213,0
98370,81.651,79.403,80.322,80.192,80.365,79.952,80.336,0
98371,79.602,78.456,78.188,78.966,78.108,82.269,79.383,0
98372,78.847,80.89,80.16,79.648,80.574,80.322,80.264,0
98373,80.524,81.936,81.158,83.397,81.85,81.838,81.987,0
98374,80.276,78.974,78.672,79.613,79.027,80.021,80.63,0
98375,78.33,80.825,78.05,79.065,79.868,81.99,77.98,0
98376,78.365,78.533,79.662,79.619,81.377,80.717,78.684,0
98377,78.408,79.64,77.726,78.588,79.904,78.894,79.025,0
98378,80.738,77.739,80.624,80.449,80.615,80.348,81.267,0
98379,82.136,79.708,81.36,80.158,83.527,79.858,79.792,0
98380,80.249,80.125,80.571,80.514,81.165,81.076,81.39,0
98381,76.301,75.684,76.965,75.196,77.544,78.283,77.895,0
98382,78.496,77.983,80.223,79.012,79.552,80.211,79.115,0
98383,80.137,77.628,79.874,77.804,80.028,80.184,81.127,0
98384,79.515,80.587,79.729,81.177,81.442,83.24,82.045,0
98385,78.106,77.528,76.527,77.69,78.611,80.211,80.045,0
98386,76.837,79.259,75.215,79.171,76.82,81.046,80.948,0
98387,81.133,80.568,80.609,80.347,78.829,79.64,79.113,0
98388,82.086,81.824,82.031,82.014,82.322,81.972,82.018,0
98389,79.707,80.224,80.423,79.61,79.497,80.579,81.606,0
98390,82.172,80.263,80.823,81.087,80.759,81.767,81.285,0
98391,79.085,78.791,78.568,78.399,80.093,78.847,78.267,0
98392,75.615,76.953,76.185,76.86,77.009,77.739,77.719,0
98393,75.894,77.355,76.06,76.761,78.26,80.737,78.862,0
98394,75.109,75.336,73.03,74.819,75.704,76.401,77.291,0
98395,78.462,77.951,78.697,77.745,79.674,80.292,80.572,0
98396,77.597,76.356,77.467,77.104,79.611,77.879,79.636,0
98397,77.35,77.372,76.224,78.578,77.772,79.428,78.472,0
98398,80.128,77.466,77.442,77.915,78.953,80.406,79.013,0
98399,75.787,76.071,73.558,77.76,77.469,77.536,78.184,0
98400,78.38,77.832,76.062,77.053,77.511,76.782,77.25,0
98401,79.044,78.386,78.413,79.138,77.161,79.657,78.748,0
98402,84.637,83.254,83.437,83.5,83.666,83.692,82.889,0
