id,haiku resumes,sonnet resumes,gemini_flash resumes,opus resumes,CV google Score,gemini_pro resumes,gemini_flash_lite resumes,True
98303,86.615,86.725,86.659,84.254,83.826,86.514,87.106,1
98304,86.885,86.296,86.781,84.147,85.299,87.566,85.478,1
98305,85.942,87.857,87.737,87.436,85.22,87.337,87.392,1
98306,86.04,87.488,85.902,86.706,85.561,87.79,87.64,1
98307,85.655,86.13,87.285,85.415,83.743,87.172,85.972,1
98308,84.931,84.203,85.921,82.644,86.003,84.922,85.037,1
98309,82.613,83.254,83.813,81.972,82.188,84.01,82.558,1
98310,83.263,84.502,84.011,83.102,79.86,84.737,84.619,1
98311,86.959,87.176,86.109,86.131,85.741,86.74,85.725,1
98312,88.001,86.076,87.236,85.096,85.207,87.683,84.491,1
98313,85.55,84.836,88.497,86.945,86.491,89.965,89.07,1
98314,89.216,88.442,89.002,87.737,87.613,88.368,88.038,1
98315,86.079,84.249,86.164,84.063,85.742,85.723,84.176,1
98316,85.789,87.411,88.473,87.032,87.112,87.671,85.422,1
98317,85.976,85.768,84.054,83.454,84.956,86.946,82.265,1
98318,86.255,86.729,87.932,86.63,82.709,86.421,85.127,1
98319,86.668,85.688,86.541,85.394,83.823,86.533,86.136,1
98320,87.446,87.715,88.536,86.034,86.808,88.738,88.58,1
98321,85.713,86.065,86.478,83.208,81.653,87.121,86.28,1
98322,88.389,89.495,88.556,86.726,87.385,88.25,89.146,1
98323,88.365,87.837,88.365,87.0,87.97,88.09,88.213,1
98324,86.934,86.161,86.657,85.537,86.441,87.972,85.915,1
98325,86.404,88.04,88.359,85.431,87.08,89.081,88.485,1
98326,81.74,81.856,82.573,81.551,82.205,86.66,85.373,1
98327,81.18,82.32,85.418,80.581,77.64,85.056,83.582,1
98328,85.811,87.118,86.953,87.076,83.155,88.337,84.408,1
98329,84.26,85.635,85.975,84.164,83.17,83.642,83.745,1
98330,81.802,85.332,85.655,85.375,83.451,85.561,84.35,1
98331,79.276,79.985,81.064,82.417,78.482,84.786,80.971,1
98332,82.825,81.368,83.406,81.66,83.958,82.795,82.171,1
98333,85.558,84.341,85.981,82.923,81.24,84.252,83.294,1
98334,78.424,78.965,80.621,79.858,77.11,82.672,79.446,1
98335,83.606,81.04,82.324,81.624,79.087,83.785,82.378,1
98336,80.897,80.671,81.967,81.135,81.672,81.007,82.197,1
98337,85.022,85.926,84.864,85.824,84.542,86.044,85.022,1
98338,80.612,80.768,83.888,80.989,79.653,79.263,83.58,1
98339,83.79,84.352,87.231,81.617,85.538,85.662,87.568,1
98340,85.827,87.397,87.611,85.868,85.989,88.516,87.538,1
98341,87.204,86.974,88.513,84.049,86.918,89.108,84.89,1
98342,86.28,86.254,88.061,85.714,82.961,87.068,86.172,1
98343,83.324,84.34,84.309,84.782,85.214,84.571,85.318,1
98344,86.776,87.445,88.402,86.92,84.654,87.509,87.622,1
98345,85.039,83.256,83.55,85.011,82.567,83.793,82.896,1
98346,84.367,85.01,85.801,85.377,83.196,84.747,84.69,1
98347,83.769,85.549,83.539,79.515,80.836,83.323,83.381,1
98348,80.068,81.703,81.711,80.282,78.332,80.106,81.505,1
98349,87.443,88.429,88.553,87.766,86.919,88.265,88.462,1
98350,87.364,88.146,89.324,86.992,87.198,88.483,88.543,1
98351,86.632,86.286,84.923,83.762,85.632,85.126,83.474,1
98352,83.396,83.189,84.573,82.168,83.731,82.906,84.19,1
98353,84.193,83.42,83.097,82.625,84.831,82.766,83.764,1
98354,77.459,77.727,78.238,76.868,77.17,77.077,78.413,1
98355,82.71,81.572,83.226,82.124,82.181,82.941,81.671,1
98356,84.193,83.296,84.409,83.033,81.207,83.679,81.515,1
98357,77.912,79.686,80.247,79.281,76.337,80.636,80.959,1
98358,87.2,85.016,84.935,86.369,83.587,85.075,84.607,1
98359,80.93,80.548,81.295,81.055,79.388,84.458,79.225,1
98360,75.939,74.816,77.224,76.752,75.972,79.394,75.831,1
98361,86.036,86.022,88.758,86.575,85.634,88.971,86.524,1
98362,82.669,84.087,88.369,84.885,81.38,88.56,87.008,1
98363,80.613,80.64,85.076,85.327,81.094,85.892,83.292,1
98364,80.671,83.956,82.447,83.82,80.936,83.251,82.348,1
98365,84.041,84.579,86.322,84.064,83.133,84.408,82.876,1
98366,77.836,80.576,81.263,81.226,78.308,81.52,81.53,1
98367,82.926,82.094,83.727,82.442,82.974,83.2,83.405,1
98368,80.933,80.949,83.165,81.986,80.833,83.785,83.781,1
98369,87.641,88.805,90.617,85.369,86.564,90.145,89.347,1
98370,87.122,87.258,88.851,87.163,86.826,89.43,87.847,1
98371,86.82,86.519,87.192,87.058,83.927,88.284,84.685,1
98372,86.23,87.372,89.062,86.627,86.44,86.744,87.775,1
98373,78.855,82.406,85.575,85.463,81.774,84.401,82.676,1
98374,86.873,85.163,86.295,84.628,81.3,86.907,83.813,1
98375,83.062,87.296,85.941,85.801,82.14,87.982,87.225,1
98376,80.733,84.646,84.8,81.877,83.115,84.815,83.449,1
98377,85.109,85.312,86.994,84.819,82.37,88.458,85.363,1
98378,85.794,87.724,87.485,86.006,84.188,86.297,88.162,1
98379,89.215,87.864,88.885,87.637,87.857,86.927,88.882,1
98380,86.284,86.819,87.382,85.614,86.181,87.091,85.095,1
98381,80.86,80.927,86.944,81.509,85.374,86.882,83.456,1
98382,87.097,87.444,88.867,86.096,87.118,89.252,88.467,1
98383,84.782,82.099,87.774,82.446,84.314,85.897,86.535,1
98384,79.474,80.286,87.026,84.829,80.418,83.573,83.565,1
98385,84.119,85.464,87.901,85.375,83.591,88.847,86.238,1
98386,80.159,84.948,85.647,81.636,79.137,84.152,81.109,1
98387,84.136,86.034,86.987,86.381,84.887,86.714,85.548,1
98388,87.295,87.005,87.388,85.756,82.881,88.61,87.186,1
98389,85.612,85.888,86.511,85.664,82.922,84.57,83.035,1
98390,82.49,86.445,88.508,82.704,79.112,88.21,85.379,1
98391,85.514,85.861,86.232,84.356,82.617,86.388,86.227,1
98392,83.645,83.117,86.559,85.23,81.374,87.343,81.4,1
98393,83.295,83.518,87.64,83.407,84.019,89.294,85.438,1
98394,86.986,84.279,86.236,84.774,85.866,88.644,88.445,1
98395,88.507,88.056,90.478,87.126,87.614,90.571,89.998,1
98396,85.518,85.1,87.045,83.937,82.021,85.935,85.881,1
98397,84.089,84.569,84.615,85.605,82.078,85.51,85.148,1
98398,85.316,85.607,83.511,83.157,80.384,84.63,83.821,1
98399,79.413,84.808,83.381,80.201,80.152,84.195,81.991,1
98400,80.102,79.93,79.783,79.288,78.111,80.979,81.455,1
98401,82.264,83.149,83.331,82.646,82.964,84.286,83.922,1
98402,86.281,86.665,85.499,84.016,84.91,87.258,85.515,1
