id,GPT-4o1 resumes,GPT-4o3 resumes,GPT-4o2 resumes,GPT-3.5.1 resumes,GPT-3.5.3 resumes,GPT-3.5.2 resumes,Mixtral2 resumes,Mixtral3 resumes,Mixtral1 resumes,sonnet2 resumes,sonnet resumes,Llama1 resumes,Llama3 resumes,Llama2 resumes,DS2 resumes,DS3 resumes,DS1 resumes,GPT-mini1 resumes,GPT-mini2 resumes,GPT-mini3 resumes,CV google Score,True
12466,80.282,80.262,80.262,79.787,79.7,79.7,80.33,80.468,80.174,78.408,78.812,79.689,79.394,79.394,80.224,79.548,80.224,79.564,80.504,80.518,78.228,0
12467,83.44,83.97,83.673,81.903,81.903,81.903,82.256,81.39,81.924,83.601,82.537,80.333,80.665,80.518,81.317,81.317,81.206,83.603,83.603,83.603,82.424,0
12468,78.745,80.614,78.332,78.414,78.414,78.414,79.166,77.76,79.028,78.882,77.766,77.638,78.262,78.136,80.157,78.706,80.139,80.983,80.983,80.983,78.471,0
12469,79.285,79.124,79.236,75.032,75.032,75.032,74.973,75.24,75.591,78.274,78.669,74.875,74.875,74.875,80.173,80.173,78.983,79.831,79.831,79.831,75.032,0
12470,86.77,86.579,86.463,84.484,84.484,84.91,85.636,86.967,85.198,84.198,83.539,82.023,81.358,81.171,85.126,85.126,85.126,87.634,87.554,87.554,81.119,0
12471,83.232,83.352,83.251,78.256,78.256,78.256,82.173,82.216,81.657,83.343,83.402,81.112,81.03,81.03,80.708,80.708,80.708,82.101,82.166,82.143,81.386,0
12472,83.524,83.032,83.032,80.558,80.558,80.558,81.266,80.274,80.195,82.383,81.193,80.955,81.008,81.008,83.607,83.607,83.607,84.458,84.458,84.458,79.787,0
12473,80.23,79.87,79.87,80.8,79.764,80.8,79.549,79.533,79.976,81.503,81.637,79.683,79.318,79.318,79.27,79.27,79.27,81.992,81.992,81.992,80.705,0
12474,82.156,82.598,82.347,79.98,79.856,79.856,79.448,79.474,79.443,80.788,80.665,78.896,77.323,78.704,79.681,79.681,79.681,79.588,79.613,79.613,79.98,0
12475,79.601,79.605,79.605,79.826,78.738,79.231,80.187,79.964,79.46,80.212,80.627,78.396,78.787,78.434,80.04,80.04,80.04,81.035,81.035,81.035,80.412,0
12476,80.282,79.951,80.3,79.636,79.636,79.636,80.874,80.127,81.023,79.954,80.046,80.795,80.58,80.58,80.591,80.156,79.961,81.933,81.933,81.933,80.65,0
12477,83.436,82.708,82.711,83.624,81.097,83.273,83.35,83.138,83.375,81.762,82.523,84.056,84.1,84.056,83.242,83.242,83.242,84.146,84.146,84.146,83.012,0
12478,84.421,84.523,84.523,80.513,80.513,80.513,82.406,82.33,81.977,82.368,81.861,80.978,80.792,80.792,84.431,84.431,84.431,83.718,83.299,83.299,79.038,0
12479,81.36,81.453,81.643,76.812,76.812,76.829,80.111,81.195,80.201,78.697,77.588,80.5,80.798,80.798,82.438,82.438,82.438,81.973,81.973,81.973,77.026,0
12480,79.879,79.589,79.589,79.166,79.166,79.166,77.545,76.643,79.478,79.37,79.741,79.587,79.858,79.587,79.958,79.958,79.958,80.49,79.922,79.922,79.673,0
12481,82.613,82.325,82.214,81.119,80.898,80.898,81.246,80.708,81.421,82.136,82.181,82.419,82.112,82.256,82.117,82.516,83.002,82.65,82.65,82.65,81.276,0
12482,84.063,83.606,83.606,82.597,82.463,82.463,81.26,80.846,81.2,81.779,81.442,82.154,83.018,82.749,83.796,82.935,83.796,83.662,83.662,83.662,81.462,0
12483,79.987,79.987,79.987,78.195,78.292,78.292,80.792,80.999,81.152,79.305,78.806,78.997,78.997,78.997,79.155,79.155,79.893,80.915,80.915,80.915,81.473,0
12484,80.77,80.527,81.273,78.671,78.671,78.671,78.214,78.011,78.619,78.217,77.9,78.749,79.26,79.26,79.69,82.186,82.627,80.186,80.165,80.165,77.769,0
12485,79.298,79.298,79.298,79.472,79.52,79.52,80.903,81.29,80.596,80.082,79.489,78.522,78.522,78.522,80.517,80.517,80.637,78.544,78.544,78.544,79.154,0
12486,81.21,81.323,81.21,79.186,76.545,76.545,78.182,79.138,77.66,79.427,78.434,78.691,79.01,79.01,78.606,79.402,78.724,80.293,80.293,80.293,79.819,0
12487,81.151,80.677,81.492,82.374,82.374,82.374,79.179,79.825,81.862,81.198,80.465,80.873,80.653,81.142,81.212,80.182,81.243,82.212,82.212,82.212,82.157,0
12488,82.24,82.198,82.086,79.302,79.302,79.302,80.367,80.521,80.81,80.47,78.835,81.316,79.939,79.939,81.532,81.783,81.319,79.988,80.537,80.537,81.701,0
12489,75.901,75.901,75.901,75.231,75.724,75.724,77.24,76.051,73.449,76.351,76.216,75.35,75.478,75.35,76.935,77.663,75.752,74.867,74.603,74.517,74.878,0
12490,80.539,80.534,80.7,79.444,78.561,78.381,79.665,79.648,81.487,79.489,79.406,78.121,78.018,78.73,80.03,80.03,79.795,80.004,80.004,80.004,79.852,0
12491,81.066,81.344,81.372,81.214,80.001,81.085,79.99,76.406,80.908,80.128,80.233,79.629,79.708,79.629,80.802,81.448,80.802,81.817,81.817,81.817,80.05,0
12492,81.424,81.584,81.584,77.69,77.69,77.482,75.556,76.752,77.733,81.298,80.586,78.489,79.117,79.117,80.892,80.892,81.032,78.634,78.634,78.634,77.576,0
12493,82.526,82.544,82.576,75.813,75.492,75.85,79.083,78.637,77.888,78.635,78.476,74.849,74.568,74.568,75.895,80.657,75.895,81.435,81.435,81.435,77.298,0
12494,80.878,81.022,80.831,81.305,81.305,81.305,81.292,81.193,81.367,79.879,81.373,79.635,79.657,79.657,80.659,80.659,80.659,82.741,82.847,82.847,82.0,0
12495,84.122,84.711,84.346,80.139,79.515,80.036,81.923,81.875,82.468,81.193,80.828,83.611,83.611,83.611,83.686,83.686,83.911,81.733,81.628,81.628,80.273,0
12496,79.454,79.53,79.454,77.031,77.031,77.031,76.993,75.726,78.564,79.709,78.802,78.348,79.071,78.348,78.296,78.296,78.296,81.173,81.173,81.173,78.393,0
12497,84.617,84.561,84.582,82.79,82.79,82.79,82.677,83.105,82.444,84.003,84.209,82.382,83.653,82.842,82.12,82.236,81.988,83.188,83.328,83.328,82.566,0
12498,85.868,86.291,86.281,81.047,81.047,81.047,81.156,74.071,81.177,83.38,81.845,81.384,81.631,81.892,84.483,83.924,84.031,84.185,84.433,84.433,82.421,0
12499,76.829,77.064,77.313,76.639,76.639,76.639,77.709,76.993,77.91,77.874,77.239,76.599,76.536,76.536,80.676,80.676,80.676,80.952,81.37,81.37,76.882,0
12500,77.226,77.381,77.381,77.101,77.101,77.101,77.482,77.456,77.455,77.776,77.678,76.818,77.361,77.361,78.218,78.218,79.401,78.107,78.107,77.973,77.065,0
12501,71.521,80.106,71.606,71.355,71.279,71.279,67.983,78.33,71.59,75.19,74.975,73.37,73.063,73.063,71.304,73.159,77.913,71.897,73.2,74.541,69.513,0
12502,81.595,82.255,81.595,78.582,77.999,77.999,79.26,80.065,78.806,78.762,79.703,78.906,78.806,78.762,82.359,81.007,81.118,81.549,81.549,81.549,78.215,0
12503,79.225,79.225,79.225,75.567,75.752,76.498,76.82,76.411,75.933,75.694,75.541,78.408,78.408,78.408,78.672,78.672,78.672,80.718,80.718,80.718,75.92,0
12504,81.213,80.498,80.905,79.149,79.149,79.149,78.211,77.961,79.294,78.52,78.643,78.066,77.217,78.066,81.111,81.111,81.111,79.757,79.757,79.757,79.613,0
12505,80.545,80.835,80.979,79.757,79.551,79.551,78.761,78.761,72.856,80.737,79.776,79.454,79.454,79.454,80.532,80.479,80.156,80.469,80.469,80.469,79.964,0
12506,78.583,79.632,79.929,80.403,80.403,80.403,76.556,78.338,79.068,79.677,81.891,80.512,80.512,80.512,79.156,79.139,78.278,79.975,79.975,79.975,80.899,0
12507,80.809,80.693,81.004,77.854,77.854,77.854,81.92,80.728,81.897,78.23,78.587,79.087,78.634,78.634,80.986,80.986,81.088,81.112,81.112,81.112,84.434,0
12508,77.394,77.744,77.744,76.835,76.835,76.835,78.378,78.476,78.389,77.687,77.607,76.38,76.38,76.38,79.242,80.076,79.242,81.085,81.085,81.085,77.599,0
12509,82.548,81.726,81.726,80.443,80.13,80.13,81.804,81.843,82.118,79.929,79.37,81.877,81.797,81.796,80.685,80.685,80.685,82.044,82.044,82.044,80.355,0
12510,80.973,81.37,81.208,80.815,80.815,80.815,80.465,81.52,82.597,79.133,80.685,80.997,79.318,80.615,82.255,81.669,81.946,81.734,81.734,81.734,79.228,0
12511,81.368,81.168,81.168,78.995,78.978,78.978,79.55,80.901,80.161,80.32,80.176,79.148,79.208,79.208,82.137,81.762,78.502,81.529,81.529,81.529,79.474,0
12512,82.773,82.773,82.773,82.073,82.073,82.073,79.515,80.731,80.907,81.519,79.405,80.143,80.565,80.251,80.844,80.844,80.844,82.432,82.432,82.432,82.117,0
12513,80.494,79.939,80.494,78.248,77.978,77.978,77.337,77.39,78.359,77.823,77.871,77.23,77.273,77.464,79.122,78.178,78.776,79.855,79.855,79.855,78.181,0
12514,80.81,80.852,80.633,83.375,83.151,83.291,82.146,82.96,79.988,81.72,81.831,81.797,81.54,81.945,82.588,82.33,82.588,81.316,81.316,81.316,80.459,0
12515,82.497,82.351,82.231,78.795,78.795,78.795,80.507,80.781,80.619,80.194,79.924,78.073,78.073,78.073,80.617,79.767,80.876,81.429,81.429,81.429,80.171,0
12516,80.575,80.677,80.677,79.683,79.683,79.683,80.583,80.919,79.996,80.501,80.208,79.676,79.464,79.676,79.752,80.235,79.752,80.691,80.716,80.716,79.507,0
12518,80.599,80.599,80.599,81.84,81.84,81.84,82.109,82.527,82.271,78.706,79.035,80.536,79.595,80.536,82.603,82.229,82.603,79.706,80.049,80.049,78.064,0
12519,80.658,80.795,80.684,77.441,76.875,76.875,78.09,77.336,78.454,78.245,78.189,78.842,78.193,78.193,78.44,78.658,78.186,81.092,81.092,81.188,77.795,0
12520,80.982,80.954,80.954,80.851,80.563,80.563,81.703,81.428,80.796,81.603,80.994,80.494,81.13,81.439,82.247,81.96,81.073,81.015,81.015,81.015,80.856,0
12521,80.229,80.295,80.335,80.099,80.099,80.099,79.697,79.104,80.832,80.236,80.848,79.801,79.865,79.865,80.462,80.462,80.516,80.734,80.734,80.734,80.413,0
12523,81.85,81.777,81.56,81.381,82.002,82.533,79.704,77.608,80.116,81.536,81.735,81.433,81.471,81.433,82.541,82.541,82.541,81.624,81.624,81.624,78.906,0
12525,84.586,86.177,86.177,83.871,83.871,83.871,82.322,82.413,83.444,85.034,84.918,84.193,84.417,84.417,86.751,85.415,86.751,85.611,85.611,85.611,83.941,0
12526,80.422,81.348,80.574,80.56,80.56,80.56,80.338,80.186,80.249,81.689,81.359,79.127,80.414,80.193,81.772,81.772,81.689,79.379,80.149,80.473,79.317,0
12527,82.335,82.692,82.692,80.622,80.446,80.694,83.629,80.955,81.515,82.012,81.579,80.958,81.111,80.958,82.168,82.168,82.435,83.683,83.683,83.683,80.622,0
12528,80.365,81.916,81.615,79.73,79.73,79.73,74.553,78.41,79.55,80.333,80.128,79.979,80.171,80.171,80.122,80.273,80.553,79.72,79.531,80.101,79.936,0
12529,81.871,81.371,81.371,80.33,80.33,80.33,81.742,81.556,80.461,78.958,79.342,79.695,80.069,80.042,80.087,80.087,80.166,82.013,82.232,82.232,79.961,0
12530,78.341,78.309,78.309,76.104,76.104,75.884,72.901,78.11,76.426,77.858,76.381,76.429,76.246,76.246,76.937,76.937,76.937,75.649,75.649,75.649,75.786,0
12531,79.927,79.722,79.722,75.849,75.849,75.849,77.825,78.399,76.92,77.699,76.997,75.301,78.086,78.29,75.359,78.861,75.359,80.123,80.123,80.123,75.877,0
12532,78.544,79.336,79.514,78.051,78.051,78.051,77.992,78.731,79.531,77.227,77.027,77.916,77.916,77.916,78.278,78.278,78.687,79.018,79.018,79.018,76.616,0
12533,80.397,81.0,80.94,77.337,77.337,77.337,78.591,78.415,78.495,79.62,78.451,79.338,78.805,79.113,79.796,79.524,79.796,81.306,81.284,81.102,79.374,0
12565,83.87,84.128,84.128,83.644,83.644,83.644,82.107,82.097,82.735,82.671,82.472,83.813,82.999,82.935,82.291,82.291,82.291,84.252,84.252,84.252,83.661,0
12656,82.344,82.876,82.344,79.411,79.063,79.063,78.772,78.763,82.883,80.474,80.647,78.879,78.519,79.184,81.513,81.513,81.237,82.442,82.042,82.042,80.638,0
12674,82.378,81.708,81.748,81.712,81.862,81.862,82.783,82.271,82.54,81.57,81.301,81.506,81.296,81.506,82.484,82.41,82.322,82.362,82.361,82.361,79.775,0
12687,82.611,82.254,82.254,83.257,83.257,83.257,80.777,81.164,77.385,82.538,83.188,83.867,83.444,83.48,83.457,82.646,83.364,83.197,83.197,83.197,82.962,0
12736,81.638,83.018,83.459,82.827,82.924,82.924,82.398,83.03,81.669,81.539,81.627,82.255,83.114,82.891,82.277,82.258,82.11,81.863,81.863,81.863,81.955,0
13078,77.44,77.201,77.174,76.74,76.74,76.74,76.786,76.907,76.725,76.397,76.467,76.484,76.484,76.484,77.019,77.019,77.458,77.959,77.923,78.051,76.9,0
13080,83.817,83.681,83.612,80.952,80.337,80.337,79.728,78.41,81.897,80.966,80.87,81.327,82.454,82.454,81.829,80.511,81.829,83.758,83.758,83.758,80.952,0
13146,80.446,80.446,80.446,78.699,78.699,78.699,77.977,77.808,78.114,79.445,79.151,80.241,80.447,80.447,79.271,78.707,78.81,79.323,79.323,79.323,78.854,0
13147,80.481,80.586,80.586,79.661,79.661,79.661,78.599,79.774,79.349,78.508,79.227,78.884,78.884,78.884,78.447,78.632,78.447,79.256,79.256,79.256,78.748,0
13148,81.474,81.541,81.669,77.997,79.477,79.477,78.763,78.88,79.699,80.162,79.475,78.804,78.322,78.322,79.71,79.71,79.71,81.212,81.212,81.212,76.09,0
13149,80.461,80.38,80.38,82.39,82.39,82.39,80.669,81.01,80.617,78.905,79.505,80.222,79.678,79.678,79.875,79.55,81.219,80.924,80.924,80.924,78.678,0
13150,84.531,83.816,84.21,77.961,77.961,77.961,81.832,82.059,82.845,80.651,80.517,80.393,80.393,80.393,83.218,82.654,83.028,83.965,83.891,83.891,80.907,0
13196,80.292,79.858,79.858,78.126,78.763,78.763,77.489,78.087,77.719,80.327,80.295,78.556,77.636,78.017,79.438,79.184,79.438,80.464,80.464,80.464,79.192,0
13382,79.073,78.957,78.67,77.997,78.077,78.077,80.433,75.728,80.989,80.113,79.657,79.866,79.866,79.866,80.068,79.723,80.61,80.645,80.325,80.325,77.455,0
13461,79.221,79.03,78.973,76.408,76.408,76.408,75.618,76.159,75.559,79.354,79.092,76.243,76.236,76.243,76.211,76.211,76.211,78.233,78.233,78.233,77.143,0
13475,79.262,79.262,79.262,77.174,77.174,77.174,77.994,77.891,77.562,81.632,81.729,79.615,79.918,79.782,81.654,81.654,81.654,82.478,82.478,82.478,79.141,0
13477,81.927,81.927,81.927,79.092,79.037,79.037,78.206,77.112,79.063,78.994,78.964,78.524,78.832,78.753,79.348,80.169,79.319,80.777,80.777,80.777,78.756,0
13537,82.382,82.307,82.526,77.604,80.459,79.716,80.954,80.806,80.25,80.011,79.481,80.317,80.317,80.317,81.863,82.067,77.743,81.224,81.224,81.224,78.298,0
13893,81.825,81.723,81.825,75.316,75.862,75.862,77.305,77.554,76.471,77.174,77.457,76.857,76.516,76.516,80.095,79.121,80.095,80.35,80.35,80.35,77.371,0
13897,74.881,74.351,74.613,74.74,74.74,74.74,76.015,76.361,76.165,76.196,76.278,75.686,75.892,76.306,81.196,81.489,81.264,79.817,79.817,79.817,74.25,0
14744,76.837,77.045,77.58,74.919,74.919,74.919,76.23,76.943,75.553,76.161,76.148,76.04,76.04,76.04,75.746,75.746,75.746,78.17,78.17,78.17,74.963,0
14862,79.676,82.177,82.177,81.149,80.719,80.824,80.704,80.815,81.495,80.184,80.464,78.818,79.042,79.042,82.791,82.318,81.987,82.493,82.493,82.493,79.369,0
14882,82.557,82.241,82.632,80.402,78.589,78.589,78.726,79.055,78.915,81.087,81.301,80.568,80.568,80.568,80.363,80.349,81.209,81.39,81.39,81.39,80.424,0
14890,83.769,84.224,84.368,81.648,81.581,81.581,80.262,80.391,82.577,81.798,81.881,83.612,83.612,83.612,81.537,81.693,80.73,80.165,80.242,80.601,78.253,0
14906,80.51,80.586,80.623,77.967,77.967,78.313,78.314,78.96,78.517,78.0,79.374,78.06,77.223,77.334,77.486,77.076,77.076,81.267,81.267,81.267,77.913,0
14907,80.711,80.711,80.711,79.193,79.229,79.229,80.394,80.035,79.602,79.624,79.617,80.01,79.841,79.357,80.336,80.336,80.336,82.214,82.214,82.214,79.897,0
14914,77.229,80.711,80.711,77.371,77.128,77.128,78.802,79.003,76.213,78.233,78.256,76.144,77.451,76.562,77.92,76.935,78.299,79.214,79.214,79.214,76.537,0
14916,80.106,80.156,80.156,78.146,78.146,78.146,78.181,76.711,80.233,81.015,80.209,79.146,79.146,79.146,80.441,79.726,77.98,76.795,76.733,76.733,80.94,0
14930,82.497,82.341,82.461,82.426,82.298,82.298,82.397,82.029,82.649,82.268,82.911,82.726,82.03,82.03,81.967,81.949,82.695,82.787,82.787,82.737,80.409,0
14932,78.659,78.388,78.388,77.361,77.361,77.361,77.811,77.611,77.303,77.579,77.882,78.29,77.682,77.371,78.011,77.949,78.011,79.4,79.4,79.4,77.43,0
14939,78.725,79.018,78.742,77.724,77.724,77.724,79.303,79.386,78.838,79.049,78.851,78.544,78.544,78.544,79.162,78.34,79.121,79.634,79.26,79.26,78.203,0
14947,79.899,78.781,78.781,77.433,77.433,77.433,79.557,78.976,78.57,79.39,79.496,78.39,78.535,78.535,78.497,81.301,78.539,79.287,79.441,79.551,77.422,0
15180,80.82,80.815,81.584,77.651,77.651,77.651,77.436,77.475,77.118,81.2,80.218,80.265,80.332,80.419,79.275,79.529,79.275,77.846,81.362,81.362,79.132,0
15240,80.53,80.516,80.557,79.749,79.749,79.749,80.234,80.898,80.467,79.111,78.979,79.261,80.772,80.772,81.064,81.131,80.567,80.883,80.839,80.839,79.749,0
15339,80.624,80.623,80.905,81.823,81.823,81.823,80.096,81.955,81.153,79.993,81.561,82.208,82.674,82.453,82.851,82.169,82.291,81.051,81.051,81.051,78.921,0
15419,77.552,77.725,77.83,78.683,78.448,78.7,77.814,77.383,77.627,76.456,76.85,78.53,77.793,77.559,78.738,78.092,78.691,78.6,78.173,78.173,79.322,0
15425,80.617,80.308,80.453,77.516,77.516,77.516,77.921,78.538,80.017,79.363,79.486,78.85,78.85,78.85,79.717,80.035,79.859,80.475,80.475,80.475,78.35,0
15426,82.528,82.461,82.79,80.122,80.199,80.199,82.178,81.597,81.277,80.794,80.418,80.769,80.076,80.076,82.169,82.252,81.9,82.822,82.492,82.492,80.974,0
15474,81.347,81.269,81.396,79.089,79.089,79.089,80.484,80.631,80.244,81.992,81.78,79.753,79.325,79.325,82.136,82.361,82.361,80.733,80.481,80.481,78.869,0
15519,82.859,83.16,83.16,81.639,81.639,81.639,81.545,81.904,82.6,79.948,81.762,83.067,82.756,82.647,81.908,82.122,82.04,82.427,82.427,82.427,81.159,0
15524,79.995,81.593,80.537,81.466,81.466,81.466,81.597,80.973,81.264,81.337,81.292,81.575,81.575,81.575,83.034,83.034,82.479,80.738,80.738,80.738,80.681,0
15589,81.036,80.738,80.748,77.102,77.539,77.539,78.431,78.336,78.103,77.106,77.033,78.305,78.305,78.305,79.308,78.691,78.387,80.404,80.404,80.404,77.292,0
15679,79.201,79.201,79.201,78.995,78.735,79.215,77.474,78.141,75.967,77.885,78.506,79.807,78.348,80.061,78.973,78.933,78.973,80.047,80.047,80.047,76.429,0
15743,81.36,80.929,80.937,78.683,78.683,78.683,77.487,76.685,78.072,77.801,77.352,77.135,77.135,77.135,76.819,75.991,77.578,80.217,79.942,80.17,77.233,0
16036,81.88,82.032,81.676,79.697,79.697,79.697,80.06,81.484,80.228,80.359,79.59,80.566,79.65,79.65,81.37,79.005,80.142,83.34,83.34,83.34,80.054,0
16039,80.646,80.906,80.513,78.909,79.47,79.47,75.277,75.395,78.33,79.501,79.579,79.839,79.692,80.044,79.574,79.574,79.6,81.752,81.752,81.752,78.71,0
16064,83.764,83.78,83.78,83.02,81.848,81.848,84.24,83.666,83.136,82.133,82.905,80.802,80.324,80.324,83.512,83.512,83.51,82.877,82.877,82.877,83.02,0
16980,75.977,76.267,76.345,75.674,75.469,75.469,71.748,72.89,70.887,77.517,76.927,76.473,77.628,77.647,76.866,76.866,76.866,79.747,79.747,79.747,75.695,1
17014,79.212,79.571,79.447,79.006,78.536,78.536,76.904,77.503,78.782,79.531,79.531,76.347,76.347,76.347,79.986,79.974,79.437,79.217,79.217,79.217,78.918,1
18230,85.067,84.47,84.84,83.978,83.978,83.978,81.725,81.725,82.134,84.333,83.478,81.908,83.587,83.666,86.544,85.754,85.79,86.785,86.785,86.785,80.142,1
18348,87.741,86.951,87.982,86.448,86.448,86.448,85.828,85.907,85.412,85.461,85.429,85.812,85.812,85.812,85.632,83.998,85.614,85.434,85.153,84.935,84.935,1
26715,83.676,83.776,84.007,84.941,84.931,84.931,85.028,86.089,84.765,84.043,84.082,85.184,85.406,85.406,86.401,86.401,86.401,85.492,85.492,85.492,85.053,1
26747,84.442,85.491,85.491,86.502,86.245,86.245,88.148,87.779,87.888,88.133,87.544,87.695,86.698,86.698,87.868,87.868,88.747,87.224,87.225,87.225,86.066,1
29788,85.051,85.964,85.216,83.807,83.807,83.807,85.482,85.42,87.16,83.584,83.343,84.745,85.135,84.495,85.435,85.821,85.602,87.74,87.74,87.74,84.459,1
29835,85.824,85.685,85.448,83.646,83.646,83.646,84.634,84.716,83.824,83.059,83.098,82.919,83.15,83.205,84.543,85.121,84.151,84.054,84.054,84.054,83.081,1
30606,86.5,86.661,86.5,82.487,81.565,81.565,83.664,83.004,82.652,87.722,87.758,82.035,82.035,82.035,82.005,84.763,84.414,87.526,87.526,87.526,82.662,1
30845,87.293,87.293,87.293,87.465,87.465,87.465,86.951,87.264,86.654,87.182,86.52,86.845,86.991,86.991,87.735,87.641,87.735,87.712,87.547,87.547,85.679,1
32072,86.449,87.34,87.213,84.503,84.967,84.967,86.094,85.89,86.022,86.364,86.15,85.403,87.268,85.879,87.65,87.356,87.65,88.217,88.217,88.217,84.105,1
46443,89.107,89.346,89.107,85.74,85.74,85.74,87.487,89.121,87.549,87.675,86.043,86.088,87.628,87.628,88.145,88.145,86.524,87.388,87.388,87.388,87.108,1
46506,83.505,83.395,83.228,81.378,79.345,80.229,79.604,78.849,80.253,82.755,81.238,79.551,80.419,79.929,82.083,81.713,81.824,82.269,82.269,82.269,79.368,1
50300,84.669,84.576,84.669,83.344,83.344,83.344,84.935,84.527,83.68,83.143,82.932,82.992,83.021,83.021,84.15,84.15,83.837,84.898,84.898,84.898,83.382,1
51419,89.687,89.511,89.697,86.858,86.858,86.858,87.333,87.546,87.03,88.771,87.38,85.459,84.844,85.14,88.861,88.509,88.509,90.333,90.263,90.263,85.009,1
53971,87.501,87.221,87.451,83.931,84.67,84.599,84.317,85.112,84.407,85.881,85.287,84.998,85.394,85.747,85.038,85.473,85.624,86.049,86.049,86.049,82.609,1
53972,82.316,82.237,82.237,83.622,83.369,83.622,83.637,85.169,82.397,83.485,83.376,82.551,82.651,82.651,83.309,81.827,82.126,82.268,82.268,82.268,79.827,1
53973,86.774,87.122,87.019,84.816,84.736,84.85,88.625,86.381,87.084,86.062,86.08,86.019,86.579,86.605,87.065,87.065,87.233,86.214,86.214,86.214,85.324,1
53974,85.691,85.691,85.885,84.739,84.739,84.739,84.975,85.299,84.503,84.793,84.883,85.712,85.776,85.776,85.535,85.929,85.535,85.627,85.627,85.627,83.727,1
53975,87.402,86.421,86.421,87.153,87.046,87.046,87.771,84.256,86.639,87.395,87.568,87.516,87.353,87.353,87.515,86.784,87.552,87.949,87.949,87.949,87.042,1
53976,81.708,81.151,80.862,81.222,81.222,81.222,82.002,83.241,82.549,82.026,81.67,82.419,82.677,82.677,82.152,81.348,80.429,80.86,80.878,80.878,78.692,1
53977,85.326,85.326,85.326,83.109,83.109,83.109,83.614,84.147,83.598,83.52,83.882,83.43,83.43,83.43,83.422,83.422,83.156,83.867,83.867,83.867,83.087,1
53978,84.816,86.073,86.052,83.864,83.864,83.864,84.257,83.91,82.938,85.439,84.893,84.61,85.264,85.264,86.013,86.013,86.013,84.061,85.15,85.15,82.654,1
53979,86.958,86.437,86.858,85.14,84.99,84.99,86.804,86.71,87.176,87.339,86.987,86.777,87.823,87.823,86.961,87.013,85.739,87.052,87.799,88.046,86.075,1
53981,87.028,87.25,87.146,84.607,84.607,84.607,87.973,81.501,87.264,84.069,83.821,86.835,87.1,87.1,86.827,86.827,85.42,86.141,86.141,86.141,86.191,1
54796,83.952,83.683,83.952,82.634,82.634,82.634,86.942,82.398,83.493,83.333,82.199,82.8,82.8,82.8,83.147,83.147,82.997,83.044,83.123,83.123,81.668,1
54797,89.524,89.567,89.859,86.585,85.947,85.947,87.01,87.148,85.753,87.725,88.013,86.747,88.335,88.335,87.452,87.802,87.466,89.509,89.509,89.509,87.077,1
54798,87.668,87.399,87.399,81.516,81.516,81.516,83.483,83.445,83.05,84.335,83.78,83.443,83.443,83.443,83.736,83.736,83.736,85.548,85.578,85.578,82.627,1
54799,85.246,85.257,85.364,83.506,83.506,83.506,83.52,81.345,84.148,84.091,83.559,84.715,84.557,84.557,85.086,85.749,84.977,85.217,85.217,85.217,83.261,1
54800,82.049,82.049,82.049,79.301,79.436,79.436,80.531,79.174,80.346,80.267,80.079,80.654,80.981,80.53,79.461,79.461,79.461,81.342,81.342,81.239,78.797,1
56453,83.748,83.508,83.303,83.774,83.774,83.774,85.393,84.668,84.448,85.785,85.082,83.855,83.254,83.254,86.145,86.135,85.781,86.191,86.191,86.191,82.841,1
56528,80.486,80.657,80.579,80.922,80.922,80.922,81.318,75.0,77.811,81.488,81.784,80.21,80.21,80.21,82.604,79.826,80.701,80.438,80.438,80.438,79.675,1
56542,83.813,83.452,83.452,81.272,81.272,81.272,81.36,81.319,83.466,81.607,82.485,83.209,82.923,82.923,83.329,82.489,83.162,81.992,82.486,82.486,82.577,1
56543,84.064,83.545,83.399,83.419,82.987,82.987,85.842,86.006,85.09,82.019,81.44,82.706,83.659,82.974,83.887,83.984,83.206,86.162,86.162,86.162,79.886,1
56544,86.865,86.617,86.617,80.368,80.575,80.575,81.133,80.954,82.882,84.612,85.315,85.888,85.888,85.888,84.05,84.222,84.536,87.086,87.086,87.086,82.571,1
56545,83.379,83.614,83.165,81.426,81.426,81.179,80.865,80.024,81.794,82.242,81.26,77.622,77.556,77.556,82.467,82.467,78.447,84.294,84.294,84.294,77.57,1
56618,86.47,86.342,86.394,86.358,86.358,86.358,87.531,81.483,87.09,86.346,86.346,86.31,85.952,86.31,86.727,88.168,86.69,87.876,87.959,87.959,86.484,1
56619,82.571,82.3,82.3,81.715,81.715,82.374,80.626,80.348,81.583,81.183,80.821,83.443,83.642,83.443,82.318,82.318,82.405,81.675,81.675,81.675,80.69,1
56629,88.439,88.22,88.256,88.527,88.527,88.527,90.197,90.246,86.79,88.064,89.152,87.981,87.461,87.814,87.981,86.725,87.981,89.931,90.318,89.73,87.981,1
56630,82.77,83.275,83.052,80.913,80.913,80.913,83.399,83.345,82.942,84.1,83.555,84.582,84.53,84.582,85.287,84.631,84.933,82.335,82.335,82.335,81.609,1
56631,85.1,86.218,85.853,86.427,86.427,86.427,85.31,83.964,83.058,84.092,83.832,84.25,84.25,84.25,83.827,85.292,83.121,86.837,86.837,86.837,81.615,1
56632,87.562,87.562,87.562,85.304,85.304,85.304,88.874,88.887,88.885,86.059,86.03,87.475,87.826,87.837,87.952,88.006,89.5,88.153,87.474,87.474,84.596,1
