id,DS1 resumes,Mixtral1 resumes,DS2 resumes,Mixtral3 resumes,Mixtral2 resumes,DS3 resumes,Llama1 resumes,GPT-4o1 resumes,Llama2 resumes,GPT-4o3 resumes,GPT-4o2 resumes,Llama3 resumes,GPT-mini2 resumes,GPT-mini3 resumes,GPT-mini1 resumes,GPT-3.5.1 resumes,GPT-3.5.3 resumes,sonnet2 resumes,GPT-3.5.2 resumes,True,CV google Score
9445,0.85525507,0.82667166,0.8470599,0.8262116,0.6702322,0.8470599,0.8555995,0.85632086,0.8555995,0.860888,0.8594109,0.8555995,0.86670744,0.86670744,0.86670744,0.82708484,0.82708484,0.8344283,0.82708484,0,0.8742231
9479,0.9018072,0.8811432,0.9018072,0.90173656,0.8882813,0.9018072,0.88689935,0.8891734,0.8857823,0.8936565,0.8936565,0.8857823,0.8997148,0.8997148,0.8997148,0.89421934,0.90641475,0.8886905,0.8892383,1,0.8915758
9542,0.8209286,0.8092761,0.84826815,0.8269915,0.82309794,0.84662867,0.79494214,0.8034213,0.7990698,0.79249895,0.80209076,0.8097508,0.7963117,0.7963117,0.7963117,0.8110083,0.8122516,0.80356216,0.8122516,0,0.77940977
9546,0.8124234,0.85263705,0.8124234,0.84371984,0.85725975,0.8124234,0.76101416,0.82330215,0.75690615,0.82330215,0.82330215,0.75690615,0.8132993,0.8085706,0.8132993,0.77346426,0.77346426,0.8337847,0.77346426,0,0.8366903
9547,0.7532586,0.7550501,0.74624836,0.7976841,0.7506317,0.7456701,0.7844942,0.82949984,0.8276435,0.83269167,0.8243723,0.8231198,0.8035935,0.8035935,0.8025819,0.7449931,0.73928154,0.83036554,0.7449931,0,0.74193406
9583,0.8368473,0.80314535,0.83812356,0.8145591,0.81005555,0.83812356,0.84280944,0.7969837,0.84212244,0.8077952,0.8077952,0.84212244,0.8222695,0.8222695,0.81264853,0.7709496,0.80283576,0.8213718,0.80283576,0,0.7737558
9587,0.8225956,0.82476944,0.83460575,0.8385754,0.82652724,0.8214244,0.82189965,0.8516285,0.82189965,0.8320463,0.8314911,0.82189965,0.85017246,0.85017246,0.85017246,0.82676077,0.82676077,0.83902144,0.82676077,0,0.8387146
12037,0.876322,0.8866663,0.8855611,0.8782178,0.88199466,0.88111264,0.906772,0.8974801,0.906772,0.8951435,0.8951435,0.896463,0.89344233,0.89344233,0.8927628,0.891423,0.891423,0.8469876,0.891423,0,0.89143896
12116,0.8461825,0.84774923,0.8495395,0.833783,0.84137034,0.8579195,0.8252269,0.8157539,0.8252269,0.82357377,0.82357377,0.8252269,0.82997966,0.82997966,0.82997966,0.8020866,0.82964,0.80915916,0.8285645,0,0.81545496
12122,0.80179167,0.8424771,0.80179167,0.8510112,0.8373777,0.87365633,0.79889107,0.7990179,0.8156988,0.8456395,0.827724,0.8156988,0.82286805,0.82286805,0.81575525,0.8100542,0.8100542,0.8196899,0.8100542,0,0.81585336
12124,0.79049623,0.7768476,0.7856841,0.84432924,0.7724271,0.85100853,0.79113334,0.7791915,0.79113334,0.78827524,0.7907368,0.79113334,0.78459096,0.78459096,0.78459096,0.7747789,0.7831968,0.8200012,0.7831968,0,0.78855205
12141,0.81973267,0.7194084,0.82318735,0.6752758,0.6869931,0.8203498,0.8622062,0.8410126,0.8691223,0.8543576,0.8543576,0.8691223,0.82348025,0.82348025,0.82348025,0.80992234,0.81238216,0.83214843,0.81238216,0,0.79752886
12143,0.8387916,0.8508295,0.8387916,0.8563794,0.8397514,0.8387916,0.8264873,0.7981146,0.8264873,0.80435747,0.80281436,0.83891547,0.8329732,0.8329732,0.8329732,0.82873625,0.8322363,0.83096766,0.8322363,0,0.85167617
12149,0.8461917,0.84451693,0.8456333,0.8571278,0.82458264,0.8602092,0.8484944,0.85428405,0.8484944,0.80389255,0.83098125,0.8484944,0.8428651,0.8428651,0.83343536,0.81489426,0.8197292,0.8512864,0.8197292,0,0.82711685
12161,0.82335126,0.7758707,0.83488476,0.77956283,0.7764685,0.84445065,0.8376899,0.79729915,0.8401638,0.8126684,0.80683374,0.8401638,0.8352237,0.8352237,0.8454024,0.77605593,0.77605593,0.7698058,0.77241606,0,0.79660296
12252,0.84316957,0.8692478,0.81810963,0.8312489,0.8298781,0.82255244,0.8623572,0.851297,0.8623572,0.8341845,0.8341845,0.8623572,0.8705859,0.8705859,0.86809003,0.83959144,0.83959144,0.86044407,0.83959144,0,0.8366364
12408,0.86101454,0.8543662,0.83742696,0.84515285,0.8472996,0.8284622,0.8316684,0.8276627,0.84008616,0.8161052,0.8161052,0.84008616,0.8134037,0.8134037,0.8134037,0.8628856,0.86344296,0.8517348,0.86344296,0,0.8533317
12409,0.8360587,0.8238892,0.86047626,0.82653594,0.8565098,0.835974,0.84059894,0.8490562,0.84059894,0.8490973,0.8487374,0.84059894,0.86366564,0.86366564,0.86184126,0.7565359,0.76230884,0.854431,0.76230884,0,0.85049844
12410,0.87662554,0.834796,0.87662554,0.8225929,0.8221736,0.8777427,0.8614067,0.8373736,0.8630059,0.8367789,0.8437046,0.8630059,0.81978244,0.81820333,0.80914366,0.8284644,0.8286058,0.82420105,0.8286058,0,0.8123833
12418,0.8478508,0.8331472,0.82475346,0.82023627,0.8175617,0.82475346,0.8332242,0.8365278,0.84692955,0.8347998,0.8365278,0.8585873,0.81605273,0.81605273,0.81605273,0.84786034,0.8599638,0.84094465,0.8599638,0,0.8888532
12422,0.8447648,0.83761925,0.8074644,0.83885276,0.83885276,0.8074644,0.8364883,0.8234112,0.8359355,0.81853426,0.81853426,0.8359355,0.8376183,0.8376183,0.8369621,0.82025063,0.82025063,0.8452928,0.82025063,0,0.8247972
12435,0.7937183,0.7681075,0.7927068,0.7686039,0.7649492,0.7927068,0.7624742,0.75987315,0.77002764,0.7671662,0.7703581,0.77002764,0.73176295,0.7336555,0.76956385,0.7591069,0.75886667,0.77386117,0.75435627,0,0.7629402
12436,0.7976334,0.7872069,0.82158786,0.75135154,0.7605765,0.82158786,0.7971866,0.782266,0.84925014,0.7920465,0.8137408,0.8382486,0.8099003,0.8099003,0.8099003,0.79535747,0.79544014,0.77876806,0.79544014,0,0.8058424
12437,0.8377966,0.8305409,0.8267498,0.8106178,0.795068,0.8258538,0.7943925,0.8536841,0.79439247,0.8412775,0.8441615,0.7943925,0.8089775,0.8089775,0.8103801,0.75295293,0.7573432,0.8019687,0.7573432,0,0.7424794
12447,0.841056,0.8771435,0.8673838,0.8737333,0.87449455,0.856362,0.88113576,0.8333991,0.88113576,0.83675253,0.83675253,0.88113576,0.8534123,0.8534123,0.8534123,0.86271,0.86271,0.8347723,0.86271,0,0.82456815
12448,0.8784238,0.8710075,0.8784238,0.86964405,0.86628306,0.8784238,0.87699026,0.8652863,0.87699026,0.86527324,0.86527324,0.8766011,0.858141,0.858141,0.858141,0.8817593,0.8817592,0.86463314,0.8817592,0,0.86876017
12449,0.8436909,0.85325384,0.85052663,0.8362866,0.8519157,0.86026937,0.8423501,0.8151007,0.8417439,0.82928413,0.82928413,0.83434325,0.8357874,0.8357874,0.8357874,0.79701227,0.7980138,0.8183172,0.7980138,0,0.8346772
12450,0.8274213,0.8592371,0.8274213,0.80252767,0.79755634,0.8283634,0.82970834,0.82645226,0.83976656,0.8268531,0.81115454,0.83976656,0.82602566,0.82602566,0.82911897,0.796133,0.796133,0.8362668,0.796133,0,0.7849453
12451,0.8084495,0.7925981,0.82907254,0.8278985,0.8254628,0.84067863,0.803826,0.7843841,0.80170155,0.7789546,0.7786496,0.80170155,0.7961,0.7961,0.8080867,0.79533607,0.7975738,0.7962851,0.7975738,0,0.81165004
12452,0.8515619,0.8238964,0.8515619,0.840971,0.86035174,0.8515619,0.7979134,0.8050891,0.8363894,0.85409176,0.8499381,0.83863413,0.8192564,0.81800914,0.81863767,0.7913336,0.7951987,0.8198185,0.7951987,0,0.73011976
12453,0.80467665,0.83790183,0.82589465,0.82974213,0.8251401,0.82589465,0.8316643,0.8392706,0.8296217,0.8392706,0.8392706,0.8296217,0.8223976,0.8223976,0.8223976,0.80677754,0.80677754,0.8509485,0.80677754,0,0.8055031
12454,0.86765516,0.83428305,0.8435893,0.8386106,0.80663073,0.8435893,0.8399264,0.8381983,0.8399264,0.8331014,0.8331014,0.8399264,0.84325516,0.84325516,0.84325516,0.8126408,0.8126407,0.83057946,0.8126407,0,0.7988582
12455,0.8188819,0.8129172,0.82783943,0.83356166,0.838683,0.8260132,0.84187406,0.84375334,0.84187406,0.83863837,0.8428369,0.84187406,0.82601035,0.82601035,0.82601035,0.8108105,0.8118075,0.85011286,0.80955803,0,0.8108105
12456,0.8536506,0.8480139,0.8536506,0.85764194,0.8701093,0.85869217,0.8332677,0.8326693,0.8571105,0.8492259,0.8473965,0.8571105,0.8405435,0.8405435,0.8405435,0.8011499,0.8037922,0.82540506,0.8037922,0,0.7945707
12457,0.837728,0.8641315,0.837728,0.87293684,0.87100124,0.85590607,0.873489,0.8334245,0.8680508,0.82651025,0.8334245,0.8680508,0.84649885,0.84649885,0.8447374,0.8379741,0.83917254,0.8435114,0.83917254,0,0.81873095
12458,0.84938055,0.8276354,0.85752976,0.8580241,0.8333054,0.85752976,0.83989,0.8754864,0.8598933,0.88532406,0.88532406,0.8587541,0.8643163,0.8643163,0.8643163,0.828166,0.8254125,0.85206085,0.8254125,0,0.82816607
12459,0.8570839,0.744249,0.8570839,0.81314063,0.7856315,0.8570839,0.780612,0.8324988,0.79028565,0.83195305,0.8257973,0.8093433,0.80511415,0.80511415,0.80635667,0.76931244,0.7733214,0.83033913,0.7733214,0,0.8009814
12460,0.88069737,0.8391865,0.88069737,0.8472632,0.83876395,0.8905715,0.87882185,0.8816973,0.89906967,0.8813362,0.8813362,0.89906967,0.8642005,0.8642005,0.86524177,0.8721586,0.8382133,0.8128059,0.8511354,0,0.879796
12461,0.8397167,0.83674127,0.8397167,0.84760684,0.84475565,0.83814675,0.8474097,0.8139944,0.8474097,0.8168635,0.8168635,0.846663,0.8686792,0.8686792,0.87048,0.82957274,0.8240318,0.83077914,0.82561505,0,0.82957274
12462,0.8555691,0.88102245,0.8462969,0.9079654,0.90423095,0.8411181,0.8776454,0.86598593,0.8776454,0.8489909,0.84235543,0.8776454,0.86381257,0.86381257,0.86381257,0.83020586,0.8304396,0.83503896,0.8304396,0,0.8384975
12463,0.83682007,0.8313433,0.8387012,0.77646255,0.7998439,0.8387012,0.81432915,0.8429852,0.81432915,0.83481824,0.839145,0.81432915,0.86004776,0.86004776,0.86004776,0.7682502,0.7682502,0.7952801,0.7663183,0,0.80669373
12464,0.86018884,0.8552231,0.86018884,0.8281708,0.83860576,0.8674509,0.8499682,0.8693851,0.8499682,0.8691335,0.8711328,0.8499682,0.86455214,0.86455214,0.86455214,0.83827055,0.84494543,0.8458251,0.84494543,0,0.8497877
12465,0.8612704,0.80680317,0.8612704,0.8499407,0.8174017,0.8626946,0.8169129,0.8211923,0.8305369,0.819497,0.8195518,0.8305369,0.8202729,0.8202729,0.8202729,0.8097889,0.81802666,0.85114014,0.8180824,0,0.80837417
12466,0.8148941,0.8310691,0.8148941,0.82832974,0.82045865,0.8074288,0.8167274,0.8028318,0.8170621,0.812118,0.812118,0.8170621,0.8034491,0.8034491,0.79794127,0.8182852,0.8182852,0.8176787,0.8182852,0,0.8015171
12467,0.8580542,0.80984473,0.8624751,0.805841,0.8090789,0.8624751,0.8323491,0.8561984,0.8272879,0.8554229,0.8554229,0.8260788,0.85539615,0.85539615,0.85539615,0.82859653,0.8285966,0.85286355,0.8285966,0,0.8234978
12468,0.86774874,0.8544166,0.86711943,0.81382644,0.84337497,0.86758554,0.801525,0.8137009,0.8234736,0.85283804,0.8092542,0.8255155,0.86157066,0.86157066,0.86157066,0.82116985,0.82116985,0.83914304,0.82116985,0,0.80568635
12469,0.77763104,0.79098463,0.8183849,0.7729509,0.75909835,0.8183849,0.7759901,0.8301156,0.7759901,0.8365185,0.84929407,0.7759901,0.8433659,0.8433659,0.8433659,0.7370056,0.7370056,0.79293853,0.7370056,0,0.7370056
12470,0.863881,0.86993045,0.863881,0.88481116,0.8587059,0.863881,0.8567911,0.86599404,0.85252726,0.86543655,0.8690411,0.85648525,0.8576598,0.8576598,0.85809386,0.78842723,0.78842723,0.8516698,0.7858975,0,0.8195256
12471,0.8851696,0.8633303,0.8851696,0.8802036,0.87662804,0.8851696,0.8955455,0.8461952,0.8792638,0.85245484,0.8502078,0.8792638,0.8506993,0.8492662,0.8569828,0.867741,0.867741,0.85760707,0.867741,0,0.8338932
12472,0.86591583,0.7757584,0.86591583,0.8017411,0.8307742,0.86591583,0.8579996,0.84342766,0.85593736,0.8386584,0.8386584,0.85593736,0.8669493,0.8669493,0.8669493,0.8260155,0.8260155,0.869086,0.8260155,0,0.81001735
12473,0.8833005,0.8551878,0.8833005,0.8544346,0.8515476,0.8833005,0.8420358,0.87322855,0.8892895,0.8732973,0.8732973,0.8892895,0.83752424,0.83752424,0.83752424,0.84470516,0.8512018,0.8684753,0.84470516,0,0.837713
12474,0.7830501,0.8197551,0.7830501,0.8224166,0.8294071,0.7830501,0.79155207,0.7943939,0.8183366,0.8087606,0.7875506,0.83338463,0.76889,0.76889,0.76889,0.7755635,0.78530383,0.8046005,0.78530383,0,0.7755635
12475,0.8317586,0.78048885,0.8317586,0.8097039,0.77963537,0.8317586,0.8432392,0.8107226,0.84364545,0.81187457,0.81187457,0.85127234,0.8143119,0.8143119,0.8143119,0.8468337,0.8468337,0.83049405,0.8468337,0,0.8449532
12476,0.88339514,0.85302794,0.86266243,0.84912324,0.84564143,0.8706264,0.86803836,0.8468358,0.8748857,0.82497895,0.8489956,0.8748857,0.8229207,0.8229207,0.8229207,0.84698254,0.8469825,0.85904765,0.8469825,0,0.82577723
12477,0.85879624,0.84560716,0.85879624,0.86497676,0.82318693,0.85879624,0.80073273,0.8394988,0.80073273,0.8592145,0.85815895,0.8091122,0.8578774,0.8578774,0.8578774,0.8679602,0.883627,0.8503407,0.867269,0,0.84929353
12478,0.87090194,0.84596765,0.87090194,0.83487946,0.8230736,0.87090194,0.89043725,0.872383,0.88107854,0.86829466,0.86829466,0.88107854,0.8603542,0.8603542,0.85879517,0.8252526,0.8252526,0.8750713,0.8252526,0,0.77919173
12479,0.85241115,0.8076301,0.85241115,0.87090206,0.8560023,0.85241115,0.8192599,0.8411436,0.82947326,0.8482648,0.8522887,0.82947326,0.8530086,0.8530086,0.8530086,0.7712916,0.7712916,0.81678355,0.76808655,0,0.78507626
12480,0.82988834,0.8195663,0.82988834,0.79675263,0.78804165,0.82988834,0.8261385,0.81831825,0.8261385,0.821246,0.821246,0.83607864,0.8426529,0.8426529,0.8319677,0.8168829,0.8168829,0.8529626,0.8168829,0,0.84524214
12481,0.8686051,0.8457663,0.87334573,0.8394757,0.8496032,0.8853812,0.86026347,0.8540322,0.8770174,0.8565712,0.85704064,0.87337923,0.8414124,0.8414124,0.8414124,0.80993056,0.81035864,0.86613417,0.81035864,0,0.78419405
12482,0.854955,0.8535676,0.854955,0.83060104,0.82284164,0.8420639,0.82972574,0.8756248,0.82568496,0.88325375,0.88325375,0.8576791,0.8786885,0.8786885,0.8786885,0.8570306,0.8533044,0.8593595,0.8533044,0,0.8136099
12483,0.8525531,0.81745905,0.8501868,0.8031843,0.8090749,0.8501868,0.8648032,0.83533764,0.8648032,0.83533764,0.83533764,0.8648032,0.7846611,0.7846611,0.7846611,0.8693278,0.86800224,0.8564917,0.86800224,0,0.8653332
12484,0.83592886,0.8077658,0.8634703,0.7867665,0.84147817,0.8351706,0.8780196,0.8222646,0.8579573,0.81054515,0.811398,0.8579573,0.83783334,0.83783334,0.8300363,0.76718235,0.76718235,0.78353286,0.76718235,0,0.78128046
12485,0.8407949,0.8846111,0.8407949,0.8747954,0.8652273,0.8407949,0.8873179,0.8382001,0.8873179,0.8382001,0.8382001,0.8873179,0.8640866,0.8640866,0.8640866,0.88221043,0.85591716,0.8442551,0.85591716,0,0.8758292
12486,0.89089245,0.8506184,0.88252383,0.8545475,0.85048324,0.8883065,0.8746054,0.86501247,0.88217795,0.8644581,0.86501247,0.88217795,0.85487485,0.85487485,0.85487485,0.82987,0.83295035,0.85658145,0.83295035,0,0.85754085
12487,0.86710626,0.8699002,0.85308254,0.88943106,0.8664123,0.8639622,0.8797293,0.85601974,0.8812931,0.85337067,0.862,0.8800728,0.8568421,0.8568421,0.8568421,0.85408336,0.85408336,0.8592541,0.85408336,0,0.842872
12488,0.7822047,0.799563,0.80578566,0.7875773,0.7912406,0.8174805,0.79358125,0.8394933,0.81494576,0.8292379,0.84123373,0.81494576,0.8578659,0.8578659,0.81193984,0.78936887,0.78936887,0.85377157,0.78936887,0,0.75723994
12489,0.7914319,0.77510566,0.84651244,0.7938104,0.8474054,0.85723954,0.7904811,0.7978811,0.7904811,0.7978811,0.7978811,0.7876689,0.7796234,0.77674884,0.7928594,0.7807715,0.7820462,0.8253088,0.7820462,0,0.8032624
12490,0.83282375,0.8114986,0.81853145,0.8065795,0.8073094,0.81853145,0.8071443,0.8012749,0.80762684,0.79888844,0.79972816,0.7782055,0.78607833,0.78607833,0.78607833,0.8045338,0.7749989,0.80360144,0.77783686,0,0.8304068
12491,0.8334119,0.8555312,0.8334119,0.7506591,0.84495866,0.84460926,0.8491318,0.8348782,0.8491318,0.848802,0.83938456,0.85150737,0.83726025,0.83726025,0.83726025,0.8498746,0.84875524,0.859549,0.8493672,0,0.85003
12492,0.74157465,0.7670739,0.73699206,0.76842797,0.7164552,0.73699206,0.73803425,0.79437494,0.7551545,0.7923499,0.7923499,0.7551545,0.7800148,0.7800148,0.7800148,0.73667884,0.73667884,0.81228125,0.73667884,0,0.73196137
12493,0.7868252,0.8047527,0.7868252,0.8122294,0.81089777,0.8553713,0.816238,0.8371906,0.81907463,0.83936346,0.83744407,0.81907463,0.854871,0.854871,0.854871,0.7811502,0.7589082,0.8457408,0.77003545,0,0.78645617
12494,0.8428312,0.8685055,0.8428312,0.8442568,0.84596324,0.8428312,0.88809633,0.8467905,0.88704294,0.8531375,0.8557958,0.88704294,0.83639395,0.83639395,0.8389731,0.8560221,0.8560221,0.851675,0.8560221,0,0.86197686
12495,0.8845442,0.8911891,0.8729009,0.87638074,0.8723632,0.8729009,0.86849946,0.85981244,0.86849946,0.87121296,0.8599441,0.86849946,0.87462044,0.87462044,0.87241495,0.8813101,0.87442166,0.8750934,0.8768749,0,0.87250775
12496,0.85398173,0.8766528,0.85398173,0.7980696,0.8116257,0.85398173,0.84067756,0.88242877,0.84067756,0.8800691,0.88242877,0.8767581,0.8957014,0.89452237,0.8957014,0.81092715,0.81092715,0.88270664,0.81092715,0,0.84916335
12497,0.8283771,0.8286408,0.83444136,0.82592696,0.8228544,0.83444136,0.833161,0.8197661,0.87011445,0.8095241,0.801805,0.8731774,0.8504981,0.8504981,0.8504981,0.8299553,0.8299553,0.86168647,0.8299553,0,0.83894575
12498,0.8033653,0.86413825,0.8247221,0.6862834,0.8631229,0.8473461,0.8674041,0.84692734,0.8661219,0.8569968,0.85594237,0.8745816,0.8423422,0.8423422,0.84861153,0.8589337,0.8589337,0.85918444,0.8589337,0,0.8569708
12499,0.8601334,0.8625912,0.8601334,0.83192945,0.8630047,0.8601334,0.8547214,0.83773506,0.8545649,0.83316576,0.8298898,0.8545649,0.8558064,0.8558064,0.86203164,0.8482663,0.8482663,0.8380633,0.8482663,0,0.82609534
12500,0.8754114,0.8401823,0.84043497,0.84370863,0.84471714,0.84043497,0.83892506,0.8671582,0.8467248,0.85445845,0.85445845,0.8467248,0.8449454,0.84577996,0.8449454,0.858592,0.858592,0.8592649,0.858592,0,0.8663311
12501,0.77213955,0.67772156,0.64697295,0.80913496,0.5815582,0.70668876,0.6947139,0.67899597,0.68477696,0.7855773,0.6831711,0.68477696,0.6810653,0.7170485,0.672433,0.6459764,0.6463561,0.69973385,0.6463561,0,0.6299272
12502,0.8418797,0.81243885,0.8652365,0.8109189,0.7981066,0.84310365,0.83020234,0.8446281,0.82814384,0.83496726,0.8446281,0.8384764,0.8391117,0.8391117,0.8391117,0.78950185,0.7942906,0.8342343,0.7942906,0,0.7718325
12503,0.80745846,0.7783277,0.80745846,0.7734349,0.7853435,0.80745846,0.7838135,0.8321439,0.7838135,0.8321439,0.8321439,0.7838135,0.841727,0.841727,0.841727,0.8023138,0.7773355,0.77781415,0.7830451,0,0.81522113
12504,0.8403484,0.80721396,0.8403484,0.7779205,0.7884035,0.8403484,0.77462983,0.8489289,0.77462983,0.85472465,0.84790206,0.7599946,0.8387531,0.8387531,0.8387531,0.7527573,0.7527573,0.81535405,0.7527573,0,0.81008804
12505,0.80759674,0.59253496,0.81524456,0.7985954,0.7985954,0.81142455,0.81783956,0.8300962,0.81783956,0.8363538,0.82694054,0.81783956,0.8343832,0.8343832,0.8343832,0.7916367,0.7937124,0.8313845,0.7937124,0,0.8261603
12506,0.81400657,0.8116832,0.7985337,0.7932162,0.75078994,0.7986567,0.81953657,0.8303957,0.81953657,0.8279347,0.8255254,0.81953657,0.8354475,0.8354475,0.8354475,0.8374785,0.8374785,0.8102019,0.8374785,0,0.81695366
12507,0.8714007,0.8997767,0.8647648,0.8818541,0.89884853,0.8647648,0.8836681,0.81148225,0.8611973,0.8165105,0.8168344,0.8611973,0.8445389,0.8445389,0.8445389,0.8218344,0.8218344,0.8334011,0.8218344,0,0.8950169
12508,0.8491825,0.85542345,0.8491825,0.8352732,0.86565715,0.83997643,0.8549082,0.8593989,0.8549082,0.8557561,0.8557561,0.8549082,0.8505063,0.8505063,0.8505063,0.79149896,0.79149896,0.8455008,0.79149896,0,0.84503067
12509,0.8316441,0.8718827,0.8316441,0.87466156,0.8712603,0.8316441,0.8520316,0.85770315,0.8705491,0.8453361,0.8453361,0.85250515,0.85068,0.85068,0.85068,0.8038241,0.8030199,0.8279904,0.8030199,0,0.84159756
12510,0.8428209,0.8405255,0.85683906,0.86326987,0.79610914,0.83897686,0.8617821,0.84249055,0.8717954,0.84378314,0.84407794,0.85940576,0.8350214,0.8350214,0.8350214,0.7960736,0.7960736,0.82192373,0.7960736,0,0.7948022
12511,0.81415474,0.80574095,0.834152,0.8260207,0.8155394,0.85018826,0.81005263,0.7710974,0.78584355,0.76029086,0.76029086,0.78584355,0.81771296,0.81771296,0.81771296,0.80872583,0.80872583,0.7922808,0.80872583,0,0.81859386
12512,0.8163823,0.77573407,0.8163823,0.80809367,0.766603,0.8163823,0.82014763,0.7973415,0.8281493,0.7973415,0.7973415,0.8281493,0.78930056,0.78930056,0.78930056,0.80319977,0.80319977,0.7925464,0.80319977,0,0.8478011
12513,0.80927694,0.803498,0.8328223,0.8114518,0.80576396,0.82022804,0.8088539,0.82386696,0.81748265,0.8539465,0.82386696,0.81195474,0.80252993,0.80252993,0.80252993,0.81641,0.82132226,0.78879005,0.82132226,0,0.80833143
12514,0.8590506,0.8344482,0.8590506,0.8574005,0.8461104,0.86253935,0.8266521,0.83962417,0.82850367,0.84139,0.84140676,0.8217304,0.84436035,0.84436035,0.84436035,0.8291787,0.8291787,0.8438144,0.8291787,0,0.83695185
12515,0.87664133,0.8302485,0.8628439,0.8374897,0.8424019,0.8440905,0.8343483,0.8728365,0.8343483,0.8726424,0.8678139,0.8343483,0.84960335,0.84960335,0.84960335,0.84666574,0.84666574,0.8493496,0.84666574,0,0.83642495
12516,0.8537893,0.82231545,0.8537893,0.83463335,0.8184005,0.85998785,0.83594155,0.83141744,0.83594155,0.8251182,0.8251182,0.8498292,0.8476917,0.8476917,0.8488595,0.85139287,0.85139287,0.8551045,0.85139287,0,0.83505553
12518,0.8860361,0.9105666,0.8860361,0.88996947,0.8925022,0.85668254,0.8664323,0.8707751,0.8664323,0.8707751,0.8707751,0.8664764,0.8571296,0.8571296,0.86148185,0.87503695,0.87503695,0.8495325,0.87503695,0,0.8718581
12519,0.82338774,0.8046517,0.8187666,0.80053985,0.7921202,0.85308874,0.84254116,0.81970054,0.82381344,0.8201567,0.8220651,0.82381344,0.8463694,0.8400537,0.8463694,0.7473948,0.7498934,0.8136022,0.7498934,0,0.7718308
12520,0.82631105,0.8667103,0.8612548,0.8600124,0.83972514,0.8651384,0.8722025,0.82510585,0.8698435,0.82533306,0.82533306,0.875757,0.8253598,0.8253598,0.8253598,0.83260083,0.8345784,0.8933797,0.8345784,0,0.85679084
12521,0.8640791,0.86026865,0.8525668,0.82446814,0.830888,0.8525668,0.8987894,0.8698933,0.8994005,0.8537985,0.8548843,0.8994005,0.85098445,0.85098445,0.85098445,0.83842313,0.83842313,0.857862,0.83842313,0,0.8509068
12523,0.83177835,0.8180159,0.83177835,0.7660345,0.826082,0.83177835,0.8620762,0.83653015,0.8620762,0.8408822,0.8351573,0.873186,0.8250131,0.8250131,0.8250131,0.83093536,0.83027875,0.84347343,0.82425964,0,0.82116735
12525,0.88766694,0.8517056,0.88766694,0.84463286,0.8409925,0.87731797,0.89965016,0.87163085,0.8926814,0.8807232,0.8807232,0.8926814,0.8725304,0.8725304,0.8725304,0.87167394,0.87167394,0.8831042,0.87167394,0,0.86580145
12526,0.86207354,0.8430764,0.88829356,0.84656334,0.8396642,0.88829356,0.85428214,0.8252531,0.88210267,0.8673265,0.8698756,0.8825446,0.84171927,0.85920227,0.8503525,0.8802814,0.8802814,0.8465016,0.8802814,0,0.86712986
12527,0.85647666,0.848891,0.86362445,0.80567,0.8450966,0.86362445,0.85433304,0.86191607,0.85433304,0.8593904,0.8593904,0.86170006,0.8453089,0.8453089,0.8453089,0.84692144,0.8509159,0.84281456,0.8509159,0,0.84692144
12528,0.8026347,0.83259034,0.8068217,0.787371,0.6615754,0.8068217,0.8021163,0.82606286,0.80357254,0.7960815,0.8017683,0.80357254,0.8195174,0.82004714,0.80965996,0.79740256,0.79740256,0.8321778,0.79740256,0,0.79740256
12529,0.8559401,0.85015213,0.8579578,0.8667168,0.8570036,0.8579578,0.85462576,0.8347416,0.85209656,0.831862,0.831862,0.85209656,0.8281592,0.8281592,0.8289889,0.82975775,0.82975775,0.8127954,0.82975775,0,0.79682124
12530,0.7522681,0.7416109,0.7522681,0.8697971,0.6275446,0.7522681,0.7449208,0.7360232,0.74358344,0.73681045,0.73681045,0.74358344,0.7146842,0.7146842,0.7146842,0.7200042,0.7200042,0.74240696,0.7200042,0,0.7393456
12531,0.8012919,0.7484312,0.8012919,0.8057798,0.76475227,0.79297507,0.82360905,0.83234704,0.8162521,0.8227576,0.8227576,0.8086502,0.79185134,0.79185134,0.79185134,0.7705411,0.7705411,0.81574607,0.7705411,0,0.8076165
12532,0.8247508,0.85486096,0.85161483,0.85173327,0.8580372,0.85161483,0.8152686,0.8279082,0.8152686,0.82457983,0.8215193,0.8152686,0.8217223,0.8217223,0.8217223,0.82808965,0.82808965,0.826577,0.82808965,0,0.7948754
12533,0.8635638,0.8231012,0.8635638,0.82442904,0.804319,0.86789036,0.8380587,0.8485774,0.8393712,0.8430892,0.83439624,0.8431117,0.8397752,0.8399775,0.8531914,0.84298944,0.84298944,0.85339254,0.84298944,0,0.85488373
12565,0.85250413,0.8874868,0.85250413,0.8883617,0.89043045,0.85250413,0.85195297,0.85742617,0.86240786,0.86020803,0.86020803,0.8650829,0.8472569,0.8472569,0.8472569,0.8574236,0.8574236,0.8693972,0.8574236,0,0.85982656
12656,0.8349495,0.8323264,0.8404259,0.7368717,0.6977179,0.8404259,0.841921,0.8399315,0.841921,0.8309919,0.8399315,0.83869886,0.83645564,0.83645564,0.8439534,0.84027857,0.835533,0.8328717,0.835533,0,0.8154668
12674,0.8897438,0.8836128,0.8776655,0.87135553,0.88350415,0.8794241,0.8821516,0.847385,0.8821516,0.8366053,0.845233,0.8761966,0.84375376,0.84375376,0.84375376,0.8383487,0.840327,0.8520345,0.840327,0,0.84101814
