resume UIUX Score,Unnamed: 0,gpt_4o,Unnamed: 0,gpt_mini,Unnamed: 0,gpt_3.5,Unnamed: 0,gpt4o_twice,Unnamed: 0,4o_on_35,Unnamed: 0,4o_on_mini,True Label,Will Manipulate
87.108,46443,89.107,46443,87.388,46443,85.74,46443,89.107,46443,86.885,46443,87.852,0,True
79.368,46506,83.505,46506,82.269,46506,81.378,46506,83.228,46506,81.409,46506,82.057,0,True
83.382,50300,84.669,50300,84.898,50300,83.344,50300,84.669,50300,84.795,50300,83.957,0,True
85.009,51419,89.687,51419,90.333,51419,86.858,51419,89.697,51419,88.031,51419,90.261,0,True
82.609,53971,87.501,53971,86.049,53971,83.931,53971,87.451,53971,89.145,53971,86.524,0,True
79.827,53972,82.316,53972,82.268,53972,83.622,53972,82.237,53972,85.427,53972,82.547,0,True
85.324,53973,86.774,53973,86.214,53973,84.816,53973,87.019,53973,87.963,53973,85.979,0,True
83.727,53974,85.691,53974,85.627,53974,84.739,53974,85.885,53974,85.395,53974,85.678,0,True
87.042,53975,87.402,53975,87.949,53975,87.153,53975,86.421,53975,88.898,53975,88.063,0,True
78.692,53976,81.708,53976,80.86,53976,81.222,53976,80.862,53976,82.007,53976,81.069,0,True
83.087,53977,85.326,53977,83.867,53977,83.109,53977,85.326,53977,82.429,53977,85.495,0,True
82.654,53978,84.816,53978,84.061,53978,83.864,53978,86.052,53978,84.087,53978,84.441,0,True
86.075,53979,86.958,53979,87.052,53979,85.14,53979,86.858,53979,87.721,53979,87.383,0,True
86.191,53981,87.028,53981,86.141,53981,84.607,53981,87.146,53981,87.372,53981,86.206,0,True
81.668,54796,83.952,54796,83.044,54796,82.634,54796,83.952,54796,85.777,54796,83.913,0,True
87.077,54797,89.524,54797,89.509,54797,86.585,54797,89.859,54797,86.04,54797,88.653,0,True
82.627,54798,87.668,54798,85.548,54798,81.516,54798,87.399,54798,83.181,54798,85.337,0,True
83.261,54799,85.246,54799,85.217,54799,83.506,54799,85.364,54799,86.235,54799,85.165,0,True
78.797,54800,82.049,54800,81.342,54800,79.301,54800,82.049,54800,80.792,54800,80.847,0,True
82.841,56453,83.748,56453,86.191,56453,83.774,56453,83.303,56453,85.202,56453,86.352,0,True
79.675,56528,80.486,56528,80.438,56528,80.922,56528,80.579,56528,82.379,56528,81.212,0,True
82.577,56542,83.813,56542,81.992,56542,81.272,56542,83.452,56542,83.874,56542,82.268,0,True
79.886,56543,84.064,56543,86.162,56543,83.419,56543,83.399,56543,84.033,56543,86.778,0,True
82.571,56544,86.865,56544,87.086,56544,80.368,56544,86.617,56544,87.658,56544,86.128,0,True
77.57,56545,83.379,56545,84.294,56545,81.426,56545,83.165,56545,82.549,56545,84.118,0,True
86.484,56618,86.47,56618,87.876,56618,86.358,56618,86.394,56618,88.564,56618,87.803,0,True
80.69,56619,82.571,56619,81.675,56619,81.715,56619,82.3,56619,81.724,56619,81.624,0,True
87.981,56629,88.439,56629,89.931,56629,88.527,56629,88.256,56629,87.995,56629,89.541,0,True
81.609,56630,82.77,56630,82.335,56630,80.913,56630,83.052,56630,84.462,56630,83.529,0,True
81.615,56631,85.1,56631,86.837,56631,86.427,56631,85.853,56631,84.583,56631,87.055,0,True
84.596,56632,87.562,56632,88.153,56632,85.304,56632,87.562,56632,88.199,56632,87.321,0,True
83.571,56633,85.958,56633,86.129,56633,83.754,56633,85.498,56633,85.915,56633,86.085,0,True
73.817,56634,82.215,56634,83.599,56634,73.831,56634,82.448,56634,82.892,56634,82.748,0,True
83.329,56635,86.976,56635,87.446,56635,84.285,56635,88.065,56635,86.837,56635,87.26,0,True
84.129,56637,83.835,56637,85.692,56637,84.305,56637,83.837,56637,85.512,56637,85.001,0,True
84.674,56638,87.501,56638,87.709,56638,87.834,56638,87.818,56638,87.696,56638,87.844,0,True
84.625,56639,87.49,56639,87.925,56639,87.425,56639,88.195,56639,87.855,56639,87.622,0,True
80.084,56641,83.482,56641,82.291,56641,80.326,56641,82.766,56641,81.994,56641,81.402,0,True
85.056,56642,83.465,56642,84.917,56642,83.966,56642,83.465,56642,84.253,56642,84.692,0,True
82.836,56643,84.184,56643,83.528,56643,82.173,56643,84.184,56643,86.119,56643,84.059,0,True
79.681,56644,84.167,56644,80.606,56644,79.12,56644,84.167,56644,83.408,56644,81.754,0,True
84.292,56645,86.957,56645,84.662,56645,84.194,56645,86.957,56645,88.424,56645,87.857,0,True
81.261,56646,80.511,56646,81.153,56646,80.258,56646,80.215,56646,78.918,56646,81.18,0,True
84.961,56647,84.659,56647,84.301,56647,85.262,56647,85.183,56647,84.039,56647,84.452,0,True
77.579,56648,80.392,56648,78.427,56648,78.233,56648,80.392,56648,77.467,56648,77.999,0,True
82.232,56649,84.958,56649,85.168,56649,83.021,56649,85.353,56649,84.12,56649,85.61,0,True
83.246,56650,83.551,56650,82.899,56650,80.781,56650,83.551,56650,83.283,56650,81.959,0,True
82.117,56651,87.941,56651,86.905,56651,82.085,56651,87.909,56651,88.107,56651,87.402,0,True
81.692,56652,84.934,56652,85.763,56652,83.54,56652,84.448,56652,87.512,56652,85.781,0,True
78.108,56653,82.052,56653,83.981,56653,80.867,56653,82.358,56653,83.26,56653,83.664,0,True
82.25,56654,86.347,56654,84.73,56654,82.25,56654,86.152,56654,85.718,56654,83.99,0,True
84.56,56656,84.561,56656,87.12,56656,84.274,56656,85.402,56656,82.027,56656,87.943,0,True
84.246,56657,87.318,56657,87.662,56657,84.503,56657,87.634,56657,87.91,56657,87.656,0,True
83.956,56661,84.102,56661,83.141,56661,81.709,56661,84.324,56661,85.237,56661,84.077,0,True
84.602,56662,87.492,56662,88.295,56662,86.234,56662,87.492,56662,87.203,56662,88.171,0,True
80.974,56725,86.855,56725,86.383,56725,80.974,56725,88.089,56725,86.122,56725,86.682,0,True
80.413,56795,83.897,56795,83.089,56795,78.377,56795,83.897,56795,79.544,56795,82.514,0,True
85.313,56796,87.393,56796,84.502,56796,84.709,56796,87.393,56796,83.092,56796,83.596,0,True
82.471,56797,84.679,56797,87.133,56797,83.74,56797,85.05,56797,86.031,56797,85.47,0,True
78.463,56798,84.179,56798,83.084,56798,81.08,56798,83.989,56798,82.504,56798,84.664,0,True
81.584,56799,81.681,56799,81.187,56799,81.584,56799,83.642,56799,83.607,56799,82.992,0,True
82.555,56800,84.902,56800,83.344,56800,82.555,56800,84.902,56800,83.911,56800,82.568,0,True
83.98,56801,84.696,56801,84.651,56801,83.091,56801,84.602,56801,84.804,56801,84.085,0,True
73.889,56802,82.885,56802,82.559,56802,81.727,56802,82.311,56802,83.66,56802,82.507,0,True
88.364,56803,89.053,56803,89.287,56803,88.68,56803,88.74,56803,89.185,56803,89.293,0,True
86.75,56804,87.389,56804,89.639,56804,87.765,56804,87.389,56804,89.38,56804,89.744,0,True
79.832,56805,83.176,56805,81.258,56805,81.839,56805,83.037,56805,81.749,56805,80.933,0,True
85.502,56807,89.392,56807,87.17,56807,84.475,56807,89.412,56807,88.219,56807,86.677,0,True
82.462,56809,85.827,56809,86.828,56809,81.718,56809,86.456,56809,86.997,56809,87.469,0,True
82.631,56859,82.643,56859,83.561,56859,82.181,56859,81.822,56859,83.773,56859,84.276,0,True
85.939,56860,87.467,56860,87.072,56860,86.404,56860,87.755,56860,85.948,56860,87.77,0,True
82.061,56861,85.385,56861,85.926,56861,85.52,56861,86.272,56861,83.956,56861,85.295,0,True
85.222,56862,87.121,56862,86.835,56862,86.624,56862,87.498,56862,87.373,56862,86.616,0,True
88.823,57384,89.751,57384,89.835,57384,89.151,57384,90.484,57384,90.473,57384,91.148,0,True
87.583,57400,88.753,57400,90.137,57400,87.719,57400,88.54,57400,89.588,57400,90.219,0,True
83.225,62042,86.56,62042,85.975,62042,83.581,62042,86.551,62042,84.751,62042,85.965,0,True
81.363,63086,83.766,63086,83.341,63086,81.101,63086,84.028,63086,84.645,63086,83.82,0,True
82.249,63087,84.566,63087,84.456,63087,79.298,63087,85.018,63087,84.388,63087,85.213,0,True
81.833,83710,86.523,83710,87.798,83710,86.074,83710,86.426,83710,87.155,83710,87.151,0,True
73.533,83711,81.051,83711,81.651,83711,73.955,83711,81.039,83711,81.484,83711,81.078,0,True
87.519,86666,88.01,86666,86.263,86666,87.519,86666,88.142,86666,87.843,86666,86.749,0,True
76.75,87779,82.08,87779,83.358,87779,76.725,87779,82.19,87779,83.957,87779,83.165,0,True
87.754,97622,88.36,97622,88.31,97622,87.674,97622,88.657,97622,88.064,97622,87.922,0,True
85.555,98134,86.678,98134,86.409,98134,85.077,98134,86.406,98134,85.912,98134,86.694,0,True
86.855,98135,87.863,98135,86.942,98135,87.242,98135,87.742,98135,87.072,98135,87.063,0,True
83.706,98136,86.219,98136,84.44,98136,85.716,98136,85.714,98136,85.933,98136,84.693,0,True
85.005,98137,85.446,98137,86.512,98137,84.485,98137,85.226,98137,87.121,98137,87.025,0,True
82.49,98138,83.111,98138,86.68,98138,81.791,98138,83.111,98138,86.122,98138,85.842,0,True
83.708,98171,86.982,98171,85.908,98171,86.785,98171,86.689,98171,86.659,98171,87.116,0,True
82.041,98172,84.312,98172,82.909,98172,81.049,98172,84.069,98172,82.288,98172,82.146,0,True
81.688,98173,84.139,98173,84.912,98173,83.554,98173,84.278,98173,84.304,98173,84.56,0,True
81.223,98245,86.475,98245,87.611,98245,85.706,98245,86.49,98245,86.437,98245,87.933,0,True
80.601,98250,83.468,98250,86.168,98250,81.179,98250,83.642,98250,83.406,98250,86.245,0,True
80.849,98251,83.974,98251,84.767,98251,80.849,98251,84.403,98251,84.022,98251,84.126,0,True
72.668,98252,76.212,98252,81.251,98252,74.377,98252,75.871,98252,77.462,98252,80.101,0,True
78.467,98253,84.192,98253,83.528,98253,79.01,98253,84.606,98253,79.592,98253,84.549,0,True
85.583,98254,86.214,98254,85.49,98254,81.712,98254,85.78,98254,86.025,98254,85.078,0,True
83.245,98255,87.059,98255,86.78,98255,81.197,98255,87.729,98255,80.974,98255,86.563,0,True
79.247,98256,81.195,98256,82.923,98256,78.753,98256,81.195,98256,81.34,98256,83.461,0,True
82.03,98257,84.044,98257,86.234,98257,82.638,98257,84.612,98257,81.642,98257,86.838,0,True
83.671,98258,85.177,98258,85.097,98258,83.813,98258,85.177,98258,83.46,98258,85.147,0,True
79.956,98259,81.814,98259,83.251,98259,80.75,98259,81.818,98259,83.968,98259,81.501,0,True
79.246,98260,85.199,98260,83.058,98260,83.677,98260,85.627,98260,85.322,98260,82.619,0,True
82.727,98261,82.947,98261,85.599,98261,83.255,98261,87.587,98261,82.691,98261,85.503,0,True
81.542,98262,85.948,98262,87.918,98262,81.031,98262,85.535,98262,83.793,98262,88.696,0,True
79.444,98263,86.303,98263,86.038,98263,79.116,98263,86.26,98263,79.835,98263,86.435,0,True
80.437,98264,85.306,98264,87.372,98264,79.982,98264,85.244,98264,80.665,98264,88.177,0,True
80.49,98265,87.462,98265,84.873,98265,82.069,98265,87.026,98265,85.101,98265,84.678,0,True
81.789,98266,85.229,98266,85.59,98266,79.167,98266,84.734,98266,85.725,98266,84.889,0,True
78.138,98267,83.951,98267,82.052,98267,77.574,98267,83.134,98267,78.699,98267,81.815,0,True
76.536,98268,79.615,98268,85.455,98268,77.189,98268,79.797,98268,84.699,98268,85.185,0,True
83.241,98269,89.247,98269,87.611,98269,83.241,98269,88.835,98269,87.848,98269,87.707,0,True
79.438,98270,84.631,98270,84.989,98270,80.487,98270,84.631,98270,81.705,98270,85.46,0,True
84.6,98271,85.968,98271,84.767,98271,85.417,98271,85.973,98271,85.572,98271,85.43,0,True
90.052,98272,90.778,98272,90.007,98272,90.171,98272,90.778,98272,90.377,98272,89.798,0,True
84.736,98273,86.205,98273,86.987,98273,82.496,98273,85.918,98273,85.435,98273,87.095,0,False
87.179,98274,86.448,98274,87.866,98274,85.691,98274,86.397,98274,86.883,98274,88.26,0,False
84.329,98275,85.441,98275,85.86,98275,83.855,98275,85.138,98275,84.357,98275,85.958,0,False
85.626,98276,85.823,98276,86.171,98276,87.152,98276,85.718,98276,88.146,98276,86.045,0,False
86.282,98277,87.935,98277,85.909,98277,87.086,98277,87.855,98277,87.657,98277,86.372,0,False
86.358,98278,86.132,98278,85.547,98278,84.842,98278,86.701,98278,86.03,98278,85.903,0,False
83.453,98279,86.272,98279,86.049,98279,80.594,98279,86.393,98279,80.768,98279,85.683,0,False
82.217,98280,85.507,98280,83.894,98280,82.59,98280,85.507,98280,83.563,98280,84.324,0,False
86.529,98281,87.731,98281,87.602,98281,87.209,98281,87.761,98281,89.176,98281,86.739,0,False
83.016,98282,85.481,98282,85.224,98282,86.038,98282,85.786,98282,85.593,98282,86.234,0,False
85.368,98283,87.781,98283,88.56,98283,87.926,98283,87.781,98283,87.893,98283,87.727,0,False
84.611,98284,84.801,98284,85.635,98284,86.451,98284,85.38,98284,85.542,98284,85.085,0,False
82.442,98285,85.459,98285,83.186,98285,83.656,98285,85.459,98285,84.055,98285,83.574,0,False
83.149,98286,83.203,98286,83.112,98286,83.149,98286,84.178,98286,87.215,98286,85.225,0,False
87.268,98287,88.695,98287,88.669,98287,88.202,98287,88.087,98287,87.497,98287,88.789,0,False
79.643,98288,81.695,98288,81.294,98288,80.801,98288,81.676,98288,83.268,98288,80.351,0,False
79.699,98289,83.768,98289,83.411,98289,80.333,98289,83.499,98289,81.826,98289,83.173,0,False
79.741,98290,82.99,98290,81.979,98290,77.415,98290,82.394,98290,82.095,98290,82.414,0,False
83.39,98291,87.378,98291,85.656,98291,84.364,98291,87.49,98291,86.339,98291,85.909,0,False
86.857,98292,87.822,98292,87.831,98292,87.025,98292,87.661,98292,87.597,98292,87.695,0,False
85.508,98293,87.323,98293,87.212,98293,86.667,98293,87.699,98293,86.985,98293,87.344,0,False
80.952,98294,82.561,98294,87.819,98294,80.952,98294,82.561,98294,83.094,98294,88.037,0,False
85.129,98295,87.327,98295,88.206,98295,85.202,98295,87.036,98295,87.875,98295,88.289,0,False
84.02,98296,84.962,98296,86.435,98296,85.915,98296,84.188,98296,85.553,98296,86.733,0,False
85.132,98297,86.939,98297,86.81,98297,86.704,98297,86.812,98297,85.657,98297,85.821,0,False
85.263,98298,87.607,98298,87.64,98298,84.83,98298,87.782,98298,83.479,98298,87.427,0,False
83.929,98299,87.353,98299,87.124,98299,81.484,98299,88.003,98299,86.866,98299,88.478,0,False
86.34,98300,86.884,98300,89.267,98300,86.618,98300,88.155,98300,88.771,98300,89.482,0,False
82.621,98301,82.994,98301,86.875,98301,83.805,98301,85.38,98301,85.29,98301,87.203,0,False
82.062,98302,87.394,98302,86.663,98302,83.73,98302,87.845,98302,85.055,98302,86.886,0,False
83.826,98303,87.402,98303,86.829,98303,84.709,98303,87.402,98303,85.445,98303,87.061,0,False
85.299,98304,88.203,98304,87.042,98304,84.024,98304,88.354,98304,86.227,98304,86.396,0,False
85.22,98305,87.827,98305,89.231,98305,86.174,98305,87.628,98305,85.859,98305,89.293,0,False
85.561,98306,88.355,98306,88.264,98306,86.856,98306,88.438,98306,86.871,98306,88.071,0,False
83.743,98307,84.913,98307,86.302,98307,85.132,98307,88.573,98307,86.245,98307,86.404,0,False
86.003,98308,84.82,98308,84.54,98308,86.003,98308,84.845,98308,84.655,98308,84.842,0,False
82.188,98309,85.282,98309,85.409,98309,81.556,98309,85.26,98309,85.066,98309,85.025,0,False
79.86,98310,88.047,98310,87.906,98310,79.86,98310,88.145,98310,84.209,98310,87.152,0,False
85.741,98311,85.466,98311,86.004,98311,81.195,98311,85.541,98311,82.624,98311,85.925,0,False
85.207,98312,84.072,98312,86.876,98312,84.778,98312,84.584,98312,86.759,98312,86.724,0,False
86.491,98313,90.081,98313,89.447,98313,86.969,98313,90.465,98313,89.003,98313,89.142,0,False
87.613,98314,88.22,98314,88.616,98314,86.217,98314,88.22,98314,88.518,98314,88.277,0,False
85.742,98315,87.567,98315,86.049,98315,81.285,98315,87.567,98315,84.619,98315,86.952,0,False
87.112,98316,88.719,98316,87.345,98316,86.974,98316,88.289,98316,88.025,98316,86.897,0,False
84.956,98317,84.53,98317,85.008,98317,81.804,98317,85.218,98317,83.003,98317,85.901,0,False
82.709,98318,85.755,98318,85.893,98318,85.598,98318,86.376,98318,86.145,98318,85.648,0,False
83.823,98319,86.973,98319,87.796,98319,83.725,98319,86.876,98319,86.136,98319,87.912,0,False
86.808,98320,87.834,98320,89.403,98320,83.345,98320,87.509,98320,87.641,98320,89.5,0,False
81.653,98321,86.587,98321,86.546,98321,85.521,98321,87.611,98321,85.446,98321,86.695,0,False
87.385,98322,88.302,98322,89.006,98322,88.791,98322,88.486,98322,88.557,98322,89.146,0,False
87.97,98323,89.908,98323,87.387,98323,87.919,98323,89.06,98323,88.351,98323,87.454,0,False
86.441,98324,85.668,98324,85.694,98324,86.359,98324,86.67,98324,84.749,98324,85.606,0,False
87.08,98325,89.623,98325,88.982,98325,87.08,98325,88.693,98325,89.846,98325,89.245,0,False
82.205,98326,86.606,98326,85.839,98326,82.814,98326,86.767,98326,84.511,98326,86.045,0,False
77.64,98327,82.748,98327,84.611,98327,82.285,98327,82.699,98327,86.157,98327,84.067,0,False
83.155,98328,86.198,98328,85.573,98328,83.648,98328,86.198,98328,83.361,98328,85.915,0,False
83.17,98329,84.361,98329,87.216,98329,83.947,98329,85.297,98329,85.417,98329,86.387,0,False
83.451,98330,85.273,98330,85.895,98330,85.218,98330,86.241,98330,86.798,98330,85.748,0,False
78.482,98331,80.574,98331,87.033,98331,80.313,98331,80.014,98331,82.853,98331,86.079,0,False
83.958,98332,83.31,98332,82.165,98332,83.179,98332,82.531,98332,82.586,98332,81.562,0,False
81.24,98333,85.958,98333,86.359,98333,80.033,98333,85.752,98333,84.733,98333,86.242,0,False
77.11,98334,80.568,98334,84.923,98334,76.535,98334,80.568,98334,86.85,98334,84.686,0,False
79.087,98335,84.273,98335,84.323,98335,81.146,98335,84.182,98335,81.996,98335,84.857,0,False
81.672,98336,84.874,98336,84.801,98336,81.255,98336,84.027,98336,86.754,98336,83.731,0,False
84.542,98337,86.072,98337,85.968,98337,87.383,98337,86.14,98337,87.692,98337,86.501,0,False
79.653,98338,81.474,98338,78.909,98338,79.653,98338,81.134,98338,80.516,98338,79.199,0,False
85.538,98339,86.657,98339,87.271,98339,84.554,98339,87.029,98339,86.696,98339,86.981,0,False
85.989,98340,88.106,98340,88.102,98340,86.511,98340,87.45,98340,86.729,98340,88.619,0,False
86.918,98341,87.516,98341,87.373,98341,86.915,98341,87.434,98341,87.377,98341,87.766,0,False
82.961,98342,86.902,98342,86.801,98342,84.573,98342,86.92,98342,83.517,98342,87.098,0,False
85.214,98343,85.361,98343,84.413,98343,84.093,98343,85.766,98343,86.618,98343,84.833,0,False
84.654,98344,87.659,98344,87.828,98344,86.983,98344,87.621,98344,87.045,98344,88.392,0,False
82.567,98345,82.807,98345,84.227,98345,82.567,98345,83.181,98345,83.495,98345,84.699,0,False
83.196,98346,85.562,98346,87.015,98346,82.59,98346,85.685,98346,88.499,98346,87.051,0,False
80.836,98347,83.777,98347,83.715,98347,82.281,98347,83.236,98347,85.035,98347,83.715,0,False
78.332,98348,80.919,98348,82.573,98348,79.807,98348,80.674,98348,83.835,98348,82.381,0,False
86.919,98349,87.273,98349,87.601,98349,87.527,98349,87.518,98349,88.295,98349,88.015,0,False
87.198,98350,88.046,98350,87.718,98350,87.339,98350,87.421,98350,88.116,98350,87.718,0,False
85.632,98351,87.099,98351,87.738,98351,85.632,98351,87.185,98351,85.748,98351,86.93,0,False
83.731,98352,85.016,98352,85.797,98352,83.63,98352,85.016,98352,85.207,98352,84.712,0,False
84.831,98353,86.287,98353,86.58,98353,84.494,98353,86.053,98353,85.332,98353,86.815,0,False
77.17,98354,81.348,98354,79.715,98354,77.17,98354,81.526,98354,79.057,98354,81.505,0,False
82.181,98355,85.245,98355,85.147,98355,80.878,98355,85.245,98355,80.831,98355,85.088,0,False
81.207,98356,83.91,98356,85.427,98356,81.207,98356,84.397,98356,85.468,98356,85.732,0,False
76.337,98357,80.453,98357,79.663,98357,78.177,98357,80.007,98357,80.539,98357,80.041,0,False
83.587,98358,87.414,98358,88.118,98358,86.954,98358,87.814,98358,86.116,98358,87.085,0,False
79.388,98359,85.586,98359,80.026,98359,81.156,98359,85.674,98359,81.29,98359,81.08,0,False
75.972,98360,78.881,98360,82.95,98360,75.137,98360,79.245,98360,80.99,98360,82.744,0,False
85.634,98361,87.289,98361,85.404,98361,86.703,98361,87.123,98361,88.967,98361,86.378,0,False
81.38,98362,87.442,98362,87.483,98362,81.645,98362,88.147,98362,81.693,98362,87.969,0,False
81.094,98363,86.848,98363,86.152,98363,80.637,98363,86.868,98363,83.164,98363,85.691,0,False
80.936,98364,84.119,98364,86.029,98364,81.752,98364,84.637,98364,86.256,98364,85.877,0,False
83.133,98365,87.883,98365,86.198,98365,82.566,98365,87.337,98365,81.723,98365,87.121,0,False
78.308,98366,84.495,98366,79.258,98366,76.721,98366,84.428,98366,82.823,98366,79.155,0,False
82.974,98367,85.47,98367,84.606,98367,82.074,98367,84.913,98367,84.25,98367,85.592,0,False
80.833,98368,83.61,98368,87.22,98368,80.907,98368,82.315,98368,82.952,98368,86.919,0,False
86.564,98369,90.447,98369,90.878,98369,85.096,98369,90.446,98369,89.872,98369,90.513,0,False
86.826,98370,88.072,98370,87.782,98370,86.324,98370,88.022,98370,87.263,98370,88.804,0,False
83.927,98371,87.997,98371,87.068,98371,85.673,98371,87.747,98371,87.352,98371,87.196,0,False
86.44,98372,87.351,98372,88.32,98372,86.255,98372,87.351,98372,89.447,98372,88.293,0,False
81.774,98373,84.295,98373,84.795,98373,77.887,98373,83.947,98373,82.465,98373,84.538,0,False
81.3,98374,86.263,98374,87.894,98374,85.322,98374,86.263,98374,88.177,98374,88.564,0,False
82.14,98375,87.622,98375,88.793,98375,80.957,98375,87.71,98375,86.008,98375,89.0,0,False
83.115,98376,85.171,98376,84.102,98376,82.469,98376,85.171,98376,84.115,98376,83.332,0,False
82.37,98377,86.471,98377,86.469,98377,82.359,98377,86.798,98377,85.599,98377,86.111,0,False
84.188,98378,86.111,98378,84.702,98378,85.278,98378,85.911,98378,83.993,98378,83.547,0,False
87.857,98379,87.603,98379,88.657,98379,87.572,98379,88.276,98379,88.134,98379,90.146,0,False
86.181,98380,86.471,98380,86.691,98380,86.65,98380,86.525,98380,87.307,98380,87.344,0,False
85.374,98381,84.562,98381,84.522,98381,82.827,98381,84.529,98381,83.275,98381,84.238,0,False
87.118,98382,89.412,98382,88.213,98382,87.288,98382,89.232,98382,88.756,98382,88.405,0,False
84.314,98383,86.547,98383,85.934,98383,83.175,98383,86.5,98383,84.921,98383,86.255,0,False
80.418,98384,84.223,98384,83.83,98384,81.279,98384,83.855,98384,81.935,98384,85.923,0,False
83.591,98385,85.023,98385,84.787,98385,83.591,98385,85.023,98385,86.411,98385,85.294,0,False
79.137,98386,84.183,98386,80.663,98386,80.956,98386,83.927,98386,80.945,98386,82.667,0,False
84.887,98387,88.353,98387,88.651,98387,77.152,98387,88.265,98387,85.835,98387,87.837,0,False
82.881,98388,86.357,98388,86.861,98388,82.593,98388,86.276,98388,82.207,98388,86.28,0,False
82.922,98389,84.399,98389,83.405,98389,80.997,98389,83.937,98389,83.56,98389,82.887,0,False
79.112,98390,85.928,98390,87.011,98390,81.918,98390,86.131,98390,81.427,98390,88.014,0,False
82.617,98391,86.031,98391,85.536,98391,85.291,98391,86.959,98391,85.333,98391,85.244,0,False
81.374,98392,86.161,98392,86.416,98392,80.602,98392,85.865,98392,85.445,98392,86.581,0,False
84.019,98393,85.847,98393,85.129,98393,83.998,98393,85.677,98393,88.233,98393,86.128,0,False
85.866,98394,88.327,98394,87.124,98394,88.24,98394,88.22,98394,85.404,98394,86.771,0,False
87.614,98395,90.14,98395,89.937,98395,88.454,98395,90.216,98395,90.745,98395,89.992,0,False
82.021,98396,85.987,98396,86.243,98396,81.793,98396,86.886,98396,85.021,98396,86.343,0,False
82.078,98397,86.267,98397,85.935,98397,83.782,98397,86.267,98397,84.932,98397,86.164,0,False
80.384,98398,84.147,98398,86.057,98398,81.402,98398,84.147,98398,82.399,98398,85.699,0,False
80.152,98399,85.302,98399,85.336,98399,80.152,98399,85.302,98399,84.617,98399,84.938,0,False
78.111,98400,83.348,98400,82.452,98400,78.436,98400,83.348,98400,81.434,98400,81.486,0,False
82.964,98401,82.312,98401,83.177,98401,83.45,98401,82.028,98401,82.964,98401,83.185,0,False
84.91,98402,87.579,98402,84.804,98402,85.766,98402,87.358,98402,85.974,98402,84.932,0,False
