resume DoorDash Score,Unnamed: 0,gpt_4o,Unnamed: 0,gpt_mini,Unnamed: 0,gpt_3.5,Unnamed: 0,gpt4o_twice,Unnamed: 0,Modifiedgpt4o-on3.5 DoorDash Score,Unnamed: 0,4o_on_mini,True Label,Will Manipulate
78.465,32072,79.573,32072,80.092,32072,78.633,32072,80.062,32072,80.002,32072,79.529,1,True
82.198,46443,84.239,46443,83.307,46443,80.873,46443,84.239,46443,82.513,46443,83.434,1,True
75.488,46506,77.846,46506,80.141,46506,77.017,46506,78.162,46506,75.738,46506,79.969,1,True
81.352,50300,83.067,50300,82.704,50300,81.175,50300,83.067,50300,83.062,50300,83.159,1,True
79.169,51419,79.585,51419,79.597,51419,78.358,51419,79.537,51419,80.571,51419,79.705,1,True
74.711,53971,79.748,53971,78.408,53971,74.659,53971,79.777,53971,81.105,53971,77.759,1,True
77.173,53972,79.213,53972,78.541,53972,78.768,53972,79.292,53972,79.827,53972,79.191,1,True
76.43,53973,78.971,53973,78.009,53973,76.113,53973,78.993,53973,79.47,53973,77.962,1,True
77.267,53974,78.033,53974,78.529,53974,76.96,53974,78.131,53974,77.748,53974,78.405,1,True
79.808,53975,79.809,53975,80.547,53975,80.233,53975,80.916,53975,77.676,53975,80.509,1,True
75.827,53976,75.778,53976,77.604,53976,75.838,53976,76.608,53976,74.093,53976,77.797,1,True
81.101,53977,81.299,53977,80.322,53977,79.906,53977,81.299,53977,80.622,53977,81.215,1,True
76.586,53978,76.255,53978,75.784,53978,75.703,53978,76.714,53978,76.42,53978,76.811,1,True
77.557,53979,77.777,53979,77.412,53979,76.353,53979,77.722,53979,76.345,53979,77.694,1,True
79.713,53981,77.528,53981,77.838,53981,77.047,53981,77.863,53981,77.338,53981,78.324,1,True
76.356,54796,76.187,54796,78.026,54796,76.034,54796,76.187,54796,76.824,54796,78.066,1,True
76.764,54797,79.762,54797,79.214,54797,77.811,54797,79.634,54797,78.403,54797,79.144,1,True
79.209,54798,80.204,54798,80.22,54798,78.613,54798,79.862,54798,79.997,54798,80.655,1,True
76.467,54799,79.081,54799,78.074,54799,76.505,54799,80.025,54799,79.534,54799,77.998,1,True
72.283,54800,75.991,54800,74.585,54800,72.05,54800,75.991,54800,73.683,54800,75.275,1,True
80.597,56453,80.649,56453,81.138,56453,80.797,56453,81.044,56453,82.37,56453,80.905,1,True
76.399,56528,77.948,56528,77.691,56528,77.357,56528,77.802,56528,78.601,56528,78.149,1,True
76.652,56542,76.7,56542,75.612,56542,73.571,56542,76.077,56542,75.54,56542,75.525,1,True
75.785,56543,79.537,56543,78.012,56543,74.825,56543,79.26,56543,78.83,56543,78.734,1,True
74.694,56544,77.192,56544,77.429,56544,71.971,56544,76.858,56544,77.989,56544,76.773,1,True
75.462,56545,81.655,56545,80.125,56545,77.342,56545,80.446,56545,78.422,56545,80.009,1,True
78.883,56618,78.604,56618,81.002,56618,77.268,56618,78.553,56618,79.876,56618,81.224,1,True
73.858,56619,75.951,56619,75.992,56619,73.431,56619,76.047,56619,74.4,56619,76.042,1,True
79.632,56629,80.702,56629,81.292,56629,80.662,56629,80.106,56629,81.336,56629,80.278,1,True
75.11,56630,76.486,56630,76.313,56630,73.613,56630,77.711,56630,79.329,56630,76.576,1,True
79.128,56631,79.861,56631,81.28,56631,80.016,56631,80.719,56631,80.246,56631,81.022,1,True
77.946,56632,80.494,56632,80.953,56632,76.482,56632,80.494,56632,79.595,56632,79.023,1,True
82.506,56633,82.018,56633,81.54,56633,78.286,56633,82.498,56633,80.775,56633,81.466,1,True
72.819,56634,78.197,56634,77.933,56634,72.443,56634,78.636,56634,78.175,56634,78.085,1,True
77.42,56635,78.866,56635,78.412,56635,77.87,56635,79.669,56635,78.264,56635,77.874,1,True
76.808,56637,75.471,56637,76.037,56637,74.916,56637,75.818,56637,76.529,56637,76.02,1,True
77.201,56638,80.954,56638,76.685,56638,76.496,56638,79.491,56638,75.875,56638,76.934,1,True
75.957,56639,77.579,56639,78.763,56639,75.289,56639,78.799,56639,78.006,56639,78.342,1,True
76.011,56641,78.593,56641,78.503,56641,76.377,56641,78.219,56641,77.641,56641,78.229,1,True
78.507,56642,79.705,56642,78.136,56642,78.101,56642,79.705,56642,76.71,56642,76.97,1,True
81.646,56643,82.734,56643,82.911,56643,81.042,56643,82.734,56643,83.237,56643,82.738,1,True
76.768,56644,78.835,56644,76.839,56644,75.125,56644,78.835,56644,78.675,56644,77.166,1,True
78.242,56645,79.056,56645,77.791,56645,76.567,56645,79.056,56645,80.038,56645,79.639,1,True
76.798,56646,75.472,56646,77.475,56646,73.679,56646,75.601,56646,73.766,56646,77.84,1,True
78.899,56647,78.921,56647,79.352,56647,77.089,56647,79.642,56647,78.781,56647,79.503,1,True
77.546,56648,78.936,56648,77.872,56648,78.358,56648,78.936,56648,77.618,56648,77.439,1,True
75.992,56649,76.721,56649,76.944,56649,77.258,56649,76.943,56649,78.668,56649,77.296,1,True
79.052,56650,78.125,56650,78.525,56650,74.926,56650,78.125,56650,77.007,56650,78.557,1,True
74.71,56651,78.251,56651,80.061,56651,74.47,56651,78.235,56651,78.144,56651,79.695,1,True
78.297,56652,78.791,56652,79.344,56652,78.291,56652,78.733,56652,81.415,56652,79.422,1,True
75.895,56653,80.433,56653,79.252,56653,76.286,56653,80.449,56653,77.228,56653,79.354,1,True
78.432,56654,81.673,56654,80.391,56654,78.432,56654,80.793,56654,80.486,56654,80.903,1,True
77.962,56656,77.77,56656,77.237,56656,75.89,56656,78.793,56656,76.081,56656,77.234,1,True
73.741,56657,77.571,56657,77.89,56657,73.576,56657,77.626,56657,77.062,56657,77.772,1,True
78.375,56661,80.427,56661,77.954,56661,76.717,56661,80.191,56661,77.318,56661,79.959,1,True
75.993,56662,78.658,56662,79.16,56662,76.132,56662,78.658,56662,79.321,56662,79.105,1,True
75.809,56725,78.771,56725,79.22,56725,75.809,56725,79.386,56725,78.724,56725,79.272,1,True
75.511,56795,76.27,56795,76.03,56795,72.452,56795,76.27,56795,72.009,56795,75.59,1,True
75.926,56796,76.543,56796,74.559,56796,73.395,56796,76.543,56796,72.365,56796,73.211,1,True
76.937,56797,75.43,56797,77.69,56797,76.876,56797,76.084,56797,77.9,56797,77.961,1,True
75.36,56798,80.19,56798,78.799,56798,74.727,56798,79.594,56798,75.636,56798,78.596,1,True
74.378,56799,74.884,56799,73.5,56799,74.378,56799,75.487,56799,75.819,56799,75.776,1,True
78.206,56800,79.886,56800,79.23,56800,78.206,56800,79.886,56800,79.885,56800,79.252,1,True
75.463,56801,78.27,56801,78.486,56801,74.876,56801,78.497,56801,78.478,56801,78.981,1,True
71.36,56802,77.536,56802,77.02,56802,76.042,56802,77.043,56802,78.098,56802,77.878,1,True
82.419,56803,80.613,56803,81.36,56803,80.15,56803,80.327,56803,81.051,56803,81.383,1,True
77.906,56804,77.121,56804,79.785,56804,77.609,56804,77.121,56804,79.312,56804,79.72,1,True
78.13,56805,79.954,56805,79.09,56805,78.003,56805,79.176,56805,79.967,56805,78.876,1,True
81.529,56807,81.084,56807,81.294,56807,82.168,56807,81.091,56807,83.186,56807,81.543,1,True
78.706,56809,79.787,56809,81.622,56809,77.218,56809,80.114,56809,80.828,56809,81.882,1,True
76.593,56859,76.816,56859,76.909,56859,75.876,56859,76.789,56859,77.295,56859,77.417,1,True
80.598,56860,77.606,56860,80.034,56860,77.297,56860,77.4,56860,79.471,56860,79.608,1,True
77.416,56861,76.204,56861,77.128,56861,77.321,56861,76.742,56861,74.295,56861,77.031,1,True
77.833,56862,78.148,56862,79.797,56862,79.205,56862,78.084,56862,80.446,56862,79.712,1,True
82.265,57384,82.248,57384,81.138,57384,81.17,57384,83.066,57384,82.492,57384,82.511,1,True
83.063,57400,82.957,57400,83.574,57400,83.013,57400,83.204,57400,83.937,57400,84.334,1,True
78.342,62042,81.057,62042,81.533,62042,80.397,62042,81.847,62042,82.0,62042,81.644,1,True
73.924,63086,77.483,63086,77.374,63086,74.355,63086,77.743,63086,78.903,63086,78.311,1,True
80.053,63087,82.043,63087,82.481,63087,77.458,63087,81.742,63087,83.769,63087,83.018,1,True
79.315,83710,80.041,83710,80.917,83710,80.222,83710,79.908,83710,82.546,83710,80.895,1,True
73.625,83711,78.798,83711,79.794,83711,74.124,83711,78.907,83711,78.734,83711,79.412,1,True
77.242,86666,78.925,86666,78.362,86666,77.242,86666,78.877,86666,78.724,86666,80.282,1,True
80.134,87779,82.443,87779,82.483,87779,80.239,87779,82.379,87779,84.816,87779,83.014,1,True
78.58,97622,78.449,97622,78.306,97622,77.863,97622,78.707,97622,78.193,97622,77.93,1,True
79.325,98134,79.797,98134,79.947,98134,77.142,98134,79.565,98134,79.138,98134,80.523,1,True
78.06,98135,78.56,98135,80.685,98135,78.799,98135,78.93,98135,78.452,98135,81.229,1,True
79.131,98136,77.577,98136,79.388,98136,76.21,98136,77.389,98136,76.24,98136,77.75,1,True
75.016,98137,74.781,98137,78.691,98137,75.19,98137,74.506,98137,78.141,98137,78.792,1,True
78.248,98138,79.69,98138,81.295,98138,78.716,98138,79.69,98138,80.968,98138,81.13,1,True
77.291,98171,75.717,98171,78.559,98171,77.29,98171,75.474,98171,76.807,98171,78.687,1,True
74.379,98172,78.128,98172,74.936,98172,73.16,98172,77.622,98172,74.3,98172,74.409,1,True
77.869,98173,79.697,98173,80.994,98173,77.058,98173,79.529,98173,80.297,98173,80.326,1,True
75.013,98245,79.477,98245,79.878,98245,76.292,98245,79.447,98245,77.561,98245,79.957,1,True
81.731,98250,81.427,98250,82.317,98250,81.743,98250,81.401,98250,81.666,98250,83.121,1,True
76.195,98251,78.644,98251,78.438,98251,76.195,98251,78.373,98251,78.149,98251,79.076,1,True
76.396,98252,78.509,98252,81.362,98252,77.348,98252,78.591,98252,81.059,98252,80.811,1,True
79.332,98253,82.142,98253,81.262,98253,79.639,98253,81.864,98253,78.3,98253,81.772,1,True
75.904,98254,78.425,98254,78.165,98254,74.508,98254,78.35,98254,79.363,98254,77.358,1,True
80.908,98255,82.313,98255,81.943,98255,79.385,98255,82.389,98255,80.44,98255,80.887,1,True
77.506,98256,77.991,98256,80.342,98256,77.181,98256,77.991,98256,78.715,98256,81.244,1,True
81.031,98257,80.765,98257,82.275,98257,81.848,98257,81.329,98257,81.684,98257,82.53,1,True
78.106,98258,79.94,98258,80.167,98258,77.602,98258,79.94,98258,78.717,98258,80.202,1,True
79.045,98259,80.227,98259,79.991,98259,79.111,98259,80.326,98259,80.983,98259,79.454,1,True
77.723,98260,83.392,98260,81.618,98260,81.487,98260,83.44,98260,84.721,98260,81.494,1,True
78.412,98261,78.644,98261,81.075,98261,81.424,98261,82.983,98261,81.856,98261,81.266,1,True
78.653,98262,79.821,98262,81.345,98262,78.151,98262,79.617,98262,80.268,98262,82.744,1,True
77.748,98263,80.604,98263,80.938,98263,74.912,98263,80.644,98263,76.601,98263,81.223,1,True
80.937,98264,83.637,98264,83.89,98264,80.115,98264,83.318,98264,79.249,98264,82.62,1,True
80.786,98265,82.529,98265,84.318,98265,81.048,98265,82.511,98265,82.365,98265,84.56,1,True
82.737,98266,84.916,98266,84.067,98266,82.341,98266,85.111,98266,85.868,98266,83.852,1,True
76.138,98267,80.168,98267,78.995,98267,76.575,98267,80.181,98267,77.465,98267,79.028,1,True
76.766,98268,78.669,98268,81.161,98268,77.117,98268,78.562,98268,81.018,98268,80.752,1,True
77.463,98269,79.959,98269,81.34,98269,77.463,98269,80.18,98269,81.465,98269,81.142,1,True
77.622,98270,80.744,98270,81.046,98270,79.157,98270,80.744,98270,79.296,98270,82.146,1,True
76.141,98271,79.391,98271,78.139,98271,76.144,98271,79.472,98271,79.044,98271,78.156,1,True
80.152,98272,79.32,98272,79.319,98272,80.287,98272,79.32,98272,79.284,98272,79.553,1,True
78.203,98273,80.602,98273,81.018,98273,78.085,98273,80.367,98273,81.348,98273,81.231,1,False
78.065,98274,79.757,98274,78.919,98274,79.023,98274,80.092,98274,77.385,98274,80.288,1,False
78.649,98275,80.382,98275,79.976,98275,78.628,98275,80.678,98275,78.9,98275,79.732,1,False
78.466,98276,77.618,98276,78.808,98276,79.049,98276,77.762,98276,78.645,98276,78.36,1,False
77.925,98277,79.077,98277,78.928,98277,78.272,98277,79.25,98277,79.628,98277,79.054,1,False
78.303,98278,78.614,98278,78.493,98278,77.119,98278,78.776,98278,78.322,98278,78.935,1,False
82.023,98279,80.199,98279,82.09,98279,78.981,98279,80.266,98279,79.312,98279,82.506,1,False
79.168,98280,80.882,98280,79.965,98280,79.001,98280,80.882,98280,79.703,98280,80.475,1,False
78.575,98281,80.167,98281,79.807,98281,78.424,98281,80.715,98281,78.96,98281,80.183,1,False
79.362,98282,80.212,98282,81.78,98282,78.395,98282,81.372,98282,78.157,98282,81.517,1,False
83.116,98283,81.374,98283,81.589,98283,84.29,98283,81.374,98283,84.041,98283,81.129,1,False
74.147,98284,77.617,98284,75.373,98284,79.015,98284,78.523,98284,77.915,98284,76.061,1,False
77.765,98285,79.204,98285,77.786,98285,77.137,98285,79.204,98285,77.136,98285,78.124,1,False
80.179,98286,80.877,98286,80.212,98286,80.179,98286,81.972,98286,81.426,98286,81.713,1,False
81.508,98287,81.941,98287,81.174,98287,80.725,98287,81.188,98287,79.607,98287,81.006,1,False
77.517,98288,79.298,98288,77.253,98288,77.848,98288,79.158,98288,80.15,98288,76.916,1,False
76.038,98289,80.419,98289,79.029,98289,75.668,98289,80.145,98289,78.537,98289,79.31,1,False
75.701,98290,78.312,98290,76.145,98290,75.081,98290,78.19,98290,79.506,98290,77.44,1,False
77.424,98291,81.412,98291,80.529,98291,79.022,98291,81.165,98291,80.57,98291,79.862,1,False
80.611,98292,77.641,98292,78.837,98292,79.809,98292,77.811,98292,81.872,98292,79.107,1,False
77.568,98293,81.409,98293,80.475,98293,78.028,98293,81.137,98293,79.896,98293,80.487,1,False
77.539,98294,79.372,98294,81.519,98294,77.539,98294,79.372,98294,79.644,98294,82.438,1,False
78.971,98295,81.134,98295,81.471,98295,78.815,98295,81.408,98295,80.342,98295,81.314,1,False
78.982,98296,74.9,98296,78.79,98296,77.937,98296,75.616,98296,78.345,98296,78.751,1,False
80.66,98297,79.965,98297,81.396,98297,80.2,98297,79.847,98297,80.62,98297,81.008,1,False
81.461,98298,81.419,98298,80.107,98298,80.394,98298,81.876,98298,78.277,98298,80.299,1,False
78.629,98299,79.456,98299,79.904,98299,76.868,98299,79.551,98299,80.314,98299,80.117,1,False
77.878,98300,79.566,98300,79.622,98300,78.195,98300,80.065,98300,78.101,98300,79.58,1,False
74.19,98301,74.016,98301,79.23,98301,74.404,98301,75.598,98301,75.543,98301,79.889,1,False
79.438,98302,80.866,98302,81.027,98302,80.203,98302,81.227,98302,82.81,98302,81.411,1,False
79.498,98303,80.424,98303,80.682,98303,78.532,98303,80.424,98303,79.932,98303,80.886,1,False
79.643,98304,80.214,98304,79.031,98304,79.306,98304,80.387,98304,79.732,98304,78.33,1,False
81.933,98305,82.289,98305,82.097,98305,82.86,98305,82.264,98305,82.887,98305,82.42,1,False
76.646,98306,77.71,98306,82.196,98306,79.116,98306,77.65,98306,79.341,98306,82.388,1,False
76.417,98307,77.425,98307,78.66,98307,76.07,98307,80.163,98307,77.678,98307,78.925,1,False
78.557,98308,78.151,98308,79.087,98308,78.557,98308,77.998,98308,76.788,98308,78.862,1,False
80.006,98309,79.559,98309,81.452,98309,79.844,98309,79.673,98309,81.187,98309,81.327,1,False
78.286,98310,84.114,98310,84.002,98310,78.286,98310,83.884,98310,81.789,98310,83.869,1,False
79.733,98311,76.966,98311,79.336,98311,78.362,98311,77.491,98311,78.492,98311,78.495,1,False
78.156,98312,76.781,98312,79.526,98312,77.916,98312,77.762,98312,79.695,98312,79.364,1,False
79.9,98313,81.453,98313,80.729,98313,78.828,98313,80.784,98313,80.573,98313,80.653,1,False
83.101,98314,84.136,98314,83.769,98314,81.053,98314,84.136,98314,80.686,98314,83.468,1,False
80.481,98315,79.983,98315,79.629,98315,77.138,98315,79.983,98315,81.02,98315,79.502,1,False
85.276,98316,84.047,98316,84.43,98316,85.123,98316,83.974,98316,85.362,98316,83.547,1,False
77.873,98317,77.861,98317,78.804,98317,75.075,98317,77.325,98317,74.64,98317,79.547,1,False
78.138,98318,78.943,98318,81.126,98318,78.557,98318,78.867,98318,79.237,98318,80.514,1,False
79.223,98319,78.918,98319,80.84,98319,79.444,98319,79.095,98319,78.35,98319,80.603,1,False
79.388,98320,77.098,98320,79.961,98320,77.644,98320,76.698,98320,77.974,98320,79.349,1,False
79.715,98321,81.079,98321,81.78,98321,78.95,98321,81.835,98321,79.324,98321,82.493,1,False
76.962,98322,78.173,98322,81.061,98322,75.937,98322,78.149,98322,75.971,98322,80.953,1,False
79.101,98323,80.226,98323,77.949,98323,79.225,98323,79.946,98323,80.391,98323,78.461,1,False
77.363,98324,80.384,98324,79.197,98324,77.345,98324,80.978,98324,75.688,98324,79.972,1,False
78.917,98325,81.451,98325,79.564,98325,78.917,98325,81.214,98325,80.652,98325,79.521,1,False
77.435,98326,78.729,98326,78.578,98326,76.16,98326,78.639,98326,79.352,98326,78.832,1,False
76.629,98327,79.269,98327,80.004,98327,76.664,98327,79.964,98327,81.34,98327,79.372,1,False
79.198,98328,79.576,98328,80.147,98328,80.599,98328,79.576,98328,80.569,98328,80.65,1,False
79.445,98329,78.663,98329,79.268,98329,79.04,98329,79.175,98329,80.032,98329,78.367,1,False
80.149,98330,80.274,98330,80.11,98330,82.416,98330,80.288,98330,82.15,98330,79.509,1,False
75.304,98331,78.218,98331,80.7,98331,76.904,98331,77.978,98331,79.197,98331,81.021,1,False
78.333,98332,79.196,98332,77.94,98332,75.742,98332,78.857,98332,77.262,98332,76.996,1,False
76.082,98333,78.987,98333,78.194,98333,72.961,98333,78.751,98333,78.106,98333,78.085,1,False
75.334,98334,80.455,98334,82.101,98334,74.591,98334,80.455,98334,84.573,98334,82.523,1,False
79.085,98335,80.651,98335,81.716,98335,78.756,98335,80.734,98335,80.187,98335,81.933,1,False
78.047,98336,80.506,98336,80.727,98336,77.285,98336,80.048,98336,79.641,98336,80.451,1,False
78.386,98337,78.267,98337,77.312,98337,78.102,98337,78.64,98337,78.282,98337,79.004,1,False
79.253,98338,80.934,98338,79.817,98338,79.253,98338,80.182,98338,79.696,98338,79.8,1,False
76.062,98339,79.282,98339,79.181,98339,73.065,98339,78.237,98339,75.198,98339,77.648,1,False
75.39,98340,79.77,98340,79.273,98340,75.457,98340,79.565,98340,81.18,98340,79.056,1,False
79.782,98341,79.58,98341,79.549,98341,79.52,98341,79.774,98341,80.205,98341,80.269,1,False
81.774,98342,81.778,98342,81.688,98342,83.143,98342,81.703,98342,82.969,98342,82.137,1,False
73.227,98343,75.444,98343,73.292,98343,73.036,98343,75.62,98343,75.235,98343,74.639,1,False
79.206,98344,81.276,98344,80.286,98344,78.898,98344,81.044,98344,79.216,98344,80.94,1,False
79.357,98345,79.65,98345,82.394,98345,79.357,98345,80.177,98345,80.127,98345,82.11,1,False
75.881,98346,77.121,98346,79.637,98346,75.25,98346,76.836,98346,82.392,98346,79.779,1,False
78.961,98347,80.376,98347,80.854,98347,79.3,98347,79.199,98347,81.193,98347,80.994,1,False
76.306,98348,78.879,98348,78.946,98348,76.339,98348,79.146,98348,79.944,98348,78.876,1,False
80.575,98349,80.379,98349,82.735,98349,77.526,98349,80.216,98349,81.087,98349,81.579,1,False
80.918,98350,80.639,98350,79.526,98350,78.584,98350,80.02,98350,79.931,98350,79.526,1,False
79.603,98351,78.101,98351,79.217,98351,79.603,98351,78.86,98351,79.473,98351,78.724,1,False
75.397,98352,78.344,98352,76.153,98352,74.853,98352,78.344,98352,77.897,98352,76.043,1,False
77.359,98353,79.56,98353,77.538,98353,76.213,98353,79.269,98353,77.395,98353,77.764,1,False
76.037,98354,78.163,98354,76.701,98354,76.037,98354,78.167,98354,79.726,98354,79.514,1,False
79.338,98355,83.416,98355,81.342,98355,78.828,98355,83.416,98355,79.172,98355,80.883,1,False
77.374,98356,78.455,98356,79.058,98356,77.374,98356,79.064,98356,77.386,98356,79.771,1,False
79.489,98357,81.719,98357,81.971,98357,79.607,98357,80.888,98357,82.799,98357,82.125,1,False
79.465,98358,81.892,98358,80.258,98358,77.847,98358,82.193,98358,78.238,98358,80.589,1,False
74.511,98359,80.847,98359,75.623,98359,76.548,98359,80.333,98359,76.49,98359,76.738,1,False
77.091,98360,78.944,98360,80.665,98360,76.841,98360,78.973,98360,79.953,98360,80.547,1,False
79.264,98361,79.537,98361,80.203,98361,80.281,98361,79.236,98361,80.899,98361,80.575,1,False
76.92,98362,79.26,98362,78.975,98362,76.808,98362,79.408,98362,75.815,98362,79.902,1,False
76.165,98363,79.21,98363,79.452,98363,75.499,98363,79.755,98363,77.367,98363,78.458,1,False
75.093,98364,77.11,98364,76.885,98364,74.925,98364,76.566,98364,78.205,98364,76.425,1,False
77.615,98365,79.413,98365,78.338,98365,76.389,98365,79.229,98365,76.515,98365,78.464,1,False
77.103,98366,79.18,98366,77.326,98366,75.293,98366,79.183,98366,79.879,98366,77.562,1,False
80.262,98367,81.2,98367,80.544,98367,79.985,98367,82.108,98367,80.54,98367,81.034,1,False
76.634,98368,79.142,98368,80.389,98368,76.914,98368,78.297,98368,77.149,98368,79.619,1,False
77.483,98369,80.035,98369,79.214,98369,75.989,98369,80.194,98369,79.181,98369,79.931,1,False
80.322,98370,79.928,98370,79.886,98370,79.69,98370,79.676,98370,79.128,98370,81.16,1,False
78.188,98371,80.386,98371,80.137,98371,78.672,98371,80.429,98371,78.856,98371,79.237,1,False
80.16,98372,80.954,98372,80.398,98372,79.206,98372,80.954,98372,82.207,98372,80.923,1,False
81.158,98373,83.084,98373,82.948,98373,78.876,98373,82.194,98373,82.149,98373,82.912,1,False
78.672,98374,81.651,98374,82.168,98374,81.185,98374,81.651,98374,82.187,98374,82.296,1,False
78.05,98375,80.828,98375,81.391,98375,77.188,98375,81.306,98375,79.649,98375,81.494,1,False
79.662,98376,81.717,98376,81.094,98376,78.725,98376,81.717,98376,80.278,98376,80.622,1,False
77.726,98377,80.733,98377,79.85,98377,77.999,98377,80.534,98377,79.505,98377,79.722,1,False
80.624,98378,81.243,98378,81.224,98378,78.815,98378,81.488,98378,79.463,98378,80.623,1,False
81.36,98379,79.3,98379,82.353,98379,80.53,98379,81.243,98379,81.279,98379,82.636,1,False
80.571,98380,81.449,98380,81.487,98380,79.956,98380,81.461,98380,80.715,98380,81.826,1,False
76.965,98381,79.303,98381,78.086,98381,75.547,98381,79.081,98381,78.223,98381,78.194,1,False
80.223,98382,79.371,98382,77.819,98382,77.923,98382,80.012,98382,79.353,98382,77.813,1,False
79.874,98383,81.701,98383,80.737,98383,79.879,98383,81.65,98383,80.199,98383,81.788,1,False
79.729,98384,82.589,98384,82.376,98384,80.185,98384,82.126,98384,80.112,98384,80.968,1,False
76.527,98385,78.226,98385,78.143,98385,76.527,98385,78.226,98385,77.906,98385,78.062,1,False
75.215,98386,79.926,98386,76.87,98386,77.143,98386,79.479,98386,76.784,98386,79.45,1,False
80.609,98387,80.713,98387,81.984,98387,74.115,98387,81.123,98387,79.272,98387,81.157,1,False
82.031,98388,82.086,98388,80.307,98388,80.918,98388,82.171,98388,81.274,98388,80.894,1,False
80.423,98389,81.19,98389,79.107,98389,79.053,98389,81.098,98389,82.431,98389,79.747,1,False
80.823,98390,81.118,98390,81.038,98390,81.11,98390,81.149,98390,80.863,98390,81.586,1,False
78.568,98391,80.716,98391,79.228,98391,78.478,98391,80.713,98391,81.159,98391,79.053,1,False
76.185,98392,79.358,98392,79.125,98392,76.923,98392,79.181,98392,77.967,98392,78.695,1,False
76.06,98393,78.021,98393,77.942,98393,75.632,98393,78.115,98393,79.638,98393,78.544,1,False
73.03,98394,76.657,98394,76.508,98394,74.841,98394,76.651,98394,75.168,98394,76.52,1,False
78.697,98395,79.34,98395,80.222,98395,78.942,98395,79.625,98395,80.22,98395,80.008,1,False
77.467,98396,80.002,98396,79.908,98396,77.356,98396,80.043,98396,80.189,98396,79.569,1,False
76.224,98397,79.5,98397,78.872,98397,78.186,98397,79.5,98397,79.903,98397,79.577,1,False
77.442,98398,81.025,98398,79.703,98398,77.895,98398,81.025,98398,78.194,98398,79.16,1,False
73.558,98399,77.492,98399,77.7,98399,73.558,98399,77.492,98399,77.607,98399,78.083,1,False
76.062,98400,81.13,98400,80.06,98400,76.195,98400,81.13,98400,77.168,98400,80.214,1,False
78.413,98401,79.027,98401,78.834,98401,79.092,98401,78.45,98401,78.886,98401,78.978,1,False
83.437,98402,83.953,98402,83.923,98402,83.625,98402,83.508,98402,84.181,98402,83.768,1,False
