CV Google Score,Unnamed: 0,gpt_4o,Unnamed: 0,gpt_mini,Unnamed: 0,gpt_3.5,Unnamed: 0,gpt4o_twice,Unnamed: 0,4o_on_35,Unnamed: 0,4o_on_mini,True Label,Will Manipulate
82.231,52,83.916,52,81.978,52,82.069,52,83.489,52,82.068,52,81.747,0,True
84.079,53,80.061,53,83.957,53,84.996,53,79.935,53,85.969,53,84.786,0,True
85.566,54,85.073,54,84.885,54,84.201,54,85.575,54,84.185,54,84.51,0,True
81.985,55,83.672,55,83.184,55,82.073,55,83.376,55,83.614,55,83.354,0,True
84.915,56,85.024,56,84.931,56,84.464,56,84.614,56,84.724,56,84.953,0,True
82.445,57,85.139,57,82.319,57,81.462,57,84.277,57,81.715,57,81.992,0,True
84.023,58,84.652,58,85.129,58,81.11,58,84.765,58,81.132,58,85.427,0,True
82.528,59,82.706,59,82.424,59,82.571,59,82.554,59,82.668,59,82.647,0,True
83.813,60,83.322,60,84.045,60,83.328,60,83.322,60,83.431,60,83.517,0,True
82.713,61,82.802,61,83.565,61,80.801,61,83.056,61,80.998,61,82.585,0,True
84.096,62,84.568,62,84.13,62,79.251,62,84.568,62,80.761,62,79.335,0,True
83.844,63,85.595,63,83.844,63,84.016,63,85.521,63,84.423,63,84.671,0,True
80.364,64,81.273,64,81.002,64,83.704,64,82.261,64,83.481,64,81.0,0,True
85.546,65,84.788,65,85.528,65,85.274,65,84.788,65,85.324,65,85.478,0,True
86.122,66,86.484,66,86.787,66,86.396,66,87.122,66,81.54,66,87.374,0,True
83.034,67,84.254,67,83.446,67,83.917,67,83.818,67,84.251,67,84.179,0,True
84.2,68,84.572,68,84.242,68,83.659,68,84.572,68,83.624,68,84.956,0,True
84.636,69,84.262,69,84.665,69,84.392,69,84.262,69,84.589,69,84.548,0,True
85.342,70,86.29,70,85.033,70,85.033,70,85.89,70,85.033,70,85.033,0,True
83.007,71,83.542,71,83.133,71,82.082,71,83.268,71,83.231,71,83.133,0,True
84.39,72,84.439,72,84.121,72,81.73,72,84.431,72,81.125,72,84.019,0,True
83.063,73,83.313,73,83.64,73,85.551,73,83.313,73,85.329,73,82.925,0,True
84.868,74,84.427,74,86.109,74,81.33,74,84.427,74,80.065,74,85.478,0,True
83.824,75,83.555,75,83.925,75,84.694,75,84.164,75,84.572,75,84.219,0,True
81.451,76,80.486,76,81.481,76,79.263,76,80.674,76,79.027,76,82.122,0,True
84.202,77,79.843,77,79.837,77,80.097,77,79.091,77,80.894,77,79.845,0,True
85.632,78,85.281,78,84.964,78,75.182,78,85.3,78,76.09,78,84.236,0,True
83.661,79,83.903,79,83.079,79,83.154,79,84.538,79,83.816,79,83.079,0,True
82.661,80,82.871,80,83.328,80,83.137,80,82.863,80,82.837,80,83.119,0,True
85.657,81,85.883,81,86.456,81,79.5,81,85.689,81,79.532,81,85.516,0,True
81.026,82,81.805,82,81.408,82,81.278,82,83.952,82,81.223,82,80.98,0,True
73.678,83,74.319,83,74.319,83,80.279,83,80.044,83,81.546,83,80.044,0,True
80.819,84,81.483,84,81.74,84,81.958,84,82.406,84,83.509,84,82.642,0,True
81.366,85,84.574,85,81.41,85,81.366,85,84.306,85,84.779,85,84.574,0,True
84.939,86,85.137,86,85.099,86,83.729,86,85.069,86,83.747,86,85.175,0,True
83.799,87,83.976,87,83.816,87,80.246,87,83.963,87,80.125,87,83.861,0,True
83.605,88,81.74,88,83.577,88,82.946,88,81.74,88,82.888,88,83.594,0,True
84.028,89,86.072,89,85.466,89,84.548,89,86.24,89,84.604,89,85.466,0,True
80.803,90,76.749,90,76.166,90,76.722,90,76.69,90,76.504,90,76.438,0,True
83.94,91,83.945,91,83.771,91,82.809,91,83.943,91,82.809,91,82.878,0,True
82.551,92,80.166,92,82.194,92,77.943,92,80.166,92,78.189,92,82.812,0,True
84.096,93,83.752,93,85.296,93,84.203,93,83.752,93,84.403,93,85.296,0,True
82.873,94,83.004,94,76.413,94,76.5,94,83.004,94,76.137,94,77.215,0,True
82.0,95,82.419,95,82.0,95,82.0,95,82.419,95,82.419,95,82.419,0,True
85.614,96,85.379,96,85.481,96,84.8,96,84.794,96,84.589,96,85.804,0,True
83.276,97,84.964,97,83.978,97,83.597,97,85.247,97,85.416,97,84.147,0,True
83.945,98,83.828,98,83.852,98,83.945,98,83.844,98,83.513,98,83.606,0,True
84.578,99,84.683,99,84.655,99,80.669,99,84.611,99,80.834,99,85.379,0,True
82.2,100,79.135,100,78.878,100,75.916,100,79.21,100,81.219,100,80.622,0,True
86.885,101,86.936,101,86.347,101,85.919,101,86.963,101,86.32,101,86.347,0,True
82.245,102,82.108,102,82.245,102,82.32,102,81.83,102,82.425,102,82.231,0,True
82.609,103,82.897,103,82.557,103,81.665,103,82.897,103,81.665,103,82.287,0,True
85.029,104,84.848,104,84.902,104,85.074,104,84.848,104,85.754,104,84.331,0,True
83.247,105,82.88,105,82.933,105,82.933,105,83.194,105,82.801,105,83.494,0,True
82.347,106,83.2,106,82.769,106,82.517,106,83.2,106,83.496,106,82.66,0,True
85.796,107,85.58,107,85.792,107,85.751,107,85.339,107,85.053,107,85.384,0,True
82.605,108,82.994,108,83.265,108,83.438,108,82.994,108,83.692,108,82.963,0,True
83.373,109,83.473,109,83.055,109,82.808,109,83.473,109,82.823,109,83.014,0,True
86.569,110,85.524,110,86.545,110,86.276,110,85.039,110,86.034,110,85.595,0,True
85.281,111,85.602,111,85.432,111,85.491,111,85.315,111,85.453,111,85.588,0,True
83.223,112,83.289,112,82.859,112,83.278,112,83.391,112,83.461,112,83.285,0,True
83.893,113,83.576,113,84.604,113,84.814,113,83.842,113,83.671,113,83.826,0,True
85.128,114,85.318,114,85.119,114,86.346,114,84.795,114,86.346,114,85.2,0,True
82.124,115,80.552,115,81.832,115,81.382,115,80.552,115,81.382,115,80.495,0,True
82.555,116,83.13,116,82.127,116,80.576,116,83.13,116,80.576,116,81.228,0,True
84.35,117,85.119,117,84.491,117,84.627,117,82.679,117,83.715,117,84.138,0,True
84.184,118,85.842,118,85.126,118,84.146,118,84.676,118,82.425,118,85.129,0,True
84.123,119,85.585,119,84.236,119,84.438,119,85.457,119,86.539,119,86.467,0,True
83.635,120,82.212,120,82.212,120,81.804,120,82.135,120,82.72,120,82.5,0,True
83.391,121,83.125,121,82.922,121,83.721,121,82.996,121,83.936,121,83.104,0,True
82.444,122,83.313,122,82.695,122,80.987,122,82.278,122,80.451,122,82.073,0,True
85.511,123,84.775,123,85.636,123,84.52,123,84.775,123,84.391,123,85.21,0,True
88.815,124,88.379,124,88.037,124,89.194,124,88.379,124,88.127,124,89.061,0,True
84.285,125,84.197,125,84.422,125,81.298,125,84.25,125,80.396,125,83.577,0,True
82.655,126,83.398,126,81.351,126,78.188,126,83.43,126,78.651,126,82.964,0,True
80.321,127,82.368,127,80.186,127,82.069,127,82.292,127,83.081,127,82.401,0,True
83.946,128,85.476,128,83.694,128,85.676,128,85.51,128,85.637,128,86.034,0,True
83.127,129,83.486,129,83.237,129,83.78,129,83.486,129,83.337,129,83.402,0,True
84.058,130,84.875,130,85.001,130,84.405,130,84.875,130,84.147,130,84.693,0,False
83.366,131,82.718,131,83.148,131,82.169,131,81.155,131,81.887,131,82.077,0,False
84.419,132,83.92,132,84.219,132,84.143,132,83.92,132,84.863,132,83.675,0,False
81.688,133,81.534,133,81.688,133,81.882,133,81.926,133,82.216,133,81.764,0,False
83.047,134,82.809,134,82.857,134,77.1,134,82.821,134,81.579,134,82.831,0,False
85.244,135,84.803,135,85.199,135,85.266,135,85.431,135,84.822,135,84.821,0,False
85.448,136,85.947,136,85.392,136,85.309,136,85.947,136,84.038,136,87.286,0,False
83.465,137,84.147,137,83.599,137,83.465,137,84.147,137,84.222,137,83.996,0,False
84.692,138,84.825,138,84.716,138,83.754,138,85.067,138,83.792,138,84.771,0,False
84.966,139,86.674,139,85.039,139,85.481,139,86.687,139,86.512,139,85.027,0,False
84.724,140,84.671,140,84.671,140,84.262,140,84.703,140,83.993,140,84.393,0,False
80.343,141,80.689,141,80.689,141,80.343,141,80.268,141,80.689,141,80.705,0,False
83.623,142,84.5,142,84.165,142,84.165,142,84.621,142,85.166,142,84.396,0,False
86.038,143,86.578,143,86.292,143,86.159,143,86.631,143,86.194,143,86.327,0,False
84.637,144,84.994,144,83.867,144,84.92,144,84.876,144,85.2,144,85.585,0,False
83.997,145,83.298,145,83.011,145,82.866,145,83.298,145,82.914,145,83.674,0,False
85.251,146,84.418,146,85.087,146,84.208,146,84.531,146,84.146,146,85.025,0,False
82.93,147,84.502,147,83.414,147,82.8,147,84.337,147,83.97,147,83.905,0,False
82.942,148,83.48,148,83.558,148,83.41,148,83.48,148,83.554,148,84.001,0,False
80.474,149,80.49,149,80.474,149,79.023,149,79.766,149,79.305,149,80.37,0,False
83.96,150,83.995,150,83.661,150,83.543,150,83.766,150,83.038,150,83.371,0,False
84.549,151,84.895,151,85.585,151,85.047,151,85.279,151,84.748,151,85.654,0,False
84.804,152,85.399,152,84.965,152,84.823,152,85.631,152,83.751,152,84.862,0,False
85.413,153,86.167,153,85.693,153,86.246,153,86.167,153,86.32,153,85.776,0,False
85.864,154,85.947,154,85.833,154,84.7,154,85.146,154,85.025,154,85.03,0,False
83.787,155,85.275,155,83.528,155,83.754,155,85.131,155,83.574,155,83.799,0,False
81.887,156,83.159,156,81.852,156,82.207,156,83.766,156,84.14,156,84.095,0,False
84.016,157,85.585,157,84.01,157,84.631,157,85.336,157,85.338,157,85.359,0,False
84.973,158,85.182,158,84.837,158,83.299,158,85.182,158,84.239,158,84.716,0,False
85.946,159,85.702,159,86.055,159,86.134,159,85.702,159,85.055,159,85.616,0,False
83.566,160,83.565,160,83.57,160,82.442,160,83.565,160,82.149,160,83.238,0,False
85.198,161,84.625,161,85.624,161,83.859,161,84.625,161,83.927,161,85.624,0,False
83.852,162,83.583,162,83.359,162,83.291,162,83.419,162,83.291,162,83.12,0,False
83.253,163,86.177,163,85.095,163,84.367,163,85.873,163,84.21,163,85.014,0,False
83.86,164,83.911,164,84.036,164,83.445,164,84.067,164,83.257,164,83.584,0,False
81.368,165,82.301,165,81.786,165,83.071,165,83.229,165,82.843,165,82.664,0,False
84.464,166,86.513,166,84.691,166,84.953,166,86.355,166,84.807,166,86.123,0,False
85.349,167,84.867,167,85.258,167,84.654,167,84.848,167,84.565,167,84.905,0,False
85.013,168,84.587,168,84.983,168,85.68,168,86.855,168,85.572,168,84.779,0,False
85.572,169,85.12,169,85.759,169,80.861,169,84.771,169,83.877,169,87.476,0,False
85.441,170,85.018,170,85.441,170,84.232,170,85.136,170,84.458,170,85.382,0,False
84.726,171,85.138,171,84.836,171,85.584,171,85.879,171,85.77,171,86.811,0,False
80.346,172,80.25,172,80.06,172,80.097,172,80.25,172,80.348,172,80.362,0,False
84.029,173,84.814,173,81.653,173,81.01,173,84.75,173,78.279,173,78.259,0,False
84.258,174,84.034,174,84.267,174,82.417,174,84.034,174,83.097,174,83.904,0,False
82.331,175,82.601,175,85.782,175,81.862,175,82.848,175,81.773,175,84.865,0,False
84.652,176,85.73,176,84.244,176,85.55,176,85.478,176,85.511,176,85.825,0,False
83.59,177,83.021,177,83.56,177,83.182,177,83.026,177,83.299,177,83.021,0,False
85.86,178,85.234,178,84.986,178,84.882,178,85.234,178,84.905,178,85.004,0,False
83.587,179,84.352,179,83.776,179,83.598,179,84.233,179,84.141,179,84.418,0,False
86.375,180,85.113,180,86.375,180,84.281,180,85.113,180,84.83,180,85.767,0,False
85.25,181,85.453,181,85.235,181,85.314,181,85.453,181,85.273,181,85.254,0,False
86.144,182,85.928,182,86.554,182,82.784,182,86.041,182,81.664,182,87.273,0,False
85.476,183,85.241,183,85.298,183,84.957,183,85.241,183,85.089,183,85.31,0,False
83.507,184,82.605,184,84.641,184,83.462,184,82.721,184,82.96,184,84.245,0,False
80.487,185,80.626,185,79.001,185,78.231,185,80.664,185,77.752,185,78.94,0,False
83.985,186,85.578,186,84.05,186,84.738,186,85.573,186,83.521,186,85.707,0,False
86.195,187,86.21,187,86.205,187,86.239,187,86.271,187,86.22,187,86.22,0,False
82.967,188,82.824,188,82.999,188,82.879,188,82.824,188,83.348,188,82.637,0,False
85.821,189,85.27,189,85.41,189,86.024,189,85.186,189,85.15,189,85.386,0,False
84.61,190,84.518,190,84.854,190,84.66,190,84.518,190,85.185,190,85.24,0,False
86.162,191,86.009,191,85.852,191,86.524,191,86.009,191,86.026,191,86.261,0,False
85.219,192,84.514,192,85.23,192,85.219,192,84.514,192,84.85,192,85.943,0,False
84.627,193,84.925,193,84.516,193,84.314,193,86.132,193,83.998,193,83.927,0,False
85.824,194,83.065,194,84.907,194,83.407,194,82.777,194,81.872,194,87.03,0,False
84.357,195,85.811,195,83.918,195,84.15,195,85.736,195,83.8,195,85.71,0,False
85.098,196,85.358,196,84.901,196,84.921,196,85.358,196,85.032,196,85.576,0,False
82.133,197,83.253,197,82.215,197,82.133,197,83.593,197,81.101,197,83.367,0,False
82.931,198,82.643,198,82.693,198,83.745,198,82.618,198,83.376,198,82.643,0,False
85.041,199,86.136,199,84.659,199,80.631,199,86.03,199,81.874,199,85.842,0,False
84.366,200,84.139,200,84.083,200,84.369,200,84.416,200,84.59,200,83.928,0,False
83.855,201,85.727,201,82.578,201,83.378,201,85.727,201,83.147,201,82.914,0,False
83.495,202,83.593,202,83.495,202,83.47,202,83.593,202,83.97,202,83.157,0,False
84.003,203,83.833,203,84.076,203,84.183,203,83.833,203,84.334,203,83.846,0,False
82.928,204,82.854,204,82.701,204,82.764,204,82.265,204,83.069,204,81.964,0,False
82.776,205,82.964,205,82.816,205,83.066,205,84.409,205,83.24,205,84.681,0,False
84.98,206,87.806,206,84.813,206,86.383,206,87.69,206,86.142,206,87.032,0,False
84.056,207,85.184,207,83.193,207,84.782,207,85.166,207,84.241,207,84.632,0,False
83.766,208,84.032,208,83.689,208,83.541,208,84.032,208,84.032,208,84.496,0,False
83.987,209,85.04,209,83.269,209,84.827,209,84.622,209,83.954,209,85.289,0,False
83.866,210,84.12,210,83.545,210,83.765,210,84.12,210,83.639,210,84.15,0,False
83.494,211,83.061,211,83.137,211,83.38,211,83.242,211,82.638,211,82.589,0,False
82.694,212,82.413,212,82.163,212,84.094,212,82.792,212,83.725,212,82.825,0,False
83.901,213,85.761,213,85.529,213,82.908,213,85.761,213,83.74,213,85.529,0,False
84.0,214,83.806,214,86.13,214,83.756,214,84.765,214,84.846,214,84.427,0,False
83.584,215,85.25,215,84.21,215,84.663,215,85.25,215,84.797,215,84.12,0,False
83.611,216,83.884,216,82.608,216,83.913,216,84.037,216,84.254,216,83.001,0,False
84.417,217,85.277,217,84.752,217,84.705,217,85.277,217,86.067,217,85.994,0,False
84.253,218,84.692,218,84.072,218,83.946,218,84.664,218,83.988,218,84.072,0,False
81.475,219,81.381,219,81.29,219,82.315,219,81.552,219,81.81,219,81.399,0,False
83.452,220,83.62,220,83.372,220,84.102,220,83.496,220,84.104,220,83.341,0,False
83.208,221,85.224,221,83.038,221,83.033,221,85.475,221,85.111,221,84.796,0,False
84.02,222,83.389,222,83.479,222,84.103,222,83.793,222,84.148,222,83.646,0,False
83.587,223,84.325,223,83.735,223,77.514,223,84.51,223,78.893,223,83.841,0,False
86.113,224,85.837,224,85.365,224,86.247,224,85.837,224,84.667,224,85.586,0,False
84.214,225,83.088,225,83.105,225,83.85,225,83.088,225,82.984,225,83.139,0,False
85.448,226,86.096,226,85.117,226,83.597,226,86.096,226,83.538,226,86.24,0,False
82.834,227,82.403,227,81.917,227,81.902,227,82.304,227,81.743,227,84.694,0,False
83.659,228,84.281,228,83.934,228,84.799,228,84.281,228,84.756,228,84.421,0,False
81.616,229,82.025,229,81.874,229,81.616,229,81.631,229,82.085,229,82.578,0,False
84.694,230,84.968,230,85.573,230,85.747,230,84.968,230,85.878,230,85.507,0,False
83.45,231,83.395,231,83.45,231,84.854,231,83.395,231,84.972,231,83.395,0,False
83.105,232,85.908,232,83.264,232,82.081,232,85.235,232,82.131,232,85.513,0,False
84.945,233,85.952,233,84.377,233,84.755,233,85.952,233,86.329,233,84.481,0,False
81.054,234,81.656,234,80.514,234,80.026,234,81.656,234,81.36,234,80.872,0,False
83.496,235,79.034,235,80.542,235,82.076,235,79.325,235,80.773,235,78.279,0,False
84.388,236,84.434,236,84.515,236,84.523,236,84.183,236,84.456,236,84.164,0,False
85.146,237,85.79,237,85.827,237,85.748,237,85.861,237,85.527,237,86.044,0,False
82.874,238,82.967,238,82.579,238,82.567,238,82.579,238,82.537,238,84.381,0,False
82.551,239,82.309,239,84.786,239,84.01,239,82.221,239,84.155,239,84.628,0,False
78.788,240,84.248,240,83.319,240,85.036,240,84.579,240,83.665,240,82.968,0,False
82.898,241,84.429,241,82.786,241,83.032,241,84.753,241,84.316,241,83.757,0,False
84.016,242,84.636,242,83.903,242,82.504,242,84.51,242,85.17,242,84.048,0,False
83.095,243,77.523,243,78.049,243,75.003,243,78.072,243,76.31,243,78.683,0,False
79.085,244,79.146,244,79.146,244,77.919,244,81.17,244,78.017,244,82.478,0,False
81.968,245,82.111,245,82.011,245,82.295,245,82.373,245,82.297,245,82.124,0,False
81.531,246,82.733,246,81.736,246,81.484,246,82.733,246,83.157,246,82.735,0,False
83.719,247,82.395,247,83.719,247,83.755,247,82.395,247,83.755,247,83.348,0,False
80.251,248,81.219,248,80.22,248,80.361,248,81.219,248,81.514,248,80.301,0,False
84.244,249,84.49,249,84.127,249,83.906,249,84.736,249,83.989,249,84.033,0,False
84.636,250,84.905,250,84.627,250,85.012,250,85.623,250,85.027,250,84.514,0,False
84.655,251,85.351,251,84.0,251,84.655,251,85.521,251,83.984,251,84.0,0,False
84.904,252,86.411,252,85.356,252,85.674,252,86.411,252,85.571,252,86.863,0,False
80.714,253,81.241,253,80.715,253,82.204,253,81.578,253,81.727,253,81.487,0,False
86.264,254,84.794,254,85.651,254,85.023,254,84.794,254,83.529,254,84.685,0,False
84.047,255,84.272,255,83.548,255,83.849,255,84.078,255,84.096,255,83.969,0,False
85.754,256,85.025,256,85.082,256,85.027,256,85.048,256,85.053,256,85.06,0,False
85.004,257,85.544,257,85.551,257,84.482,257,85.544,257,85.784,257,85.551,0,False
85.337,258,84.004,258,85.524,258,85.163,258,84.287,258,85.483,258,83.89,0,False
86.197,259,85.636,259,85.775,259,85.24,259,85.691,259,85.429,259,85.749,0,False
