CV DoorDash Score,Unnamed: 0,gpt_4o,Unnamed: 0,gpt_mini,Unnamed: 0,gpt_3.5,Unnamed: 0,gpt4o_twice,Unnamed: 0,4o_on_35,Unnamed: 0,4o_on_mini,True Label,Will Manipulate
82.64,52,84.442,52,82.341,52,82.73,52,84.398,52,82.795,52,82.27,1,True
83.091,53,78.983,53,82.038,53,82.902,53,78.938,53,83.976,53,82.524,1,True
83.047,54,82.879,54,82.278,54,82.303,54,83.058,54,82.319,54,82.345,1,True
80.426,55,81.491,55,81.012,55,80.301,55,81.247,55,81.261,55,81.35,1,True
83.296,56,83.168,56,83.237,56,82.793,56,82.25,56,83.043,56,82.583,1,True
82.109,57,83.745,57,81.837,57,81.089,57,82.801,57,81.253,57,81.399,1,True
84.156,58,84.203,58,83.83,58,79.481,58,84.258,58,79.229,58,83.966,1,True
81.783,59,81.847,59,81.633,59,81.315,59,81.5,59,81.608,59,81.992,1,True
84.039,60,84.16,60,84.124,60,83.428,60,84.16,60,83.564,60,83.75,1,True
80.459,61,80.216,61,81.694,61,79.311,61,80.717,61,79.197,61,80.839,1,True
82.832,62,83.143,62,82.76,62,78.29,62,83.143,62,79.178,62,78.126,1,True
82.926,63,84.273,63,82.926,63,83.009,63,84.196,63,83.279,63,83.859,1,True
82.046,64,82.045,64,81.895,64,83.408,64,82.379,64,83.25,64,81.87,1,True
83.08,65,83.385,65,83.09,65,83.243,65,83.385,65,82.905,65,83.593,1,True
82.845,66,83.246,66,83.755,66,83.017,66,84.141,66,78.107,66,83.851,1,True
82.783,67,83.86,67,83.191,67,83.044,67,83.004,67,83.226,67,82.984,1,True
82.186,68,82.586,68,82.236,68,81.936,68,82.586,68,81.641,68,82.978,1,True
83.686,69,83.093,69,83.765,69,83.58,69,83.093,69,82.406,69,83.91,1,True
83.79,70,84.016,70,83.225,70,83.225,70,83.587,70,83.225,70,83.225,1,True
81.899,71,82.404,71,82.804,71,81.691,71,83.044,71,82.338,71,82.804,1,True
82.549,72,82.612,72,82.126,72,79.549,72,82.618,72,78.825,72,82.28,1,True
82.655,73,82.773,73,82.45,73,84.33,73,82.773,73,83.951,73,82.055,1,True
83.767,74,83.287,74,83.948,74,80.688,74,83.287,74,79.617,74,83.235,1,True
83.262,75,82.867,75,83.158,75,83.719,75,83.602,75,83.595,75,83.68,1,True
79.035,76,78.231,76,79.584,76,77.256,76,78.375,76,77.042,76,79.917,1,True
82.056,77,77.766,77,77.714,77,78.394,77,77.369,77,79.135,77,77.54,1,True
84.962,78,85.062,78,85.195,78,76.22,78,85.354,78,76.39,78,84.302,1,True
81.819,79,81.918,79,81.175,79,81.357,79,81.985,79,81.68,79,81.175,1,True
81.342,80,81.706,80,81.636,80,81.727,80,81.673,80,81.744,80,81.716,1,True
83.542,81,83.113,81,83.654,81,78.369,81,83.124,81,78.482,81,82.994,1,True
80.576,82,82.045,82,81.546,82,81.239,82,83.596,82,81.019,82,81.558,1,True
74.067,83,73.599,83,73.599,83,78.51,83,78.633,83,79.711,83,78.633,1,True
80.633,84,80.762,84,81.074,84,81.354,84,81.046,84,81.929,84,81.374,1,True
80.807,85,82.418,85,80.627,85,80.807,85,82.273,85,82.136,85,82.418,1,True
83.504,86,82.47,86,83.574,86,81.861,86,82.761,86,81.816,86,82.706,1,True
82.6,87,82.875,87,82.48,87,80.505,87,82.534,87,80.265,87,82.545,1,True
85.521,88,83.722,88,85.522,88,83.786,88,83.722,88,84.216,88,85.563,1,True
83.411,89,84.666,89,84.182,89,83.419,89,84.912,89,83.562,89,84.182,1,True
79.978,90,76.477,90,76.296,90,76.092,90,76.474,90,75.936,90,76.358,1,True
82.565,91,82.909,91,82.423,91,81.748,91,82.966,91,81.748,91,81.891,1,True
83.678,92,81.125,92,84.114,92,78.933,92,81.125,92,79.152,92,84.274,1,True
82.194,93,82.083,93,83.837,93,81.964,93,82.083,93,82.752,93,83.837,1,True
82.168,94,81.342,94,75.457,94,75.311,94,81.342,94,75.038,94,76.112,1,True
80.542,95,80.65,95,80.542,95,80.542,95,80.65,95,80.65,95,80.65,1,True
83.423,96,83.393,96,83.276,96,82.67,96,82.948,96,82.825,96,83.39,1,True
81.598,97,83.122,97,82.311,97,81.612,97,83.274,97,82.859,97,82.431,1,True
83.772,98,83.648,98,83.842,98,83.772,98,83.752,98,83.274,98,83.425,1,True
85.245,99,85.244,99,85.1,99,80.409,99,85.193,99,80.72,99,84.2,1,True
80.821,100,76.803,100,77.916,100,75.067,100,76.959,100,80.172,100,79.87,1,True
84.64,101,84.7,101,83.408,101,84.13,101,84.723,101,84.177,101,83.408,1,True
79.753,102,79.831,102,79.753,102,79.77,102,79.596,102,80.116,102,79.843,1,True
83.013,103,82.801,103,82.829,103,82.31,103,82.801,103,82.31,103,82.69,1,True
83.131,104,82.73,104,83.29,104,82.708,104,82.73,104,83.14,104,82.48,1,True
80.957,105,80.907,105,80.867,105,80.867,105,81.226,105,80.388,105,81.565,1,True
82.128,106,82.109,106,81.781,106,82.198,106,82.109,106,82.244,106,81.908,1,True
82.516,107,83.348,107,83.028,107,82.659,107,82.888,107,81.879,107,82.615,1,True
80.789,108,81.217,108,81.755,108,81.367,108,81.217,108,81.399,108,81.112,1,True
80.127,109,79.878,109,79.817,109,79.678,109,79.878,109,79.456,109,79.719,1,True
84.731,110,83.68,110,84.817,110,85.549,110,83.311,110,85.272,110,83.538,1,True
84.019,111,84.183,111,84.087,111,83.971,111,84.166,111,84.051,111,84.204,1,True
82.022,112,81.888,112,81.633,112,81.945,112,82.036,112,82.139,112,82.072,1,True
82.173,113,81.251,113,82.362,113,82.039,113,81.487,113,81.604,113,81.767,1,True
82.05,114,82.432,114,82.047,114,83.879,114,81.775,114,83.879,114,82.222,1,True
81.72,115,79.913,115,81.141,115,80.981,115,79.913,115,80.981,115,79.755,1,True
82.326,116,81.975,116,81.621,116,79.809,116,81.975,116,79.809,116,80.652,1,True
83.755,117,83.75,117,84.201,117,83.53,117,81.78,117,82.699,117,82.729,1,True
83.915,118,84.493,118,83.661,118,83.119,118,83.407,118,81.94,118,83.36,1,True
80.272,119,80.896,119,80.334,119,80.403,119,80.845,119,83.58,119,82.734,1,True
82.864,120,81.196,120,81.196,120,80.371,120,81.088,120,80.824,120,81.277,1,True
82.231,121,81.814,121,81.803,121,82.051,121,81.756,121,82.129,121,81.851,1,True
82.642,122,82.906,122,82.561,122,81.728,122,82.076,122,81.248,122,82.401,1,True
84.077,123,83.114,123,84.093,123,82.951,123,83.114,123,82.936,123,83.52,1,True
85.678,124,86.57,124,84.579,124,86.172,124,86.57,124,85.831,124,85.851,1,True
83.393,125,82.71,125,83.39,125,79.882,125,83.304,125,79.251,125,81.493,1,True
80.751,126,82.038,126,79.283,126,77.318,126,82.083,126,78.041,126,80.821,1,True
77.766,127,78.763,127,77.811,127,79.773,127,79.057,127,80.243,127,78.443,1,True
80.911,128,82.654,128,81.052,128,82.551,128,82.993,128,82.931,128,82.468,1,True
80.998,129,81.295,129,80.303,129,81.603,129,81.295,129,80.71,129,80.545,1,True
82.716,130,83.472,130,83.161,130,83.55,130,83.472,130,83.033,130,82.864,1,False
80.54,131,79.58,131,79.955,131,79.193,131,78.526,131,78.648,131,79.314,1,False
83.61,132,83.472,132,83.49,132,83.439,132,83.472,132,84.08,132,83.707,1,False
82.738,133,82.243,133,82.738,133,82.715,133,82.51,133,83.037,133,82.908,1,False
83.189,134,82.607,134,82.903,134,77.252,134,82.23,134,81.995,134,82.828,1,False
84.005,135,83.598,135,83.502,135,83.585,135,83.889,135,83.386,135,83.592,1,False
84.417,136,84.639,136,84.373,136,83.896,136,84.639,136,83.352,136,85.339,1,False
83.144,137,83.799,137,83.435,137,83.144,137,83.799,137,83.844,137,83.714,1,False
84.785,138,84.495,138,84.847,138,83.914,138,84.709,138,83.962,138,84.941,1,False
82.704,139,84.423,139,82.732,139,83.626,139,84.394,139,84.533,139,82.9,1,False
81.666,140,81.526,140,81.526,140,81.428,140,81.598,140,81.223,140,81.84,1,False
78.976,141,79.179,141,79.179,141,78.976,141,78.881,141,79.179,141,79.19,1,False
82.822,142,83.122,142,83.088,142,83.088,142,83.079,142,83.769,142,82.935,1,False
81.243,143,81.251,143,81.186,143,81.672,143,81.469,143,81.518,143,81.248,1,False
83.481,144,83.988,144,82.505,144,83.285,144,83.834,144,82.982,144,83.953,1,False
82.013,145,80.839,145,81.605,145,81.577,145,80.839,145,81.591,145,81.464,1,False
83.085,146,82.649,146,82.976,146,82.679,146,82.744,146,82.602,146,82.726,1,False
80.548,147,83.151,147,80.759,147,80.971,147,82.942,147,82.283,147,82.523,1,False
81.476,148,81.003,148,80.708,148,81.324,148,81.003,148,81.512,148,81.084,1,False
81.056,149,80.903,149,81.056,149,79.568,149,80.563,149,79.366,149,80.949,1,False
83.111,150,83.295,150,82.753,150,82.638,150,83.059,150,82.567,150,82.858,1,False
83.818,151,83.354,151,84.104,151,83.766,151,83.652,151,83.187,151,83.871,1,False
82.579,152,83.194,152,82.444,152,82.035,152,83.484,152,81.662,152,82.271,1,False
83.597,153,83.73,153,84.074,153,83.388,153,83.73,153,83.091,153,83.732,1,False
81.783,154,81.953,154,81.838,154,80.25,154,81.053,154,80.589,154,81.275,1,False
81.826,155,82.83,155,81.666,155,82.113,155,82.673,155,82.051,155,82.031,1,False
80.621,156,81.347,156,80.657,156,80.762,156,81.859,156,82.089,156,81.692,1,False
81.389,157,82.889,157,81.352,157,82.042,157,82.645,157,82.908,157,82.495,1,False
83.175,158,83.208,158,82.991,158,81.904,158,83.208,158,82.765,158,82.612,1,False
85.572,159,84.937,159,85.296,159,85.37,159,84.937,159,84.876,159,85.004,1,False
79.705,160,79.581,160,79.682,160,78.342,160,79.581,160,78.473,160,79.229,1,False
83.385,161,82.646,161,83.528,161,81.832,161,82.646,161,81.958,161,83.528,1,False
82.326,162,82.053,162,82.182,162,82.215,162,82.058,162,82.215,162,81.923,1,False
80.905,163,84.806,163,82.324,163,81.653,163,84.322,163,81.49,163,82.281,1,False
82.386,164,82.466,164,82.627,164,82.251,164,82.496,164,82.221,164,82.413,1,False
81.847,165,82.123,165,82.391,165,82.699,165,82.7,165,82.552,165,82.305,1,False
83.56,166,85.773,166,83.624,166,83.836,166,85.303,166,83.664,166,85.822,1,False
85.069,167,84.524,167,84.952,167,84.354,167,84.426,167,84.438,167,84.465,1,False
83.291,168,82.777,168,83.413,168,83.106,168,84.168,168,82.987,168,83.022,1,False
83.587,169,83.102,169,83.869,169,78.507,169,83.209,169,81.483,169,85.133,1,False
83.836,170,84.248,170,83.815,170,84.268,170,84.139,170,84.122,170,84.574,1,False
81.5,171,81.255,171,81.133,171,81.472,171,81.568,171,81.628,171,81.945,1,False
79.011,172,78.97,172,78.93,172,78.914,172,78.97,172,79.034,172,79.234,1,False
81.046,173,80.584,173,79.637,173,78.307,173,80.469,173,76.342,173,77.67,1,False
82.116,174,81.457,174,82.116,174,82.464,174,81.457,174,82.529,174,81.601,1,False
80.988,175,81.035,175,82.699,175,80.793,175,81.199,175,80.298,175,82.419,1,False
82.888,176,83.277,176,82.463,176,83.454,176,83.142,176,83.413,176,83.284,1,False
81.828,177,81.792,177,81.852,177,81.918,177,81.79,177,81.533,177,81.792,1,False
84.197,178,83.559,178,83.791,178,84.012,178,83.559,178,84.093,178,83.829,1,False
82.459,179,82.106,179,82.664,179,82.467,179,82.098,179,81.863,179,82.056,1,False
85.614,180,84.469,180,85.614,180,83.563,180,84.469,180,83.828,180,84.659,1,False
82.408,181,82.514,181,82.466,181,82.424,181,82.514,181,82.391,181,81.36,1,False
85.047,182,85.544,182,85.903,182,82.203,182,85.592,182,81.137,182,86.31,1,False
85.704,183,85.553,183,85.512,183,85.412,183,85.553,183,85.515,183,85.557,1,False
83.463,184,82.642,184,83.17,184,83.008,184,82.635,184,82.897,184,82.816,1,False
79.801,185,79.735,185,77.926,185,77.377,185,79.761,185,76.831,185,78.037,1,False
83.062,186,82.632,186,82.919,186,80.815,186,82.77,186,80.932,186,83.286,1,False
83.479,187,83.54,187,83.456,187,83.534,187,83.616,187,83.728,187,83.583,1,False
81.935,188,82.047,188,81.69,188,82.037,188,82.047,188,82.449,188,81.607,1,False
83.584,189,83.272,189,83.395,189,83.646,189,82.999,189,83.016,189,83.235,1,False
82.6,190,81.686,190,82.684,190,82.553,190,81.686,190,82.52,190,82.68,1,False
82.924,191,83.696,191,82.847,191,83.741,191,83.696,191,83.825,191,84.234,1,False
84.606,192,84.623,192,84.577,192,84.606,192,84.623,192,84.861,192,85.69,1,False
81.821,193,81.823,193,81.65,193,81.311,193,83.467,193,81.322,193,81.505,1,False
83.346,194,80.614,194,82.744,194,81.04,194,80.382,194,79.954,194,84.181,1,False
82.166,195,83.424,195,81.804,195,82.015,195,83.471,195,82.029,195,83.418,1,False
82.828,196,82.868,196,82.767,196,82.659,196,82.868,196,82.323,196,83.206,1,False
79.98,197,81.035,197,80.319,197,79.98,197,81.453,197,79.067,197,81.419,1,False
80.075,198,80.833,198,79.947,198,81.223,198,80.804,198,81.214,198,80.833,1,False
80.564,199,82.053,199,80.192,199,75.371,199,81.84,199,77.194,199,81.591,1,False
82.985,200,82.743,200,82.3,200,83.267,200,82.836,200,83.713,200,82.699,1,False
82.52,201,85.246,201,82.028,201,81.863,201,85.246,201,82.048,201,82.53,1,False
81.921,202,81.919,202,81.921,202,82.837,202,81.919,202,82.882,202,81.489,1,False
82.016,203,82.049,203,81.805,203,82.656,203,82.049,203,82.72,203,81.967,1,False
82.376,204,82.018,204,82.194,204,82.265,204,81.652,204,82.198,204,81.669,1,False
82.573,205,81.899,205,82.276,205,81.467,205,83.221,205,81.923,205,83.642,1,False
80.776,206,82.507,206,80.438,206,81.414,206,82.4,206,81.247,206,81.778,1,False
81.525,207,82.633,207,80.864,207,81.752,207,82.419,207,81.173,207,82.318,1,False
80.844,208,80.831,208,80.913,208,80.909,208,80.831,208,80.831,208,81.432,1,False
83.186,209,83.364,209,83.253,209,83.408,209,82.956,209,82.744,209,83.921,1,False
83.227,210,83.954,210,82.769,210,83.026,210,83.954,210,83.596,210,83.915,1,False
80.118,211,79.389,211,79.735,211,80.306,211,79.689,211,79.838,211,79.365,1,False
83.18,212,82.665,212,81.953,212,83.32,212,82.921,212,83.271,212,82.256,1,False
83.612,213,84.87,213,84.439,213,83.605,213,84.87,213,84.205,213,84.439,1,False
83.993,214,83.915,214,84.587,214,83.358,214,84.061,214,83.664,214,83.455,1,False
81.571,215,82.03,215,81.984,215,82.945,215,82.03,215,82.936,215,82.065,1,False
83.537,216,83.215,216,82.748,216,83.353,216,83.291,216,83.357,216,82.957,1,False
81.588,217,81.306,217,81.417,217,81.314,217,81.306,217,81.123,217,81.995,1,False
82.027,218,82.32,218,81.763,218,81.42,218,82.043,218,81.189,218,81.763,1,False
79.707,219,79.476,219,79.651,219,79.817,219,79.513,219,80.044,219,79.817,1,False
85.142,220,84.948,220,85.094,220,84.69,220,84.656,220,84.581,220,84.71,1,False
81.926,221,82.35,221,81.667,221,81.666,221,82.704,221,82.399,221,82.544,1,False
82.486,222,82.113,222,82.112,222,82.587,222,82.125,222,82.491,222,82.075,1,False
83.806,223,84.627,223,83.85,223,78.48,223,84.741,223,79.387,223,83.935,1,False
83.527,224,82.704,224,82.917,224,83.504,224,82.704,224,81.755,224,82.696,1,False
82.002,225,81.035,225,80.666,225,81.37,225,81.035,225,81.051,225,80.747,1,False
84.32,226,84.193,226,84.049,226,83.007,226,84.193,226,82.894,226,84.595,1,False
82.321,227,81.981,227,81.895,227,81.469,227,81.767,227,81.32,227,83.758,1,False
85.512,228,84.928,228,85.837,228,84.153,228,84.928,228,84.04,228,85.228,1,False
81.121,229,80.866,229,81.097,229,81.121,229,80.711,229,81.267,229,81.326,1,False
83.595,230,83.226,230,82.447,230,82.97,230,83.226,230,83.015,230,82.413,1,False
81.371,231,80.954,231,81.371,231,82.44,231,80.954,231,82.673,231,80.954,1,False
81.044,232,83.873,232,80.703,232,81.2,232,83.194,232,81.224,232,83.392,1,False
82.388,233,83.534,233,81.836,233,82.421,233,83.534,233,83.894,233,81.932,1,False
81.988,234,81.702,234,81.138,234,80.934,234,81.702,234,81.228,234,81.113,1,False
81.417,235,77.665,235,78.242,235,80.758,235,78.051,235,80.124,235,76.342,1,False
81.198,236,81.056,236,80.833,236,81.261,236,80.747,236,81.04,236,80.812,1,False
83.366,237,83.098,237,83.706,237,82.903,237,83.116,237,83.184,237,84.304,1,False
83.346,238,83.621,238,83.277,238,81.734,238,83.035,238,81.735,238,85.16,1,False
82.654,239,82.288,239,82.843,239,82.491,239,82.414,239,82.324,239,83.006,1,False
78.801,240,81.875,240,81.464,240,82.884,240,82.138,240,82.046,240,81.181,1,False
81.607,241,82.43,241,81.525,241,81.461,241,82.395,241,81.748,241,81.647,1,False
81.418,242,82.036,242,81.301,242,80.739,242,81.889,242,82.703,242,81.471,1,False
81.863,243,77.216,243,77.983,243,74.252,243,77.799,243,76.178,243,78.561,1,False
78.374,244,78.298,244,78.298,244,76.82,244,80.322,244,76.973,244,80.999,1,False
80.754,245,81.02,245,80.81,245,81.024,245,81.338,245,81.197,245,80.666,1,False
79.09,246,80.842,246,79.529,246,79.38,246,80.842,246,81.45,246,80.852,1,False
81.414,247,80.629,247,81.414,247,81.7,247,80.629,247,81.7,247,81.246,1,False
80.124,248,80.972,248,80.099,248,80.244,248,80.972,248,80.96,248,80.143,1,False
82.706,249,82.606,249,82.846,249,82.542,249,82.745,249,82.781,249,83.018,1,False
82.718,250,83.294,250,82.74,250,82.371,250,83.967,250,82.318,250,82.825,1,False
83.317,251,83.288,251,82.999,251,83.317,251,83.678,251,82.884,251,82.999,1,False
81.856,252,82.668,252,82.236,252,82.388,252,82.668,252,82.37,252,83.683,1,False
80.399,253,81.271,253,80.481,253,81.801,253,81.141,253,81.462,253,81.447,1,False
82.674,254,81.585,254,81.808,254,81.2,254,81.585,254,80.314,254,81.538,1,False
83.8,255,83.84,255,83.282,255,82.696,255,83.93,255,83.418,255,83.946,1,False
83.312,256,82.696,256,82.783,256,82.907,256,82.761,256,82.94,256,82.789,1,False
82.344,257,82.787,257,82.409,257,81.183,257,82.787,257,82.79,257,82.409,1,False
82.385,258,80.455,258,82.205,258,82.03,258,80.545,258,82.987,258,80.563,1,False
83.711,259,83.567,259,83.285,259,83.007,259,83.604,259,83.238,259,83.556,1,False
