,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_doordash_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_doordash_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_apple_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_apple_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_samsara_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_samsara_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_yelp_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_yelp_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_match_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_match_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_i2c_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_i2c_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_adobe_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_adobe_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_amazon_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_amazon_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_rowan_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_rowan_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_google_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_google_ux_Score
98135,0.7126069,0.85630345,0.68211967,0.8410598,0.60756564,0.8037828,0.62987876,0.8149394,0.737303,0.8686515,0.8344163,0.91720814,0.7867462,0.89337313,0.79334736,0.8966737,0.7852309,0.89261544,0.8417431,0.92087156
98136,0.7023581,0.85117906,0.6311477,0.8155738,0.5740372,0.7870186,0.6143289,0.80716443,0.6754564,0.8377282,0.76821995,0.88411,0.68349326,0.8417466,0.7209789,0.8604895,0.73945606,0.869728,0.75052893,0.87526447
98137,0.575933,0.7879665,0.59646225,0.7982311,0.5024506,0.7512253,0.6029512,0.80147564,0.58710814,0.79355407,0.6518282,0.82591414,0.65342224,0.8267111,0.6944499,0.84722495,0.6928872,0.8464436,0.69664,0.84832
98138,0.6736024,0.8368012,0.5934179,0.79670894,0.55242443,0.7762122,0.56599,0.782995,0.685144,0.842572,0.86195016,0.9309751,0.74597454,0.8729873,0.7500684,0.8750342,0.7915411,0.89577055,0.86584437,0.9329222
98171,0.68272877,0.8413644,0.6464532,0.8232266,0.5626043,0.78130215,0.6117221,0.80586106,0.73724055,0.8686203,0.7949203,0.89746016,0.7757286,0.8878643,0.7671017,0.8835509,0.77679104,0.88839555,0.82048297,0.9102415
98172,0.66584444,0.8329222,0.6859868,0.8429934,0.59173334,0.79586667,0.5866059,0.79330295,0.7377936,0.86889684,0.76148564,0.8807428,0.78361076,0.8918054,0.76186955,0.8809348,0.7201539,0.86007696,0.7579081,0.87895405
98173,0.7576179,0.878809,0.7037215,0.85186076,0.6462461,0.82312304,0.6382952,0.8191476,0.75347626,0.87673813,0.8419482,0.92097414,0.76895833,0.88447917,0.78328586,0.8916429,0.7980355,0.89901775,0.8325753,0.91628766
98245,0.6974082,0.8487041,0.64649737,0.8232487,0.60188293,0.80094147,0.57910264,0.7895513,0.7078675,0.85393375,0.87417924,0.9370896,0.7887857,0.89439285,0.7897066,0.8948533,0.80299795,0.901499,0.8742098,0.93710494
98250,0.6749097,0.83745486,0.7092992,0.8546496,0.6564667,0.82823336,0.68859994,0.8443,0.63177526,0.81588763,0.58999586,0.79499793,0.5883436,0.7941718,0.6869451,0.84347254,0.6428635,0.82143176,0.61255276,0.8062764
98251,0.6254511,0.81272554,0.5917499,0.79587495,0.5119323,0.7559662,0.5511943,0.77559716,0.6081756,0.80408776,0.6599947,0.82999736,0.6464633,0.82323164,0.61378795,0.80689394,0.6677836,0.8338918,0.6423751,0.82118756
98252,0.62120175,0.8106009,0.5739034,0.78695166,0.5436225,0.77181125,0.6918152,0.84590757,0.5962052,0.7981026,0.58608675,0.7930434,0.55741185,0.77870595,0.58950496,0.7947525,0.62617826,0.81308913,0.58600044,0.7930002
98253,0.7238043,0.8619021,0.6918844,0.8459422,0.615976,0.807988,0.6459932,0.8229966,0.7044067,0.85220337,0.7608653,0.8804326,0.7063817,0.85319084,0.7376869,0.86884344,0.75340855,0.8767043,0.76375955,0.8818798
98254,0.6964524,0.8482262,0.67138314,0.8356916,0.6389698,0.8194849,0.6568351,0.82841754,0.7182085,0.8591043,0.83828986,0.9191449,0.7406319,0.8703159,0.8156519,0.90782595,0.8049388,0.9024694,0.84513116,0.9225656
98255,0.75595534,0.87797767,0.7268325,0.86341625,0.6877878,0.8438939,0.68242747,0.8412137,0.75251263,0.87625635,0.8502637,0.92513186,0.7510853,0.87554264,0.83382016,0.91691005,0.80189455,0.9009473,0.82187986,0.91093993
98256,0.68475205,0.842376,0.6776556,0.8388278,0.6316277,0.81581384,0.67380977,0.8369049,0.6937644,0.8468822,0.7748171,0.88740855,0.7035364,0.8517682,0.7493522,0.8746761,0.77657807,0.88828903,0.79223454,0.89611727
98257,0.7363729,0.8681865,0.7352032,0.86760163,0.66502124,0.8325106,0.7019558,0.8509779,0.69828594,0.84914297,0.7886832,0.8943416,0.7266922,0.8633461,0.80156815,0.9007841,0.8007735,0.90038675,0.79994607,0.89997303
98258,0.6586852,0.8293426,0.67358077,0.8367904,0.58591473,0.79295737,0.60659754,0.8032988,0.5968537,0.79842687,0.6447115,0.82235575,0.65888345,0.8294417,0.61366594,0.80683297,0.6601428,0.8300714,0.67622423,0.8381121
98259,0.7160728,0.8580364,0.6374328,0.8187164,0.60571104,0.8028555,0.62339103,0.8116955,0.69956803,0.849784,0.83955824,0.9197791,0.77083564,0.8854178,0.74560773,0.87280387,0.790136,0.895068,0.8515036,0.9257518
98260,0.72447807,0.862239,0.70138776,0.8506939,0.669893,0.8349465,0.7428485,0.87142426,0.720255,0.8601275,0.7920805,0.89604026,0.7331617,0.86658084,0.8082365,0.90411824,0.7700553,0.88502765,0.7903354,0.8951677
98261,0.7079236,0.8539618,0.66259915,0.83129954,0.6361236,0.8180618,0.71531516,0.85765755,0.6764548,0.8382274,0.7536272,0.8768136,0.7048464,0.8524232,0.74626803,0.873134,0.76492596,0.882463,0.76154375,0.8807719
98262,0.7187208,0.8593604,0.6972841,0.84864205,0.65385693,0.8269285,0.6729532,0.83647656,0.72111976,0.8605599,0.832455,0.91622746,0.74936414,0.87468207,0.8102524,0.9051262,0.81285703,0.9064285,0.8434799,0.92173994
98263,0.72892696,0.86446345,0.697755,0.8488775,0.67020524,0.8351026,0.6826923,0.84134614,0.698864,0.849432,0.7866094,0.8933047,0.6896454,0.8448227,0.789081,0.8945405,0.75081724,0.87540865,0.77742946,0.88871473
98264,0.74680376,0.8734019,0.71263146,0.85631573,0.6365677,0.81828386,0.72907305,0.8645365,0.65643334,0.8282167,0.6787381,0.83936906,0.63485277,0.8174264,0.7475338,0.8737669,0.6886788,0.8443394,0.6723833,0.83619165
98265,0.7203085,0.8601543,0.67217064,0.8360853,0.65975225,0.8298761,0.65730226,0.82865113,0.71904564,0.8595228,0.823979,0.9119895,0.72353953,0.8617698,0.7841067,0.89205337,0.7794888,0.8897444,0.80887616,0.9044381
98266,0.787266,0.893633,0.7033318,0.8516659,0.6847582,0.8423791,0.7115791,0.85578954,0.7338232,0.8669116,0.7953837,0.89769185,0.69704854,0.8485243,0.76527345,0.8826367,0.76583916,0.88291955,0.7671368,0.8835684
98267,0.7205848,0.86029243,0.71355367,0.85677683,0.642467,0.8212335,0.68692845,0.84346426,0.73416424,0.8670821,0.7007116,0.8503558,0.7018776,0.8509388,0.75190294,0.87595147,0.77370596,0.886853,0.7399101,0.86995506
98268,0.7071469,0.85357344,0.7273461,0.8636731,0.69212353,0.84606177,0.671569,0.8357845,0.685692,0.84284604,0.7334827,0.86674136,0.65485024,0.8274251,0.7616011,0.88080055,0.7400397,0.87001985,0.7322815,0.8661407
98269,0.763788,0.881894,0.713649,0.8568245,0.6690126,0.8345063,0.65854794,0.82927394,0.7811592,0.8905796,0.8315064,0.9157532,0.7575704,0.8787852,0.79144025,0.8957201,0.75920534,0.8796027,0.79478586,0.8973929
98270,0.67168,0.83584,0.63109446,0.8155472,0.5693332,0.7846666,0.59750986,0.79875493,0.62277025,0.81138515,0.7200813,0.86004066,0.6759047,0.8379524,0.69193137,0.8459657,0.74462533,0.87231266,0.7105044,0.8552522
98271,0.5726609,0.78633046,0.5665201,0.78326005,0.45436496,0.7271825,0.54601884,0.7730094,0.572971,0.7864855,0.6986047,0.84930235,0.6721021,0.83605105,0.6392745,0.81963724,0.69147754,0.84573877,0.7088277,0.85441387
98272,0.6567914,0.8283957,0.68130904,0.8406545,0.57404304,0.7870215,0.62434787,0.81217396,0.6622858,0.8311429,0.7719377,0.88596886,0.72550154,0.86275077,0.76080906,0.88040453,0.77060115,0.8853006,0.8298006,0.9149003
98273,0.75636625,0.8781831,0.726424,0.863212,0.6293305,0.81466526,0.65858483,0.8292924,0.7243773,0.86218864,0.8162094,0.90810466,0.7690865,0.88454324,0.83373016,0.9168651,0.8086095,0.90430474,0.8557534,0.9278767
98274,0.7225013,0.86125064,0.69780135,0.8489007,0.6319781,0.815989,0.664309,0.8321545,0.7288452,0.86442256,0.83910036,0.9195502,0.75876856,0.8793843,0.8070657,0.90353286,0.8152152,0.90760756,0.8182389,0.9091195
98275,0.7526474,0.8763237,0.7211183,0.8605591,0.6632835,0.8316418,0.6683327,0.83416635,0.7791019,0.8895509,0.8438543,0.92192715,0.77911335,0.88955665,0.8368672,0.9184336,0.79885364,0.8994268,0.828084,0.914042
98276,0.7168209,0.8584105,0.7061678,0.8530839,0.6243174,0.8121587,0.66703534,0.8335177,0.7499645,0.87498224,0.80031395,0.900157,0.76267236,0.8813362,0.8068043,0.90340215,0.79939556,0.8996978,0.8312796,0.91563976
98277,0.7141707,0.85708535,0.6769591,0.8384795,0.61210024,0.8060501,0.61978185,0.8098909,0.7111893,0.85559464,0.81288594,0.906443,0.75530016,0.8776501,0.7891793,0.89458966,0.7816445,0.8908223,0.80028224,0.9001411
98278,0.7220193,0.86100966,0.6518437,0.8259219,0.6232513,0.81162566,0.64256567,0.82128286,0.72720706,0.86360353,0.8487768,0.9243884,0.7340697,0.86703485,0.7972977,0.89864886,0.7586686,0.87933433,0.80528057,0.9026403
98279,0.75957996,0.87978995,0.69581944,0.8479097,0.6395998,0.8197999,0.6414249,0.82071245,0.743281,0.8716405,0.86493564,0.9324678,0.750227,0.8751135,0.7961854,0.8980927,0.7574402,0.8787201,0.82024,0.91012
98280,0.6727119,0.8363559,0.67321074,0.83660537,0.5828637,0.79143184,0.62890303,0.8144515,0.6478027,0.82390136,0.75889444,0.8794472,0.7150069,0.8575034,0.74723995,0.87362,0.75081676,0.8754084,0.78098977,0.8904949
98281,0.75990236,0.8799512,0.7223023,0.86115116,0.6262295,0.81311476,0.65246725,0.8262336,0.78204346,0.8910217,0.82921314,0.9146066,0.8107368,0.9053684,0.80376387,0.90188193,0.80382395,0.901912,0.83336544,0.9166827
98282,0.7060319,0.85301596,0.7136296,0.8568148,0.6266629,0.8133315,0.6750034,0.8375017,0.6863543,0.84317714,0.8010398,0.9005199,0.7644355,0.88221776,0.77517104,0.8875855,0.7907841,0.89539206,0.8191793,0.90958965
98283,0.7847936,0.8923968,0.75960183,0.8798009,0.6914114,0.8457057,0.69015133,0.84507567,0.7842926,0.8921463,0.83422875,0.9171144,0.7685141,0.8842571,0.8303881,0.91519403,0.7873779,0.8936889,0.8174335,0.90871674
98284,0.5423136,0.7711568,0.5635952,0.7817976,0.47921735,0.73960865,0.52307785,0.7615389,0.5828512,0.7914256,0.6613475,0.83067375,0.67293334,0.83646667,0.67477965,0.8373898,0.7042229,0.85211146,0.7060184,0.8530092
98285,0.56532335,0.7826617,0.5567633,0.77838165,0.46023753,0.73011875,0.57570976,0.7878549,0.57392955,0.7869648,0.6388632,0.8194316,0.6220994,0.8110497,0.6565324,0.8282662,0.70544946,0.85272473,0.6778054,0.8389027
98286,0.7071732,0.8535866,0.6830709,0.84153545,0.63626873,0.81813437,0.61475265,0.8073763,0.7173076,0.8586538,0.7660529,0.8830265,0.7128466,0.85642326,0.7796835,0.88984174,0.73819196,0.869096,0.7321106,0.8660553
98287,0.70332825,0.8516641,0.6993519,0.84967595,0.6236881,0.81184405,0.63758343,0.81879175,0.7217864,0.8608932,0.828385,0.9141925,0.7526307,0.87631536,0.84311044,0.9215552,0.79784465,0.8989223,0.83374983,0.9168749
98288,0.7077863,0.85389316,0.69656765,0.8482838,0.61296314,0.8064816,0.6134726,0.8067363,0.6745838,0.8372919,0.7043178,0.8521589,0.6620825,0.8310412,0.7177194,0.85885966,0.726012,0.863006,0.7102703,0.85513514
98289,0.68286526,0.84143263,0.6618991,0.83094954,0.6338588,0.8169294,0.6736366,0.83681834,0.66345716,0.8317286,0.7533442,0.8766721,0.6656687,0.83283436,0.75421417,0.8771071,0.76928544,0.8846427,0.76517105,0.8825855
98290,0.55878305,0.7793915,0.5756729,0.78783643,0.53545105,0.7677255,0.48085693,0.74042845,0.6125306,0.8062653,0.68054557,0.8402728,0.70285046,0.85142523,0.6276289,0.81381446,0.6725173,0.83625865,0.7085105,0.85425526
98291,0.723757,0.8618785,0.6970007,0.8485004,0.6436136,0.8218068,0.6307399,0.81536996,0.676209,0.8381045,0.77197385,0.8859869,0.7127167,0.85635835,0.7446047,0.87230235,0.7657386,0.8828693,0.77672535,0.88836265
98292,0.6447656,0.8223828,0.62923086,0.8146154,0.5669915,0.7834958,0.6251775,0.81258875,0.6646986,0.8323493,0.7540823,0.87704116,0.71628916,0.8581446,0.74891174,0.87445587,0.73818564,0.8690928,0.76480776,0.88240385
98293,0.6175587,0.80877936,0.61755604,0.80877805,0.5444261,0.77221304,0.579795,0.7898975,0.587023,0.7935115,0.6700718,0.8350359,0.6350273,0.81751364,0.6620617,0.83103085,0.69064283,0.8453214,0.6839982,0.8419991
98294,0.64817184,0.82408595,0.5797267,0.78986335,0.5582866,0.77914333,0.6194266,0.8097133,0.6095192,0.8047596,0.6830693,0.8415346,0.6211618,0.8105809,0.671695,0.8358475,0.7003801,0.85019004,0.67858446,0.8392922
98295,0.6889452,0.8444726,0.64017725,0.8200886,0.600846,0.800423,0.6122267,0.80611336,0.6912887,0.84564435,0.8426902,0.9213451,0.74455166,0.8722758,0.78809404,0.894047,0.8173066,0.90865326,0.8607545,0.93037724
98296,0.7006618,0.8503309,0.68071634,0.84035814,0.5752625,0.7876313,0.61215895,0.8060795,0.7053206,0.8526603,0.79119325,0.8955966,0.7342261,0.86711305,0.78133047,0.89066523,0.7666817,0.88334084,0.78111696,0.8905585
98297,0.72683394,0.86341697,0.69555527,0.8477776,0.66400194,0.832001,0.6655009,0.83275044,0.6861247,0.84306234,0.7974715,0.89873576,0.70368886,0.85184443,0.79383326,0.8969166,0.7772258,0.88861287,0.8123479,0.90617394
98298,0.69790316,0.8489516,0.6918498,0.8459249,0.60849404,0.804247,0.63632023,0.8181601,0.6819983,0.8409991,0.77139354,0.88569677,0.7271346,0.8635673,0.77717763,0.8885888,0.7639358,0.8819679,0.78224164,0.8911208
98299,0.6667634,0.8333817,0.6330388,0.8165194,0.5502981,0.77514905,0.57818955,0.7890948,0.69687045,0.8484352,0.80453753,0.90226877,0.7496016,0.8748008,0.75835055,0.8791753,0.758515,0.8792575,0.8210608,0.9105304
98300,0.62923974,0.8146199,0.64006764,0.8200338,0.5524807,0.77624035,0.58786094,0.7939305,0.64046246,0.8202312,0.7457515,0.87287575,0.70730567,0.85365283,0.7407179,0.87035894,0.73130786,0.86565393,0.7615782,0.8807891
98301,0.56215906,0.78107953,0.5431913,0.77159566,0.4792235,0.73961174,0.49736598,0.748683,0.6056452,0.8028226,0.6910555,0.84552777,0.6778412,0.8389206,0.6653713,0.83268565,0.71190375,0.8559519,0.7263501,0.86317503
98302,0.7354417,0.86772084,0.6865169,0.84325844,0.6311953,0.81559765,0.64276814,0.8213841,0.7507007,0.87535036,0.8606571,0.93032855,0.76275766,0.8813788,0.8126035,0.90630174,0.7822025,0.89110124,0.8436906,0.9218453
98303,0.6096605,0.80483025,0.59011394,0.79505694,0.48321688,0.74160844,0.54576457,0.7728823,0.6398926,0.8199463,0.7474663,0.87373316,0.6975451,0.8487725,0.69913495,0.8495675,0.7256349,0.8628174,0.771198,0.885599
98304,0.76055044,0.88027525,0.7134158,0.85670793,0.6190342,0.8095171,0.6604443,0.83022213,0.72120607,0.86060303,0.81211734,0.90605867,0.74786556,0.8739328,0.78345513,0.89172757,0.76652443,0.8832622,0.7843472,0.8921736
98305,0.7016822,0.8508411,0.673857,0.8369285,0.5830394,0.7915197,0.6116028,0.8058014,0.7107218,0.85536087,0.81321335,0.9066067,0.7780799,0.88904,0.7802786,0.89013934,0.7812271,0.89061356,0.8265574,0.9132787
98306,0.67277825,0.8363891,0.6385939,0.81929696,0.58319926,0.79159963,0.6190454,0.8095227,0.67088705,0.8354435,0.76845765,0.8842288,0.67340875,0.8367044,0.7537611,0.8768805,0.7497576,0.87487876,0.7640358,0.8820179
98307,0.7119387,0.8559693,0.7152054,0.8576027,0.6279756,0.8139878,0.6535418,0.8267709,0.7374124,0.8687062,0.8416741,0.92083704,0.7936734,0.8968367,0.8301536,0.9150768,0.7881168,0.8940584,0.8402498,0.9201249
98308,0.72412264,0.8620613,0.70333844,0.8516692,0.6333196,0.8166598,0.66772354,0.83386177,0.7114171,0.85570854,0.8104273,0.90521365,0.7847254,0.8923627,0.8104569,0.90522844,0.82331204,0.911656,0.84839785,0.9241989
98309,0.7185776,0.8592888,0.65892446,0.82946223,0.5960527,0.7980263,0.5982212,0.7991106,0.7129437,0.85647184,0.8241835,0.91209173,0.7552897,0.87764484,0.7961918,0.8980959,0.78036666,0.8901833,0.80654615,0.9032731
98310,0.71771467,0.85885733,0.6909984,0.84549916,0.69083333,0.84541667,0.64864707,0.82432353,0.709671,0.8548355,0.7477435,0.87387174,0.73349273,0.86674637,0.76236385,0.88118196,0.6857561,0.84287804,0.73403203,0.867016
98311,0.7441424,0.8720712,0.65622115,0.8281106,0.6106515,0.80532575,0.5973307,0.79866534,0.7508023,0.87540114,0.859386,0.929693,0.7950789,0.89753944,0.7632494,0.8816247,0.76408505,0.8820425,0.8654668,0.9327334
98312,0.71677864,0.8583893,0.7162262,0.8581131,0.6177572,0.8088786,0.6464919,0.82324594,0.7435242,0.8717621,0.81353045,0.9067652,0.80373544,0.90186775,0.7990575,0.89952874,0.7485056,0.8742528,0.8425822,0.9212911
98313,0.67542624,0.8377131,0.6833875,0.84169376,0.60653317,0.8032666,0.63510627,0.81755316,0.6903633,0.84518164,0.7960138,0.8980069,0.73541844,0.8677092,0.78965473,0.89482737,0.7911879,0.89559394,0.8366071,0.91830355
98314,0.7788309,0.88941544,0.7112738,0.8556369,0.6776866,0.8388433,0.6709139,0.83545697,0.75226974,0.8761349,0.86354077,0.9317704,0.74523044,0.8726152,0.81135523,0.9056776,0.7829204,0.8914602,0.8416782,0.9208391
98315,0.670381,0.83519053,0.672104,0.836052,0.582011,0.7910055,0.61183286,0.8059164,0.6873235,0.8436618,0.77793264,0.8889663,0.71433485,0.8571674,0.730343,0.8651715,0.7475227,0.87376136,0.77413815,0.8870691
98316,0.7481498,0.87407494,0.7090049,0.85450244,0.6503293,0.8251647,0.6529099,0.82645494,0.7604861,0.88024306,0.82446194,0.91223097,0.72997594,0.86498797,0.7904811,0.89524055,0.7580135,0.87900674,0.7949909,0.89749545
98317,0.70069134,0.8503457,0.68606937,0.8430347,0.57827526,0.7891376,0.6134957,0.80674785,0.733562,0.866781,0.8113245,0.90566224,0.8004716,0.9002358,0.7604954,0.8802477,0.7573914,0.8786957,0.8289547,0.91447735
98318,0.7387271,0.86936355,0.6981607,0.8490803,0.6478094,0.8239047,0.6665435,0.83327174,0.717765,0.8588825,0.83329093,0.91664547,0.75574434,0.87787217,0.79717726,0.89858866,0.7985611,0.89928055,0.8367402,0.9183701
98319,0.71763134,0.85881567,0.66957617,0.8347881,0.61655706,0.80827856,0.64946973,0.82473487,0.68131363,0.8406568,0.77944916,0.8897246,0.7237864,0.8618932,0.7442527,0.87212634,0.76024395,0.88012195,0.7751459,0.88757294
98320,0.74043757,0.87021875,0.68792844,0.8439642,0.64761144,0.8238057,0.5820266,0.7910133,0.7671371,0.8835685,0.8855732,0.9427866,0.7815317,0.89076585,0.80555654,0.90277827,0.792025,0.89601254,0.85447896,0.9272395
98321,0.770229,0.8851145,0.7050766,0.8525383,0.6767098,0.8383549,0.67260087,0.83630043,0.7305959,0.8652979,0.86447835,0.9322392,0.74680626,0.87340313,0.8025475,0.9012737,0.8055754,0.9027877,0.84002626,0.9200131
98322,0.6904373,0.84521866,0.6659249,0.83296245,0.58612704,0.7930635,0.6004603,0.80023015,0.7364508,0.8682254,0.83029294,0.91514647,0.7518004,0.8759002,0.78897405,0.894487,0.7901037,0.89505184,0.8340528,0.9170264
98323,0.741219,0.8706095,0.7125404,0.8562702,0.6205495,0.8102747,0.6183139,0.80915695,0.7560791,0.87803954,0.792511,0.8962555,0.75642824,0.8782141,0.792858,0.896429,0.7379044,0.8689522,0.76594615,0.8829731
98324,0.7578007,0.87890035,0.7184707,0.85923535,0.6702764,0.8351382,0.6896208,0.84481037,0.72453034,0.86226517,0.81658655,0.90829325,0.7568339,0.87841696,0.80146766,0.9007338,0.76366246,0.8818312,0.8377259,0.91886294
98325,0.7428158,0.87140787,0.69125044,0.8456252,0.6535996,0.8267998,0.6148423,0.80742115,0.7660093,0.88300467,0.88781023,0.9439051,0.8061006,0.9030503,0.8124408,0.90622044,0.8157534,0.90787673,0.86945784,0.9347289
98326,0.651924,0.825962,0.6166136,0.8083068,0.55446196,0.777231,0.57332003,0.78666,0.6413233,0.82066166,0.78879094,0.8943955,0.6809721,0.84048605,0.7533792,0.8766896,0.7935223,0.8967612,0.79310477,0.8965524
98327,0.64066416,0.82033205,0.6660139,0.833007,0.5528306,0.7764153,0.61357594,0.80678797,0.63080615,0.8154031,0.7211759,0.86058795,0.6988636,0.8494318,0.7379188,0.8689594,0.7544219,0.877211,0.7660655,0.88303274
98328,0.73265123,0.8663256,0.647073,0.8235365,0.6269072,0.8134536,0.6438866,0.8219433,0.7122236,0.85611176,0.8058151,0.90290755,0.7248103,0.8624052,0.7869619,0.89348096,0.76961446,0.8848072,0.79314727,0.89657366
98329,0.7170626,0.8585313,0.6540755,0.82703775,0.59946156,0.7997308,0.6317145,0.8158573,0.68770516,0.8438526,0.802647,0.9013235,0.7272979,0.86364895,0.7822406,0.8911203,0.79200506,0.89600253,0.79229355,0.8961468
98330,0.73826265,0.8691313,0.7252053,0.86260265,0.6630132,0.8315066,0.6363456,0.8181728,0.7402201,0.87011003,0.8138407,0.9069203,0.76633644,0.8831682,0.7758125,0.88790625,0.76066965,0.88033485,0.79963326,0.89981663
98331,0.7340462,0.8670231,0.6964643,0.84823215,0.6780498,0.8390249,0.6878011,0.84390056,0.7226214,0.8613107,0.82325435,0.9116272,0.7018837,0.85094184,0.7679764,0.8839882,0.80464864,0.9023243,0.7930839,0.89654195
98332,0.61519057,0.80759525,0.6189197,0.8094598,0.56814086,0.78407043,0.5992858,0.7996429,0.6324394,0.8162197,0.73059416,0.8652971,0.7167886,0.85839427,0.74562484,0.8728124,0.75765574,0.87882787,0.7660707,0.88303536
98333,0.6596054,0.8298027,0.65590036,0.8279502,0.5837041,0.79185206,0.60037065,0.8001853,0.6627984,0.8313992,0.7823677,0.89118385,0.74513686,0.8725684,0.7423214,0.8711607,0.7551786,0.8775893,0.81184113,0.90592057
98334,0.6900877,0.84504384,0.6834087,0.84170437,0.675439,0.8377195,0.6084271,0.8042135,0.66023016,0.8301151,0.6965246,0.8482623,0.6177063,0.80885315,0.6920861,0.84604305,0.68587947,0.84293973,0.6909627,0.84548134
98335,0.7329631,0.86648154,0.71595955,0.8579798,0.6540837,0.82704186,0.6921887,0.84609437,0.73435545,0.8671777,0.8251285,0.9125643,0.7579513,0.87897563,0.8296914,0.9148457,0.8021109,0.90105546,0.82204056,0.9110203
98336,0.6303563,0.81517816,0.63474804,0.817374,0.6117892,0.8058946,0.613924,0.806962,0.6464647,0.82323235,0.6999663,0.84998316,0.609854,0.804927,0.7169504,0.8584752,0.68385047,0.84192526,0.66393673,0.83196837
98337,0.5840721,0.79203606,0.5136734,0.7568367,0.4653163,0.73265815,0.5583283,0.77916414,0.57320964,0.7866048,0.6163434,0.8081717,0.59633803,0.798169,0.58312297,0.7915615,0.6208246,0.8104123,0.6022017,0.80110085
98338,0.6692029,0.83460146,0.6683723,0.83418614,0.5755874,0.7877937,0.6312872,0.8156436,0.6345819,0.81729096,0.68763983,0.8438199,0.68136495,0.8406825,0.73121285,0.8656064,0.7415767,0.87078834,0.7204107,0.86020535
98339,0.6017486,0.8008743,0.5896652,0.7948326,0.5186311,0.75931555,0.54756105,0.7737805,0.6305273,0.8152636,0.7570467,0.87852335,0.7086269,0.8543135,0.7236401,0.86182004,0.7408684,0.87043417,0.79188037,0.8959402
98340,0.62111497,0.8105575,0.59639025,0.7981951,0.56252635,0.7812632,0.5881897,0.79409486,0.62345254,0.8117263,0.77426887,0.88713443,0.698781,0.8493905,0.70260465,0.8513023,0.76041394,0.88020694,0.7872019,0.89360094
98341,0.6713939,0.83569694,0.6829749,0.8414874,0.5867237,0.79336184,0.6480005,0.82400024,0.67779255,0.8388963,0.7550497,0.87752485,0.74464333,0.87232167,0.76893264,0.8844663,0.7760615,0.88803077,0.80442977,0.9022149
98342,0.7246255,0.8623128,0.65576535,0.82788265,0.6072458,0.8036229,0.63862073,0.81931037,0.67397827,0.83698916,0.7836797,0.89183986,0.69747937,0.8487397,0.7723989,0.8861995,0.73928183,0.86964095,0.7835897,0.89179486
98343,0.5191537,0.75957686,0.50537825,0.7526891,0.45928395,0.729642,0.49474716,0.7473736,0.5405205,0.7702602,0.6565894,0.8282947,0.6146058,0.8073029,0.6288033,0.8144016,0.6934934,0.8467467,0.6852888,0.8426444
98344,0.71333456,0.8566673,0.6872248,0.84361243,0.59424347,0.79712176,0.6692301,0.83461505,0.68427634,0.8421382,0.77652204,0.888261,0.72461,0.862305,0.7671702,0.8835851,0.7640296,0.8820148,0.79473543,0.8973677
98345,0.7115098,0.8557549,0.66211534,0.83105767,0.6588093,0.82940465,0.5779388,0.7889694,0.7058601,0.85293007,0.81936616,0.9096831,0.67339355,0.83669674,0.7424251,0.87121254,0.7193351,0.85966754,0.78825307,0.89412653
98346,0.6728351,0.83641756,0.6812855,0.84064275,0.6122493,0.8061247,0.650529,0.8252645,0.7121253,0.85606265,0.781376,0.890688,0.72141194,0.860706,0.7940588,0.8970294,0.75983095,0.8799155,0.7905289,0.89526445
98347,0.76957786,0.88478893,0.7002313,0.85011566,0.67330045,0.83665025,0.6584976,0.8292488,0.7568432,0.8784216,0.8523065,0.92615324,0.74873054,0.87436527,0.81514037,0.9075702,0.81044614,0.9052231,0.82992315,0.9149616
98348,0.64277554,0.82138777,0.61628485,0.8081424,0.58269894,0.7913495,0.59600425,0.7980021,0.6422225,0.82111126,0.72061807,0.860309,0.69266117,0.8463306,0.7118207,0.85591036,0.7504639,0.875232,0.7509285,0.87546426
