,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_google_ux_Score
57400,0.766268,0.883134,0.69351256,0.8467563,0.66365993,0.83182997,0.636122,0.818061,0.7661487,0.88307434,0.85976374,0.9298819,0.7639956,0.8819978,0.82680166,0.9134008,0.7245252,0.8622626,0.8111386,0.9055693
62042,0.69397753,0.8469888,0.63155854,0.81577927,0.6188322,0.80941606,0.61158025,0.8057901,0.6516235,0.82581174,0.69316316,0.8465816,0.6193904,0.80969524,0.6509205,0.82546026,0.6515511,0.82577556,0.63943124,0.8197156
63086,0.55941284,0.7797064,0.59848535,0.7992427,0.5203047,0.76015234,0.5240242,0.7620121,0.6027837,0.80139184,0.67412233,0.83706117,0.65858376,0.8292919,0.6759033,0.83795166,0.6888068,0.8444034,0.6870966,0.8435483
63087,0.6952749,0.8476374,0.64029723,0.8201486,0.5704795,0.78523976,0.6205356,0.8102678,0.7061361,0.85306805,0.75191605,0.875958,0.7576909,0.87884545,0.69899327,0.8494966,0.6964681,0.84823406,0.763587,0.8817935
83710,0.6571406,0.8285703,0.63209414,0.8160471,0.56200534,0.78100264,0.6311742,0.8155871,0.65424013,0.82712007,0.71706414,0.8585321,0.643892,0.821946,0.73279715,0.8663986,0.69961643,0.8498082,0.7119123,0.85595614
83711,0.49260634,0.7463032,0.54926383,0.7746319,0.49907804,0.749539,0.4528563,0.72642815,0.39953086,0.69976544,0.38491505,0.69245756,0.38045177,0.6902259,0.49069327,0.74534667,0.46318305,0.7315915,0.39179534,0.6958977
86666,0.69857204,0.849286,0.7358643,0.86793214,0.63278884,0.81639445,0.667194,0.833597,0.69800305,0.8490015,0.7879094,0.8939547,0.7506175,0.87530875,0.8309263,0.91546315,0.80008745,0.9000437,0.81429946,0.90714973
87779,0.5932618,0.79663086,0.6366987,0.81834936,0.5367758,0.7683879,0.5988935,0.79944676,0.5632744,0.7816372,0.53407025,0.7670351,0.5625002,0.7812501,0.59139687,0.7956984,0.58446515,0.7922326,0.54182553,0.77091277
97622,0.6855331,0.8427665,0.6743866,0.8371933,0.62199414,0.81099707,0.6027013,0.80135065,0.711463,0.8557315,0.79554164,0.8977708,0.72665095,0.8633255,0.7928792,0.8964396,0.7477,0.87385,0.79043114,0.8952156
98134,0.69164944,0.8458247,0.6563502,0.82817507,0.601231,0.8006155,0.55836475,0.7791824,0.68558407,0.84279203,0.76953423,0.8847671,0.7529204,0.8764602,0.7364107,0.8682053,0.7452826,0.8726413,0.78765327,0.8938266
98135,0.6600651,0.8300326,0.6565409,0.82827044,0.59981096,0.7999055,0.62549496,0.8127475,0.68344724,0.8417236,0.77783203,0.888916,0.7278544,0.8639272,0.8010504,0.9005252,0.7409463,0.87047315,0.79136336,0.8956817
98136,0.63034874,0.81517434,0.60602933,0.80301464,0.5214571,0.76072854,0.5962223,0.79811114,0.62264156,0.8113208,0.7472952,0.8736476,0.66318625,0.83159316,0.7198912,0.8599456,0.7113842,0.8556921,0.7334298,0.8667149
98137,0.660205,0.8301025,0.68060446,0.8403022,0.57706726,0.7885336,0.6350671,0.81753355,0.6917907,0.84589535,0.71209574,0.85604787,0.71561843,0.8578092,0.7531617,0.87658083,0.7283798,0.86418986,0.7345574,0.8672787
98138,0.5960063,0.79800314,0.592952,0.796476,0.5292038,0.7646019,0.56664115,0.78332055,0.6368067,0.81840336,0.7645308,0.8822654,0.7153688,0.8576844,0.72379416,0.8618971,0.7421038,0.8710519,0.7838216,0.8919108
98171,0.65288043,0.8264402,0.6200905,0.81004524,0.5410515,0.77052575,0.58051556,0.7902578,0.69488525,0.8474426,0.78418815,0.8920941,0.7351736,0.8675868,0.7442337,0.87211686,0.75251436,0.8762572,0.81213206,0.90606606
98172,0.6221564,0.8110782,0.6108742,0.8054371,0.55696887,0.77848446,0.5403806,0.7701903,0.7040682,0.8520341,0.7924402,0.8962201,0.7446379,0.872319,0.7351618,0.8675809,0.70639426,0.8531971,0.7777016,0.8888508
98173,0.68193495,0.8409675,0.64723426,0.8236171,0.5745999,0.7873,0.5795516,0.7897758,0.72245395,0.861227,0.8072407,0.90362036,0.7369455,0.86847275,0.745723,0.8728615,0.7554357,0.87771785,0.7817168,0.8908584
98245,0.5975909,0.79879546,0.60098267,0.80049133,0.54529643,0.7726482,0.58769554,0.7938478,0.58104783,0.7905239,0.6574472,0.8287236,0.62764907,0.81382453,0.6931558,0.8465779,0.6821035,0.84105176,0.6771797,0.83858985
98250,0.69290435,0.8464522,0.7529763,0.87648815,0.6621569,0.8310784,0.6827773,0.84138864,0.698072,0.849036,0.6443538,0.82217693,0.65164065,0.8258203,0.74803865,0.8740193,0.6750462,0.8375231,0.6523266,0.8261633
98251,0.5573408,0.77867043,0.5271443,0.76357216,0.45358306,0.7267915,0.5325167,0.76625836,0.5400226,0.7700113,0.566393,0.7831965,0.57627046,0.78813523,0.5651202,0.7825601,0.6198391,0.80991954,0.5537497,0.77687484
98252,0.53801405,0.769007,0.54634845,0.7731742,0.46387404,0.73193705,0.65837187,0.82918596,0.5292412,0.7646206,0.53774214,0.76887107,0.53886,0.76943004,0.5722089,0.78610444,0.61977935,0.8098897,0.55120355,0.77560174
98253,0.6869899,0.84349495,0.6619431,0.83097154,0.5800502,0.7900251,0.62920415,0.8146021,0.67804176,0.83902085,0.6970931,0.84854656,0.636911,0.81845546,0.71785104,0.8589255,0.7113421,0.85567105,0.6817553,0.84087765
98254,0.68861246,0.84430623,0.68881047,0.84440523,0.62420464,0.8121023,0.68432987,0.84216493,0.73342764,0.8667138,0.7998494,0.8999247,0.7370354,0.8685177,0.8053005,0.90265024,0.7877153,0.89385766,0.8085669,0.90428346
98255,0.74573314,0.8728666,0.74917924,0.8745896,0.7068744,0.8534372,0.7523815,0.8761908,0.7461483,0.8730742,0.769462,0.884731,0.70710707,0.85355353,0.83843076,0.9192154,0.7901618,0.8950809,0.80055267,0.9002763
98256,0.6215796,0.8107898,0.6048914,0.8024457,0.5516952,0.7758476,0.6598055,0.82990277,0.61298573,0.80649287,0.6638493,0.8319247,0.5733144,0.7866572,0.6725832,0.8362916,0.6812397,0.84061986,0.63227606,0.816138
98257,0.7556571,0.87782854,0.7362811,0.8681406,0.6376463,0.81882316,0.7100996,0.8550498,0.72884214,0.86442107,0.81199074,0.90599537,0.74818134,0.8740907,0.80847216,0.9042361,0.7940781,0.89703906,0.8165323,0.9082662
98258,0.5787909,0.78939545,0.5648484,0.7824242,0.4983924,0.7491962,0.5780691,0.78903455,0.49292472,0.74646235,0.5293729,0.76468647,0.5345272,0.7672636,0.54484916,0.7724246,0.5878048,0.7939024,0.56711924,0.7835596
98259,0.65742767,0.82871383,0.59213287,0.7960664,0.54673487,0.7733674,0.58737254,0.7936863,0.6564187,0.82820934,0.78284115,0.8914206,0.72578263,0.8628913,0.7079327,0.85396636,0.7366389,0.86831945,0.7831861,0.89159304
98260,0.6499153,0.8249576,0.6658556,0.8329278,0.64621866,0.8231093,0.7037816,0.8518908,0.66545653,0.83272827,0.7081829,0.8540914,0.65103096,0.8255155,0.76006955,0.8800348,0.7288846,0.8644423,0.72742176,0.8637109
98261,0.71006536,0.8550327,0.6506767,0.82533836,0.61803293,0.80901647,0.6863762,0.8431881,0.7033187,0.85165936,0.78892875,0.8944644,0.7433859,0.87169296,0.7278271,0.86391354,0.7561103,0.87805516,0.7946124,0.8973062
98262,0.6668943,0.83344716,0.6158135,0.80790675,0.55137604,0.77568805,0.6450389,0.8225194,0.65334153,0.82667077,0.7495763,0.87478817,0.6524155,0.82620776,0.7236767,0.86183834,0.7407043,0.87035215,0.753512,0.876756
98263,0.7073398,0.8536699,0.66395724,0.8319786,0.6539117,0.82695585,0.6587932,0.8293966,0.6938396,0.8469198,0.70364714,0.85182357,0.62775564,0.8138778,0.7245637,0.86228186,0.7091271,0.8545636,0.70263267,0.85131633
98264,0.71304727,0.85652363,0.6839701,0.84198505,0.6217114,0.8108557,0.75853086,0.8792654,0.6834613,0.84173065,0.7177734,0.8588867,0.65101445,0.8255072,0.78215325,0.8910766,0.73552716,0.8677636,0.7472755,0.87363774
98265,0.78529257,0.8926463,0.73730135,0.8686507,0.6889851,0.84449255,0.6969401,0.8484701,0.78256357,0.8912818,0.8589934,0.9294967,0.75288457,0.8764423,0.83555293,0.91777647,0.81163794,0.90581894,0.8287432,0.9143716
98266,0.75923765,0.8796188,0.7014079,0.85070395,0.6313638,0.81568193,0.69907665,0.8495383,0.71366346,0.8568317,0.80799526,0.90399766,0.69993937,0.8499697,0.799493,0.89974654,0.7501813,0.87509066,0.7749829,0.88749146
98267,0.68694717,0.84347355,0.67171896,0.8358595,0.62517023,0.8125851,0.6637616,0.8318808,0.6971041,0.84855205,0.6915713,0.8457856,0.6359687,0.81798434,0.74556327,0.87278163,0.7479867,0.87399334,0.70849496,0.85424745
98268,0.69941705,0.84970856,0.68799734,0.8439987,0.65129656,0.8256483,0.6498567,0.82492834,0.65572166,0.82786083,0.6828448,0.84142244,0.5997106,0.7998553,0.73431873,0.86715937,0.67402196,0.837011,0.67455196,0.837276
98269,0.69108427,0.84554213,0.6649622,0.8324811,0.60644066,0.80322033,0.64766085,0.8238304,0.67357564,0.8367878,0.7432367,0.8716184,0.67039156,0.8351958,0.74345714,0.87172854,0.7540549,0.87702745,0.740007,0.87000346
98270,0.67262375,0.8363119,0.63329,0.816645,0.5672065,0.78360325,0.63101506,0.81550753,0.6319382,0.8159691,0.7455445,0.8727722,0.6768033,0.8384017,0.7244323,0.8622161,0.7369931,0.86849654,0.7272402,0.8636201
98271,0.6471082,0.8235541,0.61400425,0.8070021,0.53531486,0.7676574,0.56864405,0.784322,0.6675272,0.8337636,0.82128227,0.91064113,0.7505702,0.8752851,0.74344766,0.87172383,0.76270986,0.8813549,0.81313205,0.906566
98272,0.661314,0.830657,0.65612197,0.828061,0.5878708,0.7939354,0.59612334,0.79806167,0.7043271,0.85216355,0.8361038,0.9180519,0.73776126,0.8688806,0.8077445,0.90387225,0.77423394,0.88711697,0.841918,0.920959
98273,0.7042881,0.85214406,0.69260883,0.8463044,0.58960676,0.7948034,0.6496421,0.82482105,0.6731702,0.8365851,0.7637217,0.88186085,0.70417047,0.85208523,0.80733514,0.90366757,0.7766508,0.8883254,0.8017174,0.9008587
98274,0.7372179,0.86860895,0.6950716,0.8475358,0.63608956,0.8180448,0.68831754,0.84415877,0.7354945,0.86774725,0.86121976,0.9306099,0.7474093,0.8737047,0.8194748,0.9097374,0.7916504,0.8958252,0.84021425,0.9201071
98275,0.6969558,0.8484779,0.64779365,0.8238968,0.6261188,0.8130594,0.66067475,0.8303374,0.711512,0.85575604,0.804663,0.9023315,0.719998,0.859999,0.78524566,0.8926228,0.7592646,0.8796323,0.8004661,0.90023303
98276,0.71785,0.858925,0.6762444,0.8381222,0.60805,0.804025,0.64982814,0.8249141,0.7340728,0.8670364,0.8044388,0.9022194,0.76297927,0.88148963,0.7807675,0.8903837,0.8113408,0.9056704,0.83004594,0.91502297
98277,0.7024007,0.85120034,0.67492914,0.8374646,0.61238456,0.8061923,0.6727799,0.83638996,0.681517,0.8407585,0.79031444,0.8951572,0.72872454,0.86436224,0.7879901,0.89399505,0.81259394,0.90629697,0.78537,0.892685
98278,0.74211717,0.8710586,0.68008107,0.84004056,0.6515362,0.8257681,0.6969975,0.84849876,0.7336581,0.86682904,0.8495487,0.92477435,0.7315895,0.8657948,0.8100841,0.90504205,0.76859856,0.8842993,0.792369,0.8961845
98279,0.7193184,0.8596592,0.6888958,0.8444479,0.6101879,0.80509394,0.6797173,0.83985865,0.7080065,0.85400325,0.79690766,0.89845383,0.7074456,0.8537228,0.7765481,0.8882741,0.7248671,0.86243355,0.76088166,0.88044083
98280,0.7144551,0.85722756,0.7005782,0.8502891,0.6305834,0.8152917,0.6958885,0.84794426,0.73487735,0.8674387,0.80694973,0.90347487,0.75212795,0.87606394,0.78886616,0.8944331,0.77643144,0.8882157,0.8053664,0.9026832
98281,0.69971335,0.8498567,0.6402124,0.8201062,0.58773506,0.7938675,0.6163757,0.80818784,0.69882834,0.84941417,0.81661785,0.9083089,0.7620318,0.8810159,0.7502174,0.8751087,0.7848198,0.8924099,0.82426536,0.9121327
98282,0.67001116,0.8350056,0.7047357,0.8523679,0.64722395,0.823612,0.71514237,0.8575712,0.6723804,0.8361902,0.72048116,0.8602406,0.69489896,0.8474495,0.7632143,0.8816072,0.7758412,0.8879206,0.75922483,0.87961245
98283,0.74919426,0.87459713,0.72797924,0.8639896,0.6498011,0.8249005,0.70743287,0.85371643,0.7516769,0.87583846,0.80616874,0.9030844,0.7615621,0.88078105,0.8234798,0.9117399,0.7763437,0.88817185,0.81116796,0.905584
98284,0.5708697,0.78543484,0.5459133,0.7729566,0.48804027,0.7440201,0.54363894,0.7718195,0.60427713,0.80213857,0.6922114,0.8461057,0.668906,0.834453,0.68635094,0.8431755,0.69752616,0.8487631,0.7033443,0.8516722
98285,0.5871403,0.79357016,0.55678296,0.7783915,0.4708278,0.7354139,0.5452805,0.7726402,0.61117065,0.8055853,0.6825857,0.84129286,0.6420082,0.8210041,0.65336853,0.82668424,0.69878286,0.84939146,0.6896677,0.84483385
98286,0.6305168,0.8152584,0.6303849,0.81519246,0.5850854,0.7925427,0.5804167,0.79020834,0.6616865,0.8308432,0.72188413,0.86094207,0.6667577,0.83337885,0.7468474,0.8734237,0.7089722,0.8544861,0.7133627,0.85668135
98287,0.66102874,0.8305144,0.6675579,0.833779,0.61816335,0.8090817,0.63038236,0.81519115,0.67160034,0.8358002,0.7758744,0.8879372,0.7072217,0.8536109,0.8120894,0.9060447,0.7558611,0.8779305,0.78570807,0.89285403
98288,0.6944678,0.8472339,0.6885232,0.8442616,0.6455262,0.8227631,0.5580937,0.7790469,0.6730079,0.836504,0.6896,0.8448,0.6071696,0.8035848,0.71857715,0.8592886,0.7025113,0.85125566,0.67976743,0.8398837
98289,0.67205995,0.83603,0.60777557,0.8038878,0.54914844,0.7745742,0.5960425,0.79802126,0.6860479,0.84302396,0.81371427,0.90685713,0.69975007,0.84987503,0.7268002,0.8634001,0.72657466,0.8632873,0.7855451,0.89277256
98290,0.57504976,0.7875249,0.58535945,0.7926797,0.5507913,0.77539563,0.52791554,0.76395774,0.646134,0.823067,0.72327054,0.86163527,0.7326971,0.86634856,0.6664309,0.8332155,0.71310174,0.8565509,0.75616723,0.8780836
98291,0.6956819,0.84784096,0.67737556,0.8386878,0.6399329,0.81996644,0.6439892,0.8219946,0.7017157,0.85085785,0.814298,0.90714896,0.7355384,0.86776924,0.77805024,0.8890251,0.7757319,0.88786596,0.7907425,0.89537126
98292,0.6610915,0.8305458,0.64452624,0.8222631,0.57236046,0.78618026,0.62199223,0.8109961,0.7202514,0.86012566,0.81100464,0.9055023,0.7625966,0.8812983,0.7928831,0.8964416,0.7440213,0.87201065,0.794556,0.897278
98293,0.6513334,0.82566667,0.62082666,0.81041336,0.55351603,0.776758,0.6000706,0.8000353,0.6501057,0.82505286,0.7682711,0.88413554,0.7039367,0.85196835,0.74083877,0.8704194,0.7512177,0.87560886,0.7659241,0.88296205
98294,0.71978354,0.8598918,0.66284823,0.8314241,0.6213482,0.8106741,0.7254426,0.8627213,0.72429484,0.86214745,0.7537085,0.87685424,0.6878097,0.84390485,0.773322,0.886661,0.74093664,0.8704683,0.7305144,0.8652572
98295,0.64031124,0.8201556,0.5927557,0.79637784,0.57450694,0.7872535,0.58785546,0.7939277,0.6395556,0.8197778,0.7583345,0.87916726,0.683493,0.8417465,0.7130876,0.8565438,0.7135001,0.85675,0.7423556,0.8711778
98296,0.6291275,0.81456375,0.6321071,0.8160535,0.56315255,0.7815763,0.58568835,0.7928442,0.5957915,0.7978958,0.68062603,0.840313,0.6013984,0.80069923,0.7096566,0.8548283,0.67902935,0.8395147,0.6707833,0.83539164
98297,0.73895836,0.8694792,0.7069755,0.85348773,0.64910686,0.82455343,0.69082993,0.845415,0.70410657,0.8520533,0.7603091,0.88015455,0.7027357,0.85136783,0.78619516,0.8930976,0.78667986,0.89333993,0.79392993,0.89696497
98298,0.73175716,0.8658786,0.66642535,0.8332127,0.6004051,0.80020255,0.7020463,0.85102314,0.70684695,0.8534235,0.79150355,0.8957518,0.7170491,0.85852456,0.7889624,0.8944812,0.76263607,0.88131803,0.7900417,0.89502084
98299,0.68786585,0.8439329,0.6953862,0.8476931,0.6176472,0.8088236,0.620565,0.81028247,0.71342516,0.8567126,0.81580436,0.9079022,0.7529069,0.87645346,0.79749024,0.8987451,0.72685933,0.86342967,0.796102,0.898051
98300,0.607925,0.80396247,0.627316,0.813658,0.5863405,0.7931702,0.6048198,0.8024099,0.6544918,0.8272459,0.7252046,0.8626023,0.711506,0.855753,0.7504599,0.87522995,0.72536814,0.8626841,0.7517518,0.8758759
98301,0.5583087,0.77915436,0.52375144,0.76187575,0.4842269,0.7421135,0.5009406,0.7504703,0.5936228,0.7968114,0.6844201,0.84221005,0.64207995,0.82104,0.6519655,0.82598275,0.68637097,0.8431855,0.7190285,0.85951424
98302,0.7586521,0.87932605,0.6605599,0.83027995,0.63692474,0.8184624,0.6742474,0.8371237,0.7413292,0.8706646,0.84076095,0.9203805,0.7293922,0.8646961,0.79887366,0.89943683,0.7435465,0.87177324,0.8001369,0.90006846
98303,0.64818263,0.8240913,0.6046767,0.80233836,0.5433723,0.77168614,0.56391317,0.78195655,0.6756633,0.8378316,0.78734237,0.89367115,0.7013064,0.8506532,0.71697646,0.8584882,0.7418193,0.8709097,0.79094243,0.8954712
98304,0.74725676,0.8736284,0.712434,0.856217,0.66209936,0.8310497,0.65627897,0.8281395,0.70651066,0.85325533,0.8304767,0.9152384,0.7044891,0.85224456,0.7941672,0.89708364,0.7913716,0.8956858,0.81307065,0.9065353
98305,0.7601857,0.88009286,0.7248293,0.86241466,0.6672003,0.83360016,0.668652,0.834326,0.73729545,0.8686477,0.8464304,0.9232152,0.7652573,0.8826287,0.8197739,0.90988696,0.81388855,0.9069443,0.8482072,0.9241036
98306,0.633241,0.81662047,0.6284574,0.8142287,0.5486046,0.7743023,0.6096562,0.8048281,0.63353074,0.81676537,0.75450253,0.87725127,0.69524336,0.8476217,0.71813744,0.85906875,0.71511686,0.8575584,0.7515483,0.87577415
98307,0.72885644,0.8644282,0.7107945,0.8553972,0.649348,0.824674,0.6492474,0.8246237,0.75248533,0.87624264,0.85543716,0.9277186,0.7848635,0.89243174,0.83647907,0.91823953,0.80496633,0.90248317,0.8431761,0.92158806
98308,0.6443124,0.8221562,0.68117225,0.8405861,0.5591855,0.77959275,0.6358464,0.8179232,0.62557924,0.8127896,0.6911194,0.8455597,0.7140362,0.8570181,0.72087824,0.8604391,0.7376596,0.8688298,0.7217384,0.86086917
98309,0.7266462,0.8633231,0.67626184,0.83813095,0.62736,0.81368,0.592772,0.796386,0.7449789,0.87248945,0.8363697,0.9181849,0.7744434,0.8872217,0.81213075,0.90606534,0.7935895,0.89679474,0.8121612,0.9060806
98310,0.77139753,0.8856988,0.7015202,0.8507601,0.68120563,0.8406028,0.639426,0.819713,0.74176097,0.8708805,0.8227323,0.91136616,0.7423059,0.87115294,0.7832068,0.8916034,0.71227264,0.8561363,0.78729916,0.8936496
98311,0.7303138,0.8651569,0.69309485,0.8465474,0.62725985,0.8136299,0.6307194,0.8153597,0.74221635,0.8711082,0.82479656,0.9123983,0.7853402,0.8926701,0.7831711,0.8915856,0.77092385,0.8854619,0.8239255,0.91196275
98312,0.70086074,0.85043037,0.70884424,0.8544221,0.6341053,0.81705266,0.65334785,0.8266739,0.7352851,0.8676425,0.8018834,0.9009417,0.78304446,0.8915222,0.80838275,0.9041914,0.74568284,0.8728414,0.81627166,0.90813583
98313,0.6518553,0.8259276,0.62700033,0.81350017,0.5764133,0.78820664,0.5852167,0.7926084,0.6618531,0.83092654,0.793921,0.8969605,0.65744954,0.82872474,0.76154697,0.8807735,0.7157206,0.8578603,0.74934304,0.8746715
98314,0.7528867,0.8764434,0.6969099,0.84845495,0.6705307,0.83526534,0.7022856,0.85114276,0.74897945,0.8744897,0.8371139,0.9185569,0.71504116,0.8575206,0.82306033,0.91153014,0.7867925,0.89339626,0.82686865,0.9134343
98315,0.6431414,0.8215707,0.6471946,0.8235973,0.59386265,0.7969313,0.6152367,0.8076184,0.6734679,0.83673394,0.80901825,0.9045091,0.72787803,0.86393905,0.7602824,0.8801412,0.7773379,0.88866895,0.81196904,0.9059845
98316,0.78941,0.894705,0.7474834,0.8737417,0.69334936,0.8466747,0.6731751,0.83658755,0.78118515,0.8905926,0.86564445,0.9328222,0.77744806,0.888724,0.8316391,0.9158195,0.7692577,0.8846289,0.81498647,0.90749323
98317,0.6326964,0.8163482,0.6021757,0.80108786,0.5408304,0.7704152,0.55571187,0.77785593,0.6645992,0.8322996,0.7934706,0.8967353,0.73684114,0.8684206,0.71841323,0.8592066,0.70787096,0.8539355,0.79432654,0.8971633
98318,0.7679956,0.8839978,0.7457763,0.87288815,0.6799872,0.8399936,0.72757584,0.8637879,0.7594648,0.8797324,0.8134686,0.9067343,0.7832791,0.8916396,0.8076095,0.9038048,0.80302066,0.90151036,0.83639264,0.9181963
98319,0.6939709,0.84698546,0.66238976,0.8311949,0.60514164,0.8025708,0.68034947,0.84017473,0.6735589,0.8367795,0.77212113,0.8860606,0.6981319,0.84906596,0.7516464,0.8758232,0.7585943,0.87929714,0.7740252,0.8870126
98320,0.72827274,0.86413634,0.6788931,0.83944654,0.6330141,0.81650704,0.6090008,0.8045004,0.76541185,0.8827059,0.880999,0.94049954,0.7672803,0.88364017,0.8091141,0.90455705,0.7848874,0.89244366,0.83554876,0.9177744
98321,0.7033429,0.85167146,0.64292026,0.8214601,0.5928305,0.7964152,0.66563827,0.8328191,0.6845764,0.8422882,0.83439887,0.91719943,0.72973156,0.8648658,0.78284526,0.8914226,0.76098263,0.8804913,0.8105861,0.90529305
98322,0.6618971,0.8309486,0.6384772,0.8192386,0.56441855,0.7822093,0.59083176,0.7954159,0.68083894,0.8404195,0.820923,0.9104615,0.7274097,0.86370486,0.76131153,0.88065577,0.7836714,0.8918357,0.8214676,0.9107338
98323,0.68404174,0.84202087,0.63655305,0.8182765,0.58694065,0.7934703,0.5768544,0.78842723,0.711154,0.855577,0.79829276,0.8991464,0.73779845,0.8688992,0.7750436,0.8875218,0.7217362,0.8608681,0.77481776,0.88740885
98324,0.70931745,0.8546587,0.6794277,0.8397138,0.60989475,0.8049474,0.68580616,0.8429031,0.7129128,0.8564564,0.78705746,0.8935287,0.7222203,0.86111015,0.75604904,0.8780245,0.746179,0.8730895,0.7761516,0.8880758
98325,0.7155652,0.8577826,0.6738354,0.8369177,0.6304055,0.8152027,0.6418936,0.8209468,0.7492329,0.87461644,0.8667927,0.93339634,0.78736925,0.8936846,0.83272773,0.91636384,0.81170696,0.9058535,0.86289823,0.9314491
98326,0.6669663,0.83348316,0.66506994,0.83253497,0.58467406,0.79233706,0.622648,0.811324,0.6718484,0.8359242,0.7700442,0.8850221,0.70236534,0.8511827,0.7718454,0.8859227,0.77384746,0.88692373,0.76351917,0.8817596
98327,0.5748228,0.7874114,0.60976875,0.8048844,0.5168139,0.75840694,0.60202134,0.80101067,0.5664749,0.78323746,0.65896416,0.8294821,0.6365698,0.81828487,0.683666,0.841833,0.71942043,0.8597102,0.7115797,0.85578984
98328,0.7002853,0.85014266,0.6127334,0.8063667,0.6102131,0.8051065,0.6839082,0.8419541,0.6787654,0.8393827,0.7840326,0.8920163,0.68609405,0.843047,0.76147044,0.8807352,0.76227224,0.8811361,0.77494395,0.887472
98329,0.66054916,0.8302746,0.6685869,0.8342935,0.5775652,0.7887826,0.6561338,0.8280669,0.66195005,0.83097506,0.71111155,0.8555558,0.70304656,0.8515233,0.7478548,0.8739274,0.75813115,0.8790656,0.7597407,0.87987036
98330,0.65246737,0.8262337,0.67545426,0.8377271,0.58761466,0.7938073,0.63293993,0.81646997,0.67060137,0.8353007,0.74733424,0.8736671,0.70306206,0.851531,0.75989735,0.8799487,0.7299843,0.86499214,0.76224166,0.8811208
98331,0.59432554,0.7971628,0.57065594,0.785328,0.56087065,0.7804353,0.61338127,0.80669063,0.57699937,0.7884997,0.6445785,0.8222892,0.50846344,0.7542317,0.6295458,0.8147729,0.6688672,0.83443356,0.5894601,0.79473007
98332,0.57381254,0.78690624,0.58901954,0.79450977,0.5219354,0.76096773,0.6016494,0.8008247,0.5872636,0.7936318,0.65105784,0.8255289,0.6653417,0.8326708,0.710479,0.8552395,0.6936604,0.8468302,0.68374467,0.84187233
98333,0.58309054,0.7915453,0.57805705,0.7890285,0.54039025,0.7701951,0.58408684,0.79204345,0.57975173,0.78987586,0.6773008,0.8386504,0.6841342,0.8420671,0.6566324,0.8283162,0.73383045,0.8669152,0.7353084,0.8676542
