,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Score
56802,0.57089293,0.78544647,0.5477017,0.77385086,0.5226141,0.76130706,0.5347632,0.7673816,0.52921563,0.7646078,0.6319065,0.81595325,0.5919144,0.7959572,0.62272406,0.811362,0.6811357,0.8405678,0.6633265,0.83166325
56803,0.7000614,0.85003066,0.72757,0.863785,0.64283645,0.8214182,0.6507702,0.8253851,0.6971923,0.84859616,0.7481359,0.87406796,0.72329795,0.861649,0.7833804,0.8916902,0.7265315,0.86326575,0.75649774,0.8782489
56804,0.73701304,0.86850655,0.73604906,0.8680245,0.6611594,0.8305797,0.665267,0.8326335,0.76237094,0.8811855,0.8232391,0.91161954,0.7504035,0.87520176,0.851482,0.92574096,0.80442154,0.9022108,0.8135996,0.9067998
56805,0.5650848,0.7825424,0.58044416,0.79022205,0.52626616,0.76313305,0.5952573,0.79762864,0.53055155,0.7652758,0.60915345,0.80457675,0.5884291,0.79421455,0.6738817,0.8369409,0.6889695,0.84448475,0.65987784,0.8299389
56807,0.6456152,0.8228076,0.64704555,0.8235228,0.53570926,0.76785463,0.56493723,0.7824686,0.65293646,0.8264682,0.70013046,0.85006523,0.7153436,0.8576718,0.69647896,0.8482395,0.71087825,0.8554391,0.7288176,0.8644088
56809,0.7311233,0.86556166,0.7058289,0.85291445,0.6461153,0.82305765,0.65927315,0.8296366,0.7361318,0.8680659,0.8333273,0.91666365,0.7501682,0.8750841,0.8371506,0.9185753,0.8170701,0.90853506,0.83116484,0.9155824
56859,0.6134462,0.8067231,0.5605784,0.7802892,0.47349787,0.73674893,0.581605,0.7908025,0.60417306,0.80208653,0.7199066,0.8599533,0.6683489,0.83417445,0.6725386,0.83626926,0.6997991,0.84989953,0.7147346,0.8573673
56860,0.64616984,0.82308495,0.66156614,0.83078307,0.5932343,0.79661715,0.7083899,0.85419494,0.6614205,0.8307103,0.74586904,0.8729345,0.7140346,0.8570173,0.7699794,0.88498974,0.76104736,0.8805237,0.7837523,0.89187616
56861,0.60460126,0.80230063,0.55614257,0.7780713,0.50267154,0.75133574,0.61504674,0.80752337,0.6037303,0.80186516,0.6614127,0.83070636,0.66432273,0.83216137,0.6664564,0.83322823,0.66632223,0.8331611,0.6788377,0.8394189
56862,0.6502998,0.8251499,0.6709516,0.8354758,0.5527773,0.77638865,0.6010065,0.80050325,0.6292561,0.81462806,0.6940745,0.84703726,0.68227875,0.8411394,0.73053366,0.8652668,0.7324872,0.8662436,0.70781493,0.85390747
57384,0.7192632,0.8596316,0.6812097,0.84060484,0.602064,0.801032,0.6016196,0.8008098,0.75478506,0.87739253,0.86717045,0.9335852,0.80834866,0.9041743,0.8063443,0.90317214,0.76128715,0.8806436,0.8490336,0.9245168
57400,0.7651419,0.882571,0.6764021,0.83820105,0.6410216,0.8205108,0.61127234,0.80563617,0.76270825,0.8813541,0.8504766,0.9252383,0.7425866,0.8712933,0.8074544,0.9037272,0.70110923,0.8505546,0.79949445,0.89974725
62042,0.73147696,0.8657385,0.6655776,0.8327888,0.6520327,0.8260163,0.62797886,0.8139894,0.6648443,0.83242214,0.71728015,0.8586401,0.62507963,0.8125398,0.68349683,0.8417484,0.6621932,0.8310966,0.6554744,0.8277372
63086,0.5270856,0.7635428,0.5565714,0.77828574,0.4867672,0.7433836,0.49996734,0.74998367,0.5607761,0.78038806,0.6605501,0.83027506,0.65623456,0.82811725,0.63694733,0.8184737,0.66095376,0.8304769,0.6812085,0.84060425
63087,0.687698,0.843849,0.6565962,0.8282981,0.5889828,0.7944914,0.60739744,0.8036987,0.70530915,0.8526546,0.8011119,0.90055597,0.7641081,0.8820541,0.72344387,0.86172193,0.77153206,0.885766,0.8081366,0.9040683
83710,0.6705251,0.83526254,0.6600117,0.8300059,0.5874924,0.79374623,0.6393192,0.8196596,0.689029,0.8445145,0.73182034,0.8659102,0.641111,0.8205555,0.755513,0.8777565,0.69986624,0.84993315,0.71291935,0.8564597
83711,0.534749,0.7673745,0.5845175,0.79225874,0.5464612,0.7732306,0.5084401,0.75422,0.48351294,0.74175644,0.43564752,0.71782374,0.4328641,0.71643203,0.5408206,0.7704103,0.5186424,0.7593212,0.45752233,0.7287612
86666,0.6359843,0.81799215,0.68301404,0.841507,0.58402497,0.79201245,0.61973256,0.8098663,0.6581683,0.82908416,0.761714,0.880857,0.7420893,0.87104464,0.80119336,0.9005967,0.78415,0.892075,0.80388814,0.90194404
87779,0.44444692,0.72222346,0.5136305,0.75681525,0.38905638,0.6945282,0.48681802,0.74340904,0.4416711,0.72083557,0.37762874,0.6888144,0.4701684,0.7350842,0.45678967,0.72839487,0.46515,0.732575,0.42369828,0.71184915
97622,0.71549463,0.8577473,0.6532214,0.8266107,0.62179554,0.81089777,0.5802901,0.79014504,0.72102845,0.8605142,0.8593595,0.92967975,0.7492533,0.87462664,0.8021722,0.9010861,0.7549288,0.8774644,0.80268145,0.9013407
98134,0.5976931,0.79884654,0.6101569,0.80507845,0.5603642,0.7801821,0.5136989,0.7568494,0.62290883,0.8114544,0.69610137,0.8480507,0.71104836,0.8555242,0.68796957,0.8439848,0.6982698,0.8491349,0.73253846,0.86626923
98135,0.72678316,0.8633916,0.65824103,0.8291205,0.62058246,0.81029123,0.5994831,0.7997415,0.75113016,0.87556505,0.8865877,0.9432938,0.7679621,0.88398105,0.7931853,0.8965926,0.7409122,0.8704561,0.83032835,0.9151642
98136,0.6431551,0.82157755,0.62941134,0.81470567,0.5336535,0.76682675,0.5902045,0.79510224,0.67481464,0.83740735,0.7852396,0.8926198,0.7236956,0.86184776,0.7551744,0.8775872,0.7509999,0.87549996,0.77197576,0.8859879
98137,0.6398952,0.8199476,0.66900396,0.834502,0.5537271,0.7768636,0.6259307,0.8129654,0.6764746,0.8382373,0.72785115,0.8639256,0.72367954,0.8618398,0.75474983,0.8773749,0.7482661,0.87413305,0.7476202,0.8738101
98138,0.6325469,0.81627345,0.5960699,0.7980349,0.5617628,0.7808814,0.5925816,0.7962908,0.65158784,0.8257939,0.7694403,0.88472015,0.7247904,0.86239517,0.73250735,0.8662537,0.7439811,0.87199056,0.80134237,0.9006712
98171,0.6789398,0.8394699,0.6323212,0.81616056,0.57767737,0.7888387,0.58972085,0.7948604,0.7115704,0.8557852,0.796128,0.898064,0.7527697,0.87638485,0.76562476,0.8828124,0.7272748,0.8636374,0.79659677,0.8982984
98172,0.6017387,0.80086935,0.62695855,0.8134793,0.53300065,0.76650035,0.54568565,0.7728428,0.69265485,0.8463274,0.75421333,0.87710667,0.7681926,0.88409626,0.7362952,0.8681476,0.7049512,0.85247564,0.7555834,0.8777917
98173,0.7269128,0.86345637,0.7512438,0.8756219,0.66274476,0.8313724,0.6894408,0.84472036,0.73020244,0.8651012,0.773686,0.88684297,0.73358023,0.8667901,0.7880883,0.89404416,0.81938815,0.9096941,0.80564857,0.9028243
98245,0.6437391,0.82186955,0.6561116,0.8280558,0.5899596,0.7949798,0.6046567,0.80232835,0.6902587,0.8451294,0.7879193,0.89395964,0.7426096,0.8713048,0.77733254,0.8886663,0.7516587,0.87582934,0.7664645,0.88323224
98250,0.6034571,0.80172855,0.67017967,0.8350898,0.5684873,0.78424364,0.63952565,0.8197628,0.55833817,0.7791691,0.5317205,0.76586026,0.55316234,0.77658117,0.6380034,0.8190017,0.5993837,0.79969186,0.55152166,0.7757608
98251,0.55147994,0.77573997,0.55183536,0.77591765,0.4740851,0.73704255,0.53669995,0.76835,0.55274034,0.77637017,0.54850733,0.77425367,0.5748701,0.78743505,0.5564045,0.77820224,0.6254376,0.8127188,0.5618917,0.78094584
98252,0.4232156,0.7116078,0.4083539,0.70417696,0.36190057,0.6809503,0.5724908,0.7862454,0.4133161,0.70665807,0.35485667,0.67742836,0.38011548,0.69005775,0.3977611,0.69888055,0.4571772,0.7285886,0.3538205,0.6769103
98253,0.6742697,0.83713484,0.68404233,0.84202117,0.5960299,0.79801494,0.6654221,0.83271104,0.6554697,0.8277348,0.6649605,0.83248025,0.6477524,0.8238762,0.71117616,0.8555881,0.7449721,0.87248605,0.70973915,0.8548696
98254,0.655174,0.827587,0.6458709,0.82293546,0.5771898,0.7885949,0.6298265,0.8149133,0.6804377,0.84021884,0.7966143,0.89830714,0.7337761,0.86688805,0.7706635,0.88533175,0.76874286,0.8843714,0.7983587,0.89917934
98255,0.7338238,0.8669119,0.70079947,0.85039973,0.69196653,0.84598327,0.7373941,0.86869705,0.74150264,0.8707513,0.7581451,0.87907255,0.68969035,0.8448452,0.81035316,0.9051766,0.757264,0.878632,0.77110225,0.8855511
98256,0.6270522,0.8135261,0.58814,0.79407,0.54669046,0.77334523,0.6464493,0.82322466,0.6157943,0.80789715,0.6809678,0.8404839,0.587247,0.7936235,0.66167575,0.83083785,0.67079854,0.83539927,0.6416701,0.82083505
98257,0.68958807,0.84479403,0.7072453,0.8536227,0.630512,0.815256,0.6944828,0.8472414,0.65162724,0.82581365,0.687845,0.8439225,0.64343977,0.8217199,0.7496029,0.87480146,0.7410341,0.870517,0.70381963,0.8519098
98258,0.6954464,0.8477232,0.6701411,0.83507055,0.60757303,0.8037865,0.63486195,0.817431,0.64421797,0.822109,0.72030914,0.86015457,0.68540525,0.8427026,0.6828949,0.8414475,0.7237748,0.8618874,0.73786485,0.8689324
98259,0.6431365,0.82156825,0.61689234,0.80844617,0.59062624,0.7953131,0.60990995,0.804955,0.6443137,0.82215685,0.715845,0.8579225,0.70163906,0.8508195,0.6756203,0.83781016,0.7384523,0.86922616,0.75153244,0.8757662
98260,0.63676393,0.81838197,0.6139182,0.8069591,0.6221913,0.81109565,0.691151,0.8455755,0.63003516,0.8150176,0.7043035,0.85215175,0.6241691,0.81208456,0.73931974,0.8696599,0.69370294,0.84685147,0.7063615,0.85318077
98261,0.61026794,0.80513394,0.6109416,0.8054708,0.5871384,0.7935692,0.58712727,0.7935636,0.6308024,0.8154012,0.72516465,0.8625823,0.71189916,0.8559496,0.7002802,0.8501401,0.7384236,0.8692118,0.7552273,0.87761366
98262,0.6624366,0.8312183,0.6261562,0.8130781,0.5652141,0.7826071,0.6619745,0.8309872,0.6527617,0.82638085,0.72234935,0.8611747,0.64429796,0.822149,0.71247214,0.8562361,0.7059717,0.85298586,0.70978355,0.8548918
98263,0.6597284,0.8298642,0.6964421,0.84822106,0.6289947,0.81449735,0.6633755,0.83168775,0.706246,0.853123,0.745407,0.8727035,0.6924704,0.84623516,0.7681167,0.88405836,0.7478863,0.87394315,0.778076,0.88903797
98264,0.68532026,0.8426601,0.64969075,0.8248454,0.58688915,0.7934446,0.7273237,0.8636619,0.61828715,0.80914354,0.6532074,0.8266037,0.5840925,0.79204625,0.72238433,0.86119217,0.665872,0.832936,0.65314245,0.8265712
98265,0.7439624,0.8719812,0.6822737,0.8411368,0.65753365,0.8287668,0.63975435,0.81987715,0.73277557,0.8663878,0.85588956,0.9279448,0.72570276,0.8628514,0.7965524,0.8982762,0.7924167,0.89620835,0.8255218,0.9127609
98266,0.7655218,0.8827609,0.6960043,0.84800214,0.66018975,0.8300949,0.6881371,0.8440685,0.70479,0.852395,0.7808172,0.89040864,0.66769516,0.8338476,0.76739144,0.8836957,0.758947,0.8794735,0.7630899,0.88154495
98267,0.69172907,0.84586453,0.6779385,0.83896923,0.61988515,0.8099426,0.69034743,0.8451737,0.7001481,0.85007405,0.7017791,0.85088956,0.6624973,0.83124864,0.75000095,0.8750005,0.7778893,0.8889446,0.7470033,0.87350166
98268,0.6928241,0.84641206,0.6737793,0.8368896,0.6604998,0.8302499,0.61491203,0.807456,0.646354,0.823177,0.67870635,0.8393532,0.57610714,0.7880536,0.71227455,0.8561373,0.6668279,0.83341396,0.6826701,0.84133506
98269,0.6936307,0.84681535,0.63990754,0.8199538,0.58574337,0.7928717,0.6176166,0.8088083,0.6990751,0.84953755,0.7974324,0.8987162,0.676745,0.83837247,0.7646142,0.8823071,0.73348963,0.8667448,0.7647836,0.8823918
98270,0.6580888,0.8290444,0.638701,0.8193505,0.5492933,0.77464664,0.6475344,0.8237672,0.6345702,0.81728506,0.7336587,0.86682934,0.6684011,0.83420056,0.73424155,0.86712074,0.7500664,0.8750332,0.72653615,0.8632681
98271,0.6170837,0.8085419,0.5749559,0.78747797,0.49849668,0.7492483,0.5400057,0.77000284,0.63767767,0.81883883,0.79674923,0.8983746,0.74372375,0.8718619,0.70155084,0.8507754,0.7411768,0.8705884,0.80014634,0.9000732
98272,0.69864154,0.84932077,0.6461256,0.8230628,0.5685178,0.7842589,0.5871651,0.79358256,0.7192091,0.85960454,0.85648406,0.928242,0.74692965,0.8734648,0.7907932,0.8953966,0.7581719,0.87908596,0.8304093,0.91520464
98273,0.5688436,0.7844218,0.6558625,0.8279313,0.53592396,0.767962,0.58947414,0.7947371,0.56530404,0.782652,0.5815395,0.79076976,0.60569465,0.8028473,0.6785406,0.8392703,0.7037242,0.8518621,0.67034143,0.83517075
98274,0.7366288,0.8683144,0.6917683,0.84588414,0.66330886,0.8316544,0.70954144,0.8547707,0.7335465,0.86677325,0.844849,0.9224245,0.74957,0.874785,0.8221346,0.9110673,0.78719234,0.8935962,0.83400065,0.9170003
98275,0.6687391,0.83436954,0.6338208,0.8169104,0.60029286,0.80014646,0.6648601,0.83243006,0.7045063,0.85225314,0.7775758,0.88878787,0.7356919,0.86784595,0.7811424,0.89057124,0.7679025,0.88395125,0.799965,0.8999825
98276,0.63979536,0.81989765,0.609269,0.8046345,0.54481316,0.7724066,0.63036394,0.815182,0.6755049,0.83775246,0.7458744,0.8729372,0.7297698,0.8648849,0.73485947,0.86742973,0.73495394,0.86747694,0.75952697,0.8797635
98277,0.6357093,0.81785464,0.61525875,0.80762935,0.5418942,0.7709471,0.616987,0.8084935,0.64237773,0.82118887,0.74962395,0.874812,0.7159871,0.85799354,0.742924,0.871462,0.775497,0.8877485,0.768615,0.8843075
98278,0.73862016,0.8693101,0.6875353,0.84376764,0.65659475,0.8282974,0.68698645,0.8434932,0.75461805,0.877309,0.85656595,0.928283,0.76495445,0.8824772,0.8309303,0.9154651,0.78349835,0.89174914,0.81387126,0.90693563
98279,0.73399866,0.8669993,0.7010934,0.8505467,0.6436136,0.8218068,0.6696416,0.8348208,0.7455325,0.87276626,0.8485975,0.92429876,0.76579595,0.882898,0.81993884,0.90996945,0.79227567,0.89613783,0.8568957,0.92844784
98280,0.7315898,0.8657949,0.7240591,0.86202955,0.665529,0.8327645,0.72041225,0.8602061,0.70786864,0.8539343,0.76831573,0.8841579,0.72880566,0.86440283,0.78348786,0.8917439,0.79079026,0.89539516,0.7848784,0.8924392
98281,0.6579603,0.82898015,0.6021073,0.80105364,0.5391144,0.76955724,0.6076492,0.8038246,0.67207646,0.83603823,0.7771911,0.8885956,0.72708976,0.8635449,0.7372612,0.8686306,0.7419884,0.8709942,0.75905156,0.8795258
98282,0.6994213,0.84971064,0.7554018,0.8777009,0.67443836,0.8372192,0.73691154,0.86845577,0.6903518,0.84517586,0.71407354,0.85703677,0.7123897,0.85619485,0.7770295,0.88851476,0.7567152,0.8783576,0.74120605,0.870603
98283,0.7459166,0.8729583,0.69326496,0.8466325,0.6476296,0.8238148,0.69274694,0.84637344,0.726731,0.86336553,0.7733457,0.88667285,0.71234775,0.8561739,0.77595896,0.8879795,0.7424462,0.8712231,0.7798572,0.8899286
98284,0.5666883,0.78334415,0.5792136,0.7896068,0.5013808,0.7506904,0.55394876,0.7769744,0.6221583,0.81107914,0.7420664,0.8710332,0.72653747,0.86326873,0.7397855,0.8698927,0.7549761,0.877488,0.77618456,0.8880923
98285,0.5716704,0.7858352,0.57406753,0.7870338,0.45923615,0.7296181,0.5557017,0.77785087,0.59962726,0.7998136,0.66607213,0.83303607,0.6570034,0.8285017,0.6571346,0.82856727,0.71050817,0.85525405,0.6817922,0.8408961
98286,0.6431029,0.82155144,0.63171667,0.81585836,0.5925517,0.79627585,0.5914467,0.7957233,0.6652693,0.8326347,0.7190391,0.85951954,0.6563107,0.82815534,0.7498852,0.8749426,0.7106713,0.85533565,0.70230275,0.85115135
98287,0.635839,0.8179195,0.6313807,0.81569034,0.5944034,0.7972017,0.622966,0.811483,0.62163794,0.810819,0.72522885,0.8626144,0.6375495,0.81877476,0.76286376,0.8814319,0.71457356,0.8572868,0.71183306,0.8559165
98288,0.58523834,0.79261917,0.6018102,0.8009051,0.51761323,0.7588066,0.5365609,0.76828045,0.5776683,0.78883415,0.5842341,0.79211706,0.5658507,0.78292537,0.6565716,0.8282858,0.6426196,0.8213098,0.6140934,0.8070467
98289,0.61046124,0.8052306,0.5707413,0.78537065,0.53321517,0.7666076,0.5996307,0.79981536,0.6036736,0.8018368,0.71872354,0.85936177,0.612482,0.80624104,0.6713979,0.83569896,0.677507,0.83875346,0.7008481,0.85042405
98290,0.53852916,0.7692646,0.5435803,0.77179015,0.54717034,0.7735852,0.48325557,0.7416278,0.614006,0.807003,0.7102561,0.85512805,0.6997318,0.8498659,0.6012788,0.8006394,0.7133033,0.85665166,0.7415817,0.87079084
98291,0.70085645,0.8504282,0.6705241,0.83526206,0.6135254,0.8067627,0.6133901,0.80669504,0.69474125,0.8473706,0.8052922,0.90264606,0.7233144,0.8616572,0.74387443,0.8719372,0.75542295,0.8777115,0.7854328,0.8927164
98292,0.69728315,0.8486416,0.66743886,0.83371943,0.6239535,0.8119768,0.64480233,0.82240117,0.7458466,0.8729233,0.84362906,0.92181456,0.75711524,0.8785576,0.8276972,0.91384864,0.78054345,0.8902717,0.82933855,0.9146693
98293,0.56802,0.78401,0.58135694,0.7906785,0.49758112,0.74879056,0.55895996,0.77948,0.60333693,0.80166847,0.7033294,0.85166466,0.64807594,0.82403797,0.7035057,0.8517529,0.69697183,0.84848595,0.7161672,0.8580836
98294,0.6335993,0.81679964,0.6086516,0.8043258,0.5506187,0.7753093,0.61801165,0.80900586,0.645524,0.822762,0.68168825,0.84084415,0.6443387,0.82216936,0.6876687,0.84383434,0.70104516,0.8505226,0.65715605,0.828578
98295,0.61358047,0.80679023,0.602906,0.801453,0.5414355,0.77071774,0.58351755,0.7917588,0.64363945,0.8218197,0.7684943,0.8842472,0.71629316,0.85814655,0.7334149,0.86670744,0.74455667,0.87227833,0.7825463,0.89127314
98296,0.5721319,0.78606594,0.5764075,0.7882037,0.51636225,0.7581811,0.5443047,0.77215236,0.53498346,0.7674917,0.58272755,0.7913638,0.52492356,0.7624618,0.6222122,0.8111061,0.5945784,0.7972892,0.5893626,0.7946813
98297,0.74214035,0.87107015,0.6980278,0.8490139,0.63908136,0.8195407,0.65293336,0.8264667,0.7065499,0.85327494,0.81337285,0.9066864,0.73877496,0.8693875,0.8043239,0.90216196,0.78317344,0.8915867,0.8340658,0.9170329
98298,0.66459507,0.83229756,0.6029741,0.8014871,0.5471418,0.7735709,0.63665646,0.81832826,0.64330155,0.82165074,0.7567647,0.8783823,0.6861937,0.84309685,0.7257262,0.86286306,0.73421216,0.8671061,0.7579728,0.87898636
98299,0.704013,0.8520065,0.68679136,0.8433957,0.6451567,0.8225783,0.62631404,0.813157,0.74930674,0.87465334,0.8190845,0.90954226,0.7425162,0.87125814,0.8084959,0.90424794,0.7294235,0.86471176,0.7999439,0.89997196
98300,0.6172795,0.80863976,0.62621206,0.81310606,0.56574583,0.7828729,0.55952823,0.7797641,0.6931357,0.84656787,0.7916709,0.89583546,0.77183807,0.88591903,0.7727298,0.88636494,0.75631607,0.87815803,0.79927754,0.8996388
98301,0.62667274,0.8133364,0.60547566,0.80273783,0.5513911,0.77569556,0.5468462,0.7734231,0.6851675,0.8425838,0.791368,0.895684,0.74399984,0.8719999,0.743106,0.871553,0.75184524,0.8759226,0.7853206,0.89266026
98302,0.7252161,0.8626081,0.6616057,0.83080286,0.6209377,0.81046885,0.6787292,0.8393646,0.719435,0.8597175,0.8193927,0.90969634,0.7263238,0.8631619,0.7969779,0.89848894,0.7394445,0.86972225,0.7927338,0.8963669
98303,0.6982166,0.84910834,0.61989737,0.8099487,0.57775223,0.7888761,0.57120466,0.78560233,0.7103857,0.85519284,0.86702204,0.933511,0.7392647,0.86963236,0.7705235,0.8852618,0.7449837,0.87249184,0.82919633,0.91459817
98304,0.77439916,0.8871996,0.73041594,0.86520797,0.6685331,0.83426654,0.63101,0.815505,0.7504286,0.87521434,0.86264014,0.9313201,0.7614075,0.88070375,0.8306943,0.91534716,0.78839815,0.8941991,0.8426174,0.9213087
98305,0.70886713,0.85443354,0.6866782,0.8433391,0.5984757,0.79923785,0.6536025,0.82680124,0.685719,0.8428595,0.7643143,0.88215715,0.68737066,0.8436853,0.753106,0.876553,0.74256396,0.871282,0.73288465,0.8664423
98306,0.5811956,0.7905978,0.5737057,0.78685284,0.52111274,0.76055634,0.5622827,0.78114134,0.57352746,0.7867637,0.66786444,0.8339322,0.6137788,0.8068894,0.6836139,0.84180695,0.6487028,0.82435143,0.65371,0.826855
98307,0.74280214,0.8714011,0.7342887,0.86714435,0.646332,0.823166,0.6585568,0.8292784,0.7692573,0.88462865,0.8693993,0.93469965,0.7901391,0.89506954,0.8636201,0.93181,0.7827274,0.89136374,0.8346447,0.91732234
98308,0.6238259,0.81191295,0.64955664,0.8247783,0.53097075,0.7654854,0.5968235,0.7984117,0.6588105,0.82940525,0.74266195,0.871331,0.75232124,0.8761606,0.7214806,0.8607403,0.7318967,0.8659483,0.75737727,0.87868863
98309,0.7352089,0.8676045,0.6817248,0.8408624,0.62318945,0.8115947,0.6169384,0.8084692,0.7622724,0.8811362,0.84272784,0.92136395,0.76994663,0.8849733,0.83067274,0.9153364,0.81371295,0.9068565,0.84022546,0.9201127
98310,0.75773096,0.8788655,0.69366944,0.8468347,0.6832279,0.84161395,0.6458852,0.8229426,0.74425995,0.87213,0.8376504,0.9188252,0.75566053,0.87783027,0.7929158,0.8964579,0.7189282,0.8594641,0.80298114,0.90149057
98311,0.6978729,0.84893644,0.6526673,0.82633364,0.5884575,0.7942288,0.62344646,0.81172323,0.6910367,0.84551835,0.7873682,0.8936841,0.7507904,0.8753952,0.7442596,0.8721298,0.7548989,0.87744945,0.81461793,0.90730894
98312,0.6800486,0.8400243,0.6954296,0.8477148,0.6348609,0.81743044,0.66314083,0.8315704,0.70997024,0.8549851,0.7616164,0.88080823,0.74138904,0.8706945,0.8114362,0.9057181,0.70865744,0.85432875,0.7900356,0.8950178
98313,0.67321455,0.8366073,0.6194035,0.80970174,0.6017127,0.80085635,0.6033141,0.8016571,0.6680577,0.83402884,0.81187725,0.9059386,0.6727036,0.8363518,0.794254,0.89712703,0.72909415,0.8645471,0.7709202,0.88546014
98314,0.7606089,0.88030446,0.7071109,0.85355544,0.664742,0.832371,0.69786185,0.84893095,0.7547102,0.8773551,0.84835076,0.9241754,0.7296091,0.8648045,0.8252623,0.91263115,0.78228986,0.89114493,0.82959276,0.91479635
98315,0.5896679,0.79483396,0.61859787,0.80929893,0.54336786,0.77168393,0.6151017,0.80755085,0.602239,0.8011195,0.7054597,0.85272986,0.64689183,0.8234459,0.70433426,0.8521671,0.71322465,0.8566123,0.7072215,0.85361075
98316,0.790408,0.895204,0.72090197,0.860451,0.69312584,0.8465629,0.66365325,0.8318266,0.77501285,0.8875064,0.8764359,0.93821794,0.72709465,0.8635473,0.81927586,0.9096379,0.7611368,0.8805684,0.8227612,0.9113806
