,CV_doordash_pm_Raw_Score,CV_doordash_pm_Score,CV_apple_pm_Raw_Score,CV_apple_pm_Score,CV_samsara_pm_Raw_Score,CV_samsara_pm_Score,CV_yelp_pm_Raw_Score,CV_yelp_pm_Score,CV_match_pm_Raw_Score,CV_match_pm_Score,CV_i2c_ux_Raw_Score,CV_i2c_ux_Score,CV_adobe_ux_Raw_Score,CV_adobe_ux_Score,CV_amazon_ux_Raw_Score,CV_amazon_ux_Score,CV_rowan_ux_Raw_Score,CV_rowan_ux_Score,CV_google_ux_Raw_Score,CV_google_ux_Score
98253,0.68739665,0.8436983,0.67079866,0.8353993,0.61482245,0.8074112,0.6347909,0.81739545,0.66136026,0.83068013,0.6530987,0.82654935,0.60486865,0.8024343,0.6798568,0.8399284,0.69838405,0.849192,0.6586096,0.8293048
98254,0.71657324,0.8582866,0.7220636,0.8610318,0.68922246,0.8446112,0.69681776,0.8484089,0.7349885,0.8674942,0.80143154,0.90071577,0.70172054,0.85086024,0.8236816,0.9118408,0.80652106,0.9032605,0.80684984,0.9034249
98255,0.68641627,0.84320813,0.6321414,0.8160707,0.656827,0.8284135,0.70629406,0.85314703,0.58442134,0.7922107,0.6196635,0.80983174,0.5126445,0.75632226,0.6830563,0.8415282,0.6294459,0.81472296,0.61245906,0.80622953
98256,0.63400865,0.8170043,0.6478461,0.82392305,0.6062074,0.8031037,0.6850538,0.8425269,0.6318526,0.8159263,0.6713188,0.8356594,0.600764,0.800382,0.6815345,0.84076726,0.6904843,0.84524214,0.66422796,0.832114
98257,0.71135414,0.85567707,0.70020616,0.8501031,0.67706114,0.83853054,0.73707604,0.868538,0.63547695,0.8177385,0.66683626,0.83341813,0.6262586,0.8131293,0.74524504,0.8726225,0.74481153,0.87240577,0.71961975,0.8598099
98258,0.5577526,0.7788763,0.608135,0.8040675,0.5239672,0.76198363,0.562934,0.78146696,0.5493555,0.77467775,0.6056104,0.8028052,0.630235,0.8151175,0.6046557,0.8023279,0.68150663,0.8407533,0.6920032,0.8460016
98259,0.6829677,0.84148383,0.6442327,0.8221164,0.655324,0.827662,0.6475481,0.82377404,0.6562065,0.82810324,0.7089932,0.8544966,0.6761781,0.83808905,0.70908105,0.8545405,0.7649381,0.88246906,0.75631475,0.8781574
98260,0.56111753,0.78055876,0.5386542,0.7693271,0.53566444,0.7678322,0.66333747,0.83166873,0.516508,0.758254,0.5582571,0.77912855,0.505938,0.752969,0.61513793,0.80756897,0.6139413,0.80697066,0.5849626,0.7924813
98261,0.60828674,0.80414337,0.5328065,0.76640326,0.5401115,0.7700558,0.56667787,0.7833389,0.5589052,0.77945256,0.6130413,0.80652064,0.561787,0.7808935,0.56502473,0.78251237,0.6134988,0.8067494,0.59264266,0.79632133
98262,0.64589447,0.82294726,0.5794094,0.7897047,0.5960139,0.79800695,0.64055806,0.820279,0.5859926,0.7929963,0.6507138,0.8253569,0.55723107,0.77861553,0.6483561,0.82417804,0.69240886,0.8462044,0.6945745,0.84728724
98263,0.6383598,0.8191799,0.66321343,0.83160675,0.6543497,0.82717484,0.66179967,0.83089983,0.6110039,0.80550194,0.62521875,0.8126094,0.5595175,0.77975875,0.6800606,0.8400303,0.6749227,0.83746135,0.6478715,0.82393575
98264,0.51847136,0.7592357,0.5736767,0.78683835,0.47931242,0.7396562,0.6549918,0.82749593,0.46881357,0.73440677,0.44183868,0.7209194,0.42254305,0.7112715,0.5376287,0.7688143,0.57652676,0.7882634,0.49302065,0.7465103
98265,0.75516653,0.87758327,0.6892024,0.8446012,0.6691048,0.8345524,0.65374684,0.8268734,0.7108591,0.85542953,0.79447806,0.897239,0.6630937,0.83154684,0.76465285,0.8823264,0.74200666,0.8710033,0.75205624,0.8760281
98266,0.6884446,0.8442223,0.62881947,0.81440973,0.60015154,0.80007577,0.6210439,0.81052196,0.5972529,0.7986264,0.6596451,0.82982254,0.5280938,0.7640469,0.65360874,0.8268044,0.65745425,0.8287271,0.6198365,0.8099183
98267,0.6397215,0.81986076,0.6471431,0.82357156,0.61591315,0.8079566,0.67992747,0.83996373,0.63706255,0.8185313,0.59646153,0.79823077,0.57526934,0.7876347,0.6905423,0.8452711,0.72969806,0.86484903,0.65619004,0.828095
98268,0.58185047,0.79092526,0.5996775,0.7998388,0.59649473,0.79824734,0.6050788,0.8025394,0.51155543,0.7557777,0.5243063,0.76215315,0.4388705,0.7194352,0.5809611,0.79048055,0.5643039,0.78215194,0.5320538,0.7660269
98269,0.6801913,0.84009564,0.6662571,0.8331286,0.640712,0.820356,0.651408,0.825704,0.69173956,0.8458698,0.7204678,0.8602339,0.67123413,0.83561707,0.7534995,0.87674975,0.7496491,0.8748245,0.71241534,0.85620767
98270,0.68370306,0.84185153,0.6745722,0.8372861,0.60626364,0.8031318,0.6720603,0.8360301,0.6417306,0.8208653,0.71840596,0.859203,0.67115986,0.83557993,0.7404396,0.8702198,0.7866652,0.8933326,0.7409617,0.87048084
98271,0.53415185,0.7670759,0.55012643,0.7750632,0.49194998,0.745975,0.54387546,0.7719377,0.54529107,0.77264553,0.6777004,0.8388502,0.658465,0.8292325,0.664064,0.83203197,0.74850756,0.87425375,0.74474144,0.8723707
98272,0.7141433,0.85707164,0.71465147,0.85732573,0.6560101,0.8280051,0.66995275,0.8349764,0.7353821,0.86769104,0.8092371,0.90461856,0.7649839,0.88249195,0.8216105,0.9108052,0.8075113,0.90375566,0.85851586,0.9292579
98273,0.71946955,0.8597348,0.691098,0.845549,0.6896533,0.84482664,0.66329086,0.8316454,0.6478255,0.82391274,0.72245526,0.86122763,0.6619806,0.8309903,0.80334234,0.9016712,0.7636657,0.88183284,0.7793587,0.8896793
98274,0.69513077,0.8475654,0.6890807,0.84454036,0.6329051,0.81645256,0.71449244,0.8572462,0.6995766,0.8497883,0.7994117,0.8997059,0.71329737,0.8566487,0.7809029,0.89045143,0.76344764,0.8817238,0.78744423,0.8937221
98275,0.6832644,0.8416322,0.66119874,0.83059937,0.621182,0.810591,0.6274197,0.81370986,0.70845515,0.85422754,0.75898844,0.8794942,0.72950655,0.86475325,0.7849314,0.8924657,0.74866414,0.8743321,0.774696,0.887348
98276,0.6639477,0.83197385,0.6794069,0.83970344,0.6097572,0.8048786,0.6289129,0.81445646,0.67147076,0.8357354,0.6842178,0.8421089,0.67100245,0.8355012,0.7595099,0.87975496,0.7396666,0.8698333,0.7189168,0.8594584
98277,0.6229507,0.81147534,0.5473033,0.77365166,0.5126362,0.7563181,0.54297376,0.7714869,0.56538355,0.7826918,0.67264795,0.836324,0.59473854,0.79736924,0.6688882,0.8344441,0.6992948,0.8496474,0.6752029,0.8376014
98278,0.7490018,0.8745009,0.6751857,0.83759284,0.7154317,0.85771585,0.6798563,0.83992815,0.7146604,0.8573302,0.846007,0.9230035,0.7333137,0.86665684,0.82340884,0.9117044,0.76101613,0.88050807,0.80276835,0.9013842
98279,0.6809805,0.8404902,0.62978965,0.8148948,0.61438227,0.80719113,0.6530841,0.826542,0.6472875,0.82364374,0.7037871,0.85189354,0.62238,0.81119,0.7274535,0.86372674,0.7072415,0.85362077,0.70698804,0.85349405
98280,0.65522563,0.8276128,0.6490946,0.8245473,0.59806585,0.7990329,0.6824293,0.84121466,0.6007774,0.8003887,0.6286362,0.81431806,0.5963733,0.79818666,0.683282,0.841641,0.6824926,0.8412463,0.6625947,0.83129734
98281,0.6924254,0.8462127,0.676984,0.83849204,0.62735236,0.8136762,0.6712682,0.8356341,0.67188394,0.835942,0.78830093,0.8941505,0.7485386,0.8742693,0.77942383,0.8897119,0.784487,0.8922435,0.8009836,0.90049183
98282,0.62246674,0.8112334,0.66169035,0.8308452,0.6077528,0.8038764,0.6948606,0.8474303,0.5936129,0.79680645,0.6095201,0.80476004,0.606478,0.803239,0.6755911,0.83779556,0.6704246,0.8352123,0.6728331,0.83641654
98283,0.7212292,0.8606146,0.6530282,0.8265141,0.63910496,0.8195525,0.67619526,0.83809763,0.6457716,0.8228858,0.6879444,0.8439722,0.6458998,0.8229499,0.7354554,0.8677277,0.6854401,0.84272003,0.71466863,0.8573343
98284,0.4661432,0.73307157,0.5115084,0.75575423,0.41582578,0.7079129,0.5006346,0.75031734,0.4938482,0.7469241,0.5863756,0.7931878,0.6006785,0.8003392,0.61387765,0.8069388,0.6629956,0.8314978,0.6427705,0.82138526
98285,0.6054904,0.8027452,0.6120828,0.80604136,0.5729978,0.7864989,0.61339855,0.8066993,0.6243001,0.81215006,0.6810657,0.84053284,0.66332257,0.8316613,0.6933267,0.84666336,0.7588054,0.8794027,0.7325293,0.86626464
98286,0.62127525,0.8106376,0.66454655,0.83227324,0.6199324,0.8099662,0.6162673,0.80813366,0.6370914,0.8185457,0.6605726,0.83028626,0.6410526,0.8205263,0.7587252,0.8793626,0.71380687,0.85690343,0.68150353,0.84075177
98287,0.72436225,0.8621811,0.7060764,0.8530382,0.70862,0.85431004,0.6624483,0.83122414,0.71321297,0.8566065,0.80052835,0.90026414,0.7289671,0.86448354,0.84096265,0.9204813,0.78980386,0.89490193,0.79758966,0.89879483
98288,0.5602969,0.78014845,0.5761229,0.78806144,0.5152622,0.75763106,0.53930473,0.76965237,0.5360675,0.76803374,0.5383628,0.7691814,0.53132915,0.7656646,0.6121305,0.80606526,0.63522816,0.8176141,0.5680071,0.78400356
98289,0.601545,0.8007725,0.5411469,0.77057344,0.5950459,0.79752296,0.566455,0.7832275,0.55273336,0.7763667,0.6612004,0.8306002,0.5324172,0.7662086,0.6409899,0.82049495,0.6746849,0.83734244,0.6613486,0.8306743
98290,0.44653416,0.7232671,0.4503157,0.72515786,0.49794093,0.74897045,0.41971585,0.70985794,0.5088041,0.75440204,0.5907529,0.7953764,0.58758634,0.7937932,0.5468919,0.77344596,0.61995983,0.8099799,0.64406073,0.82203037
98291,0.6565192,0.8282596,0.62503433,0.81251717,0.60003996,0.80002,0.59648585,0.7982429,0.63939023,0.8196951,0.73494494,0.86747247,0.64099824,0.8204991,0.7193953,0.85969764,0.7285449,0.8642725,0.7419443,0.87097216
98292,0.63608897,0.8180445,0.6701009,0.83505046,0.60856426,0.8042821,0.64472914,0.82236457,0.7012162,0.8506081,0.7294151,0.8647076,0.7227147,0.86135733,0.73842597,0.869213,0.7523486,0.87617433,0.75623846,0.87811923
98293,0.64451706,0.82225853,0.62951446,0.8147572,0.5496311,0.77481556,0.6390873,0.81954366,0.6408709,0.82043546,0.7087451,0.85437256,0.6976602,0.8488301,0.73252577,0.8662629,0.75184405,0.875922,0.74784017,0.8739201
98294,0.5521587,0.77607936,0.5234065,0.76170325,0.5334643,0.76673216,0.5708394,0.7854197,0.5507234,0.77536166,0.6134667,0.80673337,0.5242411,0.76212054,0.57451034,0.78725517,0.6323353,0.81616765,0.5796587,0.7898294
98295,0.64473915,0.8223696,0.6207957,0.81039786,0.6389874,0.8194937,0.6250395,0.8125198,0.6620954,0.8310477,0.8031924,0.9015962,0.7004316,0.8502158,0.7756914,0.8878457,0.7995062,0.8997531,0.80836713,0.90418357
98296,0.6578685,0.82893425,0.62942827,0.81471413,0.60060287,0.80030143,0.6374078,0.8187039,0.6061108,0.8030554,0.6073674,0.8036837,0.6010103,0.80050516,0.7214151,0.8607075,0.67493486,0.83746743,0.6610527,0.83052635
98297,0.71135294,0.8556765,0.681622,0.840811,0.6332186,0.81660926,0.69327617,0.8466381,0.6532151,0.8266076,0.69474727,0.8473736,0.67035544,0.8351777,0.7519444,0.8759722,0.7435845,0.87179226,0.7423165,0.87115824
98298,0.6751433,0.8375716,0.650692,0.825346,0.6269449,0.81347245,0.6845951,0.84229755,0.6140222,0.8070111,0.6970648,0.84853244,0.63379925,0.81689966,0.7206383,0.86031914,0.7483163,0.87415814,0.72124755,0.8606238
98299,0.72567904,0.8628395,0.73703825,0.8685191,0.65498513,0.8274926,0.69813246,0.84906626,0.7506365,0.8753183,0.7974,0.8987,0.76725405,0.88362706,0.82817495,0.9140875,0.7627752,0.8813876,0.80279535,0.9013977
98300,0.6635926,0.8317963,0.6674355,0.83371776,0.65821546,0.82910776,0.657174,0.828587,0.70923746,0.8546187,0.72120786,0.8606039,0.730499,0.8652495,0.7789765,0.8894882,0.7666924,0.8833462,0.7868813,0.89344066
98301,0.59962106,0.7998105,0.57532394,0.78766197,0.5695349,0.78476745,0.54424363,0.7721218,0.64984685,0.8249234,0.7733977,0.88669884,0.743543,0.8717715,0.72385526,0.8619276,0.7455361,0.87276804,0.8051102,0.9025551
98302,0.72319376,0.8615969,0.6375135,0.81875676,0.6503181,0.8251591,0.6851594,0.8425797,0.68903875,0.8445194,0.74277157,0.8713858,0.6285243,0.81426215,0.7479429,0.87397146,0.71234536,0.8561727,0.7306407,0.8653203
98303,0.70994824,0.85497415,0.64265466,0.8213273,0.6333123,0.8166561,0.60601634,0.8030082,0.70856404,0.854282,0.8382611,0.91913056,0.73673993,0.86836994,0.76660216,0.8833011,0.7899574,0.8949787,0.8292773,0.91463864
98304,0.7370802,0.8685401,0.6706413,0.83532065,0.6524868,0.8262434,0.64888644,0.8244432,0.6389332,0.8194666,0.6928587,0.84642935,0.5807385,0.7903693,0.68352735,0.8417637,0.70692617,0.85346305,0.667765,0.8338825
98305,0.7657741,0.882887,0.7349626,0.8674813,0.7124778,0.8562389,0.71860915,0.85930455,0.7216004,0.8608002,0.79497975,0.8974899,0.7287728,0.86438644,0.7968878,0.89844394,0.79494333,0.89747167,0.8027762,0.9013881
98306,0.7031493,0.85157466,0.6517192,0.8258596,0.68651545,0.8432577,0.6592793,0.8296397,0.68019545,0.8400977,0.73356694,0.8667835,0.6614126,0.8307063,0.7741992,0.8870996,0.7457626,0.8728813,0.7695228,0.8847614
98307,0.7083181,0.85415906,0.71342444,0.8567122,0.69416416,0.8470821,0.69197774,0.84598887,0.6963508,0.8481754,0.7589915,0.87949574,0.68975973,0.84487987,0.8126065,0.9063033,0.8202403,0.9101201,0.8020711,0.90103555
98308,0.70167565,0.8508378,0.73044956,0.8652248,0.655564,0.82778203,0.6894388,0.8447194,0.7348936,0.8674468,0.79628444,0.8981422,0.7855934,0.8927967,0.79982144,0.8999107,0.81846094,0.9092305,0.8249339,0.91246694
98309,0.64162815,0.8208141,0.6487681,0.8243841,0.6206907,0.81034535,0.61228204,0.806141,0.62631416,0.8131571,0.705006,0.852503,0.6594869,0.82974344,0.7636011,0.88180053,0.7970561,0.89852804,0.75287676,0.8764384
98310,0.7133674,0.85668373,0.6525023,0.82625115,0.67566025,0.8378301,0.64890814,0.82445407,0.6507221,0.825361,0.6724765,0.83623827,0.6183987,0.80919933,0.71016717,0.8550836,0.64830935,0.8241547,0.6850208,0.8425104
98311,0.676358,0.838179,0.68598497,0.8429925,0.56547415,0.7827371,0.64709336,0.82354665,0.6734257,0.83671284,0.6579213,0.82896066,0.6969823,0.8484912,0.6733684,0.8366842,0.7215842,0.8607921,0.74629426,0.87314713
98312,0.6830485,0.84152424,0.7040449,0.8520224,0.64085937,0.8204297,0.67357934,0.83678967,0.71438646,0.85719323,0.734401,0.8672005,0.75328875,0.8766444,0.7797657,0.88988286,0.7424439,0.87122196,0.7915305,0.89576524
98313,0.67416376,0.8370819,0.62266946,0.8113347,0.62907684,0.8145384,0.60366225,0.8018311,0.63910717,0.8195536,0.78516984,0.8925849,0.6373664,0.8186832,0.7580541,0.879027,0.7670096,0.8835048,0.80166173,0.90083086
98314,0.7267517,0.86337584,0.6816367,0.84081835,0.6604559,0.830228,0.759647,0.8798235,0.69204473,0.84602237,0.76355577,0.8817779,0.6709392,0.8354696,0.7286814,0.86434066,0.76383364,0.8819168,0.769016,0.884508
98315,0.65528476,0.8276424,0.7126483,0.85632414,0.6342635,0.81713176,0.6761013,0.83805066,0.6694129,0.8347064,0.74095976,0.8704799,0.71690226,0.8584511,0.7414726,0.8707363,0.7688329,0.88441646,0.7526314,0.8763157
98316,0.789829,0.8949145,0.7120567,0.8560283,0.6941749,0.84708744,0.6617539,0.83087695,0.74774206,0.873871,0.79574406,0.89787203,0.7086685,0.85433424,0.80665183,0.9033259,0.7226236,0.8613118,0.77197707,0.88598853
98317,0.6634278,0.8317139,0.68085957,0.8404298,0.60322076,0.80161035,0.64055574,0.82027787,0.7351557,0.86757785,0.758616,0.879308,0.78451025,0.8922551,0.7755647,0.88778234,0.7643517,0.88217586,0.7853959,0.89269793
98318,0.7116561,0.85582805,0.67237437,0.8361872,0.6510314,0.8255157,0.7044237,0.85221183,0.6762054,0.8381027,0.70746267,0.85373133,0.62880456,0.8144023,0.73751146,0.8687557,0.7314575,0.86572874,0.7283405,0.86417025
98319,0.71445936,0.8572297,0.6770393,0.8385197,0.64813685,0.8240684,0.706671,0.8533355,0.6733629,0.8366815,0.7698016,0.8849008,0.6964164,0.8482082,0.7697707,0.8848853,0.77837086,0.8891854,0.7811327,0.89056635
98320,0.7328906,0.8664453,0.69701403,0.84850705,0.67695373,0.8384769,0.62357676,0.8117884,0.75862,0.87931,0.84824276,0.9241214,0.72824454,0.8641223,0.80672276,0.9033614,0.7745631,0.88728154,0.82810414,0.91405207
98321,0.62447923,0.81223965,0.6085082,0.8042541,0.57115847,0.7855792,0.63966364,0.81983185,0.62146395,0.810732,0.71287155,0.8564358,0.60659313,0.80329657,0.6670329,0.8335165,0.7209043,0.8604522,0.70499516,0.8524976
98322,0.7203674,0.8601837,0.7245971,0.86229855,0.6595547,0.82977736,0.6712874,0.8356437,0.7455008,0.8727504,0.7999561,0.89997804,0.7181893,0.8590946,0.8151933,0.90759665,0.78063715,0.8903186,0.8005013,0.9002507
98323,0.7493837,0.87469184,0.6611806,0.8305903,0.64875686,0.82437843,0.6083275,0.80416375,0.7176681,0.858834,0.7882053,0.8941027,0.70941055,0.8547053,0.77354264,0.8867713,0.7028104,0.8514052,0.7617371,0.88086855
98324,0.71021837,0.8551092,0.69669914,0.8483496,0.65078074,0.82539034,0.6856981,0.842849,0.6971619,0.84858096,0.76312864,0.8815643,0.71874654,0.8593733,0.75913113,0.8795656,0.77986884,0.8899344,0.7897905,0.89489526
98325,0.6925206,0.8462603,0.64320767,0.82160383,0.6509949,0.82549745,0.6668229,0.83341146,0.68173957,0.8408698,0.7647046,0.8823523,0.70585054,0.8529253,0.8009844,0.9004922,0.78947103,0.8947355,0.7882391,0.89411956
98326,0.5982741,0.79913706,0.6445224,0.8222612,0.57195985,0.7859799,0.6398218,0.8199109,0.583524,0.791762,0.63422155,0.8171108,0.5965488,0.7982744,0.69249755,0.84624875,0.7695068,0.8847534,0.70142406,0.85071206
98327,0.5792488,0.7896244,0.6444185,0.82220924,0.5830258,0.7915129,0.578758,0.789379,0.58532274,0.79266137,0.6192827,0.80964136,0.6156261,0.80781305,0.6576662,0.8288331,0.73733723,0.8686686,0.67930627,0.83965313
98328,0.67078435,0.8353922,0.5419451,0.77097255,0.5627295,0.78136474,0.6113323,0.80566615,0.6096052,0.8048026,0.6946354,0.8473177,0.5671874,0.7835937,0.7011429,0.85057145,0.66411185,0.8320559,0.6731436,0.8365718
98329,0.6920395,0.84601974,0.674863,0.8374315,0.6340436,0.8170218,0.6882584,0.8441292,0.6626227,0.83131135,0.728857,0.8644285,0.7082465,0.85412323,0.7740632,0.8870316,0.78384054,0.89192027,0.8076432,0.9038216
98330,0.61429024,0.8071451,0.619833,0.8099165,0.58700716,0.7935036,0.6394469,0.8197235,0.61186564,0.8059328,0.63005614,0.8150281,0.6109332,0.8054666,0.67175126,0.83587563,0.6884694,0.8442347,0.671595,0.8357975
98331,0.59711385,0.7985569,0.5469736,0.7734868,0.5790309,0.78951544,0.63751453,0.8187573,0.5502668,0.7751334,0.6130836,0.8065418,0.46985883,0.73492944,0.59460515,0.7973026,0.63373554,0.81686777,0.5522214,0.7761107
98332,0.5836551,0.79182756,0.5865587,0.79327935,0.5788524,0.7894262,0.60634446,0.80317223,0.6034873,0.8017436,0.68693453,0.84346724,0.6794662,0.8397331,0.7356936,0.8678468,0.73777544,0.8688877,0.74106604,0.870533
98333,0.57444406,0.787222,0.5374656,0.7687328,0.5346085,0.76730424,0.5388178,0.76940894,0.5293422,0.7646711,0.69642216,0.84821105,0.6037313,0.80186564,0.6181513,0.80907565,0.720467,0.8602335,0.705122,0.852561
98334,0.43317646,0.71658826,0.5033122,0.75165606,0.47286606,0.736433,0.44131806,0.720659,0.4407661,0.72038305,0.43907115,0.7195356,0.37406558,0.6870328,0.4595071,0.72975355,0.43830115,0.71915054,0.44768864,0.7238443
98335,0.6924959,0.8462479,0.67940223,0.8397011,0.62393034,0.81196517,0.6575662,0.8287831,0.62943316,0.8147166,0.654067,0.8270335,0.5789575,0.7894788,0.69639885,0.8481994,0.70159507,0.85079753,0.6641978,0.8320989
98336,0.59380054,0.7969003,0.5667988,0.7833994,0.58268225,0.7913411,0.56447756,0.7822388,0.5995686,0.7997843,0.6823493,0.84117466,0.5396415,0.76982075,0.6615584,0.8307792,0.64963645,0.82481825,0.61303097,0.80651546
98337,0.45317897,0.7265895,0.41892976,0.7094649,0.389683,0.6948415,0.47993684,0.7399684,0.44877702,0.7243885,0.51074886,0.75537443,0.5211654,0.7605827,0.4647476,0.73237383,0.5687182,0.7843591,0.52959085,0.7647954
98338,0.5941317,0.79706585,0.65124214,0.82562107,0.5895403,0.7947701,0.6267997,0.81339985,0.54611987,0.77305996,0.5086673,0.7543336,0.5103572,0.7551786,0.63774025,0.8188701,0.6430519,0.82152593,0.5613001,0.78065
98339,0.5145153,0.75725764,0.5128851,0.75644255,0.50078255,0.75039124,0.5152962,0.7576481,0.5335544,0.76677716,0.6667673,0.8333837,0.61111295,0.8055565,0.6488892,0.8244446,0.6890439,0.84452194,0.7308903,0.86544514
98340,0.57045084,0.7852254,0.5735041,0.78675205,0.5324712,0.7662356,0.58529747,0.79264873,0.5653548,0.7826774,0.6717825,0.83589125,0.65716195,0.828581,0.63834965,0.8191748,0.73352945,0.8667647,0.7265421,0.86327106
98341,0.70415974,0.85207987,0.724332,0.862166,0.6723183,0.8361591,0.6779202,0.8389601,0.73161,0.86580503,0.8318521,0.91592604,0.79306716,0.8965336,0.8344432,0.9172216,0.8490628,0.9245314,0.87602955,0.93801475
98342,0.7382043,0.8691021,0.68518007,0.84259003,0.68268156,0.8413408,0.6503917,0.82519585,0.7013147,0.85065734,0.7277206,0.8638603,0.6861057,0.84305286,0.7609303,0.88046515,0.7605609,0.8802805,0.76354635,0.8817732
98343,0.4469629,0.7234814,0.44955173,0.72477585,0.41045973,0.7052299,0.46004772,0.73002386,0.486403,0.7432015,0.5840775,0.79203874,0.53247213,0.76623607,0.5646682,0.7823341,0.6445674,0.8222837,0.6444142,0.8222071
98344,0.63985443,0.8199272,0.59840506,0.79920256,0.60020614,0.80010307,0.6259335,0.81296676,0.575324,0.787662,0.673236,0.836618,0.57587844,0.7879392,0.67169565,0.83584785,0.704183,0.8520915,0.685951,0.8429755
98345,0.66836303,0.83418155,0.6429224,0.8214612,0.6250365,0.81251824,0.586851,0.7934255,0.6802418,0.8401209,0.80610216,0.9030511,0.6916427,0.8458214,0.73413134,0.86706567,0.731455,0.86572754,0.7985447,0.8992723
98346,0.5570034,0.7785017,0.5474721,0.77373606,0.5549607,0.77748036,0.5849287,0.7924644,0.593033,0.79651654,0.66047883,0.8302394,0.5975402,0.79877007,0.6949885,0.84749424,0.67522955,0.8376148,0.6561911,0.82809556
98347,0.48377836,0.7418892,0.5089718,0.7544859,0.47862095,0.7393105,0.5270076,0.7635038,0.4911031,0.7455516,0.54828,0.77414,0.5465417,0.77327085,0.551961,0.7759805,0.66053677,0.8302684,0.5991074,0.7995537
98348,0.528334,0.764167,0.47657502,0.7382875,0.5353824,0.7676912,0.52699614,0.76349807,0.5278954,0.7639477,0.5872341,0.793617,0.53784084,0.7689204,0.5649903,0.78249514,0.6704234,0.8352117,0.6140901,0.80704504
98349,0.69429296,0.8471465,0.7072433,0.85362166,0.61699253,0.80849624,0.6789789,0.83948946,0.7026881,0.85134405,0.7448759,0.87243795,0.7234488,0.8617244,0.7890967,0.89454836,0.7879633,0.89398164,0.79264057,0.8963203
98350,0.6271023,0.8135512,0.5867647,0.79338235,0.6043602,0.8021801,0.61574084,0.8078704,0.63111305,0.8155565,0.6819241,0.84096205,0.6077372,0.8038686,0.71103096,0.8555155,0.7028457,0.85142285,0.74072075,0.8703604
98351,0.5732971,0.7866485,0.6317955,0.81589776,0.5719608,0.7859804,0.59560406,0.79780203,0.61274517,0.8063726,0.6343341,0.81716704,0.65130466,0.82565236,0.670334,0.835167,0.7410003,0.87050015,0.7293423,0.8646711
98352,0.5055444,0.7527722,0.48604134,0.74302065,0.49338475,0.74669236,0.5292883,0.76464415,0.49320206,0.74660105,0.62219787,0.81109893,0.5739614,0.7869807,0.64134824,0.8206741,0.71059066,0.8552953,0.6944101,0.84720504
98353,0.47434935,0.7371747,0.5253065,0.76265323,0.4586982,0.72934914,0.47647706,0.7382385,0.5019022,0.7509511,0.56629366,0.78314686,0.5928009,0.7964004,0.5642511,0.7821256,0.64988756,0.8249438,0.62603784,0.8130189
98354,0.43829447,0.7191472,0.52155817,0.7607791,0.4764281,0.738214,0.4444855,0.7222427,0.48158127,0.7407906,0.41187397,0.70593697,0.4445545,0.7222773,0.47096533,0.7354827,0.4611625,0.7305813,0.40911138,0.7045557
98355,0.6490853,0.82454264,0.6446241,0.82231206,0.61460555,0.8073028,0.60355365,0.8017768,0.6624572,0.8312286,0.71194345,0.8559717,0.6899198,0.8449599,0.6568059,0.82840294,0.69354266,0.84677136,0.71888435,0.8594422
98356,0.5414168,0.77070844,0.585584,0.79279196,0.49405497,0.7470275,0.52518415,0.7625921,0.5992377,0.79961884,0.61120796,0.805604,0.6445589,0.82227945,0.6367379,0.8183689,0.65283,0.826415,0.62693787,0.81346893
98357,0.48213238,0.7410662,0.5514697,0.77573484,0.48465592,0.7423279,0.46960837,0.73480415,0.46636188,0.73318094,0.38138887,0.69069445,0.4180283,0.7090142,0.43691018,0.7184551,0.45520192,0.72760093,0.40238857,0.7011943
98358,0.70057356,0.8502868,0.69672185,0.8483609,0.68640566,0.8432028,0.69093144,0.8454657,0.7485229,0.87426144,0.76494896,0.8824745,0.7493037,0.87465185,0.7797791,0.88988954,0.8085016,0.9042508,0.81307364,0.9065368
98359,0.53548247,0.7677412,0.40587795,0.702939,0.47784036,0.7389202,0.42090523,0.7104526,0.47699848,0.7384992,0.6132395,0.80661976,0.5258166,0.76290834,0.5489833,0.77449167,0.57808757,0.7890438,0.6431902,0.8215951
98360,0.4839303,0.7419652,0.5206132,0.7603066,0.4674042,0.73370206,0.6196622,0.80983114,0.4366188,0.7183094,0.43741184,0.7187059,0.43948752,0.7197437,0.53217006,0.766085,0.54799175,0.7739959,0.49482778,0.7474139
98361,0.6472473,0.82362366,0.6831268,0.8415634,0.6209738,0.8104869,0.69554615,0.8477731,0.6402278,0.8201139,0.631506,0.815753,0.62063235,0.8103162,0.7390199,0.86950994,0.7413239,0.870662,0.70061326,0.85030663
98362,0.4986765,0.74933827,0.5443285,0.7721642,0.5079855,0.75399274,0.49827933,0.74913967,0.59205997,0.79603,0.54943526,0.7747176,0.61911774,0.80955887,0.56706554,0.78353274,0.60843146,0.8042157,0.58025455,0.7901273
98363,0.6785717,0.83928585,0.6723981,0.83619905,0.6340814,0.8170407,0.6204779,0.81023896,0.6788255,0.83941275,0.7329179,0.86645895,0.6528483,0.8264241,0.7422904,0.8711452,0.7470628,0.8735314,0.7466114,0.8733057
98364,0.49657,0.748285,0.4750093,0.73750466,0.5009342,0.75046706,0.4032526,0.7016263,0.491223,0.7456115,0.56177384,0.7808869,0.49868673,0.7493434,0.575211,0.7876055,0.5302652,0.7651326,0.5516773,0.7758386
