,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_google_ux_Score
98135,0.6492253,0.8246126,0.6500331,0.82501656,0.6080916,0.8040458,0.62738633,0.81369317,0.6796856,0.8398428,0.7726209,0.88631046,0.7213745,0.86068726,0.8010652,0.9005326,0.7476194,0.8738097,0.779449,0.8897245
98136,0.5888962,0.79444814,0.558769,0.7793845,0.4964208,0.74821043,0.54894125,0.7744706,0.5792954,0.7896477,0.7082365,0.8541182,0.6211977,0.81059885,0.6713153,0.83565766,0.68308806,0.84154403,0.6890099,0.84450495
98137,0.63780916,0.8189046,0.6876965,0.8438482,0.5717896,0.7858948,0.637893,0.8189465,0.68683827,0.84341913,0.7262075,0.86310375,0.7419231,0.87096155,0.7646653,0.8823327,0.7566999,0.87834996,0.75504553,0.87752277
98138,0.5966603,0.7983302,0.58113354,0.7905668,0.541272,0.77063596,0.5823898,0.7911949,0.62531054,0.81265527,0.75056905,0.87528455,0.69919056,0.8495953,0.716599,0.8582995,0.7418471,0.8709235,0.7763542,0.8881771
98171,0.64365757,0.8218288,0.6177788,0.8088894,0.52097964,0.7604898,0.5741786,0.7870893,0.6892452,0.8446226,0.77253133,0.88626564,0.7412298,0.8706149,0.7292173,0.86460865,0.73044086,0.8652204,0.77885777,0.88942885
98172,0.5890438,0.7945219,0.60392606,0.80196303,0.53380114,0.76690054,0.5377182,0.7688591,0.6793104,0.83965516,0.75334966,0.87667483,0.74370795,0.87185395,0.72649336,0.8632467,0.68990064,0.8449503,0.74830997,0.874155
98173,0.693718,0.846859,0.6570619,0.8285309,0.5864277,0.79321384,0.57850826,0.7892541,0.73478025,0.86739016,0.8398807,0.91994035,0.745346,0.87267303,0.7693647,0.88468236,0.75915277,0.8795764,0.81771517,0.9088576
98245,0.53690857,0.7684543,0.5511422,0.7755711,0.49013865,0.7450693,0.50578105,0.7528905,0.52621436,0.7631072,0.62037414,0.8101871,0.59221804,0.796109,0.6404599,0.82022995,0.6304602,0.81523013,0.6433154,0.82165766
98250,0.62278736,0.8113937,0.68229973,0.84114987,0.6029369,0.8014685,0.6434373,0.8217187,0.58175755,0.7908788,0.5411105,0.77055526,0.5364686,0.7682343,0.6447836,0.8223918,0.60318106,0.80159056,0.53971255,0.7698563
98251,0.49207383,0.7460369,0.47695097,0.7384755,0.40482575,0.70241284,0.4806987,0.74034935,0.48465443,0.7423272,0.48555243,0.7427762,0.5149697,0.75748485,0.5007082,0.7503541,0.54981047,0.7749052,0.48859972,0.7442999
98252,0.45197508,0.72598755,0.4425004,0.7212502,0.37509263,0.6875463,0.59027886,0.79513943,0.43891907,0.71945953,0.43822175,0.71911085,0.4522284,0.7261142,0.47081274,0.7354064,0.5280068,0.7640034,0.45192426,0.72596216
98253,0.65063125,0.8253156,0.652933,0.8264665,0.57636404,0.788182,0.63496864,0.8174843,0.63600016,0.8180001,0.6373031,0.81865156,0.59488463,0.7974423,0.6683191,0.83415955,0.690729,0.8453645,0.645964,0.822982
98254,0.6329864,0.8164932,0.64042425,0.8202121,0.57349527,0.78674763,0.631053,0.8155265,0.67945194,0.839726,0.7586851,0.87934256,0.70749354,0.8537468,0.7519498,0.8759749,0.760287,0.8801435,0.77147925,0.8857396
98255,0.7436526,0.8718263,0.74717486,0.8735874,0.70891356,0.8544568,0.7639186,0.8819593,0.7517243,0.8758621,0.76968944,0.8848447,0.7111186,0.8555593,0.83447695,0.9172385,0.7819464,0.8909732,0.79405165,0.8970258
98256,0.60891676,0.8044584,0.61471415,0.8073571,0.5569103,0.77845514,0.65808654,0.82904327,0.626163,0.8130815,0.6454204,0.82271016,0.5873858,0.7936929,0.6623596,0.8311798,0.6606145,0.83030725,0.6270234,0.8135117
98257,0.7273505,0.86367524,0.71745384,0.8587269,0.6386169,0.81930846,0.68895745,0.8444787,0.6967976,0.8483988,0.77041197,0.885206,0.7023997,0.85119987,0.78580767,0.8929038,0.77448994,0.88724494,0.774128,0.887064
98258,0.5917534,0.79587674,0.6209518,0.8104759,0.5288389,0.76441944,0.6224821,0.81124103,0.52911013,0.7645551,0.558436,0.77921796,0.5923709,0.7961855,0.59630454,0.79815227,0.6511146,0.8255573,0.6106318,0.8053159
98259,0.6299344,0.81496716,0.5749268,0.7874634,0.5390865,0.7695433,0.6048449,0.80242246,0.6291317,0.81456584,0.74430096,0.8721505,0.6930866,0.8465433,0.70142484,0.8507124,0.7315223,0.86576116,0.75400054,0.8770003
98260,0.6244244,0.8122122,0.6282999,0.81415,0.6199453,0.80997264,0.69810563,0.8490528,0.62127614,0.81063807,0.68294823,0.8414741,0.6141747,0.80708736,0.7262639,0.86313194,0.7031784,0.8515892,0.6961515,0.84807575
98261,0.6857788,0.8428894,0.6227908,0.8113954,0.60020506,0.80010253,0.66749644,0.8337482,0.6609696,0.8304848,0.75912356,0.8795618,0.70923066,0.85461533,0.7051168,0.8525584,0.74163437,0.8708172,0.75955683,0.8797784
98262,0.63077796,0.815389,0.5752348,0.7876174,0.53838944,0.7691947,0.63414276,0.8170714,0.61347747,0.80673873,0.7186298,0.8593149,0.62361145,0.8118057,0.6802223,0.84011114,0.72741723,0.8637086,0.7198167,0.85990834
98263,0.70590174,0.8529509,0.6499624,0.8249812,0.64817643,0.8240882,0.65006584,0.82503295,0.69119143,0.8455957,0.6886232,0.8443116,0.623508,0.811754,0.71206427,0.85603213,0.70314515,0.8515726,0.6925299,0.84626496
98264,0.65369695,0.8268485,0.62962836,0.8148142,0.57143426,0.7857171,0.70496356,0.8524818,0.591843,0.7959215,0.63261753,0.81630874,0.562663,0.78133154,0.67588335,0.83794165,0.6732414,0.8366207,0.6603756,0.8301878
98265,0.7536093,0.87680465,0.6895156,0.8447578,0.6557358,0.82786787,0.65509045,0.8275452,0.7404457,0.8702228,0.84831214,0.92415607,0.7213242,0.8606621,0.79170716,0.8958536,0.77988076,0.8899404,0.80769664,0.9038483
98266,0.74968374,0.87484187,0.687451,0.8437255,0.6293062,0.8146531,0.7000668,0.8500334,0.69644654,0.84822327,0.7995385,0.89976925,0.6814337,0.84071684,0.7982823,0.8991412,0.75224984,0.8761249,0.76578224,0.8828911
98267,0.692551,0.8462755,0.6766816,0.83834076,0.6364949,0.81824744,0.66450846,0.83225423,0.6915312,0.8457656,0.685056,0.842528,0.6278488,0.81392443,0.74397135,0.8719857,0.7475629,0.87378144,0.69774425,0.8488721
98268,0.6848055,0.84240276,0.67874837,0.8393742,0.6515192,0.8257596,0.6424154,0.8212077,0.6534559,0.826728,0.6828843,0.8414421,0.60073656,0.8003683,0.7247185,0.8623593,0.6621866,0.8310933,0.6841695,0.84208477
98269,0.653167,0.8265835,0.62409675,0.8120484,0.5919209,0.7959604,0.6220386,0.8110193,0.6383274,0.8191637,0.6847095,0.8423548,0.63386595,0.816933,0.6887425,0.84437126,0.69892645,0.8494632,0.67770946,0.83885473
98270,0.6584538,0.8292269,0.63383037,0.81691515,0.58262223,0.79131114,0.6353892,0.8176946,0.63303494,0.8165175,0.7547716,0.8773858,0.6888453,0.84442264,0.756614,0.878307,0.783713,0.8918565,0.7637089,0.8818544
98271,0.60616696,0.8030835,0.58146125,0.7907306,0.48403567,0.74201787,0.5567937,0.77839684,0.6037342,0.8018671,0.7504326,0.8752163,0.6954428,0.8477214,0.6979905,0.8489952,0.71436244,0.8571812,0.7579687,0.87898433
98272,0.6887871,0.84439355,0.6654782,0.8327391,0.61595297,0.8079765,0.60027987,0.8001399,0.7303566,0.8651783,0.8645619,0.93228096,0.7476466,0.8738233,0.8173518,0.9086759,0.7838378,0.8919189,0.85666955,0.9283348
98273,0.6371429,0.81857145,0.6591853,0.82959265,0.5470743,0.77353716,0.6285737,0.8142868,0.6192465,0.80962324,0.6952416,0.8476208,0.65852463,0.8292623,0.76508045,0.8825402,0.74050224,0.8702511,0.7465885,0.87329423
98274,0.72529984,0.8626499,0.65866566,0.8293328,0.650669,0.8253345,0.67639107,0.83819556,0.7077658,0.8538829,0.84795165,0.9239758,0.7136826,0.8568413,0.78733826,0.8936691,0.76993823,0.8849691,0.80698526,0.9034926
98275,0.72151756,0.8607588,0.68944395,0.844722,0.64615726,0.82307863,0.6795129,0.8397565,0.76215845,0.8810792,0.8108661,0.90543306,0.75456166,0.87728083,0.8120177,0.90600884,0.7789835,0.88949174,0.8206048,0.9103024
98276,0.66012037,0.8300602,0.6426989,0.82134944,0.5556596,0.77782977,0.6001208,0.8000604,0.7054648,0.8527324,0.76424164,0.88212085,0.7347677,0.86738384,0.75881624,0.8794081,0.76452523,0.8822626,0.78483045,0.8924152
98277,0.71143055,0.8557153,0.6732646,0.8366323,0.6181521,0.8090761,0.67884535,0.8394227,0.6820519,0.84102595,0.7903408,0.8951704,0.7336083,0.8668041,0.7897232,0.8948616,0.8044137,0.90220684,0.7963344,0.8981672
98278,0.7277068,0.8638534,0.7033987,0.85169935,0.6797856,0.8398928,0.6962168,0.8481084,0.74163723,0.8708186,0.8512573,0.92562866,0.77777576,0.8888879,0.8378153,0.91890764,0.7765235,0.88826174,0.8080565,0.90402824
98279,0.7164602,0.8582301,0.6888277,0.8444139,0.60908043,0.8045402,0.685911,0.84295547,0.7027743,0.85138714,0.79029745,0.89514875,0.7163632,0.8581816,0.78394234,0.8919712,0.74467725,0.87233865,0.7673052,0.88365257
98280,0.69819534,0.84909767,0.6779611,0.83898056,0.60103863,0.80051935,0.6750215,0.83751076,0.70628494,0.8531425,0.8055817,0.90279084,0.73341525,0.8667076,0.7736919,0.88684595,0.7712774,0.8856387,0.8059098,0.90295494
98281,0.69401443,0.8470072,0.64132667,0.82066333,0.591707,0.7958535,0.6079309,0.80396545,0.6985638,0.8492819,0.7998296,0.8999148,0.7589982,0.8794991,0.74914026,0.87457013,0.7724837,0.88624185,0.80635214,0.90317607
98282,0.66554666,0.8327733,0.71953267,0.85976636,0.6447759,0.82238793,0.7300027,0.8650013,0.6650805,0.8325403,0.6866797,0.84333986,0.68504,0.84252,0.75622916,0.8781146,0.7635988,0.8817994,0.7450576,0.8725288
98283,0.71112615,0.85556304,0.69157994,0.84578997,0.615659,0.8078295,0.6862004,0.8431002,0.7107964,0.8553982,0.78933847,0.89466923,0.7557913,0.87789565,0.7996238,0.89981186,0.7688073,0.88440365,0.79242396,0.896212
98284,0.535254,0.767627,0.5486512,0.7743256,0.46246922,0.7312346,0.50609136,0.7530457,0.5817523,0.79087615,0.682359,0.8411795,0.69320637,0.84660316,0.6907501,0.84537506,0.7028326,0.8514163,0.71091896,0.85545945
98285,0.5526196,0.7763098,0.51849294,0.75924647,0.43301997,0.71651,0.5171038,0.7585519,0.5670647,0.7835324,0.64825016,0.82412505,0.6198685,0.80993426,0.6210374,0.81051874,0.6702486,0.8351243,0.65074134,0.82537067
98286,0.5940702,0.7970351,0.5933234,0.79666173,0.55864036,0.7793202,0.56699,0.783495,0.62406135,0.8120307,0.6796639,0.83983195,0.63330066,0.81665033,0.71718574,0.85859287,0.67212856,0.8360643,0.6861669,0.84308344
98287,0.6388141,0.81940705,0.6284471,0.8142235,0.59675676,0.79837835,0.62090635,0.8104532,0.6387005,0.81935024,0.7367197,0.86835986,0.682519,0.8412595,0.7705525,0.88527626,0.7302515,0.8651258,0.74283147,0.87141573
98288,0.6224377,0.81121886,0.65776217,0.8288811,0.601678,0.800839,0.57186234,0.78593117,0.6282753,0.81413764,0.6304771,0.81523854,0.619222,0.80961096,0.6969981,0.84849906,0.7204759,0.86023796,0.6775378,0.8387689
98289,0.6063976,0.8031988,0.5581668,0.7790834,0.49931186,0.74965596,0.55960274,0.77980137,0.6161741,0.80808705,0.75537205,0.877686,0.6367628,0.8183814,0.6775908,0.8387954,0.6847073,0.84235364,0.71867585,0.8593379
98290,0.53232807,0.76616406,0.5357692,0.7678846,0.5358055,0.76790273,0.5070446,0.7535223,0.6102438,0.8051219,0.72503686,0.8625184,0.7161387,0.85806936,0.6349274,0.8174637,0.7194487,0.85972434,0.7765875,0.88829374
98291,0.7286722,0.86433613,0.7018988,0.8509494,0.66529584,0.8326479,0.66232455,0.8311623,0.7274635,0.86373174,0.82406324,0.91203165,0.7525833,0.87629163,0.8005692,0.9002846,0.7827596,0.89137983,0.80027944,0.9001397
98292,0.6086879,0.80434394,0.6161611,0.80808055,0.5349282,0.7674641,0.5931381,0.79656905,0.6534302,0.8267151,0.7197969,0.85989845,0.6839399,0.84196997,0.72654104,0.8632705,0.72298336,0.8614917,0.71945584,0.8597279
98293,0.61130846,0.8056542,0.59874344,0.7993717,0.5306215,0.76531076,0.5947886,0.7973943,0.6233222,0.8116611,0.7044395,0.85221976,0.6775026,0.8387513,0.73361623,0.8668081,0.71888465,0.85944235,0.71704346,0.8585217
98294,0.56997776,0.7849889,0.5330062,0.7665031,0.5092993,0.75464964,0.5953996,0.7976998,0.57894194,0.789471,0.61282325,0.8064116,0.5604552,0.7802276,0.63554114,0.8177706,0.63691616,0.8184581,0.5964543,0.7982272
98295,0.6209432,0.8104716,0.5888127,0.79440635,0.56337106,0.78168553,0.59334743,0.7966737,0.6301851,0.81509256,0.74698716,0.87349355,0.6850958,0.8425479,0.7148701,0.85743505,0.71535087,0.85767543,0.74657494,0.87328744
98296,0.61844975,0.80922484,0.6350482,0.8175241,0.54818344,0.7740917,0.5861831,0.79309154,0.591311,0.7956555,0.65511656,0.8275583,0.6125836,0.8062918,0.70364785,0.8518239,0.67936015,0.8396801,0.67065215,0.8353261
98297,0.6849915,0.84249574,0.6649309,0.8324654,0.6253837,0.8126918,0.6734855,0.83674276,0.6447625,0.82238126,0.68655753,0.84327877,0.64738286,0.8236914,0.73501515,0.8675076,0.75342315,0.8767116,0.74510753,0.87255377
98298,0.66421926,0.83210963,0.6240801,0.8120401,0.5568956,0.7784478,0.67045283,0.8352264,0.6262435,0.81312174,0.7199225,0.8599613,0.6752851,0.83764255,0.73407435,0.8670372,0.7189222,0.85946107,0.73123926,0.86561966
98299,0.66321874,0.83160937,0.6903603,0.84518015,0.5967531,0.79837656,0.64266384,0.8213319,0.7086612,0.8543306,0.76336175,0.88168085,0.73996055,0.8699803,0.8010949,0.90054744,0.7061208,0.85306036,0.7646915,0.88234574
98300,0.58414865,0.7920743,0.6007433,0.80037165,0.55486965,0.7774348,0.5873709,0.79368544,0.6237372,0.8118686,0.6935636,0.8467818,0.6884067,0.84420335,0.7142849,0.85714245,0.7001895,0.85009474,0.7086372,0.8543186
98301,0.5736815,0.78684074,0.52692646,0.76346326,0.48879546,0.74439776,0.49907184,0.7495359,0.6057763,0.80288815,0.71466106,0.85733056,0.6719581,0.83597904,0.67203736,0.8360187,0.70035565,0.8501778,0.74600536,0.87300265
98302,0.7360746,0.86803734,0.6969955,0.84849775,0.63439715,0.8171986,0.71537226,0.85768616,0.7272966,0.8636483,0.8031068,0.9015534,0.7326198,0.8663099,0.7906263,0.89531314,0.7703881,0.88519406,0.8028071,0.90140355
98303,0.6570743,0.8285371,0.6154963,0.80774814,0.5441814,0.7720907,0.5796116,0.78980577,0.68857056,0.84428525,0.80472606,0.90236306,0.7380518,0.8690259,0.7371072,0.86855364,0.7337046,0.8668523,0.8050473,0.90252364
98304,0.7484298,0.8742149,0.71496737,0.8574837,0.6634805,0.83174026,0.65472984,0.8273649,0.70086646,0.85043323,0.8234756,0.9117378,0.69441736,0.8472087,0.7972377,0.8986188,0.7876965,0.89384824,0.80048966,0.90024483
98305,0.73276544,0.8663827,0.6959429,0.84797144,0.65182686,0.8259134,0.6648486,0.8324243,0.70806766,0.8540338,0.812353,0.9061765,0.74404156,0.8720208,0.7868403,0.89342016,0.7838328,0.8919164,0.81234103,0.9061705
98306,0.66610026,0.83305013,0.65678227,0.82839113,0.6180804,0.8090402,0.64492595,0.822463,0.6378598,0.8189299,0.7307451,0.86537254,0.6742587,0.83712935,0.7452599,0.87262994,0.74763125,0.87381566,0.74872375,0.8743619
98307,0.7034931,0.85174656,0.7151964,0.8575982,0.62592554,0.8129628,0.6479145,0.82395726,0.74156404,0.870782,0.81760883,0.9088044,0.76093864,0.8804693,0.82174325,0.9108716,0.7776162,0.88880813,0.79506093,0.89753044
98308,0.63549423,0.8177471,0.6870467,0.8435234,0.5517744,0.7758872,0.62979877,0.8148994,0.6254989,0.81274945,0.69039327,0.8451966,0.71093446,0.8554672,0.72292095,0.86146045,0.74421877,0.8721094,0.73359776,0.8667989
98309,0.6689879,0.83449394,0.66116744,0.8305837,0.586753,0.7933765,0.6028801,0.80144006,0.6946955,0.84734774,0.7602403,0.88012016,0.71145713,0.85572857,0.7940622,0.89703107,0.7604773,0.88023865,0.74682903,0.8734145
98310,0.78331494,0.8916575,0.68995756,0.8449788,0.67915267,0.83957636,0.64065075,0.8203254,0.74848616,0.8742431,0.8512503,0.92562515,0.7456951,0.87284756,0.7877039,0.89385194,0.7139441,0.85697204,0.81433654,0.90716827
98311,0.731659,0.86582947,0.6978048,0.8489024,0.64452565,0.8222628,0.6346923,0.81734616,0.73529494,0.86764747,0.7941667,0.89708334,0.75677323,0.8783866,0.76158905,0.8807945,0.7641655,0.88208276,0.8067062,0.9033531
98312,0.6707876,0.8353938,0.68363464,0.8418173,0.59761727,0.79880863,0.631001,0.8155005,0.7169893,0.85849464,0.78049314,0.89024657,0.76945114,0.8847256,0.78243136,0.8912157,0.7112676,0.8556338,0.7921596,0.8960798
98313,0.63255525,0.8162776,0.62134266,0.8106713,0.6070334,0.8035167,0.6182287,0.80911434,0.6414368,0.8207184,0.7435198,0.8717599,0.6211015,0.81055075,0.73936665,0.8696833,0.70707726,0.85353863,0.7121406,0.8560703
98314,0.7517415,0.87587076,0.7054775,0.85273874,0.6794311,0.83971554,0.7483545,0.8741772,0.73466104,0.86733055,0.8090087,0.90450436,0.7239155,0.8619578,0.8011861,0.90059304,0.80235314,0.9011766,0.8215868,0.9107934
98315,0.63616836,0.8180842,0.61572015,0.8078601,0.58743006,0.793715,0.6025996,0.8012998,0.6575794,0.8287897,0.8043909,0.90219545,0.6981308,0.8490654,0.73170865,0.8658543,0.7663634,0.8831817,0.783309,0.8916545
98316,0.7870686,0.8935343,0.741804,0.870902,0.6846684,0.8423342,0.6653776,0.8326888,0.7910857,0.89554286,0.88126004,0.94063,0.7799785,0.88998926,0.8431711,0.92158556,0.7620321,0.881016,0.82071704,0.91035855
98317,0.60578674,0.8028934,0.5837138,0.7918569,0.5299916,0.7649958,0.53118384,0.7655919,0.6426206,0.8213103,0.773363,0.8866815,0.7118149,0.85590744,0.6969679,0.8484839,0.68369555,0.8418478,0.76557416,0.8827871
98318,0.71458966,0.8572948,0.69754934,0.8487747,0.64292216,0.8214611,0.7038319,0.85191596,0.7035283,0.85176414,0.7580816,0.87904084,0.7376862,0.8688431,0.75210357,0.8760518,0.7592047,0.8796023,0.7801427,0.8900714
98319,0.6707475,0.83537376,0.64906,0.82453,0.60427165,0.8021358,0.67846465,0.8392323,0.64325273,0.82162637,0.7247809,0.86239046,0.65685695,0.8284285,0.7193675,0.85968375,0.737064,0.868532,0.7259261,0.8629631
98320,0.7155893,0.85779464,0.6715668,0.83578336,0.62904406,0.814522,0.6117165,0.80585825,0.7637878,0.8818939,0.8690121,0.93450606,0.76438856,0.8821943,0.81737375,0.9086869,0.78055376,0.8902769,0.8356482,0.9178241
98321,0.70382255,0.8519113,0.65347195,0.826736,0.6178766,0.80893826,0.66632766,0.83316386,0.6866794,0.8433397,0.83319175,0.9165959,0.7141316,0.8570658,0.7925792,0.8962896,0.76922166,0.88461083,0.80064404,0.900322
98322,0.67622447,0.83811224,0.63689214,0.81844604,0.5807146,0.7903573,0.57177746,0.78588873,0.70977795,0.854889,0.85972977,0.9298649,0.7460614,0.87303066,0.7818968,0.8909484,0.7728215,0.8864107,0.837012,0.918506
98323,0.6611955,0.83059776,0.61971766,0.8098588,0.5574267,0.77871335,0.56216556,0.78108275,0.6750226,0.8375113,0.7506437,0.87532187,0.69262505,0.8463125,0.76034737,0.8801737,0.6886276,0.8443138,0.73232937,0.8661647
98324,0.7014549,0.85072744,0.67128265,0.8356413,0.6237339,0.81186694,0.6778444,0.8389222,0.6915858,0.8457929,0.78785,0.893925,0.70695895,0.8534795,0.76537406,0.88268703,0.74968195,0.874841,0.7686775,0.88433874
98325,0.70788145,0.8539407,0.6585101,0.82925504,0.628542,0.814271,0.6242489,0.8121245,0.73970056,0.8698503,0.8649374,0.9324687,0.7700521,0.88502604,0.8234253,0.91171265,0.7970153,0.89850765,0.8442675,0.92213374
98326,0.56545776,0.7827289,0.5858887,0.7929443,0.5114582,0.7557291,0.55329835,0.7766492,0.54587483,0.7729374,0.6433778,0.8216889,0.5921554,0.7960777,0.6732596,0.8366298,0.71510863,0.8575543,0.66945046,0.83472526
98327,0.5689075,0.78445375,0.5955055,0.79775274,0.51694584,0.7584729,0.5767374,0.7883687,0.5577111,0.77885556,0.6428019,0.82140094,0.6233688,0.81168437,0.65677506,0.8283875,0.70837224,0.8541861,0.6863984,0.8431992
98328,0.70523906,0.8526195,0.63197327,0.81598663,0.6179175,0.80895877,0.7107331,0.8553666,0.6863762,0.8431881,0.75699764,0.8784988,0.6934577,0.84672886,0.75793934,0.87896967,0.76065123,0.8803256,0.77013254,0.8850663
98329,0.681135,0.84056747,0.67695916,0.8384796,0.59793156,0.7989658,0.67167664,0.8358383,0.68780655,0.8439033,0.7362361,0.86811805,0.7191962,0.8595981,0.773808,0.886904,0.7790563,0.88952816,0.78376806,0.891884
98330,0.67339563,0.8366978,0.68495345,0.8424767,0.6018929,0.8009465,0.6261564,0.81307817,0.696452,0.848226,0.7722604,0.8861302,0.7272324,0.8636162,0.7710876,0.8855438,0.7495629,0.8747815,0.78389204,0.891946
98331,0.5904217,0.79521084,0.53900665,0.76950336,0.5466007,0.77330035,0.6088643,0.80443215,0.53899837,0.7694992,0.6262649,0.81313246,0.48534268,0.7426714,0.5980959,0.79904795,0.65135777,0.8256789,0.5732112,0.7866056
98332,0.5619349,0.7809675,0.57647943,0.7882397,0.51753414,0.75876707,0.594744,0.797372,0.5738743,0.7869371,0.6308067,0.81540334,0.64937246,0.8246862,0.7030419,0.85152096,0.67580736,0.8379037,0.67039955,0.8351998
98333,0.5756437,0.7878219,0.5599071,0.77995354,0.5379497,0.76897484,0.564893,0.7824465,0.5626795,0.78133976,0.6811938,0.8405969,0.66309357,0.8315468,0.6461719,0.82308596,0.7278086,0.8639043,0.7232536,0.8616268
98334,0.5258645,0.76293224,0.5560691,0.77803457,0.5480278,0.7740139,0.52356243,0.7617812,0.48072216,0.7403611,0.49144578,0.7457229,0.4077682,0.7038841,0.5142818,0.7571409,0.5082163,0.7541082,0.47531384,0.73765695
98335,0.71905494,0.85952747,0.7095392,0.8547696,0.6691457,0.83457285,0.70055026,0.85027516,0.70650625,0.8532531,0.77158874,0.8857944,0.71401906,0.85700953,0.79720473,0.89860237,0.7709162,0.8854581,0.7759484,0.8879742
98336,0.5719194,0.7859597,0.5536935,0.77684677,0.5610274,0.7805137,0.55378175,0.7768909,0.59321094,0.79660547,0.6813543,0.84067714,0.55425066,0.77712536,0.6516126,0.82580626,0.64974964,0.8248748,0.62586516,0.8129326
98337,0.4997214,0.7498607,0.48679316,0.7433966,0.4237832,0.7118916,0.51483065,0.7574153,0.527013,0.76350653,0.5972511,0.7986256,0.6042839,0.80214196,0.55271137,0.7763557,0.63157797,0.815789,0.6045705,0.80228525
98338,0.60052603,0.80026305,0.642846,0.821423,0.5726343,0.7863171,0.58597934,0.7929897,0.5595024,0.7797512,0.52095854,0.7604793,0.5198861,0.759943,0.6051081,0.802554,0.62714994,0.81357497,0.5543306,0.7771653
98339,0.54568064,0.7728403,0.5471213,0.77356064,0.522004,0.761002,0.5319005,0.76595026,0.5638944,0.7819472,0.69660497,0.8483025,0.62882483,0.8144124,0.6780379,0.83901894,0.6923901,0.84619504,0.7322211,0.86611056
98340,0.56622565,0.7831128,0.55786264,0.7789313,0.48515004,0.74257505,0.5595491,0.77977455,0.5786238,0.7893119,0.67520833,0.83760417,0.6611951,0.8305975,0.6336231,0.81681156,0.6628534,0.83142674,0.688135,0.8440675
98341,0.68448675,0.8422434,0.685851,0.8429255,0.6213521,0.81067604,0.6810287,0.84051436,0.6988007,0.84940034,0.81687284,0.9084364,0.75420517,0.8771026,0.8181865,0.90909326,0.7736962,0.8868481,0.8030759,0.90153795
98342,0.73610866,0.86805433,0.6694598,0.8347299,0.6298951,0.81494755,0.6441775,0.8220887,0.7197219,0.85986096,0.794155,0.8970775,0.711643,0.8558215,0.7798215,0.88991076,0.76205695,0.8810285,0.7800031,0.89000154
98343,0.49861163,0.74930584,0.47228363,0.7361418,0.41684204,0.708421,0.46742344,0.7337117,0.5401081,0.77005404,0.62192214,0.81096107,0.57397044,0.7869852,0.5922941,0.79614705,0.6419511,0.82097554,0.62523323,0.8126166
98344,0.70227516,0.8511376,0.68554485,0.8427724,0.6252556,0.8126278,0.6673571,0.83367854,0.68064904,0.8403245,0.76838857,0.88419425,0.69008374,0.8450419,0.75191873,0.8759594,0.7414495,0.87072474,0.7709068,0.8854534
98345,0.6816251,0.84081256,0.6578673,0.82893366,0.6237931,0.81189656,0.58854055,0.7942703,0.7297158,0.8648579,0.84385896,0.9219295,0.74279904,0.8713995,0.7650331,0.88251656,0.7451674,0.8725837,0.82348263,0.9117413
98346,0.6215764,0.8107882,0.6184236,0.8092118,0.57070035,0.7853502,0.6037122,0.8018561,0.6593363,0.82966816,0.7373056,0.8686528,0.6587508,0.8293754,0.74817216,0.8740861,0.7061576,0.85307884,0.7169777,0.85848886
98347,0.5917835,0.79589176,0.5860714,0.7930357,0.5598178,0.7799089,0.5689713,0.78448564,0.57972234,0.7898612,0.67152333,0.83576167,0.60672903,0.8033645,0.6608665,0.83043325,0.72033775,0.8601689,0.6931219,0.84656096
