,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Score
56862,0.70548594,0.85274297,0.6824658,0.8412329,0.5486903,0.77434516,0.6127411,0.80637056,0.6814344,0.8407172,0.7673979,0.88369894,0.72293794,0.861469,0.77703667,0.88851833,0.7389065,0.86945325,0.77516407,0.88758206
57384,0.7690841,0.88454205,0.725362,0.86268103,0.668522,0.834261,0.6579071,0.82895356,0.76701736,0.8835087,0.88032997,0.940165,0.78176117,0.8908806,0.85956204,0.929781,0.78721654,0.8936083,0.8526194,0.9263097
57400,0.7357689,0.86788446,0.6575179,0.82875896,0.5954304,0.7977152,0.60540366,0.80270183,0.71619546,0.85809773,0.82428145,0.9121407,0.753461,0.8767305,0.78267324,0.8913366,0.69489855,0.8474493,0.7952078,0.89760387
62042,0.6892896,0.8446448,0.6571726,0.82858634,0.6256088,0.8128044,0.63436085,0.8171804,0.635221,0.8176105,0.6581416,0.8290708,0.6123141,0.80615705,0.65694284,0.8284714,0.6491065,0.82455325,0.6232165,0.81160825
63086,0.52519655,0.7625983,0.54735494,0.77367747,0.48040754,0.74020374,0.494004,0.747002,0.5570177,0.77850884,0.6655543,0.83277714,0.63565934,0.81782967,0.6404656,0.8202328,0.67656827,0.83828413,0.6873963,0.84369814
63087,0.7462804,0.8731402,0.6971339,0.84856695,0.64317936,0.8215897,0.6707053,0.83535266,0.74058735,0.8702937,0.7726263,0.88631314,0.7608201,0.8804101,0.755896,0.877948,0.7599561,0.87997806,0.80098414,0.9004921
83710,0.7275253,0.8637626,0.6877471,0.84387356,0.6160428,0.8080214,0.6720977,0.83604884,0.7069899,0.85349494,0.7756936,0.8878468,0.69025254,0.8451263,0.7807802,0.8903901,0.7236367,0.8618183,0.7634126,0.8817063
83711,0.50864327,0.75432163,0.58957505,0.7947875,0.5414256,0.7707128,0.51680905,0.7584045,0.47120512,0.73560256,0.4517039,0.72585195,0.437411,0.71870553,0.57828045,0.7891402,0.54615945,0.77307975,0.47950104,0.7397505
86666,0.69827026,0.84913516,0.7362567,0.86812836,0.63128686,0.8156434,0.6582462,0.82912314,0.6992575,0.84962875,0.7861864,0.8930932,0.74792755,0.8739638,0.8392536,0.91962683,0.80436397,0.902182,0.82207584,0.9110379
87779,0.45700437,0.72850215,0.5244658,0.7622329,0.4048857,0.7024429,0.48533604,0.74266803,0.43545717,0.7177286,0.44437075,0.7221854,0.5130058,0.75650287,0.4880799,0.74403995,0.508985,0.7544925,0.49671912,0.74835956
97622,0.67219377,0.8360969,0.6648234,0.8324117,0.60890067,0.80445033,0.60097253,0.80048627,0.70936644,0.8546832,0.81448275,0.90724134,0.72958255,0.8647913,0.79199135,0.8959957,0.7788538,0.8894269,0.8094946,0.9047473
98134,0.69920444,0.8496022,0.6595199,0.82975996,0.62531066,0.8126553,0.54857695,0.7742885,0.69377303,0.8468865,0.7825134,0.8912567,0.7538801,0.87694,0.7510612,0.8755306,0.7448776,0.8724388,0.7936662,0.89683306
98135,0.65188277,0.8259414,0.63860536,0.8193027,0.60304666,0.8015233,0.6076382,0.80381906,0.6780163,0.83900815,0.79671776,0.8983589,0.736664,0.868332,0.79524136,0.8976207,0.750087,0.8750435,0.79266125,0.8963306
98136,0.7066922,0.8533461,0.65205526,0.82602763,0.6059589,0.80297947,0.6313854,0.81569266,0.71036303,0.8551815,0.8298869,0.91494346,0.7177434,0.8588717,0.790082,0.895041,0.7590344,0.8795172,0.8059691,0.90298456
98137,0.66940856,0.8347043,0.69905436,0.8495272,0.60309803,0.801549,0.63188803,0.815944,0.6988909,0.84944546,0.736657,0.8683285,0.7315475,0.86577374,0.77273554,0.8863678,0.75501513,0.87750757,0.749529,0.8747645
98138,0.6203648,0.8101824,0.5993426,0.7996713,0.56232834,0.78116417,0.5916854,0.7958427,0.64120126,0.8206006,0.7532966,0.8766483,0.7186012,0.8593006,0.72026587,0.86013293,0.7481754,0.8740877,0.7794066,0.8897033
98171,0.663502,0.831751,0.6033549,0.80167747,0.56087804,0.780439,0.5474027,0.7737013,0.69905305,0.8495265,0.7959912,0.8979956,0.7396029,0.86980146,0.7291769,0.86458844,0.7312647,0.86563236,0.7935907,0.8967954
98172,0.58392984,0.7919649,0.5990146,0.79950726,0.51006526,0.75503266,0.52632767,0.7631638,0.66240364,0.8312018,0.73043746,0.86521876,0.74556386,0.87278193,0.71360576,0.8568029,0.68481433,0.84240717,0.74322486,0.8716124
98173,0.7138467,0.85692334,0.725134,0.862567,0.6406077,0.82030386,0.67841625,0.8392081,0.7263534,0.8631767,0.7445531,0.87227654,0.7233361,0.86166805,0.7643318,0.8821659,0.77451295,0.8872565,0.7717422,0.8858711
98245,0.6492326,0.8246163,0.65885055,0.8294253,0.59670174,0.7983509,0.6240899,0.812045,0.67069155,0.83534575,0.7644309,0.88221544,0.7141881,0.85709405,0.76481533,0.88240767,0.76276904,0.8813845,0.7457969,0.87289846
98250,0.60775757,0.8038788,0.65991443,0.82995725,0.57653624,0.7882681,0.6262036,0.81310177,0.560667,0.7803335,0.5346024,0.7673012,0.53190243,0.7659512,0.6336093,0.81680465,0.59250575,0.79625285,0.5259502,0.7629751
98251,0.5827978,0.7913989,0.5567814,0.7783907,0.49084175,0.7454209,0.55564773,0.77782387,0.5737263,0.78686315,0.6061527,0.8030764,0.6017864,0.8008932,0.5934202,0.79671013,0.64719725,0.8235986,0.590261,0.7951305
98252,0.46711382,0.7335569,0.4618131,0.73090655,0.3955036,0.6977518,0.61365545,0.8068277,0.45869637,0.7293482,0.45405096,0.7270255,0.4556973,0.72784865,0.47971946,0.7398597,0.5420257,0.77101284,0.46391582,0.7319579
98253,0.70572,0.85286,0.68721926,0.84360963,0.6292511,0.81462556,0.67209363,0.8360468,0.6468163,0.8234081,0.660779,0.8303895,0.6163577,0.80817884,0.7001507,0.85007536,0.70204836,0.85102415,0.676561,0.8382805
98254,0.62603855,0.8130193,0.64517665,0.8225883,0.56917024,0.7845851,0.6571038,0.8285519,0.659585,0.8297925,0.74039245,0.8701962,0.671545,0.8357725,0.7650914,0.8825457,0.7511945,0.87559724,0.7577535,0.87887675
98255,0.71856236,0.8592812,0.67019,0.835095,0.64067024,0.82033515,0.6579155,0.82895774,0.7324158,0.8662079,0.8435353,0.92176765,0.74570227,0.87285113,0.7952392,0.8976196,0.7744144,0.8872072,0.85137904,0.9256895
98256,0.65630263,0.82815135,0.62176156,0.8108808,0.5816691,0.79083455,0.67219687,0.83609843,0.6284908,0.8142454,0.6981397,0.84906983,0.6022655,0.80113274,0.6977074,0.8488537,0.70526254,0.8526313,0.6820668,0.8410334
98257,0.70044684,0.8502234,0.6681988,0.8340994,0.61418116,0.8070906,0.6841928,0.8420964,0.66269696,0.8313485,0.7595266,0.8797633,0.66288555,0.8314428,0.7887583,0.89437914,0.7167057,0.85835284,0.73658967,0.86829484
98258,0.6565002,0.8282501,0.61777925,0.8088896,0.56486905,0.7824345,0.5965406,0.7982703,0.5808443,0.79042214,0.6695291,0.83476454,0.64896375,0.82448184,0.6072573,0.8036287,0.66357183,0.8317859,0.6796261,0.83981305
98259,0.63932085,0.8196604,0.6120999,0.80604994,0.5613369,0.78066844,0.60114646,0.8005732,0.66967773,0.83483887,0.7963855,0.89819276,0.7710818,0.8855409,0.7382449,0.86912245,0.76166946,0.8808347,0.8133615,0.90668076
98260,0.55074036,0.7753702,0.527749,0.76387453,0.540385,0.7701925,0.654698,0.827349,0.5407251,0.77036256,0.6074232,0.8037116,0.54603636,0.7730182,0.6366373,0.8183186,0.62410223,0.8120511,0.619713,0.80985653
98261,0.6702893,0.83514464,0.62026465,0.8101323,0.60543203,0.802716,0.6554961,0.82774806,0.65866804,0.829334,0.74194723,0.8709736,0.7161942,0.8580971,0.70531106,0.85265553,0.7402234,0.8701117,0.76381373,0.88190687
98262,0.6357653,0.81788266,0.55899024,0.7794951,0.5215156,0.7607578,0.60178417,0.8008921,0.625494,0.812747,0.76980567,0.88490283,0.66256154,0.83128077,0.7143187,0.8571594,0.70997614,0.8549881,0.753868,0.876934
98263,0.5841063,0.79205316,0.62975,0.814875,0.6176559,0.80882794,0.6218372,0.81091857,0.6213897,0.8106948,0.6567186,0.8283593,0.5857388,0.7928694,0.6978023,0.84890115,0.7150614,0.8575307,0.68427116,0.84213555
98264,0.6274028,0.8137014,0.60453856,0.8022693,0.5306032,0.7653016,0.69079983,0.8453999,0.5708537,0.78542686,0.6129932,0.8064966,0.56133574,0.7806679,0.682403,0.84120154,0.64330864,0.8216543,0.63109434,0.81554717
98265,0.7510024,0.87550116,0.70113575,0.8505679,0.6587187,0.82935935,0.64759225,0.82379615,0.75016093,0.87508047,0.87627244,0.9381362,0.74886525,0.8744326,0.8195164,0.9097582,0.8024312,0.9012156,0.8334735,0.9167367
98266,0.7771401,0.8885701,0.6762355,0.8381177,0.6394492,0.81972456,0.69575167,0.84787583,0.7161937,0.85809684,0.8371941,0.91859704,0.7265347,0.86326736,0.7892622,0.8946311,0.77722585,0.8886129,0.8197717,0.9098859
98267,0.71220815,0.8561041,0.663537,0.8317685,0.622504,0.811252,0.69513774,0.84756887,0.70526123,0.8526306,0.73894393,0.86947197,0.6710055,0.83550274,0.75205386,0.8760269,0.76379615,0.88189805,0.75250745,0.8762537
98268,0.66496646,0.83248323,0.67127675,0.8356384,0.65198034,0.8259902,0.63560283,0.8178014,0.6140902,0.8070451,0.62374353,0.81187177,0.5373785,0.7686893,0.70124435,0.8506222,0.61179775,0.8058989,0.5991391,0.79956955
98269,0.6568601,0.82843006,0.6381306,0.81906533,0.60836834,0.8041842,0.62696064,0.8134803,0.6534671,0.8267336,0.71583164,0.8579158,0.65703183,0.8285159,0.72672564,0.8633628,0.73618376,0.8680919,0.70290846,0.85145426
98270,0.6712525,0.83562624,0.6420438,0.8210219,0.5776483,0.78882414,0.6436422,0.8218211,0.62861824,0.8143091,0.7303622,0.8651811,0.666865,0.8334325,0.72497106,0.8624855,0.76283,0.881415,0.71910715,0.8595536
98271,0.62091494,0.81045747,0.59849024,0.7992451,0.5046966,0.7523483,0.54697055,0.7734853,0.64021134,0.8201057,0.77901167,0.88950586,0.7193393,0.8596697,0.69733596,0.848668,0.7330984,0.8665492,0.78204566,0.8910228
98272,0.68094236,0.84047115,0.662765,0.8313825,0.6027299,0.80136496,0.60003513,0.8000176,0.7295702,0.8647851,0.8704079,0.9352039,0.76419365,0.8820968,0.81524825,0.9076241,0.8028289,0.90141445,0.868706,0.934353
98273,0.6879432,0.8439716,0.7235607,0.86178035,0.61034876,0.80517435,0.6599684,0.8299842,0.6927537,0.84637684,0.76244354,0.8812218,0.7319262,0.8659631,0.81852186,0.9092609,0.7843251,0.89216256,0.8078049,0.9039024
98274,0.7301265,0.86506325,0.6727518,0.8363759,0.655097,0.8275485,0.6944345,0.84721726,0.72687566,0.86343783,0.8495705,0.92478526,0.74134076,0.8706704,0.8086038,0.9043019,0.7829163,0.89145815,0.827124,0.913562
98275,0.6973392,0.8486696,0.62321615,0.8116081,0.61180544,0.8059027,0.64156264,0.82078135,0.71227694,0.85613847,0.83487403,0.917437,0.7584131,0.87920654,0.80001044,0.9000052,0.7829329,0.89146644,0.82895887,0.91447943
98276,0.70578766,0.8528938,0.6722498,0.8361249,0.60015553,0.8000778,0.618629,0.8093145,0.7340371,0.8670186,0.78965,0.894825,0.75002295,0.87501144,0.7791376,0.8895688,0.7863776,0.89318883,0.7994772,0.8997386
98277,0.6810933,0.8405466,0.6621687,0.8310844,0.5826486,0.79132426,0.650165,0.82508254,0.6994715,0.84973574,0.7837272,0.8918636,0.7651336,0.8825668,0.78205496,0.89102745,0.78345704,0.8917285,0.80158985,0.9007949
98278,0.7247026,0.8623513,0.66435176,0.83217585,0.6322446,0.8161223,0.64625406,0.82312703,0.726089,0.8630445,0.83921367,0.9196068,0.7430526,0.8715263,0.7809255,0.89046276,0.76415396,0.882077,0.8073261,0.90366304
98279,0.71503556,0.8575178,0.6913012,0.8456506,0.63484955,0.8174248,0.6901574,0.8450787,0.6994815,0.84974074,0.78661036,0.8933052,0.6960416,0.8480208,0.7801975,0.89009875,0.7422929,0.87114644,0.76747334,0.88373667
98280,0.7321414,0.8660707,0.70977676,0.8548884,0.6390581,0.81952906,0.6783706,0.8391853,0.7272228,0.8636114,0.812363,0.9061815,0.740286,0.870143,0.79493237,0.8974662,0.7845252,0.8922626,0.80593735,0.90296865
98281,0.70165855,0.85082924,0.66493416,0.8324671,0.5953388,0.7976694,0.63516206,0.81758106,0.70303977,0.8515199,0.8034766,0.9017383,0.7557242,0.8778621,0.7804122,0.8902061,0.76736426,0.88368213,0.82314163,0.9115708
98282,0.6885159,0.84425795,0.70084673,0.85042334,0.6329562,0.81647813,0.7050437,0.85252184,0.6874107,0.84370536,0.77532196,0.887661,0.7288277,0.86441386,0.79935193,0.89967597,0.79638743,0.8981937,0.80730283,0.9036514
98283,0.7175639,0.85878193,0.6969406,0.84847033,0.6111358,0.80556786,0.67131174,0.83565587,0.74100137,0.8705007,0.82140946,0.91070473,0.7687831,0.88439155,0.8154299,0.90771496,0.78369284,0.8918464,0.82459784,0.9122989
98284,0.51222813,0.75611407,0.53630185,0.7681509,0.44029844,0.7201492,0.49619758,0.7480988,0.56195426,0.78097713,0.637159,0.8185795,0.66408074,0.83204037,0.6615623,0.83078116,0.65602076,0.8280104,0.6548692,0.8274346
98285,0.6163868,0.8081934,0.5853765,0.79268825,0.525509,0.7627545,0.5867016,0.7933508,0.6383919,0.819196,0.7417445,0.87087226,0.6755173,0.83775866,0.7190334,0.85951674,0.739014,0.869507,0.7620056,0.8810028
98286,0.63335,0.816675,0.65237635,0.8261882,0.60706043,0.8035302,0.59267026,0.7963351,0.6530228,0.8265114,0.71899414,0.8594971,0.664631,0.8323155,0.75711745,0.87855875,0.7147666,0.8573833,0.70846105,0.8542305
98287,0.7365378,0.8682689,0.71515894,0.85757947,0.6609211,0.83046055,0.65459085,0.8272954,0.75116026,0.87558013,0.8505004,0.9252502,0.7602174,0.8801087,0.8754398,0.93771994,0.7918806,0.8959403,0.8305009,0.9152504
98288,0.6097761,0.804888,0.6591947,0.82959735,0.5916965,0.79584825,0.5664897,0.78324485,0.62169826,0.81084913,0.6159855,0.80799276,0.6140432,0.8070216,0.69529223,0.8476461,0.71662796,0.858314,0.67231274,0.83615637
98289,0.7029612,0.8514806,0.6437452,0.8218726,0.6235784,0.8117892,0.6477491,0.8238746,0.67980164,0.83990085,0.7623762,0.8811881,0.6662659,0.833133,0.7503591,0.8751795,0.736834,0.868417,0.73673177,0.8683659
98290,0.50741017,0.7537051,0.52797484,0.7639874,0.5239325,0.7619662,0.44640845,0.72320426,0.5889255,0.79446274,0.6543361,0.82716805,0.6779283,0.83896416,0.5937081,0.796854,0.6512077,0.82560384,0.68836695,0.84418344
98291,0.6993554,0.8496777,0.683455,0.8417275,0.6416638,0.8208319,0.6606723,0.83033615,0.6979494,0.8489747,0.8007278,0.9003639,0.72191346,0.8609567,0.7747227,0.88736135,0.7783167,0.88915837,0.77227235,0.8861362
98292,0.5815836,0.7907918,0.606202,0.803101,0.515887,0.7579435,0.5808394,0.7904197,0.643429,0.8217145,0.71387494,0.85693747,0.69404197,0.847021,0.7278909,0.8639455,0.7036263,0.85181314,0.7048101,0.8524051
98293,0.6126942,0.80634713,0.6128544,0.80642724,0.52148604,0.760743,0.5812168,0.7906084,0.62758696,0.8137935,0.72341204,0.861706,0.6904541,0.84522706,0.71923757,0.8596188,0.73215616,0.8660781,0.7424718,0.8712359
98294,0.6657394,0.8328697,0.6300533,0.81502664,0.5796871,0.78984356,0.67566967,0.83783484,0.66444826,0.83222413,0.67155397,0.835777,0.6207905,0.81039524,0.69281054,0.84640527,0.6928882,0.84644413,0.6416467,0.8208233
98295,0.55024946,0.7751247,0.523155,0.7615775,0.5020548,0.7510274,0.526885,0.7634425,0.55195487,0.77597743,0.6640351,0.83201754,0.598927,0.7994635,0.64116615,0.8205831,0.64842844,0.8242142,0.68546855,0.8427343
98296,0.70737064,0.8536853,0.7140552,0.8570276,0.63248193,0.81624097,0.64185035,0.8209252,0.69648635,0.8482432,0.7644398,0.8822199,0.7057005,0.85285026,0.81029177,0.9051459,0.7721385,0.88606924,0.78938574,0.8946929
98297,0.6930473,0.84652364,0.67091465,0.8354573,0.6177922,0.80889606,0.6805402,0.8402701,0.66080225,0.8304011,0.73243564,0.86621785,0.6846348,0.8423174,0.7640012,0.88200057,0.763302,0.88165104,0.786824,0.893412
98298,0.6352,0.8176,0.6290043,0.8145021,0.54577786,0.7728889,0.6397027,0.81985134,0.6282294,0.8141147,0.7198444,0.8599222,0.6956664,0.84783316,0.7326976,0.8663488,0.72102296,0.8605115,0.7477683,0.87388414
98299,0.6472585,0.82362926,0.6611504,0.8305752,0.56957173,0.78478587,0.5948657,0.79743284,0.6936766,0.8468383,0.76599175,0.88299584,0.70385385,0.8519269,0.76043695,0.8802185,0.6814498,0.8407249,0.7430125,0.8715062
98300,0.6885154,0.8442577,0.68627775,0.8431389,0.6248715,0.81243575,0.6430124,0.8215062,0.7077683,0.85388416,0.7649019,0.88245094,0.7186042,0.8593021,0.7834431,0.89172155,0.7409799,0.87048995,0.77539635,0.8876982
98301,0.6742971,0.83714855,0.64592135,0.8229607,0.60081995,0.80041,0.56779766,0.78389883,0.7360883,0.86804414,0.8538334,0.9269167,0.8114414,0.9057207,0.79254925,0.8962746,0.78806484,0.8940324,0.8594896,0.92974484
98302,0.7518722,0.8759361,0.700148,0.850074,0.6655072,0.8327536,0.6825095,0.8412547,0.7421264,0.87106323,0.8313898,0.9156949,0.74124134,0.87062067,0.8009133,0.90045667,0.77474654,0.88737327,0.8298564,0.9149282
98303,0.7054,0.8527,0.6319616,0.8159808,0.5710087,0.78550434,0.6181594,0.8090797,0.70660686,0.85330343,0.827441,0.9137205,0.7494072,0.8747036,0.7557701,0.87788504,0.78464365,0.8923218,0.8411796,0.9205898
98304,0.7835044,0.89175224,0.7353283,0.86766416,0.6814786,0.8407393,0.6591748,0.8295874,0.7139654,0.8569827,0.81900537,0.9095027,0.71183157,0.8559158,0.8047544,0.9023772,0.78694,0.89347,0.79292613,0.89646304
98305,0.7446805,0.87234026,0.6970704,0.8485352,0.63335204,0.816676,0.6617034,0.8308517,0.72447926,0.8622396,0.82614285,0.9130714,0.7473226,0.8736613,0.8028374,0.9014187,0.7660813,0.88304067,0.81906796,0.909534
98306,0.65932703,0.8296635,0.62085396,0.81042695,0.57837033,0.78918517,0.59841734,0.79920864,0.6571796,0.8285898,0.7949768,0.89748836,0.70950514,0.85475254,0.73665977,0.8683299,0.7445321,0.87226605,0.7634079,0.881704
98307,0.7155639,0.85778195,0.6945571,0.84727854,0.62745225,0.8137261,0.6364739,0.81823695,0.75358355,0.8767918,0.87162757,0.9358138,0.78686506,0.8934325,0.83317876,0.9165894,0.793377,0.89668846,0.85329556,0.9266478
98308,0.6909643,0.8454821,0.718735,0.8593675,0.6084484,0.8042242,0.6320952,0.8160476,0.69275653,0.84637827,0.756783,0.8783915,0.77448726,0.8872436,0.77289915,0.8864496,0.782804,0.891402,0.7822449,0.89112246
98309,0.71191585,0.8559579,0.69298005,0.84649,0.6330521,0.81652606,0.6410149,0.8205074,0.7154741,0.85773706,0.7772112,0.8886056,0.70407903,0.8520395,0.8086269,0.90431345,0.7748413,0.88742065,0.7673033,0.8836516
98310,0.74940383,0.8747019,0.7389485,0.8694743,0.7112524,0.8556262,0.64252687,0.82126343,0.75248456,0.8762423,0.82014763,0.9100738,0.7721319,0.88606596,0.8126217,0.90631086,0.7371571,0.86857855,0.79484034,0.89742017
98311,0.6625173,0.83125865,0.64038014,0.8201901,0.58119726,0.79059863,0.62369895,0.8118495,0.65439594,0.82719797,0.7354163,0.86770815,0.70664984,0.8533249,0.72015893,0.86007947,0.73140717,0.8657036,0.75957656,0.8797883
98312,0.6553266,0.8276633,0.6870055,0.84350276,0.57150793,0.78575397,0.6162555,0.80812776,0.70854425,0.8542721,0.7569151,0.87845755,0.7545518,0.87727594,0.7732642,0.8866321,0.70056367,0.85028183,0.7806074,0.89030373
98313,0.7249533,0.86247665,0.68141955,0.8407098,0.6350649,0.8175324,0.6296706,0.8148353,0.72036904,0.86018455,0.8511716,0.9255858,0.7121397,0.85606986,0.8028195,0.90140975,0.7619449,0.88097245,0.8146676,0.9073338
98314,0.70105577,0.8505279,0.6522528,0.8261264,0.61035115,0.80517554,0.67224514,0.8361226,0.70060563,0.8503028,0.8199721,0.909986,0.6912823,0.84564114,0.77518374,0.88759184,0.75683916,0.8784196,0.7971134,0.8985567
98315,0.598741,0.7993705,0.5901418,0.7950709,0.5105535,0.75527674,0.57247967,0.78623986,0.6106622,0.8053311,0.74797916,0.8739896,0.67842823,0.8392141,0.6956222,0.8478111,0.68518925,0.8425946,0.73305184,0.8665259
98316,0.7774749,0.88873744,0.72793925,0.8639696,0.66350687,0.83175343,0.64713556,0.82356775,0.75026333,0.87513167,0.8485048,0.9242524,0.7359073,0.86795366,0.81989634,0.90994817,0.75701725,0.8785086,0.7827729,0.89138645
98317,0.69133866,0.8456693,0.66069067,0.83034533,0.5892183,0.7946092,0.5888639,0.7944319,0.73071814,0.86535907,0.8596493,0.92982465,0.79013675,0.8950684,0.7743739,0.88718694,0.76089346,0.88044673,0.8565275,0.9282638
98318,0.74415576,0.8720779,0.69374084,0.8468704,0.65926695,0.8296335,0.7057039,0.852852,0.73554426,0.8677721,0.7976552,0.8988276,0.7454873,0.8727436,0.78138936,0.8906947,0.7826741,0.89133704,0.815271,0.9076355
98319,0.66987866,0.83493936,0.6444118,0.8222059,0.60317236,0.80158615,0.67610574,0.83805287,0.63273036,0.8163652,0.7340023,0.8670012,0.65713775,0.8285689,0.72767293,0.86383647,0.73645455,0.86822724,0.73211753,0.86605877
98320,0.73448217,0.8672411,0.67316544,0.8365827,0.6179091,0.80895454,0.60759234,0.8037962,0.75486636,0.8774332,0.8874054,0.9437027,0.76229525,0.8811476,0.808427,0.9042135,0.762723,0.8813615,0.8434675,0.92173374
98321,0.75827765,0.8791388,0.6887584,0.8443792,0.6680919,0.83404595,0.6974461,0.84872305,0.7360639,0.868032,0.87610704,0.9380535,0.7651515,0.88257575,0.820534,0.910267,0.79779875,0.8988994,0.83828425,0.9191421
98322,0.72781754,0.86390877,0.67965317,0.8398266,0.5947907,0.79739535,0.6028007,0.80140036,0.7638846,0.8819423,0.8760171,0.93800855,0.7669902,0.8834951,0.81344175,0.9067209,0.7826797,0.89133984,0.8457018,0.9228509
98323,0.7438402,0.8719201,0.6762377,0.83811885,0.61207175,0.8060359,0.5960111,0.7980056,0.76552504,0.88276255,0.8309183,0.91545916,0.7571771,0.87858856,0.80146587,0.90073293,0.7382647,0.86913234,0.80560374,0.9028019
98324,0.6457998,0.82289994,0.6382612,0.8191306,0.5810403,0.7905202,0.6391023,0.8195511,0.64771783,0.8238589,0.7541241,0.8770621,0.6987281,0.84936404,0.7326499,0.86632496,0.74492013,0.87246007,0.76180947,0.88090473
98325,0.6798066,0.8399033,0.6278195,0.81390977,0.6082889,0.80414444,0.6248393,0.81241965,0.69998056,0.84999025,0.8427532,0.9213766,0.7463245,0.87316227,0.8123871,0.90619355,0.7882657,0.89413285,0.82675385,0.9133769
98326,0.61844194,0.80922097,0.6353353,0.81766766,0.5291765,0.76458824,0.58555377,0.7927769,0.63035834,0.81517917,0.7473255,0.8736627,0.66967636,0.83483815,0.7574485,0.8787242,0.7672733,0.88363665,0.75769264,0.8788463
98327,0.66331756,0.8316588,0.6842816,0.8421408,0.6067817,0.80339086,0.6427794,0.8213897,0.63656867,0.81828433,0.737131,0.8685655,0.6904342,0.8452171,0.7641951,0.88209754,0.7760818,0.8880409,0.76733977,0.88366985
98328,0.7212869,0.86064345,0.6169754,0.8084877,0.6309346,0.8154673,0.68815815,0.8440791,0.69734716,0.8486736,0.811033,0.9055165,0.71620893,0.85810447,0.7777459,0.888873,0.76615894,0.88307947,0.8120514,0.9060257
98329,0.69752,0.84876,0.69190454,0.8459523,0.61124253,0.80562127,0.67598933,0.8379947,0.7063745,0.85318726,0.7741283,0.88706416,0.75248456,0.8762423,0.78490543,0.8924527,0.7826367,0.8913183,0.8181875,0.90909374
98330,0.6483282,0.8241641,0.6590284,0.8295142,0.5786092,0.7893046,0.60892904,0.8044645,0.6566924,0.8283462,0.7210114,0.8605057,0.6870593,0.84352964,0.71631026,0.85815513,0.71480465,0.8574023,0.7181531,0.85907656
