,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
62042,0.74001396,0.870007,0.69279456,0.8463973,0.6414181,0.82070905,0.638536,0.819268,0.70620316,0.8531016,0.7406939,0.87034696,0.697946,0.84897304,0.723981,0.8619905,0.7166142,0.8583071,0.7244248,0.8622124
63086,0.5383146,0.7691573,0.5454381,0.772719,0.47188252,0.7359413,0.48725575,0.7436279,0.56150365,0.7807518,0.65609753,0.82804877,0.63726133,0.8186307,0.6215986,0.8107993,0.66345996,0.83173,0.6716119,0.83580595
63087,0.6739466,0.8369733,0.63554627,0.8177731,0.56831825,0.7841591,0.62314284,0.8115714,0.7103131,0.85515654,0.7521914,0.8760957,0.7772225,0.88861126,0.7383574,0.8691787,0.72130036,0.8606502,0.78685474,0.8934274
83710,0.6831137,0.84155685,0.68036366,0.8401818,0.58231366,0.7911568,0.6717918,0.8358959,0.66512275,0.8325614,0.7183534,0.8591767,0.6517452,0.8258726,0.7375497,0.8687749,0.70608413,0.85304207,0.70970213,0.85485107
83711,0.5590278,0.7795139,0.6071158,0.8035579,0.5492803,0.77464014,0.51586235,0.7579312,0.4992005,0.74960023,0.47843885,0.7392194,0.47123057,0.73561525,0.56770945,0.7838547,0.5616389,0.7808194,0.49987346,0.7499367
86666,0.66507405,0.83253706,0.72626984,0.8631349,0.60549545,0.8027477,0.6621011,0.8310505,0.71402436,0.85701215,0.7917268,0.8958634,0.77718246,0.88859123,0.8369081,0.91845405,0.8048589,0.90242946,0.82602996,0.913015
87779,0.7427815,0.87139076,0.7153193,0.85765964,0.6824875,0.84124374,0.6860944,0.8430472,0.7103106,0.8551553,0.6865767,0.84328836,0.61919796,0.809599,0.7285961,0.86429805,0.6614839,0.83074194,0.6537818,0.8268909
97622,0.73791516,0.8689576,0.71750987,0.85875493,0.66796726,0.83398366,0.6418818,0.8209409,0.7647991,0.88239956,0.86797315,0.93398654,0.77253175,0.8862659,0.8476873,0.9238436,0.8012358,0.9006179,0.8544501,0.92722505
98134,0.7059697,0.85298485,0.6491482,0.8245741,0.62999374,0.81499684,0.5577744,0.7788872,0.7204521,0.86022604,0.78504765,0.8925238,0.736218,0.868109,0.7415838,0.8707919,0.6917813,0.84589064,0.75466967,0.87733483
98135,0.6876445,0.84382224,0.66429216,0.83214605,0.61441064,0.8072053,0.6247661,0.81238306,0.7180597,0.8590299,0.84362304,0.9218115,0.7510636,0.8755318,0.81844544,0.9092227,0.76906836,0.8845342,0.8339608,0.9169804
98136,0.6327766,0.8163883,0.604735,0.8023675,0.53621024,0.76810515,0.59953135,0.7997657,0.622167,0.8110835,0.7266021,0.86330104,0.6459012,0.8229506,0.71320933,0.8566047,0.7157699,0.85788494,0.71822494,0.8591125
98137,0.6347642,0.8173821,0.6686541,0.83432704,0.55082196,0.775411,0.6250462,0.8125231,0.67542636,0.8377132,0.7048296,0.8524148,0.73825276,0.8691264,0.7399119,0.86995596,0.74546343,0.8727317,0.73727155,0.8686358
98138,0.54811364,0.7740568,0.5150545,0.75752723,0.46002156,0.73001075,0.51717097,0.75858545,0.5566771,0.77833855,0.6797099,0.83985496,0.62763715,0.8138186,0.6374445,0.81872225,0.65762466,0.82881236,0.7019223,0.85096115
98171,0.7272613,0.86363065,0.6675767,0.83378834,0.6159355,0.8079678,0.6073367,0.8036684,0.7598108,0.8799054,0.8182805,0.9091402,0.7598918,0.8799459,0.7877816,0.8938908,0.7710564,0.8855282,0.82850605,0.914253
98172,0.5767579,0.78837895,0.60328394,0.80164194,0.50793993,0.75396997,0.5344949,0.76724744,0.6714293,0.83571464,0.7305486,0.8652743,0.7285489,0.86427444,0.7058135,0.85290676,0.682799,0.8413995,0.72182953,0.86091477
98173,0.6980041,0.84900206,0.6704371,0.83521855,0.5860074,0.7930037,0.61428285,0.8071414,0.7275038,0.8637519,0.8287754,0.9143877,0.7697535,0.8848767,0.7649693,0.8824847,0.8079515,0.9039757,0.83938694,0.91969347
98245,0.58361065,0.7918053,0.6201583,0.81007916,0.5472156,0.7736078,0.5579357,0.77896786,0.6038595,0.8019297,0.676196,0.838098,0.6566051,0.82830256,0.7005434,0.8502717,0.69698644,0.8484932,0.6734359,0.83671796
98250,0.6899642,0.8449821,0.70344925,0.8517246,0.642586,0.821293,0.6634456,0.8317228,0.6514799,0.82574,0.6350602,0.8175301,0.59917426,0.79958713,0.6909631,0.8454815,0.65472615,0.8273631,0.6120647,0.80603236
98251,0.6765195,0.83825976,0.6076063,0.80380315,0.54818976,0.7740949,0.55971867,0.7798593,0.65008605,0.825043,0.67707825,0.8385391,0.6299457,0.8149729,0.62764347,0.81382173,0.6680672,0.8340336,0.6306746,0.8153373
98252,0.5669986,0.7834993,0.5395047,0.7697524,0.4674562,0.7337281,0.646562,0.823281,0.5533596,0.7766798,0.54175454,0.77087724,0.53424114,0.7671206,0.5403569,0.77017844,0.58981526,0.7949076,0.532987,0.7664935
98253,0.7532737,0.87663686,0.69539,0.847695,0.6189637,0.80948186,0.6283078,0.8141539,0.73900044,0.8695002,0.7721971,0.88609856,0.71164393,0.85582197,0.7319984,0.8659992,0.74108714,0.8705436,0.7461976,0.8730988
98254,0.582957,0.7914785,0.56675637,0.7833782,0.5079584,0.7539792,0.61483884,0.8074194,0.59097373,0.79548687,0.6862315,0.84311575,0.629346,0.814673,0.68870944,0.84435475,0.6823382,0.8411691,0.69399047,0.84699523
98255,0.7105969,0.85529846,0.68776655,0.8438833,0.6234324,0.8117162,0.71496546,0.85748273,0.7622671,0.88113356,0.78293,0.891465,0.73290515,0.8664526,0.8016139,0.90080696,0.7487628,0.8743814,0.7770222,0.88851106
98256,0.69586,0.84793,0.6520661,0.82603306,0.6061855,0.8030927,0.6884464,0.8442232,0.7111405,0.85557026,0.76994365,0.88497186,0.6797036,0.8398518,0.73853314,0.86926657,0.7240919,0.86204594,0.7297325,0.86486626
98257,0.70559585,0.8527979,0.6910908,0.8455454,0.6051785,0.80258924,0.68000674,0.8400034,0.666816,0.833408,0.7472286,0.8736143,0.68645364,0.8432268,0.7729099,0.88645494,0.7480985,0.87404925,0.7574743,0.87873715
98258,0.7035619,0.85178095,0.6708951,0.83544755,0.6036707,0.80183536,0.61740255,0.8087013,0.6395508,0.8197754,0.70293915,0.8514696,0.6710437,0.8355218,0.668563,0.8342815,0.70405835,0.8520292,0.722052,0.861026
98259,0.6682851,0.83414257,0.64471424,0.8223571,0.5975176,0.7987588,0.629611,0.8148055,0.69180036,0.8459002,0.7663034,0.8831517,0.73896897,0.8694845,0.74138224,0.8706911,0.77899164,0.88949585,0.7837491,0.89187455
98260,0.6743678,0.8371839,0.6631126,0.8315563,0.6414267,0.82071334,0.71426564,0.8571328,0.6677773,0.83388865,0.74795187,0.87397593,0.6950766,0.8475383,0.7810855,0.89054275,0.7522911,0.87614554,0.75168025,0.8758401
98261,0.7121237,0.8560618,0.6699929,0.83499646,0.6471528,0.8235764,0.6822442,0.8411221,0.70598483,0.8529924,0.78674823,0.8933741,0.73727643,0.8686382,0.7427695,0.87138474,0.7535463,0.8767731,0.78772455,0.89386225
98262,0.6830382,0.8415191,0.6376629,0.81883144,0.5973875,0.7986938,0.680822,0.840411,0.6657988,0.8328994,0.7461624,0.8730812,0.6743604,0.8371802,0.74193215,0.8709661,0.79245824,0.89622915,0.7884153,0.89420766
98263,0.60023296,0.8001165,0.6306982,0.8153491,0.57001793,0.78500897,0.6383207,0.81916034,0.62546134,0.81273067,0.6622482,0.83112407,0.6308067,0.81540334,0.69359887,0.84679943,0.68521845,0.8426092,0.6893711,0.84468555
98264,0.6432533,0.82162666,0.6410688,0.8205344,0.5414399,0.77071995,0.6965753,0.84828764,0.6111491,0.80557454,0.6386825,0.81934124,0.5971687,0.79858434,0.7028445,0.85142225,0.6603765,0.8301883,0.64076525,0.8203826
98265,0.7133156,0.8566578,0.69177717,0.8458886,0.628975,0.81448746,0.65507835,0.8275392,0.7060564,0.8530282,0.7836237,0.89181185,0.7021272,0.8510636,0.75993407,0.87996703,0.7558702,0.8779351,0.7629931,0.88149655
98266,0.76257694,0.88128847,0.68648493,0.84324247,0.6409031,0.82045156,0.70881486,0.8544074,0.70029163,0.8501458,0.78050756,0.8902538,0.67760026,0.83880013,0.76951325,0.8847566,0.77500576,0.8875029,0.768967,0.88448346
98267,0.66661215,0.8333061,0.65520585,0.8276029,0.6136228,0.8068114,0.6398194,0.8199097,0.659281,0.8296405,0.69113123,0.8455656,0.63797224,0.8189861,0.712003,0.8560015,0.75891155,0.8794558,0.71955776,0.8597789
98268,0.7131372,0.8565686,0.7045742,0.8522871,0.6616674,0.8308337,0.65843666,0.8292183,0.6761259,0.83806294,0.702399,0.8511995,0.62401515,0.81200755,0.7483326,0.8741663,0.6892361,0.8446181,0.7117983,0.85589916
98269,0.65774524,0.8288726,0.590762,0.795381,0.52935195,0.764676,0.591578,0.795789,0.6400157,0.82000786,0.7481758,0.8740879,0.667361,0.8336805,0.7070994,0.8535497,0.69733745,0.8486687,0.7206234,0.8603117
98270,0.6444161,0.82220805,0.6180339,0.80901694,0.5384177,0.76920885,0.6226548,0.8113274,0.617097,0.8085485,0.6824573,0.84122866,0.6689273,0.83446366,0.68871844,0.8443592,0.72610015,0.8630501,0.6819657,0.84098285
98271,0.64240164,0.82120085,0.6014999,0.80074996,0.50654006,0.75327003,0.57205606,0.786028,0.6516331,0.8258165,0.8034243,0.9017122,0.75469756,0.8773488,0.7132292,0.8566146,0.74503213,0.87251604,0.79587996,0.89794
98272,0.66310954,0.8315548,0.69567215,0.8478361,0.5988966,0.7994483,0.6410581,0.82052904,0.7213168,0.8606584,0.8041619,0.90208095,0.76297593,0.88148797,0.81059724,0.9052986,0.7717965,0.88589823,0.81303096,0.9065155
98273,0.7008599,0.85042995,0.72154605,0.860773,0.5998881,0.79994404,0.6557199,0.82785994,0.6791601,0.83958006,0.7411132,0.8705566,0.7171346,0.8585673,0.8123869,0.90619344,0.7724957,0.8862479,0.786499,0.8932495
98274,0.72720635,0.8636032,0.68198705,0.8409935,0.617946,0.808973,0.6829598,0.8414799,0.73311055,0.8665553,0.8419959,0.920998,0.74433213,0.87216604,0.80352855,0.9017643,0.77150697,0.8857535,0.81887716,0.9094386
98275,0.71227,0.856135,0.6655624,0.8327812,0.618929,0.8094645,0.6721777,0.83608884,0.73439467,0.86719733,0.82471895,0.9123595,0.76374507,0.88187253,0.80320215,0.9016011,0.79884386,0.89942193,0.8257359,0.91286796
98276,0.62954843,0.8147742,0.6169448,0.8084724,0.5215795,0.76078975,0.62620574,0.81310284,0.63553464,0.8177673,0.70228964,0.8511448,0.6826912,0.8413456,0.7122744,0.85613716,0.71137273,0.85568637,0.7226801,0.86134005
98277,0.6854703,0.8427352,0.66065204,0.830326,0.5871444,0.7935722,0.6512088,0.82560444,0.68487513,0.84243757,0.76980364,0.8849018,0.7347745,0.86738724,0.7693611,0.8846805,0.7908219,0.89541095,0.78696793,0.893484
98278,0.7635374,0.8817687,0.7053505,0.85267526,0.6579021,0.82895106,0.65630853,0.82815427,0.7484523,0.87422615,0.87493,0.937465,0.7602228,0.8801114,0.81417775,0.9070889,0.75886387,0.87943196,0.82331496,0.91165745
98279,0.7383513,0.8691757,0.6819616,0.84098077,0.624687,0.8123435,0.6660519,0.83302593,0.7218277,0.8609139,0.827509,0.91375446,0.7416078,0.8708039,0.7923932,0.8961966,0.742864,0.871432,0.7980228,0.8990114
98280,0.72957164,0.8647858,0.67735624,0.8386781,0.6233218,0.8116609,0.712261,0.8561305,0.6967043,0.8483522,0.7927631,0.89638156,0.7286456,0.8643228,0.78892237,0.89446115,0.7697805,0.88489026,0.80298686,0.90149343
98281,0.67230725,0.8361536,0.5939708,0.7969854,0.5479511,0.77397555,0.6254063,0.81270313,0.6735772,0.8367886,0.76143205,0.880716,0.71325266,0.85662633,0.71736574,0.8586829,0.73732316,0.8686616,0.73184144,0.8659207
98282,0.66586906,0.8329345,0.70180094,0.8509005,0.6231859,0.81159294,0.69148016,0.8457401,0.6599457,0.82997286,0.72947156,0.8647358,0.67882204,0.839411,0.74916744,0.8745837,0.75718635,0.8785932,0.7553315,0.87766576
98283,0.7402001,0.8701,0.7199433,0.85997164,0.6370364,0.81851816,0.6612243,0.8306122,0.767818,0.883909,0.81877047,0.9093852,0.7797477,0.88987386,0.7890172,0.8945086,0.78011477,0.8900574,0.81787634,0.90893817
98284,0.6001835,0.80009174,0.5984092,0.7992046,0.52466047,0.76233023,0.5552057,0.77760285,0.65716016,0.8285801,0.7335464,0.8667732,0.7418351,0.87091756,0.72788596,0.863943,0.73755646,0.8687782,0.7528411,0.87642056
98285,0.6026064,0.8013032,0.5704394,0.78521967,0.49157435,0.74578714,0.556844,0.778422,0.62466824,0.8123341,0.70912874,0.85456437,0.66675603,0.833378,0.6842614,0.84213066,0.72495353,0.86247677,0.7155479,0.85777396
98286,0.6400065,0.8200033,0.65379804,0.82689905,0.589643,0.7948215,0.5845257,0.79226285,0.6709342,0.8354671,0.7293904,0.8646952,0.69627607,0.84813803,0.76561177,0.8828059,0.74533916,0.8726696,0.7436962,0.8718481
98287,0.7148957,0.85744786,0.6893956,0.84469783,0.62299985,0.81149995,0.64947563,0.8247378,0.70922756,0.8546138,0.8077971,0.90389854,0.7370777,0.86853886,0.8364721,0.918236,0.74465656,0.8723283,0.80521625,0.90260816
98288,0.685172,0.84258604,0.6645657,0.83228284,0.57515574,0.78757787,0.56973237,0.7848662,0.66228306,0.83114153,0.67847335,0.8392367,0.59503317,0.7975166,0.7085773,0.85428864,0.66478616,0.83239305,0.6622468,0.8311234
98289,0.67987317,0.8399366,0.632203,0.8161015,0.59434515,0.79717255,0.6449151,0.82245755,0.69344586,0.84672296,0.79151523,0.8957576,0.6842457,0.84212285,0.75713545,0.8785677,0.7389275,0.86946374,0.7697066,0.8848533
98290,0.48123062,0.7406153,0.5106835,0.75534177,0.48322773,0.74161386,0.43665254,0.7183263,0.55087787,0.7754389,0.60529274,0.8026464,0.64609766,0.82304883,0.5446822,0.77234113,0.6191672,0.8095836,0.6505604,0.8252802
98291,0.6890249,0.84451246,0.664728,0.83236396,0.6146775,0.8073387,0.6203797,0.81018984,0.69128025,0.8456401,0.7933589,0.89667946,0.720183,0.8600915,0.7578168,0.8789084,0.74949527,0.87474763,0.76555085,0.8827754
98292,0.60142124,0.8007106,0.6339951,0.8169975,0.5517092,0.7758546,0.60611975,0.8030599,0.6528575,0.8264288,0.701949,0.8509745,0.67834365,0.8391718,0.7475829,0.87379146,0.7036959,0.85184795,0.7099572,0.85497856
98293,0.6287794,0.8143897,0.61690414,0.80845207,0.5227418,0.7613709,0.60209095,0.8010455,0.6366831,0.81834155,0.72019935,0.8600997,0.6913226,0.8456613,0.7246657,0.8623328,0.7313225,0.86566126,0.73640585,0.8682029
98294,0.66573584,0.8328679,0.6124158,0.8062079,0.5647324,0.78236616,0.6701498,0.8350749,0.6449555,0.82247776,0.6429551,0.82147753,0.60302377,0.8015119,0.6826887,0.84134436,0.66097474,0.8304874,0.614156,0.807078
98295,0.61630297,0.8081515,0.5908803,0.79544014,0.544489,0.7722445,0.58543056,0.7927153,0.6328267,0.81641334,0.7702254,0.8851127,0.690445,0.8452225,0.7381025,0.8690512,0.7449725,0.87248623,0.7777735,0.88888675
98296,0.68924975,0.8446249,0.71244025,0.8562201,0.6068613,0.8034307,0.64651716,0.8232586,0.7035097,0.85175484,0.7055941,0.85279703,0.71009433,0.85504717,0.7764734,0.8882367,0.74663514,0.8733176,0.74915457,0.8745773
98297,0.686023,0.8430115,0.6738988,0.8369494,0.627597,0.8137985,0.69556046,0.8477802,0.6392502,0.81962514,0.67439306,0.8371965,0.65793914,0.8289696,0.7396337,0.86981684,0.74515593,0.87257797,0.7317424,0.8658712
98298,0.7633419,0.88167095,0.69759953,0.84879977,0.6322086,0.8161043,0.67183125,0.8359156,0.73362404,0.866812,0.82220423,0.9111021,0.7378694,0.8689347,0.7962653,0.8981327,0.7647603,0.8823801,0.79396915,0.8969846
98299,0.64329624,0.8216481,0.6558781,0.82793903,0.56045735,0.7802287,0.5929985,0.79649925,0.68949735,0.8447487,0.7633143,0.8816571,0.7085426,0.8542713,0.7392134,0.86960673,0.6730993,0.83654964,0.72602683,0.8630134
98300,0.61858666,0.8092933,0.6358232,0.8179116,0.57473564,0.7873678,0.60645723,0.8032286,0.68038183,0.8401909,0.7290765,0.86453825,0.7316377,0.86581886,0.7689208,0.8844604,0.73580635,0.8679032,0.7618494,0.8809247
98301,0.5651963,0.78259814,0.5220276,0.7610138,0.48204312,0.7410216,0.5017358,0.7508679,0.5870037,0.79350185,0.69697946,0.84848976,0.65573454,0.82786727,0.6592277,0.82961386,0.6780398,0.8390199,0.7179233,0.85896164
98302,0.73681504,0.8684075,0.670727,0.8353635,0.61372626,0.8068631,0.67299813,0.8364991,0.7506864,0.8753432,0.85527337,0.9276367,0.7493663,0.87468314,0.8094723,0.90473616,0.75404984,0.8770249,0.8109671,0.90548354
98303,0.658725,0.8293625,0.5999099,0.79995495,0.53588814,0.7679441,0.6039404,0.80197024,0.6790496,0.8395248,0.78170574,0.89085287,0.71840495,0.8592025,0.7149168,0.8574584,0.7456622,0.8728311,0.7908542,0.8954271
98304,0.76853925,0.8842696,0.7380259,0.86901295,0.6787354,0.8393677,0.66492707,0.8324635,0.7468493,0.87342465,0.84698796,0.923494,0.7636755,0.8818377,0.82136154,0.9106808,0.82097197,0.910486,0.86100924,0.9305046
98305,0.6890422,0.8445211,0.6790428,0.8395214,0.5784812,0.7892406,0.65008205,0.82504106,0.6819215,0.84096074,0.76034117,0.8801706,0.69932765,0.84966385,0.7515956,0.8757978,0.7392983,0.8696492,0.73263144,0.8663157
98306,0.6416818,0.8208409,0.64113075,0.82056534,0.5554416,0.7777208,0.59617555,0.7980878,0.6726372,0.8363186,0.7930156,0.8965078,0.7174334,0.8587167,0.7593665,0.87968326,0.7499639,0.87498194,0.7732253,0.88661265
98307,0.7384523,0.86922616,0.71764123,0.8588206,0.65941954,0.82970977,0.6653902,0.8326951,0.751837,0.8759185,0.8398988,0.9199494,0.76855356,0.88427675,0.82794714,0.91397357,0.8043095,0.90215474,0.81952,0.90976
98308,0.6103226,0.8051613,0.6413073,0.8206537,0.5071838,0.7535919,0.6021837,0.80109185,0.60089123,0.8004456,0.61979735,0.8098987,0.6732858,0.83664286,0.6625689,0.83128446,0.68302613,0.84151304,0.6570835,0.82854176
98309,0.6719079,0.83595395,0.626472,0.813236,0.5722544,0.7861272,0.60842896,0.8042145,0.6662922,0.8331461,0.73740363,0.8687018,0.6764504,0.8382252,0.75404584,0.8770229,0.74307424,0.8715371,0.7430441,0.87152207
98310,0.73005563,0.8650278,0.69350743,0.8467537,0.6517731,0.82588655,0.6103046,0.8051523,0.74466956,0.8723348,0.8282124,0.9141062,0.7708501,0.8854251,0.77973187,0.88986593,0.7099097,0.85495484,0.7921771,0.89608854
98311,0.71163726,0.8558186,0.6813272,0.8406636,0.6211395,0.81056976,0.63578314,0.8178916,0.7053083,0.85265416,0.75601685,0.8780084,0.69941545,0.8497077,0.7436802,0.8718401,0.7391578,0.8695789,0.76263964,0.8813198
98312,0.69670737,0.8483537,0.6981281,0.84906405,0.62284994,0.811425,0.6526456,0.8263228,0.721577,0.86078846,0.78846496,0.8942325,0.7669897,0.88349485,0.7982086,0.8991043,0.726341,0.8631705,0.7980969,0.89904845
98313,0.6868696,0.8434348,0.65983737,0.8299187,0.60706294,0.80353147,0.62633586,0.8131679,0.69808936,0.8490447,0.8074159,0.903708,0.68489623,0.8424481,0.80377173,0.90188587,0.7499254,0.8749627,0.7901596,0.8950798
98314,0.74654907,0.87327456,0.6508117,0.82540584,0.6105575,0.8052788,0.67249495,0.83624744,0.71298325,0.8564916,0.84722567,0.92361283,0.70268023,0.8513401,0.7695886,0.8847943,0.74110466,0.8705523,0.77894354,0.88947177
98315,0.63760656,0.8188033,0.64356685,0.8217834,0.5747927,0.7873963,0.6382085,0.81910425,0.66093254,0.8304663,0.7774626,0.8887313,0.68694615,0.8434731,0.7576587,0.87882936,0.7698935,0.88494676,0.7772081,0.88860404
98316,0.793089,0.89654446,0.7142427,0.85712135,0.672606,0.836303,0.63487935,0.8174397,0.80394197,0.901971,0.8926103,0.94630516,0.7538302,0.8769151,0.8192262,0.90961313,0.7649951,0.88249755,0.83479154,0.9173958
98317,0.61821246,0.80910623,0.620566,0.810283,0.5453152,0.77265763,0.5590962,0.7795481,0.67830026,0.83915013,0.7778647,0.88893235,0.72917855,0.8645893,0.7140733,0.85703665,0.719696,0.859848,0.7713943,0.8856971
98318,0.7357359,0.86786795,0.6987654,0.8493827,0.6328907,0.81644535,0.69625235,0.8481262,0.73666036,0.8683302,0.80689657,0.9034483,0.74261403,0.871307,0.78716075,0.8935804,0.7758092,0.88790464,0.8193333,0.90966666
98319,0.6522765,0.82613826,0.6466245,0.8233123,0.57976586,0.7898829,0.6992341,0.84961706,0.62918574,0.81459284,0.7052197,0.8526099,0.64709306,0.8235465,0.722952,0.861476,0.7121254,0.8560627,0.7064002,0.8532001
98320,0.6706184,0.8353092,0.6672039,0.83360195,0.61354935,0.8067747,0.607726,0.803863,0.70452344,0.8522617,0.80347824,0.9017391,0.71143,0.85571504,0.7824037,0.89120185,0.749026,0.87451303,0.78339696,0.8916985
98321,0.67644936,0.83822465,0.6614014,0.8307007,0.60494334,0.80247164,0.67866653,0.8393333,0.68143535,0.8407177,0.7708008,0.8854004,0.7045355,0.85226774,0.7508656,0.8754328,0.7567289,0.87836444,0.7822301,0.89111507
98322,0.6958843,0.8479421,0.68292344,0.8414617,0.5890596,0.7945298,0.61125815,0.8056291,0.73252547,0.86626273,0.8236707,0.9118353,0.7299403,0.86497015,0.7730517,0.88652587,0.7964066,0.8982033,0.807643,0.90382147
98323,0.64567614,0.82283807,0.61075133,0.8053757,0.5436312,0.7718156,0.5610914,0.7805457,0.66514,0.83256996,0.72376627,0.86188316,0.6807437,0.84037185,0.74046427,0.8702321,0.6830554,0.8415277,0.7007563,0.85037816
98324,0.7059127,0.85295635,0.65401345,0.8270067,0.6286142,0.8143071,0.70881575,0.8544079,0.67128587,0.83564293,0.75189584,0.87594795,0.68943155,0.8447158,0.74500227,0.87250113,0.764254,0.882127,0.7845669,0.89228344
98325,0.71560955,0.8578048,0.6937765,0.84688824,0.6285332,0.81426656,0.6611212,0.83056056,0.75783336,0.8789167,0.83134234,0.91567117,0.7783877,0.8891939,0.8310327,0.9155164,0.8049178,0.9024589,0.8225007,0.91125035
98326,0.6277807,0.81389034,0.6436244,0.8218122,0.5433986,0.7716993,0.59135664,0.7956783,0.6348032,0.8174016,0.7429966,0.8714983,0.6665546,0.8332773,0.7525922,0.8762961,0.7548152,0.8774076,0.74629456,0.87314725
98327,0.6516318,0.8258159,0.686295,0.8431475,0.60036546,0.8001827,0.627439,0.8137195,0.63965964,0.8198298,0.73106563,0.8655328,0.70341593,0.85170794,0.7422763,0.87113816,0.7732716,0.8866358,0.7840624,0.8920312
98328,0.6967988,0.8483994,0.627025,0.8135125,0.57979035,0.7898952,0.6952303,0.8476151,0.67974865,0.8398743,0.75357044,0.8767852,0.6938157,0.84690785,0.75485265,0.8774263,0.7139791,0.85698956,0.74479246,0.87239623
98329,0.6820911,0.84104556,0.66572684,0.83286345,0.5778385,0.7889192,0.6447045,0.8223523,0.68967634,0.84483814,0.7766888,0.8883444,0.71207505,0.8560375,0.7887697,0.89438486,0.7811122,0.8905561,0.7993365,0.8996682
98330,0.62487525,0.81243765,0.6166282,0.8083141,0.53215784,0.76607895,0.5765367,0.7882683,0.6285981,0.81429905,0.68631244,0.8431562,0.6298919,0.81494594,0.6756542,0.8378271,0.6767075,0.83835375,0.6806174,0.84030867
98331,0.67729485,0.8386474,0.6062605,0.80313027,0.59439015,0.7971951,0.6536817,0.8268409,0.6513474,0.8256737,0.75412774,0.8770639,0.6234718,0.81173587,0.69390935,0.8469547,0.71419096,0.8570955,0.69626963,0.8481348
98332,0.61783373,0.80891687,0.6138567,0.80692834,0.55752563,0.7787628,0.59641343,0.7982067,0.6370877,0.81854385,0.6856377,0.84281886,0.68416405,0.842082,0.72547877,0.8627394,0.7072474,0.8536237,0.7236004,0.8618002
98333,0.5511048,0.7755524,0.51500046,0.75750023,0.4826584,0.7413292,0.5241934,0.7620967,0.5388237,0.76941186,0.6254078,0.8127039,0.61705023,0.8085251,0.58434165,0.7921708,0.6582061,0.82910305,0.6558372,0.8279186
98334,0.75841486,0.87920743,0.72628003,0.86314,0.70786875,0.8539344,0.70288604,0.85144305,0.71143997,0.85572,0.7173469,0.85867345,0.6324791,0.81623954,0.7490024,0.8745012,0.7121537,0.85607684,0.69791853,0.84895927
