,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Score
57400,0.7677207,0.88386035,0.68152124,0.8407606,0.6456889,0.82284445,0.62273,0.811365,0.7562704,0.8781352,0.85309446,0.9265472,0.7523183,0.8761592,0.80751085,0.9037554,0.70955133,0.85477567,0.80619,0.903095
62042,0.72086763,0.8604338,0.6745101,0.83725506,0.65532196,0.827661,0.6380989,0.8190495,0.6737219,0.83686095,0.7037292,0.8518646,0.6324228,0.8162114,0.6858089,0.84290445,0.65893656,0.82946825,0.65094155,0.8254708
63086,0.5001539,0.75007695,0.523368,0.761684,0.4642461,0.732123,0.4825616,0.7412808,0.5259446,0.7629723,0.63340604,0.816703,0.62418544,0.8120927,0.6098656,0.80493283,0.6370207,0.81851035,0.65649563,0.8282478
63087,0.6934831,0.84674156,0.663129,0.8315645,0.5986091,0.79930454,0.6214986,0.8107493,0.70193267,0.85096633,0.8044362,0.9022181,0.76745903,0.8837295,0.73418564,0.86709285,0.7793729,0.88968647,0.81872064,0.9093603
83710,0.6715144,0.8357572,0.6611111,0.83055556,0.58508134,0.79254067,0.65118855,0.8255943,0.69030464,0.8451523,0.7263812,0.8631906,0.64567614,0.82283807,0.75634557,0.87817276,0.6977471,0.84887356,0.71009517,0.8550476
83711,0.534749,0.7673745,0.5845175,0.79225874,0.5464612,0.7732306,0.5084401,0.75422,0.48351294,0.74175644,0.43564752,0.71782374,0.4328641,0.71643203,0.5408206,0.7704103,0.5186424,0.7593212,0.45752233,0.7287612
86666,0.6261729,0.81308645,0.6713581,0.83567905,0.57481325,0.7874066,0.61433923,0.8071696,0.6445386,0.8222693,0.75406575,0.8770329,0.73011315,0.8650566,0.79279387,0.89639693,0.7774316,0.8887158,0.7949866,0.8974933
87779,0.4952219,0.7476109,0.54808706,0.77404356,0.45769143,0.7288457,0.5331658,0.7665829,0.45668697,0.7283435,0.4260279,0.71301395,0.4771154,0.7385577,0.50545835,0.7527292,0.49767298,0.7488365,0.446788,0.72339404
97622,0.71320957,0.8566048,0.6497313,0.82486564,0.6192693,0.8096347,0.57600063,0.78800035,0.7153503,0.85767514,0.85032105,0.9251605,0.7307021,0.8653511,0.79696643,0.8984832,0.75009656,0.8750483,0.78428364,0.8921418
98134,0.55044043,0.7752202,0.578249,0.7891245,0.51615787,0.75807893,0.46778548,0.73389274,0.59220976,0.7961049,0.64954793,0.82477397,0.68352276,0.84176135,0.6523374,0.82616866,0.6669978,0.8334989,0.68771386,0.84385693
98135,0.69922674,0.84961337,0.67082834,0.8354142,0.62880945,0.8144047,0.6275825,0.8137913,0.73209244,0.8660462,0.83262575,0.9163129,0.75085187,0.87542593,0.8014316,0.9007158,0.75771296,0.8788565,0.7992376,0.8996188
98136,0.6387986,0.8193993,0.62482476,0.8124124,0.5297702,0.76488507,0.58950895,0.7947545,0.6685099,0.834255,0.7779068,0.8889534,0.71773434,0.85886717,0.7506037,0.87530184,0.7459338,0.8729669,0.767232,0.883616
98137,0.6398952,0.8199476,0.66900396,0.834502,0.5537271,0.7768636,0.6259307,0.8129654,0.6764746,0.8382373,0.72785115,0.8639256,0.72367954,0.8618398,0.75474983,0.8773749,0.7482661,0.87413305,0.7476202,0.8738101
98138,0.6225487,0.81127435,0.5901775,0.79508877,0.55202925,0.7760146,0.5835118,0.7917559,0.64686847,0.82343423,0.7676594,0.8838297,0.7293899,0.86469495,0.7308094,0.8654047,0.74639595,0.873198,0.80030024,0.9001501
98171,0.6506343,0.82531714,0.6214473,0.81072366,0.558522,0.779261,0.5821625,0.79108125,0.6847593,0.8423797,0.7568887,0.8784443,0.71561635,0.8578082,0.7405375,0.87026876,0.720973,0.8604865,0.75531995,0.87766
98172,0.5817065,0.79085326,0.5975671,0.79878354,0.5130614,0.7565307,0.5349833,0.76749164,0.6633782,0.8316891,0.74735516,0.8736776,0.75135314,0.8756766,0.7208044,0.8604022,0.6921709,0.8460854,0.75863683,0.8793184
98173,0.72554815,0.8627741,0.75310755,0.8765538,0.6532445,0.82662225,0.68533236,0.84266615,0.7344688,0.8672344,0.76242244,0.8812112,0.73273504,0.8663675,0.78251827,0.89125913,0.8104863,0.90524316,0.79892915,0.8994646
98245,0.6407335,0.82036674,0.65922177,0.8296109,0.5886786,0.7943393,0.60718393,0.80359197,0.6876739,0.84383696,0.78175783,0.8908789,0.738407,0.8692035,0.7732351,0.88661754,0.7516006,0.8758003,0.76067096,0.88033545
98250,0.60493636,0.8024682,0.666683,0.8333415,0.5659799,0.78299,0.63792086,0.8189604,0.55623436,0.7781172,0.5321375,0.76606876,0.5485393,0.77426964,0.63792443,0.8189622,0.5937295,0.79686475,0.5465401,0.77327
98251,0.55148,0.77574,0.5518354,0.7759177,0.47408515,0.73704255,0.5367,0.76835,0.55274034,0.77637017,0.5485074,0.7742537,0.57487005,0.78743505,0.55640435,0.7782022,0.62543774,0.81271887,0.56189156,0.7809458
98252,0.4232156,0.7116078,0.4083539,0.70417696,0.36190057,0.6809503,0.5724908,0.7862454,0.4133161,0.70665807,0.35485667,0.67742836,0.38011548,0.69005775,0.3977611,0.69888055,0.4571772,0.7285886,0.3538205,0.6769103
98253,0.6742697,0.83713484,0.68404233,0.84202117,0.5960299,0.79801494,0.6654221,0.83271104,0.6554697,0.8277348,0.6649605,0.83248025,0.6477524,0.8238762,0.71117616,0.8555881,0.7449721,0.87248605,0.70973915,0.8548696
98254,0.6232071,0.81160355,0.6265875,0.81329376,0.55464876,0.7773244,0.60121715,0.8006086,0.65557694,0.8277885,0.77108264,0.8855413,0.7145574,0.8572787,0.73673457,0.8683673,0.7554503,0.8777251,0.78444517,0.8922226
98255,0.7192721,0.85963607,0.6982068,0.8491034,0.66769814,0.8338491,0.73353744,0.8667687,0.7208502,0.8604251,0.73965394,0.869827,0.6819476,0.8409738,0.7856921,0.89284605,0.7352289,0.86761445,0.75411826,0.8770591
98256,0.6183227,0.8091613,0.61196756,0.8059838,0.5611622,0.7805811,0.65426755,0.8271338,0.62301636,0.8115082,0.6626411,0.8313205,0.5936168,0.79680836,0.6706197,0.83530986,0.67361975,0.8368099,0.634446,0.817223
98257,0.68958807,0.84479403,0.7072453,0.8536227,0.630512,0.815256,0.6944828,0.8472414,0.65162724,0.82581365,0.687845,0.8439225,0.64343977,0.8217199,0.7496029,0.87480146,0.7410341,0.870517,0.70381963,0.8519098
98258,0.6932138,0.8466069,0.6674018,0.8337009,0.604811,0.8024055,0.63251066,0.81625533,0.64245856,0.8212293,0.72228587,0.86114293,0.68534136,0.8426707,0.68265474,0.84132737,0.7224058,0.8612029,0.73877156,0.8693858
98259,0.6431365,0.82156825,0.61689234,0.80844617,0.59062624,0.7953131,0.60990995,0.804955,0.6443137,0.82215685,0.715845,0.8579225,0.70163906,0.8508195,0.6756203,0.83781016,0.7384523,0.86922616,0.75153244,0.8757662
98260,0.6373527,0.81867635,0.61704075,0.8085204,0.6239265,0.81196326,0.6903343,0.84516716,0.6300682,0.8150341,0.7049085,0.85245425,0.6255805,0.8127903,0.7379999,0.86899996,0.6927911,0.84639555,0.7079779,0.85398895
98261,0.6278732,0.8139366,0.6295465,0.81477326,0.6142541,0.80712706,0.6045166,0.8022583,0.64443433,0.82221717,0.73094463,0.8654723,0.7141897,0.8570949,0.7124857,0.85624284,0.7453921,0.87269604,0.7598785,0.87993926
98262,0.6662455,0.83312273,0.6193099,0.80965495,0.57026875,0.7851344,0.6538639,0.82693195,0.6580725,0.82903624,0.73392713,0.86696357,0.6507299,0.82536495,0.72110164,0.8605508,0.7141917,0.85709584,0.7252332,0.8626166
98263,0.6500133,0.82500666,0.67938167,0.8396908,0.63383925,0.8169196,0.65194166,0.8259708,0.6997662,0.8498831,0.7582935,0.87914675,0.70981944,0.8549097,0.7713584,0.8856792,0.7534678,0.8767339,0.7915856,0.89579284
98264,0.68532026,0.8426601,0.64969075,0.8248454,0.58688915,0.7934446,0.7273237,0.8636619,0.61828715,0.80914354,0.6532074,0.8266037,0.5840925,0.79204625,0.72238433,0.86119217,0.665872,0.832936,0.65314245,0.8265712
98265,0.7439624,0.8719812,0.6822737,0.8411368,0.65753365,0.8287668,0.63975435,0.81987715,0.73277557,0.8663878,0.85588956,0.9279448,0.72570276,0.8628514,0.7965524,0.8982762,0.7924167,0.89620835,0.8255218,0.9127609
98266,0.7645441,0.88227206,0.69107175,0.8455359,0.6546315,0.82731575,0.6860963,0.84304816,0.702845,0.8514225,0.7788489,0.88942444,0.65981716,0.8299086,0.7633506,0.8816753,0.7489339,0.87446696,0.7593578,0.8796789
98267,0.6917291,0.84586453,0.67793846,0.83896923,0.6198852,0.8099426,0.6903474,0.8451737,0.7001482,0.8500741,0.7017792,0.85088956,0.6624973,0.83124864,0.75000095,0.8750005,0.7778894,0.8889447,0.7470033,0.87350166
98268,0.6928241,0.84641206,0.6737793,0.8368896,0.6604998,0.8302499,0.61491203,0.807456,0.646354,0.823177,0.67870635,0.8393532,0.57610714,0.7880536,0.71227455,0.8561373,0.6668279,0.83341396,0.6826701,0.84133506
98269,0.7027165,0.8513583,0.6493237,0.82466185,0.5903673,0.79518366,0.62468183,0.8123409,0.70552397,0.852762,0.7995142,0.8997571,0.68503475,0.8425174,0.76893735,0.8844687,0.73347855,0.8667393,0.76723933,0.88361967
98270,0.65113497,0.8255675,0.63181317,0.8159066,0.5438876,0.7719438,0.64588594,0.822943,0.6252962,0.81264806,0.715816,0.857908,0.6530038,0.8265019,0.7189455,0.85947275,0.73315096,0.8665755,0.6982626,0.8491313
98271,0.59770113,0.79885054,0.5672193,0.7836096,0.48353195,0.741766,0.52947164,0.7647358,0.6235707,0.81178534,0.78795207,0.89397603,0.73667204,0.868336,0.6928324,0.84641623,0.7342105,0.86710525,0.7946974,0.8973487
98272,0.67744356,0.83872175,0.6394396,0.8197198,0.55726963,0.7786348,0.5809799,0.7904899,0.7119876,0.8559938,0.8486849,0.92434245,0.74753183,0.87376595,0.7895963,0.89479816,0.7501552,0.8750776,0.826234,0.913117
98273,0.5688436,0.7844218,0.6558625,0.8279313,0.53592396,0.767962,0.58947414,0.7947371,0.56530404,0.782652,0.5815395,0.79076976,0.60569465,0.8028473,0.6785406,0.8392703,0.7037242,0.8518621,0.67034143,0.83517075
98274,0.7366288,0.8683144,0.6917683,0.84588414,0.66330886,0.8316544,0.70954144,0.8547707,0.7335465,0.86677325,0.844849,0.9224245,0.74957,0.874785,0.8221346,0.9110673,0.78719234,0.8935962,0.83400065,0.9170003
98275,0.69887745,0.8494387,0.64679396,0.823397,0.61439157,0.8071958,0.6657617,0.83288085,0.71632844,0.8581642,0.8047769,0.90238845,0.7432307,0.87161535,0.7971313,0.89856565,0.77530754,0.88765377,0.81694245,0.9084712
98276,0.63291466,0.81645733,0.60874534,0.80437267,0.54202086,0.7710104,0.63366425,0.8168321,0.6607342,0.8303671,0.72472525,0.8623626,0.7081131,0.85405654,0.72998,0.86499,0.7321117,0.86605585,0.7437179,0.87185895
98277,0.7086829,0.85434145,0.6634055,0.8317027,0.6143533,0.80717665,0.66261864,0.8313093,0.68531716,0.8426586,0.80450714,0.90225357,0.7423956,0.8711978,0.801108,0.900554,0.8054757,0.90273786,0.8070222,0.9035111
98278,0.74169534,0.8708477,0.6820784,0.8410392,0.6593946,0.8296973,0.6866418,0.8433209,0.7585064,0.8792532,0.8591491,0.92957455,0.76417285,0.8820864,0.82540023,0.9127001,0.772998,0.886499,0.8104588,0.9052294
98279,0.76606995,0.88303494,0.72735095,0.8636755,0.6751393,0.83756965,0.69352984,0.8467649,0.76741666,0.88370836,0.85452294,0.9272615,0.7772131,0.88860655,0.847433,0.9237165,0.8032546,0.9016273,0.85599995,0.928
98280,0.7112899,0.85564494,0.689168,0.844584,0.6380975,0.81904876,0.70936835,0.8546842,0.6839391,0.84196955,0.77996534,0.8899827,0.717492,0.858746,0.76694953,0.88347477,0.7919268,0.89596343,0.79634404,0.898172
98281,0.67434883,0.8371744,0.6325109,0.81625545,0.5644156,0.7822078,0.66773194,0.833866,0.6618494,0.8309247,0.7637718,0.8818859,0.73018134,0.86509067,0.7602855,0.88014275,0.7631313,0.8815657,0.7771059,0.88855296
98282,0.7030988,0.8515494,0.7630333,0.88151664,0.67138743,0.8356937,0.7380204,0.8690102,0.69800556,0.8490028,0.71947706,0.8597385,0.724151,0.8620755,0.78087795,0.890439,0.7651427,0.88257134,0.7498449,0.87492245
98283,0.7459166,0.8729583,0.69326496,0.8466325,0.6476296,0.8238148,0.69274694,0.84637344,0.726731,0.86336553,0.7733457,0.88667285,0.71234775,0.8561739,0.77595896,0.8879795,0.7424462,0.8712231,0.7798572,0.8899286
98284,0.5666883,0.78334415,0.5792136,0.7896068,0.5013808,0.7506904,0.55394876,0.7769744,0.6221583,0.81107914,0.7420664,0.8710332,0.72653747,0.86326873,0.7397855,0.8698927,0.7549761,0.877488,0.77618456,0.8880923
98285,0.5802909,0.79014546,0.581663,0.7908315,0.47188902,0.7359445,0.5617264,0.78086317,0.6087327,0.80436635,0.6709559,0.83547795,0.6626607,0.83133036,0.6636003,0.83180016,0.71454656,0.8572733,0.6864738,0.8432369
98286,0.64433753,0.82216877,0.62425685,0.8121284,0.5902585,0.79512924,0.5883378,0.7941689,0.661082,0.830541,0.7178173,0.85890865,0.65188414,0.82594204,0.74411553,0.8720578,0.70543516,0.8527176,0.69806147,0.84903073
98287,0.6398531,0.81992656,0.635581,0.8177905,0.5996753,0.79983765,0.6262311,0.81311554,0.62563527,0.81281763,0.72894835,0.8644742,0.64130163,0.8206508,0.76695204,0.883476,0.7172706,0.8586353,0.71572554,0.8578628
98288,0.5895785,0.79478925,0.6053401,0.80267006,0.5198631,0.75993156,0.54536444,0.7726822,0.58303595,0.791518,0.5923583,0.7961792,0.5731748,0.78658736,0.66401684,0.8320084,0.65215397,0.826077,0.6243395,0.8121698
98289,0.6157765,0.80788827,0.55507255,0.7775363,0.53010905,0.7650545,0.581849,0.7909245,0.6083985,0.8041992,0.7203907,0.86019534,0.59392977,0.7969649,0.66010606,0.83005303,0.66165864,0.8308293,0.67762554,0.83881277
98290,0.534382,0.767191,0.5355448,0.76777244,0.5463274,0.7731637,0.47980148,0.7399007,0.6067598,0.8033799,0.70862454,0.8543123,0.6970806,0.8485403,0.59928775,0.7996439,0.7115275,0.8557638,0.7386927,0.8693464
98291,0.7015132,0.8507566,0.6705002,0.83525014,0.6232511,0.81162554,0.60578406,0.802892,0.70021963,0.8501098,0.8087081,0.90435404,0.7251565,0.8625783,0.75257397,0.876287,0.7486796,0.8743398,0.7898617,0.89493084
98292,0.67212784,0.8360639,0.6488284,0.8244142,0.5888331,0.79441655,0.6221144,0.8110572,0.7218416,0.8609208,0.8335093,0.91675466,0.7461154,0.8730577,0.7963571,0.8981786,0.75645804,0.878229,0.8112923,0.90564615
98293,0.57249504,0.7862475,0.58881605,0.794408,0.50984555,0.75492275,0.56438726,0.78219366,0.6041856,0.8020928,0.7088046,0.8544023,0.65967214,0.8298361,0.7050952,0.8525476,0.71664155,0.8583208,0.7217653,0.86088264
98294,0.53853154,0.7692658,0.52731735,0.76365864,0.47135454,0.73567724,0.51171803,0.755859,0.5400724,0.7700362,0.5459931,0.77299654,0.5307551,0.7653775,0.56140137,0.7807007,0.58782893,0.79391444,0.5204668,0.7602334
98295,0.62163246,0.8108162,0.60490364,0.80245185,0.54578626,0.77289313,0.5843177,0.79215884,0.64581424,0.8229071,0.7792001,0.88960004,0.72557557,0.8627878,0.73871124,0.8693556,0.74625933,0.87312967,0.7944937,0.89724684
98296,0.5721319,0.78606594,0.5764075,0.7882037,0.51636225,0.7581811,0.5443047,0.77215236,0.53498346,0.7674917,0.58272755,0.7913638,0.52492356,0.7624618,0.6222122,0.8111061,0.5945784,0.7972892,0.5893626,0.7946813
98297,0.74214035,0.87107015,0.6980278,0.8490139,0.63908136,0.8195407,0.65293336,0.8264667,0.7065499,0.85327494,0.81337285,0.9066864,0.73877496,0.8693875,0.8043239,0.90216196,0.78317344,0.8915867,0.8340658,0.9170329
98298,0.66582274,0.8329114,0.60420305,0.8021015,0.5478772,0.7739386,0.63729966,0.8186498,0.64369726,0.82184863,0.75781643,0.8789082,0.6869039,0.843452,0.7273357,0.86366785,0.73613906,0.8680695,0.75978094,0.87989044
98299,0.6975194,0.8487597,0.68069637,0.8403482,0.6398109,0.81990546,0.61989725,0.8099486,0.74338007,0.87169003,0.8130158,0.9065079,0.7339191,0.8669596,0.80761296,0.90380645,0.72218823,0.8610941,0.7937852,0.8968926
98300,0.6172795,0.80863976,0.62621206,0.81310606,0.56574583,0.7828729,0.55952823,0.7797641,0.6931357,0.84656787,0.7916709,0.89583546,0.77183807,0.88591903,0.7727298,0.88636494,0.75631607,0.87815803,0.79927754,0.8996388
98301,0.6282474,0.8141237,0.60164857,0.8008243,0.557071,0.7785355,0.5479188,0.7739594,0.6851727,0.84258634,0.7948605,0.89743024,0.743065,0.8715325,0.7424481,0.87122405,0.7528521,0.87642604,0.7873298,0.8936649
98302,0.72010344,0.86005175,0.65416205,0.827081,0.6187758,0.8093879,0.6707965,0.83539826,0.7164101,0.8582051,0.81976056,0.9098803,0.72576797,0.862884,0.79401934,0.8970097,0.7377982,0.8688991,0.7947352,0.8973676
98303,0.70390594,0.85195297,0.62139416,0.8106971,0.57923764,0.78961885,0.56524926,0.7826246,0.7129235,0.85646176,0.8674094,0.93370473,0.74311686,0.8715584,0.76845753,0.88422877,0.74954504,0.87477255,0.8247706,0.91238534
98304,0.77256775,0.8862839,0.73141444,0.8657072,0.6683058,0.83415294,0.63575554,0.81787777,0.7496216,0.8748108,0.86373603,0.931868,0.7655925,0.8827963,0.8325635,0.91628176,0.79432166,0.8971608,0.84730446,0.92365223
98305,0.7105184,0.8552592,0.6860798,0.8430399,0.60023737,0.8001187,0.6574738,0.8287369,0.68526495,0.8426325,0.7664913,0.88324565,0.68623614,0.8431181,0.75236,0.87618,0.74562776,0.8728139,0.7322407,0.86612034
98306,0.5762471,0.78812355,0.57344985,0.7867249,0.51556695,0.7577835,0.5591478,0.7795739,0.56949055,0.7847453,0.6618483,0.83092415,0.6126417,0.80632085,0.68131965,0.84065986,0.6466224,0.8233112,0.65015435,0.8250772
98307,0.7387269,0.8693634,0.7202592,0.8601296,0.63523674,0.81761837,0.6663082,0.8331541,0.74465984,0.87232995,0.84413683,0.9220684,0.7825004,0.8912502,0.8380408,0.9190204,0.7711892,0.8855946,0.81468177,0.9073409
98308,0.60370696,0.8018535,0.6379427,0.81897134,0.5159917,0.75799584,0.5851865,0.79259324,0.63316524,0.8165826,0.71138895,0.8556945,0.73001856,0.8650093,0.7021636,0.8510818,0.7224448,0.8612224,0.7369186,0.86845934
98309,0.7352089,0.8676045,0.6817248,0.8408624,0.62318945,0.8115947,0.6169384,0.8084692,0.7622724,0.8811362,0.84272784,0.92136395,0.76994663,0.8849733,0.83067274,0.9153364,0.81371295,0.9068565,0.84022546,0.9201127
98310,0.7418345,0.87091726,0.68534493,0.84267247,0.6781752,0.8390876,0.6292579,0.81462896,0.7366313,0.86831564,0.8294254,0.91471267,0.75603473,0.87801737,0.7817085,0.89085424,0.7138742,0.8569371,0.7936429,0.89682144
98311,0.70336694,0.8516835,0.6680355,0.83401775,0.6097503,0.80487514,0.6249113,0.81245565,0.70905244,0.8545262,0.811647,0.90582347,0.76730657,0.8836533,0.75993824,0.8799691,0.7810482,0.8905241,0.8376638,0.91883194
98312,0.65357316,0.8267866,0.6782166,0.8391083,0.6079421,0.80397105,0.64806855,0.8240343,0.6954894,0.8477447,0.7540566,0.8770283,0.7577404,0.8788702,0.8003368,0.9001684,0.7054569,0.8527285,0.78522146,0.8926107
98313,0.67321455,0.8366073,0.6194035,0.80970174,0.6017127,0.80085635,0.6033141,0.8016571,0.6680577,0.83402884,0.81187725,0.9059386,0.6727036,0.8363518,0.794254,0.89712703,0.72909415,0.8645471,0.7709202,0.88546014
98314,0.77971125,0.8898556,0.72056735,0.8602837,0.68303376,0.84151685,0.70803624,0.8540181,0.7638481,0.88192403,0.8542392,0.9271196,0.7334739,0.86673695,0.8365214,0.9182607,0.79221195,0.896106,0.8291689,0.91458446
98315,0.5972024,0.7986012,0.61980534,0.80990267,0.5525911,0.77629554,0.6122719,0.80613595,0.6124419,0.80622095,0.714976,0.85748804,0.6559231,0.82796156,0.706666,0.853333,0.71953404,0.859767,0.71181726,0.85590863
98316,0.7810008,0.8905004,0.71840906,0.85920453,0.69291085,0.84645545,0.65471077,0.8273554,0.7673821,0.8836911,0.8728019,0.93640095,0.7202077,0.86010385,0.806728,0.903364,0.75414133,0.87707067,0.8105831,0.90529156
98317,0.6618563,0.83092815,0.6506561,0.82532805,0.58323,0.791615,0.5785216,0.7892608,0.70717114,0.8535856,0.79043996,0.89522,0.7951268,0.8975634,0.7432617,0.87163085,0.72663236,0.8633162,0.79890066,0.8994503
98318,0.7246716,0.8623358,0.7067684,0.8533842,0.6256833,0.81284165,0.6826786,0.8413393,0.74986273,0.87493134,0.80704653,0.90352327,0.77726793,0.88863397,0.7979977,0.89899886,0.79850227,0.8992511,0.82588845,0.9129442
98319,0.71029687,0.85514843,0.67254645,0.8362732,0.61202943,0.8060147,0.68224156,0.8411208,0.6862459,0.84312296,0.7628894,0.8814447,0.6962406,0.84812033,0.77459574,0.88729787,0.7361393,0.86806965,0.7551069,0.87755346
98320,0.72660434,0.8633022,0.68623054,0.84311527,0.6525099,0.82625496,0.63419193,0.817096,0.75425315,0.8771266,0.87867224,0.9393361,0.7516194,0.87580967,0.83427453,0.91713727,0.76892734,0.88446367,0.8336903,0.91684514
98321,0.70230556,0.8511528,0.64898825,0.8244941,0.6035081,0.80175406,0.6086549,0.8043275,0.6996374,0.8498187,0.8394903,0.91974515,0.7327261,0.86636305,0.7441755,0.8720877,0.7665484,0.8832742,0.7976912,0.8988456
98322,0.6778445,0.83892226,0.67609805,0.83804905,0.5893158,0.7946579,0.60513633,0.8025682,0.73278296,0.8663915,0.8423544,0.9211772,0.74398524,0.8719926,0.8063849,0.90319246,0.79322875,0.8966144,0.8438046,0.9219023
98323,0.7177688,0.8588844,0.67450744,0.8372537,0.6119094,0.8059547,0.59558487,0.79779243,0.7563511,0.87817556,0.8370435,0.91852176,0.79778004,0.89889,0.8147614,0.9073807,0.73341787,0.86670893,0.8150357,0.90751785
98324,0.70455563,0.8522778,0.67484295,0.8374215,0.6179056,0.8089528,0.72399294,0.8619965,0.6902361,0.84511805,0.7496096,0.8748048,0.695964,0.847982,0.7692815,0.88464075,0.7555875,0.8777938,0.7619667,0.88098335
98325,0.68338025,0.8416901,0.65932924,0.8296646,0.60065985,0.8003299,0.64285994,0.82142997,0.6995355,0.84976774,0.81788445,0.9089422,0.74491745,0.8724587,0.80797356,0.9039868,0.7982397,0.89911985,0.81234086,0.9061704
98326,0.5763887,0.78819436,0.59225893,0.79612947,0.5083807,0.7541903,0.56514996,0.782575,0.5592483,0.77962416,0.6463005,0.8231503,0.5938882,0.79694414,0.6835747,0.84178734,0.7025883,0.85129416,0.67510283,0.8375514
98327,0.593176,0.796588,0.62751013,0.81375504,0.5286143,0.76430714,0.60222334,0.8011117,0.5907089,0.7953545,0.6582055,0.82910275,0.6438466,0.82192326,0.68495303,0.8424765,0.73198897,0.86599445,0.7090476,0.8545238
98328,0.7317182,0.8658591,0.6534004,0.8267002,0.628415,0.8142075,0.70171237,0.8508562,0.73263407,0.86631703,0.80469686,0.9023484,0.7417151,0.87085754,0.7927091,0.89635456,0.77779424,0.8888971,0.8039845,0.90199226
98329,0.64511025,0.8225551,0.6298532,0.8149266,0.5608332,0.7804166,0.63381594,0.816908,0.6369628,0.8184814,0.71455705,0.8572785,0.6666105,0.83330524,0.7431525,0.87157625,0.7488595,0.87442976,0.7622341,0.88111705
98330,0.5332343,0.7666172,0.57954955,0.7897748,0.4604144,0.7302072,0.5321645,0.7660823,0.54805195,0.774026,0.5872079,0.79360396,0.6133802,0.8066901,0.60063744,0.8003187,0.6470084,0.8235042,0.6171588,0.8085794
98331,0.6214427,0.81072134,0.6096264,0.8048132,0.6055411,0.80277056,0.638958,0.819479,0.60028464,0.8001423,0.67760813,0.83880407,0.55200315,0.7760016,0.65773726,0.8288686,0.69698846,0.84849423,0.63333654,0.8166683
98332,0.61459756,0.8072988,0.6003773,0.80018866,0.5705595,0.78527975,0.5872545,0.79362726,0.6427306,0.8213653,0.7427145,0.87135726,0.7265176,0.86325884,0.7346636,0.8673318,0.7158774,0.8579387,0.7402819,0.8701409
98333,0.5460345,0.7730173,0.4989968,0.74949837,0.45666128,0.7283306,0.5141991,0.7570995,0.54274803,0.771374,0.68662757,0.8433138,0.65623415,0.8281171,0.61662954,0.8083148,0.6839298,0.8419649,0.72364795,0.861824
