,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Score
56802,0.54798985,0.7739949,0.55410784,0.77705395,0.50043714,0.7502186,0.52424264,0.7621213,0.52138543,0.7606927,0.605373,0.8026865,0.6028658,0.8014329,0.6199777,0.80998886,0.64747125,0.8237356,0.6254441,0.8127221
56803,0.71400577,0.85700285,0.6734395,0.83671975,0.6066246,0.8033123,0.57946444,0.7897322,0.71335065,0.8566753,0.8560085,0.92800426,0.75823903,0.8791195,0.7754552,0.8877276,0.7378097,0.8689048,0.8310629,0.91553146
56804,0.7084615,0.85423076,0.69435257,0.8471763,0.61753273,0.80876637,0.6535125,0.82675624,0.724467,0.8622335,0.80995107,0.90497553,0.7507851,0.87539256,0.82738996,0.913695,0.78466,0.89233,0.8117269,0.90586346
56805,0.5913439,0.79567194,0.5941011,0.79705054,0.5480579,0.77402896,0.59009916,0.79504955,0.542325,0.7711625,0.618947,0.8094735,0.56574273,0.78287137,0.64523536,0.82261765,0.64961815,0.8248091,0.6371275,0.81856376
56807,0.68422973,0.84211487,0.66695863,0.8334793,0.56394595,0.781973,0.6077496,0.8038748,0.68159765,0.84079885,0.68195915,0.8409796,0.70284057,0.8514203,0.690465,0.8452325,0.7110534,0.8555267,0.7039295,0.8519647
56809,0.72907084,0.86453545,0.69507605,0.847538,0.6050903,0.8025452,0.65737796,0.828689,0.7273146,0.8636573,0.8193108,0.9096554,0.7788574,0.88942873,0.82436097,0.9121805,0.7939644,0.8969822,0.8286165,0.91430825
56859,0.61642635,0.8082132,0.57649696,0.7882485,0.4800705,0.74003524,0.5930779,0.79653895,0.6000236,0.8000118,0.6833904,0.8416952,0.6404829,0.82024145,0.65182376,0.8259119,0.686161,0.8430805,0.6751193,0.83755964
56860,0.7256379,0.86281896,0.6892867,0.84464335,0.644487,0.8222435,0.71018124,0.8550906,0.7361132,0.8680566,0.83206826,0.9160341,0.7734805,0.8867402,0.839229,0.9196145,0.80568975,0.9028449,0.862547,0.93127346
56861,0.59783924,0.7989196,0.59952044,0.7997602,0.5216069,0.76080346,0.61075795,0.805379,0.6091571,0.80457854,0.63717973,0.81858987,0.6722283,0.83611417,0.6717583,0.83587915,0.68283045,0.8414152,0.679867,0.8399335
56862,0.65190244,0.8259512,0.6584496,0.8292248,0.53539693,0.76769847,0.59273046,0.79636526,0.6235637,0.8117819,0.7047707,0.85238534,0.6963971,0.84819853,0.7332235,0.8666117,0.7269796,0.8634898,0.7210406,0.8605203
57384,0.7516006,0.8758003,0.7113658,0.8556829,0.6561019,0.828051,0.6435211,0.82176054,0.7466966,0.8733483,0.8427651,0.92138255,0.76791275,0.8839564,0.83749557,0.9187478,0.7443074,0.8721537,0.80974877,0.9048744
57400,0.77911615,0.8895581,0.6919279,0.84596395,0.6554555,0.8277278,0.6149853,0.8074926,0.7776122,0.8888061,0.8487065,0.92435324,0.75688636,0.8784432,0.82714117,0.9135706,0.7138188,0.8569094,0.8175818,0.9087909
62042,0.6794683,0.83973414,0.6307206,0.8153603,0.6110245,0.80551225,0.6152011,0.80760056,0.62148327,0.81074166,0.66281813,0.8314091,0.6039748,0.8019874,0.6289112,0.8144556,0.63642,0.81821,0.61939377,0.8096969
63086,0.48491102,0.7424555,0.5142263,0.75711316,0.43890303,0.71945155,0.46163338,0.7308167,0.52119756,0.7605988,0.62234414,0.81117207,0.6245533,0.81227666,0.588745,0.7943725,0.63883245,0.8194162,0.63581836,0.8179092
63087,0.70062697,0.8503135,0.6453011,0.82265055,0.5897746,0.7948873,0.6310446,0.8155223,0.71977186,0.85988593,0.7840389,0.89201945,0.7624708,0.88123536,0.7250119,0.8625059,0.7353359,0.8676679,0.7873094,0.8936547
83710,0.6620478,0.83102393,0.6484168,0.8242084,0.5788273,0.7894137,0.64109266,0.8205463,0.6774392,0.8387196,0.73964554,0.86982274,0.65492105,0.8274605,0.754984,0.877492,0.7252749,0.86263746,0.73295593,0.86647797
83711,0.59448826,0.79724413,0.6259142,0.8129571,0.55841815,0.7792091,0.5640408,0.7820204,0.56305635,0.7815282,0.5658339,0.78291696,0.5607572,0.7803786,0.64101756,0.8205088,0.610953,0.8054765,0.5691683,0.78458416
86666,0.64924806,0.82462406,0.69767535,0.8488377,0.5984274,0.7992137,0.64352316,0.8217616,0.67441654,0.8372083,0.77666056,0.8883303,0.7504289,0.87521446,0.82525766,0.9126288,0.79406565,0.89703286,0.80753565,0.9037678
87779,0.44240525,0.7212026,0.5032085,0.75160426,0.3801179,0.69005895,0.47821093,0.73910546,0.41589224,0.7079461,0.39718944,0.6985947,0.4754657,0.7377328,0.46078318,0.7303916,0.46593097,0.73296547,0.44123462,0.7206173
97622,0.6931356,0.8465678,0.6479548,0.8239774,0.60728467,0.80364233,0.5754789,0.78773946,0.7346637,0.86733186,0.8671622,0.9335811,0.76339567,0.88169783,0.79950297,0.8997515,0.7668116,0.8834058,0.8253024,0.9126512
98134,0.59537756,0.7976888,0.60994416,0.80497205,0.5603007,0.78015035,0.5122013,0.75610065,0.6422993,0.82114965,0.7486268,0.8743134,0.74563366,0.8728168,0.7300379,0.86501896,0.7433987,0.87169933,0.7842661,0.89213306
98135,0.69445896,0.8472295,0.6804627,0.84023136,0.6292194,0.8146097,0.6257025,0.81285125,0.72729385,0.8636469,0.84347284,0.9217364,0.7566203,0.87831014,0.8055725,0.90278625,0.76360464,0.8818023,0.814011,0.9070055
98136,0.589733,0.7948665,0.5682825,0.78414124,0.49970293,0.74985147,0.5513475,0.77567375,0.5895783,0.79478914,0.6875755,0.8437878,0.61486703,0.8074335,0.6605564,0.83027816,0.67223847,0.83611923,0.68640554,0.84320277
98137,0.58314776,0.7915739,0.6120071,0.8060036,0.4975599,0.74877995,0.59534234,0.7976712,0.61813724,0.8090686,0.69114566,0.8455728,0.69848716,0.8492436,0.69476336,0.8473817,0.7244717,0.86223584,0.7196928,0.8598464
98138,0.6057775,0.80288875,0.5728512,0.7864256,0.53573513,0.76786757,0.5834404,0.7917202,0.62141335,0.8107067,0.7289921,0.86449605,0.6994315,0.8497157,0.7082362,0.8541181,0.7121378,0.8560689,0.7810105,0.89050525
98171,0.6918207,0.8459103,0.66073394,0.83036697,0.58741,0.793705,0.6020901,0.80104506,0.7436382,0.87181914,0.7825208,0.8912604,0.7427101,0.87135506,0.7730751,0.88653755,0.7327583,0.86637914,0.77639604,0.888198
98172,0.58746976,0.7937349,0.60369873,0.80184937,0.51734376,0.7586719,0.53747565,0.7687378,0.66366535,0.83183265,0.7435969,0.87179846,0.7421004,0.87105024,0.7189198,0.8594599,0.6833068,0.8416534,0.7461045,0.87305224
98173,0.75388813,0.87694407,0.68853664,0.8442683,0.6231201,0.81156003,0.64111555,0.8205578,0.749776,0.874888,0.8824085,0.94120425,0.77833235,0.8891662,0.80180526,0.9009026,0.8033744,0.9016872,0.8659388,0.9329694
98245,0.5691167,0.78455836,0.5753441,0.78767204,0.53868735,0.7693437,0.55973494,0.7798675,0.5779396,0.7889698,0.6418393,0.82091963,0.61943364,0.8097168,0.6521343,0.82606715,0.6589144,0.82945716,0.6544719,0.82723594
98250,0.6075679,0.80378395,0.6732311,0.83661556,0.5711943,0.78559715,0.6483772,0.8241886,0.57075787,0.78537893,0.5408492,0.7704246,0.5565789,0.77828944,0.64253914,0.8212696,0.6015091,0.80075455,0.5595803,0.77979016
98251,0.575033,0.7875165,0.5564829,0.77824146,0.47938302,0.7396915,0.5458266,0.77291334,0.5653539,0.78267694,0.58453596,0.792268,0.5894327,0.79471636,0.5802879,0.79014397,0.6405581,0.82027906,0.5930096,0.7965048
98252,0.395841,0.6979205,0.34253022,0.6712651,0.30847663,0.65423834,0.5156433,0.7578217,0.37402764,0.6870138,0.36098868,0.6804943,0.37679192,0.688396,0.35885713,0.6794286,0.41564444,0.7078222,0.35041428,0.67520714
98253,0.66397727,0.83198863,0.6789371,0.83946854,0.5842296,0.7921148,0.666644,0.833322,0.64254624,0.8212731,0.64371794,0.821859,0.63237524,0.8161876,0.69117826,0.84558916,0.7259358,0.8629679,0.686177,0.8430885
98254,0.6701444,0.83507216,0.64599067,0.8229953,0.59609246,0.79804623,0.6370671,0.81853354,0.6987061,0.8493531,0.81301475,0.9065074,0.7354868,0.8677434,0.7818228,0.8909114,0.786909,0.8934545,0.81089365,0.9054468
98255,0.76828706,0.88414353,0.742695,0.8713475,0.7175491,0.85877454,0.7384308,0.86921537,0.7578832,0.8789416,0.8056696,0.9028348,0.7256279,0.86281395,0.83800805,0.919004,0.773561,0.8867805,0.79386145,0.8969307
98256,0.64168906,0.82084453,0.60221326,0.80110663,0.56190324,0.7809516,0.6593309,0.8296654,0.622843,0.8114215,0.69369316,0.8468466,0.59515953,0.79757977,0.69753814,0.84876907,0.67853206,0.83926606,0.65686506,0.82843256
98257,0.69078535,0.8453927,0.7131771,0.85658854,0.6120285,0.80601424,0.67342174,0.8367109,0.65231884,0.8261594,0.739543,0.8697715,0.681313,0.8406565,0.7722089,0.88610446,0.76229084,0.8811454,0.739738,0.869869
98258,0.6650306,0.8325153,0.65001726,0.82500863,0.59059334,0.79529667,0.6347753,0.81738764,0.6003283,0.80016416,0.67321587,0.83660793,0.65288824,0.82644415,0.64854443,0.8242722,0.6866702,0.8433351,0.6869023,0.84345114
98259,0.6535547,0.82677734,0.6366217,0.81831086,0.60032713,0.80016357,0.617311,0.8086555,0.6678104,0.8339052,0.7400804,0.8700402,0.7272832,0.8636416,0.70894897,0.8544745,0.7475225,0.87376124,0.7733451,0.88667256
98260,0.69051456,0.8452573,0.6469467,0.82347333,0.66124153,0.83062077,0.7218662,0.86093307,0.69008946,0.84504473,0.75788534,0.87894267,0.6690085,0.83450425,0.7762251,0.88811255,0.7308206,0.8654103,0.76219666,0.88109833
98261,0.5964475,0.79822373,0.5983947,0.7991973,0.57050014,0.78525007,0.60140526,0.80070263,0.6015743,0.80078715,0.6406069,0.82030344,0.645569,0.82278454,0.64133215,0.8206661,0.6886511,0.84432554,0.66460246,0.83230126
98262,0.6583619,0.82918096,0.58471036,0.7923552,0.557099,0.7785495,0.6474595,0.82372975,0.63853455,0.8192673,0.7301746,0.8650873,0.6340903,0.81704515,0.7114723,0.85573614,0.71963537,0.8598177,0.7270315,0.86351573
98263,0.70127964,0.8506398,0.6869216,0.8434608,0.67600226,0.83800113,0.6855486,0.8427743,0.6797463,0.8398732,0.71487975,0.8574399,0.6515781,0.8257891,0.73674285,0.8683714,0.73523295,0.8676165,0.73813605,0.869068
98264,0.6452558,0.8226279,0.62505686,0.81252843,0.5606053,0.78030264,0.7289727,0.86448634,0.57012063,0.7850603,0.60715675,0.8035784,0.54819274,0.77409637,0.6687783,0.83438915,0.6565844,0.8282922,0.6371156,0.8185578
98265,0.7556046,0.8778023,0.6838597,0.84192985,0.65086377,0.8254319,0.6379672,0.8189836,0.7519163,0.87595814,0.87281597,0.936408,0.75563,0.877815,0.80275977,0.9013799,0.79166675,0.8958334,0.8470718,0.92353594
98266,0.7385318,0.8692659,0.67843455,0.8392173,0.66008174,0.8300409,0.6763712,0.8381856,0.70165265,0.8508263,0.7944324,0.8972162,0.6795273,0.83976364,0.77787083,0.88893545,0.77529895,0.8876495,0.7931195,0.8965597
98267,0.7077186,0.8538593,0.6876163,0.8438082,0.6453989,0.8226994,0.68454707,0.84227353,0.7077385,0.85386926,0.69981056,0.84990525,0.6454236,0.8227118,0.7601576,0.8800788,0.76213443,0.8810672,0.72213805,0.861069
98268,0.66040933,0.83020467,0.67784,0.83892,0.64492285,0.8224614,0.6388562,0.8194281,0.6286913,0.81434566,0.6718586,0.8359293,0.579853,0.7899265,0.7042098,0.8521049,0.6687492,0.8343746,0.6787896,0.8393948
98269,0.64908653,0.82454324,0.62987506,0.81493753,0.57943773,0.78971887,0.60828656,0.8041433,0.6645688,0.8322844,0.7182776,0.8591388,0.6605909,0.83029544,0.7131789,0.85658944,0.7212001,0.86060005,0.7014166,0.8507083
98270,0.6326016,0.8163008,0.62810147,0.81405073,0.54796386,0.7739819,0.63957345,0.8197867,0.6337879,0.81689394,0.7133624,0.8566812,0.6641201,0.83206004,0.7120379,0.85601896,0.7433772,0.8716886,0.72006845,0.8600342
98271,0.6045836,0.8022918,0.58168125,0.7908406,0.51071817,0.75535905,0.5544339,0.7772169,0.6173826,0.80869126,0.7534363,0.87671816,0.7099788,0.8549894,0.6906718,0.8453359,0.7388754,0.8694377,0.76114905,0.8805745
98272,0.6516804,0.82584023,0.63618255,0.8180913,0.5593023,0.77965117,0.58916235,0.7945812,0.67540383,0.8377019,0.81371313,0.90685654,0.71036303,0.8551815,0.7885457,0.89427286,0.75470275,0.8773514,0.81667626,0.9083381
98273,0.5862513,0.7931256,0.64967525,0.8248376,0.5325846,0.76629233,0.586854,0.793427,0.57608736,0.7880437,0.61469835,0.8073492,0.6257353,0.81286764,0.6951787,0.8475894,0.71562105,0.8578105,0.6841365,0.84206825
98274,0.69819313,0.84909654,0.68357813,0.84178907,0.6357938,0.8178969,0.71257436,0.8562872,0.6963237,0.8481618,0.794381,0.8971905,0.70215523,0.8510776,0.79645395,0.898227,0.75391805,0.876959,0.7872382,0.89361906
98275,0.70481807,0.852409,0.6702069,0.83510345,0.64019734,0.82009864,0.6813109,0.84065545,0.71580184,0.8579009,0.8051938,0.9025969,0.7365986,0.8682993,0.8178445,0.90892226,0.7771047,0.8885523,0.81437796,0.907189
98276,0.63923305,0.81961656,0.620232,0.810116,0.53305304,0.7665265,0.6121435,0.80607176,0.67831564,0.8391578,0.73268247,0.86634123,0.7066512,0.8533256,0.7276849,0.8638425,0.73679996,0.8684,0.74350023,0.8717501
98277,0.713597,0.8567985,0.6327411,0.81637055,0.59235114,0.7961756,0.62232554,0.81116277,0.7052229,0.8526114,0.83830833,0.91915417,0.7421055,0.87105274,0.8000414,0.9000207,0.79591495,0.89795744,0.83698,0.91849
98278,0.7215476,0.8607738,0.6748199,0.83741,0.63315743,0.81657875,0.67317045,0.8365852,0.7317829,0.86589146,0.848613,0.9243065,0.7537354,0.8768677,0.8217635,0.91088176,0.78279245,0.8913962,0.8117583,0.90587914
98279,0.72582597,0.862913,0.69135606,0.84567803,0.63000894,0.81500447,0.69503134,0.8475157,0.715019,0.8575095,0.8202378,0.91011894,0.7250109,0.86250544,0.79991424,0.8999571,0.7422666,0.8711333,0.79186225,0.8959311
98280,0.7274468,0.8637234,0.6987118,0.84935594,0.64540327,0.82270163,0.7085084,0.8542542,0.7312703,0.86563516,0.7870797,0.89353985,0.73962975,0.8698149,0.8068713,0.90343565,0.78659195,0.893296,0.8076931,0.90384656
98281,0.7133566,0.8566783,0.65976894,0.82988447,0.5945003,0.79725015,0.64112973,0.82056487,0.7223631,0.86118156,0.8071494,0.9035747,0.7578912,0.8789456,0.79081345,0.8954067,0.7735716,0.8867858,0.7873411,0.89367056
98282,0.6683949,0.83419746,0.69698083,0.8484904,0.62763745,0.8138187,0.67795026,0.83897513,0.6886592,0.8443296,0.76139027,0.8806951,0.72288823,0.8614441,0.78868794,0.894344,0.7794275,0.88971376,0.7915171,0.8957585
98283,0.7426585,0.87132925,0.70885056,0.8544253,0.64547783,0.8227389,0.6887648,0.8443824,0.7361783,0.86808914,0.79703,0.898515,0.7307434,0.8653717,0.8065752,0.9032876,0.76831526,0.88415766,0.80052656,0.9002633
98284,0.59547865,0.7977393,0.60554934,0.80277467,0.524143,0.7620715,0.56383276,0.7819164,0.66811347,0.83405674,0.7808347,0.89041734,0.7701384,0.8850692,0.76942444,0.8847122,0.7805828,0.8902914,0.81523514,0.90761757
98285,0.5533389,0.77666944,0.54188704,0.7709435,0.43364212,0.7168211,0.539714,0.769857,0.5788255,0.78941274,0.64463824,0.82231915,0.6409964,0.8204982,0.63299423,0.8164971,0.6826335,0.84131676,0.65307176,0.8265359
98286,0.6828568,0.8414284,0.6742791,0.83713955,0.62214065,0.8110703,0.6243894,0.8121947,0.68497264,0.8424863,0.7295752,0.8647876,0.67845416,0.8392271,0.7725258,0.8862629,0.71836925,0.8591846,0.72244835,0.8612242
98287,0.68974954,0.84487474,0.7126268,0.8563134,0.6386826,0.8193413,0.6576835,0.82884175,0.73881614,0.8694081,0.81767535,0.9088377,0.78265554,0.89132774,0.8396395,0.9198197,0.82468617,0.9123431,0.8401197,0.92005986
98288,0.6620295,0.83101475,0.65495515,0.8274776,0.59567523,0.7978376,0.60563385,0.8028169,0.6639693,0.83198464,0.70128345,0.8506417,0.6732587,0.8366294,0.7514007,0.87570035,0.7293427,0.86467135,0.7159059,0.85795295
98289,0.63737047,0.81868523,0.58226705,0.7911335,0.5443882,0.7721941,0.59411025,0.7970551,0.6288391,0.8144195,0.7612567,0.88062835,0.64481986,0.8224099,0.7029217,0.8514608,0.7174913,0.8587457,0.73339504,0.86669755
98290,0.49464265,0.7473213,0.4941764,0.7470882,0.46692935,0.73346466,0.44587243,0.7229362,0.55426455,0.7771323,0.65048635,0.8252432,0.6414135,0.8207067,0.57565033,0.78782517,0.62554836,0.8127742,0.68023455,0.8401173
98291,0.7294911,0.86474556,0.67526716,0.8376336,0.6259105,0.81295526,0.64096594,0.82048297,0.7261669,0.8630835,0.8303845,0.91519225,0.7436229,0.87181145,0.76746833,0.88373417,0.7627101,0.88135505,0.80105895,0.9005295
98292,0.6203152,0.8101576,0.60342497,0.8017125,0.53657895,0.76828945,0.5977199,0.79885995,0.65897465,0.8294873,0.7625408,0.8812704,0.68220013,0.8411001,0.741346,0.870673,0.73383844,0.8669192,0.7425671,0.87128353
98293,0.62583256,0.8129163,0.6211902,0.8105951,0.5275134,0.7637567,0.5850793,0.79253966,0.629537,0.8147685,0.73244053,0.86622024,0.684383,0.84219146,0.7192955,0.85964775,0.7357523,0.8678762,0.7451432,0.8725716
98294,0.6413417,0.82067084,0.5978299,0.7989149,0.5601281,0.78006405,0.6239265,0.81196326,0.65039206,0.825196,0.67529666,0.83764833,0.6192333,0.8096167,0.68285286,0.84142643,0.6809864,0.8404932,0.65350974,0.82675487
98295,0.6148358,0.80741787,0.5951159,0.79755795,0.54436564,0.7721828,0.5746417,0.78732085,0.623098,0.811549,0.7434855,0.8717427,0.6662973,0.83314866,0.71540725,0.8577036,0.70794165,0.8539708,0.75018257,0.8750913
98296,0.637782,0.818891,0.67473125,0.8373656,0.6004436,0.8002218,0.6004791,0.80023956,0.66590965,0.8329548,0.72377455,0.8618873,0.68966866,0.8448343,0.75492114,0.8774606,0.71813345,0.8590667,0.7222749,0.86113745
98297,0.7120397,0.85601985,0.67714,0.83857,0.6233354,0.8116677,0.68411213,0.84205604,0.6759554,0.8379777,0.722531,0.86126554,0.6715374,0.8357687,0.76962036,0.8848102,0.7529786,0.8764893,0.7614163,0.88070816
98298,0.7397201,0.86986005,0.6577263,0.82886314,0.6080258,0.8040129,0.64934057,0.8246703,0.7053011,0.8526505,0.8202497,0.91012484,0.72861934,0.86430967,0.77478534,0.88739264,0.7533988,0.8766994,0.79818434,0.8990922
98299,0.63682324,0.8184116,0.63782305,0.81891155,0.56961256,0.78480625,0.5848868,0.7924434,0.6739425,0.8369713,0.7696388,0.8848194,0.6992903,0.84964514,0.7486386,0.8743193,0.72565186,0.86282593,0.7658024,0.8829012
98300,0.6444061,0.82220304,0.67227733,0.83613867,0.62196875,0.8109844,0.6018394,0.8009197,0.7004607,0.85023034,0.7941672,0.89708364,0.7684568,0.8842284,0.78770053,0.89385027,0.7591139,0.87955695,0.7950908,0.8975454
98301,0.62163126,0.81081563,0.5926521,0.79632604,0.5383276,0.7691638,0.53567445,0.7678372,0.66060126,0.8303006,0.77650094,0.88825047,0.7279358,0.8639679,0.72388536,0.86194265,0.73842263,0.8692113,0.7756547,0.88782734
98302,0.7317074,0.86585367,0.67070365,0.8353518,0.63758576,0.8187929,0.64486873,0.82243437,0.75415397,0.877077,0.8556577,0.92782885,0.7409148,0.8704574,0.83241796,0.916209,0.74376494,0.87188244,0.8210063,0.91050315
98303,0.7030275,0.85151374,0.6409848,0.8204924,0.5882442,0.7941221,0.59148407,0.79574203,0.7256254,0.8628127,0.8744397,0.93721986,0.7677283,0.88386416,0.7941257,0.89706284,0.767437,0.8837185,0.85838056,0.9291903
98304,0.7651292,0.8825646,0.69394743,0.8469737,0.633181,0.8165905,0.6144759,0.807238,0.7231252,0.8615626,0.8336227,0.91681135,0.736958,0.868479,0.79355323,0.8967766,0.7445142,0.8722571,0.7892077,0.89460385
98305,0.7181848,0.8590924,0.6951083,0.84755415,0.5915552,0.79577756,0.66525173,0.83262587,0.6970303,0.84851515,0.7899798,0.8949899,0.7248803,0.8624401,0.7687144,0.8843572,0.7578614,0.8789307,0.7725457,0.88627285
98306,0.6562116,0.8281058,0.62580395,0.812902,0.5679791,0.78398955,0.60350704,0.8017535,0.67376447,0.83688223,0.75649834,0.87824917,0.69181645,0.8459082,0.7294161,0.86470807,0.72475594,0.862378,0.72584105,0.8629205
98307,0.6890991,0.84454954,0.6710889,0.83554447,0.6185738,0.8092869,0.64334166,0.82167083,0.701497,0.85074854,0.8066672,0.9033336,0.73061013,0.86530507,0.8002193,0.90010965,0.7472785,0.8736392,0.7895793,0.89478964
98308,0.6496711,0.82483554,0.66916645,0.8345832,0.56440127,0.78220063,0.59999037,0.7999952,0.65910095,0.8295505,0.7165983,0.85829914,0.73449445,0.8672472,0.7272775,0.86363876,0.7197716,0.8598858,0.7408103,0.87040514
98309,0.70573664,0.8528683,0.65283364,0.82641685,0.6016445,0.80082226,0.5957691,0.7978846,0.71337914,0.8566896,0.8313154,0.9156577,0.74479955,0.8723998,0.8035354,0.90176773,0.80088645,0.9004432,0.81257,0.906285
98310,0.7544274,0.8772137,0.7100963,0.8550482,0.689376,0.844688,0.636166,0.818083,0.7383806,0.86919034,0.8178314,0.9089157,0.72614366,0.8630718,0.77738166,0.8886908,0.71075773,0.85537887,0.7857958,0.8928979
98311,0.7287882,0.86439407,0.7005305,0.85026526,0.60730636,0.8036532,0.60483783,0.80241895,0.7551476,0.8775738,0.8134043,0.90670216,0.80876684,0.9043834,0.7545637,0.87728184,0.75725204,0.878626,0.82142246,0.9107112
98312,0.6666169,0.83330846,0.6982389,0.8491194,0.6261213,0.81306064,0.66799766,0.8339988,0.71487445,0.85743725,0.7473929,0.87369645,0.74819016,0.8740951,0.8091543,0.90457714,0.7094908,0.8547454,0.78148746,0.89074373
98313,0.6850101,0.84250504,0.63124365,0.81562185,0.58271784,0.79135895,0.59537804,0.797689,0.69842196,0.849211,0.81149876,0.9057494,0.6810498,0.8405249,0.7799957,0.88999784,0.7253636,0.8626818,0.7559391,0.87796956
98314,0.75749326,0.8787466,0.6933259,0.84666294,0.6403305,0.8201653,0.68412846,0.84206426,0.7619041,0.88095206,0.85407,0.927035,0.7465794,0.8732897,0.82429576,0.9121479,0.78897023,0.8944851,0.826697,0.9133485
98315,0.6141696,0.8070848,0.6498784,0.8249392,0.5632076,0.7816038,0.63406426,0.8170321,0.6515503,0.82577515,0.7202698,0.8601349,0.6798041,0.83990204,0.7339385,0.8669692,0.73921907,0.86960953,0.7326584,0.8663292
98316,0.79200345,0.8960017,0.7519442,0.8759721,0.6944746,0.8472373,0.6737548,0.8368774,0.7916755,0.8958378,0.8732587,0.93662935,0.7786346,0.8893173,0.8156811,0.90784055,0.784661,0.8923305,0.845662,0.922831
