CV_google_ux_Score,gemini_flash_google_ux_Score,gemini_pro_google_ux_Score,gemini_flash_lite_google_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_google_ux_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_google_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_google_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_google_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_google_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score,twice_gemini_flash_google_ux_Score,twice_gemini_pro_google_ux_Score,twice_gemini_flash_lite_google_ux_Score,twice_gemini_flash_pro_google_ux_Score,twice_gemini_flash_lite_pro_google_ux_Score,UX True Label,Will Manipulate
0.83641654,0.9131721,0.89265645,0.8556782,0.8733888,0.8834792,0.8913387,0.88538426,0.8780469,0.87766576,0.9003316,0.89851874,0.85647386,0.92183197,0.86034113,1,False
0.8573343,0.8996099,0.88650745,0.8597719,0.8920483,0.88659334,0.88820267,0.8917054,0.90686595,0.90893817,0.9109175,0.89988106,0.87440515,0.9142745,0.89362085,1,False
0.82138526,0.8803884,0.8658209,0.8327663,0.89591265,0.7936843,0.8220899,0.8507678,0.8489839,0.87642056,0.90232813,0.87412745,0.82427895,0.8883728,0.874719,1,False
0.86626464,0.87395084,0.90735245,0.8368674,0.8432369,0.85028493,0.8764542,0.8356483,0.8750312,0.85777396,0.8803462,0.89254826,0.85124636,0.8735759,0.83770597,1,False
0.84075177,0.8828217,0.8926665,0.8269807,0.86042607,0.86475617,0.8282815,0.8821696,0.86035156,0.8718481,0.91620487,0.89919615,0.84198344,0.88166064,0.88936883,1,False
0.89879483,0.88483655,0.88454515,0.85723364,0.86016953,0.90193665,0.8851085,0.90761584,0.9119823,0.90260816,0.9035632,0.90278757,0.8552481,0.89445335,0.91620654,1,False
0.78400356,0.84222186,0.7964113,0.80075216,0.81296587,0.83871543,0.8387689,0.8337759,0.84674555,0.8311234,0.8518544,0.83167815,0.8063834,0.87974936,0.8218425,1,False
0.8306743,0.88453233,0.9142014,0.86923164,0.83346796,0.85546416,0.83870125,0.85612065,0.88109756,0.8848533,0.91071033,0.92179084,0.8543447,0.9005827,0.9076159,1,False
0.82203037,0.8571109,0.8671814,0.8370677,0.8743396,0.8088125,0.84012926,0.8558946,0.86172044,0.8252802,0.8704308,0.85676914,0.8162913,0.8837735,0.8619733,1,False
0.87097216,0.9029279,0.9162952,0.90713775,0.8970315,0.883712,0.8870158,0.91219765,0.898588,0.8827754,0.92042744,0.92404544,0.89369375,0.908849,0.89103603,1,False
0.87811923,0.8811519,0.8755878,0.85732853,0.91261065,0.85398775,0.8541843,0.885352,0.84926033,0.85497856,0.86407804,0.89803743,0.84718764,0.59241855,0.8997786,1,False
0.8739201,0.88984,0.8695375,0.86969143,0.85755765,0.8438908,0.84768003,0.85994935,0.8745321,0.8682029,0.908761,0.8989236,0.8727509,0.91240287,0.9162688,1,False
0.7898294,0.83086467,0.82971704,0.84808195,0.7845776,0.7658867,0.8207061,0.8072913,0.82427645,0.807078,0.8569126,0.84462655,0.8409227,0.76778615,0.8829494,1,False
0.90418357,0.8971545,0.9203387,0.8659374,0.891456,0.861385,0.8579836,0.89270633,0.86584175,0.88888675,0.9067079,0.9105843,0.860935,0.89357936,0.89627504,1,False
0.83052635,0.84855264,0.87963814,0.84036803,0.8040217,0.869878,0.8953393,0.8095481,0.85279644,0.8745773,0.87331724,0.89585173,0.8276504,0.9091909,0.88476294,1,False
0.87115824,0.88869655,0.885685,0.8525547,0.9163037,0.88261545,0.8667867,0.91503173,0.89253145,0.8658712,0.9006678,0.89420736,0.87695605,0.9231628,0.8816675,1,False
0.8606238,0.89362204,0.88328564,0.8380173,0.87179744,0.8911872,0.8792345,0.8721562,0.90354896,0.8969846,0.8823646,0.8913429,0.82534003,0.90094435,0.87910116,1,False
0.9013977,0.8913492,0.91500914,0.8725474,0.8846241,0.85533935,0.8654976,0.92009807,0.9054359,0.8630134,0.90279365,0.91588175,0.8725474,0.9034121,0.88852805,1,False
0.89344066,0.88233304,0.8694192,0.8233284,0.8858313,0.88899744,0.81714386,0.88511705,0.83851945,0.8809247,0.88370764,0.8930159,0.8192024,0.59241855,0.8242211,1,False
0.9025551,0.86570334,0.87578976,0.8863956,0.8918891,0.8545147,0.93015593,0.86374474,0.93096584,0.85896164,0.871573,0.8687527,0.878671,0.8622407,0.8750329,1,False
0.8653203,0.8964714,0.91181093,0.90310425,0.8973676,0.8863484,0.9102194,0.90702945,0.9212248,0.90548354,0.91276044,0.9231084,0.90107495,0.8778534,0.8821974,1,False
0.91463864,0.89394116,0.889431,0.89172685,0.9187409,0.91629094,0.9342465,0.9079608,0.89722514,0.8954271,0.8968639,0.884354,0.899231,0.9020537,0.9100559,1,False
0.8338825,0.9032736,0.89520437,0.8644966,0.9183588,0.9234127,0.90468293,0.92737067,0.8973229,0.9305046,0.9113391,0.89963883,0.8736206,0.89641654,0.8978335,1,False
0.9013881,0.8975849,0.882313,0.9089087,0.87167,0.8713864,0.8952078,0.9076079,0.90657127,0.8663157,0.89792836,0.89542407,0.911742,0.90164375,0.9067097,1,False
0.8847614,0.89455956,0.89537084,0.8375927,0.8422925,0.86707157,0.87515366,0.85702395,0.8278265,0.88661265,0.90031886,0.89187133,0.84374976,0.87459224,0.8836879,1,False
0.90103555,0.9377112,0.8926291,0.86217296,0.9094814,0.908659,0.91558087,0.91007566,0.91202587,0.90976,0.9357509,0.9115562,0.8482151,0.9391561,0.89721245,1,False
0.91246694,0.8925935,0.89176965,0.86689043,0.87909406,0.84109104,0.8853965,0.8548169,0.88652605,0.82854176,0.8928453,0.8991122,0.8752647,0.9127489,0.89593285,1,False
0.8764384,0.8936267,0.9170588,0.8780929,0.9228759,0.86460096,0.8858827,0.9218395,0.8793755,0.87152207,0.89325947,0.91933376,0.8691687,0.880728,0.88422114,1,False
0.8425104,0.8661757,0.87984586,0.8518324,0.90181637,0.87915045,0.90190524,0.89569676,0.8939142,0.89608854,0.8865146,0.8903636,0.8586365,0.8686687,0.86718476,1,False
0.87314713,0.9226043,0.9272105,0.8811195,0.9116353,0.8696248,0.8841462,0.89893675,0.8877015,0.8813198,0.91585124,0.9261696,0.88448024,0.9183773,0.9162953,1,False
0.89576524,0.91777694,0.91673774,0.846485,0.890928,0.89576894,0.8987169,0.8879274,0.8867985,0.89904845,0.9100388,0.9073367,0.8491188,0.91844285,0.899157,1,False
0.90083086,0.9196458,0.9146636,0.90116185,0.8677904,0.8850011,0.85469234,0.88434196,0.8849781,0.8950798,0.9354726,0.9265086,0.89151055,0.9268767,0.9235011,1,False
0.884508,0.9009152,0.8959057,0.8753594,0.91456276,0.9083484,0.90926886,0.90445995,0.90718204,0.88947177,0.9043829,0.90409595,0.89257526,0.59241855,0.91175514,1,False
0.8763157,0.8924716,0.90107954,0.8667929,0.8488624,0.8616381,0.87165123,0.85363024,0.87484264,0.88860404,0.89919716,0.8958414,0.87208796,0.8954825,0.89353144,1,False
0.88598853,0.9129671,0.9162624,0.9106164,0.90529156,0.90182984,0.8931457,0.90392494,0.9015566,0.9173958,0.9178044,0.9080951,0.9062857,0.9113308,0.88116395,1,False
0.89269793,0.91771364,0.91024745,0.8095708,0.8425752,0.88481677,0.91225183,0.87674254,0.90731823,0.8856971,0.9206587,0.9162092,0.80911255,0.9073334,0.88731205,1,False
0.86417025,0.9040571,0.8798835,0.85964996,0.91430926,0.90737176,0.888223,0.91740084,0.9055934,0.90966666,0.90642244,0.8859403,0.8601265,0.9162973,0.9113373,1,False
0.89056635,0.8563174,0.8885739,0.8543375,0.84898835,0.87085795,0.86811393,0.85170364,0.86117685,0.8532001,0.8770877,0.87554014,0.85190856,0.8813628,0.8671571,1,False
0.91405207,0.9240027,0.92168266,0.89245456,0.9005643,0.87117004,0.9009039,0.9219733,0.9211236,0.8916985,0.9239493,0.91226083,0.8912195,0.59241855,0.9131737,1,False
0.8524976,0.89851373,0.9090214,0.8790457,0.89811796,0.89424926,0.9189477,0.9101295,0.92647344,0.89111507,0.8969186,0.91704607,0.88530606,0.92052746,0.8829321,1,False
0.9002507,0.90244937,0.9094014,0.87964284,0.91409075,0.907863,0.9211297,0.9105867,0.92836297,0.90382147,0.9096692,0.915038,0.8760939,0.9073082,0.899953,1,False
0.88086855,0.90460086,0.8716075,0.8533053,0.905495,0.85231596,0.8899456,0.8959894,0.87526536,0.85037816,0.91169935,0.9010636,0.85325277,0.59241855,0.8744387,1,False
0.89489526,0.8707363,0.91382235,0.8896549,0.9031938,0.8982543,0.8757272,0.8979184,0.88932014,0.89228344,0.8987045,0.9249627,0.8933365,0.9069915,0.8942311,1,False
0.89411956,0.91700506,0.92414397,0.907537,0.9099395,0.9096127,0.91557765,0.90217763,0.8989911,0.91125035,0.9200667,0.91842437,0.92058355,0.8959034,0.9093204,1,False
0.85071206,0.90993905,0.9098908,0.8461819,0.8385862,0.85823166,0.82807446,0.8560158,0.85823077,0.87314725,0.9057119,0.90495443,0.8749114,0.93410975,0.896165,1,False
0.83965313,0.9103453,0.89445436,0.87564987,0.8543445,0.8462004,0.8680372,0.8851717,0.873518,0.8920312,0.92885804,0.8917645,0.8769545,0.9399269,0.59241855,1,False
0.8365718,0.8917858,0.88004047,0.87710285,0.88889205,0.86479545,0.88507044,0.8869623,0.8866751,0.87239623,0.9016266,0.90944517,0.8834239,0.8937788,0.89924574,1,False
0.9038216,0.9101585,0.8955673,0.836496,0.88762146,0.9017843,0.90347767,0.8814824,0.8806189,0.8996682,0.9195229,0.9061303,0.8460586,0.90818155,0.8848106,1,False
0.8357975,0.87857825,0.86621785,0.82029366,0.80784,0.82358146,0.87743783,0.80065167,0.8600852,0.84030867,0.88846004,0.87586015,0.824685,0.8944294,0.8761019,1,False
0.7761107,0.8226073,0.87796307,0.8249164,0.81662333,0.76147044,0.7779673,0.83723664,0.8213111,0.8481348,0.8934894,0.9146289,0.82798,0.59241855,0.89965343,1,False
0.870533,0.89056265,0.8575747,0.8525001,0.8705641,0.8383373,0.84440184,0.9007079,0.8470645,0.8618002,0.89107084,0.85713136,0.83894676,0.8524912,0.85943455,1,False
0.852561,0.9200396,0.89836913,0.8478159,0.8580513,0.8288466,0.87011725,0.8586815,0.88071316,0.8279186,0.91271603,0.92520535,0.8499266,0.9293382,0.8747436,1,False
0.7238443,0.8139571,0.824901,0.7831615,0.7395755,0.7471063,0.7633246,0.81941694,0.7962884,0.84895927,0.8434998,0.83279836,0.7902348,0.81492126,0.8022537,1,False
0.8320989,0.8952675,0.87883514,0.87685007,0.8985227,0.89061546,0.8823338,0.89750576,0.882718,0.8925115,0.8893393,0.8909024,0.87258,0.89517766,0.8881887,1,False
0.80651546,0.7929025,0.7839585,0.7905959,0.8151179,0.7567527,0.81676936,0.8259971,0.8154184,0.79811907,0.77522963,0.8220828,0.7990375,0.8489552,0.8584203,1,False
0.7647954,0.8112263,0.8154695,0.79679036,0.7332406,0.77134675,0.7644743,0.81982446,0.78273964,0.814789,0.8404118,0.86894184,0.7981138,0.8230066,0.8391142,1,False
0.78065,0.7813092,0.80066216,0.7781956,0.7665084,0.8036207,0.7904916,0.79946953,0.8330884,0.8364413,0.82836294,0.8175591,0.7665343,0.85950714,0.80620766,1,False
0.86544514,0.8618181,0.8719906,0.84514064,0.8544322,0.8023325,0.86665434,0.8538165,0.83867437,0.83865184,0.86246806,0.8962283,0.8591855,0.8582821,0.8653183,1,False
0.86327106,0.8983412,0.8831237,0.8937185,0.8625782,0.8235991,0.8331779,0.82832444,0.9108075,0.8423387,0.90168583,0.90107757,0.8933995,0.91331345,0.8854439,1,False
0.93801475,0.8732837,0.9003911,0.8974876,0.89892983,0.8970933,0.8653585,0.89188504,0.87620103,0.88505065,0.88900554,0.9117,0.8813065,0.9037741,0.90427,1,False
0.8817732,0.90226674,0.8956065,0.8685096,0.8945142,0.8800764,0.93151176,0.9117967,0.92627746,0.89234847,0.9045676,0.91603595,0.87260735,0.9009548,0.9102699,1,False
0.8222071,0.8435155,0.8113038,0.84963286,0.8009489,0.79446465,0.8354725,0.8022429,0.8092587,0.7937839,0.8500886,0.8186064,0.82620096,0.81253684,0.8304065,1,False
0.8429755,0.8639877,0.8898568,0.8726536,0.8755212,0.8951987,0.8862466,0.8894758,0.87430644,0.87947494,0.8729483,0.8961469,0.8696921,0.89856255,0.89334816,1,False
0.8992723,0.91444266,0.8905096,0.8352136,0.8967632,0.8821339,0.8955666,0.8970533,0.90092826,0.89870226,0.9054366,0.88474625,0.85600376,0.9043668,0.9019984,1,False
0.82809556,0.8753963,0.831431,0.84138,0.85691524,0.8362379,0.857636,0.8537527,0.87321764,0.86782485,0.8822977,0.83045006,0.8152186,0.59241855,0.88283944,1,False
0.7995537,0.86118174,0.86438936,0.86323917,0.85658437,0.8360595,0.8275382,0.8686315,0.8455106,0.81471455,0.8759642,0.8966971,0.8556351,0.91348,0.87997425,1,False
0.80704504,0.8565684,0.8726852,0.8234397,0.7986556,0.86333656,0.88261545,0.84184355,0.89713573,0.8746066,0.8623872,0.8919927,0.82055277,0.59241855,0.8934726,1,False
0.8963203,0.92301434,0.9260126,0.8780944,0.86884373,0.89140534,0.90002155,0.9090904,0.9039836,0.8890459,0.91617274,0.9320684,0.8780944,0.92557746,0.91627336,1,False
0.8703604,0.89741516,0.8993856,0.8666514,0.9016018,0.8925807,0.9045691,0.89725256,0.89593935,0.90190554,0.8952415,0.8990778,0.8644603,0.9048284,0.926537,1,False
0.8646711,0.8943966,0.8889487,0.839079,0.87254417,0.8613883,0.8593334,0.8610064,0.84085935,0.8909004,0.9201716,0.89556515,0.8637449,0.90993243,0.8705075,1,False
0.84720504,0.8645183,0.85205007,0.84388137,0.8941799,0.89599717,0.8876828,0.8508463,0.8796237,0.8837298,0.87716675,0.8704591,0.8541411,0.59241855,0.8392214,1,False
0.8130189,0.86759084,0.88443965,0.7964768,0.84962064,0.83066833,0.89615154,0.862334,0.9093932,0.88150424,0.8661356,0.9038099,0.8035394,0.8944957,0.88867164,1,False
0.7045557,0.7502924,0.7250348,0.7016933,0.73491466,0.71736103,0.7381212,0.7293017,0.7125364,0.7442048,0.7431339,0.76017016,0.7092727,0.7735282,0.76978654,1,False
0.8594422,0.90533996,0.8554964,0.8788173,0.8911243,0.8880912,0.8858303,0.88874424,0.8795885,0.8843221,0.905617,0.8695471,0.87738067,0.9230268,0.8644243,1,False
0.81346893,0.85506535,0.8281832,0.8319788,0.8183092,0.8229854,0.80875146,0.8729571,0.86817783,0.895969,0.90194964,0.8718953,0.8783223,0.90125024,0.8575914,1,False
0.7011943,0.7950399,0.77944577,0.75793225,0.755994,0.7923154,0.71827924,0.79507315,0.7420467,0.81816256,0.8240263,0.7562066,0.75259286,0.81402415,0.7613773,1,False
0.9065368,0.9133505,0.90154094,0.8923724,0.91804314,0.9028209,0.9159529,0.9170275,0.9147204,0.9058027,0.90903467,0.90367615,0.89406705,0.9259252,0.89302343,1,False
0.8215951,0.86854184,0.84215367,0.8648766,0.8991148,0.8563596,0.8513778,0.89527607,0.8913802,0.847832,0.8696598,0.8682431,0.8647902,0.84279764,0.86197704,1,False
0.7474139,0.78303075,0.7773864,0.7644936,0.7466473,0.6956321,0.70905894,0.7644831,0.74281645,0.7567786,0.79572177,0.83069754,0.7831664,0.82402027,0.7890849,1,False
0.85030663,0.9197947,0.8746542,0.8550321,0.918002,0.90648633,0.908991,0.9284335,0.9126635,0.88919586,0.9231666,0.87212646,0.85039485,0.9302454,0.9005278,1,False
0.7901273,0.87261736,0.8531046,0.83709,0.8486113,0.8491627,0.83952594,0.8393637,0.85570353,0.8606303,0.89248586,0.8782368,0.8279182,0.92148733,0.88860065,1,False
0.8733057,0.8790287,0.8908888,0.8568928,0.86959875,0.87781096,0.8769336,0.88071644,0.8785718,0.88423645,0.8782165,0.89519393,0.83848584,0.87192285,0.88748777,1,False
0.7758386,0.80529094,0.8059108,0.756439,0.8053133,0.8074941,0.843166,0.83760405,0.85268664,0.8246402,0.8221382,0.8128751,0.75638914,0.59241855,0.7976891,1,False
0.803162,0.8650795,0.8241515,0.7953111,0.811428,0.84541106,0.86596835,0.8245723,0.83953595,0.84769684,0.8840542,0.8436377,0.79675967,0.59241855,0.8557739,1,False
0.7802608,0.7663503,0.7789296,0.8127667,0.76071477,0.78190434,0.7669538,0.8046475,0.7742255,0.7885155,0.76850116,0.8280375,0.79750293,0.82759035,0.83868504,1,False
0.82327276,0.86129,0.86733365,0.8072654,0.85999036,0.8642915,0.8408342,0.8635601,0.89925355,0.87027454,0.8949096,0.87398046,0.8290533,0.87718844,0.89009607,1,False
0.8248572,0.8459078,0.8229531,0.8189331,0.8134434,0.8111966,0.81185263,0.8340133,0.86753935,0.83349645,0.8414215,0.83548117,0.8156133,0.84713435,0.85576874,1,False
0.88148844,0.8865608,0.87565213,0.85566,0.87039673,0.86045796,0.8735968,0.8740982,0.8724024,0.8898341,0.9132998,0.89204586,0.86261886,0.59241855,0.89765775,1,False
0.89497757,0.89930284,0.90311563,0.88705236,0.89644516,0.91174316,0.89701945,0.90054786,0.90084356,0.9095857,0.9214176,0.9205847,0.8944172,0.91534513,0.91274554,1,False
0.83284324,0.8539683,0.8863889,0.85987854,0.8969642,0.88137895,0.8804858,0.89623797,0.8783443,0.9008486,0.8836417,0.88442993,0.86620116,0.91481924,0.8762293,1,False
0.8850974,0.91303563,0.90542954,0.89047366,0.88601065,0.85589194,0.90412736,0.89525074,0.8985346,0.87035084,0.9028011,0.91148984,0.892447,0.9179417,0.91464067,1,False
0.82653606,0.8820955,0.86429507,0.8730686,0.86954373,0.84319645,0.84436095,0.8867276,0.8556452,0.89275646,0.89706653,0.86872053,0.8660084,0.87893534,0.87468046,1,False
0.83411133,0.88240933,0.87478304,0.83852243,0.8601591,0.8581561,0.8659381,0.88728416,0.869361,0.85838664,0.89831114,0.90126514,0.8527247,0.90105146,0.8782914,1,False
0.8638787,0.9074617,0.8994655,0.8792285,0.88680094,0.8694308,0.8900983,0.88224006,0.8831612,0.88055897,0.9320297,0.903839,0.869426,0.9299643,0.8997402,1,False
0.8656709,0.9143852,0.88994604,0.8767435,0.8756323,0.89706916,0.8871141,0.8962931,0.898525,0.89840144,0.9094817,0.911276,0.8725551,0.9180963,0.9169967,1,False
0.8752586,0.924185,0.9145262,0.8711039,0.9288653,0.8980787,0.897887,0.92567146,0.89703345,0.89419425,0.9290993,0.9197544,0.8822439,0.9351683,0.88807213,1,False
0.8843955,0.91003716,0.8948772,0.88900274,0.92748475,0.90255564,0.88784754,0.9419566,0.91401553,0.90545464,0.9069234,0.90521187,0.88438267,0.91728234,0.9122515,1,False
0.8870955,0.89571416,0.9046517,0.87934226,0.8893465,0.89199305,0.88825333,0.9205725,0.9257382,0.8855146,0.904292,0.90309304,0.88115495,0.90963197,0.89300716,1,False
0.9101423,0.9139817,0.9225157,0.88233835,0.91305876,0.9226891,0.92649674,0.9256632,0.9010552,0.92139155,0.9145793,0.88543946,0.88029385,0.9079683,0.90364474,1,False
0.8697175,0.8951577,0.8482132,0.8124809,0.80175614,0.83077455,0.84031427,0.81469315,0.86652255,0.83077455,0.86404705,0.84887516,0.80932534,0.9188086,0.8537009,1,False
0.9010713,0.93519664,0.9159116,0.8654512,0.89848924,0.8634774,0.8668427,0.91862833,0.90276295,0.89425075,0.9276685,0.8974503,0.8527758,0.9274748,0.8805418,1,False
0.8688388,0.8844935,0.9025299,0.8826015,0.86384547,0.85578835,0.86276025,0.8628697,0.8806463,0.8721106,0.8987869,0.8995835,0.89506006,0.90329677,0.9055155,1,False
0.81190854,0.88932717,0.88760376,0.83129305,0.8622697,0.8440539,0.8486609,0.8851352,0.86123604,0.8643996,0.8871211,0.8672439,0.8690209,0.9007241,0.9046533,1,False
0.9224389,0.903676,0.8757077,0.8982922,0.88490033,0.86031806,0.8853353,0.8722913,0.8774171,0.88155997,0.91401625,0.88118607,0.88910043,0.89080703,0.8690948,1,False
0.85872644,0.87756956,0.8932472,0.8701787,0.8927395,0.8980183,0.85785335,0.89376616,0.90232575,0.9044011,0.8975729,0.90426874,0.8639494,0.9235506,0.89493895,1,False
0.8747141,0.8719847,0.8643357,0.8577382,0.8883469,0.88485456,0.8855313,0.8880203,0.8718908,0.87788683,0.8702365,0.8986466,0.85243917,0.90285265,0.8432656,1,False
0.8454345,0.89964867,0.9028851,0.8976892,0.8966247,0.9031428,0.8873751,0.89891756,0.9161358,0.9085556,0.92035747,0.889577,0.901929,0.9211194,0.9246678,1,False
0.8902499,0.916635,0.9168389,0.87621945,0.91383016,0.89552045,0.91881776,0.9233382,0.9244484,0.89391124,0.92300093,0.9191259,0.8779241,0.91566986,0.91260964,1,False
0.8057692,0.8878176,0.8909775,0.8313896,0.85955936,0.87557656,0.836328,0.8708547,0.8679427,0.89066356,0.89356095,0.90169007,0.8283204,0.9063864,0.87904024,1,False
0.89626503,0.89190763,0.90385884,0.87713623,0.901143,0.87159914,0.8905783,0.9056785,0.9038716,0.8796532,0.8919921,0.9259169,0.87692046,0.90661037,0.89170015,1,False
0.7998473,0.8534281,0.8740187,0.8555842,0.8158208,0.8211601,0.8368139,0.84168476,0.8628235,0.82202625,0.88193107,0.878988,0.82431877,0.59241855,0.8713578,1,False
0.8991163,0.9196046,0.8987894,0.8473005,0.8266296,0.8214296,0.82835466,0.83180743,0.8274315,0.8277723,0.9200326,0.9072679,0.8485918,0.90559244,0.8815502,1,False
0.85836744,0.90159994,0.8798755,0.8898542,0.871898,0.83171564,0.84176934,0.8806523,0.86937046,0.8797266,0.9029049,0.90360606,0.8963906,0.898937,0.9105816,1,False
0.90322626,0.90042245,0.91395533,0.92555255,0.9009169,0.90709305,0.90606016,0.90322214,0.9118346,0.9165943,0.9038834,0.9175871,0.92927426,0.914149,0.931292,1,False
0.8885126,0.87884796,0.8769227,0.8580247,0.8264465,0.88159263,0.91739327,0.87223303,0.90736145,0.89063334,0.906693,0.8933923,0.837928,0.8921983,0.8859655,1,False
0.87456316,0.86775994,0.88733155,0.83756965,0.8595042,0.88977176,0.8750487,0.8753061,0.89706755,0.8970324,0.88661516,0.8914274,0.83392936,0.59241855,0.8634526,1,False
0.8695544,0.90476483,0.9065028,0.851547,0.89395356,0.87515646,0.8725797,0.8846078,0.8795363,0.88385826,0.91168326,0.90484875,0.8433334,0.90711224,0.86668557,1,False
0.7789415,0.78424823,0.7940701,0.8625147,0.767194,0.7709018,0.793069,0.8284948,0.8164228,0.821969,0.808079,0.8227386,0.8561091,0.7639822,0.85683525,1,False
0.79268074,0.89106166,0.8544882,0.7836,0.7962765,0.82245314,0.8239242,0.81328,0.8442849,0.8452858,0.90521425,0.87254703,0.7836,0.8714199,0.8487054,1,False
0.8476142,0.841254,0.84153557,0.8735124,0.8537011,0.8405711,0.8557345,0.86337537,0.86118066,0.87853336,0.8673592,0.86361563,0.872296,0.59241855,0.8937218,1,False
0.90443534,0.8958065,0.9076073,0.89317805,0.9101121,0.9115774,0.9060885,0.90337205,0.9274246,0.90886503,0.8867164,0.9342792,0.88848686,0.9142185,0.89386797,1,False
0.87274396,0.8413258,0.832938,0.84611803,0.8530797,0.84228814,0.8628218,0.83013904,0.85772234,0.8727068,0.84022677,0.8240658,0.8493148,0.8376732,0.80141073,0,True
0.8384842,0.86479974,0.8544656,0.8197341,0.81400484,0.78916717,0.812523,0.826871,0.8289255,0.82900655,0.8741331,0.85426056,0.7992568,0.88117325,0.8435765,0,True
0.86058086,0.8521867,0.85977304,0.85413283,0.83853936,0.86278766,0.82857597,0.8432715,0.84022295,0.85945415,0.85008085,0.85057503,0.84271824,0.84564376,0.83907855,0,True
0.809559,0.8524436,0.83937556,0.80943835,0.84732664,0.85189354,0.83222425,0.85227776,0.8511566,0.86273783,0.83299994,0.8321813,0.81679827,0.84596914,0.8439038,0,True
0.7790281,0.796429,0.7677609,0.82321525,0.807953,0.80406225,0.81448495,0.79545224,0.80195045,0.795606,0.8143453,0.78631115,0.8364893,0.81003535,0.8349724,0,True
0.8075952,0.8242379,0.8098125,0.81620663,0.8163391,0.8382616,0.82509166,0.81835043,0.8266112,0.8140187,0.82649237,0.81840134,0.7928573,0.59241855,0.8265167,0,True
0.8388186,0.8041197,0.8299458,0.8462852,0.7914487,0.82335466,0.83216727,0.76959586,0.7996512,0.81418437,0.81202304,0.781349,0.80983603,0.805091,0.8156823,0,True
0.82589924,0.8462098,0.8500693,0.84829396,0.8428083,0.85153836,0.84044623,0.83936995,0.8565709,0.8559477,0.83613706,0.8225554,0.84345627,0.84509313,0.83847404,0,True
0.84315014,0.83898455,0.8605674,0.8442883,0.8550524,0.8360902,0.83503413,0.84022593,0.8581618,0.84912896,0.84451526,0.8721578,0.8370913,0.8466544,0.8495421,0,True
0.88773555,0.87249684,0.85196924,0.8373112,0.87196946,0.8492292,0.87815046,0.87723416,0.8055612,0.8434838,0.86861247,0.86296695,0.8483433,0.8839092,0.8904949,0,True
0.767254,0.8161665,0.81697714,0.8000551,0.7680461,0.7934762,0.77937657,0.7783665,0.77741474,0.7965345,0.8310952,0.82135916,0.7945653,0.8248434,0.81783336,0,True
0.78244853,0.7853311,0.82016534,0.80164874,0.8174311,0.81297815,0.81182027,0.8398867,0.842918,0.8356794,0.83721113,0.8269987,0.8095388,0.82781875,0.8230263,0,True
0.8478489,0.8345617,0.8622912,0.839983,0.85257596,0.85414994,0.85184294,0.86304736,0.86145353,0.8553035,0.8321774,0.8776152,0.83553255,0.844799,0.850292,0,True
0.8319945,0.86377066,0.84824604,0.8489003,0.8194654,0.82035637,0.8345567,0.84460473,0.8260536,0.8496164,0.861987,0.8546672,0.8489003,0.86084497,0.8484336,0,True
0.7961286,0.8402583,0.8177633,0.81443846,0.8219781,0.8247517,0.8090515,0.84778833,0.85024893,0.83449674,0.8425525,0.85887015,0.8292749,0.8691646,0.8117242,0,True
0.8308548,0.8407349,0.8270917,0.836614,0.8329549,0.81401014,0.8377219,0.81413317,0.83646035,0.81117547,0.8450917,0.8515948,0.84507835,0.831705,0.8496329,0,True
0.8360106,0.833049,0.82711005,0.8074585,0.8236357,0.8230169,0.8483062,0.80040073,0.8464952,0.8233958,0.83789194,0.82838553,0.82842696,0.59241855,0.81932455,0,True
0.8146164,0.80094755,0.80837977,0.84701747,0.8278524,0.80075514,0.8212707,0.8511462,0.8485655,0.82203174,0.80541515,0.8316474,0.83699554,0.80148256,0.83198404,0,True
0.7734189,0.80794007,0.78781855,0.7663405,0.77339995,0.7632149,0.7742846,0.8011294,0.7850284,0.7667899,0.8265977,0.81215334,0.7716177,0.7876016,0.7876574,0,True
0.7951935,0.8352041,0.82603645,0.8019715,0.8304799,0.8262389,0.8273133,0.84946346,0.8323524,0.8215457,0.8576821,0.8361005,0.7965751,0.8633653,0.8461986,0,True
0.8463442,0.81058586,0.81774145,0.8231401,0.8440563,0.85510933,0.84998363,0.8533064,0.84496844,0.8546256,0.8293255,0.8286746,0.83504033,0.83231556,0.8551469,0,True
0.80378807,0.8395022,0.8334388,0.8000796,0.82326317,0.81831366,0.830919,0.8507334,0.8301168,0.84366524,0.8473391,0.8520995,0.8013177,0.83401525,0.82657295,0,True
0.8190783,0.85647726,0.8585828,0.83465254,0.84945726,0.8559252,0.8588352,0.84838104,0.8517995,0.8674143,0.85589796,0.86497265,0.8477203,0.82354504,0.8413147,0,True
