,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_google_ux_Score
98136,0.5390306,0.7695153,0.5210865,0.7605432,0.46664098,0.7333205,0.5468139,0.773407,0.54373354,0.7718668,0.6036657,0.80183285,0.5392845,0.76964223,0.624345,0.81217253,0.6057838,0.8028919,0.6136893,0.80684465
98137,0.62696207,0.81348103,0.6435622,0.8217811,0.54026747,0.77013373,0.61856997,0.809285,0.66006404,0.830032,0.70541257,0.8527063,0.7090754,0.8545377,0.72424537,0.86212265,0.7189111,0.8594556,0.71745634,0.8587282
98138,0.6068181,0.80340904,0.5644387,0.78221935,0.5391697,0.7695849,0.5793067,0.78965336,0.63396823,0.8169841,0.74373823,0.8718691,0.6772492,0.8386246,0.7150799,0.85753995,0.7130456,0.8565228,0.7541491,0.87707454
98171,0.63910043,0.8195502,0.6244286,0.81221426,0.55432564,0.7771628,0.5958884,0.7979442,0.6795262,0.8397631,0.70943165,0.8547158,0.7021461,0.851073,0.71795833,0.85897917,0.71175456,0.8558773,0.7206316,0.8603158
98172,0.5700718,0.7850359,0.59707004,0.798535,0.50256133,0.75128067,0.5420991,0.77104956,0.66875553,0.83437777,0.7355234,0.86776173,0.7535231,0.87676156,0.7284015,0.8642007,0.7001175,0.8500588,0.7453331,0.87266654
98173,0.6939802,0.8469901,0.66037774,0.8301889,0.58388525,0.7919426,0.5978302,0.7989151,0.73201334,0.8660067,0.8168069,0.90840346,0.7585906,0.8792953,0.7415898,0.8707949,0.77535397,0.88767695,0.8135643,0.90678215
98245,0.51330906,0.7566545,0.5532121,0.7766061,0.48385715,0.7419286,0.4972679,0.748634,0.55530965,0.7776548,0.62874705,0.8143735,0.6279901,0.81399506,0.6460036,0.8230018,0.6564864,0.8282432,0.6395105,0.81975526
98250,0.60938114,0.8046906,0.6832887,0.84164435,0.5879437,0.79397184,0.6083175,0.80415875,0.5599824,0.7799912,0.5097889,0.75489444,0.50662607,0.75331306,0.63251525,0.8162576,0.55130506,0.7756525,0.48734528,0.7436726
98251,0.5054721,0.7527361,0.4604043,0.73020214,0.4080759,0.70403796,0.47956416,0.7397821,0.48078936,0.7403947,0.5018543,0.75092715,0.5009153,0.75045764,0.49255034,0.7462752,0.5524479,0.77622396,0.4793336,0.7396668
98252,0.488353,0.7441765,0.4651156,0.7325578,0.391452,0.69572604,0.5879451,0.79397255,0.4968797,0.74843985,0.4600751,0.73003757,0.47322834,0.73661417,0.4710937,0.7355468,0.52494895,0.7624745,0.45988813,0.72994405
98253,0.7128157,0.8564079,0.7048917,0.85244584,0.6122105,0.80610526,0.6517621,0.82588106,0.70858514,0.8542926,0.71627295,0.8581365,0.6849245,0.84246224,0.7545073,0.87725365,0.7497514,0.87487566,0.71937215,0.8596861
98254,0.6455585,0.82277924,0.60785615,0.8039281,0.5785794,0.7892897,0.63430643,0.8171532,0.64122283,0.8206114,0.7483306,0.8741653,0.65277624,0.8263881,0.7196086,0.8598043,0.73151916,0.8657596,0.72830105,0.8641505
98255,0.72629726,0.8631486,0.7040882,0.8520441,0.6548971,0.82744855,0.72364855,0.8618243,0.7585773,0.8792887,0.7792075,0.88960373,0.7209105,0.8604553,0.80207694,0.90103847,0.7471632,0.8735816,0.7861024,0.8930512
98256,0.61387,0.806935,0.5984956,0.7992478,0.5317701,0.76588506,0.64595234,0.8229762,0.62566817,0.8128341,0.6902648,0.8451324,0.5991501,0.7995751,0.6747739,0.83738697,0.6757794,0.8378897,0.64925474,0.8246274
98257,0.67178273,0.83589137,0.67482615,0.8374131,0.59913814,0.7995691,0.6816815,0.84084076,0.62045336,0.8102267,0.7004112,0.8502056,0.63968426,0.8198421,0.732241,0.86612046,0.7422276,0.8711138,0.7092773,0.85463864
98258,0.60237145,0.8011857,0.63074315,0.8153716,0.5373272,0.7686636,0.61062473,0.8053124,0.5424026,0.7712013,0.57237434,0.7861872,0.6020504,0.8010252,0.5949125,0.79745626,0.633403,0.81670153,0.62906843,0.8145342
98259,0.6371031,0.81855154,0.6085035,0.8042518,0.5515455,0.77577275,0.61068726,0.8053436,0.6370362,0.8185181,0.70161414,0.8508071,0.6939065,0.8469533,0.68677497,0.8433875,0.72708213,0.86354107,0.7366129,0.86830646
98260,0.65788704,0.8289435,0.6498934,0.8249467,0.62069565,0.8103478,0.7102355,0.85511774,0.6574595,0.82872975,0.712613,0.8563065,0.6536157,0.82680786,0.746631,0.8733155,0.71207285,0.8560364,0.7033086,0.8516543
98261,0.62121403,0.810607,0.5793397,0.7896699,0.57463527,0.78731763,0.62964064,0.8148203,0.6253631,0.81268156,0.704002,0.852001,0.6612734,0.83063674,0.667019,0.8335095,0.6934891,0.84674454,0.71972644,0.8598632
98262,0.6084273,0.80421364,0.5775493,0.7887746,0.52702457,0.76351225,0.6595651,0.82978255,0.58851874,0.79425937,0.6637905,0.83189523,0.6206964,0.8103482,0.6693585,0.83467925,0.7106786,0.8553393,0.68192995,0.840965
98263,0.61842597,0.809213,0.6457605,0.82288027,0.5613958,0.78069794,0.622118,0.811059,0.6585564,0.82927823,0.71567166,0.8578358,0.65108943,0.8255447,0.73209584,0.8660479,0.69043684,0.8452184,0.7123599,0.85617995
98264,0.6590581,0.82952905,0.60862994,0.804315,0.52923644,0.7646182,0.7048067,0.85240334,0.5847977,0.7923988,0.6097884,0.8048942,0.560724,0.780362,0.656366,0.828183,0.6205025,0.81025124,0.60577196,0.802886
98265,0.7474973,0.87374866,0.70603615,0.85301805,0.6571332,0.8285666,0.6732728,0.8366364,0.7375473,0.86877364,0.8276414,0.91382074,0.7163218,0.8581609,0.8000917,0.9000459,0.77595973,0.88797987,0.7809199,0.89045995
98266,0.77088714,0.88544357,0.6818347,0.84091735,0.6461978,0.8230989,0.6865543,0.84327716,0.7319453,0.86597264,0.83798534,0.91899264,0.72074056,0.8603703,0.7981422,0.8990711,0.77790475,0.8889524,0.80481553,0.90240777
98267,0.678763,0.83938146,0.65035117,0.8251756,0.6062622,0.8031311,0.6446118,0.8223059,0.68436664,0.84218335,0.71064925,0.8553246,0.6488273,0.82441366,0.728391,0.86419547,0.752541,0.87627053,0.727757,0.8638785
98268,0.6499058,0.8249529,0.66903967,0.83451986,0.64133674,0.82066834,0.6300634,0.8150317,0.60348964,0.8017448,0.6342289,0.8171145,0.54706323,0.7735316,0.70250857,0.8512543,0.64490616,0.8224531,0.64095294,0.8204765
98269,0.66430706,0.83215356,0.59258175,0.7962909,0.5432811,0.77164054,0.60672057,0.8033603,0.63253915,0.8162696,0.7353624,0.8676812,0.64745224,0.8237261,0.7056115,0.85280573,0.6921792,0.8460896,0.6953492,0.8476746
98270,0.6776738,0.8388369,0.63248384,0.8162419,0.56050646,0.78025323,0.6500639,0.82503194,0.63678324,0.8183916,0.70467675,0.8523384,0.6711074,0.8355537,0.6876424,0.84382117,0.7127863,0.85639316,0.70090574,0.8504529
98271,0.61278343,0.8063917,0.59603155,0.7980158,0.5079057,0.75395286,0.55770934,0.77885467,0.62824,0.81412,0.7780963,0.88904816,0.7213395,0.86066973,0.7062113,0.85310566,0.73770225,0.8688511,0.77219474,0.8860974
98272,0.6475421,0.82377106,0.67405224,0.8370261,0.59503174,0.79751587,0.6358738,0.8179369,0.6879871,0.84399354,0.79461706,0.8973085,0.75339115,0.8766956,0.79780024,0.89890015,0.76023155,0.88011575,0.81702054,0.90851027
98273,0.61116266,0.80558133,0.67241293,0.83620644,0.5572425,0.77862126,0.628224,0.814112,0.5793512,0.7896756,0.6272285,0.81361425,0.63285637,0.8164282,0.7189213,0.85946065,0.70881027,0.85440516,0.70016724,0.8500836
98274,0.6537845,0.82689226,0.6324135,0.81620675,0.58163846,0.7908192,0.66419166,0.83209586,0.65428746,0.8271437,0.7620034,0.8810017,0.6672791,0.83363956,0.7409648,0.8704824,0.7199204,0.8599602,0.7415798,0.8707899
98275,0.6914392,0.8457196,0.6568852,0.8284426,0.6028337,0.8014169,0.63936067,0.81968033,0.7304939,0.86524695,0.7893857,0.89469284,0.74639314,0.8731966,0.78837895,0.8941895,0.74613506,0.8730675,0.7830235,0.89151174
98276,0.7048195,0.8524097,0.681213,0.8406065,0.60681665,0.8034083,0.6589702,0.82948506,0.7322731,0.86613655,0.7785672,0.8892836,0.74814296,0.8740715,0.7738349,0.8869175,0.7930106,0.8965053,0.7938868,0.8969434
98277,0.6991706,0.8495853,0.65903294,0.8295165,0.5763637,0.78818184,0.65100014,0.8255001,0.7023382,0.8511691,0.80072117,0.9003606,0.74946153,0.87473077,0.7796516,0.8898258,0.7952435,0.89762175,0.81307614,0.90653807
98278,0.7580122,0.8790061,0.70836884,0.8541844,0.66629297,0.83314645,0.6760381,0.838019,0.76706904,0.88353455,0.88006043,0.9400302,0.7823554,0.8911777,0.8322532,0.9161266,0.7809088,0.8904544,0.8367405,0.91837025
98279,0.72654855,0.8632743,0.69004005,0.84502006,0.61199063,0.80599535,0.6485605,0.82428026,0.70840967,0.85420483,0.82208514,0.9110426,0.73013234,0.8650662,0.7848388,0.8924194,0.7408955,0.87044775,0.7915782,0.8957891
98280,0.7384601,0.86923003,0.7071203,0.85356015,0.64675415,0.8233771,0.72100264,0.8605013,0.7188126,0.8594063,0.79510427,0.89755213,0.7458582,0.8729291,0.80627155,0.9031358,0.80055845,0.9002792,0.81211483,0.9060574
98281,0.66403586,0.8320179,0.6148053,0.8074026,0.5517743,0.77588713,0.6467015,0.8233508,0.68009806,0.840049,0.7410381,0.87051904,0.7142395,0.85711974,0.7210835,0.86054176,0.7355325,0.86776626,0.7246361,0.86231804
98282,0.6695348,0.8347674,0.69138646,0.84569323,0.59896564,0.7994828,0.69959915,0.8497996,0.6634084,0.8317042,0.7286161,0.86430806,0.71950436,0.8597522,0.7605643,0.88028216,0.74906754,0.8745338,0.76220834,0.8811042
98283,0.6771821,0.83859104,0.65551376,0.8277569,0.5768856,0.7884428,0.65338993,0.82669497,0.6904533,0.84522665,0.75853306,0.8792665,0.7231657,0.8615829,0.733565,0.8667825,0.7353203,0.86766016,0.7748563,0.88742816
98284,0.47634858,0.7381743,0.52383626,0.7619181,0.4180142,0.7090071,0.45351416,0.72675705,0.53438634,0.7671932,0.565508,0.782754,0.61194724,0.80597365,0.592459,0.7962295,0.6027769,0.80138844,0.58952934,0.79476464
98285,0.5794903,0.78974515,0.543125,0.77156246,0.4645929,0.73229647,0.5509547,0.77547735,0.577167,0.7885835,0.63934004,0.81967,0.61137706,0.8056885,0.62368864,0.81184435,0.677292,0.838646,0.6519783,0.8259891
98286,0.58973086,0.7948654,0.58953506,0.7947675,0.5337388,0.7668694,0.53444934,0.76722467,0.6334218,0.8167109,0.6965821,0.84829104,0.66601706,0.8330085,0.7225661,0.86128306,0.68935895,0.8446795,0.71361166,0.8568058
98287,0.6989839,0.84949195,0.70294625,0.8514731,0.63444424,0.8172221,0.6493846,0.8246923,0.707438,0.853719,0.7877897,0.89389485,0.7224158,0.8612079,0.8272548,0.9136274,0.7487515,0.87437576,0.775228,0.887614
98288,0.702845,0.8514225,0.6709918,0.8354959,0.58683723,0.79341865,0.58521533,0.79260767,0.68580294,0.84290147,0.67778295,0.8388915,0.61546445,0.8077322,0.7196686,0.8598343,0.6645826,0.8322913,0.6720486,0.8360243
98289,0.6164299,0.80821496,0.5908216,0.7954108,0.55398035,0.7769902,0.60314345,0.8015717,0.6240005,0.8120003,0.72706515,0.86353254,0.6275773,0.81378865,0.70013404,0.850067,0.70286226,0.85143113,0.7104625,0.8552313
98290,0.489218,0.744609,0.5056462,0.7528231,0.48385364,0.7419268,0.44638982,0.7231949,0.55486524,0.7774326,0.62011844,0.8100592,0.6494804,0.8247402,0.56322527,0.78161263,0.6413685,0.82068425,0.6733123,0.83665615
98291,0.67539144,0.8376957,0.6600976,0.8300488,0.59341663,0.79670835,0.6058241,0.80291206,0.69229513,0.84614754,0.8064736,0.9032368,0.75660145,0.8783007,0.75812703,0.8790635,0.78547543,0.89273775,0.8096339,0.904817
98292,0.57635236,0.7881762,0.6271162,0.8135581,0.52311194,0.76155597,0.5882963,0.79414815,0.6333143,0.8166572,0.6822655,0.84113276,0.6977924,0.8488962,0.7137035,0.85685176,0.69968355,0.8498418,0.6987113,0.84935564
98293,0.6424941,0.82124704,0.63585263,0.8179263,0.54533076,0.7726654,0.6024737,0.80123687,0.64309824,0.8215491,0.7168479,0.85842395,0.6745268,0.8372634,0.7026805,0.8513403,0.6978618,0.8489309,0.6959876,0.8479938
98294,0.5377466,0.76887333,0.50888133,0.75444067,0.47172585,0.7358629,0.53553116,0.7677656,0.55242765,0.7762138,0.5669124,0.7834562,0.525525,0.7627625,0.5797478,0.7898739,0.58316755,0.7915838,0.53177345,0.7658867
98295,0.6156051,0.80780256,0.6083908,0.8041954,0.5295781,0.76478904,0.5764481,0.78822404,0.65480936,0.8274047,0.7644923,0.88224614,0.7078375,0.8539188,0.73383915,0.8669196,0.75177413,0.87588704,0.7793411,0.88967055
98296,0.61301005,0.806505,0.6307565,0.81537825,0.54273605,0.771368,0.6059239,0.80296195,0.6170306,0.8085153,0.6400447,0.82002234,0.6310955,0.81554776,0.7191865,0.8595933,0.6589873,0.82949364,0.64683366,0.8234168
98297,0.70849127,0.85424566,0.6830847,0.84154236,0.6336453,0.81682265,0.69689345,0.8484467,0.670735,0.8353675,0.6997226,0.84986126,0.6642233,0.83211166,0.7690252,0.8845126,0.760983,0.8804915,0.7583666,0.8791833
98298,0.70127606,0.85063803,0.6595309,0.82976544,0.5881524,0.7940762,0.6772405,0.83862025,0.6901907,0.84509534,0.77899694,0.8894985,0.7207295,0.86036474,0.7686261,0.88431305,0.7622986,0.8811493,0.78972185,0.8948609
98299,0.6368213,0.81841063,0.6565449,0.82827246,0.56220895,0.78110445,0.5808951,0.7904476,0.6907624,0.8453812,0.75823426,0.87911713,0.696779,0.8483895,0.7543155,0.87715775,0.6715597,0.83577985,0.72488105,0.8624405
98300,0.6184603,0.80923015,0.6465813,0.82329065,0.5678779,0.78393894,0.59288335,0.7964417,0.68273604,0.841368,0.7506657,0.87533283,0.75711745,0.87855875,0.7684611,0.88423055,0.7532116,0.8766058,0.7798266,0.8899133
98301,0.5419772,0.7709886,0.5141526,0.75707626,0.47363484,0.7368174,0.48712826,0.7435641,0.57434785,0.7871739,0.6683813,0.8341906,0.65131116,0.8256556,0.6424559,0.8212279,0.65330017,0.8266501,0.69255996,0.84628
98302,0.740448,0.870224,0.69077206,0.845386,0.623387,0.8116935,0.6893021,0.84465104,0.7477305,0.87386525,0.8211682,0.9105841,0.75208986,0.8760449,0.7918725,0.89593625,0.75429386,0.87714696,0.8126714,0.9063357
98303,0.6942357,0.84711784,0.6342665,0.81713325,0.5840604,0.7920302,0.6253674,0.8126837,0.70855093,0.85427547,0.8177886,0.9088943,0.7349827,0.86749136,0.7585989,0.87929946,0.77742803,0.888714,0.8370243,0.9185121
98304,0.7374593,0.86872965,0.7133234,0.8566617,0.6449465,0.8224733,0.64109623,0.8205481,0.6959923,0.8479961,0.7938653,0.89693266,0.72891724,0.8644586,0.77294123,0.8864706,0.77115184,0.8855759,0.7795539,0.88977695
98305,0.719731,0.8598655,0.6892371,0.84461856,0.59985095,0.79992545,0.6596202,0.82981014,0.7119249,0.85596246,0.809815,0.90490746,0.7512952,0.8756476,0.7871189,0.89355946,0.776327,0.8881635,0.7931958,0.89659786
98306,0.65583676,0.8279184,0.65734184,0.8286709,0.57194364,0.7859718,0.6127274,0.8063637,0.67817223,0.8390861,0.7585926,0.8792963,0.7102842,0.8551421,0.752212,0.876106,0.73388916,0.86694455,0.73461556,0.8673078
98307,0.71217406,0.856087,0.6997483,0.84987414,0.6266347,0.81331736,0.64722335,0.8236117,0.7393497,0.86967486,0.8464482,0.9232241,0.76366806,0.88183403,0.8346088,0.9173044,0.7865115,0.8932557,0.8157832,0.90789163
98308,0.62163603,0.810818,0.6745676,0.8372838,0.5229049,0.76145244,0.60163176,0.8008159,0.623132,0.811566,0.64520293,0.82260144,0.6996801,0.84984004,0.66921973,0.83460987,0.71717757,0.8585888,0.690648,0.84532404
98309,0.65959406,0.829797,0.62426716,0.81213355,0.563912,0.78195596,0.5868308,0.7934154,0.682653,0.8413265,0.7551213,0.8775606,0.6873938,0.8436969,0.7635647,0.88178235,0.7480413,0.87402064,0.72796154,0.86398077
98310,0.7190622,0.8595311,0.66254246,0.83127123,0.6418382,0.8209191,0.5934643,0.7967322,0.70322144,0.8516107,0.8260959,0.9130479,0.7388439,0.86942196,0.75550455,0.8777523,0.6936391,0.8468195,0.7815087,0.89075434
98311,0.7107731,0.85538656,0.6914718,0.8457359,0.6193537,0.8096769,0.63958347,0.81979173,0.69175744,0.8458787,0.761963,0.8809815,0.72224784,0.8611239,0.7437862,0.8718931,0.7655877,0.88279384,0.7814112,0.8907056
98312,0.67572737,0.8378637,0.7082332,0.85411656,0.6059918,0.8029959,0.649611,0.8248055,0.71125615,0.8556281,0.7769465,0.8884733,0.77708507,0.88854253,0.7827241,0.8913621,0.7286155,0.86430776,0.810135,0.9050675
98313,0.66740286,0.83370143,0.647511,0.8237555,0.61517584,0.8075879,0.61873496,0.8093675,0.6642853,0.83214265,0.79106563,0.89553285,0.6554053,0.82770264,0.7810526,0.8905263,0.7267088,0.86335444,0.75804925,0.8790246
98314,0.7496891,0.87484455,0.69504106,0.84752053,0.63323826,0.81661916,0.69601834,0.84800917,0.7450807,0.87254035,0.8213042,0.9106521,0.72048926,0.86024463,0.80335027,0.9016751,0.76947623,0.8847381,0.8086317,0.9043158
98315,0.6070478,0.8035239,0.64153314,0.82076657,0.57179725,0.7858986,0.62521124,0.8126056,0.64238983,0.8211949,0.73167956,0.8658398,0.65934277,0.8296714,0.70603544,0.8530177,0.74527574,0.87263787,0.7162343,0.85811716
98316,0.7801987,0.89009935,0.7445154,0.8722577,0.67288876,0.8364444,0.6729676,0.83648384,0.76134014,0.8806701,0.83697915,0.9184896,0.71084845,0.8554242,0.8224143,0.91120714,0.7341505,0.86707526,0.7778107,0.88890535
98317,0.5906798,0.79533994,0.5928672,0.79643357,0.5232456,0.7616228,0.5284231,0.76421154,0.65917826,0.8295891,0.78998494,0.8949925,0.745392,0.87269604,0.7083279,0.85416394,0.712246,0.856123,0.78520405,0.892602
98318,0.70045054,0.85022527,0.6563823,0.82819116,0.6169071,0.80845356,0.67097783,0.8354889,0.6804223,0.84021115,0.75707024,0.87853515,0.73283803,0.866419,0.7257229,0.86286145,0.748388,0.874194,0.7862187,0.8931093
98319,0.65886426,0.82943213,0.6258381,0.812919,0.5816714,0.79083574,0.7025589,0.85127944,0.6204589,0.8102294,0.6868429,0.84342146,0.625008,0.812504,0.7005657,0.85028285,0.6999593,0.84997964,0.68913513,0.84456754
98320,0.68226445,0.8411322,0.67668605,0.838343,0.6418085,0.82090425,0.61770064,0.8088503,0.7205882,0.8602941,0.83058196,0.91529095,0.7280524,0.8640262,0.79571056,0.8978553,0.7719842,0.8859921,0.7996651,0.89983255
98321,0.7002834,0.8501417,0.68739843,0.8436992,0.6332123,0.81660616,0.7003031,0.85015154,0.6927372,0.8463686,0.78221977,0.8911099,0.7043857,0.8521929,0.77036726,0.88518363,0.77199566,0.88599783,0.7873273,0.89366364
98322,0.69561183,0.8478059,0.6843459,0.842173,0.5887743,0.79438716,0.6174613,0.80873066,0.7568369,0.87841845,0.8382902,0.9191451,0.7513262,0.8756631,0.7928748,0.8964374,0.78976274,0.89488137,0.8203937,0.91019684
98323,0.66057515,0.8302876,0.6115171,0.80575854,0.538971,0.7694855,0.56424737,0.7821237,0.67543364,0.8377168,0.7551993,0.87759966,0.7009443,0.85047215,0.75209004,0.876045,0.6885717,0.84428585,0.7322281,0.866114
98324,0.70500016,0.8525001,0.6601039,0.83005196,0.61345756,0.8067288,0.71338546,0.85669273,0.6745671,0.83728355,0.75515664,0.8775783,0.690359,0.8451795,0.7368578,0.8684289,0.76191974,0.88095987,0.7807897,0.8903948
98325,0.68232495,0.84116244,0.61545604,0.80772805,0.5910044,0.7955022,0.60301137,0.8015057,0.70082414,0.8504121,0.8030343,0.90151715,0.72789097,0.8639455,0.7668712,0.8834356,0.7434956,0.8717478,0.7815959,0.890798
98326,0.6245289,0.81226444,0.6252812,0.8126406,0.5562695,0.77813476,0.5936523,0.7968261,0.5999037,0.79995185,0.68267864,0.84133935,0.62087923,0.8104396,0.721449,0.8607245,0.74278843,0.8713942,0.705619,0.8528095
98327,0.52984273,0.76492137,0.5755613,0.78778064,0.48041564,0.7402078,0.5361416,0.7680708,0.54674876,0.7733744,0.63170916,0.81585455,0.62753254,0.81376624,0.6250343,0.81251717,0.69360673,0.84680337,0.670431,0.8352155
98328,0.69154495,0.8457725,0.64669263,0.8233463,0.6044479,0.8022239,0.7106068,0.8553034,0.67038107,0.83519053,0.7338337,0.86691684,0.67179644,0.8358982,0.76836735,0.88418365,0.7165207,0.8582604,0.72723645,0.86361825
98329,0.61864877,0.8093244,0.6242534,0.8121267,0.5267456,0.7633728,0.62583387,0.81291693,0.61552024,0.8077601,0.66955173,0.83477587,0.666588,0.83329403,0.7165297,0.85826486,0.7165658,0.8582829,0.7203858,0.8601929
98330,0.61819434,0.8090972,0.64069206,0.820346,0.5718887,0.78594434,0.614102,0.807051,0.6574767,0.82873833,0.6774322,0.8387161,0.6666443,0.83332217,0.70281124,0.8514056,0.6872916,0.8436458,0.6869101,0.8434551
98331,0.531097,0.76554847,0.47770393,0.73885196,0.45114088,0.72557044,0.5304251,0.76521254,0.50133747,0.75066876,0.60084885,0.80042446,0.45798713,0.72899354,0.56065655,0.7803283,0.6034565,0.80172825,0.51437116,0.7571856
98332,0.52254677,0.7612734,0.53555286,0.7677764,0.46754438,0.73377216,0.52734625,0.7636731,0.5461912,0.7730956,0.6176137,0.80880684,0.62013054,0.81006527,0.64214265,0.8210713,0.6355235,0.8177618,0.6506055,0.8253027
98333,0.54266715,0.7713336,0.4990701,0.7495351,0.48539758,0.7426988,0.5260784,0.76303923,0.5406229,0.7703115,0.66895044,0.8344752,0.62720907,0.81360453,0.587261,0.7936305,0.6817161,0.84085804,0.68865967,0.84432983
98334,0.68349147,0.84174573,0.66464293,0.83232147,0.6680874,0.83404374,0.61450815,0.8072541,0.6132748,0.8066374,0.63941705,0.8197085,0.5373945,0.76869726,0.6680587,0.8340293,0.6376828,0.8188414,0.6106025,0.80530125
98335,0.722666,0.861333,0.7155329,0.85776645,0.6640763,0.83203816,0.6640229,0.83201146,0.7395239,0.86976194,0.8228136,0.91140676,0.7540703,0.87703514,0.82087576,0.9104379,0.79622513,0.89811254,0.81885034,0.90942514
98336,0.5483833,0.7741916,0.5493599,0.77467996,0.5381679,0.769084,0.56167305,0.7808365,0.5519376,0.7759688,0.626896,0.813448,0.51332325,0.75666165,0.6304971,0.81524855,0.59963596,0.799818,0.56762624,0.7838131
98337,0.47291127,0.7364556,0.45411843,0.72705925,0.3877095,0.69385475,0.46741515,0.73370755,0.4887017,0.74435085,0.5177835,0.75889176,0.55065364,0.77532685,0.48897916,0.74448955,0.53516227,0.7675811,0.5415127,0.77075636
98338,0.6218443,0.81092215,0.6622383,0.8311192,0.5822036,0.7911018,0.6129734,0.8064867,0.60046434,0.8002322,0.57535017,0.7876751,0.5999446,0.7999723,0.6541569,0.82707846,0.6736817,0.83684087,0.6142541,0.80712706
98339,0.48005277,0.74002635,0.5001936,0.7500968,0.43990773,0.7199539,0.45193458,0.7259673,0.5194969,0.75974846,0.6164116,0.80820584,0.56372094,0.7818605,0.5941173,0.79705864,0.59931344,0.79965675,0.6132654,0.8066327
98340,0.59288645,0.7964432,0.57209015,0.7860451,0.50188947,0.75094473,0.5757459,0.7878729,0.599211,0.7996055,0.68331635,0.8416582,0.6637677,0.83188385,0.6405659,0.82028294,0.6648972,0.8324486,0.6755762,0.8377881
98341,0.6553727,0.8276863,0.66984653,0.83492327,0.61143935,0.8057197,0.66273,0.831365,0.66846967,0.83423483,0.77332735,0.8866637,0.7111107,0.85555536,0.79456544,0.8972827,0.7758261,0.88791305,0.7784014,0.8892007
98342,0.73757046,0.86878526,0.68307024,0.8415351,0.6268406,0.8134203,0.6501262,0.8250631,0.72233677,0.8611684,0.78449655,0.8922483,0.71064126,0.85532063,0.7824683,0.89123416,0.75223804,0.876119,0.774696,0.887348
98343,0.4595998,0.72979987,0.45152098,0.72576046,0.3907325,0.69536626,0.45292974,0.72646487,0.48102403,0.740512,0.5499196,0.7749598,0.5263246,0.7631623,0.5355743,0.76778716,0.5756072,0.7878036,0.5810244,0.7905122
98344,0.73559254,0.8677963,0.6961121,0.8480561,0.6112206,0.8056103,0.68872285,0.8443614,0.70182633,0.85091317,0.77651525,0.8882576,0.71289176,0.8564459,0.7742927,0.88714635,0.7547929,0.87739646,0.78297627,0.89148813
98345,0.6691974,0.83459866,0.6518239,0.82591194,0.5971194,0.79855967,0.59927046,0.79963523,0.6952747,0.84763736,0.7894839,0.89474195,0.6931782,0.8465891,0.74680495,0.8734025,0.72268295,0.8613415,0.7745819,0.88729095
98346,0.59229326,0.79614663,0.5880342,0.7940171,0.54415685,0.7720784,0.58262986,0.79131496,0.6017857,0.80089283,0.7035334,0.8517667,0.62491447,0.8124572,0.7174216,0.85871077,0.655951,0.8279755,0.66765773,0.83382887
98347,0.5311863,0.7655932,0.5427652,0.7713826,0.48947275,0.7447364,0.5138145,0.7569072,0.5465354,0.7732677,0.62085426,0.8104271,0.6092318,0.8046159,0.60207486,0.80103743,0.69334686,0.8466734,0.65234685,0.8261734
98348,0.582391,0.7911955,0.55333924,0.7766696,0.5207501,0.760375,0.5596416,0.7798208,0.5953443,0.79767215,0.6878351,0.84391755,0.6379664,0.8189832,0.6583525,0.82917625,0.7156848,0.8578424,0.70856094,0.8542805
98349,0.6734662,0.8367331,0.7017919,0.85089594,0.5948626,0.7974313,0.6240163,0.81200814,0.6808453,0.84042263,0.74475217,0.8723761,0.6690341,0.83451706,0.78652173,0.89326084,0.7396941,0.86984706,0.7195755,0.85978776
