,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Score
56800,0.62536097,0.8126805,0.59820193,0.799101,0.5393792,0.76968956,0.5855199,0.79275995,0.58599406,0.792997,0.6300514,0.8150257,0.5737891,0.78689456,0.654969,0.8274845,0.6295769,0.81478846,0.6213096,0.81065476
56801,0.6718334,0.8359167,0.65090495,0.82545245,0.6008899,0.80044496,0.59899986,0.7994999,0.6588086,0.8294043,0.77907956,0.8895398,0.6707889,0.83539444,0.7472931,0.87364656,0.72722185,0.8636109,0.7530943,0.87654716
56802,0.7008923,0.85044616,0.63842076,0.8192104,0.6013542,0.80067706,0.6202176,0.8101088,0.65871763,0.8293588,0.74681246,0.87340623,0.6828437,0.84142184,0.7430575,0.87152874,0.74293184,0.8714659,0.74405277,0.8720264
56803,0.7500196,0.8750098,0.7093401,0.85467005,0.62611866,0.81305933,0.6146618,0.8073309,0.7613734,0.8806867,0.88253415,0.9412671,0.7955625,0.89778125,0.8102001,0.90510005,0.78981566,0.89490783,0.8561914,0.9280957
56804,0.72149813,0.86074907,0.69276416,0.8463821,0.627846,0.813923,0.66501033,0.83250517,0.7424284,0.8712142,0.8124761,0.9062381,0.7584455,0.87922275,0.8356778,0.91783893,0.78140557,0.8907028,0.81795645,0.9089782
56805,0.65573555,0.82786775,0.65726495,0.8286325,0.6007688,0.8003844,0.6447975,0.8223988,0.64218736,0.8210937,0.71464956,0.8573248,0.6708987,0.83544934,0.7537847,0.8768923,0.7471963,0.87359816,0.73638713,0.86819357
56807,0.6868377,0.84341884,0.68460333,0.84230167,0.60759676,0.8037984,0.6108086,0.8054043,0.71451116,0.8572556,0.78017604,0.890088,0.7794001,0.88970006,0.7633066,0.8816533,0.7961047,0.89805233,0.8203478,0.9101739
56809,0.71084845,0.8554242,0.7210468,0.8605234,0.61627793,0.80813897,0.6760446,0.8380223,0.72448504,0.8622425,0.77374744,0.8868737,0.75944126,0.8797206,0.799982,0.89999104,0.8005314,0.9002657,0.801703,0.9008515
56859,0.6077106,0.8038553,0.55525047,0.7776252,0.47671783,0.7383589,0.5834122,0.7917061,0.5946392,0.7973196,0.6963078,0.8481539,0.6411434,0.82057166,0.66494894,0.83247447,0.7023128,0.8511564,0.6944329,0.8472165
56860,0.6682209,0.83411044,0.65507746,0.8275387,0.60136473,0.80068237,0.70106125,0.8505306,0.6789919,0.83949596,0.7758807,0.88794035,0.7130079,0.85650396,0.80297065,0.9014853,0.7547593,0.87737966,0.7997956,0.8998978
56861,0.6282449,0.81412244,0.58894837,0.7944742,0.5249418,0.7624709,0.6252264,0.8126132,0.6112168,0.8056084,0.68052465,0.8402623,0.6533258,0.8266629,0.70309716,0.85154855,0.6760814,0.8380407,0.69948435,0.8497422
56862,0.7250259,0.86251295,0.6927054,0.8463527,0.57362187,0.78681093,0.6158694,0.8079347,0.70474887,0.85237443,0.7824291,0.89121455,0.72832847,0.86416423,0.7919744,0.8959872,0.73806804,0.86903405,0.78481066,0.89240533
57384,0.7690841,0.88454205,0.725362,0.86268103,0.668522,0.834261,0.6579071,0.82895356,0.76701736,0.8835087,0.88032997,0.940165,0.78176117,0.8908806,0.85956204,0.929781,0.78721654,0.8936083,0.8526194,0.9263097
57400,0.732427,0.8662135,0.6598811,0.82994056,0.5937269,0.79686344,0.6025605,0.80128026,0.7095243,0.85476214,0.81399876,0.90699935,0.74671435,0.8733572,0.77712613,0.88856304,0.68814975,0.84407485,0.786436,0.89321804
62042,0.7343541,0.867177,0.65185523,0.8259276,0.66099155,0.8304958,0.63060963,0.8153048,0.6565787,0.8282894,0.7119054,0.85595274,0.6175687,0.80878437,0.675785,0.83789253,0.6626891,0.83134454,0.6522585,0.82612926
63086,0.52519655,0.7625983,0.54735494,0.77367747,0.48040754,0.74020374,0.494004,0.747002,0.5570177,0.77850884,0.6655543,0.83277714,0.63565934,0.81782967,0.6404656,0.8202328,0.67656827,0.83828413,0.6873963,0.84369814
63087,0.7462804,0.8731402,0.6971339,0.84856695,0.64317936,0.8215897,0.6707053,0.83535266,0.74058735,0.8702937,0.7726263,0.88631314,0.7608201,0.8804101,0.755896,0.877948,0.7599561,0.87997806,0.80098414,0.9004921
83710,0.6888095,0.84440476,0.66359127,0.83179563,0.58114934,0.79057467,0.63023967,0.81511986,0.66308904,0.8315445,0.7366071,0.86830354,0.64663345,0.8233167,0.75434965,0.87717485,0.70157707,0.85078853,0.72477376,0.8623869
83711,0.5890118,0.7945059,0.6819067,0.84095335,0.564541,0.7822705,0.54658884,0.77329445,0.54794204,0.773971,0.52282387,0.7614119,0.54339576,0.7716979,0.61795783,0.8089789,0.5933816,0.7966908,0.53443485,0.7672174
86666,0.6957888,0.84789443,0.7329167,0.86645836,0.6226008,0.8113004,0.662966,0.831483,0.7073645,0.8536823,0.7983247,0.89916235,0.75186634,0.8759332,0.8391384,0.9195692,0.8147065,0.9073533,0.82926047,0.91463023
87779,0.45700437,0.72850215,0.5244658,0.7622329,0.4048857,0.7024429,0.48533604,0.74266803,0.43545717,0.7177286,0.44437075,0.7221854,0.5130058,0.75650287,0.4880799,0.74403995,0.508985,0.7544925,0.49671912,0.74835956
97622,0.7197561,0.85987806,0.68161154,0.84080577,0.6259624,0.8129812,0.61353004,0.806765,0.761055,0.8805275,0.8680737,0.93403685,0.78399783,0.8919989,0.82803845,0.9140192,0.77633023,0.8881651,0.84641176,0.92320585
98134,0.7308576,0.8654288,0.67970026,0.8398501,0.63172704,0.8158635,0.5725186,0.7862593,0.7251425,0.86257124,0.8063296,0.9031648,0.76884145,0.88442075,0.77345634,0.88672817,0.7657982,0.8828991,0.81927156,0.9096358
98135,0.6467911,0.82339555,0.6385379,0.81926894,0.59751606,0.79875803,0.60629296,0.8031465,0.67669296,0.8383465,0.79217494,0.89608747,0.7400462,0.87002313,0.7968085,0.89840424,0.7517596,0.87587976,0.7906448,0.89532244
98136,0.72738874,0.86369437,0.6798501,0.83992505,0.62041724,0.8102086,0.6490167,0.8245083,0.735668,0.867834,0.8377298,0.9188649,0.738505,0.8692525,0.82176936,0.9108847,0.76123035,0.8806152,0.8202218,0.9101109
98137,0.6696608,0.8348304,0.6880262,0.8440131,0.58010054,0.79005027,0.62814355,0.8140718,0.7058836,0.8529418,0.7325737,0.8662869,0.73077166,0.86538583,0.7560462,0.8780231,0.73439074,0.86719537,0.7454739,0.87273693
98138,0.6245136,0.8122568,0.5956049,0.79780245,0.5573038,0.7786519,0.5978556,0.7989278,0.64616424,0.8230821,0.75685126,0.8784256,0.7235483,0.86177415,0.72478867,0.86239433,0.7488777,0.8744389,0.7827755,0.89138776
98171,0.6830863,0.84154314,0.61840427,0.80920213,0.57853556,0.7892678,0.5665275,0.78326374,0.7276343,0.86381716,0.8213222,0.9106611,0.76257646,0.88128823,0.75533545,0.8776677,0.7435572,0.8717786,0.80912185,0.9045609
98172,0.58392984,0.7919649,0.5990146,0.79950726,0.51006526,0.75503266,0.52632767,0.7631638,0.66240364,0.8312018,0.73043746,0.86521876,0.74556386,0.87278193,0.71360576,0.8568029,0.68481433,0.84240717,0.74322486,0.8716124
98173,0.7138467,0.85692334,0.725134,0.862567,0.6406077,0.82030386,0.67841625,0.8392081,0.7263534,0.8631767,0.7445531,0.87227654,0.7233361,0.86166805,0.7643318,0.8821659,0.77451295,0.8872565,0.7717422,0.8858711
98245,0.6492326,0.8246163,0.65885055,0.8294253,0.59670174,0.7983509,0.6240899,0.812045,0.67069155,0.83534575,0.7644309,0.88221544,0.7141881,0.85709405,0.76481533,0.88240767,0.76276904,0.8813845,0.7457969,0.87289846
98250,0.6334282,0.8167141,0.68781435,0.8439072,0.60457635,0.8022882,0.65117896,0.8255895,0.5904218,0.7952109,0.55392444,0.7769622,0.5382304,0.7691152,0.66174823,0.8308741,0.6085982,0.8042991,0.55554736,0.7777737
98251,0.5806881,0.79034406,0.5548506,0.7774253,0.48809722,0.7440486,0.5517998,0.7758999,0.5704284,0.7852142,0.602404,0.801202,0.59778535,0.7988927,0.59113985,0.7955699,0.6449307,0.82246536,0.58564,0.79282
98252,0.5229863,0.76149315,0.52618766,0.7630938,0.43509763,0.71754885,0.6768053,0.8384026,0.5198318,0.7599159,0.52159566,0.76079786,0.5177682,0.7588841,0.55542845,0.77771425,0.60633016,0.8031651,0.5258957,0.76294786
98253,0.7448,0.8724,0.71696496,0.8584825,0.6679077,0.83395386,0.6970455,0.8485228,0.69922066,0.8496103,0.7320794,0.8660397,0.6705328,0.8352664,0.75527644,0.8776382,0.74286824,0.8714341,0.733626,0.866813
98254,0.62689424,0.8134471,0.63551474,0.81775737,0.5776021,0.7888011,0.6557184,0.82785916,0.6516678,0.8258339,0.73306006,0.86653006,0.6574961,0.82874805,0.75735986,0.87867993,0.7447771,0.87238854,0.7459936,0.8729968
98255,0.7236488,0.8618244,0.6906151,0.8453076,0.64942944,0.8247147,0.66509175,0.8325459,0.7321764,0.8660882,0.8226334,0.9113167,0.748187,0.87409353,0.7980931,0.89904654,0.78823507,0.89411753,0.83027744,0.9151387
98256,0.65630263,0.82815135,0.62176156,0.8108808,0.5816691,0.79083455,0.67219687,0.83609843,0.6284908,0.8142454,0.6981397,0.84906983,0.6022655,0.80113274,0.6977074,0.8488537,0.70526254,0.8526313,0.6820668,0.8410334
98257,0.71632475,0.8581624,0.6724741,0.8362371,0.6333579,0.81667894,0.66890705,0.8344535,0.6937549,0.84687746,0.7888517,0.89442587,0.67278755,0.8363938,0.80122066,0.9006103,0.7260388,0.8630194,0.749086,0.874543
98258,0.71345085,0.85672545,0.6846136,0.8423068,0.62573576,0.8128679,0.64195454,0.8209773,0.67318547,0.83659273,0.7200458,0.8600229,0.7056606,0.8528303,0.685173,0.8425865,0.6959887,0.8479943,0.7218277,0.8609139
98259,0.63932085,0.8196604,0.6120999,0.80604994,0.5613369,0.78066844,0.60114646,0.8005732,0.66967773,0.83483887,0.7963855,0.89819276,0.7710818,0.8855409,0.7382449,0.86912245,0.76166946,0.8808347,0.8133615,0.90668076
98260,0.58928,0.79464,0.5737809,0.78689045,0.5730792,0.7865396,0.6832217,0.84161085,0.58486164,0.7924308,0.65535617,0.8276781,0.59540427,0.79770213,0.68618476,0.8430924,0.6890097,0.84450483,0.6701727,0.83508635
98261,0.676731,0.8383655,0.6428281,0.82141405,0.62487626,0.81243813,0.6952477,0.8476238,0.6649647,0.83248234,0.74474764,0.8723738,0.70397717,0.85198855,0.73145056,0.8657253,0.74402976,0.8720149,0.7686956,0.8843478
98262,0.6589222,0.8294611,0.5769269,0.7884635,0.5322521,0.76612604,0.60659933,0.80329967,0.6531376,0.82656884,0.7971859,0.89859295,0.6836853,0.84184265,0.7327367,0.86636835,0.71611714,0.8580586,0.7806389,0.89031947
98263,0.5841063,0.79205316,0.62975,0.814875,0.6176559,0.80882794,0.6218372,0.81091857,0.6213897,0.8106948,0.6567186,0.8283593,0.5857388,0.7928694,0.6978023,0.84890115,0.7150614,0.8575307,0.68427116,0.84213555
98264,0.6274028,0.8137014,0.60453856,0.8022693,0.5306032,0.7653016,0.69079983,0.8453999,0.5708537,0.78542686,0.6129932,0.8064966,0.56133574,0.7806679,0.682403,0.84120154,0.64330864,0.8216543,0.63109434,0.81554717
98265,0.73477304,0.8673865,0.6940875,0.84704375,0.64240426,0.82120216,0.6434963,0.82174814,0.73973763,0.8698688,0.8656155,0.93280774,0.7479025,0.87395126,0.80467296,0.9023365,0.7997122,0.8998561,0.82697093,0.91348547
98266,0.77191377,0.8859569,0.6745111,0.83725554,0.641058,0.820529,0.6920363,0.84601814,0.7141959,0.857098,0.8373441,0.9186721,0.72664833,0.86332417,0.7901379,0.89506894,0.7794267,0.88971335,0.819252,0.909626
98267,0.71723104,0.8586155,0.6694145,0.83470726,0.62462825,0.81231415,0.6957642,0.8478821,0.71649945,0.8582497,0.7576674,0.8788337,0.6920542,0.84602714,0.7608171,0.8804085,0.7866656,0.89333284,0.778381,0.8891905
98268,0.6656402,0.83282006,0.67232656,0.8361633,0.6527235,0.8263618,0.6362127,0.81810635,0.6143711,0.80718553,0.6235152,0.81175756,0.53646207,0.76823103,0.70168626,0.85084313,0.612024,0.80601203,0.59888595,0.799443
98269,0.7285857,0.86429286,0.6969248,0.8484624,0.6547917,0.82739586,0.668884,0.834442,0.7363589,0.86817944,0.8115886,0.90579426,0.73255104,0.86627555,0.8072148,0.90360737,0.80167514,0.90083754,0.7966896,0.8983448
98270,0.6694349,0.83471745,0.6342927,0.81714636,0.57412475,0.7870624,0.64025164,0.8201258,0.6242801,0.81214005,0.7321234,0.8660617,0.6639606,0.8319803,0.7217821,0.86089104,0.76224357,0.88112175,0.72023195,0.860116
98271,0.6166948,0.8083474,0.6139906,0.8069953,0.51982474,0.7599124,0.57354796,0.786774,0.6385275,0.81926376,0.77898836,0.8894942,0.72634304,0.8631715,0.7196992,0.8598496,0.7661685,0.88308424,0.78595287,0.8929764
98272,0.6608734,0.8304367,0.65553844,0.8277692,0.5864541,0.7932271,0.60858357,0.8042918,0.6978519,0.84892595,0.8258119,0.91290593,0.7342112,0.8671056,0.7973428,0.8986714,0.7802721,0.89013606,0.83587384,0.9179369
98273,0.6916314,0.84581566,0.7196586,0.8598293,0.60794246,0.80397123,0.6495912,0.8247956,0.7008829,0.85044146,0.7803119,0.8901559,0.74542034,0.87271017,0.8224342,0.9112171,0.7872249,0.89361244,0.8171333,0.90856665
98274,0.71068,0.85534,0.6535789,0.82678944,0.63878995,0.81939495,0.6466621,0.82333106,0.7060846,0.8530423,0.8571422,0.9285711,0.71796405,0.858982,0.7799549,0.88997746,0.7725381,0.8862691,0.80947596,0.90473795
98275,0.6973392,0.8486696,0.62321615,0.8116081,0.61180544,0.8059027,0.64156264,0.82078135,0.71227694,0.85613847,0.83487403,0.917437,0.7584131,0.87920654,0.80001044,0.9000052,0.7829329,0.89146644,0.82895887,0.91447943
98276,0.6993088,0.84965444,0.6642989,0.83214945,0.5941111,0.79705554,0.6047838,0.8023919,0.7229806,0.8614903,0.7839935,0.89199674,0.7348914,0.8674457,0.76613975,0.8830699,0.77754027,0.8887701,0.7834995,0.89174974
98277,0.6997375,0.8498688,0.68077767,0.84038883,0.5928797,0.7964399,0.6525933,0.8262967,0.72075415,0.8603771,0.8143408,0.9071704,0.779044,0.88952196,0.8003135,0.90015674,0.80855006,0.90427506,0.8395183,0.91975915
98278,0.7408268,0.8704134,0.670787,0.8353935,0.6374455,0.8187227,0.65071905,0.8253595,0.7298405,0.86492026,0.8544559,0.927228,0.746482,0.873241,0.7935842,0.8967921,0.7722013,0.88610065,0.8145826,0.9072913
98279,0.6962166,0.8481083,0.6845516,0.8422758,0.6080335,0.8040167,0.68842727,0.8442136,0.6873421,0.8436711,0.7735657,0.8867829,0.70346,0.85173,0.7850433,0.8925216,0.7459568,0.8729784,0.7734597,0.88672984
98280,0.7321414,0.8660707,0.70977676,0.8548884,0.6390581,0.81952906,0.6783706,0.8391853,0.7272228,0.8636114,0.812363,0.9061815,0.740286,0.870143,0.79493237,0.8974662,0.7845252,0.8922626,0.80593735,0.90296865
98281,0.69614035,0.84807014,0.66105855,0.8305293,0.5920904,0.7960452,0.6340617,0.81703085,0.69851184,0.8492559,0.7943692,0.8971846,0.7506356,0.8753178,0.7737944,0.8868972,0.76198757,0.8809938,0.81619996,0.9081
98282,0.6885159,0.84425795,0.7008467,0.85042334,0.63295615,0.8164781,0.7050437,0.85252184,0.6874105,0.84370524,0.77532196,0.887661,0.7288276,0.8644138,0.7993519,0.89967597,0.79638743,0.8981937,0.80730283,0.9036514
98283,0.71786284,0.8589314,0.6996155,0.84980774,0.6172893,0.80864465,0.67996734,0.8399837,0.7429956,0.8714978,0.81992775,0.90996385,0.7616787,0.88083935,0.8154982,0.90774906,0.78709745,0.8935487,0.82042617,0.9102131
98284,0.51206386,0.75603193,0.5411254,0.7705627,0.45042264,0.7252113,0.50232804,0.751164,0.55679953,0.77839977,0.63825893,0.81912947,0.6626646,0.8313323,0.65976274,0.82988137,0.6487851,0.82439256,0.65759206,0.828796
98285,0.63168824,0.8158441,0.6118946,0.8059473,0.5405728,0.77028644,0.598485,0.7992425,0.65652364,0.82826185,0.7508213,0.8754107,0.70164555,0.8508228,0.7325578,0.8662789,0.74815595,0.874078,0.7800919,0.89004594
98286,0.63595283,0.8179764,0.654851,0.8274255,0.6128546,0.8064273,0.5879251,0.79396254,0.651101,0.8255505,0.7175282,0.8587641,0.6578703,0.82893515,0.7529769,0.87648845,0.70981336,0.8549067,0.70010203,0.85005105
98287,0.71990854,0.85995424,0.7196348,0.8598174,0.6528468,0.8264234,0.6439214,0.8219607,0.7524233,0.87621164,0.85922587,0.92961293,0.7713089,0.88565445,0.87814593,0.93907297,0.7852688,0.8926344,0.8344736,0.9172368
98288,0.6097761,0.804888,0.6591947,0.82959735,0.5916965,0.79584825,0.5664897,0.78324485,0.62169826,0.81084913,0.6159855,0.80799276,0.6140432,0.8070216,0.69529223,0.8476461,0.71662796,0.858314,0.67231274,0.83615637
98289,0.6930646,0.8465323,0.639182,0.819591,0.61594015,0.80797005,0.64701545,0.8235077,0.6710174,0.8355087,0.75503224,0.87751615,0.6615095,0.83075476,0.74447656,0.8722383,0.7281846,0.8640923,0.7302739,0.865137
98290,0.50741017,0.7537051,0.52797484,0.7639874,0.5239325,0.7619662,0.44640845,0.72320426,0.5889255,0.79446274,0.6543361,0.82716805,0.6779283,0.83896416,0.5937081,0.796854,0.6512077,0.82560384,0.68836695,0.84418344
98291,0.6993554,0.8496777,0.683455,0.8417275,0.6416638,0.8208319,0.6606723,0.83033615,0.6979494,0.8489747,0.8007278,0.9003639,0.72191346,0.8609567,0.7747227,0.88736135,0.7783167,0.88915837,0.77227235,0.8861362
98292,0.65246594,0.82623297,0.6434867,0.82174337,0.57497656,0.7874883,0.6158391,0.80791956,0.69394505,0.8469725,0.8009987,0.90049934,0.72660315,0.8633016,0.78304964,0.8915248,0.7525729,0.87628645,0.7681062,0.8840531
98293,0.61429596,0.807148,0.62014645,0.81007326,0.5300409,0.7650205,0.58802754,0.79401374,0.63189155,0.81594574,0.72968256,0.8648413,0.6934197,0.84670985,0.7309139,0.86545694,0.7356893,0.86784464,0.7481331,0.8740666
98294,0.6657394,0.8328697,0.6300533,0.81502664,0.5796871,0.78984356,0.67566967,0.83783484,0.66444826,0.83222413,0.67155397,0.835777,0.6207905,0.81039524,0.69281054,0.84640527,0.6928882,0.84644413,0.6416467,0.8208233
98295,0.57473606,0.78736806,0.5517364,0.7758682,0.5243787,0.7621894,0.54893064,0.7744653,0.60104096,0.8005205,0.69946647,0.84973323,0.64744234,0.8237212,0.6761445,0.83807224,0.67504156,0.8375208,0.7078779,0.85393894
98296,0.7191503,0.85957515,0.72055435,0.8602772,0.6407423,0.82037115,0.6425697,0.8212849,0.7054006,0.8527003,0.77314353,0.88657176,0.7008382,0.8504191,0.81928253,0.90964127,0.7708281,0.88541406,0.7938297,0.89691484
98297,0.6994915,0.84974575,0.676384,0.838192,0.62206304,0.8110315,0.6599287,0.82996434,0.68739593,0.84369797,0.7709807,0.88549036,0.7111347,0.85556734,0.77688813,0.88844407,0.7683922,0.8841961,0.81305826,0.9065291
98298,0.6530119,0.82650596,0.64134,0.82067,0.5598931,0.77994657,0.657706,0.828853,0.64893395,0.82446694,0.74116355,0.87058175,0.7063666,0.85318327,0.7525189,0.87625945,0.7432767,0.87163836,0.7652664,0.8826332
98299,0.6420692,0.8210346,0.6321556,0.8160778,0.55182123,0.7759106,0.57299566,0.78649783,0.68576336,0.8428817,0.78236675,0.8911834,0.71788853,0.8589443,0.7651678,0.88258386,0.6840554,0.84202766,0.7546456,0.8773228
98300,0.6802037,0.84010184,0.6689365,0.83446825,0.6097848,0.8048924,0.63256,0.81628,0.6889198,0.8444599,0.75518346,0.8775917,0.6937107,0.84685534,0.7692369,0.88461846,0.71942437,0.8597122,0.75700474,0.87850237
98301,0.67361104,0.8368055,0.63821685,0.8191084,0.5974778,0.7987389,0.55684805,0.778424,0.73588085,0.8679404,0.8597263,0.92986315,0.80622196,0.903111,0.78639174,0.89319587,0.78077596,0.890388,0.86029005,0.930145
98302,0.74137485,0.8706874,0.6820601,0.84103006,0.6423695,0.82118475,0.6786007,0.8393004,0.74292016,0.8714601,0.83351517,0.9167576,0.7474984,0.8737492,0.79876494,0.8993825,0.7688267,0.88441336,0.8311634,0.9155817
98303,0.69039106,0.84519553,0.610085,0.8050425,0.5503371,0.77516854,0.5813506,0.7906753,0.701987,0.8509935,0.8361639,0.91808194,0.7444094,0.87220466,0.7424302,0.8712151,0.76252013,0.88126004,0.8272134,0.9136067
98304,0.7653424,0.88267124,0.715257,0.85762846,0.66085005,0.830425,0.62782204,0.813911,0.7077414,0.8538707,0.8304281,0.91521406,0.70201564,0.8510078,0.80094075,0.9004704,0.7674329,0.88371646,0.79469705,0.8973485
98305,0.7254289,0.8627144,0.70504546,0.85252273,0.62780154,0.81390077,0.6703279,0.83516395,0.70800936,0.8540047,0.8012571,0.90062857,0.7380687,0.86903435,0.80053645,0.9002682,0.76438403,0.882192,0.7965106,0.8982553
98306,0.66295457,0.8314773,0.6276061,0.8138031,0.56871915,0.7843596,0.60179496,0.8008975,0.65805674,0.82902837,0.7787056,0.8893528,0.6950288,0.8475144,0.75223243,0.8761162,0.72770476,0.8638524,0.74761117,0.8738056
98307,0.7200111,0.86000556,0.70993733,0.85496867,0.6381928,0.8190964,0.65021884,0.8251094,0.77029014,0.88514507,0.88101023,0.94050515,0.8006743,0.90033716,0.8498693,0.9249346,0.8032387,0.9016193,0.8645731,0.93228656
98308,0.6785046,0.8392523,0.7204238,0.8602119,0.5977401,0.7988701,0.6547502,0.8273751,0.6881386,0.8440693,0.76050246,0.8802512,0.75990474,0.8799524,0.77871,0.889355,0.7992223,0.8996111,0.7912922,0.8956461
98309,0.71284544,0.8564227,0.6860584,0.8430292,0.63454443,0.8172722,0.63441145,0.8172057,0.70669097,0.8533455,0.77419174,0.88709587,0.6967732,0.8483866,0.79998213,0.89999104,0.77154016,0.8857701,0.7574229,0.87871146
98310,0.75355303,0.8767765,0.74256545,0.8712827,0.7104584,0.8552292,0.64850545,0.8242527,0.75535285,0.8776764,0.82432663,0.9121633,0.7770014,0.8885007,0.81627625,0.90813816,0.7361189,0.86805946,0.7960644,0.8980322
98311,0.68513024,0.8425651,0.6544301,0.8272151,0.57542884,0.7877144,0.6040914,0.8020457,0.68455803,0.842279,0.77712214,0.88856107,0.74668646,0.8733432,0.73810613,0.86905307,0.7295099,0.8647549,0.78816795,0.894084
98312,0.65178734,0.82589364,0.68909955,0.8445498,0.5690421,0.78452104,0.61762285,0.8088114,0.70512486,0.8525624,0.75420827,0.87710416,0.753151,0.87657547,0.7769828,0.8884914,0.70213115,0.8510656,0.77840334,0.88920164
98313,0.7017624,0.8508812,0.67587566,0.83793783,0.6237909,0.8118955,0.6225152,0.8112576,0.6982845,0.84914225,0.8380763,0.9190382,0.70508295,0.85254145,0.7881255,0.89406276,0.7599896,0.8799948,0.7984424,0.8992212
