,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_google_ux_Score
57400,0.74518985,0.87259495,0.67783666,0.8389183,0.6126066,0.80630326,0.6145129,0.80725646,0.71791613,0.85895807,0.8066162,0.9033081,0.7418506,0.8709253,0.7841903,0.89209515,0.70547044,0.8527352,0.77786225,0.88893116
62042,0.73565614,0.8678281,0.6771152,0.8385576,0.6520974,0.82604873,0.6257951,0.81289756,0.69997,0.849985,0.7196106,0.8598053,0.6542746,0.8271373,0.6888129,0.8444065,0.6830448,0.8415224,0.6727332,0.8363666
63086,0.5390208,0.7695104,0.5728433,0.78642166,0.49535006,0.74767506,0.52114004,0.76057005,0.5680098,0.7840049,0.6671994,0.8335997,0.6440599,0.82202995,0.66258067,0.83129036,0.68547046,0.84273523,0.6882317,0.84411585
63087,0.7297168,0.8648584,0.688161,0.8440805,0.6428386,0.8214193,0.6739901,0.836995,0.7310262,0.8655131,0.7457051,0.87285256,0.7672375,0.8836187,0.7565254,0.8782627,0.7419923,0.8709961,0.78754425,0.8937721
83710,0.7281134,0.8640567,0.6994015,0.84970075,0.6277616,0.8138808,0.6614455,0.83072275,0.7139232,0.8569616,0.7761543,0.88807714,0.6955918,0.8477959,0.7960726,0.8980363,0.736506,0.868253,0.7738192,0.8869096
83711,0.5220636,0.7610318,0.58169234,0.79084617,0.5234563,0.76172817,0.48238394,0.741192,0.44855106,0.7242755,0.4150382,0.7075191,0.4340303,0.71701515,0.52528906,0.7626445,0.5093839,0.75469196,0.43845224,0.7192261
86666,0.6726512,0.8363256,0.7159872,0.8579936,0.6005153,0.8002577,0.6631297,0.83156484,0.66369796,0.831849,0.72912204,0.864561,0.7101563,0.85507816,0.8155601,0.90778005,0.7657993,0.88289964,0.7798506,0.8899253
87779,0.6730238,0.8365119,0.68710685,0.8435534,0.61790377,0.80895185,0.6470561,0.82352805,0.63196295,0.8159815,0.64354527,0.82177263,0.6519942,0.8259971,0.6832397,0.84161985,0.675159,0.8375795,0.66527015,0.83263505
97622,0.6890317,0.84451586,0.7066419,0.85332096,0.6473991,0.8236996,0.6113521,0.80567604,0.7332854,0.8666427,0.81972766,0.9098638,0.7509458,0.8754729,0.8125344,0.90626717,0.77870774,0.8893539,0.81495345,0.9074767
98134,0.65766287,0.82883143,0.63899875,0.8194994,0.6001832,0.8000916,0.5313468,0.7656734,0.66466844,0.8323342,0.74697506,0.87348753,0.743747,0.8718735,0.72215104,0.8610755,0.74301076,0.8715054,0.7790512,0.8895256
98135,0.65195954,0.82597977,0.665133,0.8325665,0.6069365,0.8034682,0.61789715,0.8089486,0.6770179,0.83850896,0.7753109,0.88765544,0.7143948,0.8571974,0.7779274,0.8889637,0.7425647,0.87128234,0.7869251,0.89346254
98136,0.6673751,0.83368754,0.6301414,0.8150707,0.57407427,0.78703713,0.5992865,0.7996433,0.6793006,0.8396503,0.7883717,0.89418584,0.6843524,0.8421762,0.74006754,0.87003374,0.74499536,0.8724977,0.7655957,0.88279784
98137,0.68339896,0.8416995,0.68756306,0.84378153,0.5870044,0.7935022,0.62245643,0.8112282,0.72948116,0.8647406,0.77603453,0.8880173,0.75032735,0.8751637,0.78709084,0.8935454,0.7717017,0.88585085,0.7827879,0.89139396
98138,0.62952554,0.8147628,0.6165178,0.8082589,0.5706202,0.7853101,0.5996377,0.7998189,0.6488062,0.8244031,0.7692045,0.88460225,0.7311429,0.86557144,0.73502946,0.8675147,0.77477586,0.88738793,0.79660165,0.8983008
98171,0.68373525,0.8418676,0.6205434,0.81027174,0.579221,0.7896105,0.56860864,0.7843043,0.7154885,0.8577442,0.80106455,0.90053225,0.7355371,0.8677685,0.74630296,0.8731515,0.7427717,0.8713858,0.79866457,0.8993323
98172,0.57252824,0.7862641,0.5773294,0.7886647,0.49623084,0.7481154,0.5252479,0.7626239,0.65547365,0.82773685,0.72833693,0.86416847,0.71999127,0.8599956,0.6925366,0.8462683,0.6700859,0.83504295,0.7331803,0.86659014
98173,0.7388412,0.8694206,0.726448,0.863224,0.66016227,0.8300811,0.67565376,0.83782685,0.72921014,0.86460507,0.7520747,0.87603736,0.7148981,0.85744905,0.7543403,0.87717015,0.78380084,0.8919004,0.7667986,0.8833993
98245,0.6532664,0.8266332,0.6438886,0.8219443,0.5791179,0.78955895,0.6148215,0.8074107,0.6632624,0.8316312,0.7694205,0.88471025,0.72232014,0.86116004,0.7609943,0.88049716,0.76697195,0.883486,0.7529444,0.87647223
98250,0.6338041,0.81690204,0.662707,0.8313535,0.58637166,0.79318583,0.6488247,0.82441235,0.59541786,0.7977089,0.575632,0.787816,0.5653823,0.7826911,0.67107743,0.83553874,0.61555445,0.8077772,0.5699474,0.78497374
98251,0.61048716,0.8052436,0.5777914,0.7888957,0.5125098,0.7562549,0.56543195,0.782716,0.5948777,0.79743886,0.62942606,0.814713,0.6152213,0.80761063,0.60811245,0.8040562,0.6661351,0.83306754,0.6162311,0.80811554
98252,0.45602882,0.7280144,0.4389093,0.71945465,0.38051128,0.69025564,0.59077454,0.79538727,0.450216,0.725108,0.44717866,0.7235893,0.45988673,0.7299434,0.4716203,0.73581016,0.5263633,0.7631817,0.45540383,0.7277019
98253,0.67584276,0.8379214,0.664775,0.8323875,0.6123469,0.80617344,0.63841206,0.819206,0.6574497,0.82872486,0.6617628,0.83088136,0.6106291,0.80531454,0.6857438,0.8428719,0.70857906,0.85428953,0.65745926,0.8287296
98254,0.67795014,0.8389751,0.69511414,0.84755707,0.6180843,0.80904216,0.6859031,0.84295154,0.73413944,0.8670697,0.7865663,0.8932831,0.74518573,0.87259287,0.8101424,0.9050712,0.7937735,0.8968867,0.8085807,0.9042903
98255,0.70686865,0.8534343,0.68530214,0.84265107,0.63908637,0.8195432,0.6716136,0.8358068,0.74659765,0.8732988,0.8153089,0.90765446,0.74063087,0.87031543,0.8177305,0.9088652,0.77858865,0.8892943,0.82625055,0.9131253
98256,0.6377553,0.81887764,0.61327994,0.80663997,0.56467235,0.7823362,0.66654396,0.833272,0.6284487,0.81422436,0.68660825,0.84330416,0.59729874,0.7986494,0.6934297,0.84671485,0.7024062,0.8512031,0.66512156,0.8325608
98257,0.73895705,0.8694785,0.7153318,0.8576659,0.6537934,0.82689667,0.70892173,0.85446084,0.72105753,0.86052877,0.80114615,0.9005731,0.71158326,0.8557916,0.8311915,0.91559577,0.7639359,0.88196796,0.7922877,0.89614385
98258,0.6752629,0.83763146,0.66350675,0.8317534,0.5982965,0.79914826,0.6128502,0.8064251,0.6238903,0.81194514,0.67805225,0.8390261,0.6707891,0.83539456,0.65472305,0.8273615,0.69843435,0.8492172,0.70146203,0.850731
98259,0.6096386,0.8048193,0.5653646,0.7826823,0.52141064,0.76070535,0.56912863,0.7845643,0.62144387,0.81072193,0.7413217,0.87066084,0.7045635,0.85228175,0.68041015,0.8402051,0.72314453,0.86157227,0.7500275,0.8750137
98260,0.5917819,0.7958909,0.57747823,0.7887391,0.581081,0.79054046,0.68064046,0.8403202,0.58161247,0.79080623,0.6233245,0.81166226,0.5616133,0.78080666,0.66953754,0.8347688,0.6448119,0.82240593,0.6375836,0.8187918
98261,0.67933524,0.8396676,0.61028326,0.8051416,0.61147887,0.8057394,0.6589607,0.82948035,0.6403855,0.82019275,0.73013484,0.8650674,0.69395196,0.846976,0.69797385,0.8489869,0.7366948,0.8683474,0.7496512,0.8748256
98262,0.6727649,0.83638245,0.6065006,0.8032503,0.5533381,0.776669,0.63888264,0.8194413,0.6518545,0.82592726,0.764508,0.882254,0.6619507,0.83097535,0.7139964,0.8569982,0.7119013,0.85595065,0.7302057,0.8651029
98263,0.6340986,0.81704926,0.66609156,0.8330458,0.6586059,0.8293029,0.6437453,0.82187265,0.6620103,0.83100516,0.6874792,0.8437396,0.6325511,0.81627554,0.73130894,0.86565447,0.73482174,0.8674109,0.7046542,0.8523271
98264,0.6408889,0.82044446,0.6244012,0.8122006,0.528216,0.764108,0.69962734,0.8498137,0.6235988,0.8117994,0.6843011,0.84215057,0.6420817,0.82104087,0.7255577,0.86277884,0.6800264,0.8400132,0.70992345,0.85496175
98265,0.754304,0.87715197,0.70637083,0.8531854,0.66916126,0.83458066,0.68056476,0.8402824,0.74826765,0.8741338,0.861282,0.930641,0.75476986,0.8773849,0.83167017,0.9158351,0.8140466,0.9070233,0.8430553,0.9215276
98266,0.7141768,0.8570884,0.6382959,0.81914794,0.57639337,0.7881967,0.684307,0.8421535,0.6768608,0.8384304,0.79415965,0.8970798,0.70373523,0.8518676,0.76224566,0.8811228,0.74012697,0.8700635,0.7650267,0.88251334
98267,0.6923114,0.8461557,0.655458,0.827729,0.615234,0.807617,0.682425,0.8412125,0.6647011,0.83235055,0.6790663,0.83953315,0.62332886,0.81166446,0.7333161,0.8666581,0.7419786,0.8709893,0.6952007,0.84760034
98268,0.6279379,0.81396896,0.65335333,0.82667667,0.6317483,0.81587416,0.6104067,0.8052033,0.5930489,0.7965244,0.5994297,0.79971486,0.50851506,0.75425756,0.6749777,0.8374889,0.5938405,0.79692024,0.57841635,0.7892082
98269,0.67646444,0.8382322,0.6396866,0.8198433,0.57913935,0.7895697,0.6296303,0.81481516,0.65265787,0.82632893,0.70585954,0.8529298,0.6360856,0.8180428,0.7296431,0.86482155,0.70564103,0.8528205,0.68264985,0.8413249
98270,0.6452515,0.82262576,0.6264013,0.81320065,0.56433547,0.78216773,0.6316434,0.8158217,0.6066015,0.80330074,0.69810605,0.849053,0.64384437,0.8219222,0.71049917,0.8552496,0.7480259,0.87401295,0.6942185,0.84710926
98271,0.6238349,0.8119174,0.5866552,0.79332757,0.5140431,0.75702155,0.5519503,0.7759751,0.6392127,0.81960636,0.8001883,0.90009415,0.7262738,0.8631369,0.71688426,0.8584421,0.76357615,0.8817881,0.79710305,0.8985515
98272,0.63729167,0.81864583,0.6563897,0.82819486,0.5673574,0.7836787,0.5964521,0.79822606,0.69940305,0.8497015,0.8128061,0.90640306,0.74545616,0.8727281,0.78547716,0.8927386,0.77064586,0.8853229,0.8205793,0.91028965
98273,0.6151407,0.80757034,0.63877904,0.8193895,0.5464619,0.7732309,0.5989307,0.79946536,0.60554904,0.80277455,0.6709646,0.8354823,0.6354463,0.81772316,0.7524787,0.87623936,0.704846,0.852423,0.71804595,0.859023
98274,0.7027906,0.8513953,0.6649926,0.8324963,0.6319648,0.8159824,0.6939375,0.84696877,0.6960515,0.84802574,0.80893105,0.90446556,0.70819235,0.8540962,0.7890087,0.8945043,0.7733265,0.88666326,0.81026185,0.9051309
98275,0.7015451,0.85077256,0.6260489,0.81302446,0.60068095,0.8003405,0.6498796,0.8249398,0.7097397,0.85486984,0.81945586,0.90972793,0.74543893,0.87271947,0.7992936,0.89964676,0.7719707,0.8859854,0.8283284,0.9141642
98276,0.66919875,0.8345994,0.6328888,0.8164444,0.54983485,0.7749174,0.61781967,0.80890983,0.67726684,0.8386334,0.7554929,0.87774646,0.7128349,0.8564174,0.74584687,0.87292343,0.7384297,0.8692149,0.7713529,0.88567644
98277,0.6446772,0.8223386,0.63831294,0.81915647,0.5580807,0.77904034,0.6289373,0.8144686,0.65531707,0.82765853,0.73988986,0.86994493,0.73005086,0.8650254,0.7471708,0.8735854,0.7596843,0.87984216,0.7635245,0.88176227
98278,0.7740288,0.8870144,0.72914,0.86457,0.69111156,0.8455558,0.68589044,0.8429452,0.7792647,0.88963234,0.8732617,0.93663085,0.7685317,0.88426584,0.8341061,0.91705304,0.79029214,0.8951461,0.8282678,0.9141339
98279,0.70774597,0.853873,0.72583175,0.8629159,0.62749106,0.8137455,0.68685496,0.8434275,0.7261892,0.86309457,0.7978083,0.89890414,0.73648036,0.8682402,0.7972613,0.8986306,0.74813974,0.87406987,0.7770971,0.88854855
98280,0.72084093,0.86042047,0.6981907,0.84909534,0.61829996,0.80915,0.6636628,0.8318314,0.73655254,0.86827624,0.8176725,0.90883625,0.74036014,0.8701801,0.77884865,0.8894243,0.7563305,0.87816525,0.7961725,0.89808625
98281,0.67479295,0.8373965,0.6542882,0.8271441,0.57606745,0.7880337,0.6537813,0.82689065,0.6938813,0.84694064,0.7701705,0.8850852,0.75941086,0.8797054,0.76122516,0.8806126,0.78209126,0.89104563,0.78887117,0.8944356
98282,0.66192234,0.83096117,0.68912524,0.84456265,0.62221944,0.8111097,0.6968862,0.8484431,0.66664815,0.8333241,0.71739256,0.8586963,0.6944693,0.8472346,0.7589227,0.87946135,0.7712132,0.8856066,0.75609374,0.8780469
98283,0.72863066,0.86431533,0.7313473,0.86567366,0.62970924,0.8148546,0.68431026,0.8421551,0.75743085,0.8787154,0.814829,0.9074145,0.76521707,0.88260853,0.81149906,0.90574956,0.78725296,0.89362645,0.81373185,0.90686595
98284,0.5510419,0.7755209,0.57829773,0.78914887,0.4815377,0.74076885,0.53888506,0.76944256,0.60095084,0.8004754,0.6731081,0.83655405,0.7057319,0.85286593,0.6919786,0.8459893,0.7021736,0.8510868,0.69796777,0.8489839
98285,0.6072388,0.8036194,0.58953345,0.7947667,0.5119934,0.7559967,0.5817474,0.7908737,0.63936174,0.81968087,0.7265438,0.8632719,0.68707323,0.8435366,0.71004725,0.8550236,0.73243403,0.866217,0.75006235,0.8750312
98286,0.63866246,0.8193312,0.6352376,0.8176188,0.59150356,0.7957518,0.5839752,0.7919876,0.6626419,0.83132094,0.7222694,0.8611347,0.67007136,0.8350357,0.74951684,0.8747584,0.71415484,0.8570774,0.72070307,0.86035156
98287,0.7140101,0.85700506,0.68446803,0.842234,0.6345018,0.8172509,0.6437274,0.8218637,0.70624506,0.85312253,0.8311151,0.91555756,0.74040604,0.870203,0.84084356,0.9204218,0.77091867,0.8854593,0.82396454,0.9119823
98288,0.7044146,0.8522073,0.699507,0.8497535,0.64016074,0.8200804,0.57777977,0.7888899,0.6770053,0.83850265,0.696446,0.848223,0.59834576,0.7991729,0.71741796,0.858709,0.70272124,0.8513606,0.6934911,0.84674555
98289,0.6981672,0.8490836,0.6286404,0.8143202,0.6157969,0.80789846,0.6295564,0.8147782,0.66190195,0.830951,0.7854422,0.89272106,0.674456,0.837228,0.74563897,0.8728195,0.73991287,0.86995643,0.76219517,0.88109756
98290,0.5352489,0.76762444,0.5502265,0.7751132,0.543558,0.771779,0.46896613,0.73448306,0.59648955,0.7982448,0.68356586,0.8417829,0.69216794,0.846084,0.61583877,0.8079194,0.6886817,0.84434086,0.7234408,0.86172044
98291,0.6758869,0.83794343,0.6717423,0.83587116,0.6257386,0.8128693,0.608001,0.8040005,0.6951699,0.84758496,0.80265176,0.9013259,0.7545138,0.8772569,0.77924657,0.8896233,0.77063215,0.8853161,0.797176,0.898588
98292,0.5714663,0.78573316,0.6097304,0.80486524,0.5111129,0.75555646,0.58272403,0.79136205,0.63215667,0.8160783,0.6928888,0.84644437,0.69014585,0.8450729,0.71719074,0.8585954,0.7039584,0.8519792,0.6985206,0.84926033
98293,0.6259732,0.8129866,0.5953773,0.79768866,0.5110563,0.75552815,0.58145857,0.7907293,0.63126457,0.8156323,0.7447367,0.87236834,0.69671524,0.8483576,0.6984217,0.84921086,0.7339282,0.8669641,0.7490642,0.8745321
98294,0.66739273,0.83369637,0.62115043,0.81057525,0.5719886,0.7859943,0.6903793,0.8451897,0.65693957,0.82846975,0.6719396,0.8359698,0.6139094,0.80695474,0.69728035,0.8486402,0.68823487,0.8441174,0.64855295,0.82427645
98295,0.59127563,0.79563785,0.5742768,0.7871384,0.53195834,0.7659792,0.56714237,0.7835712,0.5987445,0.79937226,0.7092793,0.85463965,0.65576774,0.82788384,0.69128466,0.8456423,0.6934684,0.84673417,0.7316835,0.86584175
98296,0.6534412,0.8267206,0.69067013,0.84533507,0.58869827,0.79434913,0.6152619,0.80763096,0.6394558,0.8197279,0.69812524,0.8490626,0.6424017,0.82120085,0.7402258,0.8701129,0.71214956,0.8560748,0.7055929,0.85279644
98297,0.7138448,0.8569224,0.68786705,0.8439335,0.6323234,0.8161617,0.6639312,0.83196557,0.6674355,0.83371776,0.74594975,0.8729749,0.6860288,0.84301436,0.7726928,0.8863464,0.7718111,0.88590556,0.7850629,0.89253145
98298,0.74098593,0.87049294,0.6833799,0.84168994,0.61362004,0.80681,0.6784894,0.8392447,0.71862686,0.8593134,0.8098339,0.90491694,0.75567126,0.87783563,0.79660064,0.8983003,0.76989985,0.8849499,0.8070979,0.90354896
98299,0.6743594,0.83717966,0.6810701,0.84053504,0.6078286,0.8039143,0.6014164,0.8007082,0.7207743,0.86038715,0.81404257,0.9070213,0.75272465,0.8763623,0.78448975,0.8922449,0.7388632,0.8694316,0.81087184,0.9054359
98300,0.56446654,0.78223324,0.58573925,0.7928696,0.53812927,0.76906466,0.5567468,0.77837336,0.5834798,0.79173994,0.6398072,0.8199036,0.6278039,0.81390196,0.6791158,0.8395579,0.66852033,0.83426017,0.67703885,0.83851945
98301,0.6984353,0.84921765,0.669667,0.8348335,0.6225664,0.81128323,0.58954376,0.7947719,0.7535274,0.8767637,0.8657037,0.93285185,0.81962705,0.9098135,0.8158488,0.9079244,0.7914523,0.89572614,0.8619317,0.93096584
98302,0.7819326,0.8909663,0.72356635,0.86178315,0.67585564,0.8379278,0.70278907,0.85139453,0.7605123,0.8802562,0.84305257,0.9215263,0.76282895,0.8814145,0.810514,0.905257,0.7789344,0.88946724,0.84244955,0.9212248
98303,0.65086377,0.8254319,0.6126659,0.80633295,0.55189264,0.7759463,0.6216278,0.8108139,0.68060863,0.8403043,0.7666742,0.88333714,0.71531,0.857655,0.7303469,0.86517346,0.7427578,0.8713789,0.7944503,0.89722514
98304,0.762159,0.8810795,0.71515906,0.8575795,0.64461493,0.82230747,0.6492373,0.82461864,0.69223917,0.8461196,0.8117227,0.9058614,0.70066917,0.8503346,0.7871307,0.89356536,0.7821301,0.89106506,0.7946458,0.8973229
98305,0.7249515,0.86247575,0.6875571,0.84377855,0.6063353,0.80316764,0.66695774,0.83347887,0.71893054,0.85946524,0.81820726,0.90910363,0.7495853,0.87479264,0.80296123,0.9014806,0.7638197,0.88190985,0.8131425,0.90657127
98306,0.5430333,0.7715167,0.53339404,0.76669705,0.48013613,0.7400681,0.55364,0.77682,0.5343895,0.76719475,0.65351653,0.82675827,0.57616657,0.7880833,0.6456803,0.82284015,0.6475031,0.82375157,0.655653,0.8278265
98307,0.7327535,0.86637676,0.7237183,0.86185914,0.6480988,0.8240494,0.66428673,0.83214337,0.76046765,0.8802338,0.8570181,0.92850906,0.7713084,0.8856542,0.8415879,0.92079395,0.7947686,0.8973843,0.82405174,0.91202587
98308,0.68853176,0.8442659,0.7200554,0.8600277,0.599823,0.7999115,0.64218414,0.82109207,0.69093764,0.8454688,0.74660444,0.8733022,0.75976706,0.8798835,0.7555696,0.8777848,0.7863664,0.89318323,0.7730521,0.88652605
98309,0.74471664,0.8723583,0.7014345,0.85071725,0.64897645,0.8244882,0.64615923,0.8230796,0.71563745,0.8578187,0.7687385,0.88436925,0.6965847,0.84829235,0.7999334,0.8999667,0.7762629,0.88813144,0.75875103,0.8793755
98310,0.74619865,0.8730993,0.69080734,0.8454037,0.6992053,0.84960264,0.6141876,0.8070938,0.7258952,0.8629476,0.81712896,0.90856445,0.7564936,0.8782468,0.7851068,0.8925534,0.6950542,0.8475271,0.7878284,0.8939142
98311,0.7020687,0.85103434,0.6448562,0.8224281,0.5902052,0.7951026,0.5956577,0.79782885,0.69484615,0.8474231,0.7965106,0.8982553,0.71827924,0.8591396,0.73834366,0.86917186,0.74887085,0.8744354,0.775403,0.8877015
98312,0.65462756,0.8273138,0.6680471,0.83402354,0.5927824,0.7963912,0.63639593,0.81819797,0.68641174,0.84320587,0.7645756,0.8822878,0.7253456,0.8626728,0.78064275,0.8903214,0.70433044,0.8521652,0.773597,0.8867985
98313,0.6834568,0.8417284,0.63112545,0.8155627,0.6177985,0.8088993,0.60981363,0.80490685,0.6715753,0.83578765,0.82307607,0.911538,0.66105247,0.83052623,0.78300685,0.89150345,0.7325064,0.8662532,0.76995623,0.8849781
98314,0.74839437,0.8741972,0.6761378,0.8380689,0.6554542,0.8277271,0.6652932,0.8326466,0.7428025,0.87140125,0.85106266,0.9255313,0.706072,0.853036,0.81222105,0.9061105,0.77631783,0.8881589,0.8143641,0.90718204
98315,0.6185137,0.80925685,0.6135733,0.80678666,0.5300619,0.765031,0.60100985,0.8005049,0.63073564,0.8153678,0.76007223,0.8800361,0.69270587,0.84635293,0.7180407,0.85902035,0.71075714,0.85537857,0.7496853,0.87484264
98316,0.78393435,0.8919672,0.7360271,0.86801356,0.68639576,0.8431979,0.6602119,0.83010596,0.77641,0.888205,0.87040615,0.9352031,0.7491247,0.8745624,0.83258724,0.9162936,0.7753656,0.8876828,0.8031133,0.9015566
98317,0.6536881,0.82684404,0.64958036,0.8247902,0.55738544,0.7786927,0.58146477,0.7907324,0.70098925,0.8504946,0.81202984,0.9060149,0.75998294,0.8799915,0.7606278,0.8803139,0.74776316,0.8738816,0.8146364,0.90731823
98318,0.74186707,0.87093353,0.7185284,0.8592642,0.66317844,0.8315892,0.6995585,0.84977925,0.73859715,0.8692986,0.7889464,0.8944732,0.7324236,0.8662118,0.78991306,0.8949565,0.79197526,0.89598763,0.8111868,0.9055934
98319,0.65836763,0.8291838,0.6397191,0.81985956,0.58077234,0.7903862,0.67276865,0.8363843,0.6349275,0.81746376,0.7097378,0.8548689,0.65480757,0.8274038,0.7192706,0.8596353,0.7356472,0.8678236,0.72235376,0.86117685
98320,0.7282353,0.8641176,0.67522347,0.83761173,0.6108649,0.80543244,0.5699602,0.78498006,0.78421867,0.89210933,0.893202,0.94660103,0.7977811,0.89889055,0.79431564,0.8971578,0.76693356,0.8834668,0.8422472,0.9211236
98321,0.7652257,0.8826128,0.70124733,0.85062367,0.67030346,0.83515173,0.7001597,0.8500799,0.74869835,0.8743492,0.88742274,0.9437114,0.77548826,0.8877441,0.8304546,0.9152273,0.807585,0.9037925,0.8529469,0.92647344
98322,0.7317391,0.8658695,0.6826437,0.8413218,0.6111234,0.80556166,0.6190033,0.80950165,0.7538081,0.876904,0.8694335,0.93471676,0.76134855,0.88067424,0.80199754,0.9009988,0.80717754,0.9035888,0.8567259,0.92836297
98323,0.6848769,0.84243846,0.63957876,0.8197894,0.55309796,0.776549,0.58343136,0.7917157,0.71290493,0.85645247,0.77138317,0.8856916,0.71707404,0.858537,0.7639608,0.8819804,0.7145715,0.85728574,0.75053066,0.87526536
98324,0.64732105,0.8236605,0.64443356,0.82221675,0.5808402,0.79042006,0.6338581,0.81692904,0.65383875,0.8269194,0.7728202,0.8864101,0.72022706,0.8601135,0.7497432,0.8748716,0.756094,0.878047,0.77864033,0.88932014
98325,0.6621337,0.83106685,0.6265894,0.8132947,0.5885743,0.79428715,0.6240659,0.81203294,0.68005246,0.84002626,0.80092335,0.9004617,0.7094308,0.8547154,0.7979673,0.89898366,0.7742771,0.88713855,0.79798216,0.8989911
98326,0.6414008,0.8207004,0.6513773,0.82568866,0.56006384,0.7800319,0.5931121,0.79655606,0.63861346,0.81930673,0.73588574,0.86794287,0.6540979,0.82704896,0.74617934,0.8730897,0.748286,0.874143,0.71646154,0.85823077
98327,0.61300623,0.8065031,0.63827825,0.8191391,0.54632664,0.7731633,0.60578525,0.8028926,0.601001,0.8005005,0.7057814,0.85289073,0.6733079,0.83665395,0.7158569,0.85792845,0.7570735,0.87853676,0.74703604,0.873518
98328,0.6748066,0.8374033,0.6171056,0.8085528,0.6083143,0.80415714,0.66451114,0.8322556,0.6769879,0.83849394,0.7655288,0.8827644,0.6947688,0.8473844,0.7670766,0.8835383,0.7561859,0.87809294,0.7733503,0.8866751
98329,0.6653099,0.83265495,0.6737561,0.83687806,0.58939457,0.7946973,0.66799307,0.83399653,0.67531776,0.8376589,0.7201197,0.86005986,0.71000624,0.8550031,0.74626327,0.87313163,0.75711346,0.8785567,0.76123774,0.8806189
98330,0.6459761,0.82298803,0.64941907,0.82470953,0.57617724,0.7880886,0.6023244,0.80116224,0.66580844,0.8329042,0.73126245,0.8656312,0.6683519,0.83417594,0.7334613,0.8667307,0.7140356,0.85701776,0.7201704,0.8600852
98331,0.6270269,0.81351346,0.612903,0.8064515,0.5966165,0.79830825,0.6414982,0.8207491,0.61434996,0.807175,0.6894787,0.8447393,0.56265557,0.7813278,0.67339396,0.836697,0.7086196,0.8543098,0.64262223,0.8213111
98332,0.5605413,0.78027064,0.5867913,0.79339564,0.52126384,0.7606319,0.583231,0.7916155,0.6003244,0.8001622,0.6727063,0.8363532,0.6637241,0.8318621,0.700986,0.850493,0.68866044,0.8443302,0.694129,0.8470645
