,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Score
56657,0.6337523,0.8168762,0.5654552,0.7827276,0.5287036,0.7643518,0.5145448,0.75727236,0.6685995,0.83429974,0.8073863,0.90369314,0.7253195,0.86265975,0.70378375,0.8518919,0.7071327,0.85356635,0.7874932,0.8937466
56661,0.7397267,0.8698634,0.6969589,0.84847945,0.61318266,0.80659133,0.6071515,0.80357575,0.7244269,0.8622135,0.8298495,0.91492474,0.7405187,0.87025934,0.7835083,0.89175415,0.77973723,0.8898686,0.82715714,0.91357857
56662,0.64471686,0.8223584,0.6398342,0.8199171,0.545248,0.772624,0.6248446,0.8124223,0.6198286,0.8099143,0.7024181,0.85120904,0.644807,0.8224035,0.7497895,0.87489474,0.74446726,0.8722336,0.72384363,0.8619218
56725,0.72720945,0.8636047,0.7034851,0.8517425,0.6429293,0.82146466,0.65811694,0.82905847,0.7554035,0.87770176,0.84984255,0.9249213,0.8089725,0.90448624,0.8329329,0.9164665,0.7742106,0.8871053,0.8670207,0.93351036
56795,0.6271368,0.8135684,0.6500967,0.8250483,0.57593155,0.7879658,0.595479,0.7977395,0.67793024,0.8389651,0.7621614,0.8810807,0.7749563,0.8874781,0.78022885,0.8901144,0.7640419,0.88202095,0.7921698,0.8960849
56796,0.64127505,0.8206375,0.65941095,0.8297055,0.58851635,0.7942582,0.57620126,0.7881006,0.70618737,0.8530937,0.7582062,0.87910306,0.74559873,0.8727994,0.78195137,0.8909757,0.71195436,0.8559772,0.75553674,0.8777684
56797,0.70057195,0.850286,0.68811035,0.8440552,0.5887103,0.79435515,0.62609255,0.8130463,0.69314384,0.8465719,0.7646033,0.8823017,0.6953871,0.84769356,0.77436936,0.8871847,0.7366227,0.86831135,0.7606065,0.88030326
56798,0.6800492,0.8400246,0.6864939,0.84324694,0.5973215,0.79866076,0.6251557,0.81257784,0.720171,0.8600855,0.75349563,0.87674785,0.78403276,0.8920164,0.74956286,0.8747814,0.7761049,0.88805246,0.8065578,0.9032789
56799,0.6239189,0.81195945,0.60388947,0.80194473,0.54264516,0.7713226,0.55956817,0.7797841,0.6476011,0.82380056,0.76712394,0.88356197,0.7379395,0.86896974,0.74252856,0.8712643,0.7647296,0.8823648,0.81067276,0.9053364
56800,0.5816537,0.79082686,0.5591103,0.77955514,0.48779875,0.74389935,0.537325,0.7686625,0.53774107,0.76887053,0.5916415,0.7958207,0.5165165,0.7582582,0.6092435,0.80462176,0.59053236,0.79526615,0.5770463,0.78852314
56801,0.6893928,0.8446964,0.6597785,0.82988924,0.59153986,0.79576993,0.5893742,0.7946871,0.68258977,0.8412949,0.77878296,0.8893915,0.703472,0.851736,0.7602246,0.8801123,0.7294541,0.864727,0.7611493,0.88057464
56802,0.5668204,0.7834102,0.56741303,0.78370655,0.5147423,0.7573712,0.526493,0.76324654,0.54152787,0.77076393,0.64814174,0.8240709,0.62333316,0.8116666,0.6410287,0.8205143,0.67388874,0.83694434,0.6611467,0.8305733
56803,0.7153569,0.8576784,0.68601805,0.843009,0.6184352,0.8092176,0.58497417,0.7924871,0.7063674,0.8531837,0.85108376,0.9255419,0.7574499,0.87872493,0.78635615,0.8931781,0.74261147,0.8713057,0.8351511,0.91757554
56804,0.7084615,0.85423076,0.69435257,0.8471763,0.61753273,0.80876637,0.6535125,0.82675624,0.724467,0.8622335,0.80995107,0.90497553,0.7507851,0.87539256,0.82738996,0.913695,0.78466,0.89233,0.8117269,0.90586346
56805,0.6109587,0.80547935,0.60115564,0.8005778,0.56143343,0.7807167,0.5995739,0.7997869,0.56165564,0.7808278,0.64598805,0.822994,0.5852625,0.79263127,0.66622394,0.833112,0.67437625,0.8371881,0.6678995,0.83394974
56807,0.68422973,0.84211487,0.66695863,0.8334793,0.56394595,0.781973,0.6077496,0.8038748,0.68159765,0.84079885,0.68195915,0.8409796,0.70284057,0.8514203,0.690465,0.8452325,0.7110534,0.8555267,0.7039295,0.8519647
56809,0.72754997,0.863775,0.6933628,0.84668136,0.60648,0.80324,0.656115,0.8280575,0.72402525,0.8620126,0.82000464,0.91000235,0.77724105,0.8886205,0.8242694,0.9121347,0.794744,0.897372,0.8295958,0.9147979
56859,0.6172953,0.80864763,0.57968307,0.78984153,0.47801906,0.7390095,0.5946424,0.7973212,0.6019155,0.80095774,0.68488574,0.84244287,0.6456677,0.82283384,0.64902467,0.82451236,0.68805146,0.84402573,0.676278,0.838139
56860,0.73515105,0.8675755,0.71163183,0.8558159,0.6595019,0.82975096,0.71731645,0.8586582,0.7513696,0.8756848,0.83542055,0.9177103,0.79921675,0.8996084,0.8483306,0.9241653,0.82316685,0.9115834,0.8759496,0.9379748
56861,0.59783924,0.7989196,0.59952044,0.7997602,0.5216069,0.76080346,0.61075795,0.805379,0.6091571,0.80457854,0.63717973,0.81858987,0.6722283,0.83611417,0.6717583,0.83587915,0.68283045,0.8414152,0.679867,0.8399335
56862,0.65190244,0.8259512,0.6584496,0.8292248,0.53539693,0.76769847,0.59273046,0.79636526,0.6235637,0.8117819,0.7047707,0.85238534,0.6963971,0.84819853,0.7332235,0.8666117,0.7269796,0.8634898,0.7210406,0.8605203
57384,0.7516006,0.8758003,0.7113658,0.8556829,0.6561019,0.828051,0.6435211,0.82176054,0.7466966,0.8733483,0.8427651,0.92138255,0.76791275,0.8839564,0.83749557,0.9187478,0.7443074,0.8721537,0.80974877,0.9048744
57400,0.777176,0.888588,0.6962228,0.8481114,0.6542642,0.8271321,0.6189523,0.80947614,0.77458304,0.88729155,0.84575236,0.9228762,0.7576182,0.8788091,0.82879376,0.9143969,0.7165112,0.8582556,0.8170825,0.90854126
62042,0.6794683,0.83973414,0.6307206,0.8153603,0.6110245,0.80551225,0.6152011,0.80760056,0.62148327,0.81074166,0.66281813,0.8314091,0.6039748,0.8019874,0.6289112,0.8144556,0.63642,0.81821,0.61939377,0.8096969
63086,0.5000428,0.7500214,0.5225308,0.7612654,0.44618797,0.723094,0.470296,0.735148,0.53683805,0.768419,0.6262659,0.81313294,0.62488425,0.8124421,0.6038184,0.8019092,0.6327375,0.81636876,0.63658845,0.8182942
63087,0.7062634,0.8531317,0.65473735,0.8273687,0.5806686,0.79033434,0.6322007,0.81610036,0.72250843,0.8612542,0.77801526,0.8890076,0.76532865,0.8826643,0.7147923,0.8573961,0.73233277,0.86616635,0.7758025,0.88790125
83710,0.6886282,0.8443141,0.66187996,0.83094,0.6074027,0.80370134,0.64250994,0.82125497,0.69903874,0.8495194,0.7684132,0.8842066,0.6711627,0.83558136,0.779128,0.88956404,0.73309255,0.8665463,0.7487242,0.8743621
83711,0.59510297,0.7975515,0.6324314,0.8162157,0.55652905,0.7782645,0.5590502,0.7795251,0.5656706,0.7828353,0.57416207,0.787081,0.57432055,0.7871603,0.6411033,0.82055163,0.62575305,0.8128765,0.5759454,0.7879727
86666,0.6501039,0.82505196,0.6965531,0.84827656,0.59761775,0.7988089,0.64512163,0.8225608,0.6740862,0.8370431,0.7744018,0.8872009,0.74469304,0.8723465,0.8242607,0.91213036,0.79163724,0.8958186,0.80286366,0.9014318
87779,0.44240525,0.7212026,0.5032085,0.75160426,0.3801179,0.69005895,0.47821093,0.73910546,0.41589224,0.7079461,0.39718944,0.6985947,0.4754657,0.7377328,0.46078318,0.7303916,0.46593097,0.73296547,0.44123462,0.7206173
97622,0.6931356,0.8465678,0.6479548,0.8239774,0.60728467,0.80364233,0.5754789,0.78773946,0.7346637,0.86733186,0.8671622,0.9335811,0.76339567,0.88169783,0.79950297,0.8997515,0.7668116,0.8834058,0.8253024,0.9126512
98134,0.59537756,0.7976888,0.60994416,0.80497205,0.5603007,0.78015035,0.5122013,0.75610065,0.6422993,0.82114965,0.7486268,0.8743134,0.74563366,0.8728168,0.7300379,0.86501896,0.7433987,0.87169933,0.7842661,0.89213306
98135,0.69075334,0.8453767,0.67762053,0.83881027,0.62531275,0.8126564,0.6262634,0.8131317,0.7251848,0.8625924,0.84333444,0.9216672,0.75922275,0.8796114,0.80503607,0.90251803,0.7638126,0.8819063,0.8193408,0.9096704
98136,0.61959076,0.8097954,0.58537054,0.7926853,0.5180428,0.7590214,0.560575,0.7802875,0.61858565,0.8092928,0.72965205,0.864826,0.64583105,0.82291555,0.69438946,0.84719473,0.6989318,0.8494659,0.72443587,0.8622179
98137,0.58314776,0.7915739,0.6120071,0.8060036,0.4975599,0.74877995,0.59534234,0.7976712,0.61813724,0.8090686,0.69114566,0.8455728,0.69848716,0.8492436,0.69476336,0.8473817,0.7244717,0.86223584,0.7196928,0.8598464
98138,0.6130743,0.80653715,0.58823264,0.7941163,0.5457088,0.7728544,0.59349597,0.796748,0.63146436,0.8157322,0.73493564,0.8674678,0.7098134,0.8549067,0.7183542,0.8591771,0.7237517,0.8618759,0.7873359,0.89366794
98171,0.6949022,0.8474511,0.6646731,0.83233654,0.59010863,0.7950543,0.6064999,0.80324996,0.74902207,0.874511,0.7846229,0.89231145,0.74063575,0.8703179,0.777531,0.8887655,0.73462987,0.86731493,0.7797983,0.88989913
98172,0.58746976,0.7937349,0.60369873,0.80184937,0.51734376,0.7586719,0.53747565,0.7687378,0.66366535,0.83183265,0.7435969,0.87179846,0.7421004,0.87105024,0.7189198,0.8594599,0.6833068,0.8416534,0.7461045,0.87305224
98173,0.75388813,0.87694407,0.68853664,0.8442683,0.6231201,0.81156003,0.64111555,0.8205578,0.749776,0.874888,0.8824085,0.94120425,0.77833235,0.8891662,0.80180526,0.9009026,0.8033744,0.9016872,0.8659388,0.9329694
98245,0.5691167,0.78455836,0.5753441,0.78767204,0.53868735,0.7693437,0.55973494,0.7798675,0.5779396,0.7889698,0.6418393,0.82091963,0.61943364,0.8097168,0.6521343,0.82606715,0.6589144,0.82945716,0.6544719,0.82723594
98250,0.6075679,0.80378395,0.6732311,0.83661556,0.5711943,0.78559715,0.6483772,0.8241886,0.57075787,0.78537893,0.5408492,0.7704246,0.5565789,0.77828944,0.64253914,0.8212696,0.6015091,0.80075455,0.5595803,0.77979016
98251,0.575033,0.7875165,0.5564829,0.77824146,0.47938302,0.7396915,0.5458266,0.77291334,0.5653539,0.78267694,0.58453596,0.792268,0.5894327,0.79471636,0.5802879,0.79014397,0.6405581,0.82027906,0.5930096,0.7965048
98252,0.396371,0.6981855,0.34376597,0.671883,0.30937278,0.6546864,0.5161831,0.75809157,0.374892,0.687446,0.36210054,0.6810503,0.37839592,0.68919796,0.3600176,0.68000877,0.41659418,0.7082971,0.35185057,0.67592525
98253,0.66397727,0.83198863,0.6789371,0.83946854,0.5842296,0.7921148,0.666644,0.833322,0.64254624,0.8212731,0.64371794,0.821859,0.63237524,0.8161876,0.69117826,0.84558916,0.7259358,0.8629679,0.686177,0.8430885
98254,0.6701444,0.83507216,0.64599067,0.8229953,0.59609246,0.79804623,0.6370671,0.81853354,0.6987061,0.8493531,0.81301475,0.9065074,0.7354868,0.8677434,0.7818228,0.8909114,0.786909,0.8934545,0.81089365,0.9054468
98255,0.7595391,0.87976956,0.7419025,0.87095124,0.7073287,0.85366434,0.7410861,0.87054306,0.75622606,0.87811303,0.7951205,0.89756024,0.72815883,0.8640794,0.83223057,0.9161153,0.77355325,0.8867766,0.7964883,0.89824414
98256,0.64168906,0.82084453,0.60221326,0.80110663,0.56190324,0.7809516,0.6593309,0.8296654,0.622843,0.8114215,0.69369316,0.8468466,0.59515953,0.79757977,0.69753814,0.84876907,0.67853206,0.83926606,0.65686506,0.82843256
98257,0.69078535,0.8453927,0.7131771,0.85658854,0.6120285,0.80601424,0.67342174,0.8367109,0.65231884,0.8261594,0.739543,0.8697715,0.681313,0.8406565,0.7722089,0.88610446,0.76229084,0.8811454,0.739738,0.869869
98258,0.6843867,0.84219337,0.668596,0.834298,0.60933936,0.8046697,0.6355074,0.8177537,0.6170516,0.8085258,0.6781393,0.83906966,0.6575789,0.8287895,0.64568126,0.82284063,0.6867265,0.8433633,0.68629646,0.84314823
98259,0.6535547,0.82677734,0.6366217,0.81831086,0.60032713,0.80016357,0.617311,0.8086555,0.6678104,0.8339052,0.7400804,0.8700402,0.7272832,0.8636416,0.70894897,0.8544745,0.7475225,0.87376124,0.7733451,0.88667256
98260,0.691031,0.8455155,0.6453278,0.8226639,0.6621083,0.83105415,0.7174274,0.8587137,0.6947632,0.8473816,0.76239645,0.8811982,0.6725086,0.8362543,0.77989316,0.8899466,0.7301246,0.8650623,0.765679,0.8828395
98261,0.5964475,0.79822373,0.5983947,0.7991973,0.57050014,0.78525007,0.60140526,0.80070263,0.6015743,0.80078715,0.6406069,0.82030344,0.645569,0.82278454,0.64133215,0.8206661,0.6886511,0.84432554,0.66460246,0.83230126
98262,0.6583619,0.82918096,0.58471036,0.7923552,0.557099,0.7785495,0.6474595,0.82372975,0.63853455,0.8192673,0.7301746,0.8650873,0.6340903,0.81704515,0.7114723,0.85573614,0.71963537,0.8598177,0.7270315,0.86351573
98263,0.6930664,0.8465332,0.6772591,0.83862954,0.65538615,0.8276931,0.66302514,0.8315126,0.68242896,0.8412145,0.7540442,0.8770221,0.6627912,0.8313956,0.7510984,0.8755492,0.7270309,0.86351544,0.75557935,0.8777897
98264,0.6548923,0.82744616,0.63908553,0.81954277,0.5708138,0.7854069,0.731642,0.865821,0.5824743,0.7912371,0.6198575,0.8099288,0.5581184,0.7790592,0.6823146,0.8411573,0.66491055,0.8324553,0.64674497,0.8233725
98265,0.7556046,0.8778023,0.6838597,0.84192985,0.65086377,0.8254319,0.6379672,0.8189836,0.7519163,0.87595814,0.87281597,0.936408,0.75563,0.877815,0.80275977,0.9013799,0.79166675,0.8958334,0.8470718,0.92353594
98266,0.7372497,0.8686248,0.67794776,0.8389739,0.6590014,0.8295007,0.6793007,0.8396504,0.6996627,0.84983134,0.7933886,0.8966943,0.67785573,0.83892787,0.7767967,0.88839835,0.7753725,0.88768625,0.7919636,0.8959818
98267,0.7077186,0.8538593,0.6876163,0.8438082,0.6453989,0.8226994,0.68454707,0.84227353,0.7077385,0.85386926,0.69981056,0.84990525,0.6454236,0.8227118,0.7601576,0.8800788,0.76213443,0.8810672,0.72213805,0.861069
98268,0.67017436,0.8350872,0.6751646,0.8375823,0.64635,0.823175,0.64293045,0.82146525,0.64217,0.821085,0.69564474,0.84782237,0.59669447,0.79834723,0.72087437,0.86043715,0.6691567,0.83457834,0.6943083,0.84715414
98269,0.64908653,0.82454324,0.62987506,0.81493753,0.57943773,0.78971887,0.60828656,0.8041433,0.6645688,0.8322844,0.7182776,0.8591388,0.6605909,0.83029544,0.7131789,0.85658944,0.7212001,0.86060005,0.7014166,0.8507083
98270,0.62709165,0.8135458,0.60946834,0.8047342,0.53282714,0.76641357,0.6257386,0.8128693,0.6223298,0.81116486,0.69821113,0.8491056,0.6485558,0.8242779,0.68682027,0.84341013,0.7292812,0.8646406,0.70252204,0.851261
98271,0.6045835,0.80229175,0.5816814,0.7908407,0.51071817,0.75535905,0.5544338,0.7772169,0.6173825,0.80869126,0.7534363,0.87671816,0.7099788,0.8549894,0.6906718,0.8453359,0.7388754,0.8694377,0.76114905,0.8805745
98272,0.6517092,0.8258546,0.6398221,0.81991106,0.56408775,0.7820439,0.593466,0.796733,0.6761052,0.83805263,0.8095982,0.9047991,0.710703,0.8553515,0.7865094,0.8932547,0.7557671,0.87788355,0.816573,0.9082865
98273,0.5862513,0.7931256,0.64967525,0.8248376,0.5325846,0.76629233,0.586854,0.793427,0.57608736,0.7880437,0.61469835,0.8073492,0.6257353,0.81286764,0.6951787,0.8475894,0.71562105,0.8578105,0.6841365,0.84206825
98274,0.69819313,0.84909654,0.68357813,0.84178907,0.6357938,0.8178969,0.71257436,0.8562872,0.6963237,0.8481618,0.794381,0.8971905,0.70215523,0.8510776,0.79645395,0.898227,0.75391805,0.876959,0.7872382,0.89361906
98275,0.71042925,0.8552146,0.6425008,0.82125044,0.63883734,0.81941867,0.6540559,0.8270279,0.73758024,0.86879015,0.8221861,0.91109306,0.74760497,0.8738025,0.80590355,0.9029518,0.7717109,0.88585544,0.8177767,0.90888834
98276,0.6423439,0.82117194,0.6230674,0.8115337,0.5351357,0.7675679,0.6130681,0.80653405,0.68256354,0.8412818,0.7372099,0.86860496,0.70895296,0.85447645,0.7316172,0.8658086,0.73737866,0.8686893,0.74721336,0.8736067
98277,0.713597,0.8567985,0.6327411,0.81637055,0.59235114,0.7961756,0.62232554,0.81116277,0.7052229,0.8526114,0.83830833,0.91915417,0.7421055,0.87105274,0.8000414,0.9000207,0.79591495,0.89795744,0.83698,0.91849
98278,0.71907175,0.8595359,0.67123026,0.83561516,0.6264448,0.8132224,0.66951454,0.83475727,0.73115313,0.86557657,0.8530377,0.92651886,0.75717354,0.87858677,0.8183486,0.9091743,0.78304714,0.8915236,0.81717634,0.9085882
98279,0.72659576,0.8632979,0.6897708,0.8448854,0.6376927,0.81884634,0.6971563,0.84857816,0.71288365,0.85644186,0.8195155,0.90975773,0.71838427,0.85919213,0.8022307,0.90111536,0.74402213,0.87201107,0.7898017,0.89490086
98280,0.71894324,0.8594716,0.6884098,0.8442049,0.6386988,0.8193494,0.70289516,0.8514476,0.7235718,0.8617859,0.7816332,0.89081657,0.73501766,0.8675088,0.79760087,0.89880043,0.7805557,0.89027786,0.80536544,0.9026827
98281,0.7133566,0.8566783,0.65976894,0.82988447,0.5945003,0.79725015,0.64112973,0.82056487,0.7223631,0.86118156,0.8071494,0.9035747,0.7578912,0.8789456,0.79081345,0.8954067,0.7735716,0.8867858,0.7873411,0.89367056
98282,0.66475976,0.8323799,0.6970117,0.84850585,0.6266267,0.81331336,0.6799401,0.83997005,0.6830988,0.8415494,0.7537421,0.87687105,0.7113822,0.8556911,0.78068346,0.89034176,0.7703079,0.88515395,0.77965647,0.8898282
98283,0.7379792,0.8689896,0.69542825,0.8477141,0.63478976,0.81739485,0.6733973,0.83669865,0.73314023,0.8665701,0.7983359,0.89916795,0.73647606,0.86823803,0.7989148,0.8994574,0.758176,0.87908804,0.80120826,0.9006041
98284,0.59178156,0.7958908,0.5860671,0.79303354,0.5161104,0.7580552,0.5422232,0.7711116,0.6550683,0.82753414,0.76578677,0.8828934,0.7534637,0.8767319,0.75118715,0.87559354,0.7661835,0.88309175,0.80548227,0.90274113
98285,0.54542756,0.7727138,0.52997637,0.7649882,0.42608562,0.7130428,0.5366201,0.76831007,0.57180923,0.78590465,0.64267707,0.82133853,0.62555695,0.8127785,0.63401794,0.817009,0.66738504,0.83369255,0.6482668,0.8241334
98286,0.6937187,0.84685934,0.6806179,0.84030896,0.63233536,0.8161677,0.6295498,0.8147749,0.69496596,0.847483,0.7492919,0.87464595,0.68853056,0.8442653,0.78713727,0.89356863,0.731698,0.865849,0.73845476,0.8692274
98287,0.68449235,0.8422462,0.7055563,0.85277814,0.62768596,0.813843,0.6456313,0.82281566,0.7340318,0.8670159,0.8190683,0.90953416,0.78138924,0.8906946,0.83756036,0.9187802,0.816652,0.908326,0.8377539,0.91887695
98288,0.66288215,0.83144104,0.6614132,0.8307066,0.60210025,0.8010501,0.6134498,0.8067249,0.6668844,0.8334422,0.6996249,0.84981245,0.6656984,0.8328492,0.75961316,0.8798066,0.7374313,0.86871564,0.7199296,0.8599648
98289,0.6326349,0.81631744,0.58502907,0.79251456,0.5428915,0.77144575,0.59964466,0.79982233,0.6265465,0.81327325,0.7475416,0.87377083,0.63572466,0.81786233,0.70038676,0.8501934,0.71587837,0.8579392,0.72302556,0.8615128
98290,0.49375004,0.74687505,0.4947495,0.7473748,0.46543184,0.7327159,0.44543463,0.7227173,0.55564797,0.777824,0.6527408,0.82637036,0.64550006,0.82275003,0.5749869,0.78749347,0.62585247,0.81292623,0.68144846,0.84072423
98291,0.7294911,0.86474556,0.67526716,0.8376336,0.6259105,0.81295526,0.64096594,0.82048297,0.7261669,0.8630835,0.8303845,0.91519225,0.7436229,0.87181145,0.76746833,0.88373417,0.7627101,0.88135505,0.80105895,0.9005295
98292,0.6165569,0.80827844,0.60064995,0.800325,0.53576386,0.76788193,0.5979669,0.79898345,0.65595007,0.82797503,0.7527441,0.87637204,0.6737379,0.83686894,0.7384167,0.86920834,0.73040676,0.8652034,0.7357396,0.8678698
98293,0.621148,0.810574,0.6215416,0.8107708,0.53404486,0.76702243,0.5958257,0.79791284,0.6266309,0.81331545,0.7136655,0.85683274,0.66397685,0.83198845,0.718364,0.859182,0.7224722,0.8612361,0.72397447,0.86198723
98294,0.6438656,0.8219328,0.6019076,0.8009538,0.55752915,0.7787646,0.6323907,0.81619537,0.65034175,0.8251709,0.67522514,0.83761257,0.6212305,0.81061524,0.6837985,0.8418993,0.6869482,0.8434741,0.65714514,0.8285726
98295,0.6148358,0.80741787,0.5951159,0.79755795,0.54436564,0.7721828,0.5746417,0.78732085,0.623098,0.811549,0.7434855,0.8717427,0.6662973,0.83314866,0.71540725,0.8577036,0.70794165,0.8539708,0.75018257,0.8750913
98296,0.62747824,0.8137391,0.67140466,0.8357023,0.5923819,0.796191,0.59856915,0.7992846,0.66061425,0.8303071,0.7147715,0.85738575,0.68726623,0.8436331,0.74911034,0.8745552,0.7129194,0.85645974,0.7154043,0.85770214
98297,0.7120397,0.85601985,0.67714,0.83857,0.6233354,0.8116677,0.68411213,0.84205604,0.6759554,0.8379777,0.722531,0.86126554,0.6715374,0.8357687,0.76962036,0.8848102,0.7529786,0.8764893,0.7614163,0.88070816
98298,0.7397201,0.86986005,0.6577263,0.82886314,0.6080258,0.8040129,0.64934057,0.8246703,0.7053011,0.8526505,0.8202497,0.91012484,0.72861934,0.86430967,0.77478534,0.88739264,0.7533988,0.8766994,0.79818434,0.8990922
98299,0.6344783,0.81723917,0.6369024,0.81845117,0.5732192,0.7866096,0.5802329,0.7901164,0.6775825,0.83879125,0.7763497,0.8881749,0.70884854,0.85442424,0.75585073,0.8779254,0.72773576,0.8638679,0.7768945,0.8884473
98300,0.6350651,0.81753254,0.66809666,0.83404833,0.61392736,0.8069637,0.5948138,0.7974069,0.69231546,0.8461577,0.7787032,0.8893516,0.7637899,0.88189495,0.7753583,0.88767916,0.7503277,0.87516385,0.7794075,0.88970375
