,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Score
98287,0.7053493,0.85267466,0.69281024,0.84640515,0.61172676,0.8058634,0.63548017,0.8177401,0.71459347,0.8572967,0.83617365,0.9180868,0.7697157,0.8848579,0.83589184,0.9179459,0.76248235,0.8812412,0.837399,0.9186995
98288,0.6097761,0.804888,0.6591947,0.82959735,0.5916965,0.79584825,0.5664897,0.78324485,0.62169826,0.81084913,0.6159855,0.80799276,0.6140432,0.8070216,0.69529223,0.8476461,0.71662796,0.858314,0.67231274,0.83615637
98289,0.6287821,0.814391,0.5957338,0.79786694,0.54479146,0.77239573,0.61461854,0.80730927,0.643365,0.8216825,0.7400737,0.87003684,0.65919816,0.8295991,0.7112861,0.85564303,0.710188,0.85509396,0.70849586,0.8542479
98290,0.59246427,0.7962321,0.5662242,0.7831121,0.54737854,0.77368927,0.50317305,0.75158656,0.6592479,0.82962394,0.7621496,0.8810748,0.7596795,0.8798398,0.67794275,0.8389714,0.7118451,0.8559226,0.7845298,0.8922649
98291,0.72992647,0.86496323,0.6897553,0.84487766,0.6587206,0.8293603,0.6131433,0.80657166,0.72005194,0.860026,0.8353099,0.917655,0.74624145,0.8731207,0.7955831,0.89779156,0.78283787,0.89141893,0.8033438,0.9016719
98292,0.6109909,0.80549544,0.60697734,0.8034887,0.53227496,0.7661375,0.59688234,0.7984412,0.64721763,0.8236088,0.7329154,0.8664577,0.6790155,0.83950776,0.7257174,0.8628587,0.72454035,0.8622702,0.72074187,0.86037093
98293,0.6521658,0.8260829,0.6377578,0.8188789,0.5726397,0.78631985,0.6196077,0.80980384,0.6653112,0.8326556,0.7779552,0.8889776,0.7184106,0.8592053,0.7612525,0.88062626,0.7581178,0.8790589,0.77768105,0.88884056
98294,0.7506782,0.8753391,0.6668437,0.8334218,0.6308522,0.8154261,0.71986663,0.8599333,0.73116326,0.86558163,0.7640239,0.88201195,0.66814923,0.8340746,0.7779454,0.8889727,0.73605984,0.86802995,0.7241434,0.8620717
98295,0.6123798,0.8061899,0.60177803,0.800889,0.55320746,0.7766037,0.57752323,0.7887616,0.63691103,0.8184555,0.7629124,0.8814562,0.7066945,0.85334724,0.73138046,0.86569023,0.7315247,0.86576235,0.7617636,0.8808818
98296,0.6141922,0.8070961,0.6414046,0.8207023,0.5448915,0.77244574,0.5975229,0.7987615,0.62585884,0.8129294,0.7150009,0.85750043,0.6619023,0.83095115,0.7474214,0.8737107,0.69842327,0.84921163,0.71540415,0.8577021
98297,0.692093,0.8460465,0.67196655,0.8359833,0.6016569,0.80082846,0.6666093,0.83330464,0.6695539,0.83477694,0.7385776,0.8692888,0.7034837,0.85174185,0.7465885,0.87329423,0.77603036,0.88801515,0.78789204,0.89394605
98298,0.71532667,0.85766333,0.6900755,0.84503776,0.6079255,0.8039627,0.6895126,0.8447563,0.69688284,0.8484414,0.79426444,0.8971322,0.7274927,0.86374635,0.7976215,0.89881074,0.7514583,0.87572914,0.77776337,0.8888817
98299,0.6681087,0.83405435,0.67886406,0.839432,0.5940689,0.79703444,0.63800466,0.81900233,0.7046366,0.8523183,0.7829849,0.8914925,0.74173284,0.8708664,0.7935059,0.89675295,0.71669495,0.8583475,0.7770846,0.8885423
98300,0.69894755,0.8494738,0.6628741,0.83143705,0.60218,0.80109,0.63153434,0.81576717,0.71037483,0.8551874,0.81039107,0.90519553,0.7586146,0.87930727,0.78990257,0.8949513,0.7554159,0.87770796,0.8088151,0.90440756
98301,0.5526856,0.7763428,0.5100236,0.7550118,0.46738705,0.73369354,0.48447192,0.74223596,0.57814443,0.7890722,0.6747744,0.8373872,0.63148516,0.8157426,0.6411862,0.8205931,0.6653803,0.8326901,0.70366913,0.85183454
98302,0.69195014,0.84597504,0.61620736,0.8081037,0.5899843,0.79499215,0.62652224,0.81326115,0.705518,0.852759,0.8301805,0.91509026,0.7140629,0.85703146,0.77088046,0.88544023,0.74116814,0.8705841,0.8061343,0.9030671
98303,0.65947104,0.8297355,0.62054706,0.8102735,0.5417117,0.77085584,0.5434042,0.7717021,0.7224952,0.8612476,0.8604903,0.93024516,0.775982,0.887991,0.75674504,0.87837255,0.7506509,0.87532544,0.84126383,0.9206319
98304,0.76097834,0.8804892,0.7325034,0.8662517,0.67613024,0.83806515,0.66331184,0.8316559,0.71638906,0.85819453,0.83378863,0.9168943,0.71953297,0.8597665,0.8034509,0.9017254,0.802122,0.901061,0.81948036,0.9097402
98305,0.7539996,0.8769998,0.714267,0.8571335,0.64692426,0.8234621,0.6771941,0.83859706,0.7332475,0.86662376,0.86583966,0.93291986,0.77899414,0.88949704,0.8275471,0.91377354,0.80642515,0.90321255,0.8631908,0.93159544
98306,0.67948794,0.839744,0.65780866,0.82890433,0.6043993,0.80219966,0.61763996,0.80882,0.6816186,0.8408093,0.7933004,0.8966502,0.72300744,0.8615037,0.76219213,0.88109607,0.7478852,0.8739426,0.77166224,0.8858311
98307,0.7211323,0.86056614,0.69480073,0.84740037,0.63498,0.81749,0.63464296,0.8173215,0.7420237,0.87101185,0.85055995,0.92528,0.75870824,0.8793541,0.8214925,0.9107462,0.7695968,0.8847984,0.8006192,0.90030956
98308,0.6675578,0.83377886,0.7008159,0.85040796,0.59017074,0.7950854,0.64183027,0.8209151,0.65268004,0.82634,0.7299588,0.8649794,0.75326264,0.8766313,0.75221825,0.8761091,0.762996,0.881498,0.7626114,0.8813057
98309,0.71107864,0.8555393,0.6846988,0.8423494,0.6199182,0.8099591,0.6099998,0.8049999,0.7277225,0.86386126,0.8124752,0.9062376,0.72818446,0.86409223,0.82365143,0.9118257,0.78666544,0.8933327,0.79331195,0.896656
98310,0.80464125,0.9023206,0.6886276,0.8443138,0.6892483,0.84462416,0.63616514,0.8180826,0.76309085,0.8815454,0.8478829,0.9239415,0.72728026,0.8636401,0.7990773,0.89953864,0.7098782,0.8549391,0.7914469,0.89572346
98311,0.71134317,0.8556716,0.66242456,0.8312123,0.6015786,0.8007893,0.60374975,0.8018749,0.7257551,0.86287755,0.8322165,0.91610825,0.760216,0.880108,0.75572956,0.8778648,0.7612808,0.8806404,0.8080956,0.9040478
98312,0.70347434,0.85173714,0.7067623,0.85338116,0.6031879,0.80159396,0.6436718,0.8218359,0.72249687,0.86124843,0.7932045,0.8966023,0.77156126,0.88578063,0.79528904,0.8976445,0.71426874,0.85713434,0.78567004,0.892835
98313,0.6646695,0.83233476,0.6313039,0.81565195,0.5779942,0.7889971,0.59485495,0.7974275,0.672415,0.8362075,0.82034004,0.91017,0.6909551,0.8454776,0.77309424,0.8865471,0.7366168,0.8683084,0.7926115,0.89630574
98314,0.7228967,0.86144835,0.6842474,0.8421237,0.64450943,0.8222547,0.6814264,0.8407132,0.7364985,0.86824924,0.8289938,0.9144969,0.72193325,0.8609666,0.79253125,0.8962656,0.7737092,0.8868546,0.8261783,0.91308916
98315,0.6703577,0.83517885,0.63333297,0.8166665,0.58686614,0.79343307,0.6015255,0.8007628,0.6685448,0.8342724,0.81592095,0.9079605,0.7024634,0.8512317,0.74303985,0.8715199,0.76966393,0.88483196,0.79326546,0.89663273
98316,0.772351,0.8861755,0.72551334,0.86275667,0.657714,0.828857,0.65542,0.82771003,0.7708733,0.88543665,0.8669076,0.9334538,0.7838141,0.89190704,0.8250582,0.9125291,0.7730692,0.8865346,0.81906205,0.909531
98317,0.67162526,0.8358126,0.6287308,0.8143654,0.5803783,0.79018915,0.58698034,0.7934902,0.7133735,0.8566867,0.8456882,0.9228441,0.7648872,0.8824436,0.7626326,0.8813163,0.7402278,0.8701139,0.8411887,0.92059433
98318,0.70852697,0.8542635,0.7002287,0.85011435,0.6215904,0.8107952,0.6937647,0.84688234,0.70853883,0.8542694,0.7527488,0.87637436,0.73234177,0.8661709,0.7513075,0.87565374,0.7685262,0.8842631,0.78201634,0.89100814
98319,0.6874056,0.8437028,0.6616785,0.8308393,0.59630376,0.79815185,0.6977036,0.8488518,0.64119834,0.8205992,0.7232993,0.86164963,0.6512358,0.8256179,0.7255827,0.86279136,0.72290003,0.86145,0.73349833,0.86674917
98320,0.73214453,0.8660723,0.66185415,0.8309271,0.61629224,0.8081461,0.5848561,0.792428,0.7741623,0.88708115,0.88533425,0.9426671,0.77166533,0.88583267,0.82194513,0.9109726,0.7637315,0.88186574,0.8318471,0.91592354
98321,0.7038264,0.8519132,0.65585744,0.8279287,0.60632336,0.8031617,0.6383728,0.8191864,0.7078066,0.8539033,0.86024547,0.93012273,0.75346476,0.87673235,0.79944706,0.89972353,0.7712816,0.8856408,0.83094704,0.9154735
98322,0.67736256,0.8386813,0.6455163,0.82275814,0.58556306,0.79278153,0.57518375,0.7875919,0.7068833,0.85344166,0.85925126,0.92962563,0.73939896,0.8696995,0.783223,0.89161146,0.7711439,0.88557196,0.83483136,0.9174157
98323,0.6546086,0.8273043,0.60829055,0.8041453,0.54338837,0.7716942,0.54652715,0.7732636,0.6659124,0.8329562,0.75438964,0.8771948,0.69839096,0.8491955,0.74859685,0.87429845,0.68389034,0.8419452,0.73936886,0.86968446
98324,0.7093344,0.8546672,0.68397266,0.8419863,0.6351907,0.81759536,0.7007143,0.8503572,0.7035756,0.8517878,0.8160265,0.9080132,0.74499875,0.87249935,0.7918514,0.8959257,0.78640354,0.89320177,0.81830907,0.90915453
98325,0.6960511,0.84802556,0.6334368,0.8167184,0.60203516,0.8010176,0.59570503,0.7978525,0.73250175,0.8662509,0.88226295,0.9411315,0.7790197,0.88950986,0.8016492,0.9008246,0.7713679,0.88568395,0.85314804,0.926574
98326,0.63505995,0.81753,0.63137865,0.8156893,0.55969834,0.7798492,0.60397434,0.8019872,0.62068284,0.8103414,0.746082,0.87304103,0.6572137,0.82860684,0.7441255,0.87206274,0.76375234,0.8818762,0.75193477,0.8759674
98327,0.6083533,0.8041767,0.6635285,0.8317642,0.54526156,0.7726308,0.62965584,0.8148279,0.61448354,0.8072418,0.6967406,0.8483703,0.6629517,0.83147585,0.7470441,0.87352204,0.7367805,0.86839026,0.730756,0.865378
98328,0.7723445,0.8861723,0.682999,0.8414995,0.6640047,0.83200234,0.6826481,0.8413241,0.7498448,0.8749224,0.85463077,0.92731535,0.75914925,0.87957466,0.81308985,0.9065449,0.7778574,0.8889287,0.8308694,0.9154347
98329,0.6981452,0.8490726,0.69189525,0.8459476,0.60158837,0.8007942,0.6728758,0.83643794,0.6963953,0.84819764,0.7593502,0.8796751,0.7402241,0.87011206,0.7811688,0.8905844,0.78090656,0.8904533,0.79956746,0.89978373
98330,0.6574446,0.8287223,0.6968361,0.84841806,0.61609566,0.80804783,0.6500199,0.82500994,0.704672,0.852336,0.73818934,0.86909467,0.6952938,0.8476469,0.7747513,0.88737565,0.72866344,0.8643317,0.75639355,0.8781968
98331,0.6062863,0.80314314,0.548149,0.7740745,0.53969646,0.7698482,0.6079942,0.8039971,0.5788896,0.7894448,0.68579483,0.8428974,0.54426503,0.7721325,0.6292287,0.81461436,0.68094957,0.8404748,0.6216099,0.81080496
98332,0.58891594,0.794458,0.5800725,0.79003626,0.5256612,0.7628306,0.5931839,0.79659194,0.5983983,0.79919916,0.7040132,0.8520066,0.6760876,0.8380438,0.7218237,0.86091185,0.7245899,0.8622949,0.7310314,0.8655157
98333,0.5807929,0.79039645,0.55587876,0.7779394,0.5304056,0.76520276,0.5641471,0.78207356,0.5756685,0.7878343,0.70268846,0.8513442,0.66826755,0.83413374,0.66092664,0.8304633,0.72096986,0.86048496,0.72836125,0.8641806
98334,0.72010684,0.8600534,0.69118464,0.8455923,0.6719315,0.83596575,0.6720247,0.83601236,0.6624809,0.8312404,0.6588902,0.8294451,0.604712,0.802356,0.69335127,0.84667563,0.6634767,0.83173835,0.65011114,0.8250556
98335,0.6749257,0.83746284,0.67748284,0.8387414,0.637161,0.8185805,0.6989461,0.84947306,0.66748834,0.83374417,0.7460104,0.8730052,0.6841911,0.84209555,0.78704405,0.893522,0.746176,0.873088,0.7590732,0.8795366
98336,0.60255504,0.8012775,0.57617384,0.7880869,0.5839948,0.79199743,0.587023,0.7935115,0.6307559,0.81537795,0.7375584,0.8687792,0.6069124,0.8034562,0.71297264,0.8564863,0.6729586,0.8364793,0.68074214,0.8403711
98337,0.4851588,0.7425794,0.46853763,0.7342688,0.42255843,0.7112792,0.50558746,0.7527937,0.5092145,0.75460726,0.6006634,0.8003317,0.5939373,0.79696864,0.5509645,0.77548224,0.6237999,0.81189996,0.6087003,0.80435014
98338,0.58746004,0.79373,0.63600683,0.8180034,0.566939,0.7834695,0.5843024,0.7921512,0.57176,0.78587997,0.5203992,0.7601996,0.5340811,0.76704055,0.60514426,0.80257213,0.636266,0.818133,0.56036925,0.7801846
98339,0.62048036,0.81024015,0.63519406,0.81759703,0.5716717,0.78583586,0.6083879,0.804194,0.661745,0.83087254,0.77233195,0.886166,0.7186042,0.8593021,0.7611834,0.8805917,0.75269747,0.87634873,0.795682,0.897841
98340,0.61137116,0.8056856,0.61117995,0.80559,0.53703517,0.7685176,0.5986662,0.7993331,0.65916383,0.8295819,0.76252794,0.881264,0.7262728,0.8631364,0.7193488,0.8596744,0.7385131,0.86925656,0.7634102,0.8817051
98341,0.6928345,0.84641725,0.67110085,0.8355504,0.63574696,0.8178735,0.6441456,0.8220728,0.71616477,0.8580824,0.8220798,0.9110399,0.7407032,0.8703516,0.796484,0.898242,0.7865652,0.8932826,0.80844104,0.9042205
98342,0.7512001,0.87560004,0.6705924,0.8352962,0.62864625,0.8143231,0.6214144,0.8107072,0.75074553,0.87537277,0.8328818,0.9164409,0.735674,0.867837,0.7950502,0.8975251,0.7654543,0.88272715,0.799576,0.899788
98343,0.5263002,0.7631501,0.5057404,0.7528702,0.45444894,0.72722447,0.51364565,0.7568228,0.5746751,0.78733754,0.66458786,0.8322939,0.62091637,0.8104582,0.6428977,0.82144886,0.6810302,0.84051514,0.67173076,0.8358654
98344,0.7490882,0.87454414,0.6987039,0.84935194,0.6534499,0.82672495,0.67311835,0.8365592,0.73599005,0.867995,0.83877283,0.9193864,0.73896486,0.8694824,0.80136573,0.90068287,0.7878332,0.8939166,0.8422634,0.92113173
98345,0.6724962,0.8362481,0.65150666,0.82575333,0.6142906,0.8071453,0.61626065,0.8081303,0.70044225,0.85022116,0.82063603,0.910318,0.733317,0.8666585,0.77316964,0.8865848,0.74343956,0.8717198,0.80824053,0.90412027
98346,0.6215764,0.8107882,0.6184236,0.8092118,0.57070035,0.7853502,0.6037122,0.8018561,0.6593363,0.82966816,0.7373056,0.8686528,0.6587508,0.8293754,0.74817216,0.8740861,0.7061576,0.85307884,0.7169777,0.85848886
98347,0.66423917,0.8321196,0.6282445,0.81412226,0.60171205,0.800856,0.5863645,0.79318225,0.6731894,0.8365947,0.7842181,0.89210904,0.69294375,0.8464719,0.7244643,0.86223215,0.7705207,0.88526034,0.77163666,0.88581836
98348,0.67252487,0.83626246,0.62901115,0.8145056,0.58347654,0.7917383,0.6018081,0.80090404,0.69641125,0.8482056,0.80791885,0.9039594,0.7608765,0.8804382,0.7679389,0.8839694,0.8070473,0.9035237,0.8267317,0.91336584
98349,0.75384,0.87692,0.71757734,0.85878867,0.6393101,0.81965506,0.65215033,0.8260752,0.7660461,0.883023,0.8407383,0.92036915,0.7558038,0.8779019,0.833298,0.916649,0.79913205,0.89956605,0.8402407,0.92012036
98350,0.71440995,0.857205,0.6772698,0.8386349,0.6184518,0.8092259,0.6312643,0.81563216,0.7513625,0.8756813,0.86287487,0.93143743,0.77738124,0.8886906,0.8078167,0.9039084,0.7965765,0.89828825,0.8438356,0.9219178
98351,0.6608114,0.8304057,0.6315806,0.8157903,0.5866103,0.79330516,0.5724366,0.7862183,0.69796777,0.8489839,0.7985927,0.89929634,0.7331915,0.86659575,0.73277766,0.8663888,0.7598186,0.8799093,0.78898704,0.8944935
98352,0.55766094,0.77883047,0.5607775,0.7803887,0.47889906,0.7394495,0.56422615,0.7821131,0.58016,0.79008,0.7057992,0.8528996,0.68906677,0.8445334,0.70049787,0.85024893,0.7431782,0.87158906,0.7402657,0.87013286
98353,0.60287684,0.80143845,0.56098217,0.7804911,0.51596934,0.75798464,0.50494933,0.75247467,0.62418044,0.8120902,0.77478826,0.88739413,0.71859574,0.8592979,0.68596005,0.84298,0.7057761,0.85288805,0.75660217,0.8783011
98354,0.60491395,0.802457,0.66520864,0.8326043,0.6020233,0.8010117,0.5594975,0.77974874,0.59950346,0.79975176,0.54808843,0.7740442,0.556931,0.7784655,0.5937074,0.79685366,0.5792393,0.7896197,0.5532154,0.7766077
98355,0.65981334,0.8299067,0.65006506,0.82503253,0.6303214,0.8151607,0.6243384,0.8121692,0.6688005,0.83440024,0.7145289,0.85726446,0.7174474,0.8587237,0.70546937,0.8527347,0.7448622,0.8724311,0.76910377,0.8845519
98356,0.6277119,0.81385595,0.63062954,0.81531477,0.55458975,0.7772949,0.5788043,0.7894021,0.64937246,0.8246862,0.71501666,0.8575083,0.6940183,0.8470092,0.71556854,0.8577843,0.7105755,0.8552878,0.7221261,0.86106306
98357,0.75661,0.87830496,0.7612563,0.8806281,0.68439007,0.84219503,0.6486629,0.82433146,0.70777875,0.85388935,0.6921791,0.84608954,0.6420579,0.82102895,0.72220945,0.8611047,0.6665208,0.8332604,0.6640044,0.83200216
98358,0.7124016,0.8562008,0.7168069,0.85840344,0.66220784,0.8311039,0.6422126,0.8211063,0.76341724,0.8817086,0.8243687,0.91218436,0.7789476,0.8894738,0.82984304,0.9149215,0.8416311,0.9208156,0.83297884,0.9164894
98359,0.5970957,0.79854786,0.55995053,0.7799753,0.53574777,0.7678739,0.54046094,0.7702305,0.61000025,0.8050001,0.7116457,0.85582286,0.6649968,0.83249843,0.66115165,0.8305758,0.7332935,0.86664677,0.72946846,0.86473423
98360,0.5089941,0.75449705,0.5468827,0.7734413,0.49851,0.749255,0.6315211,0.81576055,0.45163316,0.7258166,0.47614723,0.7380736,0.44804132,0.72402066,0.5536595,0.7768297,0.5864036,0.7932018,0.51015514,0.7550776
98361,0.69634163,0.8481708,0.6765032,0.8382516,0.62289834,0.81144917,0.65663934,0.82831967,0.7134061,0.85670304,0.80047846,0.9002392,0.7207217,0.86036086,0.81118006,0.90559006,0.76306653,0.88153327,0.82455313,0.91227657
98362,0.63700277,0.81850135,0.61984044,0.8099202,0.5695209,0.7847605,0.5801773,0.79008865,0.67114866,0.8355743,0.7427983,0.87139916,0.72993696,0.8649685,0.71734345,0.8586717,0.7107558,0.8553779,0.7569711,0.87848556
98363,0.68162894,0.8408145,0.65903175,0.8295159,0.6206177,0.8103088,0.6359627,0.81798136,0.65224576,0.8261229,0.6799662,0.8399831,0.6044022,0.8022011,0.7214692,0.8607346,0.71411324,0.8570566,0.6998769,0.84993845
98364,0.6322864,0.8161432,0.6223012,0.8111506,0.61081696,0.8054085,0.575256,0.787628,0.6524129,0.82620645,0.7621883,0.88109416,0.6603127,0.8301563,0.7522514,0.8761257,0.69509757,0.8475488,0.7232242,0.8616121
98365,0.65114796,0.825574,0.6929286,0.8464643,0.6249248,0.8124624,0.6160033,0.80800164,0.64950347,0.82475173,0.7315154,0.8657577,0.65578985,0.8278949,0.77452135,0.8872607,0.7679081,0.88395405,0.75328314,0.8766416
98366,0.5809009,0.79045045,0.61482334,0.8074117,0.5478739,0.773937,0.5213262,0.7606631,0.59225214,0.79612607,0.5922586,0.7961293,0.5758103,0.78790516,0.63707554,0.8185378,0.6217809,0.81089044,0.58787763,0.7939388
98367,0.66035014,0.83017504,0.6254183,0.81270915,0.59637284,0.7981864,0.63211596,0.816058,0.66325784,0.8316289,0.7602668,0.8801334,0.66473234,0.83236617,0.7105535,0.85527676,0.7412039,0.87060195,0.73525447,0.86762726
98368,0.563769,0.7818845,0.59370184,0.7968509,0.5262433,0.76312166,0.5456096,0.7728048,0.58149636,0.7907482,0.7018579,0.85092896,0.6413379,0.82066894,0.65329885,0.8266494,0.6955886,0.8477943,0.71160686,0.85580343
98369,0.5424009,0.7712004,0.5421656,0.77108276,0.4917062,0.74585307,0.51334786,0.75667393,0.6098324,0.8049162,0.7563418,0.8781709,0.67635167,0.83817583,0.70885706,0.8544285,0.67505854,0.8375293,0.7688792,0.8844396
98370,0.6471659,0.82358295,0.6280833,0.8140416,0.5398478,0.7699239,0.5966063,0.7983031,0.6646428,0.8323214,0.79304045,0.89652026,0.7397479,0.86987394,0.74590015,0.8729501,0.7328954,0.8664477,0.78924334,0.8946217
98371,0.6769167,0.83845836,0.6479138,0.8239569,0.605071,0.80253553,0.6802026,0.8401013,0.6315094,0.8157547,0.75302446,0.8765122,0.67621636,0.8381082,0.75253975,0.8762699,0.7407054,0.8703527,0.7648773,0.88243866
98372,0.7671512,0.88357556,0.6878995,0.84394974,0.6257241,0.81286204,0.6318892,0.8159446,0.742103,0.8710515,0.83935976,0.9196799,0.73534864,0.86767435,0.8247675,0.91238374,0.74514574,0.8725729,0.8218978,0.9109489
98373,0.7415184,0.8707592,0.6796787,0.83983934,0.6383963,0.81919813,0.70527565,0.8526378,0.67629254,0.83814627,0.7394198,0.8697099,0.63749194,0.818746,0.7203028,0.8601514,0.7209026,0.86045134,0.7169714,0.8584857
98374,0.74015546,0.8700777,0.704103,0.8520515,0.6521025,0.82605124,0.7064712,0.8532356,0.7306618,0.86533093,0.7791294,0.8895647,0.694257,0.8471285,0.78560936,0.8928047,0.7400834,0.8700417,0.74397504,0.8719875
98375,0.6888579,0.84442896,0.7103631,0.8551816,0.67205596,0.836028,0.70133626,0.85066813,0.6798315,0.83991575,0.72691214,0.8634561,0.6737152,0.83685756,0.73856777,0.8692839,0.75332856,0.8766643,0.7452463,0.87262315
98376,0.74975467,0.87487733,0.671908,0.835954,0.6264069,0.81320345,0.62391543,0.8119577,0.7557021,0.877851,0.8694668,0.9347334,0.7409733,0.8704866,0.77838373,0.88919187,0.75848055,0.8792403,0.8078171,0.90390855
