,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
56804,0.7410573,0.87052864,0.72417825,0.86208916,0.658261,0.82913053,0.65772307,0.82886153,0.76940024,0.8847001,0.8416246,0.9208123,0.75916255,0.8795813,0.8655272,0.9327636,0.78921056,0.8946053,0.823845,0.9119225
56805,0.6360891,0.81804454,0.6336663,0.81683314,0.56175745,0.7808787,0.62256944,0.8112847,0.61790496,0.80895245,0.67306197,0.836531,0.65213776,0.8260689,0.7119624,0.85598123,0.730169,0.8650845,0.70858574,0.85429287
56807,0.7002783,0.85013914,0.6974088,0.8487044,0.59069407,0.79534703,0.62602866,0.8130143,0.73138505,0.8656925,0.7690078,0.8845039,0.76564896,0.8828245,0.7562976,0.8781488,0.7811026,0.8905513,0.79796135,0.8989807
56809,0.63351214,0.81675607,0.63752216,0.8187611,0.5443713,0.7721857,0.60876757,0.80438375,0.6406864,0.8203432,0.68998593,0.844993,0.68710756,0.8435538,0.7392277,0.8696139,0.72387296,0.86193645,0.7118516,0.8559258
56859,0.5581025,0.77905124,0.5121311,0.75606555,0.42707744,0.7135387,0.5434241,0.77171206,0.56105137,0.7805257,0.6555226,0.8277613,0.62414706,0.8120735,0.62156343,0.8107817,0.65426254,0.8271313,0.65014774,0.82507384
56860,0.65661025,0.8283051,0.65471905,0.82735956,0.5833242,0.7916621,0.6562228,0.8281114,0.6813532,0.8406766,0.7800323,0.89001614,0.7306268,0.8653134,0.7823074,0.8911537,0.7606321,0.880316,0.812662,0.906331
56861,0.62056214,0.81028104,0.6035263,0.8017632,0.5360629,0.7680315,0.64058745,0.8202937,0.5976912,0.7988456,0.630314,0.815157,0.6535388,0.8267694,0.6709207,0.83546036,0.67508376,0.8375419,0.6656099,0.8328049
56862,0.7142454,0.85712266,0.67803884,0.8390194,0.5555054,0.7777527,0.6047307,0.80236536,0.67543435,0.8377172,0.72532845,0.8626642,0.6851773,0.84258866,0.7309756,0.8654878,0.7074106,0.8537053,0.7125994,0.8562997
57384,0.74517155,0.8725858,0.6803713,0.84018564,0.6429584,0.8214792,0.64367676,0.8218384,0.72365534,0.8618277,0.82668185,0.9133409,0.73893136,0.8694657,0.80575395,0.902877,0.7286039,0.8643019,0.79534614,0.8976731
57400,0.7899207,0.89496034,0.7183522,0.8591761,0.67126286,0.83563143,0.62433094,0.8121655,0.7798533,0.8899267,0.86343145,0.9317157,0.7582542,0.8791271,0.82637274,0.9131864,0.74533653,0.87266827,0.81118274,0.90559137
62042,0.7209956,0.86049783,0.6890437,0.8445219,0.62266016,0.8113301,0.64448035,0.8222402,0.6930586,0.8465293,0.72435164,0.8621758,0.7001571,0.8500786,0.71184766,0.85592383,0.701843,0.8509215,0.7153024,0.85765123
63086,0.56635165,0.7831758,0.58997464,0.7949873,0.5150043,0.75750214,0.5227002,0.7613501,0.6024375,0.80121875,0.678954,0.839477,0.6737194,0.8368597,0.66235095,0.83117545,0.70309216,0.85154605,0.70429814,0.85214907
63087,0.6920131,0.8460065,0.6511643,0.82558215,0.5760554,0.7880277,0.6358149,0.81790745,0.71513784,0.8575689,0.7707843,0.8853922,0.7723938,0.8861969,0.73830855,0.8691543,0.7336799,0.86683995,0.7848163,0.89240813
83710,0.69829905,0.8491495,0.6644126,0.8322063,0.58672106,0.79336053,0.63797367,0.81898683,0.6785506,0.8392753,0.74859,0.874295,0.6663625,0.83318126,0.750885,0.8754425,0.71714187,0.85857093,0.73264825,0.8663241
83711,0.6279423,0.81397116,0.68455285,0.84227645,0.5991323,0.79956615,0.57255304,0.7862765,0.6099515,0.80497575,0.5776434,0.7888217,0.5633136,0.7816568,0.6683822,0.8341911,0.614542,0.807271,0.6106467,0.80532336
86666,0.675188,0.83759403,0.7280698,0.8640349,0.6146676,0.8073338,0.6607722,0.8303861,0.7104688,0.8552344,0.7978504,0.8989252,0.778244,0.889122,0.8357599,0.91787994,0.80941194,0.904706,0.829644,0.914822
87779,0.7165723,0.85828614,0.71085024,0.8554251,0.6659471,0.83297354,0.6800446,0.8400223,0.6814387,0.84071934,0.65469015,0.8273451,0.608111,0.8040555,0.7119924,0.8559962,0.65694463,0.8284723,0.63857853,0.81928927
97622,0.7216433,0.86082166,0.7093618,0.8546809,0.66081035,0.8304052,0.6338426,0.8169213,0.7606699,0.880335,0.8642677,0.93213385,0.7621325,0.88106626,0.84755796,0.923779,0.7966819,0.89834094,0.85303557,0.9265178
98134,0.74676216,0.8733811,0.6593027,0.82965136,0.6358715,0.81793576,0.5776538,0.78882694,0.71759444,0.8587972,0.79194784,0.8959739,0.7227955,0.86139774,0.75016034,0.87508017,0.701871,0.85093546,0.7619518,0.8809759
98135,0.69897366,0.8494868,0.6820601,0.84103006,0.6217594,0.8108797,0.63813424,0.8190671,0.73944366,0.86972183,0.85385054,0.9269253,0.7674043,0.88370216,0.8323305,0.91616523,0.77730906,0.88865453,0.8486542,0.92432714
98136,0.69433844,0.8471692,0.636907,0.8184535,0.5753146,0.78765726,0.6104644,0.80523217,0.6761595,0.83807975,0.79171205,0.895856,0.6891841,0.8445921,0.7546319,0.87731594,0.73992646,0.8699632,0.7642004,0.8821002
98137,0.6241095,0.81205475,0.6524912,0.8262456,0.53669596,0.768348,0.6291646,0.8145823,0.6502242,0.8251121,0.6781467,0.83907336,0.7132406,0.8566203,0.7237612,0.8618806,0.7310971,0.86554855,0.72903943,0.8645197
98138,0.54500407,0.77250206,0.51952827,0.75976413,0.46099955,0.73049974,0.52018166,0.7600908,0.5596503,0.77982515,0.67297643,0.83648825,0.6258611,0.8129306,0.6430549,0.8215275,0.6537868,0.8268934,0.69909215,0.8495461
98171,0.68634593,0.84317297,0.6337826,0.8168913,0.56780934,0.7839047,0.5842685,0.7921343,0.72302973,0.86151487,0.776049,0.8880245,0.7370086,0.8685043,0.75005436,0.8750272,0.74658793,0.873294,0.7974225,0.89871126
98172,0.5646379,0.78231895,0.58811677,0.7940584,0.5021735,0.7510867,0.51828444,0.7591422,0.6614075,0.83070374,0.70454574,0.85227287,0.68864745,0.84432375,0.68867576,0.8443379,0.63333523,0.8166676,0.6811966,0.8405983
98173,0.69599134,0.84799564,0.6584632,0.8292316,0.57689786,0.7884489,0.6108329,0.80541646,0.7190688,0.8595344,0.82488227,0.91244113,0.7559495,0.87797475,0.75258267,0.87629133,0.7956121,0.89780605,0.8220279,0.91101396
98245,0.62495124,0.8124756,0.629575,0.8147875,0.5705576,0.7852788,0.6012784,0.8006392,0.64217854,0.82108927,0.7150682,0.8575341,0.6826669,0.84133345,0.73192954,0.8659648,0.7267245,0.86336225,0.69690573,0.84845287
98250,0.6899643,0.84498215,0.70344925,0.8517246,0.6425861,0.82129306,0.6634456,0.8317228,0.65147996,0.82574,0.6350602,0.8175301,0.59917426,0.79958713,0.69096315,0.8454816,0.65472627,0.82736313,0.61206484,0.8060324
98251,0.6872088,0.8436044,0.6236778,0.81183887,0.56288695,0.7814435,0.5834253,0.79171264,0.66841966,0.8342098,0.6987572,0.8493786,0.67447174,0.83723587,0.65388536,0.8269427,0.6949438,0.8474719,0.66727006,0.83363503
98252,0.5454042,0.7727021,0.52453685,0.7622684,0.4470505,0.7235253,0.6323134,0.8161567,0.54297537,0.7714877,0.5134876,0.7567438,0.5182227,0.75911134,0.5197863,0.7598932,0.5685722,0.78428614,0.5127083,0.75635415
98253,0.72197396,0.86098695,0.6893295,0.84466475,0.610463,0.8052315,0.62323785,0.8116189,0.72174203,0.860871,0.74881476,0.8744074,0.69654787,0.84827393,0.72129554,0.8606478,0.7411392,0.8705696,0.7291326,0.8645663
98254,0.6058868,0.8029434,0.5807462,0.7903731,0.5225884,0.7612942,0.611415,0.8057075,0.61254036,0.8062702,0.7060176,0.8530088,0.6534674,0.8267337,0.69741976,0.8487099,0.7073344,0.8536672,0.70662504,0.8533125
98255,0.7191069,0.85955346,0.692768,0.846384,0.6428648,0.8214324,0.718304,0.85915196,0.7762731,0.8881365,0.8049662,0.9024831,0.74908864,0.8745443,0.8149195,0.90745974,0.7604009,0.88020045,0.7908319,0.89541596
98256,0.7072861,0.85364306,0.65602875,0.8280144,0.6160639,0.8080319,0.68034613,0.84017307,0.7262119,0.86310595,0.7970748,0.8985374,0.69669795,0.848349,0.7599758,0.8799879,0.74024624,0.87012315,0.7640461,0.88202304
98257,0.7103531,0.85517657,0.681599,0.8407995,0.6141358,0.8070679,0.66603494,0.83301747,0.6654007,0.8327004,0.7598669,0.8799335,0.6923412,0.8461706,0.7767978,0.8883989,0.7510097,0.87550485,0.7701236,0.8850618
98258,0.70128864,0.85064435,0.64555204,0.822776,0.60088617,0.80044305,0.58773977,0.79386985,0.63483965,0.8174198,0.7298754,0.86493766,0.67205024,0.8360251,0.6516521,0.82582605,0.68231654,0.8411583,0.73438805,0.86719406
98259,0.6749621,0.837481,0.65770376,0.8288519,0.6024256,0.8012128,0.6357074,0.8178537,0.71151996,0.85576,0.79904974,0.89952487,0.7811944,0.8905972,0.76722676,0.88361335,0.79647017,0.8982351,0.81836724,0.9091836
98260,0.6982784,0.8491392,0.6875267,0.84376335,0.6636866,0.83184326,0.72918546,0.86459273,0.6838857,0.84194285,0.7597304,0.87986517,0.68714094,0.8435705,0.79345727,0.89672863,0.7608198,0.8804099,0.75369537,0.8768477
98261,0.7253357,0.86266786,0.6831374,0.8415687,0.6603007,0.83015037,0.69664586,0.8483229,0.7162026,0.8581013,0.7891577,0.8945788,0.74233675,0.8711684,0.75180584,0.8759029,0.7583597,0.87917984,0.7935513,0.89677566
98262,0.66586196,0.832931,0.64033306,0.8201665,0.5970544,0.79852724,0.6871184,0.8435592,0.6544386,0.8272193,0.72820365,0.8641018,0.66855514,0.8342776,0.735377,0.86768854,0.77853835,0.8892692,0.77801144,0.8890057
98263,0.60010034,0.80005014,0.63906574,0.8195329,0.57301486,0.7865074,0.6372215,0.8186108,0.6378175,0.81890875,0.6752956,0.8376478,0.6390635,0.81953174,0.70004356,0.8500218,0.685718,0.842859,0.70703214,0.8535161
98264,0.66929615,0.8346481,0.63732517,0.8186626,0.52662635,0.7633132,0.68342364,0.8417118,0.63737303,0.8186865,0.70309573,0.85154784,0.6433336,0.82166684,0.7250786,0.8625393,0.6792649,0.83963245,0.6919754,0.8459877
98265,0.6944071,0.84720355,0.6727488,0.8363744,0.6164621,0.80823106,0.64946604,0.824733,0.7027075,0.85135376,0.78829676,0.89414835,0.69896764,0.84948385,0.7587269,0.8793634,0.7516924,0.8758462,0.7674563,0.88372815
98266,0.7389276,0.8694638,0.6605458,0.8302729,0.6084466,0.8042233,0.69777066,0.8488853,0.6730307,0.8365153,0.7582711,0.87913555,0.65585613,0.82792807,0.7412996,0.8706498,0.7410935,0.87054676,0.73150647,0.86575323
98267,0.6923288,0.8461644,0.6726426,0.8363213,0.62708354,0.81354177,0.64082694,0.8204135,0.6962202,0.8481101,0.72648156,0.8632408,0.66253227,0.83126616,0.7465949,0.87329745,0.7930269,0.89651346,0.75697684,0.8784884
98268,0.71337914,0.8566896,0.69992286,0.8499614,0.65980554,0.82990277,0.65493846,0.8274692,0.6787057,0.83935285,0.71076965,0.8553848,0.62691176,0.8134559,0.7474184,0.8737092,0.69076633,0.84538317,0.719522,0.859761
98269,0.67926764,0.8396338,0.60030997,0.800155,0.5374094,0.7687047,0.5966377,0.79831886,0.6491051,0.82455254,0.7536561,0.8768281,0.6583042,0.8291521,0.70480216,0.8524011,0.6936313,0.84681565,0.7138803,0.85694015
98270,0.62611735,0.8130587,0.6010753,0.80053765,0.521314,0.760657,0.6111908,0.8055954,0.5972403,0.79862016,0.6605556,0.8302778,0.64857197,0.824286,0.66758525,0.8337926,0.7118259,0.8559129,0.65678465,0.8283923
98271,0.6602714,0.8301357,0.6160126,0.8080063,0.5169549,0.75847745,0.58634174,0.79317087,0.66980875,0.8349044,0.81076115,0.9053806,0.76430225,0.8821511,0.72757864,0.8637893,0.74772346,0.87386173,0.80490947,0.90245473
98272,0.66476333,0.83238167,0.69570386,0.84785193,0.5952263,0.79761314,0.6373373,0.81866866,0.72295237,0.8614762,0.8056383,0.90281916,0.76757365,0.8837868,0.81007636,0.9050382,0.7688898,0.8844449,0.81002593,0.90501297
98273,0.7460266,0.87301326,0.7548877,0.87744385,0.6472917,0.82364583,0.68101263,0.8405063,0.7255908,0.8627954,0.77668417,0.8883421,0.72694385,0.8634719,0.8213188,0.91065943,0.7750275,0.88751376,0.8000256,0.9000128
98274,0.68191063,0.8409553,0.6587855,0.8293928,0.59373,0.796865,0.6730967,0.8365483,0.68223226,0.84111613,0.7705314,0.8852657,0.67237127,0.83618563,0.7520895,0.87604475,0.72514737,0.8625737,0.73800117,0.86900055
98275,0.71634674,0.8581734,0.661247,0.8306235,0.61878866,0.80939436,0.67547274,0.83773637,0.7211224,0.8605612,0.8236214,0.9118107,0.7599412,0.8799706,0.79454243,0.8972712,0.79064465,0.8953223,0.82273173,0.91136587
98276,0.63031757,0.8151588,0.6209762,0.8104881,0.53151405,0.765757,0.629453,0.8147265,0.6405878,0.8202939,0.7058456,0.8529228,0.6781527,0.83907634,0.7067067,0.8533534,0.7168155,0.85840774,0.7202929,0.86014646
98277,0.7090183,0.8545091,0.683262,0.841631,0.59239525,0.79619765,0.6531441,0.82657206,0.7130196,0.8565098,0.7891176,0.8945588,0.7519221,0.87596107,0.7829287,0.89146435,0.79564416,0.8978221,0.81632227,0.90816116
98278,0.75519145,0.8775957,0.68890345,0.8444517,0.65563405,0.827817,0.64924574,0.82462287,0.75004375,0.8750219,0.88829577,0.9441479,0.7536341,0.87681705,0.8153999,0.90769994,0.76311314,0.8815566,0.8283665,0.91418326
98279,0.732676,0.866338,0.6963122,0.8481561,0.6116889,0.8058444,0.6364819,0.81824094,0.72688866,0.8634443,0.82961076,0.9148054,0.7603605,0.88018024,0.7848463,0.89242315,0.7479626,0.8739813,0.8060392,0.9030196
98280,0.7447684,0.8723842,0.71216947,0.8560847,0.6452075,0.82260376,0.6765134,0.8382567,0.7541531,0.8770765,0.8428271,0.92141354,0.76594156,0.8829708,0.81117046,0.9055852,0.7788415,0.88942075,0.8174553,0.90872765
98281,0.6682062,0.8341031,0.5962664,0.7981332,0.54542446,0.77271223,0.6262805,0.8131403,0.6733104,0.8366552,0.7584134,0.87920666,0.7158455,0.8579228,0.7186123,0.85930616,0.73873407,0.869367,0.73206455,0.86603224
98282,0.6523465,0.82617325,0.6947081,0.84735405,0.60961366,0.8048068,0.68595517,0.8429776,0.64697295,0.82348645,0.7162144,0.8581072,0.6713823,0.83569115,0.7382773,0.86913866,0.7485075,0.87425375,0.74240535,0.8712027
98283,0.713337,0.8566685,0.67577624,0.8378881,0.59585583,0.7979279,0.636603,0.8183015,0.7365207,0.8682604,0.8033597,0.9016799,0.7475214,0.8737607,0.76842755,0.8842138,0.74915636,0.8745782,0.7937746,0.8968873
98284,0.6110467,0.80552334,0.6080953,0.80404764,0.5304115,0.76520574,0.5596656,0.77983284,0.6589308,0.8294654,0.7457965,0.8728982,0.7454423,0.87272114,0.73445904,0.8672295,0.7498069,0.87490344,0.76372397,0.881862
98285,0.59876907,0.79938453,0.5665312,0.7832656,0.48368412,0.74184203,0.550125,0.7750625,0.6218854,0.8109427,0.71239316,0.8561966,0.6710591,0.83552957,0.6774517,0.83872586,0.7232072,0.8616036,0.715077,0.85753846
98286,0.68734205,0.843671,0.67778707,0.83889353,0.61055017,0.8052751,0.604323,0.8021615,0.70060456,0.8503023,0.7588544,0.8794272,0.7226397,0.86131984,0.788903,0.8944515,0.7541251,0.87706256,0.7600193,0.88000965
98287,0.7236787,0.86183935,0.6937436,0.8468718,0.60975397,0.804877,0.6595082,0.8297541,0.71412516,0.8570626,0.7760035,0.88800174,0.7228093,0.86140466,0.8218936,0.9109468,0.72669876,0.8633494,0.7687644,0.8843822
98288,0.70765877,0.8538294,0.67164856,0.83582425,0.5854567,0.79272836,0.5770886,0.7885443,0.68303883,0.8415194,0.70504904,0.8525245,0.6240079,0.81200397,0.71949756,0.8597488,0.6907293,0.8453647,0.6910522,0.8455261
98289,0.7300128,0.8650064,0.66098607,0.83049303,0.62773806,0.813869,0.65878594,0.82939297,0.7279707,0.86398536,0.80793965,0.9039698,0.7024851,0.85124254,0.774258,0.887129,0.7443626,0.8721813,0.7814361,0.89071804
98290,0.49856073,0.74928033,0.5234151,0.76170754,0.49767476,0.74883735,0.44961333,0.72480667,0.564191,0.7820955,0.6212845,0.81064224,0.65592754,0.82796377,0.56025374,0.78012687,0.6367334,0.8183667,0.66369736,0.8318487
98291,0.6896691,0.84483457,0.66709864,0.8335493,0.62166345,0.8108317,0.61167735,0.8058387,0.6893699,0.84468496,0.7953136,0.8976568,0.7217808,0.8608904,0.74894196,0.87447095,0.7561834,0.8780917,0.7673342,0.8836671
98292,0.5965487,0.79827434,0.61411166,0.80705583,0.5178406,0.7589203,0.60402846,0.80201423,0.64164174,0.82082087,0.69555765,0.8477788,0.6695281,0.83476406,0.7262461,0.86312306,0.6865698,0.8432849,0.6982672,0.8491336
98293,0.68228483,0.8411424,0.64438033,0.82219017,0.5988008,0.7994004,0.6286516,0.8143258,0.6602388,0.8301194,0.7820459,0.8910229,0.6980313,0.84901565,0.76303506,0.8815175,0.767295,0.8836475,0.7921467,0.89607334
98294,0.6496781,0.82483906,0.59394854,0.7969743,0.54387534,0.77193767,0.6716683,0.83583415,0.62741566,0.8137078,0.6335217,0.81676084,0.59193444,0.7959672,0.6693401,0.83467007,0.650169,0.8250845,0.6138089,0.80690444
98295,0.61846435,0.8092322,0.6041318,0.8020659,0.5521221,0.77606106,0.5855132,0.79275656,0.64451134,0.8222557,0.75982535,0.8799127,0.6884192,0.8442096,0.74370885,0.8718544,0.7352956,0.86764777,0.76485157,0.8824258
98296,0.74690527,0.87345266,0.74080896,0.8704045,0.6536523,0.82682616,0.6714996,0.8357498,0.7473004,0.8736502,0.7582576,0.8791288,0.7305856,0.8652928,0.8192369,0.90961844,0.7829993,0.89149964,0.79305196,0.896526
98297,0.6802658,0.8401329,0.67904514,0.8395226,0.6046929,0.80234647,0.6723031,0.83615154,0.6454661,0.82273304,0.6873228,0.8436614,0.6656555,0.83282775,0.7455113,0.87275565,0.7531179,0.87655896,0.74244195,0.87122095
98298,0.7981428,0.8990714,0.71136415,0.8556821,0.6750392,0.8375196,0.68260306,0.84130156,0.7561263,0.87806314,0.85110986,0.92555493,0.7475362,0.8737681,0.82036936,0.9101847,0.7877463,0.89387316,0.8183809,0.9091904
98299,0.6099348,0.8049674,0.63973486,0.81986743,0.5535854,0.7767927,0.5711737,0.78558683,0.65446204,0.82723105,0.7113764,0.8556882,0.6693579,0.83467895,0.7131053,0.85655266,0.63963,0.81981504,0.68252015,0.8412601
98300,0.6555934,0.8277967,0.6568278,0.8284139,0.6102859,0.80514294,0.619058,0.809529,0.71011996,0.85506,0.79816365,0.8990818,0.77669203,0.888346,0.8090639,0.90453196,0.77274346,0.88637173,0.8275633,0.91378164
98301,0.5774271,0.7887136,0.53470254,0.76735127,0.49267495,0.7463375,0.51423323,0.7571166,0.59221697,0.7961085,0.6994608,0.8497304,0.65509343,0.8275467,0.6647568,0.8323784,0.6854527,0.84272635,0.722546,0.861273
98302,0.7309523,0.86547613,0.6757981,0.8378991,0.6051879,0.80259395,0.673027,0.8365135,0.7585727,0.87928635,0.8462215,0.9231107,0.75954235,0.8797712,0.8068603,0.90343016,0.7603091,0.88015455,0.81771123,0.9088556
98303,0.6520854,0.8260427,0.6163633,0.80818164,0.5410386,0.77051926,0.6004815,0.80024076,0.6811446,0.8405723,0.76454425,0.8822721,0.70118034,0.85059017,0.715934,0.857967,0.7452341,0.872617,0.7708776,0.8854388
98304,0.77190244,0.8859512,0.7362584,0.8681292,0.6884804,0.8442402,0.66297525,0.83148766,0.7557385,0.87786925,0.8473591,0.9236796,0.7542875,0.87714374,0.83269966,0.9163498,0.8132421,0.90662104,0.85566574,0.92783284
98305,0.7357154,0.8678577,0.68563557,0.8428178,0.62043387,0.8102169,0.6465956,0.8232978,0.7236204,0.8618102,0.8152392,0.9076196,0.7235384,0.8617692,0.7876291,0.89381456,0.7534523,0.87672615,0.76952076,0.8847604
98306,0.64241064,0.8212053,0.61958855,0.8097943,0.55474424,0.7773721,0.61037964,0.80518985,0.6572213,0.82861066,0.75502515,0.8775126,0.67517763,0.8375888,0.7392945,0.86964726,0.7209172,0.8604586,0.73284477,0.8664224
98307,0.7482381,0.87411904,0.7277639,0.86388195,0.6690204,0.8345102,0.6708915,0.83544576,0.7557032,0.8778516,0.85086846,0.92543423,0.77004206,0.88502103,0.83267087,0.91633546,0.8066417,0.90332085,0.8245384,0.91226923
98308,0.6561407,0.82807034,0.6659552,0.8329776,0.54671466,0.77335733,0.6353168,0.8176584,0.6510875,0.82554376,0.6863709,0.8431854,0.72567576,0.8628379,0.70904934,0.8545247,0.72237337,0.8611867,0.7188727,0.8594364
98309,0.7167437,0.85837185,0.66357446,0.8317872,0.6115979,0.80579895,0.63511693,0.81755847,0.6967194,0.8483597,0.7704246,0.8852123,0.7054726,0.8527363,0.7792702,0.8896351,0.75824285,0.8791214,0.7618282,0.8809141
98310,0.7210987,0.86054933,0.67621577,0.8381079,0.6369414,0.8184707,0.5948349,0.79741746,0.73217034,0.8660852,0.8280418,0.9140209,0.7591597,0.87957984,0.7642528,0.8821264,0.689493,0.8447465,0.7892507,0.8946253
98311,0.70259434,0.85129714,0.6713357,0.83566785,0.61286163,0.8064308,0.6319897,0.81599486,0.69234544,0.8461727,0.77466846,0.8873342,0.70860744,0.8543037,0.74644005,0.87322,0.74326646,0.87163323,0.7875618,0.8937809
98312,0.663744,0.831872,0.68969667,0.84484833,0.6043545,0.80217725,0.6457242,0.8228621,0.6944778,0.8472389,0.7476377,0.8738189,0.7394482,0.8697241,0.766083,0.8830415,0.708094,0.854047,0.7736507,0.8868253
98313,0.6819488,0.8409744,0.65550005,0.82775,0.6033708,0.8016854,0.6207314,0.8103657,0.702905,0.85145247,0.8124295,0.9062147,0.69628704,0.8481435,0.80566424,0.90283215,0.74425244,0.8721262,0.7967918,0.8983959
98314,0.7745366,0.8872683,0.70212305,0.8510615,0.65435404,0.82717705,0.66241646,0.8312082,0.73696715,0.86848354,0.84930515,0.9246526,0.71901906,0.8595095,0.818539,0.9092695,0.77274334,0.8863717,0.8045728,0.9022864
98315,0.68750274,0.8437514,0.6559074,0.8279537,0.6108935,0.80544674,0.64842045,0.8242102,0.7134824,0.8567412,0.8485925,0.92429626,0.72960246,0.8648012,0.7951374,0.8975687,0.784855,0.8924275,0.8216111,0.9108056
98316,0.7907032,0.8953516,0.72842085,0.8642104,0.6752583,0.83762914,0.6389865,0.8194933,0.7979835,0.89899176,0.8820249,0.94101244,0.75135016,0.8756751,0.81348443,0.9067422,0.7747201,0.88736004,0.82982063,0.9149103
98317,0.650348,0.825174,0.63043153,0.81521577,0.55841804,0.779209,0.5662558,0.7831279,0.7027849,0.85139245,0.81519383,0.90759695,0.73955274,0.86977637,0.7339827,0.86699134,0.7259121,0.86295605,0.7974509,0.89872545
98318,0.7418442,0.8709221,0.718322,0.859161,0.6510285,0.82551426,0.70540035,0.8527002,0.74154186,0.87077093,0.8042451,0.90212256,0.7427821,0.87139106,0.7923366,0.8961683,0.79186964,0.8959348,0.82446927,0.91223466
98319,0.64452475,0.8222624,0.6315962,0.8157981,0.56909335,0.7845467,0.68729794,0.84364897,0.6236481,0.8118241,0.7093221,0.85466105,0.6452806,0.8226403,0.714964,0.85748196,0.70511866,0.8525593,0.70914555,0.8545728
