,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_google_ux_Score
98135,0.71108687,0.85554343,0.6708355,0.83541775,0.6352808,0.8176404,0.6225227,0.81126136,0.7329298,0.8664649,0.85897696,0.9294885,0.7491329,0.87456644,0.81710154,0.90855074,0.7665503,0.88327515,0.8209667,0.91048336
98136,0.5931579,0.79657894,0.5725475,0.7862737,0.5003647,0.7501824,0.56743574,0.7837179,0.5922402,0.7961201,0.68425524,0.8421276,0.6141206,0.8070603,0.66264164,0.8313208,0.6762841,0.83814204,0.68168163,0.8408408
98137,0.608934,0.80446696,0.63966405,0.819832,0.5204732,0.7602366,0.6118748,0.8059374,0.6378634,0.8189317,0.7048346,0.8524173,0.70856774,0.85428387,0.7166729,0.85833645,0.7425331,0.87126654,0.7348914,0.8674457
98138,0.60659194,0.80329597,0.5653193,0.78265965,0.5396227,0.7698114,0.57047987,0.78523993,0.61929166,0.80964583,0.73609495,0.8680475,0.70524144,0.8526207,0.7087189,0.85435945,0.708882,0.854441,0.78952694,0.89476347
98171,0.64050806,0.820254,0.6276703,0.81383514,0.55114937,0.7755747,0.57121444,0.7856072,0.7032423,0.85162115,0.7270589,0.86352944,0.7055052,0.85275257,0.725172,0.862586,0.69718874,0.84859437,0.71333504,0.8566675
98172,0.57476854,0.7873843,0.5996035,0.7998017,0.5037273,0.75186366,0.5301709,0.76508546,0.64952683,0.8247634,0.73737097,0.8686855,0.7534684,0.8767342,0.7093046,0.8546523,0.6895684,0.8447842,0.75199854,0.8759993
98173,0.73663706,0.86831856,0.69959617,0.8497981,0.62600553,0.81300277,0.6548686,0.8274343,0.74609387,0.87304693,0.8616649,0.93083245,0.7815835,0.8907918,0.79784894,0.89892447,0.80787456,0.9039373,0.85162586,0.92581296
98245,0.5683168,0.7841584,0.56527287,0.7826364,0.52967125,0.7648356,0.5380526,0.7690263,0.57342386,0.78671193,0.6427239,0.82136196,0.61598384,0.8079919,0.6442422,0.82212114,0.6609329,0.83046645,0.65590966,0.8279548
98250,0.5955193,0.79775965,0.65927684,0.8296384,0.55383825,0.7769191,0.62628263,0.81314135,0.5542072,0.7771036,0.5306488,0.7653244,0.55307615,0.7765381,0.62934947,0.81467474,0.58851683,0.7942584,0.53968936,0.76984465
98251,0.5069652,0.7534826,0.5052893,0.75264466,0.4382057,0.71910286,0.5015087,0.75075436,0.5015209,0.75076044,0.5125586,0.7562793,0.5369706,0.7684853,0.52131253,0.76065624,0.58425987,0.79212993,0.52803063,0.7640153
98252,0.39845634,0.69922817,0.346842,0.673421,0.31315258,0.6565763,0.5157682,0.7578841,0.3784144,0.6892072,0.36223006,0.68111503,0.3780407,0.68902034,0.36236906,0.68118453,0.41781944,0.70890975,0.35176212,0.675881
98253,0.6688125,0.83440626,0.6768576,0.8384288,0.58698994,0.79349494,0.66716385,0.8335819,0.64935255,0.8246763,0.64602613,0.82301307,0.63115984,0.8155799,0.6929004,0.8464502,0.72678196,0.863391,0.6845311,0.84226555
98254,0.66520333,0.83260167,0.63954115,0.8197706,0.58871317,0.7943566,0.6318201,0.81591004,0.6932443,0.8466221,0.8068994,0.9034497,0.72769886,0.8638494,0.7747247,0.88736236,0.78255093,0.89127547,0.8048099,0.90240496
98255,0.75044525,0.8752226,0.7472172,0.8736086,0.7189093,0.85945463,0.7330953,0.86654764,0.7387264,0.8693632,0.771685,0.8858425,0.6914439,0.84572196,0.8295334,0.91476667,0.7647719,0.88238597,0.763295,0.88164747
98256,0.6249914,0.8124957,0.6052214,0.8026107,0.5568996,0.7784498,0.648079,0.82403946,0.6143432,0.8071716,0.6671704,0.8335852,0.58113897,0.7905695,0.67881656,0.8394083,0.6613817,0.83069086,0.6305095,0.81525475
98257,0.67749125,0.8387456,0.6990841,0.849542,0.61247325,0.8062366,0.689559,0.8447795,0.64266086,0.8213304,0.6862422,0.8431211,0.64021766,0.82010883,0.751248,0.875624,0.73325086,0.8666254,0.6993264,0.8496632
98258,0.5872055,0.79360276,0.6043209,0.80216044,0.52381176,0.7619059,0.586933,0.7934665,0.5322753,0.76613766,0.5999526,0.7999763,0.6076005,0.8038002,0.5977225,0.79886127,0.6657521,0.8328761,0.6484151,0.82420754
98259,0.6516464,0.8258232,0.59887826,0.79943913,0.57500196,0.787501,0.58470255,0.79235125,0.64128554,0.82064277,0.71504605,0.857523,0.6886169,0.84430844,0.6745696,0.8372848,0.7020438,0.8510219,0.7279009,0.8639505
98260,0.6714503,0.8357252,0.64180124,0.8209006,0.6542721,0.82713604,0.73727757,0.86863875,0.65668666,0.82834333,0.7119453,0.85597265,0.6366251,0.8183125,0.7474781,0.87373906,0.7095818,0.8547909,0.72202235,0.86101115
98261,0.59426475,0.7971324,0.58963424,0.7948171,0.55990183,0.7799509,0.5877073,0.79385364,0.5954392,0.7977196,0.65368485,0.8268424,0.6499715,0.82498574,0.6417873,0.82089365,0.6943582,0.8471791,0.6780139,0.83900696
98262,0.62695324,0.8134766,0.5488856,0.7744428,0.52799374,0.76399684,0.6170962,0.8085481,0.6035178,0.8017589,0.7036693,0.85183465,0.5983421,0.7991711,0.6835324,0.84176624,0.6851259,0.8425629,0.69554627,0.84777313
98263,0.69903755,0.8495188,0.69334495,0.8466725,0.6852888,0.8426444,0.68972754,0.8448638,0.6849797,0.84248984,0.725124,0.862562,0.66527975,0.8326399,0.7513943,0.87569714,0.75554246,0.87777126,0.7651428,0.8825714
98264,0.6005912,0.8002956,0.58934236,0.7946712,0.5264993,0.76324964,0.7239953,0.86199766,0.52776,0.76388,0.53165805,0.765829,0.48974556,0.7448728,0.62526745,0.81263375,0.6157831,0.80789155,0.56766033,0.78383017
98265,0.7556046,0.8778023,0.6838597,0.84192985,0.65086377,0.8254319,0.6379672,0.8189836,0.7519163,0.87595814,0.87281597,0.936408,0.75563,0.877815,0.80275977,0.9013799,0.79166675,0.8958334,0.8470718,0.92353594
98266,0.751665,0.8758325,0.67120326,0.8356016,0.6647684,0.8323842,0.6714562,0.8357281,0.6771934,0.8385967,0.76998365,0.8849918,0.6376673,0.81883365,0.7576665,0.8788333,0.757149,0.8785745,0.75477993,0.87738997
98267,0.7025651,0.85128254,0.6854546,0.8427273,0.64111304,0.8205565,0.67959875,0.8397994,0.7017951,0.85089755,0.6915802,0.8457901,0.6388311,0.81941557,0.75424063,0.8771203,0.75470203,0.87735105,0.7150912,0.8575456
98268,0.6832572,0.8416286,0.7031561,0.85157806,0.67543685,0.8377184,0.6587162,0.8293581,0.6547754,0.8273877,0.6961427,0.84807134,0.6147125,0.80735624,0.73053116,0.8652656,0.6931559,0.84657794,0.7039068,0.8519534
98269,0.6203966,0.8101983,0.6068757,0.8034378,0.5578677,0.7789339,0.5872934,0.7936467,0.6340804,0.8170402,0.69697154,0.84848577,0.6306526,0.81532633,0.68777716,0.8438886,0.70460075,0.8523004,0.6739784,0.83698916
98270,0.65161604,0.82580805,0.6457733,0.82288665,0.56144047,0.78072023,0.6428087,0.82140434,0.65038323,0.8251916,0.7168664,0.8584332,0.6682824,0.8341412,0.7244818,0.8622409,0.7526711,0.87633556,0.7179426,0.8589713
98271,0.58622974,0.7931149,0.5552447,0.77762234,0.49199015,0.74599504,0.53665733,0.76832867,0.5924169,0.79620844,0.73790634,0.86895317,0.6966129,0.8483064,0.6656849,0.83284247,0.7217542,0.8608771,0.7525269,0.87626344
98272,0.68960893,0.84480447,0.67449576,0.83724785,0.603791,0.8018955,0.6028967,0.80144835,0.7275617,0.86378086,0.8748323,0.93741614,0.76913285,0.8845664,0.8215934,0.9107967,0.794326,0.89716303,0.85157967,0.92578983
98273,0.5916258,0.7958129,0.6505392,0.8252696,0.5320521,0.766026,0.5858401,0.79292005,0.57831365,0.7891568,0.61927134,0.80963564,0.6265868,0.8132934,0.6955931,0.84779656,0.7109729,0.85548645,0.6805934,0.8402967
98274,0.6987964,0.8493982,0.6910923,0.8455461,0.6431804,0.8215902,0.71674705,0.8583735,0.69971126,0.84985566,0.79211354,0.8960568,0.6997277,0.8498639,0.8018125,0.90090626,0.75968504,0.8798425,0.78582644,0.8929132
98275,0.7004673,0.8502337,0.6698725,0.83493626,0.6369934,0.8184967,0.67251414,0.8362571,0.7210243,0.86051214,0.7998359,0.89991796,0.7393162,0.8696581,0.80822194,0.90411097,0.7885284,0.8942642,0.81796753,0.90898377
98276,0.63890314,0.8194516,0.6209657,0.81048286,0.5405603,0.7702801,0.61449003,0.807245,0.6865231,0.84326154,0.74081826,0.87040913,0.71683484,0.8584174,0.7289365,0.8644682,0.74288476,0.8714424,0.755664,0.877832
98277,0.713597,0.8567985,0.6327411,0.81637055,0.59235114,0.7961756,0.62232554,0.81116277,0.7052229,0.8526114,0.83830833,0.91915417,0.7421055,0.87105274,0.8000414,0.9000207,0.79591495,0.89795744,0.83698,0.91849
98278,0.7379472,0.8689736,0.679538,0.839769,0.6560639,0.82803196,0.6653288,0.8326644,0.7558533,0.87792665,0.86988246,0.93494123,0.77293265,0.8864663,0.8306006,0.9153003,0.77205026,0.88602513,0.8104074,0.9052037
98279,0.730529,0.86526453,0.6931653,0.84658265,0.6336912,0.8168456,0.68664515,0.8433226,0.71566,0.85783,0.8263993,0.91319966,0.727468,0.863734,0.79914427,0.89957213,0.75047624,0.8752381,0.80204344,0.9010217
98280,0.7121954,0.8560977,0.6836033,0.84180164,0.6306753,0.81533766,0.702024,0.851012,0.70550096,0.8527505,0.7806617,0.89033085,0.7327434,0.8663717,0.7856948,0.8928474,0.7904165,0.89520824,0.80971944,0.9048597
98281,0.67054284,0.8352714,0.6278988,0.8139494,0.561728,0.780864,0.61897564,0.8094878,0.6997653,0.84988266,0.77781963,0.8889098,0.7450614,0.8725307,0.7488809,0.87444043,0.75725794,0.87862897,0.7692287,0.88461435
98282,0.6633345,0.83166724,0.7324749,0.86623746,0.6455796,0.8227898,0.7189839,0.85949194,0.666067,0.8330335,0.6793114,0.8396557,0.67851937,0.8392597,0.7441591,0.87207955,0.7603545,0.88017726,0.740835,0.8704175
98283,0.73145676,0.8657284,0.6915661,0.84578305,0.6258108,0.81290543,0.6699011,0.83495057,0.7279705,0.86398524,0.80274296,0.9013715,0.73975116,0.86987555,0.79561317,0.8978066,0.7717795,0.88588977,0.8059788,0.9029894
98284,0.59556806,0.79778403,0.6106815,0.80534077,0.53204614,0.76602304,0.56254405,0.78127205,0.6574116,0.8287058,0.78049,0.89024496,0.7673976,0.8836988,0.77034366,0.88517183,0.783318,0.891659,0.81889725,0.9094486
98285,0.58659375,0.7932969,0.5608572,0.7804286,0.46945417,0.7347271,0.54716873,0.77358437,0.60080165,0.80040085,0.6756331,0.83781654,0.64542174,0.8227109,0.6449832,0.8224916,0.70160544,0.8508027,0.6774123,0.83870614
98286,0.6566348,0.8283174,0.6686927,0.83434635,0.6278459,0.81392294,0.6089113,0.80445564,0.65907186,0.82953596,0.700673,0.8503365,0.65912044,0.8295602,0.76377046,0.88188523,0.7160089,0.85800445,0.6971625,0.84858125
98287,0.6484881,0.824244,0.6554887,0.82774436,0.6198916,0.8099458,0.62313604,0.811568,0.659153,0.8295765,0.7534188,0.8767094,0.7021588,0.8510794,0.7659588,0.8829794,0.7716283,0.8858142,0.7674295,0.88371474
98288,0.6376109,0.81880546,0.6282394,0.8141197,0.5576502,0.7788251,0.56785643,0.7839282,0.640249,0.8201245,0.63958913,0.81979454,0.62435305,0.8121765,0.70946103,0.8547305,0.6819658,0.8409829,0.65637386,0.8281869
98289,0.62882113,0.81441057,0.58500224,0.7925011,0.56119907,0.78059953,0.6100237,0.80501187,0.6109136,0.80545676,0.726693,0.86334646,0.621527,0.8107635,0.6900422,0.8450211,0.7115321,0.85576606,0.71635807,0.85817903
98290,0.49553013,0.74776506,0.4933552,0.74667764,0.47737306,0.73868656,0.44084245,0.7204212,0.54935956,0.7746798,0.6379124,0.8189562,0.6217375,0.81086874,0.5539931,0.77699655,0.6147698,0.8073849,0.661696,0.830848
98291,0.72167826,0.8608391,0.6715076,0.8357538,0.62670386,0.8133519,0.6240864,0.8120432,0.72117186,0.8605859,0.83245564,0.9162278,0.7517382,0.8758691,0.75919026,0.87959516,0.75715065,0.8785753,0.80436784,0.9021839
98292,0.63703585,0.8185179,0.63123655,0.8156183,0.5554722,0.77773607,0.60486543,0.8024327,0.6863284,0.8431642,0.7683239,0.88416195,0.7217591,0.86087954,0.7502792,0.8751396,0.74169433,0.87084717,0.7642358,0.88211787
98293,0.5460751,0.77303755,0.5512012,0.7756006,0.45351732,0.72675866,0.55056304,0.77528155,0.55514604,0.777573,0.65340865,0.8267043,0.6177654,0.8088827,0.65901816,0.8295091,0.6751907,0.83759534,0.6634608,0.83173037
98294,0.6122952,0.8061476,0.59582317,0.7979116,0.55861723,0.7793086,0.60115635,0.8005782,0.6375607,0.81878036,0.6514759,0.82573795,0.5963503,0.79817516,0.66928446,0.83464223,0.66549206,0.832746,0.6320327,0.8160163
98295,0.6028428,0.8014214,0.5789033,0.78945166,0.53443146,0.7672157,0.56798834,0.7839942,0.60877144,0.8043857,0.73619366,0.8680968,0.6537672,0.8268836,0.70227027,0.85113513,0.698591,0.8492955,0.7404225,0.87021124
98296,0.6075047,0.80375236,0.6190295,0.80951476,0.5721005,0.78605026,0.5565243,0.77826214,0.6178804,0.8089402,0.6869234,0.8434617,0.64647186,0.8232359,0.7133677,0.85668385,0.684569,0.8422845,0.6856719,0.84283596
98297,0.7139987,0.85699934,0.6661123,0.83305615,0.6257303,0.81286514,0.6747353,0.83736765,0.68198204,0.840991,0.7485518,0.8742759,0.6818307,0.8409153,0.7705517,0.88527584,0.75559616,0.8777981,0.77369785,0.8868489
98298,0.71650267,0.85825133,0.6394874,0.8197437,0.5923816,0.7961908,0.64658546,0.82329273,0.6870204,0.8435102,0.79151726,0.8957586,0.7185956,0.8592978,0.7547081,0.877354,0.7448983,0.87244916,0.78401196,0.892006
98299,0.63682324,0.8184116,0.63782305,0.81891155,0.56961256,0.78480625,0.5848868,0.7924434,0.6739425,0.8369713,0.7696388,0.8848194,0.6992903,0.84964514,0.7486386,0.8743193,0.72565186,0.86282593,0.7658024,0.8829012
98300,0.60071945,0.8003597,0.63304484,0.8165224,0.5625775,0.78128874,0.5671413,0.78357065,0.6371306,0.8185653,0.69874334,0.8493717,0.7024768,0.85123837,0.722638,0.861319,0.6959205,0.84796023,0.7070718,0.8535359
98301,0.61379784,0.80689895,0.5726925,0.78634626,0.5247971,0.76239854,0.5245317,0.76226586,0.64927197,0.824636,0.781493,0.8907465,0.73194385,0.8659719,0.7237986,0.86189926,0.73646045,0.8682302,0.77948576,0.88974285
98302,0.7314035,0.8657018,0.6561989,0.8280995,0.6129817,0.80649084,0.63678,0.81839,0.7284435,0.86422175,0.85255444,0.9262772,0.73029137,0.8651457,0.79909396,0.899547,0.73980117,0.8699006,0.81149906,0.90574956
98303,0.69975185,0.8498759,0.65216565,0.8260828,0.5993809,0.7996905,0.6325356,0.8162678,0.7328727,0.86643636,0.8446559,0.92232794,0.77774996,0.888875,0.8053435,0.90267175,0.7882216,0.8941108,0.8555646,0.9277823
98304,0.75100255,0.8755013,0.7107735,0.85538673,0.6288425,0.81442124,0.6387397,0.81936985,0.7194859,0.85974294,0.8305129,0.91525644,0.7333136,0.8666568,0.8169738,0.9084869,0.77319926,0.88659966,0.7963468,0.8981734
98305,0.7139812,0.8569906,0.68498945,0.8424947,0.58804643,0.7940232,0.6560228,0.8280114,0.6917751,0.84588754,0.80070484,0.9003524,0.725293,0.86264646,0.76970065,0.8848503,0.75423133,0.87711567,0.7779317,0.88896585
98306,0.6297392,0.81486964,0.6090976,0.8045488,0.53224015,0.7661201,0.5678559,0.7839279,0.64879495,0.82439744,0.74407154,0.87203574,0.69329846,0.8466492,0.7083396,0.8541698,0.71071017,0.8553551,0.7112596,0.8556298
98307,0.6992104,0.8496052,0.691925,0.8459625,0.63210315,0.8160516,0.65098,0.82549,0.714061,0.8570305,0.8159566,0.9079783,0.74742794,0.87371397,0.8051537,0.90257686,0.7681886,0.8840943,0.8004378,0.9002189
98308,0.66391706,0.83195853,0.6801268,0.8400634,0.59013116,0.7950656,0.6335784,0.8167892,0.6993071,0.84965354,0.7691643,0.88458216,0.7811029,0.89055145,0.7788818,0.8894409,0.776119,0.8880595,0.7851225,0.89256126
98309,0.71032494,0.8551625,0.65382886,0.8269144,0.60517937,0.80258965,0.6021211,0.80106056,0.7165176,0.85825884,0.8299538,0.9149769,0.7407518,0.8703759,0.80646825,0.9032341,0.79859287,0.8992964,0.8102807,0.90514034
98310,0.7550372,0.8775186,0.7040006,0.8520003,0.6946658,0.8473329,0.63235396,0.816177,0.7266215,0.86331075,0.7985257,0.89926285,0.7322724,0.8661362,0.7720699,0.88603497,0.72542226,0.86271113,0.7886908,0.8943454
98311,0.7048694,0.8524347,0.6767278,0.8383639,0.60500824,0.8025041,0.6173626,0.8086813,0.71198535,0.8559927,0.7859816,0.8929908,0.7696471,0.88482356,0.73546576,0.8677329,0.7625457,0.88127285,0.809734,0.904867
98312,0.70434856,0.8521743,0.72538185,0.8626909,0.63415885,0.8170794,0.6598407,0.82992035,0.7705643,0.88528216,0.8259693,0.9129846,0.82031345,0.9101567,0.826375,0.9131875,0.76186657,0.8809333,0.85526454,0.9276323
98313,0.66972435,0.8348622,0.62849027,0.8142451,0.58898795,0.794494,0.5930754,0.7965377,0.6702021,0.835101,0.79704916,0.8985246,0.6601812,0.83009064,0.78384054,0.89192027,0.7281095,0.86405474,0.7550853,0.8775426
98314,0.7688072,0.8844036,0.6860825,0.84304124,0.6504444,0.8252222,0.66987324,0.8349366,0.75255543,0.8762777,0.8559705,0.92798525,0.72861457,0.8643073,0.8115983,0.90579915,0.77616477,0.8880824,0.81804216,0.9090211
98315,0.5665805,0.78329027,0.6176733,0.80883664,0.53580683,0.76790345,0.61350745,0.80675375,0.60102487,0.80051243,0.6740948,0.8370474,0.63857985,0.8192899,0.6905428,0.8452714,0.7101202,0.8550601,0.6998416,0.8499208
98316,0.77433,0.887165,0.72929376,0.8646469,0.66941905,0.8347095,0.67588115,0.8379406,0.7852374,0.89261866,0.8630943,0.93154716,0.7752763,0.88763815,0.8138593,0.9069296,0.7826754,0.8913377,0.82798755,0.9139938
98317,0.6896447,0.84482235,0.6846826,0.8423413,0.6169983,0.80849916,0.61229676,0.8061484,0.7182734,0.8591367,0.81109273,0.90554637,0.75986123,0.8799306,0.78135854,0.89067924,0.74065375,0.8703269,0.795948,0.897974
98318,0.7488822,0.8744411,0.71768236,0.8588412,0.64467955,0.8223398,0.67673266,0.8383663,0.77585936,0.8879297,0.85338855,0.9266943,0.817055,0.9085275,0.82393867,0.9119693,0.80262417,0.9013121,0.87427545,0.9371377
98319,0.6894889,0.84474444,0.67163396,0.835817,0.6367083,0.8183541,0.6808201,0.84041005,0.6436676,0.8218338,0.7332727,0.86663634,0.6629696,0.8314848,0.70499,0.852495,0.7370669,0.8685335,0.7232711,0.86163557
98320,0.69800353,0.84900177,0.6684052,0.8342026,0.63547,0.81773496,0.60481787,0.80240893,0.75382364,0.8769118,0.8625329,0.9312664,0.7353449,0.86767244,0.79922104,0.8996105,0.744985,0.8724925,0.7971622,0.8985811
98321,0.70872283,0.8543614,0.65920126,0.82960063,0.61320305,0.8066015,0.6927378,0.8463689,0.67612433,0.83806217,0.80374956,0.9018748,0.7033602,0.8516801,0.7642264,0.8821132,0.7606117,0.8803059,0.78534985,0.8926749
98322,0.6990456,0.8495228,0.6750139,0.83750695,0.5911199,0.79555994,0.6212726,0.8106363,0.7310832,0.8655416,0.837363,0.9186815,0.73413646,0.86706823,0.80498,0.90249,0.7896901,0.894845,0.83212245,0.9160612
98323,0.7359458,0.8679729,0.68753624,0.8437681,0.61474407,0.80737203,0.60602427,0.80301213,0.74824035,0.8741202,0.8215733,0.9107866,0.75421774,0.8771089,0.8097782,0.9048891,0.7491007,0.87455034,0.8035789,0.9017894
98324,0.7183383,0.8591691,0.70493984,0.8524699,0.6522982,0.8261491,0.69280434,0.84640217,0.7323338,0.8661669,0.81250715,0.9062536,0.7618413,0.88092065,0.8227095,0.9113548,0.76106715,0.8805336,0.7977862,0.8988931
98325,0.69177437,0.8458872,0.63414276,0.8170714,0.60490847,0.80245423,0.6317121,0.81585604,0.7086507,0.85432535,0.841965,0.9209825,0.7520765,0.87603825,0.8060993,0.90304965,0.7869338,0.8934669,0.8328215,0.91641074
98326,0.5904081,0.79520404,0.5982641,0.79913205,0.5284827,0.76424134,0.59000635,0.7950032,0.55981314,0.7799066,0.63636243,0.8181812,0.5884955,0.79424775,0.67141175,0.8357059,0.71284926,0.8564246,0.68005675,0.8400284
98327,0.5544039,0.77720195,0.5808564,0.79042816,0.50356513,0.75178254,0.5549897,0.77749485,0.55345654,0.7767283,0.64988804,0.824944,0.6305907,0.81529534,0.6598437,0.82992184,0.7065556,0.8532778,0.6920526,0.8460263
98328,0.6905836,0.8452918,0.60631824,0.8031591,0.6025197,0.8012599,0.683161,0.8415805,0.67992765,0.8399638,0.7566775,0.87833875,0.6699389,0.83496946,0.7481065,0.87405324,0.74516606,0.87258303,0.76334894,0.88167447
98329,0.66497004,0.832485,0.65375197,0.826876,0.5642736,0.7821368,0.6550271,0.8275136,0.68782294,0.84391147,0.72080606,0.86040306,0.70182914,0.8509146,0.753613,0.8768065,0.7337817,0.86689085,0.7500771,0.87503856
98330,0.5241353,0.7620677,0.5624896,0.7812448,0.46070927,0.73035467,0.51978856,0.75989425,0.5403749,0.77018744,0.58321154,0.7916058,0.59791964,0.79895985,0.57958066,0.78979033,0.63853574,0.81926787,0.6185388,0.8092694
98331,0.6441587,0.82207936,0.61390376,0.8069519,0.62600404,0.813002,0.6450154,0.82250774,0.60968953,0.80484474,0.6869395,0.84346974,0.5502614,0.7751307,0.6676242,0.8338121,0.71405786,0.85702896,0.6407293,0.82036465
98332,0.6134821,0.80674106,0.6240095,0.81200475,0.57137626,0.78568816,0.60902804,0.80451405,0.6387408,0.8193704,0.7282024,0.8641012,0.72679895,0.8633995,0.7577771,0.87888855,0.751105,0.87555254,0.74377835,0.8718892
98333,0.60023844,0.8001192,0.59523165,0.7976158,0.55434525,0.7771726,0.5618967,0.78094834,0.6014518,0.80072594,0.73826396,0.869132,0.7012485,0.85062426,0.6983931,0.84919655,0.75458014,0.87729007,0.77415967,0.88707983
98334,0.6009468,0.8004734,0.61182487,0.80591244,0.6116717,0.80583584,0.5700326,0.7850163,0.5569062,0.7784531,0.5538502,0.7769251,0.47270557,0.7363528,0.5822013,0.7911006,0.5556157,0.77780783,0.5338584,0.7669292
98335,0.722057,0.8610285,0.7247678,0.8623839,0.6612313,0.83061564,0.67975616,0.8398781,0.72635984,0.8631799,0.8040174,0.9020087,0.7575104,0.8787552,0.8282101,0.91410506,0.801473,0.9007365,0.8094609,0.90473044
98336,0.5987028,0.7993514,0.5928999,0.79644996,0.58792776,0.7939639,0.58235204,0.791176,0.6021254,0.8010627,0.68466747,0.84233373,0.57228124,0.7861406,0.67653656,0.8382683,0.6636876,0.8318438,0.6393585,0.81967926
98337,0.47050744,0.7352537,0.46746656,0.7337333,0.40677908,0.7033895,0.5109645,0.75548226,0.48042035,0.7402102,0.51759565,0.7587978,0.54626554,0.7731328,0.49596846,0.74798423,0.57028246,0.7851412,0.55265605,0.776328
98338,0.61791754,0.80895877,0.6609763,0.83048815,0.5696089,0.78480446,0.5988634,0.7994317,0.60845757,0.8042288,0.55051804,0.775259,0.5722034,0.7861017,0.6459477,0.82297385,0.6515976,0.8257988,0.5837751,0.7918875
98339,0.5468252,0.7734126,0.5433564,0.7716782,0.49270698,0.7463535,0.5290799,0.76453996,0.5590191,0.77950954,0.6939687,0.8469844,0.631484,0.815742,0.6718568,0.83592844,0.6895616,0.8447808,0.7292927,0.8646463
98340,0.5987388,0.7993694,0.60281503,0.8014075,0.5176416,0.7588208,0.58771396,0.793857,0.6338479,0.816924,0.71609485,0.8580474,0.7194247,0.85971236,0.6814092,0.84070456,0.7180499,0.85902494,0.7490339,0.87451696
98341,0.66796744,0.8339837,0.67341465,0.83670735,0.601681,0.8008405,0.62959737,0.8147987,0.666514,0.83325696,0.81532276,0.9076614,0.73778445,0.8688922,0.7978779,0.89893895,0.780923,0.8904615,0.8248717,0.9124359
98342,0.69953537,0.8497677,0.64634734,0.82317364,0.5983566,0.7991783,0.62925076,0.8146254,0.69011223,0.8450561,0.77769417,0.8888471,0.71239626,0.85619813,0.7554007,0.8777003,0.7777618,0.8888809,0.7887485,0.89437425
98343,0.48676234,0.74338114,0.5134822,0.7567411,0.43886617,0.71943307,0.48571816,0.74285907,0.52444124,0.7622206,0.59512854,0.79756427,0.5922585,0.7961292,0.5860305,0.79301524,0.6602669,0.83013344,0.654081,0.8270405
98344,0.71726537,0.8586327,0.70867395,0.854337,0.62540185,0.8127009,0.6831981,0.84159905,0.6897747,0.8448874,0.75766647,0.87883323,0.68914413,0.84457207,0.75884414,0.87942207,0.7454496,0.8727248,0.7375791,0.86878955
98345,0.70733494,0.8536675,0.694997,0.84749854,0.6526428,0.82632136,0.638914,0.819457,0.7101179,0.8550589,0.78347945,0.8917397,0.6954968,0.8477484,0.77002835,0.8850142,0.75204545,0.8760227,0.7801924,0.8900962
98346,0.53315026,0.7665751,0.563095,0.7815475,0.50914127,0.7545706,0.5730591,0.78652954,0.5603621,0.78018105,0.6586158,0.8293079,0.60195386,0.80097693,0.68079185,0.8403959,0.6783488,0.8391744,0.6685885,0.83429426
98347,0.59292495,0.7964625,0.6097785,0.80488926,0.54674935,0.7733747,0.5750072,0.7875036,0.6255809,0.81279045,0.7042803,0.8521402,0.694088,0.847044,0.692631,0.8463155,0.74936867,0.87468433,0.7453284,0.8726642
98348,0.4481107,0.72405535,0.46870315,0.7343516,0.4562526,0.7281263,0.47984767,0.73992383,0.46819216,0.73409605,0.5372033,0.76860166,0.54512614,0.7725631,0.54644966,0.77322483,0.6288486,0.8144243,0.62250173,0.81125087
