,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
98328,0.7501825,0.87509125,0.6940267,0.84701335,0.63425744,0.8171287,0.7207701,0.86038506,0.7416845,0.8708422,0.7903446,0.8951723,0.74209434,0.87104714,0.80920005,0.9046,0.7600727,0.88003635,0.7715024,0.8857512
98329,0.6137464,0.8068732,0.63142085,0.8157104,0.523538,0.761769,0.6282521,0.814126,0.62087524,0.8104376,0.6812203,0.84061015,0.6685873,0.83429366,0.7154421,0.8577211,0.7239287,0.86196434,0.7284557,0.8642279
98330,0.5955477,0.79777384,0.62005687,0.81002843,0.53906554,0.7695328,0.6015725,0.80078626,0.6249453,0.81247264,0.64848214,0.82424104,0.6317022,0.8158511,0.67190063,0.8359503,0.67335784,0.8366789,0.65880156,0.8294008
98331,0.6925411,0.84627056,0.62968916,0.8148446,0.5994499,0.79972494,0.6471505,0.82357526,0.6752529,0.83762646,0.7939054,0.8969527,0.65662444,0.8283122,0.72635823,0.8631791,0.7169051,0.85845256,0.7349715,0.86748576
98332,0.55362415,0.7768121,0.5525332,0.7762666,0.4837552,0.7418776,0.54942656,0.7747133,0.58424926,0.7921246,0.66004574,0.8300229,0.64552176,0.8227609,0.67824554,0.8391228,0.65687025,0.8284351,0.68228793,0.84114397
98333,0.5612967,0.78064835,0.5205382,0.7602691,0.49794793,0.74897397,0.53478736,0.7673937,0.5658003,0.78290015,0.6942539,0.84712696,0.6495131,0.82475656,0.60788417,0.8039421,0.6980553,0.84902763,0.7090337,0.85451686
98334,0.66914916,0.8345746,0.65156907,0.82578456,0.6480347,0.82401735,0.6338644,0.8169322,0.6046951,0.80234754,0.6187222,0.8093611,0.5512857,0.7756429,0.644667,0.8223335,0.635527,0.8177635,0.6231713,0.81158566
98335,0.74097,0.870485,0.7276963,0.86384815,0.6579786,0.82898927,0.67457616,0.8372881,0.7531322,0.8765661,0.83589435,0.9179472,0.7728383,0.8864192,0.825318,0.912659,0.79367006,0.896835,0.8224696,0.9112348
98336,0.6206467,0.81032336,0.6030679,0.80153394,0.5979737,0.79898685,0.6025748,0.8012874,0.6025361,0.80126804,0.6790404,0.8395202,0.5429714,0.7714857,0.68531364,0.84265685,0.62982386,0.81491196,0.6099415,0.80497074
98337,0.46909148,0.7345457,0.45145494,0.72572744,0.39795178,0.6989759,0.45917076,0.7295854,0.48063582,0.74031794,0.5368519,0.76842594,0.56560785,0.7828039,0.50492346,0.75246173,0.5368973,0.76844865,0.55812186,0.77906096
98338,0.6352675,0.81763375,0.66067386,0.8303369,0.5806862,0.7903431,0.6719605,0.83598024,0.6309847,0.8154924,0.6101668,0.8050834,0.619781,0.8098905,0.7082655,0.8541328,0.68417823,0.8420891,0.6380738,0.8190369
98339,0.53811806,0.76905906,0.5238708,0.7619354,0.49721253,0.74860626,0.5216256,0.76081276,0.55847275,0.7792364,0.65920496,0.8296025,0.59732556,0.7986628,0.65357196,0.826786,0.6463814,0.8231907,0.67423844,0.8371192
98340,0.58525455,0.7926273,0.59031713,0.79515857,0.48900783,0.7445039,0.59377813,0.79688907,0.6312113,0.81560564,0.694993,0.8474965,0.7083426,0.8541713,0.6764792,0.8382396,0.69141495,0.8457075,0.70529616,0.8526481
98341,0.64224744,0.8211237,0.64302355,0.82151175,0.5569004,0.7784502,0.6030461,0.8015231,0.66470003,0.83235,0.79515016,0.8975751,0.7428862,0.8714431,0.7650044,0.8825022,0.75164807,0.87582403,0.79477227,0.89738613
98342,0.7373768,0.8686884,0.70327306,0.8516365,0.6392262,0.8196131,0.64705515,0.8235276,0.7314878,0.8657439,0.7942598,0.8971299,0.7269702,0.8634851,0.7965113,0.89825565,0.76904166,0.8845208,0.7884759,0.89423794
98343,0.4623821,0.73119104,0.4585864,0.7292932,0.4015866,0.70079327,0.46676257,0.7333813,0.4918269,0.74591345,0.55164623,0.7758231,0.5335054,0.7667527,0.5514605,0.77573025,0.57574624,0.78787315,0.57726836,0.7886342
98344,0.7312532,0.8656266,0.6959063,0.84795314,0.6246954,0.8123477,0.69398534,0.8469927,0.6882949,0.84414744,0.7580942,0.8790471,0.68451935,0.84225965,0.75239766,0.8761988,0.75512147,0.87756073,0.7584759,0.87923795
98345,0.68088126,0.84044063,0.65182996,0.825915,0.6144686,0.8072343,0.61200476,0.8060024,0.7062806,0.8531403,0.8044462,0.9022231,0.70342135,0.8517107,0.76614594,0.883073,0.73209685,0.86604846,0.8007822,0.9003911
98346,0.6607659,0.83038294,0.6324533,0.81622666,0.5873549,0.79367745,0.6240032,0.8120016,0.65487766,0.82743883,0.7600896,0.8800448,0.6629741,0.83148706,0.77062714,0.8853136,0.7073649,0.85368246,0.73087436,0.86543715
98347,0.5137155,0.75685775,0.5223148,0.7611574,0.47451925,0.7372596,0.50130486,0.75065243,0.5234757,0.7617378,0.6034473,0.80172366,0.5837583,0.7918792,0.5686102,0.7843051,0.67358583,0.83679295,0.6325096,0.8162548
98348,0.59020364,0.7951018,0.6076448,0.8038224,0.53790355,0.7689518,0.59323895,0.7966195,0.60558116,0.8027906,0.67984635,0.83992314,0.6534213,0.82671064,0.6942549,0.84712744,0.70471925,0.85235965,0.70278955,0.8513948
98349,0.68394816,0.8419741,0.7008112,0.8504056,0.61354935,0.8067747,0.6341147,0.8170574,0.70315033,0.85157514,0.76912785,0.8845639,0.686937,0.8434685,0.7898145,0.89490724,0.75072277,0.8753614,0.7300198,0.8650099
98350,0.68585443,0.8429272,0.6465338,0.82326686,0.5753765,0.78768826,0.6487851,0.82439256,0.71145713,0.85572857,0.8010637,0.9005319,0.72830963,0.8641548,0.7710979,0.88554895,0.752216,0.876108,0.80751026,0.9037551
98351,0.5881096,0.7940548,0.6355689,0.8177844,0.5540081,0.77700406,0.57074666,0.78537333,0.6591642,0.8295821,0.707458,0.853729,0.69201624,0.8460081,0.7215699,0.86078495,0.70913535,0.85456765,0.7102689,0.8551345
98352,0.5674013,0.78370064,0.57278657,0.7863933,0.4977145,0.74885726,0.5599159,0.77995795,0.59264237,0.79632115,0.70933545,0.8546677,0.6762184,0.8381092,0.6999666,0.84998333,0.7356267,0.86781335,0.75160587,0.87580293
98353,0.5603808,0.7801904,0.52479774,0.76239884,0.46682686,0.73341346,0.488769,0.7443845,0.5789054,0.7894527,0.6781955,0.83909774,0.6772343,0.83861715,0.62904215,0.8145211,0.66118777,0.8305939,0.70576394,0.85288197
98354,0.5291555,0.76457775,0.61529964,0.80764985,0.55103934,0.77551967,0.50348175,0.7517409,0.5750744,0.7875372,0.49644604,0.748223,0.5166589,0.75832945,0.5499874,0.77499366,0.52755487,0.76377743,0.4871841,0.743592
98355,0.6701063,0.83505315,0.634884,0.817442,0.61899406,0.809497,0.6264552,0.8132276,0.65465903,0.8273295,0.6473018,0.8236509,0.6384587,0.81922936,0.6511265,0.82556325,0.6687552,0.8343776,0.68183684,0.8409184
98356,0.6968068,0.8484034,0.67429954,0.83714974,0.60924625,0.8046231,0.62366915,0.8118346,0.719797,0.8598985,0.78819346,0.89409673,0.7450175,0.87250876,0.7645711,0.88228554,0.76381415,0.8819071,0.7711638,0.8855819
98357,0.6883093,0.84415466,0.728113,0.86405647,0.6077495,0.80387473,0.63267124,0.8163356,0.68305516,0.8415276,0.59604293,0.79802144,0.6007509,0.80037546,0.6542443,0.82712215,0.64293385,0.8214669,0.5895087,0.7947544
98358,0.6945362,0.8472681,0.69910127,0.8495506,0.6334779,0.81673896,0.63552713,0.81776357,0.74291414,0.8714571,0.8217702,0.9108851,0.77215564,0.8860778,0.80645686,0.9032284,0.81990075,0.9099504,0.82075906,0.9103795
98359,0.62997806,0.81498903,0.58816385,0.7940819,0.5546671,0.77733356,0.57487684,0.7874384,0.63956684,0.81978345,0.7345716,0.8672858,0.69864845,0.8493242,0.6962559,0.84812796,0.7518202,0.8759101,0.7640648,0.8820324
98360,0.5300884,0.7650442,0.5898181,0.79490906,0.537066,0.768533,0.6591507,0.82957536,0.4928962,0.7464481,0.4834622,0.7417311,0.46665215,0.7333261,0.5690614,0.7845307,0.60964715,0.8048236,0.53947496,0.7697375
98361,0.69697857,0.8484893,0.72442317,0.8622116,0.63103604,0.815518,0.6970438,0.8485219,0.71979374,0.8598969,0.7579773,0.8789886,0.7138121,0.85690606,0.8263177,0.9131589,0.7654742,0.8827371,0.7746348,0.8873174
98362,0.5989193,0.79945964,0.578743,0.7893715,0.5100943,0.75504714,0.55582786,0.7779139,0.62957525,0.8147876,0.73627126,0.86813563,0.7095588,0.85477936,0.7080159,0.85400796,0.70816845,0.85408425,0.75096786,0.87548393
98363,0.6955569,0.84777844,0.6938243,0.84691215,0.6534362,0.8267181,0.6276996,0.8138498,0.7069632,0.8534816,0.762514,0.881257,0.6960873,0.8480437,0.773666,0.886833,0.7689849,0.88449246,0.7705248,0.88526237
98364,0.6337851,0.81689256,0.6011221,0.8005611,0.56367004,0.781835,0.5483132,0.7741566,0.62506557,0.8125328,0.68395966,0.84197986,0.61713296,0.80856645,0.687441,0.8437205,0.6675408,0.8337704,0.678174,0.839087
98365,0.6271334,0.8135667,0.66805434,0.8340272,0.59393007,0.796965,0.62546086,0.81273043,0.61423606,0.80711806,0.67950773,0.83975387,0.64342976,0.8217149,0.73080564,0.8654028,0.71479493,0.85739744,0.6971947,0.84859735
98366,0.5552118,0.7776059,0.5905119,0.79525596,0.5071154,0.7535577,0.51433885,0.7571694,0.56951654,0.78475827,0.5571929,0.77859646,0.5504751,0.77523756,0.6002281,0.80011404,0.59097755,0.7954888,0.56219184,0.7810959
98367,0.69446933,0.84723467,0.66786575,0.8339329,0.651664,0.825832,0.65318936,0.8265947,0.69619846,0.84809923,0.7670412,0.8835206,0.6650344,0.8325172,0.71737695,0.8586885,0.7625354,0.88126767,0.74032795,0.870164
98368,0.56284595,0.781423,0.60095084,0.8004754,0.5134399,0.75671995,0.5534689,0.7767345,0.5899645,0.79498225,0.66622156,0.8331108,0.6275556,0.8137778,0.6510757,0.82553786,0.6893743,0.84468716,0.6759144,0.8379572
98369,0.5616462,0.7808231,0.60248506,0.80124253,0.53101736,0.76550865,0.5618279,0.78091395,0.63583577,0.8179179,0.7433794,0.8716897,0.6956363,0.84781814,0.7307361,0.865368,0.695788,0.847894,0.75023246,0.8751162
98370,0.703419,0.8517095,0.69282424,0.8464121,0.62154186,0.8107709,0.64613986,0.82306993,0.72339994,0.86169994,0.8271631,0.91358155,0.7825928,0.8912964,0.7989315,0.89946574,0.77887917,0.8894396,0.8352972,0.9176486
98371,0.686916,0.843458,0.6393219,0.81966096,0.61194015,0.8059701,0.68271416,0.8413571,0.65059376,0.8252969,0.7669268,0.8834634,0.69054234,0.84527117,0.76113766,0.88056886,0.7501325,0.8750663,0.7721775,0.8860887
98372,0.6987876,0.84939384,0.66898525,0.8344926,0.5945114,0.7972557,0.6164118,0.8082059,0.7162403,0.85812014,0.78825897,0.8941295,0.7618214,0.8809107,0.7858762,0.89293814,0.75385845,0.8769292,0.8013604,0.9006802
98373,0.75323224,0.8766161,0.67577875,0.8378894,0.63142765,0.8157138,0.6726015,0.83630073,0.71227884,0.8561394,0.78922474,0.8946124,0.67463124,0.8373156,0.75983053,0.87991524,0.735656,0.867828,0.7417097,0.87085485
98374,0.71314526,0.8565726,0.676046,0.838023,0.6081091,0.80405456,0.667199,0.8335995,0.7168604,0.8584302,0.75686616,0.8784331,0.67263484,0.8363174,0.7476897,0.87384486,0.72703683,0.8635184,0.7147981,0.85739905
98375,0.6944986,0.84724927,0.6769295,0.83846474,0.6328567,0.81642836,0.6751027,0.83755136,0.6727214,0.8363607,0.7342212,0.8671106,0.68536866,0.8426843,0.7469504,0.8734752,0.74646276,0.8732314,0.749671,0.8748355
98376,0.7783036,0.8891518,0.69458276,0.84729135,0.6430186,0.8215093,0.6551709,0.82758546,0.73241425,0.8662071,0.82643306,0.91321653,0.6963732,0.8481866,0.7642305,0.88211524,0.76742303,0.8837115,0.7890111,0.89450556
98377,0.6650683,0.8325342,0.64896697,0.8244835,0.60254085,0.8012704,0.6423384,0.8211692,0.6810863,0.84054315,0.8190979,0.90954894,0.73985904,0.86992955,0.79390055,0.89695024,0.8126956,0.9063478,0.8474951,0.92374754
98378,0.66247046,0.83123523,0.6394484,0.8197242,0.56860477,0.78430235,0.6143739,0.80718696,0.68786836,0.8439342,0.7931241,0.89656204,0.7166512,0.8583256,0.7571117,0.8785559,0.7282641,0.86413205,0.78293574,0.89146787
98379,0.739885,0.8699425,0.68153024,0.8407651,0.6703069,0.83515346,0.649796,0.824898,0.7344518,0.8672259,0.8476076,0.9238038,0.72165585,0.8608279,0.8199223,0.90996116,0.7828213,0.89141065,0.82180476,0.9109024
98380,0.68695945,0.84347975,0.6725607,0.83628035,0.61403096,0.8070155,0.68063533,0.84031767,0.7098633,0.85493165,0.80866504,0.9043325,0.76434153,0.8821708,0.79222405,0.896112,0.8103869,0.90519345,0.8274878,0.9137439
98381,0.6124829,0.80624145,0.64046276,0.8202314,0.54059947,0.77029973,0.61994916,0.80997455,0.61835885,0.8091794,0.6457612,0.8228806,0.6451471,0.82257354,0.6931506,0.84657526,0.6818501,0.84092504,0.6515713,0.82578564
98382,0.68173194,0.84086597,0.67301404,0.836507,0.5816824,0.7908412,0.6302768,0.8151384,0.7247561,0.86237806,0.79845685,0.89922845,0.77023464,0.8851173,0.81391406,0.90695703,0.79774463,0.8988723,0.8198552,0.9099276
98383,0.7057172,0.8528586,0.67276216,0.8363811,0.61328673,0.80664337,0.6265471,0.81327355,0.7244398,0.8622199,0.7764425,0.88822126,0.6835333,0.84176666,0.72855633,0.8642782,0.72919995,0.86459994,0.72440946,0.86220473
98384,0.72475076,0.8623754,0.69803685,0.84901845,0.63325894,0.81662947,0.6801926,0.8400963,0.7294054,0.8647027,0.79264,0.89632,0.7494922,0.8747461,0.79280746,0.89640373,0.7841358,0.8920679,0.81766045,0.9088302
98385,0.61563647,0.80781823,0.60411036,0.8020552,0.53597724,0.7679886,0.60463786,0.80231893,0.6460939,0.8230469,0.7240906,0.8620453,0.6864332,0.8432166,0.72415555,0.8620778,0.7209259,0.86046296,0.75893545,0.8794677
98386,0.710081,0.8550405,0.69847155,0.8492358,0.65342426,0.82671213,0.7056938,0.85284686,0.7290787,0.8645394,0.77617407,0.88808703,0.74892247,0.87446123,0.8047657,0.90238285,0.78385544,0.8919277,0.80594397,0.902972
98387,0.70384437,0.85192215,0.7303003,0.86515015,0.65998805,0.829994,0.6848363,0.8424182,0.77510196,0.88755095,0.80660367,0.90330184,0.76535743,0.88267875,0.8029389,0.90146947,0.7534418,0.8767209,0.81957567,0.90978783
98388,0.7408547,0.87042737,0.7186488,0.8593244,0.6385452,0.81927264,0.67827404,0.839137,0.7563318,0.8781659,0.83079314,0.9153966,0.7543832,0.8771916,0.80108464,0.9005423,0.771958,0.885979,0.80374086,0.9018704
98389,0.72402394,0.86201197,0.67918944,0.8395947,0.61896634,0.8094832,0.6321279,0.81606394,0.72329426,0.8616471,0.83544505,0.9177225,0.7548363,0.87741816,0.7933938,0.8966969,0.78669506,0.8933475,0.84047854,0.92023927
98390,0.6525667,0.82628334,0.6261603,0.8130802,0.5591265,0.77956325,0.7424847,0.87124234,0.6410472,0.8205236,0.70958066,0.85479033,0.65699947,0.82849973,0.7129274,0.8564637,0.7289319,0.86446595,0.7340646,0.8670323
98391,0.5954158,0.7977079,0.572112,0.78605604,0.5511817,0.77559084,0.5191632,0.75958157,0.6554266,0.8277133,0.7890929,0.89454645,0.7284916,0.8642458,0.7104085,0.8552042,0.74850065,0.8742503,0.7954899,0.89774495
98392,0.6669097,0.83345485,0.61639977,0.8081999,0.5740591,0.78702956,0.6226199,0.81130993,0.63673395,0.818367,0.71543014,0.8577151,0.6390929,0.81954646,0.7291262,0.8645631,0.7278521,0.86392605,0.7230587,0.86152935
98393,0.59498143,0.7974907,0.5871564,0.7935782,0.4890408,0.7445204,0.5723327,0.7861663,0.59591484,0.7979574,0.6816241,0.8408121,0.66679084,0.8333954,0.67843914,0.83921957,0.685205,0.8426025,0.6763046,0.8381523
98394,0.58672786,0.7933639,0.57413614,0.78706807,0.5021285,0.75106424,0.51936245,0.7596812,0.63610506,0.81805253,0.7224544,0.8612272,0.70414853,0.85207427,0.69089603,0.845448,0.7267527,0.8633764,0.74049336,0.87024665
98395,0.69330394,0.846652,0.6310025,0.8155012,0.60716546,0.8035827,0.57199454,0.7859973,0.73807466,0.86903733,0.8902297,0.94511485,0.76044124,0.88022065,0.8163551,0.90817755,0.75084853,0.87542427,0.8319537,0.9159769
98396,0.62754214,0.81377107,0.6292139,0.81460696,0.57230365,0.7861518,0.6394148,0.8197074,0.64784116,0.8239206,0.72910094,0.8645505,0.7041413,0.8520707,0.7424681,0.87123406,0.78211594,0.89105797,0.77447325,0.8872366
98397,0.6371902,0.8185951,0.63327944,0.8166397,0.5630357,0.78151786,0.5868038,0.7934019,0.68659264,0.8432963,0.75301135,0.8765057,0.73698986,0.8684949,0.7539201,0.87696004,0.75943995,0.87972,0.80318075,0.90159035
98398,0.6379862,0.8189931,0.5877501,0.79387504,0.5704802,0.7852401,0.54157734,0.77078867,0.6848596,0.84242976,0.7733579,0.88667893,0.67878604,0.839393,0.72220016,0.8611001,0.7319772,0.8659886,0.73268867,0.86634433
98399,0.569716,0.784858,0.5457263,0.77286315,0.499403,0.7497015,0.5050779,0.7525389,0.58134943,0.7906747,0.641129,0.8205645,0.6221996,0.81109977,0.615509,0.8077545,0.62692314,0.81346154,0.63265675,0.8163284
98400,0.61764765,0.8088238,0.61758184,0.8087909,0.5248818,0.7624409,0.6428151,0.82140756,0.6226996,0.8113498,0.62141013,0.81070507,0.6388496,0.8194248,0.6628062,0.83140314,0.7027502,0.8513751,0.66001296,0.8300065
98401,0.6873852,0.8436926,0.72633433,0.86316717,0.635081,0.8175405,0.65372133,0.82686067,0.68470633,0.84235317,0.7295102,0.8647551,0.69760835,0.8488042,0.8132447,0.90662235,0.7799259,0.8899629,0.7650908,0.8825454
98402,0.7721262,0.8860631,0.7307205,0.86536026,0.6960168,0.8480084,0.6830938,0.8415469,0.7592779,0.8796389,0.8372786,0.9186393,0.7423284,0.8711642,0.8215716,0.9107858,0.8029331,0.90146655,0.82404417,0.9120221
1747,0.7039449,0.85197246,0.65760684,0.8288034,0.6275904,0.8137952,0.6653735,0.8326868,0.6716697,0.83583486,0.6633446,0.8316723,0.64540195,0.822701,0.6835575,0.84177876,0.71315444,0.8565772,0.6751823,0.8375912
1784,0.5881396,0.79406977,0.6129222,0.8064611,0.5324588,0.7662294,0.56574535,0.7828727,0.6548501,0.82742506,0.6111226,0.8055613,0.64202744,0.8210137,0.6447065,0.82235324,0.6820617,0.84103084,0.5896584,0.7948292
2476,0.75647056,0.8782353,0.68144906,0.8407245,0.7009166,0.85045826,0.6064893,0.80324465,0.7547923,0.8773961,0.7607603,0.88038015,0.69361246,0.8468062,0.74559367,0.87279683,0.66828334,0.8341417,0.71552503,0.8577625
2515,0.7335963,0.86679816,0.6746353,0.83731765,0.64919806,0.824599,0.6234242,0.8117121,0.66629946,0.83314973,0.6598803,0.82994014,0.6135384,0.8067692,0.64327085,0.8216354,0.6525112,0.82625556,0.6458204,0.8229102
2517,0.7309217,0.8654609,0.6491664,0.8245832,0.6661088,0.8330544,0.5667931,0.78339654,0.69872504,0.8493625,0.6379018,0.8189509,0.55999243,0.7799962,0.66084814,0.8304241,0.58884084,0.7944204,0.59333766,0.7966688
2529,0.6664653,0.83323264,0.6261046,0.8130523,0.59248614,0.7962431,0.55197084,0.7759854,0.6665321,0.833266,0.6632587,0.83162934,0.67494655,0.8374733,0.6472677,0.82363385,0.6398779,0.81993896,0.672261,0.8361305
2538,0.69954264,0.8497713,0.65938723,0.8296936,0.63258374,0.81629187,0.63677543,0.81838775,0.6282394,0.8141197,0.59488946,0.7974447,0.567868,0.783934,0.6497626,0.8248813,0.6063868,0.8031934,0.5773481,0.78867406
2551,0.71863544,0.8593177,0.679456,0.839728,0.6213463,0.8106731,0.54684365,0.7734218,0.6697124,0.8348562,0.70172405,0.850862,0.6123141,0.80615705,0.666307,0.8331535,0.6333611,0.81668055,0.6682687,0.83413434
2553,0.7679337,0.88396686,0.73718,0.86859,0.7058785,0.85293925,0.6552945,0.8276472,0.733037,0.8665185,0.71558917,0.8577946,0.69705194,0.848526,0.7216513,0.86082566,0.7102239,0.85511196,0.72144,0.86072004
2554,0.6593618,0.8296809,0.67310727,0.83655363,0.5974673,0.79873365,0.6446789,0.8223394,0.6502036,0.8251018,0.7187002,0.8593501,0.6671561,0.83357805,0.7227986,0.8613993,0.72754693,0.86377347,0.7360674,0.8680337
2555,0.66487676,0.83243835,0.6489096,0.8244548,0.59646773,0.79823387,0.6234201,0.81171006,0.6105891,0.8052945,0.63025934,0.81512964,0.60502934,0.8025147,0.62932515,0.8146626,0.65891707,0.82945853,0.6332037,0.8166019
2556,0.6639621,0.83198106,0.7241855,0.86209273,0.68101174,0.84050584,0.6531024,0.8265512,0.6094227,0.80471134,0.5733046,0.7866523,0.5512599,0.77562994,0.65791637,0.82895815,0.6085039,0.8042519,0.5781096,0.7890548
2577,0.7597846,0.8798923,0.7249261,0.86246306,0.67224646,0.8361232,0.608218,0.804109,0.7162028,0.85810137,0.7280406,0.8640203,0.68055063,0.8402753,0.6978016,0.8489008,0.68774235,0.8438712,0.7192135,0.85960674
2582,0.7739097,0.88695484,0.72673535,0.8633677,0.6995503,0.84977514,0.61059964,0.8052998,0.75020945,0.8751047,0.78045136,0.89022565,0.70471114,0.8523556,0.7467825,0.8733913,0.7048724,0.8524362,0.72831976,0.8641599
2583,0.72597754,0.86298877,0.75219774,0.8760989,0.73468924,0.8673446,0.6597053,0.82985264,0.7164432,0.8582216,0.7253008,0.8626504,0.6724192,0.8362096,0.7441953,0.8720976,0.70726967,0.85363483,0.7050344,0.8525172
2584,0.7843796,0.8921898,0.6797579,0.8398789,0.6697959,0.83489794,0.6026212,0.8013106,0.7038231,0.85191154,0.71103346,0.85551673,0.61973715,0.8098686,0.70784724,0.8539236,0.5993749,0.79968745,0.6447815,0.82239074
2585,0.7340842,0.86704206,0.7091943,0.85459715,0.64974844,0.8248742,0.6212448,0.8106224,0.6948589,0.84742945,0.7433382,0.8716691,0.6839019,0.84195095,0.7205141,0.860257,0.70957124,0.8547856,0.7334986,0.8667493
2586,0.72471714,0.86235857,0.7066668,0.8533334,0.6291317,0.81456584,0.61802685,0.8090134,0.6621333,0.8310666,0.66988325,0.8349416,0.6122051,0.8061025,0.6587998,0.82939994,0.65846217,0.8292311,0.6479434,0.8239717
2587,0.66326606,0.83163303,0.5968142,0.7984071,0.617472,0.80873597,0.5782093,0.78910464,0.5648414,0.7824207,0.58754027,0.79377013,0.50976634,0.75488317,0.61737037,0.8086852,0.56908786,0.78454393,0.5514722,0.7757361
2588,0.7251618,0.8625809,0.681388,0.840694,0.6342205,0.81711024,0.644281,0.8221405,0.62508726,0.81254363,0.5977236,0.7988618,0.5532047,0.7766024,0.65577006,0.82788503,0.644734,0.822367,0.6007534,0.8003767
2589,0.76642126,0.88321066,0.6938472,0.8469236,0.68725795,0.843629,0.61156124,0.80578065,0.7132196,0.8566098,0.7197989,0.85989946,0.637656,0.818828,0.716812,0.858406,0.6237234,0.8118617,0.67377424,0.8368871
2590,0.75427806,0.87713903,0.68775,0.843875,0.68907404,0.844537,0.63976604,0.819883,0.6754652,0.8377326,0.70477176,0.8523859,0.6318145,0.81590724,0.6912745,0.84563726,0.6185731,0.8092866,0.6717856,0.8358928
2591,0.7494099,0.87470496,0.6759529,0.83797646,0.6402363,0.8201182,0.5885001,0.79425,0.7304882,0.8652441,0.7800665,0.89003325,0.7059855,0.8529928,0.70225835,0.8511292,0.67090356,0.8354518,0.7385144,0.8692572
2592,0.7707211,0.88536054,0.70900464,0.8545023,0.7130434,0.8565217,0.6674129,0.83370644,0.7245037,0.8622519,0.6823529,0.84117645,0.5858024,0.79290116,0.6977029,0.84885144,0.606954,0.803477,0.6495879,0.82479393
2594,0.686895,0.8434475,0.6571851,0.82859254,0.6308646,0.8154323,0.6711284,0.8355642,0.65943366,0.8297168,0.6351141,0.81755704,0.6122012,0.8061006,0.65535724,0.8276786,0.6131355,0.8065678,0.6000657,0.80003285
2595,0.68074715,0.8403736,0.66287816,0.8314391,0.6241212,0.8120606,0.6238105,0.81190526,0.62681925,0.8134096,0.6260879,0.81304395,0.6189835,0.80949175,0.65936756,0.8296838,0.61942405,0.80971205,0.6212541,0.81062704
2597,0.7981268,0.8990634,0.70270896,0.8513545,0.7503613,0.87518066,0.63878876,0.81939435,0.7351326,0.8675663,0.77682775,0.8884139,0.6703546,0.8351773,0.75296897,0.8764845,0.68189955,0.8409498,0.7151698,0.8575849
