,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
56804,0.74623716,0.8731186,0.72813046,0.86406523,0.657032,0.828516,0.65779054,0.8288953,0.7740518,0.8870259,0.84430957,0.9221548,0.7677354,0.88386774,0.8623695,0.93118477,0.786869,0.8934345,0.8310996,0.9155498
56805,0.63531405,0.817657,0.6153496,0.80767477,0.58204305,0.7910215,0.608263,0.8041315,0.6145984,0.8072992,0.6785549,0.83927745,0.61166066,0.80583036,0.7067104,0.85335517,0.7158931,0.8579465,0.6937036,0.8468518
56807,0.6658002,0.8329001,0.6412841,0.82064205,0.5478678,0.7739339,0.60032666,0.8001633,0.65826833,0.82913417,0.6927207,0.8463603,0.6880883,0.84404415,0.688617,0.8443085,0.72134405,0.860672,0.7250922,0.8625461
56809,0.74974775,0.8748739,0.7165581,0.85827905,0.6492239,0.82461196,0.6611737,0.83058685,0.74316835,0.8715842,0.8219336,0.9109668,0.7584344,0.8792172,0.84295297,0.9214765,0.7802907,0.89014536,0.80756605,0.903783
56859,0.56890875,0.78445435,0.5394312,0.7697156,0.44650576,0.7232529,0.56174076,0.7808704,0.5717735,0.78588676,0.64088833,0.82044417,0.63057184,0.8152859,0.6284823,0.8142412,0.6650033,0.83250165,0.6484715,0.82423574
56860,0.67411053,0.83705527,0.6608151,0.83040756,0.5925126,0.7962563,0.7051468,0.8525734,0.6880364,0.8440182,0.77698565,0.8884928,0.7069154,0.8534577,0.79396534,0.89698267,0.77324975,0.8866249,0.7942565,0.8971282
56861,0.5757927,0.78789634,0.55936,0.77968,0.48081112,0.74040556,0.60249174,0.80124587,0.56538963,0.7826948,0.588883,0.79444146,0.6214143,0.81070715,0.62422967,0.81211483,0.6269921,0.81349605,0.63292587,0.81646293
56862,0.7468664,0.87343323,0.69946927,0.84973466,0.6090846,0.8045423,0.6594728,0.8297364,0.70148665,0.8507433,0.76283354,0.8814168,0.7051656,0.8525828,0.7649528,0.8824764,0.76565516,0.8828276,0.7641345,0.88206726
57384,0.7683541,0.8841771,0.7286352,0.8643176,0.6691644,0.8345822,0.66259706,0.83129853,0.76986164,0.88493085,0.8631206,0.9315603,0.774618,0.887309,0.8508533,0.92542666,0.77054954,0.88527477,0.838986,0.91949296
57400,0.7733011,0.88665056,0.70720243,0.8536012,0.65162534,0.8258127,0.670947,0.83547354,0.76115286,0.88057643,0.81152415,0.9057621,0.7337543,0.86687714,0.80762815,0.9038141,0.73606205,0.868031,0.78281486,0.89140743
62042,0.69333035,0.84666514,0.64234716,0.82117355,0.61895585,0.8094779,0.6035783,0.80178916,0.6501753,0.82508767,0.6961776,0.8480888,0.6305666,0.8152833,0.65083146,0.82541573,0.65530336,0.8276517,0.6492765,0.82463825
63086,0.5543095,0.77715474,0.58059907,0.79029953,0.49756625,0.7487831,0.51075745,0.7553787,0.6057805,0.80289024,0.66826177,0.8341309,0.66225517,0.8311276,0.6541256,0.8270628,0.6840983,0.8420491,0.67235816,0.8361791
63087,0.74584866,0.8729243,0.7023395,0.8511697,0.6336711,0.8168355,0.6878365,0.84391826,0.75328183,0.8766409,0.79775,0.898875,0.79998964,0.89999485,0.7706692,0.8853346,0.76890635,0.8844532,0.8049348,0.90246737
83710,0.6784909,0.83924544,0.67930627,0.83965313,0.5804833,0.79024166,0.6395986,0.8197993,0.67325747,0.83662874,0.7521143,0.87605715,0.666703,0.8333515,0.7604059,0.88020295,0.74749833,0.87374914,0.7438283,0.87191415
83711,0.6076814,0.8038407,0.63569444,0.81784725,0.5625788,0.7812894,0.5210995,0.7605498,0.55764204,0.778821,0.53829753,0.76914877,0.5302934,0.76514673,0.6181935,0.80909675,0.56543857,0.78271925,0.5328299,0.76641494
86666,0.6978604,0.84893024,0.74761903,0.8738095,0.63952225,0.81976116,0.6773571,0.83867854,0.72215897,0.86107945,0.7826111,0.89130557,0.769957,0.88497853,0.8477932,0.9238966,0.81303823,0.9065191,0.82398546,0.9119927
87779,0.67017686,0.83508843,0.6788312,0.8394156,0.6008622,0.80043113,0.64873,0.824365,0.6381672,0.8190836,0.5915437,0.79577184,0.60031796,0.800159,0.65911114,0.8295556,0.6290353,0.8145176,0.59561884,0.7978094
97622,0.72892857,0.8644643,0.70063514,0.8503176,0.6580049,0.82900244,0.6208533,0.81042665,0.7411413,0.87057066,0.84820825,0.9241041,0.776073,0.8880365,0.83043313,0.91521657,0.79828197,0.89914095,0.84383106,0.92191553
98134,0.71309584,0.85654795,0.6648077,0.83240384,0.6195041,0.80975205,0.57961124,0.78980565,0.71098584,0.85549295,0.7588184,0.8794092,0.72673184,0.8633659,0.74147296,0.8707365,0.71359766,0.8567988,0.759302,0.879651
98135,0.74748325,0.8737416,0.7284464,0.86422324,0.67085564,0.8354278,0.6640973,0.83204865,0.79559416,0.8977971,0.8916502,0.9458251,0.80055463,0.9002773,0.86705005,0.933525,0.8100513,0.90502566,0.87994885,0.9399744
98136,0.6765989,0.83829945,0.6188492,0.80942464,0.58775437,0.7938772,0.6249019,0.81245095,0.646896,0.823448,0.72502315,0.8625116,0.61407447,0.80703723,0.7323325,0.86616623,0.68115103,0.8405755,0.70054466,0.8502723
98137,0.6611631,0.83058155,0.67392457,0.8369623,0.5666275,0.78331375,0.64307404,0.821537,0.7168375,0.85841876,0.7474897,0.87374485,0.7347088,0.8673544,0.7562789,0.87813944,0.7474171,0.87370855,0.74894375,0.8744719
98138,0.63000524,0.8150026,0.583109,0.7915545,0.5517548,0.77587736,0.5782746,0.7891373,0.64767325,0.8238366,0.756555,0.87827754,0.68562734,0.8428137,0.7141523,0.85707617,0.72089523,0.86044765,0.74509823,0.8725491
98171,0.688205,0.8441025,0.6459379,0.82296896,0.57877594,0.78938794,0.6086987,0.80434936,0.7044136,0.8522068,0.7449316,0.8724658,0.71568334,0.8578417,0.7466347,0.87331736,0.72815204,0.864076,0.7620175,0.88100874
98172,0.58224905,0.7911245,0.6238455,0.8119228,0.5101448,0.7550724,0.54814893,0.77407444,0.69591606,0.847958,0.7388998,0.8694499,0.75340486,0.8767024,0.7387552,0.8693776,0.69312906,0.84656453,0.7265778,0.8632889
98173,0.71522665,0.8576133,0.6797484,0.8398742,0.59494203,0.79747105,0.6057385,0.80286926,0.75351906,0.8767595,0.83302414,0.9165121,0.78232086,0.8911604,0.7677829,0.88389146,0.79393196,0.896966,0.8296862,0.9148431
98245,0.59461284,0.7973064,0.64170814,0.82085407,0.55838954,0.7791948,0.5715101,0.78575504,0.62662923,0.8133146,0.68393266,0.84196633,0.6839281,0.841964,0.7172178,0.8586089,0.70053846,0.8502692,0.69338506,0.84669256
98250,0.6716223,0.83581114,0.7011926,0.8505963,0.62958467,0.81479234,0.6587033,0.82935166,0.62795,0.813975,0.6581162,0.8290581,0.6038041,0.80190206,0.73317814,0.86658907,0.6652494,0.8326247,0.63018084,0.8150904
98251,0.63494074,0.8174704,0.57780194,0.788901,0.5185454,0.7592727,0.55130374,0.7756519,0.61082685,0.8054134,0.63632965,0.8181648,0.5981482,0.7990741,0.59816027,0.79908013,0.64688206,0.823441,0.59412295,0.79706144
98252,0.53581774,0.7679089,0.482464,0.741232,0.43017894,0.71508944,0.6237086,0.8118543,0.509225,0.7546125,0.48620915,0.7431046,0.47497472,0.7374874,0.48671907,0.74335957,0.52280724,0.7614036,0.4748125,0.73740625
98253,0.7497911,0.8748956,0.70315075,0.8515754,0.62746215,0.8137311,0.63503313,0.81751657,0.7548166,0.87740827,0.8093635,0.90468174,0.7470296,0.8735148,0.77518,0.88759,0.7583505,0.87917525,0.7800615,0.89003074
98254,0.6595725,0.82978624,0.6286516,0.8143258,0.5694182,0.7847091,0.6340107,0.81700534,0.68161374,0.84080684,0.77894056,0.8894703,0.6915384,0.84576917,0.7460382,0.8730191,0.73886293,0.8694315,0.76799464,0.8839973
98255,0.7253097,0.86265486,0.69589794,0.84794897,0.650264,0.825132,0.68527377,0.8426369,0.7854827,0.8927413,0.83541626,0.91770816,0.7589596,0.87947977,0.8349433,0.91747165,0.75714326,0.8785716,0.8104358,0.9052179
98256,0.68276453,0.84138227,0.64265263,0.8213263,0.5856463,0.79282314,0.6625502,0.8312751,0.6909095,0.84545475,0.7898941,0.89494705,0.6858578,0.8429289,0.74112284,0.8705614,0.7252923,0.86264616,0.7516793,0.87583965
98257,0.67559516,0.8377976,0.688082,0.844041,0.6032318,0.8016159,0.70307213,0.85153604,0.6406597,0.82032984,0.7229152,0.8614576,0.6701042,0.83505213,0.75793064,0.8789653,0.7693285,0.88466424,0.73119247,0.86559623
98258,0.6776993,0.83884966,0.61690146,0.8084507,0.5642461,0.7821231,0.57425493,0.7871275,0.5844563,0.79222816,0.6844138,0.8422069,0.618381,0.8091905,0.60606325,0.8030316,0.65900624,0.8295031,0.6808456,0.8404228
98259,0.68166745,0.8408337,0.62183356,0.8109168,0.5674626,0.78373134,0.63659346,0.81829673,0.67408794,0.837044,0.7691036,0.88455176,0.7253051,0.86265254,0.70147395,0.850737,0.7533624,0.8766812,0.78492945,0.89246476
98260,0.70312965,0.8515648,0.6918541,0.84592706,0.63892066,0.81946033,0.7241506,0.8620753,0.6982035,0.8491018,0.7493652,0.8746826,0.6862673,0.8431337,0.7863853,0.89319265,0.75015354,0.8750768,0.74375886,0.87187946
98261,0.7398535,0.86992675,0.6793375,0.83966875,0.6413623,0.82068115,0.6789302,0.83946514,0.7380945,0.8690473,0.8239244,0.9119622,0.7773179,0.88865894,0.78807485,0.8940374,0.7877252,0.8938626,0.8306674,0.9153337
98262,0.7155824,0.8577912,0.60313654,0.80156827,0.6049045,0.8024522,0.63611174,0.81805587,0.67074203,0.835371,0.81202126,0.9060106,0.68645287,0.84322643,0.7412153,0.8706076,0.7550089,0.87750447,0.79360396,0.89680195
98263,0.69906473,0.84953237,0.66838074,0.83419037,0.6274332,0.8137166,0.6470182,0.8235091,0.73635566,0.86817783,0.8115297,0.9057648,0.72516286,0.86258143,0.77941513,0.88970757,0.73449934,0.86724967,0.79976535,0.8998827
98264,0.6641855,0.83209276,0.61809874,0.80904937,0.52457464,0.7622873,0.702448,0.851224,0.6059825,0.8029913,0.63504285,0.81752145,0.5825963,0.79129815,0.6745517,0.83727586,0.642385,0.8211925,0.644603,0.8223015
98265,0.7337923,0.86689615,0.6742078,0.8371039,0.6273327,0.81366634,0.6530319,0.8265159,0.7398758,0.8699379,0.84440076,0.9222004,0.7216349,0.86081743,0.79020494,0.8951025,0.7702795,0.88513976,0.8023311,0.90116554
98266,0.771865,0.8859325,0.6749785,0.83748925,0.6400465,0.82002324,0.6817374,0.8408687,0.72421914,0.86210954,0.8401357,0.92006785,0.7158034,0.8579017,0.7830196,0.8915098,0.7746916,0.8873458,0.8112923,0.90564615
98267,0.6776027,0.8388014,0.6573006,0.8286503,0.5934737,0.79673684,0.667595,0.8337975,0.67033803,0.835169,0.70620835,0.8531042,0.651798,0.825899,0.72922695,0.8646135,0.76707804,0.883539,0.7217877,0.86089385
98268,0.66549486,0.83274746,0.677485,0.8387425,0.64147615,0.8207381,0.6209576,0.8104788,0.61445975,0.8072299,0.6605047,0.83025235,0.5628919,0.781446,0.7065081,0.8532541,0.6526878,0.8263439,0.6616827,0.83084136
98269,0.73561054,0.86780524,0.64064324,0.8203216,0.58078074,0.7903904,0.5948136,0.7974068,0.706498,0.853249,0.7857286,0.8928643,0.66630435,0.8331522,0.74771035,0.8738552,0.6673088,0.8336544,0.71348083,0.8567404
98270,0.7277029,0.8638514,0.6762179,0.83810896,0.6075709,0.80378544,0.65477204,0.827386,0.6831331,0.84156656,0.7702887,0.88514435,0.7260525,0.86302626,0.7481029,0.87405145,0.77252764,0.88626385,0.75061876,0.87530935
98271,0.6233196,0.8116598,0.5982975,0.79914874,0.5153403,0.75767016,0.5495744,0.7747872,0.6455963,0.82279813,0.78659236,0.8932962,0.7436013,0.87180066,0.70753974,0.8537699,0.74389994,0.87195,0.7963406,0.8981703
98272,0.67105925,0.8355296,0.68083453,0.84041727,0.6012502,0.8006251,0.6392404,0.8196202,0.7275989,0.86379945,0.8241962,0.9120981,0.77318835,0.8865942,0.8166206,0.9083103,0.7889631,0.89448154,0.8401128,0.9200564
98273,0.662392,0.831196,0.71052307,0.85526156,0.5833113,0.79165566,0.65992963,0.8299648,0.64767385,0.8238369,0.6951294,0.8475647,0.68083966,0.8404198,0.7758987,0.88794935,0.74548566,0.87274283,0.76192814,0.88096404
98274,0.6669923,0.83349615,0.6643381,0.83216906,0.5907123,0.79535615,0.6408535,0.82042676,0.66032493,0.83016247,0.7755406,0.8877703,0.6730744,0.83653724,0.7281926,0.8640963,0.71701777,0.8585089,0.73277384,0.8663869
98275,0.6947074,0.8473537,0.6439436,0.8219718,0.59872377,0.7993619,0.64055413,0.8202771,0.72100115,0.8605006,0.7864121,0.89320606,0.7430787,0.87153935,0.78140765,0.8907038,0.7448877,0.87244385,0.7860882,0.8930441
98276,0.67050374,0.83525187,0.64176166,0.82088083,0.5520905,0.77604526,0.61551934,0.80775964,0.72663873,0.8633194,0.7718059,0.88590294,0.75207555,0.8760378,0.74566734,0.87283367,0.74872935,0.8743647,0.7700827,0.88504136
98277,0.6861596,0.8430798,0.6498787,0.82493937,0.58012336,0.7900617,0.65048015,0.8252401,0.6832292,0.8416146,0.78207743,0.8910387,0.73808765,0.8690438,0.7877231,0.89386153,0.7988736,0.89943683,0.7982696,0.8991348
98278,0.7199266,0.8599633,0.681351,0.8406755,0.6144928,0.8072464,0.66454816,0.8322741,0.7079474,0.8539737,0.8171283,0.90856415,0.7177545,0.85887724,0.78735864,0.8936793,0.7563931,0.87819654,0.78714406,0.89357203
98279,0.70626855,0.8531343,0.66915923,0.8345796,0.59077793,0.79538894,0.6748197,0.83740985,0.68141353,0.84070677,0.77262694,0.88631344,0.68703973,0.84351987,0.7375659,0.86878294,0.7057648,0.8528824,0.7388423,0.8694211
98280,0.7313098,0.8656549,0.72522926,0.86261463,0.64912367,0.82456183,0.7299695,0.86498475,0.72404706,0.86202353,0.78346795,0.891734,0.7439239,0.87196195,0.8012022,0.9006011,0.7917724,0.8958862,0.81134427,0.90567213
98281,0.69561857,0.8478093,0.6443628,0.8221814,0.5643459,0.7821729,0.6224488,0.8112244,0.7121727,0.8560864,0.7962085,0.89810425,0.7462909,0.87314546,0.7448918,0.87244594,0.7722203,0.8861102,0.7783077,0.88915384
98282,0.6008829,0.80044144,0.6391324,0.8195662,0.54715836,0.7735792,0.6393345,0.8196672,0.6192069,0.80960345,0.6980399,0.84901994,0.66264486,0.83132243,0.7295273,0.8647636,0.69212234,0.84606117,0.70598567,0.85299283
98283,0.70909286,0.8545464,0.6604248,0.8302124,0.5780479,0.78902394,0.65298164,0.8264908,0.70086944,0.8504347,0.7688057,0.8844029,0.7226431,0.86132157,0.73979884,0.8698994,0.73121023,0.8656051,0.78839016,0.8941951
98284,0.5643333,0.78216666,0.5755872,0.78779364,0.4812786,0.7406393,0.5414001,0.77070004,0.6021955,0.80109775,0.65991837,0.82995915,0.6738994,0.8369497,0.68181086,0.8409054,0.67677,0.838385,0.6841303,0.84206516
98285,0.59265566,0.7963278,0.5609237,0.78046185,0.47048214,0.73524106,0.5733775,0.78668875,0.594558,0.797279,0.67287624,0.8364381,0.62827516,0.8141376,0.64869595,0.824348,0.70727664,0.8536383,0.6788856,0.8394428
98286,0.6509322,0.8254661,0.64756274,0.8237814,0.56922925,0.7846146,0.5887179,0.79435897,0.6882129,0.84410644,0.7362459,0.86812294,0.7161232,0.8580616,0.77253366,0.8862668,0.7519808,0.8759904,0.7640383,0.88201916
98287,0.70932806,0.854664,0.70094854,0.85047424,0.6126359,0.8063179,0.64460707,0.82230353,0.7125499,0.85627496,0.7929969,0.89649844,0.733917,0.8669585,0.8095406,0.9047703,0.7465273,0.87326366,0.7821363,0.89106816
98288,0.7242011,0.86210054,0.6658392,0.8329196,0.59020144,0.7951007,0.5817921,0.79089606,0.6872719,0.8436359,0.6922623,0.84613115,0.61457396,0.807287,0.70836246,0.85418123,0.6584917,0.8292458,0.67289686,0.83644843
98289,0.7050643,0.85253215,0.6578774,0.8289387,0.6217941,0.81089705,0.6604217,0.83021086,0.715382,0.857691,0.8150679,0.90753394,0.7031834,0.8515917,0.7739928,0.8869964,0.7623215,0.88116074,0.812549,0.9062745
98290,0.58421564,0.7921078,0.5757165,0.78785825,0.56281924,0.7814096,0.47843456,0.7392173,0.640108,0.820054,0.7138723,0.85693616,0.7003011,0.8501506,0.62057287,0.8102864,0.69827914,0.8491396,0.73783165,0.8689158
98291,0.7306814,0.8653407,0.7209353,0.8604677,0.65216935,0.8260847,0.6187687,0.80938435,0.73850346,0.8692517,0.85029054,0.92514527,0.77249503,0.8862475,0.7962719,0.89813596,0.7902773,0.8951386,0.83614767,0.91807383
98292,0.5724596,0.7862298,0.6204178,0.8102089,0.5207368,0.7603684,0.58035785,0.7901789,0.63065517,0.8153276,0.6626836,0.8313418,0.6760292,0.8380146,0.6993402,0.8496701,0.65915,0.829575,0.6676291,0.83381456
98293,0.61999035,0.8099952,0.60487777,0.80243886,0.5250409,0.76252043,0.5836996,0.7918498,0.62845457,0.8142273,0.7657213,0.88286066,0.6978823,0.84894115,0.721899,0.8609495,0.7350985,0.86754924,0.7711531,0.88557655
98294,0.64552987,0.82276493,0.60057163,0.8002858,0.5584687,0.77923435,0.68541646,0.84270823,0.63946044,0.8197302,0.6568641,0.8284321,0.62503445,0.8125172,0.6915803,0.84579015,0.669999,0.8349995,0.64016086,0.8200804
98295,0.63159573,0.81579787,0.6348754,0.8174377,0.5775039,0.78875196,0.61467016,0.8073351,0.65332544,0.8266627,0.7654954,0.8827477,0.70473504,0.8523675,0.7622948,0.8811474,0.74921155,0.8746058,0.7695322,0.8847661
98296,0.6700109,0.83500546,0.68426096,0.8421305,0.5964566,0.79822826,0.66367966,0.8318398,0.66842175,0.8342109,0.7025442,0.8512721,0.67563,0.837815,0.7709441,0.88547206,0.6901812,0.8450906,0.7003925,0.85019624
98297,0.71219355,0.85609674,0.68746567,0.84373283,0.6309827,0.8154913,0.6877835,0.84389174,0.67579997,0.8379,0.7209141,0.86045706,0.6761755,0.83808774,0.7778647,0.88893235,0.7545354,0.8772677,0.7617042,0.8808521
98298,0.67648906,0.83824456,0.6404853,0.82024264,0.56046915,0.7802346,0.65137327,0.82568663,0.67702985,0.8385149,0.7656375,0.88281876,0.7234842,0.86174214,0.7495134,0.8747567,0.74267983,0.8713399,0.77733636,0.8886682
98299,0.65526164,0.8276308,0.63526917,0.8176346,0.56764925,0.7838246,0.5752765,0.78763825,0.7195282,0.8597641,0.7985468,0.8992734,0.72726786,0.86363393,0.77230585,0.8861529,0.6784067,0.83920336,0.7648432,0.8824216
98300,0.6058105,0.80290526,0.64905536,0.8245277,0.55175924,0.7758796,0.57985777,0.7899289,0.6777718,0.8388859,0.7398721,0.86993605,0.7596282,0.8798141,0.74796796,0.873984,0.74179345,0.8708967,0.77004564,0.8850228
98301,0.5539529,0.77697647,0.51786065,0.7589303,0.47001678,0.73500836,0.502892,0.751446,0.5799347,0.78996736,0.66673607,0.83336806,0.6535604,0.8267802,0.6477585,0.82387924,0.67322755,0.8366138,0.6942009,0.84710044
98302,0.7275234,0.86376166,0.6749706,0.8374853,0.61365026,0.80682516,0.6599065,0.82995325,0.7619167,0.8809583,0.85013497,0.9250675,0.7669907,0.88349533,0.8100519,0.90502596,0.7535753,0.87678766,0.82559144,0.9127957
98303,0.68839073,0.84419537,0.65139395,0.82569695,0.56593573,0.78296787,0.6027577,0.80137885,0.7362672,0.8681336,0.8363812,0.9181906,0.7734492,0.8867246,0.7758749,0.8879374,0.7624891,0.88124454,0.8332301,0.916615
98304,0.7585244,0.8792622,0.75303096,0.8765155,0.6718473,0.8359237,0.6782539,0.83912694,0.7443528,0.8721764,0.8000784,0.9000392,0.7441089,0.87205446,0.81035006,0.90517503,0.7873369,0.8936684,0.79427314,0.89713657
98305,0.7165407,0.85827035,0.67553663,0.8377683,0.57445943,0.7872297,0.6589745,0.82948726,0.7076404,0.8538202,0.80609137,0.90304565,0.7459108,0.87295544,0.7725208,0.8862604,0.75715756,0.8785788,0.79389596,0.896948
98306,0.6645129,0.83225644,0.6559906,0.8279953,0.5808604,0.7904302,0.6322224,0.8161112,0.6755166,0.8377583,0.7885821,0.89429104,0.7147336,0.8573668,0.76418245,0.8820912,0.76768464,0.88384235,0.76595783,0.8829789
98307,0.7079462,0.8539731,0.71216786,0.8560839,0.6294859,0.8147429,0.65923464,0.8296173,0.7383977,0.86919886,0.8384448,0.9192224,0.7662409,0.8831204,0.83228534,0.9161427,0.79385173,0.89692587,0.8057592,0.9028796
98308,0.6404253,0.82021266,0.67660844,0.8383042,0.5432166,0.7716083,0.6253469,0.81267345,0.63437593,0.81718796,0.6467724,0.8233862,0.6999293,0.8499646,0.6868572,0.8434286,0.71469027,0.8573451,0.68611807,0.84305906
98309,0.7282789,0.86413944,0.6640433,0.83202165,0.61344063,0.8067203,0.6329372,0.8164686,0.7278594,0.8639297,0.7962662,0.8981331,0.7119702,0.8559851,0.79472667,0.8973633,0.7727923,0.88639617,0.77013385,0.8850669
98310,0.72744036,0.8637202,0.6667612,0.8333806,0.64855623,0.8242781,0.5976211,0.79881054,0.726516,0.863258,0.8415855,0.92079276,0.75285053,0.87642527,0.7620723,0.88103616,0.6865869,0.8432934,0.7955915,0.89779574
98311,0.7371853,0.8685926,0.7161156,0.8580578,0.6457485,0.82287425,0.65250444,0.8262522,0.7362697,0.86813486,0.8072198,0.9036099,0.7665098,0.8832549,0.77747846,0.8887392,0.77776563,0.8888828,0.81612885,0.9080644
98312,0.6843884,0.8421942,0.70138836,0.8506942,0.6015111,0.80075556,0.6464474,0.8232237,0.7148037,0.85740185,0.7814425,0.89072126,0.77164865,0.8858243,0.7745609,0.88728046,0.7266103,0.86330515,0.8094331,0.90471655
98313,0.7403825,0.8701912,0.7070478,0.8535239,0.61986256,0.8099313,0.61978686,0.8098934,0.7646154,0.8823077,0.8589672,0.9294836,0.76998234,0.88499117,0.83391935,0.91695964,0.7475594,0.8737797,0.821386,0.910693
98314,0.74941444,0.8747072,0.70518684,0.8525934,0.6366923,0.81834614,0.6751474,0.8375737,0.7251253,0.86256266,0.8015081,0.9007541,0.6823735,0.84118676,0.7802589,0.89012945,0.73649704,0.8682485,0.75857437,0.8792872
98315,0.6593832,0.8296916,0.67439914,0.83719957,0.59474754,0.7973738,0.65469766,0.8273488,0.6839325,0.8419663,0.78212285,0.8910614,0.707739,0.8538695,0.76583743,0.8829187,0.7862861,0.89314306,0.7722907,0.88614535
98316,0.7642224,0.8821112,0.7435999,0.87179995,0.6632048,0.8316024,0.6708102,0.8354051,0.76230425,0.88115215,0.8291527,0.91457635,0.7414862,0.8707431,0.8111166,0.9055583,0.7549125,0.87745625,0.7963933,0.89819664
98317,0.6399031,0.81995153,0.6323514,0.8161757,0.5685318,0.7842659,0.5707566,0.78537834,0.7196989,0.85984945,0.81666225,0.90833116,0.7645202,0.8822601,0.746541,0.8732705,0.7346529,0.86732644,0.8149184,0.9074592
98318,0.7369366,0.8684683,0.71345216,0.85672605,0.6470705,0.82353526,0.7081417,0.85407084,0.741822,0.870911,0.79126495,0.8956325,0.7708899,0.88544494,0.7773447,0.88867235,0.7842134,0.8921067,0.81365365,0.90682685
98319,0.6911906,0.8455953,0.6482166,0.8241083,0.5802541,0.79012704,0.7111738,0.8555869,0.64311504,0.8215575,0.7261318,0.8630659,0.6658218,0.8329109,0.7305422,0.8652711,0.7194351,0.85971755,0.72759914,0.8637996
