,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Score
57400,0.77911615,0.8895581,0.6919279,0.84596395,0.6554555,0.8277278,0.6149853,0.8074926,0.7776122,0.8888061,0.8487065,0.92435324,0.75688636,0.8784432,0.82714117,0.9135706,0.7138188,0.8569094,0.8175818,0.9087909
62042,0.6794683,0.83973414,0.6307206,0.8153603,0.6110245,0.80551225,0.6152011,0.80760056,0.62148327,0.81074166,0.66281813,0.8314091,0.6039748,0.8019874,0.6289112,0.8144556,0.63642,0.81821,0.61939377,0.8096969
63086,0.48491102,0.7424555,0.5142263,0.75711316,0.43890303,0.71945155,0.46163338,0.7308167,0.52119756,0.7605988,0.62234414,0.81117207,0.6245533,0.81227666,0.588745,0.7943725,0.63883245,0.8194162,0.63581836,0.8179092
63087,0.6890905,0.84454525,0.651317,0.8256585,0.5879525,0.79397625,0.6358925,0.81794626,0.71484804,0.857424,0.782328,0.891164,0.7736871,0.88684356,0.7264733,0.86323667,0.7441554,0.8720777,0.7985879,0.89929396
83710,0.6444874,0.8222437,0.64224184,0.8211209,0.54940057,0.7747003,0.6516628,0.8258314,0.6462189,0.82310945,0.70159787,0.85079896,0.630918,0.815459,0.7338281,0.86691403,0.70312285,0.8515614,0.7054249,0.85271245
83711,0.5875249,0.79376245,0.6143856,0.8071928,0.54947734,0.77473867,0.55717707,0.77858853,0.5592245,0.77961224,0.56391865,0.7819593,0.5541473,0.7770736,0.6396556,0.8198278,0.60535073,0.80267537,0.5691805,0.78459024
86666,0.64549375,0.8227469,0.69337904,0.8466895,0.5959995,0.79799974,0.64510316,0.8225516,0.67185676,0.8359284,0.7687087,0.88435435,0.7394121,0.86970603,0.82072854,0.9103643,0.7893811,0.8946905,0.8014082,0.9007041
87779,0.44240525,0.7212026,0.5032085,0.75160426,0.3801179,0.69005895,0.47821093,0.73910546,0.41589224,0.7079461,0.39718944,0.6985947,0.4754657,0.7377328,0.46078318,0.7303916,0.46593097,0.73296547,0.44123462,0.7206173
97622,0.6854189,0.8427094,0.6563484,0.82817423,0.6123651,0.80618256,0.5852647,0.79263234,0.7107314,0.8553657,0.8454039,0.92270195,0.7402552,0.87012756,0.80836403,0.904182,0.7648847,0.88244236,0.81337893,0.90668947
98134,0.59751034,0.79875517,0.61768264,0.80884135,0.5646274,0.7823137,0.52173,0.760865,0.63775814,0.81887907,0.7457123,0.87285614,0.742766,0.871383,0.72863185,0.8643159,0.74003804,0.870019,0.77902734,0.8895137
98135,0.7240585,0.86202925,0.69549614,0.84774804,0.6577673,0.82888365,0.6403326,0.8201663,0.7469784,0.8734892,0.86044,0.93022,0.76222664,0.8811133,0.8236255,0.9118128,0.7757125,0.88785625,0.83085394,0.91542697
98136,0.589733,0.7948665,0.5682825,0.78414124,0.49970293,0.74985147,0.5513475,0.77567375,0.5895783,0.79478914,0.6875755,0.8437878,0.61486703,0.8074335,0.6605564,0.83027816,0.67223847,0.83611923,0.68640554,0.84320277
98137,0.5956564,0.7978282,0.6266335,0.81331676,0.5137327,0.75686634,0.6071689,0.80358446,0.62526333,0.81263167,0.69839525,0.8491976,0.69771034,0.84885514,0.70991695,0.8549585,0.7347714,0.8673857,0.7257136,0.8628568
98138,0.61625946,0.8081297,0.57953733,0.7897687,0.54291964,0.7714598,0.5807271,0.79036355,0.6355971,0.81779855,0.74957687,0.8747884,0.7150881,0.85754406,0.7215829,0.86079144,0.72175443,0.8608772,0.8008803,0.90044016
98171,0.6677482,0.8338741,0.6437868,0.8218934,0.5698625,0.78493124,0.5884191,0.79420954,0.7245738,0.8622869,0.7602719,0.88013595,0.7254182,0.8627091,0.7497752,0.8748876,0.71461904,0.8573095,0.7527194,0.8763597
98172,0.58484256,0.7924213,0.6011814,0.8005907,0.51895934,0.75947964,0.53682876,0.7684144,0.6608654,0.8304327,0.7443084,0.87215424,0.7425977,0.87129885,0.7210629,0.86053145,0.68327224,0.8416361,0.7457901,0.87289506
98173,0.7537755,0.87688774,0.6921842,0.8460921,0.62387097,0.8119355,0.64512384,0.8225619,0.74937356,0.8746868,0.88011646,0.94005823,0.7789116,0.8894558,0.80113953,0.9005698,0.80368495,0.9018425,0.86263883,0.9313194
98245,0.57196176,0.7859809,0.57295823,0.7864791,0.5347289,0.76736444,0.5496893,0.77484465,0.586995,0.7934975,0.6502853,0.8251426,0.6253059,0.81265295,0.65071005,0.82535505,0.6566969,0.82834846,0.657274,0.828637
98250,0.5955193,0.79775965,0.65927684,0.8296384,0.55383825,0.7769191,0.62628263,0.81314135,0.5542072,0.7771036,0.5306488,0.7653244,0.55307615,0.7765381,0.62934947,0.81467474,0.58851683,0.7942584,0.53968936,0.76984465
98251,0.5564785,0.77823925,0.5460253,0.77301264,0.47216067,0.73608035,0.53622997,0.768115,0.543952,0.771976,0.54911244,0.7745562,0.56420755,0.7821038,0.54806006,0.77403,0.6191394,0.8095697,0.5617065,0.7808533
98252,0.395841,0.6979205,0.34253022,0.6712651,0.30847663,0.65423834,0.5156433,0.7578217,0.37402764,0.6870138,0.36098868,0.6804943,0.37679192,0.688396,0.35885713,0.6794286,0.41564444,0.7078222,0.35041428,0.67520714
98253,0.66397727,0.83198863,0.6789371,0.83946854,0.5842296,0.7921148,0.666644,0.833322,0.64254624,0.8212731,0.64371794,0.821859,0.63237524,0.8161876,0.69117826,0.84558916,0.7259358,0.8629679,0.686177,0.8430885
98254,0.67078155,0.8353908,0.6436435,0.82182175,0.5952461,0.79762304,0.63658786,0.8182939,0.6978326,0.8489163,0.8135741,0.90678704,0.73460996,0.867305,0.7810799,0.89053994,0.7857648,0.8928824,0.8109187,0.90545934
98255,0.7686708,0.8843354,0.7426742,0.87133706,0.719463,0.8597315,0.7380372,0.8690186,0.75752413,0.87876207,0.80437976,0.90218985,0.7228164,0.86140823,0.8380959,0.91904795,0.77257204,0.886286,0.7918337,0.8959168
98256,0.6416892,0.8208446,0.6022134,0.8011067,0.5619033,0.7809516,0.6593309,0.8296654,0.622843,0.8114215,0.6936932,0.8468466,0.59515965,0.7975798,0.697538,0.848769,0.6785321,0.83926606,0.6568651,0.82843256
98257,0.6833347,0.84166735,0.7072728,0.8536364,0.61701316,0.8085066,0.6847125,0.84235626,0.64908284,0.82454145,0.69198966,0.84599483,0.64245117,0.8212256,0.7566631,0.87833154,0.73839056,0.8691953,0.7029607,0.85148036
98258,0.6343136,0.8171568,0.62984365,0.81492186,0.5655068,0.7827534,0.6203897,0.81019485,0.5706316,0.7853158,0.6350508,0.8175254,0.62898266,0.81449133,0.6298177,0.81490886,0.6725193,0.83625966,0.6700068,0.8350034
98259,0.6535547,0.82677734,0.6366217,0.81831086,0.60032713,0.80016357,0.617311,0.8086555,0.6678104,0.8339052,0.7400804,0.8700402,0.7272832,0.8636416,0.70894897,0.8544745,0.7475225,0.87376124,0.7733451,0.88667256
98260,0.6747626,0.8373813,0.6437311,0.82186556,0.6519616,0.8259808,0.7370713,0.86853564,0.65993214,0.82996607,0.7206765,0.8603382,0.6449917,0.8224958,0.7500477,0.87502384,0.7147688,0.85738444,0.73127943,0.8656397
98261,0.59426475,0.7971324,0.58963424,0.7948171,0.55990183,0.7799509,0.5877073,0.79385364,0.5954392,0.7977196,0.65368485,0.8268424,0.6499715,0.82498574,0.6417873,0.82089365,0.6943582,0.8471791,0.6780139,0.83900696
98262,0.6583619,0.82918096,0.58471036,0.7923552,0.557099,0.7785495,0.6474595,0.82372975,0.63853455,0.8192673,0.7301746,0.8650873,0.6340903,0.81704515,0.7114723,0.85573614,0.71963537,0.8598177,0.7270315,0.86351573
98263,0.69056505,0.84528255,0.6853037,0.84265184,0.6662818,0.8331409,0.6815731,0.8407866,0.6740011,0.83700055,0.7198905,0.85994524,0.653448,0.826724,0.74040604,0.870203,0.73846966,0.8692348,0.74641514,0.87320757
98264,0.6567657,0.82838285,0.63795066,0.8189753,0.57366467,0.78683233,0.7337563,0.86687815,0.57868993,0.78934497,0.6169746,0.8084873,0.55659,0.77829504,0.6829744,0.84148717,0.6677801,0.8338901,0.6484988,0.8242494
98265,0.7556046,0.8778023,0.6838597,0.84192985,0.65086377,0.8254319,0.6379672,0.8189836,0.7519163,0.87595814,0.87281597,0.936408,0.75563,0.877815,0.80275977,0.9013799,0.79166675,0.8958334,0.8470718,0.92353594
98266,0.7497517,0.87487584,0.7016531,0.85082656,0.6652247,0.83261234,0.704075,0.8520375,0.70067084,0.8503354,0.78181076,0.8909054,0.67054003,0.83527005,0.77580494,0.8879025,0.78571594,0.89285797,0.7761521,0.88807607
98267,0.7013664,0.8506832,0.68415076,0.84207535,0.64284897,0.8214245,0.6811522,0.8405761,0.7001092,0.8500546,0.68325865,0.8416293,0.631057,0.8155285,0.75099206,0.87549603,0.74864805,0.874324,0.70630544,0.85315275
98268,0.66040933,0.83020467,0.67784,0.83892,0.64492285,0.8224614,0.6388562,0.8194281,0.6286913,0.81434566,0.6718586,0.8359293,0.579853,0.7899265,0.7042098,0.8521049,0.6687492,0.8343746,0.6787896,0.8393948
98269,0.64908653,0.82454324,0.62987506,0.81493753,0.57943773,0.78971887,0.60828656,0.8041433,0.6645688,0.8322844,0.7182776,0.8591388,0.6605909,0.83029544,0.7131789,0.85658944,0.7212001,0.86060005,0.7014166,0.8507083
98270,0.648617,0.8243085,0.63701856,0.8185093,0.5551336,0.7775668,0.6417341,0.82086706,0.64953816,0.8247691,0.7343879,0.86719394,0.68171257,0.8408563,0.72781694,0.86390847,0.75850964,0.8792548,0.7331536,0.8665768
98271,0.6045836,0.8022918,0.58168125,0.7908406,0.51071817,0.75535905,0.5544339,0.7772169,0.6173826,0.80869126,0.7534363,0.87671816,0.7099788,0.8549894,0.6906718,0.8453359,0.7388754,0.8694377,0.76114905,0.8805745
98272,0.6515014,0.8257507,0.634094,0.817047,0.55755556,0.7787778,0.587397,0.7936985,0.6763362,0.83816814,0.81428874,0.90714437,0.71061873,0.85530937,0.7891926,0.89459634,0.75389385,0.8769469,0.8167355,0.90836775
98273,0.59298974,0.79649484,0.65059435,0.8252972,0.5353045,0.7676523,0.59088504,0.7954425,0.57873726,0.7893686,0.6175318,0.8087659,0.6290407,0.81452036,0.6966859,0.84834296,0.7128646,0.8564323,0.6832782,0.8416391
98274,0.69413006,0.84706503,0.6844846,0.8422423,0.6324223,0.81621116,0.71050787,0.85525393,0.6964257,0.84821284,0.7948403,0.89742017,0.70680404,0.853402,0.79578274,0.8978914,0.7568024,0.87840116,0.78615797,0.893079
98275,0.70463717,0.8523186,0.6561502,0.8280751,0.6350874,0.8175437,0.67302686,0.8365134,0.7067605,0.85338026,0.79577625,0.8978881,0.7162935,0.8581468,0.8055787,0.90278935,0.77385163,0.8869258,0.8062171,0.90310854
98276,0.6344063,0.81720316,0.6135355,0.80676776,0.5372609,0.76863045,0.60237634,0.8011882,0.6809556,0.8404778,0.7400459,0.87002295,0.7079149,0.8539574,0.72463405,0.862317,0.7390668,0.8695334,0.7500553,0.87502766
98277,0.713597,0.8567985,0.6327411,0.81637055,0.59235114,0.7961756,0.62232554,0.81116277,0.7052229,0.8526114,0.83830833,0.91915417,0.7421055,0.87105274,0.8000414,0.9000207,0.79591495,0.89795744,0.83698,0.91849
98278,0.7224226,0.8612113,0.6761929,0.83809644,0.62539065,0.8126953,0.6603992,0.8301996,0.7437042,0.8718521,0.8572573,0.9286287,0.7594122,0.87970614,0.8221406,0.9110703,0.7756245,0.88781226,0.8131394,0.9065697
98279,0.72582597,0.862913,0.69135606,0.84567803,0.63000894,0.81500447,0.69503134,0.8475157,0.715019,0.8575095,0.8202378,0.91011894,0.7250109,0.86250544,0.79991424,0.8999571,0.7422666,0.8711333,0.79186225,0.8959311
98280,0.72263217,0.8613161,0.6938917,0.8469459,0.6423265,0.82116324,0.7012712,0.8506356,0.72364545,0.8618227,0.78815234,0.89407617,0.7441876,0.8720938,0.8024295,0.9012147,0.78866756,0.8943338,0.81311667,0.90655833
98281,0.7133566,0.8566783,0.65976894,0.82988447,0.5945003,0.79725015,0.64112973,0.82056487,0.7223631,0.86118156,0.8071494,0.9035747,0.7578912,0.8789456,0.79081345,0.8954067,0.7735716,0.8867858,0.7873411,0.89367056
98282,0.659268,0.829634,0.69676477,0.84838235,0.6203801,0.8101901,0.69515187,0.8475759,0.6528098,0.8264049,0.70532143,0.8526607,0.6657001,0.83285004,0.75589156,0.8779458,0.7470588,0.87352943,0.74102914,0.8705146
98283,0.7426585,0.87132925,0.70885056,0.8544253,0.64547783,0.8227389,0.6887648,0.8443824,0.7361783,0.86808914,0.79703,0.898515,0.7307434,0.8653717,0.8065752,0.9032876,0.76831526,0.88415766,0.80052656,0.9002633
98284,0.59163857,0.7958193,0.60023737,0.8001187,0.5203127,0.7601564,0.56039965,0.7801998,0.6584588,0.8292294,0.7797164,0.8898582,0.76619804,0.883099,0.76275146,0.88137573,0.78136635,0.8906832,0.8157029,0.90785146
98285,0.54513526,0.77256763,0.5395609,0.76978046,0.4299602,0.7149801,0.5337056,0.7668528,0.5773592,0.7886796,0.6404649,0.82023245,0.6390861,0.81954306,0.6275667,0.81378335,0.6762313,0.8381157,0.649858,0.824929
98286,0.7074872,0.8537436,0.6993786,0.8496893,0.6547698,0.8273849,0.64225745,0.8211287,0.7062677,0.85313386,0.7521343,0.87606716,0.6965231,0.84826154,0.7959362,0.8979681,0.7433965,0.87169826,0.7445383,0.87226915
98287,0.6736294,0.8368147,0.6818361,0.84091806,0.64724225,0.82362115,0.65171164,0.82585585,0.68922114,0.8446106,0.78503895,0.8925195,0.72342587,0.86171293,0.8011714,0.9005857,0.78975224,0.8948761,0.798264,0.899132
98288,0.64646184,0.8232309,0.62840706,0.8142035,0.56738174,0.78369087,0.57699597,0.788498,0.63970315,0.8198516,0.6597822,0.8298911,0.6269381,0.81346905,0.7207642,0.8603821,0.6899698,0.8449849,0.6692508,0.83462536
98289,0.62519515,0.8125976,0.59209096,0.7960455,0.5523712,0.77618563,0.60130066,0.80065036,0.6115235,0.80576175,0.7292849,0.86464244,0.62684345,0.8134217,0.6901214,0.8450607,0.7078835,0.85394174,0.714303,0.8571515
98290,0.49389452,0.7469473,0.48941964,0.74470985,0.47097227,0.73548615,0.43995088,0.7199755,0.538557,0.7692785,0.6393182,0.8196591,0.62281585,0.8114079,0.5604292,0.7802146,0.61481327,0.80740666,0.6660023,0.83300114
98291,0.7235232,0.86176157,0.6717775,0.83588874,0.6236794,0.8118397,0.63641727,0.81820863,0.73014426,0.86507213,0.83506656,0.9175333,0.7575286,0.8787643,0.76545584,0.8827279,0.7633984,0.8816992,0.8116187,0.90580934
98292,0.6238197,0.81190985,0.61092556,0.8054628,0.53934014,0.76967007,0.5960486,0.7980243,0.6651787,0.8325894,0.77285564,0.8864278,0.6934923,0.84674615,0.7444149,0.87220746,0.7381309,0.86906546,0.7489604,0.8744802
98293,0.63566625,0.8178331,0.62794495,0.8139725,0.5371913,0.76859564,0.59078133,0.79539067,0.6358268,0.8179134,0.7333367,0.86666834,0.685065,0.8425325,0.71571463,0.85785735,0.7310639,0.8655319,0.7434796,0.8717398
98294,0.6052158,0.8026079,0.5946611,0.79733056,0.55033374,0.77516687,0.60250604,0.801253,0.6350187,0.81750935,0.6408591,0.82042956,0.5938845,0.79694223,0.6606759,0.83033794,0.65544736,0.8277237,0.62039596,0.81019795
98295,0.6148358,0.80741787,0.5951159,0.79755795,0.54436564,0.7721828,0.5746417,0.78732085,0.623098,0.811549,0.7434855,0.8717427,0.6662973,0.83314866,0.71540725,0.8577036,0.70794165,0.8539708,0.75018257,0.8750913
98296,0.6374539,0.81872696,0.674832,0.837416,0.5991436,0.7995718,0.5992804,0.7996402,0.66629446,0.8331472,0.7212324,0.8606162,0.68564826,0.8428241,0.75103176,0.8755159,0.71601367,0.85800683,0.71753937,0.85876966
98297,0.7194618,0.8597309,0.67704856,0.8385243,0.6307099,0.81535494,0.6865525,0.84327626,0.68117815,0.84058905,0.73372567,0.86686283,0.67291975,0.8364599,0.77519596,0.887598,0.7583189,0.87915945,0.77488935,0.8874447
98298,0.7375338,0.8687669,0.6573794,0.8286897,0.60453224,0.8022661,0.6475327,0.82376635,0.70534325,0.8526716,0.81755185,0.9087759,0.7289947,0.86449736,0.7741475,0.88707376,0.7497615,0.8748808,0.796988,0.898494
98299,0.63682324,0.8184116,0.63782305,0.81891155,0.56961256,0.78480625,0.5848868,0.7924434,0.6739425,0.8369713,0.7696388,0.8848194,0.6992903,0.84964514,0.7486386,0.8743193,0.72565186,0.86282593,0.7658024,0.8829012
98300,0.61059844,0.8052992,0.6366005,0.81830025,0.57629675,0.7881484,0.5796507,0.7898253,0.66437644,0.83218825,0.7355993,0.86779964,0.72600687,0.86300343,0.7466942,0.8733471,0.7132292,0.8566146,0.73501194,0.86750597
98301,0.6172401,0.80862004,0.58352965,0.79176486,0.5293188,0.7646594,0.5297058,0.7648529,0.6542319,0.82711595,0.7706772,0.8853386,0.7235569,0.86177844,0.7219818,0.8609909,0.7298788,0.8649394,0.7648512,0.8824256
98302,0.735181,0.8675905,0.66549736,0.83274865,0.620445,0.8102225,0.643265,0.8216325,0.74105954,0.8705298,0.85718924,0.9285946,0.73927695,0.86963844,0.81846535,0.9092327,0.74898106,0.8744905,0.82486355,0.9124318
98303,0.701311,0.8506555,0.63992786,0.81996393,0.587497,0.7937485,0.59158385,0.7957919,0.7232684,0.8616342,0.8727048,0.9363524,0.76561916,0.8828096,0.79295814,0.89647907,0.7667288,0.88336444,0.85534,0.92767
98304,0.76281065,0.88140535,0.7022104,0.8511052,0.6322768,0.8161384,0.62319493,0.81159747,0.7363287,0.86816436,0.8629526,0.9314763,0.76352876,0.8817644,0.8240144,0.9120072,0.7659776,0.8829888,0.8226037,0.91130185
98305,0.7146775,0.8573388,0.69129324,0.8456466,0.59071803,0.795359,0.6634015,0.83170074,0.6927084,0.8463542,0.7883929,0.89419645,0.72385955,0.8619298,0.76700187,0.88350093,0.75589275,0.8779464,0.77376866,0.88688433
98306,0.65570635,0.8278532,0.62384087,0.8119204,0.56742465,0.7837123,0.6051812,0.8025906,0.6687492,0.8343746,0.7515564,0.8757782,0.6872505,0.84362525,0.7233909,0.8616954,0.7247917,0.8623959,0.7196474,0.8598237
98307,0.6890991,0.84454954,0.6710889,0.83554447,0.6185738,0.8092869,0.64334166,0.82167083,0.701497,0.85074854,0.8066672,0.9033336,0.73061013,0.86530507,0.8002193,0.90010965,0.7472785,0.8736392,0.7895793,0.89478964
98308,0.68902946,0.8445147,0.7245202,0.8622601,0.60538405,0.80269206,0.647278,0.82363904,0.7134093,0.85670465,0.7876508,0.8938254,0.79296446,0.8964822,0.78910047,0.8945502,0.7940263,0.8970132,0.8015394,0.9007697
98309,0.70573664,0.8528683,0.65283364,0.82641685,0.6016445,0.80082226,0.5957691,0.7978846,0.71337914,0.8566896,0.8313154,0.9156577,0.74479955,0.8723998,0.8035354,0.90176773,0.80088645,0.9004432,0.81257,0.906285
98310,0.761273,0.8806365,0.7212421,0.86062104,0.6986941,0.84934705,0.64504963,0.8225248,0.7433742,0.8716871,0.81717974,0.90858984,0.73634946,0.86817473,0.7834823,0.89174116,0.720828,0.860414,0.7942792,0.8971396
98311,0.71567684,0.8578384,0.6763138,0.83815694,0.5924746,0.7962373,0.60421443,0.8021072,0.73051983,0.8652599,0.796419,0.8982095,0.78734094,0.89367044,0.73673725,0.8683686,0.7535732,0.8767866,0.81072533,0.90536267
98312,0.67760456,0.8388023,0.70571613,0.85285807,0.6393598,0.81967986,0.67702127,0.83851063,0.73511255,0.8675563,0.77619076,0.8880954,0.7775438,0.8887719,0.8228293,0.9114146,0.73599494,0.86799747,0.81278753,0.90639377
98313,0.6720185,0.83600926,0.6222553,0.81112766,0.5745334,0.78726673,0.5834899,0.79174495,0.689234,0.844617,0.801577,0.9007885,0.66544604,0.832723,0.7755151,0.88775754,0.7186265,0.85931325,0.74189466,0.87094736
98314,0.75743246,0.87871623,0.6901704,0.8450852,0.6390195,0.81950974,0.6802977,0.8401488,0.7629775,0.88148874,0.85365176,0.9268259,0.74238956,0.8711948,0.8231478,0.9115739,0.7824104,0.8912052,0.82157004,0.910785
98315,0.61573565,0.8078678,0.6446184,0.8223092,0.5611481,0.7805741,0.62264717,0.8113236,0.65484494,0.8274225,0.732562,0.86628103,0.6788415,0.83942074,0.73176837,0.8658842,0.7403755,0.87018776,0.7356137,0.86780685
98316,0.7730427,0.88652134,0.73765063,0.8688253,0.6758891,0.8379445,0.67808676,0.8390434,0.78618205,0.893091,0.86493313,0.93246657,0.7801786,0.8900893,0.81785625,0.90892816,0.7933111,0.89665556,0.8376021,0.91880107
98317,0.6903673,0.8451836,0.6850139,0.84250695,0.61301565,0.8065078,0.6167117,0.8083558,0.72832507,0.86416256,0.8237332,0.9118666,0.77253246,0.88626623,0.793512,0.896756,0.75101215,0.87550604,0.80748695,0.9037435
98318,0.7392633,0.86963165,0.6991788,0.8495894,0.63628674,0.81814337,0.6774577,0.83872885,0.7451184,0.8725592,0.841664,0.92083204,0.7793325,0.88966626,0.80581546,0.9029077,0.7943398,0.8971699,0.849017,0.9245085
98319,0.6693959,0.83469796,0.66503537,0.8325177,0.6307823,0.8153912,0.68052685,0.8402634,0.62946534,0.8147327,0.7075746,0.8537873,0.6474018,0.8237009,0.7013354,0.8506677,0.73677653,0.8683883,0.7036882,0.8518441
98320,0.7113838,0.8556919,0.66236764,0.8311838,0.6432593,0.82162964,0.601042,0.800521,0.7611736,0.8805868,0.8768658,0.93843293,0.7466879,0.87334394,0.80327165,0.9016358,0.7514427,0.87572134,0.81194687,0.90597343
98321,0.69183755,0.8459188,0.6420281,0.82101405,0.59583306,0.79791653,0.683863,0.84193146,0.6626222,0.8313111,0.7948735,0.89743674,0.69455683,0.8472784,0.75224435,0.8761222,0.7525828,0.8762914,0.7738503,0.88692516
98322,0.7008087,0.8504044,0.6535236,0.82676184,0.5811397,0.79056984,0.599005,0.7995025,0.71895313,0.85947657,0.84662247,0.92331123,0.72647583,0.8632379,0.78928876,0.8946444,0.7859801,0.89299005,0.83303845,0.9165192
98323,0.7176769,0.85883844,0.6682915,0.8341458,0.6188471,0.80942357,0.59394634,0.79697317,0.73294413,0.86647207,0.8159612,0.90798056,0.7482078,0.8741039,0.80328065,0.9016403,0.74866825,0.8743341,0.8049135,0.90245676
98324,0.6991273,0.84956366,0.6894936,0.8447468,0.6476041,0.82380205,0.68443644,0.8422182,0.7251061,0.86255306,0.8152092,0.9076046,0.75089777,0.8754489,0.81564116,0.9078206,0.7638633,0.88193166,0.8066441,0.90332204
98325,0.6871487,0.84357435,0.6325481,0.81627405,0.60259134,0.80129564,0.628327,0.8141635,0.70466757,0.8523338,0.83900195,0.91950095,0.74841034,0.8742052,0.80283916,0.9014196,0.7869921,0.89349604,0.8307968,0.91539836
98326,0.6433772,0.8216886,0.65584004,0.82792,0.5782578,0.7891289,0.61758626,0.8087931,0.60369843,0.80184925,0.7005985,0.85029924,0.6242035,0.8121017,0.7341932,0.8670966,0.7336962,0.8668481,0.7038924,0.85194623
98327,0.5544039,0.77720195,0.5808564,0.79042816,0.50356513,0.75178254,0.5549897,0.77749485,0.55345654,0.7767283,0.64988804,0.824944,0.6305907,0.81529534,0.6598437,0.82992184,0.7065556,0.8532778,0.6920526,0.8460263
98328,0.69347954,0.84673977,0.60841936,0.8042097,0.60411346,0.8020567,0.68724394,0.84362197,0.67992437,0.8399622,0.7573099,0.87865496,0.66923,0.834615,0.74984825,0.8749241,0.7438327,0.87191635,0.7612771,0.88063854
98329,0.6728816,0.8364408,0.6654738,0.8327369,0.56606734,0.78303367,0.6640824,0.8320412,0.69425046,0.84712523,0.7199336,0.8599668,0.70287865,0.85143936,0.7544197,0.87720984,0.73147476,0.8657374,0.7449509,0.87247545
98330,0.54701763,0.7735088,0.5853323,0.79266614,0.47607625,0.7380381,0.5472845,0.77364224,0.5545879,0.7772939,0.5865228,0.7932614,0.61100054,0.80550027,0.60274744,0.8013737,0.64901286,0.8245064,0.6253692,0.8126846
98331,0.66088927,0.83044463,0.6043633,0.80218166,0.61035466,0.80517733,0.6189115,0.80945575,0.60448694,0.8022435,0.7127729,0.8563864,0.5570971,0.77854854,0.66876584,0.8343829,0.7129791,0.85648954,0.6601584,0.8300792
98332,0.6205039,0.81025195,0.6090141,0.804507,0.56985164,0.7849258,0.5925823,0.7962911,0.6627072,0.8313536,0.7694236,0.8847118,0.7418458,0.8709229,0.753247,0.8766235,0.74336153,0.87168074,0.7832314,0.8916157
98333,0.6015556,0.8007778,0.60122883,0.8006144,0.56010604,0.780053,0.5647759,0.782388,0.60286486,0.80143243,0.7426795,0.87133974,0.7039476,0.8519738,0.7043377,0.85216886,0.76056516,0.8802826,0.7789111,0.88945556
