,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Score
56661,0.7545998,0.8772999,0.73924017,0.8696201,0.63901573,0.81950784,0.6474166,0.8237083,0.74636346,0.8731817,0.81826603,0.909133,0.7477112,0.8738556,0.8013906,0.9006953,0.8002142,0.9001071,0.81617033,0.90808517
56662,0.70642066,0.85321033,0.68183273,0.8409164,0.6038513,0.80192566,0.66471934,0.8323597,0.6845298,0.8422649,0.76595944,0.88297975,0.69482994,0.847415,0.7982044,0.8991022,0.792871,0.8964355,0.7810334,0.8905167
56725,0.7081517,0.85407585,0.6684892,0.8342446,0.6253916,0.8126958,0.6280445,0.81402224,0.7188152,0.8594076,0.81038773,0.90519387,0.76357025,0.88178515,0.79176694,0.89588344,0.7538525,0.87692624,0.8151121,0.90755606
56795,0.6434618,0.8217309,0.65859044,0.8292952,0.59451896,0.79725945,0.59379816,0.7968991,0.6989466,0.8494733,0.7525142,0.87625706,0.77821046,0.8891052,0.78817344,0.8940867,0.77914786,0.88957393,0.7943884,0.8971942
56796,0.6053294,0.8026647,0.61347216,0.8067361,0.54642606,0.773213,0.5605249,0.7802625,0.68714654,0.8435733,0.7544745,0.87723726,0.75026405,0.875132,0.74174005,0.87087,0.70844805,0.854224,0.760852,0.880426
56797,0.7150432,0.8575216,0.68407536,0.8420377,0.5895361,0.79476804,0.61742055,0.8087103,0.7098676,0.8549338,0.7612656,0.88063276,0.70872784,0.8543639,0.7721276,0.8860638,0.72437894,0.8621895,0.74865663,0.8743283
56798,0.69421875,0.8471094,0.6558865,0.8279432,0.61337876,0.8066894,0.61017823,0.8050891,0.7119541,0.85597706,0.7853789,0.89268947,0.7727088,0.8863544,0.76847315,0.8842366,0.7461244,0.8730622,0.8074348,0.9037174
56799,0.63965154,0.81982577,0.573419,0.7867095,0.5138198,0.7569099,0.5465697,0.77328485,0.6415427,0.82077134,0.74871635,0.8743582,0.7236241,0.86181206,0.7257054,0.8628527,0.72942454,0.86471224,0.78833675,0.8941684
56800,0.6009228,0.8004614,0.5621356,0.7810678,0.5014635,0.7507317,0.59129584,0.7956479,0.55055887,0.7752794,0.6017746,0.8008873,0.5379497,0.76897484,0.62973404,0.814867,0.60668606,0.80334306,0.59807146,0.7990357
56801,0.65746665,0.8287333,0.62950546,0.8147527,0.5672629,0.78363144,0.5618691,0.7809346,0.6894721,0.84473604,0.8212366,0.9106183,0.73073715,0.8653686,0.76330996,0.881655,0.7391319,0.86956596,0.79173994,0.89587
56802,0.57089293,0.78544647,0.5477017,0.77385086,0.5226141,0.76130706,0.5347632,0.7673816,0.52921563,0.7646078,0.6319065,0.81595325,0.5919144,0.7959572,0.62272406,0.811362,0.6811357,0.8405678,0.6633265,0.83166325
56803,0.7000614,0.85003066,0.72757,0.863785,0.64283645,0.8214182,0.6507702,0.8253851,0.6971923,0.84859616,0.7481359,0.87406796,0.72329795,0.861649,0.7833804,0.8916902,0.7265315,0.86326575,0.75649774,0.8782489
56804,0.73701304,0.86850655,0.73604906,0.8680245,0.6611594,0.8305797,0.665267,0.8326335,0.76237094,0.8811855,0.8232391,0.91161954,0.7504035,0.87520176,0.851482,0.92574096,0.80442154,0.9022108,0.8135996,0.9067998
56805,0.56761706,0.7838085,0.57994306,0.78997153,0.53352404,0.766762,0.5919909,0.7959955,0.5303895,0.7651948,0.6116798,0.8058399,0.5874933,0.79374665,0.6720764,0.83603823,0.68908036,0.8445402,0.66068596,0.830343
56807,0.64470947,0.82235473,0.6502138,0.82510686,0.5395975,0.76979876,0.56702876,0.7835144,0.6543596,0.8271798,0.70111346,0.85055673,0.7200281,0.8600141,0.69984174,0.84992087,0.7141259,0.85706294,0.73097146,0.8654857
56809,0.7311233,0.86556166,0.7058289,0.85291445,0.6461153,0.82305765,0.65927315,0.8296366,0.7361318,0.8680659,0.8333273,0.91666365,0.7501682,0.8750841,0.8371506,0.9185753,0.8170701,0.90853506,0.83116484,0.9155824
56859,0.600063,0.80003154,0.55185866,0.77592933,0.46820188,0.73410094,0.57271904,0.78635955,0.5920298,0.7960149,0.7078497,0.8539249,0.6584278,0.82921386,0.66064346,0.8303217,0.6884082,0.84420407,0.70144343,0.8507217
56860,0.6484324,0.8242162,0.65716946,0.82858473,0.5929823,0.79649115,0.7094558,0.85472786,0.6634779,0.83173895,0.7501236,0.8750618,0.7143566,0.85717833,0.77020264,0.8851013,0.7666755,0.88333774,0.7918756,0.8959378
56861,0.60460126,0.80230063,0.55614257,0.7780713,0.50267154,0.75133574,0.61504674,0.80752337,0.6037303,0.80186516,0.6614127,0.83070636,0.66432273,0.83216137,0.6664564,0.83322823,0.66632223,0.8331611,0.6788377,0.8394189
56862,0.6502998,0.8251499,0.6709516,0.8354758,0.5527773,0.77638865,0.6010065,0.80050325,0.6292561,0.81462806,0.6940745,0.84703726,0.68227875,0.8411394,0.73053366,0.8652668,0.7324872,0.8662436,0.70781493,0.85390747
57384,0.72358984,0.86179495,0.6831554,0.8415777,0.605869,0.8029345,0.60591793,0.80295897,0.7542601,0.87713003,0.8692051,0.93460256,0.80768436,0.9038422,0.8061685,0.9030843,0.7642573,0.88212866,0.8513634,0.9256817
57400,0.77405614,0.8870281,0.6973922,0.8486961,0.65054786,0.82527393,0.64152026,0.82076013,0.7594282,0.87971413,0.84561217,0.9228061,0.7739463,0.88697314,0.8040341,0.90201706,0.70329225,0.8516461,0.80991197,0.904956
62042,0.73147696,0.8657385,0.6655776,0.8327888,0.6520327,0.8260163,0.62797886,0.8139894,0.6648443,0.83242214,0.71728015,0.8586401,0.62507963,0.8125398,0.68349683,0.8417484,0.6621932,0.8310966,0.6554744,0.8277372
63086,0.5289118,0.7644559,0.55663216,0.7783161,0.4868083,0.74340415,0.5019768,0.75098836,0.5613333,0.78066665,0.65845984,0.82922995,0.65563387,0.82781696,0.6353539,0.81767696,0.6581609,0.82908046,0.678022,0.839011
63087,0.7066923,0.8533461,0.66111183,0.8305559,0.5815924,0.79079616,0.6137341,0.80686706,0.71181816,0.8559091,0.8148333,0.90741664,0.7716384,0.8858192,0.73095983,0.86547995,0.76750803,0.883754,0.8137727,0.90688634
83710,0.6705251,0.83526254,0.6600117,0.8300059,0.5874924,0.79374623,0.6393192,0.8196596,0.689029,0.8445145,0.73182034,0.8659102,0.641111,0.8205555,0.755513,0.8777565,0.69986624,0.84993315,0.71291935,0.8564597
83711,0.53569734,0.7678487,0.58506,0.79253,0.54658306,0.7732915,0.506696,0.753348,0.48338348,0.7416917,0.4373021,0.71865106,0.43331832,0.7166592,0.54147923,0.7707396,0.51804954,0.75902474,0.45848462,0.7292423
86666,0.6461376,0.8230688,0.6909121,0.84545606,0.6031203,0.80156016,0.63373804,0.816869,0.6742811,0.83714056,0.7684803,0.88424015,0.7485299,0.87426496,0.81326234,0.9066312,0.78802097,0.8940105,0.8091761,0.90458804
87779,0.4450589,0.7225295,0.51594317,0.7579716,0.38989365,0.6949468,0.4871925,0.74359626,0.4450823,0.72254115,0.37690955,0.68845475,0.47109956,0.7355498,0.4572474,0.7286237,0.4666829,0.73334146,0.42102903,0.71051455
97622,0.72937906,0.8646895,0.6575881,0.82879406,0.6360818,0.8180409,0.57975614,0.7898781,0.7431282,0.8715641,0.88290143,0.9414507,0.7694765,0.8847382,0.8201182,0.9100591,0.7567915,0.87839574,0.8230084,0.9115042
98134,0.5901808,0.79509044,0.60136515,0.80068254,0.55194837,0.77597415,0.50178444,0.7508922,0.61628324,0.8081416,0.69570553,0.84785277,0.7080606,0.8540303,0.6795289,0.8397645,0.6972254,0.84861267,0.73129594,0.865648
98135,0.72678316,0.8633916,0.65824103,0.8291205,0.62058246,0.81029123,0.5994831,0.7997415,0.75113016,0.87556505,0.8865877,0.9432938,0.7679621,0.88398105,0.7931853,0.8965926,0.7409122,0.8704561,0.83032835,0.9151642
98136,0.6431551,0.82157755,0.62941134,0.81470567,0.5336535,0.76682675,0.5902045,0.79510224,0.67481464,0.83740735,0.7852396,0.8926198,0.7236956,0.86184776,0.7551744,0.8775872,0.7509999,0.87549996,0.77197576,0.8859879
98137,0.6426711,0.82133555,0.6717026,0.8358513,0.55515933,0.77757967,0.6275852,0.8137926,0.67780817,0.8389041,0.7309854,0.8654927,0.72478557,0.8623928,0.7545142,0.8772571,0.7488265,0.87441325,0.7480542,0.87402713
98138,0.630175,0.8150875,0.59168816,0.7958441,0.5606078,0.7803039,0.59129107,0.79564553,0.64940697,0.82470345,0.76681197,0.883406,0.72243166,0.86121583,0.73055875,0.8652794,0.73993313,0.86996657,0.80055594,0.900278
98171,0.660263,0.83013153,0.5645347,0.78226733,0.5491669,0.77458346,0.5274096,0.7637048,0.6827523,0.8413762,0.80340767,0.90170383,0.71874857,0.8593743,0.71421105,0.8571055,0.6924238,0.8462119,0.789546,0.894773
98172,0.6017387,0.80086935,0.62695855,0.8134793,0.53300065,0.76650035,0.54568565,0.7728428,0.69265485,0.8463274,0.75421333,0.87710667,0.7681926,0.88409626,0.7362952,0.8681476,0.7049512,0.85247564,0.7555834,0.8777917
98173,0.7277048,0.8638524,0.74186385,0.8709319,0.6427082,0.8213541,0.67314744,0.8365737,0.7274785,0.86373925,0.7753484,0.8876742,0.7467443,0.87337214,0.7887521,0.89437604,0.8120926,0.9060463,0.8150842,0.9075421
98245,0.6437391,0.82186955,0.6561116,0.8280558,0.5899596,0.7949798,0.6046567,0.80232835,0.6902587,0.8451294,0.7879193,0.89395964,0.7426096,0.8713048,0.77733254,0.8886663,0.7516587,0.87582934,0.7664645,0.88323224
98250,0.6034571,0.80172855,0.67017967,0.8350898,0.5684873,0.78424364,0.63952565,0.8197628,0.55833817,0.7791691,0.5317205,0.76586026,0.55316234,0.77658117,0.6380034,0.8190017,0.5993837,0.79969186,0.55152166,0.7757608
98251,0.55148,0.77574,0.5518354,0.7759177,0.47408515,0.73704255,0.5367,0.76835,0.55274034,0.77637017,0.5485074,0.7742537,0.57487005,0.78743505,0.55640435,0.7782022,0.62543774,0.81271887,0.56189156,0.7809458
98252,0.4232156,0.7116078,0.4083539,0.70417696,0.36190057,0.6809503,0.5724908,0.7862454,0.4133161,0.70665807,0.35485667,0.67742836,0.38011548,0.69005775,0.3977611,0.69888055,0.4571772,0.7285886,0.3538205,0.6769103
98253,0.6742697,0.83713484,0.68404233,0.84202117,0.5960299,0.79801494,0.6654221,0.83271104,0.6554697,0.8277348,0.6649605,0.83248025,0.6477524,0.8238762,0.71117616,0.8555881,0.7449721,0.87248605,0.70973915,0.8548696
98254,0.655174,0.827587,0.6458709,0.82293546,0.5771898,0.7885949,0.6298265,0.8149133,0.6804377,0.84021884,0.7966143,0.89830714,0.7337761,0.86688805,0.7706635,0.88533175,0.76874286,0.8843714,0.7983587,0.89917934
98255,0.7232214,0.8616107,0.70804834,0.8540242,0.68839085,0.8441954,0.72842866,0.8642143,0.7370169,0.86850846,0.7754577,0.8877288,0.7029666,0.8514833,0.821794,0.910897,0.75530195,0.877651,0.77384317,0.8869216
98256,0.62496245,0.8124812,0.5905131,0.79525656,0.5436289,0.77181447,0.63923764,0.8196188,0.6307565,0.81537825,0.694118,0.847059,0.5995139,0.79975694,0.6765337,0.83826685,0.6766418,0.8383209,0.6537756,0.8268878
98257,0.6851765,0.84258825,0.703863,0.8519315,0.6249859,0.81249297,0.6939647,0.84698236,0.65178525,0.8258926,0.6966797,0.84833986,0.64910984,0.8245549,0.756231,0.87811553,0.7449845,0.87249225,0.710742,0.855371
98258,0.6954464,0.8477232,0.6701411,0.83507055,0.60757303,0.8037865,0.63486195,0.817431,0.64421797,0.822109,0.72030914,0.86015457,0.68540525,0.8427026,0.6828949,0.8414475,0.7237748,0.8618874,0.73786485,0.8689324
98259,0.6431365,0.82156825,0.61689234,0.80844617,0.59062624,0.7953131,0.60990995,0.804955,0.6443137,0.82215685,0.715845,0.8579225,0.70163906,0.8508195,0.6756203,0.83781016,0.7384523,0.86922616,0.75153244,0.8757662
98260,0.6477536,0.8238768,0.6163834,0.80819166,0.6127399,0.80636996,0.6935628,0.8467814,0.6389327,0.81946635,0.7203814,0.8601907,0.64172107,0.8208605,0.7397499,0.86987495,0.71305317,0.8565266,0.7351203,0.86756015
98261,0.6150125,0.80750626,0.61260253,0.80630124,0.5905167,0.79525834,0.589345,0.7946725,0.6309676,0.8154838,0.7251353,0.86256766,0.71280026,0.85640013,0.70592046,0.8529602,0.7415878,0.87079394,0.7581203,0.87906015
98262,0.6624366,0.8312183,0.6261562,0.8130781,0.5652141,0.7826071,0.6619745,0.8309872,0.6527617,0.82638085,0.72234935,0.8611747,0.64429796,0.822149,0.71247214,0.8562361,0.7059717,0.85298586,0.70978355,0.8548918
98263,0.6597284,0.8298642,0.6964421,0.84822106,0.6289947,0.81449735,0.6633755,0.83168775,0.706246,0.853123,0.745407,0.8727035,0.6924704,0.84623516,0.7681167,0.88405836,0.7478863,0.87394315,0.778076,0.88903797
98264,0.68532026,0.8426601,0.64969075,0.8248454,0.58688915,0.7934446,0.7273237,0.8636619,0.61828715,0.80914354,0.6532074,0.8266037,0.5840925,0.79204625,0.72238433,0.86119217,0.665872,0.832936,0.65314245,0.8265712
98265,0.7439624,0.8719812,0.6822737,0.8411368,0.65753365,0.8287668,0.63975435,0.81987715,0.73277557,0.8663878,0.85588956,0.9279448,0.72570276,0.8628514,0.7965524,0.8982762,0.7924167,0.89620835,0.8255218,0.9127609
98266,0.76588356,0.8829418,0.6925369,0.8462684,0.6613276,0.8306638,0.684364,0.84218204,0.7023033,0.85115165,0.7805129,0.89025646,0.6617242,0.8308621,0.7653177,0.88265884,0.75462687,0.87731344,0.75976634,0.87988317
98267,0.69172907,0.84586453,0.6779385,0.83896923,0.61988515,0.8099426,0.69034743,0.8451737,0.7001481,0.85007405,0.7017791,0.85088956,0.6624973,0.83124864,0.75000095,0.8750005,0.7778893,0.8889446,0.7470033,0.87350166
98268,0.6981183,0.84905916,0.6824465,0.84122324,0.6680173,0.8340087,0.6199857,0.80999285,0.6540923,0.82704616,0.6823049,0.8411524,0.5860787,0.7930393,0.71969175,0.8598459,0.678069,0.8390345,0.69355637,0.84677815
98269,0.6936307,0.84681535,0.63990754,0.8199538,0.58574337,0.7928717,0.6176166,0.8088083,0.6990751,0.84953755,0.7974324,0.8987162,0.676745,0.83837247,0.7646142,0.8823071,0.73348963,0.8667448,0.7647836,0.8823918
98270,0.6580888,0.8290444,0.638701,0.8193505,0.5492933,0.77464664,0.6475344,0.8237672,0.6345702,0.81728506,0.7336587,0.86682934,0.6684011,0.83420056,0.73424155,0.86712074,0.7500664,0.8750332,0.72653615,0.8632681
98271,0.6170837,0.8085419,0.5749559,0.78747797,0.49849668,0.7492483,0.5400057,0.77000284,0.63767767,0.81883883,0.79674923,0.8983746,0.74372375,0.8718619,0.70155084,0.8507754,0.7411768,0.8705884,0.80014634,0.9000732
98272,0.69864154,0.84932077,0.6461256,0.8230628,0.5685178,0.7842589,0.5871651,0.79358256,0.7192091,0.85960454,0.85648406,0.928242,0.74692965,0.8734648,0.7907932,0.8953966,0.7581719,0.87908596,0.8304093,0.91520464
98273,0.5688436,0.7844218,0.6558625,0.8279313,0.53592396,0.767962,0.58947414,0.7947371,0.56530404,0.782652,0.5815395,0.79076976,0.60569465,0.8028473,0.6785406,0.8392703,0.7037242,0.8518621,0.67034143,0.83517075
98274,0.7366288,0.8683144,0.6917683,0.84588414,0.66330886,0.8316544,0.70954144,0.8547707,0.7335465,0.86677325,0.844849,0.9224245,0.74957,0.874785,0.8221346,0.9110673,0.78719234,0.8935962,0.83400065,0.9170003
98275,0.6613348,0.8306674,0.6296295,0.81481475,0.5965955,0.79829776,0.6633815,0.8316908,0.69992983,0.8499649,0.7732674,0.8866337,0.73345345,0.86672676,0.7760942,0.8880471,0.76580286,0.88290143,0.79765177,0.8988259
98276,0.63979536,0.81989765,0.609269,0.8046345,0.54481316,0.7724066,0.63036394,0.815182,0.6755049,0.83775246,0.7458744,0.8729372,0.7297698,0.8648849,0.73485947,0.86742973,0.73495394,0.86747694,0.75952697,0.8797635
98277,0.6357093,0.81785464,0.61525875,0.80762935,0.5418942,0.7709471,0.616987,0.8084935,0.64237773,0.82118887,0.74962395,0.874812,0.7159871,0.85799354,0.742924,0.871462,0.775497,0.8877485,0.768615,0.8843075
98278,0.7446695,0.8723347,0.6881991,0.8440995,0.66480625,0.8324031,0.6936415,0.8468207,0.758896,0.879448,0.8594117,0.92970586,0.76742065,0.8837103,0.8290207,0.91451037,0.78355473,0.8917774,0.81719303,0.9085965
98279,0.7308497,0.8654249,0.6990671,0.84953356,0.6393373,0.81966865,0.6693882,0.8346941,0.74481803,0.872409,0.84507394,0.92253697,0.76986694,0.8849335,0.8187088,0.9093544,0.7923471,0.89617354,0.85685456,0.9284273
98280,0.7272039,0.8636019,0.7198691,0.85993457,0.6603106,0.8301553,0.70771575,0.8538579,0.69973016,0.8498651,0.7716067,0.88580334,0.72449803,0.862249,0.7787612,0.8893806,0.787817,0.8939085,0.7844001,0.89220005
98281,0.688675,0.84433746,0.63085014,0.81542504,0.56905395,0.78452694,0.6131624,0.8065812,0.697603,0.8488015,0.8010117,0.90050584,0.7339637,0.86698186,0.76606196,0.883031,0.77367514,0.8868376,0.77027464,0.8851373
98282,0.6977491,0.84887457,0.7593466,0.8796733,0.66781497,0.8339075,0.7351542,0.8675771,0.6929291,0.8464645,0.7135611,0.8567805,0.72154874,0.8607744,0.7771701,0.8885851,0.76001203,0.880006,0.74426746,0.87213373
98283,0.71838963,0.8591948,0.67166364,0.8358318,0.62410355,0.8120518,0.6777507,0.83887535,0.702621,0.8513105,0.7529316,0.8764658,0.69966996,0.849835,0.7594602,0.8797301,0.735764,0.867882,0.77370465,0.8868523
98284,0.5666883,0.78334415,0.5792136,0.7896068,0.5013808,0.7506904,0.55394876,0.7769744,0.6221583,0.81107914,0.7420664,0.8710332,0.72653747,0.86326873,0.7397855,0.8698927,0.7549761,0.877488,0.77618456,0.8880923
98285,0.55812705,0.7790635,0.551842,0.775921,0.44454056,0.72227025,0.54195875,0.7709794,0.5836719,0.79183596,0.64900285,0.8245014,0.63444316,0.8172216,0.6411826,0.82059133,0.6831254,0.8415627,0.6549678,0.8274839
98286,0.6263894,0.8131947,0.61229795,0.806149,0.5735779,0.78678894,0.5773256,0.7886628,0.64343196,0.82171595,0.7077379,0.85386896,0.6339372,0.81696856,0.7389797,0.86948985,0.697096,0.848548,0.6904675,0.84523374
98287,0.6482372,0.8241186,0.644958,0.822479,0.5934546,0.7967273,0.6270764,0.8135382,0.6311728,0.8155864,0.73723125,0.8686156,0.64826506,0.82413256,0.7744999,0.88724995,0.72695744,0.8634787,0.72118205,0.86059105
98288,0.58523834,0.79261917,0.6018102,0.8009051,0.51761323,0.7588066,0.5365609,0.76828045,0.5776683,0.78883415,0.5842341,0.79211706,0.5658507,0.78292537,0.6565716,0.8282858,0.6426196,0.8213098,0.6140934,0.8070467
98289,0.6079098,0.8039549,0.56964666,0.7848233,0.5338019,0.76690096,0.5986243,0.7993121,0.60132635,0.8006632,0.71619105,0.8580955,0.61237556,0.80618775,0.6680826,0.8340413,0.67699,0.838495,0.7000839,0.850042
98290,0.5257343,0.76286715,0.533999,0.7669995,0.53416634,0.76708317,0.47111768,0.73555887,0.6013858,0.8006929,0.6969079,0.84845394,0.6895182,0.8447591,0.58524996,0.79262495,0.69744253,0.84872127,0.72172433,0.86086214
98291,0.70085645,0.8504282,0.6705241,0.83526206,0.6135254,0.8067627,0.6133901,0.80669504,0.69474125,0.8473706,0.8052922,0.90264606,0.7233144,0.8616572,0.74387443,0.8719372,0.75542295,0.8777115,0.7854328,0.8927164
98292,0.69760036,0.8488002,0.6592357,0.82961786,0.62899965,0.81449986,0.63850516,0.8192526,0.74229693,0.87114847,0.8514356,0.92571783,0.7557367,0.87786835,0.8198879,0.90994394,0.7830151,0.8915075,0.83427167,0.91713583
98293,0.5784651,0.78923255,0.5898304,0.7949152,0.50944245,0.7547212,0.5686501,0.78432506,0.6101828,0.8050914,0.71016985,0.8550849,0.65700424,0.8285021,0.71018565,0.8550928,0.71437466,0.85718733,0.72143054,0.86071527
98294,0.63126546,0.8156327,0.59766376,0.7988319,0.5423574,0.7711787,0.6261583,0.8130791,0.6461001,0.82305,0.6957128,0.8478564,0.6465568,0.8232784,0.704462,0.852231,0.70571244,0.8528562,0.6794974,0.83974874
98295,0.61358047,0.80679023,0.602906,0.801453,0.5414355,0.77071774,0.58351755,0.7917588,0.64363945,0.8218197,0.7684943,0.8842472,0.71629316,0.85814655,0.7334149,0.86670744,0.74455667,0.87227833,0.7825463,0.89127314
98296,0.5721319,0.78606594,0.5764075,0.7882037,0.51636225,0.7581811,0.5443047,0.77215236,0.53498346,0.7674917,0.58272755,0.7913638,0.52492356,0.7624618,0.6222122,0.8111061,0.5945784,0.7972892,0.5893626,0.7946813
98297,0.74214035,0.87107015,0.6980278,0.8490139,0.63908136,0.8195407,0.65293336,0.8264667,0.7065499,0.85327494,0.81337285,0.9066864,0.73877496,0.8693875,0.8043239,0.90216196,0.78317344,0.8915867,0.8340658,0.9170329
98298,0.72350216,0.8617511,0.6671923,0.8335961,0.59630126,0.79815066,0.66587734,0.8329387,0.686446,0.843223,0.8091991,0.90459955,0.72890687,0.86445343,0.7750423,0.88752115,0.7652185,0.88260925,0.8065314,0.9032657
98299,0.704013,0.8520065,0.68679136,0.8433957,0.6451567,0.8225783,0.62631404,0.813157,0.74930674,0.87465334,0.8190845,0.90954226,0.7425162,0.87125814,0.8084959,0.90424794,0.7294235,0.86471176,0.7999439,0.89997196
98300,0.6172795,0.80863976,0.62621206,0.81310606,0.56574583,0.7828729,0.55952823,0.7797641,0.6931357,0.84656787,0.7916709,0.89583546,0.77183807,0.88591903,0.7727298,0.88636494,0.75631607,0.87815803,0.79927754,0.8996388
98301,0.62667274,0.8133364,0.60547566,0.80273783,0.5513911,0.77569556,0.5468462,0.7734231,0.6851675,0.8425838,0.791368,0.895684,0.74399984,0.8719999,0.743106,0.871553,0.75184524,0.8759226,0.7853206,0.89266026
