,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_doordash_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_doordash_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_apple_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_apple_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_samsara_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_samsara_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_yelp_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_yelp_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_match_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_match_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_i2c_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_i2c_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_adobe_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_adobe_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_amazon_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_amazon_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_rowan_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_rowan_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_google_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_google_ux_Score
98134,0.6618514,0.8309257,0.6482365,0.82411826,0.5899616,0.79498076,0.5531467,0.77657336,0.6663803,0.83319014,0.76469815,0.8823491,0.77413803,0.887069,0.74590594,0.87295294,0.7521572,0.8760786,0.79692537,0.89846265
98135,0.5979049,0.79895246,0.629181,0.8145905,0.55607015,0.77803504,0.60607886,0.80303943,0.5897695,0.79488474,0.65179557,0.8258978,0.63321054,0.81660527,0.718201,0.85910046,0.71770597,0.858853,0.7244811,0.86224055
98136,0.5994284,0.7997142,0.5900566,0.7950283,0.51413596,0.757068,0.56381094,0.7819055,0.5902569,0.79512846,0.6785358,0.8392679,0.61209035,0.8060452,0.64948684,0.8247434,0.6903218,0.8451609,0.68715405,0.843577
98137,0.55399,0.776995,0.57646847,0.78823423,0.487531,0.7437655,0.58162534,0.7908127,0.56572455,0.7828623,0.6023097,0.80115485,0.6386204,0.8193102,0.65833586,0.82916796,0.6671391,0.8335695,0.6706553,0.8353276
98138,0.56592196,0.782961,0.56279415,0.7813971,0.5096381,0.75481904,0.53749114,0.76874554,0.5725819,0.78629094,0.65297735,0.8264887,0.6245389,0.81226945,0.64390445,0.8219522,0.67339313,0.83669657,0.73112243,0.86556125
98171,0.5843152,0.7921576,0.60028887,0.80014443,0.492096,0.746048,0.5856949,0.79284745,0.61404705,0.8070235,0.6496078,0.8248039,0.6838428,0.8419214,0.6711941,0.83559704,0.6885098,0.8442549,0.6953014,0.8476507
98172,0.48894137,0.7444707,0.520583,0.76029146,0.42677167,0.7133858,0.45224327,0.72612166,0.5637389,0.7818694,0.6402345,0.82011724,0.6850683,0.8425342,0.6348183,0.81740916,0.6143651,0.80718255,0.66296554,0.83148277
98173,0.6804291,0.84021455,0.6859517,0.84297585,0.598564,0.799282,0.6268276,0.8134138,0.6847954,0.8423977,0.7346953,0.86734766,0.72499704,0.8624985,0.731393,0.8656965,0.75679475,0.87839735,0.7675411,0.8837706
98245,0.63821673,0.81910837,0.6368815,0.81844074,0.60015213,0.80007607,0.61043274,0.8052164,0.6506506,0.8253253,0.75461316,0.8773066,0.7225243,0.86126214,0.76013225,0.88006616,0.7686283,0.8843142,0.7861706,0.8930853
98250,0.70427793,0.852139,0.7533949,0.8766974,0.6755263,0.8377632,0.681774,0.840887,0.6512187,0.8256093,0.67226255,0.8361313,0.63403803,0.817019,0.7474882,0.87374413,0.6920028,0.8460014,0.6886466,0.8443233
98251,0.586099,0.7930495,0.55809456,0.77904725,0.4630469,0.73152345,0.53950703,0.7697535,0.57207286,0.78603643,0.63242906,0.81621456,0.6161359,0.8080679,0.605438,0.802719,0.6439445,0.82197225,0.62946534,0.8147327
98252,0.44192657,0.7209633,0.42017558,0.7100878,0.35922408,0.67961204,0.59378684,0.7968934,0.4343559,0.717178,0.40314305,0.7015715,0.4287589,0.71437943,0.42127222,0.71063614,0.50431275,0.7521564,0.42118353,0.7105918
98253,0.7177143,0.85885715,0.6991271,0.84956354,0.63614416,0.8180721,0.6664818,0.83324087,0.6690031,0.83450156,0.71264553,0.85632277,0.6677259,0.83386296,0.72949696,0.8647485,0.7490711,0.87453556,0.75778425,0.8788921
98254,0.6366847,0.8183423,0.6288533,0.81442666,0.60561204,0.802806,0.6424052,0.82120264,0.631513,0.8157565,0.73645926,0.8682296,0.6610834,0.83054173,0.7569759,0.87848794,0.7568672,0.8784336,0.77040726,0.8852036
98255,0.73324275,0.8666214,0.72831345,0.8641567,0.675695,0.8378475,0.7394469,0.86972344,0.7374996,0.8687498,0.7661656,0.8830828,0.72789776,0.8639489,0.814796,0.907398,0.783029,0.89151454,0.79703236,0.8985162
98256,0.64840055,0.8242003,0.632424,0.816212,0.58925545,0.7946277,0.67209196,0.836046,0.6384636,0.8192318,0.70380986,0.8519049,0.6289898,0.8144949,0.69998085,0.8499904,0.6983117,0.84915584,0.7008259,0.85041296
98257,0.76800656,0.8840033,0.76764846,0.8838242,0.69929695,0.8496485,0.7389474,0.8694737,0.7325984,0.8662992,0.7763442,0.8881721,0.73346853,0.86673427,0.8221775,0.91108876,0.79784966,0.8989248,0.7877604,0.8938802
98258,0.55077326,0.77538663,0.5630889,0.78154445,0.4885081,0.74425405,0.57057434,0.78528714,0.46543553,0.73271775,0.5161698,0.7580849,0.531796,0.765898,0.55298483,0.7764924,0.59379154,0.79689574,0.598778,0.799389
98259,0.5907509,0.79537547,0.5587604,0.7793802,0.52258503,0.7612925,0.5784639,0.78923196,0.57692915,0.78846455,0.668959,0.8344795,0.650416,0.825208,0.6553178,0.8276589,0.705884,0.852942,0.7247064,0.8623532
98260,0.6320719,0.816036,0.66331923,0.8316596,0.626487,0.8132435,0.7449323,0.87246615,0.61792636,0.8089632,0.63580465,0.8179023,0.62260973,0.81130487,0.72888803,0.864444,0.7077315,0.85386574,0.6761923,0.83809614
98261,0.666172,0.833086,0.6348392,0.8174196,0.6224608,0.8112304,0.6396743,0.81983715,0.6613691,0.83068454,0.6674378,0.8337189,0.68077517,0.8403876,0.66761756,0.8338088,0.7075526,0.85377634,0.6849828,0.8424914
98262,0.66981894,0.83490944,0.6294298,0.8147149,0.6177546,0.8088773,0.67115366,0.83557683,0.60355353,0.80177677,0.6958555,0.84792775,0.61643887,0.80821943,0.7101134,0.8550567,0.7302486,0.8651243,0.73186994,0.86593497
98263,0.6380956,0.8190478,0.6909915,0.84549576,0.63020635,0.8151032,0.674848,0.83742404,0.65626776,0.8281339,0.6733054,0.8366527,0.64486706,0.82243353,0.73462725,0.8673136,0.73576415,0.8678821,0.7192502,0.8596251
98264,0.6370745,0.81853724,0.6603087,0.83015436,0.58222955,0.7911148,0.6964206,0.84821033,0.5988563,0.7994281,0.6191449,0.80957246,0.5966243,0.7983122,0.7023376,0.8511688,0.6935706,0.8467853,0.6541786,0.8270893
98265,0.6836006,0.84180033,0.6421505,0.82107526,0.5903774,0.79518867,0.61530614,0.80765307,0.6981087,0.84905434,0.8316957,0.91584784,0.72838354,0.8641918,0.7630411,0.8815205,0.75836396,0.879182,0.802964,0.901482
98266,0.7047577,0.85237885,0.6658869,0.83294344,0.62657416,0.8132871,0.6749359,0.8374679,0.62837017,0.8141851,0.6958822,0.8479411,0.6242541,0.81212705,0.6819135,0.84095675,0.7000375,0.85001874,0.67199296,0.8359965
98267,0.63526905,0.8176345,0.6693735,0.83468676,0.5997466,0.7998733,0.6678846,0.8339423,0.64872605,0.824363,0.58130467,0.79065233,0.5979824,0.7989912,0.68049395,0.840247,0.715508,0.857754,0.64736867,0.82368433
98268,0.69990164,0.8499508,0.72028255,0.8601413,0.6525525,0.82627624,0.69885004,0.849425,0.67552,0.83776,0.70417905,0.8520895,0.66713506,0.8335675,0.7541355,0.87706774,0.7124961,0.856248,0.7354678,0.8677339
98269,0.6658685,0.83293426,0.6379543,0.8189771,0.6051171,0.80255854,0.62237144,0.8111857,0.6605792,0.8302896,0.73902917,0.8695146,0.6796237,0.83981186,0.73276997,0.866385,0.7154321,0.8577161,0.73616105,0.8680805
98270,0.656221,0.82811046,0.6556041,0.82780206,0.5784098,0.7892049,0.63311625,0.8165581,0.62299645,0.8114982,0.69772017,0.8488601,0.68901414,0.8445071,0.71967113,0.85983557,0.77497697,0.8874885,0.73221684,0.8661084
98271,0.4969663,0.7484832,0.49887738,0.7494387,0.4067015,0.7033508,0.5061778,0.7530889,0.47424793,0.73712397,0.5920714,0.7960357,0.589537,0.7947685,0.58308315,0.7915416,0.6401647,0.8200823,0.63643783,0.81821895
98272,0.6606183,0.83030915,0.65984374,0.82992184,0.58415985,0.7920799,0.60759246,0.80379623,0.6889966,0.8444983,0.8071294,0.9035647,0.73658395,0.868292,0.78323156,0.89161575,0.7833202,0.8916601,0.830847,0.9154235
98273,0.6229571,0.81147856,0.637658,0.818829,0.56380844,0.7819042,0.605355,0.8026775,0.5739225,0.78696126,0.6544886,0.8272443,0.6279634,0.8139817,0.704141,0.8520705,0.71137065,0.85568535,0.72412467,0.86206234
98274,0.64978695,0.8248935,0.6509855,0.82549274,0.5712477,0.78562385,0.65293765,0.8264688,0.66179943,0.8308997,0.75938994,0.87969494,0.69649315,0.8482466,0.75192136,0.8759607,0.71952415,0.8597621,0.759676,0.879838
98275,0.6735761,0.83678806,0.6609616,0.8304808,0.6054865,0.80274326,0.68690735,0.84345365,0.6992497,0.8496249,0.7318251,0.86591256,0.72424173,0.86212087,0.7505952,0.8752976,0.7497902,0.8748951,0.7603323,0.8801662
98276,0.6608866,0.83044326,0.66256595,0.831283,0.6056546,0.8028273,0.63601327,0.81800663,0.690245,0.84512246,0.7508442,0.8754221,0.72182155,0.8609108,0.76940084,0.8847004,0.76401436,0.8820072,0.771119,0.8855595
98277,0.6857395,0.84286976,0.67684656,0.83842325,0.6120249,0.80601245,0.6920185,0.84600925,0.62261367,0.81130683,0.71860933,0.85930467,0.6755923,0.83779615,0.7557251,0.8778626,0.77682096,0.88841045,0.7318853,0.86594266
98278,0.7036059,0.85180295,0.68829453,0.84414726,0.63193035,0.8159652,0.6742289,0.83711445,0.73487055,0.8674353,0.8155191,0.90775955,0.7590344,0.8795172,0.7929051,0.89645255,0.79916316,0.89958155,0.8175751,0.90878755
98279,0.75890064,0.8794503,0.6988032,0.8494016,0.6615784,0.8307892,0.702541,0.8512705,0.7584597,0.87922984,0.8461447,0.92307234,0.75180745,0.8759037,0.8340431,0.9170215,0.8052179,0.902609,0.8385179,0.91925895
98280,0.6148727,0.80743635,0.57737124,0.7886856,0.54709846,0.7735492,0.63955426,0.81977713,0.5629248,0.78146243,0.6513366,0.82566833,0.6021044,0.8010522,0.63718593,0.81859297,0.68456817,0.8422841,0.6595093,0.82975465
98281,0.662021,0.83101046,0.658515,0.8292575,0.55975384,0.77987695,0.6360836,0.8180418,0.6506532,0.82532656,0.73407793,0.86703897,0.73519343,0.86759675,0.7515551,0.87577754,0.76578486,0.88289243,0.788105,0.8940525
98282,0.6365894,0.8182947,0.6778035,0.83890176,0.5864226,0.79321134,0.65035707,0.8251785,0.6074476,0.8037238,0.67460537,0.8373027,0.6553136,0.8276568,0.71342635,0.8567132,0.7240241,0.862012,0.7129477,0.85647386
98283,0.6952336,0.8476168,0.6479931,0.82399654,0.6047935,0.8023968,0.63868475,0.8193424,0.6906796,0.8453398,0.74261206,0.87130606,0.7150289,0.85751444,0.72214425,0.8610721,0.7370473,0.86852366,0.7488103,0.87440515
98284,0.46916497,0.7345825,0.5108478,0.7554239,0.4285493,0.71427464,0.45476946,0.72738475,0.51361704,0.7568085,0.57469106,0.7873455,0.61793506,0.80896753,0.61780906,0.8089045,0.64909124,0.8245456,0.6485579,0.82427895
98285,0.6091808,0.8045904,0.58282304,0.7914115,0.5142321,0.7571161,0.5886899,0.79434496,0.6220926,0.8110463,0.68315935,0.8415797,0.67575276,0.8378764,0.6803701,0.84018505,0.7189093,0.85945463,0.7024927,0.85124636
98286,0.5853294,0.7926647,0.60844815,0.8042241,0.5646379,0.78231895,0.58086693,0.79043347,0.5953517,0.79767585,0.65168905,0.8258445,0.63509357,0.8175468,0.71405935,0.8570297,0.6885396,0.8442698,0.6839669,0.84198344
98287,0.64785784,0.82392895,0.63989484,0.8199474,0.58961576,0.7948079,0.6340375,0.81701875,0.631571,0.8157855,0.69240797,0.846204,0.6646274,0.83231366,0.7273439,0.86367196,0.7000495,0.85002476,0.7104962,0.8552481
98288,0.63020223,0.81510115,0.7005558,0.8502779,0.6147623,0.80738115,0.6217803,0.81089014,0.6452813,0.82264066,0.55772454,0.77886224,0.61172676,0.8058634,0.6789496,0.8394748,0.6677588,0.8338794,0.61276674,0.8063834
98289,0.64146364,0.8207318,0.63836837,0.8191842,0.56262136,0.7813107,0.64514935,0.8225747,0.6253627,0.8126813,0.6815342,0.8407671,0.66180676,0.8309034,0.6774298,0.8387149,0.70969164,0.8548458,0.70868945,0.8543447
98290,0.48184478,0.7409224,0.49788797,0.748944,0.44731754,0.7236588,0.4285969,0.7142985,0.51161635,0.7558082,0.58879614,0.79439807,0.63058764,0.8152938,0.56897587,0.78448796,0.59329975,0.7966499,0.63258255,0.8162913
98291,0.67090416,0.8354521,0.634786,0.817393,0.5984825,0.79924124,0.5937052,0.7968526,0.6609199,0.83045995,0.7863016,0.8931508,0.703376,0.851688,0.749058,0.874529,0.77139723,0.8856986,0.7873875,0.89369375
98292,0.57506037,0.7875302,0.60077643,0.8003882,0.5151565,0.75757825,0.59556115,0.7977806,0.58249927,0.79124963,0.64605445,0.82302725,0.61798656,0.8089933,0.66305685,0.8315284,0.6965605,0.84828025,0.6943752,0.84718764
98293,0.6489842,0.8244921,0.62502587,0.81251293,0.5541817,0.77709085,0.60370404,0.801852,0.62646997,0.813235,0.72995436,0.8649772,0.6862055,0.84310275,0.7210798,0.8605399,0.7314309,0.86571544,0.7455018,0.8727509
98294,0.64858836,0.8242942,0.6426364,0.8213182,0.59912276,0.7995614,0.67361313,0.83680654,0.6702995,0.83514977,0.6707979,0.8353989,0.6634449,0.83172244,0.71213055,0.8560653,0.71593857,0.8579693,0.6818455,0.8409227
98295,0.5490043,0.77450216,0.55490327,0.77745163,0.49093863,0.74546933,0.54359055,0.7717953,0.56732076,0.7836604,0.6718515,0.83592576,0.6340115,0.81700575,0.66434705,0.8321735,0.7078738,0.8539369,0.72186995,0.860935
98296,0.62047184,0.8102359,0.6234689,0.81173444,0.5532243,0.77661216,0.577889,0.7889445,0.59605706,0.7980285,0.62893224,0.8144661,0.623483,0.8117415,0.68644017,0.8432201,0.6592635,0.82963175,0.65530086,0.8276504
98297,0.68416977,0.8420849,0.67379427,0.83689713,0.60755455,0.8037773,0.6755885,0.83779424,0.65096855,0.8254843,0.70270884,0.8513544,0.67575383,0.8378769,0.7380097,0.86900485,0.76044464,0.8802223,0.7539121,0.87695605
98298,0.5539086,0.7769543,0.5322727,0.76613635,0.47589886,0.73794943,0.56592464,0.7829623,0.5278296,0.7639148,0.6273176,0.81365883,0.59519887,0.79759943,0.61006397,0.805032,0.64179426,0.8208971,0.6506801,0.82534003
98299,0.66713893,0.83356947,0.7083266,0.8541633,0.62946796,0.814734,0.6578364,0.8289182,0.7054951,0.85274756,0.7390989,0.86954945,0.7150787,0.85753936,0.78330773,0.8916539,0.70599794,0.852999,0.7450948,0.8725474
98300,0.55686617,0.7784331,0.58210945,0.7910547,0.5325124,0.7662562,0.5406774,0.7703387,0.55798733,0.77899367,0.61150235,0.8057512,0.61338514,0.8066926,0.6701739,0.83508694,0.6276833,0.81384164,0.63840485,0.8192024
98301,0.60003436,0.8000172,0.58125424,0.7906271,0.5394515,0.76972574,0.5376322,0.7688161,0.6567442,0.8283721,0.7581046,0.8790523,0.73220634,0.8661032,0.717438,0.858719,0.7217869,0.8608935,0.757342,0.878671
98302,0.7172607,0.85863036,0.67617726,0.83808863,0.6358911,0.81794554,0.687685,0.8438425,0.70773995,0.85387,0.7738471,0.88692355,0.7109704,0.8554852,0.7708831,0.88544154,0.75945294,0.87972647,0.8021499,0.90107495
98303,0.6528255,0.82641274,0.6192206,0.8096103,0.56219137,0.7810957,0.59716237,0.7985812,0.68433726,0.8421686,0.80311465,0.9015573,0.73397386,0.86698693,0.7301369,0.86506844,0.75624824,0.8781241,0.79846203,0.899231
98304,0.6970959,0.84854794,0.6791966,0.8395983,0.61571765,0.8078588,0.6341207,0.81706035,0.6444987,0.82224935,0.7373167,0.86865836,0.68550545,0.8427527,0.7393919,0.86969596,0.7531066,0.8765533,0.7472413,0.8736206
98305,0.7531359,0.87656796,0.7126679,0.856334,0.6634624,0.8317312,0.67915416,0.8395771,0.723295,0.8616475,0.82641,0.913205,0.7595768,0.8797884,0.79980946,0.8999047,0.7882247,0.89411235,0.82348394,0.911742
98306,0.58052623,0.7902631,0.5643075,0.7821537,0.52548206,0.762741,0.56654894,0.7832745,0.5646461,0.78232306,0.6669328,0.8334664,0.6130425,0.80652124,0.6714122,0.8357061,0.66452676,0.83226335,0.68749946,0.84374976
98307,0.6340049,0.8170024,0.64902925,0.8245146,0.59945023,0.7997251,0.64718574,0.8235929,0.6219995,0.81099975,0.657461,0.82873046,0.63691175,0.8184559,0.7241216,0.8620608,0.7089937,0.85449684,0.6964302,0.8482151
98308,0.6351669,0.81758344,0.67024624,0.8351231,0.54580617,0.7729031,0.61974823,0.8098741,0.61317813,0.80658907,0.69592154,0.84796077,0.70367527,0.85183764,0.7059905,0.8529953,0.7450032,0.8725016,0.7505294,0.8752647
98309,0.65831673,0.82915837,0.62791693,0.81395847,0.57032067,0.7851603,0.60435086,0.8021754,0.6531445,0.82657224,0.7396395,0.86981976,0.6961856,0.8480928,0.7524006,0.8762003,0.7596102,0.8798051,0.7383374,0.8691687
98310,0.7070258,0.8535129,0.64529836,0.8226492,0.6609534,0.8304767,0.6399002,0.8199501,0.6409073,0.82045364,0.7196381,0.85981905,0.66241026,0.8312051,0.74016356,0.8700818,0.6715678,0.8357839,0.71727306,0.8586365
98311,0.66585183,0.8329259,0.6442913,0.82214564,0.5796443,0.78982216,0.62466955,0.8123348,0.6580317,0.82901585,0.71995205,0.85997605,0.71196014,0.85598004,0.70151705,0.85075855,0.7513957,0.87569785,0.7689605,0.88448024
98312,0.62854147,0.81427073,0.70702064,0.8535103,0.59171885,0.79585946,0.66004455,0.8300223,0.66987514,0.8349376,0.6541151,0.82705754,0.7047131,0.85235655,0.7506341,0.87531704,0.6916887,0.8458444,0.69823766,0.8491188
98313,0.64278746,0.8213937,0.6410035,0.82050174,0.60049903,0.8002495,0.61947304,0.8097365,0.6371584,0.8185792,0.76411307,0.88205653,0.66895056,0.8344753,0.7682191,0.88410956,0.74385804,0.87192905,0.7830211,0.89151055
98314,0.72641444,0.8632072,0.6812619,0.84063095,0.6535096,0.8267548,0.68895805,0.844479,0.70818645,0.8540932,0.79148376,0.8957419,0.6863508,0.8431754,0.78671503,0.8933575,0.7747053,0.88735265,0.7851505,0.89257526
98315,0.6174103,0.80870515,0.64491796,0.822459,0.57355833,0.78677917,0.62043524,0.8102176,0.63448024,0.8172401,0.7230807,0.8615403,0.68238163,0.8411908,0.70182437,0.8509122,0.734277,0.8671385,0.7441759,0.87208796
98316,0.74376,0.87188,0.68674135,0.8433707,0.6632825,0.83164126,0.6533887,0.82669437,0.7379174,0.8689587,0.8418382,0.92091906,0.7243604,0.86218023,0.78840125,0.8942006,0.7754194,0.88770974,0.8125714,0.9062857
98317,0.4886014,0.7443007,0.5030072,0.7515036,0.43229982,0.7161499,0.44235045,0.7211752,0.5334704,0.7667352,0.61037105,0.80518556,0.64404416,0.8220221,0.551046,0.775523,0.58480334,0.7924017,0.6182251,0.80911255
98318,0.6438132,0.82190657,0.64541477,0.8227074,0.5717422,0.7858711,0.6504096,0.8252048,0.63845384,0.8192269,0.68579876,0.8428994,0.6811143,0.84055716,0.6950083,0.84750414,0.7020472,0.8510236,0.720253,0.8601265
98319,0.6615603,0.83078015,0.66028374,0.8301419,0.6061113,0.80305564,0.69731736,0.8486587,0.6097221,0.80486107,0.6692941,0.83464706,0.64585626,0.82292813,0.6904807,0.84524035,0.72785616,0.8639281,0.7038171,0.85190856
98320,0.6718613,0.83593065,0.68276155,0.8413808,0.65401983,0.8270099,0.62172073,0.8108604,0.68848383,0.8442419,0.78294957,0.8914748,0.69281507,0.84640753,0.78159237,0.8907962,0.77781314,0.8889066,0.782439,0.8912195
98321,0.7344115,0.86720574,0.6609027,0.83045137,0.66279846,0.8313992,0.6865412,0.8432706,0.6811389,0.84056944,0.7851706,0.8925853,0.68782246,0.84391123,0.7448135,0.8724067,0.76743364,0.8837168,0.7706121,0.88530606
98322,0.6098604,0.8049302,0.6400131,0.82000655,0.5202893,0.76014465,0.58994687,0.79497343,0.6406162,0.8203081,0.72405803,0.862029,0.6952423,0.84762114,0.75633895,0.8781695,0.73992294,0.8699615,0.75218785,0.8760939
98323,0.6057441,0.80287206,0.58363235,0.7918162,0.5065198,0.7532599,0.54529995,0.77265,0.61343336,0.8067167,0.6955014,0.84775066,0.6689496,0.8344748,0.6842855,0.84214276,0.6757469,0.83787346,0.70650554,0.85325277
98324,0.6715562,0.8357781,0.65302885,0.8265144,0.6394286,0.8197143,0.679634,0.839817,0.6709142,0.8354571,0.7670554,0.8835277,0.71305066,0.8565253,0.7690227,0.88451135,0.7686919,0.88434595,0.78667295,0.8933365
98325,0.71672523,0.8583626,0.69547987,0.84773993,0.64964616,0.8248231,0.67420554,0.8371028,0.74594057,0.8729703,0.81809974,0.90904987,0.775626,0.887813,0.8258896,0.9129448,0.8152193,0.90760964,0.8411671,0.92058355
98326,0.66815877,0.8340794,0.67089,0.835445,0.5834801,0.79174006,0.6415175,0.82075876,0.6474868,0.8237434,0.735229,0.8676145,0.67836124,0.8391806,0.7502157,0.8751079,0.76462936,0.8823147,0.74982285,0.8749114
98327,0.5639256,0.7819628,0.5894312,0.79471564,0.5100212,0.7550106,0.5518954,0.7759477,0.56488717,0.7824436,0.67602205,0.838011,0.65805954,0.8290298,0.6752788,0.8376394,0.74106336,0.8705317,0.753909,0.8769545
98328,0.6713494,0.8356747,0.62765145,0.8138257,0.5897787,0.79488933,0.66672134,0.8333607,0.68214047,0.84107023,0.7505475,0.87527376,0.7150519,0.85752594,0.7450911,0.87254554,0.7540901,0.87704504,0.7668478,0.8834239
98329,0.6047891,0.8023945,0.598796,0.799398,0.5382508,0.7691254,0.6252988,0.81264937,0.57730925,0.7886546,0.640797,0.8203985,0.6344218,0.8172109,0.68738914,0.84369457,0.70692635,0.8534632,0.6921173,0.8460586
98330,0.5579108,0.7789554,0.58842736,0.79421365,0.4987621,0.74938107,0.56169575,0.7808479,0.5517399,0.77586997,0.59078175,0.79539084,0.6089728,0.8044864,0.6508852,0.8254426,0.64843315,0.8242166,0.64936996,0.824685
98331,0.6180793,0.80903965,0.56029737,0.7801487,0.56791794,0.783959,0.63181436,0.8159072,0.56959784,0.7847989,0.6766194,0.8383097,0.5581306,0.7790653,0.64764225,0.8238211,0.69997466,0.8499873,0.65595996,0.82798
98332,0.55687505,0.7784375,0.5640696,0.7820348,0.52657187,0.76328593,0.5728986,0.7864493,0.5575762,0.7787881,0.62941563,0.8147078,0.6645025,0.83225125,0.69331586,0.84665793,0.6721252,0.8360626,0.6778935,0.83894676
98333,0.5549716,0.7774858,0.55906713,0.77953357,0.5160523,0.7580261,0.5648009,0.7824005,0.5557325,0.77786624,0.6384289,0.81921446,0.6620853,0.83104265,0.60635847,0.80317926,0.6873369,0.84366846,0.6998532,0.8499266
98334,0.59431136,0.7971557,0.62085533,0.81042767,0.60725415,0.8036271,0.5613532,0.7806766,0.5515127,0.77575636,0.5743915,0.78719574,0.5196406,0.75982034,0.60110027,0.8005501,0.6066963,0.8033482,0.5804696,0.7902348
98335,0.68520355,0.8426018,0.71995544,0.8599777,0.6439402,0.8219701,0.7147461,0.85737306,0.68578595,0.842893,0.7330264,0.8665132,0.7054874,0.8527437,0.7934847,0.89674234,0.76691544,0.8834577,0.74516,0.87258
98336,0.58342063,0.7917103,0.59036577,0.7951829,0.5757226,0.7878613,0.60334456,0.8016723,0.57546693,0.78773344,0.61873984,0.8093699,0.5447351,0.77236754,0.66403747,0.83201873,0.62997085,0.8149854,0.59807503,0.7990375
98337,0.48966482,0.7448324,0.4916712,0.7458356,0.42314672,0.71157336,0.51154363,0.7557718,0.49715415,0.74857706,0.5495726,0.7747863,0.57470167,0.78735083,0.5553076,0.7776538,0.586493,0.7932465,0.5962276,0.7981138
98338,0.53024435,0.7651222,0.59571636,0.7978582,0.5079417,0.75397086,0.5631677,0.78158385,0.49526283,0.74763143,0.45321137,0.72660565,0.48766026,0.74383014,0.5573051,0.77865255,0.5695369,0.78476846,0.5330686,0.7665343
98339,0.51920795,0.759604,0.53319585,0.7665979,0.48881155,0.74440575,0.5166752,0.7583376,0.555519,0.7777595,0.6670416,0.83352077,0.6390226,0.8195113,0.6804113,0.84020567,0.6639601,0.83198005,0.71837103,0.8591855
98340,0.66325843,0.8316292,0.61993635,0.8099682,0.5582497,0.77912486,0.6002058,0.8001029,0.6527183,0.82635915,0.7865586,0.8932793,0.73368734,0.8668437,0.7148154,0.8574077,0.7539151,0.87695754,0.7867989,0.8933995
98341,0.64330685,0.8216534,0.64593434,0.8229672,0.582848,0.79142404,0.6350819,0.81754094,0.62908596,0.814543,0.7336674,0.8668337,0.7028112,0.8514056,0.75424933,0.87712467,0.7212018,0.8606009,0.76261306,0.8813065
98342,0.6828768,0.8414384,0.61239135,0.8061957,0.5780983,0.78904915,0.6079131,0.8039565,0.64499986,0.82249993,0.74594104,0.8729705,0.6822196,0.8411098,0.7252761,0.86263806,0.7295685,0.86478424,0.7452147,0.87260735
98343,0.50390935,0.7519547,0.50910366,0.7545518,0.44803345,0.7240167,0.4953945,0.74769723,0.49519396,0.747597,0.57789004,0.788945,0.5300379,0.76501894,0.5903317,0.79516584,0.649022,0.824511,0.6524019,0.82620096
98344,0.63893,0.81946504,0.64309347,0.82154673,0.5653808,0.7826904,0.6296206,0.8148103,0.62211686,0.8110584,0.7260741,0.86303705,0.66532123,0.8326606,0.7108474,0.8554237,0.72626877,0.8631344,0.73938423,0.8696921
98345,0.6391485,0.81957424,0.6387738,0.8193869,0.6203724,0.8101862,0.5872615,0.7936307,0.62590355,0.8129518,0.70398796,0.851994,0.6195375,0.80976874,0.67617166,0.83808583,0.68891054,0.84445524,0.7120075,0.85600376
98346,0.5489399,0.77447,0.5599283,0.77996415,0.565731,0.7828655,0.5918937,0.79594684,0.5599127,0.77995634,0.62309194,0.81154597,0.5597923,0.77989614,0.6921198,0.8460599,0.6736771,0.83683854,0.63043725,0.8152186
