,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
56725,0.6574883,0.8287442,0.64552975,0.8227649,0.5967904,0.79839516,0.6320262,0.8160131,0.6722864,0.8361432,0.7535937,0.87679684,0.7363328,0.8681664,0.74876165,0.8743808,0.72615397,0.863077,0.7671803,0.88359016
56795,0.6001228,0.8000614,0.60055655,0.8002783,0.52914274,0.76457137,0.5401396,0.77006984,0.61798495,0.8089925,0.68546784,0.8427339,0.7020629,0.8510314,0.7294258,0.8647129,0.7099025,0.85495126,0.7022219,0.85111094
56796,0.60372454,0.80186224,0.6393574,0.81967866,0.5373043,0.76865214,0.5604327,0.78021634,0.68010664,0.8400533,0.71707314,0.8585366,0.73906344,0.86953175,0.7304288,0.8652144,0.71755815,0.8587791,0.7274017,0.86370087
56797,0.7297206,0.8648603,0.7365757,0.86828786,0.6110868,0.8055434,0.6502383,0.82511914,0.74717605,0.873588,0.7572305,0.87861526,0.7202263,0.86011314,0.8050233,0.90251166,0.73949945,0.8697497,0.74690866,0.87345433
56798,0.6586833,0.82934165,0.642552,0.821276,0.6137744,0.8068872,0.58566964,0.7928348,0.6763168,0.83815837,0.7307036,0.8653518,0.7430769,0.87153846,0.73247486,0.8662374,0.7214339,0.86071694,0.7624405,0.8812202
56799,0.6629547,0.83147734,0.6114752,0.8057376,0.5298703,0.76493514,0.57062346,0.7853117,0.6597924,0.8298962,0.73073596,0.865368,0.7239964,0.8619982,0.712255,0.8561275,0.7095204,0.85476017,0.75047296,0.8752365
56800,0.65915346,0.82957673,0.6300664,0.8150332,0.58363914,0.7918196,0.5936775,0.79683876,0.59631836,0.7981592,0.6454543,0.82272714,0.5618533,0.78092664,0.68250835,0.8412542,0.63224757,0.8161238,0.6267439,0.81337196
56801,0.6525349,0.8262675,0.6489825,0.82449126,0.5676728,0.78383636,0.575436,0.787718,0.6659996,0.8329998,0.76761585,0.8838079,0.70173657,0.8508683,0.75219715,0.8760986,0.71428084,0.8571404,0.7458869,0.87294346
56802,0.6849518,0.8424759,0.6501045,0.82505226,0.59906626,0.7995331,0.6359103,0.81795514,0.68685937,0.8434297,0.7765597,0.88827986,0.74194664,0.87097335,0.76474273,0.88237137,0.7860608,0.8930304,0.7745222,0.8872611
56803,0.7453627,0.8726814,0.74271053,0.8713553,0.6576102,0.8288051,0.6597457,0.82987285,0.7498176,0.8749088,0.8129904,0.9064952,0.7656419,0.88282096,0.80716884,0.9035844,0.7834083,0.89170414,0.812085,0.90604246
56804,0.7601278,0.8800639,0.72307456,0.8615373,0.64688313,0.82344157,0.65912163,0.8295608,0.78062975,0.8903149,0.84989065,0.92494535,0.76744795,0.883724,0.86028683,0.9301434,0.7863845,0.8931923,0.8223027,0.91115135
56805,0.6547849,0.82739246,0.6318866,0.8159433,0.5810002,0.7905001,0.63160086,0.8158004,0.62577915,0.8128896,0.67829156,0.8391458,0.6484709,0.82423544,0.7157351,0.85786754,0.73246044,0.86623025,0.7080352,0.8540176
56807,0.706378,0.853189,0.70221865,0.8511093,0.5807556,0.7903778,0.6189811,0.80949056,0.7197877,0.85989386,0.74624217,0.8731211,0.74821055,0.8741053,0.743303,0.87165153,0.76352704,0.8817635,0.7769593,0.88847965
56809,0.63351214,0.81675607,0.63752216,0.8187611,0.5443713,0.7721857,0.60876757,0.80438375,0.6406864,0.8203432,0.68998593,0.844993,0.68710756,0.8435538,0.7392277,0.8696139,0.72387296,0.86193645,0.7118516,0.8559258
56859,0.56591445,0.7829572,0.5178181,0.75890905,0.4349459,0.717473,0.550439,0.7752195,0.5680405,0.78402025,0.6588304,0.8294152,0.6281624,0.8140812,0.6259378,0.8129689,0.65851146,0.8292557,0.65236694,0.82618344
56860,0.6449088,0.8224544,0.6324319,0.816216,0.5735058,0.78675294,0.6759325,0.83796626,0.66440004,0.83220005,0.76221037,0.8811052,0.7084781,0.85423905,0.7739457,0.88697284,0.7434407,0.8717203,0.79538953,0.89769477
56861,0.6434319,0.82171595,0.6187135,0.80935675,0.5532866,0.7766433,0.64665496,0.8233275,0.6198409,0.80992043,0.67167795,0.835839,0.6773647,0.83868235,0.69597745,0.8479887,0.6988667,0.84943336,0.6990768,0.8495384
56862,0.7026997,0.85134983,0.68729067,0.84364533,0.5711184,0.7855592,0.61923134,0.8096157,0.67153347,0.83576673,0.72844505,0.8642225,0.6897402,0.8448701,0.7355224,0.8677612,0.715677,0.8578385,0.7182193,0.85910964
57384,0.73952484,0.8697624,0.6821861,0.84109306,0.63557005,0.817785,0.644632,0.822316,0.7210944,0.8605472,0.8140461,0.9070231,0.74047005,0.870235,0.80008364,0.9000418,0.7293896,0.86469483,0.7905957,0.8952979
57400,0.7854639,0.89273196,0.7216234,0.8608117,0.6722976,0.8361488,0.6319556,0.8159778,0.7760068,0.8880034,0.8502617,0.92513084,0.7520466,0.8760233,0.8231406,0.9115703,0.7424906,0.87124527,0.8114046,0.9057023
62042,0.7227993,0.86139965,0.6875374,0.8437687,0.62229097,0.8111455,0.6498492,0.8249246,0.6892426,0.8446213,0.7138708,0.8569354,0.6883428,0.8441714,0.7017434,0.8508717,0.6929158,0.8464579,0.69745463,0.84872735
63086,0.5653459,0.78267294,0.5825625,0.7912812,0.5059994,0.75299966,0.5186615,0.75933075,0.6013824,0.8006912,0.69281065,0.8464053,0.68012935,0.84006464,0.6696619,0.83483094,0.70663273,0.85331637,0.7187365,0.85936826
63087,0.6933094,0.8466547,0.6507083,0.82535416,0.58592033,0.79296017,0.6283786,0.8141893,0.70603466,0.85301733,0.7699485,0.88497424,0.76372945,0.8818647,0.7314576,0.8657288,0.7385726,0.8692863,0.78701746,0.89350873
83710,0.69598687,0.84799343,0.6707659,0.83538294,0.5914484,0.7957242,0.63539684,0.8176984,0.6851727,0.84258634,0.747987,0.8739935,0.6643972,0.8321986,0.75452244,0.8772612,0.7167195,0.85835975,0.7365056,0.8682528
83711,0.6279423,0.81397116,0.68455285,0.84227645,0.5991323,0.79956615,0.57255304,0.7862765,0.6099515,0.80497575,0.5776434,0.7888217,0.5633136,0.7816568,0.6683822,0.8341911,0.614542,0.807271,0.6106467,0.80532336
86666,0.70854765,0.8542738,0.7381307,0.86906534,0.6388297,0.81941485,0.6464374,0.8232187,0.7552925,0.8776462,0.84059304,0.92029655,0.81949276,0.9097464,0.86083376,0.9304169,0.8182583,0.90912914,0.8501543,0.92507714
87779,0.74114025,0.8705701,0.7127025,0.85635126,0.6846106,0.8423053,0.68231475,0.8411574,0.6972897,0.84864485,0.67732346,0.83866173,0.6074114,0.8037057,0.7206984,0.8603492,0.6514615,0.82573074,0.64307094,0.82153547
97622,0.7216433,0.86082166,0.7093618,0.8546809,0.66081035,0.8304052,0.63384265,0.81692135,0.76066995,0.880335,0.8642677,0.93213385,0.7621325,0.88106626,0.8475579,0.92377895,0.7966819,0.89834094,0.8530354,0.9265177
98134,0.7349027,0.8674513,0.66478384,0.8323919,0.63798416,0.8189921,0.58684146,0.79342073,0.71637154,0.85818577,0.7796526,0.8898263,0.7148497,0.85742486,0.74445564,0.8722278,0.6992549,0.84962744,0.74494696,0.8724735
98135,0.69897366,0.8494868,0.6820601,0.84103006,0.6217594,0.8108797,0.63813424,0.8190671,0.73944366,0.86972183,0.85385054,0.9269253,0.7674043,0.88370216,0.8323305,0.91616523,0.77730906,0.88865453,0.8486542,0.92432714
98136,0.66338027,0.83169013,0.60633206,0.80316603,0.54913926,0.77456963,0.5848979,0.79244894,0.6520213,0.82601064,0.78715575,0.8935779,0.676144,0.838072,0.7444339,0.87221694,0.73029935,0.8651497,0.7630621,0.88153106
98137,0.62985146,0.81492573,0.65332234,0.82666117,0.5446725,0.77233624,0.641286,0.820643,0.6534107,0.82670534,0.6862595,0.84312975,0.71899366,0.85949683,0.7229206,0.8614603,0.7366817,0.86834085,0.7399175,0.86995876
98138,0.5647681,0.78238404,0.5255849,0.76279247,0.47331342,0.7366567,0.52701616,0.7635081,0.58213127,0.79106563,0.69010884,0.8450544,0.63518775,0.8175939,0.64986193,0.82493097,0.6595768,0.8297884,0.7145343,0.85726714
98171,0.7178752,0.8589376,0.65486443,0.8274322,0.5968193,0.79840964,0.60426104,0.8021305,0.7465263,0.8732631,0.8028015,0.90140074,0.7586609,0.87933046,0.7724462,0.8862231,0.757836,0.878918,0.81932473,0.90966237
98172,0.60341525,0.8017076,0.6307218,0.8153609,0.54047465,0.7702373,0.56732774,0.78366387,0.7042389,0.85211945,0.7316327,0.86581635,0.71810794,0.85905397,0.73428607,0.86714303,0.6697144,0.8348572,0.71157837,0.8557892
98173,0.7280649,0.86403245,0.6986245,0.84931225,0.59854037,0.79927015,0.6477245,0.82386225,0.74634165,0.87317085,0.8264777,0.9132389,0.7816073,0.89080364,0.7853923,0.89269614,0.7971947,0.89859736,0.82214105,0.9110705
98245,0.6406077,0.82030386,0.60815775,0.8040789,0.5574614,0.7787307,0.6123792,0.8061896,0.6341646,0.8170823,0.6999954,0.8499977,0.65892017,0.8294601,0.69975585,0.84987795,0.7138586,0.8569293,0.68225074,0.84112537
98250,0.6899642,0.8449821,0.70344925,0.8517246,0.642586,0.821293,0.6634456,0.8317228,0.6514799,0.82574,0.6350602,0.8175301,0.59917426,0.79958713,0.6909631,0.8454815,0.65472615,0.8273631,0.6120647,0.80603236
98251,0.67537117,0.8376856,0.6220541,0.81102705,0.5511253,0.77556264,0.566572,0.783286,0.65711373,0.8285569,0.6825291,0.84126455,0.6518873,0.82594365,0.6345985,0.81729925,0.6803491,0.84017456,0.6412055,0.8206028
98252,0.5500579,0.77502894,0.5287481,0.764374,0.4435904,0.7217952,0.61298954,0.8064948,0.5418991,0.77094954,0.53160346,0.7658017,0.53714275,0.7685714,0.52860606,0.764303,0.57385296,0.7869265,0.5363495,0.76817477
98253,0.77292883,0.8864644,0.730515,0.8652575,0.65281415,0.8264071,0.6581998,0.8290999,0.75444806,0.877224,0.772953,0.8864765,0.7152668,0.8576334,0.75504297,0.8775215,0.75920784,0.8796039,0.75975776,0.8798789
98254,0.62332773,0.81166387,0.60052365,0.80026186,0.5551183,0.77755916,0.6214432,0.81072164,0.62345344,0.8117267,0.7384467,0.86922336,0.6484964,0.8242482,0.7314466,0.8657233,0.7164911,0.85824555,0.7270262,0.8635131
98255,0.7205457,0.8602729,0.6947843,0.84739214,0.645079,0.8225395,0.72088206,0.860441,0.77554476,0.8877724,0.80280304,0.9014015,0.75249135,0.8762457,0.81779027,0.90889513,0.76108146,0.8805407,0.7963266,0.8981633
98256,0.7072861,0.85364306,0.65602875,0.8280144,0.6160639,0.8080319,0.68034613,0.84017307,0.7262119,0.86310595,0.7970748,0.8985374,0.69669795,0.848349,0.7599758,0.8799879,0.74024624,0.87012315,0.7640461,0.88202304
98257,0.7184855,0.85924274,0.68058705,0.8402935,0.6139637,0.80698186,0.66206104,0.8310305,0.67180693,0.83590347,0.7709333,0.88546664,0.6978338,0.8489169,0.7802019,0.89010096,0.75859034,0.8792952,0.775664,0.887832
98258,0.73405635,0.8670282,0.68195707,0.8409785,0.6174611,0.80873054,0.6221609,0.81108046,0.6840162,0.8420081,0.7760095,0.8880048,0.7334664,0.8667332,0.72216946,0.8610847,0.7106235,0.85531175,0.7659,0.88295
98259,0.67183363,0.8359168,0.6330818,0.8165409,0.5862131,0.79310656,0.6360959,0.81804794,0.67629004,0.838145,0.7761059,0.88805294,0.745575,0.8727875,0.7315482,0.8657741,0.7661551,0.88307756,0.78280807,0.89140403
98260,0.6887047,0.84435236,0.6622478,0.8311239,0.65081275,0.8254064,0.70109224,0.8505461,0.66715485,0.8335774,0.7581237,0.8790618,0.6714923,0.83574617,0.7816004,0.89080024,0.74698365,0.8734918,0.74066836,0.87033415
98261,0.71783876,0.8589194,0.6779597,0.83897984,0.6581937,0.82909685,0.7016296,0.8508148,0.6996715,0.84983575,0.7731426,0.8865713,0.7255504,0.8627752,0.73765486,0.86882746,0.7547973,0.8773986,0.7809305,0.89046526
98262,0.69467586,0.84733796,0.6498723,0.82493615,0.6158055,0.80790275,0.6873932,0.8436966,0.6685892,0.83429456,0.74787474,0.87393737,0.6777187,0.8388593,0.7539828,0.8769914,0.79275304,0.8963765,0.7861166,0.8930583
98263,0.5944527,0.7972263,0.6345524,0.81727624,0.56478715,0.7823936,0.6330954,0.8165477,0.6310607,0.81553036,0.668285,0.8341425,0.63404226,0.81702113,0.6939665,0.84698325,0.6784669,0.83923346,0.700145,0.8500725
98264,0.66993344,0.8349667,0.6357224,0.8178612,0.52466583,0.7623329,0.685102,0.842551,0.6386616,0.8193308,0.7047484,0.8523742,0.6468651,0.82343256,0.7242578,0.8621289,0.6788159,0.8394079,0.695554,0.847777
98265,0.7239436,0.8619718,0.6857461,0.84287304,0.641278,0.820639,0.6613452,0.8306726,0.7327531,0.8663765,0.8319145,0.9159572,0.71811986,0.85905993,0.799404,0.899702,0.7702851,0.88514256,0.78487045,0.8924352
98266,0.7546885,0.87734425,0.6533344,0.8266672,0.59686923,0.7984346,0.6827685,0.8413843,0.6751434,0.83757174,0.7618986,0.88094926,0.6519648,0.8259824,0.73122454,0.86561227,0.72251487,0.86125743,0.72446734,0.86223364
98267,0.71256894,0.8562845,0.6766778,0.8383389,0.6389482,0.8194741,0.6470978,0.8235489,0.7211658,0.8605829,0.76484907,0.88242453,0.6905347,0.84526736,0.757059,0.8785295,0.79388463,0.8969423,0.7822232,0.8911116
98268,0.7095729,0.85478646,0.6976144,0.8488072,0.6594113,0.82970566,0.64813143,0.8240657,0.666595,0.8332975,0.698686,0.849343,0.61516404,0.807582,0.7375356,0.8687678,0.68372786,0.84186393,0.7099899,0.85499495
98269,0.67164755,0.8358238,0.59186614,0.79593307,0.53313106,0.76656556,0.59001154,0.7950058,0.6374588,0.8187294,0.7459322,0.8729661,0.6472386,0.8236193,0.69695216,0.84847605,0.6891295,0.84456474,0.7044935,0.85224676
98270,0.6726836,0.8363418,0.6292645,0.81463224,0.5589416,0.7794708,0.6240035,0.81200176,0.6462295,0.82311475,0.7381898,0.8690949,0.69752383,0.8487619,0.7166536,0.8583268,0.74346864,0.8717343,0.7231209,0.86156046
98271,0.6665554,0.8332777,0.6198051,0.80990255,0.5241435,0.7620717,0.5939738,0.79698694,0.674508,0.837254,0.81149805,0.905749,0.7686237,0.88431185,0.7316284,0.8658142,0.75078726,0.8753936,0.80552024,0.90276015
98272,0.6641152,0.8320576,0.68875337,0.8443767,0.59593594,0.797968,0.6349283,0.8174641,0.71948045,0.85974026,0.8063153,0.90315765,0.7664598,0.8832299,0.8096492,0.9048246,0.7680252,0.8840126,0.81411576,0.9070579
98273,0.752133,0.8760665,0.76041806,0.880209,0.6547636,0.8273818,0.6842145,0.84210724,0.72778916,0.8638946,0.79333436,0.8966672,0.7383766,0.8691883,0.83309364,0.9165468,0.78716034,0.8935802,0.80916536,0.9045827
98274,0.69147766,0.8457388,0.6645479,0.83227396,0.5850806,0.7925403,0.6767712,0.8383856,0.70315444,0.8515772,0.7943251,0.89716256,0.7239125,0.86195624,0.7745821,0.8872911,0.75786126,0.8789306,0.78057826,0.8902891
98275,0.6937524,0.8468762,0.6530906,0.8265453,0.5991838,0.7995919,0.6679988,0.8339994,0.7157727,0.8578863,0.7975738,0.8987869,0.7494571,0.87472856,0.7773678,0.8886839,0.76340914,0.88170457,0.7924405,0.8962202
98276,0.63700616,0.8185031,0.62228763,0.8111438,0.5367644,0.7683822,0.63869053,0.81934524,0.6429869,0.82149345,0.7275796,0.8637898,0.68941414,0.8447071,0.7269544,0.86347723,0.7355809,0.86779046,0.74091935,0.8704597
98277,0.6957644,0.8478822,0.6771215,0.83856076,0.59404814,0.7970241,0.6623261,0.83116305,0.6998514,0.8499257,0.7776928,0.8888464,0.7462839,0.87314194,0.77876186,0.88938093,0.7902061,0.89510304,0.813664,0.906832
98278,0.75355625,0.8767781,0.71218526,0.85609263,0.6573831,0.82869154,0.6676913,0.8338456,0.7461112,0.8730556,0.85764337,0.9288217,0.7482989,0.87414944,0.8096633,0.90483165,0.75447786,0.8772389,0.8095083,0.90475416
98279,0.7580061,0.87900305,0.6964824,0.8482412,0.6232582,0.81162906,0.66856635,0.8342832,0.73934907,0.86967456,0.8464385,0.92321926,0.7650316,0.8825158,0.7937666,0.8968833,0.75541365,0.8777068,0.8209466,0.9104733
98280,0.738238,0.869119,0.6987197,0.84935987,0.6358378,0.8179189,0.67284286,0.83642143,0.7302932,0.86514664,0.83817863,0.9190893,0.75315136,0.8765757,0.8020867,0.90104336,0.77803624,0.8890181,0.82172966,0.91086483
98281,0.68370086,0.8418504,0.6209276,0.8104638,0.56662476,0.7833124,0.6493521,0.82467604,0.6872417,0.84362084,0.7792186,0.88960934,0.7388673,0.86943364,0.74738115,0.8736906,0.75684655,0.8784233,0.76327884,0.8816394
98282,0.66281813,0.8314091,0.7031769,0.8515885,0.60935354,0.8046768,0.68159854,0.8407993,0.66463923,0.8323196,0.73897994,0.86948997,0.7105093,0.85525465,0.755936,0.877968,0.7582598,0.8791299,0.77158785,0.8857939
98283,0.713337,0.8566685,0.67577624,0.8378881,0.59585583,0.7979279,0.636603,0.8183015,0.7365207,0.8682604,0.8033597,0.9016799,0.7475214,0.8737607,0.76842755,0.8842138,0.74915636,0.8745782,0.7937746,0.8968873
98284,0.6081364,0.8040682,0.6036269,0.8018135,0.5269451,0.76347256,0.5575298,0.7787649,0.6551501,0.8275751,0.7352481,0.86762404,0.7383183,0.86915916,0.72584075,0.8629204,0.74308395,0.871542,0.7531136,0.8765568
98285,0.59959006,0.79979503,0.566409,0.7832045,0.49069706,0.7453485,0.5518577,0.77592885,0.6233665,0.81168324,0.7127745,0.85638726,0.6663052,0.8331526,0.6792817,0.83964086,0.72249734,0.8612487,0.7143464,0.8571732
98286,0.69370544,0.8468527,0.68145835,0.8407292,0.6183319,0.80916595,0.6018001,0.80090004,0.71536875,0.8576844,0.77946883,0.8897344,0.73957723,0.86978865,0.79518676,0.8975934,0.76419574,0.88209784,0.77725005,0.888625
98287,0.72976863,0.8648843,0.70715666,0.8535783,0.6186379,0.80931896,0.6498244,0.8249122,0.7120464,0.8560232,0.7767073,0.88835365,0.71676743,0.8583837,0.82034624,0.9101731,0.7189199,0.85945994,0.75567454,0.8778373
98288,0.693006,0.846503,0.6731156,0.8365578,0.59266937,0.7963347,0.56969434,0.78484714,0.6780281,0.83901405,0.7009587,0.85047936,0.6268463,0.81342316,0.71942306,0.8597115,0.69499815,0.8474991,0.68742573,0.84371287
98289,0.73421115,0.8671056,0.66550344,0.83275175,0.63189757,0.8159488,0.66191196,0.830956,0.7297249,0.86486244,0.80966496,0.9048325,0.7010703,0.85053515,0.77685285,0.8884264,0.7421459,0.87107295,0.78025985,0.8901299
98290,0.501,0.75049996,0.5244936,0.7622468,0.49133694,0.7456685,0.44150084,0.72075045,0.56602246,0.7830112,0.623308,0.811654,0.6578501,0.828925,0.5592506,0.7796253,0.6387768,0.8193884,0.6658701,0.83293504
98291,0.74538726,0.87269366,0.6930678,0.8465339,0.6633298,0.8316649,0.64629245,0.8231462,0.72573537,0.8628677,0.8386675,0.91933376,0.7403954,0.8701977,0.800677,0.90033853,0.78005326,0.8900266,0.7960204,0.8980102
98292,0.64112085,0.82056046,0.6654933,0.8327466,0.5747407,0.7873703,0.6327716,0.8163858,0.6982721,0.84913605,0.7519917,0.8759959,0.7137525,0.85687625,0.78392714,0.8919636,0.7317134,0.8658567,0.7434391,0.87171954
98293,0.6804395,0.84021974,0.65630186,0.8281509,0.58833754,0.7941688,0.638101,0.8190505,0.66054434,0.8302722,0.7603098,0.8801549,0.7052604,0.8526302,0.74470186,0.87235093,0.7496427,0.87482136,0.77528036,0.8876402
98294,0.6645243,0.83226216,0.61281157,0.8064058,0.5609728,0.7804864,0.67236507,0.83618253,0.64176583,0.8208829,0.6435998,0.8217999,0.6008415,0.80042076,0.6821885,0.84109426,0.66116524,0.8305826,0.61576307,0.80788153
98295,0.60831046,0.80415523,0.58549523,0.7927476,0.5423975,0.77119875,0.58342755,0.7917138,0.6190499,0.80952495,0.75251055,0.8762553,0.6644577,0.83222884,0.7302691,0.86513454,0.7305045,0.86525226,0.75194865,0.8759743
98296,0.7478679,0.8739339,0.737255,0.8686275,0.6533743,0.82668716,0.6713557,0.83567786,0.7476641,0.87383205,0.7591859,0.87959296,0.73216087,0.8660804,0.81657505,0.9082875,0.7807007,0.89035034,0.7939929,0.89699644
98297,0.67476207,0.837381,0.6724044,0.8362022,0.5845556,0.7922778,0.66715026,0.8335751,0.6373592,0.8186796,0.6834018,0.8417009,0.661886,0.830943,0.7357197,0.86785984,0.7534913,0.87674564,0.73897225,0.8694861
98298,0.80392694,0.9019635,0.72016597,0.860083,0.69054705,0.8452735,0.6986739,0.849337,0.76495564,0.8824778,0.8538479,0.926924,0.7491021,0.87455106,0.8357104,0.9178552,0.78336203,0.891681,0.81656027,0.90828013
98299,0.66170305,0.83085155,0.6754589,0.83772945,0.5776273,0.78881365,0.59952164,0.7997608,0.6998109,0.8499055,0.7868789,0.8934394,0.7365101,0.868255,0.7550595,0.87752974,0.7138033,0.85690165,0.76352954,0.88176477
98300,0.6636725,0.8318362,0.63690114,0.81845057,0.5920563,0.79602814,0.6115253,0.80576265,0.7024316,0.85121584,0.8133,0.90665,0.769083,0.8845415,0.80477554,0.90238774,0.7691736,0.8845868,0.8400184,0.9200092
98301,0.57345146,0.78672576,0.5313565,0.7656783,0.48796415,0.7439821,0.5104387,0.75521934,0.59059465,0.7952973,0.70383096,0.8519155,0.65826464,0.8291323,0.6651045,0.83255225,0.6867251,0.84336257,0.7277988,0.8638994
98302,0.7263072,0.8631536,0.64507484,0.8225374,0.5905645,0.79528224,0.66431344,0.8321567,0.7293676,0.8646838,0.83083296,0.9154165,0.7297299,0.86486495,0.7796296,0.8898148,0.7240803,0.86204016,0.7957356,0.8978678
98303,0.6627537,0.83137685,0.62519544,0.81259775,0.54023886,0.7701194,0.60075617,0.8003781,0.6983224,0.8491612,0.7934962,0.89674807,0.7424698,0.8712349,0.7347814,0.8673907,0.7606048,0.8803024,0.8058193,0.90290964
98304,0.7803993,0.89019966,0.7487019,0.8743509,0.68057984,0.84028995,0.68353915,0.8417696,0.7568019,0.8784009,0.8357098,0.9178549,0.76129794,0.880649,0.838434,0.919217,0.8012444,0.9006222,0.84161675,0.9208084
