,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Score
56800,0.6603095,0.8301548,0.61972684,0.80986345,0.54450786,0.77225393,0.6126393,0.80631965,0.60874856,0.8043743,0.659428,0.829714,0.5890744,0.7945372,0.67984927,0.83992463,0.65726805,0.828634,0.6383214,0.8191607
56801,0.6827841,0.84139204,0.6520221,0.82601106,0.60814595,0.804073,0.6038929,0.80194646,0.6791965,0.83959824,0.78035635,0.8901782,0.67553437,0.8377672,0.7670641,0.88353205,0.7291697,0.86458486,0.7664732,0.8832366
56802,0.71317863,0.8565893,0.6507577,0.82537884,0.630998,0.815499,0.6191958,0.8095979,0.66923666,0.83461833,0.7484975,0.87424874,0.6840348,0.8420174,0.73608583,0.86804295,0.7732252,0.8866126,0.7178848,0.8589424
56803,0.7331681,0.86658406,0.68128127,0.84064066,0.5998771,0.79993856,0.5945136,0.7972568,0.7374926,0.8687463,0.8687408,0.9343704,0.783793,0.8918965,0.796984,0.898492,0.74851465,0.8742573,0.8451874,0.9225937
56804,0.68600845,0.8430042,0.66575193,0.83287597,0.58664036,0.7933202,0.6430576,0.8215288,0.67769766,0.8388488,0.75155574,0.87577784,0.6902327,0.8451164,0.79273236,0.8963662,0.76790565,0.88395286,0.75777984,0.8788899
56805,0.6605008,0.8302504,0.6538484,0.8269242,0.61475873,0.80737936,0.62628955,0.8131448,0.6217639,0.810882,0.7047602,0.8523801,0.6375816,0.8187908,0.7302277,0.86511385,0.7430655,0.87153274,0.72678447,0.86339223
56807,0.68349934,0.84174967,0.7041973,0.85209864,0.58888793,0.79444396,0.6185292,0.8092646,0.71479475,0.8573974,0.73144674,0.8657234,0.7563487,0.87817436,0.7385149,0.86925745,0.778687,0.8893435,0.7863604,0.8931802
56809,0.7106526,0.8553263,0.67253155,0.8362658,0.59696186,0.7984809,0.6375917,0.81879586,0.71034795,0.85517395,0.77414536,0.8870727,0.7122695,0.8561348,0.7949678,0.8974839,0.7721867,0.8860934,0.78542626,0.8927131
56859,0.6119487,0.80597436,0.5756708,0.78783536,0.48211783,0.74105895,0.60773313,0.80386657,0.60268945,0.80134475,0.671142,0.835571,0.64747655,0.8237383,0.66202295,0.8310115,0.68614113,0.84307057,0.67653054,0.8382653
56860,0.6297127,0.81485635,0.6262586,0.8131293,0.5701843,0.7850921,0.65061593,0.82530797,0.63863766,0.81931883,0.7500615,0.87503076,0.6765463,0.83827317,0.76949507,0.8847475,0.7422195,0.8711097,0.7745861,0.88729304
56861,0.59266293,0.79633147,0.56120515,0.7806026,0.50698465,0.75349236,0.60690045,0.8034502,0.5896417,0.79482085,0.6201582,0.8100791,0.6410763,0.82053816,0.65190005,0.82595,0.6531224,0.8265612,0.64258593,0.821293
56862,0.7101958,0.8550979,0.6683279,0.83416396,0.56747556,0.7837378,0.63849616,0.8192481,0.6951519,0.84757596,0.7881163,0.8940581,0.74565464,0.8728273,0.7834077,0.89170384,0.74577075,0.87288535,0.78725994,0.89362997
57384,0.7473385,0.87366927,0.7130655,0.85653275,0.6766789,0.83833945,0.652589,0.82629454,0.7603589,0.88017946,0.86832374,0.9341619,0.76646805,0.883234,0.8520447,0.92602235,0.7751122,0.8875561,0.84187496,0.9209375
57400,0.7779701,0.88898504,0.6851908,0.8425954,0.6733391,0.83666956,0.612169,0.8060845,0.78339005,0.891695,0.86362207,0.93181103,0.7476521,0.873826,0.8179322,0.90896606,0.7062619,0.85313094,0.8008937,0.9004469
62042,0.68847656,0.8442383,0.64250565,0.8212528,0.62215644,0.8110782,0.6104606,0.80523026,0.64166903,0.8208345,0.6934798,0.8467399,0.61997104,0.8099855,0.6432476,0.8216238,0.6469064,0.8234532,0.6383599,0.81917995
63086,0.56354284,0.7817714,0.5888965,0.79444826,0.51455784,0.7572789,0.51351565,0.75675786,0.6077976,0.8038988,0.69885635,0.8494282,0.67525005,0.837625,0.6775992,0.8387996,0.70265657,0.85132825,0.7148037,0.85740185
63087,0.66018033,0.83009017,0.64307964,0.8215398,0.57659256,0.7882963,0.6335013,0.81675065,0.6812484,0.8406242,0.7402017,0.87010086,0.77827805,0.88913906,0.7125056,0.8562528,0.7209914,0.8604957,0.77707064,0.8885353
83710,0.6829003,0.84145015,0.65990347,0.82995176,0.5915804,0.7957902,0.64619255,0.8230963,0.67620933,0.83810467,0.7396611,0.86983055,0.65842605,0.829213,0.77410793,0.88705397,0.71386325,0.8569316,0.7344436,0.86722183
83711,0.6030413,0.80152065,0.6568606,0.8284303,0.5616319,0.78081596,0.5482784,0.77413917,0.5556632,0.7778316,0.52760124,0.7638006,0.52389956,0.7619498,0.6193738,0.8096869,0.57758415,0.7887921,0.52968574,0.76484287
86666,0.6980269,0.84901345,0.73661435,0.8683072,0.61961794,0.80980897,0.6612421,0.83062106,0.70571935,0.8528597,0.78829455,0.8941473,0.7552788,0.8776394,0.83370006,0.91685003,0.80419433,0.90209717,0.8075618,0.90378094
87779,0.46608073,0.73304033,0.5087137,0.75435686,0.41631317,0.7081566,0.4970531,0.7485266,0.45513374,0.72756684,0.48561388,0.7428069,0.5125562,0.7562781,0.4842147,0.74210733,0.55388606,0.776943,0.5009172,0.7504586
97622,0.694964,0.84748197,0.6476141,0.82380706,0.61428404,0.807142,0.56422997,0.782115,0.7206799,0.86033994,0.88085145,0.94042575,0.77127093,0.8856355,0.7944056,0.8972028,0.74670035,0.87335014,0.8274392,0.9137196
98134,0.74039066,0.8701953,0.6732006,0.8366003,0.6119492,0.8059746,0.5808852,0.7904426,0.7410437,0.87052184,0.8470528,0.9235264,0.79206645,0.8960332,0.79012984,0.89506495,0.7451565,0.87257826,0.82043856,0.9102193
98135,0.69084156,0.8454208,0.64446795,0.822234,0.6101254,0.8050627,0.61339045,0.8066952,0.72199965,0.8609998,0.8521943,0.92609715,0.75493145,0.8774657,0.8072146,0.9036073,0.7460629,0.87303144,0.8334715,0.91673577
98136,0.6599392,0.82996964,0.6224297,0.81121486,0.5580872,0.7790436,0.59953654,0.79976827,0.6596115,0.82980573,0.8008784,0.9004392,0.6882201,0.84411,0.75380474,0.87690234,0.7303368,0.8651684,0.7755545,0.8877772
98137,0.677191,0.8385955,0.6919675,0.84598374,0.594049,0.7970245,0.6546354,0.8273177,0.6997055,0.84985274,0.7482684,0.8741342,0.740631,0.8703155,0.7782121,0.88910604,0.75340056,0.8767003,0.77519506,0.88759756
98138,0.6023907,0.8011954,0.5925602,0.7962801,0.53831977,0.7691599,0.57881105,0.7894055,0.6307896,0.81539476,0.74955595,0.874778,0.69604456,0.8480223,0.7193537,0.85967684,0.73728657,0.8686433,0.77212,0.88606
98171,0.65194756,0.82597375,0.6081903,0.80409515,0.53735834,0.76867914,0.56381595,0.781908,0.6906749,0.84533745,0.80290896,0.90145445,0.74634326,0.8731716,0.73218924,0.8660946,0.74069345,0.8703467,0.808956,0.904478
98172,0.63478446,0.81739223,0.63646054,0.8182303,0.5663295,0.78316474,0.57235503,0.7861775,0.70675015,0.8533751,0.78053606,0.890268,0.75777024,0.87888515,0.74632466,0.8731623,0.7197588,0.8598794,0.7771239,0.88856196
98173,0.69544256,0.8477213,0.6480043,0.82400215,0.5851487,0.79257435,0.5668007,0.78340036,0.7405485,0.87027425,0.8492806,0.9246403,0.74695414,0.8734771,0.7680341,0.88401705,0.763639,0.8818195,0.81980574,0.9099029
98245,0.6710042,0.8355021,0.65711594,0.82855797,0.5876221,0.7938111,0.6297496,0.81487477,0.670434,0.835217,0.77419156,0.8870958,0.7132662,0.85663307,0.77257836,0.8862892,0.75933254,0.87966627,0.74994206,0.87497103
98250,0.6283726,0.81418633,0.67514515,0.8375726,0.6090455,0.80452275,0.6193501,0.80967504,0.6135875,0.80679375,0.5755227,0.78776133,0.5418947,0.77094734,0.65450597,0.827253,0.5933918,0.7966959,0.55433893,0.77716947
98251,0.58167434,0.79083717,0.5356416,0.76782084,0.46936977,0.7346849,0.52161825,0.7608091,0.568207,0.7841035,0.6032662,0.8016331,0.59273493,0.79636747,0.569633,0.7848165,0.6170021,0.80850106,0.57820475,0.7891024
98252,0.47292507,0.73646253,0.44663018,0.7233151,0.38529044,0.6926452,0.6144918,0.8072459,0.45031163,0.72515583,0.46669132,0.7333456,0.4681758,0.7340879,0.48879582,0.7443979,0.54728717,0.7736436,0.47908777,0.7395439
98253,0.6738532,0.8369266,0.66836536,0.8341827,0.60049206,0.800246,0.65704715,0.8285236,0.65282345,0.8264117,0.6660595,0.83302975,0.6250161,0.81250805,0.69830525,0.8491526,0.7286179,0.86430895,0.69075525,0.8453776
98254,0.65866196,0.829331,0.64856327,0.82428163,0.59637654,0.79818827,0.67501646,0.8375082,0.68644583,0.8432229,0.78222257,0.89111125,0.7220397,0.86101985,0.7873221,0.893661,0.78767085,0.8938354,0.80965245,0.9048262
98255,0.76161814,0.88080907,0.7603216,0.8801608,0.71061134,0.8553057,0.735721,0.8678605,0.76670146,0.88335073,0.80306983,0.9015349,0.7285897,0.8642949,0.8416568,0.9208284,0.7889802,0.8944901,0.8024311,0.90121555
98256,0.6291085,0.8145542,0.6045487,0.80227435,0.5462761,0.77313805,0.6668899,0.83344495,0.62316775,0.8115839,0.67808676,0.8390434,0.5937383,0.79686916,0.6767436,0.8383718,0.6819822,0.84099114,0.6498258,0.8249129
98257,0.7545928,0.8772964,0.7064334,0.8532167,0.6599624,0.8299812,0.6658975,0.83294874,0.7300327,0.86501634,0.85698545,0.9284927,0.7442868,0.8721434,0.8401017,0.92005086,0.7835678,0.8917839,0.8274039,0.91370195
98258,0.7074603,0.85373014,0.63114715,0.8155736,0.60171795,0.800859,0.58142734,0.79071367,0.643698,0.821849,0.7075125,0.85375625,0.64502233,0.8225112,0.6283598,0.8141799,0.64437354,0.82218677,0.6889726,0.8444863
98259,0.656799,0.82839954,0.5953386,0.7976693,0.5513022,0.7756511,0.60517526,0.8025876,0.66452575,0.8322629,0.7838129,0.89190644,0.71652603,0.858263,0.7212944,0.8606472,0.7391406,0.8695703,0.78147745,0.8907387
98260,0.625084,0.81254196,0.62572,0.81286,0.6265147,0.81325734,0.68428725,0.84214365,0.62784255,0.8139213,0.68870986,0.8443549,0.6153271,0.80766356,0.7334491,0.86672455,0.70048,0.85024,0.69877017,0.8493851
98261,0.71660733,0.85830367,0.64689213,0.82344604,0.62478685,0.8123934,0.70190084,0.8509504,0.68937343,0.84468675,0.8078283,0.90391415,0.74224484,0.8711224,0.7561263,0.87806314,0.7676795,0.8838397,0.8093407,0.90467036
98262,0.6212745,0.81063724,0.57810235,0.7890512,0.5335496,0.7667748,0.6316465,0.81582326,0.59951806,0.79975903,0.7108895,0.8554448,0.61596197,0.807981,0.6784209,0.83921045,0.7220762,0.8610381,0.7122017,0.85610086
98263,0.72057855,0.8602893,0.6523917,0.82619584,0.65764016,0.8288201,0.65192306,0.82596153,0.7026468,0.85132337,0.7190304,0.8595152,0.6292141,0.814607,0.7268485,0.86342424,0.71012294,0.8550615,0.7189959,0.85949796
98264,0.68524665,0.84262335,0.67806554,0.83903277,0.6070489,0.8035245,0.71232665,0.8561633,0.6444148,0.8222074,0.697261,0.8486305,0.6471043,0.82355213,0.7496513,0.87482566,0.7285378,0.8642689,0.7319652,0.8659826
98265,0.7738581,0.88692904,0.71370006,0.85685,0.67804635,0.8390232,0.66257256,0.8312863,0.76466084,0.8823304,0.8681372,0.93406856,0.74609905,0.8730495,0.8221479,0.9110739,0.7962104,0.8981052,0.82952416,0.9147621
98266,0.74887633,0.87443817,0.68426347,0.84213173,0.61515975,0.8075799,0.70188546,0.85094273,0.7114492,0.8557246,0.80903935,0.9045197,0.7169352,0.8584676,0.8074358,0.9037179,0.7606216,0.8803108,0.78648376,0.8932419
98267,0.67679787,0.83839893,0.64602005,0.82301,0.62267894,0.8113395,0.6522341,0.82611704,0.6646979,0.83234894,0.67504364,0.8375218,0.61007,0.805035,0.72757494,0.8637875,0.73406684,0.8670334,0.6882789,0.84413946
98268,0.68473434,0.8423672,0.676228,0.838114,0.6450995,0.82254976,0.6305742,0.8152871,0.6482089,0.8241044,0.67139685,0.8356984,0.5927219,0.79636097,0.7191962,0.8595981,0.6661812,0.8330906,0.6684879,0.83424395
98269,0.6954182,0.84770906,0.6541438,0.8270719,0.63509053,0.8175453,0.6322166,0.8161083,0.6720834,0.8360417,0.7161615,0.85808074,0.6366179,0.81830895,0.7355176,0.8677588,0.73727727,0.86863863,0.7143961,0.85719806
98270,0.7052573,0.85262865,0.6497775,0.8248887,0.59185445,0.7959272,0.63921523,0.8196076,0.701975,0.8509875,0.8142626,0.9071313,0.7551389,0.87756944,0.7776823,0.88884115,0.79218864,0.8960943,0.8082266,0.9041133
98271,0.61484253,0.80742127,0.5713109,0.78565544,0.4902522,0.7451261,0.54842556,0.7742128,0.6191087,0.80955434,0.7772673,0.8886336,0.7099327,0.85496634,0.70534277,0.8526714,0.72415566,0.86207783,0.7775864,0.88879323
98272,0.68264043,0.8413202,0.6618999,0.83094996,0.6069368,0.8034684,0.5973153,0.79865766,0.7261315,0.8630657,0.86483693,0.93241847,0.7545635,0.8772818,0.8122997,0.90614986,0.7891294,0.8945647,0.86214066,0.9310703
98273,0.6828011,0.84140056,0.6850452,0.8425226,0.56695414,0.78347707,0.6423736,0.8211868,0.6647457,0.83237284,0.73459804,0.867299,0.68461525,0.8423076,0.79404324,0.89702165,0.7582048,0.8791024,0.78934,0.89467
98274,0.7535787,0.87678933,0.7125052,0.8562526,0.6704694,0.8352347,0.68926096,0.8446305,0.74932253,0.87466127,0.86377805,0.93188906,0.7516748,0.8758374,0.8304259,0.915213,0.8016615,0.90083075,0.8593908,0.92969537
98275,0.7298262,0.8649131,0.69128704,0.8456435,0.6560211,0.82801056,0.6796645,0.83983225,0.75405633,0.87702817,0.815212,0.907606,0.73942626,0.8697131,0.8201926,0.9100963,0.77298295,0.8864915,0.8191817,0.90959084
98276,0.7012714,0.8506357,0.6531698,0.82658494,0.5803065,0.79015326,0.62091076,0.8104554,0.73669624,0.8683481,0.81736124,0.9086806,0.77319497,0.8865975,0.78388774,0.8919439,0.7845985,0.8922993,0.8392064,0.9196032
98277,0.5806437,0.7903218,0.60147727,0.80073863,0.50549805,0.752749,0.5973699,0.79868495,0.6162891,0.80814457,0.7039583,0.85197914,0.70022494,0.85011244,0.6937498,0.8468749,0.7360379,0.868019,0.7273695,0.8636848
98278,0.7433249,0.87166244,0.675748,0.837874,0.6382612,0.8191306,0.6457712,0.82288563,0.7510275,0.8755138,0.8794989,0.9397495,0.76570576,0.8828529,0.8086283,0.90431416,0.7921642,0.8960821,0.82791996,0.91396
98279,0.7061279,0.85306394,0.6938753,0.84693766,0.60689336,0.80344665,0.6785114,0.8392557,0.7092284,0.8546142,0.81112194,0.905561,0.72196853,0.86098427,0.7858263,0.89291316,0.7520969,0.87604845,0.78944135,0.8947207
98280,0.6957985,0.84789926,0.6693134,0.8346567,0.6016252,0.8008126,0.69024956,0.8451248,0.6938243,0.84691215,0.78415656,0.8920783,0.716664,0.85833204,0.7595445,0.87977225,0.7573872,0.8786936,0.78216,0.89108
98281,0.7449659,0.87248296,0.6758226,0.8379113,0.63317645,0.8165882,0.62980294,0.8149015,0.7371743,0.86858714,0.85960823,0.9298041,0.7628839,0.88144195,0.7893428,0.89467144,0.787956,0.893978,0.845053,0.9225265
98282,0.6532273,0.82661366,0.7093556,0.8546778,0.62008893,0.81004447,0.71651155,0.85825574,0.66173196,0.830866,0.70324314,0.85162157,0.6980698,0.8490349,0.7643513,0.8821757,0.77568376,0.8878419,0.76426375,0.8821319
98283,0.69934213,0.84967107,0.7013081,0.850654,0.61260426,0.80630213,0.7009174,0.85045874,0.70834404,0.854172,0.7647611,0.88238055,0.7352822,0.8676411,0.7891371,0.89456856,0.7633078,0.8816539,0.7748542,0.8874271
98284,0.5978371,0.79891855,0.5604143,0.78020716,0.50142336,0.7507117,0.53223634,0.76611817,0.65257955,0.8262898,0.78167075,0.8908354,0.7438311,0.8719156,0.72922456,0.8646123,0.736413,0.8682065,0.80101776,0.9005089
98285,0.6139113,0.80695564,0.5769872,0.78849363,0.4947914,0.7473957,0.5612763,0.78063816,0.63589454,0.81794727,0.72280073,0.86140037,0.67626977,0.8381349,0.6787739,0.83938694,0.72897625,0.8644881,0.7193941,0.85969704
98286,0.6115607,0.80578035,0.6125855,0.8062928,0.5700695,0.7850348,0.5779923,0.78899616,0.64455557,0.8222778,0.69673526,0.84836763,0.65219855,0.8260993,0.7388458,0.8694229,0.6882141,0.84410703,0.6932441,0.84662205
98287,0.7064663,0.85323316,0.69600475,0.8480024,0.6211976,0.8105988,0.64370656,0.8218533,0.7157396,0.8578698,0.8365027,0.91825134,0.773878,0.886939,0.84469104,0.9223455,0.7739374,0.88696873,0.8454549,0.92272747
98288,0.6097761,0.804888,0.6591947,0.82959735,0.5916965,0.79584825,0.5664897,0.78324485,0.62169826,0.81084913,0.6159855,0.80799276,0.6140432,0.8070216,0.69529223,0.8476461,0.71662796,0.858314,0.67231274,0.83615637
98289,0.6314059,0.8157029,0.5834277,0.79171383,0.531759,0.7658795,0.5923554,0.7961777,0.64461756,0.8223088,0.7662935,0.88314676,0.6660241,0.83301204,0.71486795,0.857434,0.70887303,0.8544365,0.7318984,0.8659492
98290,0.5882791,0.79413956,0.5613376,0.7806688,0.549044,0.774522,0.49379092,0.74689543,0.6394521,0.81972605,0.74677634,0.8733882,0.7348341,0.86741704,0.6522701,0.82613504,0.6973349,0.84866744,0.757491,0.8787455
98291,0.7273636,0.8636818,0.70756733,0.85378367,0.6569575,0.82847875,0.65938497,0.8296925,0.73368263,0.8668413,0.8297209,0.9148605,0.75436854,0.8771843,0.7932539,0.89662695,0.7896103,0.8948052,0.8003057,0.90015286
98292,0.591204,0.79560196,0.600815,0.8004075,0.5176787,0.75883937,0.5856577,0.79282886,0.6315799,0.81578994,0.6966791,0.84833956,0.6537024,0.8268512,0.7009376,0.8504688,0.70016164,0.85008085,0.6904475,0.8452238
98293,0.60550666,0.8027533,0.6002407,0.80012035,0.5333233,0.76666164,0.58028346,0.7901417,0.617383,0.8086915,0.72652054,0.86326027,0.6760619,0.83803093,0.7197131,0.85985655,0.7229926,0.8614963,0.7332423,0.86662114
98294,0.7506782,0.8753391,0.6668437,0.8334218,0.6308522,0.8154261,0.71986663,0.8599333,0.73116326,0.86558163,0.7640239,0.88201195,0.66814923,0.8340746,0.7779454,0.8889727,0.73605984,0.86802995,0.7241434,0.8620717
98295,0.66108155,0.8305408,0.6374954,0.8187477,0.61636424,0.8081821,0.6140154,0.8070077,0.67926896,0.8396345,0.8046773,0.9023386,0.73550844,0.8677542,0.77043676,0.8852184,0.77099967,0.88549984,0.8101454,0.9050727
98296,0.64681077,0.8234054,0.68271565,0.8413578,0.59326434,0.7966322,0.60450757,0.8022538,0.66874355,0.8343718,0.7494879,0.87474394,0.68756074,0.8437804,0.7771156,0.8885578,0.74061346,0.87030673,0.72681344,0.8634067
98297,0.7127844,0.8563922,0.6761743,0.83808714,0.6417825,0.82089126,0.68743384,0.8437169,0.671688,0.83584404,0.7387575,0.86937875,0.69986486,0.84993243,0.7659538,0.8829769,0.78281355,0.8914068,0.7872343,0.89361715
98298,0.7217898,0.8608949,0.694206,0.847103,0.61582756,0.8079138,0.6917679,0.84588397,0.7010118,0.8505059,0.7991395,0.89956975,0.73236895,0.8661845,0.8001218,0.9000609,0.75597495,0.8779875,0.7839123,0.89195615
98299,0.6704414,0.8352207,0.6782578,0.8391289,0.5953121,0.79765606,0.635301,0.8176505,0.7044761,0.85223806,0.7875961,0.89379805,0.74417925,0.8720896,0.79258573,0.89629287,0.71949375,0.8597469,0.77816117,0.8890806
98300,0.69106597,0.845533,0.6815639,0.8407819,0.6209387,0.8104694,0.6495414,0.8247707,0.7159097,0.85795486,0.8008045,0.90040225,0.75078523,0.8753926,0.80239964,0.9011998,0.76183385,0.88091695,0.8092267,0.9046134
98301,0.5560608,0.7780304,0.5139998,0.7569999,0.46989298,0.7349465,0.48569584,0.7428479,0.59391594,0.79695797,0.6978451,0.84892255,0.6517135,0.82585675,0.65626097,0.8281305,0.6815529,0.84077644,0.72549,0.862745
98302,0.69370043,0.8468502,0.6401797,0.8200898,0.5995159,0.79975796,0.65141463,0.8257073,0.69954956,0.8497748,0.8105006,0.9052503,0.7135178,0.8567589,0.76440895,0.8822045,0.74013263,0.8700663,0.8002636,0.9001318
98303,0.685689,0.8428445,0.6417664,0.8208832,0.56618905,0.7830945,0.56950855,0.7847543,0.73824453,0.86912227,0.87538254,0.9376913,0.7892431,0.89462155,0.78964055,0.8948203,0.7642456,0.8821228,0.85830116,0.9291506
98304,0.7545412,0.8772706,0.72280526,0.86140263,0.6699856,0.83499277,0.6603614,0.8301807,0.7064256,0.85321283,0.8245735,0.91228676,0.70188993,0.850945,0.800457,0.9002285,0.79587674,0.8979384,0.8088329,0.90441644
98305,0.7539996,0.8769998,0.714267,0.8571335,0.64692426,0.8234621,0.6771941,0.83859706,0.7332475,0.86662376,0.86583966,0.93291986,0.77899414,0.88949704,0.8275471,0.91377354,0.80642515,0.90321255,0.8631908,0.93159544
98306,0.67948794,0.839744,0.65780866,0.82890433,0.6043993,0.80219966,0.61763996,0.80882,0.6816186,0.8408093,0.7933004,0.8966502,0.72300744,0.8615037,0.76219213,0.88109607,0.7478852,0.8739426,0.77166224,0.8858311
98307,0.7211323,0.86056614,0.69480073,0.84740037,0.63498,0.81749,0.63464296,0.8173215,0.7420237,0.87101185,0.85055995,0.92528,0.75870824,0.8793541,0.8214925,0.9107462,0.7695968,0.8847984,0.8006192,0.90030956
98308,0.6640045,0.8320023,0.7013995,0.8506998,0.58627367,0.79313684,0.6472851,0.82364255,0.65122426,0.8256121,0.72480565,0.8624028,0.749133,0.8745665,0.74318016,0.8715901,0.7651224,0.8825612,0.7608805,0.88044024
98309,0.71107864,0.8555393,0.6846988,0.8423494,0.6199182,0.8099591,0.6099998,0.8049999,0.7277225,0.86386126,0.8124752,0.9062376,0.72818446,0.86409223,0.82365143,0.9118257,0.78666544,0.8933327,0.79331195,0.896656
98310,0.8089684,0.9044842,0.6992432,0.8496216,0.6968744,0.8484372,0.640218,0.820109,0.77061164,0.8853058,0.85425687,0.92712843,0.73653644,0.86826825,0.8040677,0.9020338,0.71812546,0.85906273,0.80310905,0.9015545
98311,0.72454065,0.86227036,0.65054166,0.82527083,0.6073476,0.8036738,0.6056818,0.8028409,0.7194036,0.8597018,0.8317785,0.91588926,0.7475047,0.87375236,0.75350344,0.8767517,0.75885415,0.8794271,0.8014165,0.90070826
98312,0.70347434,0.85173714,0.7067623,0.85338116,0.6031879,0.80159396,0.6436718,0.8218359,0.72249687,0.86124843,0.7932045,0.8966023,0.77156126,0.88578063,0.79528904,0.8976445,0.71426874,0.85713434,0.78567004,0.892835
98313,0.6558609,0.82793045,0.6319849,0.8159925,0.5768514,0.7884257,0.6037859,0.80189294,0.66346717,0.8317336,0.8030714,0.9015357,0.6913347,0.84566736,0.7635648,0.8817824,0.75103605,0.875518,0.8065063,0.90325314
