CV_doordash_pm_Score,gemini_flash_doordash_pm_Score,gemini_pro_doordash_pm_Score,gemini_flash_lite_doordash_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,twice_gemini_flash_doordash_pm_Score,twice_gemini_pro_doordash_pm_Score,twice_gemini_flash_lite_doordash_pm_Score,twice_gemini_flash_pro_doordash_pm_Score,twice_gemini_flash_lite_pro_doordash_pm_Score,True Label,Will Manipulate
0.8462127,0.84624386,0.85816765,0.81516325,0.8352714,0.8320179,0.8470072,0.85018265,0.8498567,0.8392224,0.8799512,0.85980487,0.81516325,0.8775389,0.86010206,0,False
0.8112334,0.8509728,0.85097796,0.80952215,0.83166724,0.8347674,0.8327733,0.8268994,0.8350056,0.8215746,0.85301596,0.84207827,0.80686456,0.8767802,0.84384304,0,False
0.8606146,0.8837377,0.86279845,0.84528357,0.8657284,0.83859104,0.85556304,0.87497616,0.87459713,0.844116,0.8923968,0.84768265,0.8436517,0.5821112,0.8765186,0,False
0.73307157,0.7874758,0.7616266,0.7468096,0.79778403,0.7381743,0.767627,0.77790743,0.78543484,0.78635556,0.7711568,0.7848054,0.7345825,0.76778394,0.7703426,0,False
0.8027452,0.7944203,0.7977336,0.7885412,0.7932969,0.78974515,0.7763098,0.81246436,0.79357016,0.79875726,0.7826617,0.80120903,0.78140724,0.8001563,0.8034856,0,False
0.8106376,0.84093857,0.8512974,0.8002407,0.8283174,0.7948654,0.7970351,0.8233049,0.8152584,0.81280804,0.8535866,0.8666705,0.79313695,0.5821112,0.84240776,0,False
0.8621811,0.8632262,0.8317639,0.8301001,0.824244,0.84949195,0.81940705,0.846187,0.8305144,0.83225137,0.8516641,0.8213246,0.8301001,0.84862065,0.8619985,0,False
0.78014845,0.8323409,0.8222359,0.8313911,0.81880546,0.8514225,0.81121886,0.85154617,0.8472339,0.84352183,0.85389316,0.8415472,0.817708,0.85767555,0.84445524,0,False
0.8007725,0.8379687,0.85334444,0.81913894,0.81441057,0.80821496,0.8031988,0.83521163,0.83603,0.8295337,0.84143263,0.86337054,0.82137775,0.8377063,0.8594807,0,False
0.7232671,0.7884711,0.78458047,0.74313045,0.74776506,0.744609,0.76616406,0.75760293,0.7875249,0.7776371,0.7793915,0.79535717,0.71386087,0.79323256,0.79440403,0,False
0.8282596,0.8546852,0.8543434,0.8481435,0.8608391,0.8376957,0.86433613,0.8682086,0.84784096,0.8513734,0.8618785,0.842824,0.8443046,0.5821112,0.8595227,0,False
0.8180445,0.7910428,0.82479566,0.7886195,0.8185179,0.7881762,0.80434394,0.7936481,0.8305458,0.79055196,0.8223828,0.8254834,0.7851337,0.5821112,0.8199047,0,False
0.82225853,0.8092272,0.831859,0.8078032,0.77303755,0.82124704,0.8056542,0.81605023,0.82566667,0.82639647,0.80877936,0.86025155,0.8078032,0.8285447,0.86111295,0,False
0.77607936,0.82884705,0.8332472,0.805763,0.8061476,0.76887333,0.7849889,0.81592464,0.8598918,0.83360493,0.82408595,0.83125144,0.81239706,0.854143,0.84333366,0,False
0.8223696,0.8512688,0.82741845,0.78208923,0.8014214,0.80780256,0.8104716,0.8092103,0.8201556,0.81286466,0.8444726,0.81842184,0.7790643,0.5821112,0.8223145,0,False
0.82893425,0.84441173,0.85125655,0.78872514,0.80375236,0.806505,0.80922484,0.8319455,0.81456375,0.8255887,0.8503309,0.86829567,0.79446685,0.8607005,0.84200364,0,False
0.8556765,0.8666437,0.8414773,0.83715796,0.85699934,0.85424566,0.84249574,0.86006117,0.8694792,0.8515067,0.86341697,0.8617938,0.83196414,0.8578788,0.85474837,0,False
0.8375716,0.83353454,0.85112965,0.8398738,0.85825133,0.85063803,0.83210963,0.86326706,0.8658786,0.84837866,0.8489516,0.8571048,0.8298932,0.7999264,0.84516025,0,False
0.8628395,0.844373,0.82815653,0.8439981,0.8184116,0.81841063,0.83160937,0.8459087,0.8439329,0.8026271,0.8333817,0.8528648,0.8381062,0.8443666,0.85181034,0,False
0.8317963,0.80942243,0.7977048,0.77599674,0.8003597,0.80923015,0.7920743,0.8427828,0.80396247,0.807352,0.8146199,0.83493423,0.7761266,0.8224062,0.7810167,0,False
0.7998105,0.77049834,0.7829064,0.7931466,0.80689895,0.7709886,0.78684074,0.8177328,0.77915436,0.778527,0.78107953,0.7934098,0.81003433,0.5821112,0.76668215,0,False
0.8615969,0.8716399,0.8691952,0.86312574,0.8657018,0.870224,0.86803734,0.8754431,0.87932605,0.863018,0.86772084,0.8649392,0.8694823,0.5821112,0.88346344,0,False
0.85497415,0.81758434,0.84141433,0.82765925,0.8498759,0.84711784,0.8285371,0.86249316,0.8240913,0.8346699,0.80483025,0.85158205,0.8301734,0.82376796,0.85393155,0,False
0.8685401,0.8832697,0.8879701,0.8770895,0.8755013,0.86872965,0.8742149,0.8953438,0.8736284,0.87714773,0.88027525,0.875973,0.87675834,0.8396784,0.87750435,0,False
0.882887,0.89046025,0.8769935,0.86123204,0.8569906,0.8598655,0.8663827,0.8754283,0.88009286,0.85953754,0.8508411,0.86530757,0.8649483,0.87020653,0.8839054,0,False
0.85157466,0.82368755,0.8624423,0.8264776,0.81486964,0.8279184,0.83305013,0.8205023,0.81662047,0.8300563,0.8363891,0.87215835,0.812948,0.8132653,0.8414881,0,False
0.85415906,0.86731505,0.8623285,0.8230295,0.8496052,0.856087,0.85174656,0.86278605,0.8644282,0.8568764,0.8559693,0.86404353,0.82879794,0.8402421,0.87100226,0,False
0.8508378,0.8658546,0.8466907,0.8353716,0.83195853,0.810818,0.8177471,0.8106125,0.8221562,0.8087904,0.8620613,0.8455915,0.8349105,0.86206234,0.84787285,0,False
0.8208141,0.8618698,0.8564923,0.8034607,0.8551625,0.829797,0.83449394,0.86540973,0.8633231,0.8523599,0.8592888,0.8581259,0.78110904,0.8119707,0.86396927,0,False
0.85668373,0.83040047,0.8801469,0.8653874,0.8775186,0.8595311,0.8916575,0.86969393,0.8856988,0.8632976,0.85885733,0.87728685,0.8537221,0.5821112,0.856478,0,False
0.838179,0.8663123,0.8482756,0.8305261,0.8524347,0.85538656,0.86582947,0.8518438,0.8651569,0.8701105,0.8720712,0.8546848,0.81631976,0.8618345,0.8428239,0,False
0.84152424,0.8569226,0.8540236,0.8376429,0.8521743,0.8378637,0.8353938,0.8267824,0.85043037,0.83801323,0.8583893,0.865948,0.84177727,0.87738013,0.8522724,0,False
0.8370819,0.8244886,0.85205746,0.82471424,0.8348622,0.83370143,0.8162776,0.8529586,0.8259276,0.87078846,0.8377131,0.85567135,0.8142277,0.829982,0.81994784,0,False
0.86337584,0.8755329,0.8853638,0.8928334,0.8844036,0.87484455,0.87587076,0.8741993,0.8764434,0.874149,0.88941544,0.88844955,0.88267756,0.87514615,0.86755896,0,False
0.8276424,0.83164257,0.8217631,0.77986676,0.78329027,0.8035239,0.8180842,0.8130528,0.8215707,0.82817936,0.83519053,0.820249,0.7839018,0.82805836,0.8425257,0,False
0.8949145,0.87713194,0.8783194,0.8897337,0.887165,0.89009935,0.8935343,0.8920006,0.894705,0.8889908,0.87407494,0.8825698,0.89300597,0.8946006,0.878649,0,False
0.8317139,0.8281384,0.8386618,0.7240141,0.84482235,0.79533994,0.8028934,0.86330557,0.8163482,0.8060273,0.8503457,0.8463921,0.72117484,0.86645716,0.79390216,0,False
0.85582805,0.8668281,0.8255237,0.84701824,0.8744411,0.85022527,0.8572948,0.8629434,0.8839978,0.84935266,0.86936355,0.83890253,0.8436514,0.8676028,0.8755696,0,False
0.8572297,0.8445152,0.83453757,0.83304584,0.84474444,0.82943213,0.83537376,0.83127993,0.84698546,0.84157336,0.85881567,0.8501003,0.82598066,0.86460733,0.84519786,0,False
0.8664453,0.8582884,0.85213155,0.8424447,0.84900177,0.8411322,0.85779464,0.8556993,0.86413634,0.8616511,0.87021875,0.8571079,0.8441055,0.8736871,0.8820184,0,False
0.81223965,0.8879584,0.8475307,0.82739514,0.8543614,0.8501417,0.8519113,0.86645895,0.85167146,0.85451996,0.8851145,0.8673581,0.84149134,0.5821112,0.85910475,0,False
0.8601837,0.85072666,0.8298868,0.82005775,0.8495228,0.8478059,0.83811224,0.8498994,0.8309486,0.84912413,0.84521866,0.8327308,0.82018596,0.83389413,0.8329575,0,False
0.87469184,0.86497635,0.86592853,0.8375875,0.8679729,0.8302876,0.83059776,0.86023736,0.84202087,0.82683516,0.8706095,0.8768083,0.8370163,0.84731334,0.87005055,0,False
0.8551092,0.87288254,0.85987407,0.81737834,0.8591691,0.8525001,0.85072744,0.86812365,0.8546587,0.852293,0.87890035,0.8534806,0.80646795,0.8784921,0.8550706,0,False
0.8462603,0.8637568,0.85455555,0.8496136,0.8458872,0.84116244,0.8539407,0.84617686,0.8577826,0.8163507,0.87140787,0.854229,0.8389807,0.8578973,0.84810585,0,False
0.79913706,0.8314589,0.813077,0.77136064,0.79520404,0.81226444,0.7827289,0.81877965,0.83348316,0.81334585,0.825962,0.8563361,0.77306014,0.82255936,0.80941635,0,False
0.7896244,0.7905591,0.8240349,0.7891071,0.77720195,0.76492137,0.78445375,0.79168,0.7874114,0.80145186,0.82033205,0.80532485,0.79392433,0.8525024,0.829885,0,False
0.8353922,0.8468499,0.8497706,0.83539104,0.8452918,0.8457725,0.8526195,0.8746375,0.85014266,0.87509125,0.8663256,0.860539,0.8356632,0.8449918,0.8563728,0,False
0.84601974,0.86855525,0.85000795,0.78108,0.832485,0.8093244,0.84056747,0.841181,0.8302746,0.8068732,0.8585313,0.84655297,0.7892085,0.857155,0.8551151,0,False
0.8071451,0.8260347,0.81228113,0.79953635,0.7620677,0.8090972,0.8366978,0.75984395,0.8262337,0.79777384,0.8691313,0.83725816,0.7842494,0.5821112,0.83133876,0,False
0.7985569,0.82398236,0.8582721,0.81590956,0.82207936,0.76554847,0.79521084,0.8178983,0.7971628,0.84627056,0.8670231,0.8831326,0.8328594,0.5821112,0.85981286,0,False
0.79182756,0.80336213,0.7878075,0.77650887,0.80674106,0.7612734,0.7809675,0.80451834,0.78690624,0.7768121,0.80759525,0.8181296,0.7771584,0.5821112,0.7809762,0,False
0.787222,0.8387196,0.8111874,0.73770034,0.8001192,0.7713336,0.7878219,0.80091476,0.7915453,0.78064835,0.8298027,0.81440675,0.73471135,0.8315094,0.7735745,0,False
0.71658826,0.81809115,0.85023606,0.78112936,0.8004734,0.84174573,0.76293224,0.88041866,0.82280946,0.8345746,0.84504384,0.83795244,0.7781192,0.853952,0.84154344,0,False
0.8462479,0.859969,0.86672974,0.8369825,0.8610285,0.861333,0.85952747,0.86039066,0.85806227,0.870485,0.86648154,0.86995006,0.84024954,0.5821112,0.86094445,0,False
0.7969003,0.8023805,0.7885225,0.78421354,0.7993514,0.7741916,0.7859597,0.81414825,0.7903345,0.81032336,0.81517816,0.8164194,0.7969935,0.85551137,0.8290732,0,False
0.7265895,0.78491056,0.80389196,0.74996173,0.7352537,0.7364556,0.7498607,0.807672,0.76542306,0.7345457,0.79203606,0.8591973,0.7889047,0.8180891,0.8237167,0,False
0.79706585,0.8321792,0.81282765,0.7795569,0.80895877,0.81092215,0.80026305,0.84550184,0.8447381,0.81763375,0.83460146,0.8198668,0.7563054,0.84562826,0.8116429,0,False
0.75725764,0.81121975,0.79614645,0.7788304,0.7734126,0.74002635,0.7728403,0.7736346,0.77058035,0.76905906,0.8008743,0.82697123,0.7836277,0.8437373,0.8064515,0,False
0.7852254,0.8065977,0.81656563,0.7971634,0.7993694,0.7964432,0.7831128,0.7720263,0.7439306,0.7926273,0.8105575,0.84327984,0.79294133,0.82522094,0.79800797,0,False
0.85207987,0.8091009,0.8439834,0.8355415,0.8339837,0.8276863,0.8422434,0.8307466,0.8190959,0.8211237,0.83569694,0.8572889,0.8209565,0.82433105,0.83732706,0,False
0.8691021,0.86446357,0.86423403,0.8314362,0.8497677,0.86878526,0.86805433,0.8736032,0.8856271,0.8686884,0.8623128,0.8609419,0.8381946,0.5821112,0.8705938,0,False
0.7234814,0.75164604,0.72108006,0.7732925,0.74338114,0.72979987,0.74930584,0.7375989,0.74000365,0.73119104,0.75957686,0.72013354,0.7431619,0.75255555,0.731683,0,False
0.8199272,0.860603,0.8598639,0.83962035,0.8586327,0.8677963,0.8511376,0.83290344,0.8484784,0.8656266,0.8566673,0.8743634,0.8477939,0.86749053,0.831095,0,False
0.83418155,0.85733,0.8651551,0.8020216,0.8536675,0.83459866,0.84081256,0.84864175,0.8350245,0.84044063,0.8557549,0.8547896,0.7938393,0.85809445,0.853234,0,False
0.7785017,0.7866943,0.80760705,0.7711458,0.7665751,0.79614663,0.8107882,0.7871874,0.8349786,0.83038294,0.83641756,0.82876384,0.7808232,0.8084369,0.79852283,0,False
0.7418892,0.8263205,0.8078537,0.806257,0.7964625,0.7655932,0.79589176,0.829756,0.80359167,0.75685775,0.88478893,0.8577438,0.79543704,0.85656923,0.82672304,0,False
0.764167,0.8381074,0.79542226,0.80130744,0.72405535,0.7911955,0.7843167,0.7716007,0.80437785,0.7951018,0.82138777,0.8409622,0.7859055,0.83363265,0.7927687,0,False
0.8471465,0.8625241,0.85290265,0.8366579,0.8455095,0.8367331,0.86629844,0.8579314,0.86451554,0.8419741,0.86264837,0.860349,0.8366579,0.86292297,0.8772565,0,False
0.8135512,0.843788,0.8509345,0.81874126,0.85077715,0.8032324,0.82601625,0.8401346,0.86059594,0.8429272,0.8438385,0.82455313,0.81874126,0.83224463,0.8174629,0,False
0.7866485,0.8434049,0.837155,0.78965265,0.82721514,0.7896404,0.8255491,0.84347934,0.83438015,0.7940548,0.85418475,0.8493451,0.7831341,0.8517246,0.8266131,0,False
0.7527722,0.77885056,0.74822533,0.7637446,0.78604776,0.7976818,0.7919297,0.7802826,0.7927952,0.78370064,0.77015054,0.77482516,0.7560098,0.75608754,0.7590676,0,False
0.7371747,0.81419736,0.7834209,0.74829304,0.7881409,0.76529413,0.7682334,0.8382089,0.8005991,0.7801904,0.8206359,0.8253696,0.7452403,0.83432263,0.75560784,0,False
0.7191472,0.7324555,0.74350095,0.76927924,0.74100405,0.71718013,0.7422036,0.7981483,0.760244,0.76457775,0.77413696,0.7897344,0.7253414,0.7877955,0.81335706,0,False
0.82454264,0.85697126,0.8454802,0.87425244,0.85317534,0.8255201,0.82000196,0.85765916,0.848797,0.83505315,0.8527041,0.8537402,0.8641336,0.8641742,0.867488,0,False
0.77070844,0.83390987,0.77603066,0.79019976,0.77294046,0.790711,0.76575625,0.8256906,0.8330655,0.8484034,0.8550415,0.85229176,0.7876494,0.8621894,0.8409006,0,False
0.7410662,0.8440873,0.7936594,0.79031694,0.7327567,0.83864784,0.80763257,0.79380476,0.8656137,0.84415466,0.864755,0.80509406,0.8077572,0.8490721,0.8073815,0,False
0.8502868,0.86404693,0.84989905,0.8346195,0.8380853,0.84993833,0.84501743,0.8396573,0.8566017,0.8472681,0.8710605,0.85531247,0.84138036,0.8767669,0.8524506,0,False
0.7677412,0.7910219,0.7945276,0.7830799,0.7966834,0.8038217,0.79532516,0.81151795,0.7948159,0.81498903,0.7786248,0.80043155,0.75857055,0.7943064,0.7979355,0,False
0.7419652,0.7658722,0.78189147,0.7626346,0.71696854,0.7554941,0.7180824,0.7152746,0.776029,0.7650442,0.7809007,0.79745346,0.73955816,0.7961677,0.8078139,0,False
0.82362366,0.8688825,0.83383036,0.8537795,0.8765874,0.8529875,0.8435832,0.86885864,0.84423006,0.8484893,0.86846817,0.87792337,0.8589729,0.85471493,0.8672285,0,False
0.74933827,0.8241571,0.82152236,0.81411415,0.7964305,0.7954161,0.77837867,0.8064468,0.811148,0.79945964,0.8482601,0.80655456,0.80464673,0.8402077,0.84855396,0,False
0.83928585,0.8504921,0.84163946,0.8309739,0.83989245,0.8402313,0.8408145,0.8675811,0.8259074,0.84777844,0.84441257,0.8447366,0.79916084,0.85689664,0.8747514,0,False
0.748285,0.7750061,0.75900066,0.7755822,0.7568488,0.8085407,0.8151736,0.76188177,0.8363168,0.81689256,0.78024197,0.774399,0.77576,0.7681792,0.797378,0,False
0.7827592,0.8186879,0.8186389,0.7630221,0.7887544,0.8173485,0.80665076,0.8374319,0.82456857,0.8135667,0.8358423,0.82583356,0.7587224,0.84131813,0.8072792,0,False
0.7699958,0.76558006,0.7910302,0.780649,0.7348324,0.76741374,0.76636195,0.7430927,0.76875913,0.7776059,0.78987896,0.80397296,0.7784188,0.5821112,0.77415276,0,False
0.78894794,0.813428,0.8061572,0.8086159,0.8301706,0.8231517,0.8333229,0.83623654,0.8391344,0.84723467,0.8200735,0.8453573,0.80459803,0.85219836,0.82357615,0,False
0.761659,0.7467127,0.787286,0.7492703,0.7592545,0.77960217,0.7320651,0.77789766,0.76807696,0.781423,0.81404054,0.8214977,0.76273197,0.7381193,0.7721627,0,False
0.8068352,0.82402533,0.80138177,0.7823963,0.76041156,0.7859056,0.7572482,0.7579571,0.7678227,0.7808231,0.824782,0.80587673,0.78853464,0.5821112,0.834123,0,False
0.84175485,0.8445405,0.8235962,0.7921182,0.8549935,0.82855815,0.8407543,0.83875877,0.83165485,0.8517095,0.8453432,0.8369824,0.8039064,0.86039263,0.8126751,0,False
0.8430563,0.87049973,0.85802716,0.84857047,0.86946654,0.8340353,0.87122273,0.86559397,0.8747753,0.843458,0.87170106,0.8663896,0.8291396,0.5821112,0.8503263,0,False
0.86519265,0.8499925,0.8419807,0.85120356,0.84010357,0.8504715,0.83463466,0.856519,0.86858726,0.84939384,0.870331,0.8426809,0.8435315,0.8589319,0.84346914,0,False
0.84379363,0.876598,0.86170954,0.86560476,0.8420591,0.86302817,0.85091794,0.8605809,0.85250723,0.8766161,0.88089305,0.88800496,0.8712052,0.8763224,0.8521749,0,False
0.83584476,0.86773473,0.8495387,0.8195236,0.82148635,0.8345176,0.84311175,0.8322972,0.8579712,0.8565726,0.8896214,0.8724477,0.8193776,0.8716747,0.8603071,0,False
0.8295036,0.83605623,0.831699,0.8326055,0.8487431,0.8404877,0.84446704,0.860429,0.84703696,0.84724927,0.8420765,0.8734411,0.8523308,0.8214164,0.82809323,0,False
0.8606858,0.8766941,0.8832818,0.8373211,0.8570246,0.8828663,0.8693496,0.8893143,0.88093865,0.8891518,0.8809804,0.868189,0.8373211,0.8640257,0.8396301,0,False
0.7928612,0.8451664,0.85586953,0.7985902,0.81393594,0.82757443,0.8156915,0.8160631,0.82008684,0.8325342,0.8467561,0.86465985,0.80990267,0.8500038,0.8442071,0,False
0.85831827,0.8918514,0.8326342,0.8281486,0.8583596,0.82791764,0.8229326,0.85025954,0.8681023,0.83123523,0.87889403,0.8260909,0.83302677,0.8780422,0.840812,0,False
0.86119735,0.81225765,0.8215798,0.8160679,0.85862315,0.85081524,0.8126584,0.86035675,0.80818295,0.8699425,0.8272297,0.8027621,0.8160679,0.87633884,0.87296265,0,False
0.8534534,0.85930246,0.8609991,0.8476634,0.8498661,0.84631324,0.8397338,0.8595661,0.8577645,0.84347975,0.8563945,0.87521094,0.8490916,0.87449706,0.8520997,0,False
0.8162001,0.82482165,0.84860647,0.789525,0.79263365,0.80064523,0.77610654,0.8200003,0.77971315,0.80624145,0.8425716,0.8585768,0.79055524,0.5821112,0.81569475,0,False
0.82065237,0.8072533,0.83303726,0.8002964,0.80135965,0.8065243,0.8019918,0.8450113,0.8349427,0.84086597,0.819581,0.8559833,0.79571575,0.5821112,0.81080365,0,False
0.8359265,0.8658607,0.87263155,0.8039393,0.82819843,0.8406586,0.8378524,0.84335744,0.861485,0.8528586,0.8683553,0.86604244,0.80372304,0.86402744,0.83775395,0,False
0.8226551,0.8636832,0.855025,0.84534377,0.840948,0.8569688,0.8323234,0.8581872,0.8403148,0.8623754,0.8562764,0.8685384,0.8479849,0.8343112,0.8609035,0,False
0.8573272,0.84103185,0.8073044,0.8052877,0.8048969,0.8139211,0.8106474,0.7914808,0.8144152,0.80781823,0.8466366,0.8313718,0.7942428,0.82985455,0.8336054,0,False
0.834308,0.8549854,0.849246,0.8309792,0.8524339,0.8632538,0.8500378,0.8602064,0.8649564,0.8550405,0.8472198,0.8589567,0.835655,0.8650972,0.84232974,0,False
0.8564106,0.8484538,0.82630086,0.79804146,0.8619721,0.8658996,0.8449488,0.8657766,0.8462358,0.85192215,0.8449017,0.83054674,0.7921477,0.8444335,0.7807328,0,False
0.8474864,0.89393234,0.8965269,0.8759538,0.8780362,0.87576723,0.85895157,0.87449217,0.8714509,0.87042737,0.9066676,0.902249,0.87301123,0.5821112,0.8827941,0,False
0.87407684,0.8525767,0.8598684,0.8450557,0.8724981,0.8561208,0.8559631,0.8616897,0.8633766,0.86201197,0.87449414,0.8556642,0.8369596,0.86856925,0.8578305,0,False
0.7842533,0.8350546,0.85132277,0.78720987,0.8166102,0.83053935,0.79751575,0.84904456,0.81827724,0.82628334,0.84733456,0.8533261,0.8025429,0.83435667,0.8105428,0,False
0.82346594,0.8173131,0.8141402,0.8276764,0.83207446,0.7953542,0.7714397,0.8355767,0.77989936,0.7977079,0.8440477,0.8259232,0.8059745,0.82426167,0.82416964,0,False
0.7868325,0.83852476,0.8358319,0.8083977,0.81553644,0.8145091,0.7649145,0.82422644,0.8104526,0.83345485,0.84616005,0.846492,0.80450755,0.8644841,0.8225889,0,False
0.83077985,0.7998637,0.81265515,0.7811953,0.78446287,0.7739749,0.7943108,0.78237784,0.77832896,0.7974907,0.81999046,0.8243253,0.7811953,0.8330138,0.8456182,0,False
0.7686255,0.80516493,0.79400444,0.7533501,0.7725199,0.7617341,0.7751383,0.79853594,0.8111567,0.7933639,0.8073403,0.81545,0.7489913,0.5821111,0.78113735,0,False
0.8535375,0.86809903,0.8687524,0.88141274,0.86300766,0.8433889,0.8727815,0.8634131,0.85078216,0.846652,0.8629594,0.8728359,0.8715959,0.8604106,0.85929155,0,False
0.8164883,0.84270334,0.8389671,0.78584725,0.7739395,0.81376773,0.79231656,0.7981765,0.7909491,0.81377107,0.8427708,0.812611,0.784873,0.82986796,0.7963324,0,False
0.8013645,0.8047164,0.785956,0.75361764,0.77847975,0.8007624,0.79947245,0.77776945,0.8308247,0.8185951,0.7967548,0.77943224,0.7538148,0.80027866,0.7621176,0,False
0.83715385,0.83211553,0.8634569,0.8182947,0.850538,0.82085824,0.8352341,0.8402483,0.8283096,0.8189931,0.8504935,0.8549819,0.8196195,0.85111475,0.8494227,0,False
0.73643064,0.77563715,0.75876844,0.7878195,0.73430204,0.7347486,0.769717,0.78700364,0.8097202,0.784858,0.79503,0.76228565,0.77597475,0.79449695,0.81326896,0,False
0.76557565,0.8114015,0.78783506,0.7710572,0.7742612,0.79111737,0.8001523,0.7843556,0.80167043,0.8088238,0.8210252,0.84162045,0.7710572,0.7729737,0.8060613,0,False
0.81378907,0.81143266,0.82111436,0.821625,0.8166237,0.82591057,0.8235039,0.8442508,0.84284586,0.8436926,0.8144525,0.8402678,0.827013,0.8128554,0.83957183,0,False
0.86760575,0.8558252,0.8563342,0.86261964,0.86243206,0.8639326,0.88573587,0.8805247,0.8885189,0.8860631,0.86311495,0.8818592,0.86088085,0.87383515,0.90248,0,False
0.8670461,0.856025,0.8582747,0.8361104,0.85755455,0.8351395,0.85547173,0.86101556,0.8662219,0.85197246,0.8554184,0.8654883,0.83915097,0.8683716,0.85650253,1,True
0.8285054,0.8352324,0.85065246,0.8071561,0.81455094,0.78298604,0.783914,0.813539,0.7749119,0.79406977,0.8413737,0.8584327,0.80836457,0.8478055,0.8609182,1,True
0.8900116,0.8857973,0.90572774,0.9015159,0.875392,0.89469403,0.86927044,0.8787819,0.86325943,0.8782353,0.88350594,0.8976403,0.869944,0.8822157,0.87898624,1,True
0.86512005,0.8744978,0.8281894,0.8579179,0.8817855,0.87326777,0.8619591,0.88665986,0.86759555,0.86679816,0.87550193,0.8499456,0.8563396,0.84459096,0.88388944,1,True
0.85117435,0.8805045,0.85363615,0.8744091,0.86137867,0.86190414,0.8707684,0.88353616,0.8839474,0.8654609,0.88095665,0.8561394,0.88173395,0.8753471,0.8957008,1,True
0.83344495,0.8456132,0.84478426,0.80690634,0.8548011,0.82922405,0.8397658,0.85817206,0.85794854,0.83323264,0.85769373,0.84582496,0.7958286,0.8477777,0.84818447,1,True
0.86645854,0.86116755,0.8613322,0.87215257,0.86151695,0.8664062,0.86034185,0.86029804,0.8469394,0.8497713,0.8691888,0.8247549,0.87895083,0.84139395,0.8738281,1,True
0.8642418,0.84977597,0.8856459,0.88016635,0.84558046,0.85552156,0.85918033,0.85149646,0.8670368,0.8593177,0.87775964,0.8748067,0.88016635,0.5821111,0.89462805,1,True
0.85661566,0.87395835,0.87181264,0.88895214,0.87860465,0.88173544,0.866279,0.8889086,0.89824516,0.88396686,0.87602913,0.8635083,0.8763417,0.5821111,0.8818311,1,True
0.8483356,0.8281971,0.8311848,0.8101288,0.8294255,0.83644056,0.8717866,0.84518456,0.87328136,0.8296809,0.82899916,0.8361646,0.80334693,0.83732057,0.82147324,1,True
0.795359,0.8513739,0.8479668,0.7982253,0.7845038,0.79408723,0.7889062,0.81594986,0.8246859,0.83243835,0.85395646,0.867578,0.79861355,0.85554767,0.86390203,1,True
0.8195891,0.85726327,0.84266526,0.83767927,0.83656746,0.83780503,0.8355155,0.86823475,0.86190385,0.83198106,0.87111175,0.8609573,0.86986315,0.86542416,0.86135614,1,True
0.8765625,0.8805039,0.89385676,0.86511964,0.8714729,0.88581824,0.8863286,0.8938025,0.87965596,0.8798923,0.8814307,0.87439454,0.86626357,0.8787455,0.8703773,1,True
0.80512565,0.8579776,0.85780704,0.852662,0.8425233,0.8730889,0.86196274,0.8595935,0.86855334,0.88695484,0.8723646,0.8592739,0.852662,0.85922575,0.876774,1,True
0.82784677,0.8525941,0.83016837,0.83548445,0.84361804,0.8347397,0.82808614,0.8401673,0.8380626,0.86298877,0.85851467,0.8572094,0.822257,0.84871787,0.83843946,1,True
0.8832773,0.904701,0.8498852,0.8644547,0.86671984,0.8795129,0.88738155,0.8542167,0.8947767,0.8921898,0.9101783,0.8565926,0.8679709,0.9024256,0.87784076,1,True
0.8538586,0.85480726,0.8515365,0.8460379,0.8355017,0.8500765,0.84892184,0.8434477,0.86055535,0.86704206,0.86105037,0.8754625,0.8473023,0.8638981,0.8591099,1,True
0.85742444,0.8504831,0.8605025,0.8731849,0.86651456,0.85518813,0.87061787,0.8727163,0.8733383,0.86235857,0.8748783,0.86032796,0.8689106,0.8615858,0.86737806,1,True
0.8147562,0.8468387,0.8412868,0.80818826,0.82544106,0.8222449,0.8162491,0.8264017,0.8519851,0.83163303,0.8667588,0.8619772,0.81739163,0.8468801,0.8422618,1,True
0.86025,0.8776697,0.88078403,0.84368914,0.86618036,0.8801571,0.88348186,0.899891,0.90796906,0.8625809,0.87357605,0.8619913,0.8341678,0.8660377,0.86835706,1,True
0.88578635,0.88427204,0.85465884,0.8610891,0.87526697,0.8812267,0.8784353,0.8693909,0.8853322,0.88321066,0.8715402,0.86641777,0.8603481,0.87393624,0.8727416,1,True
0.84511566,0.8753952,0.85718584,0.8309869,0.86088693,0.85078084,0.85192513,0.8759093,0.86026835,0.87713903,0.89018613,0.87883955,0.8289007,0.887053,0.8608727,1,True
