,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_doordash_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_doordash_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_apple_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_apple_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_samsara_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_samsara_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_yelp_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_yelp_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_match_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_match_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_i2c_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_i2c_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_adobe_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_adobe_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_amazon_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_amazon_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_rowan_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_rowan_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_google_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_google_ux_Score
97622,0.67902505,0.8395125,0.6900993,0.8450496,0.641587,0.8207935,0.6004101,0.80020505,0.718346,0.859173,0.82293797,0.911469,0.7674054,0.8837027,0.8085732,0.9042866,0.7855136,0.8927568,0.83190775,0.9159539
98134,0.6870303,0.84351516,0.67383784,0.83691895,0.61498153,0.80749077,0.56499517,0.7824976,0.69523954,0.8476198,0.78155196,0.890776,0.7913512,0.8956756,0.7592689,0.87963444,0.76460093,0.8823005,0.8123983,0.90619916
98135,0.59616137,0.7980807,0.62712467,0.81356233,0.5509683,0.77548414,0.60415924,0.8020796,0.5936835,0.79684174,0.6283937,0.8141968,0.6274065,0.81370324,0.7075541,0.85377705,0.7018369,0.8509184,0.7008701,0.850435
98136,0.55544233,0.77772117,0.5511042,0.7755521,0.48287386,0.74143696,0.5379816,0.7689908,0.54857135,0.7742857,0.6304499,0.81522495,0.57435966,0.7871798,0.6221769,0.81108844,0.6570213,0.82851064,0.6499869,0.8249935
98137,0.5427532,0.7713766,0.55984336,0.77992165,0.47229457,0.7361473,0.578725,0.7893625,0.54502356,0.7725118,0.6098443,0.80492216,0.6211841,0.81059206,0.6510184,0.8255092,0.6807313,0.84036565,0.6822065,0.84110326
98138,0.56856084,0.7842804,0.55796653,0.77898324,0.5254736,0.7627368,0.55691,0.778455,0.5673753,0.78368765,0.6641073,0.83205366,0.63536525,0.8176826,0.6625459,0.83127296,0.7071937,0.8535968,0.7279067,0.86395335
98171,0.58055294,0.79027647,0.5989376,0.79946876,0.49454677,0.7472734,0.57203215,0.7860161,0.6173122,0.8086561,0.6520469,0.82602346,0.6859007,0.84295034,0.6679926,0.8339963,0.68279207,0.84139603,0.6971772,0.8485886
98172,0.54243636,0.7712182,0.5653558,0.7826779,0.48642913,0.74321455,0.50033104,0.7501655,0.6134591,0.80672956,0.67737436,0.8386872,0.71508306,0.85754156,0.6650425,0.83252126,0.66142595,0.830713,0.70287496,0.85143745
98173,0.7022674,0.8511337,0.703099,0.8515495,0.6346077,0.81730384,0.66329014,0.8316451,0.69769466,0.8488473,0.74753666,0.8737683,0.72347623,0.8617381,0.7537056,0.8768528,0.77738184,0.88869095,0.7829672,0.8914836
98245,0.6405882,0.82029414,0.6367651,0.81838256,0.59326255,0.7966313,0.6134899,0.80674493,0.63590944,0.8179547,0.73050714,0.86525357,0.7010068,0.85050344,0.7429762,0.8714881,0.75569546,0.87784773,0.76426244,0.8821312
98250,0.6899633,0.8449817,0.74970806,0.874854,0.6653619,0.83268094,0.6856141,0.84280705,0.63953507,0.81976753,0.63688755,0.8184438,0.62423277,0.8121164,0.7306143,0.86530715,0.6662903,0.83314514,0.65098363,0.8254918
98251,0.59023833,0.79511917,0.541995,0.7709975,0.4679984,0.7339992,0.507383,0.7536915,0.58249557,0.7912478,0.629931,0.8149655,0.5990348,0.7995174,0.57540095,0.7877005,0.61834985,0.8091749,0.61052,0.80526
98252,0.4405372,0.7202686,0.41896027,0.70948017,0.36193287,0.68096644,0.59229326,0.79614663,0.43572605,0.717863,0.40253013,0.7012651,0.42387712,0.71193856,0.41898382,0.7094919,0.5046076,0.75230384,0.42269486,0.71134746
98253,0.69714653,0.84857327,0.68638134,0.84319067,0.6157839,0.80789196,0.65815175,0.8290759,0.66852224,0.8342611,0.70790327,0.85395163,0.67481303,0.8374065,0.725863,0.8629315,0.7511482,0.8755741,0.7587626,0.8793813
98254,0.61591613,0.80795807,0.6165362,0.8082681,0.58144474,0.79072237,0.6324066,0.8162033,0.6220857,0.81104285,0.7161062,0.8580531,0.6495863,0.82479316,0.7305219,0.86526096,0.72210336,0.8610517,0.74407756,0.8720388
98255,0.73232454,0.8661623,0.7170985,0.85854924,0.6777426,0.8388713,0.7337328,0.8668664,0.7294445,0.86472225,0.74588495,0.87294245,0.72177,0.860885,0.7985337,0.89926684,0.76754266,0.8837713,0.7767831,0.88839155
98256,0.6243542,0.81217706,0.6107769,0.80538845,0.5763668,0.7881834,0.6567515,0.82837576,0.5965775,0.79828876,0.6529597,0.82647985,0.5809897,0.79049486,0.66670376,0.83335185,0.6812556,0.8406278,0.6649331,0.83246654
98257,0.75986516,0.8799326,0.7655144,0.8827572,0.69154966,0.8457748,0.73609984,0.8680499,0.7344264,0.8672132,0.7787112,0.8893556,0.7451062,0.8725531,0.821499,0.9107495,0.80402714,0.90201354,0.78986,0.89493
98258,0.5742212,0.78711057,0.59567505,0.7978375,0.5105237,0.75526184,0.5858642,0.7929321,0.4892764,0.7446382,0.53235817,0.7661791,0.5589293,0.77946466,0.57257724,0.7862886,0.61716783,0.8085839,0.62030727,0.8101536
98259,0.60429037,0.8021452,0.57461154,0.7873058,0.5352652,0.7676326,0.5844636,0.7922318,0.5858555,0.79292774,0.6804285,0.84021425,0.66808987,0.83404493,0.66065943,0.8303297,0.71316683,0.8565834,0.7349031,0.86745155
98260,0.64317226,0.82158613,0.6652621,0.83263105,0.62867236,0.8143362,0.7496171,0.87480855,0.63132894,0.81566447,0.65073514,0.82536757,0.63170296,0.81585145,0.7392179,0.86960894,0.7132648,0.8566324,0.6927938,0.8463969
98261,0.68115157,0.8405758,0.6549348,0.82746744,0.64415264,0.8220763,0.68093574,0.8404679,0.66567534,0.8328377,0.6921277,0.84606385,0.6846303,0.84231514,0.69431806,0.847159,0.7235367,0.86176836,0.70209885,0.8510494
98262,0.6758698,0.8379349,0.6347321,0.81736606,0.6231278,0.8115639,0.6753764,0.8376882,0.6130788,0.8065394,0.70436645,0.8521832,0.62620556,0.8131028,0.7165747,0.85828733,0.73780894,0.8689045,0.74232066,0.8711603
98263,0.642488,0.821244,0.6752121,0.8376061,0.6364623,0.8182311,0.68924344,0.8446217,0.6520721,0.82603604,0.6752354,0.8376177,0.6344168,0.8172084,0.7328661,0.866433,0.7386967,0.86934835,0.72197497,0.8609875
98264,0.6367553,0.8183776,0.6572547,0.82862735,0.5881052,0.7940526,0.6782732,0.8391366,0.5908432,0.7954216,0.6104475,0.80522376,0.5838486,0.7919243,0.6923014,0.8461507,0.67643815,0.83821905,0.63366544,0.8168327
98265,0.66710985,0.8335549,0.62323165,0.8116158,0.5812481,0.790624,0.6041838,0.8020919,0.693869,0.8469345,0.80965924,0.9048296,0.71706796,0.858534,0.7431848,0.8715924,0.7454719,0.872736,0.78752524,0.8937626
98266,0.754714,0.877357,0.69988406,0.849942,0.6502919,0.82514596,0.6994032,0.84970164,0.6942838,0.84714186,0.7759129,0.88795644,0.6987312,0.8493656,0.75347173,0.87673587,0.7599584,0.8799792,0.7523278,0.8761639
98267,0.63695145,0.8184757,0.66154987,0.8307749,0.6029294,0.8014647,0.663207,0.8316035,0.6552267,0.82761335,0.5886669,0.79433346,0.5981368,0.7990684,0.6811365,0.84056824,0.71940476,0.85970235,0.6540005,0.82700026
98268,0.68457484,0.8422874,0.7018799,0.85094,0.64686084,0.8234304,0.6847648,0.84238243,0.6559662,0.82798314,0.6873971,0.84369856,0.6416923,0.82084614,0.73275316,0.8663766,0.69454026,0.84727013,0.71839726,0.85919863
98269,0.6857824,0.8428912,0.64749825,0.8237491,0.6034105,0.80170524,0.6304201,0.81521004,0.6606419,0.83032095,0.73851013,0.86925507,0.6841396,0.8420698,0.7331176,0.8665588,0.71972466,0.8598623,0.7442521,0.87212604
98270,0.65696734,0.8284837,0.6566489,0.82832444,0.57936454,0.78968227,0.6383936,0.8191968,0.6196058,0.8098029,0.6872882,0.84364414,0.67522806,0.83761406,0.71098346,0.85549176,0.7714282,0.8857141,0.7101275,0.85506374
98271,0.50643784,0.7532189,0.5146877,0.7573439,0.41825998,0.70913,0.5238854,0.76194274,0.49062073,0.74531037,0.60127604,0.800638,0.60336316,0.8016816,0.5973267,0.7986634,0.6660496,0.8330248,0.6544649,0.8272325
98272,0.66331756,0.8316588,0.6655797,0.83278984,0.5754108,0.7877054,0.6122634,0.8061317,0.68832636,0.8441632,0.8102657,0.9051329,0.7421626,0.8710813,0.7930217,0.89651084,0.78044343,0.8902217,0.83786345,0.9189317
98273,0.5874828,0.7937414,0.60644984,0.8032249,0.5260129,0.76300645,0.5807761,0.79038805,0.5367538,0.7683769,0.6196884,0.8098442,0.5899927,0.7949964,0.6707605,0.83538026,0.68972707,0.84486353,0.69867957,0.8493398
98274,0.64552176,0.8227609,0.65159917,0.8257996,0.56711054,0.78355527,0.6451675,0.8225838,0.65816474,0.82908237,0.7526125,0.87630624,0.69744736,0.84872365,0.74352723,0.8717636,0.7211752,0.8605876,0.74737936,0.87368965
98275,0.7125493,0.85627466,0.69830954,0.8491548,0.6496738,0.8248369,0.6833337,0.8416668,0.75016004,0.87508,0.7815623,0.89078116,0.7586523,0.87932616,0.79863894,0.89931947,0.78035915,0.8901796,0.79944986,0.89972496
98276,0.6572602,0.8286301,0.6814685,0.84073424,0.6123453,0.8061726,0.62987024,0.8149351,0.68737125,0.8436856,0.71548706,0.8577435,0.7022915,0.85114574,0.748719,0.8743595,0.7577743,0.8788872,0.73624706,0.86812353
98277,0.6594731,0.8297366,0.64550775,0.8227539,0.57255065,0.7862753,0.6563005,0.8281503,0.6051339,0.80256695,0.7046378,0.8523189,0.659596,0.829798,0.7291167,0.86455834,0.74844307,0.87422156,0.7081424,0.8540712
98278,0.71102023,0.8555101,0.6883932,0.84419656,0.64348596,0.821743,0.67417073,0.83708537,0.7313312,0.8656656,0.8341433,0.91707164,0.7655201,0.88276005,0.79904044,0.8995202,0.79979837,0.8998992,0.8250091,0.91250455
98279,0.7574023,0.87870115,0.6953596,0.8476798,0.65933996,0.82966995,0.7004926,0.8502463,0.7559812,0.8779906,0.8464079,0.92320395,0.7498088,0.8749044,0.8326862,0.9163431,0.8026751,0.90133756,0.8375673,0.91878366
98280,0.61009836,0.8050492,0.5799454,0.78997266,0.54429877,0.7721494,0.6424484,0.8212242,0.55265796,0.776329,0.6351923,0.81759614,0.5926167,0.79630834,0.6286913,0.81434566,0.672999,0.8364995,0.644284,0.822142
98281,0.66391176,0.8319559,0.64824206,0.824121,0.55001545,0.7750077,0.6208918,0.8104459,0.6491172,0.8245586,0.7295406,0.8647703,0.7361214,0.8680607,0.73379934,0.86689967,0.75106335,0.8755317,0.7773,0.88865
98282,0.6145462,0.8072731,0.67269325,0.8363466,0.5632823,0.7816411,0.63498545,0.8174927,0.59876573,0.79938287,0.66764283,0.8338214,0.6531943,0.82659715,0.69990647,0.84995323,0.7136643,0.85683215,0.7113564,0.8556782
98283,0.67969704,0.8398485,0.61870575,0.8093529,0.576377,0.78818846,0.61571205,0.807856,0.6749518,0.8374759,0.72130466,0.8606523,0.6954776,0.8477388,0.702979,0.85148954,0.70636487,0.85318244,0.7195438,0.8597719
98284,0.48461536,0.74230766,0.5284047,0.76420236,0.43410736,0.71705365,0.4747528,0.7373764,0.52734935,0.7636747,0.58553004,0.792765,0.6396168,0.81980836,0.62735224,0.8136761,0.6598264,0.8299132,0.6655325,0.8327663
98285,0.5946786,0.7973393,0.577677,0.7888385,0.5014871,0.7507435,0.5831969,0.79159844,0.6045935,0.80229676,0.6564212,0.8282106,0.6523769,0.82618845,0.65992284,0.8299614,0.706958,0.853479,0.6737348,0.8368674
98286,0.6068708,0.8034354,0.63115084,0.8155754,0.56351936,0.7817597,0.60326064,0.8016303,0.6184815,0.80924076,0.63983464,0.8199173,0.6280335,0.81401676,0.7209054,0.8604527,0.6841319,0.84206593,0.6539614,0.8269807
98287,0.652645,0.8263225,0.6401622,0.8200811,0.59449196,0.797246,0.6354695,0.8177347,0.6333283,0.81666416,0.7041782,0.8520891,0.6670013,0.8335006,0.73886347,0.86943173,0.71311057,0.8565553,0.71446735,0.85723364
98288,0.61183274,0.80591637,0.6959163,0.84795815,0.6067426,0.8033713,0.62166286,0.8108314,0.6191364,0.80956817,0.5339668,0.7669834,0.6064481,0.8032241,0.65690684,0.8284534,0.65160453,0.82580227,0.6015044,0.80075216
98289,0.63315135,0.81657565,0.6362798,0.8181399,0.5636444,0.7818222,0.62895954,0.81447977,0.6382293,0.8191147,0.70164204,0.850821,0.68761086,0.84380543,0.690587,0.8452935,0.7190168,0.8595084,0.7384633,0.86923164
98290,0.49589336,0.7479467,0.51747763,0.7587388,0.49183702,0.7459185,0.44097593,0.72048795,0.54144424,0.77072215,0.6172303,0.80861515,0.65320134,0.8266007,0.5905083,0.7952541,0.63100266,0.81550133,0.67413545,0.8370677
98291,0.6935644,0.8467822,0.6600537,0.83002687,0.6140326,0.8070163,0.62706673,0.81353337,0.67819726,0.83909863,0.79931986,0.89965993,0.72439957,0.8621998,0.7740432,0.8870216,0.79161614,0.8958081,0.8142755,0.90713775
98292,0.58550096,0.7927505,0.6218284,0.81091416,0.5238149,0.76190746,0.6130221,0.80651104,0.61773944,0.8088697,0.6639049,0.83195245,0.6539198,0.8269599,0.68434644,0.8421732,0.7170342,0.8585171,0.71465707,0.85732853
98293,0.61765134,0.8088257,0.6087289,0.80436444,0.5287097,0.7643548,0.59463966,0.7973198,0.6048416,0.8024208,0.7137189,0.85685945,0.68465394,0.842327,0.7110571,0.8555286,0.7234075,0.86170375,0.73938286,0.86969143
98294,0.6657116,0.8328558,0.6420531,0.82102656,0.60767925,0.8038396,0.6794096,0.8397048,0.6779417,0.83897084,0.6927483,0.84637415,0.6707038,0.83535194,0.7208928,0.8604464,0.72541875,0.8627094,0.69616383,0.84808195
98295,0.5543387,0.77716935,0.5623165,0.7811582,0.49873215,0.74936604,0.54881763,0.7744088,0.5768282,0.7884141,0.6826799,0.84133995,0.6481964,0.8240982,0.6764959,0.83824795,0.7177379,0.85886896,0.7318748,0.8659374
98296,0.6199348,0.8099674,0.62510765,0.8125538,0.57227314,0.78613657,0.6031351,0.80156755,0.6086925,0.80434626,0.6467587,0.82337934,0.63704133,0.81852067,0.71341467,0.85670733,0.67941254,0.8397063,0.68073606,0.84036803
98297,0.6446057,0.8223028,0.63831437,0.8191572,0.56876326,0.7843816,0.6554813,0.82774067,0.5999124,0.7999562,0.65774953,0.82887477,0.6435323,0.82176614,0.69636977,0.8481849,0.72047544,0.8602377,0.70510936,0.8525547
98298,0.57619417,0.7880971,0.56098366,0.7804918,0.50834805,0.754174,0.5950304,0.7975152,0.5658972,0.7829486,0.64907396,0.824537,0.6279449,0.8139725,0.64143455,0.8207173,0.67477024,0.8373851,0.67603457,0.8380173
98299,0.66713893,0.83356947,0.7083266,0.8541633,0.62946796,0.814734,0.6578364,0.8289182,0.7054951,0.85274756,0.7390989,0.86954945,0.7150787,0.85753936,0.78330773,0.8916539,0.70599794,0.852999,0.7450948,0.8725474
98300,0.5427141,0.77135706,0.58690274,0.79345137,0.52398074,0.76199037,0.52452147,0.76226074,0.5850252,0.7925126,0.6091479,0.80457395,0.64529204,0.822646,0.6674011,0.83370054,0.6435975,0.82179874,0.6466567,0.8233284
98301,0.61154985,0.8057749,0.58696645,0.79348326,0.5439563,0.77197814,0.5464339,0.77321696,0.6647669,0.83238345,0.77684414,0.8884221,0.74670744,0.8733537,0.7263326,0.86316633,0.73835504,0.8691775,0.77279115,0.8863956
98302,0.7139994,0.8569997,0.67460585,0.8373029,0.6340581,0.81702906,0.6827657,0.84138286,0.7059368,0.8529684,0.7767238,0.88836193,0.71481246,0.85740626,0.7695651,0.88478255,0.7651477,0.88257384,0.8062085,0.90310425
98303,0.6382563,0.81912816,0.60350204,0.801751,0.54723656,0.7736183,0.5719774,0.7859887,0.670747,0.8353735,0.785954,0.892977,0.71661323,0.85830665,0.71118665,0.8555933,0.7392422,0.8696211,0.7834537,0.89172685
98304,0.70139194,0.85069597,0.6716316,0.8358158,0.61728984,0.8086449,0.6341266,0.81706333,0.6534511,0.82672554,0.73173624,0.8658681,0.6782957,0.8391478,0.7287801,0.86439,0.7441974,0.8720987,0.7289932,0.8644966
98305,0.7502711,0.87513554,0.7135767,0.85678834,0.66121507,0.83060753,0.67995805,0.83997905,0.7218579,0.86092895,0.8201605,0.91008025,0.7584845,0.87924224,0.7968755,0.89843774,0.78498936,0.8924947,0.81781745,0.9089087
98306,0.56007105,0.7800355,0.5323186,0.7661593,0.48786908,0.7439345,0.52844614,0.7642231,0.53422797,0.767114,0.6453006,0.8226503,0.57842684,0.7892134,0.6414226,0.8207113,0.6361953,0.81809765,0.67518544,0.8375927
98307,0.63700545,0.8185027,0.6611407,0.83057034,0.61002123,0.8050106,0.6646702,0.8323351,0.63020045,0.8151002,0.6782773,0.8391386,0.6517781,0.82588905,0.7471467,0.87357336,0.7377324,0.8688662,0.72434586,0.86217296
98308,0.6227788,0.8113894,0.6484908,0.8242454,0.53279644,0.7663982,0.6240458,0.8120229,0.6130413,0.80652064,0.6741864,0.83709323,0.7036952,0.8518476,0.69264793,0.84632397,0.7263293,0.86316466,0.73378086,0.86689043
98309,0.65798706,0.82899356,0.6410172,0.8205086,0.5791517,0.7895758,0.62922645,0.8146132,0.65968,0.82984,0.73546886,0.86773443,0.6962161,0.84810805,0.76782066,0.8839103,0.77974087,0.8898704,0.7561858,0.8780929
98310,0.70807743,0.8540387,0.6724402,0.8362201,0.67577684,0.8378884,0.6439438,0.8219719,0.6441995,0.82209975,0.6932788,0.8466394,0.655169,0.8275845,0.7262789,0.86313945,0.6660888,0.8330444,0.7036648,0.8518324
98311,0.66520506,0.8326025,0.64550877,0.8227544,0.58214056,0.7910703,0.6131629,0.80658144,0.66020167,0.83010083,0.71882117,0.8594106,0.71152455,0.85576224,0.6924151,0.84620756,0.7506615,0.87533075,0.7622389,0.8811195
98312,0.63003093,0.81501544,0.7004311,0.85021555,0.589511,0.79475546,0.6710627,0.83553135,0.66938114,0.8346906,0.6429037,0.82145184,0.695577,0.8477885,0.7514865,0.87574327,0.68053013,0.84026504,0.69297004,0.846485
98313,0.6574253,0.82871264,0.65395343,0.8269767,0.61007637,0.8050382,0.63422906,0.81711453,0.64919937,0.8245997,0.7866816,0.8933408,0.6883706,0.8441853,0.776374,0.888187,0.7539454,0.8769727,0.8023237,0.90116185
98314,0.7276284,0.86381423,0.70012736,0.8500637,0.6519867,0.82599336,0.70868194,0.854341,0.7040177,0.8520088,0.7627765,0.88138825,0.6695546,0.8347773,0.7835479,0.89177394,0.7470803,0.87354016,0.7507189,0.8753594
98315,0.60991514,0.80495757,0.63824546,0.81912273,0.5632565,0.78162825,0.6213317,0.81066585,0.621229,0.81061447,0.70678365,0.8533918,0.67117906,0.8355895,0.6918354,0.8459177,0.7341291,0.86706454,0.73358583,0.8667929
98316,0.74801075,0.8740054,0.71344423,0.8567221,0.68145835,0.8407292,0.6757749,0.8378874,0.7405349,0.87026745,0.84614396,0.923072,0.735544,0.867772,0.8107047,0.90535235,0.78684354,0.89342177,0.8212328,0.9106164
98317,0.48165536,0.7408277,0.49921566,0.7496078,0.43559,0.717795,0.4524626,0.72623134,0.5299417,0.76497084,0.6030588,0.8015294,0.6334646,0.8167323,0.5508802,0.7754401,0.5962485,0.79812425,0.6191415,0.8095708
98318,0.658244,0.829122,0.6404902,0.8202451,0.584785,0.7923925,0.6571449,0.82857245,0.64424264,0.8221213,0.6909395,0.8454697,0.6777376,0.8388688,0.70384496,0.8519225,0.705564,0.852782,0.7192999,0.85964996
98319,0.6641127,0.83205634,0.67533326,0.83766663,0.62050164,0.8102508,0.71055114,0.8552756,0.6280631,0.81403154,0.6801604,0.8400802,0.66935384,0.8346769,0.7105798,0.85528994,0.7377372,0.8688686,0.708675,0.8543375
98320,0.6457702,0.8228851,0.6475625,0.82378125,0.64047736,0.8202387,0.60377955,0.8018898,0.6663538,0.8331769,0.76445997,0.88223,0.6778894,0.8389447,0.7712156,0.88560784,0.7578701,0.87893504,0.7849091,0.89245456
98321,0.7228211,0.86141056,0.64189494,0.82094747,0.64456636,0.82228315,0.6654459,0.83272296,0.66576326,0.8328816,0.7766944,0.8883472,0.67997414,0.83998704,0.722354,0.86117697,0.75360286,0.87680143,0.75809145,0.8790457
98322,0.61449206,0.807246,0.6459478,0.8229739,0.5293721,0.76468605,0.60302985,0.8015149,0.6555223,0.8277612,0.73726916,0.8686346,0.70742726,0.85371363,0.7771111,0.8885555,0.73574966,0.86787486,0.75928575,0.87964284
98323,0.6146147,0.80730736,0.5968754,0.7984377,0.51957154,0.7597858,0.55765676,0.7788284,0.62213826,0.81106913,0.7014553,0.8507277,0.6788163,0.83940816,0.6923526,0.84617627,0.68471116,0.8423556,0.70661056,0.8533053
98324,0.6790904,0.8395452,0.68690836,0.8434542,0.63146675,0.8157334,0.6831368,0.8415684,0.6937269,0.84686345,0.76645374,0.8832269,0.725833,0.86291647,0.77972496,0.8898625,0.78199756,0.8909988,0.77930975,0.8896549
98325,0.70903957,0.8545198,0.6937923,0.8468962,0.6612923,0.83064616,0.6816324,0.8408162,0.73371434,0.8668572,0.8038708,0.9019354,0.7693573,0.88467866,0.82520807,0.91260403,0.80350626,0.9017531,0.81507397,0.907537
98326,0.6103004,0.8051502,0.6361121,0.81805605,0.53801155,0.7690058,0.6025133,0.80125666,0.5705565,0.78527826,0.65107274,0.8255364,0.60909235,0.8045462,0.71305645,0.8565282,0.7231462,0.8615731,0.69236386,0.8461819
98327,0.5729675,0.78648376,0.5948313,0.7974156,0.5143511,0.75717556,0.5556698,0.7778349,0.5714426,0.7857213,0.674657,0.8373285,0.6588428,0.8294214,0.6712781,0.83563906,0.7434703,0.87173516,0.75129974,0.87564987
98328,0.6683624,0.8341812,0.6206956,0.8103478,0.5840565,0.79202825,0.6649991,0.83249956,0.6695474,0.83477366,0.7417315,0.87086576,0.70544696,0.8527235,0.73779196,0.868896,0.7490281,0.87451404,0.75420576,0.87710285
98329,0.5802419,0.79012096,0.5721765,0.7860882,0.5085315,0.7542658,0.6081432,0.8040716,0.54768723,0.77384365,0.6187446,0.8093723,0.607416,0.80370796,0.66361773,0.83180887,0.6869444,0.84347224,0.672992,0.836496
98330,0.55792665,0.7789633,0.5916389,0.79581946,0.5065816,0.7532908,0.57678425,0.7883921,0.5489049,0.77445245,0.5853257,0.79266286,0.60577285,0.8028864,0.6681633,0.83408165,0.6485331,0.82426655,0.64058733,0.82029366
98331,0.61684483,0.80842245,0.5658159,0.78290796,0.57214653,0.78607327,0.6271402,0.81357014,0.56229174,0.7811459,0.6702951,0.83514756,0.550401,0.7752005,0.64394426,0.82197213,0.7003232,0.8501616,0.64983284,0.8249164
98332,0.57009137,0.7850457,0.58984923,0.7949246,0.54736996,0.773685,0.59166896,0.7958345,0.5724535,0.78622675,0.646818,0.82340896,0.67268836,0.8363442,0.7100182,0.8550091,0.7024717,0.85123587,0.70500016,0.8525001
98333,0.5589422,0.7794711,0.5589393,0.7794696,0.5142665,0.75713325,0.5584635,0.7792318,0.5442303,0.7721151,0.6413031,0.82065153,0.65487087,0.82743543,0.6074753,0.80373764,0.69218403,0.846092,0.69563174,0.8478159
98334,0.5799223,0.78996116,0.60273075,0.8013654,0.61675525,0.8083776,0.5404787,0.77023935,0.5361514,0.7680757,0.56823814,0.78411907,0.48652202,0.743261,0.58730674,0.79365337,0.59946275,0.7997314,0.566323,0.7831615
98335,0.69468343,0.8473417,0.7280313,0.86401564,0.6569289,0.82846445,0.71901524,0.8595076,0.6940017,0.84700084,0.736801,0.8684005,0.7035227,0.85176134,0.80089706,0.90044856,0.77377784,0.8868889,0.75370014,0.87685007
98336,0.5907896,0.7953948,0.60169965,0.8008498,0.5967338,0.7983669,0.60590494,0.80295247,0.58439445,0.7921972,0.61573213,0.8078661,0.5332122,0.7666061,0.6607582,0.8303791,0.6377958,0.8188979,0.5811917,0.7905959
98337,0.5170823,0.7585411,0.52434033,0.7621702,0.44850966,0.72425485,0.53471166,0.7673558,0.5383951,0.7691976,0.56234527,0.78117263,0.5874376,0.7937188,0.56645954,0.78322977,0.59403056,0.7970153,0.5935808,0.79679036
98338,0.5434773,0.77173865,0.60715026,0.80357516,0.5152595,0.75762975,0.5655952,0.7827976,0.530663,0.7653315,0.47964805,0.73982406,0.5079758,0.7539879,0.5790603,0.78953016,0.5934094,0.7967047,0.5563912,0.7781956
98339,0.5082094,0.75410473,0.5410176,0.77050877,0.4727705,0.7363852,0.5043956,0.7521978,0.53747964,0.7687398,0.64245206,0.821226,0.6256373,0.81281865,0.66337335,0.8316867,0.6456182,0.8228091,0.6902813,0.84514064
98340,0.6706333,0.83531666,0.62177587,0.81088793,0.5585809,0.77929044,0.60268784,0.8013439,0.65676475,0.8283824,0.79241496,0.89620745,0.73630965,0.8681548,0.7171836,0.8585918,0.7550745,0.87753725,0.78743696,0.8937185
98341,0.67125875,0.83562934,0.6714638,0.83573186,0.61211646,0.8060582,0.65104043,0.8255202,0.6686826,0.8343413,0.76581824,0.8829091,0.7369231,0.86846155,0.76815367,0.88407683,0.7467562,0.8733781,0.79497516,0.8974876
98342,0.66904885,0.8345244,0.6052035,0.80260175,0.5729887,0.7864944,0.6090218,0.8045109,0.64033294,0.82016647,0.7225332,0.8612666,0.68323183,0.8416159,0.7169663,0.85848314,0.7202383,0.86011916,0.7370192,0.8685096
98343,0.5613658,0.7806829,0.5469959,0.77349794,0.50853074,0.75426537,0.5525087,0.77625436,0.5482781,0.77413905,0.64257157,0.8212858,0.577847,0.7889235,0.6468072,0.8234036,0.6854257,0.8427129,0.6992658,0.84963286
98344,0.6395972,0.8197986,0.6446884,0.8223442,0.5656055,0.78280276,0.6282232,0.8141116,0.62613153,0.81306577,0.7192211,0.85961056,0.673454,0.836727,0.71049213,0.85524607,0.72690356,0.8634518,0.74530727,0.8726536
98345,0.6133561,0.80667806,0.6241157,0.81205785,0.5969721,0.79848605,0.5718521,0.78592604,0.5999605,0.7999803,0.6622697,0.83113486,0.5868628,0.7934314,0.64347285,0.82173645,0.651276,0.825638,0.6704272,0.8352136
