,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_google_ux_Score
57400,0.7683997,0.88419986,0.70044,0.85021996,0.64748096,0.8237405,0.63999265,0.81999636,0.7586316,0.8793158,0.83653677,0.9182684,0.7700205,0.88501024,0.8048445,0.90242225,0.7098,0.8549,0.8083447,0.90417236
62042,0.7357678,0.8678839,0.6606076,0.8303038,0.6430516,0.8215258,0.61003757,0.8050188,0.6937382,0.8468691,0.74205804,0.871029,0.6604055,0.83020276,0.68438816,0.8421941,0.6832391,0.84161955,0.689625,0.8448125
63086,0.6072118,0.8036059,0.6144172,0.8072086,0.5429144,0.7714572,0.5593871,0.77969354,0.63721144,0.8186057,0.73765606,0.86882806,0.7047943,0.85239714,0.71628946,0.85814476,0.72557205,0.86278605,0.768119,0.8840595
63087,0.7073468,0.8536734,0.65467334,0.82733667,0.59777284,0.7988864,0.6027756,0.8013878,0.7097609,0.85488045,0.80379426,0.90189713,0.76056933,0.88028467,0.7205947,0.8602973,0.7546562,0.8773281,0.81088805,0.905444
83710,0.75331956,0.87665975,0.715286,0.857643,0.6437694,0.8218847,0.67361176,0.8368059,0.7486627,0.87433136,0.79658127,0.89829063,0.69359595,0.84679794,0.79643774,0.89821887,0.7385255,0.86926275,0.7805188,0.8902594
83711,0.54953516,0.7747676,0.58123744,0.7906187,0.54353106,0.77176553,0.5040846,0.7520423,0.51094484,0.7554724,0.4646846,0.7323423,0.4497137,0.72485685,0.56411016,0.7820551,0.51750076,0.7587504,0.47897303,0.7394865
86666,0.6482061,0.82410306,0.66680855,0.8334043,0.5842564,0.7921282,0.61030704,0.8051535,0.6528251,0.82641256,0.74259144,0.8712957,0.7051914,0.8525957,0.80042005,0.90021,0.7711784,0.88558924,0.7845595,0.89227974
87779,0.59952694,0.79976344,0.63091177,0.8154559,0.55073714,0.7753686,0.6007571,0.80037856,0.56420326,0.78210163,0.52142644,0.7607132,0.5617454,0.7808727,0.60648215,0.8032411,0.58885664,0.79442835,0.5406933,0.77034664
97622,0.73749256,0.8687463,0.66568446,0.83284223,0.6540176,0.82700884,0.5763235,0.78816175,0.7369833,0.86849165,0.8870396,0.94351983,0.7343433,0.86717165,0.81002176,0.9050109,0.7393286,0.8696643,0.81031984,0.90515995
98134,0.6146381,0.80731905,0.62205124,0.8110256,0.57439244,0.7871962,0.53218734,0.7660937,0.6373926,0.81869626,0.7062137,0.85310686,0.7206342,0.8603171,0.6999935,0.84999675,0.6969745,0.84848726,0.7402156,0.87010777
98135,0.70429456,0.8521473,0.6922,0.8461,0.64148694,0.82074344,0.6461519,0.82307595,0.72832024,0.8641601,0.83020437,0.9151022,0.75481355,0.8774068,0.8106691,0.9053346,0.76117885,0.8805894,0.8103005,0.9051503
98136,0.72546494,0.86273247,0.6751637,0.8375819,0.6069394,0.80346966,0.6475682,0.8237841,0.7307682,0.8653841,0.81223416,0.9061171,0.70995235,0.8549762,0.7930452,0.89652264,0.7479,0.87395,0.78132606,0.890663
98137,0.7060556,0.8530278,0.7097106,0.8548553,0.5900241,0.79501206,0.65147215,0.82573605,0.72804856,0.8640243,0.750172,0.875086,0.74854255,0.8742713,0.77256274,0.8862814,0.757838,0.878919,0.7606895,0.88034475
98138,0.5972731,0.79863656,0.5609863,0.78049314,0.51856434,0.7592822,0.57813615,0.7890681,0.6103673,0.80518365,0.7101182,0.8550591,0.6855035,0.84275174,0.6769608,0.8384804,0.70562947,0.85281473,0.7404778,0.8702389
98171,0.66135645,0.8306782,0.62312984,0.8115649,0.5727565,0.78637826,0.5984975,0.79924875,0.69477046,0.8473852,0.7520204,0.8760102,0.7163673,0.8581836,0.74521446,0.87260723,0.7292583,0.86462915,0.7527523,0.87637615
98172,0.5837194,0.7918597,0.59414005,0.79707,0.5091766,0.7545883,0.53951705,0.7697585,0.6694566,0.8347283,0.73622453,0.86811227,0.74592936,0.8729647,0.71118647,0.8555932,0.6822875,0.8411437,0.74343175,0.8717159
98173,0.7016239,0.85081196,0.7467263,0.87336314,0.641009,0.8205045,0.6793963,0.83969814,0.71142566,0.85571283,0.7437078,0.8718539,0.7275897,0.86379486,0.77977026,0.8898851,0.8000369,0.90001845,0.78009415,0.8900471
98245,0.6745424,0.8372712,0.67384857,0.8369243,0.60351264,0.8017563,0.64351106,0.8217555,0.7021806,0.8510903,0.78116655,0.8905833,0.7282114,0.8641057,0.7752824,0.8876412,0.74865997,0.87433,0.76642114,0.88321054
98250,0.63288,0.81644,0.69913834,0.8495692,0.59487486,0.7974374,0.66602784,0.8330139,0.59398633,0.79699314,0.55808926,0.7790446,0.57399184,0.7869959,0.6668792,0.8334396,0.62604,0.81302,0.58499515,0.7924976
98251,0.591209,0.79560447,0.5580975,0.77904874,0.48616788,0.74308395,0.5633562,0.7816781,0.563519,0.7817595,0.60207784,0.8010389,0.58978045,0.7948902,0.5887189,0.79435945,0.64937824,0.82468915,0.5890844,0.7945422
98252,0.43261796,0.71630895,0.41037175,0.7051859,0.37967616,0.68983805,0.57303977,0.7865199,0.41070974,0.70535487,0.35578978,0.6778949,0.37484035,0.6874202,0.3882476,0.6941238,0.44197387,0.72098696,0.35705414,0.67852706
98253,0.68724704,0.8436235,0.6613606,0.8306803,0.57844675,0.7892234,0.6305332,0.8152666,0.66444844,0.83222425,0.68743557,0.8437178,0.63945913,0.81972957,0.71045893,0.8552295,0.7114643,0.85573214,0.6874712,0.8437356
98254,0.6467438,0.8233719,0.647826,0.823913,0.5788369,0.78941846,0.63247097,0.8162355,0.6959724,0.8479862,0.79150605,0.895753,0.7385476,0.8692738,0.7613745,0.88068724,0.7794091,0.8897046,0.8082913,0.90414566
98255,0.745134,0.872567,0.72518206,0.862591,0.67674184,0.8383709,0.72065204,0.86032605,0.74053943,0.8702697,0.7538671,0.8769336,0.6763052,0.8381526,0.8035095,0.90175474,0.73116136,0.8655807,0.75069284,0.8753464
98256,0.65334,0.82667,0.6068181,0.80340904,0.57084745,0.78542376,0.6766347,0.8383174,0.63074976,0.81537485,0.7039411,0.85197055,0.6072929,0.80364645,0.6968247,0.8484124,0.69187665,0.8459383,0.6705059,0.83525294
98257,0.723371,0.8616855,0.7402835,0.87014174,0.67974645,0.8398732,0.7388732,0.8694366,0.70354944,0.8517747,0.72189224,0.8609461,0.66058505,0.8302925,0.79570353,0.89785177,0.7707565,0.88537824,0.7384743,0.8692372
98258,0.6825507,0.84127533,0.6526747,0.82633734,0.58716726,0.79358363,0.60493517,0.8024676,0.6379789,0.81898946,0.7267587,0.86337936,0.69491464,0.8474573,0.66919136,0.8345957,0.70333457,0.8516673,0.72819567,0.86409783
98259,0.63921833,0.81960917,0.6073282,0.8036641,0.58357,0.791785,0.6062004,0.8031002,0.64545083,0.8227254,0.71653557,0.8582678,0.707626,0.853813,0.6884569,0.84422845,0.74110615,0.8705531,0.74427724,0.8721386
98260,0.64301586,0.82150793,0.6157751,0.80788755,0.62019753,0.81009877,0.70132387,0.85066193,0.62209433,0.8110472,0.69482446,0.8474122,0.62039757,0.8101988,0.7107573,0.8553786,0.68726194,0.84363097,0.7045761,0.852288
98261,0.63524735,0.8176237,0.6307862,0.8153931,0.60417956,0.8020898,0.60002756,0.8000138,0.64908314,0.82454157,0.7316227,0.86581135,0.7168836,0.8584418,0.714311,0.8571555,0.74251616,0.8712581,0.75745213,0.87872607
98262,0.68728006,0.84364,0.6466582,0.8233291,0.5801244,0.7900622,0.664284,0.832142,0.68737066,0.8436853,0.7698821,0.88494104,0.68677014,0.8433851,0.7511362,0.8755681,0.7102063,0.85510314,0.75340146,0.87670076
98263,0.6157344,0.80786717,0.6682526,0.8341263,0.6117238,0.8058619,0.6504047,0.82520235,0.66919684,0.8345984,0.7125902,0.8562951,0.6828578,0.8414289,0.7413865,0.8706932,0.7367853,0.86839265,0.7468046,0.8734023
98264,0.70161265,0.85080636,0.6681149,0.83405745,0.58842087,0.79421043,0.7195161,0.859758,0.6449615,0.82248074,0.6991033,0.8495517,0.63961387,0.81980693,0.75087386,0.8754369,0.70076656,0.8503833,0.69771326,0.8488566
98265,0.77730834,0.8886542,0.70678777,0.8533939,0.6717454,0.8358727,0.6707065,0.83535326,0.7652345,0.88261724,0.86386776,0.9319339,0.7586957,0.87934786,0.814362,0.907181,0.8029704,0.9014852,0.8306267,0.91531336
98266,0.7520138,0.8760069,0.67601275,0.8380064,0.6198133,0.80990666,0.69626784,0.8481339,0.69539464,0.8476973,0.7687216,0.8843608,0.681309,0.8406545,0.7429756,0.8714878,0.7514256,0.8757128,0.753348,0.876674
98267,0.69950646,0.84975326,0.70141613,0.85070807,0.64946556,0.8247328,0.69381666,0.84690833,0.69780016,0.8489001,0.6923979,0.8461989,0.65843886,0.82921946,0.7591772,0.8795886,0.7807078,0.8903539,0.73714525,0.8685726
98268,0.7144613,0.85723066,0.697628,0.848814,0.6725757,0.83628786,0.6512327,0.82561636,0.6582918,0.8291459,0.7033863,0.85169315,0.61035573,0.80517787,0.74140525,0.8707026,0.6915058,0.8457529,0.71471196,0.85735595
98269,0.7073681,0.85368407,0.6478826,0.8239413,0.592309,0.7961545,0.62607753,0.81303877,0.70242,0.85121,0.81049895,0.9052495,0.6936112,0.8468056,0.77292454,0.8864623,0.75312436,0.8765622,0.7918403,0.89592016
98270,0.66432935,0.83216465,0.6400913,0.82004565,0.55413586,0.7770679,0.6473125,0.82365626,0.6375101,0.81875503,0.73356366,0.86678183,0.6633854,0.8316927,0.7264085,0.86320424,0.7341065,0.8670533,0.71726274,0.8586314
98271,0.6508509,0.82542545,0.6142286,0.8071143,0.5261045,0.7630522,0.56847054,0.78423524,0.6489354,0.82446766,0.78979564,0.8948978,0.7385125,0.86925626,0.7129561,0.85647804,0.75862753,0.87931377,0.8080189,0.90400946
98272,0.6638497,0.83192486,0.6519674,0.8259837,0.59287846,0.79643923,0.6123982,0.8061991,0.7075453,0.85377264,0.8368046,0.9184023,0.74075806,0.87037903,0.81002635,0.9050132,0.7765102,0.8882551,0.8439832,0.9219916
98273,0.60869396,0.804347,0.6696631,0.83483154,0.5658193,0.78290963,0.6349931,0.81749654,0.596889,0.7984445,0.608299,0.8041495,0.6371988,0.8185994,0.71387315,0.8569366,0.71019995,0.8551,0.6887907,0.84439534
98274,0.7303972,0.8651986,0.70134425,0.8506721,0.6353088,0.8176544,0.6984064,0.8492032,0.72824967,0.86412483,0.84064114,0.9203206,0.7476182,0.8738091,0.8062098,0.9031049,0.7872669,0.8936335,0.83809906,0.9190495
98275,0.692299,0.8461495,0.6388036,0.8194018,0.62262744,0.81131375,0.656086,0.828043,0.70880806,0.85440403,0.8172144,0.90860724,0.7398451,0.8699225,0.7996993,0.89984965,0.78467107,0.89233553,0.8207952,0.9103976
98276,0.7074229,0.8537115,0.67997694,0.83998847,0.595441,0.7977205,0.6445623,0.8222811,0.7330681,0.86653405,0.8045263,0.90226316,0.7608037,0.88040185,0.7744878,0.88724387,0.78975624,0.89487815,0.82205147,0.91102576
98277,0.708326,0.854163,0.6606041,0.83030206,0.61694676,0.80847335,0.6642344,0.8321172,0.6817096,0.84085476,0.79589844,0.8979492,0.7381416,0.86907077,0.7961259,0.89806294,0.8148935,0.90744674,0.80989933,0.90494967
98278,0.7777887,0.8888943,0.7160074,0.85800374,0.6752046,0.83760226,0.6928477,0.84642386,0.7606641,0.88033205,0.8691984,0.93459916,0.7540833,0.87704164,0.82792133,0.9139607,0.7846501,0.89232504,0.8269446,0.9134723
98279,0.7281436,0.8640718,0.69429195,0.847146,0.6222953,0.8111477,0.6704288,0.8352144,0.74413407,0.87206703,0.82593167,0.91296583,0.76063675,0.8803184,0.807997,0.9039985,0.764501,0.8822505,0.8209451,0.9104725
98280,0.703266,0.851633,0.67157406,0.83578706,0.63268375,0.8163419,0.6956762,0.8478381,0.67161095,0.8358055,0.7657466,0.8828733,0.7118992,0.85594964,0.7547667,0.87738335,0.7763586,0.8881793,0.78310597,0.891553
98281,0.66149265,0.8307463,0.60400593,0.80200297,0.5348935,0.76744676,0.6089593,0.80447966,0.6813377,0.84066886,0.7919433,0.89597166,0.7481582,0.8740791,0.74259526,0.8712976,0.7546226,0.8773113,0.77959764,0.8897988
98282,0.70660007,0.85330003,0.74510854,0.8725543,0.67622614,0.83811307,0.7356056,0.8678028,0.70214677,0.8510734,0.7297931,0.86489654,0.72893965,0.8644698,0.7906796,0.8953398,0.78153014,0.8907651,0.7707685,0.88538426
98283,0.71182704,0.8559135,0.641626,0.820813,0.5907495,0.79537475,0.6308677,0.81543386,0.7167078,0.8583539,0.79190046,0.8959502,0.7276405,0.86382025,0.7534794,0.87673974,0.7244024,0.8622012,0.7834108,0.8917054
98284,0.5268787,0.76343936,0.5462487,0.77312434,0.47026637,0.7351332,0.53811914,0.76905954,0.5641074,0.7820537,0.6538937,0.82694685,0.6530334,0.8265167,0.67952394,0.839762,0.6830958,0.8415479,0.7015356,0.8507678
98285,0.57317257,0.7865863,0.558712,0.779356,0.45564517,0.7278226,0.5640984,0.7820492,0.59281343,0.79640675,0.6691094,0.8345547,0.6386804,0.8193402,0.65198255,0.8259913,0.6914821,0.84574103,0.67129666,0.8356483
98286,0.6471989,0.82359946,0.63901484,0.8195074,0.5826367,0.79131836,0.5761442,0.7880721,0.68590873,0.8429544,0.7682185,0.88410926,0.7190285,0.85951424,0.7717997,0.88589984,0.7563632,0.8781816,0.7643392,0.8821696
98287,0.70047,0.850235,0.65127623,0.8256381,0.60145515,0.8007276,0.6111892,0.80559456,0.70417726,0.85208863,0.83419883,0.9170994,0.7330833,0.8665416,0.809029,0.9045145,0.75915337,0.8795767,0.8152317,0.90761584
98288,0.6421969,0.82109845,0.6526009,0.82630044,0.5751722,0.7875861,0.5649111,0.78245556,0.62038803,0.810194,0.63758445,0.8187922,0.6095863,0.8047931,0.68818957,0.84409475,0.7034439,0.85172194,0.6675517,0.8337759
98289,0.63344926,0.81672466,0.5789671,0.78948355,0.5513317,0.7756659,0.6142777,0.80713886,0.62659365,0.8132968,0.7433227,0.8716613,0.61696297,0.80848145,0.6965729,0.84828645,0.6905657,0.84528285,0.7122413,0.85612065
98290,0.55774033,0.77887017,0.571614,0.785807,0.53178436,0.76589215,0.4837536,0.7418768,0.6221843,0.81109214,0.6867417,0.84337085,0.68384194,0.841921,0.60112774,0.8005639,0.69786465,0.8489323,0.71178925,0.8558946
98291,0.72913617,0.8645681,0.6987524,0.8493762,0.64480644,0.8224032,0.5949209,0.79746044,0.73900425,0.8695021,0.8444857,0.9222429,0.775692,0.887846,0.7759522,0.8879761,0.7618403,0.8809202,0.8243953,0.91219765
98292,0.65357137,0.8267857,0.6401892,0.8200946,0.5609369,0.78046846,0.6112884,0.8056442,0.7010715,0.85053575,0.79768825,0.8988441,0.7335069,0.86675346,0.76932,0.88466,0.74850273,0.87425137,0.77070403,0.885352
98293,0.58594406,0.792972,0.61981297,0.8099065,0.519608,0.759804,0.5930277,0.79651386,0.6160146,0.8080073,0.6922451,0.84612256,0.6844977,0.84224886,0.7031138,0.8515569,0.7320477,0.86602384,0.7198987,0.85994935
98294,0.6190294,0.8095147,0.5926454,0.7963227,0.54097366,0.77048683,0.6054121,0.80270606,0.61879146,0.80939573,0.62811697,0.8140585,0.6091025,0.80455124,0.6538139,0.8269069,0.66963935,0.8348197,0.61458266,0.8072913
98295,0.63408136,0.8170407,0.6057639,0.80288196,0.5599871,0.77999353,0.58538413,0.79269207,0.6420579,0.82102895,0.7847429,0.8923714,0.7086555,0.85432774,0.74100375,0.8705019,0.74865663,0.8743283,0.78541267,0.89270633
98296,0.61693305,0.80846655,0.6014918,0.8007459,0.53418005,0.76709,0.56873286,0.7843664,0.5680092,0.78400457,0.6149713,0.80748564,0.5748273,0.78741366,0.6679239,0.83396196,0.6225202,0.8112601,0.61909616,0.8095481
98297,0.728834,0.86441696,0.71214175,0.8560709,0.64871526,0.8243576,0.6894281,0.84471405,0.7033999,0.85169995,0.79421127,0.89710563,0.7352159,0.86760795,0.80630434,0.90315217,0.791631,0.8958155,0.83006346,0.91503173
98298,0.65503967,0.82751983,0.6104897,0.80524486,0.5446496,0.7723248,0.652056,0.826028,0.6277299,0.81386495,0.7436081,0.87180406,0.6681027,0.8340514,0.7228427,0.86142135,0.7395461,0.86977303,0.7443124,0.8721562
98299,0.7002398,0.8501199,0.7097084,0.8548542,0.6284372,0.81421864,0.616771,0.8083855,0.76061445,0.8803072,0.8320966,0.9160483,0.7701812,0.8850906,0.8083297,0.90416485,0.7495733,0.8747866,0.84019613,0.92009807
98300,0.6341919,0.81709594,0.6334783,0.81673914,0.5605204,0.7802602,0.57066005,0.78533006,0.67341983,0.8367099,0.7723825,0.88619125,0.7447265,0.8723632,0.77542174,0.88771087,0.7463221,0.8731611,0.77023417,0.88511705
98301,0.5988755,0.79943776,0.54461724,0.7723086,0.5163487,0.75817436,0.52070934,0.76035464,0.6412116,0.8206058,0.7368842,0.86844206,0.6916175,0.84580874,0.6965703,0.84828514,0.71188116,0.8559406,0.7274895,0.86374474
98302,0.71761686,0.8588084,0.6490259,0.82451296,0.5916331,0.79581654,0.64786506,0.8239325,0.7236154,0.8618077,0.8340947,0.9170474,0.74586725,0.8729336,0.7905463,0.89527315,0.73255396,0.866277,0.8140589,0.90702945
98303,0.66418064,0.8320903,0.613871,0.8069355,0.5547387,0.7773694,0.5957337,0.7978668,0.6753668,0.83768344,0.8047191,0.90235955,0.7261195,0.86305976,0.72528476,0.8626424,0.74707264,0.87353635,0.81592155,0.9079608
98304,0.78387576,0.89193785,0.74806815,0.87403405,0.6832833,0.84164166,0.6656003,0.83280015,0.76028,0.88014,0.8576367,0.92881835,0.77630985,0.8881549,0.8387218,0.9193609,0.80544055,0.9027203,0.8547413,0.92737067
98305,0.7733884,0.8866942,0.7184813,0.85924065,0.6506337,0.82531685,0.6826968,0.8413484,0.7377645,0.86888224,0.8348217,0.91741085,0.7357297,0.86786485,0.80702734,0.90351367,0.7805573,0.89027864,0.81521577,0.9076079
98306,0.5910623,0.79553115,0.5990263,0.79951316,0.5175843,0.75879216,0.59008485,0.7950424,0.59082896,0.79541445,0.7099228,0.8549614,0.64791703,0.8239585,0.71316683,0.8565834,0.6908992,0.84544957,0.7140479,0.85702395
98307,0.73781013,0.86890507,0.70211124,0.8510556,0.6254762,0.81273806,0.63883173,0.81941587,0.7538632,0.8769316,0.8606903,0.9303452,0.79764086,0.8988204,0.8163743,0.90818715,0.7463659,0.87318295,0.8201513,0.91007566
98308,0.6450715,0.82253575,0.6645809,0.8322904,0.54592776,0.7729639,0.6267803,0.81339014,0.6413286,0.8206643,0.690826,0.84541297,0.71442187,0.85721093,0.7177793,0.85888964,0.7160716,0.8580358,0.7096338,0.8548169
98309,0.74947584,0.8747379,0.6796553,0.83982766,0.6251012,0.8125506,0.62001467,0.81000733,0.7585794,0.8792897,0.84099567,0.92049783,0.77055734,0.8852787,0.8247256,0.9123628,0.79408824,0.8970441,0.84367895,0.9218395
98310,0.7626462,0.8813231,0.7020278,0.8510139,0.6746861,0.83734304,0.6363302,0.81816506,0.7429929,0.87149644,0.83615303,0.9180765,0.7471199,0.87355995,0.78196967,0.89098483,0.69326013,0.8466301,0.7913935,0.89569676
98311,0.6931714,0.8465857,0.6771907,0.8385954,0.6039349,0.80196744,0.6248269,0.81241345,0.7104206,0.8552103,0.7878627,0.8939314,0.74786276,0.8739314,0.7466222,0.8733111,0.76229036,0.8811452,0.7978735,0.89893675
98312,0.6644439,0.832222,0.709786,0.85489297,0.6045656,0.8022828,0.6813754,0.8406877,0.70142007,0.85071003,0.7302389,0.86511946,0.7513261,0.87566304,0.7911299,0.8955649,0.7365467,0.8682734,0.7758548,0.8879274
98313,0.67675316,0.8383766,0.62572956,0.8128648,0.58643097,0.7932155,0.6000664,0.8000332,0.66428435,0.8321422,0.81004983,0.9050249,0.66769826,0.83384913,0.78466046,0.8923302,0.7342875,0.86714375,0.7686839,0.88434196
98314,0.7347504,0.8673752,0.6641904,0.8320952,0.6199626,0.8099813,0.6599899,0.8299949,0.75320005,0.8766,0.85133445,0.9256672,0.7231163,0.86155814,0.8016931,0.90084654,0.7541876,0.8770938,0.8089199,0.90445995
98315,0.63406575,0.8170329,0.6536318,0.8268159,0.57579446,0.7878972,0.63867116,0.8193356,0.637714,0.818857,0.7083013,0.85415065,0.66008866,0.8300443,0.7210095,0.86050475,0.694404,0.847202,0.7072605,0.85363024
98316,0.7831377,0.89156884,0.7337955,0.86689776,0.6871243,0.8435621,0.6606455,0.83032274,0.77557373,0.88778687,0.85987383,0.9299369,0.72930557,0.86465275,0.8299221,0.91496104,0.75669324,0.8783466,0.8078499,0.90392494
98317,0.6276805,0.81384027,0.6349755,0.8174877,0.5566573,0.77832866,0.5560037,0.77800184,0.6817218,0.8408609,0.7639254,0.88196266,0.76987994,0.88493997,0.71333194,0.85666597,0.70549315,0.8527466,0.7534851,0.87674254
98318,0.7597442,0.8798721,0.71352017,0.8567601,0.6517153,0.82585764,0.67688525,0.8384426,0.75949776,0.8797489,0.8350953,0.91754764,0.77659166,0.8882958,0.8111215,0.90556073,0.79586744,0.8979337,0.8348017,0.91740084
98319,0.657713,0.82885647,0.6297256,0.8148628,0.5714526,0.7857263,0.6798767,0.83993834,0.6057694,0.8028847,0.6923771,0.84618855,0.6235748,0.81178737,0.69462717,0.8473136,0.7207757,0.86038786,0.7034073,0.85170364
98320,0.7312268,0.8656134,0.70120436,0.85060215,0.65369785,0.8268489,0.6176621,0.80883104,0.7740005,0.88700026,0.893173,0.9465865,0.7888533,0.89442664,0.8274236,0.9137118,0.7813914,0.8906957,0.8439466,0.9219733
98321,0.75103545,0.8755177,0.68014,0.84007,0.6513796,0.8256898,0.67927754,0.83963877,0.7166258,0.8583129,0.85360277,0.9268014,0.73863715,0.8693186,0.78356504,0.8917825,0.7970633,0.8985317,0.820259,0.9101295
98322,0.7050425,0.85252124,0.68751156,0.8437558,0.59869945,0.7993497,0.61523795,0.807619,0.7397318,0.8698659,0.819281,0.9096405,0.7316351,0.86581755,0.7960899,0.89804494,0.78306186,0.89153093,0.82117337,0.9105867
98323,0.72678584,0.86339295,0.67660105,0.8383005,0.603619,0.8018095,0.5877793,0.79388964,0.74943995,0.87472,0.80828696,0.90414345,0.7539779,0.87698895,0.794587,0.8972935,0.73063886,0.86531943,0.7919788,0.8959894
98324,0.73764706,0.8688235,0.69608,0.84804,0.6374978,0.8187489,0.6443583,0.82217914,0.73177207,0.86588603,0.80956614,0.90478307,0.7322973,0.86614865,0.7855592,0.8927796,0.7650338,0.88251686,0.7958368,0.8979184
98325,0.6710763,0.83553815,0.64593965,0.8229698,0.5942116,0.7971058,0.6255156,0.8127578,0.6995439,0.849772,0.8137269,0.90686345,0.73302996,0.866515,0.8000369,0.90001845,0.779194,0.889597,0.80435526,0.90217763
98326,0.6192237,0.80961186,0.6282246,0.8141123,0.52440727,0.76220363,0.58277,0.791385,0.5990868,0.7995434,0.70119333,0.85059667,0.64298624,0.82149315,0.71894693,0.85947347,0.7362122,0.8681061,0.7120316,0.8560158
98327,0.6433654,0.8216827,0.6649829,0.83249146,0.57514954,0.78757477,0.61475956,0.8073798,0.6240029,0.81200147,0.74136615,0.8706831,0.69065833,0.84532917,0.7184231,0.85921156,0.76243377,0.8812169,0.7703434,0.8851717
98328,0.69667643,0.84833825,0.63897943,0.8194897,0.61903083,0.8095154,0.6867987,0.84339935,0.70274436,0.8513722,0.7614917,0.8807459,0.7062482,0.85312414,0.77150714,0.8857536,0.7662935,0.88314676,0.7739246,0.8869623
98329,0.65754735,0.8287737,0.64649963,0.8232498,0.57240593,0.78620297,0.64964485,0.8248224,0.66632617,0.8331631,0.7120943,0.85604715,0.6906723,0.84533614,0.74820256,0.8741013,0.75055087,0.87527543,0.76296484,0.8814824
98330,0.51557577,0.7577879,0.5767102,0.7883551,0.45331427,0.72665715,0.5426063,0.7713032,0.5322422,0.7661211,0.5572445,0.77862227,0.59556127,0.79778063,0.59598315,0.7979916,0.6345165,0.81725824,0.6013033,0.80065167
98331,0.6258639,0.81293195,0.6263355,0.81316775,0.60717964,0.8035898,0.6550838,0.8275419,0.6174073,0.80870366,0.7019552,0.8509776,0.58689165,0.7934458,0.70244545,0.85122275,0.71513224,0.8575661,0.6744733,0.83723664
98332,0.6549041,0.82745206,0.6650771,0.83253855,0.60263586,0.80131793,0.6294435,0.81472176,0.6731221,0.8365611,0.7776726,0.88883626,0.761117,0.8805585,0.78823817,0.8941191,0.7870619,0.89353096,0.8014158,0.9007079
98333,0.5580821,0.77904105,0.50954616,0.7547731,0.47869962,0.73934984,0.5164197,0.7582098,0.5700467,0.78502333,0.6939497,0.84697485,0.6589705,0.82948524,0.61494887,0.80747443,0.6759819,0.83799094,0.717363,0.8586815
