,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_google_ux_Score
57400,0.79374033,0.89687014,0.6829008,0.8414504,0.65599227,0.82799613,0.6248089,0.81240445,0.78460264,0.8923013,0.847277,0.92363846,0.75338954,0.8766948,0.81852996,0.909265,0.69363827,0.84681916,0.79574865,0.89787436
62042,0.7310007,0.86550033,0.7168554,0.8584277,0.62939787,0.81469893,0.6650524,0.8325262,0.70819765,0.8540988,0.72234195,0.861171,0.70687985,0.8534399,0.7322805,0.86614025,0.71388793,0.85694396,0.7069235,0.85346174
63086,0.4826383,0.7413192,0.50807375,0.7540369,0.45256376,0.7262819,0.47403154,0.7370158,0.53111494,0.76555747,0.6412393,0.82061964,0.6344282,0.81721413,0.5951743,0.79758716,0.6497794,0.82488966,0.6609614,0.8304807
63087,0.69482064,0.8474103,0.6594074,0.8297037,0.60059285,0.8002964,0.64292645,0.8214632,0.73678964,0.86839485,0.780591,0.8902955,0.7810796,0.89053977,0.74248564,0.8712428,0.73909426,0.8695471,0.79748595,0.898743
83710,0.70280886,0.8514044,0.6684445,0.83422226,0.60663915,0.8033196,0.6449201,0.82246006,0.6965143,0.8482572,0.76116574,0.88058287,0.67955464,0.83977735,0.7628154,0.88140774,0.7453884,0.8726942,0.75514334,0.8775717
83711,0.6129936,0.8064968,0.62838984,0.8141949,0.5492094,0.7746047,0.56846875,0.7842344,0.57545316,0.7877266,0.5664276,0.7832138,0.5522902,0.7761451,0.6353783,0.8176892,0.5968238,0.7984119,0.56180346,0.78090173
86666,0.66511244,0.83255625,0.717437,0.8587185,0.60242933,0.8012147,0.6401954,0.8200977,0.68156064,0.8407803,0.76124406,0.880622,0.744926,0.872463,0.8126136,0.9063068,0.7899029,0.89495146,0.79091936,0.89545965
87779,0.60660625,0.8033031,0.6369066,0.8184533,0.55068284,0.7753414,0.59603477,0.7980174,0.5719881,0.78599405,0.56275946,0.7813797,0.5794356,0.7897178,0.60920227,0.80460113,0.6016348,0.8008174,0.573197,0.7865985
97622,0.6760822,0.83804107,0.64925504,0.8246275,0.5864273,0.7932136,0.58150476,0.7907524,0.72062254,0.86031127,0.85375476,0.9268774,0.7558949,0.87794745,0.7865376,0.8932688,0.7729167,0.88645834,0.81950635,0.9097532
98134,0.61831003,0.809155,0.6024947,0.80124736,0.5627036,0.7813518,0.50281817,0.75140905,0.6323832,0.8161916,0.7285055,0.86425275,0.71759695,0.8587985,0.69569933,0.84784967,0.7026861,0.85134304,0.7498578,0.8749289
98135,0.7432886,0.87164426,0.69378203,0.84689105,0.65156555,0.8257828,0.63672876,0.8183644,0.77647936,0.8882397,0.891982,0.94599104,0.78626347,0.89313173,0.8403655,0.92018276,0.7805203,0.89026016,0.86169493,0.93084747
98136,0.65247405,0.826237,0.6118773,0.80593866,0.5506938,0.7753469,0.59440225,0.79720116,0.6494137,0.82470685,0.7486395,0.8743198,0.6701562,0.8350781,0.72502244,0.8625112,0.72201306,0.8610065,0.74332845,0.8716642
98137,0.6512065,0.82560325,0.64922583,0.8246129,0.5413735,0.77068675,0.6250754,0.81253767,0.66550374,0.83275187,0.7322764,0.8661382,0.7259612,0.8629806,0.73783153,0.8689158,0.74899596,0.874498,0.7540829,0.87704146
98138,0.621619,0.8108095,0.5928445,0.79642224,0.5385984,0.7692992,0.5925946,0.7962973,0.6288746,0.81443727,0.72136587,0.86068296,0.70514774,0.8525739,0.7025734,0.8512867,0.71937764,0.8596888,0.7624948,0.8812474
98171,0.6925316,0.8462658,0.6630602,0.8315301,0.57557666,0.78778833,0.59782004,0.79891,0.7345839,0.8672919,0.7679029,0.8839514,0.7350035,0.86750174,0.76144713,0.8807236,0.7435217,0.87176085,0.7688979,0.88444895
98172,0.6026175,0.80130875,0.61849934,0.80924964,0.5223448,0.7611724,0.5357717,0.76788586,0.67528075,0.8376404,0.76090574,0.8804529,0.76702243,0.8835112,0.7222416,0.8611208,0.7234833,0.86174166,0.76727223,0.8836361
98173,0.72255963,0.86127985,0.6821982,0.84109914,0.6032951,0.80164754,0.6382608,0.8191304,0.7267648,0.8633824,0.8366972,0.9183486,0.75733745,0.8786687,0.78311884,0.8915594,0.79077387,0.89538693,0.81711745,0.9085587
98245,0.5742185,0.78710926,0.5974125,0.7987063,0.5298983,0.76494914,0.5361091,0.76805454,0.6131221,0.80656105,0.66869605,0.834348,0.66077924,0.8303896,0.6747937,0.83739686,0.6902792,0.8451396,0.66680574,0.8334029
98250,0.65015906,0.82507956,0.71847284,0.8592364,0.6312425,0.81562126,0.6797615,0.83988076,0.62366974,0.8118349,0.578267,0.7891335,0.58450913,0.79225457,0.7012321,0.85061604,0.6286864,0.8143432,0.5992317,0.79961586
98251,0.5899643,0.79498214,0.5551541,0.77757704,0.48431933,0.74215966,0.55169857,0.7758493,0.5640019,0.78200096,0.6265092,0.8132546,0.59794915,0.7989746,0.5919875,0.79599375,0.661661,0.8308305,0.60905266,0.8045263
98252,0.41697323,0.7084866,0.3702333,0.68511665,0.32199937,0.66099966,0.5476088,0.7738044,0.4032544,0.7016272,0.3864854,0.69324267,0.406666,0.703333,0.38972604,0.694863,0.45462304,0.7273115,0.38818705,0.6940935
98253,0.68476117,0.8423806,0.66833365,0.8341668,0.58081686,0.79040843,0.6316521,0.81582606,0.6695365,0.83476824,0.69303787,0.84651893,0.6450899,0.82254493,0.7206733,0.86033666,0.7167203,0.8583602,0.696825,0.8484125
98254,0.67530483,0.83765244,0.63790053,0.8189503,0.59270227,0.79635113,0.632721,0.8163605,0.70091605,0.850458,0.81428826,0.9071441,0.7388698,0.8694349,0.78630584,0.89315295,0.7878686,0.8939343,0.81760263,0.9088013
98255,0.73833555,0.8691678,0.70579624,0.8528981,0.68474853,0.84237427,0.6785753,0.83928764,0.7549962,0.8774981,0.81810224,0.9090511,0.7215666,0.86078334,0.81313527,0.90656763,0.7636341,0.88181704,0.7980381,0.89901906
98256,0.6234678,0.8117339,0.57062757,0.7853138,0.54015756,0.7700788,0.63827085,0.8191354,0.61855626,0.80927813,0.6858685,0.84293425,0.59133816,0.7956691,0.6649381,0.83246905,0.65912473,0.82956237,0.6441174,0.8220587
98257,0.7116761,0.85583806,0.6891893,0.84459466,0.61932945,0.8096647,0.67557037,0.8377852,0.69590205,0.84795105,0.79152846,0.89576423,0.6772913,0.83864564,0.8065808,0.9032904,0.7565051,0.8782525,0.7597517,0.87987584
98258,0.694728,0.847364,0.6758683,0.83793414,0.61581314,0.80790657,0.62552416,0.8127621,0.63271236,0.8163562,0.7149179,0.85745895,0.6889793,0.8444897,0.6693713,0.8346857,0.7080591,0.85402954,0.726881,0.8634405
98259,0.6878123,0.84390616,0.6198788,0.8099394,0.5842985,0.79214925,0.6253505,0.81267524,0.68711716,0.84355855,0.77308923,0.8865446,0.72525376,0.8626269,0.72759044,0.8637952,0.7507954,0.8753977,0.78095216,0.8904761
98260,0.6846261,0.84231305,0.65614945,0.8280747,0.66262174,0.83131087,0.71812874,0.85906434,0.67634636,0.83817315,0.7415841,0.87079203,0.6698748,0.8349374,0.7773392,0.8886696,0.7273579,0.86367893,0.7486122,0.8743061
98261,0.6209581,0.81047904,0.6091711,0.8045856,0.5668223,0.78341115,0.58238685,0.7911934,0.63625586,0.81812793,0.68415093,0.84207547,0.68851006,0.84425503,0.657001,0.8285005,0.71169823,0.85584915,0.69799125,0.8489956
98262,0.7218394,0.8609197,0.6384766,0.8192383,0.61970437,0.8098522,0.6647459,0.83237296,0.7010712,0.85053563,0.80642724,0.9032136,0.71832013,0.85916007,0.7722849,0.8861425,0.7675489,0.88377446,0.81393814,0.9069691
98263,0.6984142,0.8492071,0.69903433,0.84951717,0.6653077,0.8326539,0.6853322,0.8426661,0.6972918,0.8486459,0.7230104,0.8615052,0.66053635,0.83026814,0.74814236,0.8740712,0.7429126,0.87145627,0.7530712,0.8765356
98264,0.6994862,0.8497431,0.6543069,0.82715344,0.61151624,0.8057581,0.7624124,0.8812062,0.6466727,0.82333636,0.6714023,0.8357011,0.59638846,0.7981942,0.7114239,0.85571194,0.69591033,0.84795517,0.69725215,0.8486261
98265,0.7701099,0.88505495,0.69191843,0.8459592,0.66262794,0.83131397,0.64783025,0.8239151,0.7527728,0.8763864,0.8678882,0.9339441,0.7485765,0.87428826,0.8092319,0.90461594,0.7976333,0.89881665,0.84160936,0.9208047
98266,0.74877614,0.8743881,0.6761795,0.83808976,0.632065,0.8160325,0.6769666,0.83848333,0.697063,0.8485315,0.78134286,0.89067143,0.6711626,0.8355813,0.7464351,0.8732176,0.7607909,0.8803954,0.76624525,0.8831226
98267,0.7046213,0.85231066,0.69290435,0.8464522,0.64905167,0.82452583,0.69437265,0.8471863,0.7043072,0.8521536,0.6808329,0.84041643,0.63523006,0.81761503,0.7421216,0.8710608,0.7495176,0.87475884,0.70483565,0.8524178
98268,0.693431,0.8467155,0.69374716,0.8468736,0.6571901,0.82859504,0.6543496,0.8271748,0.64912075,0.8245604,0.70326936,0.8516347,0.59767723,0.7988386,0.72973824,0.8648691,0.67154205,0.835771,0.6930028,0.8465014
98269,0.67662656,0.8383133,0.6659827,0.83299136,0.62265086,0.81132543,0.6394721,0.81973606,0.6914846,0.8457423,0.7642485,0.88212425,0.68146443,0.8407322,0.754393,0.8771965,0.7624992,0.8812496,0.75162673,0.87581336
98270,0.7239281,0.86196405,0.6834719,0.84173596,0.6129563,0.80647814,0.6573984,0.82869923,0.7029158,0.8514579,0.8202648,0.9101324,0.7412654,0.8706327,0.7738933,0.8869467,0.7960919,0.89804596,0.8118785,0.9059392
98271,0.6245991,0.81229955,0.59366137,0.79683065,0.514012,0.757006,0.5571356,0.7785678,0.6494591,0.82472956,0.78919446,0.89459723,0.7411008,0.8705504,0.70955205,0.854776,0.74171823,0.87085915,0.78261435,0.8913072
98272,0.66979784,0.83489895,0.6677184,0.8338592,0.5944569,0.79722846,0.61821824,0.8091091,0.6996007,0.84980035,0.8321246,0.9160623,0.73972666,0.86986333,0.80796134,0.9039807,0.79723334,0.8986167,0.8409401,0.92047006
98273,0.6356873,0.8178437,0.6905235,0.84526175,0.55430883,0.77715445,0.6199666,0.8099833,0.6363985,0.8181993,0.66850746,0.8342537,0.6390511,0.81952554,0.7320491,0.86602455,0.7178093,0.85890466,0.7241299,0.86206496
98274,0.73809797,0.86904895,0.6659695,0.83298475,0.6407192,0.8203596,0.676204,0.838102,0.72168994,0.86084497,0.8591001,0.92955005,0.7377487,0.8688743,0.7984977,0.89924884,0.7863362,0.8931681,0.82598597,0.91299295
98275,0.6671381,0.83356905,0.60228884,0.8011444,0.58548605,0.792743,0.6342605,0.8171302,0.6688963,0.83444816,0.80055463,0.9002773,0.71529543,0.8576477,0.78132856,0.8906643,0.76374966,0.8818748,0.80805856,0.90402925
98276,0.65336084,0.8266804,0.6388531,0.81942654,0.5509796,0.7754898,0.6285838,0.8142919,0.68405133,0.84202564,0.7460694,0.8730347,0.71510863,0.8575543,0.75208676,0.8760434,0.75328124,0.8766406,0.76239926,0.8811996
98277,0.70070136,0.8503507,0.6141767,0.8070884,0.5663532,0.7831766,0.6023748,0.8011874,0.7005674,0.85028374,0.83883876,0.9194194,0.7446246,0.8723123,0.7856753,0.89283764,0.7844387,0.89221936,0.82614505,0.9130725
98278,0.757769,0.8788845,0.693998,0.846999,0.6602937,0.83014685,0.6791772,0.83958864,0.7674452,0.8837226,0.8732788,0.9366394,0.76142395,0.880712,0.82814026,0.9140701,0.78674674,0.89337337,0.8205544,0.9102772
98279,0.7326939,0.86634696,0.68109584,0.8405479,0.6108112,0.8054056,0.6371619,0.818581,0.7332022,0.8666011,0.830592,0.91529596,0.7236449,0.8618225,0.78261024,0.8913051,0.7337566,0.8668783,0.78130114,0.8906506
98280,0.7197825,0.85989124,0.62952423,0.8147621,0.60533214,0.80266607,0.6484775,0.8242388,0.70965177,0.85482585,0.82445335,0.9122267,0.70990026,0.85495013,0.7625716,0.8812858,0.73606956,0.8680348,0.78251,0.891255
98281,0.7003653,0.85018265,0.6570521,0.828526,0.58461905,0.7923095,0.6339297,0.81696486,0.71195877,0.8559794,0.79405534,0.8970277,0.73969495,0.8698475,0.7657644,0.88288224,0.7752023,0.88760114,0.7773949,0.88869745
98282,0.6537988,0.8268994,0.71474004,0.85737,0.63496864,0.8174843,0.68202055,0.8410103,0.65849817,0.8292491,0.6950124,0.84750617,0.6600535,0.83002675,0.7470263,0.87351316,0.7450013,0.87250066,0.7324867,0.86624336
98283,0.7499523,0.87497616,0.7218816,0.8609408,0.6472304,0.8236152,0.7074331,0.85371655,0.74175465,0.8708773,0.81585366,0.9079268,0.7440685,0.87203425,0.82725316,0.91362655,0.7724259,0.88621294,0.81232023,0.9061601
98284,0.55581486,0.77790743,0.5606357,0.78031784,0.47747862,0.7387393,0.53239584,0.7661979,0.5923953,0.79619765,0.6999202,0.8499601,0.68819845,0.8440992,0.6957642,0.8478821,0.71994615,0.8599731,0.72982967,0.86491483
98285,0.6249287,0.81246436,0.60488015,0.80244005,0.5101099,0.75505495,0.58220625,0.7911031,0.662319,0.8311595,0.72160226,0.8608011,0.6933045,0.84665227,0.7093505,0.8546753,0.74282354,0.8714118,0.72664386,0.8633219
98286,0.6466098,0.8233049,0.65883803,0.829419,0.6064389,0.80321944,0.59922695,0.7996135,0.64728314,0.82364154,0.6929854,0.8464927,0.6635938,0.8317969,0.7551501,0.87757504,0.7095407,0.85477036,0.686819,0.84340954
98287,0.692374,0.846187,0.69634986,0.8481749,0.61998075,0.8099904,0.62224126,0.8111206,0.70731103,0.8536555,0.7856531,0.89282656,0.71281254,0.8564063,0.8123512,0.9061756,0.7768611,0.88843054,0.7726232,0.8863116
98288,0.70309234,0.85154617,0.6546401,0.82732004,0.59747034,0.79873514,0.60723597,0.80361795,0.68230855,0.8411543,0.69446176,0.8472309,0.66343856,0.8317193,0.7302567,0.86512834,0.7064798,0.8532399,0.708549,0.8542745
98289,0.67042327,0.83521163,0.641757,0.8208785,0.58343,0.791715,0.6509474,0.82547367,0.6671684,0.8335842,0.76290536,0.8814527,0.6859906,0.8429953,0.74112463,0.8705623,0.7619825,0.8809912,0.77550936,0.8877547
98290,0.5152058,0.75760293,0.5279443,0.76397216,0.49110618,0.7455531,0.46882713,0.73441356,0.57962584,0.7898129,0.6443485,0.82217425,0.66432977,0.8321649,0.5876756,0.7938378,0.64803195,0.824016,0.6837467,0.84187335
98291,0.7364172,0.8682086,0.69018674,0.84509337,0.63803047,0.81901526,0.658719,0.82935953,0.7376766,0.8688383,0.83987725,0.9199386,0.76259625,0.8812981,0.77386093,0.88693047,0.7837063,0.89185315,0.819786,0.90989304
98292,0.5872963,0.7936481,0.5955837,0.79779184,0.51071286,0.75535643,0.5839143,0.79195714,0.6216861,0.81084305,0.6914064,0.84570324,0.6555871,0.82779354,0.7036869,0.8518435,0.69631493,0.84815747,0.69330883,0.8466544
98293,0.63210046,0.81605023,0.6284259,0.8142129,0.5275809,0.7637905,0.5845753,0.79228765,0.65594673,0.82797337,0.7489777,0.87448883,0.70400316,0.85200155,0.7106902,0.85534513,0.71780413,0.8589021,0.74529886,0.87264943
98294,0.6318493,0.81592464,0.6082417,0.80412084,0.56856436,0.7842822,0.61562157,0.8078108,0.6390579,0.81952894,0.6587279,0.82936394,0.59901285,0.7995064,0.6634947,0.83174735,0.67650235,0.8382512,0.6381964,0.81909823
98295,0.61842054,0.8092103,0.5949239,0.797462,0.5407703,0.77038515,0.5786437,0.78932184,0.6309259,0.81546295,0.7565099,0.87825495,0.6742014,0.83710074,0.7243903,0.86219513,0.719669,0.8598345,0.7632359,0.88161796
98296,0.66389096,0.8319455,0.68656206,0.84328103,0.59888655,0.79944324,0.6027739,0.80138695,0.67766833,0.83883417,0.71675575,0.8583779,0.6999594,0.8499797,0.75377,0.876885,0.72749406,0.863747,0.7309122,0.8654561
98297,0.72012234,0.86006117,0.6882675,0.84413373,0.62586975,0.8129349,0.6897974,0.8448987,0.70133716,0.85066855,0.7707217,0.88536084,0.71637875,0.85818934,0.78585696,0.8929285,0.7791929,0.88959646,0.81020534,0.90510267
98298,0.7265341,0.86326706,0.6720237,0.8360119,0.6132268,0.8066134,0.67470235,0.8373512,0.6909155,0.8454578,0.78116196,0.890581,0.728753,0.8643765,0.76703894,0.8835195,0.7620847,0.88104236,0.7819922,0.8909961
98299,0.6918174,0.8459087,0.69120014,0.84560007,0.6348548,0.8174274,0.6502761,0.8251381,0.74694365,0.87347186,0.82248485,0.9112424,0.76541126,0.8827056,0.800299,0.90014946,0.7602786,0.8801393,0.82678807,0.91339403
98300,0.6855656,0.8427828,0.6854584,0.8427292,0.6194588,0.8097294,0.6249358,0.81246793,0.7140584,0.8570292,0.76033485,0.8801674,0.7647074,0.88235366,0.7783592,0.8891796,0.74909544,0.8745477,0.76920074,0.8846004
98301,0.63546556,0.8177328,0.59374535,0.7968727,0.54515916,0.77257955,0.55257654,0.7762883,0.6669693,0.83348465,0.7778145,0.88890725,0.7253947,0.86269736,0.73054576,0.8652729,0.7259402,0.8629701,0.7554257,0.87771285
98302,0.7508862,0.8754431,0.67570657,0.8378533,0.6245966,0.8122983,0.64343274,0.82171637,0.7504729,0.87523645,0.8726673,0.93633366,0.75689197,0.878446,0.80721295,0.9036065,0.7644357,0.8822179,0.84352624,0.9217631
98303,0.72498626,0.86249316,0.6704651,0.83523256,0.60836595,0.804183,0.6312709,0.81563544,0.7554827,0.87774134,0.8433006,0.9216503,0.7933178,0.8966589,0.79029727,0.89514863,0.78882825,0.8944141,0.8667018,0.9333509
98304,0.7906876,0.8953438,0.7255987,0.86279935,0.6532367,0.8266183,0.6480522,0.8240261,0.748614,0.87430704,0.85579944,0.9278997,0.76165843,0.8808292,0.8157536,0.9078768,0.76772916,0.8838646,0.8199017,0.90995085
98305,0.75085664,0.8754283,0.72745,0.863725,0.63856834,0.8192842,0.6893955,0.8446977,0.73063886,0.86531943,0.79047066,0.8952353,0.7241125,0.86205626,0.7813289,0.89066446,0.7716875,0.88584375,0.7704549,0.88522744
98306,0.64100456,0.8205023,0.62195826,0.8109791,0.53705376,0.7685269,0.6008657,0.80043286,0.6601504,0.8300752,0.7743177,0.8871589,0.72954875,0.86477435,0.7268778,0.8634389,0.73582804,0.867914,0.75637317,0.8781866
98307,0.72557217,0.86278605,0.70088005,0.85044,0.64088535,0.8204427,0.65875953,0.8293798,0.74115765,0.8705788,0.8409018,0.9204509,0.7649113,0.88245565,0.8198359,0.90991795,0.7850176,0.8925088,0.8105842,0.9052921
98308,0.621225,0.8106125,0.6617717,0.8308859,0.5267381,0.7633691,0.59727335,0.7986367,0.645851,0.8229255,0.7020811,0.85104054,0.73634136,0.8681707,0.72060317,0.8603016,0.74813855,0.8740693,0.74184096,0.8709205
98309,0.73081946,0.86540973,0.6609313,0.8304657,0.6101601,0.80508006,0.5892666,0.79463327,0.71992815,0.8599641,0.84483016,0.9224151,0.7308775,0.86543876,0.7962896,0.89814484,0.79072165,0.8953608,0.8056668,0.9028334
98310,0.73938787,0.86969393,0.66170853,0.8308543,0.6344266,0.8172133,0.59135056,0.7956753,0.7190904,0.85954523,0.84321856,0.9216093,0.7319015,0.86595076,0.7595867,0.87979335,0.71011806,0.855059,0.7985114,0.8992557
98311,0.70368755,0.8518438,0.65056837,0.8252842,0.61441445,0.8072072,0.6153064,0.8076532,0.6849617,0.84248084,0.7881862,0.8940931,0.72051144,0.8602557,0.7343432,0.8671716,0.76865757,0.8843288,0.8025526,0.9012763
98312,0.6535648,0.8267824,0.6852443,0.84262216,0.6006337,0.8003168,0.65030026,0.82515013,0.70777524,0.8538876,0.76407117,0.8820356,0.7655219,0.88276094,0.7957325,0.89786625,0.7284515,0.86422575,0.8137256,0.9068628
98313,0.70591724,0.8529586,0.64700216,0.8235011,0.6147977,0.80739886,0.61104053,0.8055203,0.7196493,0.85982466,0.8435741,0.921787,0.7115414,0.8557707,0.8073728,0.9036864,0.75918967,0.8795948,0.8015742,0.9007871
98314,0.7483985,0.8741993,0.69284356,0.8464218,0.6504654,0.82523274,0.7013694,0.8506847,0.73738784,0.86869395,0.83072114,0.91536057,0.7124108,0.8562054,0.80992246,0.9049612,0.76055175,0.88027585,0.7871382,0.8935691
98315,0.6261055,0.8130528,0.66503674,0.83251834,0.5700777,0.7850388,0.6477448,0.8238724,0.6372615,0.81863075,0.7112881,0.85564405,0.6672772,0.8336386,0.728976,0.864488,0.7272152,0.8636076,0.7332742,0.8666371
98316,0.78400123,0.8920006,0.728886,0.864443,0.68785083,0.8439254,0.65443504,0.8272175,0.76519173,0.8825959,0.8593372,0.9296686,0.7330582,0.8665291,0.8101419,0.90507096,0.75779414,0.8788971,0.8025926,0.90129626
98317,0.72661114,0.86330557,0.70179975,0.8508999,0.6203687,0.81018436,0.6193286,0.8096643,0.7611798,0.8805899,0.8571898,0.9285949,0.80322444,0.9016122,0.80920637,0.9046032,0.7689939,0.8844969,0.84765255,0.9238263
98318,0.7258868,0.8629434,0.6924132,0.8462066,0.6223304,0.8111652,0.66855514,0.8342776,0.7407291,0.87036455,0.83836424,0.9191821,0.791343,0.8956715,0.7997638,0.8998819,0.79975355,0.8998768,0.8530799,0.92653996
98319,0.66255987,0.83127993,0.65054893,0.82527447,0.5849881,0.79249406,0.6894501,0.844725,0.6303364,0.8151682,0.7130341,0.8565171,0.66003335,0.8300167,0.7244301,0.86221504,0.7329309,0.86646545,0.7273377,0.86366886
98320,0.7113986,0.8556993,0.6632025,0.83160126,0.62453866,0.81226933,0.5985397,0.79926986,0.7437767,0.87188834,0.8724104,0.9362052,0.7466204,0.8733102,0.7923583,0.89617914,0.762092,0.881046,0.8140204,0.9070102
98321,0.7329179,0.86645895,0.6802262,0.8401131,0.635707,0.8178535,0.6723473,0.83617365,0.6992288,0.8496144,0.821816,0.910908,0.7159908,0.8579954,0.7682627,0.8841313,0.7665122,0.8832561,0.79564095,0.8978205
98322,0.6997988,0.8498994,0.6615397,0.83076984,0.58041835,0.7902092,0.6029197,0.80145985,0.7140114,0.8570057,0.8247756,0.9123878,0.7203073,0.8601537,0.7769372,0.8884686,0.7799924,0.8899962,0.8145823,0.9072912
98323,0.72047466,0.86023736,0.6865134,0.8432567,0.6087227,0.80436134,0.59993154,0.79996574,0.74678504,0.8733925,0.8151282,0.9075641,0.76167655,0.8808383,0.8002409,0.90012044,0.7466533,0.87332666,0.7982213,0.8991107
98324,0.7362473,0.86812365,0.70457363,0.8522868,0.6614862,0.8307431,0.6946417,0.84732085,0.7424123,0.87120616,0.83090043,0.9154502,0.74601734,0.87300867,0.81218946,0.90609473,0.7730155,0.88650775,0.8280268,0.9140134
98325,0.69235367,0.84617686,0.6397289,0.81986445,0.6056946,0.80284727,0.63024676,0.8151234,0.71049535,0.8552477,0.83996725,0.9199836,0.7525565,0.8762783,0.8126965,0.9063482,0.79426146,0.8971307,0.832761,0.9163805
98326,0.6375593,0.81877965,0.65770686,0.8288534,0.54755366,0.7737768,0.60533005,0.802665,0.6176315,0.8088157,0.710222,0.855111,0.64790994,0.82395494,0.7365079,0.86825395,0.7485275,0.87426376,0.72076184,0.8603809
98327,0.58335996,0.79168,0.61667883,0.8083394,0.5277579,0.76387894,0.5729691,0.78648454,0.58216393,0.79108196,0.6869278,0.8434639,0.6627726,0.8313863,0.6757796,0.8378898,0.73908985,0.8695449,0.73099935,0.8654997
98328,0.74927497,0.8746375,0.6878296,0.8439148,0.664775,0.8323875,0.7183211,0.85916054,0.7264917,0.86324584,0.78702563,0.89351285,0.7316961,0.86584806,0.79597855,0.8979893,0.78681123,0.8934056,0.79848284,0.89924145
98329,0.68236196,0.841181,0.67024076,0.8351204,0.5873573,0.79367864,0.6647412,0.83237064,0.6846539,0.84232694,0.7292048,0.8646024,0.69802386,0.8490119,0.7533263,0.87666315,0.7416539,0.87082696,0.74241316,0.8712066
98330,0.51968783,0.75984395,0.56961447,0.7848072,0.46811694,0.7340585,0.5462711,0.77313554,0.53225136,0.7661257,0.5668045,0.78340226,0.5900388,0.7950194,0.594602,0.797301,0.6394359,0.81971794,0.61240876,0.8062044
98331,0.63579655,0.8178983,0.60039616,0.8001981,0.5970789,0.79853946,0.63384205,0.816921,0.5984203,0.7992102,0.6790881,0.83954406,0.5493261,0.7746631,0.65105057,0.8255253,0.6947267,0.84736335,0.62737095,0.8136855
98332,0.6090367,0.80451834,0.6245059,0.81225294,0.5608642,0.7804321,0.6088518,0.8044259,0.62389255,0.8119463,0.71195483,0.8559774,0.71836656,0.8591833,0.74427795,0.872139,0.7517538,0.8758769,0.7456809,0.87284046
98333,0.60182947,0.80091476,0.5819402,0.7909701,0.56221396,0.78110695,0.5636498,0.7818249,0.6022635,0.8011317,0.73264766,0.8663238,0.68924654,0.84462327,0.6941252,0.8470626,0.7375406,0.8687703,0.7623421,0.88117105
